pXC50,N.070,nArNHR,ATS6m,IDMT,LPRS,ATSC8m,ATS7v,Eig11_EA.ri.,ON0,X0,ATS7p,ATS7s,Psi_i_0,GMTI,IDET,SMTI,IAC,TIC0,Eig10_AEA.dm.,PHI,ATS8s,ATSC8i,Eta_epsi,S1K,AECC,MSD,HVcpx,ON1,Dz,SpMax8_Bh.s.,ATSC6i,ATSC7i,X0sol,Eig09_EA.ri.,Sv,Psi_e_0,X2,GMTIV,Chi0_EA.ri.,IDE,Chi1_EA.ri.,ATS8e,ICR,SMTIV,Eta_C,DECC,SpMin3_Bh.m.,SpAD_AEA.dm.,Eta_alpha,S0K,Eta_betaS,SAtot,Eig09_EA,SM03_AEA.dm.,Eig06_AEA.dm.,ATSC7p,ATS5v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,X1,Eig11_AEA.dm.,HDcpx,IDM,Sp,SpMaxA_AEA.ri.
7.796,0,0,3.604,14064.8,126.753,13.481,3.444,0.664,13.417,18.311,3.564,5.389,18.361,7993.0,1144.12,7649.0,70.649,70.649,1.02,3.998,5.292,0.702,26.3,16.726,10.269,6.24,3.31,5.556,55.5,3.773,1.207,0.879,18.561,1.0,29.369,9.752,11.989,23999.0,17.839,3.52,14.963,4.084,2.782,13380.0,17.982,1.751,1.903,48.444,12.7,111.457,16.5,425.937,1.0,1.0,2.51,6.641,3.901,17.427,17.427,17.427,17.427,17.427,12.47,1.0,1.689,8.083,30.904,0.146
7.699,0,0,3.476,12477.4,120.234,12.007,3.349,0.509,13.917,18.19,3.461,5.26,17.326,6615.0,1044.79,6614.0,69.525,69.525,1.0,4.306,5.28,0.654,25.6,17.107,10.16,6.088,3.284,5.389,53.5,3.742,1.172,0.751,18.44,1.0,28.369,9.342,11.542,21449.0,16.683,3.483,13.92,4.004,2.793,12029.0,16.885,1.699,1.751,45.949,12.2,106.096,15.5,435.984,1.0,1.0,2.396,6.03,3.84,16.273,16.273,16.273,16.273,16.273,11.808,0.839,1.678,7.968,29.904,0.156
7.284,0,0,3.835,17610.1,139.957,19.781,3.717,0.983,14.417,19.725,3.854,5.681,19.994,9621.0,1359.19,9233.0,78.02,78.02,1.41,4.894,5.498,0.952,28.9,18.627,10.893,6.532,3.381,6.056,59.5,3.839,1.463,1.224,19.975,1.231,32.422,10.516,12.696,26951.0,19.253,3.596,15.963,4.386,2.968,15626.0,21.951,1.837,1.929,51.632,13.7,124.606,17.5,478.091,1.256,1.256,2.493,8.926,4.053,18.842,18.842,18.842,18.842,18.842,13.47,1.077,1.71,8.303,34.426,0.136
6.551,0,0,3.889,19748.4,146.887,20.051,3.776,0.965,15.25,20.596,3.89,5.739,20.592,10546.0,1483.69,10164.0,83.079,83.079,1.556,5.105,5.6,1.04,30.3,19.546,11.483,6.745,3.447,6.222,62.0,3.957,1.495,1.283,20.846,1.255,33.444,10.874,13.318,30178.0,19.819,3.654,16.6,4.462,2.957,17359.0,22.636,1.914,1.912,53.378,14.1,130.881,18.75,497.99,1.279,1.279,2.602,8.728,4.078,19.289,19.289,19.289,19.289,19.289,13.864,1.146,1.719,8.404,35.432,0.132
6.347,0,0,3.945,21810.1,153.557,19.286,3.858,1.0,15.75,21.303,3.964,5.783,20.929,11499.0,1598.94,11071.0,77.616,77.616,1.555,5.098,5.659,1.052,29.7,19.795,11.567,6.855,3.464,6.5,63.5,4.124,1.496,1.239,21.553,1.268,33.895,11.194,13.555,34814.0,20.454,3.676,16.905,4.464,2.978,19415.0,20.578,1.929,1.935,54.81,14.7,135.207,18.5,501.268,1.291,1.291,2.561,9.0,4.124,20.049,20.049,20.049,20.049,20.049,14.38,1.143,1.729,8.506,35.665,0.128
6.166,0,0,3.712,15710.3,133.225,11.212,3.421,0.711,13.917,19.018,3.513,5.353,18.61,8747.0,1243.47,8384.0,69.918,69.918,1.205,4.087,5.306,0.668,26.5,17.12,10.37,6.361,3.317,5.806,58.0,3.871,1.16,0.801,19.268,1.071,29.336,10.067,12.342,29340.0,18.615,3.543,15.563,4.024,2.763,15476.0,16.687,1.791,1.649,50.106,13.1,122.382,17.5,426.152,1.132,1.132,2.433,5.625,3.909,18.135,18.135,18.135,18.135,18.135,12.97,1.0,1.7,8.195,30.387,0.141
5.632,0,0,3.755,15739.8,133.261,14.215,3.499,0.693,15.25,19.767,3.61,5.557,18.478,7997.0,1242.75,8030.0,74.78,74.78,1.508,4.805,5.375,0.732,27.767,18.731,10.37,6.364,3.315,5.833,58.5,4.139,1.244,0.949,20.017,1.054,30.083,10.106,12.401,28036.0,17.853,3.541,14.82,4.134,2.763,15143.0,19.027,1.791,1.758,49.548,13.033,122.382,16.75,466.263,1.065,1.065,2.6,7.013,3.959,17.48,17.48,17.48,17.48,17.48,12.719,1.0,1.7,8.198,31.358,0.146
7.337,1,1,3.88,17982.7,140.527,23.158,3.814,0.881,14.75,19.889,3.944,5.778,19.909,9856.0,1370.81,9442.0,78.02,78.02,1.556,4.671,5.619,1.094,28.9,18.627,10.964,6.669,3.403,5.972,59.5,4.03,1.335,1.31,20.139,1.266,32.422,10.511,12.935,27376.0,18.948,3.626,15.845,4.522,2.955,15908.0,22.092,1.898,1.832,52.599,13.7,126.606,17.25,483.285,1.289,1.289,2.591,9.204,3.999,18.582,18.582,18.582,18.582,18.582,13.364,1.0,1.71,8.302,34.426,0.135
7.319,1,1,3.871,22688.8,154.805,19.774,3.822,1.0,14.667,20.665,3.928,5.708,21.21,13074.0,1626.17,12029.0,75.715,75.715,1.621,4.653,5.543,1.09,30.133,18.664,11.833,7.181,3.517,6.528,64.0,4.031,1.397,1.325,20.665,1.425,33.73,11.057,13.204,34526.0,21.034,3.738,17.241,4.503,2.966,19756.0,22.975,2.044,1.833,55.849,14.267,141.207,19.75,481.784,1.454,1.454,2.635,8.35,4.074,20.679,20.679,20.679,20.679,20.679,14.635,1.593,1.726,8.494,35.023,0.122
7.18,1,1,3.83,15902.1,133.526,25.886,3.731,0.883,15.25,19.767,3.899,5.816,18.936,8085.0,1246.69,8112.0,78.02,78.02,1.0,5.145,5.496,1.026,28.867,19.223,10.407,6.431,3.307,5.722,58.0,3.89,1.372,1.304,20.017,1.196,31.642,10.149,12.753,24192.0,17.587,3.552,14.853,4.539,2.73,14186.0,22.004,1.83,1.886,47.399,13.133,120.382,16.25,490.255,1.2,1.2,2.38,10.65,4.003,17.264,17.264,17.264,17.264,17.264,12.664,1.0,1.7,8.197,33.637,0.145
5.758,1,1,4.065,19730.5,146.854,23.693,3.905,0.921,15.25,20.596,4.083,5.76,20.581,10557.0,1474.57,10162.0,83.092,83.092,1.06,5.307,5.585,1.139,29.867,19.844,11.034,6.723,3.394,6.139,61.5,3.865,1.56,1.519,21.199,1.261,33.609,10.86,13.554,31302.0,19.768,3.632,16.889,4.58,2.945,17671.0,23.892,1.9,1.884,50.841,14.533,132.881,18.0,505.07,1.29,1.29,2.377,12.493,4.093,19.126,19.126,19.126,19.126,19.126,13.826,1.0,1.72,8.407,36.074,0.131
4.037,1,1,3.967,19730.5,146.854,29.502,3.936,0.939,15.25,20.596,4.087,5.817,20.694,10557.0,1474.57,10162.0,85.433,85.433,1.21,5.222,5.661,1.292,30.9,19.72,11.034,6.723,3.394,6.139,62.0,3.856,1.669,1.577,20.846,1.265,33.97,10.88,13.554,28486.0,19.622,3.632,16.649,4.76,2.945,16875.0,24.184,1.9,1.884,51.319,14.1,132.881,18.5,504.258,1.29,1.29,2.38,11.0,4.099,19.126,19.126,19.126,19.126,19.126,13.826,1.071,1.72,8.407,36.193,0.131
5.695,1,1,4.017,21944.3,153.725,31.669,3.984,1.0,16.083,21.466,4.129,5.897,21.257,11488.0,1601.73,11104.0,86.683,86.683,1.345,5.291,5.743,1.412,31.6,20.43,11.6,6.9,3.456,6.306,64.0,3.892,1.631,1.673,21.716,1.358,34.97,11.221,14.188,31831.0,20.021,3.682,17.063,4.804,2.978,18668.0,24.497,1.96,1.886,52.778,14.6,139.207,18.75,522.81,1.395,1.395,2.381,11.634,4.13,19.574,19.574,19.574,19.574,19.574,14.219,1.0,1.729,8.506,37.193,0.128
7.509,1,1,3.699,14252.5,127.076,17.223,3.56,0.645,14.417,18.897,3.703,5.628,18.117,7400.0,1149.19,7406.0,73.229,73.229,1.025,4.784,5.361,0.792,26.9,18.075,10.308,6.319,3.315,5.611,55.5,3.863,1.231,1.105,19.147,1.0,29.895,9.728,12.014,22896.0,17.305,3.536,14.398,4.224,2.757,13172.0,19.202,1.793,1.884,47.58,12.7,114.211,15.75,463.499,1.0,1.0,2.383,7.75,3.901,16.927,16.927,16.927,16.927,16.927,12.291,1.0,1.689,8.084,31.665,0.15
8.155,1,1,3.466,8040.55,99.898,12.17,3.276,-0.039,11.667,15.69,3.44,5.371,15.413,4555.0,749.2,4535.0,55.547,55.547,0.688,3.726,4.797,0.588,22.5,14.407,8.591,5.237,3.079,4.861,46.5,3.469,1.078,0.913,15.69,0.656,25.268,8.056,9.714,11843.0,14.961,3.243,12.147,3.933,2.573,7424.0,15.425,1.537,1.743,39.215,10.5,96.107,14.0,387.883,0.702,0.702,2.126,5.969,3.716,14.748,14.748,14.748,14.748,14.748,10.58,0.565,1.648,7.621,26.597,0.173
8.046,1,1,3.74,16169.4,134.003,17.565,3.594,0.645,14.917,19.604,3.739,5.673,18.75,8241.0,1263.73,8257.0,78.189,78.189,1.008,5.253,5.397,0.823,28.3,19.008,11.0,6.564,3.395,5.986,58.0,4.131,1.324,1.162,19.854,1.0,30.917,10.124,11.99,25537.0,18.136,3.6,14.621,4.248,2.908,14693.0,20.058,1.852,1.883,47.532,13.1,120.382,16.5,480.872,1.0,1.0,2.203,8.315,3.948,17.85,17.85,17.85,17.85,17.85,12.852,1.0,1.699,8.191,32.671,0.148
7.854,1,1,3.932,25238.9,161.972,22.39,3.807,0.962,16.25,22.01,3.958,5.854,21.918,13220.0,1761.41,12684.0,91.139,91.139,1.655,6.044,5.53,0.996,33.067,21.428,12.548,7.418,3.589,6.778,67.0,4.275,1.574,1.434,22.26,1.298,35.685,11.702,13.804,37404.0,21.279,3.788,17.5,4.474,3.087,21516.0,25.696,2.044,1.901,55.581,14.933,141.58,19.75,540.841,1.36,1.36,2.409,10.831,4.144,20.78,20.78,20.78,20.78,20.78,14.896,1.256,1.733,8.585,37.648,0.13
7.638,1,1,3.549,8040.55,99.898,13.475,3.289,-0.039,11.667,15.69,3.48,5.344,15.511,4555.0,749.2,4535.0,57.934,57.934,0.691,3.981,4.732,0.602,22.067,14.78,8.591,5.237,3.079,4.861,46.0,3.467,1.06,0.982,16.043,0.648,25.434,8.071,9.714,12475.0,15.163,3.243,12.482,3.869,2.573,7630.0,17.068,1.537,1.679,39.2,10.933,96.107,13.75,396.219,0.702,0.702,2.149,6.903,3.724,14.748,14.748,14.748,14.748,14.748,10.58,0.565,1.648,7.621,27.239,0.173
6.616,0,0,3.667,14205.7,127.073,12.993,3.485,1.0,13.083,18.148,3.542,5.578,17.559,8182.0,1142.32,7760.0,66.882,66.882,1.16,4.236,5.492,1.075,26.71,16.775,10.269,6.238,3.359,5.5,58.5,3.922,1.054,1.108,16.002,1.078,27.057,9.965,12.074,30430.0,18.029,3.515,15.489,4.113,2.763,15172.0,17.659,1.598,1.849,45.769,12.29,113.457,16.5,382.82,1.116,1.116,2.054,5.505,3.616,17.419,17.419,17.419,17.419,17.419,12.504,1.0,1.69,8.094,27.29,0.144
6.272,0,0,3.592,7173.7,94.379,13.216,3.198,0.149,10.833,14.82,3.314,5.08,14.517,4203.0,681.877,4162.0,63.34,63.34,0.756,4.22,5.12,0.591,21.967,14.481,8.667,5.238,3.134,4.694,46.0,3.282,0.768,0.661,15.527,0.509,22.997,7.709,8.987,14631.0,15.037,3.247,12.353,3.88,2.529,7890.0,16.075,1.333,1.662,37.026,10.433,92.239,13.5,371.025,0.618,0.618,1.711,4.916,3.436,14.301,14.301,14.301,14.301,14.301,10.186,0.618,1.633,7.48,24.273,0.178
7.125,0,0,3.731,12506.2,120.352,10.891,3.387,0.51,12.583,17.441,3.447,5.498,16.883,7370.0,1034.92,6974.0,65.69,65.69,1.043,4.162,5.421,1.009,25.676,16.406,9.64,6.027,3.283,5.25,56.5,3.901,0.981,1.023,15.648,1.077,25.717,9.599,11.72,29836.0,17.526,3.45,15.319,3.999,2.695,14206.0,18.188,1.523,1.662,44.016,12.124,111.342,16.0,367.949,1.113,1.113,2.054,4.911,3.555,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,26.176,0.149
6.996,0,0,3.733,12506.2,120.352,11.154,3.412,0.51,12.583,17.441,3.482,5.488,17.013,7370.0,1034.92,6974.0,65.309,65.309,1.043,4.202,5.414,1.026,25.576,16.467,9.64,6.027,3.283,5.25,56.0,3.897,1.004,1.018,15.648,1.077,26.222,9.609,11.72,28710.0,17.513,3.45,15.301,4.022,2.695,13938.0,18.322,1.523,1.687,44.016,12.224,111.342,16.0,372.656,1.113,1.113,2.054,5.042,3.602,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,26.932,0.149
4.972,0,0,3.736,12506.2,120.352,11.154,3.416,0.51,12.583,17.441,3.491,5.497,17.013,7370.0,1034.92,6974.0,65.309,65.309,1.043,4.202,5.414,1.026,25.576,16.467,9.64,6.027,3.283,5.25,56.0,3.881,1.005,1.031,15.648,1.077,26.222,9.609,11.72,28684.0,17.51,3.45,15.299,4.022,2.695,13932.0,18.312,1.523,1.672,44.016,12.224,111.342,16.0,372.656,1.113,1.113,2.054,5.344,3.604,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,26.932,0.149
5.375,0,0,3.732,12506.2,120.352,13.876,3.452,0.51,12.583,17.441,3.533,5.408,17.142,7370.0,1034.92,6974.0,64.25,64.25,1.043,4.242,5.52,1.151,25.476,16.529,9.64,6.027,3.283,5.25,55.5,3.784,1.038,0.987,15.648,1.077,26.728,9.608,11.72,27882.0,17.503,3.45,15.291,4.108,2.695,13732.0,18.426,1.523,1.687,44.016,12.324,111.342,16.0,377.363,1.113,1.113,2.054,5.827,3.665,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,27.688,0.149
5.469,0,0,3.749,12506.2,120.352,10.596,3.378,0.509,12.583,17.441,3.432,5.501,17.013,7370.0,1034.92,6974.0,65.309,65.309,1.043,4.202,5.401,1.005,25.576,16.467,9.64,6.027,3.283,5.25,56.0,3.836,1.021,1.017,15.648,1.077,26.222,9.606,11.72,28816.0,17.568,3.45,15.4,3.977,2.695,13960.0,18.096,1.523,1.672,44.016,12.224,111.342,16.5,372.043,1.113,1.113,2.054,4.84,3.613,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,26.932,0.149
7.119,0,0,3.594,7173.7,94.379,13.72,3.231,0.149,10.833,14.82,3.359,5.059,14.647,4203.0,681.877,4162.0,62.81,62.81,0.756,4.266,5.066,0.61,21.867,14.544,8.667,5.238,3.134,4.694,45.5,3.241,0.818,0.654,15.527,0.509,23.502,7.722,8.987,13979.0,15.024,3.247,12.335,3.918,2.529,7700.0,16.206,1.333,1.687,37.026,10.533,92.239,13.5,375.732,0.618,0.618,1.711,5.145,3.488,14.301,14.301,14.301,14.301,14.301,10.186,0.618,1.633,7.48,25.029,0.179
7.276,0,0,3.595,12506.2,120.352,11.255,3.347,0.609,12.583,17.441,3.362,5.52,16.647,7370.0,1034.92,6974.0,65.576,65.576,1.043,3.889,5.448,0.946,26.21,15.976,9.64,6.027,3.283,5.25,57.5,3.909,0.967,1.012,15.295,1.077,25.046,9.577,11.72,29928.0,17.395,3.45,15.095,4.008,2.695,14227.0,16.943,1.523,1.648,44.016,11.59,111.342,16.5,351.547,1.113,1.113,2.054,4.321,3.512,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,24.779,0.149
7.131,0,0,3.732,12506.2,120.352,8.33,3.348,0.497,12.583,17.441,3.385,5.503,16.753,7370.0,1034.92,6974.0,65.497,65.497,1.043,4.122,5.412,0.971,25.776,16.345,9.64,6.027,3.283,5.25,57.0,3.91,0.965,1.014,15.648,1.077,25.212,9.588,11.72,31312.0,17.603,3.45,15.434,3.952,2.695,14542.0,17.903,1.523,1.51,44.016,12.024,111.342,16.5,362.629,1.113,1.113,2.054,4.603,3.526,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,25.421,0.149
7.056,0,0,3.742,12506.2,120.352,9.688,3.354,0.489,12.583,17.441,3.392,5.489,16.753,7370.0,1034.92,6974.0,65.497,65.497,1.043,4.122,5.427,0.987,25.776,16.345,9.64,6.027,3.283,5.25,57.0,3.902,0.978,1.001,15.648,1.077,25.212,9.591,11.72,31132.0,17.599,3.45,15.442,3.971,2.695,14504.0,17.887,1.523,1.501,44.016,12.024,111.342,16.5,362.629,1.113,1.113,2.054,4.273,3.522,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,25.421,0.149
6.854,0,0,3.667,12506.2,120.352,9.579,3.366,0.515,12.583,17.441,3.44,5.492,16.753,7370.0,1034.92,6974.0,65.497,65.497,1.043,4.122,5.419,0.967,25.776,16.345,9.64,6.027,3.283,5.25,57.0,3.897,0.954,1.029,15.648,1.077,25.212,9.591,11.72,31402.0,17.608,3.45,15.417,3.952,2.695,14561.0,17.753,1.523,1.515,44.016,12.024,111.342,16.5,362.629,1.113,1.113,2.054,5.246,3.532,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,25.421,0.149
6.213,0,0,4.005,14040.0,126.782,17.711,3.468,0.749,13.417,18.311,3.57,5.528,17.553,8031.0,1128.91,7650.0,70.219,70.219,1.224,4.699,5.436,1.018,26.143,17.811,9.731,6.154,3.288,5.444,58.25,3.901,0.974,1.018,17.518,1.077,26.742,9.969,12.248,35783.0,18.154,3.474,16.072,4.007,2.676,16309.0,22.147,1.541,1.546,46.235,13.457,117.457,16.5,395.711,1.136,1.136,2.063,5.444,3.626,17.212,17.212,17.212,17.212,17.212,12.415,1.043,1.69,8.097,27.529,0.144
6.785,0,0,3.679,14205.7,127.073,11.956,3.456,0.955,13.083,18.148,3.492,5.57,17.429,8182.0,1142.32,7760.0,67.047,67.047,1.16,4.196,5.498,1.054,26.81,16.713,10.269,6.238,3.359,5.5,59.0,3.925,1.046,1.084,16.002,1.078,26.551,9.957,12.074,31732.0,18.092,3.515,15.59,4.088,2.763,15476.0,17.373,1.598,1.843,45.769,12.19,117.457,17.0,377.501,1.116,1.116,2.054,4.868,3.583,17.419,17.419,17.419,17.419,17.419,12.504,1.0,1.69,8.094,26.534,0.144
6.676,0,0,3.669,14205.7,127.073,10.655,3.45,0.953,13.083,18.148,3.485,5.582,17.429,8182.0,1142.32,7760.0,67.047,67.047,1.16,4.196,5.484,1.038,26.81,16.713,10.269,6.238,3.359,5.5,59.0,3.937,1.034,1.095,16.002,1.078,26.551,9.954,12.074,31912.0,18.094,3.515,15.583,4.071,2.763,15514.0,17.393,1.598,1.837,45.769,12.19,117.457,17.0,377.501,1.116,1.116,2.054,5.088,3.587,17.419,17.419,17.419,17.419,17.419,12.504,1.0,1.69,8.094,26.534,0.144
6.066,0,0,3.676,14205.7,127.073,12.865,3.45,0.983,13.083,18.148,3.494,5.562,17.429,8182.0,1142.32,7760.0,67.047,67.047,1.16,4.196,5.497,1.05,26.81,16.713,10.269,6.238,3.359,5.5,59.0,3.949,1.045,1.084,16.002,1.078,26.551,9.953,12.074,32092.0,18.103,3.515,15.589,4.09,2.763,15554.0,17.407,1.598,1.835,45.769,12.19,113.457,17.0,377.501,1.116,1.116,2.054,5.253,3.599,17.419,17.419,17.419,17.419,17.419,12.504,1.0,1.69,8.094,26.534,0.144
5.481,0,0,3.804,15806.9,133.461,12.995,3.546,1.026,13.917,19.018,3.614,5.63,18.119,8857.0,1238.91,8451.0,71.717,71.717,1.236,4.647,5.521,1.066,27.795,17.996,10.333,6.333,3.36,5.694,60.833,4.336,1.037,1.083,17.372,1.229,27.884,10.336,12.601,36401.0,18.64,3.53,16.189,4.123,2.756,17309.0,19.879,1.605,1.847,47.584,13.005,123.627,17.25,404.222,1.326,1.326,2.071,5.578,3.676,17.919,17.919,17.919,17.919,17.919,12.915,1.154,1.701,8.207,28.148,0.139
6.577,0,0,3.886,15966.2,133.727,15.109,3.535,1.026,13.917,19.018,3.59,5.614,18.119,8949.0,1246.59,8536.0,71.717,71.717,1.228,4.647,5.549,1.054,27.795,17.996,10.37,6.407,3.383,5.667,60.833,4.295,1.027,1.092,17.372,1.16,27.884,10.331,12.707,37121.0,18.613,3.552,16.239,4.129,2.756,17558.0,19.716,1.643,1.844,47.615,13.005,123.627,17.25,404.222,1.221,1.221,2.301,5.477,3.655,17.867,17.867,17.867,17.867,17.867,12.898,1.136,1.7,8.205,28.148,0.139
6.503,0,0,4.023,27488.5,168.536,22.795,3.889,1.078,15.75,22.131,3.94,5.907,22.232,15093.0,1879.98,14043.0,90.211,90.211,1.365,5.704,5.873,1.592,34.11,21.111,12.406,7.406,3.618,6.778,71.5,4.354,1.581,1.628,19.985,1.371,34.68,12.235,14.76,48453.0,22.439,3.79,19.251,4.642,3.09,25512.0,26.166,2.094,1.908,56.675,15.09,151.245,21.25,488.056,1.519,1.519,2.416,8.239,4.003,21.643,21.643,21.643,21.643,21.643,15.47,1.242,1.744,8.693,35.586,0.116
6.171,0,0,3.753,16122.1,133.979,12.389,3.515,1.0,13.917,19.018,3.538,5.759,17.98,9041.0,1258.91,8622.0,68.472,68.472,1.213,4.429,5.587,1.158,28.224,17.663,10.889,6.489,3.426,5.667,62.0,4.445,1.164,1.26,16.002,1.086,27.44,10.371,12.695,37841.0,18.539,3.587,16.081,4.13,2.921,17808.0,18.846,1.753,1.845,47.524,12.576,119.627,17.25,385.654,1.145,1.145,2.348,5.54,3.627,17.867,17.867,17.867,17.867,17.867,12.898,1.0,1.7,8.2,27.228,0.139
6.003,0,0,3.457,9619.09,107.333,9.66,3.244,0.026,11.583,16.027,3.293,5.443,15.747,5978.0,845.783,5622.0,63.562,63.562,0.927,3.402,5.36,0.903,24.61,14.681,8.957,5.659,3.181,4.75,52.5,3.858,0.91,0.945,13.88,1.076,24.057,8.89,11.013,21721.0,15.908,3.343,13.989,3.955,2.525,10890.0,17.212,1.357,1.526,41.75,10.79,97.287,15.0,337.322,1.111,1.111,2.054,5.231,3.444,15.298,15.298,15.298,15.298,15.298,11.004,0.583,1.656,7.739,24.29,0.161
5.273,0,0,3.72,14205.7,127.073,20.031,3.529,0.963,13.083,18.148,3.609,5.61,17.915,8182.0,1142.32,7760.0,78.815,78.815,1.203,4.703,5.549,1.095,28.676,17.477,10.269,6.238,3.359,5.5,59.5,3.941,1.128,1.162,16.002,1.078,27.825,10.024,12.074,29569.0,18.182,3.515,15.7,4.269,2.763,14962.0,21.857,1.598,1.846,45.684,12.124,113.457,17.0,404.592,1.116,1.116,2.21,7.011,3.678,17.419,17.419,17.419,17.419,17.419,12.504,1.2,1.69,8.094,28.267,0.144
4.699,0,0,3.711,14205.7,127.073,20.083,3.55,0.983,13.083,18.148,3.641,5.625,18.013,8182.0,1142.32,7760.0,76.626,76.626,1.193,4.703,5.544,1.136,28.61,17.477,10.269,6.238,3.359,5.5,59.0,3.919,1.176,1.207,16.002,1.078,28.132,10.023,12.074,27925.0,18.103,3.515,15.589,4.288,2.763,14584.0,22.003,1.598,1.851,45.599,12.19,113.457,17.0,406.629,1.116,1.116,2.055,7.033,3.688,17.419,17.419,17.419,17.419,17.419,12.504,1.077,1.69,8.094,28.819,0.144
4.699,0,0,3.744,14514.3,127.624,11.1,3.507,0.675,13.083,18.148,3.582,5.575,17.699,8399.0,1153.78,7943.0,70.454,70.454,1.212,4.618,5.494,1.113,26.976,17.354,10.346,6.389,3.368,5.472,58.5,3.934,1.089,1.13,16.355,1.078,27.244,9.981,12.158,32675.0,18.197,3.55,15.842,4.118,2.749,15859.0,19.866,1.68,1.733,45.276,12.624,117.457,16.5,394.026,1.127,1.127,2.064,5.734,3.609,17.367,17.367,17.367,17.367,17.367,12.487,0.949,1.69,8.09,27.938,0.144
5.229,0,0,3.82,14692.2,127.957,11.212,3.433,1.0,13.083,18.148,3.517,5.216,17.559,8486.0,1170.35,8040.0,66.882,66.882,1.0,4.236,5.498,0.987,26.71,16.775,10.923,6.531,3.416,5.5,58.5,3.922,1.054,0.911,16.002,1.03,27.057,9.938,12.062,32094.0,18.029,3.601,15.476,4.044,2.907,15844.0,17.449,1.704,1.849,45.833,12.29,109.457,16.5,382.82,1.074,1.074,2.096,5.397,3.565,17.419,17.419,17.419,17.419,17.419,12.504,1.0,1.687,8.077,27.29,0.144
5.499,0,0,3.801,13711.5,126.127,12.775,3.506,1.0,13.083,18.148,3.559,5.573,17.559,7878.0,1114.42,7481.0,66.882,66.882,1.166,4.236,5.433,1.057,26.71,16.775,9.615,5.964,3.253,5.528,58.5,3.922,1.25,1.196,16.002,1.093,27.057,10.006,11.995,28766.0,18.07,3.429,15.468,4.102,2.701,14501.0,17.942,1.568,1.85,45.87,12.29,113.457,16.5,382.82,1.155,1.155,1.885,5.94,3.635,17.471,17.471,17.471,17.471,17.471,12.521,1.0,1.692,8.109,27.29,0.146
7.495,0,0,3.889,8295.84,100.705,13.667,3.243,0.468,10.333,14.941,3.382,4.889,15.401,5339.0,761.676,4973.0,56.294,56.294,0.773,3.844,4.705,0.503,20.4,14.158,8.773,5.429,3.169,4.75,46.25,3.287,0.612,0.592,16.648,0.864,23.56,8.041,9.762,18979.0,16.044,3.297,13.799,3.663,2.534,9532.0,16.197,1.36,1.51,39.679,12.0,98.107,14.25,355.813,0.94,0.94,1.711,4.525,3.388,15.24,15.24,15.24,15.24,15.24,10.793,0.618,1.644,7.611,25.199,0.164
7.509,0,0,3.71,8295.84,100.705,8.062,3.228,0.468,10.333,14.941,3.348,4.939,15.291,5339.0,761.676,4973.0,56.294,56.294,0.773,3.722,4.757,0.501,21.019,13.976,8.773,5.429,3.169,4.75,46.833,3.288,0.617,0.595,16.148,0.864,23.362,8.034,9.762,18979.0,16.016,3.297,13.743,3.67,2.534,9532.0,14.798,1.36,1.51,39.698,11.381,98.107,14.5,349.453,0.94,0.94,1.711,4.157,3.379,15.24,15.24,15.24,15.24,15.24,10.793,0.618,1.644,7.611,24.705,0.164
6.772,0,0,3.635,8295.84,100.705,7.241,3.191,0.468,10.333,14.941,3.281,5.07,15.152,5339.0,761.676,4973.0,56.294,56.294,0.773,3.507,4.892,0.624,21.448,13.648,8.773,5.429,3.169,4.75,48.0,3.405,0.753,0.754,14.778,0.864,22.918,8.068,9.762,18979.0,15.942,3.297,13.596,3.684,2.534,9532.0,14.062,1.36,1.51,39.686,10.952,96.107,14.5,330.885,0.94,0.94,1.711,4.253,3.36,15.24,15.24,15.24,15.24,15.24,10.793,0.618,1.644,7.611,23.784,0.164
6.86,0,0,3.673,9649.66,107.348,9.155,3.304,0.469,10.833,15.648,3.403,5.041,16.04,6012.0,853.949,5632.0,62.707,62.707,0.937,3.977,4.933,0.643,22.7,14.608,9.435,5.682,3.255,5.083,49.5,3.464,0.785,0.714,16.355,0.864,24.776,8.405,9.931,19070.0,16.929,3.375,14.09,3.885,2.703,10212.0,15.211,1.459,1.569,41.047,11.5,102.042,15.25,369.244,0.94,0.94,1.711,4.967,3.506,16.11,16.11,16.11,16.11,16.11,11.331,0.769,1.657,7.738,26.063,0.158
