pXC50,nBO,nCsp2,nCsp3,nSK,nBM,nC,nHet,nBT,Se,nAT,Mi,MW,Sv,Si,C.,Sp,nH,nAB,nX,nDB,Mv,nF,Me,RBN,SCBO,X.,nO,nHM,O.,Mp
5.086,59,25,18,55,27,43,12,114,109.556,110,1.132,750.05,66.367,124.5,39.1,70.586,55,22,0,5,0.603,0,0.996,18,75.0,0.0,5,0,4.5,0.642
8.631,48,12,22,46,14,34,12,101,98.756,99,1.138,659.99,57.226,112.633,34.3,61.677,53,11,0,3,0.578,0,0.998,17,56.5,0.0,6,1,6.1,0.623
7.469,64,19,25,60,23,44,16,127,123.148,123,1.136,850.21,72.806,139.709,35.8,77.643,63,17,0,6,0.592,0,1.001,21,78.5,0.0,8,1,6.5,0.631
7.469,50,10,22,47,14,32,15,100,97.159,97,1.14,691.04,57.182,110.593,33.0,61.603,50,11,0,3,0.59,0,1.002,17,58.5,0.0,5,2,5.2,0.635
5.658,48,9,27,46,9,36,10,107,103.836,105,1.133,678.12,59.763,119.008,34.3,65.904,59,6,0,3,0.569,0,0.989,17,54.0,0.0,5,2,4.8,0.628
8.553,40,8,23,40,9,31,9,95,93.999,95,1.139,582.85,52.479,108.187,32.6,57.978,55,6,0,3,0.552,0,0.989,21,46.0,0.0,6,1,6.3,0.61
6.155,36,9,18,36,9,27,9,81,80.574,81,1.138,523.82,45.888,92.181,33.3,49.927,45,6,0,3,0.567,0,0.995,15,42.0,0.0,5,1,6.2,0.616
6.0,34,10,15,33,10,25,8,71,69.963,70,1.137,459.65,40.594,79.6,35.7,43.233,37,6,0,4,0.58,0,0.999,11,41.0,0.0,5,0,7.1,0.618
5.387,66,20,25,63,23,45,18,132,129.377,129,1.142,875.21,75.683,147.284,34.9,80.012,66,17,0,6,0.587,0,1.003,24,80.5,0.0,8,0,6.2,0.62
5.699,65,23,26,63,24,49,14,136,133.363,134,1.133,890.32,78.397,151.788,36.6,84.438,71,18,0,6,0.585,0,0.995,27,80.0,0.0,8,1,6.0,0.63
5.824,39,9,20,38,9,29,9,86,84.458,85,1.136,549.86,48.415,96.596,34.1,52.688,47,6,0,3,0.57,0,0.994,14,45.0,0.0,5,1,5.9,0.62
5.398,35,9,17,34,9,26,8,76,74.73,75,1.139,475.7,42.647,85.431,34.7,45.756,41,6,0,3,0.569,0,0.996,12,41.0,0.0,5,0,6.7,0.61
6.77,40,15,15,39,15,30,9,83,81.69,82,1.131,557.83,48.361,92.766,36.6,52.165,43,12,0,3,0.59,0,0.996,15,49.0,0.0,5,1,6.1,0.636
8.553,50,12,24,47,14,36,11,106,102.337,103,1.14,652.98,58.872,117.417,35.0,63.342,56,11,0,3,0.572,0,0.994,16,58.5,0.0,5,0,4.9,0.615
7.658,56,16,26,54,16,42,12,121,118.308,119,1.138,752.12,67.915,135.413,35.3,73.052,65,12,0,4,0.571,0,0.994,22,66.0,0.0,7,0,5.9,0.614
4.523,62,20,23,60,23,43,17,125,123.483,123,1.137,855.09,72.477,139.848,35.0,77.342,63,17,0,6,0.589,0,1.004,26,76.5,0.0,10,1,8.1,0.629
5.678,32,11,16,31,12,27,4,74,71.53,73,1.133,426.71,41.008,82.719,37.0,45.148,42,11,0,1,0.562,0,0.98,13,38.5,0.0,2,0,2.7,0.618
9.367,67,19,29,64,23,48,16,140,136.483,137,1.14,888.3,79.054,156.237,35.0,84.598,73,17,0,6,0.577,0,0.996,24,81.5,0.0,7,0,5.1,0.618
4.638,62,29,19,59,29,48,11,122,118.439,119,1.127,805.12,71.84,134.085,40.3,76.524,60,24,0,5,0.604,0,0.995,24,79.0,0.0,7,0,5.9,0.643
8.432,65,20,26,61,26,46,15,130,125.621,126,1.138,840.2,74.232,143.367,36.5,79.098,65,22,0,4,0.589,0,0.997,23,80.0,0.0,6,0,4.8,0.628
6.301,42,18,14,38,18,32,6,82,77.301,78,1.125,516.74,46.911,87.723,41.0,50.296,40,18,0,0,0.601,0,0.991,12,51.0,0.0,4,0,5.1,0.645
4.959,58,23,22,56,23,45,11,120,117.323,118,1.131,771.11,69.366,133.5,38.1,74.285,62,18,0,5,0.588,0,0.994,24,72.0,0.0,7,0,5.9,0.63
6.824,58,23,21,56,23,44,12,119,116.541,117,1.133,772.1,68.861,132.583,37.6,73.529,61,18,0,5,0.589,0,0.996,22,72.0,0.0,7,0,6.0,0.628
5.824,42,12,19,41,14,31,10,91,89.585,90,1.141,571.85,51.271,102.673,34.4,55.052,49,11,0,3,0.57,0,0.995,17,50.5,0.0,5,0,5.6,0.612
6.086,43,22,9,39,24,31,8,76,72.196,72,1.122,527.67,45.54,80.77,43.1,47.711,33,23,0,1,0.633,0,1.003,12,55.5,0.0,5,0,6.9,0.663
5.509,61,20,24,59,23,44,15,125,122.846,123,1.139,817.16,71.925,140.078,35.8,76.546,64,17,0,6,0.585,0,0.999,24,75.5,0.0,7,0,5.7,0.622
6.046,75,22,29,72,25,51,21,150,147.759,147,1.138,1023.31,86.584,167.34,34.7,92.069,75,17,0,8,0.589,0,1.005,29,91.5,0.0,12,1,8.2,0.626
7.921,59,19,21,57,22,40,17,115,114.221,113,1.146,799.04,67.111,129.512,35.4,70.137,56,17,2,5,0.594,2,1.011,22,72.5,1.8,7,0,6.2,0.621
7.79,52,12,23,49,14,35,14,106,103.436,103,1.142,686.95,59.49,117.63,34.0,62.944,54,11,0,3,0.578,0,1.004,17,60.5,0.0,8,0,7.8,0.611
5.0,60,18,26,59,18,44,15,127,126.174,126,1.139,826.16,72.586,143.457,34.9,77.177,67,12,0,6,0.576,0,1.001,25,72.0,0.0,10,0,7.9,0.613
7.367,38,17,8,35,19,25,10,65,63.12,62,1.142,483.57,39.34,70.782,40.3,40.404,27,18,2,1,0.635,2,1.018,7,48.0,3.2,3,0,4.8,0.652
7.208,38,17,7,35,20,25,10,62,60.127,59,1.14,478.55,38.593,67.24,42.4,39.432,24,18,2,1,0.654,2,1.019,6,50.0,3.4,2,0,3.4,0.668
6.745,65,18,27,64,20,45,19,135,134.89,134,1.14,919.28,77.751,152.709,33.6,82.501,70,12,0,8,0.58,0,1.007,29,79.0,0.0,12,1,9.0,0.616
6.097,73,25,23,70,30,48,22,141,138.992,138,1.14,990.24,82.584,157.34,34.8,87.37,68,22,0,8,0.598,0,1.007,29,92.0,0.0,10,1,7.2,0.633
6.602,42,10,20,41,10,30,11,86,85.919,85,1.149,583.77,49.378,97.695,35.3,51.853,44,6,3,4,0.581,3,1.011,14,49.0,3.5,5,0,5.9,0.61
4.824,60,18,26,59,18,44,15,127,126.174,126,1.139,826.16,72.586,143.457,34.9,77.177,67,12,0,6,0.576,0,1.001,25,72.0,0.0,10,0,7.9,0.613
7.824,52,16,24,50,16,40,10,112,109.112,110,1.135,693.04,63.125,124.875,36.4,68.069,60,12,0,4,0.574,0,0.992,20,62.0,0.0,6,0,5.5,0.619
6.658,35,17,7,32,19,24,8,62,59.211,59,1.13,433.56,37.046,66.687,40.7,38.767,27,18,0,1,0.628,0,1.004,7,45.0,0.0,3,0,5.1,0.657
10.141,46,22,13,42,23,35,7,87,82.738,83,1.121,571.77,50.846,93.059,42.2,53.961,41,23,0,0,0.613,0,0.997,14,57.5,0.0,6,0,7.2,0.65
4.0,31,8,17,31,8,25,6,73,72.185,73,1.139,434.69,40.438,83.138,34.2,44.057,42,6,0,2,0.554,0,0.989,14,36.0,0.0,4,0,5.5,0.604
8.569,47,12,22,44,18,34,10,98,94.134,95,1.139,605.92,54.884,108.251,35.8,59.154,51,16,0,2,0.578,0,0.991,16,57.0,0.0,3,0,3.2,0.623
9.229,60,12,24,56,16,36,20,114,111.817,110,1.147,829.12,65.674,126.146,32.7,69.126,54,11,2,5,0.597,2,1.017,19,70.5,1.8,8,2,7.3,0.628
5.824,37,9,19,37,9,28,9,84,83.458,84,1.138,537.85,47.415,95.596,33.3,51.688,47,6,0,3,0.564,0,0.994,16,43.0,0.0,5,1,6.0,0.615
8.824,47,12,22,45,14,34,11,100,97.679,98,1.14,627.92,56.039,111.713,34.7,60.029,53,11,0,3,0.572,0,0.997,17,55.5,0.0,6,0,6.1,0.613
6.0,43,8,25,41,8,33,8,97,94.141,95,1.137,574.89,53.028,108.048,34.7,57.535,54,6,0,2,0.558,0,0.991,16,48.0,0.0,6,0,6.3,0.606
9.268,53,13,19,50,17,32,18,97,96.079,94,1.143,742.96,57.524,107.488,34.0,60.069,44,11,2,6,0.612,2,1.022,18,64.5,2.1,8,2,8.5,0.639
7.319,42,11,19,38,17,30,8,84,79.17,80,1.136,518.78,47.04,90.882,37.5,50.648,42,16,0,1,0.588,0,0.99,10,51.0,0.0,2,0,2.5,0.633
7.638,45,11,20,42,15,31,11,90,86.978,87,1.13,619.93,51.79,98.311,35.6,56.029,45,11,0,4,0.595,0,1.0,14,54.5,0.0,6,2,6.9,0.644
7.387,42,24,7,37,28,31,6,71,65.774,66,1.114,491.63,43.057,73.521,47.0,45.279,29,28,0,0,0.652,0,0.997,8,56.0,0.0,3,0,4.5,0.686
5.301,70,27,22,67,30,49,18,137,134.243,134,1.135,943.21,80.332,152.051,36.6,85.66,67,23,0,7,0.599,0,1.002,27,88.5,0.0,9,1,6.7,0.639
7.387,47,6,27,44,8,33,11,101,97.537,98,1.138,634.98,55.731,111.55,33.7,60.432,54,5,0,3,0.569,0,0.995,15,52.5,0.0,6,1,6.1,0.617
6.854,52,11,26,50,11,37,13,110,108.21,108,1.14,702.99,61.742,123.088,34.3,65.671,58,6,0,5,0.572,0,1.002,13,60.0,0.0,9,0,8.3,0.608
5.585,40,23,8,36,24,31,5,72,67.44,68,1.115,480.65,43.089,75.853,45.6,45.796,32,23,0,1,0.634,0,0.992,9,52.5,0.0,3,0,4.4,0.673
6.886,50,10,21,48,12,31,17,100,99.399,98,1.144,698.94,57.053,112.138,31.6,59.978,50,6,0,6,0.582,0,1.014,19,59.0,0.0,10,1,10.2,0.612
8.187,47,12,22,45,14,34,11,100,97.428,98,1.137,643.99,56.511,111.423,34.7,61.222,53,11,0,3,0.577,0,0.994,18,55.5,0.0,5,1,5.1,0.625
6.215,45,11,20,43,11,31,12,91,89.581,89,1.139,602.81,51.867,101.388,34.8,54.648,46,6,0,5,0.583,0,1.007,9,53.0,0.0,8,0,9.0,0.614
7.301,43,11,19,41,11,30,11,88,86.145,86,1.14,571.8,49.932,98.052,34.9,52.983,45,6,0,5,0.581,0,1.002,15,51.0,0.0,6,0,7.0,0.616
6.886,36,8,20,35,8,28,7,82,80.279,81,1.138,490.76,45.206,92.178,34.6,49.035,46,6,0,2,0.558,0,0.991,14,41.0,0.0,5,0,6.2,0.605
7.585,47,12,19,45,16,31,14,93,91.567,91,1.144,626.85,53.469,104.132,34.1,56.239,46,11,0,5,0.588,0,1.006,17,57.5,0.0,6,0,6.6,0.618
6.585,42,13,16,39,17,29,10,82,79.047,79,1.136,558.19,47.276,89.747,36.7,50.41,40,15,1,2,0.598,0,1.001,12,51.5,1.3,4,1,5.1,0.638
9.222,45,11,21,43,11,32,11,94,91.912,92,1.14,599.86,52.985,104.882,34.8,56.506,49,6,0,5,0.576,0,0.999,17,53.0,0.0,6,0,6.5,0.614
5.569,65,16,29,63,18,45,18,135,133.479,133,1.142,883.23,76.65,151.952,33.8,81.194,70,11,0,7,0.576,0,1.004,19,77.5,0.0,10,0,7.5,0.61
8.699,48,12,25,47,11,37,10,108,106.112,107,1.139,657.01,60.125,121.875,34.6,65.069,60,6,0,5,0.562,0,0.992,20,56.0,0.0,6,0,5.6,0.608
5.854,52,19,19,49,21,38,11,104,100.57,101,1.135,672.96,59.819,114.586,37.6,63.819,52,16,0,5,0.592,0,0.996,15,65.0,0.0,5,0,5.0,0.632
7.886,36,7,21,36,9,28,8,86,85.123,86,1.139,526.87,47.447,97.928,32.6,52.205,50,6,0,3,0.552,0,0.99,16,42.0,0.0,5,1,5.8,0.607
7.509,58,18,20,54,25,38,16,110,106.287,106,1.138,761.07,64.038,120.669,35.8,67.967,52,22,0,3,0.604,0,1.003,20,72.0,0.0,5,1,4.7,0.641
8.42,59,11,30,56,14,41,15,127,123.614,124,1.144,785.17,69.979,141.908,33.1,75.069,68,11,0,3,0.564,0,0.997,24,67.5,0.0,7,0,5.6,0.605
8.854,43,13,15,40,19,28,12,78,75.974,75,1.147,555.7,45.963,86.024,37.3,47.699,35,16,2,3,0.613,2,1.013,12,54.0,2.7,3,0,4.0,0.636
7.31,65,27,19,62,29,46,16,125,122.406,122,1.135,853.14,73.586,138.457,37.7,77.478,60,23,0,6,0.603,0,1.003,24,82.5,0.0,8,0,6.6,0.635
7.222,56,16,24,54,18,40,14,116,114.17,114,1.135,773.11,66.456,129.423,35.1,71.08,60,12,0,6,0.583,0,1.001,22,68.0,0.0,9,1,7.9,0.624
5.432,62,28,20,59,28,48,11,124,120.323,121,1.128,807.14,72.366,136.5,39.7,77.285,62,24,0,4,0.598,0,0.994,24,78.0,0.0,7,0,5.8,0.639
7.328,50,13,22,47,15,35,12,102,98.897,99,1.139,652.93,57.534,112.796,35.4,61.273,52,11,0,4,0.581,0,0.999,15,59.5,0.0,6,0,6.1,0.619
6.649,45,9,23,44,9,32,12,99,98.116,98,1.143,622.9,54.974,112.048,32.7,58.694,54,6,0,3,0.561,0,1.001,18,51.0,0.0,8,0,8.2,0.599
7.699,45,9,23,44,10,32,12,99,97.872,98,1.14,639.86,55.403,111.689,32.7,60.131,54,6,0,4,0.565,0,0.999,18,52.0,0.0,8,1,8.2,0.614
7.638,43,19,12,39,19,31,8,80,75.963,76,1.126,531.71,46.594,85.6,40.8,49.233,37,18,0,1,0.613,0,1.0,12,53.0,0.0,5,0,6.6,0.648
4.976,56,24,18,53,26,42,11,111,107.312,108,1.128,742.09,65.038,121.839,38.9,69.984,55,22,0,4,0.602,0,0.994,19,71.0,0.0,5,1,4.6,0.648
5.886,53,18,23,51,17,41,10,113,110.112,111,1.134,705.05,64.125,125.875,36.9,69.069,60,12,0,5,0.578,0,0.992,20,64.0,0.0,6,0,5.4,0.622
5.824,42,12,18,41,14,30,11,89,88.028,88,1.142,573.82,50.459,100.467,34.1,53.745,47,11,0,3,0.573,0,1.0,17,50.5,0.0,6,0,6.8,0.611
7.824,64,18,26,62,22,44,18,132,130.261,130,1.144,865.22,75.21,148.699,33.8,79.774,68,16,0,6,0.579,0,1.002,26,78.0,0.0,8,0,6.2,0.614
4.237,28,7,16,28,7,23,5,68,66.974,68,1.14,392.65,37.196,77.514,33.8,40.841,40,6,0,1,0.547,0,0.985,13,32.0,0.0,3,0,4.4,0.601
6.328,67,25,25,64,24,50,14,136,132.73,133,1.133,884.24,78.398,150.663,37.6,83.484,69,18,0,6,0.589,0,0.998,25,82.0,0.0,9,0,6.8,0.628
7.62,59,19,23,55,21,42,13,117,112.876,113,1.135,759.06,66.829,128.251,37.2,71.012,58,17,0,4,0.591,0,0.999,20,71.5,0.0,7,0,6.2,0.628
5.237,71,22,27,68,24,49,19,142,139.581,139,1.14,946.29,81.671,158.45,35.3,86.2,71,17,0,7,0.588,0,1.004,27,86.5,0.0,10,0,7.2,0.62
5.252,66,23,26,64,24,49,15,137,134.69,135,1.133,906.32,79.112,152.998,36.3,84.893,71,18,0,6,0.586,0,0.998,27,81.0,0.0,9,1,6.7,0.629
4.201,48,14,18,47,16,32,15,96,96.112,95,1.143,660.86,55.624,108.594,33.7,58.114,48,11,0,5,0.586,0,1.012,20,58.5,0.0,9,0,9.5,0.612
6.658,48,12,20,45,15,32,13,96,93.214,93,1.138,645.82,54.624,105.815,34.4,58.643,48,11,0,4,0.587,0,1.002,16,57.5,0.0,7,1,7.5,0.631
7.42,60,19,22,56,22,41,15,116,112.061,112,1.135,789.12,67.29,127.128,36.6,71.694,56,17,0,5,0.601,0,1.001,20,73.5,0.0,6,1,5.4,0.64
6.456,44,8,26,43,9,34,9,103,100.766,102,1.137,622.92,56.532,116.018,33.3,62.501,59,6,0,3,0.554,0,0.988,22,50.0,0.0,6,1,5.9,0.613
4.796,64,25,23,62,24,48,14,128,126.443,126,1.137,863.16,74.901,143.219,38.1,79.137,64,18,2,6,0.594,2,1.004,25,79.0,1.6,8,0,6.3,0.628
5.409,82,29,28,77,31,57,20,160,154.999,155,1.138,1059.47,92.36,176.356,36.8,97.831,78,23,0,8,0.596,0,1.0,30,101.5,0.0,8,0,5.2,0.631
4.0,101,48,21,93,54,69,24,176,169.315,168,1.129,1262.57,106.472,189.653,41.1,110.677,75,43,0,11,0.634,0,1.008,28,133.5,0.0,11,0,6.5,0.659
8.824,46,11,22,44,11,33,11,97,94.796,95,1.14,613.89,54.512,108.298,34.7,58.268,51,6,0,5,0.574,0,0.998,16,54.0,0.0,6,0,6.3,0.613
6.237,85,37,21,79,41,58,21,155,149.792,149,1.134,1079.4,91.967,168.905,38.9,96.24,70,34,0,7,0.617,0,1.005,28,109.0,0.0,9,0,6.0,0.646
7.155,94,24,36,89,31,60,29,185,181.108,180,1.144,1259.64,105.862,205.987,33.3,112.16,91,21,0,10,0.588,0,1.006,36,114.5,0.0,12,1,6.7,0.623
6.222,77,25,26,73,30,51,22,149,145.759,145,1.139,1030.31,86.638,165.17,35.2,91.893,72,22,0,8,0.598,0,1.005,28,96.0,0.0,10,1,6.9,0.634
4.0,97,48,18,90,54,66,24,168,162.548,161,1.129,1222.5,102.418,181.822,41.0,106.154,71,43,0,11,0.636,0,1.01,29,129.5,0.0,11,0,6.8,0.659
9.222,45,11,21,43,11,32,11,94,91.912,92,1.14,599.86,52.985,104.882,34.8,56.506,49,6,0,5,0.576,0,0.999,16,53.0,0.0,6,0,6.5,0.614
7.796,80,26,28,76,30,54,22,157,153.544,153,1.141,1052.44,90.569,174.649,35.3,95.529,77,22,0,8,0.592,0,1.004,29,99.0,0.0,9,0,5.9,0.624
8.921,74,20,31,72,26,51,21,153,151.519,151,1.141,1026.46,87.681,172.24,33.8,93.348,79,17,0,9,0.581,0,1.003,32,91.5,0.0,11,1,7.3,0.618
4.523,73,22,28,71,25,50,21,150,148.308,148,1.141,1009.34,86.197,168.918,33.8,92.171,77,17,0,8,0.582,0,1.002,31,89.5,0.0,10,1,6.8,0.623
8.746,79,26,28,75,30,54,21,155,151.443,151,1.14,1037.42,89.548,172.151,35.8,94.524,76,22,0,8,0.593,0,1.003,29,98.0,0.0,9,0,6.0,0.626
5.155,103,40,29,96,44,69,27,190,184.264,183,1.136,1318.71,111.863,207.935,37.7,116.95,87,34,0,10,0.611,0,1.007,35,130.0,0.0,12,0,6.6,0.639
5.0,103,40,29,96,44,69,27,190,184.264,183,1.136,1318.71,111.863,207.935,37.7,116.95,87,34,0,10,0.611,0,1.007,35,130.0,0.0,12,0,6.6,0.639
7.201,47,13,19,45,15,32,13,95,93.458,93,1.142,628.86,54.195,106.175,34.4,57.205,48,11,0,4,0.583,0,1.005,17,56.5,0.0,7,0,7.5,0.615
8.523,53,17,22,50,20,39,11,108,104.312,105,1.132,706.06,62.038,118.839,37.1,66.984,55,17,0,3,0.591,0,0.993,19,64.5,0.0,5,1,4.8,0.638
7.056,61,13,29,58,16,42,16,128,124.915,125,1.14,830.23,71.859,142.539,33.6,77.166,67,11,0,5,0.575,0,0.999,23,71.5,0.0,8,1,6.4,0.617
7.554,60,24,21,57,27,46,11,120,115.854,117,1.128,793.19,70.398,131.958,39.3,76.058,60,22,0,4,0.602,0,0.99,23,77.0,0.0,4,1,3.4,0.65
6.131,41,22,11,37,23,33,4,78,72.989,74,1.116,495.71,45.648,82.6,44.6,49.074,37,23,0,0,0.617,0,0.986,12,52.5,0.0,3,0,4.1,0.663
6.921,64,24,22,62,24,46,16,126,124.879,124,1.14,865.14,73.891,141.385,37.1,77.626,62,18,2,6,0.596,2,1.007,24,79.0,1.6,8,0,6.5,0.626
8.481,45,12,18,43,16,30,13,89,87.356,87,1.144,596.82,51.228,99.507,34.5,54.023,44,11,0,5,0.589,0,1.004,16,55.5,0.0,5,0,5.7,0.621
6.959,50,13,24,47,14,37,10,106,102.094,103,1.134,669.04,59.543,116.755,35.9,64.739,56,11,0,3,0.578,0,0.991,16,58.5,0.0,5,1,4.9,0.629
9.745,49,8,23,47,10,31,16,98,97.847,96,1.152,694.91,55.784,110.572,32.3,58.393,49,6,3,4,0.581,3,1.019,17,56.0,3.1,8,1,8.3,0.608
4.377,86,27,30,81,31,57,24,165,161.083,160,1.141,1122.49,95.525,182.483,35.6,100.2,79,22,0,9,0.597,0,1.007,29,106.0,0.0,11,0,6.9,0.626
8.456,49,12,23,46,14,35,11,102,98.679,99,1.139,639.93,57.039,112.713,35.4,61.029,53,11,0,3,0.576,0,0.997,16,57.5,0.0,6,0,6.1,0.616
8.444,43,10,22,42,10,32,10,93,92.028,92,1.137,590.84,52.404,104.637,34.8,55.921,50,6,0,4,0.57,0,1.0,18,50.0,0.0,8,0,8.7,0.608
6.056,42,23,7,37,28,30,7,70,64.992,65,1.117,492.62,42.552,72.604,46.2,44.523,28,28,0,0,0.655,0,1.0,8,56.0,0.0,3,0,4.6,0.685
5.585,43,18,12,41,20,30,11,82,80.494,80,1.135,565.74,48.351,90.806,37.5,50.699,39,17,0,3,0.604,0,1.006,15,54.5,0.0,6,0,7.5,0.634
8.056,52,22,17,47,21,39,8,99,93.381,94,1.124,637.89,57.228,105.676,41.5,61.04,47,18,0,3,0.609,0,0.993,13,64.0,0.0,5,0,5.3,0.649
6.796,44,8,25,42,10,33,9,98,95.217,96,1.135,606.96,54.215,108.968,34.4,59.182,54,6,0,4,0.565,0,0.992,16,51.0,0.0,6,1,6.3,0.616
7.602,51,22,15,46,21,37,9,93,87.938,88,1.123,644.27,55.002,98.79,42.0,58.375,42,18,1,3,0.625,0,0.999,13,63.0,1.1,5,1,5.7,0.663
7.538,51,22,12,46,21,34,12,83,79.443,78,1.122,707.49,52.572,87.507,43.6,55.148,32,18,5,3,0.674,1,1.019,10,63.0,6.4,4,4,5.1,0.707
7.585,51,22,13,46,21,35,11,85,81.378,80,1.131,672.62,52.496,90.504,43.8,54.614,34,18,5,3,0.656,3,1.017,10,63.0,6.3,3,2,3.8,0.683
4.0,61,16,25,59,18,41,18,123,121.945,121,1.143,827.11,70.543,138.291,33.9,74.148,62,11,0,7,0.583,0,1.008,19,73.5,0.0,10,0,8.3,0.613
8.046,47,12,19,45,16,31,14,93,91.567,91,1.144,626.85,53.469,104.132,34.1,56.239,46,11,0,5,0.588,0,1.006,17,57.5,0.0,6,0,6.6,0.618
8.301,49,12,21,46,14,33,13,98,94.814,95,1.131,692.08,56.832,107.433,34.7,61.995,49,11,0,3,0.598,0,0.998,17,57.5,0.0,5,3,5.3,0.653
7.456,47,19,15,43,19,34,9,90,85.941,86,1.129,589.8,51.889,97.055,39.5,54.972,43,18,0,1,0.603,0,0.999,15,57.0,0.0,6,0,7.0,0.639
8.62,64,18,26,62,22,44,18,131,129.486,129,1.143,866.2,74.903,147.41,34.1,79.222,67,16,0,6,0.581,0,1.004,26,78.0,0.0,9,0,7.0,0.614
6.921,50,21,15,45,20,36,9,91,85.705,86,1.123,668.16,54.534,96.548,41.9,58.733,41,18,3,2,0.634,0,0.997,11,61.0,3.5,2,3,2.3,0.683
4.523,50,19,14,47,22,33,14,93,90.665,90,1.134,666.79,55.065,102.068,36.7,58.364,43,17,0,5,0.612,0,1.007,16,63.5,0.0,7,1,7.8,0.648
7.538,53,22,17,48,21,39,9,100,94.708,95,1.125,653.89,57.943,106.886,41.1,61.495,47,18,0,3,0.61,0,0.997,14,65.0,0.0,6,0,6.3,0.647
6.229,48,22,12,43,21,34,9,83,78.283,78,1.119,620.62,50.534,87.279,43.6,53.495,35,18,2,3,0.648,0,1.004,10,60.0,2.6,4,2,5.1,0.686
6.777,48,22,14,44,21,36,8,91,86.614,87,1.125,597.82,53.174,97.846,41.4,56.518,43,18,0,3,0.611,0,0.996,13,60.0,0.0,5,0,5.7,0.65
7.252,54,23,14,49,22,37,12,92,88.367,87,1.134,695.24,55.931,98.683,42.5,57.978,38,18,4,4,0.643,3,1.016,13,67.0,4.6,4,1,4.6,0.666
6.616,51,22,15,46,21,37,9,93,87.938,88,1.123,644.27,55.002,98.79,42.0,58.375,42,18,1,3,0.625,0,0.999,13,63.0,1.1,5,1,5.7,0.663
6.235,50,22,12,45,21,34,11,83,79.025,78,1.121,717.5,51.942,87.46,43.6,54.784,33,18,4,3,0.666,1,1.013,10,62.0,5.1,4,3,5.1,0.702
7.721,51,22,15,46,21,37,9,92,86.934,87,1.121,662.71,55.114,97.525,42.5,58.779,41,18,2,3,0.633,0,0.999,10,63.0,2.3,4,2,4.6,0.676
6.996,51,22,12,46,21,34,12,83,79.632,78,1.127,691.04,52.128,87.902,43.6,54.228,32,18,5,3,0.668,2,1.021,10,63.0,6.4,4,3,5.1,0.695
8.0,39,5,22,38,5,27,11,86,85.028,85,1.147,537.79,47.459,97.467,31.8,50.745,47,0,0,5,0.558,0,1.0,16,44.0,0.0,6,0,7.1,0.597
7.387,49,21,14,44,20,35,9,88,83.199,83,1.132,621.23,52.118,93.924,42.2,55.131,39,18,3,2,0.628,2,1.002,10,60.0,3.6,2,1,2.4,0.664
7.301,51,22,13,46,21,35,11,85,81.189,80,1.126,689.07,52.94,90.108,43.8,55.534,34,18,5,3,0.662,2,1.015,10,63.0,6.3,3,3,3.8,0.694
6.449,51,22,13,46,21,35,11,86,82.381,81,1.133,654.18,52.383,91.769,43.2,54.211,35,18,4,3,0.647,3,1.017,11,63.0,4.9,4,1,4.9,0.669
6.159,49,22,12,44,21,34,10,83,78.607,78,1.118,655.06,51.361,87.223,43.6,54.353,34,18,3,3,0.658,0,1.008,10,61.0,3.8,4,3,5.1,0.697
4.523,67,21,26,65,24,47,18,138,136.01,136,1.139,923.23,79.386,154.881,34.6,85.183,71,17,0,7,0.584,0,1.0,26,82.5,0.0,9,1,6.6,0.626
6.726,49,22,13,44,21,35,9,85,80.163,80,1.118,653.09,52.173,89.429,43.8,55.659,36,18,3,3,0.652,0,1.002,10,61.0,3.8,3,3,3.8,0.696
7.62,51,22,13,46,21,35,11,85,81.189,80,1.126,689.07,52.94,90.108,43.8,55.534,34,18,5,3,0.662,2,1.015,10,63.0,6.3,3,3,3.8,0.694
5.444,47,22,12,43,21,34,9,85,81.17,81,1.123,604.2,50.948,90.96,42.0,53.853,38,18,1,3,0.629,0,1.002,12,59.0,1.2,5,1,6.2,0.665
6.921,50,12,23,46,14,35,11,100,95.77,96,1.132,654.96,56.678,108.719,36.5,60.91,50,11,0,3,0.59,0,0.998,14,58.5,0.0,6,1,6.3,0.634
7.387,51,12,23,49,16,35,14,106,104.294,104,1.139,706.02,60.182,118.467,33.7,64.347,55,11,0,5,0.579,0,1.003,19,61.5,0.0,8,1,7.7,0.619
5.921,43,8,25,41,8,33,8,98,94.916,96,1.139,573.91,53.335,109.337,34.4,58.086,55,6,0,2,0.556,0,0.989,16,48.0,0.0,5,0,5.2,0.605
7.398,59,14,30,56,15,44,12,127,123.301,124,1.137,781.16,70.662,140.955,35.5,76.024,68,12,0,3,0.57,0,0.994,24,68.0,0.0,8,0,6.5,0.613
6.959,47,8,28,45,8,36,9,108,104.894,106,1.14,632.0,58.63,120.792,34.0,63.825,61,6,0,2,0.553,0,0.99,19,52.0,0.0,6,0,5.7,0.602
6.708,40,8,24,39,8,32,7,94,91.814,93,1.138,546.88,51.314,105.839,34.4,56.08,54,6,0,2,0.552,0,0.987,18,45.0,0.0,5,0,5.4,0.603
5.796,40,8,22,38,8,30,8,89,86.265,87,1.139,531.82,48.755,99.092,34.5,52.802,49,6,0,2,0.56,0,0.992,13,45.0,0.0,5,0,5.7,0.607
6.125,43,8,25,41,8,33,8,98,94.916,96,1.139,573.91,53.335,109.337,34.4,58.086,55,6,0,2,0.556,0,0.989,16,48.0,0.0,5,0,5.2,0.605
