pXC50,nF,nCsp,nHet,nTB,Mi,Me,Sv,H.,nCL,nHM,Mv,Mp,nC,X.,AMW,Sp,nX,SCBO,nBM,Si,nAB,nCsp2,RBF,nCsp3,MW,Se,N.,RBN
5.043,4,0,7,0,1.137,1.04,29.618,31.7,1,1,0.722,0.725,21,12.2,9.873,29.711,5,42.0,22,46.621,22,19,0.068,2,404.81,42.647,4.9,3
6.367,2,0,9,0,1.126,1.035,32.93,37.5,1,2,0.686,0.705,21,6.3,9.457,33.818,3,44.0,19,54.031,16,15,0.098,6,453.92,49.673,2.1,5
6.438,1,0,9,0,1.116,1.036,31.847,35.6,2,3,0.708,0.733,20,6.7,10.141,32.977,3,43.0,19,50.22,16,15,0.104,5,456.34,46.6,2.2,5
7.0,0,0,5,0,1.11,0.998,36.095,42.6,1,1,0.668,0.707,26,1.9,7.981,38.154,1,46.5,24,59.927,23,22,0.088,4,430.96,53.902,3.7,5
7.921,0,0,5,0,1.111,0.996,37.621,43.9,1,1,0.66,0.7,27,1.8,7.807,39.915,1,47.5,24,63.342,23,22,0.1,5,444.99,56.785,3.5,6
7.334,1,0,8,0,1.117,1.028,31.02,37.8,1,2,0.689,0.714,20,4.4,9.376,32.119,2,42.0,19,50.276,16,15,0.104,5,421.9,46.276,2.2,5
6.565,1,0,9,0,1.12,1.027,32.821,36.2,1,2,0.698,0.722,21,4.3,9.488,33.915,2,46.5,23,52.648,21,16,0.078,5,445.93,48.269,6.4,4
6.529,0,0,7,0,1.111,1.013,32.163,41.7,1,2,0.67,0.707,21,2.1,8.707,33.943,1,42.0,19,53.352,16,15,0.098,6,417.94,48.647,2.1,5
8.222,0,0,5,0,1.109,0.996,38.621,43.1,1,1,0.666,0.705,28,1.7,7.879,40.915,1,49.5,24,64.342,23,22,0.065,6,457.0,57.785,3.4,4
6.243,0,0,6,0,1.11,1.004,37.809,41.1,1,1,0.675,0.707,27,1.8,8.196,39.608,1,49.5,24,62.136,23,22,0.067,5,458.97,56.229,3.6,4
6.5,0,0,5,0,1.106,1.003,33.041,39.6,1,1,0.688,0.721,24,2.1,8.394,34.631,1,44.5,24,53.096,23,22,0.078,2,402.9,48.134,4.2,4
5.896,0,0,5,0,1.108,1.0,34.568,41.2,1,1,0.678,0.714,25,2.0,8.175,36.392,1,45.5,24,56.511,23,22,0.093,3,416.93,51.018,3.9,5
6.824,1,0,10,0,1.126,1.024,35.369,38.5,1,2,0.68,0.705,22,3.8,9.134,36.682,2,48.5,23,58.562,21,16,0.089,6,474.98,53.254,7.7,5
6.678,1,0,9,0,1.12,1.027,32.821,36.2,1,2,0.698,0.722,21,4.3,9.488,33.915,2,46.5,23,52.648,21,16,0.078,5,445.93,48.269,6.4,4
4.824,0,0,9,0,1.111,1.023,41.507,39.3,2,2,0.68,0.702,28,3.3,8.909,42.795,2,52.0,19,67.751,18,19,0.015,9,543.42,62.425,0.0,1
5.487,3,0,5,0,1.13,1.02,28.407,36.6,0,0,0.693,0.705,21,7.3,8.595,28.915,3,40.0,22,46.337,22,19,0.068,2,352.38,41.811,4.9,3
5.699,0,0,7,0,1.111,1.015,38.325,41.4,0,0,0.661,0.678,27,0.0,7.94,39.318,0,49.0,19,64.448,18,19,0.0,8,460.51,58.894,0.0,0
4.301,0,0,1,0,1.129,0.971,29.144,60.4,0,0,0.55,0.616,20,0.0,5.444,32.637,0,25.0,2,59.853,0,4,0.036,16,288.52,51.465,0.0,2
6.048,3,0,7,0,1.119,1.02,41.637,36.7,0,0,0.694,0.705,31,5.0,8.559,42.318,3,57.5,30,67.128,29,28,0.109,3,513.54,61.225,1.7,7
7.824,3,0,8,0,1.135,1.011,42.658,43.9,1,1,0.646,0.675,29,6.1,8.001,44.563,4,51.5,23,74.895,23,21,0.159,8,528.06,66.749,4.5,11
5.817,3,0,7,0,1.123,1.011,44.997,40.3,0,0,0.672,0.692,33,4.5,8.069,46.392,3,59.5,30,75.247,29,28,0.113,5,540.62,67.767,3.0,8
7.222,3,0,8,0,1.129,1.011,45.658,42.0,1,1,0.662,0.689,32,5.8,8.175,47.563,4,58.0,28,77.895,28,25,0.151,7,564.09,69.749,4.3,11
4.301,0,0,2,0,1.13,0.973,44.073,60.0,0,0,0.551,0.615,30,0.0,5.51,49.183,0,38.0,3,90.384,0,6,0.048,24,440.78,77.861,0.0,4
4.811,6,0,9,0,1.153,1.058,31.911,29.5,1,1,0.725,0.712,22,15.9,10.337,31.347,7,45.0,22,50.716,22,19,0.064,3,454.82,46.556,4.5,3
4.301,0,0,3,0,1.131,0.978,44.788,59.3,0,0,0.553,0.613,30,0.0,5.639,49.637,0,39.0,3,91.593,0,5,0.06,25,456.78,79.188,0.0,5
5.009,4,0,8,0,1.136,1.048,30.445,29.3,2,2,0.743,0.746,21,14.6,10.713,30.568,6,43.0,22,46.565,22,19,0.068,2,439.25,42.971,4.9,3
4.991,3,0,7,0,1.127,1.036,30.062,31.7,2,2,0.733,0.747,21,12.2,10.275,30.631,5,42.0,22,46.225,22,19,0.068,2,421.26,42.458,4.9,3
5.732,6,0,9,0,1.153,1.058,31.911,29.5,1,1,0.725,0.712,22,15.9,10.337,31.347,7,45.0,22,50.716,22,19,0.064,3,454.82,46.556,4.5,3
6.538,6,0,11,0,1.165,1.059,33.254,38.0,2,2,0.665,0.663,20,16.0,9.806,33.154,8,38.0,12,58.241,12,12,0.137,8,490.3,52.967,2.0,7
7.523,6,0,11,0,1.163,1.054,34.781,39.6,2,2,0.656,0.659,21,15.1,9.516,34.915,8,39.0,12,61.656,12,12,0.148,9,504.33,55.85,1.9,8
7.301,6,0,10,0,1.166,1.053,32.427,40.0,1,1,0.649,0.646,20,14.0,9.117,32.296,7,37.0,12,58.297,12,12,0.137,8,455.86,52.643,2.0,7
4.262,3,0,13,0,1.145,1.053,35.291,37.7,1,2,0.666,0.669,20,7.5,9.603,35.432,4,44.0,16,60.703,12,14,0.148,6,508.94,55.825,3.8,8
7.398,6,0,9,0,1.167,1.046,31.599,42.0,0,0,0.632,0.629,20,12.0,8.428,31.438,6,36.0,12,58.353,12,12,0.137,8,421.42,52.319,2.0,7
5.721,3,0,11,0,1.147,1.055,29.808,36.4,1,2,0.677,0.682,17,9.1,9.929,30.0,4,38.0,15,50.454,12,13,0.111,4,436.87,46.403,4.5,5
7.523,6,0,9,0,1.167,1.046,31.599,42.0,0,0,0.632,0.629,20,12.0,8.428,31.438,6,36.0,12,58.353,12,12,0.137,8,421.42,52.319,2.0,7
6.131,6,0,9,0,1.167,1.046,31.599,42.0,0,0,0.632,0.629,20,12.0,8.428,31.438,6,36.0,12,58.353,12,12,0.137,8,421.42,52.319,2.0,7
7.602,6,0,11,0,1.164,1.048,36.195,42.1,1,1,0.635,0.636,22,12.3,8.771,36.273,7,40.0,12,66.337,12,12,0.155,10,499.92,59.738,1.8,9
5.523,6,0,11,0,1.165,1.059,33.254,38.0,2,2,0.665,0.663,20,16.0,9.806,33.154,8,38.0,12,58.241,12,12,0.137,8,490.3,52.967,2.0,7
7.523,6,0,10,0,1.164,1.054,32.539,38.8,2,2,0.664,0.667,20,16.3,9.68,32.699,8,37.0,12,57.032,12,12,0.14,8,474.3,51.64,2.0,7
6.783,9,0,13,0,1.185,1.075,34.991,37.0,0,0,0.648,0.62,21,16.7,9.36,33.466,9,41.0,12,63.997,12,12,0.145,9,505.42,58.068,1.9,8
7.602,6,0,9,0,1.171,1.046,30.379,41.7,0,0,0.633,0.63,19,12.5,8.467,30.228,6,35.0,12,56.227,12,11,0.143,8,406.41,50.21,4.2,7
7.824,6,0,9,0,1.164,1.037,34.653,44.6,0,0,0.619,0.624,22,10.7,8.026,34.961,6,38.0,12,65.183,12,12,0.158,10,449.48,58.087,1.8,9
7.523,6,0,9,0,1.171,1.046,30.379,41.7,0,0,0.633,0.63,19,12.5,8.467,30.228,6,35.0,12,56.227,12,11,0.143,8,406.41,50.21,4.2,7
7.398,6,0,8,0,1.166,1.041,30.884,42.9,0,0,0.63,0.632,20,12.2,8.274,30.983,6,35.0,12,57.144,12,12,0.14,8,405.42,50.992,2.0,7
4.523,3,0,12,0,1.134,1.046,37.689,35.2,2,3,0.698,0.711,23,9.3,10.137,38.381,5,49.0,21,61.229,18,19,0.125,4,547.41,56.494,3.7,7
4.523,3,0,12,0,1.142,1.049,34.689,37.3,2,3,0.68,0.694,20,9.8,10.027,35.381,5,43.0,15,58.229,12,13,0.132,7,511.38,53.494,3.9,7
6.147,3,0,12,0,1.145,1.062,30.635,34.1,2,3,0.696,0.701,17,11.4,10.712,30.858,5,39.0,15,50.398,12,13,0.111,4,471.31,46.727,4.5,5
5.577,3,1,12,1,1.145,1.058,31.302,33.3,1,2,0.696,0.694,18,8.9,10.264,31.244,4,42.0,16,51.537,12,13,0.109,4,461.88,47.622,6.7,5
5.527,3,0,13,0,1.146,1.059,33.764,36.0,1,2,0.675,0.673,19,8.0,9.898,33.671,4,43.0,16,57.288,12,14,0.137,5,494.91,52.942,4.0,7
6.77,6,0,8,0,1.172,1.059,26.304,37.5,0,0,0.658,0.642,17,15.0,9.083,25.699,6,32.0,12,46.898,12,12,0.098,5,363.33,42.341,2.5,4
6.541,3,0,9,0,1.127,1.012,51.647,43.0,1,1,0.654,0.68,36,5.1,8.04,53.75,4,64.0,29,89.062,28,27,0.169,9,635.17,79.952,2.5,14
7.009,3,0,7,0,1.121,1.011,45.997,39.7,0,0,0.676,0.697,34,4.4,8.127,47.392,3,61.5,30,76.247,29,28,0.082,6,552.63,68.767,2.9,6
6.842,3,0,7,0,1.124,1.009,46.524,41.4,0,0,0.665,0.688,34,4.3,7.924,48.154,3,60.5,30,78.663,29,28,0.108,6,554.65,70.65,2.9,8
7.921,3,0,7,0,1.126,1.006,47.691,43.8,1,1,0.653,0.686,34,5.5,7.906,50.08,4,59.0,28,82.228,28,26,0.143,8,577.13,73.414,2.7,11
8.155,3,0,10,0,1.126,1.015,50.307,42.1,1,2,0.662,0.693,34,5.3,8.437,52.637,4,64.0,30,85.566,28,26,0.15,8,641.2,77.145,2.6,12
8.523,0,0,7,0,1.121,0.996,55.12,50.5,0,0,0.606,0.645,38,0.0,6.756,58.694,0,60.0,16,102.015,12,16,0.083,22,614.84,90.614,0.0,8
5.412,1,0,8,0,1.121,1.023,31.326,39.1,1,2,0.681,0.71,20,4.3,9.15,32.671,2,42.0,19,51.565,16,15,0.082,5,420.92,47.051,4.3,4
5.77,0,0,8,0,1.112,1.017,34.518,41.2,2,3,0.677,0.717,22,3.9,9.145,36.563,2,44.0,19,56.711,16,15,0.093,7,466.41,51.854,2.0,5
5.742,1,0,9,0,1.117,1.031,33.374,37.5,2,3,0.695,0.724,21,6.3,9.799,34.739,3,44.0,19,53.636,16,15,0.098,6,470.37,49.484,2.1,5
4.301,0,0,2,0,1.128,0.979,29.332,57.7,0,0,0.564,0.622,20,0.0,5.817,32.33,0,27.0,3,58.647,0,5,0.037,15,302.5,50.909,0.0,2
7.638,3,0,7,0,1.126,1.008,46.164,42.9,1,1,0.659,0.69,33,5.7,8.044,48.319,4,58.0,28,78.812,28,26,0.149,7,563.1,70.53,2.9,11
5.539,4,0,7,0,1.137,1.04,29.618,31.7,1,1,0.722,0.725,21,12.2,9.873,29.711,5,42.0,22,46.621,22,19,0.068,2,404.81,42.647,4.9,3
5.243,5,0,7,0,1.147,1.045,29.174,31.7,0,0,0.712,0.702,21,12.2,9.472,28.79,5,42.0,22,47.017,22,19,0.068,2,388.36,42.836,4.9,3
8.523,0,0,5,0,1.108,0.998,37.095,41.8,1,1,0.674,0.712,27,1.8,8.054,39.154,1,48.5,24,60.927,23,22,0.068,5,442.97,54.902,3.6,4
5.403,1,0,9,0,1.122,1.034,30.514,36.4,1,2,0.694,0.713,19,4.5,9.611,31.364,2,42.0,19,49.36,16,14,0.106,5,422.89,45.494,4.5,5
6.004,4,0,6,0,1.138,1.023,31.844,38.3,0,0,0.678,0.689,23,8.5,8.477,32.375,4,43.0,22,53.507,22,19,0.06,4,398.43,48.09,4.3,3
6.796,1,0,9,0,1.12,1.03,33.261,38.8,1,2,0.679,0.701,21,4.1,9.223,34.335,2,44.0,19,54.901,16,15,0.115,6,451.93,50.487,2.0,6
7.585,3,0,10,0,1.133,1.024,44.781,41.2,1,1,0.659,0.675,30,5.9,8.427,45.921,4,55.5,24,77.025,23,22,0.183,8,573.05,69.629,2.9,13
5.928,0,0,5,0,1.11,0.998,36.095,42.6,1,1,0.668,0.707,26,1.9,7.981,38.154,1,46.5,24,59.927,23,22,0.105,4,430.96,53.902,3.7,6
7.059,1,0,9,0,1.119,1.023,35.348,37.3,1,2,0.693,0.719,23,3.9,9.254,36.676,2,49.5,23,57.064,21,16,0.089,7,471.97,52.153,5.9,5
5.128,4,0,7,0,1.137,1.04,29.618,31.7,1,1,0.722,0.725,21,12.2,9.873,29.711,5,42.0,22,46.621,22,19,0.068,2,404.81,42.647,4.9,3
4.301,0,0,2,0,1.128,0.972,44.853,58.8,0,0,0.561,0.625,31,0.0,5.622,49.972,0,41.0,3,90.257,0,5,0.047,26,449.79,77.752,1.3,4
4.95,4,0,8,0,1.136,1.048,30.445,29.3,2,2,0.743,0.746,21,14.6,10.713,30.568,6,43.0,22,46.565,22,19,0.068,2,439.25,42.971,4.9,3
4.523,3,0,13,0,1.145,1.048,36.818,39.3,1,2,0.657,0.664,21,7.1,9.339,37.193,4,45.0,16,64.119,12,14,0.158,7,522.97,58.709,3.6,9
5.812,3,0,11,0,1.146,1.049,31.335,38.3,1,2,0.667,0.676,18,8.5,9.594,31.762,4,39.0,15,53.869,12,13,0.104,5,450.9,49.287,4.3,5
6.939,6,0,10,0,1.166,1.053,32.427,40.0,1,1,0.649,0.646,20,14.0,9.117,32.296,7,37.0,12,58.297,12,12,0.137,8,455.86,52.643,2.0,7
6.757,6,0,8,0,1.155,1.042,33.358,38.0,0,0,0.667,0.664,23,12.0,8.789,33.222,6,42.0,18,57.728,18,18,0.115,5,439.43,52.109,2.0,6
6.921,7,0,10,0,1.174,1.057,31.983,40.0,0,0,0.64,0.628,20,14.0,8.788,31.375,7,37.0,12,58.693,12,12,0.137,8,439.41,52.832,2.0,7
4.523,3,0,12,0,1.142,1.054,33.162,35.4,2,3,0.691,0.7,19,10.4,10.361,33.619,5,42.0,16,54.813,12,15,0.143,4,497.35,50.611,4.2,7
4.262,3,0,13,0,1.146,1.065,32.237,34.0,1,2,0.686,0.679,18,8.5,10.231,31.909,4,42.0,16,53.873,12,14,0.125,4,480.88,50.058,4.3,6
5.125,3,0,12,0,1.145,1.056,32.162,36.2,2,3,0.684,0.694,18,10.6,10.326,32.619,5,40.0,15,53.813,12,13,0.125,5,485.34,49.611,4.3,6
7.347,6,0,11,0,1.165,1.053,34.668,40.7,1,1,0.642,0.639,21,13.0,8.998,34.512,7,39.0,12,62.922,12,12,0.145,9,485.89,56.854,1.9,8
6.637,0,0,5,0,1.102,1.008,32.735,38.3,1,1,0.696,0.725,24,2.1,8.593,34.08,1,44.5,24,51.807,23,22,0.1,2,403.88,47.36,2.1,5
4.854,0,0,5,0,1.099,1.0,37.681,37.7,2,2,0.711,0.751,28,3.8,8.894,39.796,2,51.5,29,58.246,29,26,0.105,2,471.4,53.014,3.8,6
4.42,3,0,6,0,1.121,1.007,42.536,38.7,0,0,0.686,0.709,32,4.8,8.187,43.966,3,59.5,33,69.496,33,29,0.09,3,507.59,62.447,4.8,6
4.398,3,0,8,0,1.122,1.021,40.664,35.1,2,2,0.713,0.735,29,8.8,9.446,41.921,5,55.5,29,63.969,29,26,0.098,3,538.42,58.211,5.3,6
4.201,7,0,10,0,1.145,1.046,41.762,32.2,0,0,0.708,0.698,30,11.9,9.432,41.165,7,58.5,29,67.566,29,26,0.095,4,556.51,61.723,3.4,6
4.42,7,0,10,0,1.145,1.046,41.762,32.2,0,0,0.708,0.698,30,11.9,9.432,41.165,7,58.5,29,67.566,29,26,0.095,4,556.51,61.723,3.4,6
4.62,0,0,5,0,1.107,0.991,41.708,41.0,1,1,0.684,0.726,31,1.6,8.017,44.256,1,57.5,33,67.504,33,28,0.091,3,489.05,60.451,6.6,6
4.62,3,0,8,0,1.119,1.026,40.357,33.9,2,2,0.721,0.739,29,8.9,9.632,41.37,5,55.5,29,62.68,29,26,0.1,3,539.4,57.436,3.6,6
4.699,3,0,6,0,1.119,1.009,43.756,39.1,0,0,0.684,0.706,33,4.7,8.166,45.177,3,60.5,33,71.623,33,29,0.087,4,522.6,64.556,3.1,6
4.208,4,0,8,0,1.129,1.025,40.22,35.1,1,1,0.706,0.719,29,8.8,9.157,41.0,5,55.5,29,64.365,29,26,0.098,3,521.97,58.4,5.3,6
4.701,3,0,6,0,1.122,1.005,44.062,40.0,0,0,0.678,0.704,33,4.6,8.025,45.728,3,60.5,33,72.912,33,29,0.086,4,521.62,65.33,4.6,6
4.337,0,0,4,0,1.1,0.994,36.853,39.6,1,1,0.695,0.735,28,1.9,8.245,38.938,1,50.5,29,58.302,29,26,0.105,2,436.96,52.691,3.8,6
4.357,4,0,8,0,1.126,1.029,39.913,33.9,1,1,0.713,0.722,29,8.9,9.338,40.449,5,55.5,29,63.076,29,26,0.1,3,522.95,57.625,3.6,6
4.721,3,0,8,0,1.121,1.025,39.137,33.3,2,2,0.725,0.744,28,9.3,9.711,40.159,5,54.5,29,60.554,29,26,0.086,2,524.39,55.327,5.6,5
4.854,3,0,7,0,1.122,1.012,43.25,38.1,0,0,0.687,0.705,32,4.8,8.311,44.421,3,60.5,33,70.706,33,28,0.088,4,523.59,63.774,4.8,6
4.921,3,0,8,0,1.119,1.026,40.357,33.9,2,2,0.721,0.739,29,8.9,9.632,41.37,5,55.5,29,62.68,29,26,0.1,3,539.4,57.436,3.6,6
9.0,0,0,5,0,1.121,0.99,48.637,51.9,0,0,0.6,0.645,34,0.0,6.553,52.262,0,52.0,14,90.766,12,14,0.047,20,530.76,80.192,0.0,4
4.187,3,0,8,0,1.118,1.029,38.83,32.1,2,2,0.733,0.747,28,9.4,9.913,39.608,5,54.5,29,59.265,29,26,0.088,2,525.37,54.552,3.8,5
4.62,0,0,5,0,1.107,0.991,41.708,41.0,1,1,0.684,0.726,31,1.6,8.017,44.256,1,57.5,33,67.504,33,28,0.091,3,489.05,60.451,6.6,6
5.0,0,0,5,0,1.105,0.993,40.181,39.7,1,1,0.693,0.733,30,1.7,8.19,42.495,1,56.5,33,64.089,33,28,0.079,2,475.02,57.567,6.9,5
4.469,3,0,6,0,1.122,1.005,44.062,40.0,0,0,0.678,0.704,33,4.6,8.025,45.728,3,60.5,33,72.912,33,29,0.086,4,521.62,65.33,4.6,6
4.071,3,0,8,0,1.119,1.026,40.357,33.9,2,2,0.721,0.739,29,8.9,9.632,41.37,5,55.5,29,62.68,29,26,0.1,3,539.4,57.436,3.6,6
4.367,6,0,10,0,1.138,1.043,42.206,32.2,1,1,0.715,0.713,30,11.9,9.711,42.086,7,58.5,29,67.171,29,26,0.095,4,572.96,61.534,3.4,6
4.377,3,0,7,0,1.122,1.012,43.25,38.1,0,0,0.687,0.705,32,4.8,8.311,44.421,3,60.5,33,70.706,33,28,0.088,4,523.59,63.774,4.8,6
4.244,6,0,10,0,1.138,1.043,42.206,32.2,1,1,0.715,0.713,30,11.9,9.711,42.086,7,58.5,29,67.171,29,26,0.095,4,572.96,61.534,3.4,6
5.0,3,0,7,0,1.12,1.02,39.53,35.7,1,1,0.706,0.723,29,7.1,9.017,40.512,4,54.5,29,62.736,29,26,0.1,3,504.96,57.112,3.6,6
4.523,0,0,8,0,1.098,1.034,32.69,30.2,4,4,0.76,0.788,22,9.3,11.19,33.892,4,44.0,20,47.224,18,20,0.087,2,481.16,44.447,2.3,4
5.456,0,0,4,0,1.106,1.001,30.907,41.3,0,0,0.672,0.7,23,0.0,7.77,32.222,0,41.0,20,50.863,18,20,0.102,3,357.43,46.036,2.2,5
4.523,0,0,5,0,1.11,1.005,33.149,42.0,0,0,0.663,0.689,24,0.0,7.749,34.438,0,43.0,20,55.488,18,20,0.113,4,387.46,50.247,2.0,6
4.523,0,0,5,0,1.106,1.008,32.622,39.6,0,0,0.68,0.702,24,0.0,8.03,33.676,0,44.0,21,53.073,18,22,0.098,2,385.44,48.363,2.1,5
4.523,0,0,3,0,1.096,0.999,28.139,37.5,0,0,0.703,0.731,22,0.0,8.134,29.245,0,40.0,21,43.824,18,22,0.07,0,325.38,39.942,2.5,3
4.523,0,0,8,0,1.098,1.034,32.69,30.2,4,4,0.76,0.788,22,9.3,11.19,33.892,4,44.0,20,47.224,18,20,0.087,2,481.16,44.447,2.3,4
4.523,0,0,8,0,1.101,1.029,34.217,32.6,4,4,0.744,0.775,23,8.7,10.765,35.653,4,45.0,20,50.639,18,20,0.102,3,495.19,47.331,2.2,5
7.066,3,0,8,0,1.128,1.011,48.626,44.0,1,1,0.648,0.677,34,5.3,7.948,50.745,4,58.0,25,84.563,24,25,0.167,9,596.13,75.85,1.3,13
6.839,3,0,8,0,1.128,1.011,48.626,44.0,1,1,0.648,0.677,34,5.3,7.948,50.745,4,58.0,25,84.563,24,25,0.167,9,596.13,75.85,1.3,13
7.824,3,0,8,0,1.128,1.011,48.626,44.0,1,1,0.648,0.677,34,5.3,7.948,50.745,4,58.0,25,84.563,24,25,0.167,9,596.13,75.85,1.3,13
4.523,0,0,9,0,1.105,1.031,36.459,34.0,4,4,0.729,0.757,24,8.0,10.504,37.869,4,47.0,20,55.264,18,20,0.113,4,525.22,51.542,2.0,6
4.854,0,0,9,0,1.101,1.035,35.932,31.3,4,4,0.749,0.773,24,8.3,10.9,37.108,4,48.0,21,52.849,18,22,0.098,2,523.2,49.658,2.1,5
7.387,3,0,8,0,1.128,1.011,48.626,44.0,1,1,0.648,0.677,34,5.3,7.948,50.745,4,58.0,25,84.563,24,25,0.167,9,596.13,75.85,1.3,13
7.602,3,0,8,0,1.128,1.011,48.626,44.0,1,1,0.648,0.677,34,5.3,7.948,50.745,4,58.0,25,84.563,24,25,0.167,9,596.13,75.85,1.3,13
6.839,3,0,8,0,1.123,1.015,47.572,40.8,1,1,0.67,0.693,34,5.6,8.339,49.222,4,61.0,29,79.733,28,27,0.147,7,592.09,72.083,1.4,11
7.824,3,0,8,0,1.128,1.009,50.152,44.9,1,1,0.643,0.673,35,5.1,7.823,52.506,4,59.0,25,87.978,24,25,0.16,10,610.16,78.734,1.3,13
4.523,0,0,7,0,1.09,1.031,31.449,27.5,4,4,0.786,0.817,22,10.0,11.578,32.676,4,44.0,21,43.6,18,22,0.07,0,463.14,41.236,2.5,3
4.523,0,0,8,0,1.101,1.029,34.217,32.6,4,4,0.744,0.775,23,8.7,10.765,35.653,4,45.0,20,50.639,18,20,0.102,3,495.19,47.331,2.2,5
5.523,0,0,5,0,1.106,1.011,30.095,38.6,0,0,0.684,0.703,22,0.0,8.168,30.915,0,41.0,20,48.658,18,20,0.085,2,359.4,44.48,2.3,4
4.523,0,0,4,0,1.103,1.004,29.38,39.5,0,0,0.683,0.708,22,0.0,7.986,30.46,0,40.0,20,47.448,18,20,0.087,2,343.4,43.153,2.3,4
5.114,0,0,9,0,1.105,1.031,36.459,34.0,4,4,0.729,0.757,24,8.0,10.504,37.869,4,47.0,20,55.264,18,20,0.113,4,525.22,51.542,2.0,6
5.523,0,0,7,0,1.096,1.027,31.975,31.0,4,4,0.761,0.796,22,9.5,11.075,33.438,4,43.0,20,46.015,18,20,0.089,2,465.16,43.12,2.4,4
4.523,0,0,9,0,1.101,1.035,35.932,31.3,4,4,0.749,0.773,24,8.3,10.9,37.108,4,48.0,21,52.849,18,22,0.098,2,523.2,49.658,2.1,5
4.523,0,0,9,0,1.105,1.031,36.459,34.0,4,4,0.729,0.757,24,8.0,10.504,37.869,4,47.0,20,55.264,18,20,0.113,4,525.22,51.542,2.0,6
4.523,0,0,9,0,1.096,1.045,32.878,26.2,4,4,0.783,0.8,22,9.5,11.789,33.585,4,46.0,21,46.018,18,22,0.067,0,495.14,43.891,2.4,3
4.523,0,0,5,0,1.11,1.005,33.149,42.0,0,0,0.663,0.689,24,0.0,7.749,34.438,0,43.0,20,55.488,18,20,0.113,4,387.46,50.247,2.0,6
4.523,0,0,9,0,1.101,1.04,33.405,29.5,4,4,0.759,0.781,22,9.1,11.299,34.347,4,45.0,20,48.434,18,20,0.085,2,497.16,45.775,2.3,4
4.77,0,0,9,0,1.101,1.04,33.405,29.5,4,4,0.759,0.781,22,9.1,11.299,34.347,4,45.0,20,48.434,18,20,0.085,2,497.16,45.775,2.3,4
4.678,0,0,9,0,1.101,1.04,33.405,29.5,4,4,0.759,0.781,22,9.1,11.299,34.347,4,45.0,20,48.434,18,20,0.085,2,497.16,45.775,2.3,4
4.523,0,0,8,0,1.101,1.029,34.217,32.6,4,4,0.744,0.775,23,8.7,10.765,35.653,4,45.0,20,50.639,18,20,0.102,3,495.19,47.331,2.2,5
6.0,0,0,5,0,1.101,1.014,29.568,35.7,0,0,0.704,0.718,22,0.0,8.509,30.154,0,42.0,21,46.242,18,22,0.067,0,357.38,42.596,2.4,3
4.523,0,0,3,0,1.101,0.996,28.665,40.5,0,0,0.683,0.714,22,0.0,7.795,30.006,0,39.0,20,46.239,18,20,0.089,2,327.4,41.825,2.4,4
5.119,0,0,5,0,1.106,1.011,30.095,38.6,0,0,0.684,0.703,22,0.0,8.168,30.915,0,41.0,20,48.658,18,20,0.085,2,359.4,44.48,2.3,4
4.523,0,0,4,0,1.106,1.001,30.907,41.3,0,0,0.672,0.7,23,0.0,7.77,32.222,0,41.0,20,50.863,18,20,0.102,3,357.43,46.036,2.2,5
4.523,0,0,4,0,1.103,1.004,29.38,39.5,0,0,0.683,0.708,22,0.0,7.986,30.46,0,40.0,20,47.448,18,20,0.087,2,343.4,43.153,2.3,4
4.523,0,0,7,0,1.096,1.027,31.975,31.0,4,4,0.761,0.796,22,9.5,11.075,33.438,4,43.0,20,46.015,18,20,0.089,2,465.16,43.12,2.4,4
4.523,0,0,7,0,1.096,1.027,31.975,31.0,4,4,0.761,0.796,22,9.5,11.075,33.438,4,43.0,20,46.015,18,20,0.089,2,465.16,43.12,2.4,4
4.523,0,0,9,0,1.096,1.045,32.878,26.2,4,4,0.783,0.8,22,9.5,11.789,33.585,4,46.0,21,46.018,18,22,0.067,0,495.14,43.891,2.4,3
4.523,0,0,8,0,1.098,1.034,32.69,30.2,4,4,0.76,0.788,22,9.3,11.19,33.892,4,44.0,20,47.224,18,20,0.087,2,481.16,44.447,2.3,4
4.523,0,0,8,0,1.101,1.029,34.217,32.6,4,4,0.744,0.775,23,8.7,10.765,35.653,4,45.0,20,50.639,18,20,0.102,3,495.19,47.331,2.2,5
4.523,0,0,8,0,1.098,1.034,32.69,30.2,4,4,0.76,0.788,22,9.3,11.19,33.892,4,44.0,20,47.224,18,20,0.087,2,481.16,44.447,2.3,4
5.367,0,0,5,0,1.11,1.005,33.149,42.0,0,0,0.663,0.689,24,0.0,7.749,34.438,0,43.0,20,55.488,18,20,0.113,4,387.46,50.247,2.0,6
4.523,0,0,7,0,1.09,1.031,31.449,27.5,4,4,0.786,0.817,22,10.0,11.578,32.676,4,44.0,21,43.6,18,22,0.07,0,463.14,41.236,2.5,3
4.523,0,0,5,0,1.106,1.011,30.095,38.6,0,0,0.684,0.703,22,0.0,8.168,30.915,0,41.0,20,48.658,18,20,0.085,2,359.4,44.48,2.3,4
7.06,3,0,8,0,1.128,1.011,48.626,44.0,1,1,0.648,0.677,34,5.3,7.948,50.745,4,58.0,25,84.563,24,25,0.167,9,596.13,75.85,1.3,13
7.201,3,0,8,0,1.123,1.015,47.572,40.8,1,1,0.67,0.693,34,5.6,8.339,49.222,4,61.0,29,79.733,28,27,0.147,7,592.09,72.083,1.4,11
