pXC50,Sp,Sv,nBT,nAB,nSK,Si,Se,nN,nBO,nAT,MW,SCBO,nH,X.,nHet,nC,Mi,N.,Mv,AMW,H.,Mp
5.4,35.983,34.899,59.0,16,31,64.529,56.901,7,34,56.0,429.53,43.0,25,3.6,10,21,1.152,12.5,0.623,7.67,44.6,0.643
5.4,34.421,32.821,51.0,18,29,51.97,47.025,3,33,47.0,399.9,45.0,18,2.1,5,24,1.106,6.4,0.698,8.509,38.3,0.732
5.9,24.5,23.676,39.0,16,21,41.903,37.363,4,23,37.0,284.35,31.0,16,0.0,6,15,1.133,10.8,0.64,7.685,43.2,0.662
5.4,21.222,21.117,33.0,16,20,35.156,31.814,5,22,31.0,269.29,32.0,11,0.0,7,13,1.134,16.1,0.681,8.687,35.5,0.685
5.4,67.211,64.308,110.0,12,56,126.526,109.93,21,57,109.0,776.07,73.0,53,0.0,23,33,1.161,19.3,0.59,7.12,48.6,0.617
5.4,28.597,27.557,43.0,16,25,44.534,40.665,3,28,40.0,353.43,38.0,15,0.0,7,18,1.113,7.5,0.689,8.836,37.5,0.715
6.4,31.154,29.885,47.0,22,27,49.322,44.542,5,30,44.0,379.48,43.0,17,0.0,8,19,1.121,11.4,0.679,8.625,38.6,0.708
5.4,24.659,23.294,37.0,12,20,40.555,36.142,3,21,36.0,289.79,28.0,16,2.8,5,15,1.127,8.3,0.647,8.05,44.4,0.685
5.4,33.779,32.235,52.0,22,28,54.651,48.912,3,31,49.0,371.47,43.0,21,0.0,5,23,1.115,6.1,0.658,7.581,42.9,0.689
8.1,36.659,35.437,56.0,18,32,61.139,55.498,5,34,54.0,479.99,45.0,22,1.9,12,20,1.132,9.3,0.656,8.889,40.7,0.679
5.4,31.898,31.796,49.0,22,30,51.951,47.305,5,33,46.0,405.42,46.0,16,2.2,9,21,1.129,10.9,0.691,8.813,34.8,0.693
5.4,33.54,31.762,52.0,18,27,56.066,49.796,3,29,50.0,361.48,39.0,23,0.0,5,22,1.121,6.0,0.635,7.23,46.0,0.671
5.4,40.926,39.155,62.0,27,35,65.196,58.48,6,39,58.0,486.62,53.5,23,1.7,9,26,1.124,10.3,0.675,8.39,39.7,0.706
5.4,37.978,36.878,61.0,22,33,65.031,57.8,6,37,57.0,450.54,48.0,24,3.5,9,24,1.141,10.5,0.647,7.904,42.1,0.666
5.4,19.409,18.175,27.0,16,16,27.499,24.967,2,18,25.0,273.14,26.0,9,4.0,3,13,1.1,8.0,0.727,10.926,36.0,0.776
5.6,26.085,25.153,37.0,16,23,38.831,35.607,3,25,35.0,370.22,36.0,12,2.9,6,17,1.109,8.6,0.719,10.578,34.3,0.745
5.8,41.54,39.367,61.0,22,35,64.697,58.596,5,38,58.0,505.67,54.0,23,0.0,10,25,1.115,8.6,0.679,8.718,39.7,0.716
5.4,42.245,40.693,65.0,28,36,68.319,61.294,4,40,61.0,480.58,55.0,25,1.6,7,29,1.12,6.6,0.667,7.878,41.0,0.693
5.4,24.324,22.52,40.0,6,18,44.441,38.585,3,19,39.0,247.38,23.0,21,0.0,4,14,1.14,7.7,0.577,6.343,53.8,0.624
5.4,23.341,24.079,36.0,17,24,39.381,35.909,5,26,34.0,333.3,35.5,10,8.8,9,15,1.158,14.7,0.708,9.803,29.4,0.687
5.4,32.699,31.17,49.0,22,28,50.112,45.214,5,32,45.0,387.5,44.0,17,0.0,7,21,1.114,11.1,0.693,8.611,37.8,0.727
5.4,24.722,24.11,35.0,21,23,35.522,33.113,4,26,32.0,344.8,36.5,9,3.1,8,15,1.11,12.5,0.753,10.775,28.1,0.773
5.4,25.495,24.655,39.0,12,22,41.405,37.262,3,24,37.0,293.35,33.0,15,0.0,5,17,1.119,8.1,0.666,7.928,40.5,0.689
5.4,36.574,34.248,53.0,21,30,55.784,50.211,5,33,50.0,482.44,45.5,20,2.0,8,22,1.116,10.0,0.685,9.649,40.0,0.731
5.4,15.648,14.648,22.0,11,13,22.084,20.084,2,15,20.0,235.09,20.5,7,5.0,3,10,1.104,10.0,0.732,11.755,35.0,0.782
5.0,17.83,16.72,29.0,10,14,32.069,27.825,4,15,28.0,190.28,20.0,14,0.0,4,10,1.145,14.3,0.597,6.796,50.0,0.637
5.5,28.602,27.998,43.0,18,26,44.93,40.905,5,29,40.0,367.82,39.0,14,2.5,8,18,1.123,12.5,0.7,9.195,35.0,0.715
5.4,31.784,30.256,51.0,16,26,54.149,48.014,4,29,48.0,350.46,38.0,22,0.0,6,20,1.128,8.3,0.63,7.301,45.8,0.662
5.9,29.858,29.799,46.0,18,28,48.033,44.244,3,31,43.0,377.38,43.0,15,0.0,8,20,1.117,7.0,0.693,8.776,34.9,0.694
6.5,28.364,26.816,46.0,16,23,48.896,42.796,6,26,43.0,308.43,34.0,20,0.0,6,17,1.137,14.0,0.624,7.173,46.5,0.66
5.4,35.671,35.066,57.0,22,32,61.825,55.243,6,35,54.0,440.5,46.0,22,3.7,10,22,1.145,11.1,0.649,8.157,40.7,0.661
5.4,25.96,24.875,37.0,21,23,37.657,34.236,5,26,34.0,317.4,38.5,11,0.0,6,17,1.108,14.7,0.732,9.335,32.4,0.764
5.4,30.057,29.004,47.0,21,26,49.69,44.24,6,29,44.0,346.43,40.5,18,0.0,7,19,1.129,13.6,0.659,7.873,40.9,0.683
5.4,27.324,25.52,44.0,12,21,47.441,41.585,3,23,42.0,283.41,29.0,21,0.0,4,17,1.13,7.1,0.608,6.748,50.0,0.651
5.4,38.336,36.563,60.0,27,32,61.438,54.789,5,37,55.0,421.54,50.5,23,0.0,6,26,1.117,9.1,0.665,7.664,41.8,0.697
5.4,20.608,19.745,29.0,16,18,29.498,27.367,1,20,27.0,255.31,29.0,9,0.0,4,14,1.093,3.7,0.731,9.456,33.3,0.763
5.4,33.455,32.824,53.0,22,30,57.2,51.032,6,33,50.0,410.47,44.0,20,4.0,9,21,1.144,12.0,0.656,8.209,40.0,0.669
5.4,32.262,30.904,50.0,22,27,52.781,47.098,3,30,47.0,361.45,41.0,20,2.1,5,22,1.123,6.4,0.658,7.69,42.6,0.686
5.4,33.455,32.824,54.0,21,30,57.2,51.032,6,34,50.0,410.47,44.5,20,4.0,9,21,1.144,12.0,0.656,8.209,40.0,0.669
5.4,34.682,33.643,53.0,18,30,55.571,50.465,2,33,50.0,400.46,45.0,20,0.0,6,24,1.111,4.0,0.673,8.009,40.0,0.694
5.4,22.949,20.773,34.0,10,18,36.498,32.323,5,20,32.0,359.2,25.0,14,3.1,7,11,1.141,15.6,0.649,11.225,43.8,0.717
5.9,24.801,23.467,39.0,16,20,41.611,36.818,3,22,37.0,267.36,30.0,17,0.0,4,16,1.125,8.1,0.634,7.226,45.9,0.67
5.4,26.006,24.665,41.0,11,21,42.239,37.825,1,24,38.0,279.36,31.5,17,0.0,3,18,1.112,2.6,0.649,7.352,44.7,0.684
5.4,11.494,11.246,15.0,10,11,15.798,14.836,3,12,14.0,188.02,17.0,3,14.3,5,6,1.128,21.4,0.803,13.43,21.4,0.821
5.4,31.631,30.041,47.0,18,26,50.096,45.134,2,28,45.0,366.87,38.0,19,2.2,5,21,1.113,4.4,0.668,8.153,42.2,0.703
5.4,27.915,27.706,42.0,22,26,43.875,39.96,3,29,39.0,349.36,41.0,13,5.1,6,20,1.125,7.7,0.71,8.958,33.3,0.716
5.4,20.074,19.503,30.0,10,18,32.704,29.898,3,19,29.0,265.32,26.0,11,0.0,7,11,1.128,10.3,0.673,9.149,37.9,0.692
5.4,29.506,28.398,47.0,16,25,49.864,44.316,4,28,44.0,338.42,37.0,19,2.3,6,19,1.133,9.1,0.645,7.691,43.2,0.671
7.1,28.801,27.467,44.0,17,24,45.611,40.818,3,27,41.0,315.4,37.5,17,0.0,4,20,1.112,7.3,0.67,7.693,41.5,0.702
5.4,25.955,25.391,42.0,15,23,44.113,39.691,4,26,39.0,312.36,34.5,16,0.0,7,16,1.131,10.3,0.651,8.009,41.0,0.666
5.4,36.222,35.352,52.0,21,33,53.29,49.113,5,37,48.0,476.34,52.5,15,4.2,9,24,1.11,10.4,0.737,9.924,31.3,0.755
5.4,37.068,35.546,58.0,17,31,61.844,55.658,3,34,55.0,441.95,43.5,24,1.8,8,23,1.124,5.5,0.646,8.035,43.6,0.674
5.4,36.188,33.949,55.0,21,29,57.986,51.872,3,32,52.0,405.56,43.5,23,0.0,6,23,1.115,5.8,0.653,7.799,44.2,0.696
5.4,26.148,24.863,40.0,16,22,42.823,38.44,4,24,38.0,316.42,34.0,16,0.0,7,15,1.127,10.5,0.654,8.327,42.1,0.688
5.7,46.148,43.218,75.0,22,36,79.012,69.309,6,41,70.0,482.69,52.0,34,0.0,7,29,1.129,8.6,0.617,6.896,48.6,0.659
5.4,31.625,31.659,49.0,22,30,52.626,47.56,5,33,46.0,411.42,45.0,16,6.5,9,21,1.144,10.9,0.688,8.944,34.8,0.688
5.4,29.5,28.676,45.0,22,26,46.903,42.363,4,29,42.0,344.4,41.0,16,0.0,6,20,1.117,9.5,0.683,8.2,38.1,0.702
5.4,30.256,29.181,46.0,22,26,47.82,43.145,3,29,43.0,343.41,41.0,17,0.0,5,21,1.112,7.0,0.679,7.986,39.5,0.704
5.4,36.313,34.082,53.0,26,30,54.075,49.182,3,34,49.0,433.59,49.0,19,0.0,7,23,1.104,6.1,0.696,8.849,38.8,0.741
7.1,28.216,26.622,44.0,16,23,46.342,41.018,5,26,41.0,327.85,34.0,18,2.4,6,17,1.13,12.2,0.649,7.996,43.9,0.688
5.4,27.256,26.181,43.0,16,23,44.82,40.145,3,26,40.0,307.38,35.0,17,0.0,5,18,1.121,7.5,0.655,7.684,42.5,0.681
5.4,32.722,31.939,51.0,22,29,54.026,48.676,5,32,48.0,389.45,44.0,19,0.0,8,21,1.126,10.4,0.665,8.114,39.6,0.682
6.8,28.523,27.143,42.0,16,24,44.997,40.567,4,26,40.0,363.27,35.0,16,5.0,7,17,1.125,10.0,0.679,9.082,40.0,0.713
6.7,34.148,33.713,54.0,22,31,58.457,52.327,5,34,51.0,427.47,45.0,20,5.9,9,22,1.146,9.8,0.661,8.382,39.2,0.67
5.4,31.796,30.299,51.0,12,26,57.145,50.218,6,27,50.0,356.48,35.0,24,0.0,8,18,1.143,12.0,0.606,7.13,48.0,0.636
5.4,25.546,23.954,37.0,15,21,39.06,35.334,3,23,35.0,319.84,31.5,14,2.9,6,15,1.116,8.6,0.684,9.138,40.0,0.73
5.4,30.773,29.214,47.0,18,25,50.152,44.811,2,27,45.0,332.43,37.0,20,0.0,4,21,1.114,4.4,0.649,7.387,44.4,0.684
6.1,31.449,31.703,47.0,22,31,50.471,46.265,5,34,44.0,447.45,46.0,13,9.1,11,20,1.147,11.4,0.721,10.169,29.5,0.715
5.4,17.608,16.378,22.0,10,15,23.157,21.811,2,16,21.0,305.59,22.0,6,9.5,6,9,1.103,9.5,0.78,14.552,28.6,0.838
5.4,28.898,27.767,42.0,22,25,43.14,39.258,3,28,39.0,347.82,40.0,14,2.6,5,20,1.106,7.7,0.712,8.918,35.9,0.741
5.4,31.506,30.986,47.0,10,29,48.953,45.32,3,32,44.0,409.45,44.0,15,0.0,9,20,1.113,6.8,0.704,9.306,34.1,0.716
5.4,33.472,32.423,51.0,18,29,53.445,48.356,3,32,48.0,385.45,44.0,19,0.0,6,23,1.113,6.3,0.675,8.03,39.6,0.697
5.4,28.557,26.972,43.0,18,23,45.528,40.6,2,25,41.0,302.4,35.0,18,0.0,3,20,1.11,4.9,0.658,7.376,43.9,0.697
5.4,33.08,31.026,51.0,18,26,53.358,47.367,2,29,48.0,342.47,39.0,22,0.0,3,23,1.112,4.2,0.646,7.135,45.8,0.689
5.4,21.159,20.052,30.0,16,18,30.787,28.142,2,20,28.0,254.33,29.0,10,0.0,4,14,1.1,7.1,0.716,9.083,35.7,0.756
5.4,29.296,28.477,45.0,22,26,47.275,42.356,6,29,42.0,344.41,41.0,16,0.0,7,19,1.126,14.3,0.678,8.2,38.1,0.698
5.4,20.273,19.392,31.0,12,17,32.282,28.949,2,19,29.0,224.28,26.0,12,0.0,3,14,1.113,6.9,0.669,7.734,41.4,0.699
5.4,25.341,26.079,38.0,17,26,41.381,37.909,5,28,36.0,357.32,39.5,10,8.3,9,17,1.149,13.9,0.724,9.926,27.8,0.704
5.4,50.046,47.605,79.0,29,41,81.434,72.76,4,47,73.0,544.7,61.5,32,0.0,7,34,1.116,5.5,0.652,7.462,43.8,0.686
5.4,26.574,25.745,42.0,11,23,45.472,40.898,4,25,40.0,336.81,31.5,17,2.5,8,15,1.137,10.0,0.644,8.42,42.5,0.664
5.4,24.324,24.019,36.0,16,23,38.285,35.218,5,25,34.0,329.37,35.0,11,0.0,9,14,1.126,14.7,0.706,9.687,32.4,0.715
5.4,22.387,21.844,30.0,16,21,31.308,29.396,2,23,28.0,369.2,32.0,7,10.7,7,14,1.118,7.1,0.78,13.186,25.0,0.8
6.6,34.057,33.004,52.0,27,30,53.69,48.24,6,34,48.0,394.47,48.5,18,0.0,7,23,1.119,12.5,0.688,8.218,37.5,0.71
5.5,24.046,22.961,38.0,16,20,40.694,36.036,4,22,36.0,268.35,30.0,16,0.0,5,15,1.13,11.1,0.638,7.454,44.4,0.668
5.4,27.239,25.722,39.0,16,23,40.956,37.64,2,25,37.0,346.46,36.0,14,0.0,7,16,1.107,5.4,0.695,9.364,37.8,0.736
5.4,19.932,18.622,31.0,10,16,34.199,30.229,4,17,30.0,238.35,22.0,14,0.0,6,10,1.14,13.3,0.621,7.945,46.7,0.664
5.4,35.091,33.068,55.0,22,28,58.355,51.571,4,31,52.0,372.51,42.0,24,0.0,5,23,1.122,7.7,0.636,7.164,46.2,0.675
5.6,33.461,31.697,50.0,22,28,52.527,47.098,5,31,47.0,389.52,43.0,19,0.0,7,21,1.118,10.6,0.674,8.288,40.4,0.712
5.4,27.847,26.68,40.0,16,24,42.247,38.491,3,26,38.0,384.25,37.0,14,2.6,6,18,1.112,7.9,0.702,10.112,36.8,0.733
5.4,26.591,25.535,39.0,12,23,41.036,37.564,2,25,37.0,326.4,34.0,14,0.0,6,17,1.109,5.4,0.69,8.822,37.8,0.719
5.6,31.625,31.959,50.0,22,31,51.164,46.709,6,36,45.0,420.41,48.0,14,4.4,10,21,1.137,13.3,0.71,9.342,31.1,0.703
5.4,36.978,35.878,59.0,22,32,64.031,56.8,6,35,56.0,438.53,46.0,24,3.6,9,23,1.143,10.7,0.641,7.831,42.9,0.66
5.4,39.194,38.119,63.0,22,34,68.655,61.01,6,37,60.0,468.56,48.0,26,3.3,10,24,1.144,10.0,0.635,7.809,43.3,0.653
5.4,37.585,36.368,57.0,18,33,60.571,54.963,5,36,54.0,463.56,50.0,21,0.0,10,23,1.122,9.3,0.673,8.584,38.9,0.696
5.4,23.648,22.742,34.0,21,21,34.415,31.429,3,24,31.0,295.36,34.5,10,3.2,5,16,1.11,9.7,0.734,9.528,32.3,0.763
5.4,21.273,20.392,32.0,16,18,33.282,29.949,2,20,30.0,236.29,29.0,12,0.0,3,15,1.109,6.7,0.68,7.876,40.0,0.709
5.4,59.387,57.61,94.0,18,52,105.955,93.207,18,54,92.0,708.9,73.0,40,0.0,20,32,1.152,19.6,0.626,7.705,43.5,0.646
5.4,31.199,31.187,46.0,22,30,48.89,44.945,3,33,43.0,431.44,45.0,13,9.3,9,21,1.137,7.0,0.725,10.033,30.2,0.726
5.4,40.387,39.575,62.0,24,36,64.824,58.963,3,40,58.0,483.53,54.0,22,1.7,8,28,1.118,5.2,0.682,8.337,37.9,0.696
5.4,32.716,31.918,50.0,18,29,52.528,47.574,4,32,47.0,386.44,44.0,18,0.0,7,22,1.118,8.5,0.679,8.222,38.3,0.696
5.4,30.125,29.052,46.0,12,26,49.761,44.673,5,28,44.0,371.86,37.0,18,2.3,8,18,1.131,11.4,0.66,8.451,40.9,0.685
5.4,30.182,30.696,46.0,18,30,50.863,46.429,6,32,44.0,438.83,42.0,14,9.1,12,18,1.156,13.6,0.698,9.973,31.8,0.686
5.5,44.267,41.33,67.0,22,35,71.603,63.516,5,38,64.0,483.69,52.0,29,0.0,7,28,1.119,7.8,0.646,7.558,45.3,0.692
5.4,22.551,21.39,34.0,10,20,36.711,33.422,5,22,32.0,393.17,27.0,12,3.1,10,10,1.147,15.6,0.668,12.287,37.5,0.705
5.4,46.972,44.561,72.0,27,39,76.394,68.163,7,43,68.0,539.72,58.5,29,0.0,10,29,1.123,10.3,0.655,7.937,42.6,0.691
5.4,35.216,34.351,56.0,22,31,60.615,53.916,6,34,53.0,424.5,45.0,22,3.8,9,22,1.144,11.3,0.648,8.009,41.5,0.664
7.3,42.0,40.498,65.0,27,36,66.773,60.225,4,41,60.0,476.57,56.5,24,0.0,7,29,1.113,6.7,0.675,7.943,40.0,0.7
5.4,20.091,18.925,25.0,6,18,24.927,24.007,2,20,23.0,341.22,27.0,5,4.3,7,11,1.084,8.7,0.823,14.836,21.7,0.874
7.0,56.625,55.303,89.0,34,50,92.367,83.283,5,57,82.0,675.76,75.0,32,3.7,11,39,1.126,6.1,0.674,8.241,39.0,0.691
5.4,37.307,37.359,60.0,22,35,65.919,59.152,6,38,57.0,490.51,49.0,22,7.0,12,23,1.156,10.5,0.655,8.605,38.6,0.655
5.4,40.563,38.847,65.0,17,34,69.059,61.203,7,38,61.0,457.59,49.5,27,0.0,9,25,1.132,11.5,0.637,7.501,44.3,0.665
6.0,41.381,39.87,63.0,27,36,66.405,59.807,6,40,59.0,502.62,54.5,23,1.7,10,26,1.126,10.2,0.676,8.519,39.0,0.701
5.4,24.307,25.405,36.0,16,26,39.655,36.985,2,28,34.0,390.33,37.0,8,17.6,10,16,1.166,5.9,0.747,11.48,23.5,0.715
5.4,20.006,19.576,31.0,16,18,32.994,29.454,4,20,29.0,242.28,28.0,11,3.4,5,13,1.138,13.8,0.675,8.354,37.9,0.69
5.4,25.801,24.467,40.0,17,21,42.611,37.818,3,23,38.0,279.37,31.5,17,0.0,4,17,1.121,7.9,0.644,7.352,44.7,0.679
5.4,22.222,22.117,33.0,11,21,36.156,32.814,5,22,32.0,281.3,32.5,11,0.0,7,14,1.13,15.6,0.691,8.791,34.4,0.694
5.4,43.023,39.836,68.0,16,33,70.52,62.298,4,38,63.0,458.68,48.0,30,0.0,6,27,1.119,6.3,0.632,7.281,47.6,0.683
5.4,37.097,35.799,57.0,22,32,59.302,53.665,4,36,53.0,448.94,48.0,21,1.9,8,24,1.119,7.5,0.675,8.471,39.6,0.7
5.9,19.972,19.601,31.0,11,18,32.575,29.494,3,20,29.0,241.27,27.5,11,0.0,5,13,1.123,10.3,0.676,8.32,37.9,0.689
5.7,22.034,20.918,34.0,11,18,35.697,31.833,2,20,32.0,238.31,27.5,14,0.0,3,15,1.116,6.3,0.654,7.447,43.8,0.689
5.4,33.33,31.542,52.0,22,27,54.939,48.687,4,30,49.0,358.48,41.0,22,0.0,5,22,1.121,8.2,0.644,7.316,44.9,0.68
6.2,27.33,25.542,45.0,10,21,48.939,42.687,4,23,43.0,286.42,29.0,22,0.0,5,16,1.138,9.3,0.594,6.661,51.2,0.636
5.4,26.949,25.776,35.0,16,24,36.243,34.324,2,26,33.0,399.69,36.0,9,9.1,8,16,1.098,6.1,0.781,12.112,27.3,0.817
5.4,18.517,18.175,27.0,6,17,28.917,27.022,1,18,26.0,251.28,24.0,9,0.0,6,11,1.112,3.8,0.699,9.665,34.6,0.712
5.4,30.727,29.342,44.0,18,26,46.625,42.574,2,28,42.0,387.28,38.0,16,4.8,6,20,1.11,4.8,0.699,9.221,38.1,0.732
5.4,35.319,33.353,57.0,12,28,63.976,55.985,6,29,56.0,384.54,37.0,28,0.0,8,20,1.142,10.7,0.596,6.867,50.0,0.631
5.4,17.756,17.359,27.0,12,16,27.95,25.284,3,18,25.0,211.24,25.0,9,0.0,4,12,1.118,12.0,0.694,8.45,36.0,0.71
5.4,22.898,21.767,35.0,11,19,37.14,33.258,3,21,33.0,275.76,27.5,14,3.0,5,14,1.125,9.1,0.66,8.356,42.4,0.694
5.4,23.398,23.063,37.0,11,21,39.325,35.814,2,23,35.0,286.31,30.5,14,0.0,6,15,1.124,5.7,0.659,8.18,40.0,0.669
5.9,33.995,33.387,52.0,27,31,54.03,48.752,6,35,48.0,412.46,49.5,17,2.1,8,23,1.126,12.5,0.696,8.593,35.4,0.708
5.4,35.5,33.982,53.0,25,31,54.996,50.014,5,35,49.0,455.58,49.5,18,2.0,10,21,1.122,10.2,0.694,9.298,36.7,0.724
5.4,23.341,24.079,36.0,17,24,39.381,35.909,5,26,34.0,333.3,35.5,10,8.8,9,15,1.158,14.7,0.708,9.803,29.4,0.687
5.4,45.421,43.255,70.0,27,38,74.105,66.389,6,42,66.0,528.69,56.5,28,0.0,10,28,1.123,9.1,0.655,8.01,42.4,0.688
5.4,35.54,33.762,55.0,18,29,58.066,51.796,3,32,52.0,385.5,43.0,23,0.0,5,24,1.117,5.8,0.649,7.413,44.2,0.683
5.4,29.063,28.314,44.0,12,26,48.74,44.196,5,27,43.0,375.45,38.0,17,0.0,10,16,1.133,11.6,0.658,8.731,39.5,0.676
5.4,35.108,33.172,50.0,10,30,51.999,48.029,3,33,47.0,459.61,44.0,17,0.0,10,20,1.106,6.4,0.706,9.779,36.2,0.747
5.4,34.642,33.275,53.0,25,30,55.413,49.68,5,34,49.0,423.53,46.5,19,4.1,8,22,1.131,10.2,0.679,8.643,38.8,0.707
5.4,32.625,32.659,50.0,23,31,53.626,48.56,5,34,47.0,423.43,46.5,16,6.4,9,22,1.141,10.6,0.695,9.009,34.0,0.694
5.4,26.745,25.871,42.0,11,23,45.449,40.432,4,25,40.0,312.38,33.5,17,2.5,6,17,1.136,10.0,0.647,7.809,42.5,0.669
5.4,28.71,28.185,44.0,17,26,45.581,42.327,1,29,41.0,373.41,39.5,15,0.0,8,18,1.112,2.4,0.687,9.108,36.6,0.7
5.4,19.415,18.589,29.0,11,17,31.867,28.564,5,18,28.0,249.33,24.5,11,0.0,7,10,1.138,17.9,0.664,8.905,39.3,0.693
5.4,28.125,27.842,42.0,21,27,44.156,40.313,8,30,39.0,380.43,42.5,12,0.0,11,16,1.132,20.5,0.714,9.755,30.8,0.721
6.1,49.25,46.12,76.0,22,39,82.141,72.712,6,42,73.0,542.77,56.0,34,0.0,9,30,1.125,8.2,0.632,7.435,46.6,0.675
5.4,29.495,28.655,45.0,22,26,45.405,41.262,3,30,41.0,341.39,42.0,15,0.0,5,21,1.107,7.3,0.699,8.327,36.6,0.719
5.4,25.739,24.85,40.0,17,22,42.95,38.331,3,24,38.0,297.36,32.5,16,2.6,5,17,1.13,7.9,0.654,7.825,42.1,0.677
5.4,30.017,28.708,46.0,18,25,49.235,44.029,3,27,44.0,333.42,37.0,19,0.0,5,20,1.119,6.8,0.652,7.578,43.2,0.682
5.4,24.387,23.336,37.0,16,21,39.408,35.556,4,23,35.0,302.39,33.0,14,0.0,7,14,1.126,11.4,0.667,8.64,40.0,0.697
5.4,30.711,29.597,47.0,18,26,50.492,45.323,2,28,45.0,350.42,38.0,19,2.2,5,21,1.122,4.4,0.658,7.787,42.2,0.682
5.4,39.796,38.299,62.0,27,34,65.145,58.218,6,38,58.0,452.56,52.5,24,0.0,8,26,1.123,10.3,0.66,7.803,41.4,0.686
5.4,47.58,44.702,79.0,12,37,85.261,74.73,6,41,75.0,506.72,49.0,38,0.0,9,28,1.137,8.0,0.596,6.756,50.7,0.634
7.3,30.972,28.707,48.0,15,24,50.361,44.662,3,27,45.0,339.5,35.5,21,0.0,5,19,1.119,6.7,0.638,7.544,46.7,0.688
5.4,21.943,21.348,35.0,10,19,37.116,33.487,2,21,33.0,258.3,28.0,14,0.0,5,14,1.125,6.1,0.647,7.827,42.4,0.665
5.4,37.409,36.341,56.0,16,33,59.456,54.316,4,36,53.0,487.37,48.0,20,3.8,10,23,1.122,7.5,0.686,9.196,37.7,0.706
6.1,36.614,35.321,55.0,22,32,58.492,52.822,5,35,52.0,449.55,48.0,20,1.9,9,23,1.125,9.6,0.679,8.645,38.5,0.704
5.4,35.733,34.682,57.0,22,31,61.485,54.731,6,34,54.0,422.51,45.0,23,1.9,9,22,1.139,11.1,0.642,7.824,42.6,0.662
5.4,30.506,29.697,47.0,22,27,49.402,44.465,5,30,44.0,359.42,42.0,17,0.0,7,20,1.123,11.4,0.675,8.169,38.6,0.693
6.3,40.625,38.874,64.0,16,34,67.631,60.534,5,38,60.0,480.01,49.0,26,1.7,9,25,1.127,8.3,0.648,8.0,43.3,0.677
5.4,28.233,26.95,45.0,6,23,49.86,44.24,3,24,44.0,315.41,31.0,21,0.0,6,17,1.133,6.8,0.612,7.168,47.7,0.642
5.4,39.341,37.584,61.0,27,33,63.936,56.891,6,37,57.0,436.56,51.5,24,0.0,7,26,1.122,10.5,0.659,7.659,42.1,0.69
5.4,25.813,26.239,37.0,17,26,40.186,37.338,4,28,35.0,401.19,37.5,9,14.3,10,16,1.148,11.4,0.75,11.463,25.7,0.738
5.5,36.0,34.498,57.0,21,30,60.773,54.225,4,33,54.0,404.51,44.5,24,0.0,7,23,1.125,7.4,0.639,7.491,44.4,0.667
5.4,38.069,35.837,60.0,18,30,65.394,57.665,4,32,58.0,404.56,42.0,28,0.0,6,24,1.127,6.9,0.618,6.975,48.3,0.656
5.4,36.108,34.133,59.0,16,29,63.85,55.876,7,32,56.0,393.55,41.0,27,0.0,8,21,1.14,12.5,0.61,7.028,48.2,0.645
5.4,27.148,25.863,41.0,17,23,43.823,39.44,4,25,39.0,328.43,35.5,16,0.0,7,16,1.124,10.3,0.663,8.421,41.0,0.696
6.2,28.5,27.676,44.0,18,25,45.903,41.363,4,28,41.0,332.39,38.0,16,0.0,6,19,1.12,9.8,0.675,8.107,39.0,0.695
5.4,28.216,26.622,44.0,16,23,46.342,41.018,5,26,41.0,327.85,34.0,18,2.4,6,17,1.13,12.2,0.649,7.996,43.9,0.688
5.4,19.744,20.455,31.0,6,20,33.139,30.822,0,22,29.0,282.23,28.0,9,10.3,6,14,1.143,0.0,0.705,9.732,31.0,0.681
5.4,20.409,19.568,29.0,11,18,31.368,28.462,4,19,28.0,258.33,27.5,10,0.0,6,12,1.12,14.3,0.699,9.226,35.7,0.729
5.4,20.261,19.374,28.0,16,18,28.814,26.684,3,20,26.0,277.75,28.0,8,3.8,6,12,1.108,11.5,0.745,10.683,30.8,0.779
5.4,28.676,27.647,43.0,12,25,47.601,43.302,4,26,42.0,384.88,35.0,17,2.4,10,15,1.133,9.5,0.658,9.164,40.5,0.683
5.6,33.12,31.61,50.0,18,28,52.365,47.433,3,31,47.0,393.5,43.0,19,0.0,7,21,1.114,6.4,0.673,8.372,40.4,0.705
5.4,48.324,47.274,73.0,33,44,75.243,68.421,7,50,67.0,607.69,68.5,23,3.0,12,32,1.123,10.4,0.706,9.07,34.3,0.721
5.4,31.392,30.058,47.0,20,27,49.369,44.509,4,30,44.0,380.48,42.0,17,2.3,7,20,1.122,9.1,0.683,8.647,38.6,0.713
5.4,26.636,25.234,35.0,16,23,36.09,33.673,2,25,33.0,361.26,36.0,10,6.1,6,17,1.094,6.1,0.765,10.947,30.3,0.807
5.4,36.415,36.127,55.0,21,34,56.82,52.12,5,38,51.0,451.47,54.5,17,0.0,9,25,1.114,9.8,0.708,8.852,33.3,0.714
5.4,20.159,19.052,29.0,16,17,29.787,27.142,2,19,27.0,242.32,27.0,10,0.0,4,13,1.103,7.4,0.706,8.975,37.0,0.747
5.4,30.71,29.896,47.0,22,27,49.03,44.473,3,30,44.0,359.41,42.0,17,0.0,6,21,1.114,6.8,0.679,8.168,38.6,0.698
5.4,34.12,32.321,52.0,17,28,54.813,48.578,5,31,49.0,367.49,43.5,21,0.0,5,23,1.119,10.2,0.66,7.5,42.9,0.696
