pXC50,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_AEA.bo.,Eig04_AEA.ed.,Eig09_AEA.dm.,SpMax7_Bh.m.,LLS_01,SM10_EA.bo.,GGI2,SM13_EA.bo.,SM12_EA.bo.,Depressant.80,SM11_EA.bo.,SM03_AEA.bo.,Eig08_AEA.bo.,ZM1Per,Eig12_AEA.dm.,SM04_EA.bo.,Eig08_EA.bo.,SpMax6_Bh.s.,Eta_betaS,Eta_F,CMC.80,Eig08_EA,SM02_AEA.dm.,Eig08_EA.ri.,ZM1V,SM02_AEA.bo.,ATS3s,ZM2V,SpMax7_Bh.p.,cRo5,ZM2MulPer,Eig08_AEA.ri.,AECC,Eig06_AEA.ed.,ATS1s,Xu,Eig08_AEA.dm.,ZM2Kup,HVcpx,VAR,Eig06_EA.bo.,IC2,MSD,Eig15_EA,SM09_AEA.dm.,Inflammat.80,ZM1MulPer,SpMaxA_AEA.bo.,ATS2s,RDCHI,SpMaxA_AEA.ri.,ECC,ON0,SpMax5_Bh.s.,TIC1,ZM1Mad,Psi_i_s,GGI10,Infective.80,GMTIV,CSI,SpMaxA_AEA.ed.,ZM2Per,Eta_epsi,SpMin7_Bh.p.
5.704,10.01,10.01,4.186,6.451,2.528,3.351,0.17,14.661,6.222,18.417,17.205,0,15.817,6.596,3.665,980.73,1.614,7.38,2.88,5.258,27.75,43.864,0,2.328,2.328,2.149,688.0,5.372,6.314,645.0,3.171,0,692.548,3.285,15.326,5.647,5.581,38.256,2.708,708.572,3.839,275.0,3.176,4.819,9.171,1.0,1.0,0,743.792,0.098,6.501,5.062,0.097,659.0,23.083,7.426,300.668,275.576,110.25,0.462,0,101803.0,1412.0,0.164,1028.51,49.343,1.609
6.644,8.733,8.733,4.205,6.061,2.107,3.244,0.17,14.79,6.0,18.653,17.396,0,15.995,6.508,3.33,843.7,1.505,7.354,2.505,4.708,24.5,37.741,0,1.996,1.996,1.928,586.0,5.279,6.38,572.0,3.078,0,613.155,2.973,13.395,5.629,5.473,34.361,2.554,619.529,3.654,208.0,3.036,4.762,8.042,1.0,1.0,0,633.342,0.111,6.017,4.658,0.109,509.0,20.167,5.267,263.323,236.633,94.167,0.418,0,66479.0,1103.0,0.185,894.38,42.462,1.56
6.452,8.733,8.733,4.104,6.061,1.984,3.288,0.17,14.645,5.333,18.441,17.215,0,15.815,6.474,3.235,771.67,1.333,7.301,2.41,4.431,23.75,34.683,0,1.923,1.923,1.743,530.0,5.254,6.17,537.0,3.081,0,575.515,2.858,12.919,5.362,5.401,33.637,2.531,558.725,3.605,198.0,3.021,4.757,7.905,1.0,1.0,0,571.28,0.114,5.923,4.611,0.112,478.0,19.333,4.704,258.626,238.491,82.611,0.372,0,56946.0,1039.0,0.189,836.72,40.519,1.555
5.849,8.733,8.733,4.205,6.061,2.235,3.296,0.17,14.806,5.778,18.69,17.424,0,16.019,6.508,3.369,843.66,1.428,7.354,2.572,4.629,24.5,35.558,0,2.028,2.028,1.784,586.0,5.279,6.208,572.0,3.083,0,613.016,2.94,13.368,5.42,5.417,34.326,2.559,586.588,3.648,208.0,3.022,4.791,7.993,1.0,1.0,0,633.292,0.111,5.947,4.645,0.109,508.0,20.167,4.704,263.323,260.01,86.389,0.372,0,65711.0,1101.0,0.185,893.92,41.605,1.552
6.645,10.01,10.01,4.183,6.451,2.528,3.314,0.17,14.543,6.222,18.308,17.094,0,15.703,6.545,3.543,929.32,1.638,7.269,2.707,7.426,26.75,42.337,0,2.214,2.214,2.147,662.0,5.318,6.367,588.0,3.155,1,631.125,3.216,15.238,5.646,5.567,37.453,2.716,645.945,3.817,284.0,3.05,4.831,9.005,1.0,1.0,0,719.212,0.102,6.534,4.879,0.101,640.0,23.583,7.43,295.274,263.621,113.25,0.475,0,92324.0,1335.0,0.172,941.96,49.176,1.534
6.854,7.572,7.572,3.985,5.558,2.355,3.317,0.17,14.257,4.944,17.941,16.773,0,15.357,6.422,3.466,709.2,1.635,7.134,2.608,4.704,24.75,35.59,0,2.21,2.21,2.153,496.0,5.236,6.301,475.0,3.225,1,507.678,3.208,15.75,5.3,5.497,36.561,2.552,501.507,3.884,262.0,2.755,4.829,9.317,0.949,0.949,0,534.321,0.1,6.073,5.043,0.1,630.0,21.417,4.861,292.109,225.088,91.417,0.339,0,65013.0,1333.0,0.165,732.24,45.933,1.574
6.914,7.417,7.417,3.905,5.507,2.292,3.291,0.17,14.214,4.0,17.907,16.738,0,15.312,6.359,3.354,871.64,1.359,7.085,2.5,7.427,24.5,39.552,0,2.117,2.117,1.974,628.0,5.182,6.234,537.0,3.061,1,574.713,3.064,15.308,5.273,5.508,35.743,2.368,593.325,3.856,251.0,2.707,4.857,9.177,0.922,0.922,0,682.815,0.103,6.492,4.837,0.097,597.0,21.583,7.431,272.796,232.594,108.583,0.314,0,84026.0,1225.0,0.158,853.46,45.876,1.535
7.252,9.114,9.114,4.126,6.155,2.554,3.313,0.17,14.61,5.333,18.479,17.221,0,15.806,6.533,3.507,954.43,1.742,7.259,2.699,7.427,26.25,46.0,0,2.191,2.191,2.1,686.0,5.313,6.349,592.0,3.081,1,637.613,3.154,15.381,5.3,5.6,37.604,2.811,649.733,3.836,284.0,2.983,5.024,9.193,0.929,0.929,0,748.782,0.099,6.529,4.892,0.098,646.0,24.167,7.431,302.879,253.288,119.0,0.487,0,98479.0,1320.0,0.162,939.77,48.676,1.539
7.097,7.979,7.979,4.035,5.684,2.248,3.342,0.17,14.387,4.444,18.165,16.952,0,15.536,6.36,3.232,758.99,1.635,7.129,2.481,4.705,22.75,33.308,0,1.879,1.879,1.709,544.0,5.159,6.24,479.0,3.047,0,513.628,2.811,13.757,5.143,5.415,33.964,2.555,485.778,3.669,229.0,2.707,4.824,8.411,0.746,0.746,0,592.187,0.111,6.009,4.582,0.111,509.0,20.917,5.023,265.325,234.584,89.972,0.322,0,61144.0,1049.0,0.182,738.23,42.038,1.466
5.981,7.448,7.448,4.033,5.52,2.197,3.281,0.17,14.296,4.667,18.002,16.824,0,15.406,6.389,3.243,682.9,1.635,7.114,2.266,4.728,22.5,35.869,0,1.959,1.959,1.937,480.0,5.193,6.245,453.0,3.103,1,486.101,2.951,14.568,5.216,5.453,34.092,2.541,475.461,3.768,229.0,2.809,4.83,8.584,0.775,0.775,0,521.721,0.111,5.991,4.636,0.111,539.0,20.583,6.351,268.251,202.239,90.583,0.322,0,56328.0,1110.0,0.182,693.57,41.367,1.477
5.963,7.211,7.211,3.856,5.437,1.741,3.249,0.17,14.108,4.222,17.749,16.608,0,15.176,6.281,2.907,616.23,1.174,7.006,2.01,4.701,21.25,31.54,0,1.609,1.609,1.588,432.0,5.1,6.181,411.0,3.039,1,440.194,2.599,13.571,4.977,5.383,32.558,1.977,432.052,3.676,207.0,2.707,4.69,8.213,0.742,0.742,0,467.808,0.117,5.955,4.497,0.117,475.0,19.25,4.775,251.57,191.545,82.417,0.281,0,44478.0,983.0,0.192,630.79,39.867,1.469
5.918,8.583,8.583,4.089,6.028,2.321,3.291,0.33,14.323,4.444,18.014,16.839,0,15.434,6.442,3.402,980.88,1.636,7.167,2.612,7.427,26.5,42.938,0,2.156,2.156,2.011,706.0,5.247,6.283,605.0,3.056,1,645.41,3.104,15.3,5.296,5.534,36.374,2.538,672.234,3.842,262.0,2.969,4.947,9.149,0.951,0.951,0,763.205,0.102,6.54,4.945,0.101,612.0,21.5,7.431,276.829,255.23,113.5,0.323,0,100821.0,1288.0,0.168,966.29,46.91,1.538
7.524,10.051,10.051,4.208,6.471,2.536,3.344,0.17,14.763,6.222,18.692,17.405,0,15.994,6.557,3.541,1056.35,1.74,7.305,2.706,7.999,26.75,47.673,0,2.21,2.21,2.194,772.0,5.318,6.514,623.0,3.113,0,670.241,3.214,14.651,5.489,5.617,38.041,2.63,700.052,3.721,295.0,3.042,4.844,8.96,1.0,1.0,0,845.023,0.101,6.743,4.845,0.096,630.0,25.417,7.999,293.088,273.579,132.25,0.521,0,107710.0,1285.0,0.16,1008.83,51.552,1.532
5.529,8.589,8.589,4.097,6.03,2.554,3.296,0.0,14.315,5.111,18.002,16.829,0,15.424,6.44,3.421,904.46,1.739,7.165,2.619,7.425,25.25,41.304,0,2.191,2.191,2.075,650.0,5.231,6.358,561.0,3.035,1,604.811,3.151,15.3,5.301,5.564,36.331,2.747,620.073,3.839,264.0,2.98,4.815,9.136,0.83,0.83,0,708.537,0.103,6.479,4.813,0.103,612.0,22.833,7.428,286.1,243.207,111.833,0.405,0,88881.0,1254.0,0.169,891.37,47.276,1.525
5.0,8.544,8.544,3.959,6.018,2.572,3.428,0.17,14.274,4.944,17.951,16.784,0,15.372,6.495,3.542,983.1,1.91,7.193,2.645,7.427,27.75,45.948,0,2.208,2.208,2.192,708.0,5.308,6.351,607.0,3.117,1,648.583,3.213,15.651,5.486,5.599,38.716,2.667,668.651,3.899,295.0,2.968,5.006,9.79,1.0,1.0,0,769.316,0.092,6.556,5.255,0.087,673.0,23.25,7.433,301.2,262.529,120.583,0.372,0,114595.0,1413.0,0.141,961.78,50.143,1.537
4.456,6.973,6.973,3.777,5.373,1.618,3.084,0.33,15.358,3.111,19.652,18.234,0,16.708,6.241,2.79,584.27,1.029,7.348,1.916,4.33,18.75,32.523,0,1.595,1.595,1.539,400.0,5.055,5.883,411.0,2.987,1,435.716,2.564,15.645,5.105,5.213,30.291,1.711,426.327,3.869,179.0,2.668,4.1,8.965,0.505,0.505,0,423.341,0.135,5.665,4.494,0.123,485.0,15.167,4.444,171.476,168.246,66.333,0.107,0,40064.0,1058.0,0.198,632.23,31.9,1.368
4.77,6.96,6.96,3.541,5.35,1.305,2.839,0.5,15.25,2.667,19.598,18.159,1,16.632,6.076,2.689,469.49,0.825,7.136,1.698,4.254,16.5,24.01,1,1.283,1.283,1.284,320.0,4.907,5.77,333.0,2.807,1,350.983,2.285,12.556,4.267,5.029,26.683,1.618,344.204,3.58,118.0,2.427,3.891,7.492,-0.33,-0.33,0,338.298,0.153,5.528,4.125,0.139,339.0,12.833,4.322,153.503,147.728,55.0,0.079,1,21746.0,749.0,0.225,514.53,28.333,1.33
6.644,8.733,8.733,4.08,6.061,1.986,3.288,0.17,14.632,5.556,18.417,17.196,0,15.797,6.474,3.301,771.65,1.318,7.301,2.48,4.436,23.75,34.651,0,1.974,1.974,1.784,530.0,5.254,6.173,537.0,3.083,0,575.378,2.917,13.324,5.358,5.401,33.681,2.553,558.725,3.653,198.0,3.022,4.699,7.963,1.0,1.0,0,571.215,0.114,5.923,4.624,0.112,493.0,19.333,4.704,258.626,238.491,82.611,0.36,0,57778.0,1072.0,0.189,836.42,40.519,1.553
6.631,9.738,9.738,4.207,6.404,2.444,3.293,0.17,14.702,5.556,18.497,17.269,0,15.876,6.577,3.609,971.27,1.531,7.372,2.792,5.267,26.75,43.229,0,2.28,2.28,2.136,680.0,5.344,6.253,641.0,3.082,0,689.641,3.244,14.073,5.692,5.541,36.551,2.56,705.135,3.721,238.0,3.119,4.847,8.504,1.0,1.0,0,736.361,0.104,6.476,4.853,0.102,577.0,22.083,7.426,284.24,268.02,107.25,0.484,0,89202.0,1239.0,0.172,1026.41,46.743,1.582
5.707,10.192,10.192,4.207,6.454,2.558,3.304,0.17,14.735,6.0,18.528,17.299,0,15.909,6.63,3.682,1042.17,1.756,7.42,2.927,7.411,28.0,47.995,0,2.335,2.335,2.158,732.0,5.395,6.352,683.0,3.13,0,733.849,3.303,14.512,5.725,5.596,37.976,2.716,751.476,3.76,258.0,3.196,4.868,8.778,1.0,1.0,0,793.889,0.099,6.516,4.959,0.097,624.0,23.417,7.429,296.789,280.568,115.917,0.554,0,104852.0,1335.0,0.165,1091.97,48.91,1.593
6.39,9.699,9.699,4.21,6.408,2.531,3.293,0.17,15.751,6.444,20.178,18.698,0,17.187,6.611,3.513,864.81,1.563,7.564,2.724,4.724,25.5,41.662,0,2.119,2.119,2.087,590.0,5.358,6.348,611.0,3.216,0,658.651,3.111,14.025,5.67,5.468,35.902,2.563,619.587,3.717,228.0,3.291,4.842,8.465,1.0,1.0,0,642.235,0.109,6.153,4.791,0.104,561.0,21.583,5.267,284.31,277.931,95.417,0.459,0,73771.0,1208.0,0.176,950.46,44.633,1.601
7.215,8.583,8.583,4.022,6.028,2.322,3.38,0.17,14.574,4.444,18.306,17.125,0,15.682,6.495,3.496,955.68,1.636,7.321,2.707,7.427,26.5,48.727,0,2.178,2.178,2.065,682.0,5.306,6.282,604.0,3.064,1,644.979,3.137,15.5,5.297,5.567,37.882,2.537,660.677,3.886,284.0,3.014,4.672,9.508,1.0,1.0,0,739.573,0.095,6.523,5.128,0.089,651.0,22.417,7.431,276.854,252.594,115.083,0.326,0,104031.0,1367.0,0.144,956.9,47.376,1.532
5.0,8.152,8.152,3.925,5.913,2.327,3.268,0.17,14.252,4.444,17.936,16.767,0,15.351,6.401,3.407,959.42,1.636,7.132,2.614,7.431,25.0,43.874,0,2.151,2.151,2.013,696.0,5.209,6.28,581.0,3.026,1,622.562,3.102,15.282,5.295,5.55,35.698,2.574,643.991,3.846,251.0,2.961,4.92,9.121,0.917,0.917,0,759.947,0.103,6.543,4.799,0.097,596.0,21.917,7.471,265.673,239.022,118.25,0.355,0,99073.0,1223.0,0.158,921.19,45.61,1.483
6.0,9.771,9.771,4.118,6.413,2.444,3.337,0.17,14.383,5.556,18.083,16.901,0,15.503,6.529,3.423,929.88,1.77,7.229,2.622,7.426,27.25,42.992,0,2.193,2.193,2.079,664.0,5.323,6.391,585.0,3.112,0,628.969,3.154,15.512,5.498,5.586,38.406,2.573,642.452,3.882,247.0,3.057,4.844,9.482,1.0,1.0,0,721.818,0.094,6.545,5.04,0.094,667.0,24.0,7.43,300.147,265.288,114.667,0.425,0,98469.0,1398.0,0.155,935.67,50.476,1.549
7.745,7.976,7.976,4.059,5.683,2.249,3.448,0.17,14.731,4.0,18.557,17.332,0,15.888,6.445,3.232,845.76,1.636,7.35,2.481,4.775,24.25,43.391,0,1.896,1.896,1.794,600.0,5.255,6.208,548.0,3.055,0,582.489,2.858,14.718,5.129,5.45,35.54,2.549,555.13,3.783,251.0,2.827,4.829,8.775,1.0,1.0,0,649.355,0.103,6.026,4.889,0.095,574.0,20.5,5.024,258.061,244.584,95.056,0.243,0,77907.0,1215.0,0.154,842.86,41.638,1.465
5.556,9.702,9.702,4.16,6.375,2.192,3.38,0.17,14.731,5.556,18.661,17.376,0,15.96,6.512,3.455,899.77,1.698,7.273,2.613,7.426,25.5,40.316,0,2.204,2.204,2.048,642.0,5.293,6.339,567.0,3.1,0,607.123,3.161,14.537,5.765,5.536,36.582,2.652,621.423,3.745,265.0,2.958,4.803,8.64,1.0,1.0,0,697.623,0.102,6.514,4.783,0.098,596.0,23.0,7.43,282.478,254.707,110.833,0.458,0,83900.0,1241.0,0.162,908.26,47.776,1.555
5.994,9.469,9.469,4.143,6.296,2.324,3.387,0.17,14.634,5.333,18.519,17.253,0,15.839,6.533,3.43,971.53,1.741,7.27,2.635,7.427,27.5,44.402,0,2.194,2.194,2.089,694.0,5.323,6.382,611.0,3.103,1,654.129,3.157,15.093,5.499,5.6,38.044,2.709,673.131,3.806,283.0,3.054,5.045,8.957,1.0,1.0,0,752.451,0.097,6.562,4.938,0.094,649.0,24.0,7.431,307.745,268.47,116.833,0.537,0,99217.0,1350.0,0.155,975.9,50.643,1.59
5.464,9.497,9.497,4.154,6.304,2.537,3.411,0.17,14.945,4.444,18.818,17.563,0,16.132,6.628,3.686,1253.12,1.855,7.52,2.933,7.999,28.75,57.184,0,2.334,2.334,2.128,894.0,5.397,6.2,787.0,2.964,0,843.518,3.284,14.581,5.503,5.621,38.169,2.577,885.493,3.779,250.0,3.179,4.639,9.043,1.0,1.0,0,970.605,0.095,6.803,5.075,0.09,627.0,23.0,7.999,247.178,296.375,133.0,0.605,0,145955.0,1340.0,0.148,1273.74,48.352,1.574
5.539,9.493,9.493,4.156,6.303,2.323,3.381,0.17,14.761,5.111,18.642,17.376,0,15.965,6.566,3.428,970.38,1.699,7.373,2.632,5.267,27.0,42.851,0,2.194,2.194,2.088,680.0,5.348,6.27,640.0,3.109,0,686.188,3.156,14.476,5.499,5.562,37.399,2.561,702.868,3.767,240.0,3.161,4.894,8.825,1.0,1.0,0,735.909,0.097,6.495,4.978,0.094,608.0,22.5,7.427,293.626,269.326,108.833,0.504,0,95883.0,1303.0,0.155,1019.61,48.043,1.593
5.471,9.48,9.48,4.139,6.301,2.324,3.38,0.17,14.647,5.333,18.544,17.273,0,15.858,6.523,3.428,922.81,1.699,7.266,2.632,7.427,26.5,41.686,0,2.194,2.194,2.09,658.0,5.308,6.349,583.0,3.111,1,624.424,3.157,15.143,5.499,5.567,37.456,2.678,639.677,3.812,276.0,3.051,4.961,9.0,1.0,1.0,0,714.928,0.099,6.539,4.904,0.096,636.0,23.5,7.431,299.971,260.927,113.333,0.498,0,92403.0,1324.0,0.158,931.16,49.176,1.58
7.215,11.446,11.446,4.292,6.936,2.559,3.383,0.17,15.072,6.444,19.065,17.751,0,16.337,6.67,3.678,1139.55,1.865,7.492,2.901,7.999,28.75,50.193,0,2.394,2.394,2.277,814.0,5.426,6.493,714.0,3.128,0,765.598,3.353,13.711,6.002,5.638,39.043,2.591,797.595,3.664,270.0,3.303,4.856,8.616,1.272,1.272,0,885.95,0.093,6.731,4.993,0.088,617.0,25.083,7.999,298.574,300.311,130.25,0.687,0,118352.0,1309.0,0.147,1154.69,52.419,1.592
5.978,9.482,9.482,4.159,6.299,2.324,3.406,0.17,14.748,5.111,18.62,17.358,0,15.948,6.576,3.43,976.14,1.711,7.377,2.635,5.267,27.5,43.739,0,2.194,2.194,2.094,684.0,5.362,6.301,644.0,3.154,0,690.349,3.157,14.442,5.5,5.582,37.987,2.561,706.868,3.763,246.0,3.159,4.877,8.785,1.0,1.0,0,740.071,0.095,6.509,5.01,0.092,621.0,23.0,7.427,300.71,273.326,110.333,0.55,0,98319.0,1329.0,0.151,1025.35,49.343,1.602
7.264,9.482,9.482,4.159,6.299,2.324,3.388,0.17,14.748,5.111,18.62,17.358,0,15.948,6.576,3.43,1019.1,1.738,7.377,2.635,5.268,28.0,45.56,0,2.194,2.194,2.087,716.0,5.362,6.304,668.0,3.103,0,715.893,3.156,14.442,5.5,5.594,37.987,2.562,736.322,3.763,246.0,3.159,4.93,8.785,1.0,1.0,0,773.432,0.095,6.519,5.01,0.092,621.0,23.0,7.427,299.326,276.869,112.333,0.55,0,102767.0,1329.0,0.151,1064.35,49.51,1.593
7.445,11.446,11.446,4.292,6.936,2.588,3.382,0.17,14.99,6.667,19.002,17.681,0,16.264,6.631,3.545,1091.98,1.872,7.398,2.708,7.999,28.25,49.007,0,2.219,2.219,2.199,792.0,5.389,6.557,657.0,3.13,0,703.834,3.222,14.444,5.97,5.643,39.092,2.732,734.404,3.701,309.0,3.17,4.924,8.786,1.285,1.285,0,864.969,0.095,6.766,4.921,0.09,650.0,26.083,7.999,305.065,291.912,134.75,0.681,0,114200.0,1345.0,0.15,1066.24,53.552,1.555
7.585,8.594,8.594,4.138,6.032,2.438,3.314,0.17,14.889,5.778,18.712,17.493,0,16.035,6.564,3.468,860.53,1.781,7.473,2.757,4.876,25.25,51.766,0,2.043,2.043,2.054,604.0,5.352,6.523,571.0,3.202,0,608.648,3.052,15.905,5.426,5.57,37.869,2.462,602.247,3.913,266.0,3.057,4.375,9.512,1.0,1.0,0,651.149,0.099,6.128,5.078,0.096,668.0,22.75,6.35,261.817,236.67,105.583,0.372,0,89530.0,1406.0,0.158,884.0,45.048,1.551
7.804,7.842,7.842,3.916,5.828,2.131,3.14,0.17,14.968,4.889,18.926,17.64,0,16.194,6.461,3.332,922.64,1.643,7.379,2.236,6.821,22.75,45.561,0,1.696,1.696,1.592,662.0,5.234,6.272,577.0,2.983,1,619.476,2.638,17.054,5.337,5.499,34.948,2.357,628.61,4.012,196.0,3.034,4.811,10.153,0.534,0.534,0,720.133,0.114,6.316,4.776,0.107,631.0,20.583,7.427,232.083,218.284,108.917,0.318,0,96485.0,1311.0,0.182,906.42,40.21,1.428
4.699,6.076,6.076,3.649,5.055,1.0,2.687,0.67,14.994,2.444,19.135,17.779,1,16.273,6.079,2.5,506.39,0.803,7.186,1.5,3.784,15.25,25.606,1,1.0,1.0,1.0,344.0,4.873,5.568,362.0,2.735,1,382.445,2.0,8.417,4.293,4.962,23.033,1.0,378.516,3.077,80.0,2.332,3.7,5.318,-0.712,-0.712,1,366.149,0.169,5.414,3.659,0.154,202.0,11.333,4.526,104.507,137.382,54.167,0.037,1,17584.0,444.0,0.25,558.5,23.314,1.062
8.523,8.244,8.244,3.956,5.905,1.882,3.282,0.17,15.328,4.0,19.575,18.171,0,16.665,6.451,3.032,794.61,1.547,7.442,2.298,4.827,24.5,43.069,0,1.768,1.768,1.772,552.0,5.27,6.282,541.0,3.238,1,572.211,2.772,16.675,5.198,5.51,36.862,2.191,572.519,3.999,262.0,2.846,4.739,9.908,1.0,1.0,0,592.606,0.105,6.065,5.131,0.094,667.0,20.667,5.144,267.865,221.046,95.5,0.325,0,80711.0,1421.0,0.148,832.51,43.6,1.575
7.959,8.583,8.583,4.136,6.028,1.962,3.307,0.17,15.289,4.889,19.429,18.069,0,16.58,6.513,3.388,745.41,1.618,7.502,2.639,4.753,23.5,44.728,0,1.977,1.977,1.981,516.0,5.292,6.258,512.0,3.251,1,546.44,2.983,14.718,5.3,5.484,35.499,2.305,532.348,3.781,251.0,3.044,4.63,8.749,0.928,0.928,0,556.939,0.106,6.014,4.837,0.103,574.0,20.917,4.998,260.561,216.352,92.75,0.297,0,66266.0,1215.0,0.169,785.85,41.467,1.537
4.0,6.27,6.27,3.545,5.108,1.0,2.687,0.33,14.329,2.667,18.213,16.965,1,15.507,5.845,2.5,488.37,0.318,6.831,1.457,4.329,13.5,22.11,1,0.973,0.973,0.946,344.0,4.654,5.669,322.0,2.735,1,348.098,1.957,11.0,4.168,5.011,22.29,1.078,342.857,3.433,86.0,1.991,3.967,6.448,-1.0,-1.0,1,369.473,0.187,5.413,3.487,0.17,242.0,12.0,4.655,129.505,119.184,55.5,0.091,1,17071.0,497.0,0.269,494.67,24.067,1.062
5.699,7.178,7.178,3.696,5.604,1.286,2.783,0.33,15.437,3.556,19.822,18.367,1,16.841,6.069,2.783,515.31,0.45,7.223,1.914,4.624,14.5,26.256,1,1.287,1.287,1.285,354.0,4.838,5.836,360.0,2.703,1,383.452,2.286,10.458,4.233,5.096,23.67,1.58,375.641,3.363,80.0,2.082,4.195,6.329,-0.664,-0.664,1,383.808,0.176,5.478,3.634,0.158,251.0,12.667,4.878,129.627,134.557,61.833,0.144,1,21070.0,537.0,0.257,553.07,24.8,1.085
4.0,6.507,6.507,3.607,5.222,1.266,2.783,0.17,15.294,2.889,19.623,18.191,1,16.672,6.034,2.765,507.42,0.58,7.17,1.887,4.323,14.5,25.284,1,1.266,1.266,1.264,350.0,4.822,5.722,351.0,2.708,1,375.326,2.265,10.458,4.206,5.042,23.721,1.618,367.311,3.366,78.0,2.223,4.085,6.38,-0.618,-0.618,1,375.413,0.175,5.448,3.672,0.158,251.0,12.333,4.622,130.849,132.305,57.667,0.12,1,19790.0,537.0,0.256,540.63,24.7,1.083
5.886,6.17,6.17,3.723,5.077,1.0,2.687,0.67,15.044,2.889,19.179,17.823,0,16.325,6.128,2.5,518.94,0.815,7.239,1.5,3.855,15.75,26.499,1,1.04,1.04,1.0,352.0,4.911,5.63,372.0,2.735,1,394.164,2.0,9.16,4.657,5.004,23.908,1.113,388.516,3.168,91.0,2.485,3.992,5.563,-0.65,-0.65,0,375.005,0.163,5.457,3.72,0.149,229.0,12.167,4.52,129.911,143.382,55.833,0.07,1,18799.0,501.0,0.241,574.68,24.614,1.062
5.31,7.842,7.842,3.863,5.688,1.847,2.999,0.17,14.775,3.556,18.677,17.42,0,15.966,6.265,2.891,803.17,1.163,7.233,2.028,4.946,19.25,36.51,1,1.53,1.53,1.417,574.0,5.04,6.086,506.0,2.911,1,542.66,2.462,13.581,4.897,5.32,29.833,1.91,557.584,3.729,131.0,2.675,4.328,8.289,-0.076,-0.076,0,621.565,0.135,6.209,4.248,0.127,421.0,16.917,6.47,167.495,189.529,90.083,0.178,1,55690.0,880.0,0.216,801.4,34.01,1.259
6.921,7.525,7.525,3.842,5.748,1.913,3.152,0.33,14.854,4.0,18.8,17.523,0,16.069,6.3,2.928,729.36,1.492,7.266,2.076,4.64,21.5,34.931,0,1.618,1.618,1.587,512.0,5.115,6.091,484.0,2.979,1,517.243,2.614,16.088,5.225,5.342,32.607,1.928,500.741,3.94,170.0,2.435,4.907,9.392,0.51,0.51,0,547.937,0.116,5.809,4.694,0.106,547.0,17.333,4.743,222.28,205.449,78.111,0.243,0,58772.0,1183.0,0.167,748.11,36.552,1.478
8.208,7.576,7.576,3.852,5.749,2.029,3.364,0.17,15.528,4.667,19.87,18.431,0,16.903,6.472,3.197,786.96,1.647,7.5,2.206,4.751,24.0,45.549,0,1.922,1.922,1.896,550.0,5.272,6.23,528.0,3.16,0,565.705,2.912,15.385,5.288,5.472,35.663,2.099,540.49,3.852,223.0,2.991,4.655,9.089,1.0,1.0,0,592.653,0.109,5.919,4.877,0.099,600.0,20.5,4.829,251.841,226.99,90.278,0.301,0,71970.0,1268.0,0.16,814.68,41.186,1.551
6.409,7.528,7.528,3.844,5.748,1.902,3.187,0.17,15.637,4.222,20.04,18.577,0,17.046,6.346,2.971,656.7,1.186,7.459,2.078,4.623,19.5,33.711,0,1.535,1.535,1.494,452.0,5.121,6.021,456.0,2.985,1,485.89,2.514,13.719,5.252,5.265,30.377,1.928,463.798,3.725,150.0,2.855,4.601,8.007,0.101,0.101,0,486.405,0.133,5.706,4.371,0.119,439.0,16.667,4.721,204.523,193.36,72.444,0.26,0,41646.0,940.0,0.193,704.86,33.019,1.316
7.646,7.53,7.53,3.844,5.749,1.905,3.13,0.17,15.47,4.444,19.849,18.395,0,16.872,6.251,2.821,657.41,1.111,7.319,1.949,4.63,18.75,32.556,1,1.414,1.414,1.397,460.0,5.039,6.049,440.0,3.094,1,467.412,2.407,13.194,4.813,5.26,29.494,1.928,451.082,3.675,141.0,2.719,4.617,7.741,0.067,0.067,0,496.501,0.139,5.715,4.168,0.126,409.0,16.833,4.829,203.207,183.575,75.111,0.177,1,39316.0,850.0,0.203,678.53,33.086,1.443
6.62,6.433,6.433,3.638,5.33,1.161,3.041,0.5,15.078,3.111,19.394,17.962,0,16.461,6.029,2.5,437.61,0.538,7.008,1.5,4.171,15.5,19.751,0,1.255,1.255,1.21,300.0,4.828,5.949,306.0,3.058,1,323.684,2.223,9.214,4.843,5.142,25.884,1.408,320.423,3.067,130.0,2.038,3.983,5.54,-0.55,-0.55,0,321.287,0.162,5.65,3.573,0.15,258.0,16.333,4.207,182.91,145.988,60.167,0.07,0,14587.0,515.0,0.246,476.18,32.681,1.443
4.699,5.199,5.199,3.284,4.862,0.57,2.694,0.67,14.92,2.222,19.223,17.8,1,16.292,5.732,1.765,312.48,-0.362,6.83,0.687,3.856,11.25,14.863,1,0.61,0.61,0.581,210.0,4.533,5.405,228.0,2.735,1,239.371,1.572,6.4,3.712,4.8,19.106,0.931,232.332,2.688,50.0,1.5,3.725,4.228,-1.206,-1.206,1,221.386,0.221,5.224,2.996,0.203,128.0,11.0,4.006,125.113,101.493,41.0,0.0,1,5901.0,257.0,0.333,354.3,22.067,1.062
