pXC50,N.,nN,nS,Sv,nHM,MW,Se,Sp,nCsp2,Si,nAT,nCsp3,C.,nBT,nAB,nSK,SCBO,nBO,AMW,H.,Me,Mi,Mp,Mv,nB,nBM,nBR,nC
7.886,0.0,0,1,33.798,1,416.53,53.643,35.512,14,59.159,53,8,41.5,56,16,29,40.0,32,7.859,45.3,1.012,1.116,0.67,0.638,0,16,0,22
7.328,0.0,0,1,31.939,1,404.49,49.945,33.233,14,54.874,49,7,42.9,52,16,28,39.0,31,8.255,42.9,1.019,1.12,0.678,0.652,0,16,0,21
7.036,0.0,0,1,32.383,2,420.94,49.756,34.154,14,54.478,49,7,42.9,52,16,28,39.0,31,8.591,42.9,1.015,1.112,0.697,0.661,0,16,0,21
7.125,0.0,0,1,32.271,1,402.5,50.76,33.75,14,55.744,50,7,42.0,53,16,28,39.0,31,8.05,44.0,1.015,1.115,0.675,0.645,0,16,0,21
7.854,0.0,0,1,33.798,1,416.53,53.643,35.512,14,59.159,53,8,41.5,56,16,29,40.0,32,7.859,45.3,1.012,1.116,0.67,0.638,0,16,0,22
8.131,0.0,0,1,31.939,1,404.49,49.945,33.233,14,54.874,49,7,42.9,52,16,28,39.0,31,8.255,42.9,1.019,1.12,0.678,0.652,0,16,0,21
8.432,0.0,0,1,32.383,2,420.94,49.756,34.154,14,54.478,49,7,42.9,52,16,28,39.0,31,8.591,42.9,1.015,1.112,0.697,0.661,0,16,0,21
7.051,1.6,1,0,39.159,0,461.55,61.552,40.631,20,68.152,61,7,44.3,65,22,34,49.0,38,7.566,44.3,1.009,1.117,0.666,0.642,0,22,0,27
6.924,1.7,1,0,36.685,0,427.54,60.436,38.392,14,67.568,60,10,40.0,63,16,31,42.0,34,7.126,48.3,1.007,1.126,0.64,0.611,0,16,0,24
5.728,1.8,1,0,35.347,0,427.49,56.996,36.324,14,62.947,56,9,41.1,60,16,31,43.0,35,7.634,44.6,1.018,1.124,0.649,0.631,0,16,0,23
7.18,1.9,1,0,33.632,0,399.48,54.669,34.87,14,60.737,54,8,40.7,57,16,29,40.0,32,7.398,46.3,1.012,1.125,0.646,0.623,0,16,0,22
8.174,0.0,0,1,35.993,1,444.56,56.712,37.756,16,62.704,56,8,42.9,59,17,31,42.5,34,7.939,44.6,1.013,1.12,0.674,0.643,0,17,0,24
7.137,0.0,0,0,31.422,0,358.47,52.123,33.171,12,58.445,52,9,40.4,54,12,26,34.0,28,6.894,50.0,1.002,1.124,0.638,0.604,0,12,0,21
7.31,0.0,0,0,32.234,0,356.5,53.68,34.478,12,60.65,54,10,40.7,56,12,26,34.0,28,6.602,51.9,0.994,1.123,0.638,0.597,0,12,0,22
7.959,0.0,0,0,33.234,0,368.51,54.68,35.478,12,61.65,55,11,41.8,58,12,27,36.0,30,6.7,50.9,0.994,1.121,0.645,0.604,0,12,0,23
8.081,0.0,0,0,34.476,0,386.53,57.891,36.693,12,65.275,58,11,39.7,60,12,28,36.0,30,6.664,51.7,0.998,1.125,0.633,0.594,0,12,0,23
7.0,0.0,0,0,35.191,0,402.53,59.218,37.148,12,66.484,59,11,39.0,61,12,29,37.0,31,6.823,50.8,1.004,1.127,0.63,0.596,0,12,0,23
7.921,0.0,0,0,34.476,0,386.53,57.891,36.693,12,65.275,58,11,39.7,60,12,28,36.0,30,6.664,51.7,0.998,1.125,0.633,0.594,0,12,0,23
7.854,0.0,0,0,35.191,0,402.53,59.218,37.148,12,66.484,59,11,39.0,61,12,29,37.0,31,6.823,50.8,1.004,1.127,0.63,0.596,0,12,0,23
7.721,0.0,0,0,36.003,0,400.56,60.774,38.455,12,68.69,61,12,39.3,63,12,29,37.0,31,6.567,52.5,0.996,1.126,0.63,0.59,0,12,0,24
8.004,0.0,0,0,36.718,0,416.56,62.101,38.909,12,69.9,62,12,38.7,64,12,30,38.0,32,6.719,51.6,1.002,1.127,0.628,0.592,0,12,0,24
7.284,0.0,0,0,33.761,0,370.53,56.563,36.239,12,64.066,57,11,40.4,59,12,27,35.0,29,6.501,52.6,0.992,1.124,0.636,0.592,0,12,0,23
6.77,0.0,0,0,34.476,0,386.53,57.891,36.693,12,65.275,58,11,39.7,60,12,28,36.0,30,6.664,51.7,0.998,1.125,0.633,0.594,0,12,0,23
8.071,0.0,0,0,36.718,0,416.56,62.101,38.909,12,69.9,62,12,38.7,64,12,30,38.0,32,6.719,51.6,1.002,1.127,0.628,0.592,0,12,0,24
8.0,0.0,0,0,37.432,0,432.56,63.429,39.364,12,71.109,63,12,38.1,65,12,31,39.0,33,6.866,50.8,1.007,1.129,0.625,0.594,0,12,0,24
7.004,1.9,1,0,34.015,0,417.47,55.182,34.807,14,61.077,54,8,40.7,57,16,30,41.0,33,7.731,44.4,1.022,1.131,0.645,0.63,0,16,0,22
5.44,1.7,1,0,35.256,0,395.54,57.781,37.483,14,65.149,58,10,41.4,61,16,29,40.0,32,6.82,50.0,0.996,1.123,0.646,0.608,0,16,0,24
6.529,2.0,1,0,32.933,1,419.89,52.109,33.966,14,57.266,51,7,41.2,54,16,29,40.0,32,8.233,43.1,1.022,1.123,0.666,0.646,0,16,0,21
5.382,2.2,1,0,29.149,0,339.42,46.247,30.438,14,51.488,46,6,43.5,49,16,25,36.0,28,7.379,45.7,1.005,1.119,0.662,0.634,0,16,0,20
4.593,2.2,1,0,29.532,0,357.41,46.76,30.375,14,51.828,46,6,43.5,49,16,26,37.0,29,7.77,43.5,1.017,1.127,0.66,0.642,0,16,0,20
6.133,2.0,1,0,31.39,0,369.45,50.458,32.654,14,56.113,50,7,42.0,53,16,27,38.0,30,7.389,46.0,1.009,1.122,0.653,0.628,0,16,0,21
6.141,1.9,1,0,33.675,0,389.48,52.131,35.199,18,57.903,52,6,46.2,56,21,29,43.5,33,7.49,44.2,1.003,1.114,0.677,0.648,0,21,0,24
5.955,2.0,1,0,31.774,0,387.44,50.971,32.591,14,56.452,50,7,42.0,53,16,28,39.0,31,7.749,44.0,1.019,1.129,0.652,0.635,0,16,0,21
6.821,2.0,1,0,31.774,0,387.44,50.971,32.591,14,56.452,50,7,42.0,53,16,28,39.0,31,7.749,44.0,1.019,1.129,0.652,0.635,0,16,0,21
7.06,1.9,1,0,33.202,0,379.49,53.014,34.961,14,59.318,53,9,43.4,57,16,28,40.0,32,7.16,47.2,1.0,1.119,0.66,0.626,0,16,0,23
7.328,1.9,1,0,33.586,0,397.48,53.527,34.898,14,59.658,53,9,43.4,57,16,29,41.0,33,7.5,45.3,1.01,1.126,0.658,0.634,0,16,0,23
7.301,1.8,1,0,34.729,0,393.52,55.898,36.722,14,62.734,56,10,42.9,60,16,29,41.0,33,7.027,48.2,0.998,1.12,0.656,0.62,0,16,0,24
6.231,1.8,1,0,33.729,0,381.51,54.898,35.722,14,61.734,55,9,41.8,58,16,28,39.0,31,6.937,49.1,0.998,1.122,0.649,0.613,0,16,0,23
6.533,1.8,1,0,36.632,0,435.51,57.669,37.869,18,63.737,57,7,43.9,61,21,32,46.5,36,7.641,43.9,1.012,1.118,0.664,0.643,0,21,0,25
6.845,3.3,2,0,38.653,0,462.54,60.771,39.875,19,67.235,60,7,43.3,64,22,34,49.0,38,7.709,43.3,1.013,1.121,0.665,0.644,0,22,0,26
6.917,1.7,1,0,37.588,0,457.52,61.207,38.54,14,67.571,60,10,40.0,64,16,33,45.0,37,7.625,45.0,1.02,1.126,0.642,0.626,0,16,0,24
6.917,1.8,1,0,34.347,0,415.48,55.996,35.324,14,61.947,55,8,40.0,58,16,30,41.0,33,7.554,45.5,1.018,1.126,0.642,0.624,0,16,0,22
8.538,0.0,0,0,33.137,0,386.48,54.451,34.625,12,60.654,54,10,40.7,57,12,28,37.0,31,7.157,48.1,1.008,1.123,0.641,0.614,0,12,0,22
4.189,2.9,2,0,42.475,0,498.63,70.632,44.375,15,79.106,70,12,38.6,73,17,36,47.5,39,7.123,48.6,1.009,1.13,0.634,0.607,0,17,0,27
4.131,3.0,2,0,40.948,0,484.6,67.749,42.614,15,75.69,67,11,38.8,70,17,35,46.5,38,7.233,47.8,1.011,1.13,0.636,0.611,0,17,0,26
4.857,3.1,2,0,39.422,0,470.57,64.865,40.852,15,72.275,64,10,39.1,67,17,34,45.5,37,7.353,46.9,1.014,1.129,0.638,0.616,0,17,0,25
5.3,3.3,2,0,37.895,0,456.54,61.982,39.091,15,68.86,61,9,39.3,64,17,33,44.5,36,7.484,45.9,1.016,1.129,0.641,0.621,0,17,0,24
4.854,3.3,2,0,39.045,0,510.51,63.52,38.904,15,69.879,61,9,39.3,64,17,36,47.5,39,8.369,41.0,1.041,1.146,0.638,0.64,0,17,0,24
5.246,3.3,2,0,39.045,0,510.51,63.52,38.904,15,69.879,61,9,39.3,64,17,36,47.5,39,8.369,41.0,1.041,1.146,0.638,0.64,0,17,0,24
6.466,4.3,2,0,29.75,0,404.38,49.542,29.165,9,54.424,47,8,36.2,49,11,28,35.5,30,8.604,40.4,1.054,1.158,0.621,0.633,0,11,0,17
6.812,4.2,2,0,30.464,0,420.38,50.869,29.619,9,55.634,48,8,35.4,50,11,29,36.5,31,8.758,39.6,1.06,1.159,0.617,0.635,0,11,0,17
5.554,4.2,2,0,30.464,0,420.38,50.869,29.619,9,55.634,48,8,35.4,50,11,29,36.5,31,8.758,39.6,1.06,1.159,0.617,0.635,0,11,0,17
4.827,4.2,2,0,30.464,0,420.38,50.869,29.619,9,55.634,48,8,35.4,50,11,29,36.5,31,8.758,39.6,1.06,1.159,0.617,0.635,0,11,0,17
8.155,3.3,2,0,39.045,0,510.51,63.52,38.904,15,69.879,61,9,39.3,64,17,36,47.5,39,8.369,41.0,1.041,1.146,0.638,0.64,0,17,0,24
5.162,3.5,2,0,33.895,0,408.5,57.982,35.091,9,64.86,57,11,35.1,59,11,29,36.5,31,7.167,49.1,1.017,1.138,0.616,0.595,0,11,0,20
5.221,3.4,2,0,34.707,0,406.53,59.538,36.398,9,67.066,59,12,35.6,61,11,29,36.5,31,6.89,50.8,1.009,1.137,0.617,0.588,0,11,0,21
4.876,3.7,2,0,32.368,0,394.47,55.098,33.33,9,61.445,54,10,35.2,56,11,28,35.5,30,7.305,48.1,1.02,1.138,0.617,0.599,0,11,0,19
5.223,3.6,2,0,33.18,0,392.5,56.654,34.637,9,63.651,56,11,35.7,58,11,28,35.5,30,7.009,50.0,1.012,1.137,0.619,0.593,0,11,0,20
5.446,5.6,3,0,33.148,0,403.48,54.989,34.12,9,61.319,54,10,37.0,56,11,29,38.5,31,7.472,46.3,1.018,1.136,0.632,0.614,0,12,0,20
6.545,3.7,2,0,32.368,0,394.47,55.098,33.33,9,61.445,54,10,35.2,56,11,28,35.5,30,7.305,48.1,1.02,1.138,0.617,0.599,0,11,0,19
6.424,3.5,2,0,33.895,0,408.5,57.982,35.091,9,64.86,57,11,35.1,59,11,29,36.5,31,7.167,49.1,1.017,1.138,0.616,0.595,0,11,0,20
7.167,3.4,2,0,34.707,0,406.53,59.538,36.398,9,67.066,59,12,35.6,61,11,29,36.5,31,6.89,50.8,1.009,1.137,0.617,0.588,0,11,0,21
6.636,3.6,2,0,33.18,0,392.5,56.654,34.637,9,63.651,56,11,35.7,58,11,28,35.5,30,7.009,50.0,1.012,1.137,0.619,0.593,0,11,0,20
5.383,3.8,2,0,32.037,0,396.46,54.283,32.813,9,60.575,53,10,35.8,55,11,28,35.5,30,7.48,47.2,1.024,1.143,0.619,0.604,0,11,0,19
4.182,5.6,3,0,33.148,0,403.48,54.989,34.12,9,61.319,54,10,37.0,56,11,29,38.5,31,7.472,46.3,1.018,1.136,0.632,0.614,0,12,0,20
4.12,3.7,2,0,32.368,0,394.47,55.098,33.33,9,61.445,54,10,35.2,56,11,28,35.5,30,7.305,48.1,1.02,1.138,0.617,0.599,0,11,0,19
4.851,3.4,2,0,34.707,0,406.53,59.538,36.398,9,67.066,59,12,35.6,61,11,29,36.5,31,6.89,50.8,1.009,1.137,0.617,0.588,0,11,0,21
4.218,3.6,2,0,34.33,0,446.47,58.192,34.449,9,64.67,56,11,35.7,58,11,31,38.5,33,7.973,44.6,1.039,1.155,0.615,0.613,0,11,0,20
4.733,3.6,2,0,33.18,0,392.5,56.654,34.637,9,63.651,56,11,35.7,58,11,28,35.5,30,7.009,50.0,1.012,1.137,0.619,0.593,0,11,0,20
5.857,3.8,2,0,32.037,0,396.46,54.283,32.813,9,60.575,53,10,35.8,55,11,28,35.5,30,7.48,47.2,1.024,1.143,0.619,0.604,0,11,0,19
5.695,3.8,2,0,31.653,0,378.47,53.771,32.875,9,60.235,53,10,35.8,55,11,27,34.5,29,7.141,49.1,1.015,1.137,0.62,0.597,0,11,0,19
7.524,0.0,0,0,30.798,0,374.42,50.011,31.557,12,55.033,49,8,40.8,52,12,27,36.0,30,7.641,44.9,1.021,1.123,0.644,0.629,0,12,0,20
6.911,0.0,0,0,30.467,0,376.41,49.196,31.04,12,54.163,48,8,41.7,51,12,27,36.0,30,7.842,43.8,1.025,1.128,0.647,0.635,0,12,0,20
7.775,0.0,0,0,30.911,1,392.86,49.007,31.96,12,53.768,48,8,41.7,51,12,27,36.0,30,8.185,43.8,1.021,1.12,0.666,0.644,0,12,0,20
6.928,2.0,1,0,31.578,0,383.43,49.902,32.347,12,54.907,49,8,42.9,52,12,28,39.0,31,7.825,42.9,1.018,1.121,0.66,0.644,0,13,0,21
7.848,0.0,0,0,32.76,0,426.42,53.105,32.676,12,58.258,51,9,41.2,54,12,30,39.0,33,8.361,41.2,1.041,1.142,0.641,0.642,0,12,0,21
7.839,0.0,0,0,33.475,0,442.42,54.432,33.131,12,59.467,52,9,40.4,55,12,31,40.0,34,8.508,40.4,1.047,1.144,0.637,0.644,0,12,0,21
8.444,0.0,0,1,32.798,1,404.52,52.643,34.512,12,58.159,52,9,40.4,55,12,28,37.0,31,7.779,46.2,1.012,1.118,0.664,0.631,0,12,0,21
8.854,0.0,0,0,34.664,0,400.51,57.334,36.387,12,64.069,57,11,40.4,60,12,29,38.0,32,7.026,49.1,1.006,1.124,0.638,0.608,0,12,0,23
8.854,0.0,0,0,35.137,0,410.5,56.451,36.625,12,62.654,56,10,42.9,59,12,30,41.0,33,7.33,46.4,1.008,1.119,0.654,0.627,0,13,0,24
6.618,0.0,0,0,40.191,0,462.58,64.218,42.148,18,71.484,64,10,43.8,68,18,34,47.0,38,7.228,46.9,1.003,1.117,0.659,0.628,0,18,0,28
8.041,0.0,0,0,32.325,0,388.45,52.894,33.318,12,58.448,52,9,40.4,55,12,28,37.0,31,7.47,46.2,1.017,1.124,0.641,0.622,0,12,0,21
8.319,0.0,0,0,31.61,0,372.45,51.567,32.864,12,57.239,51,9,41.2,54,12,27,36.0,30,7.303,47.1,1.011,1.122,0.644,0.62,0,12,0,21
8.125,0.0,0,0,34.664,0,400.51,57.334,36.387,12,64.069,57,11,40.4,60,12,29,38.0,32,7.026,49.1,1.006,1.124,0.638,0.608,0,12,0,23
8.495,0.0,0,0,34.664,0,400.51,57.334,36.387,12,64.069,57,11,40.4,60,12,29,38.0,32,7.026,49.1,1.006,1.124,0.638,0.608,0,12,0,23
8.796,0.0,0,0,34.137,0,398.49,55.451,35.625,12,61.654,55,11,41.8,59,12,29,39.0,33,7.245,47.3,1.008,1.121,0.648,0.621,0,12,0,23
7.377,4.3,4,0,53.394,0,616.84,92.465,56.41,11,104.803,92,21,34.8,95,11,44,54.5,47,6.705,52.2,1.005,1.139,0.613,0.58,0,13,0,32
7.009,4.4,4,0,52.582,0,618.81,90.909,55.103,11,102.597,90,20,34.4,93,11,44,54.5,47,6.876,51.1,1.01,1.14,0.612,0.584,0,13,0,31
6.821,4.7,4,0,50.055,0,592.77,87.025,52.341,11,98.182,86,18,33.7,88,11,42,51.5,44,6.893,51.2,1.012,1.142,0.609,0.582,0,13,0,29
6.68,5.8,5,0,50.549,0,605.77,87.243,52.586,12,98.265,86,17,33.7,88,11,43,53.5,45,7.044,50.0,1.014,1.143,0.611,0.588,0,14,0,29
7.337,5.4,5,0,53.415,0,619.85,93.567,56.415,11,106.301,93,20,33.3,95,11,44,53.5,46,6.665,52.7,1.006,1.143,0.607,0.574,0,13,0,31
5.607,5.3,3,0,34.389,0,421.5,58.2,35.335,10,64.943,57,10,35.1,59,11,30,38.5,32,7.395,47.4,1.021,1.139,0.62,0.603,0,12,0,20
5.002,5.0,3,0,35.916,0,435.53,61.083,37.097,10,68.358,60,11,35.0,62,11,31,39.5,33,7.259,48.3,1.018,1.139,0.618,0.599,0,12,0,21
5.595,4.8,3,0,37.443,0,449.56,63.967,38.858,10,71.774,63,12,34.9,65,11,32,40.5,34,7.136,49.2,1.015,1.139,0.617,0.594,0,12,0,22
5.971,4.5,3,0,38.97,0,463.59,66.851,40.62,10,75.189,66,13,34.8,68,11,33,41.5,35,7.024,50.0,1.013,1.139,0.615,0.59,0,12,0,23
6.34,4.3,3,0,40.497,0,477.62,69.734,42.381,10,78.604,69,14,34.8,71,11,34,42.5,36,6.922,50.7,1.011,1.139,0.614,0.587,0,12,0,24
6.216,4.1,3,0,42.738,0,507.65,73.945,44.597,10,83.229,73,15,34.2,75,11,36,44.5,38,6.954,50.7,1.013,1.14,0.611,0.585,0,12,0,25
6.446,3.9,3,0,44.265,0,521.68,76.829,46.358,10,86.644,76,16,34.2,78,11,37,45.5,39,6.864,51.3,1.011,1.14,0.61,0.582,0,12,0,26
6.496,3.9,3,0,44.265,0,521.68,76.829,46.358,10,86.644,76,16,34.2,78,11,37,45.5,39,6.864,51.3,1.011,1.14,0.61,0.582,0,12,0,26
5.979,5.5,4,0,43.233,0,520.65,74.163,44.841,11,83.312,73,14,34.2,75,11,37,46.5,39,7.132,49.3,1.016,1.141,0.614,0.592,0,13,0,25
7.699,5.5,5,0,52.888,0,617.83,91.683,55.654,11,103.886,91,20,34.1,94,11,44,54.5,47,6.789,51.6,1.008,1.142,0.612,0.581,0,13,0,31
7.745,5.3,5,0,54.415,0,631.86,94.567,57.415,11,107.301,94,21,34.0,97,11,45,55.5,48,6.722,52.1,1.006,1.142,0.611,0.579,0,13,0,32
5.799,5.5,3,0,32.675,0,393.49,55.872,33.881,9,62.734,55,10,34.5,57,11,28,35.5,30,7.154,49.1,1.016,1.141,0.616,0.594,0,11,0,19
5.51,5.0,3,0,35.916,0,435.53,61.083,37.097,10,68.358,60,11,35.0,62,11,31,39.5,33,7.259,48.3,1.018,1.139,0.618,0.599,0,12,0,21
5.292,4.8,3,0,37.443,0,449.56,63.967,38.858,10,71.774,63,12,34.9,65,11,32,40.5,34,7.136,49.2,1.015,1.139,0.617,0.594,0,12,0,22
5.4,4.5,3,0,38.97,0,463.59,66.851,40.62,10,75.189,66,13,34.8,68,11,33,41.5,35,7.024,50.0,1.013,1.139,0.615,0.59,0,12,0,23
6.029,4.9,3,1,36.818,1,471.59,62.487,38.199,9,69.488,61,11,32.8,63,11,32,41.5,34,7.731,47.5,1.024,1.139,0.626,0.604,0,13,0,20
5.328,6.5,4,0,36.938,0,450.55,63.185,38.102,10,70.857,62,11,33.9,64,11,32,40.5,34,7.267,48.4,1.019,1.143,0.615,0.596,0,12,0,21
5.25,6.2,4,0,38.464,0,464.58,66.069,39.864,10,74.272,65,12,33.8,67,11,33,41.5,35,7.147,49.2,1.016,1.143,0.613,0.592,0,12,0,22
8.097,3.8,3,0,45.792,0,535.71,79.712,48.12,10,90.059,79,17,34.2,81,11,38,46.5,40,6.781,51.9,1.009,1.14,0.609,0.58,0,12,0,27
7.097,5.1,4,0,46.286,0,548.71,79.93,48.364,11,90.142,79,16,34.2,81,11,39,48.5,41,6.946,50.6,1.012,1.141,0.612,0.586,0,13,0,27
5.762,5.5,5,0,52.888,0,617.83,91.683,55.654,11,103.886,91,20,34.1,94,11,44,54.5,47,6.789,51.6,1.008,1.142,0.612,0.581,0,13,0,31
6.431,5.3,5,0,54.415,0,631.86,94.567,57.415,11,107.301,94,21,34.0,97,11,45,55.5,48,6.722,52.1,1.006,1.142,0.611,0.579,0,13,0,32
5.387,0.0,0,0,36.664,0,424.53,59.334,38.387,17,66.069,59,8,42.4,61,12,31,42.0,33,7.195,47.5,1.006,1.12,0.651,0.621,0,15,0,25
5.77,0.0,0,0,38.191,0,438.56,62.218,40.148,17,69.484,62,9,41.9,64,12,32,43.0,34,7.074,48.4,1.004,1.121,0.648,0.616,0,15,0,26
7.503,0.0,0,0,34.47,0,436.45,56.876,34.682,13,62.076,55,8,38.2,57,12,31,40.0,33,7.935,43.6,1.034,1.129,0.631,0.627,0,13,0,21
8.262,0.0,0,0,31.325,0,376.44,51.894,32.318,12,57.448,51,8,39.2,53,12,27,35.0,29,7.381,47.1,1.018,1.126,0.634,0.614,0,12,0,20
8.0,0.0,0,0,40.05,0,490.55,66.527,40.966,13,73.322,65,12,38.5,68,12,35,45.0,38,7.547,46.2,1.023,1.128,0.63,0.616,0,13,0,25
5.893,1.6,1,0,38.642,0,461.56,64.974,40.063,13,72.402,64,11,37.5,66,12,33,42.0,35,7.212,48.4,1.015,1.131,0.626,0.604,0,13,0,24
6.284,1.6,1,0,39.4,0,467.56,63.763,40.847,17,70.777,63,9,41.3,66,17,34,46.5,37,7.422,46.0,1.012,1.123,0.648,0.625,0,18,0,26
7.097,0.0,0,0,37.636,1,482.95,61.64,38.608,13,67.641,60,10,38.3,62,12,33,42.0,35,8.049,45.0,1.027,1.127,0.643,0.627,0,13,0,23
5.77,0.0,0,0,36.921,1,466.95,60.313,38.153,13,66.432,59,10,39.0,61,12,32,41.0,34,7.914,45.8,1.022,1.126,0.647,0.626,0,13,0,23
7.699,0.0,0,0,41.577,0,504.58,69.411,42.727,13,76.737,68,13,38.2,71,12,36,46.0,39,7.42,47.1,1.021,1.128,0.628,0.611,0,13,0,26
5.77,0.0,0,0,37.679,1,472.95,59.102,38.938,17,64.807,58,8,43.1,61,17,33,45.5,36,8.154,43.1,1.019,1.117,0.671,0.65,0,18,0,25
5.77,0.0,0,0,37.109,1,480.93,59.756,37.847,13,65.226,58,10,39.7,61,12,33,43.0,36,8.292,43.1,1.03,1.125,0.653,0.64,0,13,0,23
6.309,3.4,2,0,37.368,0,454.52,60.098,38.33,15,66.445,59,9,40.7,63,20,33,47.0,37,7.704,44.1,1.019,1.126,0.65,0.633,0,20,0,24
6.879,1.8,1,0,34.444,0,397.51,56.225,36.176,14,62.943,56,9,41.1,59,16,29,40.0,32,7.098,48.2,1.004,1.124,0.646,0.615,0,16,0,23
6.845,1.8,1,0,34.73,0,433.47,56.509,35.262,14,62.286,55,8,40.0,58,16,31,42.0,34,7.881,43.6,1.027,1.132,0.641,0.631,0,16,0,22
6.695,1.6,1,0,37.4,0,443.54,61.763,38.847,14,68.777,61,10,39.3,64,16,32,43.0,35,7.271,47.5,1.013,1.127,0.637,0.613,0,16,0,24
6.697,1.7,1,0,38.159,0,449.54,60.552,39.631,18,67.152,60,8,43.3,64,21,33,47.5,37,7.492,45.0,1.009,1.119,0.661,0.636,0,21,0,26
6.405,1.6,1,0,37.4,0,443.54,61.763,38.847,14,68.777,61,10,39.3,64,16,32,43.0,35,7.271,47.5,1.013,1.127,0.637,0.613,0,16,0,24
6.339,3.3,2,0,37.895,0,456.54,61.982,39.091,13,68.86,61,11,39.3,65,16,33,45.0,37,7.484,45.9,1.016,1.129,0.641,0.621,0,16,0,24
6.274,3.1,2,0,39.422,0,470.57,64.865,40.852,13,72.275,64,12,39.1,68,16,34,46.0,38,7.353,46.9,1.014,1.129,0.638,0.616,0,16,0,25
7.553,1.8,1,0,35.159,0,413.51,57.552,36.631,14,64.152,57,9,40.4,60,16,30,41.0,33,7.255,47.4,1.01,1.125,0.643,0.617,0,16,0,23
7.301,1.7,1,1,37.819,1,467.58,58.745,39.517,18,64.657,58,7,43.1,62,21,33,47.5,37,8.062,43.1,1.013,1.115,0.681,0.652,0,21,0,25
6.74,1.6,1,0,39.542,0,479.54,62.065,40.568,20,68.492,61,7,44.3,65,22,35,50.0,39,7.861,42.6,1.017,1.123,0.665,0.648,0,22,0,27
4.301,7.0,4,0,32.176,0,344.56,56.105,35.137,7,65.015,57,13,35.1,59,6,25,31.0,27,6.045,56.1,0.984,1.141,0.616,0.564,0,7,0,20
7.027,1.7,1,0,35.873,0,429.51,58.88,37.085,14,65.362,58,9,39.7,61,16,31,42.0,34,7.405,46.6,1.015,1.127,0.639,0.619,0,16,0,23
8.523,0.0,0,0,32.965,1,408.91,53.774,34.483,12,59.598,53,9,39.6,55,12,28,36.0,30,7.715,47.2,1.015,1.124,0.651,0.622,0,12,0,21
5.886,1.6,1,0,37.83,0,463.53,63.418,38.756,13,70.196,62,10,37.1,64,12,33,42.0,35,7.476,46.8,1.023,1.132,0.625,0.61,0,13,0,23
7.174,1.6,1,0,38.4,0,455.55,62.763,39.847,14,69.777,62,11,40.3,66,16,33,45.0,37,7.348,46.8,1.012,1.125,0.643,0.619,0,16,0,25
6.377,3.4,3,0,34.442,1,698.03,89.505,58.5,22,99.417,88,13,39.8,93,17,49,66.5,54,7.932,44.3,1.017,1.13,0.665,0.633,1,21,0,35
6.456,1.1,1,0,61.194,1,766.24,92.931,62.568,33,101.219,91,9,46.2,97,24,55,79.0,61,8.42,39.6,1.021,1.112,0.688,0.672,0,30,0,42
6.81,3.1,3,0,34.442,1,740.12,98.156,63.785,22,109.663,97,16,39.2,102,17,52,69.5,57,7.63,46.4,1.012,1.131,0.658,0.633,1,21,0,38
4.959,1.1,1,0,59.667,1,752.21,90.047,60.807,33,97.804,88,8,46.6,94,24,54,78.0,60,8.548,38.6,1.023,1.111,0.691,0.678,0,30,0,41
6.812,2.5,3,0,77.473,1,927.54,120.934,80.836,39,134.121,120,14,44.2,127,30,67,95.0,74,7.729,44.2,1.008,1.118,0.674,0.646,0,36,0,53
8.097,0.0,0,0,30.61,0,360.44,50.567,31.864,12,56.239,50,8,40.0,52,12,26,34.0,28,7.209,48.0,1.011,1.125,0.637,0.612,0,12,0,20
7.26,2.6,3,0,75.946,1,913.51,118.05,79.074,39,130.705,117,13,44.4,124,30,66,94.0,73,7.808,43.6,1.009,1.117,0.676,0.649,0,36,0,52
6.91,3.1,3,0,34.442,1,774.13,99.272,66.023,28,110.248,98,13,41.8,104,23,55,76.5,61,7.899,43.9,1.013,1.125,0.674,0.633,1,27,0,41
7.022,3.0,3,0,34.442,1,788.16,102.156,67.785,28,113.663,101,14,41.6,107,23,56,77.5,62,7.804,44.6,1.011,1.125,0.671,0.633,1,27,0,42
6.078,0.0,0,0,63.941,1,795.28,97.923,65.54,33,106.761,96,11,45.8,102,24,57,81.0,63,8.284,40.6,1.02,1.112,0.683,0.666,0,30,0,44
6.585,0.0,0,0,36.808,0,448.51,61.316,37.75,13,67.697,60,10,38.3,62,12,32,41.0,34,7.475,46.7,1.022,1.128,0.629,0.613,0,13,0,23
6.883,2.2,3,1,85.536,2,1023.76,137.639,90.506,30,153.741,137,26,40.9,146,24,72,99.0,81,7.473,47.4,1.005,1.122,0.661,0.624,0,30,0,56
5.097,1.9,2,0,70.038,1,865.39,108.894,72.074,34,119.588,107,13,43.9,113,24,62,87.0,68,8.088,42.1,1.018,1.118,0.674,0.655,0,31,0,47
4.822,1.8,2,0,71.564,1,879.42,111.778,73.836,34,123.003,110,14,43.6,116,24,63,88.0,69,7.995,42.7,1.016,1.118,0.671,0.651,0,31,0,48
6.367,3.2,3,0,34.442,1,726.09,95.272,62.023,22,106.248,94,15,39.4,99,17,51,68.5,56,7.724,45.7,1.014,1.13,0.66,0.633,1,21,0,37
7.161,0.0,0,1,29.556,1,362.48,47.433,31.296,12,52.534,47,7,40.4,49,12,25,33.0,27,7.712,46.8,1.009,1.118,0.666,0.629,0,12,0,19
