pXC50,GGI7,Eig11_AEA.ri.,Eig11_EA.ri.,Eig11_EA,SM05_AEA.dm.,ATSC5p,Eig11_EA.ed.,SM06_AEA.ri.,Psi_i_1,TIC3,SpMax6_Bh.p.,Eig13_AEA.ed.,ATSC5m,SpMin5_Bh.i.,TIC4,TIC5,Eig14_AEA.bo.,SpMin7_Bh.i.,SpMax8_Bh.v.,Eig12_AEA.ed.,SNar,Xt,Eig12_AEA.ri.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,X1v,RDCHI,SpMin6_Bh.i.,Eig12_EA,Eig12_EA.bo.,SM06_AEA.dm.,Eig14_AEA.ri.,Eig12_EA.ed.,Eig12_EA.ri.,SM07_AEA.ri.,SpMin5_Bh.s.,Yindex,SpMax7_Bh.e.,SpMax6_Bh.v.,Eig13_AEA.ri.,Eig15_AEA.ri.,SpMin7_Bh.p.,Eig11_AEA.ed.,SpMin7_Bh.e.,Eig14_AEA.ed.,X1MulPer,SpMax8_Bh.p.,Eig12_AEA.bo.,SpMax7_Bh.i.,X1sol,Chi0_EA.ri.,GMTI,Eig14_EA.ri.,CATS2D_07_AL,SpMin6_Bh.e.,Chi1_EA.ed.,ATS1p,X1Per,ATS1v,SpMax7_Bh.p.,SpMax3_Bh.i.,X1Kup
6.923,0.26,1.967,0.965,1.0,1.0,13.252,2.136,2.136,17.033,258.383,3.014,3.18,38.056,1.379,285.212,287.212,1.107,1.064,2.904,3.247,20.86,0.219,1.886,14.836,14.836,14.836,14.836,14.836,10.186,4.101,1.098,0.878,1.0,0.878,0.953,2.01,0.879,2.01,0.933,0.414,3.111,3.024,1.715,0.59,1.376,3.298,1.153,2.622,9.897,2.915,2.0,3.206,13.31,19.094,10588.0,-0.016,5,1.155,5.427,3.647,8.144,3.593,2.941,3.868,10.09
6.26,0.399,2.0,1.0,1.0,1.0,14.562,2.136,2.136,16.899,245.611,3.032,3.005,37.73,1.214,251.611,251.611,0.885,1.017,2.715,3.219,19.997,0.224,1.248,14.381,14.381,14.381,14.381,14.381,10.087,3.659,1.084,0.269,0.314,0.269,0.611,0.741,0.263,0.741,0.743,0.612,2.898,3.024,0.887,0.486,1.286,3.247,1.085,2.745,8.909,2.735,1.498,2.998,12.612,17.57,6900.0,-0.356,2,1.146,4.835,3.648,7.38,3.567,2.865,3.872,9.291
8.097,0.376,1.984,0.983,1.0,1.0,12.244,2.275,2.275,17.948,274.825,3.02,3.356,35.79,1.243,274.825,274.825,1.235,1.064,2.848,3.414,22.482,0.211,1.82,16.303,16.303,16.303,16.303,16.303,10.062,4.145,1.122,0.933,1.0,0.933,1.075,2.126,0.817,2.126,0.825,0.402,3.111,3.001,1.627,0.751,1.376,3.511,1.153,3.0,9.708,2.837,2.038,3.206,13.687,20.354,12428.0,0.132,4,1.197,5.431,3.598,7.929,3.598,2.941,3.865,9.887
6.824,0.313,1.984,0.983,1.0,1.0,12.341,2.275,2.275,17.818,271.254,2.941,3.188,36.248,1.247,276.009,280.009,1.57,1.064,2.853,3.414,22.77,0.21,1.694,16.264,16.264,16.264,16.264,16.264,10.068,4.19,1.122,0.765,0.969,0.765,1.282,1.864,0.705,1.864,0.825,0.4,3.111,2.91,1.599,1.033,1.376,3.514,1.153,2.969,9.704,2.841,2.0,3.206,14.208,20.847,12528.0,0.351,5,1.19,5.531,3.597,7.943,3.599,2.886,3.858,9.878
6.921,0.313,1.984,0.983,1.0,1.0,11.763,2.275,2.275,17.574,266.825,2.941,3.188,34.865,1.257,268.825,272.825,1.234,1.064,2.834,3.414,22.076,0.213,1.66,15.836,15.836,15.836,15.836,15.836,9.956,4.105,1.121,0.727,0.912,0.727,1.062,1.816,0.672,1.816,0.825,0.408,3.072,2.91,1.587,0.655,1.376,3.51,1.153,2.961,9.605,2.84,2.0,3.145,13.67,19.798,11433.0,0.117,3,1.188,5.384,3.6,7.874,3.588,2.844,3.862,9.807
5.469,0.274,1.057,0.179,0.206,0.206,14.175,0.314,0.314,14.386,219.95,3.015,2.497,36.713,1.129,219.95,219.95,0.636,0.956,2.595,2.631,16.531,0.246,0.614,12.213,12.213,12.213,12.213,12.213,9.042,3.197,1.112,-0.36,-0.418,-0.36,0.38,-0.858,-0.347,-0.858,0.667,0.864,3.009,2.963,0.516,0.094,1.214,2.901,1.026,2.385,7.387,2.618,0.97,3.076,11.209,15.625,4078.0,-0.563,1,1.195,3.802,3.486,6.128,3.413,2.794,3.542,7.843
4.721,0.075,-0.321,-1.306,-1.314,-1.314,6.461,-3.317,-3.317,8.837,138.955,2.713,1.0,15.873,0.943,142.955,148.955,-0.747,0.568,1.984,1.146,9.94,0.317,-0.414,7.389,7.389,7.389,7.389,7.389,5.55,2.646,0.849,-1.414,-1.848,-1.414,-1.0,-4.028,-1.414,-4.028,0.589,1.05,2.618,2.693,-0.877,-1.036,0.887,1.281,0.661,0.7,5.283,2.022,-0.172,2.715,6.771,9.479,1287.0,-1.941,0,0.952,2.694,3.106,4.451,3.018,2.437,3.314,5.527
5.268,0.28,0.656,-0.274,-0.292,-0.292,13.235,-0.543,-0.543,13.653,228.379,2.891,2.339,34.036,1.174,228.379,228.379,0.463,0.859,2.526,2.453,15.315,0.256,0.65,11.301,11.301,11.301,11.301,11.301,8.159,3.208,0.995,-0.31,-0.343,-0.31,0.219,-0.629,-0.295,-0.629,0.761,0.867,2.956,2.888,0.509,0.01,1.168,2.598,0.925,2.0,7.896,2.547,0.849,3.02,10.241,14.666,3685.0,-0.72,4,1.08,3.964,3.43,6.532,3.367,2.764,3.653,8.107
6.959,0.292,1.967,0.965,1.0,1.0,14.683,2.275,2.275,17.695,278.475,3.033,3.226,39.221,1.444,290.475,292.475,1.123,1.064,2.908,3.34,21.266,0.217,1.964,15.303,15.303,15.303,15.303,15.303,10.535,4.164,1.118,0.952,1.0,0.952,0.989,2.142,0.955,2.142,0.934,0.401,3.111,3.041,1.727,0.688,1.376,3.414,1.153,2.659,10.24,2.915,2.0,3.206,13.31,19.533,11705.0,0.011,5,1.178,5.464,3.678,8.397,3.626,2.941,3.87,10.434
5.465,0.143,0.572,-0.387,-0.405,-0.405,10.352,-1.057,-1.057,12.734,179.24,2.805,2.296,27.189,1.009,179.24,179.24,0.353,0.863,2.454,2.346,15.027,0.258,0.488,10.824,10.824,10.824,10.824,10.824,8.083,3.064,0.955,-0.475,-0.595,-0.475,-0.02,-1.228,-0.457,-1.228,0.559,0.883,2.825,2.803,0.077,-0.207,1.175,2.63,0.948,2.216,6.548,2.473,0.742,2.931,9.833,13.568,2957.0,-0.978,0,1.043,3.493,3.38,5.42,3.297,2.612,3.507,6.927
5.836,0.389,0.925,-0.039,-0.04,-0.04,13.394,-0.089,-0.089,14.069,233.329,2.893,2.492,35.672,1.174,235.329,235.329,0.493,0.859,2.549,2.589,15.72,0.252,0.654,11.758,11.758,11.758,11.758,11.758,8.3,3.256,0.998,-0.3,-0.343,-0.3,0.286,-0.544,-0.285,-0.544,0.758,0.848,2.956,2.897,0.601,0.039,1.17,2.778,0.924,2.0,8.03,2.554,0.975,3.021,10.651,15.193,4142.0,-0.655,4,1.079,4.029,3.438,6.63,3.389,2.764,3.653,8.232
5.917,0.28,0.691,-0.239,-0.26,-0.26,15.229,-0.539,-0.539,13.999,244.568,2.924,2.345,37.634,1.2,244.568,244.568,0.298,0.93,2.57,2.448,15.315,0.256,0.62,11.317,11.317,11.317,11.317,11.317,9.667,3.219,1.016,-0.32,-0.327,-0.32,0.082,-0.585,-0.296,-0.585,0.809,0.861,3.008,2.898,0.403,-0.01,1.259,2.596,1.02,2.0,7.928,2.584,0.729,3.096,10.827,14.889,3705.0,-0.762,0,1.095,3.997,3.517,6.585,3.414,2.816,3.632,8.35
7.155,0.292,1.967,0.965,1.0,1.0,13.243,2.275,2.275,17.402,265.993,3.013,3.226,38.86,1.378,285.212,287.212,1.123,1.064,2.908,3.34,21.266,0.217,1.948,15.303,15.303,15.303,15.303,15.303,10.285,4.164,1.094,0.952,1.0,0.952,0.968,2.142,0.94,2.142,0.933,0.401,3.111,3.029,1.723,0.685,1.376,3.414,1.151,2.659,9.99,2.914,2.0,3.206,13.31,19.604,11705.0,0.011,5,1.153,5.464,3.645,8.193,3.604,2.941,3.869,10.164
6.367,0.171,0.611,-0.356,-0.366,-0.366,12.316,-0.984,-0.984,13.36,194.612,3.006,2.347,31.748,1.114,194.612,194.612,0.365,0.912,2.523,2.558,15.433,0.255,0.513,11.308,11.308,11.308,11.308,11.308,8.462,3.097,1.003,-0.433,-0.503,-0.433,0.051,-1.115,-0.402,-1.115,0.665,0.882,2.826,2.932,0.374,-0.108,1.214,2.715,1.004,2.252,6.844,2.552,0.779,2.933,10.244,14.111,3288.0,-0.866,0,1.064,3.582,3.43,5.692,3.345,2.643,3.516,7.294
5.762,0.389,0.916,-0.038,-0.04,-0.04,15.601,-0.089,-0.089,14.42,249.611,2.928,2.492,40.153,1.2,251.611,251.611,0.371,0.929,2.574,2.589,15.72,0.252,0.631,11.758,11.758,11.758,11.758,11.758,9.813,3.256,1.021,-0.3,-0.307,-0.3,0.237,-0.544,-0.27,-0.544,0.805,0.848,3.012,2.913,0.587,0.016,1.267,2.778,1.021,2.0,8.071,2.585,0.814,3.099,11.255,15.461,4142.0,-0.6,0,1.091,4.029,3.525,6.689,3.435,2.815,3.632,8.481
4.821,0.177,0.631,-0.342,-0.349,-0.349,9.776,-0.632,-0.632,11.621,198.705,2.833,1.804,25.524,1.289,198.705,198.705,0.154,0.727,2.576,2.142,13.811,0.269,0.521,10.312,10.312,10.312,10.312,10.312,7.542,3.234,0.942,-0.445,-0.445,-0.445,-0.03,-0.815,-0.428,-0.815,0.627,0.806,2.838,2.83,0.169,-0.264,1.074,2.273,0.805,1.555,7.239,2.583,0.57,2.91,9.741,13.946,3503.0,-0.958,0,1.032,3.876,3.35,6.116,3.287,2.602,3.586,7.48
7.699,0.326,1.849,0.848,0.883,0.883,14.967,1.643,1.643,16.394,281.676,2.981,2.67,40.826,1.399,310.141,321.65,0.823,1.097,2.91,2.82,19.068,0.229,1.327,13.762,13.762,13.762,13.762,13.762,10.566,3.897,1.129,0.426,0.472,0.426,0.567,0.759,0.378,0.759,0.93,0.55,3.185,2.994,1.211,0.532,1.431,3.054,1.185,2.397,10.154,2.941,1.573,3.276,12.813,18.717,8336.0,-0.335,6,1.199,5.178,3.645,8.462,3.58,2.979,3.8,10.429
4.222,0.305,2.134,1.129,1.141,1.141,17.324,2.36,2.36,21.107,372.838,3.306,3.399,54.411,1.507,388.347,390.347,1.618,1.287,2.993,3.421,24.038,0.204,1.913,17.658,17.658,17.658,17.658,17.658,12.91,4.444,1.406,1.027,1.084,1.027,1.618,2.281,0.899,2.281,1.152,0.4,3.26,3.29,1.76,1.337,1.576,3.618,1.353,3.209,12.425,2.979,2.103,3.328,16.049,23.072,17269.0,0.618,3,1.472,6.132,3.844,10.283,3.793,3.066,3.834,12.752
6.699,0.312,1.967,0.965,1.0,1.0,12.785,2.275,2.275,17.223,251.784,2.986,3.237,38.516,1.247,255.784,255.784,1.2,1.053,2.819,3.414,20.978,0.218,1.86,15.774,15.774,15.774,15.774,15.774,10.358,4.112,1.064,0.895,1.0,0.895,0.792,2.144,0.851,2.144,0.825,0.41,3.111,3.006,1.588,0.686,1.376,3.48,1.09,2.748,9.178,2.883,2.0,3.206,13.006,19.828,12361.0,-0.171,3,1.153,5.169,3.603,7.502,3.574,2.941,3.82,9.433
6.0,0.231,0.521,-0.428,-0.445,-0.445,9.388,-0.85,-0.85,11.169,178.15,2.805,1.707,26.827,1.204,178.15,178.15,0.151,0.869,2.4,2.0,13.118,0.276,0.132,9.829,9.829,9.829,9.829,9.829,7.856,3.149,0.896,-0.748,-0.837,-0.748,-0.077,-1.552,-0.642,-1.552,0.557,0.821,2.698,2.788,-0.038,-0.476,1.062,2.0,0.916,1.555,6.746,2.447,0.5,2.832,9.649,13.45,3041.0,-0.965,0,0.981,3.672,3.334,5.696,3.243,2.539,3.586,7.049
6.475,0.38,1.207,0.252,0.294,0.294,8.802,0.737,0.737,14.033,197.722,2.928,2.39,25.902,1.064,201.722,201.722,0.71,0.958,2.685,2.809,17.8,0.237,0.855,12.863,12.863,12.863,12.863,12.863,8.265,3.441,0.977,-0.1,-0.123,-0.1,0.317,-0.263,-0.095,-0.263,0.655,0.729,3.022,2.91,0.704,0.114,1.244,3.03,1.031,2.338,7.587,2.703,1.205,3.107,11.492,16.204,5148.0,-0.413,3,1.043,4.441,3.42,6.258,3.388,2.829,3.811,7.821
5.301,0.115,1.532,0.523,0.529,0.529,9.992,1.211,1.211,13.986,199.329,2.866,2.212,25.5,1.006,207.329,207.329,0.673,0.821,2.715,2.541,17.394,0.24,0.818,12.798,12.798,12.798,12.798,12.798,8.456,3.767,0.969,-0.091,-0.105,-0.091,0.393,-0.201,-0.07,-0.201,0.685,0.492,2.854,2.842,0.668,0.0,1.062,3.059,0.886,2.0,7.831,2.735,1.16,2.925,11.509,16.438,7300.0,-0.467,1,1.017,4.562,3.469,6.432,3.425,2.735,3.795,8.037
5.851,0.197,1.191,0.218,0.228,0.228,11.203,0.466,0.466,12.709,214.574,2.902,2.048,29.465,1.237,214.574,214.574,0.248,0.938,2.266,2.302,15.197,0.257,0.394,10.857,10.857,10.857,10.857,10.857,8.52,3.372,1.148,-0.579,-0.606,-0.579,0.057,-1.049,-0.56,-1.049,0.676,0.673,2.851,2.882,0.218,-0.241,1.27,2.741,1.016,1.736,7.375,2.376,0.497,2.969,10.319,14.395,3966.0,-0.897,2,1.2,4.002,3.415,6.122,3.323,2.608,3.744,7.656
6.0,0.183,0.664,-0.272,-0.292,-0.292,8.823,-0.633,-0.633,12.965,184.477,2.844,2.0,23.938,1.064,184.477,184.477,0.008,0.821,2.522,2.0,14.909,0.259,0.279,10.86,10.86,10.86,10.86,10.86,7.716,3.462,1.064,-0.743,-0.823,-0.743,0.0,-1.824,-0.747,-1.824,0.825,0.56,2.854,2.853,0.0,-0.049,1.113,2.0,0.886,2.0,7.499,2.536,0.5,2.925,9.31,13.672,4425.0,-1.0,2,1.153,3.855,3.368,6.159,3.312,2.735,3.835,7.645
5.547,0.463,2.328,1.321,1.337,1.337,18.397,2.897,2.897,21.993,352.858,3.219,3.6,57.159,1.507,371.877,377.877,1.655,1.234,2.958,3.618,25.019,0.2,1.916,18.155,18.155,18.155,18.155,18.155,12.912,4.388,1.31,1.037,1.09,1.037,1.618,2.365,0.901,2.365,1.168,0.396,3.245,3.205,1.776,1.428,1.54,3.694,1.298,3.354,12.461,2.968,2.107,3.31,16.041,23.059,16890.0,0.618,7,1.369,5.979,3.849,10.221,3.803,2.979,3.854,12.755
5.184,0.158,0.54,-0.391,-0.413,-0.413,10.816,-0.714,-0.714,12.126,194.968,2.724,2.0,29.687,1.129,200.968,202.968,0.033,0.848,2.585,2.233,14.099,0.266,0.373,10.241,10.241,10.241,10.241,10.241,7.327,3.051,0.9,-0.573,-0.688,-0.573,-0.108,-1.312,-0.534,-1.312,0.573,0.905,2.918,2.712,0.12,-0.495,1.184,2.581,0.919,1.949,6.989,2.601,0.642,3.011,9.288,13.614,2858.0,-1.029,1,0.983,3.406,3.312,5.81,3.265,2.668,3.603,7.223
7.347,0.4,1.984,0.983,1.033,1.033,13.673,2.572,2.572,18.865,286.547,2.995,3.414,41.908,1.272,296.811,300.811,1.394,1.102,2.91,3.511,22.887,0.209,1.93,16.787,16.787,16.787,16.787,16.787,10.783,4.203,1.122,1.0,1.0,1.0,1.211,2.275,0.915,2.275,0.825,0.393,3.142,2.986,1.642,0.893,1.421,3.68,1.187,3.037,10.289,2.941,2.054,3.222,14.474,20.746,13555.0,0.254,4,1.19,5.53,3.692,8.49,3.669,2.98,3.874,10.634
6.119,0.243,0.645,-0.265,-0.297,-0.297,13.738,-0.6,-0.6,13.976,210.31,3.015,2.39,34.718,1.125,210.31,210.31,0.614,0.955,2.59,2.606,15.838,0.251,0.535,11.765,11.765,11.765,11.765,11.765,8.857,3.124,1.112,-0.391,-0.423,-0.391,0.315,-1.064,-0.367,-1.064,0.667,0.884,2.958,2.958,0.43,0.051,1.214,2.839,1.027,2.35,7.163,2.615,0.808,3.052,10.671,14.696,3635.0,-0.631,1,1.197,3.645,3.479,5.978,3.392,2.782,3.539,7.675
5.0,0.406,1.341,0.368,0.387,0.387,7.569,0.685,0.685,14.387,215.624,2.941,2.589,27.985,1.064,215.624,215.624,0.796,1.018,2.791,2.937,18.205,0.234,1.163,13.268,13.268,13.268,13.268,13.268,8.297,3.482,1.061,0.235,0.279,0.235,0.588,0.554,0.215,0.554,0.7,0.728,3.019,2.91,0.769,0.306,1.376,3.035,1.116,2.343,7.935,2.783,1.472,3.097,11.258,16.987,5620.0,-0.334,1,1.153,4.424,3.386,6.554,3.384,2.809,3.859,8.132
6.658,0.349,2.0,1.0,1.0,1.0,14.765,2.136,2.136,17.169,249.928,3.046,3.15,38.207,1.235,258.683,258.683,0.994,1.003,2.715,3.247,20.69,0.22,1.425,14.864,14.864,14.864,14.864,14.864,10.368,3.788,1.124,0.569,0.68,0.569,0.643,1.38,0.474,1.38,0.723,0.556,3.136,3.012,1.248,0.61,1.28,3.248,1.066,2.829,8.983,2.735,1.806,3.196,13.158,18.274,7993.0,-0.283,1,1.193,5.035,3.674,7.447,3.595,3.015,3.869,9.418
5.301,0.153,1.523,0.512,0.516,0.516,10.051,1.177,1.177,13.99,206.574,2.866,2.212,26.084,1.007,215.329,215.329,0.68,0.821,2.715,2.54,17.394,0.24,0.817,12.798,12.798,12.798,12.798,12.798,8.461,3.737,0.973,-0.091,-0.105,-0.091,0.394,-0.202,-0.07,-0.202,0.685,0.508,2.9,2.841,0.654,0.153,1.068,3.043,0.886,2.0,7.839,2.733,1.16,2.958,11.509,16.479,7148.0,-0.466,2,1.025,4.566,3.469,6.442,3.425,2.735,3.795,8.043
6.745,0.399,2.0,1.0,1.0,1.0,14.562,2.136,2.136,16.899,245.611,3.032,3.005,37.73,1.214,251.611,251.611,0.885,1.017,2.715,3.219,19.997,0.224,1.248,14.381,14.381,14.381,14.381,14.381,10.087,3.659,1.084,0.269,0.314,0.269,0.611,0.741,0.263,0.741,0.743,0.612,2.898,3.024,0.887,0.486,1.286,3.247,1.085,2.745,8.909,2.735,1.498,2.998,12.612,17.57,6900.0,-0.356,2,1.146,4.835,3.648,7.38,3.567,2.865,3.872,9.291
7.523,0.313,1.984,0.983,1.0,1.0,11.667,2.275,2.275,17.408,250.193,2.941,3.188,33.584,1.242,252.193,256.193,1.234,0.956,2.765,3.414,22.076,0.213,1.649,15.836,15.836,15.836,15.836,15.836,10.023,4.105,1.064,0.727,0.912,0.727,1.055,1.816,0.659,1.816,0.825,0.408,3.065,2.91,1.58,0.627,1.285,3.51,1.015,2.961,9.362,2.771,2.0,3.132,13.959,19.935,11433.0,0.115,3,1.153,5.384,3.575,7.616,3.568,2.841,3.857,9.526
5.886,0.2,0.281,-0.682,-0.699,-0.699,10.658,-1.669,-1.669,10.784,183.065,2.819,1.555,26.197,1.156,185.065,185.065,-0.322,0.783,2.4,1.616,11.731,0.292,-0.092,8.807,8.807,8.807,8.807,8.807,7.149,2.899,0.986,-1.071,-1.102,-1.071,-0.766,-2.359,-1.044,-2.359,0.725,0.967,2.857,2.799,-0.25,-0.81,1.145,2.0,0.889,1.295,6.807,2.447,0.036,2.973,8.258,11.877,2105.0,-1.565,2,1.088,3.172,3.283,5.749,3.194,2.636,3.586,7.094
5.0,0.0,-0.753,-1.426,-1.712,-1.712,3.771,-4.517,-4.517,7.358,98.042,2.105,0.488,12.09,0.697,98.042,98.042,-0.704,0.0,1.488,1.057,9.246,0.329,-0.887,6.897,6.897,6.897,6.897,6.897,4.901,2.512,0.268,-1.762,-2.537,-1.762,-1.094,-5.099,-1.617,-5.099,0.068,1.254,1.992,2.094,-1.0,0.0,0.467,1.178,0.035,0.231,3.96,1.542,-0.362,2.174,6.717,9.206,963.0,-2.0,0,0.397,2.476,2.887,3.286,2.821,1.684,3.338,4.113
9.252,0.301,1.738,0.731,0.808,0.808,12.759,2.032,2.032,15.705,244.366,2.969,2.757,49.097,1.229,246.366,246.366,1.065,1.064,2.826,3.143,19.879,0.224,1.489,14.264,14.264,14.264,14.264,14.264,9.755,3.938,1.124,0.581,0.672,0.581,0.724,1.378,0.497,1.378,0.825,0.442,3.111,2.977,1.344,0.505,1.376,3.414,1.153,2.652,8.617,2.853,1.759,3.206,13.319,18.682,9206.0,-0.203,3,1.197,4.953,3.541,7.096,3.505,2.941,3.809,8.874
5.301,0.177,1.536,0.527,0.537,0.537,10.027,1.232,1.232,14.36,206.574,2.865,2.38,26.194,1.006,215.329,215.329,0.75,0.821,2.715,2.583,17.8,0.237,0.951,13.266,13.266,13.266,13.266,13.266,8.561,3.807,0.968,0.071,0.085,0.071,0.396,0.154,0.06,0.154,0.685,0.492,2.897,2.842,0.797,0.291,1.068,3.087,0.886,2.332,7.932,2.733,1.358,2.956,11.509,16.981,8021.0,-0.449,1,1.014,4.621,3.468,6.493,3.438,2.735,3.796,8.117
6.051,0.096,0.489,-0.478,-0.49,-0.49,9.443,-1.34,-1.34,12.171,172.608,2.645,2.086,23.507,1.015,172.608,172.608,0.2,0.715,2.403,2.354,14.334,0.264,0.372,10.387,10.387,10.387,10.387,10.387,6.702,2.975,1.0,-0.6,-0.688,-0.6,-0.154,-1.514,-0.582,-1.514,0.586,0.927,2.755,2.619,0.029,-0.548,1.071,2.59,0.795,2.0,6.393,2.437,0.621,2.867,8.737,12.461,2574.0,-1.099,0,1.057,3.318,3.29,5.299,3.237,2.553,3.506,6.65
6.553,0.28,0.7,-0.247,-0.26,-0.26,13.037,-0.539,-0.539,13.648,228.379,2.89,2.345,33.125,1.173,228.379,228.379,0.407,0.856,2.542,2.448,15.315,0.256,0.637,11.317,11.317,11.317,11.317,11.317,8.153,3.219,0.994,-0.32,-0.344,-0.32,0.124,-0.585,-0.304,-0.585,0.765,0.861,2.941,2.883,0.44,-0.01,1.149,2.596,0.925,2.0,7.887,2.554,0.819,3.011,10.224,14.621,3705.0,-0.806,4,1.081,3.997,3.43,6.526,3.367,2.764,3.653,8.101
4.738,0.196,1.503,0.513,0.533,0.533,9.461,1.14,1.14,14.349,229.556,2.989,2.413,27.59,1.097,234.311,234.311,0.944,1.064,2.844,2.741,18.087,0.235,1.383,13.253,13.253,13.253,13.253,13.253,8.485,3.797,1.073,0.426,0.536,0.426,0.595,0.711,0.405,0.711,0.744,0.515,3.111,2.976,0.674,0.274,1.297,3.041,1.119,2.16,8.149,2.838,1.706,3.206,12.169,17.346,7797.0,-0.407,4,1.153,4.741,3.475,6.776,3.443,2.941,3.809,8.383
7.719,0.273,1.738,0.736,0.807,0.807,11.652,2.032,2.032,15.21,221.133,2.941,2.665,40.801,1.229,223.133,223.133,1.047,0.875,2.769,3.143,19.186,0.228,1.482,13.826,13.826,13.826,13.826,13.826,9.295,3.864,1.064,0.565,0.65,0.565,0.543,1.371,0.498,1.371,0.825,0.446,2.953,2.91,0.817,0.407,1.167,3.414,0.939,2.569,8.275,2.794,1.735,3.003,12.781,17.729,8383.0,-0.236,3,1.153,4.801,3.503,6.769,3.465,2.83,3.806,8.504
7.072,0.242,1.734,0.733,0.805,0.805,10.859,2.03,2.03,14.728,212.379,2.941,2.658,34.115,1.285,215.133,215.133,0.887,0.872,2.715,3.131,18.781,0.231,1.477,13.359,13.359,13.359,13.359,13.359,8.811,3.832,1.064,0.557,0.639,0.557,0.514,1.356,0.493,1.356,0.825,0.446,2.958,2.91,0.717,0.248,1.172,3.247,0.94,2.501,8.173,2.735,1.724,3.017,12.082,17.121,7672.0,-0.257,3,1.153,4.757,3.476,6.711,3.438,2.814,3.806,8.369
6.699,0.355,1.967,0.965,1.0,1.0,11.317,2.275,2.275,16.465,239.323,2.979,3.145,38.322,1.232,239.323,239.323,1.066,1.053,2.809,3.414,20.572,0.22,1.735,15.317,15.317,15.317,15.317,15.317,9.539,4.048,1.064,0.806,1.0,0.806,0.718,2.033,0.733,2.033,0.825,0.424,3.111,2.989,1.477,0.515,1.376,3.414,1.092,2.746,8.873,2.814,2.0,3.206,12.475,19.291,11200.0,-0.23,3,1.153,5.098,3.524,7.222,3.521,2.941,3.831,9.02
7.208,0.242,1.732,0.725,0.805,0.805,12.004,2.03,2.03,14.813,212.379,2.941,2.658,48.719,1.286,215.133,215.133,0.887,0.872,2.715,3.131,18.781,0.231,1.472,13.359,13.359,13.359,13.359,13.359,9.226,3.832,1.064,0.557,0.639,0.557,0.499,1.356,0.478,1.356,0.825,0.446,2.953,2.91,0.717,0.244,1.172,3.247,0.94,2.501,8.173,2.735,1.724,3.013,12.37,17.143,7672.0,-0.249,3,1.153,4.757,3.491,6.711,3.445,2.842,3.806,8.387
7.573,0.242,1.73,0.723,0.805,0.805,9.959,2.03,2.03,14.428,203.329,2.941,2.658,46.057,1.286,203.329,203.329,0.887,0.846,2.603,3.131,18.781,0.231,1.47,13.359,13.359,13.359,13.359,13.359,8.946,3.832,1.064,0.557,0.639,0.557,0.496,1.356,0.477,1.356,0.76,0.446,2.946,2.91,0.708,0.223,1.166,3.247,0.918,2.501,7.89,2.601,1.724,3.007,12.37,17.273,7672.0,-0.247,5,1.153,4.757,3.42,6.468,3.396,2.829,3.784,8.074
8.239,0.355,1.967,0.965,1.0,1.0,12.297,2.275,2.275,16.55,239.323,2.999,3.145,50.785,1.232,239.323,239.323,1.066,1.053,2.82,3.414,20.572,0.22,1.733,15.317,15.317,15.317,15.317,15.317,9.954,4.048,1.064,0.806,1.0,0.806,0.718,2.033,0.726,2.033,0.825,0.424,3.111,2.998,1.472,0.5,1.376,3.414,1.092,2.746,8.873,2.845,2.0,3.206,12.764,19.314,11200.0,-0.203,3,1.153,5.098,3.538,7.222,3.527,2.941,3.831,9.039
8.0,0.295,1.942,0.933,1.033,1.033,15.652,2.283,2.283,17.882,333.679,3.115,2.889,45.148,1.403,353.189,361.189,1.628,1.128,2.976,3.124,21.959,0.213,1.894,16.128,16.128,16.128,16.128,16.128,11.114,4.272,1.212,0.923,1.014,0.923,1.33,1.809,0.885,1.809,0.929,0.478,3.25,3.134,1.522,1.263,1.512,3.417,1.197,2.735,10.613,2.967,2.05,3.315,15.173,22.097,13833.0,0.388,4,1.273,5.893,3.716,8.884,3.681,2.979,3.821,10.934
7.224,0.211,1.695,0.701,0.725,0.725,10.935,1.709,1.709,14.728,221.133,2.941,2.605,34.867,1.229,223.133,223.133,0.844,0.875,2.762,2.998,18.781,0.231,1.337,13.342,13.342,13.342,13.342,13.342,8.811,3.836,1.064,0.388,0.521,0.388,0.471,0.943,0.367,0.943,0.825,0.442,2.934,2.91,0.817,0.246,1.167,3.241,0.939,2.357,8.174,2.774,1.704,3.006,12.082,17.121,7728.0,-0.352,3,1.153,4.712,3.476,6.709,3.438,2.81,3.806,8.369
5.398,0.299,1.917,0.916,1.0,1.0,11.252,2.136,2.136,17.923,275.076,2.941,3.247,40.64,1.507,279.076,279.076,1.263,1.064,2.91,3.271,21.148,0.217,1.767,15.3,15.3,15.3,15.3,15.3,10.728,4.176,1.218,0.779,0.844,0.779,1.129,1.874,0.763,1.874,0.825,0.385,3.142,2.958,1.618,0.718,1.376,3.414,1.153,3.209,10.397,2.933,1.954,3.206,13.651,19.589,12056.0,0.146,5,1.281,5.395,3.633,8.519,3.596,2.937,3.813,10.582
