pXC50,SM15_EA.bo.,SM14_EA.bo.,SM13_EA.bo.,SM11_EA.bo.,SpMax1_Bh.v.,SpMax1_Bh.e.,SM12_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,GGI6,MPC08,Eig01_AEA.bo.,SpMax_AEA.bo.,SM10_EA.bo.,GGI5,MPC09,CATS2D_09_AP,piPC10,SM15_EA.ri.,MPC07,SRW09,SpDiam_AEA.ri.,Eig06_AEA.dm.,SM08_EA.ed.,nRCONH2,SM13_EA.ri.,SM15_EA.ed.,SM15_EA,SM09_EA.bo.,SpDiam_AEA.bo.,SM13_EA.ed.,SM14_EA.ed.,CATS2D_02_AP,SM11_EA.ed.,SM12_EA.ed.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_09_DA,piPC09,Eig01_AEA.ri.,SpMax_AEA.ri.,ATS5m,SM07_EA.ed.,SM14_AEA.ed.,SM15_AEA.ed.,piPC06,MPC05,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,ATS7s,SpDiam_EA.ed.,CATS2D_07_PL,CATS2D_05_AP,MPC06,SM14_EA,SM13_AEA.ed.,ATS6m,SM06_EA.ed.,ATS8s,X5A,MPC10,Eig05_AEA.dm.
5.092,22.788,21.304,19.788,16.8,4.047,4.105,18.331,4.548,4.548,7.548,4.548,0.544,4.736,4.619,4.619,15.397,1.139,4.82,0,8.147,17.263,4.663,0.0,5.213,1.843,19.42,0,15.021,35.913,17.523,13.826,5.342,31.155,33.54,0,26.408,28.797,3.134,5.134,3.134,0,7.907,4.17,4.17,3.851,16.956,27.004,28.871,6.561,4.443,3.185,3.185,5.185,3.185,5.425,18.065,0,0,4.543,16.398,25.143,3.785,14.861,5.225,0.07,4.771,2.477
5.745,22.692,21.206,19.685,16.688,4.033,4.094,18.228,4.533,4.533,7.533,4.533,0.445,4.511,4.6,4.6,15.288,0.674,4.564,0,7.465,17.088,4.443,0.0,5.189,1.842,19.237,0,14.85,35.778,17.333,13.703,5.427,31.012,33.402,0,26.252,28.648,3.111,5.111,3.111,0,7.369,4.147,4.147,3.811,16.763,26.804,28.674,6.273,4.344,3.161,3.161,5.161,3.161,5.338,17.995,0,0,4.344,16.211,24.94,3.708,14.671,5.228,0.076,4.511,2.336
5.538,23.091,21.578,20.041,17.001,4.064,4.116,18.55,4.647,4.647,7.647,4.647,0.607,4.673,4.732,4.732,15.558,1.049,4.663,0,7.974,17.932,4.644,0.0,5.36,1.885,20.173,0,15.572,37.554,18.097,13.973,5.468,32.557,35.059,0,27.566,30.07,3.295,5.295,3.295,0,7.832,4.32,4.32,4.022,17.607,27.593,29.522,6.579,4.511,3.329,3.329,5.329,3.329,5.477,19.772,0,0,4.554,16.913,25.67,3.879,15.34,5.038,0.069,4.477,2.181
5.553,22.978,21.471,19.938,16.909,4.052,4.109,18.456,4.618,4.618,7.618,4.618,0.648,4.654,4.695,4.695,15.478,1.09,4.654,0,7.752,17.705,4.595,0.0,5.314,1.99,19.899,0,15.377,37.053,17.893,13.895,5.485,32.118,34.59,0,27.189,29.665,3.246,5.246,3.246,0,7.608,4.274,4.274,3.996,17.355,27.365,29.278,6.442,4.477,3.285,3.285,5.285,3.285,5.652,19.335,0,0,4.511,16.725,25.459,3.94,15.143,5.332,0.071,4.543,2.352
5.638,22.75,21.271,19.759,16.778,4.034,4.1,18.306,4.534,4.534,7.534,4.534,0.707,4.7,4.602,4.602,15.38,0.736,4.779,0,7.825,17.246,4.595,0.0,5.195,1.863,19.416,0,15.017,35.851,17.502,13.81,5.388,31.11,33.486,0,26.379,28.76,3.121,5.121,3.121,0,7.641,4.153,4.153,3.837,16.956,27.005,28.87,6.394,4.431,3.166,3.166,5.166,3.166,5.505,18.001,0,0,4.466,16.385,25.146,3.699,14.867,5.628,0.074,4.727,2.401
5.222,22.788,21.304,19.788,16.8,4.044,4.106,18.331,4.548,4.548,7.548,4.548,0.544,4.736,4.619,4.619,15.397,1.139,4.82,0,8.147,17.287,4.663,0.0,5.214,1.843,19.42,0,15.044,35.913,17.523,13.826,5.342,31.155,33.54,0,26.408,28.797,3.138,5.138,3.138,0,7.907,4.172,4.172,3.755,16.956,27.004,28.871,6.561,4.443,3.185,3.185,5.185,3.185,5.486,18.065,0,0,4.543,16.398,25.143,3.661,14.861,5.362,0.07,4.771,2.471
4.796,22.978,21.471,19.938,16.909,4.05,4.11,18.456,4.618,4.618,7.618,4.618,0.648,4.654,4.695,4.695,15.478,1.09,4.654,0,7.752,17.721,4.595,0.0,5.314,1.99,19.899,0,15.394,37.053,17.893,13.895,5.485,32.118,34.59,0,27.189,29.665,3.248,5.248,3.248,0,7.608,4.274,4.274,3.913,17.355,27.365,29.278,6.442,4.477,3.285,3.285,5.285,3.285,5.752,19.335,0,0,4.511,16.725,25.459,3.808,15.143,5.504,0.071,4.543,2.348
4.921,22.692,21.206,19.685,16.688,4.03,4.096,18.228,4.533,4.533,7.533,4.533,0.445,4.511,4.6,4.6,15.288,0.674,4.564,0,7.465,17.117,4.443,0.0,5.19,1.842,19.237,0,14.878,35.778,17.333,13.703,5.427,31.012,33.402,0,26.252,28.648,3.117,5.117,3.117,0,7.369,4.148,4.148,3.711,16.763,26.804,28.674,6.273,4.344,3.161,3.161,5.161,3.161,5.401,17.995,0,0,4.344,16.211,24.94,3.574,14.671,5.355,0.076,4.511,2.332
4.469,22.983,21.476,19.943,16.915,4.05,4.111,18.461,4.619,4.619,7.619,4.619,0.709,4.745,4.697,4.697,15.484,1.153,4.754,0,7.832,17.733,4.682,0.0,5.316,1.99,19.908,0,15.406,37.058,17.905,13.902,5.486,32.123,34.595,0,27.194,29.67,3.25,5.25,3.25,0,7.675,4.276,4.276,3.949,17.368,27.376,29.287,6.486,4.511,3.286,3.286,5.286,3.286,5.788,19.339,0,0,4.575,16.737,25.472,3.862,15.159,5.549,0.07,4.663,2.35
5.824,22.699,21.213,19.692,16.695,4.03,4.096,18.234,4.534,4.534,7.534,4.534,0.506,4.605,4.602,4.602,15.295,0.736,4.654,0,7.552,17.138,4.533,0.0,5.194,1.843,19.256,0,14.898,35.792,17.353,13.711,5.43,31.026,33.415,0,26.266,28.661,3.12,5.12,3.12,0,7.438,4.151,4.151,3.755,16.786,26.823,28.691,6.326,4.382,3.164,3.164,5.164,3.164,5.53,18.006,0,0,4.419,16.231,24.961,3.648,14.696,5.433,0.074,4.615,2.335
4.357,22.711,21.232,19.719,16.737,4.043,4.104,18.268,4.525,4.525,7.525,4.525,0.484,4.736,4.603,4.603,15.341,1.028,4.828,0,8.076,17.24,4.654,0.0,5.205,1.818,19.383,0,15.001,35.849,17.455,13.765,5.442,31.1,33.48,0,26.362,28.746,3.129,5.129,3.129,0,7.848,4.159,4.159,3.781,16.925,26.977,28.844,6.501,4.431,3.172,3.172,5.172,3.172,5.58,18.015,0,0,4.522,16.335,25.114,3.676,14.824,5.323,0.073,4.804,1.863
5.699,22.773,21.286,19.766,16.769,4.044,4.105,18.306,4.55,4.55,7.55,4.55,0.527,4.71,4.62,4.62,15.363,1.028,4.736,0,8.045,17.28,4.644,0.0,5.216,1.799,19.414,0,15.032,35.922,17.503,13.782,5.341,31.162,33.548,0,26.411,28.802,3.141,5.141,3.141,0,7.854,4.173,4.173,3.728,16.946,26.992,28.861,6.527,4.407,3.187,3.187,5.187,3.187,5.509,18.074,0,0,4.5,16.375,25.127,3.628,14.841,5.282,0.07,4.615,1.847
4.824,22.794,21.31,19.794,16.806,4.045,4.107,18.337,4.55,4.55,7.55,4.55,0.605,4.812,4.62,4.62,15.404,1.201,4.913,0,8.213,17.304,4.736,0.0,5.217,1.844,19.435,0,15.061,35.926,17.539,13.833,5.345,31.166,33.552,0,26.419,28.808,3.141,5.141,3.141,0,7.964,4.174,4.174,3.797,16.974,27.02,28.885,6.601,4.477,3.188,3.188,5.188,3.188,5.602,18.074,0,0,4.605,16.415,25.16,3.729,14.882,5.432,0.069,4.875,2.467
4.569,22.794,21.31,19.794,16.807,4.045,4.107,18.338,4.55,4.55,7.55,4.55,0.665,4.89,4.62,4.62,15.405,1.229,4.984,0,8.244,17.305,4.787,0.0,5.219,1.845,19.439,0,15.063,35.926,17.542,13.834,5.408,31.167,33.552,0,26.421,28.809,3.141,5.141,3.141,0,7.987,4.174,4.174,3.895,16.978,27.022,28.887,6.616,4.522,3.188,3.188,5.188,3.188,5.711,18.074,0,0,4.644,16.419,25.163,3.823,14.889,5.507,0.071,4.963,2.478
4.244,22.794,21.31,19.794,16.807,4.045,4.108,18.338,4.55,4.55,7.55,4.55,0.665,4.905,4.62,4.62,15.405,1.229,5.011,0,8.253,17.305,4.804,0.0,5.221,1.846,19.439,0,15.063,35.926,17.542,13.834,5.459,31.167,33.552,0,26.421,28.809,3.141,5.141,3.141,0,7.993,4.174,4.174,3.921,16.978,27.022,28.887,6.62,4.533,3.188,3.188,5.188,3.188,5.763,18.074,0,0,4.663,16.419,25.163,3.868,14.889,5.589,0.071,5.004,2.479
5.456,22.569,21.176,19.73,16.897,3.983,4.061,18.366,4.226,4.226,7.226,4.226,1.092,5.533,4.557,4.557,15.585,1.764,5.677,0,8.454,17.974,5.352,0.0,5.283,2.899,20.216,0,15.738,36.745,18.345,14.069,5.421,31.978,34.367,0,27.222,29.615,3.13,5.13,3.13,3,8.091,4.178,4.178,4.268,17.741,27.811,29.686,6.896,5.1,3.201,3.201,5.201,3.201,6.167,17.988,0,0,5.257,17.214,25.941,4.241,15.638,6.171,0.067,5.781,2.993
4.635,22.299,20.918,19.466,16.638,4.023,4.083,18.121,4.269,4.269,7.269,4.269,0.546,5.501,4.663,4.663,15.357,1.542,5.656,0,8.547,18.164,5.342,0.0,5.393,2.647,20.318,0,15.863,37.288,18.342,13.811,5.544,32.385,34.84,0,27.502,29.956,3.275,5.275,3.275,0,8.19,4.296,4.296,4.204,17.803,27.844,29.74,6.793,5.024,3.307,3.307,5.307,3.307,5.887,19.529,0,0,5.142,17.188,25.952,4.112,15.63,5.779,0.069,5.74,2.786
5.523,22.038,20.696,19.266,16.493,4.015,4.073,17.96,4.074,4.074,7.074,4.074,0.645,5.313,4.462,4.462,15.249,1.375,5.485,0,8.471,17.673,5.198,0.0,5.184,2.647,19.758,0,15.485,35.758,17.899,13.713,5.321,31.147,33.461,0,26.544,28.866,3.051,5.051,3.051,0,8.075,4.087,4.087,3.969,17.34,27.424,29.27,6.739,4.934,3.107,3.107,5.107,3.107,5.593,17.138,0,0,5.03,16.799,25.581,3.817,15.293,5.489,0.072,5.595,2.833
4.194,22.093,20.74,19.304,16.516,4.021,4.08,17.987,4.153,4.153,7.153,4.153,0.625,5.398,4.499,4.499,15.264,1.514,5.595,0,8.561,17.721,5.252,0.0,5.223,2.647,19.787,0,15.518,35.843,17.941,13.725,5.357,31.215,33.537,0,26.594,28.925,3.098,5.098,3.098,0,8.167,4.125,4.125,4.047,17.36,27.438,29.285,6.77,4.963,3.141,3.141,5.141,3.141,5.782,17.285,0,0,5.069,16.834,25.593,3.945,15.31,5.516,0.071,5.694,2.855
6.903,23.653,22.091,20.517,17.395,4.108,4.183,18.972,4.834,4.834,7.834,4.834,1.122,5.176,4.859,4.859,15.888,1.754,5.165,1,8.027,18.328,5.081,7.248,5.477,2.597,20.611,1,15.929,38.398,18.62,14.293,5.675,33.285,35.844,1,28.178,30.738,3.379,5.379,3.379,2,7.802,4.427,4.427,4.279,18.002,27.953,29.901,6.702,4.762,3.449,3.449,5.449,3.449,6.395,20.575,2,1,4.927,17.401,26.012,4.274,15.68,6.409,0.065,5.063,2.849
6.523,23.638,22.077,20.504,17.383,4.104,4.179,18.96,4.829,4.829,7.829,4.829,1.025,5.1,4.851,4.851,15.878,1.643,5.075,1,7.98,18.284,5.011,7.235,5.466,2.571,20.525,1,15.892,38.233,18.573,14.283,5.668,33.142,35.69,1,28.057,30.607,3.369,5.369,3.369,2,7.738,4.416,4.416,4.191,17.922,27.905,29.849,6.648,4.7,3.438,3.438,5.438,3.438,6.258,20.431,2,1,4.844,17.357,25.966,4.146,15.617,6.339,0.066,4.997,2.849
5.159,23.311,21.771,20.215,17.128,4.095,4.172,18.693,4.727,4.727,7.727,4.727,0.767,4.997,4.758,4.758,15.647,1.233,5.017,0,7.786,17.653,4.852,7.209,5.362,2.275,19.969,1,15.332,37.245,18.109,14.054,5.643,32.281,34.766,1,27.32,29.81,3.236,5.236,3.236,0,7.525,4.306,4.306,3.996,17.418,27.419,29.339,6.424,4.543,3.337,3.337,5.337,3.337,6.042,19.217,1,0,4.673,16.922,25.505,4.019,15.179,6.0,0.071,5.037,2.735
4.775,23.59,22.033,20.463,17.347,4.096,4.174,18.922,4.813,4.813,7.813,4.813,0.836,5.004,4.838,4.838,15.843,1.07,5.004,0,7.924,18.097,4.883,7.248,5.448,2.448,20.515,0,15.712,38.256,18.507,14.247,5.651,33.16,35.71,1,28.069,30.62,3.334,5.334,3.334,0,7.657,4.398,4.398,4.136,17.916,27.859,29.806,6.567,4.654,3.425,3.425,5.425,3.425,6.103,20.36,2,1,4.762,17.293,25.918,4.088,15.587,6.146,0.068,4.97,2.825
4.115,20.48,19.299,17.854,15.23,3.893,3.98,16.743,3.826,3.826,6.826,3.826,0.246,4.454,4.274,4.274,14.222,0.667,4.554,0,6.148,15.899,4.382,6.555,4.974,2.718,18.201,0,13.911,33.34,16.428,12.603,5.243,28.943,31.15,0,24.569,26.778,2.813,4.813,2.813,1,6.173,3.885,3.885,4.01,15.91,25.953,27.72,5.626,4.419,2.922,2.922,4.922,2.922,5.988,15.467,0,0,4.344,15.438,24.193,4.01,14.072,5.92,0.091,4.543,2.719
4.936,19.602,18.428,17.036,14.475,3.871,3.959,15.917,3.659,3.659,6.659,3.659,0.354,4.234,4.114,4.114,13.439,0.479,4.304,0,6.013,15.064,4.159,6.529,4.829,2.263,17.364,0,13.147,31.472,15.778,11.919,5.083,27.381,29.448,0,23.299,25.384,2.682,4.682,2.682,0,5.828,3.744,3.744,3.926,15.131,25.11,26.809,5.079,4.06,2.783,2.783,4.783,2.783,5.974,13.708,0,0,4.06,14.832,23.414,3.938,13.457,5.877,0.094,4.357,2.713
5.569,19.602,18.428,17.036,14.475,3.872,3.962,15.917,3.659,3.659,6.659,3.659,0.354,4.29,4.114,4.114,13.44,0.479,4.357,0,6.025,15.064,4.22,6.529,4.83,2.263,17.366,0,13.147,31.472,15.778,11.919,5.093,27.381,29.448,0,23.299,25.384,2.682,4.682,2.682,0,5.84,3.744,3.744,4.028,15.131,25.112,26.81,5.104,4.127,2.783,2.783,4.783,2.783,6.087,13.708,0,0,4.127,14.837,23.417,4.039,13.464,6.016,0.096,4.419,2.713
4.252,20.187,18.921,17.522,14.862,3.868,3.96,16.302,3.826,3.826,6.826,3.826,0.248,4.127,4.274,4.274,13.717,0.598,4.205,0,5.834,15.604,4.078,6.555,4.973,1.971,18.025,0,13.574,33.306,16.256,12.207,5.254,28.887,31.106,0,24.48,26.706,2.813,4.813,2.813,1,5.94,3.885,3.885,3.821,15.709,25.767,27.551,5.295,4.043,2.922,2.922,4.922,2.922,5.862,15.467,0,0,4.06,15.239,23.989,3.781,13.824,5.766,0.092,4.094,2.631
5.434,19.598,18.423,17.029,14.463,3.871,3.957,15.908,3.659,3.659,6.659,3.659,0.292,3.932,4.113,4.113,13.424,0.313,3.951,0,5.794,14.999,3.912,6.529,4.797,1.958,17.172,0,13.064,31.357,15.626,11.897,5.083,27.246,29.323,0,23.141,25.238,2.681,4.681,2.681,0,5.63,3.743,3.743,3.603,14.923,24.899,26.602,4.978,3.871,2.781,2.781,4.781,2.781,5.585,13.704,0,0,3.829,14.673,23.199,3.542,13.247,5.452,0.096,3.97,2.242
6.481,21.835,20.474,19.012,16.2,4.003,4.066,17.702,4.218,4.218,7.218,4.218,0.787,5.204,4.843,4.843,14.976,1.132,5.231,0,7.379,19.188,5.136,6.555,5.777,2.634,22.291,0,16.655,41.751,19.696,13.397,5.829,36.185,38.968,0,30.619,33.403,3.587,5.587,3.587,1,7.268,4.677,4.677,4.67,19.495,29.542,31.64,6.36,4.963,3.709,3.709,5.709,3.709,6.633,24.127,0,0,5.011,18.398,27.447,4.681,16.797,6.544,0.079,5.204,2.833
5.301,20.711,19.494,18.061,15.411,3.934,4.011,16.906,3.826,3.826,6.826,3.826,0.488,4.812,4.275,4.275,14.35,0.903,4.883,0,6.78,16.585,4.736,6.555,5.073,2.634,19.072,0,14.488,35.004,17.101,12.756,5.259,30.407,32.712,0,25.821,28.13,2.925,4.925,2.925,1,6.699,3.982,3.982,4.337,16.684,26.736,28.568,5.918,4.635,3.01,3.01,5.01,3.01,6.339,16.911,0,0,4.644,16.048,24.908,4.355,14.671,6.301,0.087,4.875,2.831
6.277,20.187,18.921,17.522,14.863,3.871,3.967,16.303,3.826,3.826,6.826,3.826,0.248,4.369,4.274,4.274,13.721,0.598,4.454,0,5.956,15.608,4.304,6.555,4.973,2.257,18.041,0,13.579,33.31,16.266,12.208,5.262,28.893,31.111,0,24.488,26.713,2.813,4.813,2.813,1,6.009,3.885,3.885,4.13,15.722,25.777,27.56,5.358,4.234,2.922,2.922,4.922,2.922,6.174,15.467,0,0,4.263,15.258,24.0,4.121,13.852,6.15,0.096,4.419,2.642
5.509,20.303,19.127,17.734,15.169,3.895,3.989,16.612,3.665,3.665,6.665,3.665,0.706,4.812,4.12,4.12,14.128,0.653,4.898,0,6.827,15.747,4.718,7.222,4.855,2.966,18.019,0,13.817,32.235,16.449,12.606,5.103,28.117,30.198,0,24.004,26.106,2.687,4.687,2.687,0,6.571,3.754,3.754,4.307,15.764,25.732,27.439,5.727,4.575,2.796,2.796,4.796,2.796,6.285,13.775,0,0,4.575,15.486,24.029,4.306,14.074,6.176,0.089,5.004,3.134
5.658,20.579,19.339,17.93,15.28,3.88,3.975,16.74,3.826,3.826,6.826,3.826,0.309,4.489,4.274,4.274,14.171,0.806,4.595,0,6.195,15.868,4.431,6.555,4.973,2.651,18.235,0,13.864,33.375,16.483,12.63,5.257,28.983,31.189,0,24.611,26.821,2.813,4.813,2.813,1,6.178,3.885,3.885,4.123,15.934,25.974,27.743,5.638,4.394,2.922,2.922,4.922,2.922,6.127,15.467,0,0,4.394,15.482,24.21,4.107,14.091,6.103,0.091,4.595,2.839
4.415,20.344,19.128,17.702,15.063,3.878,3.971,16.547,3.826,3.826,6.826,3.826,0.309,4.431,4.274,4.274,14.002,0.688,4.533,0,6.144,15.74,4.357,6.555,4.973,2.629,18.124,0,13.735,33.325,16.351,12.425,5.257,28.919,31.131,0,24.53,26.746,2.813,4.813,2.813,1,6.138,3.885,3.885,4.045,15.82,25.869,27.643,5.505,4.317,2.922,2.922,4.922,2.922,6.062,15.467,0,0,4.304,15.352,24.101,4.05,13.967,6.049,0.093,4.522,2.776
4.526,20.187,18.921,17.522,14.863,3.868,3.961,16.302,3.826,3.826,6.826,3.826,0.248,4.22,4.274,4.274,13.719,0.598,4.29,0,5.907,15.608,4.159,6.555,4.973,2.194,18.039,0,13.579,33.31,16.266,12.208,5.256,28.893,31.111,0,24.488,26.713,2.813,4.813,2.813,1,5.974,3.885,3.885,3.933,15.722,25.775,27.558,5.315,4.111,2.922,2.922,4.922,2.922,5.922,15.467,0,0,4.127,15.251,23.997,3.899,13.842,5.862,0.093,4.22,2.641
5.081,20.187,18.921,17.522,14.863,3.869,3.963,16.303,3.826,3.826,6.826,3.826,0.248,4.304,4.274,4.274,13.719,0.598,4.382,0,5.937,15.608,4.234,6.555,4.973,2.255,18.04,0,13.579,33.31,16.266,12.208,5.258,28.893,31.111,0,24.488,26.713,2.813,4.813,2.813,1,5.994,3.885,3.885,4.014,15.722,25.775,27.559,5.335,4.159,2.922,2.922,4.922,2.922,6.023,15.467,0,0,4.19,15.254,23.998,3.998,13.846,6.013,0.094,4.331,2.642
5.939,20.273,19.089,17.681,15.089,3.895,3.981,16.553,3.689,3.689,6.689,3.689,0.455,4.522,4.114,4.114,14.048,0.688,4.615,0,6.324,15.534,4.477,6.529,4.83,2.828,17.657,0,13.612,31.675,16.062,12.496,5.101,27.609,29.663,0,23.552,25.625,2.682,4.682,2.682,0,6.095,3.744,3.744,4.205,15.439,25.432,27.126,5.637,4.431,2.783,2.783,4.783,2.783,6.302,13.708,0,0,4.419,15.129,23.742,4.231,13.775,6.213,0.094,4.7,2.933
4.569,23.149,21.665,20.152,17.153,4.073,4.142,18.684,4.504,4.504,7.504,4.504,0.258,4.654,4.551,4.551,15.723,0.521,4.718,0,7.58,17.341,4.554,6.823,5.148,1.618,19.415,0,15.124,35.65,17.498,14.147,5.381,30.988,33.325,0,26.325,28.671,3.045,5.045,3.045,0,7.445,4.078,4.078,3.545,16.982,27.02,28.883,6.46,4.443,3.094,3.094,5.094,3.094,5.229,17.142,1,0,4.454,16.392,25.161,3.374,14.873,5.118,0.076,4.754,2.12
5.357,22.684,21.218,19.711,16.746,4.056,4.134,18.274,4.504,4.504,7.504,4.504,0.315,4.625,4.55,4.55,15.37,0.681,4.644,0,7.52,17.059,4.543,6.823,5.145,1.855,19.11,0,14.881,35.197,17.249,13.789,5.378,30.559,32.882,0,25.931,28.258,3.043,5.043,3.043,0,7.225,4.076,4.076,3.611,16.709,26.748,28.591,6.34,4.431,3.092,3.092,5.092,3.092,5.326,17.015,1,0,4.443,16.162,24.91,3.458,14.655,5.17,0.078,4.7,2.146
4.815,22.638,21.169,19.658,16.689,4.054,4.133,18.222,4.504,4.504,7.504,4.504,0.358,4.644,4.55,4.55,15.317,0.5,4.663,0,7.443,16.826,4.533,6.823,5.16,2.12,18.959,0,14.648,35.094,17.138,13.732,5.386,30.435,32.769,0,25.788,28.125,3.043,5.043,3.043,0,7.141,4.076,4.076,3.705,16.551,26.565,28.404,6.245,4.431,3.092,3.092,5.092,3.092,5.5,17.015,1,0,4.431,16.054,24.732,3.618,14.529,5.369,0.08,4.727,2.23
4.939,22.632,21.162,19.651,16.681,4.052,4.131,18.215,4.504,4.504,7.504,4.504,0.438,4.575,4.55,4.55,15.311,0.445,4.511,0,7.028,16.784,4.511,6.823,5.185,2.167,18.938,0,14.6,35.086,17.116,13.725,5.446,30.424,32.76,0,25.774,28.112,3.042,5.042,3.042,0,6.858,4.076,4.076,3.743,16.534,26.552,28.391,6.216,4.443,3.092,3.092,5.092,3.092,5.49,17.015,1,0,4.419,16.033,24.72,3.616,14.51,5.366,0.082,4.554,2.321
5.276,22.747,21.288,19.792,16.851,4.052,4.132,18.363,4.504,4.504,7.504,4.504,0.519,4.691,4.55,4.55,15.48,0.681,4.635,0,7.261,16.904,4.635,6.823,5.186,2.355,19.057,0,14.742,35.116,17.255,13.926,5.446,30.47,32.797,0,25.842,28.168,3.042,5.042,3.042,0,7.02,4.076,4.076,3.845,16.67,26.727,28.557,6.38,4.533,3.092,3.092,5.092,3.092,5.59,17.015,1,0,4.554,16.18,24.903,3.733,14.663,5.616,0.08,4.71,2.747
5.066,22.824,21.363,19.867,16.921,4.052,4.132,18.433,4.504,4.504,7.504,4.504,0.54,4.682,4.55,4.55,15.539,0.792,4.673,0,7.24,17.036,4.625,6.823,5.187,2.388,19.335,0,14.867,35.441,17.458,13.984,5.447,30.804,33.128,0,26.172,28.502,3.042,5.042,3.042,0,7.038,4.076,4.076,3.917,16.925,26.989,28.838,6.365,4.554,3.092,3.092,5.092,3.092,5.795,17.015,1,0,4.554,16.368,25.145,3.808,14.865,5.592,0.08,4.71,2.749
4.42,22.685,21.219,19.713,16.751,4.057,4.135,18.277,4.504,4.504,7.504,4.504,0.438,4.779,4.551,4.551,15.377,0.736,4.828,0,7.616,17.065,4.663,6.823,5.146,2.155,19.119,0,14.89,35.198,17.262,13.8,5.437,30.56,32.884,0,25.934,28.26,3.043,5.043,3.043,0,7.317,4.077,4.077,3.77,16.721,26.763,28.603,6.369,4.489,3.093,3.093,5.093,3.093,5.681,17.02,0,0,4.533,16.179,24.928,3.726,14.677,5.566,0.078,4.883,2.505
4.602,22.639,21.17,19.66,16.694,4.054,4.134,18.225,4.504,4.504,7.504,4.504,0.48,4.796,4.551,4.551,15.325,0.556,4.844,0,7.546,16.834,4.654,6.823,5.16,2.233,18.969,0,14.66,35.095,17.153,13.743,5.437,30.437,32.771,0,25.791,28.127,3.043,5.043,3.043,0,7.241,4.077,4.077,3.851,16.566,26.582,28.418,6.277,4.489,3.093,3.093,5.093,3.093,5.806,17.02,0,0,4.522,16.073,24.754,3.851,14.554,5.704,0.08,4.905,2.569
5.036,22.633,21.164,19.653,16.686,4.053,4.132,18.218,4.504,4.504,7.504,4.504,0.56,4.736,4.55,4.55,15.318,0.5,4.718,0,7.181,16.792,4.635,6.823,5.185,2.321,18.949,0,14.613,35.088,17.131,13.736,5.448,30.426,32.762,0,25.776,28.114,3.043,5.043,3.043,0,6.989,4.076,4.076,3.884,16.549,26.57,28.405,6.249,4.5,3.092,3.092,5.092,3.092,5.799,17.02,0,0,4.511,16.053,24.742,3.849,14.535,5.702,0.082,4.762,2.747
4.276,22.685,21.218,19.712,16.749,4.056,4.135,18.276,4.504,4.504,7.504,4.504,0.438,4.754,4.551,4.551,15.375,0.736,4.796,0,7.602,17.063,4.644,6.823,5.146,2.154,19.114,0,14.887,35.198,17.256,13.797,5.412,30.56,32.883,0,25.933,28.259,3.043,5.043,3.043,1,7.308,4.077,4.077,3.738,16.714,26.754,28.596,6.367,4.477,3.093,3.093,5.093,3.093,5.692,17.02,0,0,4.522,16.171,24.918,3.693,14.667,5.55,0.078,4.836,2.505
4.237,22.638,21.17,19.659,16.692,4.054,4.134,18.224,4.504,4.504,7.504,4.504,0.48,4.771,4.551,4.551,15.322,0.556,4.812,0,7.531,16.832,4.635,6.823,5.16,2.233,18.963,0,14.656,35.095,17.147,13.74,5.413,30.436,32.771,0,25.789,28.126,3.043,5.043,3.043,1,7.232,4.077,4.077,3.822,16.557,26.572,28.41,6.275,4.477,3.093,3.093,5.093,3.093,5.816,17.02,0,0,4.511,16.065,24.742,3.822,14.542,5.69,0.079,4.86,2.569
4.149,22.632,21.163,19.652,16.685,4.053,4.132,18.217,4.504,4.504,7.504,4.504,0.56,4.71,4.55,4.55,15.316,0.5,4.682,0,7.159,16.79,4.615,6.823,5.185,2.321,18.943,0,14.609,35.088,17.124,13.733,5.447,30.426,32.761,0,25.775,28.113,3.043,5.043,3.043,1,6.977,4.076,4.076,3.856,16.54,26.559,28.397,6.247,4.489,3.092,3.092,5.092,3.092,5.809,17.02,0,0,4.5,16.044,24.729,3.819,14.523,5.688,0.081,4.71,2.747
4.284,22.59,21.107,19.591,16.596,4.052,4.131,18.132,4.504,4.504,7.504,4.504,0.157,4.248,4.55,4.55,15.188,0.431,4.22,0,6.975,16.746,4.159,6.823,5.139,1.394,18.838,0,14.546,35.073,16.997,13.605,5.371,30.401,32.742,0,25.733,28.08,3.043,5.043,3.043,0,6.721,4.076,4.076,3.281,16.417,26.44,28.294,5.961,4.094,3.092,3.092,5.092,3.092,5.037,17.015,1,0,4.078,15.896,24.592,3.142,14.34,4.835,0.08,4.22,1.641
4.602,23.022,21.546,20.039,17.055,4.069,4.14,18.582,4.504,4.504,7.504,4.504,0.256,4.644,4.55,4.55,15.641,0.459,4.682,0,7.504,17.131,4.533,6.823,5.146,1.618,19.143,0,14.941,35.233,17.311,14.067,5.376,30.596,32.92,0,25.968,28.297,3.043,5.043,3.043,0,7.424,4.076,4.076,3.492,16.733,26.767,28.612,6.464,4.431,3.092,3.092,5.092,3.092,5.226,17.015,1,0,4.443,16.218,24.926,3.35,14.678,5.052,0.077,4.682,2.137
