pXC50,D.Dtr07,PDI,X5A,H.047,nR07,ATSC7s,SpDiam_EA.ri.,nHM,SpMax2_Bh.m.,P_VSA_m_4,H.051,C.006,GATS7m,P_VSA_i_1,PW5,Eig01_EA.ri.,SpMax_EA.ri.,SpDiam_EA.ed.,RBF,X4A,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,TPSA.Tot.,SpDiam_EA,ATSC7m,SM14_AEA.ed.,SM11_EA.ed.,SM12_EA.ed.,SM13_EA.ed.,GATS5v,SM14_EA.ed.,SM15_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,SM10_EA.ed.,SM12_AEA.ed.,CATS2D_05_NL,ATSC7e,piPC04,SM08_EA.bo.,GATS6i,SM06_EA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM08_EA.ed.,SpMin5_Bh.i.,SM10_AEA.ed.,SpMin3_Bh.s.,SM13_AEA.ed.,MPC06,SpMax3_Bh.m.,Xindex,ATSC7p,ATSC8s,nCrs,SM15_AEA.ed.,SpDiam_AEA.bo.,LOC,MWC09,MWC10,SM09_EA.ed.,piPC05,piPC06,MATS2m,CATS2D_02_AN
8.013,0.0,0.898,0.083,17,0,182.782,5.201,2,3.975,40.178,0,3,1.224,40.178,0.094,3.201,3.201,18.623,0.206,0.122,6.81,6.81,13.358,165.27,5.262,64.371,27.532,27.101,29.511,31.901,0.917,34.307,36.705,3.262,3.262,3.262,24.729,23.758,3,1.022,4.688,11.476,1.002,15.296,11.241,11.241,11.241,19.978,1.503,20.004,1.222,25.643,4.29,3.838,0.404,19.867,256.833,3,29.425,5.468,1.425,11.0,11.88,22.307,5.017,4.775,-0.082,1
8.301,115.708,0.883,0.081,9,1,148.344,5.068,1,3.826,38.564,0,0,1.091,38.564,0.1,3.068,3.068,18.627,0.136,0.121,6.873,6.873,18.571,125.51,5.202,47.913,27.263,26.753,29.185,31.587,1.036,34.014,36.43,3.202,3.202,3.202,24.383,23.504,3,0.767,4.65,11.041,1.031,15.0,11.332,11.332,11.332,19.636,1.457,19.776,1.207,25.38,4.248,3.708,0.44,13.936,139.188,5,29.153,5.281,1.216,10.914,11.784,21.934,5.007,4.815,0.013,1
8.046,44.68,0.909,0.075,8,1,99.858,5.071,1,3.725,38.564,1,2,1.51,38.564,0.112,3.071,3.071,18.328,0.088,0.116,6.755,6.755,13.556,96.41,5.17,21.05,26.951,26.417,28.825,31.199,1.115,33.599,35.985,3.17,3.17,3.17,24.07,23.192,4,0.505,4.604,11.237,0.976,14.724,11.002,11.002,11.002,19.356,0.901,19.457,0.776,25.069,4.094,3.494,0.546,5.567,31.178,2,28.836,5.322,1.298,10.628,11.514,21.641,5.076,5.162,-0.088,1
5.745,0.0,0.927,0.086,14,0,122.139,4.955,0,3.823,0.0,4,1,1.083,0.0,0.09,2.955,2.955,17.308,0.153,0.126,6.608,6.608,16.133,103.78,5.075,32.858,26.972,26.037,28.366,30.662,0.947,32.987,35.3,3.075,3.075,3.075,23.776,23.293,1,0.587,5.026,11.494,0.891,14.79,10.418,10.418,10.418,19.237,1.472,19.638,1.122,25.13,4.205,3.809,0.327,11.424,156.714,3,28.818,5.184,0.744,10.953,11.806,21.429,5.42,5.199,-0.037,1
7.77,0.0,0.882,0.078,5,0,162.245,5.458,1,3.875,38.564,0,0,1.16,38.564,0.086,3.458,3.458,21.634,0.119,0.117,7.649,7.649,15.843,154.53,5.548,50.394,29.004,29.346,31.961,34.574,0.805,37.19,39.807,3.548,3.548,3.548,26.741,24.981,4,0.855,4.774,11.608,1.246,16.382,13.965,13.965,13.965,21.538,1.507,20.975,1.211,26.991,4.331,3.788,0.353,15.586,219.036,8,31.02,5.618,0.805,11.191,12.084,24.125,5.138,5.042,0.06,0
6.726,0.0,0.886,0.077,9,0,210.818,5.164,0,3.745,0.0,2,1,1.066,0.0,0.098,3.164,3.164,19.065,0.186,0.114,6.979,6.979,20.678,176.05,5.291,36.958,27.48,27.229,29.699,32.153,1.003,34.623,37.087,3.291,3.291,3.291,24.8,23.695,4,1.11,4.867,11.484,0.991,15.224,11.843,11.843,11.843,19.954,1.39,19.942,1.176,25.584,4.407,3.582,0.412,9.292,141.517,2,29.383,5.47,2.64,11.082,11.972,22.321,5.316,5.399,0.017,1
7.585,0.0,0.913,0.078,14,0,233.616,5.056,2,3.92,44.956,0,1,0.844,5.807,0.09,3.056,3.056,19.611,0.167,0.118,7.242,7.242,24.072,216.61,5.381,48.674,28.185,27.785,30.262,32.726,1.036,35.205,37.68,3.381,3.381,3.381,25.347,24.337,3,1.546,5.313,12.778,0.858,15.726,12.189,12.189,12.189,20.484,1.524,20.524,1.159,26.257,4.673,3.869,0.301,14.12,262.94,3,30.119,5.831,0.926,11.38,12.263,22.866,5.734,5.803,0.004,1
4.921,0.0,0.936,0.08,35,0,516.843,5.055,0,3.879,0.0,4,3,1.073,0.0,0.091,3.055,3.055,18.295,0.184,0.122,6.735,6.735,52.953,406.05,5.164,165.591,27.965,26.966,29.297,31.583,0.918,33.916,36.232,3.164,3.164,3.164,24.73,24.318,1,3.085,6.121,12.517,0.993,15.851,10.891,10.891,10.891,20.236,1.728,20.696,1.254,26.139,5.58,3.869,0.156,48.189,760.775,6,29.797,5.287,1.055,12.156,13.021,22.384,6.44,6.372,-0.029,0
7.022,0.0,0.905,0.09,19,0,96.828,4.857,2,3.881,70.783,1,3,1.256,70.783,0.085,2.857,2.857,15.274,0.204,0.136,6.126,6.126,15.53,139.73,4.891,44.262,26.036,24.444,26.628,28.748,0.963,30.922,33.067,2.891,2.891,2.891,22.367,22.505,2,0.486,4.864,11.354,1.051,14.031,8.935,8.935,8.935,18.158,1.213,18.993,1.048,24.268,3.951,3.753,0.38,13.668,66.202,0,27.807,5.022,0.961,10.608,11.432,20.154,5.308,5.083,-0.168,0
5.745,0.0,0.845,0.082,6,0,118.672,4.897,1,3.772,38.564,1,2,1.054,38.564,0.071,3.007,3.007,17.953,0.128,0.124,6.696,6.696,13.487,125.51,5.107,27.921,26.905,26.123,28.502,30.842,1.085,33.214,35.568,3.129,3.129,3.129,23.815,23.179,1,0.674,3.829,10.362,1.008,14.619,10.696,10.696,10.696,19.174,0.881,19.474,1.056,25.04,3.434,3.512,0.639,5.939,93.407,3,28.775,5.225,2.214,10.466,11.33,21.415,3.871,3.714,-0.006,1
6.523,0.0,0.916,0.077,13,0,115.399,5.164,0,3.843,0.0,2,1,1.122,0.0,0.101,3.164,3.164,19.065,0.154,0.115,6.979,6.979,24.179,106.94,5.291,27.789,27.421,27.214,29.687,32.144,0.979,34.616,37.082,3.291,3.291,3.291,24.778,23.626,5,0.613,5.085,11.659,0.978,15.172,11.843,11.843,11.843,19.919,1.255,19.866,1.132,25.52,4.431,3.644,0.336,9.0,85.144,2,29.329,5.46,0.887,11.069,11.96,22.295,5.551,5.546,-0.025,1
5.721,0.0,0.872,0.095,3,0,0.0,4.418,1,3.203,32.22,0,1,0.0,32.22,0.071,2.63,2.63,14.341,0.0,0.14,5.93,5.93,3.587,71.47,4.807,0.0,24.994,23.109,25.282,27.326,0.906,29.469,31.54,2.807,2.807,2.807,21.111,21.468,0,0.0,2.944,9.48,0.0,12.893,8.193,8.193,8.193,16.972,0.0,17.96,0.133,23.229,2.079,3.075,0.819,0.0,0.0,1,26.761,4.995,0.881,9.383,10.197,18.884,3.219,2.565,0.136,0
7.721,0.0,0.887,0.081,15,0,197.355,5.383,1,3.845,38.564,1,2,1.174,32.22,0.091,3.383,3.383,20.174,0.138,0.122,7.318,7.318,21.066,127.17,5.408,57.318,28.211,28.002,30.514,33.016,1.009,35.531,38.043,3.408,3.408,3.408,25.521,24.321,1,1.141,5.058,11.614,1.154,15.714,12.559,12.559,12.559,20.572,1.501,20.46,1.173,26.263,4.369,3.814,0.346,22.605,233.288,3,30.165,5.418,0.78,11.18,12.059,23.006,5.442,5.237,-0.054,1
7.398,0.0,0.912,0.079,11,0,159.007,5.164,0,3.849,0.0,4,0,1.005,0.0,0.103,3.164,3.164,19.065,0.158,0.116,6.979,6.979,20.336,124.01,5.291,30.56,27.436,27.218,29.691,32.147,1.014,34.618,37.083,3.291,3.291,3.291,24.785,23.647,4,0.829,5.133,11.698,0.977,15.199,11.843,11.843,11.843,19.932,1.435,19.896,1.176,25.537,4.454,3.692,0.318,9.546,93.135,2,29.341,5.466,0.873,11.13,12.016,22.304,5.604,5.56,-0.004,1
7.796,0.0,0.89,0.078,19,0,211.639,5.208,3,4.132,72.397,0,3,1.156,72.397,0.096,3.208,3.208,20.428,0.208,0.118,7.29,7.29,13.195,190.57,5.464,74.271,28.312,28.435,30.969,33.502,0.884,36.042,38.585,3.464,3.464,3.464,25.921,24.429,3,1.186,4.75,11.616,0.989,15.977,12.993,12.993,12.993,20.911,1.513,20.566,1.21,26.368,4.466,3.839,0.413,23.124,255.468,3,30.26,5.499,1.453,11.202,12.103,23.39,5.106,4.917,0.008,1
4.0,0.0,0.815,0.112,1,0,41.688,4.636,0,3.591,0.0,3,0,0.863,0.0,0.036,2.697,2.697,12.815,0.219,0.16,5.74,5.74,8.312,80.39,4.596,11.281,25.151,22.703,24.752,26.723,0.906,28.75,30.736,2.659,2.659,2.659,20.763,21.662,1,0.188,2.565,9.553,0.925,12.858,7.429,7.429,7.429,16.792,0.814,18.177,0.907,23.406,2.197,3.259,0.974,2.81,79.735,0,26.897,4.79,2.128,9.315,10.069,18.67,2.485,2.398,0.039,0
7.854,0.0,0.924,0.076,15,0,147.403,5.086,1,3.882,38.564,1,2,1.296,38.564,0.102,3.086,3.086,18.19,0.121,0.118,6.737,6.737,18.77,125.51,5.189,44.505,27.215,26.468,28.848,31.19,0.943,33.567,35.929,3.189,3.189,3.189,24.166,23.508,3,0.746,5.078,11.631,1.051,15.024,10.912,10.912,10.912,19.544,1.403,19.825,1.024,25.359,4.522,3.73,0.339,13.166,117.633,2,29.076,5.327,0.888,11.107,11.988,21.768,5.554,5.531,-0.06,1
6.678,0.0,0.891,0.084,11,0,124.109,5.009,1,3.817,38.564,1,2,1.206,38.564,0.086,3.009,3.009,17.959,0.14,0.126,6.696,6.696,14.559,125.51,5.13,38.265,26.995,26.191,28.562,30.892,1.051,33.257,35.605,3.13,3.13,3.13,23.895,23.281,1,0.668,4.581,11.002,1.022,14.759,10.697,10.697,10.697,19.281,1.321,19.592,1.072,25.135,3.892,3.721,0.423,10.318,105.434,3,28.858,5.234,0.971,10.762,11.622,21.505,4.886,4.633,-0.058,1
7.602,0.0,0.893,0.082,10,0,136.625,5.01,2,3.845,77.712,1,2,1.106,38.564,0.086,3.01,3.01,17.96,0.14,0.124,6.696,6.696,14.434,125.51,5.13,42.061,27.118,26.267,28.629,30.951,1.044,33.309,35.65,3.13,3.13,3.13,23.981,23.411,1,0.79,4.662,11.31,1.031,14.878,10.697,10.697,10.697,19.386,1.321,19.724,1.072,25.262,3.989,3.76,0.424,11.109,111.229,3,28.977,5.237,0.975,10.851,11.715,21.601,4.981,4.82,-0.02,1
7.108,0.0,0.882,0.082,10,0,121.242,5.017,1,3.818,38.564,1,1,1.16,38.564,0.085,3.017,3.017,17.97,0.132,0.125,6.697,6.697,14.865,125.51,5.132,42.357,27.153,26.339,28.704,31.029,0.989,33.387,35.728,3.132,3.132,3.132,24.045,23.429,1,0.622,4.621,11.038,1.05,14.893,10.7,10.7,10.7,19.429,1.333,19.727,1.073,25.289,3.97,3.75,0.43,12.14,125.701,3,29.021,5.239,0.975,10.838,11.703,21.658,4.916,4.694,0.018,1
8.108,0.0,0.925,0.075,13,0,140.978,5.188,1,3.884,38.564,1,1,1.247,38.564,0.108,3.188,3.188,19.368,0.127,0.113,7.022,7.022,18.043,125.51,5.316,43.72,27.573,27.367,29.849,32.313,1.009,34.794,37.268,3.316,3.316,3.316,24.931,23.776,3,0.749,5.139,11.711,1.111,15.321,11.985,11.985,11.985,20.068,1.409,20.012,1.067,25.671,4.511,3.728,0.346,12.918,109.721,2,29.482,5.479,0.904,11.181,12.079,22.438,5.613,5.606,-0.054,1
6.345,0.0,0.882,0.082,10,0,121.242,5.017,1,3.818,38.564,1,1,1.16,38.564,0.085,3.017,3.017,17.97,0.132,0.125,6.697,6.697,14.865,125.51,5.132,42.357,27.153,26.339,28.704,31.029,0.989,33.387,35.728,3.132,3.132,3.132,24.045,23.429,1,0.622,4.621,11.038,1.05,14.893,10.7,10.7,10.7,19.429,1.333,19.727,1.073,25.289,3.97,3.75,0.43,12.14,125.701,3,29.021,5.239,0.975,10.838,11.703,21.658,4.916,4.694,0.018,1
8.06,0.0,0.916,0.08,17,0,132.524,5.034,2,3.894,70.783,1,2,1.143,70.783,0.095,3.034,3.034,18.148,0.145,0.121,6.728,6.728,16.294,150.81,5.177,52.865,27.101,26.369,28.751,31.097,1.035,33.476,35.84,3.177,3.177,3.177,24.062,23.399,1,0.686,5.019,11.402,1.045,14.927,10.87,10.87,10.87,19.436,1.514,19.728,1.078,25.247,4.419,3.775,0.322,16.224,135.392,3,28.962,5.266,0.859,11.085,11.959,21.663,5.411,5.196,-0.045,1
7.161,0.0,0.891,0.082,10,0,138.247,5.011,1,3.824,38.564,1,2,1.415,38.564,0.086,3.011,3.011,17.96,0.132,0.124,6.696,6.696,15.168,125.51,5.13,44.685,27.118,26.267,28.629,30.951,1.007,33.309,35.65,3.13,3.13,3.13,23.981,23.411,1,0.749,4.662,11.31,1.063,14.878,10.697,10.697,10.697,19.386,1.321,19.724,1.082,25.262,3.989,3.733,0.424,11.68,106.631,3,28.977,5.237,0.975,10.851,11.715,21.601,4.981,4.82,-0.016,1
6.31,0.0,0.846,0.087,6,0,107.408,4.905,1,3.787,38.564,1,2,0.971,38.564,0.082,3.009,3.009,17.958,0.146,0.127,6.696,6.696,13.487,125.51,5.114,32.641,26.966,26.175,28.548,30.881,1.151,33.248,35.598,3.13,3.13,3.13,23.875,23.244,1,0.58,3.989,10.411,0.975,14.708,10.697,10.697,10.697,19.249,1.307,19.544,1.074,25.103,3.555,3.515,0.614,8.144,101.017,3,28.834,5.234,2.342,10.597,11.46,21.482,4.043,3.807,0.005,1
8.0,0.0,0.953,0.078,15,0,133.999,5.081,1,3.899,38.564,1,2,1.095,38.564,0.095,3.081,3.081,18.176,0.136,0.118,6.721,6.721,15.713,141.3,5.165,50.138,27.445,26.731,29.101,31.435,0.983,33.798,36.147,3.165,3.165,3.165,24.427,23.722,1,0.729,5.456,12.381,0.976,15.245,10.827,10.827,10.827,19.795,1.545,20.02,1.213,25.581,4.635,3.813,0.297,16.156,139.374,3,29.312,5.517,0.797,11.288,12.172,22.037,5.868,6.0,-0.084,1
5.796,0.0,0.861,0.096,7,0,79.352,4.798,1,3.739,38.564,0,0,1.287,38.564,0.087,2.798,2.798,15.037,0.171,0.133,6.073,6.073,7.528,105.2,4.878,23.082,25.777,24.115,26.301,28.403,0.949,30.571,32.697,2.878,2.878,2.878,22.057,22.237,1,0.363,4.257,10.693,1.027,13.72,8.734,8.734,8.734,17.853,0.91,18.712,0.886,24.005,3.296,3.633,0.591,7.111,31.287,0,27.552,4.989,2.366,10.192,11.014,19.829,4.668,4.281,0.011,0
7.432,0.0,0.866,0.094,8,0,102.994,4.868,1,3.74,38.564,1,1,1.318,38.564,0.09,2.868,2.868,15.308,0.182,0.134,6.133,6.133,7.784,105.2,4.901,31.843,25.913,24.412,26.615,28.753,0.924,30.941,33.099,2.901,2.901,2.901,22.313,22.351,1,0.469,4.312,10.71,0.996,13.86,8.968,8.968,8.968,18.05,0.959,18.806,0.987,24.13,3.434,3.657,0.603,9.39,40.552,0,27.698,5.009,2.382,10.272,11.099,20.074,4.704,4.367,-0.055,0
4.495,0.0,0.877,0.094,9,0,53.234,4.82,1,3.726,38.564,3,2,1.259,38.564,0.074,2.82,2.82,14.748,0.2,0.144,6.049,6.049,8.281,105.2,4.823,20.809,25.368,23.815,25.998,28.123,0.961,30.293,32.436,2.823,2.823,2.823,21.726,21.828,1,0.243,4.169,10.582,1.063,13.353,8.681,8.681,8.681,17.497,0.952,18.312,0.976,23.595,3.219,3.563,0.579,6.595,65.479,0,27.145,4.953,2.456,9.937,10.747,19.51,4.548,4.302,-0.132,0
7.097,0.0,0.887,0.085,10,0,108.465,5.005,1,3.819,38.564,0,1,0.932,38.564,0.084,3.005,3.005,17.956,0.128,0.125,6.696,6.696,14.303,125.51,5.129,27.768,26.951,26.147,28.523,30.857,1.088,33.227,35.579,3.129,3.129,3.129,23.848,23.238,1,0.588,4.539,10.99,1.068,14.705,10.696,10.696,10.696,19.227,1.307,19.55,1.072,25.091,3.807,3.713,0.418,8.004,99.395,3,28.815,5.231,0.882,10.714,11.573,21.452,4.855,4.568,-0.004,1
6.921,0.0,0.868,0.091,8,0,84.766,4.85,1,3.731,38.564,1,1,1.368,38.564,0.077,2.85,2.85,15.155,0.171,0.137,6.094,6.094,7.784,105.2,4.872,26.187,25.732,24.096,26.291,28.41,0.936,30.591,32.733,2.872,2.872,2.872,22.02,22.185,1,0.407,4.199,10.673,1.137,13.643,8.82,8.82,8.82,17.795,0.852,18.653,0.954,23.957,3.219,3.592,0.611,7.233,32.132,0,27.51,4.973,2.256,10.076,10.894,19.79,4.6,4.26,-0.086,0
8.222,99.552,0.903,0.074,14,1,242.694,5.129,0,3.843,0.0,3,1,1.146,0.0,0.109,3.129,3.129,18.903,0.164,0.114,6.856,6.856,26.074,133.24,5.244,46.553,27.362,26.883,29.312,31.71,1.045,34.137,36.553,3.244,3.244,3.244,24.52,23.618,5,1.666,5.168,11.707,1.019,15.174,11.405,11.405,11.405,19.79,1.404,19.905,1.102,25.486,4.779,3.644,0.367,13.745,161.501,3,29.242,5.422,1.187,11.219,12.112,22.077,5.659,5.735,0.023,1
8.0,0.0,0.891,0.084,11,0,125.274,5.025,1,3.821,38.564,1,2,1.164,38.564,0.094,3.025,3.025,18.097,0.161,0.125,6.714,6.714,14.559,125.51,5.141,45.697,27.047,26.293,28.669,31.007,0.985,33.378,35.734,3.141,3.141,3.141,23.99,23.33,1,0.618,4.641,11.017,0.996,14.829,10.786,10.786,10.786,19.362,1.436,19.637,1.213,25.186,4.06,3.721,0.434,13.968,138.906,3,28.913,5.246,1.187,10.841,11.705,21.595,4.952,4.726,-0.06,1
8.155,75.829,0.887,0.077,10,1,184.018,5.069,0,3.692,0.0,0,2,1.214,0.0,0.104,3.069,3.069,18.386,0.173,0.116,6.759,6.759,17.559,132.96,5.178,35.199,27.087,26.485,28.886,31.253,1.068,33.649,36.031,3.178,3.178,3.178,24.151,23.352,5,1.007,4.744,11.336,0.93,14.88,11.02,11.02,11.02,19.467,1.342,19.642,1.102,25.217,4.407,3.526,0.467,9.04,110.223,3,28.962,5.364,2.036,10.887,11.77,21.732,5.21,5.321,-0.005,1
8.0,202.213,0.94,0.074,25,1,217.27,5.281,1,3.95,39.149,2,4,1.146,0.0,0.11,3.281,3.281,19.863,0.183,0.113,7.117,7.117,35.85,157.1,5.378,92.638,28.136,27.951,30.441,32.913,1.079,35.404,37.892,3.378,3.378,3.378,25.51,24.336,5,1.372,5.936,12.949,0.965,15.889,12.358,12.358,12.358,20.64,1.697,20.57,1.281,26.232,5.268,3.82,0.194,28.612,143.839,3,30.045,5.78,1.052,11.779,12.68,23.014,6.478,6.776,0.023,1
7.699,0.0,0.937,0.076,8,0,116.979,5.164,0,3.975,0.0,5,0,1.053,0.0,0.101,3.164,3.164,19.065,0.159,0.113,6.979,6.979,19.125,112.21,5.291,34.55,27.682,27.385,29.839,32.278,1.064,34.733,37.184,3.291,3.291,3.291,24.973,23.898,4,0.626,5.515,12.477,0.88,15.441,11.843,11.843,11.843,20.156,1.459,20.141,1.176,25.787,4.663,3.703,0.257,11.618,76.792,2,29.582,5.487,0.81,11.32,12.213,22.51,5.948,6.135,0.006,1
8.553,85.63,0.915,0.078,13,1,160.103,5.069,0,3.843,0.0,0,1,1.218,0.0,0.104,3.069,3.069,18.386,0.145,0.118,6.759,6.759,20.196,106.94,5.178,35.863,27.114,26.492,28.891,31.256,1.051,33.651,36.033,3.178,3.178,3.178,24.161,23.391,7,0.866,5.059,11.616,0.968,14.926,11.02,11.02,11.02,19.489,1.361,19.697,1.102,25.249,4.533,3.644,0.356,10.778,93.811,3,28.984,5.363,1.038,11.02,11.897,21.746,5.533,5.528,-0.025,1
7.523,123.305,0.978,0.072,17,1,153.34,5.269,1,4.137,7.958,0,3,1.121,7.958,0.116,3.269,3.269,19.844,0.132,0.109,7.113,7.113,20.506,131.77,5.371,59.36,28.267,28.124,30.604,33.069,1.177,35.55,38.027,3.371,3.371,3.371,25.682,24.441,5,0.899,5.853,12.975,0.917,15.999,12.34,12.34,12.34,20.8,1.6,20.636,1.175,26.352,5.088,3.927,0.23,21.49,189.026,3,30.187,5.756,0.81,11.645,12.559,23.192,6.4,6.665,-0.003,1
6.553,0.0,0.861,0.078,9,0,237.504,4.777,2,3.82,44.61,1,4,1.314,44.61,0.091,2.976,2.976,18.497,0.143,0.115,6.818,6.818,12.841,138.93,5.265,41.91,27.335,26.91,29.32,31.713,1.097,34.121,36.523,3.294,3.294,3.294,24.534,23.55,1,1.134,3.871,12.119,0.987,15.068,11.288,11.288,11.288,19.774,0.875,19.78,1.13,25.441,3.584,3.582,0.693,9.201,114.213,2,29.231,5.681,1.929,10.526,11.414,22.113,4.06,4.025,-0.114,1
10.046,75.92,0.919,0.071,17,1,141.383,5.201,0,3.843,0.0,0,2,1.038,0.0,0.11,3.201,3.201,19.569,0.115,0.11,7.037,7.037,24.841,116.17,5.321,40.095,27.703,27.473,29.954,32.413,0.997,34.894,37.368,3.321,3.321,3.321,25.045,23.909,6,0.824,5.196,11.703,0.89,15.463,12.048,12.048,12.048,20.196,1.371,20.147,1.183,25.803,4.898,3.67,0.315,13.375,123.896,4,29.609,5.469,0.825,11.357,12.264,22.555,5.673,5.74,-0.052,1
8.398,203.388,0.943,0.074,22,1,206.238,5.281,1,3.949,39.149,2,4,1.187,0.0,0.107,3.281,3.281,19.863,0.189,0.114,7.117,7.117,35.607,165.89,5.378,82.937,28.089,27.939,30.432,32.907,1.091,35.4,37.888,3.378,3.378,3.378,25.493,24.28,5,1.306,5.92,12.938,0.941,15.841,12.358,12.358,12.358,20.61,1.696,20.506,1.279,26.181,5.236,3.82,0.171,25.056,141.98,3,30.003,5.782,0.806,11.735,12.637,22.991,6.467,6.768,0.007,1
4.357,0.0,0.85,0.09,6,0,99.279,4.834,0,3.704,0.0,0,0,1.079,0.0,0.084,2.834,2.834,15.033,0.163,0.131,6.079,6.079,9.686,112.65,4.886,21.792,25.825,24.158,26.347,28.451,0.941,30.622,32.752,2.886,2.886,2.886,22.102,22.296,3,0.509,4.349,10.934,0.833,13.79,8.778,8.778,8.778,17.906,0.935,18.786,0.883,24.059,3.497,3.52,0.596,6.133,88.155,0,27.596,5.024,2.316,10.303,11.132,19.873,4.823,4.613,0.061,0
8.367,0.0,0.872,0.086,10,0,117.323,5.005,0,3.813,0.0,0,1,0.967,0.0,0.084,3.005,3.005,17.954,0.16,0.125,6.696,6.696,16.559,106.94,5.13,29.546,26.953,26.153,28.527,30.863,1.073,33.231,35.583,3.13,3.13,3.13,23.852,23.24,3,0.633,4.529,10.971,0.87,14.706,10.698,10.698,10.698,19.229,1.306,19.553,1.087,25.094,3.892,3.625,0.421,8.564,92.554,3,28.817,5.23,0.971,10.729,11.586,21.46,4.828,4.586,0.008,1
5.288,0.0,0.883,0.085,12,0,100.875,5.006,0,3.813,0.0,0,2,0.907,0.0,0.085,3.006,3.006,17.958,0.179,0.127,6.697,6.697,18.177,95.94,5.13,36.369,26.989,26.186,28.556,30.888,1.096,33.254,35.603,3.13,3.13,3.13,23.888,23.276,1,0.576,4.581,10.997,0.88,14.753,10.699,10.699,10.699,19.272,1.381,19.589,1.088,25.13,3.989,3.644,0.424,11.386,85.574,3,28.852,5.233,1.289,10.789,11.646,21.499,4.859,4.635,0.022,1
8.824,0.0,0.917,0.079,12,0,206.33,5.235,1,3.879,6.063,0,3,1.169,6.063,0.092,3.235,3.235,18.32,0.136,0.122,6.791,6.791,10.136,104.72,5.261,47.199,27.5,27.029,29.427,31.808,0.937,34.204,36.594,3.261,3.261,3.261,24.666,23.738,5,1.008,4.733,11.464,0.993,15.281,11.189,11.189,11.189,19.939,1.477,19.995,1.194,25.617,4.382,3.835,0.313,15.3,133.061,7,29.387,5.488,0.758,11.038,11.923,22.258,5.01,4.833,-0.096,1
8.432,124.345,0.908,0.081,19,1,123.937,4.922,1,3.847,32.22,0,3,1.086,32.22,0.096,2.922,2.922,16.901,0.153,0.123,6.453,6.453,17.684,132.24,5.06,41.992,26.747,25.631,27.921,30.16,0.959,32.442,34.701,3.06,3.06,3.06,23.431,23.112,5,0.667,4.968,11.359,1.03,14.637,9.962,9.962,9.962,18.991,1.434,19.498,1.108,24.927,4.511,3.741,0.344,13.812,138.303,2,28.57,5.176,0.999,10.969,11.831,21.115,5.394,5.281,-0.097,1
7.189,120.854,0.909,0.079,16,1,116.487,4.913,2,3.909,63.497,0,3,1.012,63.497,0.09,2.913,2.913,16.903,0.161,0.122,6.453,6.453,17.684,160.48,5.061,41.381,26.748,25.634,27.924,30.162,0.971,32.445,34.704,3.061,3.061,3.061,23.434,23.113,4,0.71,4.932,11.332,1.004,14.637,9.963,9.963,9.963,18.992,1.401,19.499,1.108,24.929,4.489,3.837,0.346,13.617,129.073,2,28.572,5.18,1.018,10.961,11.825,21.118,5.162,5.2,-0.082,1
8.585,0.0,0.908,0.072,7,0,71.734,5.162,1,3.729,38.564,2,1,1.514,38.564,0.121,3.162,3.162,19.064,0.097,0.108,6.979,6.979,11.738,96.41,5.291,19.537,27.317,27.194,29.673,32.135,1.048,34.609,37.077,3.291,3.291,3.291,24.749,23.485,2,0.36,4.662,11.303,0.94,15.043,11.843,11.843,11.843,19.856,0.88,19.679,0.941,25.399,4.043,3.478,0.547,5.599,24.902,2,29.24,5.395,1.576,10.748,11.66,22.255,5.139,5.227,-0.09,1
4.301,0.0,0.898,0.069,7,0,99.179,5.189,1,3.757,38.564,1,1,1.39,38.564,0.114,3.189,3.189,19.31,0.088,0.104,7.021,7.021,13.099,96.41,5.314,25.366,27.45,27.329,29.819,32.289,1.0,34.775,37.253,3.314,3.314,3.314,24.879,23.619,3,0.5,4.681,11.352,1.111,15.159,11.981,11.981,11.981,19.975,0.885,19.814,0.96,25.531,4.143,3.479,0.547,7.264,29.898,2,29.373,5.424,1.561,10.842,11.756,22.373,5.168,5.279,-0.042,1
8.585,0.0,0.898,0.069,7,0,99.179,5.189,1,3.757,38.564,1,1,1.39,38.564,0.114,3.189,3.189,19.31,0.088,0.104,7.021,7.021,13.099,96.41,5.314,25.366,27.45,27.329,29.819,32.289,1.0,34.775,37.253,3.314,3.314,3.314,24.879,23.619,3,0.5,4.681,11.352,1.111,15.159,11.981,11.981,11.981,19.975,0.885,19.814,0.96,25.531,4.143,3.479,0.547,7.264,29.898,2,29.373,5.424,1.561,10.842,11.756,22.373,5.168,5.279,-0.042,1
7.45,124.345,0.908,0.081,19,1,123.937,4.922,1,3.847,32.22,0,3,1.086,32.22,0.096,2.922,2.922,16.901,0.153,0.123,6.453,6.453,17.684,132.24,5.06,41.992,26.747,25.631,27.921,30.16,0.959,32.442,34.701,3.06,3.06,3.06,23.431,23.112,5,0.667,4.968,11.359,1.03,14.637,9.962,9.962,9.962,18.991,1.434,19.498,1.108,24.927,4.511,3.741,0.344,13.812,138.303,2,28.57,5.176,0.999,10.969,11.831,21.115,5.394,5.281,-0.097,1
