pXC50,HVcpx,AECC,IDE,MSD,SpMin3_Bh.e.,SpMin3_Bh.i.,SpMin3_Bh.p.,SpMin3_Bh.v.,ATS5s,IAC,TIC0,CATS2D_02_LL,SpMin3_Bh.m.,ATSC5p,Eig04_AEA.dm.,ATS1e,ATS1i,SpMax8_Bh.p.,SpMax8_Bh.v.,SpMaxA_AEA.dm.,SpMax8_Bh.m.,TIC3,TIC4,TIC5,ATSC5v,SpMin2_Bh.i.,ATS8m,ATS6s,Eig10_EA.bo.,Eig10_EA.ri.,SpMaxA_AEA.ri.,SpMaxA_EA,ATSC6v,CATS2D_04_LL,ECC,GGI10,SpMax3_Bh.i.,SpMax3_Bh.p.,SpMax3_Bh.v.,Se,Eig10_AEA.bo.,RDCHI,GGI9,MDDD,SAtot,AMR,ATSC6i,ISIZ,nAT,nBT,Sp,SpMax8_Bh.e.,SpMax8_Bh.i.,SpMin8_Bh.e.,SpMin8_Bh.i.,SpMin8_Bh.m.,SpMin8_Bh.p.,SpMin8_Bh.v.,Sv,VvdwMG,VvdwZAZ,Vx,X0v,ATS4m
6.523,3.081,8.412,3.191,4.988,1.61,1.549,1.791,1.82,5.326,50.232,50.232,11,1.87,8.48,1.839,3.732,3.873,2.394,2.384,0.173,2.423,173.367,176.122,176.122,12.528,1.702,2.43,5.155,-0.73,-0.619,0.215,0.16,10.708,5,143.0,0.033,3.664,3.459,3.445,39.149,0.62,3.023,0.044,12.789,378.085,72.008,0.859,212.877,40,41,24.836,2.632,2.717,0.625,0.532,1.016,0.908,0.943,22.531,141.877,244.31,337.94,10.679,3.237
6.0,3.089,8.444,3.191,5.0,1.674,1.616,1.828,1.854,5.292,47.746,47.746,15,1.891,10.729,1.799,3.807,3.952,2.735,2.715,0.158,2.687,175.065,183.329,183.329,15.569,1.819,2.577,5.117,-0.294,-0.273,0.195,0.146,13.183,9,152.0,0.016,3.723,3.539,3.525,41.705,0.864,3.217,0.023,12.889,369.922,77.786,1.052,233.329,43,45,27.143,2.854,2.925,0.886,0.821,1.181,1.062,1.107,24.343,149.672,257.76,356.96,11.353,3.32
4.398,2.979,7.778,3.074,4.683,1.395,1.327,1.605,1.62,5.403,52.379,52.379,8,1.639,7.081,1.869,3.72,3.852,2.435,2.419,0.169,2.431,174.666,181.421,181.421,10.865,1.811,2.662,5.001,-0.215,-0.195,0.2,0.153,8.997,0,140.0,0.0,3.676,3.436,3.445,37.483,0.807,3.138,0.038,11.667,357.673,71.707,0.772,199.421,38,40,24.319,2.661,2.768,0.708,0.637,1.013,0.901,0.943,22.499,138.351,240.31,329.336,10.573,3.406
9.174,3.5,11.621,3.676,6.872,1.83,1.786,1.931,1.952,5.963,82.737,82.737,24,1.973,20.875,2.719,4.171,4.298,2.941,2.91,0.114,2.901,305.394,320.413,322.413,26.682,1.893,4.186,5.82,1.705,1.115,0.138,0.108,22.835,10,337.0,0.119,3.87,3.721,3.707,58.854,2.65,4.125,0.208,28.535,569.075,128.056,1.933,354.413,60,64,41.546,3.096,3.181,1.137,1.062,1.439,1.339,1.382,36.976,231.217,397.69,555.93,19.222,4.328
8.119,3.061,8.524,3.188,5.058,1.753,1.702,1.889,1.916,5.694,58.986,58.986,20,1.958,13.544,2.343,3.942,4.077,2.743,2.725,0.157,2.705,226.078,234.078,236.078,19.833,1.825,3.064,5.385,0.812,0.717,0.19,0.149,15.479,10,179.0,0.029,3.716,3.545,3.533,46.916,1.878,3.374,0.046,14.689,420.62,86.862,1.238,268.078,48,51,30.358,2.88,2.952,0.909,0.842,1.199,1.114,1.146,27.585,165.46,288.79,395.482,12.93,3.692
7.348,3.295,10.0,3.424,5.806,1.714,1.657,1.875,1.891,5.84,67.935,67.935,14,1.914,14.079,2.337,4.04,4.182,2.741,2.729,0.127,2.752,262.825,265.58,265.58,20.959,1.883,3.138,5.655,1.0,0.983,0.157,0.12,17.29,8,230.0,0.049,3.78,3.583,3.577,51.901,2.0,3.635,0.111,19.198,465.5,94.547,1.451,303.58,53,56,33.126,2.941,3.019,0.926,0.852,1.269,1.202,1.225,30.133,181.846,317.09,435.465,14.032,3.766
8.0,3.682,13.387,3.845,7.545,1.874,1.843,1.972,1.982,6.103,89.023,89.023,18,1.999,20.091,2.912,4.263,4.395,2.935,2.91,0.096,2.877,338.665,350.93,350.93,29.131,1.911,3.813,6.123,1.5,1.179,0.118,0.091,27.38,11,415.0,0.103,3.912,3.795,3.791,65.065,2.5,4.342,0.228,37.378,588.518,124.67,2.327,398.93,66,70,42.347,3.1,3.174,1.092,1.021,1.385,1.312,1.339,39.096,234.015,413.08,562.757,18.374,4.101
8.284,3.645,12.935,3.822,7.471,1.879,1.849,1.947,1.971,6.093,89.023,89.023,20,1.98,23.481,2.875,4.257,4.387,2.941,2.91,0.096,2.936,344.665,358.93,358.93,30.355,1.914,4.334,6.064,1.537,1.175,0.118,0.091,28.5,12,401.0,0.116,3.902,3.833,3.801,64.621,2.532,4.329,0.198,36.706,622.878,136.862,2.365,398.93,66,70,45.069,3.093,3.169,1.097,1.027,1.394,1.305,1.34,40.03,250.402,432.29,602.741,20.531,4.389
8.114,3.58,12.258,3.748,7.168,1.879,1.849,1.947,1.971,6.104,89.023,89.023,20,1.979,23.4,2.872,4.257,4.387,2.941,2.91,0.096,2.928,344.665,358.93,358.93,30.245,1.914,4.378,6.028,1.52,1.178,0.118,0.091,28.014,12,380.0,0.144,3.902,3.832,3.801,64.621,2.519,4.302,0.257,33.865,622.878,136.862,2.406,398.93,66,70,45.069,3.096,3.174,1.105,1.032,1.399,1.311,1.346,40.03,250.402,432.29,602.741,20.531,4.388
6.886,3.263,9.958,3.434,5.867,1.704,1.653,1.847,1.863,5.723,65.8,65.8,19,1.881,14.286,2.501,3.949,4.067,2.735,2.715,0.127,2.687,218.959,231.323,234.078,18.834,1.887,3.469,5.606,1.372,1.0,0.153,0.117,15.495,8,239.0,0.054,3.86,3.727,3.721,47.261,2.394,3.68,0.114,20.785,469.453,101.851,1.348,268.078,48,51,32.949,2.854,2.916,0.873,0.821,1.181,1.051,1.107,30.083,187.776,323.85,449.934,15.399,4.124
6.377,3.472,11.692,3.647,6.74,1.777,1.726,1.924,1.933,5.865,75.09,75.09,16,1.939,14.884,2.748,4.046,4.172,2.773,2.736,0.132,2.866,260.07,264.825,264.825,20.669,1.891,3.59,5.686,1.345,1.0,0.158,0.124,19.157,6,304.0,0.131,3.801,3.608,3.605,52.247,2.378,3.859,0.172,24.266,513.35,112.143,1.539,303.58,53,56,35.716,2.879,2.944,0.886,0.822,1.225,1.098,1.152,32.631,204.163,352.15,489.917,16.952,3.994
8.071,3.037,8.381,3.169,4.964,1.658,1.605,1.805,1.828,5.681,58.986,58.986,15,1.861,13.55,1.96,3.942,4.077,2.735,2.715,0.146,2.687,215.814,228.078,228.078,19.476,1.815,2.794,5.622,0.823,0.8,0.176,0.136,18.215,11,176.0,0.029,3.808,3.647,3.633,46.916,1.824,3.39,0.041,15.673,422.699,86.028,1.47,268.078,48,51,30.358,2.854,2.925,0.886,0.821,1.203,1.062,1.114,27.585,165.46,288.79,395.482,12.825,3.668
6.386,3.251,10.04,3.447,5.951,1.704,1.653,1.845,1.861,5.804,69.798,69.798,20,1.877,14.142,2.623,3.957,4.068,2.735,2.715,0.126,2.89,220.078,226.078,226.078,18.866,1.887,3.425,5.639,1.408,1.0,0.148,0.114,15.404,10,251.0,0.087,3.86,3.727,3.722,47.68,2.425,3.71,0.154,21.328,484.495,103.838,1.324,268.078,48,51,33.313,2.854,2.918,0.849,0.821,1.181,1.051,1.107,30.713,192.528,334.99,461.528,15.626,4.205
6.842,3.347,10.583,3.496,6.042,1.704,1.653,1.845,1.861,5.689,65.8,65.8,19,1.879,13.566,2.798,3.949,4.067,2.735,2.715,0.126,2.687,219.323,226.078,226.078,18.473,1.887,3.534,5.646,1.401,1.0,0.153,0.117,15.518,8,254.0,0.041,3.86,3.728,3.722,47.261,2.417,3.711,0.109,21.688,469.453,101.851,1.347,268.078,48,51,32.949,2.854,2.925,0.886,0.821,1.181,1.062,1.107,30.083,187.776,323.85,449.934,15.399,3.827
7.114,3.293,10.115,3.435,5.926,1.768,1.718,1.917,1.927,5.959,70.116,70.116,18,1.935,16.69,2.731,4.077,4.205,2.842,2.83,0.127,2.834,260.499,271.254,278.009,24.14,1.903,3.438,5.745,1.348,1.009,0.153,0.12,20.673,9,263.0,0.122,3.777,3.598,3.595,53.018,2.38,3.792,0.167,20.769,479.727,107.499,1.689,310.764,54,58,35.364,3.004,3.089,1.029,0.953,1.36,1.245,1.289,32.606,194.448,337.81,466.213,15.565,3.995
5.469,3.347,10.583,3.496,6.042,1.703,1.652,1.85,1.863,5.703,63.738,63.738,17,1.881,11.553,2.879,3.912,4.029,2.735,2.715,0.136,2.687,209.329,212.084,212.084,16.248,1.88,3.173,5.759,1.432,1.0,0.153,0.117,12.569,7,254.0,0.041,3.861,3.725,3.72,45.661,2.454,3.711,0.109,21.688,420.349,93.922,1.236,254.084,46,49,30.773,2.854,2.925,0.886,0.821,1.181,1.062,1.107,28.914,174.133,308.0,416.645,13.697,3.673
7.987,3.447,11.4,3.608,6.489,1.718,1.667,1.865,1.878,5.755,68.975,68.975,21,1.891,14.145,2.713,4.003,4.124,2.735,2.715,0.121,2.71,238.539,245.294,245.294,19.248,1.894,3.576,5.711,1.443,1.0,0.147,0.113,17.261,8,285.0,0.086,3.867,3.734,3.728,50.145,2.453,3.843,0.193,24.685,495.53,106.606,1.483,289.294,51,54,34.711,2.854,2.925,0.886,0.821,1.181,1.062,1.107,31.61,197.368,341.15,473.339,16.107,3.847
7.066,3.477,11.6,3.633,6.654,1.798,1.75,1.919,1.939,5.783,68.975,68.975,26,1.969,14.81,2.651,4.003,4.124,2.756,2.727,0.135,2.823,243.294,251.294,253.294,20.272,1.892,3.544,5.564,1.0,0.983,0.163,0.127,16.486,9,290.0,0.098,3.8,3.609,3.606,50.145,2.0,3.828,0.167,23.024,493.451,107.44,1.38,289.294,51,54,34.711,2.859,2.925,0.886,0.821,1.181,1.062,1.107,31.61,197.368,341.15,473.339,16.211,3.902
7.77,3.5,11.7,3.691,6.972,1.819,1.774,1.934,1.949,6.031,88.309,88.309,14,1.954,20.796,2.777,4.208,4.339,2.964,2.91,0.112,2.956,322.141,334.405,334.405,27.108,1.892,4.225,5.915,1.719,1.133,0.135,0.106,25.505,7,351.0,0.135,3.87,3.719,3.706,60.956,2.652,4.155,0.252,29.711,588.974,132.759,2.092,369.16,62,66,42.552,3.111,3.206,1.153,1.064,1.464,1.376,1.422,37.998,238.012,408.69,572.508,19.962,4.389
6.226,3.548,12.269,3.722,7.008,1.733,1.68,1.884,1.898,5.709,70.17,70.17,18,1.915,13.492,2.884,4.021,4.144,2.735,2.715,0.124,2.687,247.668,250.423,250.423,19.25,1.888,3.366,5.73,1.5,1.0,0.142,0.109,17.07,15,319.0,0.174,3.872,3.736,3.731,51.429,2.5,3.973,0.118,26.686,472.503,103.226,1.466,296.423,52,55,34.296,2.854,2.925,0.886,0.821,1.182,1.062,1.114,31.968,193.318,342.6,463.455,15.111,3.713
7.071,3.572,12.462,3.739,7.184,1.804,1.754,1.926,1.944,5.751,70.17,70.17,23,1.973,13.997,2.812,4.021,4.144,2.773,2.763,0.13,2.773,246.913,256.423,258.423,20.228,1.887,3.277,5.669,1.1,0.983,0.157,0.123,15.902,14,324.0,0.173,3.816,3.619,3.616,51.429,2.17,3.955,0.168,25.154,470.424,104.059,1.354,296.423,52,55,34.296,2.91,2.975,0.926,0.872,1.181,1.122,1.14,31.968,193.318,342.6,463.455,15.216,3.776
7.0,3.082,8.526,3.206,5.092,1.613,1.542,1.817,1.833,5.514,59.077,59.077,4,1.848,9.692,1.945,3.823,3.969,2.652,2.645,0.156,2.67,189.722,192.477,192.477,14.78,1.772,2.753,5.343,-0.078,-0.07,0.188,0.143,12.223,0,162.0,0.029,3.706,3.452,3.453,41.469,0.973,3.249,0.041,13.839,379.443,77.79,0.969,226.477,42,44,26.086,2.844,2.925,0.83,0.753,1.125,1.062,1.103,24.047,148.072,253.95,353.056,11.333,3.471
7.0,3.622,12.815,3.788,7.282,1.812,1.765,1.93,1.947,5.866,80.506,80.506,10,1.957,15.313,2.805,4.088,4.219,2.805,2.799,0.11,2.866,271.22,273.975,273.975,21.447,1.877,3.812,5.788,1.495,1.0,0.133,0.101,19.955,2,346.0,0.111,3.866,3.705,3.705,54.349,2.496,4.055,0.108,30.963,527.388,115.32,1.671,317.975,55,58,36.722,2.968,3.045,0.937,0.867,1.201,1.17,1.189,33.653,210.957,363.15,506.495,17.261,3.979
6.0,3.259,9.857,3.387,5.634,1.642,1.569,1.841,1.858,5.738,65.454,65.454,4,1.874,11.96,2.249,3.942,4.089,2.735,2.715,0.143,2.687,224.568,227.323,227.323,18.162,1.789,3.011,5.538,0.506,0.486,0.173,0.132,14.316,1,207.0,0.062,3.736,3.481,3.483,47.236,1.509,3.407,0.097,17.388,434.343,87.833,1.154,268.078,48,50,29.608,2.854,2.925,0.886,0.821,1.181,1.063,1.107,27.101,167.257,288.55,399.867,12.987,3.632
6.244,3.567,12.556,3.752,7.273,1.784,1.731,1.931,1.939,5.835,76.34,76.34,13,1.946,14.208,2.867,4.063,4.191,2.798,2.789,0.127,2.811,262.499,270.009,270.009,20.664,1.887,3.329,5.779,1.355,1.0,0.153,0.12,18.541,11,339.0,0.193,3.817,3.617,3.615,53.53,2.387,3.986,0.173,26.516,490.323,108.762,1.511,310.764,54,57,35.302,2.971,3.046,0.966,0.901,1.282,1.201,1.228,32.989,200.112,353.6,480.033,15.956,3.88
6.523,3.315,10.125,3.461,5.96,1.722,1.669,1.87,1.885,5.892,65.743,65.743,18,1.907,14.199,2.349,3.99,4.123,2.735,2.715,0.126,2.706,239.438,248.193,248.193,20.608,1.92,3.218,5.692,1.051,0.983,0.153,0.117,17.477,9,243.0,0.083,3.784,3.601,3.599,49.134,2.08,3.673,0.127,20.625,451.913,99.782,1.465,282.193,50,53,32.603,2.887,2.983,0.886,0.821,1.205,1.156,1.188,30.079,182.657,315.57,437.442,14.065,3.819
6.301,3.686,13.452,3.873,7.692,1.726,1.674,1.889,1.894,6.315,88.472,88.472,18,1.909,16.441,3.106,4.192,4.309,2.928,2.91,0.107,2.866,317.02,325.775,325.775,23.705,1.921,3.812,6.095,1.5,1.182,0.122,0.093,21.592,11,417.0,0.136,3.797,3.605,3.605,60.883,2.5,4.265,0.284,39.513,587.768,119.058,1.863,361.775,61,64,39.489,3.111,3.197,1.082,1.039,1.294,1.347,1.354,37.277,227.16,405.86,546.03,17.666,4.101
5.301,3.195,9.304,3.349,5.575,1.705,1.647,1.871,1.892,5.926,67.935,67.935,13,1.922,15.736,2.657,4.023,4.159,2.771,2.747,0.153,2.722,251.315,258.07,258.07,22.96,1.843,3.103,5.859,1.0,0.983,0.176,0.14,20.843,8,214.0,0.07,3.765,3.568,3.559,52.069,2.0,3.474,0.081,19.622,483.676,91.098,1.676,303.58,53,55,32.955,2.959,3.054,0.986,0.896,1.358,1.237,1.284,30.09,184.978,325.92,443.106,14.592,3.837
7.0,3.31,10.043,3.461,5.94,1.681,1.62,1.852,1.87,5.77,70.076,70.076,5,1.896,12.427,2.426,4.014,4.16,2.735,2.715,0.133,2.699,250.913,253.668,253.668,19.081,1.798,3.213,5.726,1.0,0.96,0.159,0.122,18.03,1,231.0,0.078,3.755,3.546,3.542,51.12,2.0,3.556,0.113,20.544,476.837,96.53,1.465,296.423,52,54,32.37,2.873,2.954,0.886,0.821,1.25,1.11,1.168,29.627,183.514,320.51,439.535,14.194,3.74
8.523,3.299,10.115,3.443,5.962,1.73,1.681,1.863,1.883,6.028,75.09,75.09,20,1.907,21.492,2.534,4.043,4.172,2.842,2.715,0.128,2.866,258.825,267.58,267.58,25.737,1.937,3.769,5.795,1.149,0.983,0.155,0.12,20.956,11,263.0,0.103,3.784,3.65,3.616,52.087,2.169,3.721,0.217,21.692,521.475,115.397,1.751,303.58,53,56,37.023,2.886,2.972,0.886,0.821,1.181,1.112,1.137,32.923,209.834,358.15,503.754,17.23,4.446
7.971,3.627,12.821,3.791,7.328,1.849,1.808,1.967,1.978,5.907,80.517,80.517,16,1.996,15.274,2.817,4.135,4.256,2.87,2.866,0.106,2.866,285.008,295.763,295.763,21.829,1.878,3.673,5.885,1.5,1.0,0.129,0.098,20.129,9,359.0,0.136,3.894,3.746,3.743,57.523,2.5,4.141,0.132,31.673,535.384,110.354,1.726,339.763,58,61,37.273,3.052,3.114,1.03,0.967,1.324,1.266,1.284,34.736,209.834,371.33,503.754,16.343,3.882
9.114,3.526,11.964,3.674,6.785,1.721,1.67,1.874,1.887,5.97,80.517,80.517,18,1.907,16.015,2.591,4.135,4.256,2.848,2.842,0.111,2.866,293.008,301.763,301.763,22.667,1.92,3.659,5.945,1.48,1.0,0.134,0.102,21.396,11,335.0,0.103,3.785,3.601,3.599,57.523,2.483,4.036,0.212,29.75,533.686,111.011,1.839,339.763,58,61,37.273,3.014,3.083,0.996,0.93,1.276,1.247,1.251,34.736,209.834,371.33,503.754,16.395,4.003
8.478,3.473,11.462,3.614,6.555,1.779,1.73,1.917,1.928,5.936,72.046,72.046,16,1.943,13.466,2.884,3.998,4.112,2.735,2.715,0.128,2.73,242.193,244.193,248.193,18.653,1.904,3.377,5.853,1.229,0.983,0.141,0.107,17.224,10,298.0,0.128,3.838,3.667,3.664,49.872,2.365,3.846,0.172,24.0,470.619,100.712,1.48,282.193,50,53,32.989,2.854,2.925,0.886,0.821,1.181,1.062,1.107,31.156,187.722,334.09,449.801,14.774,3.886
8.367,3.397,10.76,3.538,6.268,1.783,1.732,1.916,1.935,5.912,65.989,65.989,18,1.963,13.472,2.395,3.989,4.106,2.735,2.715,0.133,2.702,234.583,244.193,248.193,18.706,1.907,3.25,5.674,1.145,0.983,0.146,0.111,17.281,10,269.0,0.103,3.833,3.667,3.662,49.36,2.307,3.781,0.146,22.272,467.785,100.495,1.455,282.193,50,53,33.052,2.854,2.925,0.886,0.821,1.181,1.062,1.107,30.773,186.523,328.02,446.877,14.474,3.85
9.602,3.473,11.462,3.614,6.555,1.781,1.733,1.901,1.921,5.913,72.046,72.046,18,1.927,14.293,2.872,3.993,4.104,2.735,2.715,0.128,2.866,242.193,244.193,248.193,19.005,1.909,3.717,5.719,1.229,0.983,0.141,0.107,17.674,11,298.0,0.128,3.832,3.679,3.669,49.589,2.365,3.846,0.172,24.0,495.547,108.118,1.471,282.193,50,53,34.404,2.854,2.925,0.886,0.821,1.181,1.062,1.107,31.798,198.437,347.3,475.947,16.36,4.001
8.775,3.473,11.462,3.614,6.555,1.785,1.734,1.926,1.94,5.938,72.104,72.104,16,1.957,13.746,2.541,4.032,4.158,2.735,2.715,0.128,2.755,254.423,256.423,260.423,19.343,1.909,3.355,5.763,1.229,0.983,0.141,0.107,17.399,10,298.0,0.128,3.843,3.67,3.666,51.461,2.365,3.846,0.172,24.0,482.192,105.196,1.459,296.423,52,55,34.057,2.914,3.014,0.886,0.821,1.198,1.179,1.196,31.794,193.318,339.02,463.455,14.974,3.884
9.319,3.569,12.286,3.745,7.128,1.795,1.745,1.967,1.966,6.04,78.276,78.276,16,1.962,13.682,2.91,4.048,4.158,2.803,2.847,0.122,2.866,254.423,256.423,260.423,18.937,1.925,3.522,5.774,1.5,1.0,0.132,0.1,17.412,10,344.0,0.153,3.871,3.678,3.68,52.232,2.5,4.0,0.192,28.204,505.711,107.82,1.459,296.423,52,55,34.205,3.061,3.112,0.973,0.921,1.185,1.256,1.257,32.697,198.383,353.96,475.814,15.66,3.99
9.886,3.504,11.556,3.671,6.817,1.81,1.763,1.923,1.944,5.838,78.289,78.289,17,1.953,17.824,2.707,4.093,4.222,2.941,2.82,0.11,2.866,274.947,289.212,289.212,22.486,1.894,4.08,5.771,1.5,1.0,0.133,0.102,21.195,7,312.0,0.103,3.863,3.718,3.705,54.97,2.5,4.003,0.159,27.778,546.754,120.342,1.792,325.212,56,59,38.785,2.904,2.987,0.928,0.853,1.243,1.141,1.181,34.45,219.426,375.45,527.159,17.962,4.216
9.347,3.526,11.964,3.674,6.785,1.721,1.67,1.869,1.884,5.944,78.567,78.567,19,1.906,17.571,2.616,4.097,4.212,2.941,2.843,0.111,2.866,282.457,291.212,291.212,22.91,1.92,4.213,5.879,1.491,1.0,0.134,0.102,21.801,11,335.0,0.103,3.783,3.849,3.6,55.196,2.494,4.036,0.212,29.75,558.388,123.113,1.841,325.212,56,59,39.233,2.995,3.065,0.994,0.928,1.273,1.195,1.227,35.143,223.293,387.9,536.595,18.293,4.22
6.481,3.694,13.536,3.878,7.726,1.849,1.808,1.967,1.978,5.885,80.517,80.517,16,1.996,15.381,2.833,4.135,4.256,2.93,2.91,0.106,2.866,289.008,295.763,295.763,21.905,1.878,3.594,5.865,1.497,1.0,0.129,0.098,20.281,9,379.0,0.082,3.895,3.746,3.743,57.523,2.497,4.18,0.182,34.184,535.384,110.354,1.69,339.763,58,61,37.273,3.091,3.161,1.076,1.011,1.348,1.289,1.313,34.736,209.834,371.33,503.754,16.343,3.886
9.0,3.345,10.56,3.501,6.081,1.755,1.709,1.916,1.93,5.779,68.975,68.975,16,1.951,13.572,2.401,4.009,4.131,2.754,2.74,0.143,2.731,231.684,247.294,253.294,19.078,1.877,3.331,5.706,1.226,0.983,0.163,0.129,18.846,12,264.0,0.041,3.76,3.568,3.564,50.429,2.253,3.776,0.099,24.922,454.901,99.913,1.672,289.294,51,54,33.296,2.877,2.944,0.894,0.835,1.181,1.08,1.112,30.968,186.653,327.94,447.193,14.664,3.858
10.26,3.295,10.0,3.424,5.806,1.721,1.668,1.865,1.883,5.749,59.743,59.743,21,1.907,13.748,2.34,3.945,4.069,2.735,2.715,0.129,2.687,212.469,226.078,234.078,19.526,1.92,3.096,5.571,1.0,0.983,0.157,0.12,16.444,9,230.0,0.049,3.78,3.6,3.597,47.032,2.0,3.635,0.111,19.198,437.507,95.082,1.392,268.078,48,51,31.597,2.854,2.925,0.886,0.821,1.181,1.062,1.107,29.058,175.862,304.57,420.864,13.565,3.726
9.444,3.544,12.138,3.704,6.953,1.828,1.784,1.944,1.956,5.975,82.737,82.737,22,1.979,17.083,2.801,4.178,4.307,2.941,2.91,0.114,2.866,298.904,312.413,314.413,25.406,1.885,3.783,5.894,1.5,1.115,0.138,0.108,21.8,9,352.0,0.144,3.877,3.699,3.703,59.298,2.5,4.137,0.244,29.106,534.714,115.864,1.91,354.413,60,64,38.824,3.096,3.181,1.137,1.062,1.435,1.339,1.382,36.043,214.831,378.48,515.947,17.064,4.02
9.444,3.292,10.04,3.419,5.83,1.79,1.742,1.912,1.933,5.885,63.999,63.999,28,1.967,16.526,2.558,4.035,4.158,2.803,2.792,0.13,2.79,239.668,250.913,263.668,23.65,1.907,3.351,5.631,1.008,0.983,0.157,0.123,18.081,12,251.0,0.077,3.776,3.599,3.596,50.916,2.056,3.76,0.137,19.856,459.827,102.796,1.535,296.423,52,56,34.358,2.931,3.0,0.975,0.915,1.232,1.155,1.186,31.585,187.654,326.81,449.635,14.825,3.902
6.77,3.497,11.522,3.641,6.642,1.734,1.679,1.884,1.9,5.631,64.588,64.588,19,1.917,11.867,2.608,3.91,4.032,2.735,2.715,0.125,2.687,214.311,221.066,221.066,16.044,1.894,3.419,5.498,1.0,0.983,0.155,0.115,14.836,6,265.0,0.066,3.8,3.611,3.607,46.261,2.0,3.705,0.147,21.913,471.13,99.725,1.239,261.066,47,49,31.949,2.854,2.925,0.886,0.821,1.181,1.062,1.107,29.083,185.577,318.91,444.568,14.952,3.725
5.538,3.082,8.526,3.206,5.092,1.653,1.594,1.823,1.845,5.519,57.29,57.29,11,1.877,9.901,1.857,3.833,3.975,2.719,2.715,0.155,2.687,196.574,199.329,199.329,15.033,1.77,2.772,5.295,-0.078,-0.071,0.189,0.143,12.734,5,162.0,0.029,3.716,3.514,3.505,42.251,0.973,3.249,0.041,13.839,389.376,78.026,1.012,233.329,43,45,26.841,2.854,2.925,0.886,0.821,1.181,1.062,1.107,24.552,150.87,260.25,359.884,11.463,3.481
9.398,3.46,11.37,3.602,6.498,1.722,1.665,1.882,1.897,6.019,81.907,81.907,15,1.917,21.03,2.47,4.154,4.29,2.932,2.892,0.112,2.891,306.149,314.413,314.413,27.577,1.893,4.067,5.916,1.428,1.0,0.138,0.106,25.411,11,307.0,0.103,3.791,3.808,3.591,58.738,2.436,3.93,0.177,26.535,574.013,121.409,2.089,354.413,60,63,40.307,3.065,3.141,1.059,0.989,1.338,1.28,1.305,35.503,225.281,391.63,541.445,18.376,4.198
9.004,3.623,12.774,3.771,7.242,1.874,1.842,1.972,1.982,6.114,89.023,89.023,18,1.999,19.905,2.91,4.263,4.395,2.936,2.91,0.096,2.879,338.665,350.93,350.93,29.013,1.911,3.886,6.089,1.5,1.182,0.118,0.091,26.917,11,396.0,0.173,3.912,3.795,3.79,65.065,2.5,4.315,0.218,34.502,588.518,124.67,2.359,398.93,66,70,42.347,3.101,3.179,1.1,1.027,1.391,1.316,1.346,39.096,234.015,413.08,562.757,18.374,4.101
7.883,3.56,12.161,3.71,6.992,1.877,1.845,1.968,1.983,6.237,86.098,86.098,20,2.008,18.992,2.843,4.248,4.375,2.936,2.91,0.107,2.876,331.944,343.454,345.454,27.098,1.911,3.843,6.136,1.5,1.183,0.12,0.092,25.88,11,377.0,0.144,3.904,3.795,3.788,63.996,2.5,4.259,0.197,32.275,589.886,124.285,2.274,391.454,65,69,42.103,3.106,3.172,1.088,1.026,1.343,1.306,1.321,38.901,233.886,413.16,562.442,18.274,4.174
