pXC50,C.019,nCconjX,nCXr.,C.036,nC.N.N.,P_VSA_MR_7,SsCl,NdsN,Cl.089,nCL,NsCl,P_VSA_e_4,CATS2D_02_DA,P_VSA_LogP_2,N.074,NssNH,D.Dtr06,P_VSA_m_4,CATS2D_03_AA,GATS1m,nR06,SpMax3_Bh.m.,Hy,Eig03_AEA.bo.,CATS2D_05_DL,P_VSA_LogP_6,CATS2D_04_DL,NdssC,nHDon,SAdon,CATS2D_07_DL,nRCONHR,H.050,MATS3s,CATS2D_06_DL,P_VSA_s_5,nArOR,GATS5m,CATS2D_03_DL,GATS2m,X.,nCsp2,P_VSA_LogP_8,CATS2D_03_DA,H.049,C.,TPSA.NO.,nCbH,nX,PCD,X5Av,P_VSA_LogP_5,P_VSA_p_3,P_VSA_v_3,nBnz,TPSA.Tot.,Eig03_EA.bo.,SM13_AEA.ri.,SssO,P_VSA_p_2,P_VSA_s_4,CATS2D_05_DA,GATS4m,SdsN,nR.Cs,P_VSA_v_2,CATS2D_03_AL
5.553,2,1,1,1,1,56.94,6.02,1,1,1,1,39.149,0,3.002,1,0,212.004,39.149,3,0.543,3,3.771,-0.265,3.929,0,0.0,0,3,1,42.683,0,0,1,0.07,0,0.0,1,0.789,2,0.654,3.0,16,39.149,0,1,48.5,64.35,9,1,2.785,0.02,35.663,154.931,154.931,2,64.35,3.451,3.451,5.541,98.493,97.335,1,0.787,4.017,2,98.493,8
5.854,2,1,1,1,1,96.089,11.97,1,2,2,2,78.297,0,3.002,1,0,252.133,78.297,3,0.525,3,3.834,-0.751,3.986,0,0.0,0,3,0,0.0,0,0,0,0.169,0,0.0,1,0.589,0,0.578,4.9,16,78.297,0,1,46.3,44.12,8,2,2.836,0.023,42.349,208.94,208.94,2,44.12,3.565,3.565,5.655,55.81,105.51,0,0.785,4.11,2,55.81,8
5.638,2,1,1,1,1,56.94,6.082,1,1,1,1,39.149,0,3.002,1,0,238.672,39.149,3,0.585,3,3.798,-0.301,3.984,0,0.0,2,3,1,42.683,0,0,1,0.142,0,0.0,1,0.734,2,0.661,2.6,16,39.149,0,1,46.2,64.35,8,1,2.824,0.021,42.034,160.651,160.651,2,64.35,3.557,3.557,5.638,98.493,96.684,0,0.772,4.067,2,98.493,8
4.793,1,0,0,2,1,23.338,0.0,2,0,0,0,0.0,0,3.002,2,0,290.773,0.0,3,0.749,3,3.721,-0.323,4.012,0,0.0,0,3,1,42.806,2,0,1,0.093,0,0.0,2,0.852,1,0.773,0.0,17,0.0,0,2,42.9,85.94,8,0,2.821,0.02,114.331,152.001,152.001,2,85.94,3.594,3.594,10.908,122.863,125.44,2,0.961,7.17,1,122.863,10
5.921,2,1,1,1,1,56.94,6.112,1,1,1,1,39.149,0,7.594,1,0,294.095,39.149,3,0.568,3,3.802,-0.707,4.022,0,0.0,0,4,0,0.0,0,0,0,0.093,0,0.0,2,0.882,0,0.671,2.2,17,39.149,0,1,44.4,79.65,8,1,2.955,0.02,66.092,185.376,185.376,2,79.65,3.598,3.598,15.701,102.954,107.567,0,0.913,4.045,2,102.954,14
5.0,0,0,0,0,0,5.67,0.0,0,0,0,0,0.0,0,23.362,0,0,429.247,0.0,3,0.818,4,3.771,-0.767,4.036,0,0.0,0,1,0,0.0,0,0,0,0.038,0,0.0,0,1.08,0,0.938,0.0,13,50.747,0,0,39.3,72.61,8,0,2.096,0.036,18.133,121.462,121.462,2,72.61,3.377,3.377,0.0,90.935,99.678,0,1.05,0.0,0,90.935,13
5.553,0,0,0,0,0,44.819,6.14,0,1,1,1,39.149,0,23.362,0,0,429.247,39.149,3,0.654,4,3.804,-0.735,4.036,0,0.0,0,1,0,0.0,0,0,0,0.04,0,0.0,0,1.004,0,0.786,1.7,13,89.896,0,0,39.7,72.61,8,1,2.096,0.036,18.448,152.101,152.101,2,72.61,3.377,3.377,0.0,90.935,90.853,0,0.902,0.0,0,90.935,13
5.569,1,0,0,1,1,14.291,0.0,1,0,0,0,0.0,0,3.002,1,0,302.993,0.0,3,0.727,3,3.734,-0.751,4.02,0,0.0,0,4,0,0.0,0,0,0,0.112,0,0.0,2,0.801,0,0.756,0.0,17,0.0,0,1,43.1,79.65,8,0,2.764,0.019,69.277,161.028,161.028,2,79.65,3.609,3.609,15.644,102.954,127.276,0,0.998,4.125,1,102.954,10
6.239,2,1,1,1,1,56.94,6.12,1,1,1,1,39.149,0,5.536,1,0,252.23,39.149,3,0.586,3,3.797,-0.751,3.991,0,0.0,0,3,0,0.0,0,0,0,0.203,0,0.0,2,0.719,0,0.663,2.4,16,39.149,0,1,45.2,53.35,8,1,2.842,0.021,55.092,176.127,176.127,2,53.35,3.566,3.566,10.791,66.81,107.567,0,0.844,4.105,2,66.81,10
5.046,0,0,0,0,0,5.67,0.0,0,0,0,0,0.0,0,23.362,0,0,431.385,0.0,3,0.818,4,3.771,-0.767,4.012,0,0.0,0,1,0,0.0,0,0,0,0.041,0,0.0,0,1.026,0,0.938,0.0,13,50.747,0,0,39.3,72.61,8,0,2.087,0.036,18.133,121.462,121.462,2,72.61,3.377,3.377,0.0,90.935,99.678,0,1.068,0.0,0,90.935,13
5.26,2,1,1,1,1,56.94,6.181,1,1,1,1,39.149,0,19.313,1,0,326.267,39.149,4,0.656,3,3.813,-0.759,4.041,0,0.0,0,3,0,0.0,0,0,0,0.175,0,0.0,2,1.069,0,0.721,1.8,16,39.149,0,1,41.8,62.58,7,1,2.816,0.024,58.278,190.381,190.381,2,62.58,3.597,3.597,17.003,77.809,104.859,0,0.825,4.126,2,77.809,11
4.699,1,0,0,1,1,14.291,0.0,1,0,0,0,0.0,0,3.002,1,0,225.658,0.0,3,0.704,3,3.67,-0.772,3.943,0,0.0,0,3,0,0.0,0,0,0,0.156,0,0.0,2,1.025,0,0.787,0.0,16,0.0,0,1,46.2,53.35,9,0,2.8,0.02,55.092,140.419,140.419,2,53.35,3.455,3.455,10.885,66.81,117.044,0,1.103,4.182,1,66.81,12
4.79,2,1,1,1,1,54.453,6.184,1,1,1,1,39.149,0,5.107,1,1,256.802,39.149,1,0.643,3,3.813,-0.356,3.893,3,0.0,2,3,1,18.011,1,0,1,0.173,2,18.011,0,0.971,3,0.693,2.2,16,39.149,2,1,44.4,46.92,9,1,2.774,0.025,25.791,173.328,173.328,2,46.92,3.44,3.44,0.0,62.82,114.986,0,0.882,4.17,2,62.82,5
5.796,0,0,0,0,0,44.819,6.004,0,1,1,1,39.149,0,23.362,0,0,431.385,39.149,3,0.654,4,3.807,-0.735,4.012,0,0.0,0,1,0,0.0,0,0,0,0.045,0,0.0,0,0.796,0,0.786,1.7,13,89.896,0,0,39.7,72.61,8,1,2.087,0.036,18.448,152.101,152.101,2,72.61,3.377,3.377,0.0,90.935,90.853,0,0.948,0.0,0,90.935,13
6.143,2,1,1,1,1,17.346,0.0,1,0,0,0,0.0,0,3.002,1,0,265.787,0.0,3,0.495,3,3.836,-0.76,4.009,0,0.0,0,3,0,0.0,0,0,0,0.191,0,45.954,2,0.645,0,0.569,2.2,16,45.954,0,1,44.4,53.35,8,1,2.856,0.023,55.092,188.777,188.777,2,53.35,3.582,3.582,10.917,66.81,116.393,0,0.654,4.21,2,66.81,10
5.77,2,1,1,1,1,56.94,6.108,1,1,1,1,39.149,0,5.107,1,0,256.842,39.149,3,0.586,3,3.806,-0.751,3.998,0,0.0,0,3,0,0.0,0,0,0,0.127,0,0.0,2,0.681,0,0.675,2.4,16,39.149,0,1,45.2,53.35,8,1,2.787,0.024,55.521,176.127,176.127,2,53.35,3.59,3.59,10.779,66.81,107.567,0,0.833,4.097,2,66.81,9
4.836,0,0,0,0,0,128.164,11.853,0,2,2,2,78.297,1,4.211,0,0,157.8,78.297,1,0.508,2,3.79,-0.22,3.946,2,1.899,0,0,1,16.54,4,0,1,-0.084,4,16.54,0,0.541,0,0.645,5.7,13,78.297,1,0,42.9,57.7,8,2,2.14,0.03,33.037,173.59,173.59,2,57.7,3.526,3.526,0.0,69.531,78.934,0,0.919,0.0,0,69.531,4
5.716,0,0,0,0,0,55.934,5.995,0,1,1,1,39.149,0,19.151,0,1,563.976,70.426,1,0.711,4,3.891,-0.392,4.123,1,25.87,4,1,1,18.011,0,0,1,-0.014,1,18.011,1,0.819,4,0.872,1.4,16,39.149,0,1,40.3,57.7,4,1,1.906,0.039,38.287,218.988,218.988,1,85.94,3.639,3.639,5.305,77.19,116.636,0,0.867,0.0,0,77.19,9
6.959,0,0,0,0,0,16.786,0.0,0,0,0,0,0.0,0,19.151,0,1,580.876,31.278,1,0.799,4,3.909,-0.417,4.295,1,28.378,4,1,1,18.011,0,0,1,-0.045,1,18.011,1,1.047,4,0.934,0.0,18,0.0,0,0,41.0,70.84,8,0,2.781,0.035,41.981,204.313,204.313,2,99.08,3.64,3.64,5.346,86.697,135.366,0,0.98,0.0,0,86.697,10
7.398,0,0,0,0,0,16.786,0.0,0,0,0,0,0.0,0,26.754,0,1,592.482,31.278,1,0.785,4,3.955,-0.424,4.297,1,28.378,4,1,1,18.011,0,0,1,-0.011,1,18.011,1,1.055,5,0.971,0.0,18,0.0,0,0,41.8,70.84,8,0,2.71,0.035,41.981,194.266,194.266,2,99.08,3.64,3.64,5.398,86.697,117.716,0,1.005,0.0,0,86.697,10
7.433,0,0,0,0,0,16.786,0.0,0,0,0,0,0.0,2,19.151,0,1,580.876,31.278,1,0.819,4,3.909,0.099,4.295,1,25.686,5,1,2,34.796,1,0,2,-0.057,1,34.796,1,1.027,6,0.949,0.0,18,0.0,0,0,40.5,73.49,8,0,2.781,0.036,46.568,198.929,198.929,2,101.73,3.64,3.64,5.35,93.975,135.366,1,0.977,0.0,0,93.975,8
7.959,0,0,0,0,0,16.786,0.0,0,0,0,0,0.0,2,26.754,0,1,592.482,31.278,1,0.805,4,3.956,0.088,4.297,1,25.686,5,1,2,34.796,1,0,2,-0.024,1,34.796,1,1.034,7,0.986,0.0,18,0.0,0,0,41.3,73.49,8,0,2.71,0.036,46.568,188.882,188.882,2,101.73,3.64,3.64,5.401,93.975,117.716,1,1.001,0.0,0,93.975,8
6.466,0,0,0,0,0,33.326,0.0,0,0,0,0,0.0,0,26.754,0,1,468.88,62.555,2,0.702,3,3.959,-0.327,4.297,1,23.542,4,1,1,18.011,0,0,1,0.077,1,18.011,1,0.946,5,0.833,4.0,13,7.76,0,0,38.7,70.59,4,3,1.673,0.039,71.12,185.257,185.257,1,127.07,3.64,3.64,5.36,93.73,79.811,0,0.921,0.0,0,138.611,6
6.706,0,0,0,0,0,33.326,0.0,0,0,0,0,0.0,0,26.754,0,1,426.35,62.555,2,0.553,3,4.105,-0.348,4.19,1,23.542,4,1,1,18.011,0,0,1,-0.003,1,63.965,1,0.566,5,0.553,1.4,13,0.0,0,0,38.9,70.59,4,1,1.615,0.044,27.039,223.321,223.321,1,127.07,3.64,3.64,5.387,93.73,79.811,0,0.487,0.0,0,93.73,7
7.155,0,0,0,0,0,16.786,0.0,0,0,0,0,0.0,0,26.754,0,1,608.766,31.278,1,0.797,4,3.955,-0.431,4.297,1,28.378,4,1,1,18.011,0,0,1,-0.026,1,18.011,1,1.052,5,0.952,0.0,18,0.0,0,0,41.5,70.84,7,0,2.729,0.035,45.167,196.8,196.8,2,99.08,3.64,3.64,5.402,86.697,117.065,0,0.992,0.0,0,86.697,10
6.585,2,1,1,1,1,56.94,6.146,1,1,1,1,39.149,0,7.642,1,0,264.43,39.149,3,0.608,3,3.807,-0.76,4.014,0,0.0,0,3,0,0.0,0,0,0,0.18,0,0.0,2,0.715,0,0.693,2.2,16,39.149,0,1,44.4,53.35,8,1,2.878,0.024,55.521,178.661,178.661,2,53.35,3.6,3.6,10.83,66.81,107.567,0,0.886,4.15,2,66.81,9
6.538,2,1,1,1,1,56.94,6.225,1,1,1,1,39.149,0,5.107,1,0,351.204,39.149,4,0.581,4,3.835,-0.759,4.245,0,0.0,0,3,0,0.0,0,0,0,0.162,0,0.0,3,0.861,0,0.707,2.0,20,39.149,0,1,46.9,62.58,10,1,4.095,0.023,73.724,204.341,204.341,3,62.58,3.812,3.812,16.319,77.809,128.578,0,0.864,4.191,2,77.809,9
4.699,1,1,1,1,1,51.697,6.418,1,1,1,1,39.149,0,5.107,2,0,328.474,70.426,1,0.577,4,3.963,-0.799,4.397,0,12.517,0,3,0,0.0,0,0,0,-0.001,0,16.602,0,0.8,0,0.773,2.1,22,39.149,0,1,53.2,58.68,11,1,4.964,0.029,64.998,236.296,236.296,3,86.92,3.905,3.905,0.0,75.869,123.937,0,1.054,4.266,1,75.869,9
4.699,2,1,1,1,1,56.94,6.075,1,1,1,1,39.149,1,5.107,1,0,275.201,39.149,3,0.569,3,3.807,-0.272,4.015,1,0.0,2,4,1,42.683,0,0,1,0.033,0,0.0,2,0.822,2,0.672,2.4,17,39.149,0,1,45.2,90.65,8,1,3.03,0.022,55.521,168.211,168.211,2,90.65,3.601,3.601,10.696,134.638,98.742,1,0.875,3.982,2,134.638,11
4.699,2,1,1,1,1,56.94,6.319,1,1,1,1,39.149,0,9.652,1,0,277.686,39.149,3,0.519,4,3.862,-0.767,4.268,0,23.542,0,3,0,0.0,0,0,0,0.127,0,0.0,3,0.763,0,0.693,2.2,22,39.149,0,1,52.2,62.58,11,1,4.347,0.021,78.135,201.006,201.006,3,62.58,3.814,3.814,16.615,77.809,116.288,0,0.801,4.365,2,77.809,12
4.804,2,1,1,1,1,56.94,6.232,1,1,1,1,39.149,0,33.577,1,0,482.516,39.149,5,0.7,4,3.809,-0.751,4.015,0,0.0,0,4,0,0.0,0,0,0,0.134,0,0.0,2,0.791,0,0.787,1.5,11,39.149,0,1,38.5,73.66,4,1,1.785,0.037,49.15,153.075,153.075,1,73.66,3.298,3.298,10.921,95.079,63.962,0,0.773,4.145,2,95.079,10
4.699,2,1,1,1,1,56.94,6.183,1,1,1,1,39.149,0,5.107,1,0,450.741,39.149,3,0.537,5,3.811,-0.758,4.056,0,0.0,0,5,0,0.0,0,0,0,0.048,0,0.0,2,0.864,0,0.662,2.0,24,39.149,0,1,51.0,87.49,11,1,4.295,0.021,65.078,215.554,215.554,3,87.49,3.678,3.678,10.842,117.099,127.171,0,0.872,4.105,2,117.099,17
4.699,1,0,0,1,1,14.291,0.0,1,0,0,0,0.0,1,5.107,1,0,352.312,0.0,3,0.678,4,3.767,-0.349,4.021,0,0.0,0,4,1,42.683,3,0,1,0.033,2,0.0,2,0.843,0,0.789,0.0,21,0.0,0,1,47.9,90.65,11,0,3.985,0.021,60.667,159.137,159.137,3,90.65,3.615,3.615,10.757,134.638,127.171,2,1.054,4.055,1,134.638,9
6.108,2,1,1,1,1,56.94,6.143,1,1,1,1,39.149,0,10.766,1,0,285.149,39.149,5,0.586,3,3.809,-0.726,4.018,0,0.0,0,4,0,0.0,0,0,0,0.037,0,0.0,2,0.846,0,0.672,2.0,17,39.149,0,1,44.0,73.66,8,1,2.862,0.024,55.092,182.937,182.937,2,73.66,3.602,3.602,10.791,95.079,110.692,0,0.844,4.025,2,95.079,8
6.553,2,1,1,1,1,56.94,6.18,1,1,1,1,39.149,0,8.232,1,0,482.516,39.149,5,0.581,4,3.809,-0.751,4.017,0,0.0,0,4,0,0.0,0,0,0,0.03,0,0.0,2,0.797,0,0.726,1.9,23,39.149,0,1,47.2,73.66,14,1,2.822,0.022,54.663,228.006,228.006,3,73.66,3.602,3.602,10.831,95.079,158.724,0,0.824,4.042,2,95.079,10
5.745,2,1,1,1,1,56.94,6.267,1,1,1,1,39.149,0,5.107,1,0,380.532,39.149,5,0.593,4,3.856,-0.743,4.369,0,0.0,0,3,0,0.0,0,0,0,0.161,0,0.0,4,0.925,0,0.708,1.9,20,39.149,0,1,45.3,71.81,9,1,4.128,0.022,89.968,210.991,210.991,3,71.81,3.842,3.842,21.889,88.809,129.985,0,0.814,4.2,2,88.809,7
4.699,1,1,1,1,1,51.697,6.06,1,1,1,1,39.149,0,5.107,3,0,198.367,39.149,1,0.517,3,3.501,-0.74,3.904,0,0.0,0,3,0,0.0,0,0,0,0.071,0,33.203,0,1.092,0,0.678,2.9,14,39.149,0,1,51.4,82.47,7,1,3.26,0.023,90.299,169.561,169.561,2,82.47,3.012,3.012,0.0,106.928,78.383,0,1.14,4.075,1,106.928,10
4.699,2,1,1,1,1,56.94,6.026,1,1,1,1,39.149,0,5.107,1,0,170.115,39.149,4,0.618,2,3.702,-0.699,4.015,0,0.0,0,4,0,0.0,0,0,0,0.033,0,0.0,2,0.628,0,0.598,2.3,11,39.149,0,1,39.5,70.42,4,1,1.925,0.022,49.15,154.634,154.634,1,70.42,3.504,3.504,10.642,91.954,87.313,0,0.783,3.912,2,91.954,10
6.921,2,1,1,1,1,56.94,6.292,1,1,1,1,39.149,0,3.002,1,0,297.143,39.149,3,0.553,4,3.807,-0.792,4.017,0,0.0,0,3,0,0.0,0,0,0,0.146,0,0.0,2,0.738,0,0.688,2.1,22,39.149,0,1,51.1,53.35,12,1,4.2,0.021,61.892,209.472,209.472,3,53.35,3.602,3.602,11.017,66.81,136.647,0,0.806,4.359,2,66.81,12
5.509,2,1,1,1,1,56.94,6.299,1,1,1,1,39.149,0,3.002,1,0,365.606,39.149,3,0.549,5,3.807,-0.767,4.015,0,0.0,0,3,0,0.0,0,0,0,0.115,0,0.0,3,0.724,0,0.687,2.1,22,39.149,0,1,50.0,62.58,12,1,4.161,0.02,77.008,213.588,213.588,3,62.58,3.6,3.6,17.045,77.809,136.647,0,0.838,4.346,2,77.809,14
4.699,2,1,1,1,1,56.94,6.072,1,1,1,1,39.149,0,5.107,1,0,355.875,39.149,3,0.506,4,3.856,-0.726,4.401,0,0.0,0,3,0,0.0,0,0,0,0.071,0,0.0,1,0.89,0,0.616,9.1,20,46.908,0,1,50.0,44.12,11,4,4.082,0.022,89.304,192.509,192.509,3,44.12,3.79,3.79,5.501,55.81,116.288,0,0.928,4.072,2,100.69,7
4.854,2,1,1,1,1,56.94,6.011,1,1,1,1,39.149,0,5.107,1,0,179.786,39.149,5,0.609,2,3.651,-0.672,4.016,0,0.0,0,4,0,0.0,0,0,0,-0.11,0,0.0,2,0.905,0,0.594,2.3,11,39.149,0,1,38.6,79.65,4,1,1.915,0.02,60.15,156.692,156.692,1,79.65,3.21,3.21,15.794,102.954,87.313,0,0.628,3.849,2,102.954,6
4.742,2,1,1,1,1,56.94,6.356,1,1,1,1,39.149,0,8.071,1,0,302.432,39.149,3,0.592,4,3.807,-0.805,4.045,0,0.0,0,3,0,0.0,0,0,0,0.154,0,0.0,2,0.696,0,0.716,1.9,22,39.149,0,1,49.1,53.35,12,1,4.124,0.024,61.892,214.541,214.541,3,53.35,3.665,3.665,11.104,66.81,136.647,0,0.825,4.443,2,66.81,12
6.194,2,1,1,1,1,56.94,6.112,1,1,1,1,39.149,0,5.107,1,0,334.373,39.149,3,0.543,4,3.835,-0.751,4.204,0,14.96,0,3,0,0.0,0,0,0,0.1,0,0.0,2,0.756,0,0.674,4.4,20,39.149,0,1,48.9,53.35,10,2,4.097,0.022,66.602,197.335,197.335,3,53.35,3.777,3.777,10.471,66.81,117.695,0,0.86,4.11,2,81.77,8
5.921,2,1,1,1,1,56.94,6.117,1,1,1,1,39.149,0,5.107,1,0,286.555,39.149,3,0.568,3,3.807,-0.707,4.016,0,0.0,0,4,0,0.0,0,0,0,0.084,0,0.0,2,0.826,0,0.694,2.2,17,39.149,0,1,44.4,79.65,8,1,3.05,0.022,66.521,185.376,185.376,2,79.65,3.601,3.601,15.544,102.954,109.625,0,0.907,4.049,2,102.954,13
4.836,1,0,0,0,1,11.804,0.0,2,0,0,0,0.0,0,7.841,2,0,156.236,32.22,1,0.7,2,3.78,0.337,3.939,0,27.424,2,2,2,85.367,0,0,2,0.025,0,0.0,0,1.205,4,0.815,2.6,16,0.0,0,1,44.7,70.11,7,1,3.002,0.026,51.942,142.78,142.78,2,98.35,3.396,3.396,0.0,121.817,94.621,1,1.305,8.581,1,136.777,7
4.699,2,1,1,1,1,56.94,6.267,1,1,1,1,39.149,0,5.107,1,0,390.508,39.149,3,0.557,5,3.937,-0.825,4.368,0,0.0,0,3,0,0.0,0,0,0,0.164,0,0.0,1,0.809,0,0.702,2.1,24,39.149,0,1,53.2,44.12,14,1,5.264,0.023,46.384,215.139,215.139,4,44.12,3.854,3.854,5.909,55.81,144.717,0,0.848,4.224,2,55.81,7
4.699,2,1,1,0,1,47.893,6.137,1,1,1,1,39.149,1,3.002,1,0,300.906,39.149,4,0.604,3,3.81,-0.302,4.038,0,0.0,1,5,1,42.683,4,0,1,0.124,2,0.0,2,0.76,0,0.611,2.1,17,39.149,1,0,43.8,90.65,8,1,2.763,0.019,55.092,177.037,177.037,2,90.65,3.62,3.62,10.716,134.638,107.345,1,0.807,3.918,2,134.638,10
6.009,2,1,1,1,1,56.94,6.218,1,1,1,1,39.149,0,9.7,1,0,333.516,39.149,3,0.588,4,3.812,-0.785,4.049,0,0.0,0,3,0,0.0,0,0,0,0.125,0,0.0,2,0.815,0,0.709,2.1,20,39.149,0,1,47.9,53.35,11,1,4.089,0.023,57.481,200.225,200.225,3,53.35,3.631,3.631,11.287,66.81,125.113,0,0.828,4.197,2,66.81,7
6.194,2,1,1,1,1,56.94,6.169,1,1,1,1,39.149,0,5.107,1,0,275.201,39.149,3,0.628,3,3.807,-0.769,4.015,0,0.0,0,3,0,0.0,0,0,0,0.169,0,0.0,2,0.76,0,0.682,2.1,16,39.149,0,1,43.8,53.35,8,1,2.918,0.024,55.521,184.952,184.952,2,53.35,3.6,3.6,10.86,66.81,116.393,0,0.823,4.175,2,66.81,9
4.987,1,1,1,1,1,51.697,6.06,1,1,1,1,39.149,0,12.234,1,0,206.177,39.149,1,0.583,3,3.497,-0.751,3.676,0,0.0,0,4,0,0.0,0,0,0,-0.063,0,0.0,0,0.748,0,0.684,2.4,15,39.149,0,1,45.2,61.19,7,1,3.162,0.025,39.18,159.501,159.501,2,61.19,2.95,2.95,4.905,80.955,87.208,0,1.092,4.114,1,80.955,9
5.658,2,1,1,1,1,56.94,6.266,2,1,1,1,39.149,0,3.002,2,0,321.832,39.149,4,0.532,4,3.809,-0.751,4.097,0,0.0,0,5,0,0.0,0,0,0,0.095,0,0.0,2,0.772,0,0.657,2.0,24,39.149,0,1,51.0,83.31,12,1,4.549,0.019,78.249,216.505,216.505,3,83.31,3.689,3.689,10.945,108.74,136.647,0,0.776,8.843,2,108.74,16
6.658,2,1,1,1,1,73.603,6.186,1,1,1,1,39.149,0,5.107,1,0,290.144,39.149,3,0.56,3,3.809,-0.717,4.016,0,11.771,0,3,0,0.0,0,0,0,0.122,0,0.0,2,0.774,0,0.714,2.2,19,39.149,0,2,45.7,71.17,8,1,3.809,0.022,65.916,194.444,194.444,2,71.17,3.601,3.601,10.871,85.249,128.09,0,0.871,4.168,2,85.249,12
4.818,0,0,0,1,1,9.047,0.0,1,0,0,0,0.0,0,7.642,2,0,334.272,0.0,1,0.747,4,3.74,-0.853,4.002,0,0.0,0,3,0,0.0,0,0,0,0.019,0,16.602,0,1.002,0,0.87,0.0,20,0.0,0,1,50.0,58.68,12,0,3.927,0.025,65.611,175.422,175.422,3,58.68,3.467,3.467,0.0,75.869,134.589,0,1.022,4.417,0,75.869,11
4.699,2,1,1,0,0,47.893,6.781,1,1,1,1,39.149,0,21.515,1,0,528.075,39.149,4,0.652,5,3.819,-0.794,4.039,0,0.0,0,4,0,0.0,0,0,0,0.204,0,0.0,2,1.189,0,0.755,1.6,20,39.149,0,0,44.4,56.59,11,1,3.747,0.026,60.605,205.321,205.321,3,56.59,3.624,3.624,11.596,69.934,119.19,0,0.883,4.736,2,69.934,11
4.699,2,1,1,0,0,8.0,0.0,1,0,0,0,0.0,0,21.515,1,0,529.283,0.0,5,0.515,5,3.888,-0.794,4.031,0,0.0,0,4,0,0.0,0,0,0,0.171,0,45.954,2,1.875,0,0.584,1.6,20,0.0,0,0,44.4,56.59,11,1,3.747,0.028,60.605,211.681,211.681,3,56.59,3.623,3.623,11.819,69.934,119.19,0,0.894,4.67,2,69.934,10
5.854,2,1,1,1,1,56.94,6.094,1,1,1,1,39.149,0,5.107,2,0,264.43,39.149,3,0.547,3,3.807,-0.722,4.015,0,0.0,0,3,0,0.0,0,0,0,0.085,0,16.602,2,0.757,0,0.692,2.5,16,39.149,0,1,47.5,77.14,8,1,3.117,0.022,86.58,183.903,183.903,2,77.14,3.6,3.6,10.739,97.869,98.742,0,0.882,4.041,2,97.869,11
4.996,2,1,1,1,1,56.94,6.233,1,1,1,1,39.149,0,5.107,1,0,347.167,39.149,3,0.581,4,3.833,-0.759,4.174,0,0.0,0,3,0,0.0,0,0,0,0.079,0,0.0,3,0.754,0,0.707,2.0,20,39.149,0,1,46.9,62.58,10,1,4.109,0.023,73.724,204.341,204.341,3,62.58,3.767,3.767,16.326,77.809,128.578,0,0.801,4.192,2,77.809,5
6.62,2,1,1,1,1,56.94,6.15,1,1,1,1,39.149,0,5.107,1,0,263.707,39.149,3,0.608,3,3.807,-0.76,4.015,0,0.0,0,3,0,0.0,0,0,0,0.141,0,0.0,2,0.689,0,0.648,2.2,16,39.149,0,1,44.4,53.35,7,1,2.878,0.023,58.706,178.661,178.661,2,53.35,3.601,3.601,10.835,66.81,106.916,0,0.887,4.157,2,66.81,9
4.699,2,1,1,1,1,56.94,6.299,1,1,1,1,39.149,0,7.213,1,0,327.907,39.149,3,0.586,4,3.947,-0.799,4.404,0,13.915,0,3,0,0.0,0,0,0,0.182,0,0.0,1,0.794,0,0.69,2.0,22,39.149,0,1,49.0,49.05,10,1,5.017,0.023,45.71,206.26,206.26,3,49.05,3.858,3.858,5.964,57.709,136.06,0,0.865,4.239,2,57.709,7
4.699,0,0,0,1,1,18.524,0.0,1,0,0,0,0.0,0,5.107,2,0,304.707,0.0,1,0.696,4,3.716,-0.843,3.976,0,0.0,0,2,0,0.0,0,0,0,0.011,0,16.602,0,0.967,0,0.9,0.0,20,0.0,0,1,52.3,58.68,12,0,4.005,0.024,62.425,170.353,170.353,3,58.68,3.405,3.405,0.0,75.869,135.24,0,1.043,4.246,1,75.869,10
4.699,2,1,1,1,1,73.603,6.257,1,1,1,1,39.149,0,5.107,1,0,483.325,39.149,4,0.58,4,3.81,-0.765,4.018,0,2.757,0,3,0,0.0,0,0,0,0.122,0,0.0,2,0.773,0,0.724,1.8,25,39.149,0,1,48.2,71.17,14,1,3.865,0.021,59.625,238.72,238.72,3,71.17,3.602,3.602,10.96,85.249,166.853,0,0.855,4.21,2,85.249,14
5.444,2,1,1,0,1,47.893,6.296,1,1,1,1,39.149,0,3.002,1,0,313.452,39.149,5,0.605,3,3.81,-0.726,4.042,0,0.0,0,5,0,0.0,0,0,0,0.173,0,0.0,2,0.724,0,0.638,2.0,17,39.149,0,0,43.1,79.65,8,1,2.729,0.02,66.092,194.201,194.201,2,79.65,3.621,3.621,15.607,102.954,118.228,0,0.838,4.115,2,102.954,10
4.699,1,1,1,1,1,51.697,6.305,1,1,1,1,39.149,1,38.005,1,0,334.733,39.149,1,0.594,4,3.794,0.194,4.024,3,0.0,2,4,2,32.897,1,0,2,-0.066,1,0.0,0,0.844,2,0.7,2.1,21,39.149,0,1,48.9,77.98,12,1,3.917,0.025,31.366,191.629,191.629,3,77.98,3.477,3.477,0.0,102.852,125.764,2,0.893,4.196,1,102.852,9
4.699,2,1,1,0,1,47.893,6.353,1,1,1,1,39.149,0,7.594,1,0,326.476,39.149,5,0.623,3,3.81,-0.735,4.043,0,0.0,0,5,0,0.0,0,0,0,0.155,0,0.0,2,0.758,0,0.646,1.9,17,39.149,0,0,42.6,79.65,8,1,2.697,0.02,66.092,196.736,196.736,2,79.65,3.621,3.621,15.945,102.954,116.17,0,0.829,4.162,2,102.954,10
