pXC50,nCsp3,nC,MW,RBN,nSK,Se,SCBO,nAT,Si,nBT,nDB,Sp,Sv,nCsp2,nBO,nHet,nH,nCsp,nTB
5.6,6,18,356.48,9,26,50.218,35.0,50,57.145,51,2,31.796,30.299,12,27,8,24,0,0
5.6,3,16,314.8,4,22,37.36,33.0,37,41.638,39,1,25.904,24.789,13,24,6,15,0,0
5.6,3,21,332.43,6,25,44.811,37.0,45,50.152,47,1,30.773,29.214,18,27,4,20,0,0
7.7,1,20,447.45,3,31,46.265,46.0,44,50.471,47,1,31.449,31.703,19,34,11,13,0,0
5.7,0,9,305.59,1,15,21.811,22.0,21,23.157,22,1,17.608,16.378,9,16,6,6,0,0
5.6,7,29,514.63,10,38,68.531,55.0,68,76.438,71,3,45.193,43.508,22,41,9,30,0,0
5.6,0,20,347.82,3,25,39.258,40.0,39,43.14,42,1,28.898,27.767,20,28,5,14,0,0
5.6,5,17,278.39,2,21,38.592,32.0,39,43.9,42,0,26.353,24.773,12,24,4,18,0,0
5.6,3,20,409.45,5,29,45.32,44.0,44,48.953,47,5,31.506,30.986,16,32,9,15,1,1
5.0,3,9,193.23,1,14,25.494,19.5,25,28.575,26,2,15.972,15.601,6,15,5,11,0,0
5.6,2,23,385.45,8,29,48.356,44.0,48,53.445,51,3,33.472,32.423,21,32,6,19,0,0
8.6,8,29,530.76,10,38,71.712,54.0,72,81.141,75,2,48.25,45.12,21,41,9,34,0,0
5.6,2,20,302.4,4,23,40.6,35.0,41,45.528,43,1,28.557,26.972,18,25,3,18,0,0
7.2,6,19,381.56,5,27,49.858,38.5,50,56.73,53,0,33.779,31.551,13,30,8,23,0,0
5.6,5,23,342.47,4,26,47.367,39.0,48,53.358,51,1,33.08,31.026,18,29,3,22,0,0
5.6,0,14,254.33,2,18,28.142,29.0,28,30.787,30,1,21.159,20.052,14,20,4,10,0,0
5.6,1,19,344.41,5,26,42.356,41.0,42,47.275,45,1,29.296,28.477,18,29,7,16,0,0
5.6,1,14,224.28,0,17,28.949,26.0,29,32.282,31,1,20.273,19.392,13,19,3,12,0,0
5.6,1,17,357.32,2,26,37.909,39.5,36,41.381,38,1,25.341,26.079,15,28,9,10,1,1
5.6,8,34,544.7,9,41,72.76,61.5,73,81.434,79,0,50.046,47.605,26,47,7,32,0,0
5.6,6,15,336.81,3,23,40.898,31.5,40,45.472,42,1,26.574,25.745,9,25,8,17,0,0
5.6,0,14,329.37,3,23,35.218,35.0,34,38.285,36,2,24.324,24.019,14,25,9,11,0,0
5.6,0,14,369.2,2,21,29.396,32.0,28,31.308,30,1,22.387,21.844,14,23,7,7,0,0
5.6,1,23,394.47,5,30,48.24,48.5,48,53.69,52,1,34.057,33.004,22,34,7,18,0,0
5.8,2,23,380.49,4,29,48.796,46.5,49,54.896,53,0,34.364,32.816,21,33,6,20,0,0
5.7,3,15,268.35,5,20,36.036,30.0,36,40.694,38,0,24.046,22.961,12,22,5,16,0,0
5.9,7,35,631.82,10,46,79.258,69.5,79,88.434,85,1,54.949,52.33,28,52,11,33,0,0
5.6,2,16,346.46,4,23,37.64,36.0,37,40.956,39,3,27.239,25.722,14,25,7,14,0,0
5.6,4,10,238.35,5,16,30.229,22.0,30,34.199,31,0,19.932,18.622,6,17,6,14,0,0
5.6,5,23,372.51,7,28,51.571,42.0,52,58.355,55,0,35.091,33.068,18,31,5,24,0,0
6.9,2,21,389.52,3,28,47.098,43.0,47,52.527,50,1,33.461,31.697,19,31,7,19,0,0
5.9,2,18,384.25,3,24,38.491,37.0,38,42.247,40,1,27.847,26.68,15,26,6,14,1,1
5.6,1,17,326.4,3,23,37.564,34.0,37,41.036,39,3,26.591,25.535,16,25,6,14,0,0
5.6,3,21,420.41,2,31,46.709,48.0,45,51.164,50,1,31.625,31.959,18,36,10,14,0,0
5.6,7,23,438.53,6,32,56.8,46.0,56,64.031,59,0,36.978,35.878,16,35,9,24,0,0
5.6,8,24,468.56,8,34,61.01,48.0,60,68.655,63,0,39.194,38.119,16,37,10,26,0,0
5.6,2,23,463.56,7,33,54.963,50.0,54,60.571,57,5,37.585,36.368,21,36,10,21,0,0
5.6,0,16,295.36,2,21,31.429,34.5,31,34.415,34,0,23.648,22.742,16,24,5,10,0,0
5.6,1,15,236.29,2,18,29.949,29.0,30,33.282,32,1,21.273,20.392,14,20,3,12,0,0
8.699,0,20,395.85,3,28,43.974,43.0,43,48.476,46,1,30.847,30.193,20,31,8,15,0,0
5.6,4,32,708.9,12,52,93.207,73.0,92,105.955,94,10,59.387,57.61,28,54,20,40,0,0
5.6,1,20,326.38,2,25,39.153,41.0,39,43.279,42,0,28.284,27.434,18,28,5,14,1,1
6.5,1,21,431.44,3,30,44.945,45.0,43,48.89,46,1,31.199,31.187,20,33,9,13,0,0
5.6,2,28,483.53,5,36,58.963,54.0,58,64.824,62,2,40.387,39.575,26,40,8,22,0,0
4.3,4,13,198.29,1,15,28.505,22.5,29,32.488,31,0,19.58,18.204,9,17,2,14,0,0
5.6,1,22,386.44,3,29,47.574,44.0,47,52.528,50,3,32.716,31.918,21,32,7,18,0,0
5.6,3,19,372.43,5,28,44.676,45.0,44,49.857,48,0,30.546,29.993,16,32,9,16,0,0
5.6,6,18,371.86,4,26,44.673,37.0,44,49.761,46,1,30.125,29.052,11,28,8,18,1,1
5.6,4,32,626.16,7,44,70.116,67.5,69,77.263,75,1,50.006,48.245,28,50,12,25,0,0
5.6,2,18,438.83,5,30,46.429,42.0,44,50.863,46,1,30.182,30.696,16,32,12,14,0,0
7.6,6,28,483.69,6,35,63.516,52.0,64,71.603,67,1,44.267,41.33,20,38,7,29,2,1
5.6,5,10,393.17,2,20,33.422,27.0,32,36.711,34,0,22.551,21.39,5,22,10,12,0,0
7.0,5,29,539.72,6,39,68.163,58.5,68,76.394,72,2,46.972,44.561,24,43,10,29,0,0
4.4,2,9,176.26,0,12,19.931,19.0,20,22.162,22,0,14.943,13.81,7,14,3,8,0,0
5.6,6,22,424.5,6,31,53.916,45.0,53,60.615,56,0,35.216,34.351,16,34,9,22,0,0
5.6,10,34,595.76,8,44,81.283,62.0,81,91.182,85,5,53.483,51.11,24,48,10,37,0,0
4.4,0,7,213.04,0,11,16.527,17.0,16,17.878,17,0,12.341,11.836,7,12,4,5,0,0
4.4,3,12,243.3,2,18,31.371,27.5,31,35.362,33,0,20.529,19.929,9,20,6,13,0,0
5.6,3,29,476.57,7,36,60.225,56.5,60,66.773,65,2,42.0,40.498,26,41,7,24,0,0
5.6,0,11,341.22,0,18,24.007,27.0,23,24.927,25,4,20.091,18.925,11,20,7,5,0,0
5.6,7,39,675.76,8,50,83.283,75.0,82,92.367,89,1,56.625,55.303,32,57,11,32,0,0
5.6,7,23,490.51,8,35,59.152,49.0,57,65.919,60,0,37.307,37.359,16,38,12,22,0,0
5.6,1,16,368.29,2,26,37.716,37.5,35,40.977,37,1,23.972,25.351,15,28,10,9,0,0
6.4,9,25,457.59,6,34,61.203,49.5,61,69.059,65,1,40.563,38.847,15,38,9,27,1,1
5.6,7,17,306.41,4,23,40.912,35.5,41,46.481,44,0,27.603,26.289,9,26,6,18,1,1
4.5,0,6,213.05,0,11,16.52,17.0,16,18.25,17,0,12.137,11.638,6,12,5,5,0,0
8.5,3,26,502.62,6,36,59.807,54.5,59,66.405,63,1,41.381,39.87,23,40,10,23,0,0
5.6,2,16,390.33,2,26,36.985,37.0,34,39.655,36,1,24.307,25.405,14,28,10,8,0,0
5.6,1,13,242.28,1,18,29.454,28.0,29,32.994,31,0,20.006,19.576,12,20,5,11,0,0
6.7,1,18,301.38,4,23,37.927,37.0,38,42.568,41,0,26.836,25.741,17,26,5,15,0,0
5.6,3,17,279.37,5,21,37.818,31.5,38,42.611,40,0,25.801,24.467,14,23,4,17,0,0
5.6,1,14,281.3,3,21,32.814,32.5,32,36.156,33,1,22.222,22.117,11,22,7,11,2,2
6.2,3,16,311.45,5,22,38.887,32.5,39,43.903,41,0,27.245,25.455,13,24,6,17,0,0
8.5,12,27,458.68,6,33,62.298,48.0,63,70.52,68,0,43.023,39.836,13,38,6,30,2,1
4.0,1,14,240.28,2,18,30.276,28.0,30,33.491,32,0,20.727,20.106,13,20,4,12,0,0
5.6,4,24,448.94,7,32,53.665,48.0,53,59.302,57,1,37.097,35.799,20,36,8,21,0,0
4.0,0,11,211.25,1,16,25.276,26.0,25,28.322,27,0,17.551,17.161,11,18,5,9,0,0
5.6,7,19,401.96,5,27,47.305,39.0,47,52.887,51,0,33.08,31.051,12,31,8,20,0,0
5.6,6,20,376.46,3,28,48.451,41.5,48,54.315,52,1,32.273,31.246,14,32,8,20,0,0
5.6,1,13,241.27,2,18,29.494,27.5,29,32.575,31,2,19.972,19.601,12,20,5,11,0,0
5.6,0,20,361.45,3,26,41.338,41.0,41,45.325,44,1,30.142,28.842,20,29,6,15,0,0
7.7,2,15,238.31,1,18,31.833,27.5,32,35.697,34,2,22.034,20.918,13,20,3,14,0,0
5.7,1,13,268.31,2,20,32.589,31.0,32,36.445,34,1,21.773,21.424,12,22,7,12,0,0
5.6,4,22,358.48,6,27,48.687,41.0,49,54.939,52,0,33.33,31.542,18,30,5,22,0,0
5.6,8,16,286.42,3,21,42.687,29.0,43,48.939,45,1,27.33,25.542,8,23,5,22,0,0
5.6,0,16,399.69,3,24,34.324,36.0,33,36.243,35,2,26.949,25.776,16,26,8,9,0,0
5.6,1,11,251.28,2,17,27.022,24.0,26,28.917,27,3,18.517,18.175,10,18,6,9,0,0
5.6,2,20,387.28,5,26,42.574,38.0,42,46.625,44,1,30.727,29.342,18,28,6,16,0,0
5.6,8,20,384.54,11,28,55.985,37.0,56,63.976,57,2,35.319,33.353,12,29,8,28,0,0
5.6,0,12,211.24,1,16,25.284,25.0,25,27.95,27,1,17.756,17.359,12,18,4,9,0,0
5.6,4,14,275.76,3,19,33.258,27.5,33,37.14,35,1,22.898,21.767,10,21,5,14,0,0
5.6,3,19,334.41,5,25,43.247,37.0,43,48.318,45,1,29.262,28.203,16,27,6,18,0,0
5.7,4,15,286.31,3,21,35.814,30.5,35,39.325,37,2,23.398,23.063,11,23,6,14,0,0
5.6,1,23,412.46,5,31,48.752,49.5,48,54.03,52,1,33.995,33.387,22,35,8,17,0,0
5.6,3,21,455.58,4,31,50.014,49.5,49,54.996,53,2,35.5,33.982,18,35,10,18,0,0
4.5,1,12,243.27,3,18,28.673,28.0,28,32.077,30,0,19.25,19.071,11,20,6,10,0,0
5.6,1,15,333.3,2,24,35.909,35.5,34,39.381,36,1,23.341,24.079,14,26,9,10,0,0
6.2,6,19,425.5,11,29,53.516,39.0,52,58.661,53,3,33.665,32.722,13,30,10,23,0,0
5.8,6,18,357.88,4,25,45.229,36.0,45,50.967,48,0,30.432,28.864,12,28,7,20,0,0
5.6,2,18,320.38,5,24,40.363,36.0,40,44.903,42,1,27.5,26.676,16,26,6,16,0,0
8.2,5,28,528.69,7,38,66.389,56.5,66,74.105,70,1,45.421,43.255,23,42,10,28,0,0
6.2,4,24,385.5,3,29,51.796,43.0,52,58.066,55,2,35.54,33.762,20,32,5,23,0,0
6.7,3,16,375.45,6,26,44.196,38.0,43,48.74,44,3,29.063,28.314,12,27,10,17,1,1
5.6,4,22,423.53,4,30,49.68,46.5,49,55.413,53,0,34.642,33.275,18,34,8,19,0,0
7.6,1,22,423.43,3,31,48.56,46.5,47,53.626,50,1,32.625,32.659,21,34,9,16,0,0
5.6,5,17,312.38,2,23,40.432,33.5,40,45.449,42,1,26.745,25.871,11,25,6,17,1,1
5.9,1,21,344.39,3,26,42.371,40.0,42,46.531,45,2,29.705,28.875,20,29,5,16,0,0
4.9,1,13,239.25,1,18,27.611,29.0,27,30.159,30,0,19.21,19.074,12,21,5,9,0,0
5.6,8,29,498.69,8,37,70.636,53.0,71,80.221,74,2,46.603,43.933,21,40,8,34,0,0
5.6,0,16,380.43,5,27,40.313,42.5,39,44.156,42,2,28.125,27.842,16,30,11,12,0,0
7.8,7,30,542.77,10,39,72.712,56.0,73,82.141,76,3,49.25,46.12,23,42,9,34,0,0
5.6,1,21,341.39,3,26,41.262,42.0,41,45.405,45,1,29.495,28.655,20,30,5,15,0,0
5.6,3,17,297.36,5,22,38.331,32.5,38,42.95,40,0,25.739,24.85,14,24,5,16,0,0
5.6,3,20,333.42,5,25,44.029,37.0,44,49.235,46,1,30.017,28.708,17,27,5,19,0,0
5.6,1,14,302.39,3,21,35.556,33.0,35,39.408,37,2,24.387,23.336,13,23,7,14,0,0
5.6,3,21,350.42,5,26,45.323,38.0,45,50.492,47,1,30.711,29.597,18,28,5,19,0,0
5.6,4,26,452.56,7,34,58.218,52.5,58,65.145,62,1,39.796,38.299,22,38,8,24,0,0
5.6,16,28,506.72,7,37,74.73,49.0,75,85.261,79,2,47.58,44.702,12,41,9,38,0,0
5.9,2,15,314.81,5,22,37.353,32.5,37,42.01,39,0,25.699,24.59,13,24,7,15,0,0
5.6,7,19,339.5,4,24,44.662,35.5,45,50.361,48,1,30.972,28.707,12,27,5,21,0,0
5.8,2,16,357.23,2,22,35.382,35.0,35,39.12,38,0,25.637,24.46,14,25,6,13,0,0
6.8,5,33,622.2,8,44,72.487,67.5,72,80.338,78,1,51.83,49.389,28,50,11,28,0,0
5.6,4,14,258.3,3,19,33.487,28.0,33,37.116,35,2,21.943,21.348,10,21,5,14,0,0
5.6,5,23,487.37,7,33,54.316,48.0,53,59.456,56,4,37.409,36.341,18,36,10,20,0,0
8.5,2,23,449.55,4,32,52.822,48.0,52,58.492,55,2,36.614,35.321,21,35,9,20,0,0
5.6,5,27,471.55,8,35,60.662,52.0,60,67.109,63,3,40.665,39.433,22,38,8,25,0,0
5.6,6,22,422.51,7,31,54.731,45.0,54,61.485,57,0,35.733,34.682,16,34,9,23,0,0
6.3,1,20,359.42,3,27,44.465,42.0,44,49.402,47,1,30.506,29.697,19,30,7,17,0,0
7.6,7,25,480.01,6,34,60.534,49.0,60,67.631,64,3,40.625,38.874,18,38,9,26,0,0
5.6,7,17,315.41,4,23,44.24,31.0,44,49.86,45,4,28.233,26.95,10,24,6,21,0,0
5.6,4,26,436.56,7,33,56.891,51.5,57,63.936,61,1,39.341,37.584,22,37,7,24,0,0
5.6,1,16,401.19,2,26,37.338,37.5,35,40.186,37,1,25.813,26.239,15,28,10,9,0,0
5.6,6,24,404.56,9,30,57.665,42.0,58,65.394,60,1,38.069,35.837,18,32,6,28,0,0
5.6,8,21,393.55,7,29,55.876,41.0,56,63.85,59,1,36.108,34.133,13,32,8,27,0,0
5.6,2,16,328.43,3,23,39.44,35.5,39,43.823,41,2,27.148,25.863,14,25,7,16,0,0
5.6,1,19,332.39,3,25,41.363,38.0,41,45.903,44,1,28.5,27.676,18,28,6,16,0,0
5.6,2,20,318.4,5,24,41.927,36.0,42,46.737,44,1,29.012,27.687,18,26,4,18,0,0
5.8,6,17,327.85,3,23,41.018,34.0,41,46.342,44,0,28.216,26.622,11,26,6,18,0,0
5.6,4,17,328.83,5,23,40.243,34.0,40,45.053,42,1,27.665,26.316,13,25,6,17,0,0
5.6,4,14,282.23,0,20,30.822,28.0,29,33.139,31,3,19.744,20.455,10,22,6,9,0,0
6.9,6,18,351.46,6,26,47.225,38.0,47,53.604,50,1,30.824,29.552,12,29,8,21,0,0
5.6,1,12,258.33,2,18,28.462,27.5,28,31.368,29,1,20.409,19.568,10,19,6,10,1,1
5.6,3,15,384.88,6,25,43.302,35.0,42,47.601,43,3,28.676,27.647,12,26,10,17,0,0
5.6,10,21,396.55,7,29,56.985,41.0,57,64.976,60,1,36.319,34.353,11,32,8,28,0,0
6.1,3,32,607.69,7,44,68.421,68.5,67,75.243,73,2,48.324,47.274,29,50,12,23,0,0
5.6,5,18,392.43,7,28,48.545,39.0,47,54.54,49,1,30.392,30.208,13,30,10,19,0,0
8.4,2,20,380.48,3,27,44.509,42.0,44,49.369,47,2,31.392,30.058,18,30,7,17,0,0
5.6,1,17,361.26,2,23,33.673,36.0,33,36.09,35,1,26.636,25.234,15,25,6,10,1,1
5.6,1,13,242.32,1,17,27.142,27.0,27,29.787,29,0,20.159,19.052,12,19,4,10,0,0
5.6,1,21,359.41,4,27,44.473,42.0,44,49.03,47,1,30.71,29.896,20,30,6,17,0,0
5.6,6,23,367.49,4,28,48.578,43.5,49,54.813,52,0,34.12,32.321,14,31,5,21,3,2
7.0,4,18,310.38,4,23,41.254,33.5,41,45.946,43,3,27.466,26.402,14,25,5,18,0,0
4.4,0,6,167.21,0,11,16.593,16.5,16,18.04,17,2,11.881,11.493,6,12,5,5,0,0
5.6,1,18,374.35,3,27,41.902,39.0,40,45.922,42,4,27.313,27.826,17,29,9,13,0,0
6.3,12,30,481.7,6,36,70.09,52.0,71,79.929,76,0,46.904,43.724,18,41,6,35,0,0
7.8,4,28,498.61,8,37,64.498,55.5,64,72.316,68,1,43.256,41.736,24,41,9,27,0,0
5.6,5,23,360.49,7,27,50.578,39.0,51,56.983,53,1,34.296,32.267,18,29,4,24,0,0
5.6,6,22,421.53,7,31,55.505,45.0,55,62.774,58,0,36.284,34.989,16,34,9,24,0,0
5.6,2,19,370.36,2,27,41.574,40.5,40,45.713,42,1,27.858,28.111,15,29,8,13,2,1
5.6,5,17,391.88,7,27,47.062,37.5,46,52.888,48,0,30.62,29.763,12,29,10,19,0,0
5.6,4,14,275.41,6,19,35.894,26.5,36,40.531,37,1,24.449,22.654,10,20,5,17,0,0
5.6,5,18,409.48,7,28,47.52,39.0,46,52.962,48,1,31.034,30.373,13,30,10,18,0,0
5.6,0,11,245.69,1,17,25.6,27.0,25,28.266,27,0,18.409,17.988,11,19,6,8,0,0
5.6,4,17,322.42,1,23,37.229,36.0,37,41.199,41,1,26.932,25.622,13,27,6,14,0,0
7.108,8,28,477.62,4,36,62.876,56.0,63,70.85,69,1,43.108,41.133,20,42,8,27,0,0
8.5,3,26,502.62,6,36,59.807,54.5,59,66.405,63,1,41.381,39.87,23,40,10,23,0,0
6.301,6,24,463.54,9,34,59.982,49.0,59,66.691,62,1,38.915,37.949,18,37,10,25,0,0
6.0,6,24,463.54,9,34,59.982,49.0,59,66.691,62,1,38.915,37.949,18,37,10,25,0,0
8.523,6,25,462.55,9,34,60.763,49.0,60,67.607,63,1,39.671,38.454,19,37,9,26,0,0
8.301,5,24,432.52,8,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
6.699,5,24,432.52,8,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
6.301,4,23,420.48,7,31,52.854,46.0,52,58.698,55,1,35.176,34.355,19,34,8,21,0,0
6.155,4,23,420.48,7,31,52.854,46.0,52,58.698,55,1,35.176,34.355,19,34,8,21,0,0
8.0,4,23,435.54,7,31,52.643,46.0,52,57.989,55,1,36.335,34.852,19,34,8,21,0,0
7.699,6,25,463.53,8,34,59.989,49.0,59,66.319,62,1,39.119,38.148,19,37,9,25,0,0
7.523,5,24,433.5,7,32,55.778,47.0,55,61.694,58,1,36.904,35.906,19,35,8,23,0,0
6.222,5,24,433.5,7,32,55.778,47.0,55,61.694,58,1,36.904,35.906,19,35,8,23,0,0
6.046,4,23,421.46,6,31,52.08,46.0,51,57.409,54,1,34.625,34.048,19,34,8,20,0,0
6.0,4,23,421.46,6,31,52.08,46.0,51,57.409,54,1,34.625,34.048,19,34,8,20,0,0
8.398,5,24,433.5,8,32,55.778,47.0,55,61.694,58,1,36.904,35.906,19,35,8,23,0,0
7.0,5,24,432.52,7,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
7.0,5,24,432.52,8,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
9.523,6,25,462.55,9,34,60.763,49.0,60,67.607,63,1,39.671,38.454,19,37,9,26,0,0
8.301,5,24,432.52,8,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
6.0,6,24,463.54,8,34,59.982,49.0,59,66.691,62,1,38.915,37.949,18,37,10,25,0,0
7.301,6,25,462.55,8,34,60.763,49.0,60,67.607,63,1,39.671,38.454,19,37,9,26,0,0
6.699,5,24,432.52,7,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
6.523,5,24,432.52,7,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
6.301,5,24,432.52,7,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
7.0,4,23,418.49,7,31,53.669,46.0,53,59.568,56,1,35.693,34.686,19,34,8,22,0,0
7.0,5,24,432.52,7,32,56.552,47.0,56,62.983,59,1,37.455,36.213,19,35,8,24,0,0
8.046,7,29,485.63,9,36,66.985,51.5,67,75.145,70,1,44.495,42.299,22,39,7,31,0,0
7.699,5,23,433.51,8,32,55.771,47.0,55,62.066,58,1,36.699,35.707,18,35,9,23,0,0
7.097,5,23,433.51,7,32,55.771,47.0,55,62.066,58,1,36.699,35.707,18,35,9,23,0,0
6.523,5,23,433.51,8,32,55.771,47.0,55,62.066,58,1,36.699,35.707,18,35,9,23,0,0
6.222,7,25,477.57,9,35,62.865,50.0,62,70.106,65,1,40.676,39.476,18,38,10,27,0,0
6.699,8,26,491.6,10,36,65.749,51.0,65,73.521,68,1,42.438,41.003,18,39,10,29,0,0
5.6,8,29,513.65,10,38,69.305,54.5,69,77.727,73,1,45.745,43.815,21,42,9,31,0,0
8.046,6,24,517.51,7,37,61.52,52.0,59,67.71,62,1,38.727,39.099,18,40,13,22,0,0
7.161,10,26,462.6,4,34,64.203,47.5,64,72.228,68,1,41.739,39.793,16,38,8,30,0,0
5.553,8,25,537.73,9,37,64.683,53.0,64,72.108,68,1,44.313,41.936,17,41,12,27,0,0
6.2,5,15,305.79,3,21,37.469,29.5,37,41.764,39,1,25.114,24.009,10,23,6,16,0,0
5.6,2,12,317.67,0,21,30.356,29.5,28,32.538,30,1,19.642,20.578,10,23,9,7,0,0
5.6,1,14,331.74,4,23,34.465,34.0,33,37.309,34,2,23.534,23.659,12,24,9,10,1,1
5.601,3,10,220.26,3,16,28.596,22.0,28,32.073,28,1,17.977,17.622,6,16,6,12,1,1
5.9,3,15,297.35,5,22,37.582,32.0,37,41.986,38,1,24.745,24.171,11,23,7,15,1,1
5.602,1,14,252.3,2,19,31.269,29.0,31,34.863,32,1,21.523,20.908,12,20,5,12,1,1
5.601,5,18,356.42,7,26,46.785,36.0,46,52.152,47,1,29.932,29.159,12,27,8,20,1,1
5.601,6,18,443.95,8,29,52.505,39.0,51,57.767,52,3,33.864,32.636,12,30,11,22,0,0
5.601,6,19,434.52,8,30,53.4,42.0,52,58.906,53,3,34.25,33.303,12,31,11,22,1,1
7.8,1,19,360.41,3,27,43.683,42.0,43,48.485,46,1,29.75,29.192,18,30,8,16,0,0
5.6,4,18,309.37,1,23,39.331,35.5,39,43.95,42,2,26.739,25.85,14,26,5,16,0,0
5.6,1,19,414.38,3,30,45.222,45.0,43,49.504,46,1,29.563,30.342,18,33,11,13,0,0
5.727,8,26,507.63,13,37,67.81,52.0,67,76.438,70,1,43.478,41.999,18,40,11,30,0,0
8.959,9,22,375.52,4,28,52.672,40.5,53,59.853,56,2,35.097,33.09,12,31,6,25,1,1
7.658,9,27,452.61,5,34,61.658,50.5,62,69.766,66,2,41.864,39.638,17,38,7,28,1,1
8.745,11,25,428.59,6,32,59.658,46.5,60,67.766,63,2,39.864,37.638,12,35,7,28,2,2
8.62,10,28,466.64,6,35,64.541,51.5,65,73.182,69,2,43.625,41.165,17,39,7,30,1,1
8.959,11,24,419.58,6,31,59.767,43.5,60,67.893,63,2,39.074,36.858,12,34,7,29,1,1
8.796,12,25,449.61,7,33,63.978,45.5,64,72.517,67,2,41.29,39.1,12,36,8,31,1,1
8.824,12,25,481.68,7,34,65.054,48.5,65,73.437,68,4,42.938,40.287,12,37,9,31,1,1
8.854,10,24,432.58,6,32,59.985,45.5,60,67.976,63,3,39.319,37.353,13,35,8,28,1,1
8.886,10,24,433.56,6,32,59.211,45.5,59,66.687,62,3,38.767,37.046,13,35,8,27,1,1
8.959,15,28,488.7,7,36,71.519,49.5,72,81.637,76,2,46.364,43.46,12,40,8,36,1,1
8.569,9,28,480.62,5,36,63.985,53.5,64,71.976,68,3,43.319,41.353,18,40,8,28,1,1
8.921,11,25,463.59,6,34,63.421,47.5,63,71.312,66,3,40.983,39.288,13,37,9,29,1,1
9.081,12,26,476.64,8,35,67.08,48.5,67,76.016,70,3,43.296,41.121,13,38,9,32,1,1
9.0,13,27,490.67,8,36,69.963,49.5,70,79.431,73,3,45.057,42.648,13,39,9,34,1,1
8.585,11,25,495.66,6,35,64.498,50.5,64,72.232,67,5,42.631,40.475,13,38,10,29,1,1
8.854,9,28,496.62,5,37,65.312,55.5,65,73.185,69,4,43.773,42.068,18,41,9,28,1,1
8.886,9,28,496.62,5,37,65.312,55.5,65,73.185,69,4,43.773,42.068,18,41,9,28,1,1
8.959,10,27,483.63,6,36,65.087,53.0,65,73.474,69,3,43.324,41.374,16,40,9,29,1,1
8.796,11,28,497.66,6,37,67.97,54.0,68,76.889,72,3,45.086,42.901,16,41,9,31,1,1
8.602,10,29,494.65,6,37,66.869,54.5,67,75.391,71,3,45.08,42.88,18,41,8,30,1,1
8.77,10,29,494.65,6,37,66.869,54.5,67,75.391,71,3,45.08,42.88,18,41,8,30,1,1
8.886,10,29,494.65,6,37,66.869,54.5,67,75.391,71,3,45.08,42.88,18,41,8,30,1,1
8.77,15,29,516.71,7,38,73.847,52.5,74,83.846,78,3,47.819,45.175,13,42,9,36,1,1
8.42,14,28,502.68,6,37,70.963,51.5,71,80.431,75,3,46.057,43.648,13,41,9,34,1,1
9.208,13,27,474.67,6,35,68.636,48.5,69,78.221,72,3,44.603,41.933,13,38,8,34,1,1
8.886,12,26,460.64,5,34,65.752,47.5,66,74.806,69,3,42.841,40.406,13,37,8,32,1,1
9.155,11,25,462.61,6,34,64.196,47.5,64,72.6,67,3,41.534,39.594,13,37,9,30,1,1
8.481,9,23,418.55,4,31,57.101,44.5,57,64.561,60,3,37.557,35.826,13,34,8,26,1,1
8.0,6,23,445.53,6,33,56.763,49.5,56,63.438,60,2,37.495,36.509,17,37,10,23,0,0
8.2,0,20,343.42,3,26,43.138,41.0,43,48.192,46,1,30.051,28.983,20,29,6,17,0,0
8.4,1,21,357.45,3,27,46.022,42.0,46,51.607,49,1,31.813,30.509,20,30,6,19,0,0
5.6,8,29,570.67,10,42,73.171,61.5,72,81.601,77,1,47.693,46.54,21,47,13,30,0,0
8.509,11,27,490.67,7,36,69.963,49.5,70,79.431,73,2,45.057,42.648,16,39,9,34,0,0
9.0,12,28,504.7,8,37,72.847,50.5,73,82.846,76,2,46.819,44.175,16,40,9,36,0,0
8.31,10,26,491.66,7,36,69.181,49.5,69,78.514,72,2,44.302,42.143,16,39,10,33,0,0
8.699,5,21,393.49,5,29,52.443,41.5,52,58.857,54,2,34.245,32.993,16,31,8,23,0,0
8.796,5,21,393.49,5,29,52.443,41.5,52,58.857,54,2,34.245,32.993,16,31,8,23,0,0
8.745,9,25,478.61,7,35,65.523,48.5,65,73.81,68,2,41.989,40.309,16,38,10,30,0,0
8.523,11,27,506.67,8,37,71.29,50.5,71,80.64,74,2,45.512,43.363,16,40,10,34,0,0
9.222,9,25,478.61,7,35,65.523,48.5,65,73.81,68,2,41.989,40.309,16,38,10,30,0,0
8.161,11,27,506.67,8,37,71.29,50.5,71,80.64,74,2,45.512,43.363,16,40,10,34,0,0
8.921,12,28,520.7,8,38,74.174,51.5,74,84.055,77,2,47.273,44.89,16,41,10,36,0,0
8.469,11,27,560.64,8,40,72.829,53.5,71,81.659,74,2,45.324,44.513,16,43,13,31,0,0
