pXC50,nCsp2,Ui,Eig07_EA.bo.,Eta_betaP,Eig06_EA.bo.,piID,Eig03_EA.bo.,SM13_AEA.ri.,Eta_beta,C.,PCD,SpMaxA_AEA.ed.,Eta_FL,piPC03,piPC02,SM02_EA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,Eig12_AEA.bo.,Eig09_AEA.bo.,Eig07_AEA.bo.,Eig15_AEA.dm.,SpMaxA_EA,SpMaxA_EA.ed.,piPC05,piPC08,Eig09_EA.bo.,piPC01,SCBO,Eig08_AEA.bo.,Eig12_AEA.ri.,S0K,SpMaxA_AEA.ri.,Eig15_AEA.bo.,Eig12_EA.ri.,nBM,Uc,Eig12_EA,SM06_AEA.dm.,ZM2Kup,piPC04,SpMaxA_AEA.bo.,piPC06,SpAD_EA.bo.,ZM2Per,ZM2V,Eig08_EA,SM02_AEA.dm.,Chi1_EA.ed.,Eig13_AEA.bo.,Eig08_AEA.ed.,ZM2MulPer,Eig05_AEA.bo.,Mi,nC,Eig12_EA.bo.,SpMax6_Bh.m.,piPC07,Eig09_AEA.ri.,Eig14_AEA.bo.,Eig07_AEA.ed.,Eta_F,P_VSA_e_2,SM02_AEA.bo.,C.028,ZM1Per,Eig06_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.
5.101,13,3.322,2.023,17.0,2.194,9.213,3.461,3.461,31.0,40.0,2.356,0.284,5.733,4.61,4.19,4.875,2.572,2.572,1.071,2.203,2.886,-0.805,0.133,0.466,5.585,6.077,1.181,3.555,34.0,2.5,0.625,98.042,0.169,0.549,-0.258,15,4.0,-0.291,-0.291,340.206,5.119,0.192,5.759,50.286,560.97,365.0,1.096,1.096,4.154,1.0,3.447,391.618,3.336,1.117,16,-0.372,2.816,5.97,2.0,0.634,4.353,21.317,138.657,4.804,0,519.61,3.027,2.442,2.442
4.0,13,3.0,1.861,14.5,2.026,8.596,3.229,3.229,28.5,43.2,2.127,0.296,6.159,4.538,4.043,4.727,2.086,2.086,0.932,1.803,2.812,-0.425,0.138,0.486,5.482,5.379,0.66,3.466,31.0,2.5,0.493,95.287,0.174,0.24,-0.399,13,3.807,-0.434,-0.434,391.637,4.972,0.185,5.56,45.701,580.48,361.0,1.0,1.0,3.888,0.584,3.414,388.549,2.972,1.14,16,-0.55,2.88,5.572,1.468,0.5,4.145,23.165,147.788,4.71,0,604.37,2.89,2.275,2.275
4.0,12,3.322,1.991,17.0,2.269,9.147,3.456,3.456,34.25,36.2,2.108,0.254,6.792,4.575,4.205,4.89,2.454,2.454,1.305,2.5,2.863,-0.293,0.118,0.416,5.451,5.787,1.5,3.638,37.0,2.506,1.062,112.211,0.151,0.692,0.104,15,4.0,0.109,0.109,384.26,5.001,0.171,5.496,53.824,607.06,394.0,1.209,1.209,4.848,1.231,3.584,424.806,3.369,1.135,17,0.121,2.912,5.68,2.0,1.0,4.046,25.518,103.057,4.875,0,576.81,3.08,2.985,2.985
5.668,23,3.954,2.74,27.0,2.899,12.634,3.885,3.885,50.75,48.1,4.168,0.173,10.372,5.267,4.64,5.328,3.135,3.135,2.299,3.143,3.4,0.777,0.082,0.283,6.436,7.878,2.442,3.998,53.5,3.269,2.117,172.974,0.107,2.118,1.114,28,4.858,1.124,1.124,614.85,5.905,0.118,6.889,79.646,905.89,578.0,1.806,1.806,6.748,2.223,4.698,613.628,3.79,1.114,25,1.208,3.276,7.392,2.613,2.17,4.773,39.49,168.402,5.23,4,814.6,3.578,4.866,4.866
4.0,14,3.17,2.081,15.0,2.487,8.229,3.348,3.348,32.0,40.0,1.723,0.254,6.565,4.431,4.111,4.796,2.772,2.772,1.407,2.5,2.916,-0.078,0.119,0.418,5.307,5.2,1.5,3.611,36.0,2.5,1.086,115.627,0.144,0.698,0.128,14,3.907,0.136,0.136,393.248,4.844,0.155,4.987,51.679,645.44,406.0,1.289,1.289,5.026,1.0,3.621,435.964,3.597,1.12,18,0.161,3.011,5.079,2.0,0.787,4.253,24.32,160.071,4.836,0,678.21,3.277,3.094,3.094
4.602,13,3.322,1.5,17.0,1.97,8.394,3.422,3.422,29.0,39.4,2.25,0.339,5.753,4.407,4.043,4.727,2.239,2.239,0.628,1.317,2.5,-1.0,0.158,0.555,5.345,5.639,0.08,3.434,30.0,2.5,0.0,76.439,0.201,0.424,-0.921,15,4.0,-1.0,-1.0,303.206,4.887,0.229,5.377,43.195,500.62,328.0,1.0,1.0,3.701,0.5,3.247,353.41,3.049,1.116,13,-1.252,2.687,5.57,1.005,0.5,3.414,19.814,143.634,4.644,0,476.75,2.843,2.136,2.136
4.0,15,3.322,1.9,16.0,2.109,9.956,3.205,3.205,30.75,43.5,2.992,0.263,6.108,4.776,4.171,4.856,2.295,2.295,1.153,2.5,2.837,-0.674,0.125,0.438,5.893,6.762,1.5,3.584,35.0,2.657,0.852,104.039,0.162,0.691,-0.067,17,4.17,-0.073,-0.073,317.967,5.399,0.18,6.112,51.364,484.91,314.0,1.241,1.241,4.734,0.825,3.593,332.448,3.168,1.115,20,-0.086,3.081,6.438,2.0,0.715,3.702,20.94,177.734,4.787,0,442.92,2.941,2.842,2.842
5.812,23,3.954,2.568,26.0,2.756,11.99,3.518,3.518,46.75,49.0,4.052,0.192,9.607,5.166,4.549,5.236,3.128,3.128,2.299,2.911,3.275,0.618,0.091,0.316,6.34,7.823,2.074,3.922,49.5,3.143,1.804,149.58,0.119,2.118,0.805,28,4.858,0.816,0.816,518.941,5.805,0.131,6.785,72.572,764.24,493.0,1.657,1.657,6.295,2.17,4.517,521.744,3.759,1.113,24,1.202,3.215,7.318,2.477,2.118,4.698,35.434,170.217,5.128,4,685.5,3.419,4.603,4.603
4.0,13,3.322,1.767,17.0,2.103,9.404,3.644,3.644,31.5,40.5,2.396,0.28,5.83,4.682,4.19,4.875,2.35,2.35,1.134,2.499,2.714,-0.123,0.13,0.475,5.641,6.028,1.454,3.584,35.0,2.594,0.84,108.039,0.165,0.683,-0.089,15,4.0,-0.097,-0.097,354.924,5.136,0.186,5.74,51.314,594.93,383.0,1.212,1.212,4.263,1.0,3.588,408.055,3.18,1.114,17,-0.111,2.988,5.988,2.064,0.817,3.976,23.241,139.845,4.828,0,554.24,2.944,2.8,2.8
5.648,21,3.807,2.556,25.0,2.726,11.07,3.754,3.754,44.25,49.0,3.664,0.191,9.075,5.002,4.437,5.124,3.034,3.034,2.5,2.797,3.31,0.697,0.09,0.297,6.068,6.935,1.802,3.871,47.0,3.208,2.0,156.0,0.118,1.353,1.0,21,4.459,1.0,1.0,507.18,5.526,0.131,6.293,66.634,751.88,486.0,1.427,1.427,5.872,2.282,4.19,518.846,3.694,1.113,25,1.292,3.313,6.617,2.306,1.978,4.996,36.678,178.797,5.097,0,758.33,3.481,3.663,3.663
4.979,17,3.459,2.556,19.5,2.743,10.898,3.552,3.552,40.0,42.3,3.367,0.191,8.053,4.848,4.357,5.043,2.834,2.834,2.144,2.765,3.31,0.848,0.09,0.297,5.882,6.853,1.69,3.807,44.0,3.149,1.988,156.0,0.118,1.284,0.965,16,4.087,1.0,1.0,547.646,5.368,0.13,6.148,63.137,827.32,530.0,1.741,1.741,6.03,1.925,4.741,563.454,3.632,1.123,22,1.12,3.246,6.496,2.219,1.487,5.011,32.408,173.171,5.037,0,830.76,3.47,5.139,5.139
6.075,24,3.954,2.659,27.5,2.707,12.945,3.669,3.669,49.5,46.3,4.908,0.163,10.164,5.076,4.551,5.239,3.036,3.036,2.5,2.956,3.362,1.0,0.078,0.244,6.084,6.998,2.093,3.98,52.5,3.172,2.0,171.525,0.103,2.176,1.0,26,4.755,1.0,1.0,567.19,5.61,0.114,6.284,75.673,862.22,560.0,1.734,1.734,6.788,2.5,4.407,597.325,3.664,1.111,25,1.5,3.384,6.677,2.505,2.485,4.693,39.318,196.211,5.186,1,841.22,3.541,4.416,4.416
5.86,15,3.322,1.808,16.0,2.109,10.013,3.303,3.303,31.75,42.9,2.978,0.255,6.404,4.817,4.186,4.871,2.413,2.413,1.618,2.5,2.725,-0.399,0.121,0.426,5.911,6.803,1.5,3.611,36.0,2.577,1.588,108.096,0.157,0.715,0.584,17,4.17,0.591,0.591,339.077,5.417,0.173,6.147,52.283,502.7,324.0,1.2,1.2,4.749,1.153,3.593,341.788,3.207,1.122,21,0.618,3.04,6.487,2.0,0.787,3.688,22.768,140.744,4.812,0,455.62,2.94,2.842,2.842
4.0,14,3.17,1.5,16.5,2.486,8.552,2.958,2.958,31.0,43.2,2.134,0.232,6.641,4.376,4.007,4.691,2.668,2.668,1.096,1.905,2.5,-0.275,0.113,0.317,5.351,5.57,0.82,3.497,32.0,2.5,0.633,92.042,0.153,0.5,-0.182,14,3.907,-0.24,-0.24,364.328,4.822,0.17,5.213,45.242,531.68,348.0,1.0,1.0,4.462,0.67,3.414,372.277,3.413,1.119,16,-0.298,2.857,5.313,1.614,0.5,3.414,22.454,107.353,4.682,0,565.82,3.277,2.275,2.275
4.0,13,3.0,1.5,14.5,1.886,8.275,3.206,3.206,26.5,44.1,2.108,0.294,5.684,4.437,3.932,4.615,2.033,2.033,0.584,1.714,2.5,-1.0,0.14,0.435,5.394,5.281,0.585,3.367,28.0,1.844,0.131,82.439,0.186,0.007,-0.777,13,3.807,-0.828,-0.828,300.971,4.873,0.205,5.343,40.358,445.12,289.0,0.589,0.589,3.62,0.5,3.073,310.24,2.897,1.12,15,-1.085,2.72,5.283,1.38,0.299,3.414,18.656,145.963,4.564,0,455.69,2.831,1.294,1.294
4.128,7,2.322,1.0,8.5,1.228,7.31,2.569,2.569,20.75,35.9,1.176,0.321,4.241,4.193,3.701,4.382,2.018,2.018,0.54,1.499,2.0,-1.119,0.151,0.49,5.041,5.014,0.457,3.219,24.0,1.718,0.129,76.711,0.198,-0.218,-0.778,7,3.0,-0.829,-0.829,248.877,4.579,0.217,5.148,34.711,379.48,243.0,0.531,0.531,3.308,0.058,2.871,260.64,2.883,1.13,14,-1.0,2.866,5.198,1.355,0.0,3.414,14.052,113.0,4.449,0,369.49,2.383,0.884,0.884
4.0,13,3.322,2.1,16.5,2.265,9.166,3.456,3.456,33.25,37.3,2.077,0.245,6.361,4.564,4.22,4.905,2.542,2.542,1.387,2.5,2.988,0.02,0.114,0.402,5.447,5.715,1.5,3.664,38.0,2.799,1.232,114.382,0.146,0.962,0.267,15,4.0,0.283,0.283,359.037,5.007,0.166,5.469,55.032,585.36,382.0,1.41,1.41,5.111,1.294,3.591,410.739,3.441,1.126,19,0.303,3.086,5.664,2.0,1.0,4.481,23.887,155.449,4.898,0,555.13,3.112,3.036,3.036
4.194,13,3.0,1.567,14.5,1.758,8.438,2.983,2.983,27.25,43.2,2.169,0.294,5.928,4.472,3.951,4.635,2.493,2.493,0.811,1.747,2.575,-0.846,0.137,0.455,5.43,5.372,0.539,3.401,29.0,1.908,0.408,92.239,0.181,0.196,-0.445,13,3.807,-0.501,-0.501,312.486,4.956,0.199,5.376,41.61,462.63,299.0,0.764,0.764,3.811,0.723,3.101,322.677,3.263,1.122,16,-0.596,2.889,5.408,1.345,0.616,3.483,19.656,162.09,4.595,0,472.37,2.678,1.356,1.356
4.747,18,3.585,2.557,21.0,2.79,10.345,3.626,3.626,43.5,41.4,2.675,0.18,8.951,4.894,4.431,5.118,2.871,2.871,2.299,3.259,3.322,1.421,0.086,0.287,5.872,6.663,2.427,3.892,48.0,3.306,2.0,175.525,0.111,1.494,1.0,17,4.17,1.0,1.0,579.38,5.38,0.12,6.04,68.556,885.43,564.0,1.938,1.938,6.344,2.002,4.975,605.453,3.636,1.119,24,1.284,3.403,6.337,2.821,1.905,5.004,38.664,182.714,5.136,0,886.53,3.578,5.724,5.724
4.821,13,3.322,1.992,17.5,2.088,8.655,3.286,3.286,31.5,45.2,2.313,0.278,6.52,4.522,4.078,4.762,2.481,2.481,1.0,1.982,2.89,-0.426,0.129,0.419,5.412,5.54,0.9,3.497,32.0,2.5,0.473,86.107,0.168,0.5,-0.229,15,4.0,-0.347,-0.347,409.454,4.968,0.188,5.466,45.893,606.18,392.0,1.0,1.0,3.974,1.0,3.414,420.112,3.232,1.113,14,-0.445,3.065,5.493,1.633,0.611,3.772,22.432,98.362,4.7,0,642.13,2.932,2.275,2.275
4.35,10,3.087,2.333,13.5,2.531,10.36,3.408,3.408,35.25,38.6,2.136,0.186,5.648,4.939,4.404,5.091,2.756,2.756,2.489,2.711,3.248,0.751,0.087,0.329,5.931,6.962,1.736,3.861,46.5,3.09,2.113,162.219,0.113,1.834,1.109,13,3.807,1.13,1.13,465.163,5.483,0.117,6.244,69.452,691.82,442.0,1.73,1.73,6.478,2.211,4.653,468.985,3.558,1.135,27,1.395,3.407,6.607,2.598,2.0,4.964,25.474,98.167,5.158,0,595.09,3.367,4.883,4.883
5.441,18,3.585,2.545,21.0,2.692,10.23,3.658,3.658,42.25,42.3,2.68,0.19,8.781,4.864,4.407,5.094,2.818,2.818,2.16,3.184,3.308,1.176,0.09,0.303,5.84,6.619,2.373,3.85,46.0,3.292,1.863,164.465,0.117,1.287,0.821,17,4.17,1.034,1.034,558.956,5.372,0.127,6.014,66.233,856.65,546.0,1.895,1.895,5.921,1.916,4.674,587.653,3.583,1.117,22,1.113,3.37,6.27,2.78,1.56,4.983,37.14,163.015,5.1,0,862.35,3.519,5.123,5.123
5.963,23,3.954,2.652,27.0,2.798,12.173,3.682,3.682,48.75,48.0,4.121,0.187,10.029,5.203,4.58,5.268,3.129,3.129,2.298,3.132,3.31,0.618,0.089,0.307,6.381,7.85,2.346,3.942,50.5,3.18,1.803,160.0,0.116,2.118,0.804,28,4.858,0.813,0.813,560.05,5.854,0.128,6.837,74.198,822.26,529.0,1.729,1.729,6.277,2.169,4.588,562.157,3.763,1.115,24,1.201,3.193,7.351,2.61,2.118,4.71,38.07,174.333,5.158,4,741.87,3.471,4.792,4.792
5.588,7,2.322,0.618,8.5,1.117,7.042,2.508,2.508,18.75,38.2,1.213,0.344,3.489,4.099,3.624,4.304,1.8,1.8,0.047,1.092,1.719,-1.618,0.164,0.51,4.943,4.747,-0.172,3.135,22.0,1.618,-0.326,65.487,0.217,-0.5,-1.073,7,3.0,-1.214,-1.214,217.919,4.515,0.24,5.018,31.71,332.62,215.0,0.526,0.526,3.129,-0.219,2.867,230.37,2.784,1.122,13,-1.498,2.711,4.995,0.76,-0.499,3.0,11.523,103.784,4.35,0,326.59,2.156,0.881,0.881
5.419,24,3.907,2.756,26.5,2.927,12.097,3.789,3.789,49.75,47.3,3.924,0.172,10.165,5.146,4.6,5.288,3.09,3.09,2.678,3.284,3.463,1.227,0.081,0.284,6.183,7.027,2.438,4.007,54.0,3.296,2.129,190.75,0.104,2.159,1.102,23,4.585,1.158,1.158,634.172,5.681,0.113,6.391,79.034,993.11,630.0,1.975,1.975,6.547,2.53,5.042,675.851,3.768,1.1,26,1.631,3.337,6.766,2.702,2.53,5.209,44.371,234.687,5.26,0,972.65,3.62,5.668,5.668
4.304,13,3.322,1.991,16.5,2.269,9.147,3.456,3.456,33.0,37.5,2.108,0.254,6.51,4.575,4.205,4.89,2.454,2.454,1.305,2.5,2.863,-0.29,0.118,0.416,5.451,5.787,1.5,3.638,37.0,2.506,1.068,108.211,0.151,0.692,0.104,15,4.0,0.109,0.109,359.882,5.001,0.171,5.496,53.824,588.54,382.0,1.209,1.209,4.848,1.231,3.584,411.166,3.369,1.125,18,0.121,2.981,5.68,2.0,1.0,4.046,24.042,154.592,4.875,0,555.41,3.08,2.985,2.985
4.177,13,3.322,2.098,16.5,2.18,9.309,3.46,3.46,31.0,39.5,2.33,0.273,5.761,4.605,4.19,4.875,2.356,2.356,1.132,2.5,2.943,-0.506,0.127,0.448,5.563,5.95,1.5,3.584,35.0,2.561,0.741,104.039,0.163,0.659,-0.166,15,4.0,-0.184,-0.184,339.925,5.092,0.185,5.664,51.373,561.03,365.0,1.269,1.269,4.39,1.0,3.59,390.903,3.187,1.118,17,-0.227,2.98,5.863,2.0,0.685,4.119,21.83,145.376,4.828,0,521.62,3.02,2.822,2.822
4.138,13,3.322,1.747,17.0,2.271,9.123,3.473,3.473,33.0,37.8,2.145,0.263,6.455,4.585,4.19,4.875,2.404,2.404,1.299,2.5,2.727,-0.6,0.123,0.432,5.471,5.822,1.5,3.611,36.0,2.5,0.87,102.096,0.157,0.62,-0.049,15,4.0,-0.054,-0.054,362.587,5.017,0.178,5.544,52.747,591.26,384.0,1.013,1.013,4.588,1.0,3.486,411.801,3.224,1.124,17,-0.066,2.866,5.772,2.0,0.86,4.012,23.739,152.057,4.852,0,552.25,3.076,2.564,2.564
5.427,17,3.459,2.552,19.5,2.574,10.648,3.469,3.469,37.75,43.5,3.335,0.209,7.329,4.779,4.29,4.977,2.694,2.694,1.957,2.763,3.308,0.541,0.099,0.326,5.827,6.806,1.688,3.738,41.0,2.815,1.692,136.881,0.129,1.053,0.649,16,4.087,0.823,0.823,478.335,5.317,0.143,6.076,58.73,745.04,478.0,1.387,1.387,5.579,1.395,4.15,509.009,3.512,1.109,20,0.892,3.272,6.438,2.206,1.245,4.649,26.804,208.769,4.963,0,735.21,3.342,3.564,3.564
5.866,21,3.807,2.339,24.5,2.694,10.99,3.613,3.613,41.5,52.3,3.763,0.199,8.362,4.933,4.376,5.063,2.865,2.865,2.5,2.847,3.382,0.449,0.095,0.297,5.983,6.862,1.649,3.807,44.0,2.867,1.726,132.881,0.127,1.056,0.727,21,4.459,0.825,0.825,453.596,5.426,0.141,6.167,62.239,678.4,441.0,1.472,1.472,5.304,1.997,4.174,471.442,3.54,1.105,23,1.003,3.165,6.532,2.11,1.368,4.361,30.812,169.166,5.027,0,689.8,3.412,3.752,3.752
5.774,20,3.7,2.652,22.0,2.718,11.863,3.713,3.713,46.75,43.3,3.494,0.176,9.525,5.118,4.575,5.263,3.002,3.002,2.804,3.194,3.453,1.416,0.083,0.311,6.206,7.317,2.33,3.989,53.0,3.294,2.305,197.421,0.107,2.091,1.219,18,4.248,1.38,1.38,658.552,5.668,0.114,6.541,77.579,1030.41,650.0,1.975,1.975,6.78,2.406,5.043,694.631,3.707,1.114,26,1.832,3.382,6.901,2.838,2.149,5.181,43.598,181.123,5.263,0,1010.12,3.541,5.676,5.676
4.0,10,2.807,1.795,10.5,2.018,8.372,3.023,3.023,25.0,38.6,1.542,0.28,4.47,4.514,4.016,4.7,2.422,2.422,1.122,2.019,2.786,-0.495,0.133,0.472,5.441,6.067,1.0,3.466,31.0,2.285,0.674,100.042,0.169,0.374,-0.211,9,3.322,-0.236,-0.236,328.638,5.016,0.184,5.552,46.146,534.86,337.0,1.149,1.149,4.15,0.653,3.855,360.097,3.314,1.12,17,-0.282,2.995,5.752,1.984,0.488,4.227,16.649,153.017,4.741,0,480.51,2.94,2.948,2.948
4.356,21,3.7,2.109,22.0,2.193,11.146,3.444,3.444,39.5,48.0,3.67,0.221,8.195,4.979,4.373,5.059,2.748,2.748,2.354,2.672,2.94,0.158,0.104,0.367,6.076,6.885,1.737,3.784,43.0,2.891,1.998,126.606,0.136,1.153,0.991,23,4.585,1.0,1.0,385.95,5.571,0.151,6.213,62.588,572.49,372.0,1.417,1.417,5.76,2.067,3.64,393.039,3.401,1.111,24,1.305,3.084,6.535,2.229,1.743,3.74,28.637,171.555,4.973,0,522.79,3.013,3.096,3.096
6.326,23,3.954,2.572,26.0,2.76,12.004,3.518,3.518,47.25,48.1,4.024,0.187,9.631,5.172,4.559,5.247,3.131,3.131,2.299,2.935,3.277,0.618,0.089,0.307,6.335,7.817,2.102,3.942,50.5,3.144,1.995,156.0,0.116,2.118,0.99,28,4.858,1.0,1.0,522.941,5.808,0.128,6.783,73.769,769.12,497.0,1.658,1.658,6.524,2.212,4.518,525.423,3.776,1.114,25,1.207,3.256,7.313,2.532,2.159,4.7,35.869,172.752,5.146,4,691.18,3.427,4.607,4.607
4.0,14,3.17,2.005,15.0,2.081,8.109,3.339,3.339,31.5,40.5,1.701,0.264,6.525,4.376,4.06,4.745,2.719,2.719,1.183,2.5,2.863,-0.17,0.123,0.434,5.22,5.162,1.5,3.584,35.0,2.5,0.863,109.457,0.15,0.5,-0.071,14,3.907,-0.076,-0.076,383.248,4.79,0.16,4.825,49.738,629.26,396.0,1.249,1.249,4.991,1.0,3.563,424.245,3.509,1.119,17,-0.087,2.985,4.944,2.0,0.787,3.623,23.605,157.536,4.796,0,665.66,2.916,2.938,2.938
4.914,23,3.954,2.687,27.0,2.856,12.159,3.648,3.648,48.75,48.0,4.107,0.187,10.029,5.203,4.58,5.268,3.135,3.135,2.298,3.137,3.33,0.618,0.089,0.307,6.384,7.849,2.382,3.942,50.5,3.21,1.803,156.0,0.116,2.118,0.804,28,4.858,0.814,0.814,560.05,5.847,0.128,6.836,74.252,821.98,529.0,1.748,1.748,6.256,2.169,4.614,562.021,3.772,1.115,24,1.202,3.203,7.356,2.611,2.118,4.712,37.933,174.333,5.158,4,741.85,3.518,4.829,4.829
4.0,7,2.322,-0.325,8.5,0.498,6.487,2.645,2.645,16.5,38.5,1.306,0.433,3.265,3.834,3.45,4.127,0.898,0.898,-0.5,0.462,0.961,0.0,0.205,0.623,4.727,4.457,-1.233,2.944,18.0,0.744,-0.842,53.303,0.273,0.0,-1.418,7,3.0,-1.651,-1.651,198.835,4.254,0.303,4.681,25.594,300.11,195.0,-0.606,-0.606,2.498,-0.519,2.0,212.059,1.98,1.117,10,-1.904,2.329,4.55,0.005,-0.804,2.304,9.634,92.146,4.119,0,317.53,1.626,-1.57,-1.57
6.116,7,2.322,0.611,8.5,0.618,6.768,2.414,2.414,18.25,36.1,1.247,0.364,3.489,4.047,3.57,4.248,1.731,1.731,0.006,1.091,1.618,-1.618,0.174,0.54,4.914,4.608,-0.251,3.091,21.0,1.247,-0.327,65.487,0.23,-0.533,-1.103,7,3.0,-1.222,-1.222,209.919,4.447,0.254,4.964,29.408,319.86,207.0,0.121,0.121,2.837,-0.354,2.618,222.495,2.742,1.127,13,-1.565,2.72,4.911,0.682,-0.5,2.731,11.846,116.366,4.284,0,316.97,1.72,0.185,0.185
5.785,13,3.0,1.859,14.5,2.002,8.43,3.206,3.206,26.75,42.5,2.152,0.281,5.577,4.505,3.989,4.673,2.042,2.042,0.796,1.717,2.795,-0.872,0.134,0.415,5.445,5.351,0.599,3.401,29.0,1.922,0.485,90.239,0.178,0.071,-0.515,13,3.807,-0.515,-0.515,278.637,4.951,0.196,5.455,42.195,426.19,276.0,0.646,0.646,3.681,0.584,3.142,297.81,2.913,1.114,17,-0.621,2.947,5.343,1.398,0.313,4.075,18.582,151.388,4.615,0,409.92,2.875,1.455,1.455
5.9,27,4.17,2.71,30.5,2.941,13.758,3.885,3.885,53.25,51.9,5.226,0.173,10.767,5.38,4.714,5.403,3.155,3.155,2.666,3.14,3.341,0.737,0.082,0.283,6.613,8.039,2.427,4.043,56.0,3.231,2.227,170.974,0.107,2.169,1.225,33,5.087,1.233,1.233,584.504,6.052,0.118,7.05,83.129,867.89,558.0,1.753,1.753,6.771,2.345,4.676,589.249,3.799,1.106,27,1.734,3.334,7.554,2.618,2.298,4.723,41.517,191.781,5.263,4,760.9,3.533,4.85,4.85
6.023,23,3.954,2.675,26.5,2.828,12.071,3.629,3.629,47.5,50.0,4.095,0.192,9.617,5.186,4.57,5.257,3.131,3.131,2.298,3.135,3.32,0.618,0.091,0.316,6.373,7.841,2.368,3.922,49.5,3.196,1.803,149.58,0.119,2.118,0.804,28,4.858,0.814,0.814,546.367,5.834,0.131,6.818,73.067,817.74,527.0,1.733,1.733,6.117,2.169,4.593,557.993,3.759,1.11,23,1.201,3.293,7.342,2.61,2.118,4.71,36.036,161.707,5.14,4,752.85,3.489,4.808,4.808
5.466,17,3.459,2.244,19.5,2.663,10.658,3.543,3.543,37.25,44.2,3.383,0.207,7.439,4.758,4.277,4.963,2.748,2.748,1.56,2.762,3.089,0.55,0.1,0.311,5.798,6.764,1.719,3.714,40.0,2.915,1.272,134.606,0.131,0.932,0.347,16,4.087,0.407,0.407,470.85,5.283,0.145,6.023,57.422,729.39,469.0,1.588,1.588,5.235,1.391,4.338,502.34,3.539,1.11,19,0.45,3.133,6.375,2.199,1.201,4.62,27.197,150.848,4.942,0,727.05,3.431,4.129,4.129
4.0,11,3.0,1.5,12.5,1.694,8.334,2.876,2.876,24.5,41.4,2.198,0.307,5.137,4.28,3.861,4.543,2.385,2.385,0.5,1.364,2.5,-0.772,0.147,0.455,5.217,6.106,0.02,3.332,27.0,1.858,0.021,76.711,0.194,-0.019,-0.897,10,3.459,-1.0,-1.0,324.162,4.757,0.216,5.372,38.437,492.13,318.0,0.65,0.65,3.569,0.463,3.077,340.449,3.245,1.118,12,-1.138,2.695,5.729,0.943,0.153,3.414,16.77,100.481,4.549,0,490.92,2.769,1.454,1.454
5.553,17,3.459,2.33,19.0,2.67,10.692,3.54,3.54,36.5,44.4,3.397,0.206,7.208,4.758,4.277,4.963,2.795,2.795,1.739,2.762,3.175,0.432,0.1,0.309,5.794,6.73,1.685,3.714,40.0,2.845,1.571,130.606,0.131,1.042,0.576,16,4.087,0.586,0.586,449.434,5.264,0.145,6.023,57.476,697.19,449.0,1.464,1.464,5.205,1.357,4.184,478.551,3.557,1.112,20,0.649,3.217,6.38,2.198,1.214,4.652,27.022,149.712,4.942,0,685.93,3.456,3.769,3.769
6.26,23,3.954,2.662,26.0,2.907,12.521,3.56,3.56,49.0,48.2,4.039,0.173,9.718,5.243,4.62,5.308,3.214,3.214,2.5,3.14,3.309,0.784,0.082,0.283,6.391,7.866,2.347,3.998,53.5,3.178,2.0,168.974,0.107,2.118,1.0,28,4.858,1.0,1.0,556.068,5.868,0.118,6.842,79.508,824.25,529.0,1.795,1.795,6.775,2.299,4.552,559.003,3.906,1.114,27,1.5,3.337,7.368,2.614,2.176,4.708,37.794,174.857,5.23,4,728.02,3.55,4.71,4.71
4.631,13,3.0,1.616,13.5,1.888,8.476,3.099,3.099,26.5,46.9,2.116,0.315,5.44,4.505,4.025,4.71,2.597,2.597,0.634,1.846,2.583,-0.585,0.147,0.53,5.453,5.437,0.685,3.434,30.0,2.5,0.189,89.353,0.185,0.0,-0.7,13,3.807,-0.782,-0.782,389.128,4.961,0.198,5.435,44.365,589.54,367.0,1.0,1.0,3.79,0.5,3.414,392.87,3.374,1.141,15,-1.0,3.046,5.466,1.473,0.31,4.031,20.045,143.837,4.682,0,643.05,2.837,2.275,2.275
6.38,21,3.755,2.556,23.5,2.683,12.72,3.64,3.64,44.5,46.2,4.669,0.18,8.874,5.072,4.511,5.198,2.851,2.851,2.287,3.118,3.31,0.864,0.085,0.281,6.241,7.405,2.427,3.902,48.5,3.233,2.056,166.465,0.111,1.427,1.004,21,4.459,1.182,1.182,547.888,5.663,0.123,6.571,70.614,845.78,542.0,1.78,1.78,6.279,2.183,4.649,576.178,3.575,1.109,24,1.266,3.38,6.984,2.618,1.957,4.843,35.315,177.926,5.137,0,814.07,3.487,5.119,5.119
4.131,11,2.907,0.623,12.0,1.077,8.266,2.672,2.672,21.0,48.0,2.446,0.386,4.485,4.294,3.75,4.431,2.088,2.088,0.094,0.882,1.788,-2.0,0.183,0.577,5.511,6.389,-0.927,3.157,22.5,1.027,-0.21,58.603,0.245,-0.5,-1.168,12,3.7,-1.176,-1.176,224.121,4.89,0.275,5.706,32.585,324.35,212.0,-0.388,-0.388,2.965,-0.194,2.3,226.113,2.898,1.108,12,-1.693,2.387,6.043,0.382,-0.5,2.961,12.757,82.225,4.327,0,322.93,2.21,-0.928,-0.928
