pXC50,nDB,N.,nBM,nN,AMW,Mp,nAB,H.,C.,Me,Mi,Mv,MW,nAT,nB
5.301,1,5.3,24,4,7.062,0.665,23,47.4,43.4,0.994,1.122,0.627,536.73,76,0
4.851,4,6.1,20,4,8.746,0.713,16,43.9,39.4,1.006,1.117,0.659,577.25,66,0
6.097,4,0.0,4,0,6.268,0.605,0,55.6,35.2,0.998,1.135,0.564,338.49,54,0
5.0,3,5.0,21,4,7.96,0.649,18,45.0,38.8,1.022,1.145,0.627,636.78,80,0
4.699,1,3.6,19,2,7.5,0.686,17,43.6,47.3,0.998,1.113,0.654,412.52,55,0
5.0,2,6.8,20,5,6.753,0.65,18,50.0,40.5,0.991,1.129,0.608,499.72,74,0
4.161,1,5.7,18,3,7.81,0.672,17,45.3,41.5,1.006,1.125,0.638,413.94,53,0
5.036,3,8.6,15,5,7.199,0.661,11,46.6,41.4,0.998,1.129,0.626,417.56,58,0
4.658,2,2.6,25,2,7.291,0.663,23,46.2,43.6,1.002,1.119,0.632,568.72,78,0
5.517,0,4.8,6,1,6.343,0.658,6,52.4,42.9,0.977,1.123,0.603,133.21,21,0
4.42,1,11.9,22,8,8.039,0.652,21,41.8,38.8,1.023,1.147,0.64,538.62,67,0
4.0,1,5.4,18,3,7.642,0.667,17,46.4,41.1,1.004,1.126,0.631,427.97,56,0
4.398,1,14.6,28,7,8.572,0.703,27,35.4,45.8,1.016,1.125,0.692,411.46,48,0
4.538,0,2.3,12,1,7.764,0.671,12,46.5,41.9,1.006,1.121,0.634,333.84,43,0
7.337,0,7.9,17,3,7.352,0.679,17,44.7,44.7,0.995,1.121,0.644,279.37,38,0
4.301,0,11.4,16,5,7.77,0.681,16,45.5,40.9,0.998,1.131,0.64,341.88,44,0
4.757,7,4.5,31,7,7.357,0.632,24,47.1,37.4,1.016,1.134,0.611,1140.38,155,0
4.638,2,6.3,31,5,7.522,0.678,29,43.8,45.0,1.001,1.119,0.648,601.76,80,0
5.0,2,5.0,14,4,7.021,0.648,12,52.5,37.5,0.992,1.133,0.596,561.66,80,0
6.0,1,2.7,18,1,8.859,0.718,17,37.8,48.6,1.016,1.107,0.694,327.78,37,0
6.565,1,6.1,7,2,6.252,0.623,6,54.5,36.4,0.988,1.137,0.575,206.32,33,0
4.638,1,13.4,22,9,7.845,0.645,21,43.3,37.3,1.02,1.151,0.63,525.63,67,0
4.377,1,10.9,19,7,7.494,0.644,17,45.3,37.5,1.012,1.139,0.622,479.6,64,0
6.796,1,9.4,21,5,8.066,0.654,20,41.5,39.6,1.024,1.14,0.643,427.48,53,0
4.398,1,12.9,22,9,7.709,0.642,21,44.3,37.1,1.017,1.151,0.624,539.66,70,0
4.481,1,12.9,19,8,7.493,0.646,17,45.2,37.1,1.01,1.141,0.622,464.59,62,0
5.553,2,2.7,25,2,7.745,0.68,23,44.6,44.6,1.004,1.117,0.647,573.13,74,0
4.0,1,6.9,17,4,7.285,0.655,16,46.6,41.4,1.003,1.133,0.624,422.55,58,0
4.0,1,7.9,13,3,9.3,0.691,12,36.8,42.1,1.038,1.146,0.679,353.4,38,0
4.337,2,6.3,14,3,9.175,0.687,12,45.8,37.5,1.009,1.126,0.639,440.4,48,0
4.3,0,6.7,16,3,8.475,0.645,16,40.0,40.0,1.04,1.153,0.647,381.39,45,0
4.301,0,10.7,16,3,8.619,0.74,16,39.3,46.4,0.997,1.11,0.691,241.34,28,0
7.337,0,8.1,11,3,6.631,0.637,11,51.4,37.8,0.992,1.136,0.594,245.36,37,0
5.529,0,8.8,11,3,6.804,0.641,11,50.0,38.2,0.995,1.136,0.602,231.33,34,0
5.0,2,7.7,19,4,7.703,0.666,17,46.2,38.5,1.006,1.129,0.629,400.55,52,0
4.222,2,8.3,19,4,7.719,0.676,17,45.8,39.6,1.002,1.126,0.634,370.52,48,0
4.699,3,5.6,26,3,7.955,0.707,23,42.6,46.3,0.998,1.111,0.666,429.58,54,0
4.699,2,7.5,19,3,8.186,0.698,17,42.5,42.5,1.006,1.119,0.659,327.44,40,0
4.022,2,8.7,25,4,8.489,0.715,23,39.1,45.7,1.007,1.114,0.682,390.5,46,0
5.0,3,5.9,20,3,7.795,0.679,17,45.1,41.2,1.004,1.121,0.64,397.54,51,0
4.699,3,6.8,20,3,8.034,0.697,17,43.2,43.2,1.002,1.117,0.657,353.48,44,0
4.398,3,7.7,19,4,7.817,0.667,16,42.3,42.3,1.013,1.126,0.648,406.48,52,0
7.167,0,9.7,11,3,7.01,0.646,11,48.4,38.7,0.998,1.135,0.611,217.3,31,0
5.155,2,3.6,20,3,7.31,0.673,18,49.4,42.2,0.991,1.122,0.623,606.69,83,0
4.629,0,5.6,11,2,6.426,0.637,11,52.8,38.9,0.987,1.132,0.59,231.35,36,0
6.569,1,6.5,7,2,6.719,0.621,6,51.6,35.5,1.001,1.139,0.586,208.29,31,0
5.0,2,4.7,31,4,7.521,0.671,29,44.2,44.2,1.005,1.12,0.643,646.8,86,0
4.796,0,5.7,11,2,6.581,0.644,11,51.4,40.0,0.989,1.129,0.599,230.34,35,0
6.114,0,5.7,11,2,6.581,0.644,11,51.4,40.0,0.989,1.129,0.599,230.34,35,0
7.337,0,3.2,11,1,7.009,0.653,11,48.4,41.9,0.998,1.123,0.617,217.29,31,0
7.337,0,5.7,11,2,6.581,0.644,11,51.4,40.0,0.989,1.129,0.599,230.34,35,0
5.216,0,3.0,11,1,6.525,0.653,11,51.5,42.4,0.985,1.122,0.605,215.32,33,0
5.699,0,8.7,11,2,8.273,0.726,11,43.5,43.5,0.992,1.112,0.667,190.29,23,0
4.889,0,11.1,7,2,7.343,0.683,6,44.4,44.4,0.992,1.125,0.646,132.18,18,0
4.102,0,6.9,11,2,6.975,0.656,11,48.3,41.4,0.994,1.127,0.618,202.28,29,0
4.215,0,14.3,11,3,7.581,0.681,11,42.9,42.9,0.998,1.131,0.65,159.21,21,0
4.255,0,5.6,11,1,8.958,0.774,11,38.9,50.0,0.991,1.092,0.71,161.24,18,0
4.333,0,12.5,11,3,7.218,0.669,11,45.8,41.7,0.993,1.131,0.632,173.24,24,0
4.276,0,6.9,11,2,7.529,0.698,11,48.3,41.4,0.986,1.118,0.634,218.35,29,0
4.203,1,4.3,12,1,8.838,0.746,11,39.1,47.8,1.002,1.1,0.697,203.28,23,0
6.398,1,1.9,13,1,7.801,0.652,12,43.4,41.5,1.021,1.123,0.638,413.46,53,0
5.014,2,8.3,24,5,8.427,0.693,22,40.0,43.3,1.015,1.126,0.668,505.62,60,0
4.524,0,7.7,11,2,7.858,0.71,11,46.2,42.3,0.988,1.115,0.649,204.32,26,0
5.086,3,4.3,15,2,9.583,0.682,12,34.8,43.5,1.051,1.142,0.687,440.83,46,0
4.886,1,0.0,13,0,6.787,0.658,12,50.0,44.4,0.991,1.122,0.615,366.51,54,0
4.131,1,0.0,19,0,8.52,0.7,18,37.2,51.2,1.022,1.117,0.69,366.38,43,0
5.602,1,0.0,17,0,8.138,0.707,16,38.7,51.6,1.009,1.101,0.687,252.28,31,0
5.347,1,0.0,17,0,8.138,0.707,16,38.7,51.6,1.009,1.101,0.687,252.28,31,0
5.721,1,12.2,19,5,9.947,0.701,18,31.7,43.9,1.049,1.15,0.706,407.81,41,0
5.0,3,10.9,10,5,7.379,0.653,6,45.7,39.1,1.005,1.135,0.625,339.44,46,0
5.62,1,7.2,31,5,7.996,0.698,30,42.0,44.9,1.002,1.116,0.663,551.72,69,0
4.523,1,11.5,11,3,8.512,0.699,10,42.3,38.5,1.009,1.126,0.657,221.31,26,0
4.398,0,8.7,20,4,8.053,0.661,20,41.3,41.3,1.021,1.137,0.648,370.42,46,0
4.21,3,4.5,15,3,7.327,0.647,12,47.0,40.9,1.009,1.137,0.619,483.61,66,0
4.523,1,11.1,12,3,10.045,0.659,11,29.6,40.7,1.075,1.17,0.694,271.22,27,0
5.301,1,14.6,11,7,7.28,0.614,10,47.9,31.3,1.016,1.155,0.594,349.45,48,0
4.383,0,17.4,11,4,7.575,0.666,11,43.5,39.1,1.003,1.141,0.638,174.23,23,0
5.409,1,3.7,12,1,8.641,0.717,11,40.7,44.4,1.009,1.108,0.677,233.31,27,0
4.699,1,8.7,13,4,7.574,0.634,12,45.7,37.0,1.019,1.146,0.616,348.42,46,0
4.77,1,8.2,13,4,8.753,0.657,12,40.8,38.8,1.036,1.154,0.648,428.88,49,0
4.699,2,13.0,24,7,8.546,0.679,22,37.0,42.6,1.026,1.136,0.673,461.5,54,0
4.699,2,13.0,24,7,8.546,0.679,22,37.0,42.6,1.026,1.136,0.673,461.5,54,0
5.432,1,0.0,17,0,12.473,0.776,16,35.3,50.0,1.018,1.095,0.732,424.09,34,0
5.143,1,0.0,17,0,16.26,0.879,16,32.3,51.6,1.014,1.083,0.772,504.06,31,0
4.602,1,8.7,13,4,9.767,0.681,12,37.0,39.1,1.048,1.153,0.675,449.29,46,0
4.921,1,9.5,19,4,10.115,0.7,18,31.0,45.2,1.055,1.153,0.711,424.81,42,0
4.041,1,8.7,13,4,9.052,0.641,12,37.0,39.1,1.056,1.171,0.656,416.39,46,0
5.796,1,0.0,17,0,11.841,0.761,16,37.8,48.6,1.014,1.098,0.714,438.12,37,0
4.886,1,0.0,11,0,6.732,0.66,10,50.0,44.4,0.989,1.115,0.616,242.34,36,0
5.0,1,13.6,22,8,8.425,0.693,21,42.4,39.0,1.008,1.132,0.655,497.08,59,0
4.699,1,12.8,18,5,8.702,0.684,17,35.9,43.6,1.028,1.137,0.681,339.36,39,0
5.0,1,0.0,7,0,7.442,0.654,6,50.0,39.5,1.004,1.124,0.612,282.79,38,0
4.699,1,11.6,18,5,8.59,0.672,17,37.2,41.9,1.03,1.138,0.67,369.39,43,0
4.0,2,10.6,13,7,7.024,0.609,11,50.0,31.8,1.013,1.15,0.584,463.61,66,0
4.398,2,3.3,14,2,8.064,0.696,12,47.5,42.6,0.996,1.119,0.642,491.92,61,0
4.051,3,7.5,20,6,7.11,0.643,17,50.0,36.3,1.0,1.135,0.602,568.82,80,0
4.699,1,6.3,18,4,7.089,0.655,17,47.6,41.3,0.998,1.127,0.62,446.6,63,0
4.699,3,4.9,26,3,7.927,0.683,23,41.0,45.9,1.011,1.117,0.663,483.56,61,0
5.699,3,8.3,19,5,8.0,0.677,16,43.3,41.7,1.009,1.127,0.648,480.01,60,0
5.301,3,7.8,20,4,8.403,0.683,16,41.2,41.2,1.018,1.13,0.658,428.53,51,0
5.081,2,2.6,25,2,7.291,0.663,23,46.2,43.6,1.002,1.119,0.632,568.72,78,0
5.745,1,7.7,21,5,7.44,0.641,20,46.2,38.5,1.013,1.139,0.618,483.6,65,0
5.678,1,8.9,21,5,7.884,0.65,20,42.9,39.3,1.021,1.14,0.636,441.51,56,0
4.0,6,9.1,12,5,8.246,0.645,6,43.6,34.5,1.029,1.145,0.628,453.55,55,0
4.0,6,8.5,12,5,7.789,0.638,6,44.1,37.3,1.023,1.143,0.625,459.53,59,0
5.0,4,4.7,16,2,9.275,0.709,12,34.9,46.5,1.031,1.114,0.701,398.82,43,0
4.523,3,4.8,37,4,8.13,0.691,34,39.8,48.2,1.013,1.124,0.672,674.77,83,0
5.398,9,0.7,9,1,6.349,0.608,0,54.9,35.4,0.999,1.135,0.568,914.31,144,0
6.432,1,0.0,17,0,11.841,0.761,16,37.8,48.6,1.014,1.098,0.714,438.12,37,0
4.222,2,7.8,19,4,7.54,0.67,17,47.1,39.2,0.999,1.127,0.627,384.55,51,0
4.585,1,9.6,19,5,7.799,0.692,18,44.2,42.3,0.997,1.122,0.649,405.57,52,0
5.217,0,2.9,11,1,6.804,0.647,11,50.0,41.2,0.995,1.125,0.608,231.32,34,0
4.388,0,4.8,11,1,9.203,0.745,11,38.1,47.6,1.011,1.115,0.7,193.26,21,0
4.337,1,0.0,19,0,8.771,0.704,18,35.7,52.4,1.027,1.123,0.698,368.37,42,0
4.745,2,3.5,25,2,9.744,0.709,23,36.8,47.4,1.026,1.121,0.693,555.4,57,0
5.0,2,5.0,14,4,6.59,0.638,12,53.8,37.5,0.988,1.133,0.586,527.22,80,0
5.438,2,0.0,14,0,7.734,0.669,12,43.1,45.1,1.013,1.114,0.649,394.45,51,0
5.276,2,2.7,25,2,7.745,0.68,23,44.6,44.6,1.004,1.117,0.647,573.13,74,0
4.398,3,7.7,14,4,7.394,0.643,11,46.2,38.5,1.011,1.134,0.619,384.48,52,0
4.0,2,8.1,19,3,8.471,0.707,17,40.5,43.2,1.009,1.117,0.671,313.41,37,0
5.434,0,3.2,11,1,7.009,0.653,11,48.4,41.9,0.998,1.123,0.617,217.29,31,0
5.509,0,5.7,11,2,6.581,0.644,11,51.4,40.0,0.989,1.129,0.599,230.34,35,0
4.921,0,7.7,23,5,6.979,0.667,23,47.7,43.1,0.99,1.125,0.626,453.64,65,0
6.301,1,2.4,13,1,7.081,0.667,12,47.6,45.2,0.995,1.124,0.628,297.4,42,0
5.0,3,8.3,19,4,7.843,0.677,16,41.7,43.8,1.01,1.124,0.655,376.45,48,0
5.046,1,6.1,18,4,7.252,0.651,17,47.0,40.9,1.004,1.133,0.621,478.62,66,0
5.301,1,14.9,11,7,7.477,0.617,10,46.8,31.9,1.02,1.161,0.6,351.44,47,0
5.523,1,2.4,13,1,6.425,0.674,12,51.2,46.3,0.974,1.113,0.617,263.41,41,0
4.824,2,5.3,20,4,7.72,0.646,18,44.7,40.8,1.019,1.145,0.628,586.69,76,0
4.102,3,4.8,15,2,7.676,0.678,12,42.9,45.2,1.006,1.118,0.652,322.39,42,0
4.602,0,2.9,17,1,7.581,0.693,17,42.9,48.6,0.998,1.109,0.661,265.33,35,0
5.284,0,7.8,22,4,6.99,0.679,22,47.1,45.1,0.985,1.12,0.634,356.51,51,0
4.538,2,1.5,14,1,8.292,0.648,12,41.8,43.3,1.035,1.155,0.643,555.58,67,0
5.0,0,15.0,7,6,6.91,0.62,6,50.0,32.5,1.003,1.153,0.588,276.39,40,0
4.398,3,8.7,19,8,7.01,0.639,16,48.9,38.0,1.001,1.14,0.606,644.88,92,0
5.0,3,7.3,3,4,6.885,0.658,0,54.5,34.5,0.983,1.131,0.587,378.67,55,0
4.339,0,6.1,17,2,7.585,0.698,17,42.4,48.5,0.995,1.112,0.664,250.32,33,0
5.032,0,10.2,21,5,7.051,0.671,21,46.9,42.9,0.989,1.127,0.63,345.49,49,0
4.194,0,6.5,17,3,7.78,0.683,17,45.7,43.5,1.0,1.129,0.642,357.89,46,0
4.567,2,5.9,18,4,7.274,0.65,16,47.1,41.2,1.005,1.137,0.62,494.64,68,0
5.398,0,3.3,17,1,8.978,0.746,17,36.7,50.0,1.008,1.097,0.709,269.34,30,0
5.036,1,5.7,18,2,7.838,0.715,17,40.0,51.4,0.995,1.106,0.683,274.34,35,0
5.301,0,12.5,6,2,6.76,0.643,6,50.0,37.5,0.991,1.14,0.601,108.16,16,0
4.301,1,12.2,12,6,7.03,0.628,11,49.0,34.7,1.004,1.146,0.598,344.47,49,0
4.469,3,10.4,18,7,7.643,0.66,15,46.3,38.8,1.005,1.14,0.626,512.09,67,0
5.699,6,1.5,12,1,6.903,0.635,6,50.0,39.4,1.003,1.127,0.602,455.6,66,0
5.284,3,6.6,3,4,6.668,0.651,0,55.7,34.4,0.981,1.132,0.58,406.73,61,0
5.0,1,4.5,19,3,7.338,0.66,18,46.3,43.3,1.004,1.132,0.629,491.63,67,0
5.155,2,8.6,19,5,9.696,0.676,17,36.2,39.7,1.05,1.154,0.676,562.39,58,0
4.382,1,3.3,13,1,7.443,0.701,12,43.3,50.0,0.991,1.107,0.663,223.29,30,0
5.469,1,5.3,12,3,7.333,0.652,11,49.1,38.6,1.002,1.131,0.612,417.98,57,0
5.398,0,0.0,17,0,8.656,0.746,17,38.7,51.6,1.001,1.091,0.703,268.35,31,0
4.699,4,8.3,22,4,9.768,0.718,18,31.3,47.9,1.04,1.128,0.719,468.87,48,0
5.398,2,4.9,8,3,7.862,0.626,6,47.5,34.4,1.027,1.158,0.604,479.6,61,0
5.097,2,8.6,19,5,9.439,0.644,17,34.5,39.7,1.066,1.174,0.668,547.48,58,0
4.31,2,9.1,19,5,9.372,0.648,17,34.5,40.0,1.062,1.169,0.669,515.46,55,0
4.699,2,8.5,19,5,9.803,0.673,17,35.6,39.0,1.055,1.155,0.677,578.39,59,0
4.553,1,5.4,13,3,7.793,0.67,12,48.2,39.3,1.002,1.129,0.625,436.42,56,0
4.367,1,5.7,13,3,7.97,0.675,12,47.2,39.6,1.004,1.128,0.632,422.39,53,0
5.301,1,14.9,11,7,7.477,0.617,10,46.8,31.9,1.02,1.161,0.6,351.44,47,0
5.301,1,13.7,11,7,7.127,0.613,10,49.0,31.4,1.013,1.154,0.589,363.48,51,0
4.071,1,2.4,19,1,9.909,0.734,18,34.1,48.8,1.032,1.114,0.718,406.25,41,0
4.745,2,8.6,19,5,9.129,0.645,17,36.2,39.7,1.057,1.168,0.661,529.49,58,0
4.301,1,2.4,19,1,10.31,0.757,18,34.1,48.8,1.027,1.104,0.728,422.7,41,0
5.301,1,14.6,11,7,7.998,0.632,10,45.8,31.3,1.023,1.154,0.611,383.89,48,0
4.0,1,13.0,27,7,9.51,0.699,26,33.3,42.6,1.04,1.144,0.696,513.55,54,0
5.851,0,0.0,23,0,7.809,0.725,23,40.0,55.0,0.993,1.094,0.691,312.38,40,0
5.301,4,5.5,28,7,6.752,0.635,24,50.8,38.3,0.997,1.133,0.597,864.21,128,0
4.377,3,4.5,15,2,8.474,0.695,12,40.9,45.5,1.015,1.124,0.669,372.85,44,0
5.0,0,14.0,7,6,6.754,0.618,6,51.2,32.6,1.0,1.152,0.583,290.42,43,0
5.0,1,4.5,19,3,7.207,0.663,18,47.0,43.9,0.999,1.13,0.628,475.63,66,0
4.319,1,6.8,19,5,6.873,0.652,18,49.3,41.1,0.993,1.133,0.611,501.71,73,0
5.0,0,17.1,7,7,6.717,0.619,6,51.2,31.7,0.998,1.156,0.581,275.41,41,0
4.0,0,8.3,17,3,7.704,0.696,16,41.7,47.2,0.998,1.117,0.665,277.35,36,0
5.523,6,4.3,12,2,7.835,0.643,6,43.5,39.1,1.024,1.13,0.632,360.4,46,0
5.155,3,9.7,26,6,8.855,0.698,23,37.1,45.2,1.023,1.132,0.684,549.02,62,0
4.569,2,5.5,14,3,7.845,0.652,12,43.6,41.8,1.02,1.144,0.636,431.5,55,0
5.854,2,11.5,30,7,8.191,0.696,28,41.0,42.6,1.006,1.124,0.664,499.65,61,0
4.678,3,7.7,16,3,9.943,0.724,12,30.8,48.7,1.041,1.129,0.724,387.79,39,0
4.481,2,13.7,24,7,8.305,0.685,22,41.2,39.2,1.012,1.132,0.656,423.55,51,0
5.143,2,14.6,24,7,8.532,0.691,22,39.6,39.6,1.016,1.132,0.665,409.52,48,0
4.606,3,6.8,9,3,7.715,0.644,6,47.7,34.1,1.015,1.136,0.61,339.46,44,0
4.609,3,6.8,9,3,7.715,0.644,6,47.7,34.1,1.015,1.136,0.61,339.46,44,0
5.26,3,6.9,20,4,8.637,0.681,17,39.7,43.1,1.025,1.135,0.666,500.97,58,0
5.036,2,14.6,24,7,8.532,0.691,22,39.6,39.6,1.016,1.132,0.665,409.52,48,0
4.585,2,13.7,24,7,8.305,0.685,22,41.2,39.2,1.012,1.132,0.656,423.55,51,0
5.0,2,4.0,14,2,6.97,0.666,12,48.0,44.0,0.992,1.12,0.625,348.48,50,0
4.699,3,6.0,20,3,9.158,0.699,17,36.0,46.0,1.032,1.13,0.691,457.89,50,0
5.195,0,3.9,12,2,7.267,0.695,12,51.0,41.2,0.98,1.114,0.622,370.63,51,0
4.31,1,5.9,13,3,8.243,0.687,12,45.1,41.2,1.006,1.125,0.646,420.37,51,0
6.473,1,7.7,17,3,9.472,0.685,16,35.9,41.0,1.045,1.148,0.68,369.4,39,0
4.0,1,8.5,18,6,6.911,0.646,17,49.3,39.4,0.996,1.138,0.607,490.69,71,0
4.538,1,5.9,13,3,8.439,0.679,12,47.1,41.2,0.998,1.124,0.634,430.38,51,0
5.244,0,6.1,11,2,7.962,0.686,11,45.5,42.4,1.001,1.123,0.645,262.76,33,0
5.0,1,5.8,12,3,7.23,0.652,11,50.0,38.5,0.998,1.132,0.609,375.94,52,0
5.301,8,15.2,19,5,11.068,0.663,11,21.2,36.4,1.101,1.145,0.729,365.24,33,0
4.854,1,7.5,18,5,6.86,0.651,16,49.3,40.3,0.993,1.13,0.611,459.65,67,0
4.301,4,4.7,16,2,9.5,0.706,12,37.2,39.5,1.035,1.116,0.684,408.49,43,0
4.301,0,4.9,16,2,8.06,0.686,16,43.9,41.5,1.008,1.119,0.649,330.44,41,0
4.0,1,6.3,13,4,6.635,0.638,12,51.6,39.1,0.992,1.137,0.595,424.62,64,0
4.721,3,6.8,20,3,10.134,0.742,17,31.8,47.7,1.036,1.122,0.726,445.9,44,0
4.523,2,6.8,18,5,6.807,0.643,16,50.0,39.2,0.995,1.132,0.604,503.71,74,0
4.523,4,5.9,16,3,8.704,0.692,12,39.2,45.1,1.022,1.131,0.674,443.91,51,0
4.959,3,8.9,20,4,9.53,0.711,17,33.3,46.7,1.035,1.132,0.707,428.85,45,0
4.523,2,8.5,14,4,7.201,0.655,12,46.8,40.4,1.0,1.131,0.622,338.45,47,0
5.0,1,13.7,16,7,7.48,0.648,15,45.1,37.3,1.009,1.142,0.623,381.49,51,0
5.911,0,0.0,12,0,15.07,0.875,12,22.2,48.1,1.07,1.095,0.835,406.89,27,0
4.469,1,7.1,17,4,6.724,0.654,16,50.0,41.1,0.988,1.128,0.609,376.55,56,0
4.886,0,6.1,21,3,7.051,0.675,21,46.9,44.9,0.989,1.12,0.634,345.48,49,0
4.301,3,7.7,19,4,7.164,0.675,16,46.2,44.2,0.992,1.122,0.636,372.51,52,0
4.796,0,12.5,21,6,7.218,0.669,21,45.8,41.7,0.993,1.131,0.632,346.48,48,0
4.77,3,9.6,19,5,7.49,0.669,16,44.2,42.3,1.002,1.128,0.64,389.5,52,0
4.0,1,7.5,17,4,6.915,0.647,16,49.1,39.6,0.996,1.132,0.61,366.51,53,0
4.536,3,5.4,16,3,8.171,0.675,12,42.9,41.1,1.016,1.128,0.648,457.57,56,0
4.343,1,2.9,13,1,7.451,0.684,12,44.1,47.1,0.998,1.112,0.651,253.32,34,0
5.451,0,2.7,22,1,7.712,0.724,22,40.5,54.1,0.99,1.098,0.687,285.36,37,0
4.301,0,5.1,21,2,8.216,0.729,21,41.0,48.7,0.995,1.103,0.683,320.44,39,0
5.398,0,0.0,18,0,7.715,0.713,18,41.2,52.9,0.995,1.098,0.68,262.32,34,0
4.0,8,8.0,49,14,8.628,0.678,41,41.1,37.7,1.025,1.128,0.654,1509.87,175,0
5.0,4,5.0,28,6,6.766,0.641,24,50.4,39.5,0.995,1.13,0.602,805.13,119,0
4.06,4,7.8,21,5,8.931,0.654,17,39.1,37.5,1.045,1.153,0.652,571.61,64,0
4.553,1,2.4,19,1,9.909,0.734,18,34.1,48.8,1.032,1.114,0.718,406.25,41,0
5.0,5,3.6,17,2,8.224,0.665,12,42.9,39.3,1.023,1.124,0.643,460.55,56,0
4.523,1,12.0,7,6,7.329,0.62,6,48.0,34.0,1.016,1.161,0.598,366.47,50,0
5.229,0,10.0,21,5,7.551,0.691,21,46.0,42.0,0.991,1.123,0.641,377.56,50,0
4.699,2,8.6,19,5,9.103,0.662,17,37.9,39.7,1.045,1.155,0.662,527.95,58,0
4.086,1,5.9,13,3,8.243,0.687,12,45.1,41.2,1.006,1.125,0.646,420.37,51,0
4.398,2,8.5,19,5,9.246,0.641,17,35.6,39.0,1.061,1.168,0.662,545.49,59,0
4.398,3,5.6,20,4,7.277,0.658,17,46.5,42.3,1.002,1.129,0.627,516.67,71,0
4.301,4,5.5,16,3,8.211,0.672,12,45.5,36.4,1.015,1.126,0.633,451.62,55,0
4.0,2,10.5,19,6,9.28,0.66,17,36.8,38.6,1.049,1.159,0.665,528.94,57,0
4.187,1,5.5,13,3,7.918,0.642,12,43.6,40.0,1.026,1.148,0.631,435.49,55,0
5.0,1,5.2,19,4,6.685,0.651,18,50.6,41.6,0.989,1.13,0.606,514.75,77,0
4.0,1,9.6,17,5,6.991,0.656,16,48.1,40.4,0.994,1.132,0.617,363.51,52,0
4.699,1,3.1,24,2,7.26,0.688,23,45.3,48.4,0.991,1.115,0.649,464.62,64,0
4.886,3,6.8,20,3,9.725,0.743,17,34.1,47.7,1.024,1.114,0.718,427.91,44,0
6.301,0,6.7,16,3,6.521,0.658,16,51.1,42.2,0.981,1.125,0.607,293.45,45,0
4.032,2,6.8,24,3,10.134,0.742,22,31.8,47.7,1.036,1.122,0.726,445.9,44,0
5.292,3,7.9,26,5,8.699,0.699,23,38.1,46.0,1.02,1.129,0.681,548.03,63,0
4.523,0,4.1,12,2,6.336,0.645,12,53.1,40.8,0.982,1.126,0.593,310.48,49,0
4.854,0,4.8,12,2,7.163,0.678,12,50.0,42.9,0.985,1.121,0.622,300.86,42,0
4.0,2,6.3,15,4,7.089,0.655,12,47.6,41.3,0.998,1.127,0.62,446.6,63,0
5.0,3,4.8,21,4,7.021,0.641,18,48.8,39.3,1.003,1.13,0.609,589.78,84,0
4.387,1,3.4,12,2,6.596,0.639,11,51.7,39.7,0.992,1.128,0.596,382.55,58,0
5.056,0,12.0,12,6,7.219,0.65,11,50.0,36.0,0.995,1.142,0.604,360.94,50,0
4.585,2,5.9,18,3,8.864,0.709,16,43.1,39.2,1.012,1.119,0.66,452.04,51,0
6.523,3,6.9,25,4,9.604,0.722,22,34.5,46.6,1.032,1.128,0.706,557.03,58,0
4.367,0,10.9,18,5,8.703,0.714,17,41.3,43.5,1.005,1.124,0.673,400.34,46,0
6.469,1,8.9,17,5,8.616,0.691,16,44.6,37.5,1.011,1.13,0.646,482.48,56,0
7.481,0,7.0,18,3,8.984,0.727,17,39.5,46.5,1.008,1.114,0.689,386.3,43,0
5.886,0,11.1,18,6,8.573,0.673,17,40.7,40.7,1.024,1.15,0.655,462.95,54,0
7.174,0,7.0,18,3,9.357,0.755,17,39.5,46.5,1.002,1.108,0.7,402.37,43,0
7.398,0,11.6,18,5,8.984,0.723,17,39.5,44.2,1.008,1.123,0.685,386.31,43,0
4.009,0,8.5,23,5,7.654,0.687,22,42.4,45.8,1.0,1.12,0.658,451.57,59,0
4.77,0,11.8,12,6,7.313,0.657,11,49.0,37.3,0.996,1.139,0.612,372.95,51,0
4.398,3,10.0,14,6,7.276,0.646,10,46.7,38.3,1.005,1.136,0.618,436.57,60,0
5.886,0,9.6,18,5,8.238,0.699,17,44.2,42.3,1.0,1.126,0.654,428.4,52,0
5.42,0,10.2,12,5,7.305,0.663,11,49.0,38.8,0.993,1.134,0.616,357.93,49,0
7.201,0,10.2,18,5,8.457,0.706,17,42.9,42.9,1.002,1.125,0.663,414.37,49,0
4.041,2,1.6,24,1,8.95,0.686,22,37.7,45.9,1.034,1.13,0.679,545.97,61,0
4.523,1,4.5,7,2,7.418,0.628,6,47.7,38.6,1.018,1.154,0.607,326.4,44,0
5.387,0,9.6,18,5,8.238,0.699,17,44.2,42.3,1.0,1.126,0.654,428.4,52,0
5.688,1,5.9,13,3,8.243,0.687,12,45.1,41.2,1.006,1.125,0.646,420.37,51,0
4.959,3,3.8,22,2,8.395,0.703,18,40.4,46.2,1.012,1.116,0.674,436.54,52,0
7.481,0,14.3,18,6,9.221,0.722,17,38.1,42.9,1.013,1.128,0.689,387.3,42,0
7.481,0,13.3,18,6,8.918,0.713,17,40.0,42.2,1.01,1.129,0.677,401.33,45,0
6.481,0,10.9,18,5,8.703,0.714,17,41.3,43.5,1.005,1.124,0.673,400.34,46,0
4.921,1,3.2,12,2,6.264,0.637,11,54.0,39.7,0.984,1.128,0.586,394.61,63,0
