pXC50,MATS4v,MATS4p,GATS4v,P_VSA_MR_7,SIC4,BIC5,SIC3,SIC5,BIC4,CIC3,CIC4,HNar,GNar,PDI,BIC3,SpMax3_Bh.p.,Uindex,LOC,SpMax2_Bh.m.,BAC,CIC5,GATS5v,X0A,X2A,MATS4m,X4v,SpMin1_Bh.m.,Eta_sh_p,MCD,SpMax4_Bh.p.,TIE,MATS7i,JGI6,SsCH3,X5v,NRS,Rperim,X3v,Mp,SM13_EA.bo.,C.001,nCp,SpMax2_Bh.e.,SM15_EA.bo.,JGI1,Yindex,Eig02_EA.bo.,SM12_AEA.ri.,SpMin1_Bh.v.,nCIC,nCIR,TRS,Eta_B_A,SpMax4_Bh.v.,SpMAD_AEA.ed.,JGT,C.006,NsCH3,P_VSA_LogP_1,SaasC,D.Dtr06,SM08_EA.bo.,CATS2D_09_AA,C.003
5.0,0.032,-0.031,0.947,14.668,0.875,0.863,0.857,0.875,0.863,0.925,0.811,1.774,1.917,0.872,0.845,3.815,101.175,1.466,3.842,85.0,0.811,0.968,0.736,0.312,0.022,7.209,2.127,0.181,0.316,3.652,189.146,0.018,0.017,7.72,5.02,2,12,9.447,0.613,17.8,4,4,3.909,20.448,0.218,0.716,3.443,3.443,2.083,2,2,12,0.024,3.633,1.512,0.455,2,4,35.301,1.151,339.539,11.449,0,2
6.699,-0.067,-0.071,1.009,0.0,0.891,0.85,0.86,0.891,0.85,0.75,0.585,2.066,2.131,0.983,0.821,3.57,32.181,0.418,3.904,2.0,0.585,0.855,0.69,0.294,-0.032,3.135,2.098,0.12,0.857,3.125,27.111,0.052,0.012,0.0,2.408,3,18,4.56,0.693,17.257,0,0,3.894,19.839,0.13,0.633,3.575,3.575,2.082,3,3,18,0.016,3.099,1.478,0.312,3,0,0.0,3.711,198.328,11.243,0,1
8.167,0.055,-0.014,0.909,33.571,0.893,0.873,0.858,0.893,0.873,1.015,0.765,1.752,1.925,0.89,0.838,3.757,168.075,1.127,3.845,316.0,0.765,0.887,0.738,0.304,0.081,8.26,2.061,0.235,0.328,3.726,394.669,-0.093,0.019,18.266,5.144,4,22,12.273,0.618,17.851,9,9,3.915,20.311,0.229,0.442,3.479,3.479,2.048,4,4,22,0.031,3.735,1.547,0.486,2,10,87.823,1.947,632.503,11.995,3,4
7.523,0.126,0.077,0.811,0.0,0.807,0.836,0.746,0.843,0.8,1.602,1.216,1.559,1.742,0.833,0.74,3.62,214.797,2.874,3.696,215.0,0.988,1.008,0.779,0.342,0.129,3.2,2.031,0.371,0.0,3.511,426.733,-0.142,0.023,15.021,1.824,0,0,5.068,0.586,15.854,8,8,3.792,18.102,0.313,1.629,3.121,3.121,2.014,0,0,0,0.036,3.515,1.532,0.593,1,8,70.602,0.0,0.0,10.371,0,3
6.854,0.127,0.077,0.818,0.0,0.849,0.842,0.773,0.849,0.842,1.405,0.932,1.537,1.727,0.829,0.766,3.555,191.528,2.668,3.7,215.0,0.932,1.046,0.784,0.335,0.119,3.145,2.035,0.397,0.0,3.534,388.5,-0.115,0.026,14.434,1.722,0,0,4.788,0.586,15.998,7,7,3.793,18.279,0.317,1.883,3.123,3.123,2.022,0,0,0,0.037,3.531,1.572,0.608,0,8,70.173,0.0,0.0,10.43,0,3
7.469,0.079,0.042,0.887,33.571,0.864,0.866,0.823,0.892,0.839,1.256,0.962,1.824,1.977,0.919,0.799,3.786,151.366,0.9,3.863,210.0,0.767,0.967,0.725,0.304,0.064,8.388,2.057,0.171,0.391,3.745,358.669,-0.015,0.017,7.501,5.272,5,27,11.87,0.628,17.939,4,4,3.931,20.41,0.212,0.353,3.508,3.508,2.041,5,5,27,0.027,3.764,1.519,0.445,1,4,35.301,2.533,647.145,12.076,2,2
6.0,0.027,-0.029,0.944,16.786,0.883,0.861,0.864,0.883,0.861,0.903,0.78,1.817,1.977,0.887,0.843,3.733,96.792,1.128,3.849,108.0,0.78,0.865,0.726,0.3,0.063,6.708,2.126,0.18,0.458,3.727,206.533,-0.041,0.018,6.782,4.527,4,22,9.305,0.617,17.492,3,4,3.927,19.952,0.225,0.505,3.472,3.472,2.082,4,4,22,0.03,3.726,1.526,0.47,1,4,34.872,1.322,422.827,11.612,2,2
7.638,0.087,0.06,0.871,33.571,0.856,0.858,0.816,0.883,0.832,1.327,1.036,1.805,1.964,0.912,0.793,3.792,169.875,1.061,3.868,283.0,0.841,0.948,0.728,0.305,0.053,8.81,2.057,0.187,0.365,3.747,417.825,-0.009,0.018,10.9,5.657,5,27,12.676,0.627,17.982,6,6,3.934,20.448,0.218,0.355,3.508,3.508,2.041,5,5,27,0.028,3.766,1.524,0.451,1,6,52.951,2.429,694.132,12.123,2,3
5.0,0.005,-0.029,0.962,33.571,0.882,0.864,0.863,0.882,0.864,0.973,0.835,1.79,1.947,0.899,0.845,3.749,156.454,1.073,3.85,207.0,0.835,0.89,0.731,0.309,0.032,8.004,2.126,0.193,0.375,3.703,336.637,-0.014,0.018,10.853,5.525,4,24,11.852,0.612,18.05,6,6,3.916,20.661,0.239,0.354,3.474,3.474,2.082,4,4,24,0.029,3.711,1.514,0.479,4,6,52.951,2.142,1205.34,11.922,4,2
5.046,0.015,-0.019,0.945,49.744,0.888,0.867,0.875,0.888,0.867,0.822,0.737,1.893,2.018,0.909,0.854,3.693,93.909,0.764,3.919,52.0,0.737,0.858,0.715,0.3,0.006,7.529,2.126,0.121,0.489,3.653,171.576,0.03,0.015,3.627,5.354,4,23,10.604,0.635,17.8,0,0,3.907,20.403,0.18,0.443,3.476,3.476,2.082,4,4,23,0.022,3.633,1.507,0.405,4,2,15.587,1.486,623.938,11.619,2,1
3.481,-0.035,-0.04,0.978,16.786,0.86,0.848,0.797,0.889,0.82,1.279,0.883,1.941,2.046,0.948,0.76,3.839,84.3,0.729,3.849,28.0,0.703,0.864,0.708,0.301,-0.081,4.517,2.062,0.089,0.523,3.738,133.848,0.007,0.015,1.248,2.919,4,23,6.79,0.66,17.635,0,0,3.917,20.125,0.17,0.47,3.482,3.482,2.046,4,4,23,0.019,3.758,1.476,0.365,1,1,10.883,2.909,582.904,11.843,0,0
5.0,0.046,-0.006,0.931,7.958,0.871,0.869,0.838,0.881,0.859,1.066,0.848,1.684,1.842,0.868,0.827,3.773,157.711,3.336,3.842,165.0,0.785,0.961,0.753,0.324,0.06,5.984,2.064,0.242,0.15,3.621,313.502,0.024,0.018,11.964,4.097,1,6,8.602,0.61,17.704,6,6,3.896,20.307,0.237,0.948,3.443,3.443,2.043,1,1,6,0.028,3.596,1.499,0.498,2,6,52.951,1.076,186.844,11.462,1,3
8.0,0.144,0.074,0.801,0.0,0.796,0.797,0.714,0.804,0.789,1.812,1.294,1.545,1.735,0.825,0.708,3.596,225.107,2.685,3.717,254.0,1.244,1.011,0.782,0.334,0.16,3.542,2.034,0.393,0.0,3.538,468.724,-0.087,0.026,16.695,2.013,0,0,5.305,0.586,16.149,9,9,3.818,18.459,0.303,1.941,3.12,3.12,2.023,0,0,0,0.036,3.522,1.572,0.592,1,9,79.427,0.0,0.0,10.519,0,4
5.0,0.052,0.001,0.921,16.786,0.889,0.875,0.841,0.894,0.871,1.119,0.781,1.738,1.904,0.886,0.824,3.705,184.224,1.248,3.859,284.0,0.75,0.937,0.741,0.308,0.05,6.972,2.06,0.235,0.397,3.671,423.575,-0.051,0.018,15.019,4.341,3,25,10.817,0.61,17.653,8,8,3.925,20.094,0.223,0.53,3.498,3.498,2.045,3,3,25,0.029,3.675,1.532,0.474,3,9,81.485,1.304,238.253,11.794,2,2
8.0,0.144,0.074,0.801,0.0,0.796,0.797,0.714,0.804,0.789,1.812,1.294,1.545,1.735,0.825,0.708,3.596,225.107,2.685,3.717,254.0,1.244,1.011,0.782,0.334,0.16,3.542,2.034,0.393,0.0,3.538,468.724,-0.087,0.026,16.695,2.013,0,0,5.305,0.586,16.149,9,9,3.818,18.459,0.303,1.941,3.12,3.12,2.023,0,0,0,0.036,3.522,1.572,0.592,1,9,79.427,0.0,0.0,10.519,0,4
8.523,0.16,0.095,0.776,0.0,0.827,0.84,0.745,0.849,0.819,1.641,1.113,1.552,1.741,0.834,0.738,3.638,262.564,2.902,3.725,279.0,0.975,0.995,0.78,0.34,0.178,3.657,2.035,0.38,0.0,3.552,576.705,-0.098,0.027,16.739,2.185,0,0,5.753,0.589,16.154,9,9,3.812,18.442,0.319,1.675,3.193,3.193,2.022,0,0,0,0.038,3.541,1.554,0.603,0,9,79.427,0.0,0.0,10.588,0,4
5.0,0.001,-0.039,0.983,14.668,0.884,0.88,0.853,0.893,0.871,0.978,0.775,1.798,1.927,0.89,0.841,3.817,124.196,1.95,3.846,92.0,0.716,0.957,0.733,0.311,-0.03,7.67,2.128,0.16,0.279,3.658,234.312,0.005,0.016,7.725,5.422,2,12,10.534,0.613,17.828,4,4,3.909,20.467,0.193,0.691,3.443,3.443,2.084,2,2,12,0.02,3.646,1.488,0.421,3,4,35.301,1.152,392.31,11.506,1,2
5.0,0.053,0.007,0.915,16.786,0.886,0.87,0.851,0.89,0.865,1.032,0.792,1.723,1.898,0.885,0.831,3.7,165.49,1.291,3.859,284.0,0.759,0.961,0.743,0.306,0.039,6.292,2.057,0.253,0.356,3.651,378.175,-0.029,0.019,14.895,3.862,3,21,9.817,0.613,17.653,8,8,3.925,20.094,0.238,0.507,3.498,3.498,2.043,3,3,21,0.031,3.665,1.55,0.5,3,9,81.485,1.288,250.91,11.792,4,2
5.319,0.03,-0.004,0.909,16.786,0.893,0.871,0.88,0.893,0.871,0.79,0.703,1.917,2.031,0.917,0.858,3.794,90.705,0.744,3.928,39.0,0.703,0.839,0.711,0.301,0.021,8.322,2.126,0.099,0.5,3.691,165.226,0.009,0.015,1.874,5.826,4,23,11.382,0.653,17.168,0,0,3.906,19.621,0.173,0.446,3.476,3.476,2.082,4,4,23,0.02,3.692,1.488,0.385,4,1,7.19,1.797,610.522,11.377,1,1
4.509,0.121,0.02,0.83,0.0,0.679,0.663,0.668,0.679,0.663,2.12,2.054,1.721,1.885,0.855,0.653,3.606,105.9,1.518,3.842,117.0,2.054,0.895,0.745,0.329,0.192,3.884,2.066,0.238,0.308,3.559,174.864,-0.147,0.019,10.639,2.431,2,12,5.637,0.616,17.101,6,6,3.918,19.552,0.287,0.645,3.462,3.462,2.048,2,2,12,0.035,3.566,1.483,0.525,2,6,52.951,1.893,348.516,11.41,0,0
5.0,-0.035,-0.042,1.002,33.571,0.902,0.882,0.879,0.902,0.882,0.835,0.68,1.829,1.974,0.912,0.86,3.748,129.109,0.765,3.85,124.0,0.68,0.864,0.725,0.304,-0.026,7.405,2.126,0.162,0.421,3.692,269.067,0.039,0.017,5.494,5.237,4,24,11.176,0.614,17.985,3,3,3.916,20.614,0.208,0.372,3.474,3.474,2.082,4,4,24,0.025,3.697,1.516,0.448,4,3,26.476,2.203,1058.87,11.822,4,2
5.0,-0.043,-0.039,1.012,33.571,0.909,0.887,0.881,0.909,0.887,0.794,0.61,1.8,1.948,0.905,0.86,3.746,117.394,0.821,3.844,103.0,0.61,0.92,0.73,0.307,-0.035,5.972,2.126,0.177,0.375,3.664,229.018,0.033,0.018,5.508,4.118,3,18,9.087,0.616,17.932,3,3,3.912,20.574,0.21,0.452,3.467,3.467,2.082,3,3,18,0.025,3.669,1.511,0.454,2,3,26.476,2.305,663.014,11.734,2,2
4.0,0.036,0.025,0.92,16.786,0.909,0.879,0.89,0.909,0.879,0.696,0.576,1.9,2.038,0.911,0.861,3.731,66.916,1.111,3.879,41.0,0.576,0.838,0.712,0.295,0.024,5.314,2.127,0.131,0.526,3.645,117.202,0.053,0.017,3.817,3.78,3,20,7.721,0.627,19.402,2,2,3.959,22.35,0.195,0.501,3.507,3.507,2.084,4,5,22,0.025,3.638,1.517,0.422,0,2,17.65,1.006,293.477,12.288,0,2
4.398,0.044,0.013,0.93,0.0,0.875,0.859,0.854,0.875,0.859,0.948,0.811,1.72,1.886,0.898,0.838,3.65,119.423,1.567,3.83,152.0,0.811,0.939,0.745,0.308,0.046,5.276,2.124,0.223,0.286,3.603,259.023,-0.038,0.019,7.137,3.56,2,12,7.598,0.608,17.609,3,4,3.914,20.157,0.256,0.728,3.626,3.626,2.079,2,2,12,0.028,3.602,1.537,0.514,1,4,37.359,1.403,375.791,11.5,1,2
6.161,0.1,0.049,0.828,0.0,0.831,0.83,0.771,0.842,0.819,1.484,1.093,1.676,1.84,0.857,0.76,3.659,144.787,3.293,3.8,157.0,1.026,0.931,0.754,0.324,0.099,4.279,2.061,0.271,0.158,3.587,261.617,-0.055,0.02,13.607,2.644,1,6,6.553,0.602,16.664,7,7,3.885,19.087,0.224,0.919,3.305,3.305,2.033,1,1,6,0.028,3.574,1.515,0.482,1,7,61.776,0.841,176.052,10.986,0,3
5.495,0.108,0.074,0.842,0.0,0.809,0.812,0.747,0.817,0.805,1.606,1.21,1.574,1.751,0.834,0.743,3.592,202.369,2.769,3.706,202.0,1.161,0.997,0.776,0.33,0.086,3.662,2.061,0.355,0.0,3.561,390.441,-0.046,0.021,15.475,2.308,0,0,5.705,0.585,16.026,8,8,3.816,18.35,0.258,1.917,3.111,3.111,2.034,0,0,0,0.031,3.545,1.547,0.54,0,8,70.602,0.0,0.0,10.362,0,3
6.678,0.147,0.062,0.791,0.0,0.788,0.794,0.732,0.798,0.784,1.734,1.37,1.55,1.736,0.827,0.728,3.593,237.131,2.796,3.709,255.0,1.302,0.981,0.781,0.338,0.179,3.822,2.061,0.387,0.0,3.564,463.446,-0.112,0.027,18.862,2.248,0,0,5.739,0.583,16.338,10,10,3.816,18.671,0.309,1.875,3.206,3.206,2.033,0,0,0,0.038,3.55,1.546,0.597,0,10,88.252,0.0,0.0,10.624,0,3
6.036,0.14,0.078,0.798,0.0,0.802,0.805,0.71,0.809,0.798,1.866,1.273,1.569,1.749,0.834,0.707,3.608,225.253,2.838,3.713,228.0,1.228,0.993,0.777,0.336,0.155,3.99,2.061,0.364,0.0,3.573,444.277,-0.069,0.025,17.698,2.379,0,0,5.977,0.585,16.051,9,9,3.823,18.374,0.273,1.879,3.115,3.115,2.034,0,0,0,0.033,3.554,1.543,0.552,0,9,79.427,0.0,0.0,10.396,0,4
5.444,0.117,0.096,0.814,0.0,0.797,0.801,0.738,0.805,0.793,1.677,1.295,1.559,1.742,0.832,0.734,3.598,213.666,2.727,3.714,227.0,1.248,0.99,0.779,0.331,0.077,3.707,2.061,0.376,0.0,3.567,421.867,-0.065,0.019,17.308,2.347,0,0,5.889,0.585,16.149,9,9,3.822,18.476,0.266,1.914,3.143,3.143,2.034,0,0,0,0.033,3.549,1.557,0.553,0,9,79.427,0.0,0.0,10.46,0,4
5.921,0.118,0.046,0.834,0.0,0.808,0.814,0.749,0.819,0.803,1.61,1.233,1.569,1.749,0.831,0.745,3.589,225.253,2.838,3.704,228.0,1.162,0.983,0.777,0.336,0.134,3.762,2.061,0.368,0.0,3.558,428.35,-0.101,0.025,17.062,2.233,0,0,5.683,0.583,16.051,9,9,3.812,18.374,0.273,1.879,3.115,3.115,2.033,0,0,0,0.033,3.543,1.543,0.552,0,9,79.427,0.0,0.0,10.396,0,3
5.0,0.048,0.015,0.892,16.786,0.881,0.858,0.841,0.889,0.85,1.092,0.817,1.851,1.999,0.923,0.812,3.843,119.87,0.763,3.922,131.0,0.765,0.915,0.721,0.299,0.04,6.669,2.067,0.166,0.45,3.837,222.777,-0.099,0.02,10.59,4.292,4,27,10.066,0.643,19.471,5,5,3.995,22.366,0.211,0.398,3.636,3.636,2.057,5,6,29,0.027,3.832,1.524,0.457,3,6,55.009,3.562,1063.93,12.639,1,1
8.0,0.079,0.026,0.854,0.0,0.843,0.839,0.825,0.855,0.826,1.098,0.984,1.662,1.832,0.844,0.809,3.638,131.985,3.061,3.797,157.0,0.906,0.917,0.757,0.323,0.072,3.583,2.033,0.272,0.167,3.56,254.217,-0.069,0.021,8.977,2.164,1,6,5.727,0.606,16.693,5,5,3.88,19.109,0.236,0.948,3.305,3.305,2.019,1,1,6,0.029,3.551,1.532,0.501,1,5,44.126,0.803,165.139,11.026,0,2
6.377,0.078,0.026,0.854,0.0,0.822,0.826,0.776,0.852,0.797,1.394,1.107,1.727,1.894,0.868,0.752,3.69,101.6,1.21,3.836,112.0,0.92,0.915,0.743,0.314,0.068,3.807,2.054,0.228,0.316,3.575,188.575,-0.062,0.021,6.975,2.29,2,12,5.907,0.629,17.267,4,4,3.908,19.766,0.218,0.684,3.448,3.448,2.045,2,2,12,0.029,3.571,1.539,0.475,1,4,35.301,1.314,339.796,11.449,0,2
4.405,0.122,0.058,0.808,0.0,0.825,0.821,0.772,0.837,0.809,1.426,1.098,1.636,1.817,0.84,0.757,3.647,132.003,2.979,3.799,177.0,1.02,0.933,0.761,0.326,0.12,3.618,2.034,0.302,0.167,3.562,257.542,-0.082,0.022,10.803,2.165,1,6,5.583,0.606,16.699,6,6,3.882,19.114,0.264,0.957,3.305,3.305,2.022,1,1,6,0.033,3.554,1.547,0.533,1,6,52.951,0.802,165.107,11.036,0,3
4.752,0.079,0.026,0.854,0.0,0.843,0.839,0.825,0.855,0.826,1.098,0.984,1.662,1.832,0.844,0.809,3.638,131.985,3.061,3.797,157.0,0.906,0.917,0.757,0.323,0.072,3.583,2.033,0.272,0.167,3.56,254.217,-0.069,0.021,8.977,2.164,1,6,5.727,0.606,16.693,5,5,3.88,19.109,0.236,0.948,3.305,3.305,2.019,1,1,6,0.029,3.551,1.532,0.501,1,5,44.126,0.803,165.139,11.026,0,2
6.699,0.122,0.058,0.808,0.0,0.825,0.821,0.772,0.837,0.809,1.426,1.098,1.636,1.817,0.84,0.757,3.647,132.003,2.979,3.799,177.0,1.02,0.933,0.761,0.326,0.12,3.618,2.034,0.302,0.167,3.562,257.542,-0.082,0.022,10.803,2.165,1,6,5.583,0.606,16.699,6,6,3.882,19.114,0.264,0.957,3.305,3.305,2.022,1,1,6,0.033,3.554,1.547,0.533,1,6,52.951,0.802,165.107,11.036,0,3
8.812,0.071,0.021,0.869,0.0,0.842,0.833,0.811,0.859,0.817,1.181,0.987,1.708,1.883,0.857,0.786,3.69,106.063,1.206,3.838,133.0,0.882,0.914,0.746,0.314,0.053,3.828,2.037,0.243,0.308,3.574,207.386,-0.058,0.022,6.879,2.326,2,12,6.001,0.626,17.517,4,4,3.909,20.058,0.237,0.683,3.448,3.448,2.04,2,2,12,0.031,3.572,1.552,0.506,1,4,35.301,1.105,349.081,11.569,0,2
8.155,0.154,0.09,0.798,0.0,0.793,0.801,0.704,0.809,0.785,2.013,1.408,1.548,1.744,0.818,0.697,3.667,415.622,2.919,3.759,488.0,1.3,1.021,0.78,0.333,0.159,5.156,2.035,0.386,0.0,3.596,1048.87,-0.088,0.026,19.818,3.094,0,0,7.69,0.587,16.477,11,11,3.849,18.773,0.319,1.693,3.17,3.17,2.026,0,0,0,0.039,3.59,1.584,0.607,0,11,97.077,0.0,0.0,10.886,0,5
9.461,0.078,0.026,0.854,0.0,0.822,0.826,0.776,0.852,0.797,1.394,1.107,1.727,1.894,0.868,0.752,3.69,101.6,1.21,3.836,112.0,0.92,0.915,0.743,0.314,0.068,3.807,2.054,0.228,0.316,3.575,188.575,-0.062,0.021,6.975,2.29,2,12,5.907,0.629,17.267,4,4,3.908,19.766,0.218,0.684,3.448,3.448,2.045,2,2,12,0.029,3.571,1.539,0.475,1,4,35.301,1.314,339.796,11.449,0,2
5.569,0.125,0.039,0.834,0.0,0.842,0.825,0.815,0.842,0.825,1.207,1.028,1.72,1.886,0.88,0.798,3.67,119.219,1.597,3.813,148.0,1.028,0.894,0.745,0.32,0.175,5.089,2.123,0.239,0.286,3.563,239.229,-0.048,0.019,10.618,3.449,2,12,7.034,0.612,17.172,6,6,3.907,19.617,0.256,0.747,3.461,3.461,2.078,2,2,12,0.031,3.568,1.506,0.501,1,6,52.951,0.811,377.681,11.338,2,2
8.553,0.13,0.071,0.82,0.0,0.834,0.842,0.783,0.856,0.821,1.503,1.148,1.612,1.801,0.85,0.771,3.669,283.504,3.324,3.813,467.0,1.001,0.99,0.766,0.325,0.116,5.609,2.056,0.337,0.107,3.599,669.952,-0.113,0.021,20.149,3.495,1,6,8.481,0.602,17.176,11,11,3.896,19.56,0.304,0.825,3.275,3.275,2.036,1,1,6,0.037,3.611,1.561,0.58,0,12,107.96,0.762,271.096,11.486,0,3
9.194,0.137,0.075,0.813,0.0,0.814,0.826,0.753,0.842,0.799,1.787,1.347,1.663,1.845,0.866,0.739,3.743,286.236,1.831,3.852,558.0,1.145,0.96,0.755,0.321,0.136,7.514,2.059,0.293,0.171,3.682,708.349,-0.081,0.019,22.502,4.771,2,12,10.985,0.611,17.523,12,12,3.925,19.939,0.282,0.603,3.476,3.476,2.043,2,2,12,0.034,3.689,1.543,0.541,0,13,116.786,1.463,685.729,11.818,0,4
8.215,0.153,0.084,0.796,0.0,0.821,0.832,0.764,0.845,0.808,1.663,1.262,1.613,1.802,0.85,0.752,3.678,309.624,3.293,3.818,528.0,1.09,0.98,0.766,0.327,0.153,6.18,2.056,0.337,0.102,3.637,748.459,-0.113,0.021,22.566,3.851,1,6,9.069,0.601,17.193,12,12,3.9,19.578,0.305,0.882,3.276,3.276,2.037,1,1,6,0.037,3.634,1.557,0.576,0,13,116.786,0.765,286.744,11.503,0,4
8.481,0.111,0.057,0.837,0.0,0.815,0.832,0.779,0.846,0.801,1.496,1.258,1.626,1.809,0.855,0.767,3.63,232.94,3.42,3.795,333.0,1.044,0.964,0.764,0.33,0.107,4.755,2.056,0.318,0.12,3.59,511.205,-0.073,0.021,17.421,2.954,1,6,7.498,0.602,17.021,10,10,3.883,19.408,0.3,0.809,3.249,3.249,2.036,1,1,6,0.036,3.608,1.534,0.571,1,10,88.252,0.777,238.028,11.356,0,2
7.252,0.176,0.104,0.762,0.0,0.822,0.834,0.737,0.844,0.812,1.689,1.139,1.552,1.741,0.85,0.727,3.638,262.564,2.902,3.725,279.0,0.998,0.974,0.78,0.34,0.197,3.509,2.027,0.38,0.0,3.552,586.953,-0.114,0.027,16.543,2.062,0,0,5.588,0.594,16.361,9,9,3.812,18.674,0.319,1.675,3.198,3.198,2.015,0,0,0,0.038,3.542,1.554,0.603,0,9,79.427,0.0,0.0,10.719,1,4
8.602,0.14,0.083,0.808,0.0,0.842,0.846,0.772,0.86,0.828,1.515,1.048,1.63,1.813,0.857,0.759,3.65,185.567,2.899,3.779,281.0,0.928,0.968,0.763,0.326,0.148,4.824,2.075,0.316,0.136,3.633,409.24,-0.058,0.021,16.975,3.114,1,6,7.336,0.605,17.123,9,9,3.867,19.619,0.273,0.992,3.242,3.242,2.059,1,1,6,0.034,3.626,1.551,0.542,0,9,79.427,0.639,199.619,11.254,0,5
5.886,0.115,0.057,0.851,16.786,0.843,0.836,0.82,0.853,0.826,1.244,1.082,1.681,1.858,0.856,0.803,3.707,200.813,2.626,3.838,341.0,1.015,0.957,0.752,0.322,0.127,5.928,2.056,0.274,0.193,3.671,461.064,-0.057,0.021,15.253,3.768,2,11,8.695,0.608,17.39,8,8,3.907,19.82,0.284,0.638,3.472,3.472,2.037,2,2,11,0.034,3.671,1.524,0.536,0,9,81.485,1.204,270.915,11.621,2,2
6.959,0.173,0.143,0.742,0.0,0.842,0.833,0.743,0.842,0.833,1.655,1.018,1.543,1.735,0.847,0.735,3.611,249.87,2.799,3.725,278.0,1.018,1.022,0.782,0.336,0.116,3.558,2.034,0.398,0.0,3.554,535.358,-0.016,0.022,18.615,2.189,0,0,5.663,0.591,16.342,10,10,3.814,18.653,0.314,1.747,3.195,3.195,2.023,0,0,0,0.038,3.543,1.567,0.607,1,10,88.252,0.0,0.0,10.688,0,5
7.276,0.158,0.119,0.763,0.0,0.844,0.838,0.756,0.844,0.838,1.562,0.998,1.556,1.742,0.834,0.75,3.594,237.87,2.842,3.708,249.0,0.998,1.016,0.78,0.34,0.12,3.586,2.045,0.379,0.0,3.554,488.052,0.011,0.022,17.222,2.206,0,0,5.55,0.586,15.974,9,9,3.804,18.246,0.309,1.711,3.1,3.1,2.03,0,0,0,0.037,3.542,1.547,0.593,2,9,79.427,0.0,0.0,10.446,0,5
9.046,0.121,0.069,0.82,0.0,0.868,0.851,0.805,0.868,0.851,1.256,0.856,1.644,1.821,0.86,0.79,3.649,157.837,3.035,3.762,209.0,0.856,0.952,0.76,0.329,0.137,3.988,2.065,0.296,0.15,3.586,330.482,-0.099,0.024,12.857,2.451,1,6,6.327,0.608,16.748,7,7,3.848,19.154,0.275,0.926,3.236,3.236,2.047,1,1,6,0.033,3.589,1.532,0.535,0,7,61.776,0.838,181.674,11.104,0,3
10.0,0.166,0.073,0.801,3.143,0.832,0.842,0.755,0.852,0.822,1.596,1.096,1.542,1.735,0.847,0.747,3.649,313.029,2.843,3.816,359.0,0.965,1.004,0.782,0.343,0.161,4.502,2.034,0.375,0.0,3.62,727.857,-0.123,0.027,16.108,2.823,0,0,6.548,0.599,17.445,9,9,3.812,19.996,0.35,1.893,3.244,3.244,2.024,0,0,0,0.042,3.543,1.553,0.636,0,9,79.427,0.0,0.0,11.258,2,4
7.301,0.147,0.091,0.79,0.0,0.831,0.843,0.745,0.851,0.823,1.653,1.098,1.562,1.748,0.836,0.738,3.642,275.641,2.949,3.729,282.0,0.964,0.997,0.778,0.34,0.14,3.818,2.041,0.369,0.0,3.555,602.453,-0.072,0.023,16.917,2.324,0,0,6.026,0.589,16.134,9,9,3.815,18.418,0.311,1.59,3.191,3.191,2.026,0,0,0,0.037,3.551,1.543,0.593,0,9,79.427,0.0,0.0,10.583,0,4
10.252,0.154,0.09,0.798,0.0,0.793,0.801,0.704,0.809,0.785,2.013,1.408,1.548,1.744,0.818,0.697,3.667,415.622,2.919,3.759,488.0,1.3,1.021,0.78,0.333,0.159,5.156,2.035,0.386,0.0,3.596,1048.87,-0.088,0.026,19.818,3.094,0,0,7.69,0.587,16.477,11,11,3.849,18.773,0.319,1.693,3.17,3.17,2.026,0,0,0,0.039,3.59,1.584,0.607,0,11,97.077,0.0,0.0,10.886,0,5
7.569,0.154,0.099,0.773,0.0,0.817,0.833,0.738,0.84,0.811,1.672,1.166,1.545,1.735,0.831,0.732,3.638,225.741,2.792,3.716,246.0,1.022,0.982,0.782,0.34,0.157,3.607,2.046,0.389,0.0,3.555,476.52,-0.059,0.025,17.244,2.23,0,0,5.631,0.588,16.038,9,9,3.81,18.329,0.318,1.782,3.17,3.17,2.03,0,0,0,0.038,3.543,1.557,0.605,0,9,79.427,0.0,0.0,10.462,0,5
6.678,0.151,0.096,0.799,0.0,0.785,0.791,0.694,0.799,0.778,2.069,1.452,1.568,1.756,0.843,0.688,3.668,385.701,2.989,3.751,412.0,1.361,1.05,0.777,0.338,0.135,5.151,2.047,0.367,0.0,3.596,876.522,-0.103,0.026,20.768,3.01,0,0,7.508,0.59,16.373,11,11,3.846,18.67,0.311,1.618,3.146,3.146,2.03,0,0,0,0.037,3.59,1.548,0.584,0,11,97.077,0.0,0.0,10.793,0,5
6.0,0.083,0.031,0.87,0.0,0.813,0.814,0.789,0.829,0.798,1.378,1.223,1.72,1.888,0.875,0.774,3.667,114.225,1.818,3.787,154.0,1.114,0.95,0.745,0.318,0.103,5.357,2.116,0.243,0.293,3.638,217.772,-0.016,0.02,10.192,3.699,2,12,7.585,0.607,16.72,6,6,3.89,19.135,0.238,0.78,3.23,3.23,2.077,2,2,12,0.03,3.644,1.524,0.476,2,6,52.951,0.936,363.33,11.07,2,3
