pXC50,Eig03_EA,SM11_AEA.bo.,Eig03_EA.bo.,SM13_AEA.ri.,RDSQ,Eig06_AEA.bo.,X2,ZM2V,ZM2Per,ATS1m,ATS5m,ZM2MulPer,Eig08_AEA.dm.,SM03_AEA.bo.,ZM2Kup,Psi_e_1,Eig05_AEA.dm.,Eta_epsi,MW,ZM1Per,Eig03_AEA.ri.,Eig13_AEA.bo.,Eig13_AEA.ed.,GGI5,Eig07_AEA.bo.,ZM1MulPer,ATSC6p,Eig08_EA.bo.,MPC01,MWC01,nBO,SRW02,ZM1V,ZM2Mad,SpAD_AEA.ed.,Dz,GGI10,Eig07_EA,SM15_AEA.bo.,XMOD,ATS8m,ATS4m,X3sol,piPC02,SM02_EA.bo.,SRW04,SpAD_EA.ed.,Eig07_AEA.ri.,ATSC4i,ATS2m,Eig15_AEA.ed.,SpMax4_Bh.m.,P_VSA_LogP_5,Eig08_EA.ed.,SM03_AEA.ri.,GMTIV,SM08_AEA.bo.,Eig06_AEA.ed.,SpMax4_Bh.p.,SpMax4_Bh.v.,IC3,Eig07_EA.bo.,ATSC5p,GMTI,SpAD_EA.bo.,S1K,Pol,X5v
7.824,2.49,2.49,2.755,2.755,160.287,2.529,9.518,259.0,403.63,3.376,3.408,276.204,1.088,5.718,277.271,3.441,2.435,25.6,303.44,384.68,3.482,0.583,2.0,0.514,2.5,284.527,7.58,1.433,3.219,3.219,24,3.892,268.0,139.355,35.893,47.5,0.07,1.271,1.271,67.098,2.972,3.443,7.594,3.795,4.477,5.176,95.276,2.209,1.192,3.719,1.866,3.189,30.429,2.275,2.275,11949.0,12.201,4.128,3.157,3.153,4.57,1.5,7.864,5805.0,40.567,15.666,28,2.25
4.268,1.878,1.878,2.265,2.265,84.248,1.425,6.288,184.0,290.97,2.862,2.486,197.368,0.292,5.451,198.178,2.403,1.349,15.867,185.2,297.2,2.885,-0.885,1.0,0.222,0.495,237.857,0.84,-1.267,2.708,2.708,14,3.367,214.0,101.918,24.619,30.5,0.0,-0.602,-0.602,38.35,0.007,3.129,5.203,3.332,4.007,4.86,76.332,0.365,0.511,3.302,0.0,2.645,0.0,-2.0,-2.0,3599.0,12.692,3.32,2.538,2.527,4.252,-0.604,2.316,843.0,24.637,8.815,19,1.509
6.738,2.857,2.857,3.224,3.224,196.265,2.979,11.876,403.0,654.25,3.504,3.679,432.999,1.522,6.034,451.09,4.58,2.548,28.343,351.35,650.14,3.812,0.865,2.445,0.785,2.893,504.219,7.237,1.5,3.332,3.332,27,4.007,466.0,171.085,41.445,58.0,0.16,1.472,1.472,75.772,3.33,3.733,7.947,4.111,4.796,5.352,119.004,2.454,1.309,3.989,2.0,3.433,81.68,3.457,3.457,30285.0,12.795,4.757,3.09,3.117,4.491,1.961,8.106,7746.0,50.368,17.623,34,1.715
7.523,2.605,2.605,3.214,3.214,167.59,2.899,9.858,334.0,522.5,3.411,3.537,356.65,1.502,5.912,349.013,3.514,2.492,23.633,319.78,522.59,3.54,0.726,2.0,0.75,2.818,401.265,6.814,1.5,3.219,3.219,24,3.892,372.0,160.039,37.568,48.333,0.119,1.414,1.414,69.159,2.967,3.595,7.717,4.043,4.727,5.22,103.746,2.318,1.043,3.816,2.0,3.302,33.178,3.435,3.435,18052.0,12.656,4.368,3.078,3.073,4.682,1.942,6.85,5273.0,45.885,15.167,32,1.748
7.155,2.497,2.497,3.184,3.184,168.308,2.97,9.89,334.0,521.78,3.365,3.459,356.453,1.362,5.912,365.484,3.601,2.498,24.062,303.33,522.53,3.471,0.794,2.0,0.667,2.721,401.191,6.435,1.5,3.219,3.219,24,3.892,372.0,150.103,37.586,49.5,0.126,1.315,1.315,66.85,2.921,3.622,7.128,4.043,4.727,5.22,103.936,2.277,1.328,3.754,2.0,3.096,38.799,3.17,3.17,17716.0,12.661,4.704,3.073,3.068,4.682,1.811,6.698,5213.0,45.942,14.83,32,1.611
6.932,2.477,2.477,2.743,2.743,159.121,2.51,9.226,252.0,392.04,3.376,3.405,268.459,1.105,5.678,269.362,3.422,2.086,25.6,303.44,379.5,3.467,0.574,2.0,0.361,2.5,281.721,7.55,1.436,3.219,3.219,24,3.892,266.0,135.801,35.187,47.5,0.074,1.414,1.414,67.827,2.967,3.45,7.599,3.773,4.454,5.153,91.235,2.31,1.186,3.691,1.866,3.189,30.429,2.275,2.275,12028.0,12.118,3.639,3.157,3.153,4.586,1.5,7.944,5854.0,40.052,15.666,29,2.337
7.456,2.453,2.453,3.16,3.16,157.429,2.862,9.256,300.0,468.18,3.311,3.41,319.803,1.162,5.851,322.15,3.352,2.323,22.548,285.34,451.16,3.433,0.628,2.0,0.556,2.646,339.033,6.406,1.5,3.178,3.178,23,3.85,316.0,140.193,35.727,46.0,0.101,1.296,1.296,63.621,2.822,3.51,7.128,3.989,4.673,5.165,97.505,2.25,1.141,3.681,1.884,3.076,29.678,2.778,2.778,13489.0,12.568,4.136,3.073,3.065,4.628,1.694,6.68,4618.0,44.04,13.934,30,1.599
6.553,2.446,2.446,3.172,3.172,156.473,2.882,9.362,299.0,464.84,3.311,3.402,319.009,1.127,5.851,321.15,3.334,2.489,22.548,285.34,450.56,3.422,0.664,2.0,0.639,2.612,339.203,6.426,1.5,3.178,3.178,23,3.85,316.0,138.611,35.543,46.0,0.094,1.253,1.253,63.52,2.791,3.46,7.128,3.989,4.673,5.165,97.078,2.204,1.07,3.681,1.883,3.084,29.678,2.52,2.52,13889.0,12.523,4.251,3.073,3.066,4.682,1.653,6.644,4682.0,44.046,13.934,29,1.599
6.848,2.388,2.388,3.13,3.13,145.55,2.669,8.729,265.0,411.29,3.255,3.292,282.362,1.0,5.785,277.817,3.104,2.02,21.033,267.35,379.19,3.375,0.5,2.0,0.528,2.5,277.045,6.359,1.5,3.135,3.135,22,3.807,260.0,128.701,33.478,42.5,0.065,1.118,1.118,60.291,2.695,3.357,7.128,3.932,4.615,5.106,90.726,2.096,0.986,3.603,1.555,3.076,20.557,2.275,2.275,10302.0,12.416,4.119,3.073,3.065,4.304,1.5,6.587,4163.0,42.21,13.042,27,1.579
7.056,2.56,2.56,2.859,2.859,173.121,2.748,10.047,285.0,444.99,3.424,3.554,303.65,1.183,5.778,306.645,3.601,2.469,27.0,318.46,418.46,3.525,0.67,2.0,0.604,2.5,308.364,7.913,1.437,3.258,3.258,25,3.932,290.0,149.519,38.005,50.0,0.107,1.271,1.271,69.925,3.038,3.593,8.046,3.839,4.522,5.231,102.599,2.209,1.285,3.787,1.943,3.287,34.233,2.48,2.48,13270.0,12.302,4.198,3.285,3.274,4.655,1.5,8.608,6292.0,42.471,16.568,31,2.332
5.0,2.477,2.477,3.117,3.117,159.121,2.635,9.226,298.0,461.74,3.368,3.382,319.236,1.108,5.791,317.475,3.352,2.086,23.9,298.37,448.05,3.46,0.732,2.0,0.361,2.5,333.463,6.299,1.5,3.219,3.219,24,3.892,314.0,137.3,35.187,48.0,0.074,1.414,1.414,68.327,2.925,3.417,7.599,3.951,4.635,5.153,91.235,2.309,0.981,3.667,1.866,3.158,51.709,2.275,2.275,15963.0,12.292,3.639,3.089,3.097,4.803,1.5,6.456,5854.0,44.22,14.855,29,1.574
5.0,2.44,2.44,2.794,2.794,152.789,2.507,9.176,275.0,429.69,3.353,3.396,292.743,1.2,5.695,297.817,3.288,2.448,24.467,291.38,420.0,3.405,0.5,2.0,0.348,2.5,313.345,7.361,1.404,3.178,3.178,23,3.85,296.0,138.345,34.437,46.5,0.077,1.259,1.259,65.006,2.832,3.419,7.278,3.773,4.454,5.142,92.706,2.19,0.999,3.704,1.635,3.097,30.429,2.275,2.275,12548.0,12.199,4.126,3.058,3.057,4.517,1.473,7.152,4938.0,39.28,14.668,27,1.749
8.301,2.56,2.56,2.859,2.859,173.121,2.748,10.047,271.0,421.87,3.415,3.541,288.054,1.183,5.778,290.181,3.604,2.469,26.9,317.47,396.02,3.541,0.67,2.0,0.604,2.5,291.085,9.643,1.437,3.258,3.258,25,3.932,274.0,147.687,38.005,49.5,0.107,1.271,1.271,69.47,3.045,3.584,8.046,3.839,4.522,5.231,102.599,2.21,1.34,3.777,1.943,3.287,30.429,2.48,2.48,12714.0,12.302,4.198,3.285,3.274,4.543,1.5,9.99,6292.0,42.471,16.631,31,2.446
5.359,2.388,2.388,3.13,3.13,145.55,2.669,8.729,289.0,449.21,3.274,3.306,310.291,1.0,5.785,306.042,3.087,2.02,21.233,269.33,422.07,3.37,0.5,2.0,0.528,2.5,311.791,5.096,1.5,3.135,3.135,22,3.807,292.0,131.698,33.478,43.5,0.065,1.118,1.118,61.291,2.714,3.369,7.128,3.932,4.615,5.106,90.726,2.068,0.929,3.614,1.555,3.068,47.27,2.275,2.275,11862.0,12.416,4.119,3.038,3.036,4.479,1.5,5.329,4163.0,42.21,12.918,27,1.43
8.102,2.56,2.56,2.859,2.859,173.121,2.748,10.047,271.0,421.87,3.415,3.541,288.054,1.183,5.778,290.181,3.604,2.469,26.9,317.47,396.02,3.541,0.67,2.0,0.604,2.5,291.085,9.643,1.437,3.258,3.258,25,3.932,274.0,147.687,38.005,49.5,0.107,1.271,1.271,69.47,3.045,3.584,8.046,3.839,4.522,5.231,102.599,2.21,1.34,3.777,1.943,3.287,30.429,2.48,2.48,12714.0,12.302,4.198,3.285,3.274,4.543,1.5,9.99,6292.0,42.471,16.631,31,2.446
6.42,2.932,2.932,3.229,3.229,210.275,3.135,12.415,452.0,733.87,3.555,3.797,485.917,1.924,6.086,511.888,5.044,2.557,29.957,370.33,744.49,3.842,0.899,2.602,0.979,2.97,583.452,6.412,1.812,3.367,3.367,28,4.043,538.0,184.576,43.604,62.0,0.196,1.747,1.747,79.557,3.42,3.89,7.947,4.159,4.844,5.398,125.8,2.683,1.436,4.049,2.0,3.444,99.42,3.549,3.549,35856.0,12.904,4.847,3.075,3.112,4.984,1.971,7.112,8289.0,52.241,18.466,37,1.61
5.469,2.605,2.605,3.214,3.214,167.59,2.899,9.858,348.0,544.88,3.373,3.466,371.987,1.501,5.912,381.948,3.604,2.492,24.162,304.32,544.95,3.548,0.726,2.0,0.75,2.818,418.445,5.487,1.5,3.219,3.219,24,3.892,388.0,153.022,37.568,50.0,0.119,1.414,1.414,67.304,2.891,3.521,7.128,4.043,4.727,5.22,103.746,2.352,1.093,3.762,2.0,3.096,47.417,3.435,3.435,18720.0,12.656,4.368,3.053,3.054,4.871,1.942,5.57,5273.0,45.885,14.768,32,1.495
5.745,2.605,2.605,3.214,3.214,167.59,2.899,9.858,348.0,544.1,3.373,3.471,371.784,1.501,5.912,381.948,3.603,2.492,24.162,304.32,544.87,3.548,0.726,2.0,0.75,2.818,418.347,5.242,1.5,3.219,3.219,24,3.892,388.0,152.883,37.568,50.0,0.119,1.414,1.414,67.304,2.885,3.525,7.128,4.043,4.727,5.22,103.746,2.352,1.09,3.762,2.0,3.1,47.417,3.435,3.435,18732.0,12.656,4.368,3.071,3.068,4.816,1.942,5.457,5273.0,45.885,14.768,32,1.495
5.197,2.492,2.492,3.163,3.163,188.797,2.972,10.668,300.0,469.89,3.434,3.698,324.015,1.491,5.941,314.225,3.665,2.491,26.333,324.46,433.32,3.475,0.868,2.288,0.785,2.774,318.147,10.377,1.687,3.296,3.296,26,3.97,298.0,153.699,40.153,51.0,0.134,1.386,1.386,71.899,3.037,3.698,8.159,4.06,4.745,5.283,109.3,2.375,1.398,3.777,2.0,3.386,26.867,3.144,3.144,14954.0,12.629,4.533,3.315,3.32,4.558,1.85,9.611,6455.0,48.395,16.844,34,2.039
6.582,2.49,2.49,3.186,3.186,160.287,2.917,9.518,293.0,454.81,3.359,3.384,313.341,1.091,5.827,311.271,3.38,2.482,23.8,297.38,431.83,3.482,0.729,2.0,0.514,2.5,319.03,6.669,1.5,3.219,3.219,24,3.892,300.0,139.355,35.893,47.5,0.07,1.271,1.271,67.098,2.929,3.407,7.594,3.97,4.654,5.176,95.276,2.209,1.027,3.691,1.866,3.163,33.614,2.275,2.275,14844.0,12.362,4.128,3.106,3.111,4.54,1.5,6.766,5805.0,44.733,14.917,28,1.56
6.416,2.559,2.559,2.87,2.87,212.332,2.592,11.41,312.0,490.54,3.563,3.691,332.366,1.572,5.928,334.817,4.198,2.442,30.367,359.51,466.9,3.527,1.212,3.133,0.636,2.528,344.636,9.16,1.5,3.401,3.401,29,4.078,326.0,176.176,44.091,56.5,0.078,1.496,1.496,80.166,3.348,3.759,9.479,3.961,4.644,5.389,120.55,2.435,1.564,3.935,2.376,3.412,30.429,3.145,3.145,19336.0,12.656,4.322,3.256,3.286,4.663,1.518,9.995,9534.0,48.07,18.12,37,3.123
5.0,2.56,2.56,2.859,2.859,173.121,2.748,10.047,255.0,398.67,3.413,3.534,274.048,1.152,5.778,269.93,3.574,2.463,26.833,316.49,372.98,3.545,0.67,2.0,0.604,2.5,274.74,10.195,1.437,3.258,3.258,25,3.932,258.0,146.365,38.005,49.0,0.107,1.271,1.271,69.313,3.01,3.579,8.046,3.839,4.522,5.231,102.599,2.213,1.467,3.762,1.943,3.295,20.495,2.48,2.48,12162.0,12.302,4.198,3.263,3.26,4.515,1.5,10.45,6292.0,42.471,16.631,31,2.569
5.0,2.469,2.469,2.948,2.948,165.94,2.597,9.588,255.0,398.85,3.374,3.503,271.62,1.077,5.757,270.282,3.434,2.39,25.533,302.46,368.98,3.442,0.5,2.0,0.528,2.5,269.806,9.584,1.415,3.219,3.219,24,3.892,254.0,143.532,36.976,47.0,0.077,1.26,1.26,66.33,2.913,3.569,7.948,3.818,4.5,5.198,100.253,2.201,1.381,3.734,1.866,3.246,20.495,2.275,2.275,10687.0,12.345,4.138,3.272,3.256,4.595,1.5,10.406,5357.0,41.103,15.666,31,2.316
7.119,2.442,2.442,3.179,3.179,155.85,2.892,9.35,299.0,464.55,3.36,3.393,318.872,1.0,5.851,304.68,3.268,2.492,22.119,301.79,450.54,3.408,0.5,2.0,0.639,2.5,339.138,6.642,1.5,3.178,3.178,23,3.85,316.0,145.459,35.547,44.833,0.089,1.227,1.227,65.829,2.899,3.467,7.827,3.989,4.673,5.165,97.09,2.167,0.974,3.748,1.884,3.303,24.057,2.275,2.275,14289.0,12.521,4.315,3.085,3.074,4.378,1.5,6.694,4746.0,44.042,14.27,29,1.734
6.561,2.476,2.476,3.177,3.177,166.277,2.916,9.531,301.0,469.07,3.359,3.47,323.037,1.142,5.871,318.362,3.378,2.488,23.8,297.38,439.56,3.448,0.71,2.0,0.702,2.616,323.411,7.323,1.5,3.219,3.219,24,3.892,304.0,143.358,36.838,47.5,0.094,1.263,1.263,66.997,2.877,3.525,7.879,4.007,4.691,5.198,99.968,2.214,1.086,3.702,1.883,3.116,36.8,2.54,2.54,13964.0,12.545,4.303,3.083,3.08,4.766,1.658,7.869,5293.0,45.218,14.917,31,1.707
7.276,2.48,2.48,3.187,3.187,165.194,2.915,9.52,301.0,468.79,3.359,3.397,322.9,1.025,5.871,318.362,3.376,2.492,23.8,297.38,439.54,3.448,0.746,2.0,0.702,2.5,323.346,7.112,1.5,3.219,3.219,24,3.892,304.0,143.358,36.846,47.5,0.089,1.235,1.235,66.997,2.941,3.491,7.947,4.007,4.691,5.198,99.998,2.175,1.086,3.702,2.0,3.135,36.8,2.275,2.275,14364.0,12.543,4.352,3.092,3.092,4.491,1.5,7.897,5421.0,45.237,14.917,31,1.672
7.656,2.56,2.56,2.859,2.859,173.121,2.748,10.047,271.0,421.87,3.415,3.541,288.054,1.183,5.778,290.181,3.604,2.469,26.9,317.47,396.02,3.541,0.67,2.0,0.604,2.5,291.085,9.643,1.437,3.258,3.258,25,3.932,274.0,147.687,38.005,49.5,0.107,1.271,1.271,69.47,3.045,3.584,8.046,3.839,4.522,5.231,102.599,2.21,1.34,3.777,1.943,3.287,30.429,2.48,2.48,12714.0,12.302,4.198,3.285,3.274,4.543,1.5,9.99,6292.0,42.471,16.631,31,2.446
7.585,2.471,2.471,3.162,3.162,177.619,2.938,9.828,310.0,483.38,3.399,3.611,329.25,1.272,5.89,328.271,3.53,2.369,25.1,311.41,447.62,3.45,0.856,2.0,0.646,2.65,326.825,9.203,1.5,3.258,3.258,25,3.932,308.0,149.023,38.487,49.5,0.118,1.299,1.299,69.891,2.966,3.646,8.044,4.025,4.71,5.231,103.111,2.256,1.126,3.742,2.0,3.265,36.8,2.78,2.78,14605.0,12.596,4.153,3.257,3.245,4.817,1.699,8.721,5808.0,46.53,15.879,33,1.824
5.0,1.972,1.972,2.739,2.739,89.342,2.598,6.219,206.0,311.17,2.918,2.63,220.275,0.059,5.585,210.93,2.149,1.27,14.3,194.25,285.89,2.967,-0.186,1.053,0.181,2.5,206.567,1.89,-0.464,2.833,2.833,16,3.497,194.0,82.331,23.039,31.0,0.0,0.603,0.603,44.968,2.158,2.71,4.753,3.761,4.443,4.727,57.96,1.586,0.475,3.157,0.439,2.915,26.794,-0.822,-0.822,4622.0,12.217,3.247,2.967,2.945,4.214,1.128,2.443,1796.0,33.239,9.426,17,0.723
6.627,2.44,2.44,2.794,2.794,152.789,2.507,9.176,259.0,403.37,3.336,3.393,275.127,1.0,5.695,278.181,3.303,2.319,24.3,289.41,380.64,3.414,0.5,2.0,0.348,2.5,280.36,7.698,1.404,3.178,3.178,23,3.85,264.0,135.687,34.437,45.5,0.077,1.259,1.259,64.006,2.831,3.411,7.278,3.773,4.454,5.142,92.706,2.198,1.084,3.693,1.635,3.116,30.429,2.275,2.275,10540.0,12.199,4.126,3.078,3.078,4.453,1.473,7.442,4938.0,39.28,14.705,27,2.093
6.801,2.446,2.446,3.172,3.172,156.473,2.882,9.362,299.0,464.84,3.36,3.493,319.009,1.127,5.851,304.68,3.271,2.49,22.119,301.79,450.56,3.413,0.664,2.0,0.639,2.612,339.203,6.783,1.5,3.178,3.178,23,3.85,316.0,145.459,35.543,44.833,0.094,1.253,1.253,65.829,2.872,3.546,7.717,3.989,4.673,5.165,97.078,2.2,0.973,3.748,1.883,3.299,24.057,2.52,2.52,13889.0,12.523,4.251,3.079,3.069,4.682,1.653,6.831,4682.0,44.046,14.27,29,1.734
5.0,2.159,2.159,2.897,2.897,97.037,2.5,6.376,222.0,336.22,2.993,2.7,237.25,0.612,5.611,228.338,2.278,1.022,15.7,209.27,309.11,3.109,-0.076,1.041,0.299,2.5,223.303,2.794,0.527,2.89,2.89,17,3.555,210.0,88.996,24.561,33.5,0.021,0.775,0.775,48.754,2.295,2.81,5.252,3.784,4.466,4.779,60.882,1.74,0.534,3.223,0.586,2.966,24.466,0.685,0.685,5853.0,12.243,3.247,2.952,2.944,3.958,1.286,2.803,2197.0,34.428,10.352,19,0.749
7.125,2.532,2.532,2.85,2.85,171.95,2.629,9.755,264.0,410.28,3.415,3.539,280.31,1.188,5.741,282.271,3.585,2.091,26.9,317.47,390.84,3.506,0.666,2.0,0.451,2.5,288.279,9.615,1.438,3.258,3.258,25,3.932,272.0,144.133,37.227,49.5,0.091,1.414,1.414,70.199,3.041,3.591,8.051,3.818,4.5,5.209,98.263,2.31,1.334,3.751,1.943,3.287,30.429,2.482,2.482,12795.0,12.227,4.119,3.285,3.274,4.679,1.5,10.068,6343.0,41.824,16.631,32,2.533
6.229,2.479,2.479,2.745,2.745,149.437,2.5,8.872,248.0,386.4,3.336,3.352,264.302,1.088,5.653,265.362,3.274,2.084,24.3,289.41,373.74,3.47,0.5,2.0,0.403,2.497,277.559,6.857,1.151,3.178,3.178,23,3.85,262.0,131.856,33.936,45.5,0.067,1.109,1.109,64.827,2.885,3.352,7.349,3.75,4.431,5.118,88.637,2.028,1.081,3.657,1.57,3.175,30.429,2.275,2.275,11132.0,12.123,3.638,3.145,3.139,4.471,1.451,7.385,5190.0,38.796,14.705,26,2.082
7.495,2.932,2.932,3.229,3.229,210.275,3.135,12.415,438.0,711.47,3.548,3.795,470.579,1.924,6.086,495.423,5.025,2.557,29.857,369.34,722.13,3.844,0.899,2.602,0.979,2.97,566.272,7.342,1.812,3.367,3.367,28,4.043,522.0,182.577,43.604,61.5,0.196,1.747,1.747,79.103,3.399,3.88,7.947,4.159,4.844,5.398,125.8,2.692,1.497,4.043,2.0,3.444,90.801,3.549,3.549,34824.0,12.904,4.847,3.09,3.118,4.766,1.971,8.214,8289.0,52.241,18.529,37,1.731
7.553,2.453,2.453,3.16,3.16,157.429,2.862,9.256,300.0,468.18,3.36,3.507,319.803,1.162,5.851,305.68,3.276,2.331,22.119,301.79,451.16,3.427,0.628,2.0,0.556,2.646,339.033,6.716,1.5,3.178,3.178,23,3.85,316.0,148.411,35.727,44.833,0.101,1.296,1.296,65.93,2.925,3.632,7.953,3.989,4.673,5.165,97.505,2.248,0.961,3.748,1.884,3.292,24.057,2.778,2.778,13489.0,12.568,4.136,3.074,3.065,4.628,1.694,6.971,4618.0,44.04,14.27,30,1.74
5.32,2.388,2.388,3.13,3.13,145.55,2.669,8.729,277.0,429.41,3.265,3.301,295.707,1.0,5.785,291.93,3.095,2.02,21.133,268.34,400.55,3.373,0.5,2.0,0.528,2.5,294.154,5.81,1.5,3.135,3.135,22,3.807,276.0,130.033,33.478,43.0,0.065,1.118,1.118,60.791,2.7,3.359,7.128,3.932,4.615,5.106,90.726,2.069,0.949,3.608,1.555,3.068,38.651,2.275,2.275,11178.0,12.416,4.119,3.045,3.041,4.482,1.5,6.307,4163.0,42.21,12.98,27,1.498
7.013,2.491,2.491,3.188,3.188,174.125,2.924,9.9,309.0,479.97,3.399,3.477,328.395,1.334,5.89,327.271,3.525,2.493,25.1,311.41,447.02,3.455,0.851,2.0,0.729,2.5,326.955,8.152,1.5,3.258,3.258,25,3.932,308.0,147.691,38.323,49.5,0.102,1.247,1.247,69.79,3.046,3.553,8.067,4.025,4.71,5.231,102.643,2.184,1.122,3.742,2.0,3.272,36.8,2.275,2.275,15605.0,12.548,4.358,3.26,3.25,4.607,1.5,8.518,6192.0,46.53,15.879,32,1.748
7.387,2.468,2.468,3.162,3.162,167.87,2.917,9.447,302.0,472.19,3.359,3.516,323.754,1.167,5.871,319.362,3.382,2.328,23.8,297.38,440.14,3.447,0.729,2.0,0.618,2.649,323.217,8.065,1.5,3.219,3.219,24,3.892,304.0,144.691,37.03,47.5,0.118,1.298,1.298,67.098,2.877,3.59,7.909,4.007,4.691,5.198,100.469,2.254,1.09,3.702,2.0,3.077,36.8,2.779,2.779,13564.0,12.591,4.147,3.074,3.065,4.717,1.697,8.08,5165.0,45.237,14.917,32,1.737
6.225,2.605,2.605,3.214,3.214,167.59,2.899,9.858,348.0,544.88,3.419,3.558,371.987,1.502,5.912,365.478,3.514,2.492,23.733,320.77,544.95,3.531,0.726,2.0,0.75,2.818,418.445,5.831,1.5,3.219,3.219,24,3.892,388.0,162.037,37.568,48.833,0.119,1.414,1.414,69.614,2.964,3.602,7.717,4.043,4.727,5.22,103.746,2.318,1.005,3.824,2.0,3.302,41.797,3.435,3.435,18720.0,12.656,4.368,3.06,3.057,4.927,1.942,5.727,5273.0,45.885,15.104,32,1.619
5.514,2.551,2.551,3.191,3.191,184.484,2.973,10.741,299.0,467.41,3.434,3.547,323.375,1.481,5.941,313.225,3.665,2.494,26.333,324.46,432.8,3.529,0.862,2.272,0.757,2.829,318.374,9.091,1.5,3.296,3.296,26,3.97,298.0,152.699,39.969,51.0,0.131,1.45,1.45,71.798,3.147,3.619,8.174,4.06,4.745,5.283,108.815,2.438,1.374,3.777,2.0,3.384,26.867,3.447,3.447,15954.0,12.583,4.499,3.316,3.321,4.288,1.903,9.072,6967.0,48.393,16.844,33,1.921
5.122,2.388,2.388,3.13,3.13,145.55,2.669,8.729,277.0,429.85,3.265,3.299,296.003,1.0,5.785,291.93,3.096,2.02,21.133,268.34,400.59,3.372,0.5,2.0,0.528,2.5,294.285,5.729,1.5,3.135,3.135,22,3.807,276.0,130.199,33.478,43.0,0.065,1.118,1.118,60.791,2.704,3.362,7.128,3.932,4.615,5.106,90.726,2.085,0.957,3.608,1.555,3.072,38.651,2.275,2.275,11078.0,12.416,4.119,3.062,3.055,4.628,1.5,5.962,4163.0,42.21,12.98,27,1.498
5.0,2.557,2.557,2.941,2.941,131.551,2.294,8.363,253.0,399.17,3.161,3.601,270.173,0.651,5.74,272.857,3.273,2.39,22.033,256.29,406.3,3.56,0.0,1.675,1.032,2.139,322.631,4.534,-0.169,2.996,2.996,19,3.664,292.0,134.993,33.047,42.0,0.0,1.0,1.0,53.411,2.054,3.616,6.404,3.611,4.29,5.069,96.582,2.006,0.801,3.563,1.195,3.115,0.0,-0.48,-0.48,8262.0,12.971,4.327,2.918,2.95,4.712,1.107,5.327,2115.0,32.666,13.305,28,1.973
5.0,2.581,2.581,3.498,3.498,210.65,3.1,11.494,417.0,649.78,3.6,3.889,446.731,1.542,6.085,431.257,4.034,2.471,27.748,371.48,611.74,3.509,1.114,2.536,0.861,2.902,455.446,7.989,1.75,3.367,3.367,28,4.043,424.0,190.91,43.69,57.0,0.115,1.55,1.55,82.945,3.608,3.982,9.498,4.238,4.924,5.361,119.148,2.47,1.325,3.974,2.185,3.419,26.939,3.165,3.165,25025.0,12.844,4.611,3.394,3.382,4.772,1.979,7.592,7981.0,55.245,18.403,38,1.85
5.163,1.211,1.211,1.414,1.414,40.311,0.433,4.192,127.0,190.22,2.513,2.353,137.476,-0.815,4.787,140.967,1.469,0.467,13.167,147.15,236.6,2.21,0.0,0.0,0.222,0.0,202.056,0.429,-1.749,2.303,2.303,9,2.944,180.0,47.09,13.245,24.5,0.0,-1.0,-1.0,29.818,0.007,2.378,2.337,2.773,3.434,4.143,31.71,-0.095,0.207,2.804,0.0,2.481,0.0,-3.972,-3.972,2409.0,11.196,1.288,2.259,2.305,3.827,-1.414,1.042,373.0,14.869,9.234,9,0.195
5.0,2.811,2.811,3.748,3.748,242.76,3.28,12.323,447.0,701.33,3.576,3.834,475.696,1.768,6.223,483.988,4.481,2.641,28.895,368.42,649.52,3.775,1.345,2.855,1.046,3.076,482.568,7.795,2.001,3.434,3.434,30,4.111,448.0,202.704,49.492,60.0,0.18,1.724,1.724,81.471,3.502,4.045,9.909,4.36,5.047,5.485,143.134,2.723,1.795,3.993,2.359,3.452,35.089,4.015,4.015,26710.0,13.208,5.006,3.426,3.421,4.908,2.202,8.596,8618.0,60.521,17.663,47,2.19
7.56,2.867,2.867,3.583,3.583,325.86,3.582,15.144,447.0,698.12,3.766,4.083,474.543,2.307,6.391,462.758,5.566,2.687,35.867,454.6,635.29,3.859,2.478,3.467,1.327,3.391,464.545,14.984,2.258,3.664,3.664,38,4.344,434.0,233.634,59.677,72.0,0.185,2.057,2.057,101.153,3.872,4.209,13.388,4.516,5.204,5.694,172.091,3.046,1.957,4.157,3.26,3.706,41.728,5.123,5.123,43601.0,13.286,5.337,3.719,3.713,5.139,2.671,16.637,18426.0,73.725,22.714,57,3.661
6.2,2.962,2.962,3.404,3.404,244.663,3.179,13.097,437.0,705.2,3.665,4.089,466.075,1.772,6.207,468.426,5.117,2.459,31.229,408.89,691.04,3.899,1.359,3.015,1.053,3.069,530.342,9.295,2.011,3.466,3.466,31,4.143,492.0,215.753,48.747,62.833,0.172,1.675,1.675,87.475,3.618,4.114,9.955,4.327,5.014,5.509,144.403,2.621,1.796,4.142,2.55,3.512,70.538,4.299,4.299,35839.0,13.204,5.042,3.338,3.344,4.887,2.189,10.639,10660.0,59.851,19.384,46,2.965
