pXC50,nC,SCBO,nCL,RBN,nBO,Sp,Si,Se,MW,nCsp3,nF,nBT,nX,nHet,X.,nAT,Mi,nH,nSK,Sv,nCsp,nTB,N.,nBM,nCsp2,C.,RBF,nAB
5.4,21,39.0,1,2,31,32.75,53.641,48.898,401.87,6,0,51,1,7,2.1,48,1.118,20,28,31.691,0,0,2.1,14,15,43.8,0.039,12
6.469,20,42.0,2,4,32,31.398,48.676,44.593,435.28,2,2,46,4,9,9.3,43,1.132,14,29,30.91,0,0,9.3,19,18,46.5,0.087,18
7.046,22,42.5,0,4,30,30.188,46.662,42.556,358.39,0,1,45,1,5,2.4,42,1.111,15,27,29.543,0,0,4.8,24,22,52.4,0.089,23
8.511,29,51.0,3,4,40,45.705,71.349,63.974,540.95,9,0,68,3,7,4.7,64,1.115,28,36,42.637,0,0,4.7,20,20,45.3,0.059,18
5.959,16,32.5,0,3,23,23.216,37.12,33.563,281.31,0,1,35,1,5,3.0,33,1.125,12,21,22.796,0,0,9.1,18,16,48.5,0.086,17
8.301,24,48.5,0,4,36,36.148,60.457,54.327,451.49,3,3,56,3,9,5.7,53,1.141,20,33,35.713,0,0,9.4,24,21,45.3,0.071,23
7.699,25,50.0,4,4,40,43.296,67.542,60.953,566.35,8,0,64,4,11,6.7,60,1.126,24,36,40.948,0,0,10.0,19,17,41.7,0.063,18
5.785,23,42.5,0,6,33,36.796,63.608,56.069,407.54,7,1,59,1,7,1.8,56,1.136,26,30,35.0,0,0,8.9,18,16,41.1,0.102,17
8.222,20,40.0,3,2,30,31.375,45.443,41.789,418.72,1,0,44,3,7,7.3,41,1.108,14,27,29.949,0,0,7.3,19,19,48.8,0.045,18
8.699,19,41.0,3,3,31,31.625,47.024,43.109,434.73,2,0,45,3,9,7.1,42,1.12,14,28,30.465,0,0,11.9,19,17,45.2,0.067,18
4.398,24,51.0,1,9,38,41.046,65.849,58.832,557.9,6,1,61,3,11,5.2,58,1.135,23,35,39.148,1,1,13.8,23,17,41.4,0.148,22
7.509,23,44.5,0,5,32,34.148,52.286,47.291,403.51,2,1,50,1,6,2.1,47,1.112,18,29,32.564,0,0,6.4,24,21,48.9,0.1,23
5.699,21,40.5,0,4,31,33.273,56.777,50.301,379.48,5,1,53,1,7,2.0,50,1.136,22,28,31.946,0,0,10.0,18,16,42.0,0.075,17
6.811,20,39.5,0,7,30,33.37,55.409,49.603,400.52,5,1,51,1,8,2.0,49,1.131,21,28,31.827,0,0,8.2,18,15,40.8,0.137,17
7.553,20,38.0,0,8,31,36.876,67.763,58.861,398.58,10,0,61,0,9,0.0,59,1.149,30,29,34.681,0,0,13.6,13,10,33.9,0.131,12
7.301,28,52.0,0,10,42,47.614,84.218,73.839,516.72,12,0,78,0,10,0.0,74,1.138,36,38,44.976,0,0,10.8,19,16,37.8,0.128,18
6.796,30,55.0,0,7,42,46.841,78.806,69.752,508.68,7,0,74,0,8,0.0,70,1.126,32,38,44.406,0,0,8.6,25,23,42.9,0.095,24
5.072,21,41.5,0,9,32,35.586,60.033,53.814,430.55,6,1,55,1,9,1.9,53,1.133,23,30,34.068,0,0,7.5,18,15,39.6,0.164,17
6.699,20,37.5,0,4,28,30.569,50.524,44.803,332.44,4,0,48,0,5,0.0,45,1.123,20,25,29.015,0,0,8.9,18,16,44.4,0.083,17
7.032,29,52.5,0,6,40,44.836,75.308,66.65,481.65,8,0,71,0,7,0.0,67,1.124,31,36,42.385,0,0,7.5,24,21,43.3,0.085,23
7.678,26,47.5,0,4,35,38.091,61.355,54.571,408.54,5,0,59,0,5,0.0,55,1.116,24,31,36.068,0,0,7.3,24,21,47.3,0.068,23
5.301,28,51.0,0,7,38,43.625,73.182,64.541,466.64,5,0,68,0,7,0.0,65,1.126,30,35,41.165,0,0,9.2,25,23,43.1,0.103,24
7.959,25,53.5,1,4,40,38.977,63.48,57.792,511.95,5,2,60,3,11,5.4,56,1.134,20,36,38.587,0,0,8.9,24,20,44.6,0.067,21
7.481,26,53.5,2,4,40,41.722,66.16,59.974,524.44,6,0,63,2,10,3.4,59,1.121,23,36,40.174,0,0,8.5,24,20,44.1,0.063,21
5.417,17,34.0,0,4,26,24.881,40.456,37.0,312.32,3,1,39,1,6,2.8,36,1.124,13,23,24.731,0,0,5.6,14,14,47.2,0.103,12
5.0,21,39.0,1,2,31,32.75,53.641,48.898,401.87,6,0,51,1,7,2.1,48,1.118,20,28,31.691,0,0,2.1,14,15,43.8,0.039,12
8.131,26,48.5,0,6,37,39.796,66.608,59.069,443.57,7,1,63,1,7,1.7,59,1.129,26,33,38.0,0,0,8.5,23,19,44.1,0.095,23
8.432,25,49.5,2,5,36,38.597,59.116,53.109,462.41,4,0,57,2,7,3.8,53,1.115,21,32,36.503,0,0,9.4,27,21,47.2,0.088,27
9.0,23,46.5,0,3,34,33.381,54.543,49.341,422.44,2,3,51,3,8,6.3,48,1.136,17,31,33.165,0,0,8.3,24,21,47.9,0.059,23
8.222,26,51.0,0,8,39,42.324,72.474,64.087,471.62,8,0,68,0,9,0.0,64,1.132,29,35,40.374,0,0,10.9,23,18,40.6,0.118,22
7.357,17,31.5,0,5,24,28.233,49.86,44.24,315.41,5,0,45,0,6,0.0,44,1.133,21,23,26.95,0,0,6.8,13,12,38.6,0.111,11
6.319,19,42.0,3,3,31,30.438,40.872,38.611,452.73,0,1,40,4,9,10.8,37,1.105,9,28,29.466,0,0,8.1,17,19,51.4,0.075,12
6.726,18,36.5,0,4,27,29.392,47.369,42.509,356.46,3,1,44,1,7,2.4,42,1.128,17,25,28.058,0,0,9.5,18,15,42.9,0.091,17
7.097,24,49.0,2,7,38,40.852,64.21,58.236,534.48,5,1,60,3,11,5.3,57,1.126,22,35,39.03,0,0,8.8,20,19,42.1,0.117,18
5.745,20,38.0,0,2,27,26.972,41.037,37.345,316.35,0,1,40,1,4,2.7,37,1.109,13,24,26.302,0,0,5.4,20,20,54.1,0.05,18
6.903,24,50.5,0,5,38,40.904,69.236,61.574,482.64,8,1,65,1,10,1.6,61,1.135,27,34,38.923,0,0,9.8,23,16,39.3,0.077,21
6.42,22,45.0,1,3,33,34.313,50.973,46.32,420.95,2,0,50,1,7,2.2,46,1.108,17,29,32.503,0,0,8.7,23,20,47.8,0.06,22
6.0,21,39.5,1,3,28,30.551,42.689,38.942,409.72,0,0,42,2,4,5.1,39,1.095,14,25,28.583,0,0,5.1,23,21,53.8,0.071,23
7.076,24,46.0,0,8,35,36.938,62.113,55.738,434.51,5,1,58,1,8,1.8,55,1.129,23,32,35.881,0,0,7.3,20,19,43.6,0.138,18
4.476,20,45.0,2,5,32,31.495,47.294,43.189,427.29,1,1,45,3,9,7.1,42,1.126,13,29,30.801,1,1,14.3,23,18,47.6,0.111,22
6.27,19,31.0,0,3,24,28.012,47.199,41.778,297.4,6,1,44,1,3,2.4,42,1.124,20,22,26.388,0,0,2.4,13,13,45.2,0.068,12
7.097,25,49.0,3,7,37,39.568,60.107,55.094,516.83,3,0,57,3,9,5.6,54,1.113,20,34,37.959,0,0,5.6,21,22,46.3,0.123,18
8.215,24,52.5,0,5,37,38.682,61.65,55.411,458.59,3,0,59,0,9,0.0,55,1.121,22,33,36.959,0,0,10.9,29,21,43.6,0.085,27
8.398,27,47.5,2,7,39,46.171,78.106,68.512,513.57,14,0,73,2,8,2.9,69,1.132,34,35,42.685,0,0,8.7,17,13,39.1,0.096,17
9.398,24,49.0,0,7,36,38.25,64.355,57.545,444.54,4,0,60,0,9,0.0,57,1.129,24,33,37.014,0,0,10.5,24,20,42.1,0.117,22
6.987,32,62.0,0,7,48,50.421,86.739,77.276,603.71,8,3,80,3,12,3.9,76,1.141,32,44,49.104,0,0,9.2,26,24,42.1,0.088,24
5.301,23,44.0,1,8,34,39.176,66.92,59.309,455.01,6,0,61,1,9,1.7,59,1.134,27,32,37.18,0,0,10.2,19,17,39.0,0.131,18
6.951,19,38.5,3,2,29,30.375,44.443,40.789,406.71,3,0,43,3,7,7.5,40,1.111,14,26,28.949,0,0,7.5,18,16,47.5,0.047,17
6.133,21,38.5,0,6,29,32.478,55.405,49.309,367.46,5,1,51,1,6,2.0,49,1.131,22,27,31.145,0,0,6.1,18,16,42.9,0.118,17
8.796,20,39.5,0,5,29,31.699,50.575,45.065,366.5,4,1,48,1,6,2.2,45,1.124,19,26,29.87,0,0,8.9,21,16,44.4,0.104,21
8.155,19,41.0,0,4,29,29.296,47.275,42.356,344.41,1,0,45,0,7,0.0,42,1.126,16,26,28.477,0,0,14.3,23,18,45.2,0.089,22
8.824,20,41.5,0,3,31,29.682,48.788,43.945,366.4,5,2,47,2,7,4.7,43,1.135,16,27,29.255,0,0,9.3,21,15,46.5,0.064,21
8.097,18,38.5,0,3,28,28.336,43.875,39.778,401.26,3,1,42,2,7,5.1,39,1.125,14,25,27.37,0,0,10.3,21,15,46.2,0.071,21
5.2,22,45.5,0,4,33,31.955,50.113,45.691,384.42,1,0,49,0,7,0.0,45,1.114,16,29,31.391,0,0,8.9,24,21,48.9,0.082,23
7.886,21,43.0,0,5,31,32.819,54.106,48.123,372.47,3,0,51,0,7,0.0,48,1.127,20,28,31.531,0,0,12.5,23,18,43.8,0.098,22
7.745,19,37.0,1,3,26,27.443,40.93,36.931,319.81,0,0,40,1,4,2.7,37,1.106,14,23,26.053,0,0,8.1,22,19,51.4,0.075,22
6.444,19,37.5,0,5,29,30.512,52.362,46.418,353.44,6,1,49,1,7,2.2,46,1.138,20,26,29.42,0,0,10.9,17,13,41.3,0.102,17
7.076,25,47.0,0,9,37,42.637,75.178,65.745,460.65,9,0,69,0,9,0.0,66,1.139,32,34,40.208,0,0,12.1,19,16,37.9,0.13,18
7.409,20,43.5,2,5,32,34.199,55.329,50.207,448.34,4,0,51,2,10,4.1,49,1.129,19,30,33.121,0,0,10.2,20,16,40.8,0.098,17
5.292,23,46.0,0,6,33,35.796,53.206,48.367,435.58,2,1,51,1,7,2.1,48,1.108,18,30,33.751,0,0,6.3,25,21,47.9,0.118,24
8.523,20,42.0,3,3,32,33.387,50.439,45.993,448.76,3,0,48,3,9,6.7,45,1.121,16,29,31.992,0,0,11.1,19,17,44.4,0.063,18
7.143,19,38.5,1,4,28,30.858,46.764,41.993,368.92,3,0,45,1,6,2.4,42,1.113,17,25,28.788,0,0,9.5,21,16,45.2,0.089,21
8.301,29,57.0,0,8,44,47.239,81.854,72.694,545.68,9,1,76,1,11,1.4,72,1.137,32,40,45.526,0,0,9.7,24,20,40.3,0.105,22
6.699,32,59.0,0,9,46,51.273,88.055,78.174,568.74,9,0,82,0,10,0.0,78,1.129,36,42,48.89,0,0,7.7,25,23,41.0,0.11,24
8.602,25,50.5,0,5,37,37.762,62.406,55.589,444.53,4,2,59,2,8,3.6,55,1.135,22,33,36.636,0,0,10.9,27,21,45.5,0.085,27
6.959,20,40.0,2,3,30,32.165,46.419,42.542,416.35,2,0,45,2,7,4.8,42,1.105,15,27,30.309,0,0,7.1,19,18,47.6,0.067,18
5.0,31,59.5,0,11,46,52.046,85.527,76.41,607.84,10,1,80,1,11,1.3,76,1.125,34,42,48.911,0,0,6.6,25,21,40.8,0.138,23
4.796,21,38.5,0,5,29,31.779,52.651,46.912,347.45,6,0,50,0,5,0.0,47,1.12,21,26,30.235,0,0,6.4,18,15,44.7,0.1,17
7.444,30,55.0,0,9,43,48.267,83.557,74.072,529.7,10,0,78,0,9,0.0,74,1.129,35,39,45.868,0,0,6.8,23,20,40.5,0.115,22
8.004,26,50.5,0,5,37,38.517,63.323,56.37,443.54,4,2,60,2,7,3.6,56,1.131,23,33,37.142,0,0,8.9,27,22,46.4,0.083,27
7.638,34,66.0,0,8,50,53.0,89.269,79.578,607.75,8,1,84,1,11,1.3,79,1.13,34,45,51.053,0,0,8.9,30,26,43.0,0.095,28
5.0,16,34.5,2,4,27,28.983,47.705,42.996,382.28,5,0,44,2,9,4.8,42,1.136,17,25,27.879,0,0,11.9,13,11,38.1,0.091,11
7.046,30,57.5,0,8,44,47.324,77.488,69.792,560.7,7,1,73,1,10,1.4,69,1.123,29,40,45.364,0,0,5.8,25,23,43.5,0.11,23
6.735,16,32.5,0,5,24,25.625,40.455,36.523,315.4,2,1,38,1,6,2.8,36,1.124,14,22,24.51,0,0,8.3,17,14,44.4,0.132,17
4.0,11,38.0,0,5,26,22.602,33.877,32.4,366.37,0,0,32,0,13,0.0,30,1.129,6,24,23.077,0,0,20.0,20,11,36.7,0.156,16
5.745,43,86.0,0,11,66,69.859,117.811,105.116,822.04,13,2,111,2,16,1.9,104,1.133,45,59,67.015,0,0,8.7,37,30,41.3,0.099,34
4.238,17,39.5,0,3,28,27.54,45.358,40.574,333.39,2,0,43,0,8,0.0,40,1.134,15,25,26.972,0,0,17.5,22,15,42.5,0.07,21
5.0,32,61.5,2,7,48,53.387,86.282,77.578,641.67,12,0,82,2,11,2.6,77,1.121,34,43,50.216,0,0,5.2,22,20,41.6,0.085,17
7.115,32,58.0,0,9,45,51.029,87.972,77.956,555.74,11,0,82,0,9,0.0,78,1.128,37,41,48.395,0,0,6.4,24,21,41.0,0.11,22
7.337,20,41.0,0,6,30,32.586,49.079,44.258,396.55,2,1,47,1,7,2.3,44,1.115,17,27,30.531,0,0,9.1,22,18,45.5,0.128,22
8.046,40,76.0,0,8,58,60.557,100.518,89.305,684.86,10,2,96,2,11,2.2,89,1.129,38,51,58.081,0,0,9.0,35,30,44.9,0.083,34
6.193,23,39.5,0,9,31,37.955,64.362,56.709,413.61,9,1,59,1,6,1.8,57,1.129,28,29,35.198,0,0,5.3,17,14,40.4,0.153,17
5.9,23,46.0,1,7,36,38.87,65.714,58.752,468.99,6,0,61,1,10,1.7,58,1.133,25,33,37.368,0,0,10.3,19,17,39.7,0.115,18
8.523,20,38.5,0,8,30,34.131,57.824,51.487,402.54,6,1,53,1,8,2.0,51,1.134,23,28,32.354,0,0,7.8,17,14,39.2,0.151,17
4.509,26,50.5,1,8,40,44.188,76.379,67.363,512.09,11,1,71,2,10,3.0,67,1.14,31,36,41.924,0,0,10.4,18,15,38.8,0.113,15
6.668,17,33.5,0,6,25,27.387,43.87,39.407,329.43,3,1,41,1,6,2.6,39,1.125,16,23,26.037,0,0,7.7,17,14,43.6,0.146,17
8.523,22,42.5,0,8,34,37.347,63.448,56.698,444.58,8,1,59,1,9,1.8,56,1.133,25,31,35.595,0,0,7.1,17,14,39.3,0.136,17
7.745,22,40.5,0,9,32,37.654,64.654,57.254,430.6,8,1,59,1,8,1.8,57,1.134,27,30,35.407,0,0,7.0,17,14,38.6,0.153,17
4.0,30,58.5,0,8,44,46.438,77.521,69.749,539.64,6,0,73,0,10,0.0,69,1.123,29,40,45.003,0,0,7.2,26,24,43.5,0.11,23
5.699,25,52.0,1,7,39,38.426,62.191,57.018,512.93,2,2,58,3,11,5.5,55,1.131,19,36,38.28,0,0,7.3,22,23,45.5,0.121,18
7.824,22,40.5,0,9,32,37.654,64.654,57.254,430.6,8,1,59,1,8,1.8,57,1.134,27,30,35.407,0,0,7.0,17,14,38.6,0.153,17
5.0,25,46.5,0,3,35,35.989,57.777,52.022,398.49,6,0,57,0,5,0.0,52,1.111,22,30,34.455,0,0,3.8,22,19,48.1,0.053,21
5.0,27,48.5,0,4,37,39.512,64.607,57.789,426.55,8,0,63,0,5,0.0,58,1.114,26,32,37.509,0,0,3.4,22,19,46.6,0.063,21
5.4,26,55.0,0,8,42,42.961,74.106,66.145,518.61,6,1,69,1,12,1.5,65,1.14,27,38,41.967,0,0,12.3,24,20,40.0,0.116,22
5.783,27,56.5,0,6,42,40.267,67.002,61.091,522.52,4,3,63,3,11,5.1,59,1.136,21,38,40.363,0,0,6.8,28,23,45.8,0.095,27
8.523,20,38.5,0,8,30,34.131,57.824,51.487,402.54,6,1,53,1,8,2.0,51,1.134,23,28,32.354,0,0,7.8,17,14,39.2,0.151,17
7.387,25,47.5,0,9,36,39.892,65.239,58.371,464.61,5,1,61,1,8,1.7,58,1.125,25,33,37.88,0,0,6.9,23,20,43.1,0.148,23
7.06,24,46.5,0,9,35,38.131,61.824,55.487,450.58,4,1,58,1,8,1.8,55,1.124,23,32,36.354,0,0,7.3,23,20,43.6,0.155,23
7.921,22,39.5,0,9,31,37.199,63.445,55.927,414.6,8,1,58,1,7,1.8,56,1.133,27,29,34.692,0,0,7.1,17,14,39.3,0.155,17
8.0,22,40.5,0,9,32,37.654,64.654,57.254,430.6,8,1,59,1,8,1.8,57,1.134,27,30,35.407,0,0,7.0,17,14,38.6,0.153,17
5.914,18,35.5,0,6,27,29.603,48.495,43.618,359.46,4,1,45,1,7,2.3,43,1.128,18,25,28.279,0,0,7.0,17,14,41.9,0.133,17
7.886,21,39.5,0,9,31,35.892,61.239,54.371,416.57,7,1,56,1,8,1.9,54,1.134,25,29,33.88,0,0,7.4,17,14,38.9,0.161,17
5.0,27,56.0,0,8,43,44.722,77.522,69.029,532.64,7,1,72,1,12,1.5,68,1.14,29,39,43.494,0,0,11.8,24,20,39.7,0.111,22
4.959,44,88.0,0,12,68,72.075,122.435,109.327,852.07,14,2,115,2,17,1.9,108,1.134,47,61,69.256,0,0,8.3,37,30,40.7,0.104,34
4.301,17,33.0,0,3,24,25.495,41.405,37.262,293.35,2,0,39,0,5,0.0,37,1.119,15,22,24.655,0,0,8.1,15,15,45.9,0.077,12
4.301,17,36.0,0,4,26,26.193,42.697,38.807,322.35,1,0,40,0,7,0.0,38,1.124,14,24,25.864,0,0,10.5,16,16,44.7,0.1,12
4.664,23,44.0,0,4,32,32.955,52.575,47.542,387.44,2,1,50,1,6,2.1,47,1.119,18,29,32.092,0,0,6.4,21,21,48.9,0.08,18
6.342,20,42.0,0,4,31,30.074,50.338,45.785,400.39,2,3,46,3,9,6.8,44,1.144,15,29,30.353,0,0,9.1,20,18,45.5,0.087,18
6.66,21,42.0,0,4,31,30.83,51.254,46.567,399.4,2,3,47,3,8,6.7,45,1.139,16,29,30.858,0,0,6.7,20,19,46.7,0.085,18
7.62,21,43.0,0,4,32,31.836,53.753,48.669,414.42,2,3,49,3,9,6.4,47,1.144,17,30,31.88,0,0,8.5,20,19,44.7,0.082,18
4.0,16,43.5,2,5,31,30.239,42.382,39.716,453.36,1,0,41,2,12,5.3,38,1.115,10,28,29.168,0,0,15.8,23,15,42.1,0.122,21
6.886,21,38.0,0,2,28,29.495,46.867,42.112,332.4,2,1,45,1,4,2.4,42,1.116,17,25,28.355,0,0,4.8,19,19,50.0,0.044,18
5.71,20,38.0,0,2,27,28.04,43.196,38.934,313.38,0,0,42,0,4,0.0,39,1.108,15,24,26.94,0,0,7.7,20,20,51.3,0.048,18
6.357,20,37.0,0,2,27,28.801,45.611,40.818,315.4,2,0,44,0,4,0.0,41,1.112,17,24,27.467,0,0,7.3,19,18,48.8,0.045,18
5.967,20,38.0,0,2,27,28.04,43.196,38.934,313.38,0,0,42,0,4,0.0,39,1.108,15,24,26.94,0,0,7.7,20,20,51.3,0.048,18
6.481,20,39.0,0,2,28,26.909,41.377,37.858,334.34,0,2,40,2,5,5.4,37,1.118,12,25,26.685,0,0,5.4,20,20,54.1,0.05,18
6.509,20,37.0,0,2,27,28.801,45.611,40.818,315.4,2,0,44,0,4,0.0,41,1.112,17,24,27.467,0,0,7.3,19,18,48.8,0.045,18
4.0,11,31.5,0,4,22,21.847,29.714,28.284,325.42,1,0,29,0,9,0.0,27,1.101,7,20,20.824,0,0,11.1,17,10,40.7,0.138,15
5.2,22,47.0,0,7,37,37.097,65.113,58.712,470.51,6,1,60,1,12,1.8,57,1.142,23,34,36.827,0,0,10.5,19,16,38.6,0.117,18
5.572,19,37.0,0,2,27,27.495,43.405,39.262,317.37,1,0,42,0,5,0.0,39,1.113,15,24,26.655,0,0,7.7,19,18,48.7,0.048,18
5.564,19,38.0,0,2,28,27.432,43.745,39.774,335.36,1,1,42,1,6,2.6,39,1.122,14,25,27.038,0,0,7.7,19,18,48.7,0.048,18
8.301,20,44.0,2,4,33,31.79,50.226,46.433,469.27,1,3,46,5,11,11.4,44,1.141,13,31,32.008,0,0,9.1,20,19,45.5,0.087,18
6.137,29,54.0,0,6,38,40.995,64.275,58.123,461.55,2,0,61,0,6,0.0,58,1.108,23,35,39.477,1,1,5.2,27,26,50.0,0.098,24
8.602,29,50.0,0,7,39,44.591,75.225,66.432,468.65,10,0,71,0,6,0.0,67,1.123,32,35,41.89,0,0,6.0,20,19,43.3,0.099,18
8.222,28,50.0,0,7,39,43.284,73.019,64.876,470.62,9,0,69,0,7,0.0,65,1.123,30,35,41.078,0,0,6.2,20,19,43.1,0.101,18
7.481,25,46.0,0,5,33,35.779,56.651,50.912,395.49,4,0,54,0,5,0.0,51,1.111,21,30,34.235,1,1,5.9,21,20,49.0,0.093,18
5.638,22,37.0,0,6,29,33.296,55.983,49.578,348.48,8,0,53,0,4,0.0,50,1.12,24,26,31.267,0,0,4.0,14,14,44.0,0.113,12
6.62,22,36.0,0,7,28,34.057,58.398,51.461,350.5,8,0,54,0,4,0.0,52,1.123,26,26,31.794,0,0,3.8,14,14,42.3,0.13,12
5.77,23,38.0,0,6,30,35.057,59.398,52.461,362.51,9,0,56,0,4,0.0,53,1.121,26,27,32.794,0,0,3.8,14,14,43.4,0.107,12
7.469,23,41.5,0,6,31,35.182,55.487,49.771,390.54,5,0,53,0,5,0.0,50,1.11,22,28,32.928,0,0,4.0,19,18,46.0,0.113,17
7.398,22,41.5,0,6,31,33.233,54.86,49.24,375.46,5,0,52,0,6,0.0,49,1.12,21,28,31.95,0,0,6.1,19,17,44.9,0.115,17
6.523,29,51.0,0,7,40,45.597,77.723,68.534,483.67,10,0,73,0,7,0.0,69,1.126,33,36,42.912,0,0,7.2,20,19,42.0,0.096,18
7.102,30,57.0,0,6,40,43.0,67.773,61.225,488.58,2,0,64,0,7,0.0,61,1.111,24,37,41.498,1,1,6.6,28,27,49.2,0.094,24
6.215,21,35.0,0,6,27,32.296,54.983,48.578,336.47,7,0,51,0,4,0.0,49,1.122,24,25,30.267,0,0,4.1,14,14,42.9,0.118,12
6.419,22,36.0,0,7,28,34.057,58.398,51.461,350.5,8,0,54,0,4,0.0,52,1.123,26,26,31.794,0,0,3.8,14,14,42.3,0.13,12
6.26,23,38.0,0,7,30,35.057,59.398,52.461,362.51,9,0,56,0,4,0.0,53,1.121,26,27,32.794,0,0,3.8,14,14,43.4,0.125,12
8.678,31,53.5,0,7,40,45.586,74.727,66.33,477.65,7,0,71,0,5,0.0,67,1.115,31,36,42.869,0,0,4.5,25,24,46.3,0.099,23
8.796,29,51.5,0,7,38,41.512,66.607,59.789,450.57,5,0,64,0,5,0.0,60,1.11,26,34,39.509,0,0,3.3,25,24,48.3,0.109,23
8.721,28,49.0,0,7,38,42.83,71.81,63.549,454.62,9,0,68,0,6,0.0,64,1.122,30,34,40.364,0,0,6.3,20,19,43.8,0.103,18
9.222,28,49.0,0,8,38,42.83,71.81,63.549,454.62,9,0,68,0,6,0.0,64,1.122,30,34,40.364,0,0,6.3,20,19,43.8,0.118,18
8.523,30,51.0,0,8,40,46.353,78.64,69.316,482.68,11,0,74,0,6,0.0,70,1.123,34,36,43.417,0,0,5.7,20,19,42.9,0.108,18
6.569,21,36.0,0,7,28,32.75,56.192,49.905,352.47,7,0,52,0,5,0.0,50,1.124,24,26,30.982,0,0,4.0,14,14,42.0,0.135,12
6.187,25,42.0,0,8,34,40.04,69.936,61.658,421.59,11,0,65,0,6,0.0,62,1.128,31,31,37.584,0,0,4.8,14,14,40.3,0.123,12
6.535,23,38.0,0,8,30,36.824,64.311,56.447,379.55,9,0,59,0,5,0.0,57,1.128,29,28,34.342,0,0,5.3,14,14,40.4,0.136,12
6.796,23,41.5,0,6,31,33.989,55.777,50.022,374.47,5,0,53,0,5,0.0,50,1.116,22,28,32.455,0,0,4.0,19,18,46.0,0.113,17
7.796,23,41.5,0,6,31,33.989,55.777,50.022,374.47,5,0,53,0,5,0.0,50,1.116,22,28,32.455,0,0,4.0,19,18,46.0,0.113,17
7.0,26,44.0,0,6,33,38.057,62.398,55.461,398.54,6,0,59,0,4,0.0,56,1.114,26,30,35.794,0,0,3.6,20,20,46.4,0.102,18
5.2,21,47.0,0,5,34,36.688,61.149,54.512,437.58,4,0,57,0,10,0.0,54,1.132,23,31,34.981,0,0,13.0,24,17,38.9,0.088,22
6.699,23,41.5,0,6,31,35.182,55.487,49.771,390.54,5,0,53,0,5,0.0,50,1.11,22,28,32.928,0,0,4.0,19,18,46.0,0.113,17
4.301,24,49.0,0,4,35,37.222,57.943,51.982,427.57,5,0,56,0,7,0.0,52,1.114,21,31,35.223,1,1,9.6,23,18,46.2,0.071,20
5.569,24,39.0,0,6,31,36.819,62.813,55.345,376.54,10,0,59,0,4,0.0,56,1.122,28,28,34.321,0,0,3.6,14,14,42.9,0.102,12
5.455,25,40.0,0,6,32,38.58,66.228,58.229,390.57,11,0,62,0,4,0.0,59,1.123,30,29,35.848,0,0,3.4,14,14,42.4,0.097,12
5.602,22,36.0,0,6,28,34.057,58.398,51.461,350.5,8,0,54,0,4,0.0,52,1.123,26,26,31.794,0,0,3.8,14,14,42.3,0.111,12
5.398,20,34.0,0,5,26,30.534,51.567,45.694,322.44,6,0,48,0,4,0.0,46,1.121,22,24,28.74,0,0,4.3,14,14,43.5,0.104,12
8.201,28,49.0,0,9,38,42.83,71.81,63.549,454.62,9,0,68,0,6,0.0,64,1.122,30,34,40.364,0,0,6.3,20,19,43.8,0.132,18
6.824,24,44.0,1,6,33,36.398,58.01,52.12,419.94,5,0,55,1,6,1.9,52,1.116,22,30,34.589,0,0,5.8,20,19,46.2,0.109,18
8.337,28,48.0,0,9,37,43.591,74.225,65.432,456.64,9,0,69,0,6,0.0,66,1.125,32,34,40.89,0,0,6.1,20,19,42.4,0.13,18
4.921,25,40.0,0,6,32,38.58,66.228,58.229,390.57,11,0,62,0,4,0.0,59,1.123,30,29,35.848,0,0,3.4,14,14,42.4,0.097,12
7.52,25,43.0,0,6,32,36.296,58.983,52.578,384.51,5,0,56,0,4,0.0,53,1.113,24,29,34.267,0,0,3.8,20,20,47.2,0.107,18
7.46,22,41.5,0,6,31,34.426,54.571,48.989,391.53,5,0,52,0,6,0.0,49,1.114,21,28,32.422,0,0,6.1,19,17,44.9,0.115,17
7.201,22,41.5,1,6,31,33.085,52.306,47.462,394.88,4,0,50,1,6,2.1,47,1.113,19,28,31.756,0,0,4.3,19,18,46.8,0.12,17
7.823,22,37.0,0,6,29,33.296,55.983,49.578,348.48,8,0,53,0,4,0.0,50,1.12,24,26,31.267,0,0,4.0,14,14,44.0,0.113,12
6.824,21,41.5,0,6,31,33.671,53.654,48.207,392.52,5,0,51,0,7,0.0,48,1.118,20,28,31.917,0,0,8.3,19,16,43.8,0.118,17
8.284,27,48.0,0,8,37,41.069,68.394,60.665,440.59,8,0,65,0,6,0.0,61,1.121,28,33,38.837,0,0,6.6,20,19,44.3,0.123,18
7.377,25,44.0,0,6,33,36.75,60.192,53.905,400.51,5,0,57,0,5,0.0,54,1.115,24,30,34.982,0,0,3.7,20,20,46.3,0.105,18
4.796,23,42.5,0,7,32,34.443,56.986,51.349,390.47,5,0,54,0,6,0.0,51,1.117,22,29,33.17,0,0,3.9,19,18,45.1,0.13,17
4.796,24,43.5,0,7,33,36.756,61.69,55.007,403.52,6,0,58,0,6,0.0,55,1.122,25,30,35.003,0,0,5.5,19,18,43.6,0.121,17
8.35,26,50.0,0,8,37,41.62,68.235,61.294,477.63,6,0,64,0,8,0.0,61,1.119,27,34,39.432,0,0,4.9,22,20,42.6,0.125,18
4.796,21,36.0,0,6,28,31.534,52.567,46.694,334.45,7,0,50,0,4,0.0,47,1.118,22,25,29.74,0,0,4.3,14,14,44.7,0.12,12
