pXC50,SpMax1_Bh.e.,piPC08,SpMax1_Bh.i.,piPC07,SRW07,SRW09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,CATS2D_04_AP,SM14_EA.bo.,SaasN,SM13_EA.bo.,SpMax1_Bh.m.,SM12_EA.bo.,SM15_EA.bo.,SM11_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,piPC10,NaasN,Eig01_AEA.ri.,SpMax_AEA.ri.,C.043,piPC06,SM15_EA.ed.,SM07_EA.bo.,SM14_EA.ed.,SpDiam_EA.ed.,SM13_EA.ed.,D.Dtr09,SM08_EA.bo.,SaaN,SpMAD_EA.ed.,SpMAD_EA.dm.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,piPC04,D.Dtr05,piPC09,PW3,piPC05,C.030,nR09,CATS2D_02_PL,SM12_EA.ed.,SRW05,nPyrazoles,SM12_EA.dm.,SM14_EA.dm.,Eig04_AEA.ed.,Eta_sh_y,SM04_EA.dm.,nR05,nPyrimidines,SpDiam_AEA.ri.,SM08_EA.dm.,SM10_EA.dm.,SpAD_EA.dm.,SM02_EA.dm.,SM11_EA.ed.
5.328,3.997,6.209,4.014,6.012,0.0,0.0,9.712,9.712,9.712,0,19.452,0.0,18.059,3.952,16.79,20.758,15.366,3.937,3.937,6.937,3.937,12.676,14.16,6.652,0,3.991,3.991,0,5.68,34.354,9.981,32.116,16.265,29.859,0.0,11.579,0.0,4.209,0.327,3.031,3.031,5.031,3.031,4.971,0.0,6.463,0.329,5.478,0,0,0,27.639,0.0,0,3.837,4.277,5.049,0.332,2.367,0,0,5.095,3.02,3.416,7.836,2.183,25.372
5.602,3.99,6.135,4.007,5.943,0.0,0.0,9.684,9.684,9.684,0,19.294,0.0,17.898,3.945,16.647,20.585,15.216,3.901,3.901,6.901,3.901,12.534,14.034,6.541,0,3.973,3.973,0,5.621,34.25,9.844,32.01,16.205,29.749,0.0,11.473,0.0,4.082,0.23,3.021,3.021,5.021,3.021,4.939,0.0,6.41,0.331,5.439,0,0,0,27.525,0.0,0,2.153,2.337,5.004,0.298,1.676,0,0,5.076,1.843,1.986,5.281,1.724,25.254
4.0,3.884,4.174,3.913,4.263,0.0,0.0,9.269,9.269,9.269,0,17.934,0.0,16.63,4.079,15.42,19.174,14.088,3.585,3.585,6.219,3.585,11.548,12.936,3.714,0,3.84,3.84,0,4.443,33.405,9.002,31.191,15.485,28.954,0.0,10.504,0.0,3.988,0.985,2.93,2.93,4.93,2.93,4.127,0.0,4.078,0.314,4.369,0,0,0,26.756,0.0,0,15.613,18.036,4.332,0.257,6.058,0,0,4.988,10.802,13.201,14.777,3.764,24.504
5.377,3.96,5.934,3.984,5.674,0.0,0.0,9.317,9.317,9.317,0,18.629,0.0,17.235,3.902,16.119,19.801,14.664,3.647,3.647,6.647,3.647,12.083,13.637,6.502,0,3.875,3.875,0,5.361,33.509,9.482,31.298,15.563,29.064,0.0,11.197,0.0,3.874,0.23,2.944,2.944,4.944,2.944,4.837,0.0,6.292,0.314,5.294,0,0,0,26.872,0.0,0,2.153,2.337,4.785,0.242,1.676,0,0,4.978,1.843,1.986,5.281,1.724,24.629
5.201,4.001,6.138,4.019,5.985,0.0,0.0,12.431,12.431,12.431,0,19.953,0.0,18.529,3.967,17.185,21.325,15.741,4.116,4.116,7.116,4.116,12.963,14.451,6.498,0,4.297,4.297,0,5.663,37.825,10.192,35.314,20.181,32.8,0.0,11.773,0.0,4.488,0.517,3.403,3.403,5.403,3.403,5.016,0.0,6.458,0.328,5.496,0,0,0,30.299,0.0,0,16.1,18.783,5.137,0.283,5.439,0,0,5.402,10.734,13.416,12.932,3.237,27.786
5.959,3.998,6.454,4.016,6.169,0.0,0.0,9.685,9.685,9.685,0,19.338,0.0,17.945,3.951,16.7,20.626,15.271,3.906,3.906,6.906,3.906,12.604,14.1,6.934,0,3.973,3.973,0,5.79,34.256,9.936,32.016,16.209,29.756,0.0,11.557,0.0,4.002,0.32,3.022,3.022,5.022,3.022,5.035,0.0,6.773,0.322,5.558,0,0,0,27.534,0.0,0,6.887,7.913,5.033,0.294,3.048,0,0,5.077,4.867,5.868,8.63,2.417,25.263
6.0,3.974,5.743,3.982,5.506,4.443,6.293,9.643,9.643,9.643,0,19.014,0.0,17.66,3.933,16.384,20.319,15.005,3.841,3.841,6.565,3.841,12.349,13.785,5.845,0,3.958,3.958,0,5.299,34.166,9.678,31.927,16.122,29.669,0.0,11.237,0.0,4.096,0.264,3.012,3.012,5.012,3.012,4.758,45.232,5.778,0.328,5.01,0,0,0,27.446,2.398,0,2.153,2.337,4.414,0.291,1.676,1,0,5.066,1.843,1.986,5.281,1.724,25.176
5.886,3.997,6.43,4.015,6.139,0.0,0.0,9.685,9.685,9.685,0,19.413,0.0,17.996,3.948,16.802,20.662,15.334,3.894,3.894,6.894,3.894,12.671,14.227,7.044,0,3.971,3.971,0,5.791,34.261,9.997,32.023,16.21,29.766,0.0,11.702,0.0,4.009,0.253,3.022,3.022,5.022,3.022,5.208,0.0,6.823,0.322,5.71,0,0,0,27.547,0.0,0,2.966,3.205,5.257,0.267,2.181,0,0,5.077,2.523,2.737,7.583,2.111,25.28
6.409,3.982,6.003,4.001,5.741,0.0,0.0,10.137,10.137,10.137,0,19.525,0.0,18.115,3.943,16.821,20.854,15.38,3.988,3.988,6.988,3.988,12.646,14.149,6.311,0,4.019,4.019,0,5.497,34.903,9.906,32.613,16.932,30.307,0.0,11.529,0.0,4.143,0.24,3.067,3.067,5.067,3.067,4.889,0.0,6.21,0.333,5.347,0,0,0,28.031,0.0,0,2.153,2.337,4.783,0.316,1.676,0,0,5.123,1.843,1.986,5.281,1.724,25.715
5.495,4.013,6.216,4.037,6.076,0.0,0.0,11.659,11.659,11.659,0,19.551,0.0,18.162,3.959,16.889,20.857,15.471,3.938,3.938,6.938,3.938,12.781,14.254,6.732,0,4.315,4.315,0,5.735,36.907,10.087,34.467,18.566,32.026,0.0,11.662,0.0,4.469,0.267,3.316,3.316,5.316,3.316,4.969,0.0,6.601,0.326,5.475,0,0,0,29.597,0.0,0,6.88,7.91,5.069,0.266,2.906,0,0,5.419,4.831,5.852,6.669,2.202,27.161
4.959,4.002,6.339,4.019,6.153,0.0,0.0,10.204,10.204,10.204,1,19.874,0.0,18.464,3.963,17.14,21.229,15.709,4.075,4.075,7.075,4.075,12.963,14.44,6.781,0,4.062,4.062,0,5.841,35.052,10.218,32.764,17.094,30.46,0.0,11.792,0.0,4.229,0.332,3.094,3.094,5.094,3.094,5.065,0.0,6.625,0.342,5.555,0,0,2,28.191,0.0,0,6.887,7.913,5.233,0.356,3.048,0,0,5.167,4.867,5.868,8.63,2.417,25.879
5.975,3.924,4.554,3.952,4.779,0.0,0.0,11.737,11.737,11.737,0,18.687,0.0,17.362,4.082,16.09,19.981,14.75,3.763,3.763,6.41,3.763,12.145,13.518,4.263,0,4.306,4.306,0,4.691,36.964,9.541,34.51,18.826,32.052,0.0,10.99,0.0,4.486,0.589,3.335,3.335,5.335,3.335,4.263,0.0,4.489,0.316,4.663,0,0,0,29.605,0.0,0,15.458,17.919,4.468,0.226,5.625,0,0,5.468,10.536,12.997,10.597,3.304,27.148
5.092,4.004,6.459,4.034,6.136,0.0,0.0,9.645,9.645,9.645,0,19.69,0.0,18.256,4.029,16.979,21.011,15.504,4.025,4.025,7.025,4.025,12.754,14.302,6.913,0,3.968,3.968,0,5.791,34.172,9.998,31.934,16.117,29.676,0.0,11.678,4.624,4.125,0.151,3.013,3.013,5.013,3.013,5.026,0.0,6.713,0.325,5.596,0,0,0,27.454,0.0,0,0.334,0.252,4.958,0.3,0.938,0,0,5.072,0.57,0.438,3.32,1.235,25.185
5.444,3.993,6.222,4.012,5.986,0.0,0.0,9.685,9.685,9.685,0,19.265,0.0,17.872,3.945,16.627,20.552,15.199,3.893,3.893,6.893,3.893,12.534,14.025,6.621,0,3.973,3.973,0,5.641,34.255,9.871,32.015,16.209,29.755,0.0,11.48,0.0,4.061,0.456,3.022,3.022,5.022,3.022,4.95,0.0,6.538,0.309,5.459,0,0,0,27.532,0.0,0,10.792,12.578,5.015,0.307,3.977,0,0,5.078,7.258,9.015,11.845,2.822,25.261
4.0,3.911,4.078,3.955,4.174,4.443,6.293,9.275,9.275,9.275,0,17.938,0.0,16.634,4.063,15.424,19.178,14.093,3.586,3.586,6.22,3.586,11.554,12.939,3.367,0,3.848,3.848,0,4.419,33.415,9.012,31.201,15.521,28.963,0.0,10.504,0.0,4.079,0.634,2.935,2.935,4.935,2.935,4.111,31.553,3.714,0.319,4.29,0,0,0,26.765,2.398,0,15.458,17.919,4.346,0.289,5.621,1,0,5.003,10.536,12.997,8.877,3.248,24.511
5.638,4.104,7.051,4.12,6.67,0.0,0.0,10.887,10.887,10.887,0,21.053,0.0,19.548,4.063,18.098,22.527,16.576,4.478,4.478,7.478,4.478,13.612,15.176,7.502,0,4.134,4.134,0,6.242,35.901,10.649,33.536,18.099,31.159,0.0,12.318,0.0,4.255,0.203,3.153,3.153,5.153,3.153,5.376,0.0,7.441,0.34,5.952,0,0,0,28.809,0.0,0,2.153,2.337,5.058,0.312,1.676,0,0,5.239,1.843,1.986,5.281,1.724,26.427
5.886,4.097,7.07,4.115,6.656,0.0,0.0,9.795,9.795,9.795,0,20.727,0.0,19.248,4.053,17.843,22.162,16.343,4.357,4.357,7.357,4.357,13.443,14.994,7.555,0,4.021,4.021,0,6.227,34.608,10.543,32.363,16.37,30.098,0.0,12.206,0.0,4.237,0.203,3.052,3.052,5.052,3.052,5.328,0.0,7.489,0.336,5.921,0,0,0,27.869,0.0,0,2.153,2.337,5.051,0.312,1.676,0,0,5.126,1.843,1.986,5.281,1.724,25.593
6.041,3.996,6.447,4.014,6.11,0.0,0.0,9.647,9.647,9.647,0,19.36,0.0,17.946,3.947,16.765,20.597,15.298,3.87,3.87,6.87,3.87,12.649,14.204,7.057,0,3.962,3.962,0,5.809,34.189,9.987,31.955,16.122,29.702,0.0,11.692,0.0,4.004,0.253,3.015,3.015,5.015,3.015,5.196,0.0,6.817,0.323,5.702,0,0,0,27.487,0.0,0,2.966,3.205,5.25,0.267,2.181,0,0,5.068,2.523,2.737,7.583,2.111,25.226
4.523,4.184,7.568,4.198,7.107,6.196,8.225,16.742,16.742,16.742,0,22.257,0.0,20.718,4.756,19.2,23.787,17.658,4.751,4.751,7.751,4.751,14.606,16.165,8.218,0,4.807,4.807,0,6.59,42.271,11.562,39.454,25.641,36.638,110.991,13.169,9.673,4.943,0.299,3.9,3.9,5.9,3.9,5.651,59.621,7.831,0.359,6.155,0,1,0,33.824,4.111,0,14.919,17.29,6.146,0.28,5.446,1,1,5.91,10.177,12.548,9.865,3.213,31.009
5.054,4.108,6.962,4.099,6.805,2.708,5.198,12.338,12.338,12.338,0,21.972,0.0,20.443,4.737,18.948,23.488,17.418,4.731,4.731,7.731,4.731,14.416,15.962,7.64,0,4.307,4.307,0,6.41,37.796,11.434,35.309,20.259,32.817,0.0,13.033,4.115,4.624,0.318,3.412,3.412,5.412,3.412,5.604,0.0,7.271,0.352,6.137,0,0,1,30.346,0.0,0,13.675,15.838,6.036,0.356,5.06,0,0,5.38,9.348,11.511,11.123,3.149,27.857
6.523,4.042,6.917,4.058,6.554,0.0,0.0,11.241,11.241,11.241,0,20.327,0.0,18.867,4.006,17.503,21.726,16.016,4.235,4.235,7.235,4.235,13.172,14.716,7.466,0,4.189,4.189,0,6.105,36.345,10.325,33.945,18.616,31.533,0.0,11.99,0.0,4.258,0.334,3.22,3.22,5.22,3.22,5.283,0.0,7.241,0.344,5.847,0,0,0,29.148,0.0,0,6.622,7.682,5.091,0.315,2.853,0,0,5.309,4.574,5.58,8.682,2.353,26.734
5.167,3.996,6.322,4.017,6.036,0.0,0.0,10.305,10.305,10.305,0,19.73,0.0,18.307,3.961,16.974,21.094,15.53,4.07,4.07,7.07,4.07,12.765,14.256,6.69,0,4.073,4.073,0,5.762,35.081,10.014,32.774,17.229,30.45,0.0,11.602,0.0,4.119,0.453,3.117,3.117,5.117,3.117,5.006,0.0,6.593,0.33,5.497,0,0,0,28.161,0.0,0,6.622,7.682,5.374,0.298,2.963,0,0,5.194,4.583,5.582,13.602,2.633,25.831
6.301,4.013,6.4,4.031,6.159,0.0,0.0,11.029,11.029,11.029,0,20.282,0.0,18.832,3.98,17.438,21.699,15.976,4.237,4.237,7.237,4.237,13.133,14.628,6.804,0,4.176,4.176,0,5.859,36.063,10.308,33.684,18.412,31.29,0.0,11.879,0.0,4.223,0.439,3.213,3.213,5.213,3.213,5.084,0.0,6.688,0.341,5.587,0,0,0,28.929,0.0,0,6.622,7.682,5.412,0.325,2.963,0,0,5.298,4.583,5.582,13.602,2.633,26.531
5.151,4.041,6.979,4.064,6.716,0.0,0.0,11.032,11.032,11.032,0,20.495,0.0,19.09,3.991,17.757,21.858,16.339,4.079,4.079,7.079,4.079,13.608,15.061,7.292,0,4.186,4.186,0,6.466,36.562,10.899,34.216,18.549,31.851,0.0,12.434,0.0,4.197,0.319,3.201,3.201,5.201,3.201,5.769,0.0,7.187,0.341,6.206,0,0,0,29.525,0.0,0,9.488,11.032,6.322,0.364,3.884,0,0,5.293,6.466,7.96,21.044,3.198,27.155
5.432,4.052,7.02,4.074,6.781,0.0,0.0,11.032,11.032,11.032,0,20.79,0.0,19.365,4.005,17.996,22.186,16.562,4.237,4.237,7.237,4.237,13.784,15.244,7.348,0,4.186,4.186,0,6.518,36.884,11.03,34.516,18.549,32.132,0.0,12.565,0.0,4.196,0.305,3.213,3.213,5.213,3.213,5.812,0.0,7.239,0.342,6.255,0,0,0,29.784,0.0,0,9.488,11.032,6.322,0.362,3.884,0,0,5.294,6.466,7.96,21.044,3.198,27.394
5.77,4.266,8.612,4.244,8.325,0.0,0.0,13.158,13.158,13.158,0,23.807,0.0,22.241,4.811,20.692,25.369,19.128,4.992,4.992,7.992,4.992,16.034,17.605,9.204,0,4.477,4.477,0,7.863,39.711,12.957,37.172,21.229,34.631,0.0,14.561,0.0,4.948,0.509,3.541,3.541,5.541,3.541,6.766,0.0,9.03,0.336,7.42,0,0,0,32.104,0.0,0,15.364,17.511,7.206,0.333,6.802,0,0,5.533,11.072,13.218,47.372,4.766,29.568
5.0,4.016,6.422,4.027,6.115,0.0,0.0,10.243,10.243,10.243,0,19.796,0.0,18.359,3.976,17.072,21.126,15.591,4.043,4.043,7.043,4.043,12.816,14.377,6.888,0,4.077,4.077,0,5.725,34.987,10.02,32.683,17.133,30.362,0.0,11.73,0.0,4.177,0.091,3.097,3.097,5.097,3.097,5.059,0.0,6.771,0.34,5.594,0,0,0,28.073,0.0,0,0.283,0.217,4.537,0.306,0.739,0,0,5.171,0.469,0.366,1.72,0.908,25.742
6.165,3.966,5.88,3.987,5.676,0.0,0.0,9.641,9.641,9.641,0,18.983,0.0,17.582,4.095,16.372,20.242,14.924,3.826,3.826,6.826,3.826,12.264,13.793,6.146,0,3.937,3.937,0,5.372,34.161,9.59,31.923,16.108,29.665,0.0,11.266,0.0,4.03,0.455,3.009,3.009,5.009,3.009,4.801,0.0,6.131,0.324,5.275,0,0,0,27.442,0.0,0,14.462,16.757,4.408,0.255,5.295,0,0,5.101,9.872,12.167,9.552,3.144,25.172
5.303,4.119,7.396,4.129,6.968,0.0,0.0,11.27,11.27,11.27,0,21.269,0.0,19.756,4.086,18.304,22.747,16.773,4.533,4.533,7.533,4.533,13.798,15.376,8.027,0,4.215,4.215,0,6.49,36.38,10.821,33.977,18.664,31.561,0.0,12.51,0.0,4.386,0.072,3.234,3.234,5.234,3.234,5.525,0.0,7.841,0.351,6.152,0,0,0,29.173,0.0,0,0.283,0.217,5.102,0.344,0.739,0,0,5.313,0.469,0.366,1.72,0.908,26.754
6.167,3.968,6.037,3.985,5.743,0.0,0.0,9.645,9.645,9.645,0,19.167,0.0,17.775,6.88,16.543,20.442,15.112,3.864,3.864,6.864,3.864,12.451,13.951,6.354,0,3.942,3.942,0,5.524,34.172,9.782,31.934,16.117,29.676,0.0,11.409,0.0,4.125,0.434,3.013,3.013,5.013,3.013,4.855,0.0,6.242,0.325,5.358,0,0,0,27.454,0.0,0,14.462,16.757,4.958,0.27,5.295,0,0,5.107,9.872,12.167,9.552,3.144,25.185
4.0,3.999,6.51,4.027,6.327,0.0,0.0,10.427,10.427,10.427,1,20.222,0.0,18.762,3.969,17.405,21.614,15.914,4.207,4.207,7.207,4.207,13.067,14.623,6.778,0,4.083,4.083,0,5.977,35.192,10.207,32.861,17.303,30.517,0.0,11.897,7.807,3.971,0.214,3.103,3.103,5.103,3.103,5.121,0.0,6.624,0.338,5.692,0,0,0,28.2,0.0,0,9.217,10.638,4.417,0.3,3.563,0,0,5.122,6.378,7.797,4.069,2.228,25.848
6.658,3.982,6.084,3.999,5.85,0.0,0.0,9.647,9.647,9.647,0,19.194,0.0,17.803,3.936,16.568,20.471,15.139,3.869,3.869,6.869,3.869,12.477,13.975,6.444,0,3.962,3.962,0,5.59,34.18,9.806,31.942,16.12,29.686,0.0,11.43,0.0,4.081,0.304,3.014,3.014,5.014,3.014,4.889,0.0,6.353,0.331,5.389,0,0,0,27.466,0.0,0,2.191,2.36,5.035,0.298,1.862,0,0,5.066,1.933,2.045,7.001,1.958,25.199
6.219,3.981,5.968,4.0,5.79,0.0,0.0,9.674,9.674,9.674,0,19.225,0.0,17.829,3.939,16.586,20.511,15.152,3.885,3.885,6.885,3.885,12.477,13.979,6.273,0,3.967,3.967,0,5.49,34.228,9.794,31.987,16.188,29.726,0.0,11.423,0.0,4.136,0.24,3.019,3.019,5.019,3.019,4.872,0.0,6.294,0.324,5.358,0,0,0,27.502,0.0,0,2.153,2.337,4.911,0.316,1.676,0,0,5.07,1.843,1.986,5.281,1.724,25.228
6.553,3.973,6.084,3.99,5.85,0.0,0.0,9.647,9.647,9.647,0,19.194,0.0,17.803,4.097,16.568,20.471,15.139,3.869,3.869,6.869,3.869,12.477,13.975,6.444,0,3.945,3.945,0,5.59,34.18,9.806,31.942,16.12,29.686,0.0,11.43,0.0,4.081,0.49,3.014,3.014,5.014,3.014,4.889,0.0,6.353,0.331,5.389,0,0,0,27.466,0.0,0,14.462,16.757,5.035,0.283,5.301,0,0,5.109,9.872,12.167,11.272,3.206,25.199
6.276,3.969,6.037,3.986,5.743,0.0,0.0,9.645,9.645,9.645,0,19.167,0.0,17.775,4.115,16.543,20.442,15.112,3.864,3.864,6.864,3.864,12.451,13.951,6.354,0,3.942,3.942,0,5.524,34.172,9.782,31.934,16.117,29.676,0.0,11.409,0.0,4.125,0.434,3.013,3.013,5.013,3.013,4.855,0.0,6.242,0.325,5.358,0,0,0,27.454,0.0,0,14.462,16.757,4.958,0.287,5.295,0,0,5.107,9.872,12.167,9.552,3.144,25.185
6.126,3.968,5.968,3.985,5.79,0.0,0.0,9.674,9.674,9.674,0,19.225,0.0,17.829,6.88,16.586,20.511,15.152,3.885,3.885,6.885,3.885,12.477,13.979,6.273,0,3.948,3.948,0,5.49,34.228,9.794,31.987,16.188,29.726,0.0,11.423,0.0,4.136,0.434,3.019,3.019,5.019,3.019,4.872,0.0,6.294,0.324,5.358,0,0,0,27.502,0.0,0,14.462,16.757,4.911,0.27,5.295,0,0,5.113,9.872,12.167,9.552,3.144,25.228
5.215,4.041,6.98,4.065,6.718,0.0,0.0,11.032,11.032,11.032,0,20.495,0.0,19.09,3.991,17.757,21.858,16.339,4.079,4.079,7.079,4.079,13.608,15.061,7.287,0,4.186,4.186,0,6.468,36.562,10.899,34.216,18.549,31.851,0.0,12.434,0.0,4.172,0.314,3.201,3.201,5.201,3.201,5.773,0.0,7.187,0.339,6.208,0,0,0,29.525,0.0,0,9.488,11.032,6.322,0.357,3.884,0,0,5.293,6.466,7.96,21.044,3.198,27.155
5.0,4.119,7.433,4.129,6.987,0.0,0.0,11.27,11.27,11.27,0,21.289,0.0,19.779,4.087,18.331,22.765,16.805,4.533,4.533,7.533,4.533,13.841,15.41,8.091,0,4.215,4.215,0,6.542,36.382,10.881,33.978,18.664,31.563,0.0,12.554,0.0,4.455,0.069,3.234,3.234,5.234,3.234,5.552,0.0,7.878,0.351,6.187,0,0,0,29.175,0.0,0,0.283,0.217,5.103,0.383,0.739,0,0,5.314,0.469,0.366,1.72,0.908,26.757
5.86,4.114,7.196,4.126,6.791,0.0,0.0,11.27,11.27,11.27,0,21.21,0.0,19.695,4.086,18.226,22.7,16.698,4.531,4.531,7.531,4.531,13.708,15.272,7.636,0,4.211,4.211,0,6.346,36.38,10.721,33.977,18.664,31.561,0.0,12.377,0.0,4.386,0.394,3.234,3.234,5.234,3.234,5.353,0.0,7.589,0.351,5.969,0,0,0,29.173,0.0,0,13.675,15.838,5.102,0.327,5.048,0,0,5.355,9.348,11.511,9.461,3.07,26.754
6.523,4.044,6.823,4.053,6.487,4.443,6.293,11.241,11.241,11.241,0,20.338,0.0,18.891,4.221,17.508,21.747,16.045,4.238,4.238,7.238,4.238,13.207,14.713,7.261,0,4.196,4.196,0,6.071,36.346,10.369,33.946,18.62,31.534,0.0,11.977,0.0,4.322,0.211,3.221,3.221,5.221,3.221,5.257,47.735,7.12,0.349,5.706,0,0,0,29.149,2.398,0,2.153,2.337,5.097,0.317,1.676,1,0,5.307,1.843,1.986,5.281,1.724,26.735
5.551,4.042,6.861,4.077,6.488,4.443,6.293,11.27,11.27,11.27,0,19.9,0.0,18.472,4.005,17.139,21.266,15.684,4.101,4.101,7.101,4.101,12.9,14.413,7.408,0,4.192,4.192,0,6.063,36.381,10.112,33.977,18.664,31.562,0.0,11.747,0.0,4.459,0.325,3.234,3.234,5.234,3.234,5.198,39.254,7.244,0.356,5.725,0,0,0,29.173,2.398,0,3.165,3.541,5.102,0.346,2.076,1,0,5.27,2.508,2.817,7.466,2.04,26.755
5.272,4.015,6.03,4.034,5.863,0.0,0.0,10.968,10.968,10.968,0,19.793,0.0,18.36,3.973,17.013,21.17,15.556,4.096,4.096,7.096,4.096,12.759,14.264,5.953,0,4.134,4.134,0,5.593,35.93,9.967,33.543,18.17,31.144,0.0,11.573,0.0,4.288,0.333,3.169,3.169,5.169,3.169,4.874,0.0,6.219,0.334,5.429,0,0,0,28.768,0.0,0,6.88,7.91,4.861,0.345,2.906,0,0,5.237,4.831,5.852,6.669,2.202,26.361
5.066,4.12,7.437,4.13,6.995,0.0,0.0,11.293,11.293,11.293,0,21.339,0.0,19.833,4.087,18.383,22.814,16.86,4.534,4.534,7.534,4.534,13.893,15.46,8.09,0,4.222,4.222,0,6.533,36.498,10.924,34.1,18.692,31.69,0.0,12.594,0.0,4.471,0.069,3.243,3.243,5.243,3.243,5.569,0.0,7.873,0.358,6.182,0,0,0,29.307,0.0,0,0.283,0.217,5.11,0.383,0.739,0,0,5.321,0.469,0.366,1.72,0.908,26.893
6.097,4.114,7.573,4.118,7.096,4.727,6.843,11.291,11.291,11.291,0,21.269,0.0,19.779,4.342,18.34,22.73,16.834,4.467,4.467,7.467,4.467,13.891,15.439,8.302,0,4.205,4.205,0,6.601,36.477,10.942,34.082,18.73,31.676,88.202,12.588,0.0,4.465,0.176,3.242,3.242,5.242,3.242,5.634,43.782,7.91,0.352,6.2,0,1,0,29.299,2.398,0,2.153,2.337,5.883,0.346,1.676,1,0,5.331,1.843,1.986,5.281,1.724,26.891
6.155,4.041,6.823,4.048,6.487,4.443,6.293,11.241,11.241,11.241,0,20.338,0.0,18.891,4.243,17.508,21.747,16.045,4.238,4.238,7.238,4.238,13.207,14.713,7.261,0,4.189,4.189,0,6.071,36.346,10.369,33.946,18.62,31.534,0.0,11.977,0.0,4.322,0.211,3.221,3.221,5.221,3.221,5.257,47.735,7.12,0.349,5.706,0,0,0,29.149,2.398,0,2.153,2.337,5.097,0.317,1.676,1,0,5.303,1.843,1.986,5.281,1.724,26.735
6.046,4.052,7.022,4.065,6.656,0.0,0.0,11.242,11.242,11.242,0,20.387,0.0,18.934,4.016,17.571,21.784,16.094,4.24,4.24,7.24,4.24,13.263,14.792,7.65,0,4.197,4.197,0,6.216,36.348,10.435,33.948,18.619,31.537,0.0,12.074,0.0,4.286,0.25,3.221,3.221,5.221,3.221,5.339,0.0,7.384,0.349,5.913,0,0,0,29.153,0.0,0,2.191,2.36,5.337,0.332,1.862,0,0,5.303,1.933,2.045,7.001,1.958,26.739
4.857,4.04,6.98,4.062,6.715,0.0,0.0,11.032,11.032,11.032,0,20.495,0.0,19.09,3.991,17.757,21.858,16.339,4.079,4.079,7.079,4.079,13.608,15.061,7.312,0,4.186,4.186,0,6.465,36.562,10.899,34.216,18.549,31.851,0.0,12.434,0.0,4.222,0.324,3.201,3.201,5.201,3.201,5.766,0.0,7.192,0.342,6.204,0,0,0,29.525,0.0,0,9.488,11.032,6.322,0.37,3.884,0,0,5.294,6.466,7.96,21.044,3.198,27.155
5.523,4.046,7.33,4.066,6.97,0.0,0.0,11.032,11.032,11.032,0,20.692,0.0,19.268,4.004,17.919,22.073,16.48,4.185,4.185,7.185,4.185,13.712,15.19,8.02,0,4.186,4.186,0,6.621,36.794,10.966,34.432,18.549,32.054,0.0,12.532,0.0,4.286,0.319,3.201,3.201,5.201,3.201,5.842,0.0,7.671,0.347,6.308,0,0,0,29.71,0.0,0,9.488,11.032,6.322,0.381,3.894,0,0,5.291,6.467,7.96,20.076,3.186,27.327
4.873,4.046,7.187,4.067,6.893,0.0,0.0,11.032,11.032,11.032,0,20.69,0.0,19.267,4.001,17.917,22.072,16.48,4.185,4.185,7.185,4.185,13.712,15.188,7.651,0,4.186,4.186,0,6.577,36.794,10.966,34.432,18.549,32.054,0.0,12.532,0.0,4.232,0.297,3.201,3.201,5.201,3.201,5.842,0.0,7.431,0.344,6.297,0,0,0,29.71,0.0,0,9.488,11.032,6.322,0.368,3.862,0,0,5.291,6.465,7.959,19.324,3.136,27.327
5.697,4.114,7.2,4.126,6.794,2.708,4.977,11.27,11.27,11.27,0,21.21,0.0,19.695,4.08,18.226,22.7,16.698,4.531,4.531,7.531,4.531,13.708,15.272,7.645,0,4.211,4.211,0,6.358,36.38,10.721,33.976,18.664,31.561,0.0,12.377,0.0,4.278,0.211,3.233,3.233,5.233,3.233,5.358,0.0,7.592,0.346,5.972,0,0,0,29.173,0.0,0,2.153,2.337,5.102,0.327,1.676,0,0,5.329,1.843,1.986,5.281,1.724,26.754
5.318,4.002,5.921,4.022,5.698,0.0,0.0,10.92,10.92,10.92,0,19.604,0.0,18.174,3.958,16.843,20.966,15.383,4.045,4.045,7.045,4.045,12.593,14.112,5.777,0,4.116,4.116,0,5.449,35.864,9.799,33.482,18.12,31.086,0.0,11.435,0.0,4.18,0.351,3.153,3.153,5.153,3.153,4.803,0.0,6.065,0.335,5.32,0,0,0,28.714,0.0,0,6.88,7.91,4.685,0.304,2.906,0,0,5.219,4.831,5.852,6.669,2.202,26.311
5.627,3.994,5.897,4.009,5.678,0.0,0.0,10.243,10.243,10.243,0,19.511,0.0,18.09,3.952,16.774,20.86,15.322,4.012,4.012,7.012,4.012,12.556,14.066,5.978,0,4.066,4.066,0,5.394,34.987,9.784,32.683,17.133,30.362,0.0,11.412,0.0,4.177,0.278,3.097,3.097,5.097,3.097,4.77,0.0,6.111,0.34,5.249,0,0,0,28.073,0.0,0,2.153,2.337,4.537,0.304,1.676,0,0,5.17,1.843,1.986,5.281,1.724,25.742
