pXC50,CMC.80,Infective.80,Neoplastic.80,DLS_07,Inflammat.80,Hypertens.80,Mv,cRo5,CATS2D_08_LL,H.,SpMax3_Bh.m.,ATSC5p,GATS1v,CATS2D_03_LL,Eta_L_A,Depressant.80,CATS2D_02_DD,SpMin2_Bh.s.,Eig08_AEA.ri.,ATS8m,Eig09_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig14_AEA.bo.,SRW08,SpMin4_Bh.e.,RDCHI,Eta_FL_A,Eig09_EA.ri.,Chi1_EA.ri.,Chi1_EA.ed.,SpMaxA_AEA.ed.,X1v,Vindex,Yindex,SpMax3_Bh.i.,CATS2D_08_DL,Eta_betaS,SpMaxA_EA.ed.,S2K,Chi0_EA.ri.,Chi0_EA.dm.,Xt,SNar,SpMaxA_EA,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Eig09_AEA.dm.,X3v,MDDD,TIC2,Sp,AMR,Chi0_EA.ed.,Eig14_AEA.ri.,piPC07,Eig14_EA.ri.,SRW10,CID,ATS7p,SM03_AEA.ed.,TIC3,Psi_i_1,Eig11_EA.ed.,SM06_AEA.ri.,IVDM,Eig08_EA,SM02_AEA.dm.,ATSC2m,SpAD_AEA.dm.,CENT,SpMax8_Bh.i.,Eig12_AEA.ri.,Psi_i_0,X1,SpMaxA_EA.ri.,SpMaxA_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Eig07_EA.ed.,SM02_AEA.ri.,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.bo.,piPC01,SCBO,ATS8v,VAR,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,NdssC,NRS,CMC.50,SpMin5_Bh.m.,ATS1p,ATSC8i,X1Mad,Eig08_EA.ri.,Eig07_EA,SM15_AEA.bo.,Psychotic.80,ATS1i,SpAD_AEA.ed.,ATS2v,ON0V,TIC1,X3,ATS5p,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_AEA.dm.,ATSC1i,SpAD_AEA.ri.,Eig15_EA,SM09_AEA.dm.,S0K,X2,SpMin8_Bh.v.,SpDiam_AEA.dm.,SpMin8_Bh.p.,ATSC5m,nH,C.003,TIC4,ATSC8p,Eig10_EA,SM04_AEA.dm.,SpMin5_Bh.p.,SRW04,SpMaxA_AEA.ri.,SpAD_EA,SpAD_AEA.bo.,PHI,Chi1_EA.dm.
5.4,0,0,0,0.5,0,0,0.634,0,17,46.4,3.833,15.079,0.893,22,0.241,0,3,1.245,2.801,4.425,2.546,3.909,3.909,2.474,8.75,1.751,4.63,0.243,1.546,20.333,7.189,0.169,12.868,0.182,0.509,3.84,9,22.75,0.275,12.866,25.304,28.063,0.194,26.641,0.078,24.966,24.966,24.966,24.966,24.966,2.125,6.918,41.001,309.998,46.455,146.134,15.081,2.0,6.273,1.0,10.371,4.335,4.536,7.582,362.369,21.665,3.088,3.088,5.143,1.828,1.828,25.772,60.648,3022.0,3.315,2.173,26.163,17.919,0.078,0.098,1.547,1.547,5.241,5.241,2.401,2.401,22.293,3.97,52.0,4.441,170.0,19.764,19.764,19.764,19.764,19.764,3,3,0,1.823,3.881,2.342,17.199,1.689,2.007,2.007,0,4.438,60.894,4.216,11.643,242.052,12.698,4.425,2.275,2.275,1.57,0.997,59.284,1.0,1.0,184.75,15.906,1.432,5.909,1.442,44.943,32.0,1,387.488,17.952,1.529,1.529,1.813,5.694,0.103,59.074,59.689,9.343,31.667
7.0,0,0,0,0.5,0,0,0.647,0,15,44.6,3.849,13.46,0.861,19,0.228,0,3,1.246,2.777,4.448,2.609,3.908,3.908,2.281,8.627,1.744,4.55,0.253,1.587,19.583,6.968,0.178,12.297,0.212,0.588,3.839,8,22.0,0.29,13.998,24.442,26.632,0.201,24.849,0.083,23.966,23.966,23.966,23.966,23.966,2.159,6.1,43.056,288.329,44.551,143.359,14.561,2.0,6.138,1.0,10.216,4.296,4.473,7.458,327.189,19.967,2.587,2.587,5.096,1.857,1.857,22.415,57.15,2826.0,3.181,2.0,24.974,17.329,0.082,0.103,1.625,1.625,5.292,5.292,2.275,2.275,21.244,3.932,50.0,4.379,172.0,18.748,18.748,18.748,18.748,18.748,3,3,0,1.673,3.819,2.089,16.296,1.615,1.886,1.886,0,4.372,57.033,4.13,10.952,230.904,11.707,4.334,2.136,2.136,1.54,0.924,55.654,0.528,0.528,160.117,15.327,1.328,5.908,1.309,39.622,29.0,1,335.454,16.778,1.463,1.463,1.782,5.624,0.109,55.229,55.919,10.766,28.646
5.343,1,1,1,1.0,1,0,0.714,1,0,34.6,3.37,4.427,0.677,13,0.175,0,0,0.935,1.543,1.034,0.938,3.88,3.88,-0.018,8.292,1.013,2.818,0.307,-0.051,9.267,3.078,0.368,5.262,0.332,1.062,3.407,1,10.25,0.622,3.373,11.386,4.91,0.282,12.542,0.175,11.414,11.414,11.414,11.414,11.414,0.186,2.956,8.291,85.805,18.96,65.851,6.545,-0.316,6.502,-1.494,10.043,3.584,2.165,7.072,105.457,9.859,-2.107,-2.107,4.004,0.428,0.428,6.025,31.501,220.0,2.412,0.107,11.628,8.182,0.177,0.204,-0.052,-0.052,2.664,2.664,-3.293,-3.293,9.828,3.332,27.0,1.322,34.0,9.34,9.34,9.34,9.34,9.34,2,1,0,1.126,3.076,0.161,8.018,0.473,1.076,1.076,0,3.474,30.793,3.455,4.75,68.908,6.822,3.228,-3.593,-3.593,-0.538,0.315,29.094,-1.676,-1.676,69.487,7.576,0.596,5.88,0.605,10.298,9.0,0,116.211,1.059,-0.638,-0.638,1.036,5.017,0.228,28.986,29.785,1.973,3.089
8.076,0,0,0,0.5,0,0,0.612,1,8,49.3,3.865,14.294,1.053,7,0.265,0,0,1.162,2.899,4.364,2.812,3.673,3.673,1.838,8.688,1.609,4.765,0.212,1.715,21.368,7.096,0.153,13.969,0.189,0.503,3.88,0,24.0,0.226,14.896,26.055,39.743,0.197,25.66,0.073,25.03,25.03,25.03,25.03,25.03,2.267,7.044,51.596,376.758,49.29,154.175,15.007,1.594,6.163,0.611,10.27,4.346,4.427,7.542,412.367,21.105,3.999,3.999,5.159,1.986,1.986,34.405,59.768,3394.0,3.352,2.304,26.972,18.143,0.068,0.092,1.886,1.886,5.859,5.859,1.706,1.706,22.784,3.922,49.5,4.331,206.0,19.72,19.72,19.72,19.72,19.72,1,3,0,1.849,3.902,2.044,16.614,1.809,2.063,2.063,0,4.502,60.394,4.184,15.21,273.981,11.901,4.386,1.569,1.569,2.119,1.047,58.173,0.589,0.589,197.421,16.587,1.542,5.673,1.522,47.351,37.0,0,420.632,17.023,1.836,1.836,1.803,5.694,0.096,58.081,58.396,11.937,56.562
5.0,1,1,1,1.0,1,1,0.634,1,6,46.2,3.76,10.634,0.955,8,0.205,1,0,1.079,2.38,3.429,2.0,3.724,3.724,1.328,8.438,1.625,4.067,0.279,1.0,15.269,5.405,0.22,9.142,0.188,0.489,3.863,5,17.25,0.338,9.4,19.126,22.669,0.224,19.879,0.103,18.828,18.828,18.828,18.828,18.828,1.203,4.614,30.959,204.1,34.75,108.844,11.333,1.104,5.872,0.144,10.032,4.054,3.906,7.262,243.403,15.529,2.136,2.136,4.74,1.391,1.391,19.023,45.052,1280.0,2.94,1.813,19.579,13.542,0.098,0.124,1.0,1.0,3.235,3.235,0.726,0.726,16.496,3.714,40.0,3.553,122.0,14.765,14.765,14.765,14.765,14.765,1,3,0,1.575,3.576,1.072,13.119,1.369,1.441,1.441,1,4.141,45.434,3.879,9.567,163.817,10.013,4.016,0.354,0.354,1.0,0.698,43.967,-0.31,-0.31,122.606,11.815,1.107,5.724,1.081,31.83,24.0,0,260.913,8.468,1.0,1.0,1.527,5.398,0.134,43.95,44.266,6.691,31.205
6.391,0,0,0,0.0,0,0,0.618,1,14,47.8,3.729,14.556,0.944,17,0.229,0,3,1.245,2.544,4.323,2.486,3.909,3.909,2.474,8.616,1.744,4.508,0.257,1.48,19.072,7.117,0.178,11.936,0.217,0.609,3.841,9,21.75,0.29,14.149,24.664,24.147,0.199,25.137,0.082,24.441,24.441,24.441,24.441,24.441,1.713,5.847,39.148,292.091,45.052,139.712,15.102,2.0,6.024,1.0,10.212,4.298,4.5,7.439,333.184,20.122,2.66,2.66,5.106,1.545,1.545,25.638,56.501,2856.0,3.266,2.0,25.127,17.49,0.082,0.103,1.489,1.489,4.622,4.622,2.136,2.136,21.794,3.932,50.0,4.393,164.0,18.731,18.731,18.731,18.731,18.731,3,3,0,1.703,3.826,2.326,16.998,1.536,1.857,1.857,0,4.433,56.668,4.132,11.367,237.108,11.646,4.422,2.136,2.136,1.38,0.995,54.751,1.0,1.0,156.608,14.804,1.4,5.909,1.413,45.84,33.0,1,354.469,16.881,1.317,1.317,1.787,5.609,0.109,54.8,55.328,10.646,29.19
5.26,0,0,0,1.0,0,0,0.636,1,16,45.5,3.835,15.037,0.966,9,0.225,0,1,1.205,2.894,4.288,2.659,4.687,4.687,2.5,8.809,1.678,4.447,0.254,1.651,19.863,6.747,0.187,13.342,0.186,0.517,3.929,5,22.5,0.321,11.254,24.17,29.717,0.198,25.542,0.087,23.816,23.816,23.816,23.816,23.816,2.008,7.333,40.809,303.805,44.387,138.755,14.13,2.0,6.372,1.0,10.449,4.307,4.478,7.674,347.91,21.099,2.976,2.976,5.086,1.916,1.916,26.947,60.898,2692.0,3.317,2.192,25.371,17.225,0.081,0.12,1.654,1.654,5.518,5.518,2.621,2.621,21.092,3.97,52.0,4.317,188.0,19.288,19.288,19.288,19.288,19.288,2,3,0,1.833,3.852,2.101,15.932,1.867,2.012,2.012,0,4.386,59.703,4.175,12.033,234.661,12.45,4.424,2.136,2.136,1.557,0.984,58.343,0.619,0.619,178.117,16.201,1.43,6.687,1.445,46.468,30.0,0,365.42,17.033,1.472,1.472,1.843,5.7,0.111,58.243,58.932,8.096,41.125
8.022,0,0,0,1.0,0,0,0.583,1,4,52.9,3.759,21.702,1.146,18,0.302,0,1,1.35,2.948,4.077,2.82,3.896,3.896,2.148,8.91,1.754,4.984,0.181,1.81,22.159,7.628,0.162,15.01,0.147,0.377,3.852,3,26.0,0.283,15.106,28.172,35.828,0.186,28.838,0.076,27.706,27.706,27.706,27.706,27.706,2.332,8.885,55.694,414.007,54.285,161.532,16.458,2.082,6.402,1.078,10.574,4.432,4.538,7.73,474.497,24.709,3.707,3.707,5.28,1.967,1.967,39.269,66.991,3750.0,3.391,2.311,29.807,19.816,0.076,0.089,1.827,1.827,5.738,5.738,2.647,2.647,25.889,3.97,52.0,4.242,276.0,21.571,21.571,21.571,21.571,21.571,7,4,0,1.846,4.004,2.105,18.994,1.919,2.094,2.094,0,4.66,68.485,4.349,16.35,292.405,14.419,4.731,2.529,2.529,1.729,1.22,64.181,1.0,1.0,208.905,17.29,1.541,5.896,1.553,66.01,46.0,3,493.517,15.11,1.698,1.698,1.796,5.796,0.099,64.325,64.718,11.58,46.588
5.276,1,1,0,1.0,0,0,0.623,1,13,48.1,3.73,10.818,0.969,6,0.269,0,0,1.22,2.416,3.961,2.291,3.358,3.358,1.29,8.519,1.625,4.108,0.22,1.275,16.249,5.549,0.221,10.345,0.181,0.498,3.902,4,18.25,0.367,9.163,19.783,20.539,0.217,21.266,0.105,19.275,19.275,19.275,19.275,19.275,1.468,5.663,29.071,238.848,35.921,111.093,11.609,1.016,6.505,0.078,10.148,4.076,4.049,7.322,274.009,17.056,2.136,2.136,4.76,1.444,1.444,22.804,46.561,1460.0,3.044,1.8,20.348,13.704,0.099,0.108,1.325,1.325,3.973,3.973,1.615,1.615,17.297,3.689,39.0,3.99,124.0,15.325,15.325,15.325,15.325,15.325,0,3,0,1.619,3.625,1.393,12.973,1.401,1.61,1.61,1,4.202,46.58,3.968,9.326,187.219,10.164,3.997,0.213,0.213,1.117,0.767,45.838,-0.184,-0.184,130.606,12.034,1.174,5.358,1.181,31.969,26.0,1,282.764,10.518,1.0,1.0,1.613,5.442,0.135,45.649,45.74,6.401,19.564
5.636,0,0,0,1.0,0,0,0.626,1,13,49.0,3.689,11.586,0.985,8,0.259,0,0,1.186,2.384,3.714,2.0,3.482,3.482,1.009,8.505,1.652,3.84,0.23,1.0,15.142,5.141,0.242,9.759,0.203,0.576,3.893,0,16.75,0.412,7.931,18.374,19.135,0.224,19.879,0.115,17.913,17.913,17.913,17.913,17.913,1.223,5.615,22.923,223.029,34.461,108.483,10.739,0.699,6.574,-0.159,10.155,4.005,4.182,7.311,248.539,16.078,2.136,2.136,4.65,1.394,1.394,22.23,44.006,1098.0,3.002,1.756,19.169,12.72,0.111,0.12,1.0,1.0,3.196,3.196,0.455,0.455,15.907,3.638,37.0,3.928,108.0,14.332,14.332,14.332,14.332,14.332,0,3,0,1.56,3.595,1.529,12.079,1.377,1.456,1.456,0,4.135,44.337,3.931,9.376,165.052,9.699,4.065,-0.475,-0.475,1.025,0.7,43.403,-0.452,-0.452,114.211,11.242,1.165,5.482,1.133,32.055,25.0,0,250.539,13.312,1.0,1.0,1.484,5.389,0.148,43.205,43.274,5.414,22.412
7.538,0,0,0,1.0,0,0,0.619,0,27,50.0,3.857,17.183,1.009,13,0.266,0,0,1.263,2.806,4.15,2.509,3.353,3.353,2.111,8.757,1.86,4.924,0.224,1.504,20.711,7.165,0.171,13.627,0.13,0.336,3.903,0,22.75,0.284,12.163,25.386,24.387,0.19,27.622,0.081,24.861,24.861,24.861,24.861,24.861,1.633,7.754,50.667,323.705,48.273,149.178,14.955,1.984,6.597,0.983,10.374,4.326,4.462,7.554,382.725,22.381,3.139,3.139,5.128,1.857,1.857,31.187,59.588,2916.0,3.256,2.0,26.665,17.653,0.077,0.084,1.518,1.518,5.856,5.856,2.275,2.275,22.131,3.951,51.0,4.324,218.0,19.775,19.775,19.775,19.775,19.775,0,4,0,1.85,3.929,2.092,16.957,1.694,2.109,2.109,0,4.47,59.791,4.251,12.993,230.156,13.113,4.401,2.195,2.195,1.47,0.991,59.069,0.926,0.926,172.117,15.498,1.452,5.353,1.408,47.7,36.0,1,391.48,17.311,1.48,1.48,1.841,5.694,0.105,58.854,59.065,8.504,22.203
5.0,1,1,1,1.0,1,1,0.639,1,14,45.1,3.795,10.721,0.935,5,0.272,0,0,1.164,2.204,3.723,2.0,4.683,4.683,1.653,8.468,1.514,4.101,0.209,1.0,15.363,5.236,0.243,11.502,0.179,0.461,3.872,0,16.75,0.414,9.636,19.034,12.954,0.225,19.761,0.112,18.645,18.645,18.645,18.645,18.645,1.215,7.185,31.52,228.887,34.745,108.792,11.089,1.282,5.221,0.236,10.07,4.051,3.875,7.352,254.539,16.618,2.017,2.017,4.731,1.217,1.217,22.279,46.683,1212.0,3.02,1.586,19.762,13.454,0.102,0.156,1.0,1.0,3.578,3.578,1.372,1.372,16.788,3.701,39.5,3.714,106.0,14.767,14.767,14.767,14.767,14.767,2,3,0,1.513,3.637,1.169,11.745,1.196,1.434,1.434,1,4.126,44.777,3.933,8.583,183.868,9.885,3.887,0.494,0.494,1.0,0.782,44.421,-0.424,-0.424,124.606,12.219,1.286,6.683,1.251,38.6,23.0,2,257.294,10.244,1.0,1.0,1.555,5.416,0.143,44.411,44.87,7.216,9.408
4.907,0,0,0,1.0,0,0,0.642,1,16,48.3,3.767,16.812,0.919,19,0.272,0,0,1.231,2.408,4.151,2.336,3.274,3.274,1.638,8.627,1.639,4.195,0.212,1.253,17.422,5.623,0.205,12.106,0.176,0.479,3.923,0,18.5,0.335,9.926,20.859,19.623,0.213,22.076,0.097,20.223,20.223,20.223,20.223,20.223,1.494,7.812,31.667,267.092,41.034,135.033,11.869,1.346,6.749,0.376,10.261,4.137,4.279,7.453,296.253,18.581,2.597,2.597,4.839,1.489,1.489,25.753,49.889,1734.0,3.116,1.984,22.105,14.508,0.092,0.099,1.372,1.372,5.297,5.297,1.646,1.646,18.131,3.761,42.0,4.109,136.0,16.27,16.27,16.27,16.27,16.27,0,3,0,1.695,3.788,1.551,13.227,1.361,1.777,1.777,0,4.244,50.922,4.1,10.936,194.117,10.989,4.265,0.993,0.993,1.19,0.772,49.711,0.004,0.004,141.207,13.203,1.308,5.274,1.239,45.764,28.0,0,298.253,14.863,1.311,1.311,1.64,5.525,0.126,49.291,49.974,7.272,26.541
5.559,1,1,0,1.0,0,0,0.617,1,14,50.0,3.766,16.394,1.017,10,0.264,0,0,1.235,2.456,3.948,2.351,3.35,3.35,1.817,8.603,1.635,4.208,0.224,1.337,17.033,5.699,0.205,11.522,0.178,0.484,3.928,0,18.75,0.335,9.932,21.133,23.042,0.211,22.364,0.097,20.646,20.646,20.646,20.646,20.646,1.494,7.339,31.4,273.394,40.228,127.635,12.255,1.424,6.526,0.423,10.236,4.14,4.257,7.42,302.904,18.424,2.579,2.579,4.851,1.473,1.473,27.645,50.751,1726.0,3.206,1.984,22.073,14.652,0.092,0.102,1.368,1.368,4.243,4.243,1.457,1.457,18.684,3.761,42.0,4.11,136.0,16.225,16.225,16.225,16.225,16.225,0,3,0,1.698,3.757,1.673,13.77,1.427,1.601,1.601,1,4.283,50.376,4.073,11.233,198.891,10.97,4.26,0.993,0.993,1.315,0.831,49.063,0.396,0.396,141.207,12.76,1.357,5.35,1.376,44.411,30.0,0,310.904,14.697,1.311,1.311,1.651,5.509,0.126,48.933,49.546,7.061,33.381
7.26,0,0,0,0.5,0,0,0.607,1,11,50.6,3.866,13.599,1.058,7,0.273,0,0,1.206,2.939,4.355,2.86,3.673,3.673,1.797,8.735,1.674,4.734,0.198,1.772,21.154,6.85,0.16,14.193,0.189,0.503,3.883,0,23.5,0.249,13.839,25.219,36.824,0.199,25.255,0.078,24.4,24.4,24.4,24.4,24.4,2.336,6.977,51.374,364.855,50.597,156.855,14.309,1.538,6.17,0.554,10.319,4.343,4.472,7.623,412.239,21.573,4.0,4.0,5.143,2.013,2.013,35.304,61.135,3386.0,3.354,2.304,27.173,17.895,0.077,0.092,1.944,1.944,6.068,6.068,1.718,1.718,22.154,3.922,49.5,4.356,206.0,19.749,19.749,19.749,19.749,19.749,1,3,0,1.877,3.939,2.141,16.535,1.853,2.133,2.133,0,4.524,60.538,4.23,15.96,271.059,11.687,4.371,1.47,1.47,2.123,1.077,59.129,0.589,0.589,192.666,17.557,1.515,5.673,1.51,44.954,39.0,0,412.239,15.906,1.885,1.885,1.805,5.72,0.102,59.127,59.569,11.103,52.933
5.585,0,0,0,1.0,0,0,0.634,1,17,49.1,3.723,13.297,0.938,13,0.288,0,0,1.278,2.37,4.013,2.198,3.339,3.339,1.205,8.449,1.66,4.082,0.205,1.191,15.835,5.494,0.225,11.089,0.178,0.486,3.902,0,16.5,0.369,9.291,19.315,19.313,0.219,20.86,0.106,18.775,18.775,18.775,18.775,18.775,1.297,6.754,27.709,223.315,36.864,117.14,11.447,0.91,6.414,-0.016,10.062,4.044,4.094,7.241,258.07,16.96,2.136,2.136,4.719,1.392,1.392,24.1,44.687,1327.0,3.011,1.714,20.126,13.293,0.101,0.111,1.213,1.213,3.324,3.324,1.381,1.381,16.842,3.664,38.0,3.987,117.0,14.858,14.858,14.858,14.858,14.858,0,3,0,1.578,3.694,1.324,12.297,1.351,1.549,1.549,0,4.154,44.566,3.992,9.343,167.766,9.685,4.078,-0.044,-0.044,1.077,0.687,44.135,-0.184,-0.184,120.382,11.506,1.142,5.339,1.106,34.385,26.0,0,265.58,12.241,1.0,1.0,1.563,5.398,0.138,43.898,44.088,6.563,21.15
7.319,1,1,1,1.0,1,1,0.67,1,6,39.5,3.747,12.037,0.864,7,0.193,1,0,1.218,2.338,3.46,2.099,5.368,5.368,1.0,8.696,1.505,3.397,0.278,1.094,14.441,4.453,0.279,9.387,0.288,0.884,3.69,3,16.0,0.512,6.58,17.184,14.396,0.239,17.512,0.129,16.791,16.791,16.791,16.791,16.791,1.203,6.0,17.846,188.168,29.813,99.727,9.611,0.424,7.101,-0.528,10.445,3.975,3.734,7.557,207.82,14.867,2.297,2.297,4.579,1.365,1.365,14.411,46.158,932.0,2.898,0.992,17.7,12.247,0.116,0.192,1.113,1.113,3.715,3.715,-1.323,-1.323,14.241,3.726,40.5,3.524,70.0,13.77,13.77,13.77,13.77,13.77,0,2,1,1.417,3.498,0.997,11.024,1.325,1.498,1.498,1,3.962,45.868,3.848,8.317,158.026,9.547,4.093,-1.452,-1.452,1.0,0.643,43.248,-0.873,-0.873,114.211,11.873,1.051,7.368,1.039,36.642,17.0,1,209.82,6.573,1.0,1.0,1.609,5.416,0.161,43.161,43.428,4.593,11.91
6.921,0,0,0,1.0,0,0,0.6,1,18,53.1,3.766,17.423,1.063,14,0.277,0,0,1.235,2.453,3.951,2.356,3.348,3.348,1.635,8.627,1.637,4.195,0.206,1.343,17.119,5.623,0.205,11.908,0.176,0.479,3.943,0,18.5,0.335,9.697,20.728,25.763,0.213,22.076,0.097,20.223,20.223,20.223,20.223,20.223,1.495,7.623,31.667,295.819,42.296,131.127,11.869,1.346,6.477,0.377,10.261,4.137,4.299,7.453,322.98,18.8,2.597,2.597,4.839,1.489,1.489,30.54,49.695,1734.0,3.206,1.984,22.469,14.508,0.092,0.101,1.372,1.372,5.297,5.297,1.646,1.646,18.237,3.738,41.0,4.146,136.0,16.27,16.27,16.27,16.27,16.27,0,3,0,1.7,3.804,1.788,13.708,1.425,1.777,1.777,0,4.345,50.922,4.111,12.65,198.805,10.989,4.322,0.993,0.993,1.222,0.888,49.306,0.004,0.004,136.452,13.203,1.429,5.348,1.376,45.734,34.0,0,330.98,15.83,1.311,1.311,1.658,5.525,0.126,49.291,49.536,6.995,36.016
7.538,0,0,0,0.5,0,0,0.602,0,21,51.4,3.779,16.647,1.096,8,0.288,0,0,1.263,2.806,4.179,2.481,3.681,3.681,2.012,8.698,1.685,4.844,0.199,1.466,20.355,7.009,0.175,13.62,0.147,0.379,3.903,0,23.0,0.292,13.461,25.296,27.813,0.195,26.235,0.083,24.576,24.576,24.576,24.576,24.576,1.82,7.355,53.269,356.364,47.944,144.867,14.858,1.908,6.536,0.901,10.31,4.312,4.406,7.517,400.48,21.673,2.625,2.625,5.112,1.857,1.857,33.578,58.391,2998.0,3.266,2.0,26.382,17.529,0.079,0.094,1.505,1.505,5.856,5.856,2.275,2.275,22.443,3.892,48.0,4.312,250.0,19.224,19.224,19.224,19.224,19.224,1,3,0,1.826,3.891,2.001,16.612,1.694,2.11,2.11,0,4.493,58.503,4.209,13.66,245.007,12.496,4.398,2.115,2.115,1.47,1.023,56.892,0.839,0.839,173.362,15.241,1.454,5.681,1.416,49.224,38.0,1,405.99,15.976,1.386,1.386,1.822,5.659,0.107,56.706,56.929,10.085,26.851
6.0,0,0,0,0.0,0,0,0.59,0,40,49.1,3.865,68.153,1.069,18,0.265,0,4,1.325,3.863,6.425,3.827,3.891,3.891,3.918,10.166,1.911,11.555,0.208,2.796,89.591,31.198,0.036,56.358,0.107,0.276,3.964,49,111.0,0.056,76.827,112.923,125.648,0.095,110.448,0.017,111.418,111.418,111.418,111.418,111.418,3.759,27.626,638.416,1779.88,208.178,619.938,66.057,3.675,6.853,2.653,11.734,5.837,6.294,9.071,2135.21,94.306,8.635,8.635,7.327,2.876,2.876,138.337,275.578,188051.0,3.903,3.732,117.907,81.743,0.017,0.022,2.84,2.84,9.086,9.086,8.296,8.296,103.248,5.387,217.5,6.346,2826.0,87.374,87.374,87.374,87.374,87.374,25,6,0,2.019,5.286,14.845,77.804,2.83,2.906,2.906,0,6.04,273.866,5.643,58.4,1283.74,55.429,6.051,8.25,8.25,3.709,4.922,259.886,2.632,2.632,1256.19,74.773,1.983,5.891,1.98,268.89,167.0,3,2349.04,99.616,2.806,2.806,2.013,7.183,0.023,259.875,264.449,65.865,113.392
6.171,0,0,0,0.0,0,0,0.577,0,28,51.1,3.831,50.332,1.137,9,0.275,0,3,1.32,3.799,6.045,3.739,3.889,3.889,3.76,9.842,1.813,9.724,0.193,2.716,66.189,23.388,0.049,42.979,0.226,0.578,3.941,32,82.5,0.075,61.39,83.622,90.207,0.112,79.531,0.023,82.714,82.714,82.714,82.714,82.714,3.701,19.748,419.077,1318.07,161.575,473.371,49.338,3.545,6.288,2.532,11.401,5.548,5.976,8.763,1588.39,70.307,8.283,8.283,6.911,2.81,2.81,112.045,206.721,90188.0,3.848,3.59,89.204,61.315,0.023,0.029,2.748,2.748,8.817,8.817,7.825,7.825,77.393,5.075,159.0,5.993,1822.0,64.892,64.892,64.892,64.892,64.892,21,2,0,2.01,5.021,10.378,58.343,2.77,2.843,2.843,0,5.794,203.4,5.358,47.617,931.875,39.089,5.758,7.696,7.696,3.633,3.774,192.981,2.49,2.49,899.378,57.02,1.949,5.889,1.953,205.688,137.0,4,1752.93,72.641,2.703,2.703,2.001,6.88,0.031,193.102,196.674,55.128,82.979
4.119,0,0,0,1.0,0,0,0.617,1,12,48.6,3.735,15.921,0.968,23,0.241,0,3,1.289,2.739,4.214,2.683,3.861,3.861,2.5,8.694,1.753,4.785,0.245,1.68,20.154,7.325,0.161,12.866,0.161,0.431,3.861,6,22.75,0.246,13.184,25.371,25.148,0.193,26.929,0.076,25.12,25.12,25.12,25.12,25.12,1.913,6.709,47.977,331.009,47.358,147.023,15.31,2.0,6.321,1.0,10.285,4.339,4.379,7.518,386.625,21.722,2.928,2.928,5.153,1.733,1.733,28.297,59.951,3233.0,3.369,2.155,26.462,17.991,0.074,0.097,1.685,1.685,5.115,5.115,2.375,2.375,22.49,3.97,52.0,4.288,211.0,19.787,19.787,19.787,19.787,19.787,3,3,0,1.864,3.895,2.146,17.543,1.738,1.923,1.923,0,4.478,59.403,4.214,12.283,251.027,12.564,4.434,2.275,2.275,1.54,1.048,58.039,1.0,1.0,181.995,15.784,1.494,5.861,1.481,47.631,35.0,0,408.235,15.242,1.462,1.462,1.848,5.68,0.1,58.039,58.789,9.475,28.674
5.479,0,0,0,0.0,0,0,0.625,0,14,46.4,3.729,14.057,0.914,17,0.219,0,3,1.245,2.597,4.37,2.488,3.915,3.915,2.5,8.663,1.744,4.536,0.264,1.483,19.533,7.266,0.173,11.993,0.219,0.617,3.841,9,22.5,0.282,14.046,24.955,24.642,0.198,25.542,0.08,24.777,24.777,24.777,24.777,24.777,1.801,5.85,39.794,289.336,45.296,141.476,15.263,2.0,6.081,1.0,10.265,4.322,4.511,7.496,335.184,20.433,2.88,2.88,5.137,1.602,1.602,24.612,58.702,3051.0,3.3,2.075,25.555,17.863,0.08,0.1,1.489,1.489,5.181,5.181,2.136,2.136,21.948,3.97,52.0,4.412,170.0,19.277,19.277,19.277,19.277,19.277,4,3,0,1.681,3.829,2.362,17.345,1.584,2.025,2.025,0,4.439,58.661,4.143,11.417,233.081,11.887,4.431,2.136,2.136,1.54,1.02,56.933,1.0,1.0,168.75,15.544,1.414,5.915,1.441,44.951,32.0,1,354.469,16.711,1.41,1.41,1.788,5.645,0.106,56.915,57.747,10.535,27.153
