pXC50,MATS2i,SssNH,CATS2D_04_DL,JGI1,nCrs,C.002,P_VSA_i_4,P_VSA_e_3,JGI7,NssCH2,NssNH,C.028,MATS3v,Chi1_EA.ed.,Chi0_EA.ed.,SaaN,nArCN,nTB,NtN,StN,NtsC,StsC,BLI,GATS3v,GMTI,GATS5v,NNRS,nCIR,CATS2D_06_LL,Rbrid,SpMAD_AEA.dm.,Eta_FL_A,GATS3p,ALOGP,ALOGP2,ATS3i,Yindex,JGI6,AMR,IDMT,SpMax2_Bh.p.,Eig15_EA.bo.,CATS2D_05_LL,SpMax7_Bh.m.,ON1V,Eta_alpha,RBN,JGT,Eig14_EA,SM08_AEA.dm.,CATS2D_06_AA,DLS_02,MATS5v,SpMax8_Bh.m.,SpMin1_Bh.p.,C.026,D.Dtr10,Eig12_EA.ed.,SM07_AEA.ri.,IAC,TIC0,GATS2p,GATS2v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.
8.699,-0.09,7.4,8,0.111,4,6,72.717,72.717,0.008,10,2,4,0.088,7.982,16.84,9.771,0,0,0,0.0,0,0.0,0.973,0.875,31269.0,1.101,0.333,12,20,4,1.507,0.244,0.888,5.849,34.21,5.524,0.299,0.01,163.535,58634.7,4.033,1.486,20,3.333,5.117,19.333,10,0.317,1.247,1.247,0,0.5,-0.121,3.117,2.195,2,674.228,3.262,3.262,105.209,105.209,1.039,0.997,27.88,27.88,27.88
6.166,0.069,0.0,0,0.184,0,0,10.047,10.047,0.017,2,0,0,-0.158,8.369,17.54,0.0,0,0,0,0.0,0,0.0,0.95,1.087,46645.0,0.974,1.0,6,12,0,1.507,0.289,1.079,9.26,85.74,5.389,0.234,0.019,183.874,92491.1,3.881,1.5,24,3.419,4.567,22.029,9,0.406,1.0,1.0,0,0.5,0.043,3.397,2.125,6,0.0,4.044,4.044,107.866,107.866,0.801,0.834,29.98,29.98,29.98
6.286,0.028,0.0,0,0.146,4,4,10.047,10.047,0.01,10,0,0,-0.084,7.275,15.164,0.0,0,0,0,0.0,0,0.0,1.0,1.064,25263.0,1.106,1.0,6,12,0,1.487,0.245,1.048,5.665,32.094,5.454,0.295,0.017,151.437,44681.6,3.853,0.958,16,3.082,4.785,17.6,7,0.309,1.0,1.0,0,0.67,-0.095,3.009,2.122,2,0.0,2.408,2.408,90.117,90.117,0.965,0.974,25.256,25.256,25.256
6.367,0.008,0.0,0,0.14,6,6,10.047,10.047,0.014,12,0,0,-0.048,7.72,16.083,0.0,0,0,0,0.0,0,0.0,1.023,1.033,31839.0,0.985,1.0,6,12,0,1.482,0.232,1.025,6.578,43.265,5.567,0.251,0.018,160.639,57750.3,3.853,1.246,20,3.144,5.285,18.6,7,0.31,1.0,1.0,0,0.5,0.021,3.02,2.129,2,0.0,2.695,2.695,96.411,96.411,0.999,1.006,26.67,26.67,26.67
6.041,0.05,0.0,0,0.15,0,0,10.047,10.047,0.013,2,0,0,-0.145,7.166,14.966,0.0,0,0,0,0.0,0,0.0,0.937,1.098,24554.0,1.033,1.0,5,12,0,1.477,0.297,1.104,6.412,41.119,5.252,0.313,0.015,149.129,45998.5,3.862,1.5,16,3.18,3.989,17.6,8,0.345,1.0,1.0,0,0.67,-0.027,2.948,2.127,4,0.0,2.275,2.275,85.947,85.947,0.893,0.898,24.861,24.861,24.861
6.475,-0.017,0.0,0,0.139,6,6,10.047,10.047,0.012,12,0,0,-0.061,6.591,13.682,0.0,0,0,0,0.0,0,0.0,1.049,1.05,18062.0,1.044,1.0,5,8,0,1.47,0.217,1.045,5.059,25.596,5.452,0.33,0.016,135.502,31573.1,3.826,1.0,12,3.019,4.667,15.6,6,0.297,1.0,1.0,0,1.0,-0.031,2.866,2.131,2,0.0,2.275,2.275,85.224,85.224,1.025,1.029,22.447,22.447,22.447
6.747,0.008,0.0,0,0.14,6,6,10.047,10.047,0.01,12,0,0,-0.048,7.775,16.164,0.0,0,0,0,0.0,0,0.0,1.023,1.033,29199.0,1.018,1.0,6,12,0,1.481,0.232,1.025,6.578,43.265,5.567,0.285,0.017,160.639,53403.6,3.851,1.242,20,3.116,5.285,18.6,7,0.3,1.0,1.0,0,0.5,-0.006,3.055,2.131,2,0.0,2.693,2.693,96.411,96.411,0.999,1.006,26.67,26.67,26.67
5.796,0.08,0.0,0,0.227,0,0,10.047,10.047,0.014,2,0,0,-0.213,7.463,15.533,0.0,0,0,0,0.0,0,0.0,0.982,1.116,33242.0,0.933,1.0,5,20,0,1.51,0.274,1.098,9.07,82.265,5.247,0.284,0.021,168.348,66168.5,3.882,1.5,8,3.582,3.91,20.457,8,0.46,1.0,1.0,0,0.67,0.096,3.361,2.125,8,0.0,4.963,4.963,103.342,103.342,0.698,0.754,26.651,26.651,26.651
6.166,-0.017,0.0,0,0.139,6,6,10.047,10.047,0.014,12,0,0,-0.061,6.569,13.644,0.0,0,0,0,0.0,0,0.0,1.049,1.05,18962.0,0.981,1.0,5,8,0,1.473,0.217,1.045,5.059,25.596,5.452,0.307,0.019,135.502,32966.7,3.827,1.0,12,2.984,4.667,15.6,6,0.302,1.0,1.0,0,1.0,0.026,2.866,2.13,2,0.0,2.275,2.275,85.224,85.224,1.025,1.029,22.447,22.447,22.447
5.658,0.004,0.0,0,0.147,4,4,10.047,10.047,0.012,10,0,0,-0.103,6.091,12.682,0.0,0,0,0,0.0,0,0.0,1.023,1.085,15214.0,1.152,1.0,5,8,0,1.476,0.231,1.071,4.147,17.196,5.325,0.343,0.015,126.3,25545.5,3.829,0.618,8,2.962,4.167,14.6,6,0.308,0.618,0.618,0,1.0,-0.136,2.687,2.12,2,0.0,2.092,2.092,78.949,78.949,0.985,0.992,21.032,21.032,21.032
5.823,0.105,0.0,1,0.138,1,2,1.899,1.899,0.01,6,0,1,0.012,6.753,14.365,0.0,0,0,0,0.0,0,0.0,0.886,0.942,20651.0,1.06,0.333,16,8,4,1.538,0.271,0.982,4.874,23.758,5.15,0.358,0.015,129.926,36844.1,3.847,0.93,11,3.08,3.703,16.4,7,0.361,0.984,0.984,0,0.67,-0.071,2.953,2.207,6,290.459,2.978,2.978,89.448,89.448,0.861,0.816,24.455,24.455,24.455
5.72,0.089,0.0,1,0.134,1,3,1.899,1.899,0.01,7,0,1,0.027,7.003,14.865,0.0,0,0,0,0.0,0,0.0,0.901,0.938,22886.0,1.012,0.333,16,12,4,1.532,0.263,0.978,5.454,29.748,5.215,0.338,0.016,134.57,41356.1,3.847,0.973,13,3.109,3.953,16.9,8,0.354,1.094,1.094,0,0.67,-0.032,3.031,2.207,6,307.499,2.991,2.991,93.003,93.003,0.887,0.843,25.162,25.162,25.162
5.612,0.133,0.0,2,0.158,1,2,1.899,1.899,0.01,5,0,1,-0.053,6.282,13.345,0.0,0,0,0,0.0,0,0.0,0.882,1.003,16781.0,0.991,0.333,16,11,4,1.547,0.274,1.028,5.084,25.85,5.078,0.402,0.017,123.876,29138.8,3.857,0.745,10,3.065,3.446,15.567,5,0.38,0.759,0.759,0,0.83,-0.011,2.928,2.207,5,259.228,2.596,2.596,82.444,82.444,0.827,0.796,22.988,22.988,22.988
5.947,0.105,0.0,1,0.15,1,2,1.899,1.899,0.01,6,0,1,0.0,6.78,14.345,0.0,0,0,0,0.0,0,0.0,0.885,0.954,20783.0,1.048,0.333,16,8,4,1.539,0.27,0.982,4.874,23.758,5.15,0.355,0.015,129.926,37084.4,3.847,0.926,10,3.081,3.696,16.4,7,0.366,0.984,0.984,0,0.67,-0.055,2.965,2.207,6,291.99,2.669,2.669,89.448,89.448,0.861,0.816,24.403,24.403,24.403
5.669,0.089,0.0,1,0.146,1,3,1.899,1.899,0.01,7,0,1,0.016,7.03,14.845,0.0,0,0,0,0.0,0,0.0,0.9,0.949,23022.0,1.0,0.333,16,11,4,1.532,0.263,0.979,5.454,29.748,5.215,0.335,0.016,134.57,41607.3,3.847,0.97,13,3.114,3.946,16.9,8,0.358,1.091,1.091,0,0.67,-0.017,3.036,2.207,6,308.992,2.776,2.776,93.003,93.003,0.887,0.843,25.11,25.11,25.11
5.733,0.105,0.0,0,0.15,1,2,1.899,1.899,0.01,6,0,1,0.0,6.765,14.312,0.0,0,0,0,0.0,0,0.0,0.885,0.954,20915.0,1.044,0.333,16,7,4,1.537,0.27,0.982,4.874,23.758,5.15,0.352,0.015,129.926,37321.1,3.847,0.933,11,3.083,3.696,16.4,7,0.366,1.0,1.0,0,0.67,-0.044,2.981,2.207,6,293.649,2.587,2.587,89.448,89.448,0.861,0.816,24.403,24.403,24.403
5.983,0.089,0.0,0,0.146,1,3,1.899,1.899,0.01,7,0,1,0.016,7.015,14.812,0.0,0,0,0,0.0,0,0.0,0.9,0.949,23158.0,0.996,0.333,16,11,4,1.531,0.263,0.979,5.454,29.748,5.215,0.332,0.016,134.57,41854.8,3.847,0.977,14,3.119,3.946,16.9,8,0.36,1.0,1.0,0,0.67,-0.006,3.042,2.207,6,310.604,2.748,2.748,93.003,93.003,0.887,0.843,25.11,25.11,25.11
5.811,0.098,3.018,2,0.141,1,3,36.695,36.695,0.013,7,1,1,-0.003,7.679,16.336,0.0,0,0,0,0.0,0,0.0,0.893,0.967,32434.0,1.03,0.286,18,8,5,1.558,0.266,0.986,4.953,24.534,5.322,0.283,0.018,150.771,58304.1,4.035,1.22,11,3.222,4.299,18.867,8,0.363,1.196,1.196,0,0.67,-0.035,3.156,2.207,4,358.177,3.779,3.779,105.479,105.479,0.866,0.841,27.971,27.971,27.971
5.728,0.124,3.033,2,0.16,1,3,36.695,36.695,0.012,7,1,1,-0.037,7.763,16.475,0.0,0,0,0,0.0,0,0.0,0.9,1.003,34527.0,1.018,0.286,18,8,5,1.561,0.26,1.024,5.439,29.587,5.352,0.278,0.018,155.813,63160.0,4.045,1.25,12,3.228,4.493,19.367,8,0.389,1.226,1.226,0,0.67,-0.025,3.183,2.207,4,372.792,3.906,3.906,109.028,109.028,0.842,0.816,28.419,28.419,28.419
5.585,0.14,3.016,1,0.156,1,3,36.695,36.695,0.012,7,1,1,-0.007,7.91,16.978,0.0,0,0,0,0.0,0,0.0,0.888,0.972,36808.0,1.014,0.286,18,8,5,1.559,0.265,0.994,4.937,24.372,5.349,0.273,0.018,157.235,68456.3,4.035,1.261,11,3.229,4.451,19.7,9,0.383,1.232,1.232,0,0.5,-0.011,3.187,2.207,5,387.86,3.907,3.907,112.77,112.77,0.82,0.796,29.289,29.289,29.289
5.634,0.157,0.0,1,0.163,1,2,1.899,1.899,0.012,6,0,1,-0.008,7.729,16.572,0.0,0,0,0,0.0,0,0.0,0.877,0.97,33833.0,1.047,0.333,16,8,4,1.547,0.27,1.008,5.197,27.013,5.257,0.29,0.016,151.773,65489.4,3.867,1.177,10,3.214,4.175,19.067,10,0.391,1.126,1.126,1,0.33,-0.051,3.09,2.207,6,389.782,3.837,3.837,105.425,105.425,0.819,0.786,28.342,28.342,28.342
4.975,-0.04,2.522,1,0.217,0,0,67.693,67.693,0.017,1,1,0,-0.202,4.23,8.815,3.821,0,0,0,0.0,0,0.0,0.841,1.127,5323.0,0.959,1.0,2,2,0,1.509,0.297,1.127,1.048,1.097,4.497,0.614,0.019,79.052,9781.06,3.753,-1.442,2,2.687,1.904,10.033,6,0.446,-1.0,-1.0,3,1.0,0.03,2.619,2.012,3,0.0,-1.393,-1.393,62.788,62.788,1.031,0.948,14.499,14.499,14.499
4.602,-0.056,2.53,1,0.208,0,1,67.693,67.693,0.018,2,1,0,-0.105,4.375,9.29,3.828,0,0,0,0.0,0,0.0,0.876,1.058,6060.0,0.936,1.0,2,4,0,1.507,0.282,1.122,1.715,2.94,4.621,0.598,0.018,83.679,11377.2,3.753,-1.404,4,2.733,2.279,10.533,7,0.436,-0.75,-0.75,3,1.0,0.04,2.687,2.013,3,0.0,-0.318,-0.318,66.635,66.635,1.069,0.989,15.37,15.37,15.37
4.842,-0.071,2.536,1,0.2,0,2,67.693,67.693,0.017,3,1,0,-0.074,4.658,9.89,3.833,0,0,0,0.0,0,0.0,0.901,1.043,6893.0,0.891,1.0,2,6,0,1.497,0.27,1.106,2.171,4.712,4.73,0.58,0.017,88.28,13190.7,3.753,-1.025,4,2.869,2.529,11.033,8,0.421,-0.604,-0.604,3,1.0,0.046,2.687,2.013,3,0.0,-0.161,-0.161,70.377,70.377,1.101,1.023,16.077,16.077,16.077
4.377,-0.019,2.535,1,0.22,0,0,67.693,67.693,0.02,1,1,0,-0.194,4.479,9.404,3.832,0,0,0,0.0,0,0.0,0.887,1.16,6801.0,0.919,1.0,2,6,0,1.538,0.269,1.269,2.177,4.739,4.718,0.589,0.017,88.254,13029.6,3.753,-1.0,6,2.775,2.404,11.033,7,0.466,-0.749,-0.749,3,1.0,0.053,2.687,2.014,3,0.0,-0.29,-0.29,70.377,70.377,1.039,0.959,15.706,15.706,15.706
4.237,-0.035,2.541,1,0.231,0,1,67.693,67.693,0.016,2,1,0,-0.191,4.769,9.93,3.837,0,0,0,0.0,0,0.0,0.908,1.171,7730.0,0.854,1.0,2,8,0,1.516,0.259,1.229,2.423,5.869,4.816,0.57,0.019,92.829,15064.4,3.753,-1.0,4,2.872,2.612,11.533,8,0.458,-0.597,-0.597,3,1.0,0.051,2.687,2.014,3,0.0,-0.101,-0.101,74.032,74.032,1.071,0.994,16.361,16.361,16.361
4.27,-0.073,2.554,1,0.179,4,4,67.693,67.693,0.016,5,1,0,-0.133,5.075,10.617,3.847,0,0,0,0.0,0,0.0,0.917,1.123,9385.0,0.847,1.0,3,10,0,1.516,0.248,1.204,2.718,7.386,4.946,0.456,0.013,95.654,16816.4,3.758,-0.733,6,2.872,2.821,12.033,7,0.394,-0.125,-0.125,3,1.0,0.078,2.687,2.013,3,0.0,1.372,1.372,75.361,75.361,1.143,1.082,17.568,17.568,17.568
4.21,0.038,2.54,1,0.194,0,0,67.693,67.693,0.015,1,1,0,-0.198,5.527,11.742,3.843,0,0,0,0.0,0,0.0,0.836,1.137,12457.0,0.821,1.0,3,8,0,1.53,0.305,1.228,2.696,7.266,4.76,0.441,0.013,105.688,23763.7,3.81,-0.136,6,2.904,2.481,13.367,8,0.416,0.106,0.106,3,1.0,0.163,2.872,2.025,4,0.0,1.553,1.553,78.764,78.764,0.947,0.901,19.593,19.593,19.593
4.503,-0.054,2.546,1,0.183,0,1,67.693,67.693,0.01,2,1,0,-0.204,5.589,11.593,3.845,0,0,0,0.0,0,0.0,0.857,1.153,11736.0,0.832,1.0,3,8,0,1.504,0.302,1.177,2.747,7.544,4.799,0.43,0.017,103.774,21753.7,3.826,-0.337,4,2.875,2.515,13.033,8,0.381,0.0,0.0,3,1.0,0.132,2.693,2.023,3,0.0,1.594,1.594,75.361,75.361,1.073,1.028,18.93,18.93,18.93
4.208,-0.07,2.454,0,0.211,0,0,67.693,67.693,0.013,2,1,0,-0.125,3.545,7.493,3.789,0,0,0,0.0,0,0.0,0.916,1.098,3261.0,1.072,1.0,1,0,0,1.53,0.243,1.179,0.666,0.443,4.543,0.848,0.019,67.953,6262.21,3.558,-1.824,0,2.601,2.015,8.533,7,0.47,-1.35,-1.35,2,1.0,-0.125,2.499,1.994,2,0.0,-2.0,-2.0,60.856,60.856,1.066,0.982,12.242,12.242,12.242
4.11,-0.234,2.607,0,0.25,0,2,67.693,67.693,0.013,2,1,0,-0.069,3.366,7.037,3.809,0,0,0,0.0,0,0.0,0.946,1.003,2644.0,1.13,1.0,1,0,0,1.513,0.237,0.95,-0.15,0.022,4.569,0.945,0.023,66.512,5030.55,3.539,-1.891,3,2.499,2.029,8.2,6,0.506,-1.414,-1.414,1,1.0,-0.163,2.397,2.003,2,0.0,-2.355,-2.355,57.509,57.509,1.222,1.057,11.483,11.483,11.483
4.0,-0.022,0.0,3,0.135,0,0,111.801,111.801,0.013,0,0,0,0.071,4.573,10.011,4.292,2,2,2,19.171,2,4.275,0.921,0.889,5500.0,0.913,1.0,3,9,0,1.741,0.317,1.026,4.406,19.409,4.486,0.793,0.016,98.524,10008.7,3.833,-1.01,8,2.78,2.026,11.933,3,0.359,-0.391,-0.391,1,1.0,-0.054,2.687,2.05,1,0.0,0.0,0.0,54.387,54.387,0.939,0.897,16.637,16.637,16.637
8.699,-0.07,6.803,7,0.125,4,9,69.593,69.593,0.008,11,2,2,0.05,7.192,15.227,4.925,0,0,0,0.0,0,0.0,0.996,0.938,25531.0,1.054,0.4,9,17,3,1.503,0.222,0.956,6.069,36.829,5.446,0.289,0.013,145.608,47336.3,4.023,0.947,15,3.203,4.774,17.267,11,0.325,1.051,1.051,0,0.67,-0.077,3.098,2.163,2,317.682,2.902,2.902,100.911,100.911,1.072,1.033,25.129,25.129,25.129
8.086,-0.111,6.724,9,0.138,4,9,69.593,69.593,0.011,11,2,2,0.075,7.137,14.943,4.876,0,0,0,0.0,0,0.0,1.029,0.897,24835.0,1.022,0.4,9,18,3,1.517,0.213,0.893,7.414,54.966,5.419,0.303,0.016,148.754,46050.0,4.03,0.953,11,3.34,4.588,17.862,10,0.358,1.025,1.025,0,0.67,-0.062,3.28,2.152,3,307.84,2.916,2.916,103.066,103.066,0.995,1.001,24.758,24.758,24.758
7.071,-0.116,6.752,9,0.134,4,10,69.593,69.593,0.012,12,2,2,0.078,7.387,15.443,4.884,0,0,0,0.0,0,0.0,1.04,0.896,27462.0,1.016,0.4,9,18,3,1.511,0.207,0.893,7.87,61.938,5.47,0.288,0.016,153.355,51474.9,4.03,1.041,11,3.354,4.838,18.362,11,0.348,1.056,1.056,0,0.67,-0.053,3.293,2.152,3,324.109,2.954,2.954,106.452,106.452,1.01,1.016,25.466,25.466,25.466
9.022,-0.123,6.832,8,0.103,4,10,69.593,69.593,0.01,12,2,2,0.055,7.211,15.086,4.931,0,0,0,0.0,0,0.0,1.02,0.928,24572.0,1.064,0.4,9,17,3,1.492,0.214,0.945,6.541,42.789,5.472,0.28,0.012,143.746,44379.5,4.023,0.949,15,3.221,4.871,16.933,11,0.287,1.034,1.034,0,0.67,-0.096,3.101,2.163,1,308.519,2.902,2.902,95.308,95.308,1.14,1.099,24.518,24.518,24.518
7.26,-0.065,6.773,7,0.146,4,9,69.593,69.593,0.01,11,2,2,0.047,7.272,15.364,4.901,0,0,0,0.0,0,0.0,1.006,0.934,27130.0,1.02,0.4,9,17,3,1.513,0.218,0.943,6.733,45.335,5.445,0.29,0.016,150.413,51245.3,4.026,0.958,13,3.353,4.754,17.981,11,0.36,1.06,1.06,0,0.67,-0.05,3.161,2.158,3,326.244,3.119,3.119,107.503,107.503,1.005,0.991,25.576,25.576,25.576
7.921,-0.119,6.806,8,0.105,4,9,69.593,69.593,0.009,11,2,2,0.053,6.961,14.586,4.923,0,0,0,0.0,0,0.0,1.007,0.928,22153.0,1.072,0.4,9,17,3,1.498,0.221,0.945,6.085,37.028,5.421,0.295,0.012,139.145,39515.4,4.023,0.85,15,3.182,4.621,16.433,10,0.296,1.0,1.0,0,0.67,-0.106,3.076,2.163,1,292.249,2.902,2.902,92.092,92.092,1.127,1.085,23.811,23.811,23.811
7.658,-0.065,6.751,8,0.134,4,9,69.593,69.593,0.01,11,2,2,0.073,7.254,15.401,4.901,0,0,0,0.0,0,0.0,1.007,0.908,26898.0,1.037,0.4,9,18,3,1.514,0.218,0.912,6.733,45.335,5.445,0.293,0.014,150.413,50778.1,4.027,0.967,13,3.351,4.761,17.981,11,0.351,1.061,1.061,0,0.67,-0.062,3.203,2.156,3,324.71,3.001,3.001,107.503,107.503,1.005,0.991,25.629,25.629,25.629
4.812,0.048,0.0,7,0.214,2,3,0.0,0.0,0.017,3,0,0,-0.134,5.723,12.338,0.0,0,0,0,0.0,0,0.0,0.922,1.13,14415.0,0.938,0.667,4,13,1,1.553,0.228,1.241,5.419,29.366,5.141,0.566,0.022,126.351,30824.8,3.82,0.064,12,3.003,3.578,15.333,7,0.518,0.344,0.344,1,0.83,0.046,2.909,2.085,5,159.859,1.881,1.881,87.499,87.499,1.018,0.899,21.491,21.491,21.491
5.384,0.046,0.0,8,0.222,2,3,0.0,0.0,0.017,3,0,0,-0.139,5.808,12.546,0.0,0,0,0,0.0,0,0.0,0.909,1.135,15392.0,0.985,0.667,4,11,1,1.559,0.229,1.259,5.152,26.539,5.155,0.571,0.023,128.045,33438.2,3.818,0.064,12,3.003,3.579,15.667,7,0.532,0.355,0.355,1,0.83,-0.009,2.91,2.085,6,165.057,1.916,1.916,90.582,90.582,1.029,0.89,21.991,21.991,21.991
4.611,0.049,0.0,6,0.221,2,4,0.0,0.0,0.018,4,0,0,-0.14,5.654,12.128,0.0,0,0,0,0.0,0,0.0,0.939,1.138,13706.0,0.933,0.667,4,14,1,1.54,0.228,1.232,5.965,35.575,5.118,0.545,0.019,124.938,28790.8,3.82,-0.08,13,3.001,3.608,15.0,7,0.511,0.058,0.058,1,1.0,0.051,2.899,2.086,5,154.773,1.872,1.872,84.232,84.232,1.007,0.9,20.938,20.938,20.938
5.157,0.048,0.0,7,0.229,2,4,0.0,0.0,0.017,4,0,0,-0.145,5.738,12.336,0.0,0,0,0,0.0,0,0.0,0.924,1.143,14663.0,0.98,0.667,4,12,1,1.547,0.229,1.25,5.697,32.457,5.133,0.549,0.021,126.632,31319.6,3.818,-0.08,13,3.001,3.61,15.333,7,0.527,0.058,0.058,1,0.83,-0.004,2.9,2.086,6,159.971,1.909,1.909,87.499,87.499,1.018,0.892,21.438,21.438,21.438
4.111,0.106,0.0,6,0.222,2,4,0.0,0.0,0.019,4,0,0,-0.123,5.903,12.851,0.0,0,0,0,0.0,0,0.0,0.931,1.131,15668.0,0.922,0.667,4,12,1,1.541,0.229,1.24,5.948,35.38,5.152,0.555,0.019,131.401,34002.4,3.82,0.088,13,3.089,3.768,15.833,8,0.516,0.396,0.396,0,0.83,0.059,2.99,2.086,6,164.21,1.887,1.887,90.897,90.897,0.95,0.845,22.309,22.309,22.309
5.63,0.073,0.0,14,0.297,10,9,0.0,0.0,0.02,9,0,0,-0.045,5.191,11.575,0.0,0,0,0,0.0,0,0.0,1.156,1.195,13754.0,1.009,0.25,10,26,3,1.583,0.039,1.241,3.767,14.191,5.874,0.608,0.028,134.826,28871.4,3.818,0.153,27,3.128,5.935,16.167,6,0.686,0.548,0.548,0,0.83,-0.045,3.083,2.155,0,212.352,2.301,2.301,103.745,103.745,1.214,1.144,21.591,21.591,21.591
5.417,0.07,0.0,5,0.279,8,10,0.0,0.0,0.019,10,0,0,-0.054,4.904,10.913,0.0,0,0,0,0.0,0,0.0,1.205,1.189,11493.0,0.999,0.25,10,32,3,1.554,0.032,1.204,6.82,46.506,5.797,0.576,0.028,131.363,22828.4,3.822,-0.152,35,3.128,5.888,15.167,6,0.655,0.259,0.259,0,0.83,-0.039,3.053,2.15,0,191.75,1.59,1.59,88.454,88.454,1.158,1.123,20.042,20.042,20.042
5.651,0.081,0.0,8,0.286,9,10,0.0,0.0,0.02,10,0,0,-0.045,5.008,11.147,0.0,0,0,0,0.0,0,0.0,1.181,1.182,12184.0,1.027,0.25,10,31,3,1.57,0.039,1.209,6.047,36.569,5.797,0.59,0.027,132.458,24703.8,3.82,0.001,31,3.128,5.871,15.5,6,0.669,0.391,0.391,0,0.83,-0.059,3.057,2.147,0,198.161,2.082,2.082,93.49,93.49,1.156,1.11,20.567,20.567,20.567
5.342,0.086,0.0,2,0.258,7,7,0.0,0.0,0.019,7,0,0,-0.051,4.906,10.856,0.0,0,0,0,0.0,0,0.0,1.178,1.158,10778.0,1.024,0.25,10,35,3,1.559,0.058,1.156,7.195,51.767,5.68,0.568,0.025,131.999,20948.2,3.825,-0.162,37,3.124,5.463,14.833,5,0.606,0.114,0.114,0,0.83,-0.05,3.034,2.14,0,185.57,1.566,1.566,79.877,79.877,1.091,1.08,19.658,19.658,19.658
4.367,-0.084,3.175,1,0.146,0,0,34.796,34.796,0.011,3,1,0,-0.194,4.635,9.635,0.0,0,1,0,0.0,1,2.568,0.909,1.136,5611.0,0.941,0.667,4,11,1,1.473,0.287,1.161,4.712,22.202,4.662,0.537,0.011,88.926,9523.34,3.841,-1.302,7,2.803,2.243,10.633,6,0.315,-0.783,-0.783,0,1.0,0.033,2.687,2.034,1,0.0,-0.458,-0.458,55.108,55.108,1.026,0.992,15.37,15.37,15.37
5.338,0.082,0.0,10,0.271,9,9,0.0,0.0,0.019,9,0,0,-0.047,5.084,11.279,0.0,0,0,0,0.0,0,0.0,1.18,1.184,12252.0,1.008,0.25,10,30,3,1.576,0.041,1.203,5.689,32.365,5.798,0.586,0.026,132.83,24757.0,3.825,0.144,33,3.128,5.818,15.5,6,0.631,0.259,0.259,0,0.83,-0.042,3.077,2.148,0,199.761,2.121,2.121,93.49,93.49,1.159,1.125,20.683,20.683,20.683
5.62,0.085,0.0,10,0.271,7,7,0.0,0.0,0.019,7,0,0,-0.042,5.084,11.279,0.0,0,0,0,0.0,0,0.0,1.156,1.165,12252.0,1.003,0.25,10,30,3,1.563,0.061,1.186,5.379,28.938,5.757,0.586,0.026,133.793,24757.0,3.829,0.145,33,3.127,5.61,15.5,6,0.631,0.259,0.259,0,0.83,-0.036,3.067,2.142,0,199.761,2.121,2.121,92.04,92.04,1.136,1.103,20.683,20.683,20.683
5.231,0.071,0.0,2,0.292,7,7,0.0,0.0,0.019,7,0,0,-0.021,5.029,11.272,0.0,0,0,0,0.0,0,0.0,1.105,1.108,12575.0,1.047,0.2,17,31,6,1.582,0.07,1.151,7.0,48.997,5.688,0.541,0.028,129.497,24055.2,3.826,0.134,33,3.124,5.407,15.5,5,0.667,0.547,0.547,0,0.83,-0.08,3.035,2.162,0,374.082,2.472,2.472,88.991,88.991,1.089,1.016,20.989,20.989,20.989
4.959,0.167,3.195,1,0.152,0,0,19.91,19.91,0.011,2,1,0,-0.109,4.138,8.814,0.0,0,0,0,0.0,0,0.0,0.936,1.081,4644.0,0.927,0.667,4,9,1,1.484,0.277,1.109,3.726,13.88,4.681,0.605,0.012,86.243,7702.48,3.841,-1.5,6,2.687,2.335,10.133,5,0.379,-0.824,-0.824,0,1.0,0.036,2.592,2.042,1,0.0,-0.884,-0.884,56.162,56.162,0.84,0.841,14.508,14.508,14.508
4.0,0.194,0.0,0,0.173,0,0,5.023,5.023,0.013,3,0,0,-0.242,4.694,9.937,0.0,0,1,0,0.0,1,2.679,0.928,1.201,6679.0,0.958,0.667,4,11,1,1.498,0.277,1.227,5.454,29.743,4.772,0.564,0.014,99.117,11991.4,3.841,-0.884,7,2.902,2.568,11.633,6,0.403,-0.561,-0.561,0,1.0,0.001,2.687,2.042,1,0.0,-0.171,-0.171,61.738,61.738,0.793,0.805,16.37,16.37,16.37
4.0,0.202,0.0,0,0.167,0,0,5.023,5.023,0.013,3,0,0,-0.234,4.987,10.462,0.0,0,1,0,0.0,2,6.055,0.945,1.204,7560.0,0.869,0.667,4,11,1,1.522,0.27,1.232,5.403,29.195,4.8,0.544,0.013,104.618,13855.1,3.841,-0.865,7,2.908,2.797,12.133,6,0.392,-0.36,-0.36,0,1.0,0.082,2.687,2.042,1,0.0,0.406,0.406,64.974,64.974,0.786,0.796,17.077,17.077,17.077
4.854,0.177,0.0,0,0.167,0,0,5.023,5.023,0.013,3,0,0,-0.211,4.987,10.462,0.0,0,0,0,0.0,0,0.0,0.939,1.178,7560.0,0.856,0.667,4,11,1,1.492,0.273,1.2,5.174,26.765,4.836,0.544,0.013,104.982,13855.1,3.841,-0.866,7,2.909,2.735,12.133,7,0.392,-0.36,-0.36,0,1.0,0.1,2.687,2.042,1,0.0,0.406,0.406,64.974,64.974,0.82,0.829,17.077,17.077,17.077
