pXC50,nR09,D.Dtr09,Eig02_EA.ri.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ri.,nR05,N.072,Eig10_EA.ed.,SM05_AEA.ri.,Eig09_EA.bo.,Eig07_EA.bo.,CATS2D_07_DL,Eig02_EA.ed.,SM11_AEA.dm.,MAXDP,CATS2D_05_AN,CATS2D_07_AL,X5,Eig09_AEA.bo.,SpMax2_Bh.p.,ATS8p,Eig12_AEA.ed.,Eig11_EA,SM05_AEA.dm.,Eta_beta,Eig12_AEA.ri.,Eig11_AEA.bo.,Eig10_AEA.ed.,Eig02_AEA.bo.,MATS6m,Eig01_AEA.dm.,SpMax_AEA.dm.,SNar,Xt,ATSC8i,Eig07_EA,SM15_AEA.bo.,Eig07_AEA.bo.,Eig11_EA.ed.,SM06_AEA.ri.,Eig07_AEA.ri.,Eig11_AEA.ri.,Eig11_EA.ri.,Eig09_EA.ri.,Eig11_EA.bo.,SRW05,ATSC6i,Eig13_AEA.ri.,Eig11_AEA.ed.,Eig13_EA,Eig13_EA.bo.,Eig13_EA.ed.,Eig13_EA.ri.,SM07_AEA.dm.,SM08_AEA.ri.,Eig07_EA.ri.,SpMin4_Bh.e.,SpMin4_Bh.p.,CATS2D_02_DA,Rbrid,ATS6i,ATS7p,MATS6i,X3sol,SdssC,Eig09_AEA.ri.,Eig09_EA
4.222,0,0.0,2.76,2.792,2.792,3.782,0,0,-0.812,-0.812,0.092,1.424,1,9.509,9.509,5.314,0,0,5.263,1.376,3.731,2.067,2.0,-0.629,-0.629,26.25,0.126,0.925,2.718,4.182,-0.512,3.805,3.805,12.948,0.278,0.249,0.964,0.964,2.491,-1.448,-1.448,1.98,0.441,-0.665,0.071,-0.961,0.0,0.447,-0.155,2.16,-1.178,-1.504,-3.004,-1.204,-1.178,-3.004,0.974,1.101,1.302,0,2,3.939,2.621,-0.108,7.462,-0.503,1.054,0.074
5.387,0,0.0,2.958,2.951,2.951,3.954,0,0,2.799,2.799,1.915,2.427,6,9.971,9.971,6.187,0,5,7.344,2.789,4.022,3.758,3.216,0.864,0.864,39.0,1.649,2.352,3.591,4.428,-0.127,3.916,3.916,19.879,0.224,0.944,1.618,1.618,3.118,2.053,2.053,2.618,1.877,0.873,1.312,1.258,0.0,1.273,1.175,3.492,0.14,0.189,0.379,0.144,0.14,0.379,1.618,1.474,1.58,2,2,4.933,3.907,-0.066,10.72,-0.578,2.312,1.307
7.319,0,0.0,3.44,3.456,3.456,4.452,0,2,3.071,3.071,1.725,2.325,4,13.354,13.354,6.559,0,16,7.38,2.731,3.843,4.902,3.554,1.318,1.318,41.5,2.077,2.594,3.88,4.508,-0.097,4.188,4.188,26.118,0.196,3.517,1.762,1.762,3.194,2.912,2.912,2.768,2.294,1.278,1.643,1.584,0.0,2.835,2.023,3.591,1.011,1.5,2.291,1.018,1.011,2.291,1.764,1.817,1.945,2,0,5.863,4.9,0.11,13.886,-1.96,2.663,1.677
5.301,0,0.0,2.825,3.078,3.078,4.01,2,2,3.805,3.805,1.919,2.711,2,10.347,10.347,6.234,0,8,8.31,2.859,3.869,4.202,3.792,1.236,1.236,49.5,1.98,2.647,4.342,4.441,-0.024,3.69,3.69,25.372,0.199,1.336,2.073,2.073,3.421,3.186,3.186,2.956,2.179,1.141,1.389,1.681,3.045,1.524,1.958,4.129,1.028,1.5,2.451,0.951,1.028,2.451,1.738,1.477,1.677,5,0,5.094,4.245,0.112,15.097,-1.061,2.467,1.555
6.108,0,0.0,2.809,2.999,2.999,3.941,1,2,2.136,2.136,1.5,2.024,0,10.351,10.351,5.648,0,8,5.656,2.592,3.835,3.133,2.707,0.427,0.427,37.0,0.883,2.165,3.247,4.27,-0.234,4.755,4.755,16.701,0.245,0.537,1.434,1.434,2.918,0.621,0.621,2.432,1.372,0.403,1.0,0.87,2.398,0.847,0.43,3.099,-0.589,-0.766,-1.384,-0.589,-0.589,-1.384,1.425,1.358,1.597,0,0,4.439,3.331,0.128,10.386,-1.778,2.0,1.0
4.0,0,0.0,2.635,2.664,2.664,3.652,0,0,0.452,0.452,1.5,1.766,0,7.499,7.499,5.007,0,1,4.398,2.5,3.823,3.058,2.348,-0.06,-0.06,31.75,0.537,1.293,2.836,4.042,-0.161,3.683,3.683,15.315,0.256,0.512,1.25,1.25,2.759,-0.148,-0.148,2.244,0.9,-0.057,1.0,-0.074,0.0,0.677,0.15,2.52,-0.835,-1.031,-2.0,-0.811,-0.835,-2.0,1.224,1.333,1.611,1,0,4.363,3.223,0.108,6.977,-1.652,2.0,1.0
4.432,0,0.0,2.849,2.897,2.897,3.881,0,0,0.413,0.413,1.035,1.973,3,10.063,10.063,5.661,0,3,6.178,2.324,3.755,3.093,2.358,-0.147,-0.147,29.0,0.606,1.121,3.035,4.274,-0.256,3.824,3.824,15.145,0.257,0.562,1.448,1.448,2.863,-0.395,-0.395,2.44,0.808,-0.139,0.719,-0.174,0.0,0.864,0.411,2.88,-0.62,-0.803,-1.549,-0.63,-0.62,-1.549,1.433,1.187,1.364,0,2,4.627,3.352,-0.047,8.403,-0.863,1.747,0.686
4.0,0,0.0,2.52,2.633,2.633,3.59,2,1,1.258,1.258,1.182,1.5,0,8.3,8.3,5.329,0,5,5.325,2.265,3.81,3.449,2.357,0.335,0.335,24.25,0.658,1.675,3.078,3.919,-0.054,3.959,3.959,16.008,0.25,0.738,1.21,1.21,2.546,0.72,0.72,2.179,1.317,0.323,1.0,0.412,3.045,0.851,0.388,2.867,-0.604,-0.77,-1.332,-0.593,-0.604,-1.332,1.163,1.433,1.676,0,1,4.688,3.473,0.157,7.917,-0.626,2.0,1.0
4.26,0,0.0,2.841,2.9,2.9,3.88,0,0,0.789,0.789,1.033,1.747,1,10.159,10.159,5.888,0,4,6.481,2.303,3.752,3.292,2.644,0.348,0.348,29.75,0.787,1.572,3.121,4.281,-0.223,3.828,3.828,16.126,0.249,0.683,1.374,1.374,2.715,0.642,0.642,2.373,1.344,0.352,0.742,0.418,0.0,0.962,0.656,2.817,-0.342,-0.411,-0.85,-0.34,-0.342,-0.85,1.372,1.264,1.526,0,2,4.72,3.514,-0.139,8.885,-0.617,1.765,0.715
6.284,0,0.0,3.439,3.455,3.455,4.451,0,2,3.138,3.138,2.085,2.328,6,13.352,13.352,6.559,0,18,7.089,2.927,3.859,4.891,3.604,1.322,1.322,41.5,2.055,2.5,3.859,4.504,-0.063,4.188,4.188,26.118,0.196,3.494,2.012,2.012,3.268,3.073,3.073,2.993,2.298,1.281,1.53,1.5,0.0,2.862,2.017,3.628,1.008,1.431,2.136,1.013,1.008,2.136,1.949,1.78,1.933,2,0,5.879,4.892,0.076,13.585,-1.685,2.54,1.548
5.638,0,0.0,2.811,3.039,3.039,3.971,1,2,3.108,3.108,1.946,2.267,0,10.398,10.398,5.725,0,8,6.01,2.819,3.865,3.311,2.783,0.134,0.134,35.75,0.827,1.47,4.024,4.338,-0.122,4.755,4.755,17.224,0.241,0.369,1.573,1.573,3.073,0.299,0.299,2.533,0.961,0.084,1.195,0.16,2.398,0.691,0.768,3.219,-0.232,-0.334,-0.577,-0.228,-0.232,-0.577,1.451,1.349,1.574,0,0,4.357,3.505,-0.039,13.442,-1.938,2.304,1.414
4.699,0,0.0,2.888,3.039,3.039,3.987,1,2,3.108,3.108,1.946,2.267,0,10.398,10.398,5.773,0,11,6.01,2.819,3.892,3.469,2.783,0.134,0.134,35.25,0.887,1.47,4.024,4.338,-0.023,4.755,4.755,17.224,0.241,0.655,1.573,1.573,3.073,0.299,0.299,2.538,1.118,0.124,1.196,0.16,2.398,0.879,0.793,3.219,-0.232,-0.334,-0.577,-0.243,-0.232,-0.577,1.463,1.41,1.646,0,0,4.534,3.628,-0.044,12.528,-1.761,2.305,1.414
5.432,0,0.0,2.886,3.03,3.03,3.981,1,2,2.275,2.275,1.5,2.245,0,10.384,10.384,5.679,0,8,5.7,2.5,3.891,3.42,2.735,0.123,0.123,34.5,0.864,1.467,3.414,4.332,-0.042,4.754,4.754,16.819,0.244,0.668,1.568,1.568,3.054,0.276,0.276,2.521,1.118,0.122,1.0,0.147,2.398,0.889,0.581,3.182,-0.28,-0.395,-0.667,-0.261,-0.28,-0.667,1.428,1.41,1.648,0,0,4.535,3.568,-0.058,11.333,-1.679,2.0,1.022
4.187,0,0.0,2.784,2.784,2.784,3.784,0,1,2.136,2.136,1.489,1.5,1,8.228,8.228,5.306,0,5,4.783,2.495,3.864,3.802,2.669,0.586,0.586,29.75,0.927,1.791,3.247,4.05,0.122,3.824,3.824,17.394,0.24,1.014,1.301,1.301,2.5,1.355,1.355,2.296,1.588,0.58,1.0,0.663,0.0,1.173,0.855,3.1,-0.118,-0.138,-0.301,-0.115,-0.118,-0.301,1.293,1.578,1.745,1,0,4.974,3.865,-0.004,8.739,-0.289,2.0,1.0
4.301,0,0.0,2.435,2.545,2.545,3.499,0,1,-0.883,-0.883,0.051,1.17,3,7.0,7.0,4.7,0,2,3.188,1.343,3.628,3.121,1.731,-0.584,-0.584,22.5,0.0,0.809,2.0,3.931,-0.057,3.733,3.733,11.731,0.292,0.532,0.797,0.797,2.369,-1.215,-1.215,1.805,0.4,-0.582,0.019,-0.897,0.0,0.784,-0.061,1.772,-1.0,-1.5,-3.0,-1.0,-1.0,-3.0,0.787,1.223,1.483,1,0,4.459,3.32,-0.105,6.588,-0.918,0.957,0.043
5.569,0,0.0,3.413,3.429,3.429,4.425,0,0,5.146,5.146,2.821,2.89,5,14.745,14.745,8.208,0,11,10.825,3.596,3.835,5.324,4.629,1.615,1.615,41.5,2.372,2.822,4.66,4.551,-0.01,4.6,4.6,27.452,0.191,5.127,2.2,2.2,3.638,4.665,4.665,3.2,2.616,1.613,2.175,1.95,0.0,4.08,2.224,4.632,1.159,1.627,3.232,1.222,1.159,3.232,2.2,1.75,1.878,0,2,6.146,5.305,-0.021,15.982,1.548,3.174,2.172
9.824,0,0.0,3.056,3.163,3.163,4.131,3,14,8.644,8.644,3.121,3.208,18,10.891,10.891,8.317,1,31,21.594,3.924,3.826,6.029,5.893,2.623,2.623,98.5,3.581,3.831,6.042,4.286,-0.007,4.016,4.016,69.355,0.12,10.225,2.861,2.861,4.03,8.173,8.173,3.848,3.613,2.591,2.706,2.978,3.434,8.445,3.52,5.906,2.524,2.9,7.947,2.506,2.524,7.947,2.814,1.789,1.99,14,8,6.933,5.96,0.095,37.19,-15.081,3.741,2.756
4.0,1,66.755,2.505,2.669,2.669,3.587,1,1,-0.935,-0.935,0.085,1.383,0,8.899,8.899,5.441,0,0,5.125,1.567,3.74,2.795,2.187,-0.559,-0.559,24.75,0.11,0.917,2.803,4.059,0.021,4.829,4.829,13.523,0.272,0.305,1.149,1.149,2.429,-1.384,-1.384,2.12,0.345,-0.538,0.063,-0.618,2.398,0.512,0.079,2.442,-0.896,-1.263,-2.441,-0.892,-0.896,-2.441,1.086,1.206,1.399,0,1,4.048,2.964,0.029,9.221,0.277,1.077,0.062
4.0,1,71.71,2.636,2.839,2.839,3.77,1,1,-1.044,-1.044,0.44,1.396,0,9.614,9.614,5.717,0,0,5.566,1.777,3.703,2.431,2.359,-0.515,-0.515,25.75,0.352,1.0,2.848,4.23,-0.272,4.83,4.83,13.929,0.268,0.441,1.229,1.229,2.436,-1.243,-1.243,2.192,0.437,-0.426,0.313,-0.621,2.398,0.698,0.11,2.583,-0.886,-1.015,-2.151,-0.882,-0.886,-2.151,1.175,1.205,1.4,0,1,4.086,2.787,-0.178,8.37,-0.543,1.294,0.336
4.0,1,78.69,2.848,3.105,3.105,4.027,1,1,1.09,1.09,0.686,1.405,0,10.955,10.955,5.768,0,2,6.342,1.812,3.696,2.247,2.75,-0.455,-0.455,27.25,0.436,1.0,3.335,4.495,-0.028,4.831,4.831,14.74,0.26,0.624,1.296,1.296,2.44,-1.249,-1.249,2.272,0.469,-0.402,0.468,-0.55,2.398,0.977,0.182,3.068,-0.599,-0.681,-1.43,-0.552,-0.599,-1.43,1.256,1.197,1.399,0,1,4.145,2.764,-0.185,8.37,-1.527,1.393,0.618
4.0,0,0.0,2.885,3.109,3.109,4.035,1,1,1.416,1.416,1.5,2.178,0,10.954,10.954,5.947,0,4,6.757,2.5,3.791,2.829,3.22,0.475,0.475,34.75,0.991,1.781,3.335,4.498,0.02,4.814,4.814,16.531,0.246,0.999,1.618,1.618,3.061,1.306,1.306,2.572,1.393,0.431,1.0,0.577,2.398,1.27,0.465,3.247,-0.472,-0.607,-1.254,-0.413,-0.472,-1.254,1.523,1.313,1.545,0,0,4.561,3.183,-0.111,9.497,-2.177,2.0,1.0
4.421,0,0.0,3.396,3.413,3.413,4.408,0,0,3.762,3.762,2.296,2.839,4,14.632,14.632,7.609,0,10,9.691,3.113,3.837,4.881,4.029,1.066,1.066,35.0,2.0,2.534,4.623,4.538,-0.256,4.644,4.644,22.77,0.21,3.433,2.179,2.179,3.618,2.894,2.894,3.18,2.113,1.107,1.649,1.5,0.0,3.216,1.965,4.336,0.965,1.189,2.136,0.954,0.965,2.136,2.182,1.733,1.859,0,2,5.894,4.98,-0.163,13.382,0.992,2.637,1.611
4.011,0,0.0,3.305,3.316,3.316,4.313,0,0,2.822,2.822,1.657,2.584,2,13.543,13.543,6.796,0,8,8.085,2.707,3.833,4.544,3.522,1.0,1.0,32.0,1.951,2.5,4.223,4.404,-0.151,4.383,4.383,20.69,0.22,2.475,2.117,2.117,3.461,2.355,2.355,3.126,2.0,1.0,1.509,1.446,0.0,2.271,1.581,3.828,0.581,0.591,1.352,0.581,0.581,1.352,2.13,1.695,1.832,0,2,5.545,4.647,-0.147,11.921,0.346,2.516,1.515
9.409,0,0.0,2.519,2.542,2.542,3.533,0,2,0.763,0.763,1.435,1.5,0,7.374,7.374,5.012,0,6,4.443,2.441,3.832,2.966,2.0,-0.342,-0.342,28.0,0.505,0.941,3.041,3.905,-0.073,4.141,4.141,14.909,0.259,0.439,1.227,1.227,2.5,-0.862,-0.862,2.183,0.639,-0.334,1.0,-0.405,0.0,0.651,0.0,2.653,-1.0,-1.456,-2.347,-1.0,-1.0,-2.347,1.168,1.163,1.361,0,0,4.277,3.02,0.09,7.362,-0.467,2.0,1.0
4.301,0,0.0,2.702,2.763,2.763,3.74,1,1,1.372,1.372,1.183,1.5,2,8.302,8.302,5.278,0,3,4.283,2.275,3.916,3.415,3.0,0.19,0.19,27.75,0.571,1.713,3.247,4.008,-0.085,4.457,4.457,15.89,0.251,0.695,1.0,1.0,2.698,0.319,0.319,2.0,1.149,0.181,0.783,0.285,4.263,1.043,0.501,3.04,-0.466,-0.53,-1.225,-0.456,-0.466,-1.225,1.0,1.387,1.521,1,0,4.677,3.499,-0.059,8.468,-0.256,1.782,0.808
4.0,1,84.749,2.96,3.213,3.213,4.141,1,1,1.464,1.464,0.73,1.415,0,11.37,11.37,5.851,0,0,6.365,1.953,3.775,2.435,2.794,0.126,0.126,27.5,0.437,1.33,3.614,4.6,0.023,4.831,4.831,15.145,0.257,0.753,1.323,1.323,2.446,0.284,0.284,2.3,0.947,0.098,0.533,0.138,2.398,1.155,0.355,3.255,-0.574,-0.667,-1.415,-0.552,-0.574,-1.415,1.284,1.204,1.4,0,1,4.166,2.872,-0.213,8.37,-1.763,1.524,0.618
4.0,1,62.04,2.52,2.578,2.578,3.546,1,1,-1.384,-1.384,0.085,1.382,0,8.81,8.81,5.365,0,2,4.976,1.567,3.7,2.311,2.145,-0.863,-0.863,24.25,0.11,0.648,2.783,3.945,-0.393,4.829,4.829,13.118,0.276,0.347,1.0,1.0,2.429,-1.979,-1.979,2.006,0.119,-0.843,0.063,-0.986,2.398,0.505,0.0,2.36,-1.0,-1.5,-2.347,-0.946,-1.0,-2.347,1.001,1.199,1.398,0,1,4.059,2.806,0.006,8.37,0.393,1.077,0.062
4.0,0,0.0,2.831,3.095,3.095,4.016,1,1,-1.253,-1.253,0.284,0.686,0,10.835,10.835,5.544,0,2,4.799,1.498,3.679,1.356,2.184,-0.595,-0.595,25.75,0.0,0.913,3.019,4.491,0.104,4.815,4.815,11.967,0.289,0.165,0.618,0.618,1.836,-1.429,-1.429,1.432,0.183,-0.477,0.241,-0.676,2.398,0.84,-0.259,2.328,-1.276,-1.5,-3.18,-1.026,-1.276,-3.18,0.468,1.038,1.322,0,0,3.919,2.256,-0.324,7.772,-2.05,1.255,0.245
4.0,1,66.755,2.508,2.669,2.669,3.59,1,1,-0.935,-0.935,0.085,1.383,0,8.899,8.899,5.414,0,0,5.125,1.567,3.722,2.682,2.187,-0.559,-0.559,25.0,0.11,0.917,2.803,4.059,-0.125,4.829,4.829,13.523,0.272,0.279,1.149,1.149,2.429,-1.384,-1.384,2.121,0.37,-0.538,0.063,-0.618,2.398,0.491,0.08,2.442,-0.896,-1.263,-2.441,-0.892,-0.896,-2.441,1.099,1.206,1.399,0,1,4.058,2.911,0.034,8.959,0.183,1.077,0.062
5.0,0,0.0,2.734,2.885,2.885,3.825,1,1,1.876,1.876,1.265,1.583,2,8.876,8.876,5.444,0,3,4.616,2.5,3.916,3.409,3.127,0.192,0.192,28.5,0.618,1.714,3.413,4.211,-0.081,4.457,4.457,16.296,0.248,0.824,1.136,1.136,2.738,0.322,0.322,2.0,1.149,0.182,0.878,0.287,4.263,1.149,0.558,3.247,-0.443,-0.504,-1.215,-0.441,-0.443,-1.215,1.0,1.386,1.523,1,0,4.692,3.496,0.04,8.468,-0.419,1.925,0.97
4.301,0,0.0,2.702,2.763,2.763,3.74,1,1,1.372,1.372,1.183,1.5,2,8.302,8.302,5.278,0,3,4.283,2.275,3.916,3.415,3.0,0.19,0.19,27.75,0.571,1.713,3.247,4.008,-0.085,4.457,4.457,15.89,0.251,0.695,1.0,1.0,2.698,0.319,0.319,2.0,1.149,0.181,0.783,0.285,4.263,1.043,0.501,3.04,-0.466,-0.53,-1.225,-0.456,-0.466,-1.225,1.0,1.387,1.521,1,0,4.677,3.499,-0.059,8.468,-0.256,1.782,0.808
5.432,1,78.69,2.848,3.105,3.105,4.027,1,1,1.09,1.09,0.686,1.836,0,10.955,10.955,5.732,0,2,6.342,1.819,3.706,1.87,2.75,-0.455,-0.455,31.75,0.436,1.0,3.335,4.494,0.024,4.789,4.789,14.74,0.26,0.482,1.296,1.296,2.743,-1.249,-1.249,2.272,0.469,-0.402,0.468,-0.58,2.398,0.929,0.182,3.068,-0.599,-0.8,-1.43,-0.552,-0.599,-1.43,1.256,1.068,1.264,0,1,3.942,2.512,-0.168,8.37,-1.321,1.393,0.618
4.0,0,0.0,2.966,3.125,3.125,4.078,4,2,2.584,2.584,1.323,2.178,0,11.289,11.289,6.182,0,3,6.802,2.382,3.764,3.692,3.364,0.861,0.861,30.0,1.625,2.132,3.651,4.395,-0.219,4.433,4.433,20.403,0.221,1.037,1.872,1.872,3.146,2.127,2.127,2.86,1.862,0.855,1.206,1.059,3.714,1.596,1.591,3.585,0.618,0.618,1.372,0.6,0.618,1.372,1.837,1.577,1.777,0,1,5.314,3.943,-0.022,11.552,-0.715,2.215,1.23
4.0,0,0.0,2.952,3.119,3.119,4.069,2,2,2.382,2.382,1.5,2.206,0,11.285,11.285,6.137,0,3,6.876,2.5,3.796,3.681,3.414,0.979,0.979,31.75,1.74,2.136,3.681,4.378,-0.174,4.433,4.433,20.403,0.221,1.018,1.951,1.951,3.179,2.275,2.275,2.915,1.917,0.916,1.201,1.074,4.111,1.646,1.356,3.603,0.367,0.405,1.035,0.36,0.367,1.035,1.873,1.506,1.726,0,1,5.298,3.955,-0.161,11.111,-0.719,2.21,1.228
4.0,0,0.0,2.907,3.084,3.084,4.032,2,2,2.136,2.136,1.236,1.742,0,11.181,11.181,5.802,0,9,6.206,2.325,3.746,3.74,3.187,0.886,0.886,25.0,1.398,2.0,3.617,4.325,-0.082,4.433,4.433,18.205,0.234,1.053,1.565,1.565,2.791,2.016,2.016,2.555,1.886,0.879,1.123,1.0,3.045,1.502,0.843,3.247,-0.161,-0.198,-0.365,-0.159,-0.161,-0.365,1.545,1.623,1.802,0,1,5.306,3.905,-0.212,10.137,-0.481,2.13,1.15
6.602,0,0.0,3.044,3.177,3.177,4.143,1,3,3.425,3.425,1.732,2.27,2,11.018,11.018,6.346,0,10,6.501,2.768,3.764,4.307,3.442,1.0,1.0,34.5,1.874,2.5,4.187,4.302,-0.204,4.611,4.611,21.501,0.216,2.258,2.037,2.037,3.232,2.275,2.275,3.034,2.0,1.0,1.385,1.5,2.398,2.384,1.817,3.741,0.841,0.888,2.11,0.813,0.841,2.11,2.014,1.602,1.776,2,0,5.556,4.409,0.121,10.837,-3.863,2.406,1.42
4.0,0,0.0,3.126,3.186,3.186,4.163,2,2,1.975,1.975,1.177,2.106,0,11.3,11.3,6.133,0,9,6.076,2.187,3.791,3.829,3.0,0.318,0.318,23.5,0.951,1.526,3.633,4.355,0.003,4.433,4.433,17.224,0.241,1.139,1.807,1.807,3.089,0.897,0.897,2.807,1.323,0.316,1.128,0.357,3.045,1.761,0.753,3.503,-0.315,-0.4,-0.824,-0.331,-0.315,-0.824,1.791,1.688,1.853,0,1,5.589,4.005,-0.091,10.002,-0.26,2.136,1.159
5.13,0,0.0,2.71,2.811,2.811,3.776,0,0,-0.655,-0.655,0.2,1.529,3,9.384,9.384,1.903,0,4,4.928,1.5,3.732,2.594,2.269,-0.58,-0.58,30.75,0.3,0.75,2.785,4.193,-0.032,3.2,3.2,13.929,0.268,0.351,1.067,1.067,2.52,-1.347,-1.347,2.003,0.329,-0.524,0.144,-0.673,0.0,0.669,0.0,2.542,-1.0,-1.427,-2.347,-0.951,-1.0,-2.347,1.0,0.993,1.387,4,1,4.27,2.954,-0.12,7.021,0.0,1.085,0.155
4.638,0,0.0,2.579,2.659,2.659,3.628,0,1,1.308,1.308,1.377,1.751,2,7.459,7.459,5.183,0,6,4.483,2.438,3.856,3.614,2.456,0.176,0.176,29.0,0.849,1.465,3.105,4.034,0.001,3.824,3.824,16.296,0.248,0.755,1.231,1.231,2.673,0.24,0.24,2.199,0.926,0.099,1.0,0.206,0.0,0.971,0.482,2.673,-0.398,-0.503,-0.88,-0.255,-0.398,-0.88,1.161,1.47,1.649,1,0,4.764,3.715,-0.038,8.212,-0.356,2.0,1.0
4.237,0,0.0,2.627,2.659,2.659,3.647,0,1,1.308,1.308,1.377,1.751,1,7.459,7.459,5.153,0,5,4.483,2.438,3.847,3.596,2.456,0.176,0.176,29.5,0.849,1.465,3.105,4.034,0.072,3.824,3.824,16.296,0.248,0.782,1.231,1.231,2.673,0.24,0.24,2.212,0.926,0.099,1.0,0.206,0.0,1.01,0.547,2.673,-0.398,-0.503,-0.88,-0.367,-0.398,-0.88,1.203,1.47,1.655,1,0,4.812,3.711,-0.024,7.949,-0.413,2.0,1.0
4.523,0,0.0,2.568,2.626,2.626,3.602,0,1,1.48,1.48,1.381,1.5,0,7.188,7.188,5.172,0,4,4.597,2.44,3.855,3.607,2.46,0.178,0.178,29.0,0.865,1.465,3.13,4.011,0.001,3.824,3.824,16.296,0.248,0.751,1.203,1.203,2.5,0.241,0.241,2.16,0.928,0.1,1.0,0.208,0.0,0.971,0.668,2.678,-0.252,-0.312,-0.551,-0.205,-0.252,-0.551,1.119,1.469,1.647,1,0,4.764,3.73,-0.038,8.328,-0.343,2.0,1.0
4.495,0,0.0,2.831,2.857,2.857,3.851,0,1,2.136,2.136,1.5,2.049,1,8.833,8.833,5.177,0,5,4.861,2.5,3.859,3.645,2.786,0.604,0.604,31.0,0.927,1.811,3.247,4.052,0.075,4.46,4.46,17.682,0.238,1.062,1.522,1.522,2.925,1.409,1.409,2.514,1.601,0.594,1.0,0.684,0.0,1.084,0.856,3.164,-0.116,-0.135,-0.297,-0.113,-0.116,-0.297,1.455,1.488,1.677,1,0,4.799,3.759,-0.092,8.04,-0.641,2.0,1.0
4.377,0,0.0,2.53,2.528,2.528,3.529,0,1,2.103,2.103,1.408,1.5,2,6.972,6.972,5.148,0,6,4.331,2.456,3.851,3.608,2.532,0.182,0.182,28.75,0.918,1.465,3.242,3.898,0.132,3.823,3.823,16.583,0.246,0.838,1.231,1.231,2.5,0.244,0.244,2.197,0.983,0.101,1.0,0.211,0.0,1.067,0.789,2.753,-0.228,-0.281,-0.525,-0.229,-0.228,-0.525,1.168,1.544,1.713,1,0,4.864,3.755,-0.087,7.871,-0.262,2.0,1.0
4.745,0,0.0,2.789,2.791,2.791,3.791,0,1,1.375,1.375,1.377,1.976,1,8.552,8.552,5.242,0,5,4.469,2.438,3.86,3.663,2.459,0.178,0.178,28.75,0.888,1.465,3.101,4.049,0.166,3.824,3.824,16.296,0.248,0.825,1.414,1.414,2.845,0.241,0.241,2.414,0.932,0.1,1.0,0.207,0.0,1.089,0.761,2.676,-0.256,-0.316,-0.561,-0.258,-0.256,-0.561,1.414,1.475,1.658,1,0,4.895,3.743,-0.046,8.156,-0.289,2.0,1.0
4.097,0,0.0,2.628,2.626,2.626,3.627,0,1,1.48,1.48,1.381,1.5,1,7.188,7.188,5.198,0,5,4.597,2.44,3.859,3.653,2.46,0.178,0.178,28.75,0.889,1.465,3.13,4.011,0.049,3.824,3.824,16.296,0.248,0.847,1.203,1.203,2.5,0.241,0.241,2.161,0.932,0.1,1.0,0.208,0.0,1.018,0.765,2.678,-0.252,-0.312,-0.551,-0.253,-0.252,-0.551,1.122,1.499,1.675,1,0,4.79,3.767,-0.079,8.04,-0.292,2.0,1.0
4.041,0,0.0,2.602,2.626,2.626,3.617,0,1,1.48,1.48,1.381,1.5,0,7.188,7.188,5.149,0,4,4.597,2.44,3.847,3.602,2.46,0.178,0.178,29.5,0.876,1.465,3.13,4.011,0.045,3.824,3.824,16.296,0.248,0.785,1.203,1.203,2.5,0.241,0.241,2.161,0.93,0.1,1.0,0.208,0.0,0.986,0.732,2.678,-0.252,-0.312,-0.551,-0.243,-0.252,-0.551,1.122,1.469,1.656,1,0,4.776,3.712,-0.049,8.04,-0.388,2.0,1.0
4.444,0,0.0,2.826,2.854,2.854,3.848,0,1,2.021,2.021,1.387,2.087,1,8.833,8.833,5.413,0,5,5.268,2.443,3.849,3.735,2.653,0.493,0.493,32.25,1.174,1.696,3.247,4.051,0.073,3.824,3.824,18.087,0.235,0.945,1.515,1.515,2.917,0.98,0.98,2.469,1.447,0.464,1.0,0.561,0.0,1.349,0.926,2.959,0.176,0.205,0.239,0.099,0.176,0.239,1.439,1.474,1.667,1,0,5.137,3.899,-0.107,9.223,-0.41,2.0,1.0
4.959,0,0.0,2.756,2.826,2.826,3.804,0,1,1.418,1.418,1.377,2.047,1,8.828,8.828,5.29,0,5,4.744,2.438,3.848,3.656,2.608,0.409,0.409,30.25,0.926,1.56,3.105,4.049,0.157,3.824,3.824,16.989,0.243,0.849,1.464,1.464,2.911,0.653,0.653,2.451,1.308,0.363,1.0,0.451,0.0,1.172,0.848,2.744,-0.126,-0.148,-0.312,-0.123,-0.126,-0.312,1.435,1.472,1.657,1,0,4.989,3.779,-0.022,8.458,-0.36,2.0,1.0
4.357,0,0.0,2.674,2.853,2.853,3.837,0,1,1.66,1.66,1.382,2.029,2,8.832,8.832,5.251,0,6,4.6,2.441,3.861,3.667,2.514,0.183,0.183,29.75,0.89,1.465,3.211,4.051,0.058,3.824,3.824,16.701,0.245,0.74,1.414,1.414,2.867,0.264,0.264,2.359,0.932,0.101,1.0,0.212,0.0,0.961,0.782,2.729,-0.146,-0.175,-0.357,-0.136,-0.146,-0.357,1.284,1.47,1.647,1,0,4.763,3.744,-0.052,9.753,-0.435,2.0,1.0
