pXC50,Si,nBT,Sv,Se,nAT,MW,nH,nSK,nBO,Sp,nC,nCsp3,SCBO,nBM,nO,nAB,N.
8.328,89.976,85,51.298,80.727,80,609.74,35,45,50,53.176,34,10,65.5,27,6,23,6.3
4.523,70.361,66,40.431,62.927,63,495.72,29,34,37,43.574,26,7,49.0,21,3,18,4.8
9.78,87.676,79,45.228,76.614,77,508.74,40,37,39,48.341,28,13,48.5,18,3,17,7.8
4.0,38.116,36,22.127,34.011,34,273.39,15,19,21,23.688,14,4,27.5,12,1,11,8.8
5.58,95.612,88,52.338,85.629,84,640.75,38,46,50,53.784,33,15,61.0,17,7,12,4.8
7.886,84.738,77,46.559,75.97,74,586.66,32,42,45,47.296,28,11,57.0,18,6,12,8.1
9.515,66.896,63,36.761,59.538,59,437.55,27,32,36,38.222,23,10,45.0,17,4,16,8.5
4.81,92.276,85,50.403,82.192,81,609.74,37,44,48,52.12,32,14,59.0,17,5,12,6.2
5.827,80.742,75,45.516,72.767,71,568.63,30,41,45,46.284,29,11,56.0,17,6,12,5.6
7.699,91.248,84,51.434,81.788,80,638.72,34,46,50,52.535,34,11,63.0,22,4,18,5.0
4.0,41.611,39,23.467,36.818,37,267.36,17,20,22,24.801,16,4,29.0,13,1,12,8.1
5.824,91.273,83,48.5,80.421,80,567.75,39,41,44,50.972,31,14,54.0,16,3,12,6.3
6.155,86.572,79,47.57,77.534,76,584.68,34,42,45,48.807,30,12,56.0,17,6,12,5.3
8.125,78.821,72,43.108,70.214,69,527.63,31,38,41,44.381,27,10,51.0,16,4,12,7.2
5.155,72.94,68,42.032,64.734,65,480.63,29,36,39,44.313,30,4,53.0,26,1,24,6.2
8.068,68.106,63,37.476,60.865,60,453.55,27,33,36,38.676,23,8,45.5,18,5,17,8.3
4.0,41.611,39,23.467,36.818,37,267.36,17,20,22,24.801,16,4,29.0,13,1,12,8.1
6.509,87.569,81,47.667,77.763,77,566.71,36,41,45,49.66,31,14,55.0,16,4,12,5.2
7.578,59.813,55,31.321,52.345,53,340.51,28,25,27,33.819,21,10,33.0,12,2,12,3.8
7.77,82.237,75,44.635,73.098,72,541.66,33,39,42,46.142,28,11,52.0,16,4,12,6.9
7.1,36.279,34,20.434,32.153,32,242.31,14,18,20,21.284,13,3,26.5,12,1,11,12.5
4.523,63.115,60,38.851,57.276,57,489.66,23,34,37,41.29,26,2,52.0,27,3,24,5.3
4.0,38.116,36,22.127,34.011,34,273.39,15,19,21,23.688,14,4,27.5,12,1,11,8.8
8.24,36.906,35,21.412,32.683,33,257.39,15,18,20,23.233,14,3,26.5,12,0,11,9.1
5.3,44.524,40,23.015,38.803,39,260.38,20,19,20,24.569,14,6,25.0,8,1,6,10.3
6.409,94.933,87,51.572,84.603,84,604.77,40,44,47,53.909,33,14,60.0,19,7,12,4.8
7.02,39.694,37,21.961,35.036,35,256.34,16,19,21,23.046,14,4,27.5,12,1,11,11.4
5.928,93.723,86,50.857,83.276,83,588.77,40,43,46,53.455,33,14,59.0,19,6,12,4.8
5.796,96.142,88,52.286,85.93,85,620.77,40,45,48,54.364,33,14,61.0,19,8,12,4.7
5.28,88.182,81,48.11,78.283,78,559.73,37,41,44,50.483,31,12,57.0,19,5,12,6.4
5.991,83.64,77,46.363,74.29,74,542.7,34,40,43,48.512,30,11,57.0,19,4,12,8.1
5.3,38.777,36,21.456,34.254,34,257.33,15,19,21,22.29,13,4,27.5,12,1,11,14.7
6.47,38.568,36,21.741,33.927,34,253.34,15,19,21,22.836,14,3,28.0,13,0,12,14.7
4.0,43.919,40,24.923,39.131,38,320.35,15,23,25,25.165,16,4,32.0,13,0,12,10.5
5.3,37.694,34,19.961,33.036,33,232.32,16,17,18,21.046,12,4,23.0,8,1,6,12.1
4.0,40.321,38,22.939,35.567,36,271.42,17,19,21,24.995,15,4,27.5,12,0,11,8.3
5.3,39.694,37,21.961,35.036,35,256.34,16,19,21,23.046,14,4,27.5,12,1,11,11.4
5.71,35.903,34,19.73,31.389,32,212.32,16,16,18,21.341,14,5,23.5,11,0,11,6.3
5.407,96.222,88,51.878,85.378,85,603.79,41,44,47,54.461,33,14,60.0,19,6,12,5.9
5.3,41.109,37,21.488,35.92,36,246.35,18,18,19,22.807,13,5,24.0,8,1,6,11.1
7.076,90.457,84,52.322,81.41,80,671.62,34,46,50,54.375,34,11,63.0,22,4,18,5.0
6.594,87.861,80,47.876,78.309,77,583.7,35,42,45,49.358,30,12,56.0,17,5,12,6.5
7.1,38.196,36,21.94,33.934,34,253.33,15,19,21,23.04,15,3,28.0,13,1,12,8.8
5.26,94.016,86,51.066,83.821,83,605.76,39,44,47,53.154,32,13,60.0,19,7,12,6.0
5.497,89.391,82,48.825,79.61,79,575.73,37,42,45,50.938,31,12,58.0,19,6,12,6.3
4.347,98.716,90,51.997,86.708,87,588.83,44,43,46,55.319,33,15,58.0,18,4,12,6.9
7.174,86.233,79,47.186,77.021,76,566.69,35,41,44,48.87,30,12,55.0,17,6,12,5.3
5.804,97.431,89,52.593,86.705,86,619.79,41,45,48,54.915,33,14,61.0,19,7,12,5.8
9.0,37.196,35,20.94,32.934,33,241.32,15,18,20,22.04,14,3,26.5,12,1,11,9.1
6.367,94.316,86,50.226,83.312,83,581.77,41,42,45,52.938,33,16,55.0,16,4,12,3.6
7.237,83.869,76,46.227,75.156,73,588.65,31,42,45,46.779,28,10,56.0,17,5,12,8.2
6.387,83.446,76,45.35,74.425,73,557.66,33,40,43,46.597,28,11,53.0,16,5,12,6.8
6.215,82.11,75,45.415,72.989,72,550.67,32,40,43,46.932,29,11,55.0,17,3,12,8.3
5.513,96.222,88,51.878,85.378,85,603.79,41,44,47,54.461,33,14,60.0,19,6,12,5.9
6.62,87.858,80,46.974,77.538,77,553.72,37,40,43,49.211,30,13,53.0,16,3,12,6.5
6.796,90.901,83,48.699,80.428,80,567.74,39,41,44,51.177,32,15,54.0,16,4,12,3.8
6.668,85.972,79,46.395,75.956,76,531.72,37,39,42,49.029,30,12,54.0,18,4,12,6.6
6.092,91.273,83,48.5,80.421,80,567.75,39,41,44,50.972,31,14,54.0,16,3,12,6.3
6.807,96.806,90,54.351,86.494,86,637.8,39,47,51,56.699,36,11,67.0,25,6,18,5.8
6.959,89.308,82,48.33,79.392,79,562.73,38,41,44,50.694,31,13,55.0,17,6,12,5.1
5.835,91.276,83,49.403,81.192,80,597.73,37,43,46,51.12,31,13,57.0,17,5,12,6.3
6.796,89.684,82,49.034,80.156,79,592.72,36,43,46,50.637,30,12,59.0,19,7,12,7.6
6.17,38.777,36,21.456,34.254,34,257.33,15,19,21,22.29,13,4,27.5,12,1,11,14.7
6.602,84.157,78,47.043,75.65,74,582.66,32,42,46,48.046,30,12,57.0,17,6,12,5.4
6.658,82.659,75,45.513,73.829,72,572.65,31,41,44,46.324,28,10,55.0,17,4,12,8.3
4.0,37.279,35,21.434,33.153,33,254.32,14,19,21,22.284,14,3,28.0,13,1,12,12.1
6.31,85.363,79,46.855,76.207,75,568.68,34,41,45,48.353,30,13,55.0,16,5,12,5.3
7.114,89.308,82,48.33,79.392,79,562.73,38,41,44,50.694,31,13,55.0,17,6,12,5.1
6.276,85.972,79,46.395,75.956,76,531.72,37,39,42,49.029,30,12,54.0,18,4,12,6.6
7.032,84.067,77,44.743,73.89,74,509.7,37,37,40,47.506,30,14,49.0,15,2,12,4.1
5.77,88.565,81,47.764,77.992,78,548.74,38,40,43,50.512,32,15,54.0,16,2,12,5.1
6.824,81.323,74,45.032,73.087,71,572.63,30,41,44,45.534,27,10,56.0,18,6,12,8.5
6.988,47.524,44,26.015,41.803,42,296.41,20,22,24,27.569,17,4,31.0,13,1,12,9.5
7.14,54.113,50,29.39,48.458,48,345.43,23,25,27,30.654,19,7,33.0,12,5,12,2.1
8.785,67.524,64,37.96,60.545,60,449.55,27,33,37,39.426,25,10,46.0,15,5,12,5.0
4.523,30.78,28,16.413,27.051,27,191.26,13,14,15,17.279,10,3,20.0,10,1,10,11.1
7.69,67.147,63,36.804,59.396,60,404.57,30,30,33,39.409,26,8,42.0,18,3,18,1.7
7.2,59.109,56,33.487,52.687,53,375.5,25,28,31,35.506,24,6,40.0,18,3,18,1.9
6.59,62.524,59,35.014,55.571,56,389.53,27,29,32,37.267,25,7,41.0,18,3,18,1.8
9.1,70.773,65,38.497,62.992,63,437.58,31,32,34,40.699,26,8,43.0,18,5,18,1.6
7.72,60.734,57,32.729,53.898,54,369.5,27,27,30,34.722,22,10,36.0,12,4,12,1.9
6.43,67.149,64,37.256,59.781,60,419.56,29,31,35,39.483,26,10,43.5,17,4,17,1.7
7.97,63.216,60,36.347,56.651,56,453.97,24,32,36,37.864,23,7,46.0,18,3,16,8.9
7.119,79.511,72,42.961,71.174,69,562.66,31,38,41,44.108,26,14,49.0,14,4,12,2.9
6.54,83.117,76,44.053,73.847,73,538.72,36,37,40,46.512,27,15,48.0,14,5,12,2.7
6.83,85.852,79,44.813,75.705,76,516.77,40,36,39,48.398,28,16,47.0,14,5,12,2.6
9.51,66.738,63,37.786,59.767,59,516.44,26,33,37,39.574,23,10,46.0,17,4,16,8.5
7.086,78.757,74,42.872,69.934,70,519.16,35,35,39,46.279,27,15,47.0,14,4,12,2.9
6.561,77.607,74,42.233,69.054,69,498.7,34,35,40,45.114,27,15,48.0,14,5,12,2.9
8.5,68.185,64,37.068,60.312,60,436.57,28,32,36,38.773,23,10,45.0,17,3,16,10.0
6.832,85.852,79,44.813,75.705,76,516.77,40,36,39,48.398,28,16,47.0,14,5,12,2.6
6.328,77.283,71,41.096,68.309,68,492.69,34,34,37,43.841,26,14,45.0,14,3,12,2.9
6.153,78.776,72,43.022,70.472,69,561.12,32,37,40,45.091,26,14,48.0,14,4,12,2.9
5.828,86.192,79,45.196,76.218,76,534.76,39,37,40,48.336,28,16,48.0,14,5,12,2.6
6.717,74.769,69,39.319,65.72,66,458.69,34,32,35,42.455,24,13,43.0,14,3,12,6.1
6.572,79.394,73,41.561,69.93,70,488.72,36,34,37,44.671,25,14,45.0,14,4,12,5.7
6.752,75.574,70,41.479,67.149,67,526.58,33,34,37,44.926,25,13,45.0,14,3,12,4.5
6.955,75.686,70,39.824,66.501,67,457.7,35,32,35,43.211,25,13,43.0,14,3,12,4.5
6.963,84.936,78,44.308,74.923,75,517.76,39,36,39,47.642,27,15,47.0,14,5,12,4.0
6.146,80.651,74,42.449,71.225,71,505.72,36,35,38,45.364,26,14,46.0,14,4,12,4.2
5.902,81.33,74,43.216,72.25,71,541.7,34,37,40,45.239,26,14,48.0,14,4,12,4.2
6.225,75.574,70,41.479,67.149,67,526.58,33,34,37,44.926,25,13,45.0,14,3,12,4.5
6.458,75.97,70,41.035,67.338,67,510.13,33,34,37,44.006,25,13,45.0,14,3,12,4.5
6.79,83.726,77,43.593,73.596,74,501.76,39,35,38,47.188,27,15,46.0,14,4,12,4.1
5.732,75.97,70,41.035,67.338,67,510.13,33,34,37,44.006,25,13,45.0,14,3,12,4.5
5.8,70.276,65,37.967,62.17,62,439.58,30,32,35,39.978,25,11,43.0,14,3,12,4.8
6.987,76.026,70,40.208,67.014,67,475.69,34,33,36,43.148,25,13,44.0,14,3,12,4.5
5.0,37.013,36,22.547,33.149,33,284.77,13,20,23,23.688,15,3,31.0,16,0,16,12.1
6.488,66.034,60,34.834,58.363,58,405.53,29,29,31,36.665,23,11,37.0,12,3,12,1.7
5.0,33.697,32,18.918,29.833,30,214.29,14,16,18,20.034,13,4,23.5,11,1,11,6.7
5.959,78.763,73,41.735,68.654,70,443.69,37,33,36,45.415,29,15,45.0,14,1,12,4.3
7.56,66.859,63,37.728,59.531,60,435.63,29,31,34,40.676,26,8,43.0,18,3,18,1.7
6.323,77.735,71,40.711,68.225,68,472.64,34,34,37,42.989,26,13,44.0,13,2,12,5.9
5.0,41.74,39,23.369,37.222,37,291.41,17,20,22,24.904,14,5,29.5,13,2,11,8.1
5.921,78.319,72,43.184,69.341,69,506.65,32,37,40,45.228,29,12,51.0,16,2,12,5.8
7.337,94.225,88,52.835,84.174,84,609.78,39,45,49,55.449,36,12,64.0,24,6,18,3.6
5.0,37.069,36,21.72,32.825,33,250.33,14,19,22,22.83,15,3,30.0,16,0,16,12.1
5.0,40.484,39,23.246,35.709,36,264.36,16,20,23,24.591,16,4,31.0,16,0,16,11.1
8.158,62.693,61,36.685,56.302,56,448.59,24,32,37,38.648,24,9,47.0,18,3,16,7.1
5.0,35.78,35,21.413,32.051,32,251.31,13,19,22,22.279,15,3,30.0,16,1,16,9.4
7.52,71.196,67,39.154,63.247,63,471.65,30,33,37,41.625,25,11,47.0,18,3,16,4.8
9.4,36.405,33,19.655,32.262,32,233.3,15,17,18,20.495,12,4,23.0,8,2,6,9.4
6.0,54.916,52,31.981,49.269,49,499.41,22,27,30,35.301,19,7,38.0,14,3,12,6.1
8.18,79.763,74,42.735,69.654,71,455.7,37,34,37,46.415,30,11,47.0,19,1,18,4.2
5.699,75.348,70,40.208,65.77,67,429.66,35,32,35,43.654,28,14,44.0,14,1,12,4.5
6.559,84.098,78,45.67,74.09,75,498.72,38,37,40,49.08,32,12,51.0,20,3,18,2.7
6.018,74.687,68,39.591,65.283,66,435.64,34,32,34,42.591,27,13,43.0,14,1,12,4.5
6.4,70.453,63,36.755,62.298,61,454.55,29,32,34,37.858,22,12,40.0,9,3,6,6.6
8.086,64.647,59,33.277,56.883,57,374.53,30,27,29,35.489,21,13,34.0,8,4,6,3.5
7.0,60.887,54,32.941,54.672,52,448.44,21,31,33,32.449,19,9,39.0,9,3,6,7.7
4.0,44.398,41,23.795,38.694,39,269.39,19,20,22,25.358,15,5,28.5,12,0,11,12.8
6.8,65.172,58,34.8,58.37,56,460.48,24,32,34,34.728,20,10,40.0,9,4,6,7.1
6.155,91.517,84,50.045,81.72,81,590.74,38,43,46,52.148,32,13,59.0,19,7,12,4.9
5.0,72.189,65,36.515,63.156,63,420.59,33,30,32,38.745,22,14,37.0,8,3,6,6.3
5.726,47.072,44,26.401,41.887,42,316.46,20,22,24,28.421,17,6,30.5,12,2,11,4.8
5.854,70.72,66,40.007,63.611,63,505.08,29,34,37,42.449,25,11,47.0,16,5,12,3.2
5.699,60.82,57,33.905,54.411,54,415.56,25,29,32,35.858,21,9,41.0,15,4,12,5.6
7.26,94.225,88,52.835,84.174,84,609.78,39,45,49,55.449,36,12,64.0,24,6,18,3.6
4.0,36.665,33,20.225,32.851,32,271.35,14,18,19,21.08,11,4,25.0,9,2,6,9.4
6.495,74.327,68,41.535,66.189,65,511.6,28,37,40,42.648,27,10,51.0,16,2,12,7.7
5.523,68.94,63,37.487,61.429,61,439.56,29,32,34,39.188,24,10,44.0,16,5,12,4.9
4.699,80.193,75,45.418,71.927,71,546.65,31,40,44,46.892,30,9,56.0,21,5,18,5.6
5.888,75.027,68,39.974,65.796,66,453.63,33,33,35,42.529,27,13,44.0,14,1,12,4.5
5.699,77.403,71,42.678,68.559,68,507.64,31,37,40,44.472,28,12,51.0,16,2,12,7.4
7.218,68.517,62,35.1,59.978,60,401.57,31,29,31,37.29,21,11,37.0,9,3,6,8.3
5.301,64.231,60,34.529,56.523,57,399.61,29,28,31,37.472,22,11,37.5,12,2,11,5.3
8.424,69.232,64,38.241,61.28,61,449.58,28,33,36,40.012,25,8,46.0,16,2,12,8.2
5.699,77.403,71,42.678,68.559,68,507.64,31,37,40,44.472,28,12,51.0,16,2,12,7.4
6.967,70.86,67,39.674,63.505,63,483.64,29,34,38,41.835,25,11,48.0,16,5,12,4.8
4.0,38.196,36,21.94,33.934,34,253.33,15,19,21,23.04,15,3,28.0,13,1,12,8.8
7.309,72.877,66,38.454,64.185,64,462.05,32,32,34,40.909,23,12,41.0,10,3,6,7.8
5.7,47.939,43,24.542,41.687,42,274.41,22,20,21,26.33,15,7,26.0,8,1,6,9.5
4.523,65.189,60,37.025,58.109,58,430.55,26,32,34,38.762,25,5,46.0,18,3,12,6.9
6.211,74.477,69,39.11,65.174,66,441.7,35,31,34,42.756,25,14,40.5,12,2,11,4.5
5.351,70.434,65,36.605,61.76,62,412.59,32,30,33,39.046,23,13,39.5,12,3,11,6.5
6.041,72.355,66,39.013,64.312,64,453.59,31,33,35,40.949,25,11,45.0,16,5,12,4.7
6.244,82.972,77,45.449,72.981,74,495.72,37,37,40,48.87,32,12,52.0,20,2,18,4.1
7.91,69.355,65,38.068,61.338,62,417.59,31,31,34,40.79,27,9,43.0,18,3,18,1.6
7.8,35.617,34,21.106,31.909,32,258.37,14,18,20,22.682,14,3,26.5,12,1,11,6.3
7.1,54.069,51,30.665,48.567,48,367.44,21,27,30,31.688,20,6,39.0,17,4,16,6.3
9.605,66.896,63,36.761,59.538,59,437.55,27,32,36,38.222,23,10,45.0,17,4,16,8.5
5.699,76.327,70,43.535,68.189,67,535.62,28,39,42,44.648,29,11,55.0,17,2,12,7.5
4.523,73.361,69,43.431,65.927,66,531.75,29,37,40,46.574,29,4,55.0,27,3,24,4.5
5.921,70.932,65,37.681,61.887,63,403.62,33,30,32,40.893,26,12,41.0,14,1,12,4.8
6.387,84.153,78,46.14,74.879,74,552.68,34,40,44,47.898,30,13,54.0,16,4,12,5.4
8.354,67.896,63,37.761,60.538,60,449.56,27,33,36,39.222,24,8,46.5,19,4,17,8.3
10.4,67.149,63,37.256,59.781,60,419.56,29,31,34,39.483,26,8,43.0,18,4,18,1.7
6.167,74.687,68,39.591,65.283,66,435.64,34,32,34,42.591,27,13,43.0,14,1,12,4.5
6.0,66.185,63,37.122,58.338,59,412.58,28,31,35,39.614,26,8,46.0,22,1,22,6.8
7.289,68.358,64,37.971,61.109,61,435.56,29,32,35,39.938,26,8,44.0,18,5,18,1.6
8.55,66.149,61,36.256,58.781,59,407.55,29,30,32,38.483,25,7,41.0,18,4,18,1.7
6.423,61.687,56,32.046,54.211,54,373.51,27,27,29,33.767,19,10,35.0,9,3,6,9.3
6.481,74.904,69,41.657,66.458,66,492.62,30,36,39,43.466,28,11,50.0,16,2,12,6.1
8.7,71.983,66,39.212,64.32,64,453.58,31,33,35,41.154,26,8,44.0,18,6,18,1.6
5.721,82.782,76,45.884,73.192,73,533.69,34,39,42,48.228,32,12,54.0,20,1,18,4.1
6.521,76.026,70,40.208,67.014,67,475.69,34,33,36,43.148,25,13,44.0,14,3,12,4.5
6.883,80.153,74,43.091,70.941,71,566.62,36,35,38,46.779,26,14,46.0,14,4,12,4.2
6.487,91.766,84,47.361,80.69,81,545.82,43,38,41,51.165,29,17,49.0,14,5,12,3.7
7.071,82.813,76,43.99,73.585,73,532.73,36,37,40,46.58,26,14,50.0,16,6,12,5.5
6.456,87.861,81,47.876,78.309,77,583.7,35,42,46,49.358,30,14,56.0,16,5,12,6.5
8.89,74.145,71,41.077,65.509,66,476.7,32,34,39,44.239,27,11,51.0,22,2,20,6.1
8.921,78.351,72,42.056,69.516,69,495.64,33,36,39,43.961,26,11,48.5,18,5,17,7.2
9.27,67.358,62,36.971,60.109,60,423.55,29,31,33,38.938,25,7,42.0,18,5,18,1.7
5.7,57.059,54,33.678,51.6,51,452.04,22,29,32,36.148,20,6,42.0,18,3,16,5.9
6.774,69.142,64,35.396,60.214,61,383.59,33,28,31,38.347,23,15,36.0,8,2,6,4.9
5.783,86.683,81,48.088,77.181,77,556.72,36,41,45,50.478,32,11,57.0,21,5,18,5.2
6.757,66.361,62,36.652,59.403,59,444.6,28,31,34,38.83,23,10,43.0,15,5,12,3.4
8.879,67.521,64,37.057,59.774,60,419.57,29,31,35,39.279,25,11,43.0,14,3,12,5.0
7.239,65.671,61,34.697,57.654,58,404.0,30,28,31,37.444,22,14,36.0,8,2,6,5.2
7.44,107.341,99,58.238,94.919,95,666.9,46,49,53,61.535,38,14,68.0,24,5,18,6.3
8.509,59.773,57,33.498,53.225,53,392.5,24,29,33,35.0,22,9,41.0,14,3,12,7.5
5.3,47.939,43,24.542,41.687,42,274.41,22,20,21,26.33,15,7,26.0,8,1,6,9.5
5.699,77.431,72,42.702,67.989,69,466.68,34,35,38,45.898,30,11,50.0,20,1,18,5.8
7.432,67.444,64,38.147,60.622,60,469.61,27,33,37,40.074,24,10,47.0,16,5,12,5.0
6.678,89.861,83,49.876,80.309,79,607.72,35,44,48,51.358,32,14,60.0,17,5,12,6.3
7.444,89.861,83,49.876,80.309,79,607.72,35,44,48,51.358,32,14,60.0,17,5,12,6.3
7.16,39.404,37,22.434,34.785,35,272.41,16,19,21,24.239,14,4,27.5,12,0,11,11.4
8.265,64.481,60,36.234,57.654,57,435.53,25,32,35,37.46,23,7,45.5,19,4,17,8.8
7.0,75.244,69,42.04,66.97,66,510.61,29,37,40,43.404,28,11,51.0,16,2,12,6.1
7.638,76.348,71,41.208,66.77,68,441.67,35,33,36,44.654,29,10,46.0,19,1,18,4.4
5.699,79.742,73,45.062,71.072,70,549.65,30,40,43,46.41,30,12,56.0,17,2,12,7.1
7.26,94.225,88,52.835,84.174,84,609.78,39,45,49,55.449,36,12,64.0,24,6,18,3.6
7.469,89.984,82,48.194,79.647,79,568.73,38,41,44,50.421,31,14,54.0,16,4,12,5.1
5.699,79.403,73,44.678,70.559,70,531.66,31,39,42,46.472,30,12,55.0,17,2,12,7.1
6.131,44.33,44,29.174,40.709,40,421.27,13,27,31,30.091,20,0,44.5,26,2,25,10.0
6.37,60.528,57,33.917,54.342,54,395.49,25,29,32,35.415,23,7,40.5,17,5,17,1.9
5.481,68.94,63,37.487,61.429,61,439.56,29,32,34,39.188,24,10,44.0,16,5,12,4.9
5.523,69.853,64,37.089,61.44,62,408.59,32,30,32,39.796,25,11,40.0,14,3,12,3.2
7.432,74.161,68,40.546,65.752,65,485.6,30,35,38,42.16,27,11,47.0,15,2,12,4.6
7.066,82.539,75,43.931,73.578,72,557.7,34,38,41,45.694,26,14,49.0,14,5,12,4.2
8.94,66.859,63,37.728,59.531,60,435.63,29,31,34,40.676,26,8,43.0,18,3,18,1.7
7.036,81.041,75,43.909,72.476,71,554.69,33,38,42,45.688,27,15,50.0,14,5,12,2.8
7.07,55.903,53,31.675,50.131,50,365.46,23,27,30,33.199,22,6,38.5,17,4,17,2.0
5.3,44.524,40,23.015,38.803,39,260.38,20,19,20,24.569,14,6,25.0,8,1,6,10.3
7.425,63.116,59,34.503,55.876,56,423.42,28,28,31,37.296,22,14,36.0,8,2,6,3.6
5.699,75.987,70,43.152,67.676,67,517.63,29,38,41,44.711,29,11,54.0,17,2,12,7.5
5.511,75.138,69,38.439,65.418,66,425.64,35,31,34,41.358,24,14,40.5,12,2,11,7.6
9.036,60.634,58,34.831,54.331,54,425.95,24,30,34,36.614,23,9,42.0,14,3,12,5.6
5.699,78.348,73,43.208,68.77,70,465.69,35,35,38,46.654,31,11,50.0,20,1,18,4.3
4.0,45.315,42,24.3,39.476,40,268.4,20,20,22,26.114,16,5,28.5,12,0,11,10.0
6.666,78.776,72,43.022,70.472,69,561.12,32,37,40,45.091,26,14,48.0,14,4,12,2.9
6.244,81.972,76,44.449,71.981,73,483.71,37,36,39,47.87,31,11,50.0,20,2,18,4.1
6.553,78.292,73,44.035,69.094,70,500.13,34,36,39,47.512,31,11,51.0,20,1,18,4.3
8.91,68.149,64,38.256,60.781,61,431.57,29,32,35,40.483,27,8,45.0,19,4,18,1.6
8.103,65.517,61,34.154,57.003,58,365.57,31,27,30,37.131,23,12,36.0,12,1,12,5.2
5.71,91.308,85,50.33,81.392,81,586.75,38,43,47,52.694,33,12,59.0,21,6,18,4.9
5.77,72.355,66,39.013,64.312,64,453.59,31,33,35,40.949,25,11,45.0,16,5,12,4.7
8.996,57.195,55,32.664,51.2,51,397.54,23,28,32,34.642,21,9,39.5,13,3,11,5.9
7.815,68.73,65,37.772,61.101,61,435.57,29,32,36,39.733,25,11,44.0,14,4,12,4.9
7.495,86.944,79,47.371,77.527,76,584.69,34,42,45,48.603,29,11,56.0,17,5,12,7.9
5.959,62.991,58,33.109,55.472,55,391.51,27,28,31,34.699,21,13,36.0,8,2,6,5.5
5.0,35.78,35,21.413,32.051,32,251.31,13,19,22,22.279,15,3,30.0,16,1,16,9.4
6.03,94.723,88,51.857,84.276,84,600.78,40,44,48,54.455,34,13,60.0,21,6,18,4.8
6.659,95.514,89,53.142,84.949,85,608.8,40,45,49,56.0,36,12,64.0,24,5,18,4.7
5.854,35.78,35,21.413,32.051,32,251.31,13,19,22,22.279,15,3,30.0,16,1,16,9.4
5.0,37.069,36,21.72,32.825,33,250.33,14,19,22,22.83,15,3,30.0,16,0,16,12.1
6.0,51.694,48,27.961,45.803,46,313.43,23,23,25,29.745,19,7,31.0,12,3,12,2.2
5.0,29.073,28,16.677,25.622,26,184.26,12,14,16,17.818,12,3,21.5,11,0,11,7.7
5.959,29.017,28,17.504,25.945,26,218.7,11,15,17,18.676,12,3,22.5,11,0,11,7.7
6.6,44.524,40,23.015,38.803,39,260.38,20,19,20,24.569,14,6,25.0,8,1,6,10.3
6.57,56.318,52,30.202,50.014,50,343.46,25,25,27,31.961,20,8,33.0,12,4,12,2.0
6.668,129.763,123,68.57,115.879,115,795.02,58,57,65,71.989,44,32,72.0,10,13,6,0.0
6.2,69.422,66,41.159,62.207,62,500.04,26,36,40,43.171,28,5,53.0,22,2,18,8.1
6.25,72.837,69,42.686,65.091,65,514.07,28,37,41,44.932,29,6,54.0,22,2,18,7.7
5.84,72.837,69,42.686,65.091,65,514.07,28,37,41,44.932,29,6,54.0,22,2,18,7.7
5.0,32.432,31,19.031,28.829,29,232.73,13,16,18,20.438,13,4,23.5,11,0,11,6.9
5.0,29.073,28,16.677,25.622,26,184.26,12,14,16,17.818,12,3,21.5,11,0,11,7.7
5.0,48.026,46,27.993,42.702,43,317.42,19,24,27,29.563,20,4,36.5,18,1,17,7.0
5.0,30.156,29,18.171,26.84,27,209.27,11,16,18,19.063,13,3,25.5,12,0,11,11.1
5.0,32.488,31,18.204,28.505,29,198.29,14,15,17,19.58,13,4,22.5,11,0,11,6.9
6.004,36.12,35,21.796,32.563,32,269.3,12,20,23,22.216,15,3,31.0,16,1,16,9.4
5.0,37.409,36,22.103,33.338,33,268.32,13,20,23,22.767,15,3,31.0,16,0,16,12.1
5.0,37.112,35,20.445,32.716,33,228.32,16,17,19,21.796,14,5,24.5,11,1,11,6.1
5.0,37.112,35,20.445,32.716,33,228.32,16,17,19,21.796,14,5,24.5,11,1,11,6.1
5.0,40.528,38,21.972,35.6,36,242.35,18,18,20,23.557,15,6,25.5,11,1,11,5.6
5.0,32.488,31,18.204,28.505,29,198.29,14,15,17,19.58,13,4,22.5,11,0,11,6.9
5.0,32.432,31,19.031,28.829,29,232.73,13,16,18,20.438,13,4,23.5,11,0,11,6.9
5.0,37.112,35,20.445,32.716,33,228.32,16,17,19,21.796,14,5,24.5,11,1,11,6.1
5.924,51.488,50,29.149,46.247,46,339.42,21,25,29,30.438,20,8,35.0,12,4,12,2.2
5.0,38.409,37,23.103,34.338,34,280.33,13,21,24,23.767,16,3,32.5,17,0,17,11.8
5.0,29.017,28,17.504,25.945,26,218.7,11,15,17,18.676,12,3,22.5,11,0,11,7.7
5.0,30.156,29,18.171,26.84,27,209.27,11,16,18,19.063,13,3,25.5,12,0,11,11.1
6.119,38.986,38,23.225,34.607,35,261.35,15,20,23,24.586,17,3,31.5,17,0,17,8.6
5.0,45.155,42,24.895,40.105,40,305.44,19,21,23,26.665,15,6,30.5,13,2,11,7.5
6.84,55.192,52,29.761,48.429,49,343.54,25,24,27,32.495,19,10,34.0,14,1,14,6.1
6.0,66.102,60,34.573,58.094,58,399.55,29,29,31,36.529,21,10,39.0,16,3,16,8.6
5.0,69.109,63,35.978,60.734,61,401.57,32,29,31,38.489,24,12,37.0,12,3,12,1.6
