pXC50,Me,nH,AMW,nN,nDB,N.,nHet,nC,H.,C.,nCsp2,nCsp3,nHM,nS,Si,Sv,nAT,RBN,Sp,RBF,Mi,nBO,SCBO,nSK,Mv,X.,nAB,nBT,MW,Se
4.796,0.98,26,5.692,4,0,9.1,4,14,59.1,31.8,4,10,0,0,50.56,23.88,44,9,26.398,0.205,1.149,18,21.0,18,0.543,0.0,6,44,250.44,43.127
6.31,1.003,38,7.76,7,2,8.5,12,32,46.3,39.0,21,11,2,1,92.624,51.738,82,13,55.091,0.151,1.13,48,62.0,44,0.631,1.2,24,86,636.29,82.232
6.102,0.998,41,7.088,8,1,9.8,11,30,50.0,36.6,16,14,1,0,93.408,49.384,82,12,52.756,0.141,1.139,44,54.0,41,0.602,1.2,18,85,581.24,81.814
8.097,0.994,38,7.243,7,0,8.9,9,32,48.1,40.5,21,11,1,0,89.285,49.121,79,12,52.535,0.145,1.13,45,57.0,41,0.622,1.3,24,83,572.22,78.501
6.31,0.993,33,6.783,7,0,10.6,8,25,50.0,37.9,15,10,0,0,75.095,39.713,66,10,42.393,0.145,1.138,36,45.0,33,0.602,0.0,18,69,447.65,65.527
7.602,1.003,31,7.826,7,0,10.6,10,25,47.0,37.9,15,10,2,0,74.983,41.368,66,10,44.108,0.145,1.136,38,47.0,35,0.627,3.0,18,69,516.53,66.174
7.301,0.996,37,7.349,8,0,10.3,10,31,47.4,39.7,20,11,1,0,88.368,48.615,78,12,51.779,0.146,1.133,45,57.0,41,0.623,1.3,24,82,573.21,77.719
5.0,0.993,33,6.861,7,0,10.4,8,26,49.3,38.8,15,11,0,0,76.095,40.713,67,7,43.393,0.099,1.136,38,47.0,34,0.608,0.0,18,71,459.66,66.527
5.0,0.992,35,6.767,7,0,10.0,8,27,50.0,38.6,15,12,0,0,79.51,42.24,70,8,45.154,0.108,1.136,39,48.0,35,0.603,0.0,18,74,473.69,69.41
4.807,1.022,13,9.094,3,1,8.3,7,16,36.1,44.4,15,1,1,1,40.119,25.03,36,5,25.835,0.132,1.114,25,34.5,23,0.695,0.0,17,38,327.39,36.782
6.0,0.996,32,6.902,6,0,9.2,8,25,49.2,38.5,15,10,0,0,73.806,39.406,65,10,41.841,0.147,1.135,36,45.0,33,0.606,0.0,18,68,448.63,64.752
6.699,0.998,38,7.41,7,1,8.6,10,33,46.9,40.7,22,11,1,0,91.494,50.836,81,13,53.989,0.153,1.13,47,60.0,43,0.628,1.2,24,85,600.23,80.829
8.222,1.001,21,7.353,0,1,0.0,4,17,50.0,40.5,8,9,1,0,47.139,25.767,42,1,27.597,0.023,1.122,23,27.0,21,0.613,2.4,6,44,308.83,42.025
7.538,1.001,32,7.129,1,0,1.5,6,29,47.8,43.3,18,11,0,0,75.319,41.693,67,6,43.944,0.085,1.124,39,48.0,35,0.622,1.5,18,71,477.62,67.061
7.721,0.999,34,7.024,1,0,1.4,6,30,48.6,42.9,18,12,0,0,78.734,43.219,70,6,45.705,0.081,1.125,40,49.0,36,0.617,1.4,18,74,491.65,69.945
5.516,1.001,22,6.753,0,1,0.0,4,17,51.2,39.5,8,9,0,0,48.405,25.654,43,3,27.193,0.067,1.126,23,27.0,21,0.597,0.0,6,45,290.39,43.029
7.092,1.003,29,7.613,1,0,1.6,7,27,46.0,42.9,18,9,1,1,70.278,40.158,63,7,42.585,0.104,1.116,38,47.0,34,0.637,0.0,18,67,479.64,63.185
8.036,0.993,22,6.533,0,1,0.0,3,17,52.4,40.5,8,9,0,0,47.195,24.939,42,1,26.739,0.023,1.124,22,26.0,20,0.594,0.0,6,44,274.39,41.702
7.602,1.008,15,7.695,1,0,2.9,4,16,42.9,45.7,13,3,0,0,39.033,22.853,35,3,23.699,0.081,1.115,22,30.0,20,0.653,0.0,16,37,269.32,35.269
8.347,0.993,33,6.86,1,0,1.5,5,29,49.3,43.3,18,11,0,0,74.979,41.309,67,6,44.006,0.085,1.119,38,47.0,34,0.617,0.0,18,71,459.63,66.549
8.495,1.014,14,8.066,0,1,0.0,4,17,40.0,48.6,15,2,0,0,38.744,23.547,35,3,24.148,0.081,1.107,23,32.0,21,0.673,0.0,16,37,282.31,35.494
8.699,1.024,10,11.102,1,0,3.2,5,16,32.3,51.6,14,1,1,0,34.044,22.825,31,2,23.529,0.061,1.098,23,33.0,21,0.736,3.2,16,33,344.17,31.731
8.456,1.035,9,9.009,1,0,3.7,5,13,33.3,48.1,13,0,0,0,29.997,18.988,27,1,18.869,0.034,1.111,20,28.0,18,0.703,0.0,16,29,243.23,27.945
7.597,1.003,26,8.226,2,2,3.1,7,32,40.0,49.2,28,4,1,1,71.737,44.411,65,5,46.614,0.071,1.104,44,60.0,39,0.683,0.0,28,70,534.67,65.192
7.409,0.993,22,6.533,0,1,0.0,3,17,52.4,40.5,8,9,0,0,47.195,24.939,42,2,26.739,0.045,1.124,22,26.0,20,0.594,0.0,6,44,274.39,41.702
8.0,1.036,8,10.064,1,0,3.8,5,13,30.8,50.0,13,0,1,0,28.731,19.101,26,1,19.273,0.036,1.105,20,28.0,18,0.735,3.8,16,28,261.67,26.942
7.62,0.993,22,6.533,0,1,0.0,3,17,52.4,40.5,8,9,0,0,47.195,24.939,42,1,26.739,0.023,1.124,22,26.0,20,0.594,0.0,6,44,274.39,41.702
6.873,1.003,29,7.613,1,0,1.6,7,27,46.0,42.9,18,9,1,1,70.278,40.158,63,7,42.585,0.104,1.116,38,47.0,34,0.637,0.0,18,67,479.64,63.185
7.18,1.043,8,9.432,1,0,3.8,5,13,30.8,50.0,13,0,0,0,29.127,18.656,26,1,18.352,0.036,1.12,20,28.0,18,0.718,3.8,16,28,245.22,27.131
7.889,1.016,25,8.652,3,4,4.5,10,32,37.3,47.8,28,4,1,1,74.239,46.335,67,6,47.767,0.083,1.108,47,65.0,42,0.692,0.0,28,72,579.67,68.065
7.638,1.001,32,7.129,1,0,1.5,6,29,47.8,43.3,18,11,0,0,75.319,41.693,67,6,43.944,0.085,1.124,39,48.0,35,0.622,1.5,18,71,477.62,67.061
7.284,0.996,31,7.419,1,0,1.5,6,29,47.0,43.9,18,11,1,1,73.484,41.97,66,6,44.892,0.085,1.113,40,49.0,35,0.636,0.0,18,71,489.68,65.741
7.569,1.012,13,8.1,1,1,3.0,4,16,39.4,48.5,15,1,0,0,36.618,22.327,33,2,22.938,0.057,1.11,22,31.0,20,0.677,0.0,16,35,267.3,33.385
8.745,1.044,8,11.93,1,0,3.7,6,13,29.6,48.1,13,0,1,0,29.838,20.013,27,1,20.222,0.034,1.105,21,29.0,19,0.741,3.7,16,29,322.12,28.175
8.0,1.02,12,8.267,0,0,0.0,4,15,38.7,48.4,14,1,0,0,34.329,21.02,31,2,21.386,0.061,1.107,21,29.0,19,0.678,0.0,16,33,256.27,31.611
8.602,1.03,11,9.378,0,0,0.0,5,15,35.5,48.4,14,1,1,0,34.273,21.848,31,2,22.244,0.061,1.106,22,30.0,20,0.705,3.2,16,33,290.71,31.935
6.449,1.036,11,8.915,1,1,3.1,6,15,34.4,46.9,14,1,0,0,35.621,22.229,32,3,22.085,0.088,1.113,23,32.0,21,0.695,0.0,16,34,285.27,33.156
7.796,1.041,9,11.672,1,1,3.3,6,15,30.0,50.0,15,0,1,0,33.384,22.208,30,2,22.466,0.063,1.113,23,32.0,21,0.74,6.7,16,32,350.15,31.244
7.886,0.994,33,7.231,1,0,1.5,6,29,48.5,42.6,18,11,1,1,75.899,42.496,68,7,45.654,0.097,1.116,39,48.0,35,0.625,0.0,18,72,491.7,67.625
7.092,0.998,29,7.478,1,0,1.6,6,27,46.8,43.5,18,9,1,1,69.069,39.443,62,7,42.131,0.106,1.114,37,46.0,33,0.636,0.0,18,66,463.64,61.858
7.284,1.052,9,11.805,1,0,3.3,7,14,30.0,46.7,13,1,1,0,33.593,21.923,30,2,21.921,0.063,1.12,23,31.0,21,0.731,6.7,16,32,354.14,31.571
7.921,1.005,21,6.961,0,1,0.0,4,17,50.0,40.5,8,9,0,0,47.535,25.323,42,2,26.676,0.045,1.132,23,27.0,21,0.603,2.4,6,44,292.38,42.214
7.602,1.041,9,11.672,1,1,3.3,6,15,30.0,50.0,15,0,1,0,33.384,22.208,30,2,22.466,0.063,1.113,23,32.0,21,0.74,6.7,16,32,350.15,31.244
8.896,1.016,25,8.652,3,4,4.5,10,32,37.3,47.8,28,4,1,1,74.239,46.335,67,6,47.767,0.083,1.108,47,65.0,42,0.692,0.0,28,72,579.67,68.065
8.481,1.044,10,11.392,0,0,0.0,6,15,32.3,48.4,14,1,1,0,34.51,22.429,31,2,22.676,0.061,1.113,23,31.0,21,0.724,6.5,16,33,353.15,32.353
8.699,1.047,8,10.284,1,0,3.7,6,13,29.6,48.1,13,0,1,0,29.941,19.815,27,1,19.727,0.034,1.109,21,29.0,19,0.734,3.7,16,29,277.67,28.269
6.622,1.036,8,10.064,1,0,3.8,5,13,30.8,50.0,13,0,1,0,28.731,19.101,26,1,19.273,0.036,1.105,20,28.0,18,0.735,3.8,16,28,261.67,26.942
6.873,1.023,10,11.131,1,0,3.1,5,17,31.3,53.1,17,0,1,0,35.044,23.825,32,1,24.529,0.029,1.095,25,35.5,22,0.745,3.1,21,35,356.18,32.731
7.796,1.036,8,10.064,1,0,3.8,5,13,30.8,50.0,13,0,1,0,28.731,19.101,26,1,19.273,0.036,1.105,20,28.0,18,0.735,3.8,16,28,261.67,26.942
7.029,1.006,25,8.37,3,2,4.7,8,31,39.1,48.4,27,4,1,1,70.82,43.905,64,5,45.858,0.072,1.107,44,60.0,39,0.686,0.0,28,69,535.66,64.411
7.886,0.993,33,6.86,1,0,1.5,5,29,49.3,43.3,18,11,0,0,74.979,41.309,67,6,44.006,0.085,1.119,38,47.0,34,0.617,0.0,18,71,459.63,66.549
5.959,1.015,9,9.411,2,0,7.7,4,13,34.6,50.0,13,0,1,0,28.811,18.692,26,1,19.369,0.036,1.108,19,27.0,17,0.719,3.8,16,28,244.69,26.389
6.697,1.051,9,9.642,1,1,3.3,6,15,30.0,50.0,15,0,0,0,33.882,21.566,30,2,21.051,0.063,1.129,23,32.0,21,0.719,6.7,16,32,289.25,31.527
7.194,1.0,27,7.621,1,0,1.7,6,26,45.8,44.1,18,8,1,1,65.654,37.916,59,6,40.37,0.095,1.113,36,45.0,32,0.643,0.0,18,63,449.61,58.974
7.143,1.001,27,8.028,1,0,1.7,7,26,45.0,43.3,18,8,2,2,66.574,39.103,60,6,42.017,0.094,1.11,37,46.0,33,0.652,0.0,18,64,481.68,60.051
7.194,1.056,7,10.756,1,0,3.8,6,13,26.9,50.0,13,0,1,0,29.071,19.484,26,1,19.21,0.036,1.118,21,29.0,19,0.749,7.7,16,28,279.66,27.455
7.921,1.013,10,10.974,1,0,3.2,4,17,32.3,54.8,16,0,1,0,33.835,23.11,31,1,24.074,0.03,1.091,23,33.5,21,0.745,3.2,17,33,340.18,31.404
5.815,1.016,11,8.665,1,0,3.1,4,17,34.4,53.1,17,0,0,0,35.203,22.8,32,1,23.176,0.029,1.1,24,34.5,21,0.712,0.0,21,35,277.29,32.502
8.071,1.044,9,10.223,0,0,0.0,5,16,30.0,53.3,16,0,1,0,33.533,22.185,30,1,22.21,0.031,1.118,23,31.5,21,0.739,10.0,17,32,306.7,31.305
8.638,1.009,11,9.024,0,0,0.0,3,16,36.7,53.3,16,0,1,0,32.854,21.418,30,1,22.335,0.031,1.095,21,29.5,19,0.714,3.3,17,32,270.72,30.28
7.456,0.991,28,7.486,2,0,3.3,5,28,45.9,45.9,20,8,1,1,67.733,39.508,61,6,42.466,0.091,1.11,38,50.5,33,0.648,0.0,25,66,456.65,60.421
8.824,1.033,10,9.075,0,0,0.0,4,16,33.3,53.3,16,0,0,0,33.589,21.357,30,1,21.352,0.031,1.12,22,30.5,20,0.712,6.7,17,32,272.26,30.982
8.658,1.022,9,8.973,1,0,3.6,4,15,32.1,53.6,14,0,0,0,30.787,20.273,28,1,20.415,0.033,1.1,21,31.0,19,0.724,0.0,16,30,251.25,28.618
7.6,1.0,22,7.745,2,2,3.8,5,26,41.5,49.1,24,2,0,0,58.777,35.455,53,6,36.989,0.107,1.109,34,47.5,31,0.669,0.0,23,56,410.5,53.022
8.0,1.01,13,8.352,0,0,0.0,3,19,37.1,54.3,16,1,0,0,38.665,24.501,35,1,25.176,0.027,1.105,24,34.5,22,0.7,2.9,17,37,292.32,35.353
9.301,1.022,10,9.009,1,0,3.2,4,17,32.3,54.8,16,0,0,0,34.333,22.468,31,1,22.659,0.03,1.108,23,33.5,21,0.725,3.2,17,33,279.28,31.687
7.377,1.052,7,12.466,1,0,3.8,6,13,26.9,50.0,13,0,1,0,28.969,19.682,26,1,19.705,0.036,1.114,21,29.0,19,0.757,7.7,16,28,324.11,27.36
8.77,1.022,9,11.326,0,2,0.0,4,15,32.1,53.6,15,0,1,0,30.546,20.804,28,1,21.523,0.033,1.091,21,29.0,19,0.743,3.6,12,30,317.14,28.629
6.437,1.025,10,9.698,2,0,6.3,6,16,31.3,50.0,16,0,1,1,35.206,23.482,32,2,24.068,0.057,1.1,25,35.5,22,0.734,0.0,21,35,310.35,32.796
8.456,1.017,11,8.442,1,1,3.3,4,15,36.7,50.0,15,0,0,0,33.203,20.8,30,2,21.176,0.063,1.107,21,30.0,19,0.693,0.0,16,32,253.27,30.502
8.432,1.051,9,9.642,1,1,3.3,6,15,30.0,50.0,15,0,0,0,33.882,21.566,30,2,21.051,0.063,1.129,23,32.0,21,0.719,6.7,16,32,289.25,31.527
8.599,1.009,11,9.024,0,0,0.0,3,16,36.7,53.3,16,0,1,0,32.854,21.418,30,1,22.335,0.031,1.095,21,29.5,19,0.714,3.3,17,32,270.72,30.28
5.437,1.012,17,7.676,1,0,2.6,5,17,43.6,43.6,13,4,0,0,43.658,25.095,39,5,25.915,0.122,1.119,24,32.0,22,0.643,0.0,16,41,299.35,39.48
7.585,1.05,7,10.009,2,0,7.4,6,14,25.9,51.9,13,0,0,0,30.21,20.151,27,1,19.597,0.034,1.119,22,32.0,20,0.746,3.7,16,29,270.23,28.349
7.886,1.012,13,7.978,1,0,3.1,4,15,40.6,46.9,13,2,0,0,35.618,21.327,32,2,21.938,0.059,1.113,21,29.0,19,0.666,0.0,16,34,255.29,32.385
5.301,1.044,9,9.353,1,1,3.4,6,14,31.0,48.3,14,0,0,0,32.206,20.703,29,2,20.324,0.065,1.111,22,31.0,20,0.714,0.0,16,31,271.24,30.273
6.991,1.004,17,7.573,1,0,2.6,4,18,43.6,46.2,13,5,0,0,43.448,25.38,39,2,26.46,0.048,1.114,25,33.0,22,0.651,0.0,16,42,295.36,39.153
6.244,0.988,33,6.722,1,4,1.5,4,29,50.0,43.9,12,15,0,0,73.77,40.595,66,2,43.552,0.029,1.118,37,46.0,33,0.615,0.0,6,70,443.63,65.221
8.18,1.025,10,8.767,0,1,0.0,4,15,34.5,51.7,15,0,0,0,31.914,20.493,29,2,20.625,0.065,1.1,21,30.0,19,0.707,0.0,16,31,254.25,29.727
9.31,1.001,15,8.585,0,1,0.0,3,21,38.5,53.8,20,1,1,0,42.684,27.472,39,2,28.858,0.048,1.094,27,37.0,24,0.704,2.6,18,42,334.81,39.047
6.285,0.988,33,6.722,3,0,4.5,5,28,50.0,42.4,18,10,0,0,74.142,40.396,66,4,43.347,0.057,1.123,37,46.0,33,0.612,0.0,18,70,443.64,65.214
7.092,1.006,11,8.429,1,0,3.2,3,17,35.5,54.8,16,0,0,0,33.993,22.085,31,1,22.722,0.03,1.097,22,32.5,20,0.712,0.0,17,33,261.29,31.174
7.194,1.06,8,14.434,1,0,3.3,8,14,26.7,46.7,13,1,2,0,33.435,22.948,30,2,23.273,0.063,1.114,24,32.0,22,0.765,10.0,16,32,433.03,31.8
8.848,1.012,13,8.1,1,1,3.0,4,16,39.4,48.5,15,1,0,0,36.618,22.327,33,2,22.938,0.057,1.11,22,31.0,20,0.677,0.0,16,35,267.3,33.385
6.504,1.041,10,9.433,1,0,3.0,6,17,30.3,51.5,17,0,0,0,36.752,23.898,33,2,23.568,0.056,1.114,26,36.5,23,0.724,3.0,21,36,311.28,34.342
8.252,1.009,12,8.009,0,0,0.0,3,15,40.0,50.0,14,1,0,0,33.119,20.305,30,1,20.932,0.031,1.104,20,28.0,18,0.677,0.0,16,32,240.27,30.284
6.144,1.024,9,8.74,1,0,3.8,4,13,34.6,50.0,13,0,0,0,28.787,18.273,26,1,18.415,0.036,1.107,19,27.0,17,0.703,0.0,16,28,227.23,26.618
5.954,0.999,33,7.358,1,0,1.4,7,29,47.8,42.0,18,11,1,1,77.109,43.211,69,8,46.108,0.11,1.118,40,49.0,36,0.626,0.0,18,73,507.7,68.952
7.018,1.024,10,8.876,2,0,6.7,5,15,33.3,50.0,13,1,0,0,33.286,21.294,30,2,21.421,0.063,1.11,22,32.0,20,0.71,0.0,16,32,266.27,30.72
6.398,1.01,24,8.682,3,1,5.6,8,22,44.4,40.7,13,9,3,0,60.728,35.298,54,6,37.637,0.105,1.125,33,40.0,30,0.654,5.6,12,57,468.84,54.534
7.022,1.035,10,9.009,2,1,6.7,6,14,33.3,46.7,14,0,0,0,33.495,21.009,30,2,20.875,0.063,1.117,22,31.0,20,0.7,0.0,16,32,270.26,31.047
8.469,1.025,11,8.821,0,1,0.0,4,17,34.4,53.1,17,0,0,0,35.459,22.689,32,2,22.869,0.059,1.108,23,32.5,21,0.709,3.1,17,34,282.28,32.796
7.959,1.009,11,9.024,0,0,0.0,3,16,36.7,53.3,16,0,1,0,32.854,21.418,30,1,22.335,0.031,1.095,21,29.5,19,0.714,3.3,17,32,270.72,30.28
7.741,0.994,30,7.556,2,1,3.0,6,30,45.5,45.5,21,9,1,1,73.358,42.749,66,5,45.682,0.07,1.111,41,53.0,36,0.648,0.0,22,71,498.69,65.632
7.602,0.996,31,7.349,1,0,1.5,6,28,47.7,43.1,18,10,1,1,72.484,40.97,65,7,43.892,0.101,1.115,38,47.0,34,0.63,0.0,18,69,477.67,64.741
7.137,0.996,31,7.349,1,0,1.5,6,28,47.7,43.1,18,10,1,1,72.484,40.97,65,6,43.892,0.087,1.115,38,47.0,34,0.63,0.0,18,69,477.67,64.741
8.222,1.015,10,8.379,0,0,0.0,3,14,37.0,51.9,14,0,0,0,29.704,18.778,27,1,19.171,0.034,1.1,19,27.0,17,0.695,0.0,16,29,226.24,27.4
7.678,0.992,35,6.767,1,0,1.4,5,30,50.0,42.9,18,12,0,0,78.394,42.836,70,6,45.767,0.081,1.12,39,48.0,35,0.612,0.0,18,74,473.66,69.432
6.928,0.998,29,7.55,1,0,1.6,6,28,46.0,44.4,18,10,1,1,70.069,40.443,63,6,43.131,0.088,1.112,39,48.0,34,0.642,0.0,18,68,475.65,62.858
8.854,1.005,21,6.961,0,1,0.0,4,17,50.0,40.5,8,9,0,0,47.535,25.323,42,1,26.676,0.023,1.132,23,27.0,21,0.603,2.4,6,44,292.38,42.214
7.42,0.996,31,7.349,1,0,1.5,6,28,47.7,43.1,18,10,1,1,72.484,40.97,65,7,43.892,0.101,1.115,38,47.0,34,0.63,0.0,18,69,477.67,64.741
7.824,0.993,33,6.86,1,0,1.5,5,29,49.3,43.3,18,11,0,0,74.979,41.309,67,6,44.006,0.085,1.119,38,47.0,34,0.617,0.0,18,71,459.63,66.549
6.862,0.978,32,5.755,0,2,0.0,2,21,58.2,38.2,4,17,0,0,62.062,30.858,55,2,34.091,0.034,1.128,26,28.0,23,0.561,0.0,0,58,316.53,53.792
6.521,0.977,34,5.699,0,2,0.0,2,22,58.6,37.9,4,18,0,0,65.477,32.385,58,2,35.853,0.033,1.129,27,29.0,24,0.558,0.0,0,61,330.56,56.676
8.699,1.009,12,8.138,0,2,0.0,3,16,38.7,51.6,15,1,0,0,34.119,21.305,31,1,21.932,0.03,1.101,21,29.0,19,0.687,0.0,12,33,252.28,31.284
4.367,1.019,12,8.384,0,1,0.0,4,16,37.5,50.0,15,1,0,0,35.329,22.02,32,3,22.386,0.088,1.104,22,31.0,20,0.688,0.0,16,34,268.28,32.611
6.914,0.985,29,6.48,0,2,0.0,3,20,55.8,38.5,4,16,1,0,58.591,30.159,52,1,33.188,0.018,1.127,26,28.0,23,0.58,1.9,0,55,336.94,51.232
7.67,1.003,26,7.91,2,0,3.3,7,27,43.3,45.0,20,7,1,1,66.737,39.411,60,6,41.614,0.092,1.112,39,51.5,34,0.657,0.0,25,65,474.62,60.192
8.42,0.999,18,7.782,0,2,0.0,3,23,40.9,52.3,21,2,0,0,48.365,29.886,44,3,31.216,0.064,1.099,29,40.0,26,0.679,0.0,18,47,342.41,43.934
7.2,1.005,21,7.913,1,2,1.9,5,26,40.4,50.0,24,2,0,0,57.488,35.149,52,6,36.438,0.109,1.106,34,47.5,31,0.676,0.0,23,55,411.48,52.247
7.284,1.01,16,7.798,0,2,0.0,4,18,42.1,47.4,15,3,0,0,42.159,25.074,38,3,25.909,0.075,1.109,24,32.0,22,0.66,0.0,12,40,296.34,38.378
7.8,0.995,28,7.3,2,2,3.2,5,29,45.2,46.8,24,5,0,0,69.022,40.036,62,7,42.273,0.108,1.113,37,50.5,34,0.646,0.0,23,65,452.59,61.672
7.695,0.998,26,7.773,2,0,3.4,6,27,44.1,45.8,20,7,1,1,65.527,38.696,59,6,41.159,0.094,1.111,38,50.5,33,0.656,0.0,25,64,458.62,58.865
7.638,1.03,9,9.342,2,0,6.7,5,16,30.0,53.3,15,0,0,0,33.416,21.963,30,1,21.904,0.031,1.114,23,33.5,21,0.732,3.3,17,32,280.27,30.905
8.951,0.99,15,7.712,1,0,2.7,2,20,40.5,54.1,20,0,0,0,40.614,25.424,37,2,26.79,0.05,1.098,25,36.0,22,0.687,0.0,22,40,285.36,36.614
7.509,1.0,24,7.865,2,0,3.6,6,25,43.6,45.5,20,5,1,1,61.112,36.169,55,6,38.398,0.102,1.111,35,47.5,31,0.658,0.0,25,59,432.58,54.982
8.222,1.017,12,8.627,1,0,2.9,4,18,35.3,52.9,16,1,0,0,37.748,23.995,34,1,24.421,0.028,1.11,24,34.5,22,0.706,2.9,17,36,293.31,34.571
6.291,0.998,30,7.166,2,2,3.1,6,28,46.9,43.8,21,7,0,0,71.647,40.277,64,8,42.489,0.119,1.119,37,48.0,34,0.629,0.0,18,67,458.6,63.883
8.277,1.006,15,8.163,0,1,0.0,3,21,38.5,53.8,20,1,0,0,43.08,27.027,39,2,27.938,0.048,1.105,27,37.0,24,0.693,2.6,18,42,318.36,39.236
7.032,1.026,12,8.744,1,1,2.9,5,17,35.3,50.0,16,1,0,0,37.957,23.71,34,2,23.875,0.056,1.116,24,33.5,22,0.697,2.9,17,36,297.3,34.898
7.268,0.992,26,7.631,2,0,3.4,5,27,44.8,46.6,20,7,1,1,64.318,37.981,58,6,40.705,0.095,1.109,37,49.5,32,0.655,0.0,25,63,442.62,57.538
5.0,1.008,19,7.591,2,1,4.7,5,19,44.2,44.2,11,8,0,0,48.492,27.597,43,1,28.711,0.021,1.128,28,34.5,24,0.642,2.3,11,47,326.4,43.323
7.553,1.028,9,9.509,2,0,6.3,5,18,28.1,56.3,16,0,0,0,35.416,23.963,32,1,23.904,0.029,1.107,25,37.5,23,0.749,3.1,17,34,304.29,32.905
8.638,1.006,11,8.429,1,0,3.2,3,17,35.5,54.8,16,0,0,0,33.993,22.085,31,1,22.722,0.03,1.097,22,32.5,20,0.712,0.0,17,33,261.29,31.174
7.959,1.009,12,8.138,0,2,0.0,3,16,38.7,51.6,15,1,0,0,34.119,21.305,31,1,21.932,0.03,1.101,21,29.0,19,0.687,0.0,12,33,252.28,31.284
8.62,1.019,12,8.384,0,2,0.0,4,16,37.5,50.0,15,1,0,0,35.329,22.02,32,1,22.386,0.029,1.104,22,30.0,20,0.688,0.0,12,34,268.28,32.611
6.028,0.99,29,6.943,2,0,3.3,4,27,48.3,45.0,18,9,0,0,67.359,37.516,60,3,40.063,0.047,1.123,35,44.0,31,0.625,1.7,18,64,416.58,59.414
5.762,0.987,30,6.797,2,0,3.3,4,27,49.2,44.3,18,9,0,0,68.228,37.848,61,3,40.58,0.046,1.118,35,44.0,31,0.62,0.0,18,65,414.59,60.229
7.77,0.995,14,7.585,0,0,0.0,2,17,42.4,51.5,16,1,0,0,36.325,22.117,33,1,23.239,0.029,1.101,21,29.5,19,0.67,0.0,17,35,250.31,32.84
6.376,1.009,16,8.2,0,2,0.0,4,22,38.1,52.4,21,1,0,0,46.159,29.074,42,3,29.909,0.067,1.099,29,40.0,26,0.692,0.0,18,45,344.38,42.378
5.924,1.012,13,8.1,1,0,3.0,4,16,39.4,48.5,15,1,0,0,36.618,22.327,33,2,22.938,0.057,1.11,22,30.5,20,0.677,0.0,17,35,267.3,33.385
8.509,1.0,27,7.764,1,1,1.6,6,28,44.3,45.9,21,7,1,1,67.654,39.916,61,7,42.37,0.108,1.109,38,50.0,34,0.654,0.0,22,65,473.63,60.974
7.845,1.011,13,8.324,3,0,8.6,5,17,37.1,48.6,16,1,0,0,38.99,24.128,35,2,24.733,0.053,1.114,25,35.5,22,0.689,0.0,21,38,291.33,35.378
7.824,0.996,17,9.364,0,1,0.0,3,22,40.5,52.4,20,2,1,0,45.997,29.196,42,2,31.114,0.044,1.095,28,38.0,25,0.695,2.4,18,45,393.29,41.836
8.337,1.017,10,9.369,1,0,3.4,4,15,34.5,51.7,15,0,1,0,31.937,20.913,29,1,21.58,0.032,1.101,21,29.5,19,0.721,3.4,17,31,271.71,29.498
8.638,0.992,32,6.919,2,0,3.0,5,29,48.5,43.9,20,9,0,0,73.853,41.089,66,7,43.796,0.1,1.119,38,49.0,34,0.623,0.0,22,70,456.63,65.44
7.959,0.979,30,5.817,0,2,0.0,2,20,57.7,38.5,4,16,0,0,58.647,29.332,52,1,32.33,0.018,1.128,25,27.0,22,0.564,0.0,0,55,302.5,50.909
8.0,1.004,14,8.272,0,2,0.0,3,21,36.8,55.3,21,0,0,0,41.535,26.832,38,2,27.693,0.049,1.093,27,38.0,24,0.706,0.0,18,41,314.35,38.167
7.959,0.989,18,6.874,0,2,0.0,2,17,48.6,45.9,9,8,0,0,41.156,23.171,37,0,24.762,0.0,1.112,22,27.0,19,0.626,0.0,6,40,254.35,36.607
7.42,0.993,19,7.034,1,2,2.5,3,18,47.5,45.0,9,8,0,0,44.654,25.192,40,3,26.767,0.071,1.116,23,30.0,21,0.63,0.0,6,42,281.38,39.709
6.616,0.988,23,6.727,3,2,6.5,4,19,50.0,41.3,9,10,0,0,51.856,28.047,46,4,30.086,0.082,1.127,26,33.0,23,0.61,0.0,10,49,309.45,45.469
6.657,1.052,9,9.608,2,2,6.7,7,14,30.0,46.7,14,0,0,0,33.835,21.393,30,1,20.813,0.031,1.128,23,31.0,21,0.713,3.3,12,32,288.25,31.56
5.817,0.993,19,7.035,3,2,7.5,4,17,47.5,42.5,9,8,0,0,45.026,24.993,40,2,26.563,0.047,1.126,24,31.0,21,0.625,0.0,10,43,281.39,39.702
7.9,0.987,20,6.839,2,2,4.9,3,18,48.8,43.9,10,8,0,0,45.943,25.499,41,2,27.319,0.045,1.121,24,31.0,21,0.622,0.0,10,44,280.4,40.483
7.796,0.999,18,7.782,0,2,0.0,3,23,40.9,52.3,19,4,0,0,48.365,29.886,44,2,31.216,0.042,1.099,30,40.5,26,0.679,0.0,17,48,342.41,43.934
8.387,1.014,13,8.846,2,3,5.9,5,16,38.2,47.1,11,5,1,0,37.851,23.461,34,1,24.347,0.027,1.113,24,32.0,21,0.69,2.9,10,37,300.76,34.484
5.758,1.023,21,8.143,3,6,5.8,9,22,40.4,42.3,18,4,0,0,58.488,34.094,52,8,34.597,0.148,1.125,33,44.5,31,0.656,0.0,11,54,423.46,53.222
