pXC50,nN.CO.2,NaaNH,nPyrimidines,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,SpDiam_EA.bo.,C.041,C.042,Eig01_AEA.ed.,SpMax_AEA.ed.,nCconj,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,nROH,P_VSA_MR_3,SpDiam_EA.ed.,O.056,nOHs,Eig07_EA.dm.,NsOH,CATS2D_04_DD,C.009,SM09_EA.dm.,P_VSA_e_3,nOxolanes,SRW09,SpDiam_AEA.dm.,Eig01_AEA.ri.,SpMax_AEA.ri.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,Eig01_AEA.dm.,SpMax_AEA.dm.,SM07_EA.dm.,O.058,CATS2D_03_AP,P_VSA_i_4,ALOGP2,NdO,Eig02_AEA.ed.,SM05_EA.dm.,P_VSA_LogP_4,CATS2D_03_DD,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA.ed.,SM11_AEA.dm.,Eig01_EA.ri.,SpMax_EA.ri.,P_VSA_LogP_5,SM14_EA.bo.,SM11_EA.dm.,nPyrroles,C.031,GATS1e,nDB,NdssC,SM15_EA.bo.,SM12_EA.bo.,NaasN,SM13_EA.dm.,SM12_EA.dm.,SpMax2_Bh.s.,SM13_EA.bo.,C.008,JGI6
7.076,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,0,11.349,11.349,11.349,0,0.0,18.778,0,0,0.0,1,0,0,0.0,134.345,0,7.298,5.28,4.196,4.196,3.24,3.24,5.24,3.24,3.28,3.28,0.0,0,0,134.345,2.584,0,6.123,0.0,111.173,1,3.875,3.875,8.948,8.948,3.1,3.1,22.127,21.604,0.0,0,0,1.009,0,0,23.108,18.597,1,0.0,0.001,5.321,20.079,0,0.017
7.638,0,0,1,4.64,4.64,4.64,7.64,0,0,6.83,6.83,0,11.352,11.352,11.352,0,0.0,18.785,0,0,0.0,0,0,0,0.0,134.345,0,7.298,5.316,4.198,4.198,3.242,3.242,5.242,3.242,3.316,3.316,0.0,0,0,149.306,4.328,0,6.174,0.0,68.49,0,3.888,3.888,9.121,9.121,3.102,3.102,31.248,21.607,0.0,0,0,0.79,0,0,23.112,18.601,1,0.0,0.001,5.321,20.082,0,0.016
5.945,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,0,11.349,11.349,11.349,0,0.0,18.777,0,0,0.0,0,0,0,0.0,135.019,0,7.298,5.276,4.195,4.195,3.239,3.239,5.239,3.239,3.276,3.276,0.0,0,0,135.019,0.561,0,6.118,0.0,137.374,0,3.677,3.677,8.924,8.924,3.099,3.099,46.084,21.545,0.0,0,0,0.911,0,0,23.057,18.521,1,0.0,0.001,5.051,20.011,0,0.013
6.963,0,0,1,4.64,4.64,4.64,7.64,0,0,6.83,6.83,0,11.352,11.352,11.352,0,0.0,18.784,0,0,0.0,0,0,0,0.0,101.448,0,7.298,5.309,4.198,4.198,3.242,3.242,5.242,3.242,3.309,3.309,0.0,0,0,116.408,7.992,0,6.164,0.0,68.49,0,3.797,3.797,9.083,9.083,3.101,3.101,28.491,21.583,0.0,0,0,0.715,0,0,23.09,18.571,1,0.0,0.001,5.32,20.055,0,0.014
6.201,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,0,11.349,11.349,11.349,0,0.0,18.778,0,0,0.0,0,0,0,0.0,132.508,0,7.298,6.058,4.196,4.196,3.24,3.24,5.24,3.24,4.058,4.058,0.0,0,0,132.508,6.252,0,6.12,0.0,85.092,0,3.749,3.749,8.935,8.935,3.1,3.1,53.615,21.574,0.0,0,0,0.837,0,0,23.082,18.562,1,0.0,9.217,5.32,20.046,0,0.014
6.417,0,0,1,4.64,4.64,4.64,7.64,0,0,6.831,6.831,0,11.356,11.356,11.356,0,50.747,18.791,0,0,0.0,0,0,0,8.548,107.118,0,7.298,5.807,4.2,4.2,3.244,3.244,5.244,3.244,3.807,3.807,6.556,0,0,107.118,6.33,2,6.418,4.506,68.49,0,4.095,4.095,9.821,9.821,3.104,3.104,22.127,21.686,10.509,0,0,0.587,2,0,23.187,18.687,1,12.452,11.563,6.999,20.167,0,0.014
6.042,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,1,11.349,11.349,11.349,0,0.0,18.778,0,0,0.0,0,0,0,0.0,101.448,0,7.298,5.651,4.196,4.196,3.24,3.24,5.24,3.24,3.651,3.651,0.0,1,0,101.448,6.135,1,6.128,0.0,100.826,0,3.811,3.811,8.979,8.979,3.101,3.101,33.556,21.589,0.0,0,0,0.81,1,1,23.095,18.581,1,0.0,6.88,5.32,20.063,0,0.016
7.367,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,0,11.349,11.349,11.349,0,0.0,18.778,0,0,0.0,0,0,0,0.0,134.345,0,7.298,5.284,4.196,4.196,3.24,3.24,5.24,3.24,3.284,3.284,0.0,0,0,149.306,4.328,0,6.123,0.0,68.49,0,3.875,3.875,8.948,8.948,3.1,3.1,31.248,21.604,0.0,0,0,0.79,0,0,23.108,18.597,1,0.0,0.001,5.321,20.079,0,0.017
6.879,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,1,11.349,11.349,11.349,0,0.0,18.778,0,0,0.0,0,0,0,0.0,134.345,0,7.298,5.504,4.196,4.196,3.24,3.24,5.24,3.24,3.504,3.504,0.0,1,0,134.345,2.636,1,6.124,0.0,98.339,0,3.802,3.802,8.955,8.955,3.101,3.101,22.556,21.586,0.0,0,0,0.85,1,1,23.093,18.578,1,0.0,0.942,5.321,20.06,0,0.015
6.928,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,0,11.349,11.349,11.349,0,0.0,18.778,0,0,0.0,0,0,0,0.0,134.345,0,7.298,5.28,4.196,4.196,3.24,3.24,5.24,3.24,3.28,3.28,0.0,0,0,134.345,7.937,0,6.132,0.0,68.49,0,3.895,3.895,8.993,8.993,3.101,3.101,25.313,21.609,0.0,0,0,0.913,0,0,23.114,18.604,1,0.0,0.001,5.099,20.085,0,0.017
6.192,0,0,1,4.639,4.639,4.639,7.639,0,0,6.829,6.829,0,11.349,11.349,11.349,0,0.0,18.778,0,0,0.0,0,0,0,0.0,101.448,0,7.298,5.278,4.196,4.196,3.24,3.24,5.24,3.24,3.278,3.278,0.0,0,0,101.448,6.787,0,6.12,0.0,68.49,0,3.715,3.715,8.935,8.935,3.1,3.1,35.614,21.566,0.0,0,0,0.871,0,0,23.074,18.551,1,0.0,0.284,5.051,20.036,0,0.014
6.0,1,0,0,4.787,4.787,4.787,7.787,1,0,7.157,7.157,1,12.539,12.539,12.539,1,42.683,20.271,1,0,0.0,1,0,0,4.787,41.106,0,7.751,5.873,4.371,4.371,3.438,3.438,5.438,3.438,3.873,3.873,3.65,2,0,41.106,4.282,2,6.687,2.487,71.78,0,3.737,3.737,10.716,10.716,3.211,3.211,7.658,21.967,5.903,0,0,0.826,2,2,23.517,18.871,1,7.006,6.536,7.411,20.406,1,0.022
6.0,1,1,0,4.683,4.683,4.683,7.683,1,0,7.057,7.057,1,12.166,12.166,12.166,0,0.0,19.756,0,0,0.0,0,1,0,4.787,55.993,0,7.636,5.87,4.313,4.313,3.373,3.373,5.373,3.373,3.87,3.87,3.65,2,0,55.993,3.054,2,6.284,2.487,71.78,0,3.561,3.561,9.401,9.401,3.172,3.172,27.629,21.653,5.903,0,0,0.786,2,2,23.181,18.599,0,7.006,6.536,7.411,20.109,0,0.019
9.067,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.575,0,0,0.0,0,0,0,4.838,59.349,0,6.862,6.725,4.435,4.435,3.512,3.512,5.512,3.512,4.725,4.725,3.705,4,0,59.349,13.52,4,6.778,2.561,118.421,0,4.198,4.198,11.073,11.073,3.215,3.215,37.621,22.04,5.957,0,0,0.612,4,2,23.569,18.992,0,7.065,6.584,7.445,20.502,0,0.023
9.325,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.577,0,0,0.0,0,0,0,4.912,59.349,0,6.862,6.725,4.435,4.435,3.513,3.513,5.513,3.513,4.725,4.725,3.755,4,0,59.349,18.177,4,6.778,2.577,118.421,0,4.198,4.198,11.073,11.073,3.216,3.216,37.507,22.045,6.049,0,0,0.621,4,2,23.573,18.998,0,7.174,6.685,7.445,20.508,0,0.026
8.64,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.575,0,0,0.172,0,0,0,12.075,59.349,0,6.862,6.725,4.435,4.435,3.512,3.512,5.512,3.512,4.725,4.725,9.392,4,0,104.229,13.027,4,7.116,6.704,118.421,0,4.198,4.198,11.69,11.69,3.215,3.215,82.501,22.068,14.758,0,0,0.574,4,2,23.593,19.029,0,17.441,16.1,7.999,20.535,0,0.024
8.126,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.574,0,0,0.0,0,0,0,4.835,59.349,0,6.862,6.725,4.435,4.435,3.512,3.512,5.512,3.512,4.725,4.725,3.698,4,0,59.349,8.929,4,6.776,2.548,118.421,0,4.198,4.198,11.059,11.059,3.215,3.215,34.435,22.031,5.956,0,0,0.614,4,2,23.561,18.978,0,7.065,6.584,7.445,20.491,0,0.019
4.347,0,0,1,4.581,4.581,4.581,7.581,0,1,6.947,6.947,0,11.681,11.681,11.681,2,96.367,19.429,2,2,0.0,2,1,1,6.251,103.164,1,7.636,5.863,4.242,4.242,3.315,3.315,5.315,3.315,3.863,3.863,4.75,1,1,103.164,4.873,1,6.611,3.201,125.082,1,3.384,3.384,10.409,10.409,3.07,3.07,12.662,21.33,7.721,0,0,1.06,1,1,22.84,18.31,1,9.171,8.576,6.494,19.805,3,0.021
8.644,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.575,0,0,0.0,0,0,0,4.838,59.349,0,6.862,6.725,4.435,4.435,3.512,3.512,5.512,3.512,4.725,4.725,3.705,4,0,59.349,7.113,4,6.776,2.561,118.421,0,4.198,4.198,11.059,11.059,3.215,3.215,34.435,22.031,5.957,0,0,0.617,4,2,23.562,18.978,0,7.065,6.584,7.445,20.491,0,0.021
8.896,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.575,0,0,0.0,0,0,0,4.838,59.349,0,6.862,6.725,4.435,4.435,3.512,3.512,5.512,3.512,4.725,4.725,3.705,4,0,74.309,8.251,4,6.776,2.561,118.421,0,4.198,4.198,11.059,11.059,3.215,3.215,43.556,22.04,5.957,0,0,0.593,4,2,23.569,18.991,0,7.065,6.584,7.715,20.502,0,0.023
8.801,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.575,0,0,0.0,0,0,0,4.838,59.349,0,6.862,6.725,4.435,4.435,3.512,3.512,5.512,3.512,4.725,4.725,3.705,4,0,59.349,9.943,4,6.776,2.561,118.421,0,4.198,4.198,11.059,11.059,3.215,3.215,37.621,22.04,5.957,0,0,0.614,4,2,23.569,18.991,0,7.065,6.584,7.445,20.502,0,0.023
6.0,1,1,0,4.702,4.702,4.702,7.702,1,0,7.161,7.161,1,12.522,12.522,12.522,0,0.0,20.522,0,0,0.0,0,0,0,5.029,41.106,0,7.653,6.0,4.378,4.378,3.435,3.435,5.435,3.435,4.0,4.0,3.851,2,0,41.106,19.519,2,6.484,2.647,71.78,0,3.792,3.792,10.089,10.089,3.239,3.239,27.629,21.737,6.188,0,0,0.735,2,2,23.266,18.685,0,7.336,6.825,7.411,20.195,0,0.026
9.225,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.575,0,0,0.0,0,0,0,4.838,59.349,0,6.862,6.725,4.435,4.435,3.512,3.512,5.512,3.512,4.725,4.725,3.705,4,0,74.309,11.534,4,6.778,2.561,118.421,0,4.198,4.198,11.073,11.073,3.215,3.215,43.556,22.04,5.957,0,0,0.59,4,2,23.569,18.992,0,7.065,6.584,7.715,20.502,0,0.023
7.932,1,1,0,4.759,4.759,4.759,7.759,1,0,7.666,7.666,1,13.611,13.611,13.611,0,0.0,21.577,0,0,0.0,0,0,0,4.835,59.349,0,6.862,6.725,4.435,4.435,3.513,3.513,5.513,3.513,4.725,4.725,3.698,4,0,59.349,7.503,4,6.776,2.548,118.421,0,4.198,4.198,11.059,11.059,3.216,3.216,50.249,22.046,5.956,0,0,0.669,4,2,23.574,19.0,0,7.065,6.584,7.445,20.509,0,0.025
7.222,1,1,0,4.238,4.238,4.238,7.238,1,0,6.968,6.968,1,11.704,11.704,11.704,1,42.683,19.704,1,0,0.064,1,0,0,6.505,41.045,0,6.88,5.98,4.292,4.292,3.332,3.332,5.332,3.332,3.98,3.98,5.086,3,0,41.045,3.102,3,6.231,3.629,84.844,1,3.7,3.7,9.29,9.29,3.196,3.196,38.971,20.394,7.91,1,0,0.814,3,3,21.798,17.576,0,9.309,8.72,7.428,18.954,0,0.018
5.0,0,0,1,4.591,4.591,4.591,7.591,0,1,7.779,7.779,0,14.145,14.145,14.145,3,139.05,22.673,3,1,0.0,3,1,1,0.0,70.266,1,8.271,5.907,4.561,4.561,3.623,3.623,5.623,3.623,3.907,3.907,0.0,0,0,70.266,0.117,0,6.763,0.0,113.243,1,3.626,3.626,11.018,11.018,3.39,3.39,12.662,21.384,0.0,0,0,0.994,0,0,22.892,18.371,1,0.0,1.444,6.452,19.863,3,0.018
5.252,0,0,1,4.696,4.696,4.696,7.696,0,0,7.12,7.12,0,11.769,11.769,11.769,1,42.683,19.299,1,0,0.0,1,0,0,12.074,85.153,0,7.05,6.46,4.256,4.256,3.344,3.344,5.344,3.344,4.46,4.46,9.388,0,1,130.033,18.438,0,6.969,6.69,54.4,0,3.919,3.919,11.735,11.735,3.141,3.141,57.623,21.775,14.758,0,1,0.669,0,0,23.291,18.748,1,17.441,16.1,7.999,20.24,0,0.02
5.0,0,0,1,4.591,4.591,4.591,7.591,0,1,7.779,7.779,0,14.147,14.147,14.147,2,96.367,22.68,2,1,0.0,2,0,1,0.0,70.266,1,7.941,6.454,4.561,4.561,3.623,3.623,5.623,3.623,4.454,4.454,0.0,0,0,85.227,9.472,0,6.761,0.0,113.243,1,3.774,3.774,11.008,11.008,3.39,3.39,23.334,21.444,0.0,0,0,0.841,0,0,22.939,18.456,1,0.0,13.675,6.493,19.928,3,0.019
6.0,1,1,0,4.702,4.702,4.702,7.702,1,0,7.158,7.158,1,12.508,12.508,12.508,0,0.0,20.508,0,0,0.0,0,0,0,5.029,41.106,0,7.653,5.998,4.374,4.374,3.432,3.432,5.432,3.432,3.998,3.998,3.851,2,0,41.106,14.284,2,6.477,2.647,71.78,0,3.791,3.791,10.054,10.054,3.235,3.235,27.629,21.737,6.188,0,0,0.739,2,2,23.265,18.684,0,7.336,6.825,7.411,20.194,0,0.021
5.262,0,0,0,4.304,4.304,4.304,7.304,0,0,6.914,6.914,7,11.662,11.662,11.662,0,0.0,19.278,0,0,0.0,0,0,0,0.125,38.349,0,6.862,5.729,4.277,4.277,3.306,3.306,5.306,3.306,3.729,3.729,0.188,1,0,38.349,2.183,1,6.311,0.268,68.113,0,3.845,3.845,9.564,9.564,3.215,3.215,30.971,20.666,0.082,0,1,0.716,4,4,22.084,17.821,1,0.054,6.88,5.072,19.212,0,0.023
6.0,0,0,1,4.86,4.86,4.86,7.86,1,0,6.883,6.883,0,11.574,11.574,11.574,0,0.0,19.137,0,0,0.0,0,0,0,4.464,122.645,0,7.796,5.575,4.249,4.249,3.306,3.306,5.306,3.306,3.575,3.575,3.407,1,0,122.645,1.167,1,6.177,2.324,134.085,0,3.97,3.97,9.187,9.187,3.121,3.121,41.815,22.22,5.504,0,2,0.862,1,1,23.778,19.112,1,6.531,6.091,5.272,20.649,0,0.017
6.0,0,0,1,4.86,4.86,4.86,7.86,1,0,6.883,6.883,0,11.574,11.574,11.574,0,0.0,19.137,0,0,0.0,0,0,0,4.464,122.645,0,7.796,5.575,4.249,4.249,3.306,3.306,5.306,3.306,3.575,3.575,3.407,1,0,122.645,2.622,1,6.177,2.324,122.314,0,3.97,3.97,9.187,9.187,3.121,3.121,30.011,22.22,5.504,0,2,0.862,1,1,23.778,19.112,1,6.531,6.091,5.272,20.649,0,0.017
6.067,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.935,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.567,3.97,3.97,2.997,2.997,4.997,2.997,3.567,3.567,0.0,1,0,84.479,5.702,1,5.94,0.0,63.421,0,3.509,3.509,8.314,8.314,2.918,2.918,18.206,19.814,0.0,0,0,0.876,1,1,21.133,17.113,0,0.0,1.807,5.238,18.386,0,0.012
5.523,0,0,1,4.861,4.861,4.861,7.861,0,0,6.884,6.884,0,11.583,11.583,11.583,0,0.0,19.146,0,0,0.0,0,0,0,6.091,87.848,0,7.803,5.637,4.252,4.252,3.308,3.308,5.308,3.308,3.637,3.637,4.654,1,0,87.848,18.166,1,6.185,3.168,98.462,0,3.976,3.976,9.228,9.228,3.124,3.124,27.334,22.233,7.5,0,2,0.73,1,1,23.787,19.133,1,8.894,8.273,5.27,20.662,0,0.015
7.444,0,0,1,4.928,4.928,4.928,7.928,0,0,7.056,7.056,0,12.174,12.174,12.174,0,0.0,19.788,0,0,0.0,0,0,0,0.0,120.746,0,7.881,5.408,4.321,4.321,3.373,3.373,5.373,3.373,3.408,3.408,0.0,0,1,120.746,1.152,0,6.38,0.0,86.623,0,4.071,4.071,9.762,9.762,3.198,3.198,23.291,22.411,0.0,0,2,0.954,0,0,23.987,19.267,1,0.0,0.0,5.085,20.828,0,0.02
6.917,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.936,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.567,3.97,3.97,2.998,2.998,4.998,2.998,3.567,3.567,0.0,1,0,84.479,5.624,1,5.94,0.0,63.421,0,3.671,3.671,8.318,8.318,2.918,2.918,34.45,19.926,0.0,0,0,0.898,1,1,21.247,17.227,0,0.0,1.859,5.239,18.507,0,0.013
6.123,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.935,0,0,0.0,0,0,0,0.0,101.265,0,6.293,5.567,3.97,3.97,2.997,2.997,4.997,2.997,3.567,3.567,0.0,1,0,101.265,2.775,1,5.94,0.0,91.977,0,3.509,3.509,8.314,8.314,2.918,2.918,26.825,19.814,0.0,0,0,0.899,1,1,21.133,17.113,0,0.0,1.807,5.238,18.386,0,0.012
6.034,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.936,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.567,3.97,3.97,2.997,2.997,4.997,2.997,3.567,3.567,0.0,1,0,99.439,6.726,1,5.94,0.0,63.421,0,3.649,3.649,8.316,8.316,2.918,2.918,27.327,19.911,0.0,0,0,0.754,1,1,21.232,17.213,0,0.0,1.807,7.429,18.492,0,0.013
7.03,1,2,0,4.402,4.402,4.402,7.402,1,0,7.0,7.0,1,11.872,11.872,11.872,0,11.0,19.872,0,0,0.141,0,0,0,6.505,91.401,0,7.545,5.986,4.294,4.294,3.344,3.344,5.344,3.344,3.986,3.986,5.086,3,0,91.401,6.314,3,6.247,3.629,131.743,0,4.241,4.241,9.492,9.492,3.173,3.173,62.128,21.29,7.91,0,0,0.818,3,3,22.733,18.396,0,9.309,8.72,7.428,19.816,0,0.019
6.038,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.512,9.512,9.512,0,0.0,15.941,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.568,3.972,3.972,2.999,2.999,4.999,2.999,3.568,3.568,0.0,1,0,84.479,8.26,1,6.029,0.0,63.421,0,3.775,3.775,8.578,8.578,2.921,2.921,21.392,20.007,0.0,0,0,0.867,1,1,21.334,17.3,0,0.0,1.807,5.238,18.59,0,0.014
6.353,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.936,0,0,0.0,0,0,0,0.0,134.162,0,6.293,5.567,3.97,3.97,2.997,2.997,4.997,2.997,3.567,3.567,0.0,1,0,134.162,2.127,1,5.94,0.0,80.206,0,3.649,3.649,8.316,8.316,2.918,2.918,17.778,19.911,0.0,0,0,0.981,1,1,21.232,17.213,0,0.0,1.807,5.24,18.492,0,0.013
6.86,1,1,0,4.24,4.24,4.24,6.983,1,0,7.0,7.0,1,11.872,11.872,11.872,0,11.0,19.872,0,0,0.0,0,0,0,5.029,39.82,0,7.322,5.986,4.294,4.294,3.344,3.344,5.344,3.344,3.986,3.986,3.851,2,0,39.82,1.035,2,6.228,2.647,85.108,0,3.63,3.63,9.279,9.279,3.173,3.173,31.378,20.348,6.188,0,0,0.816,2,2,21.767,17.513,0,7.336,6.825,7.411,18.914,0,0.021
8.52,1,1,0,4.241,4.241,4.241,7.241,1,0,7.0,7.0,1,11.872,11.872,11.872,0,11.0,19.872,0,0,0.141,0,0,0,6.505,57.83,0,6.88,5.986,4.294,4.294,3.344,3.344,5.344,3.344,3.986,3.986,5.086,3,0,72.791,7.081,3,6.23,3.629,114.957,0,3.702,3.702,9.289,9.289,3.173,3.173,53.177,20.5,7.91,0,0,0.728,3,3,21.885,17.712,0,9.309,8.72,7.445,19.06,0,0.02
7.47,1,1,0,4.241,4.241,4.241,7.241,1,0,7.0,7.0,1,11.872,11.872,11.872,0,11.0,19.872,0,0,0.141,0,0,0,6.505,74.616,0,6.88,5.986,4.294,4.294,3.344,3.344,5.344,3.344,3.986,3.986,5.086,3,0,74.616,1.703,3,6.23,3.629,155.285,0,3.702,3.702,9.289,9.289,3.173,3.173,62.151,20.458,7.91,0,0,0.794,3,3,21.845,17.663,0,9.309,8.72,7.428,19.013,0,0.019
6.396,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.936,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.567,3.97,3.97,2.997,2.997,4.997,2.997,3.567,3.567,0.0,1,0,84.479,8.26,1,5.94,0.0,63.421,0,3.649,3.649,8.316,8.316,2.919,2.919,21.392,19.911,0.0,0,0,0.867,1,1,21.232,17.213,0,0.0,1.807,5.238,18.492,0,0.013
7.921,0,0,1,4.935,4.935,4.935,7.935,0,0,7.14,7.14,0,12.493,12.493,12.493,0,0.0,20.128,0,0,0.0,0,0,0,0.237,108.983,0,7.888,5.481,4.353,4.353,3.407,3.407,5.407,3.407,3.481,3.481,0.346,0,1,108.983,1.072,0,6.499,0.479,68.612,0,4.087,4.087,10.146,10.146,3.226,3.226,29.54,22.433,0.158,0,2,0.918,0,0,24.01,19.287,1,0.104,0.129,5.085,20.849,0,0.02
6.735,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.936,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.567,3.97,3.97,2.997,2.997,4.997,2.997,3.567,3.567,0.0,1,0,84.479,9.317,1,5.94,0.0,63.421,0,3.649,3.649,8.316,8.316,2.918,2.918,21.707,19.911,0.0,0,0,0.833,1,1,21.232,17.213,0,0.0,1.807,5.239,18.492,0,0.013
7.638,0,0,1,4.931,4.931,4.931,7.931,1,0,7.065,7.065,0,12.219,12.219,12.219,0,0.0,19.863,0,0,0.0,0,0,0,4.464,123.87,0,7.881,5.578,4.328,4.328,3.381,3.381,5.381,3.381,3.578,3.578,3.407,1,0,123.87,6.233,1,6.408,2.324,111.768,0,4.075,4.075,9.877,9.877,3.203,3.203,42.291,22.436,5.504,0,2,0.88,1,1,24.007,19.303,1,6.531,6.092,5.269,20.855,0,0.019
5.685,1,1,0,4.298,4.298,4.298,7.048,1,0,7.004,7.004,1,11.895,11.895,11.895,0,0.0,19.895,0,0,0.0,0,0,0,6.144,109.167,0,7.535,5.987,4.301,4.301,3.352,3.352,5.352,3.352,3.987,3.987,4.854,3,0,109.167,1.678,3,6.502,3.522,120.621,0,3.943,3.943,10.172,10.172,3.178,3.178,23.647,20.697,7.415,0,0,0.776,3,3,22.126,17.845,1,8.677,8.099,7.428,19.257,0,0.023
6.807,0,0,1,4.045,4.045,4.045,7.045,0,0,6.268,6.268,1,9.513,9.513,9.513,0,0.0,15.945,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.569,3.972,3.972,2.999,2.999,4.999,2.999,3.569,3.569,0.0,1,0,84.479,5.624,1,6.132,0.0,63.421,0,3.801,3.801,8.988,8.988,2.92,2.92,34.45,20.032,0.0,0,0,0.898,1,1,21.36,17.322,0,0.0,1.859,5.239,18.615,0,0.015
6.31,1,1,0,4.24,4.24,4.24,6.983,1,0,7.001,7.001,1,11.881,11.881,11.881,0,11.0,19.881,0,0,0.0,0,0,0,5.029,39.82,0,7.322,6.203,4.295,4.295,3.345,3.345,5.345,3.345,4.203,4.203,3.851,2,0,39.82,2.66,2,6.231,2.647,85.108,0,3.63,3.63,9.294,9.294,3.174,3.174,31.378,20.348,6.188,0,0,0.807,2,2,21.767,17.514,0,7.336,13.676,7.411,18.915,0,0.02
7.81,1,1,0,4.241,4.241,4.241,7.241,1,0,7.0,7.0,1,11.872,11.872,11.872,0,11.0,19.872,0,0,0.141,0,0,0,6.505,74.616,0,6.88,5.986,4.294,4.294,3.344,3.344,5.344,3.344,3.986,3.986,5.086,3,0,74.616,3.4,3,6.23,3.629,143.514,0,3.702,3.702,9.289,9.289,3.173,3.173,50.347,20.458,7.91,0,0,0.794,3,3,21.845,17.663,0,9.309,8.72,7.428,19.013,0,0.019
7.174,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.512,9.512,9.512,0,0.0,15.941,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.569,3.971,3.971,2.999,2.999,4.999,2.999,3.569,3.569,0.0,1,0,99.439,6.726,1,6.029,0.0,63.421,0,3.775,3.775,8.578,8.578,2.919,2.919,27.327,20.007,0.0,0,0,0.754,1,1,21.334,17.3,0,0.0,1.807,7.429,18.59,0,0.014
8.04,1,1,0,4.241,4.241,4.241,7.241,1,0,7.0,7.0,1,11.872,11.872,11.872,0,11.0,19.872,0,0,0.526,0,0,0,6.505,88.89,0,6.88,6.057,4.294,4.294,3.344,3.344,5.344,3.344,4.057,4.057,5.086,3,0,88.89,5.449,3,6.23,3.629,131.559,0,3.704,3.704,9.289,9.289,3.173,3.173,78.301,20.529,7.91,0,0,0.78,3,3,21.912,17.744,0,9.309,9.692,7.428,19.091,0,0.02
5.907,0,0,1,4.045,4.045,4.045,7.045,0,0,6.267,6.267,1,9.511,9.511,9.511,0,0.0,15.935,0,0,0.0,0,0,0,0.0,84.479,0,6.293,5.567,3.97,3.97,2.997,2.997,4.997,2.997,3.567,3.567,0.0,1,0,84.479,8.26,1,5.94,0.0,63.421,0,3.617,3.617,8.315,8.315,2.918,2.918,21.392,19.893,0.0,0,0,0.867,1,1,21.212,17.196,0,0.0,1.807,5.238,18.473,0,0.013
5.7,1,1,0,4.185,4.185,4.185,6.863,1,0,6.995,6.995,1,11.856,11.856,11.856,0,11.0,19.856,0,0,0.064,0,0,0,5.029,39.82,0,7.298,6.093,4.286,4.286,3.336,3.336,5.336,3.336,4.203,4.203,3.851,2,0,39.82,2.775,2,6.082,2.647,85.108,0,3.506,3.506,8.701,8.701,3.164,3.164,31.378,20.151,6.188,0,0,0.801,2,2,21.556,17.346,0,7.336,13.676,7.411,18.73,0,0.019
