pXC50,TPSA.Tot.,CATS2D_05_LL,nS,SpMax1_Bh.s.,CATS2D_06_LL,CATS2D_07_LL,Eta_alpha_A,P_VSA_s_6,GATS4e,SpMax1_Bh.m.,X1A,CATS2D_04_AL,PCR,Eig02_AEA.dm.,SaaS,JGI3,AMW,Eig01_AEA.dm.,SpMax_AEA.dm.,NaaS,PCD,MATS1i,P_VSA_e_3,P_VSA_i_4,GATS4i,MATS4p,SpDiam_AEA.dm.,SpMAD_AEA.bo.,P_VSA_i_1,P_VSA_MR_8,nHet,MATS6p,P_VSA_m_4,P_VSA_s_3,RBF,CATS2D_06_PL,nHM,CATS2D_02_AP,CATS2D_04_PL,CATS2D_05_PL,Eta_B_A,nCONN,NdS,S.108,SdS,SsNH2,GATS4v,GATS1e,GATS7m,AAC,AECC,ALOGP,ALOGP2,AMR,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e
8.0,19.03,3,0,4.97,4,8,0.49,0.0,1.133,4.079,0.443,3,1.304,2.966,0.0,0.057,5.88,3.199,3.199,0,1.989,-0.107,19.91,19.91,1.059,-0.069,5.199,1.499,0.0,0.0,2,0.038,0.0,22.252,0.083,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.014,1.126,0.926,1.192,8.7,5.055,25.551,85.728,0.455,3.88,4.029,3.259,3.43,4.72,3.353,4.487
6.155,25.24,3,0,7.428,4,8,0.483,25.145,1.44,4.108,0.441,7,1.306,3.106,0.0,0.065,6.218,3.746,3.746,0,2.059,-0.209,5.023,5.023,1.185,-0.155,5.746,1.527,0.0,0.0,3,-0.032,0.0,24.851,0.06,0,0,0,0,0,0.026,0,0,0,0.0,0.0,1.102,0.71,1.049,1.316,8.636,4.601,21.17,90.456,0.417,3.927,4.066,3.351,3.469,4.847,3.405,4.531
5.92,41.9,9,0,8.201,15,14,0.469,67.768,1.154,3.978,0.447,12,1.338,3.263,0.0,0.033,7.591,3.792,3.792,0,2.352,-0.03,19.665,34.625,1.045,-0.11,5.792,1.496,0.0,0.0,5,0.017,0.0,33.266,0.089,0,0,0,0,0,0.023,0,0,0,0.0,0.0,1.1,0.585,1.091,1.579,9.625,3.608,13.017,90.01,0.462,3.853,3.964,3.435,3.407,5.003,3.389,4.382
6.12,32.67,10,0,8.201,16,15,0.475,56.768,1.178,3.979,0.443,11,1.341,3.262,0.0,0.035,7.39,3.792,3.792,0,2.337,0.009,19.665,34.625,0.996,-0.072,5.792,1.511,0.0,0.0,4,-0.031,0.0,31.208,0.068,0,0,0,0,0,0.026,0,0,0,0.0,0.0,1.034,0.494,1.147,1.501,9.043,4.111,16.896,88.588,0.48,3.818,3.937,3.38,3.41,4.937,3.375,4.349
6.7,32.67,10,0,7.427,16,15,0.493,80.957,1.5,4.03,0.445,11,1.343,3.26,0.0,0.035,8.021,3.791,3.791,0,2.317,0.023,19.665,19.665,1.153,-0.098,5.791,1.506,0.0,0.0,4,-0.025,39.149,22.402,0.073,0,1,0,0,0,0.022,0,0,0,0.0,0.0,1.015,0.505,1.099,1.528,8.318,4.083,16.673,88.135,0.5,3.748,3.859,3.387,3.382,4.843,3.337,4.268
5.14,32.67,10,0,8.201,15,15,0.474,56.768,1.251,3.973,0.445,11,1.343,3.26,0.0,0.035,7.599,3.791,3.791,0,2.317,0.01,19.665,34.625,0.996,-0.057,5.791,1.506,0.0,0.0,4,-0.02,0.0,28.023,0.073,0,0,0,0,0,0.022,0,0,0,0.0,0.0,1.012,0.492,1.09,1.528,8.318,3.624,13.136,83.547,0.5,3.752,3.868,3.339,3.35,4.893,3.321,4.274
6.0,32.67,11,0,7.427,15,17,0.483,41.808,1.715,3.966,0.447,11,1.347,3.256,0.0,0.035,7.138,3.791,3.791,0,2.299,0.021,19.665,19.665,1.141,-0.061,5.791,1.499,0.0,0.0,3,-0.02,0.0,18.902,0.073,0,0,0,0,0,0.018,0,0,0,0.0,0.0,0.987,0.527,1.107,1.385,7.762,3.419,11.688,83.331,0.522,3.74,3.86,3.285,3.352,4.815,3.307,4.259
6.3,32.67,10,0,7.427,16,16,0.493,80.957,1.5,4.029,0.445,11,1.343,3.26,0.0,0.035,8.021,3.791,3.791,0,2.317,0.023,19.665,19.665,1.153,-0.098,5.791,1.506,0.0,0.0,4,0.007,39.149,22.402,0.073,0,1,0,0,0,0.022,0,0,0,0.0,0.0,1.015,0.505,1.051,1.528,8.5,4.083,16.673,88.135,0.5,3.748,3.859,3.387,3.382,4.843,3.337,4.268
5.93,51.13,9,0,7.427,15,14,0.472,63.808,1.224,3.977,0.45,13,1.336,3.262,0.0,0.031,7.201,3.791,3.791,0,2.369,-0.078,19.665,19.665,1.241,-0.153,5.791,1.484,0.0,0.0,5,0.051,0.0,29.388,0.102,0,0,0,0,0,0.021,0,0,0,0.0,0.0,1.152,0.721,1.092,1.484,10.36,3.386,11.465,96.257,0.444,3.935,4.046,3.477,3.463,5.039,3.441,4.467
4.94,41.57,0,0,7.429,0,0,0.482,75.293,0.909,4.005,0.461,2,1.187,2.907,0.0,0.031,7.679,3.558,3.558,0,1.102,-0.265,21.135,21.135,1.195,-0.186,5.558,1.436,0.0,0.0,5,0.045,39.149,28.998,0.111,0,1,0,0,0,0.018,0,0,0,0.0,0.0,1.122,0.749,0.905,1.655,9.333,1.529,2.338,71.434,0.316,3.643,3.764,3.228,3.138,4.666,3.111,4.214
7.268,12.47,4,0,5.43,0,1,0.51,112.618,0.914,4.087,0.478,0,1.238,2.896,0.0,0.047,8.506,3.299,3.299,0,1.307,-0.284,3.124,3.124,0.745,0.222,5.299,1.459,0.0,0.0,4,0.196,78.297,23.583,0.188,0,2,0,0,0,0.022,0,0,0,0.0,0.0,0.815,0.722,1.202,1.603,9.353,4.536,20.573,72.596,0.353,3.52,3.63,3.192,3.09,4.626,3.037,4.038
4.42,3.24,5,0,5.43,4,4,0.493,23.321,0.714,3.856,0.481,2,1.253,2.671,0.0,0.043,6.042,3.121,3.121,0,1.284,-0.207,3.124,3.124,1.036,-0.088,5.121,1.49,0.0,0.0,1,-0.18,0.0,7.826,0.129,0,0,0,0,0,0.019,0,0,0,0.0,0.0,1.039,1.066,0.85,1.161,7.0,3.795,14.398,61.354,0.429,3.45,3.595,2.829,3.013,4.473,2.931,3.967
