pXC50,SpMin3_Bh.v.,SpMin3_Bh.p.,SpMin8_Bh.p.,Sp,IDDE,SpMin3_Bh.m.,TIC2,LLS_02,SpMin6_Bh.p.,SpMax2_Bh.v.,SpMin4_Bh.m.,S2K,Eta_epsi,Eig08_AEA.bo.,TIC4,Eig12_AEA.ri.,Eig08_AEA.ri.,SM05_EA.bo.,Eig08_EA.ri.,P_VSA_LogP_3,SpMaxA_AEA.dm.,IC4,Eta_C,Eig06_AEA.ri.,ATS6e,NaasN,DLS_cons,NdO,ATS2i,Uindex,ATS7i,SpMin4_Bh.s.,SpMax5_Bh.e.,TIE,ATSC2i,ATSC6m,ATS3e,SpMax7_Bh.s.,N.073,P_VSA_i_3,GGI9,SpMax4_Bh.i.,CIC0,ATSC8v,SM07_EA.bo.,DLS_07,ZM2MulPer,ATSC1m,TPSA.NO.,P_VSA_MR_1,ATS4e,SpMin5_Bh.e.,SM10_EA.bo.,SpMax8_Bh.p.,nHAcc,ATSC1v,SpMax7_Bh.m.,Rperim,SpMax7_Bh.p.,SpMax5_Bh.i.,ATS5i,nH,nR06,ATS4i,ATSC3m,Eig07_EA.bo.,SpMax8_Bh.i.,Eig02_AEA.bo.
6.674,2.002,2.001,1.697,62.875,5.299,2.005,463.248,0.38,1.877,3.925,1.981,17.771,58.81,3.628,539.877,2.672,3.36,8.622,2.285,166.904,0.082,5.805,55.025,3.501,5.583,0,0.53,5,5.34,99.8,5.843,1.121,3.803,192.853,2.891,65.573,5.438,6.999,0,567.507,0.711,3.911,4.756,23.658,11.555,0.5,869.556,19.677,127.57,376.675,5.597,1.736,16.044,3.281,12,10.712,3.615,30,3.52,3.826,5.804,40,5,5.814,54.882,3.094,3.563,4.549
9.151,2.037,2.033,1.76,69.688,5.28,2.012,489.338,0.38,1.904,3.96,1.981,19.266,60.152,3.628,598.97,2.861,3.36,8.628,2.285,195.332,0.077,5.93,57.865,3.5,5.699,0,0.34,5,5.41,96.606,5.923,1.171,3.812,155.656,2.436,74.479,5.526,4.76,0,665.511,0.733,3.912,4.978,30.694,11.567,0.0,876.154,22.371,130.81,482.615,5.67,1.776,16.066,3.514,10,12.016,3.616,36,3.544,3.842,5.892,45,6,5.893,63.314,3.189,3.707,4.385
7.329,2.056,2.054,1.779,76.353,5.381,2.015,509.316,0.38,1.913,3.98,2.008,20.501,64.467,3.658,663.915,2.867,3.363,8.69,2.296,242.714,0.07,5.981,61.967,3.638,5.781,0,0.27,5,5.494,99.819,5.987,1.172,3.887,156.116,2.66,80.593,5.613,4.75,0,685.218,0.774,3.921,5.22,33.459,11.631,0.0,925.771,25.43,130.81,541.471,5.755,1.881,16.13,3.541,10,13.507,3.637,42,3.624,3.912,5.99,50,7,5.979,66.467,3.19,3.725,4.4
7.31,2.042,2.041,1.761,70.404,5.382,2.013,506.194,0.38,1.909,3.965,1.981,19.557,64.91,3.652,615.826,2.867,3.37,8.697,2.289,195.332,0.073,5.921,61.86,3.639,5.711,0,0.34,5,5.46,104.971,5.946,1.171,3.824,192.057,3.19,73.718,5.556,6.999,0,626.362,0.86,3.912,4.946,30.535,11.625,0.0,954.463,22.107,130.81,482.615,5.724,1.796,16.106,3.514,13,12.021,3.615,36,3.545,3.859,5.935,45,6,5.947,60.982,3.189,3.709,4.47
6.321,1.995,1.991,1.697,63.517,5.148,2.0,471.237,0.5,1.873,3.911,1.981,17.96,55.733,3.628,547.867,2.556,3.316,8.552,2.285,166.904,0.085,5.828,51.478,3.5,5.604,0,0.42,5,5.332,93.825,5.808,1.1,3.8,152.907,2.215,69.593,5.426,4.751,0,613.82,0.631,3.908,4.914,26.918,11.495,0.0,795.393,22.23,136.8,411.989,5.574,1.732,15.995,3.281,10,11.464,3.615,30,3.52,3.823,5.79,43,5,5.793,56.95,3.002,3.563,4.371
4.699,2.011,1.999,1.766,67.739,5.295,2.013,511.444,0.5,1.9,3.899,1.981,17.778,60.6,3.643,592.215,2.712,3.419,8.597,2.38,166.904,0.078,5.864,60.397,3.505,5.761,0,0.42,6,5.438,93.829,5.933,1.155,3.835,173.182,2.474,81.572,5.57,4.789,0,674.278,0.713,3.91,4.991,30.509,11.509,0.0,874.807,23.595,157.11,459.073,5.718,1.749,15.984,3.384,12,12.239,3.615,35,3.522,3.862,5.94,46,5,5.935,65.391,3.182,3.613,4.631
5.959,2.002,1.992,1.697,61.307,5.11,2.011,431.729,0.5,1.877,3.882,1.981,17.258,53.667,3.421,516.7,2.537,3.166,8.461,2.104,166.904,0.089,5.678,48.381,3.499,5.542,0,0.42,5,5.318,88.016,5.762,1.131,3.8,141.804,2.229,65.781,5.42,4.738,0,591.049,0.591,3.908,4.854,24.502,11.408,0.0,752.877,21.928,130.81,447.302,5.568,1.718,15.928,3.281,10,11.127,3.603,30,3.514,3.824,5.766,42,5,5.804,57.466,2.999,3.563,4.371
6.089,1.972,1.944,1.531,53.466,5.005,1.981,375.029,0.63,1.753,3.946,1.951,15.332,47.733,3.353,439.997,2.41,2.974,8.546,1.933,147.951,0.1,5.641,38.777,3.427,5.288,0,0.59,5,5.113,85.69,5.433,1.109,3.751,138.132,1.782,49.925,5.183,4.746,0,507.88,0.561,3.866,4.596,17.511,11.514,0.5,721.402,17.6,133.56,353.133,5.328,1.585,16.029,3.089,9,9.024,3.478,24,3.354,3.751,5.521,34,4,5.524,44.472,2.985,3.395,4.417
5.218,2.0,1.995,1.571,59.517,4.746,1.982,439.499,0.5,1.787,3.88,1.975,15.949,52.933,3.525,500.757,2.452,3.272,8.465,2.187,119.522,0.092,5.564,52.024,3.525,5.454,0,0.52,5,5.338,82.085,5.68,1.145,3.809,141.221,2.204,61.248,5.473,4.717,0,613.82,0.645,3.876,4.838,26.349,11.401,0.0,716.848,22.662,136.8,411.989,5.619,1.766,15.904,3.145,10,11.485,3.553,30,3.428,3.861,5.813,43,5,5.869,61.835,2.998,3.44,4.371
5.709,1.977,1.953,1.565,55.995,5.003,1.982,417.406,0.63,1.774,3.88,1.972,14.888,50.333,3.59,457.935,2.438,3.215,8.498,2.146,119.522,0.098,5.452,47.498,3.576,5.379,0,0.45,6,5.239,88.418,5.585,1.092,3.77,164.777,2.025,56.395,5.363,4.756,0,580.88,0.706,3.87,4.705,21.3,11.421,0.0,716.559,20.357,144.64,388.446,5.556,1.695,15.911,3.145,10,10.362,3.478,24,3.279,3.803,5.694,39,4,5.794,53.902,3.077,3.434,4.371
4.301,1.975,1.963,1.376,48.983,4.958,1.963,364.706,0.75,1.688,3.826,1.921,11.173,44.186,3.268,400.215,2.384,2.944,8.061,1.833,74.868,0.101,5.408,52.06,3.425,5.628,0,0.88,2,5.183,60.749,5.881,1.078,3.662,119.728,1.889,68.399,5.353,4.487,0,516.262,0.423,3.835,4.529,29.505,10.862,1.0,575.147,15.047,82.7,356.322,5.549,1.569,15.162,2.941,8,9.232,3.324,26,3.087,3.709,5.782,35,3,5.798,51.321,2.513,3.206,4.35
5.219,1.981,1.955,1.565,56.302,4.715,1.982,412.23,0.63,1.774,3.88,1.973,14.897,49.467,3.413,463.779,2.437,3.05,8.461,1.957,119.522,0.1,5.456,47.246,3.499,5.387,0,0.69,5,5.261,85.341,5.614,1.093,3.767,146.634,2.056,57.698,5.376,4.716,0,579.278,0.631,3.87,4.763,23.264,11.399,0.5,676.294,21.694,127.57,388.446,5.575,1.715,15.903,3.145,9,10.906,3.444,24,3.281,3.808,5.716,41,4,5.833,56.038,2.997,3.434,4.371
6.556,1.972,1.947,1.583,55.228,5.075,1.981,396.295,0.63,1.76,3.947,1.969,16.027,49.033,3.341,461.263,2.411,2.975,8.546,1.934,147.951,0.098,5.695,40.758,3.413,5.349,0,0.59,5,5.156,88.833,5.418,1.112,3.754,143.481,1.848,55.257,5.229,4.746,0,531.422,0.561,3.869,4.668,20.254,11.514,0.5,725.562,18.669,133.56,376.675,5.368,1.632,16.029,3.162,9,9.585,3.523,24,3.355,3.764,5.557,36,4,5.571,47.289,2.985,3.429,4.416
4.851,1.984,1.957,1.572,58.063,5.047,1.982,427.371,0.63,1.775,3.88,1.974,15.571,50.767,3.395,485.41,2.447,3.112,8.461,2.012,119.522,0.098,5.516,49.465,3.494,5.43,0,0.69,5,5.298,88.395,5.612,1.095,3.772,152.291,2.12,62.348,5.413,4.716,0,602.82,0.736,3.87,4.83,26.852,11.399,0.5,680.455,22.697,127.57,388.446,5.606,1.742,15.903,3.145,9,11.444,3.485,24,3.343,3.822,5.752,43,4,5.866,58.578,2.997,3.439,4.371
5.281,1.994,1.992,1.709,66.495,5.426,1.989,512.663,0.5,1.901,3.947,1.982,20.046,59.1,3.517,601.631,2.561,3.338,8.561,2.276,147.951,0.082,6.016,56.448,3.464,5.639,0,0.52,5,5.403,99.687,5.831,1.183,3.799,169.552,2.322,74.007,5.516,4.888,0,648.362,0.753,3.888,5.005,31.105,11.521,0.0,798.118,24.359,168.81,435.531,5.607,1.751,16.032,3.333,11,12.466,3.615,30,3.548,3.835,5.859,47,5,5.824,64.645,2.999,3.574,4.417
6.0,1.972,1.945,1.582,54.921,5.072,1.981,390.522,0.63,1.76,3.947,1.947,15.989,49.9,3.566,455.49,2.412,2.976,8.58,1.935,147.951,0.096,5.694,40.975,3.443,5.339,0,0.42,6,5.131,92.02,5.4,1.107,3.757,159.194,1.812,53.77,5.214,4.887,0,533.025,0.601,3.868,4.614,19.654,11.533,0.0,765.608,17.248,150.63,376.675,5.345,1.608,16.036,3.161,10,9.001,3.528,24,3.355,3.76,5.547,34,4,5.521,44.917,3.009,3.429,4.417
5.0,1.972,1.944,1.53,53.159,5.075,1.98,373.31,0.63,1.752,3.947,1.926,15.302,48.6,3.564,434.278,2.41,2.975,8.58,1.934,147.951,0.098,5.64,38.995,3.443,5.278,0,0.32,6,5.087,88.828,5.423,1.058,3.753,153.997,1.745,48.066,5.168,4.886,0,509.483,0.571,3.864,4.541,15.959,11.535,0.0,761.927,16.155,150.63,353.133,5.307,1.57,16.038,3.089,10,8.433,3.528,24,3.354,3.749,5.5,32,4,5.478,41.909,2.991,3.394,4.419
5.294,1.994,1.992,1.75,68.256,5.282,1.989,527.967,0.5,1.904,3.947,1.981,20.218,60.4,3.517,612.445,2.615,3.347,8.569,2.28,147.951,0.081,5.946,58.286,3.464,5.669,0,0.52,5,5.447,102.666,5.855,1.179,3.799,171.197,2.401,76.755,5.529,4.747,0,695.446,0.843,3.888,5.061,33.455,11.524,0.0,812.956,25.307,146.03,482.615,5.665,1.744,16.033,3.344,11,13.003,3.623,30,3.542,3.837,5.892,49,5,5.895,64.737,2.999,3.617,4.417
6.186,1.972,1.947,1.473,48.25,4.824,1.982,329.083,0.75,1.709,3.88,1.971,12.521,42.867,3.154,375.122,2.143,2.752,8.439,1.722,119.522,0.112,5.283,36.821,3.443,5.1,0,0.68,5,5.055,70.796,5.135,1.091,3.752,117.914,1.718,44.34,5.198,4.716,0,473.338,0.495,3.868,4.454,14.757,11.39,1.0,633.614,17.005,124.33,306.049,5.346,1.56,15.9,2.996,8,8.617,3.385,24,3.145,3.743,5.491,32,4,5.581,46.894,2.983,3.357,4.365
5.505,1.993,1.992,1.697,66.188,5.334,1.988,513.564,0.5,1.895,3.947,1.98,19.464,59.967,3.591,584.042,2.608,3.37,8.603,2.284,147.951,0.081,5.899,56.25,3.464,5.629,0,0.45,6,5.396,102.697,5.834,1.157,3.799,183.861,2.305,70.852,5.484,4.889,0,673.507,0.813,3.888,4.958,27.769,11.544,0.0,849.06,22.957,163.1,482.615,5.618,1.725,16.04,3.308,12,11.907,3.654,30,3.517,3.834,5.841,45,5,5.825,60.219,3.078,3.563,4.417
6.585,2.039,2.037,1.761,71.046,5.517,2.013,518.809,0.5,1.908,3.959,1.981,19.724,61.833,3.628,634.731,2.863,3.36,8.632,2.285,195.332,0.076,6.045,58.61,3.502,5.738,0,0.4,5,5.453,99.35,5.965,1.171,3.813,158.013,2.516,77.481,5.546,4.753,0,672.675,0.703,3.912,5.09,32.833,11.574,0.0,880.318,24.618,140.04,517.928,5.703,1.778,16.073,3.514,11,12.774,3.615,36,3.544,3.844,5.944,48,6,5.925,63.126,3.189,3.707,4.396
7.373,2.039,2.037,1.761,71.046,5.447,2.013,517.099,0.5,1.908,3.959,1.981,19.724,61.833,3.628,626.731,2.866,3.36,8.632,2.285,195.332,0.076,5.969,58.441,3.501,5.729,0,0.4,5,5.453,99.359,5.939,1.171,3.813,157.741,2.516,77.364,5.546,4.754,0,672.675,0.749,3.912,5.09,31.562,11.572,0.0,880.181,24.618,140.04,517.928,5.703,1.778,16.069,3.514,11,12.774,3.615,36,3.544,3.844,5.945,48,6,5.925,63.126,3.189,3.707,4.386
6.352,1.993,1.987,1.697,61.239,5.109,1.998,445.737,0.38,1.87,3.91,1.981,17.256,54.481,3.628,512.757,2.653,3.32,8.535,2.278,166.904,0.087,5.697,49.664,3.5,5.536,0,0.55,5,5.288,90.92,5.753,1.095,3.8,157.107,2.249,64.372,5.407,4.765,0,567.507,0.617,3.909,4.787,22.922,11.467,0.5,790.561,20.417,127.57,391.635,5.535,1.729,15.966,3.281,10,10.727,3.615,30,3.52,3.824,5.725,40,5,5.761,55.561,3.07,3.563,4.371
4.836,1.995,1.988,1.697,61.0,5.109,2.008,413.786,0.5,1.876,3.883,1.981,17.229,54.533,3.511,510.757,2.581,3.181,8.516,2.132,166.904,0.087,5.675,48.637,3.5,5.538,0,0.42,6,5.297,90.891,5.754,1.081,3.8,158.576,2.197,64.582,5.41,4.765,0,592.652,0.606,3.908,4.8,23.278,11.457,0.0,796.828,20.556,147.88,423.76,5.547,1.718,15.961,3.281,11,10.561,3.609,30,3.513,3.824,5.729,40,5,5.763,55.696,2.999,3.563,4.371
6.409,2.0,1.996,1.697,63.523,5.148,2.005,470.288,0.5,1.88,3.885,1.981,18.112,56.433,3.449,553.872,2.554,3.261,8.524,2.166,157.427,0.085,5.83,51.692,3.5,5.625,0,0.45,5,5.365,93.825,5.818,1.133,3.801,152.138,2.288,71.87,5.448,4.751,0,625.591,0.631,3.909,4.905,27.483,11.47,0.0,794.174,22.867,140.04,470.844,5.612,1.718,15.974,3.281,11,11.569,3.607,30,3.514,3.825,5.834,44,5,5.838,58.577,2.999,3.563,4.371
5.631,2.016,1.999,1.697,65.523,5.313,2.013,481.911,0.5,1.905,3.902,1.981,17.377,57.833,3.628,562.682,2.693,3.36,8.562,2.285,166.904,0.081,5.801,55.983,3.56,5.593,0,0.4,5,5.385,88.58,5.808,1.171,3.836,152.552,2.372,68.484,5.521,4.755,0,625.81,0.71,3.91,4.942,27.419,11.48,0.0,841.64,22.769,149.16,423.76,5.666,1.774,15.966,3.33,11,11.844,3.615,35,3.522,3.864,5.821,44,5,5.899,62.305,3.174,3.563,4.441
6.386,1.979,1.951,1.491,51.773,4.87,1.982,352.994,0.75,1.772,3.88,1.973,12.54,45.467,3.523,405.523,2.15,2.905,8.502,1.881,119.522,0.107,5.267,43.333,3.575,5.296,0,0.68,5,5.144,76.517,5.49,1.092,3.763,133.812,1.858,51.263,5.295,4.716,0,520.422,0.555,3.87,4.61,18.575,11.428,1.0,658.579,19.117,124.33,282.506,5.505,1.693,15.916,3.0,8,9.726,3.385,24,3.145,3.776,5.567,36,4,5.76,50.342,3.112,3.37,4.412
6.621,2.015,2.005,1.697,63.069,5.189,2.012,460.283,0.5,1.883,3.896,1.981,17.451,54.967,3.444,543.867,2.547,3.255,8.52,2.17,157.427,0.087,5.786,51.255,3.5,5.576,0,0.42,5,5.355,90.902,5.833,1.168,3.802,146.957,2.292,67.654,5.446,4.733,0,614.591,0.631,3.91,4.916,26.341,11.464,0.0,765.103,22.953,130.81,470.844,5.611,1.718,15.969,3.281,10,11.676,3.607,30,3.514,3.826,5.842,44,5,5.845,58.81,2.999,3.563,4.371
6.046,1.793,1.793,1.182,29.563,3.887,1.763,189.555,1.0,1.442,3.875,1.747,5.84,24.467,2.951,219.065,1.189,2.457,8.014,1.424,75.81,0.121,5.095,17.941,2.516,4.501,0,0.87,0,4.531,33.838,4.702,0.825,3.223,26.091,0.982,20.15,4.49,3.78,2,211.109,0.145,3.426,3.998,9.986,10.987,1.0,376.262,8.712,53.7,200.109,4.591,1.367,15.447,2.812,2,4.965,2.832,19,2.85,3.312,4.751,19,1,4.814,18.14,2.186,3.007,4.394
7.187,2.005,2.014,1.962,203.314,7.13,2.014,1735.18,0.38,1.989,3.755,1.995,82.868,210.033,4.043,2380.22,3.762,3.874,8.822,2.842,51.731,0.024,7.021,362.673,3.937,7.093,0,0.34,28,6.634,2027.4,7.438,1.308,3.856,7465.46,6.824,294.45,6.801,7.435,1,2396.23,3.065,3.915,6.689,142.51,11.184,0.0,2315.73,76.675,1165.9,1059.4,6.943,1.786,14.729,3.639,68,38.792,3.763,5,3.652,3.902,7.232,169,0,7.176,218.226,3.249,3.864,4.16
4.151,1.781,1.784,1.192,32.659,4.533,1.808,238.009,1.0,1.56,3.627,1.802,9.546,30.733,2.476,259.029,1.078,2.109,7.527,1.104,28.429,0.152,5.079,26.618,2.772,5.034,0,0.98,2,4.714,57.455,5.195,0.938,3.428,90.442,1.027,35.843,4.792,4.451,0,342.254,0.091,3.591,4.119,13.484,10.298,1.0,403.603,10.576,111.64,188.338,4.863,1.437,14.521,2.757,7,6.147,2.909,10,2.801,3.501,5.106,24,2,5.01,27.252,1.877,3.015,4.108
6.638,1.996,1.986,1.697,65.137,5.224,2.0,482.508,0.5,1.882,3.909,1.981,18.04,57.419,3.628,561.892,2.553,3.36,8.578,2.285,157.427,0.084,5.853,57.216,3.569,5.662,0,0.45,5,5.367,96.739,5.853,1.135,3.804,169.809,2.264,78.513,5.494,4.757,0,664.74,0.686,3.909,4.883,27.331,11.505,0.0,817.089,22.069,136.8,400.217,5.668,1.744,15.99,3.281,10,11.732,3.615,30,3.521,3.827,5.911,44,5,5.888,62.315,3.148,3.563,4.414
7.111,1.995,1.983,1.697,65.631,5.224,1.996,482.508,0.5,1.88,3.911,1.981,18.172,56.8,3.628,561.892,2.553,3.36,8.578,2.285,157.427,0.084,5.853,59.431,3.568,5.66,0,0.41,5,5.367,96.739,5.85,1.141,3.804,166.985,2.272,89.599,5.493,4.739,0,625.591,0.686,3.908,4.883,27.355,11.505,0.0,817.089,20.699,136.8,400.217,5.666,1.744,15.99,3.281,10,11.726,3.626,30,3.521,3.827,5.91,44,5,5.886,65.267,3.148,3.563,4.414
5.233,1.913,1.899,1.267,40.228,4.374,1.941,259.381,1.0,1.62,3.633,1.862,11.474,36.433,2.732,304.136,1.084,2.707,7.498,1.686,28.429,0.128,4.608,37.041,2.834,5.287,0,0.95,3,5.013,96.603,5.519,1.024,3.453,156.289,1.308,45.862,5.055,4.316,0,509.423,0.216,3.647,4.603,17.095,10.193,1.0,400.309,15.711,84.94,188.338,5.229,1.492,14.349,2.793,7,8.853,3.23,6,3.064,3.539,5.464,36,1,5.455,37.621,1.979,3.114,4.199
5.529,1.972,1.944,1.51,51.154,5.147,1.981,363.777,0.63,1.719,3.947,1.952,15.143,46.5,3.331,424.745,2.371,2.956,8.538,1.909,190.634,0.102,5.74,37.063,3.405,5.261,0,0.49,5,5.032,82.601,5.334,1.111,3.749,139.351,1.637,49.284,5.151,4.887,0,503.479,0.521,3.861,4.508,16.347,11.512,0.0,710.971,15.948,150.55,306.049,5.234,1.568,16.029,3.031,9,8.218,3.405,24,3.352,3.741,5.444,31,4,5.402,43.704,2.985,3.39,4.416
4.301,1.997,1.991,1.697,62.006,5.069,2.008,432.832,0.5,1.896,3.872,1.981,17.888,55.933,3.628,526.658,2.589,3.36,8.498,2.285,166.904,0.085,5.725,49.557,3.5,5.529,0,0.42,6,5.321,93.825,5.755,1.068,3.806,160.735,2.258,63.726,5.431,4.784,0,592.652,0.662,3.908,4.815,25.235,11.432,0.0,814.128,21.124,159.91,423.76,5.563,1.721,15.938,3.281,12,10.663,3.615,30,3.517,3.833,5.757,41,5,5.785,57.062,3.018,3.563,4.371
5.26,2.04,2.021,1.697,65.625,5.299,2.005,482.343,0.5,1.891,3.985,1.981,18.023,58.867,3.628,567.927,2.668,3.36,8.843,2.285,163.473,0.091,5.855,54.749,3.501,5.648,0,0.42,7,5.387,99.8,5.861,1.171,3.81,185.317,2.396,76.645,5.497,6.999,0,658.904,0.711,3.913,4.875,27.802,11.851,0.0,873.418,24.643,164.95,470.844,5.645,1.72,16.422,3.508,12,11.76,3.616,30,3.533,3.834,5.88,44,5,5.862,62.178,3.188,3.635,4.843
4.699,2.022,2.01,1.697,63.864,5.032,2.012,456.383,0.5,1.887,3.975,1.981,17.356,57.567,3.628,537.867,2.668,3.36,8.859,2.285,163.235,0.084,5.722,52.77,3.5,5.562,0,0.42,7,5.353,96.789,5.801,1.164,3.803,185.369,2.332,68.664,5.462,6.999,0,635.362,0.669,3.912,4.814,24.413,11.879,0.0,880.303,23.808,164.95,447.302,5.639,1.723,16.468,3.39,12,11.158,3.615,30,3.522,3.829,5.803,42,5,5.847,64.349,3.186,3.563,4.868
8.456,2.006,2.013,1.923,146.12,6.632,2.014,1191.22,0.38,1.963,3.715,1.992,59.332,150.6,3.959,1634.72,3.585,3.806,8.456,2.779,0.0,0.032,6.645,231.521,3.869,6.753,0,0.34,21,6.316,2169.03,7.083,1.303,3.824,7361.08,4.824,209.927,6.48,7.434,0,1727.26,1.92,3.899,6.265,98.954,10.784,0.0,1613.97,56.074,832.49,823.977,6.62,1.768,14.268,3.602,49,28.531,3.691,0,3.623,3.869,6.914,125,0,6.859,157.88,3.145,3.813,4.168
7.444,2.048,2.041,1.784,80.927,5.272,2.011,627.749,0.38,1.906,3.963,1.98,21.16,73.429,3.896,724.562,3.204,3.479,8.962,2.338,163.473,0.081,6.038,85.526,3.704,5.965,0,0.46,5,5.647,109.905,6.219,1.248,3.882,211.789,3.698,111.393,5.786,6.999,0,787.788,1.187,3.921,5.131,46.93,11.974,0.0,1047.87,28.732,128.36,600.326,5.922,1.808,16.586,3.556,14,14.949,3.719,42,3.638,3.872,6.163,55,7,6.16,83.355,3.385,3.768,4.85
6.648,2.009,2.016,1.93,150.12,6.726,2.014,1247.62,0.38,1.973,3.809,1.993,60.42,153.4,3.962,1675.06,3.585,3.8,8.498,2.774,47.381,0.031,6.7,233.481,3.869,6.761,0,0.34,21,6.325,1166.94,7.096,1.302,3.84,3890.99,5.042,210.063,6.493,7.434,0,1727.26,1.904,3.913,6.287,99.681,10.85,0.0,1675.9,56.118,832.49,823.977,6.625,1.784,14.439,3.602,49,28.872,3.707,6,3.628,3.887,6.927,125,1,6.859,159.094,3.182,3.824,4.168
5.18,1.945,1.941,1.37,50.557,5.065,1.958,368.799,0.75,1.668,3.893,1.927,11.785,43.552,3.395,410.347,2.36,3.126,7.988,2.009,156.398,0.085,5.621,46.041,3.292,5.375,0,0.75,2,5.126,58.773,5.623,1.119,3.68,91.344,1.863,55.273,5.259,4.554,0,485.255,0.612,3.8,4.52,29.709,10.779,1.0,638.329,14.13,90.7,341.362,5.416,1.626,15.069,3.008,8,8.444,3.32,28,3.159,3.73,5.624,32,4,5.625,43.918,2.641,3.268,4.485
5.834,2.01,2.02,1.94,149.512,6.662,2.014,1261.08,0.38,1.973,3.821,2.007,60.178,155.833,3.989,1703.47,3.637,3.801,8.634,2.774,37.905,0.031,6.841,234.021,3.841,6.757,0,0.34,23,6.319,1199.36,7.083,1.292,3.842,4113.06,5.01,208.197,6.49,7.435,0,1742.7,2.117,3.905,6.254,98.724,11.062,0.0,1764.64,54.818,878.31,776.893,6.627,1.794,14.799,3.608,51,28.089,3.709,6,3.63,3.89,6.905,122,1,6.859,157.395,3.235,3.834,4.168
5.291,1.993,2.006,1.913,145.848,6.676,1.992,1228.14,0.38,1.962,3.75,1.989,58.915,151.6,3.96,1663.29,3.578,3.789,8.507,2.754,9.047,0.032,6.817,227.263,3.869,6.744,0,0.34,21,6.306,1135.17,7.067,1.292,3.836,3783.5,4.856,206.403,6.467,7.434,1,1668.41,2.055,3.901,6.229,95.017,10.868,0.0,1682.97,54.542,861.17,776.893,6.598,1.768,14.421,3.615,50,27.523,3.715,5,3.627,3.886,6.887,121,0,6.833,155.047,3.184,3.821,4.149
5.108,1.946,1.941,1.586,55.08,5.124,1.958,400.231,0.75,1.751,3.893,1.942,12.857,46.852,3.489,459.754,2.478,3.166,7.998,2.054,156.398,0.079,5.747,52.0,3.467,5.477,0,0.73,2,5.24,59.701,5.709,1.211,3.718,93.241,2.078,62.852,5.4,4.555,0,532.339,0.603,3.872,4.693,31.118,10.786,1.0,661.258,16.193,90.7,317.82,5.482,1.66,15.072,3.114,8,9.682,3.427,33,3.397,3.754,5.706,36,4,5.696,53.185,2.641,3.356,4.485
6.524,2.01,2.021,1.94,153.12,6.703,2.014,1283.58,0.38,1.973,3.849,2.009,59.432,155.5,3.989,1747.13,3.635,3.821,8.706,2.789,66.334,0.03,6.906,237.967,3.896,6.781,0,0.34,21,6.335,823.435,7.098,1.315,3.843,2727.0,5.232,213.658,6.506,7.434,0,1727.26,2.14,3.906,6.304,101.259,11.268,0.0,1738.3,56.174,832.49,812.206,6.638,1.794,15.351,3.609,49,29.145,3.708,10,3.63,3.891,6.925,125,2,6.871,159.862,3.174,3.834,4.168
5.244,1.945,1.941,1.37,50.557,5.065,1.958,368.799,0.75,1.668,3.893,1.927,11.785,43.552,3.395,410.347,2.36,3.126,7.988,2.009,156.398,0.085,5.621,46.041,3.292,5.375,0,0.75,2,5.126,58.773,5.623,1.119,3.68,91.344,1.863,55.273,5.259,4.554,0,485.255,0.612,3.8,4.52,29.709,10.779,1.0,638.329,14.13,90.7,341.362,5.416,1.626,15.069,3.008,8,8.444,3.32,28,3.159,3.73,5.624,32,4,5.625,43.918,2.641,3.268,4.485
6.903,2.007,2.015,1.932,153.12,6.688,2.016,1284.33,0.38,1.974,3.849,1.992,59.432,155.5,3.97,1741.88,3.643,3.807,8.689,2.78,66.334,0.03,6.885,237.102,3.891,6.771,0,0.34,21,6.335,825.022,7.094,1.303,3.849,2723.41,5.232,211.542,6.506,7.434,0,1727.26,2.198,3.907,6.304,99.936,11.217,0.0,1737.8,56.174,832.49,812.206,6.637,1.778,15.229,3.619,49,29.145,3.716,10,3.628,3.896,6.919,125,2,6.872,159.85,3.184,3.824,4.173
6.393,2.009,2.016,1.926,148.359,6.488,2.014,1233.56,0.38,1.972,3.807,1.993,59.603,152.1,3.977,1652.86,3.585,3.814,8.498,2.787,47.381,0.031,6.692,229.621,3.87,6.753,0,0.34,21,6.312,1150.82,7.083,1.294,3.835,3838.17,4.979,208.204,6.481,7.434,0,1703.72,1.951,3.913,6.264,98.715,10.852,0.0,1671.95,55.237,832.49,800.435,6.613,1.781,14.443,3.602,49,28.358,3.702,6,3.628,3.883,6.914,123,1,6.846,156.898,3.177,3.82,4.168
6.184,2.004,2.011,1.918,146.12,6.632,2.014,1194.27,0.38,1.961,3.712,1.991,60.123,150.6,3.918,1668.27,3.584,3.74,8.441,2.715,0.0,0.032,6.782,229.792,3.827,6.75,0,0.34,21,6.316,2168.74,7.077,1.306,3.824,7331.9,4.813,209.11,6.479,7.434,0,1727.26,1.92,3.897,6.265,97.944,10.769,0.0,1609.23,56.074,832.49,812.206,6.608,1.765,14.25,3.593,49,28.531,3.691,0,3.616,3.868,6.896,125,0,6.846,158.131,3.145,3.805,4.152
