pXC50,RBN,AMW,H.,SCBO,Si,nH,nCsp2,Se,nBT,Sv,Sp,nC,nSK,nBO,nN,MW,Mi,nCsp3,nAT,Mv,Mp,nHet,C.,nDB
6.955,13,7.136,48.4,65.0,108.273,46,21,95.468,99.0,57.991,60.955,38,49,53,5,677.89,1.14,17,95.0,0.61,0.642,11,40.0,3
6.742,14,6.404,52.9,65.0,117.5,55,21,102.581,108.0,61.421,66.427,41,49,53,5,666.01,1.13,20,104.0,0.591,0.639,8,39.4,3
7.244,14,6.666,51.0,63.0,108.464,49,21,95.257,100.0,57.556,61.597,38,47,51,5,639.92,1.13,17,96.0,0.6,0.642,9,39.6,3
7.237,14,6.967,48.9,66.0,106.341,46,21,93.919,98.0,57.238,60.535,37,48,52,6,654.89,1.131,16,94.0,0.609,0.644,11,39.4,5
7.244,15,6.816,50.0,66.0,110.673,49,22,97.585,102.0,59.271,63.052,39,49,53,5,667.93,1.129,17,98.0,0.605,0.643,10,39.8,4
7.284,13,6.648,51.1,62.0,106.337,48,21,93.148,98.0,56.336,60.387,37,46,50,6,624.91,1.131,16,94.0,0.599,0.642,9,39.4,3
4.0,6,7.067,48.1,37.0,59.434,25,10,51.992,55.0,31.606,33.347,19,27,30,7,367.51,1.143,9,52.0,0.608,0.641,8,36.5,1
4.0,6,9.869,41.9,36.0,48.206,18,14,43.662,44.0,28.635,30.472,17,25,26,3,424.35,1.121,3,43.0,0.666,0.709,8,39.5,4
4.0,9,7.635,43.8,51.5,72.767,28,19,64.632,67.0,40.584,42.023,25,36,39,8,488.61,1.137,6,64.0,0.634,0.657,11,39.1,1
4.699,4,11.582,26.8,45.5,45.741,11,16,44.044,43.0,30.312,30.062,16,30,32,2,474.88,1.116,0,41.0,0.739,0.733,14,39.0,5
6.367,10,6.558,52.1,46.0,82.68,38,15,72.41,75.0,43.186,46.33,28,35,37,4,478.7,1.133,13,73.0,0.592,0.635,7,38.4,3
6.721,10,6.882,51.3,50.0,88.015,40,15,77.37,81.0,46.899,50.739,30,38,41,4,536.81,1.128,15,78.0,0.601,0.651,8,38.5,3
5.119,12,6.485,52.5,50.0,90.51,42,15,79.178,83.0,47.239,50.853,31,38,41,4,518.77,1.131,16,80.0,0.59,0.636,7,38.8,3
6.097,13,6.651,51.9,50.0,91.929,42,15,80.832,83.0,47.669,50.762,30,39,41,4,538.76,1.135,15,81.0,0.589,0.627,9,37.0,3
6.387,10,6.485,52.5,50.0,90.51,42,15,79.178,83.0,47.239,50.853,31,38,41,4,518.77,1.131,16,80.0,0.59,0.636,7,38.8,3
6.155,8,6.912,52.2,40.0,76.209,35,9,66.85,69.0,39.486,42.427,24,32,34,4,463.08,1.137,15,67.0,0.589,0.633,8,35.8,3
7.456,8,7.82,44.4,49.5,71.105,28,17,63.389,66.0,40.255,42.421,25,35,38,6,492.66,1.129,8,63.0,0.639,0.673,10,39.7,3
6.951,8,7.228,49.3,46.5,78.351,34,11,69.04,72.0,41.835,44.705,25,35,38,6,498.72,1.136,14,69.0,0.606,0.648,10,36.2,3
6.078,7,6.324,54.3,40.0,79.68,38,9,69.41,72.0,40.186,43.33,25,32,34,4,442.67,1.138,16,70.0,0.574,0.619,7,35.7,3
6.648,9,6.688,51.2,54.0,95.218,43,16,83.607,87.0,49.975,53.313,32,41,44,5,561.8,1.134,16,84.0,0.595,0.635,9,38.1,4
4.172,11,6.908,49.0,70.0,110.547,48,24,97.476,103.0,60.05,63.842,40,50,55,6,676.94,1.128,16,98.0,0.613,0.651,10,40.8,4
7.587,31,6.547,53.8,91.5,182.728,86,15,159.282,165.0,91.939,99.069,54,74,79,12,1047.59,1.142,39,160.0,0.575,0.619,20,33.8,7
8.357,23,7.157,47.7,106.5,168.45,71,33,149.581,156.0,91.671,96.2,59,78,85,9,1066.39,1.131,26,149.0,0.615,0.646,19,39.6,10
8.447,23,6.702,51.3,100.0,177.934,80,22,155.548,163.0,91.973,97.933,56,76,83,14,1045.5,1.141,34,156.0,0.59,0.628,20,35.9,6
6.514,17,7.009,48.6,103.0,167.529,72,32,148.028,155.0,90.263,95.296,58,76,83,10,1037.4,1.132,26,148.0,0.61,0.644,18,39.2,8
8.119,19,6.919,49.4,105.0,174.36,76,32,153.795,161.0,93.317,98.819,60,78,85,10,1065.46,1.132,28,154.0,0.606,0.642,18,39.0,8
8.108,21,6.834,50.0,107.0,181.19,80,32,159.562,167.0,96.37,102.342,62,80,87,10,1093.52,1.132,30,160.0,0.602,0.64,18,38.8,8
8.004,23,6.757,50.6,109.0,188.021,84,32,165.33,173.0,99.424,105.865,64,82,89,10,1121.58,1.133,32,166.0,0.599,0.638,18,38.6,8
7.721,25,6.684,51.2,111.0,194.851,88,32,171.097,179.0,102.478,109.388,66,84,91,10,1149.64,1.133,34,172.0,0.596,0.636,18,38.4,8
5.469,24,6.805,50.0,119.0,198.851,88,38,175.097,184.0,106.478,113.388,70,88,96,10,1197.68,1.13,32,176.0,0.605,0.644,18,39.8,8
6.497,24,6.812,50.3,110.0,189.23,84,32,166.657,174.0,100.139,106.319,64,83,90,10,1137.58,1.133,32,167.0,0.6,0.637,19,38.3,8
6.222,16,7.141,47.4,111.0,171.529,72,38,152.028,160.0,94.263,99.296,62,80,88,10,1085.44,1.128,24,152.0,0.62,0.653,18,40.8,8
6.327,8,6.714,50.7,47.0,80.265,36,15,70.527,74.0,42.659,45.569,28,35,38,4,476.68,1.13,13,71.0,0.601,0.642,7,39.4,3
4.842,8,6.631,51.4,48.0,83.68,38,15,73.41,77.0,44.186,47.33,29,36,39,4,490.71,1.131,14,74.0,0.597,0.64,7,39.2,3
4.538,6,7.025,48.4,45.0,72.145,31,15,63.985,67.0,39.299,41.495,26,33,36,3,449.6,1.127,11,64.0,0.614,0.648,7,40.6,3
7.604,34,6.552,53.1,102.0,202.306,94,20,177.05,182.0,101.718,108.285,60,83,88,12,1159.66,1.143,40,177.0,0.575,0.612,23,33.9,8
7.506,35,6.817,50.8,118.5,213.014,95,28,187.479,194.0,110.455,116.746,67,92,99,13,1274.75,1.139,39,187.0,0.591,0.624,25,35.8,8
7.527,34,6.852,50.5,117.5,209.599,93,28,184.595,191.0,108.928,114.984,66,91,98,13,1260.72,1.139,38,184.0,0.592,0.625,25,35.9,8
7.507,35,6.845,50.8,114.0,208.436,93,27,183.93,189.0,107.841,113.643,65,90,96,11,1252.69,1.139,38,183.0,0.589,0.621,25,35.5,9
6.533,21,7.271,47.8,98.0,156.948,66,26,138.439,145.0,84.472,89.251,51,72,79,14,1003.38,1.137,25,138.0,0.612,0.647,21,37.0,5
7.093,22,7.573,46.9,92.0,145.622,60,18,128.865,133.0,79.079,83.614,46,68,73,14,969.34,1.138,24,128.0,0.618,0.653,22,35.9,4
6.613,21,6.984,48.7,109.5,176.732,76,33,155.788,164.0,95.118,100.615,61,80,88,12,1089.49,1.133,28,156.0,0.61,0.645,19,39.1,7
6.453,23,6.898,49.4,111.5,183.562,80,33,161.555,170.0,98.172,104.138,63,82,90,12,1117.55,1.133,30,162.0,0.606,0.643,19,38.9,7
6.516,26,6.805,50.0,119.0,198.851,88,32,175.097,183.0,106.478,113.388,70,88,95,10,1197.68,1.13,34,176.0,0.605,0.644,18,39.8,8
6.742,29,6.616,51.7,113.0,201.681,92,32,176.864,185.0,105.531,112.91,68,86,93,10,1177.7,1.133,36,178.0,0.593,0.634,18,38.2,8
6.903,30,6.844,50.3,114.0,198.479,88,32,175.079,182.0,104.622,110.751,66,87,94,10,1197.64,1.134,34,175.0,0.598,0.633,21,37.7,8
6.921,33,6.823,50.5,117.0,206.519,92,32,182.173,189.0,108.39,114.728,68,90,97,10,1241.7,1.135,36,182.0,0.596,0.63,22,37.4,8
6.747,29,6.701,50.8,122.0,209.097,94,32,183.748,192.0,111.058,118.672,73,91,98,10,1239.77,1.13,37,185.0,0.6,0.641,18,39.5,8
6.804,40,6.697,50.9,148.0,253.993,114,42,222.544,234.0,133.874,143.036,86,110,120,16,1500.16,1.134,44,224.0,0.598,0.639,24,38.4,8
7.426,26,6.998,48.9,121.0,199.436,86,36,176.188,184.0,106.896,112.785,68,90,98,12,1231.66,1.133,32,176.0,0.607,0.641,22,38.6,11
7.595,28,6.791,50.6,114.0,198.014,88,28,173.737,182.0,103.51,109.888,64,86,94,14,1181.66,1.138,36,174.0,0.595,0.632,22,36.8,6
7.524,27,6.609,52.5,95.0,182.439,84,20,159.984,165.0,92.854,98.774,56,76,81,10,1057.5,1.14,36,160.0,0.58,0.617,20,35.0,8
7.585,32,6.707,52.1,100.0,192.898,88,20,169.733,174.0,98.052,103.66,58,81,86,10,1133.56,1.141,38,169.0,0.58,0.613,23,34.3,8
7.573,30,6.793,51.1,109.0,200.685,90,24,176.61,182.0,103.38,109.217,62,86,92,12,1195.64,1.14,38,176.0,0.587,0.621,24,35.2,11
7.611,28,6.928,50.0,111.0,195.855,86,22,172.842,177.0,102.326,107.694,62,86,91,12,1191.6,1.139,36,172.0,0.595,0.626,24,36.0,10
7.182,34,6.732,50.5,136.0,229.083,102,40,200.587,212.0,121.284,129.558,78,100,110,16,1359.96,1.134,38,202.0,0.6,0.641,22,38.6,6
5.387,10,6.264,55.3,25.0,53.235,26,6,46.796,47.0,26.708,28.716,17,21,21,0,294.43,1.133,11,47.0,0.568,0.611,4,36.2,4
6.42,6,7.574,43.5,38.0,50.99,20,18,46.145,48.0,30.127,31.432,22,26,28,0,348.42,1.108,4,46.0,0.655,0.683,4,47.8,4
6.745,6,7.397,44.9,39.0,54.405,22,18,49.029,51.0,31.654,33.193,23,27,29,0,362.45,1.11,5,49.0,0.646,0.677,4,46.9,4
5.903,7,6.641,52.6,22.0,42.99,20,6,38.145,38.0,22.127,23.432,14,18,18,0,252.34,1.131,8,38.0,0.582,0.617,4,36.8,4
5.886,5,7.564,44.4,28.0,40.159,16,12,36.378,37.0,23.074,23.909,16,20,21,0,272.32,1.116,4,36.0,0.641,0.664,4,44.4,4
4.0,5,8.49,43.2,35.5,49.075,19,14,44.182,46.0,29.082,31.313,18,25,27,3,373.54,1.115,4,44.0,0.661,0.712,7,40.9,3
6.149,3,8.142,40.0,26.0,33.329,12,12,30.611,31.0,20.02,20.386,14,18,19,0,244.26,1.111,2,30.0,0.667,0.68,4,46.7,4
4.983,1,8.408,40.0,16.0,22.498,8,6,20.844,20.0,12.966,12.864,8,12,12,0,168.16,1.125,2,20.0,0.648,0.643,4,40.0,4
6.495,7,7.379,48.1,52.0,93.577,39,9,82.657,85.0,48.509,50.063,29,42,46,5,597.73,1.155,20,81.0,0.599,0.618,13,35.8,3
6.319,7,6.935,50.6,50.0,92.897,41,9,81.632,85.0,47.742,50.188,29,40,44,5,561.75,1.147,20,81.0,0.589,0.62,11,35.8,3
6.328,7,6.68,51.9,48.0,90.012,41,9,79.05,83.0,46.163,49.006,28,38,42,5,527.74,1.139,19,79.0,0.584,0.62,10,35.4,3
6.854,7,6.935,50.6,50.0,92.897,41,9,81.632,85.0,47.742,50.188,29,40,44,5,561.75,1.147,20,81.0,0.589,0.62,11,35.8,3
6.387,7,7.046,50.0,51.0,94.107,41,9,82.959,86.0,48.457,50.643,29,41,45,5,577.75,1.148,20,82.0,0.591,0.618,12,35.4,3
6.699,9,6.884,51.1,53.0,100.937,45,9,88.727,92.0,51.51,54.165,31,43,47,5,605.81,1.147,22,88.0,0.585,0.616,12,35.2,3
5.854,8,6.301,54.4,45.0,90.009,43,9,78.279,82.0,45.261,48.859,28,36,39,5,497.76,1.139,19,79.0,0.573,0.618,8,35.4,3
6.523,7,6.311,54.2,48.0,94.424,45,9,82.163,87.0,47.787,51.62,30,38,42,5,523.8,1.138,21,83.0,0.576,0.622,8,36.1,3
5.658,7,6.311,54.2,48.0,94.424,45,9,82.163,87.0,47.787,51.62,30,38,42,5,523.8,1.138,21,83.0,0.576,0.622,8,36.1,3
6.62,7,6.491,53.1,48.0,92.218,43,9,80.607,85.0,46.975,50.313,29,38,42,5,525.77,1.138,20,81.0,0.58,0.621,9,35.8,3
6.284,7,6.744,51.8,50.0,95.103,43,9,83.188,87.0,48.554,51.495,30,40,44,5,559.78,1.146,21,83.0,0.585,0.62,10,36.1,3
5.886,7,6.558,52.4,50.0,93.218,43,10,81.607,86.0,47.975,51.313,30,39,43,5,537.78,1.137,20,82.0,0.585,0.626,9,36.6,4
6.721,7,6.929,49.3,51.0,84.972,37,15,74.956,79.0,45.395,48.029,29,38,42,5,519.71,1.133,14,75.0,0.605,0.64,9,38.7,3
6.301,9,6.866,50.8,39.0,71.853,32,10,63.414,64.0,37.035,38.955,22,31,32,4,432.58,1.141,12,63.0,0.588,0.618,9,34.9,4
6.137,9,6.429,54.8,32.0,71.268,34,4,62.298,62.0,34.562,36.716,19,28,28,4,398.57,1.149,15,62.0,0.557,0.592,9,30.6,4
8.448,20,6.961,48.8,115.0,185.19,80,38,163.562,172.0,100.37,106.342,66,84,92,10,1141.56,1.129,28,164.0,0.612,0.648,18,40.2,8
8.512,18,7.047,48.1,113.0,178.36,76,38,157.795,166.0,97.317,102.819,64,82,90,10,1113.5,1.129,26,158.0,0.616,0.651,18,40.5,8
8.387,23,6.774,50.6,111.0,193.017,86,32,169.533,177.0,101.467,107.876,64,84,91,12,1151.62,1.135,32,170.0,0.597,0.635,20,37.6,8
8.337,19,6.934,49.4,107.0,179.356,78,32,157.999,165.0,95.36,100.831,60,80,87,12,1095.5,1.135,28,158.0,0.604,0.638,20,38.0,8
7.706,14,7.009,48.7,108.0,176.941,76,32,156.115,164.0,94.833,100.069,60,80,88,12,1093.48,1.134,28,156.0,0.608,0.641,20,38.5,8
8.396,16,6.923,49.4,110.0,183.772,80,32,161.882,170.0,97.886,103.592,62,82,90,12,1121.54,1.134,30,162.0,0.604,0.639,20,38.3,8
8.959,18,7.231,46.7,124.0,188.566,78,44,167.326,176.0,104.074,109.285,68,89,98,12,1207.58,1.129,24,167.0,0.623,0.654,21,40.7,8
8.268,18,7.134,47.3,124.0,190.772,80,44,168.882,178.0,104.886,110.592,69,89,98,12,1205.61,1.129,25,169.0,0.621,0.654,20,40.8,8
8.387,18,7.059,48.1,115.0,183.356,78,38,161.999,170.0,99.36,104.831,64,84,92,12,1143.54,1.132,26,162.0,0.613,0.647,20,39.5,8
8.394,16,7.151,47.4,113.0,176.526,74,38,156.232,164.0,96.306,101.308,62,82,90,12,1115.48,1.132,24,156.0,0.617,0.649,20,39.7,8
8.377,16,7.151,47.4,113.0,176.526,74,38,156.232,164.0,96.306,101.308,62,82,90,12,1115.48,1.132,24,156.0,0.617,0.649,20,39.7,8
4.0,3,8.479,39.2,42.0,57.246,20,15,53.109,54.0,33.416,33.159,21,31,34,0,432.41,1.122,6,51.0,0.655,0.65,10,41.2,2
7.56,25,6.924,50.8,71.0,135.829,60,15,119.374,119.0,68.333,71.433,37,58,59,12,817.09,1.151,22,118.0,0.579,0.605,21,31.4,9
4.523,4,7.907,41.0,35.0,43.903,16,15,39.363,41.0,25.676,26.5,17,23,25,4,308.37,1.126,2,39.0,0.658,0.679,6,43.6,2
6.0,7,6.646,51.5,42.5,74.849,34,13,65.643,68.0,39.132,41.807,25,32,34,4,438.63,1.134,12,66.0,0.593,0.633,7,37.9,3
4.658,7,7.548,46.3,41.5,60.401,25,16,53.756,57.0,34.476,36.949,23,29,32,3,407.58,1.119,7,54.0,0.638,0.684,6,42.6,1
5.896,7,6.041,57.1,31.0,72.265,36,3,62.527,64.0,34.659,37.569,20,27,28,4,380.6,1.147,17,63.0,0.55,0.596,7,31.7,3
7.398,7,6.714,50.7,47.0,80.265,36,15,70.527,74.0,42.659,45.569,28,35,38,4,476.68,1.13,13,71.0,0.601,0.642,7,39.4,3
5.356,7,6.269,55.6,28.0,62.019,30,3,53.876,55.0,30.078,32.285,17,24,25,4,338.51,1.149,14,54.0,0.557,0.598,7,31.5,3
7.523,12,7.182,48.1,55.0,92.016,39,17,81.821,83.0,49.066,51.154,30,42,44,5,581.74,1.136,13,81.0,0.606,0.632,12,37.0,5
5.387,8,7.631,46.0,38.5,55.986,23,16,49.872,52.0,31.949,34.188,21,27,29,3,381.54,1.12,5,50.0,0.639,0.684,6,42.0,1
7.699,7,6.398,53.7,39.0,76.265,36,9,66.527,69.0,38.659,41.569,24,31,33,4,428.64,1.138,15,67.0,0.577,0.62,7,35.8,3
7.092,8,6.476,53.3,35.0,68.434,32,9,59.76,61.0,34.605,37.046,21,28,29,4,388.57,1.141,12,60.0,0.577,0.617,7,35.0,3
4.268,9,6.39,54.0,36.0,71.849,34,9,62.643,64.0,36.132,38.807,22,29,30,4,402.6,1.14,13,63.0,0.574,0.616,7,34.9,3
5.31,6,6.676,51.9,33.0,61.604,28,9,53.992,55.0,31.552,33.523,19,26,27,4,360.51,1.141,10,54.0,0.584,0.621,7,35.2,3
5.699,4,6.532,52.2,29.5,52.355,24,10,45.571,47.0,27.068,29.091,17,22,23,4,300.45,1.138,7,46.0,0.588,0.632,5,37.0,1
6.745,13,7.502,47.6,57.0,95.375,40,17,85.029,86.0,51.42,53.773,31,44,46,5,630.21,1.135,14,84.0,0.612,0.64,13,36.9,5
6.419,7,6.334,54.1,43.0,84.095,40,9,73.294,77.0,42.712,46.091,27,34,37,4,468.71,1.136,18,74.0,0.577,0.623,7,36.5,3
6.444,13,6.768,51.8,49.0,94.846,43,11,83.589,84.0,48.12,50.677,28,40,41,5,561.76,1.143,17,83.0,0.58,0.611,12,33.7,5
5.018,13,7.182,48.1,55.0,92.016,39,17,81.821,83.0,49.066,51.154,30,42,44,5,581.74,1.136,13,81.0,0.606,0.632,12,37.0,5
5.06,12,6.909,50.0,52.0,90.723,40,16,80.276,82.0,47.857,50.455,30,40,42,4,552.74,1.134,14,80.0,0.598,0.631,10,37.5,4
6.721,13,7.176,47.8,63.5,101.846,43,21,90.589,93.0,55.12,57.677,35,47,50,5,645.83,1.132,14,90.0,0.612,0.641,12,38.9,5
6.173,9,6.311,55.6,32.0,72.557,35,4,63.072,63.0,34.868,37.268,19,28,28,5,397.59,1.152,15,63.0,0.553,0.592,9,30.2,4
6.046,14,6.931,50.0,58.0,102.261,45,17,90.472,92.0,53.647,56.438,33,45,47,5,623.83,1.136,16,90.0,0.596,0.627,12,36.7,5
6.385,9,6.602,51.9,51.0,91.72,42,15,80.505,84.0,47.954,51.307,31,39,42,4,534.77,1.132,16,81.0,0.592,0.633,8,38.3,3
5.174,11,6.931,50.6,47.0,88.016,39,11,77.821,78.0,45.066,47.154,26,38,39,5,533.7,1.143,15,77.0,0.585,0.612,12,33.8,5
6.398,13,7.009,49.4,57.0,98.846,43,17,87.589,89.0,52.12,54.677,32,44,46,5,609.8,1.136,15,87.0,0.599,0.628,12,36.8,5
5.796,14,7.033,49.4,54.0,94.431,41,17,83.705,84.0,49.593,51.915,30,42,43,5,583.76,1.138,13,83.0,0.598,0.625,12,36.1,5
5.523,14,7.217,48.1,52.0,87.601,37,17,77.938,78.0,46.539,48.392,28,40,41,5,555.7,1.138,11,77.0,0.604,0.628,12,36.4,5
6.796,14,7.009,49.4,57.0,98.846,43,17,87.589,89.0,52.12,54.677,32,44,46,5,609.8,1.136,15,87.0,0.599,0.628,12,36.8,5
7.301,16,7.02,49.4,58.0,101.344,44,17,89.69,91.0,53.141,55.682,32,45,47,6,624.82,1.139,15,89.0,0.597,0.626,13,36.0,5
4.699,14,7.316,46.6,64.0,99.431,41,23,88.705,91.0,54.593,56.915,35,47,50,5,643.81,1.13,12,88.0,0.62,0.647,12,39.8,5
4.824,3,7.921,45.5,25.5,37.116,15,10,33.011,34.0,21.127,22.688,13,18,19,3,261.38,1.125,3,33.0,0.64,0.688,5,39.4,1
6.824,8,6.476,53.3,35.0,68.434,32,9,59.76,61.0,34.605,37.046,21,28,29,4,388.57,1.141,12,60.0,0.577,0.617,7,35.0,3
6.237,10,6.311,55.6,32.0,72.185,35,4,63.08,63.0,35.067,37.472,20,28,28,3,397.58,1.146,16,63.0,0.557,0.595,8,31.7,4
6.391,7,6.804,50.0,46.0,76.849,34,15,67.643,71.0,41.132,43.807,27,34,37,4,462.65,1.13,12,68.0,0.605,0.644,7,39.7,3
6.319,6,7.152,47.6,30.0,46.99,20,12,42.145,43.0,26.127,27.432,18,22,23,0,300.38,1.119,6,42.0,0.622,0.653,4,42.9,4
7.42,31,7.658,44.6,125.0,190.909,75,38,171.279,174.0,104.761,107.404,63,93,99,13,1286.51,1.136,25,168.0,0.624,0.639,30,37.5,17
4.959,7,7.556,45.3,39.5,60.192,24,12,53.88,55.0,32.928,33.909,20,29,31,4,400.48,1.136,8,53.0,0.621,0.64,9,37.7,3
4.523,7,7.711,43.9,45.5,64.691,25,14,57.982,60.0,35.949,36.915,22,32,35,5,439.52,1.135,8,57.0,0.631,0.648,10,38.6,3
5.551,42,7.443,46.8,140.0,233.816,96,35,209.181,210.0,124.339,127.751,72,109,114,14,1525.82,1.141,37,205.0,0.607,0.623,37,35.1,20
5.551,36,6.775,52.5,87.0,182.151,83,12,160.159,158.0,89.438,93.541,47,75,75,13,1070.43,1.153,35,158.0,0.566,0.592,28,29.7,12
5.469,11,6.995,50.0,44.0,79.976,35,11,70.727,71.0,41.298,43.176,24,35,36,5,489.64,1.143,13,70.0,0.59,0.617,11,34.3,5
6.538,7,6.571,52.6,34.0,65.019,30,9,56.876,58.0,33.078,35.285,20,27,28,4,374.54,1.141,11,57.0,0.58,0.619,7,35.1,3
5.382,8,6.39,54.0,36.0,71.849,34,9,62.643,64.0,36.132,38.807,22,29,30,4,402.6,1.14,13,63.0,0.574,0.616,7,34.9,3
6.745,14,7.009,49.4,57.0,98.846,43,17,87.589,89.0,52.12,54.677,32,44,46,5,609.8,1.136,15,87.0,0.599,0.628,12,36.8,5
4.854,7,7.879,43.4,45.0,58.986,23,20,52.872,56.0,34.949,37.188,24,30,33,3,417.57,1.113,4,53.0,0.659,0.702,6,45.3,1
5.921,6,7.803,43.4,45.5,58.776,23,22,52.545,56.0,35.234,37.733,25,30,33,3,413.58,1.109,3,53.0,0.665,0.712,5,47.2,1
4.0,9,6.533,52.4,52.0,95.135,44,15,83.388,87.0,49.481,53.069,32,40,43,4,548.8,1.133,17,84.0,0.589,0.632,8,38.1,3
6.097,13,7.197,48.2,57.0,96.64,41,17,86.032,87.0,51.308,53.37,31,44,46,5,611.77,1.137,14,85.0,0.604,0.628,13,36.5,5
6.244,31,7.712,44.2,124.0,187.494,73,38,168.396,171.0,103.234,105.643,62,92,98,13,1272.48,1.136,24,165.0,0.626,0.64,30,37.6,17
5.611,9,5.945,58.1,29.0,71.265,36,3,61.527,62.0,33.659,36.569,19,26,26,4,368.59,1.149,16,62.0,0.543,0.59,7,30.6,3
4.0,7,6.315,54.2,34.0,67.225,32,8,58.432,61.0,33.89,36.591,21,27,29,4,372.57,1.139,13,59.0,0.574,0.62,6,35.6,2
4.483,8,6.668,51.2,53.0,92.72,42,15,81.505,86.0,48.954,52.307,32,40,44,4,546.78,1.131,17,82.0,0.597,0.638,8,39.0,3
5.921,7,6.558,52.1,46.5,82.68,38,13,72.41,76.0,43.186,46.33,28,35,38,4,478.7,1.133,15,73.0,0.592,0.635,7,38.4,3
5.26,7,6.929,49.3,51.0,84.972,37,16,74.956,78.0,45.395,48.029,29,38,41,5,519.71,1.133,13,75.0,0.605,0.64,9,38.7,4
6.301,7,6.398,53.7,39.0,76.265,36,9,66.527,69.0,38.659,41.569,24,31,33,4,428.64,1.138,15,67.0,0.577,0.62,7,35.8,3
5.745,7,6.662,51.4,46.5,81.763,37,12,71.629,75.0,42.68,45.574,27,35,38,5,479.69,1.136,15,72.0,0.593,0.633,8,37.5,3
5.523,10,6.483,52.6,47.0,86.095,40,15,75.294,78.0,44.712,48.091,29,36,38,4,492.73,1.133,14,76.0,0.588,0.633,7,38.2,3
5.796,8,6.56,52.2,43.5,78.265,36,13,68.527,71.0,40.659,43.569,26,33,35,4,452.66,1.134,13,69.0,0.589,0.631,7,37.7,3
5.762,10,8.431,41.9,52.0,69.238,26,21,62.589,65.0,41.114,43.512,26,36,39,4,522.7,1.117,5,62.0,0.663,0.702,10,41.9,2
6.678,7,6.804,50.7,47.5,83.02,37,13,72.923,76.0,43.569,46.268,28,36,39,4,496.69,1.137,15,73.0,0.597,0.634,8,38.4,3
6.959,8,6.607,51.9,48.5,87.304,40,13,76.621,80.0,45.427,48.546,29,37,40,4,508.73,1.134,16,77.0,0.59,0.63,8,37.7,3
5.587,5,6.879,49.3,48.0,77.849,34,15,68.643,73.0,42.132,44.807,28,35,39,4,474.66,1.128,13,69.0,0.611,0.649,7,40.6,3
4.745,7,6.824,50.0,47.0,79.348,35,15,69.745,73.0,42.153,44.813,27,35,38,5,477.67,1.134,12,70.0,0.602,0.64,8,38.6,3
6.481,7,6.357,54.2,41.0,82.178,39,9,71.512,74.0,41.207,44.336,25,33,35,5,457.69,1.141,16,72.0,0.572,0.616,8,34.7,3
6.796,7,6.925,51.4,45.0,79.185,36,11,69.603,73.0,41.846,45.216,26,34,37,4,484.73,1.131,15,70.0,0.598,0.646,8,37.1,3
5.229,7,6.46,53.5,41.0,81.261,38,8,70.73,73.0,40.702,43.58,24,33,35,6,458.68,1.145,16,71.0,0.573,0.614,9,33.8,3
5.886,7,6.537,52.8,43.0,81.889,38,9,71.738,75.0,41.9,44.785,26,34,37,4,470.68,1.137,17,72.0,0.582,0.622,8,36.1,3
4.845,7,6.695,51.4,45.0,79.846,36,10,69.847,73.0,41.175,43.819,25,34,37,6,468.67,1.141,15,70.0,0.588,0.626,9,35.7,3
6.31,7,6.695,51.4,45.0,79.474,36,11,69.854,73.0,41.374,44.023,26,34,37,4,468.66,1.135,15,70.0,0.591,0.629,8,37.1,3
5.921,7,6.537,52.8,43.0,81.889,38,9,71.738,75.0,41.9,44.785,26,34,37,4,470.68,1.137,17,72.0,0.582,0.622,8,36.1,3
5.35,5,6.5,52.8,32.0,60.394,28,8,52.665,55.0,30.837,33.069,19,25,27,4,344.51,1.14,11,53.0,0.582,0.624,6,35.8,2
4.365,6,6.315,54.2,34.0,67.225,32,8,58.432,61.0,33.89,36.591,21,27,29,4,372.57,1.139,13,59.0,0.574,0.62,6,35.6,2
7.0,5,6.665,51.7,36.0,66.019,30,9,57.876,60.0,34.078,36.285,21,28,30,4,386.55,1.138,12,58.0,0.588,0.626,7,36.2,3
5.633,6,6.676,50.8,42.0,71.225,32,14,62.432,66.0,37.89,40.591,25,31,34,4,420.61,1.131,11,63.0,0.601,0.644,6,39.7,2
6.456,7,6.585,51.5,43.0,74.64,34,14,65.316,69.0,39.417,42.353,26,32,35,4,434.64,1.131,12,66.0,0.597,0.642,6,39.4,2
7.509,7,6.693,50.6,53.0,89.095,40,17,78.294,83.0,47.712,51.091,32,39,43,4,528.76,1.128,15,79.0,0.604,0.647,7,40.5,4
8.409,7,6.553,51.9,52.0,91.51,42,15,80.178,85.0,48.239,51.853,32,39,43,4,530.78,1.13,17,81.0,0.596,0.64,7,39.5,3
6.244,9,6.485,52.5,50.0,90.51,42,15,79.178,83.0,47.239,50.853,31,38,41,4,518.77,1.131,16,80.0,0.59,0.636,7,38.8,3
7.854,5,6.48,52.9,41.0,77.265,36,9,67.527,71.0,39.659,42.569,25,32,35,4,440.65,1.136,16,68.0,0.583,0.626,7,36.8,3
6.68,5,6.48,52.9,41.0,77.265,36,9,67.527,71.0,39.659,42.569,25,32,35,4,440.65,1.136,16,68.0,0.583,0.626,7,36.8,3
6.295,7,6.714,50.7,47.0,80.265,36,15,70.527,74.0,42.659,45.569,28,35,38,4,476.68,1.13,13,71.0,0.601,0.642,7,39.4,3
5.319,5,6.324,54.3,40.0,79.68,38,7,69.41,73.0,40.186,43.33,25,32,35,4,442.67,1.138,18,70.0,0.574,0.619,7,35.7,5
