pXC50,Mp,Si,nBT,nH,nAT,Sv,X.,Sp,Se,Mv,H.,nBO,nCsp3,AMW,SCBO,nSK,nAB,C.,Me,Mi,MW,N.,nB,nBM,nBR,nC,nCL,nCsp
4.031,0.684,35.744,34,15,32,20.326,0.0,21.892,32.018,0.635,46.9,19,6,7.792,23.0,17,6,40.6,1.001,1.117,249.36,3.1,0,7,0,13,0,0
4.301,0.763,31.913,31,12,29,20.051,0.0,22.114,28.774,0.691,41.4,19,2,8.98,26.5,17,15,44.8,0.992,1.1,260.41,6.9,0,15,0,13,0,0
5.014,0.683,22.372,21,7,20,13.746,0.0,13.653,20.735,0.687,35.0,14,0,8.859,19.5,13,11,45.0,1.037,1.119,177.17,5.0,0,11,0,9,0,0
4.589,0.662,57.192,54,24,51,31.982,0.0,33.75,50.905,0.627,47.1,30,7,7.147,38.5,27,17,43.1,0.998,1.121,364.48,3.9,0,17,0,22,0,0
4.301,0.668,54.694,51,23,49,30.961,0.0,32.745,48.803,0.632,46.9,28,4,7.132,37.0,26,18,44.9,0.996,1.116,349.46,2.0,0,18,0,22,0,0
4.211,0.718,38.827,37,14,35,23.82,0.0,25.137,35.236,0.681,40.0,23,2,8.525,31.0,21,12,45.7,1.007,1.109,298.39,5.7,0,14,0,16,0,0
4.301,0.677,53.412,51,18,48,32.46,0.0,32.489,49.571,0.676,37.5,33,3,8.55,43.0,30,12,45.8,1.033,1.113,410.4,0.0,0,16,0,22,0,0
4.301,0.752,27.707,26,10,25,17.239,0.0,18.807,25.218,0.69,40.0,16,2,9.534,21.5,15,11,40.0,1.009,1.108,238.36,8.0,0,11,0,10,0,0
4.954,0.732,49.664,49,14,45,32.68,0.0,32.955,46.545,0.726,31.1,35,1,9.654,47.5,31,17,48.9,1.034,1.104,434.45,4.4,0,21,0,22,0,0
4.301,0.648,51.285,46,18,45,28.964,0.0,29.182,46.96,0.644,40.0,28,7,8.854,37.0,27,10,33.3,1.044,1.14,398.44,8.9,0,14,0,15,0,0
4.301,0.657,27.448,25,10,24,15.381,0.0,15.761,24.385,0.641,41.7,15,1,7.926,20.5,14,11,37.5,1.016,1.144,190.23,16.7,0,11,0,9,0,0
4.301,0.765,31.462,30,10,28,20.035,7.1,21.432,28.665,0.716,35.7,20,2,10.758,25.5,18,11,39.3,1.024,1.124,301.22,14.3,0,11,0,11,2,0
4.301,0.693,40.116,38,14,36,24.348,0.0,24.943,36.487,0.676,38.9,24,3,8.176,34.5,22,15,47.2,1.014,1.114,294.33,5.6,0,17,0,17,0,1
4.362,0.694,33.571,33,13,30,19.698,0.0,20.824,29.723,0.657,43.3,20,3,7.443,27.5,17,15,46.7,0.991,1.119,223.3,10.0,0,15,0,14,0,0
4.301,0.647,35.245,31,14,31,19.25,0.0,20.046,31.891,0.621,45.2,17,4,8.333,21.5,17,5,32.3,1.029,1.137,258.33,6.5,0,7,0,10,0,0
4.301,0.685,40.159,37,17,36,22.853,0.0,24.654,35.902,0.635,47.2,20,4,7.65,26.5,19,11,41.7,0.997,1.116,275.4,2.8,0,12,0,15,0,0
4.301,0.668,48.528,45,18,43,27.918,0.0,28.716,43.574,0.649,41.9,27,3,7.87,37.0,25,16,41.9,1.013,1.129,338.4,9.3,0,18,0,18,0,0
4.634,0.703,28.784,28,11,26,17.37,0.0,18.267,25.847,0.668,42.3,17,2,7.587,23.5,15,11,50.0,0.994,1.107,197.25,3.8,0,12,0,13,0,0
4.552,0.692,60.538,56,21,54,36.183,0.0,37.347,55.702,0.67,38.9,35,5,9.104,47.0,33,12,38.9,1.032,1.121,491.59,5.6,0,18,0,21,0,0
5.132,0.715,59.873,56,23,54,35.951,0.0,38.597,54.687,0.666,42.6,33,8,8.846,42.0,31,6,40.7,1.013,1.109,477.67,1.9,0,12,0,22,0,0
4.301,0.674,38.947,36,11,34,23.348,0.0,22.926,35.462,0.687,32.4,25,0,9.215,36.0,23,16,38.2,1.043,1.145,313.31,20.6,0,19,0,13,0,0
4.301,0.694,42.847,40,15,38,25.504,2.6,26.358,38.687,0.671,39.5,25,3,8.705,34.0,23,16,42.1,1.018,1.128,330.8,10.5,0,17,0,16,1,0
4.301,0.646,45.076,42,17,40,25.525,0.0,25.824,41.134,0.638,42.5,25,6,7.983,31.0,23,6,40.0,1.028,1.127,319.34,2.5,0,9,0,16,0,0
4.301,0.71,35.491,34,12,32,22.106,0.0,22.727,32.276,0.691,37.5,22,0,8.259,31.5,20,17,50.0,1.009,1.109,264.3,6.3,0,18,0,16,0,0
4.301,0.726,44.373,42,15,40,27.9,2.5,29.057,40.6,0.698,37.5,27,2,9.981,37.0,25,12,47.5,1.015,1.109,399.26,5.0,0,16,1,19,0,0
4.301,0.707,63.613,60,24,57,37.872,0.0,40.296,57.378,0.664,42.1,36,7,8.433,47.5,33,17,42.1,1.007,1.116,480.66,7.0,0,19,0,24,0,1
4.301,0.729,39.906,38,15,36,24.412,0.0,26.233,35.683,0.678,41.7,23,1,8.151,32.5,21,17,47.2,0.991,1.109,293.42,8.3,0,18,0,17,0,0
4.371,0.654,56.568,52,22,50,31.686,0.0,32.693,50.669,0.634,44.0,30,6,7.649,39.5,28,11,40.0,1.013,1.131,382.46,8.0,0,15,0,20,0,0
4.301,0.735,35.365,35,11,32,22.886,0.0,23.517,32.167,0.715,34.4,24,1,8.541,36.0,21,20,53.1,1.005,1.105,273.31,9.4,0,21,0,17,0,1
4.301,0.669,56.567,52,23,50,31.465,0.0,33.438,50.192,0.629,46.0,29,7,7.711,38.0,27,16,38.0,1.004,1.131,385.54,10.0,0,17,0,19,0,0
4.451,0.726,33.248,31,13,30,19.986,0.0,21.779,30.211,0.666,43.3,18,3,8.913,24.0,17,10,40.0,1.007,1.108,267.4,3.3,0,11,0,12,0,0
4.501,0.689,41.405,39,15,37,24.655,0.0,25.495,37.262,0.666,40.5,24,2,7.928,33.0,22,6,45.9,1.007,1.119,293.35,8.1,0,12,0,17,0,0
4.301,0.652,41.817,39,19,37,22.279,0.0,24.108,36.374,0.602,51.4,20,6,6.524,25.5,18,11,40.5,0.983,1.13,241.37,8.1,0,11,0,15,0,0
4.301,0.692,56.072,53,20,50,33.346,0.0,34.58,50.862,0.667,40.0,33,5,8.49,43.5,30,11,42.0,1.017,1.121,424.52,8.0,0,16,0,21,0,0
4.301,0.671,31.416,29,9,28,19.417,0.0,18.778,29.6,0.693,32.1,20,1,9.401,28.5,19,11,42.9,1.057,1.122,263.22,3.6,0,14,0,12,0,0
4.301,0.66,21.824,20,8,19,12.139,0.0,12.546,19.174,0.639,42.1,12,0,7.799,17.0,11,10,36.8,1.009,1.149,148.19,21.1,0,10,0,7,0,0
4.631,0.683,38.404,36,16,34,21.434,0.0,23.239,33.785,0.63,47.1,20,4,7.659,25.5,18,11,38.2,0.994,1.13,260.4,11.8,0,11,0,13,0,0
4.301,0.649,57.853,53,25,51,31.09,0.0,33.097,50.672,0.61,49.0,28,8,6.892,36.0,26,12,39.2,0.994,1.134,351.5,9.8,0,13,0,20,0,1
4.301,0.686,54.638,51,22,49,31.788,2.0,33.603,49.127,0.649,44.9,29,4,7.835,38.0,27,18,44.9,1.003,1.115,383.9,2.0,0,18,0,22,1,0
4.301,0.723,41.907,41,14,38,26.633,0.0,27.489,38.16,0.701,36.8,27,0,8.273,39.5,24,21,52.6,1.004,1.103,314.36,5.3,0,23,0,20,0,0
5.014,0.688,37.116,34,15,33,21.127,0.0,22.688,33.011,0.64,45.5,19,4,7.921,25.5,18,11,39.4,1.0,1.125,261.38,9.1,0,12,0,13,0,0
4.785,0.657,61.033,56,23,54,34.523,0.0,35.46,55.509,0.639,42.6,33,6,8.325,43.0,31,12,37.0,1.028,1.13,449.53,5.6,0,16,0,20,0,0
4.522,0.777,30.629,31,8,28,21.298,3.6,21.767,28.847,0.761,28.6,23,0,11.791,33.0,20,20,53.6,1.03,1.094,330.14,3.6,0,20,1,15,0,0
5.05,0.658,56.342,52,25,50,30.622,2.0,32.915,49.785,0.612,50.0,27,8,7.218,33.0,25,12,40.0,0.996,1.127,360.92,4.0,0,12,0,20,1,0
4.301,0.707,34.7,32,13,31,20.6,0.0,21.926,31.127,0.665,41.9,19,1,8.366,26.0,18,12,41.9,1.004,1.119,259.36,9.7,0,13,0,13,0,0
4.301,0.66,39.318,37,18,35,21.257,0.0,23.103,34.272,0.607,51.4,19,5,6.467,24.5,17,11,42.9,0.979,1.123,226.35,5.7,0,11,0,15,0,0
4.301,0.664,52.986,49,23,47,28.949,0.0,31.188,46.872,0.616,48.9,26,9,7.351,32.5,24,5,38.3,0.997,1.127,345.51,6.4,0,9,0,18,0,0
4.301,0.683,49.69,47,18,44,29.004,0.0,30.057,44.24,0.659,40.9,29,4,7.873,39.5,26,17,43.2,1.005,1.129,346.43,13.6,0,18,0,19,0,1
4.301,0.763,27.0,25,9,24,16.878,4.2,18.307,24.364,0.703,37.5,16,1,11.883,21.5,15,11,37.5,1.015,1.125,285.19,16.7,0,11,1,9,0,0
5.162,0.711,40.114,38,16,36,23.676,0.0,25.614,35.625,0.658,44.4,22,2,7.845,30.5,20,17,44.4,0.99,1.114,282.42,8.3,0,17,0,16,0,0
5.724,0.729,34.459,33,12,31,21.467,3.2,22.614,31.32,0.692,38.7,21,2,8.818,28.0,19,12,48.4,1.01,1.112,273.35,3.2,0,13,0,15,0,0
5.18,0.698,36.747,34,13,33,22.229,0.0,23.04,33.789,0.674,39.4,21,2,8.829,30.0,20,6,42.4,1.024,1.114,291.35,3.0,0,12,0,14,0,0
4.301,0.637,40.099,35,13,34,21.902,11.8,21.654,36.272,0.644,38.2,22,8,9.628,25.0,21,0,32.4,1.067,1.179,327.34,8.8,0,3,0,11,0,0
4.301,0.683,38.404,36,16,34,21.434,0.0,23.239,33.785,0.63,47.1,20,4,7.659,25.5,18,11,38.2,0.994,1.13,260.4,11.8,0,11,0,13,0,0
4.301,0.684,41.827,39,14,37,24.766,0.0,25.296,38.211,0.669,37.8,25,4,9.038,32.5,23,11,37.8,1.033,1.13,334.39,10.8,0,13,0,14,0,0
4.301,0.705,27.996,26,10,25,16.767,0.0,17.614,25.469,0.671,40.0,16,2,8.892,21.5,15,11,40.0,1.019,1.12,222.29,8.0,0,11,0,10,0,0
4.301,0.658,55.358,52,22,49,30.971,0.0,32.239,49.342,0.632,44.9,30,8,7.479,41.0,27,12,40.8,1.007,1.13,366.46,8.2,0,17,0,20,0,0
4.627,0.683,38.404,36,16,34,21.434,0.0,23.239,33.785,0.63,47.1,20,4,7.659,25.5,18,11,38.2,0.994,1.13,260.4,11.8,0,11,0,13,0,0
4.301,0.677,47.491,43,20,42,26.376,2.4,28.455,41.847,0.628,47.6,23,4,7.559,30.0,22,12,40.5,0.996,1.131,317.47,7.1,0,13,0,17,0,0
4.41,0.672,35.119,32,13,31,20.03,0.0,20.835,31.782,0.646,41.9,19,3,8.624,24.5,18,11,35.5,1.025,1.133,267.34,9.7,0,11,0,11,0,0
4.482,0.703,28.784,28,11,26,17.37,0.0,18.267,25.847,0.668,42.3,17,2,7.587,23.5,15,11,50.0,0.994,1.107,197.25,3.8,0,12,0,13,0,0
4.914,0.787,32.134,31,6,29,22.904,3.4,22.812,31.015,0.79,20.7,25,0,13.662,36.0,23,12,44.8,1.069,1.108,396.19,10.3,0,17,1,13,0,0
4.301,0.692,49.468,47,19,44,28.842,2.3,30.426,44.127,0.656,43.2,28,5,8.065,36.5,25,17,43.2,1.003,1.124,354.87,9.1,0,17,0,19,1,0
4.0,0.704,47.82,47,17,43,29.181,0.0,30.256,43.145,0.679,39.5,30,2,7.986,40.0,26,18,48.8,1.003,1.112,343.41,7.0,0,19,0,21,0,0
4.36,0.694,66.077,61,26,59,38.457,1.7,40.972,59.523,0.652,44.1,35,5,9.025,47.0,33,18,40.7,1.009,1.12,532.5,5.1,0,21,1,24,0,0
4.301,0.665,42.82,40,17,38,24.181,0.0,25.256,38.145,0.636,44.7,23,5,7.457,31.0,21,10,42.1,1.004,1.127,283.36,7.9,0,13,0,16,0,0
4.301,0.697,39.408,37,14,35,23.336,0.0,24.387,35.556,0.667,40.0,23,4,8.64,30.5,21,11,40.0,1.016,1.126,302.39,11.4,0,13,0,14,0,0
4.538,0.69,30.495,28,11,27,17.788,0.0,18.619,27.571,0.659,40.7,17,2,8.789,22.5,16,11,37.0,1.021,1.129,237.31,11.1,0,11,0,10,0,0
4.0,0.691,36.614,35,15,33,21.424,0.0,22.79,32.614,0.649,45.5,20,3,7.192,27.0,18,12,48.5,0.988,1.11,237.32,3.0,0,13,0,16,0,0
4.301,0.644,52.445,48,19,46,29.369,0.0,29.631,47.331,0.638,41.3,29,5,8.118,39.0,27,16,37.0,1.029,1.14,373.41,10.9,0,18,0,17,0,0
4.425,0.765,47.374,46,15,43,30.931,0.0,32.892,43.818,0.719,34.9,31,2,9.99,41.0,28,12,44.2,1.019,1.102,429.58,7.0,0,16,0,19,0,0
4.301,0.639,45.524,41,20,40,24.015,0.0,25.569,39.803,0.6,50.0,21,6,6.81,27.5,20,11,37.5,0.995,1.138,272.39,10.0,0,12,0,15,0,0
4.301,0.648,58.229,54,23,51,31.794,0.0,33.04,51.436,0.623,45.1,31,9,7.48,39.5,28,11,37.3,1.009,1.142,381.49,13.7,0,13,0,19,0,1
4.301,0.721,41.116,39,15,37,25.127,0.0,26.688,37.011,0.679,40.5,24,1,8.363,33.5,22,17,45.9,1.0,1.111,309.42,8.1,0,18,0,17,0,0
4.301,0.639,26.446,24,11,23,13.929,0.0,14.688,23.0,0.606,47.8,13,3,7.097,18.0,12,10,34.8,1.0,1.15,163.23,17.4,0,10,0,8,0,0
4.301,0.682,32.996,29,10,29,19.712,0.0,19.773,30.444,0.68,34.5,19,1,9.735,27.0,19,6,34.5,1.05,1.138,282.31,13.8,0,11,0,10,0,0
4.301,0.688,44.372,42,14,40,27.691,0.0,27.511,41.476,0.692,35.0,28,2,8.858,38.0,26,12,47.5,1.037,1.109,354.33,0.0,0,16,0,19,0,0
4.301,0.657,46.156,43,18,41,26.116,0.0,26.921,41.582,0.637,43.9,25,4,7.668,32.0,23,12,41.5,1.014,1.126,314.37,4.9,0,13,0,17,0,0
4.301,0.707,35.993,34,12,32,21.81,0.0,22.625,32.673,0.682,37.5,22,3,9.011,29.5,20,11,40.6,1.021,1.125,288.36,12.5,0,13,0,13,0,0
4.561,0.805,25.255,23,4,22,17.69,18.2,17.716,24.196,0.804,18.2,19,1,14.215,24.0,18,6,40.9,1.1,1.148,312.74,9.1,0,8,0,9,1,0
5.392,0.8,27.233,27,8,25,18.858,4.0,20.011,25.364,0.754,32.0,19,0,10.47,26.0,17,12,52.0,1.015,1.089,261.74,4.0,0,13,0,13,1,0
4.0,0.872,22.97,22,6,21,16.652,9.5,18.307,21.655,0.793,28.6,16,1,13.2,21.0,15,6,42.9,1.031,1.094,277.21,9.5,0,8,0,9,2,0
4.0,0.878,18.694,18,4,17,13.793,5.9,14.932,17.666,0.811,23.5,14,0,13.514,19.0,13,6,41.2,1.039,1.1,229.73,17.6,0,8,0,7,1,0
4.526,0.817,23.319,22,6,21,16.034,4.8,17.148,21.876,0.764,28.6,16,1,12.37,21.0,15,6,38.1,1.042,1.11,259.76,14.3,0,8,0,8,1,0
4.807,0.803,20.026,19,7,18,12.825,5.6,14.449,18.331,0.712,38.9,12,4,11.486,14.0,11,0,33.3,1.018,1.113,206.74,11.1,0,2,0,6,1,0
4.0,0.831,28.528,28,6,26,20.749,3.8,21.602,27.204,0.798,23.1,22,0,12.454,31.5,20,11,46.2,1.046,1.097,323.8,11.5,0,15,0,12,1,0
4.488,0.786,24.821,23,5,22,16.959,4.5,17.301,23.749,0.771,22.7,18,2,13.307,23.5,17,5,31.8,1.08,1.128,292.75,18.2,0,8,0,7,1,0
5.25,0.747,30.704,30,11,28,19.557,0.0,20.915,27.924,0.698,39.3,19,1,8.619,26.0,17,12,50.0,0.997,1.097,241.33,3.6,0,13,0,14,0,0
4.469,0.835,22.109,21,6,20,15.32,5.0,16.693,20.549,0.766,30.0,15,1,12.188,20.0,14,6,40.0,1.027,1.105,243.76,15.0,0,8,0,8,1,0
4.301,0.752,29.79,29,8,27,19.955,0.0,20.307,27.913,0.739,29.6,21,0,10.085,30.0,19,12,48.1,1.034,1.103,272.3,7.4,0,15,0,13,0,0
4.644,0.729,34.459,33,12,31,21.467,3.2,22.614,31.32,0.692,38.7,21,2,8.818,28.0,19,12,48.4,1.01,1.112,273.35,3.2,0,13,0,15,0,0
5.322,0.761,27.968,27,7,25,18.797,8.0,19.029,26.065,0.752,28.0,20,0,10.531,27.0,18,12,52.0,1.043,1.119,263.28,4.0,0,13,0,13,0,0
5.749,0.798,27.572,27,7,25,19.241,8.0,19.949,25.876,0.77,28.0,20,0,11.189,27.0,18,12,52.0,1.035,1.103,279.73,4.0,0,13,0,13,1,0
4.301,0.709,46.786,44,18,42,27.776,0.0,29.762,42.407,0.661,42.9,26,4,8.631,35.0,24,12,40.5,1.01,1.114,362.51,4.8,0,15,0,17,0,0
4.971,0.771,33.704,34,11,31,22.557,0.0,23.915,30.924,0.728,35.5,23,0,8.947,32.5,20,17,54.8,0.998,1.087,277.36,3.2,0,18,0,17,0,0
5.453,0.818,24.615,23,3,22,18.147,4.5,17.994,24.193,0.825,13.6,20,0,14.488,29.0,19,6,36.4,1.1,1.119,318.74,18.2,0,12,0,8,1,0
4.0,0.929,18.638,18,3,17,14.62,11.8,15.79,17.989,0.86,17.6,15,0,15.539,20.0,14,6,41.2,1.058,1.096,264.17,17.6,0,8,0,7,2,0
4.0,0.85,20.82,20,5,19,15.013,5.3,16.142,19.775,0.79,26.3,15,0,12.881,20.0,14,6,42.1,1.041,1.096,244.74,10.5,0,8,0,8,1,0
5.133,0.91,21.955,21,3,20,17.248,10.0,18.193,21.549,0.862,15.0,18,0,17.632,25.0,17,6,40.0,1.077,1.098,352.63,15.0,0,10,1,8,1,0
4.301,0.802,40.067,41,10,37,28.814,2.7,29.682,37.902,0.779,27.0,31,0,10.59,43.0,27,18,56.8,1.024,1.083,391.84,2.7,0,21,0,21,1,0
4.0,0.76,34.122,33,12,31,21.766,0.0,23.568,31.102,0.702,38.7,21,2,9.304,28.5,19,11,45.2,1.003,1.101,288.42,6.5,0,13,0,14,0,0
4.828,0.878,18.694,18,4,17,13.793,5.9,14.932,17.666,0.811,23.5,14,0,13.514,19.0,13,6,41.2,1.039,1.1,229.73,17.6,0,8,0,7,1,0
4.301,0.832,27.516,27,6,25,20.069,12.0,20.807,26.2,0.803,24.0,21,0,12.567,28.0,19,12,52.0,1.048,1.101,314.17,4.0,0,13,0,13,2,0
4.471,0.735,32.253,31,10,29,20.655,3.4,21.307,29.764,0.712,34.5,21,1,9.494,28.0,19,12,48.3,1.026,1.112,275.32,3.4,0,13,0,14,0,0
4.924,0.772,20.236,18,7,18,12.54,5.6,13.903,18.658,0.697,38.9,11,3,11.707,13.0,11,0,27.8,1.037,1.124,210.73,11.1,0,2,0,5,1,0
5.276,0.873,27.009,27,8,25,19.347,4.0,21.813,25.109,0.774,32.0,19,0,14.128,26.0,17,12,52.0,1.004,1.08,353.19,4.0,0,13,0,13,0,0
4.446,0.814,24.236,23,7,22,16.54,4.5,17.903,22.658,0.752,31.8,16,1,11.762,21.0,15,6,40.9,1.03,1.102,258.77,9.1,0,8,0,9,1,0
4.644,0.802,25.378,25,5,23,18.11,0.0,18.437,24.324,0.787,21.7,20,0,12.144,28.5,18,11,43.5,1.058,1.103,279.32,13.0,0,14,0,10,0,0
5.067,0.739,45.525,44,15,41,28.791,2.4,30.313,42.175,0.702,36.6,29,4,10.023,38.0,26,12,41.5,1.029,1.11,410.93,4.9,0,15,0,17,1,0
5.138,0.947,19.453,19,4,18,15.323,11.1,17.04,18.676,0.851,22.2,15,0,17.091,20.0,14,6,44.4,1.038,1.081,307.63,11.1,0,8,1,8,1,0
4.951,0.718,36.617,35,14,33,22.106,0.0,23.682,32.909,0.67,42.4,21,2,8.193,28.0,19,12,45.5,0.997,1.11,270.38,6.1,0,13,0,15,0,0
4.625,0.74,31.723,30,8,28,20.707,10.7,20.727,29.462,0.74,28.6,22,1,10.546,29.0,20,12,50.0,1.052,1.133,295.3,3.6,0,13,0,14,0,0
4.301,0.832,27.516,27,6,25,20.069,12.0,20.807,26.2,0.803,24.0,21,0,12.567,28.0,19,12,52.0,1.048,1.101,314.17,4.0,0,13,0,13,2,0
4.618,0.68,53.697,50,22,48,30.642,0.0,32.637,48.098,0.638,45.8,28,6,7.719,36.0,26,12,41.7,1.002,1.119,370.51,4.2,0,14,0,20,0,0
4.301,0.779,40.123,41,11,37,27.987,0.0,28.824,37.578,0.756,29.7,30,0,9.659,42.0,26,18,56.8,1.016,1.084,357.4,2.7,0,21,0,21,0,0
4.883,0.873,21.112,20,5,19,15.001,5.3,16.585,19.844,0.79,26.3,15,2,13.937,19.5,14,5,31.6,1.044,1.111,264.81,21.1,0,7,0,6,1,0
4.81,0.787,27.651,26,9,25,18.067,4.0,19.665,25.542,0.723,36.0,17,2,10.912,22.0,16,6,40.0,1.022,1.106,272.8,8.0,0,8,0,10,1,0
4.301,0.799,36.046,36,10,33,24.856,0.0,26.364,33.949,0.753,30.3,26,1,10.984,37.0,23,16,45.5,1.029,1.092,362.48,6.1,0,19,0,15,0,0
4.544,0.775,30.987,30,9,28,20.768,7.1,21.71,28.76,0.742,32.1,21,1,10.491,28.0,19,12,50.0,1.027,1.107,293.76,3.6,0,13,0,14,1,0
4.772,0.967,19.499,19,3,18,15.953,16.7,17.403,19.095,0.886,16.7,16,0,16.534,21.0,15,6,44.4,1.061,1.083,297.62,11.1,0,8,0,8,3,0
5.405,0.737,31.913,31,11,29,20.272,0.0,21.369,29.251,0.699,37.9,20,1,8.873,27.0,18,12,48.3,1.009,1.1,257.33,3.4,0,13,0,14,0,0
4.483,0.987,15.199,15,2,14,12.453,7.1,13.818,14.858,0.89,14.3,13,0,16.84,17.5,12,5,35.7,1.061,1.086,235.76,21.4,0,7,0,5,1,0
4.301,0.832,27.516,27,6,25,20.069,12.0,20.807,26.2,0.803,24.0,21,0,12.567,28.0,19,12,52.0,1.048,1.101,314.17,4.0,0,13,0,13,2,0
4.924,0.947,19.453,19,4,18,15.323,11.1,17.04,18.676,0.851,22.2,15,0,17.091,20.0,14,6,44.4,1.038,1.081,307.63,11.1,0,8,1,8,1,0
4.602,0.919,19.555,19,4,18,15.126,11.1,16.545,18.771,0.84,22.2,15,0,14.621,20.0,14,6,44.4,1.043,1.086,263.18,11.1,0,8,0,8,2,0
4.407,0.688,62.74,60,25,56,36.092,0.0,38.506,56.487,0.645,44.6,35,9,8.208,44.0,31,12,39.3,1.009,1.12,459.64,5.4,0,15,0,22,0,0
4.583,0.707,39.189,36,8,34,25.256,11.8,24.034,37.058,0.743,23.5,28,2,11.421,37.0,26,12,44.1,1.09,1.153,388.32,5.9,0,15,0,15,0,0
4.0,0.886,17.777,17,3,16,13.287,6.3,14.176,16.884,0.83,18.8,14,0,14.42,19.0,13,6,37.5,1.055,1.111,230.72,25.0,0,8,0,6,1,0
4.542,0.74,31.723,30,8,28,20.707,10.7,20.727,29.462,0.74,28.6,22,1,10.546,29.0,20,12,50.0,1.052,1.133,295.3,3.6,0,13,0,14,0,0
4.208,0.709,46.786,44,18,42,27.776,0.0,29.762,42.407,0.661,42.9,26,4,8.631,35.0,24,12,40.5,1.01,1.114,362.51,4.8,0,15,0,17,0,0
4.301,0.755,36.202,36,12,33,23.579,0.0,24.921,33.025,0.715,36.4,24,1,8.86,33.5,21,17,51.5,1.001,1.097,292.38,6.1,0,18,0,17,0,0
5.362,0.774,28.86,27,9,26,18.781,3.8,20.119,26.869,0.722,34.6,18,2,11.108,23.0,17,6,38.5,1.033,1.11,288.8,7.7,0,8,0,10,1,0
4.67,0.718,36.617,35,14,33,22.106,0.0,23.682,32.909,0.67,42.4,21,2,8.193,28.0,19,12,45.5,0.997,1.11,270.38,6.1,0,13,0,15,0,0
6.149,0.738,32.632,31,6,29,22.262,3.4,21.398,31.298,0.768,20.7,25,0,11.562,36.0,23,12,44.8,1.079,1.125,335.29,10.3,0,17,0,13,0,0
5.291,0.891,20.694,20,4,19,15.793,5.3,16.932,19.666,0.831,21.1,16,0,13.355,23.0,15,6,47.4,1.035,1.089,253.75,15.8,0,9,0,9,1,1
5.488,0.794,26.738,25,6,24,18.464,4.2,19.057,25.531,0.769,25.0,19,1,12.657,26.0,18,6,37.5,1.064,1.114,303.77,12.5,0,10,0,9,1,0
4.955,0.761,27.968,27,7,25,18.797,8.0,19.029,26.065,0.752,28.0,20,0,10.531,27.0,18,12,52.0,1.043,1.119,263.28,4.0,0,13,0,13,0,0
5.01,0.836,32.884,32,9,30,23.201,6.7,25.074,30.64,0.773,30.0,23,0,11.81,31.0,21,12,46.7,1.021,1.096,354.3,10.0,0,14,0,14,2,0
5.67,0.74,37.54,35,6,33,25.715,9.1,24.409,36.346,0.779,18.2,29,1,12.659,40.0,27,12,42.4,1.101,1.138,417.75,9.1,0,17,0,14,1,0
5.574,1.005,14.282,14,1,13,11.948,7.7,13.062,14.077,0.919,7.7,13,0,18.212,17.5,12,5,30.8,1.083,1.099,236.75,30.8,0,7,0,4,1,0
5.356,0.807,28.804,27,8,26,19.609,7.7,20.977,27.193,0.754,30.8,19,2,12.432,24.0,18,6,38.5,1.046,1.108,323.24,7.7,0,8,0,10,2,0
4.0,0.839,21.192,20,5,19,14.814,5.3,15.938,19.767,0.78,26.3,15,1,12.882,20.0,14,6,36.8,1.04,1.115,244.75,21.1,0,8,0,7,1,0
5.025,0.835,22.109,21,6,20,15.32,5.0,16.693,20.549,0.766,30.0,15,0,12.188,20.0,14,6,40.0,1.027,1.105,243.76,15.0,0,8,0,8,1,0
4.0,0.835,22.109,21,6,20,15.32,5.0,16.693,20.549,0.766,30.0,15,1,12.188,20.0,14,6,40.0,1.027,1.105,243.76,15.0,0,8,0,8,1,0
4.348,0.712,28.867,28,10,26,17.865,0.0,18.512,26.065,0.687,38.5,18,0,8.087,26.0,16,16,50.0,1.003,1.11,210.25,7.7,0,16,0,13,0,0
4.301,0.769,42.624,43,10,39,29.911,0.0,29.977,40.451,0.767,25.6,33,0,10.318,47.0,29,18,53.8,1.037,1.093,402.4,5.1,0,23,0,21,0,0
4.425,0.708,40.949,39,17,37,24.138,0.0,26.199,36.574,0.652,45.9,22,4,7.66,29.0,20,12,45.9,0.988,1.107,283.42,2.7,0,13,0,17,0,0
5.351,0.809,25.528,24,6,23,17.749,4.3,18.602,24.204,0.772,26.1,18,1,12.512,25.0,17,6,39.1,1.052,1.11,287.77,13.0,0,10,0,9,1,0
4.627,0.723,37.538,36,13,34,23.514,0.0,24.585,34.462,0.692,38.2,23,2,8.805,31.0,21,12,47.1,1.014,1.104,299.37,2.9,0,14,0,16,0,0
4.292,0.919,19.555,19,4,18,15.126,11.1,16.545,18.771,0.84,22.2,15,0,14.621,20.0,14,6,44.4,1.043,1.086,263.18,11.1,0,8,0,8,2,0
4.851,0.852,26.026,26,7,24,18.825,4.2,20.449,24.331,0.784,29.2,19,0,11.617,26.5,17,11,50.0,1.014,1.084,278.8,8.3,0,13,0,12,1,0
4.301,0.867,27.46,27,5,25,20.896,16.0,21.665,26.524,0.836,20.0,22,0,13.944,29.0,20,12,52.0,1.061,1.098,348.61,4.0,0,13,0,13,3,0
4.008,0.854,23.192,23,5,21,16.814,4.8,17.938,21.767,0.801,23.8,18,0,12.799,25.0,16,10,42.9,1.037,1.104,268.77,19.0,0,12,0,9,1,0
4.301,0.817,34.306,34,8,31,24.193,6.5,25.33,32.32,0.78,25.8,26,1,11.821,35.0,23,16,48.4,1.043,1.107,366.46,6.5,0,17,0,15,0,0
