pXC50,ATS8i,SddssS,nS..O.2,P_VSA_s_1,CATS2D_08_LL,NddssS,S.110,ATSC3p,SdO,SpMax3_Bh.v.,ATSC4p,ATSC2p,ATSC1p,ATS1p,CATS2D_07_LL,ATSC6p,ATS2p,ATSC5p,ATSC3v,DBI,nS,SpMax3_Bh.e.,P_VSA_LogP_3,Sp,X2v,SpMin6_Bh.s.,MATS6e,X4sol,AMR,X1v,ATSC2v,VvdwMG,Vx,ATSC4m,ATS4p,ATS3p,ATSC8p,ATSC5m,X1sol,X5v,ATSC4v,ATSC1v,ATSC3m,ATSC7p,ATS1v,ATS5v,ATSC8m,Eta_alpha,ATS4m,SpMin2_Bh.v.,ATS4v,X0sol,X4v,GATS8p,ATS5m,ATS3v,ATS6p,SpDiam_EA.bo.,X0v,X1Kup,ATS5p,HDcpx,ATSC5v,CATS2D_01_LL,ZM1Mad,ATSC7m,O.058,VvdwZAZ,SpMax3_Bh.i.
6.79,4.911,0.0,0,0.0,9,0,0,11.162,13.208,3.743,11.915,8.373,4.946,3.601,8,13.573,4.019,13.689,15.189,3.162,0,3.808,103.81,34.296,7.461,0.491,-0.065,9.099,104.826,9.442,11.287,197.055,472.575,32.479,4.244,4.18,9.239,34.946,13.109,2.694,16.214,6.544,28.319,10.843,3.563,4.18,23.862,12.967,4.089,1.946,4.166,18.855,4.099,0.902,4.075,4.093,4.168,7.174,15.708,9.355,4.279,1.708,17.923,17,156.723,30.1,1,340.14,3.841
5.13,0.0,0.0,0,0.0,0,0,0,6.261,0.0,3.039,6.557,4.22,2.627,2.862,0,3.275,3.308,4.884,9.225,2.0,0,3.269,30.692,17.171,4.449,0.242,0.023,3.587,47.001,4.734,6.565,98.307,231.628,18.776,3.405,3.483,0.0,14.898,5.7,1.146,9.847,3.926,17.006,1.081,2.814,2.917,0.0,5.733,2.91,1.811,3.189,8.604,2.344,0.0,2.501,3.306,2.617,6.316,7.839,4.649,3.13,1.462,7.201,2,69.985,3.368,0,161.77,3.369
4.11,3.801,0.0,0,0.0,0,0,0,8.616,11.531,3.045,8.729,6.403,3.809,3.094,0,6.359,3.557,8.115,11.663,2.236,1,3.275,19.133,20.796,7.036,0.469,-0.057,4.761,56.983,6.914,8.599,119.288,282.824,28.283,3.675,3.734,1.6,27.379,7.164,2.66,12.419,5.011,27.33,3.189,2.993,3.242,6.094,6.9,3.263,1.826,3.437,10.634,4.071,0.0,3.217,3.557,3.219,5.467,10.102,5.553,3.521,1.513,10.438,1,114.276,11.457,1,205.25,3.374
6.53,5.736,0.0,0,0.0,20,0,0,22.123,0.0,3.84,22.581,16.852,10.481,4.224,23,22.116,4.599,22.779,32.468,5.099,0,3.917,223.663,67.49,12.553,1.118,-0.047,12.101,202.713,18.015,24.637,384.116,929.003,62.175,4.733,4.743,20.076,60.965,23.763,3.99,33.654,15.025,57.274,20.772,4.158,4.512,51.964,23.267,4.306,2.028,4.558,33.489,5.947,1.024,4.198,4.591,4.651,6.923,29.368,17.837,4.71,1.831,34.073,27,237.308,53.041,0,672.02,3.946
6.64,5.807,0.0,0,0.0,18,0,0,21.536,0.0,3.686,21.799,17.228,10.963,4.18,18,20.803,4.55,21.821,32.559,5.657,0,3.834,147.853,66.535,12.073,1.209,0.001,9.46,189.863,17.915,25.911,378.098,914.319,60.511,4.682,4.684,19.454,60.999,21.847,3.731,32.984,16.126,59.07,19.586,4.095,4.435,51.271,21.267,4.151,2.032,4.474,31.179,5.679,1.028,4.069,4.492,4.607,6.8,28.406,17.737,4.667,1.808,33.347,21,201.308,54.376,0,665.18,3.895
6.0,5.38,0.0,0,0.0,4,0,0,13.651,24.802,3.75,15.345,9.231,5.781,3.798,2,17.407,4.215,16.224,18.319,3.536,0,3.824,75.81,43.716,9.553,0.825,0.029,11.332,137.596,12.414,12.907,254.677,613.173,47.47,4.476,4.416,12.907,45.3,17.042,3.694,21.447,7.701,37.496,16.219,3.796,4.385,41.418,17.138,4.35,1.993,4.392,24.363,5.181,1.081,4.246,4.368,4.485,7.245,20.979,12.172,4.508,1.777,23.607,8,225.828,48.855,2,450.48,3.862
6.88,5.934,0.0,0,0.0,15,0,0,27.338,24.821,3.69,26.775,20.371,12.163,4.319,15,25.227,4.714,25.567,37.573,6.164,0,3.839,138.377,76.325,15.348,1.205,0.003,13.084,228.314,21.397,28.534,439.587,1064.35,89.336,4.84,4.867,24.155,96.475,26.878,4.865,37.375,17.025,90.283,26.191,4.241,4.595,81.167,26.31,4.671,2.022,4.65,39.273,7.123,0.851,4.644,4.686,4.756,6.9,34.743,20.129,4.79,1.85,36.568,17,412.684,96.505,2,790.29,3.899
7.8,5.628,0.0,0,0.0,10,0,0,16.284,38.473,3.845,17.727,12.059,7.203,3.965,6,16.39,4.378,15.973,22.822,5.099,0,3.917,137.136,52.319,11.518,0.935,-0.008,12.66,159.445,14.576,16.532,305.042,736.063,56.084,4.53,4.549,16.108,51.42,20.692,3.801,25.874,9.568,46.08,16.854,3.96,4.409,52.421,20.0,4.374,2.04,4.434,30.399,5.779,0.966,4.389,4.466,4.518,6.932,24.482,14.319,4.487,1.819,22.911,12,253.4,54.808,3,545.04,3.944
7.9,5.609,0.0,0,0.0,10,0,0,16.415,38.534,3.851,17.796,11.979,7.194,3.975,6,16.745,4.384,15.916,22.352,5.196,0,3.921,104.239,52.557,11.585,0.935,0.001,12.971,160.482,14.761,15.88,308.78,745.183,54.924,4.533,4.557,16.289,50.313,21.23,3.822,25.284,9.191,44.604,16.979,3.971,4.416,50.842,20.5,4.398,2.038,4.445,31.106,5.841,0.968,4.402,4.479,4.524,6.932,24.852,14.506,4.489,1.826,22.175,14,257.067,53.668,3,557.06,3.945
5.57,3.801,0.0,0,0.0,0,0,0,6.789,0.0,3.041,7.304,4.747,2.968,2.958,0,4.006,3.395,5.379,9.929,2.121,0,3.271,18.952,18.932,4.882,0.436,-0.056,3.844,51.842,5.158,7.344,107.899,255.033,20.386,3.517,3.575,1.587,15.963,6.094,1.295,10.905,4.421,18.795,2.816,2.902,3.044,4.804,6.233,2.99,1.812,3.295,9.475,2.495,0.0,2.676,3.411,2.941,6.443,8.762,5.075,3.246,1.488,7.936,2,76.65,7.103,0,179.07,3.371
7.0,5.595,0.0,0,0.0,9,0,0,16.728,38.521,3.847,18.361,12.109,7.224,3.968,5,17.01,4.382,16.229,22.406,5.099,0,3.915,104.239,52.171,11.775,0.935,0.057,13.053,159.549,14.86,15.916,306.581,739.817,59.388,4.535,4.557,16.758,52.765,20.997,3.901,25.299,9.192,46.653,17.277,3.959,4.416,53.84,20.314,4.436,2.028,4.439,30.899,5.986,0.937,4.454,4.471,4.528,6.932,25.039,14.265,4.492,1.819,22.154,12,267.892,56.722,3,549.25,3.937
10.3,5.718,0.0,0,0.0,11,0,0,20.728,39.416,3.837,21.046,14.767,8.64,4.082,12,20.723,4.515,19.21,28.055,5.0,1,3.906,94.762,57.245,13.89,0.878,-0.095,13.579,171.362,16.703,19.916,331.491,800.598,67.516,4.634,4.674,19.498,60.305,22.045,5.026,30.089,11.181,61.234,20.586,4.042,4.509,61.281,21.433,4.494,2.039,4.513,32.167,7.341,0.991,4.531,4.557,4.671,6.863,26.536,15.751,4.613,1.831,26.44,15,284.117,66.534,3,589.79,3.928
5.0,4.803,0.0,0,0.0,1,0,0,10.071,13.175,3.743,11.669,7.702,4.675,3.549,4,12.192,3.952,12.162,13.282,3.0,0,3.808,103.81,32.989,6.798,0.526,-0.054,9.038,102.228,9.049,9.741,191.459,458.92,29.062,4.179,4.117,8.088,33.913,13.236,2.628,15.284,5.884,25.18,10.796,3.531,4.139,22.089,12.8,4.083,1.926,4.112,18.692,3.899,0.908,4.097,4.045,4.137,7.174,15.246,8.915,4.202,1.708,15.468,15,156.937,30.546,1,331.63,3.841
5.0,5.023,0.0,0,0.0,11,0,0,11.953,13.365,3.743,13.219,8.653,5.119,3.729,9,13.617,4.141,13.928,15.762,2.915,0,3.832,151.191,38.296,8.027,0.67,-0.179,10.448,120.347,10.616,11.248,219.249,526.728,32.074,4.322,4.288,10.705,36.587,15.254,3.138,17.365,6.594,28.997,12.983,3.695,4.272,26.92,14.967,4.167,2.023,4.237,21.098,4.575,0.927,4.229,4.201,4.302,7.174,17.225,10.53,4.344,1.741,17.823,22,178.723,33.413,1,378.16,3.874
5.89,4.791,0.0,0,0.0,7,0,0,10.289,13.143,3.743,11.013,7.74,4.587,3.551,7,12.315,3.963,12.802,13.835,2.828,0,3.808,103.81,32.534,6.718,0.491,-0.117,8.825,100.252,9.059,10.291,187.463,449.169,28.169,4.176,4.113,8.164,33.039,12.736,2.608,14.538,5.989,26.283,10.148,3.518,4.119,21.223,12.467,4.03,1.926,4.101,17.985,3.944,0.912,4.041,4.033,4.104,7.174,14.838,8.973,4.208,1.699,16.595,16,150.723,27.826,1,322.84,3.841
5.43,0.0,0.0,0,0.0,0,0,0,6.261,0.0,3.039,6.557,4.22,2.627,2.862,0,3.275,3.308,4.884,9.225,2.0,0,3.269,30.692,17.171,4.449,0.242,0.023,3.587,47.001,4.734,6.565,98.307,231.628,18.776,3.405,3.483,0.0,14.898,5.7,1.146,9.847,3.926,17.006,1.081,2.814,2.917,0.0,5.733,2.91,1.811,3.189,8.604,2.344,0.0,2.501,3.306,2.617,6.316,7.839,4.649,3.13,1.462,7.201,2,69.985,3.368,0,161.77,3.369
6.5,6.115,0.0,0,0.0,12,0,0,26.406,0.0,3.714,26.626,21.124,13.494,4.388,15,25.878,4.761,26.703,40.501,6.481,0,3.853,183.874,82.638,15.048,1.238,-0.049,11.227,233.937,22.329,32.299,468.425,1134.72,76.236,4.891,4.896,24.401,74.651,26.847,4.575,40.793,20.162,74.178,25.218,4.3,4.649,67.924,26.067,4.356,2.025,4.676,38.251,6.942,0.979,4.274,4.694,4.845,6.8,35.063,22.104,4.883,1.856,41.101,23,244.083,69.046,0,825.58,3.909
8.0,5.638,0.0,0,0.0,10,0,0,16.894,38.526,3.85,18.403,12.524,7.577,3.985,6,16.808,4.395,16.362,23.487,5.099,0,3.921,104.239,53.074,11.762,0.97,0.001,12.66,159.785,14.787,17.151,307.84,742.89,56.759,4.548,4.568,16.585,52.21,20.692,3.892,26.655,10.01,46.541,17.349,3.972,4.416,53.013,20.1,4.374,2.045,4.446,30.399,5.85,0.965,4.389,4.479,4.529,6.932,24.905,14.54,4.499,1.819,23.404,15,252.373,55.35,3,551.34,3.946
9.268,5.1,0.0,0,0.0,6,0,0,13.188,13.011,3.672,12.866,9.699,5.406,3.535,11,10.943,4.016,11.471,17.314,3.536,1,3.759,69.285,31.154,8.255,0.739,-0.263,8.498,91.385,9.754,12.62,174.991,418.738,40.704,4.044,4.13,11.899,36.888,11.63,3.437,16.071,6.88,38.106,11.363,3.466,3.876,33.521,11.233,4.041,1.888,3.935,16.217,5.47,1.088,3.94,3.993,3.967,6.628,14.264,8.861,3.971,1.664,13.454,8,161.664,31.726,1,307.58,3.789
9.42,5.422,0.0,0,0.0,9,0,0,18.343,13.462,3.836,20.549,12.756,7.118,3.889,13,18.16,4.343,19.15,22.941,4.416,2,3.913,143.268,44.466,11.738,0.825,-0.122,12.153,135.056,13.904,15.913,251.886,606.362,59.153,4.483,4.483,19.319,52.842,16.998,5.351,24.739,8.897,49.495,18.461,3.807,4.284,51.419,16.567,4.451,2.028,4.332,23.435,7.614,1.094,4.303,4.337,4.414,7.153,20.583,12.192,4.432,1.753,23.373,13,236.64,51.287,1,435.75,3.945
7.699,5.018,0.0,0,0.0,11,0,0,12.109,13.271,3.743,13.507,9.002,5.303,3.648,9,14.789,4.079,14.601,16.561,3.606,0,3.808,103.81,36.057,8.522,0.491,-0.021,9.322,109.327,9.749,12.264,206.648,495.98,38.774,4.326,4.262,10.3,36.95,13.41,2.764,19.012,7.093,30.18,11.539,3.605,4.238,26.443,13.467,4.145,1.977,4.236,19.778,4.224,0.894,4.108,4.168,4.228,7.175,16.631,9.662,4.346,1.718,19.287,18,164.723,32.387,1,357.44,3.841
6.87,5.969,0.0,0,0.0,20,0,0,24.353,0.0,3.713,24.311,19.472,12.332,4.282,23,23.782,4.657,24.36,36.608,6.0,0,3.848,147.853,73.581,13.548,1.171,-0.044,10.167,207.96,19.915,29.131,416.467,1007.94,67.352,4.784,4.791,22.617,66.076,23.847,4.222,36.804,18.083,65.339,23.174,4.192,4.536,58.608,23.267,4.238,2.028,4.568,34.008,6.369,0.997,4.148,4.589,4.732,6.8,31.234,19.737,4.772,1.828,36.993,25,217.308,60.291,0,734.38,3.904
7.045,5.411,0.0,0,0.0,7,0,0,16.976,13.553,3.692,19.624,11.649,6.539,3.68,12,18.402,4.17,19.664,22.334,2.915,1,3.797,66.514,36.364,10.655,0.834,-0.115,9.904,102.59,11.476,15.568,201.235,482.774,56.598,4.464,4.407,14.876,57.431,12.676,5.772,24.984,8.696,45.704,14.73,3.587,4.28,36.936,12.4,4.259,2.0,4.277,17.782,7.781,0.996,4.232,4.24,4.394,7.046,16.524,10.175,4.468,1.691,24.356,13,182.281,39.441,1,352.01,3.846
8.6,5.718,0.0,0,0.0,13,0,0,19.192,51.998,3.854,20.858,14.051,8.461,4.127,12,19.94,4.535,18.932,25.652,5.431,0,3.932,151.62,60.29,13.168,1.032,0.001,15.09,185.32,16.902,18.318,350.288,846.462,61.226,4.678,4.701,18.927,56.309,24.175,4.388,28.575,10.675,50.293,20.27,4.116,4.578,56.611,23.433,4.549,2.047,4.596,35.089,6.674,0.968,4.548,4.624,4.684,6.932,28.2,16.641,4.651,1.857,25.53,20,292.476,60.508,4,630.11,3.956
5.669,4.977,0.0,0,0.0,5,0,0,10.826,13.226,3.743,12.12,8.317,5.027,3.598,6,12.467,4.002,13.491,14.432,3.162,0,3.808,103.81,34.75,7.107,0.568,-0.197,9.133,106.777,9.549,10.75,201.051,482.326,31.151,4.234,4.162,9.555,35.931,13.736,2.735,16.241,6.438,27.732,11.29,3.575,4.183,26.108,13.3,4.105,1.926,4.156,19.399,4.051,0.855,4.147,4.085,4.177,7.174,15.953,9.415,4.258,1.717,17.688,15,160.937,31.018,1,348.93,3.841
8.2,5.595,0.0,0,0.0,10,0,0,16.71,38.47,3.846,18.092,12.109,7.224,3.968,6,17.021,4.382,16.052,22.406,5.099,0,3.914,104.239,52.171,11.839,0.935,-0.013,12.827,159.549,14.854,15.916,306.581,739.817,56.805,4.519,4.551,16.543,49.89,20.98,3.92,25.198,9.192,47.0,17.216,3.959,4.403,53.738,20.314,4.395,2.03,4.424,30.899,5.872,0.96,4.409,4.464,4.522,6.932,25.039,14.259,4.479,1.819,22.076,12,267.892,55.51,3,549.25,3.938
6.335,4.613,0.0,0,0.0,8,0,0,10.624,12.584,3.722,11.238,8.13,4.853,3.553,6,8.72,3.957,10.172,13.754,3.0,0,3.875,75.81,32.228,7.079,0.501,0.247,7.773,100.619,9.168,10.51,184.794,442.658,28.644,3.993,4.055,7.401,26.045,12.204,2.261,14.687,6.081,27.763,7.906,3.522,3.753,18.428,12.352,3.714,1.927,3.87,17.225,3.709,1.071,3.639,3.97,3.8,7.45,14.873,9.071,3.875,1.686,14.033,10,152.557,20.064,1,320.55,3.921
5.467,4.908,0.0,0,0.0,1,0,0,12.145,13.152,3.662,14.139,8.305,5.111,3.584,4,12.325,4.015,13.601,16.878,2.646,0,3.808,94.762,34.057,7.473,0.712,-0.085,8.471,103.313,9.414,11.795,193.318,463.455,36.034,4.258,4.225,9.133,38.563,12.682,3.11,19.689,6.998,31.277,10.799,3.542,4.117,24.375,12.467,4.011,2.022,4.137,17.985,4.222,1.045,4.016,4.118,4.127,7.174,15.304,9.302,4.22,1.697,18.628,15,150.362,30.479,1,339.02,3.841
6.474,4.882,0.0,0,0.0,8,0,0,11.128,13.2,3.743,11.831,8.372,4.946,3.601,8,13.149,4.013,12.894,15.192,3.0,0,3.808,103.81,34.296,7.115,0.556,-0.127,9.038,104.853,9.559,11.287,197.055,472.575,30.596,4.218,4.163,8.901,34.939,13.236,2.767,15.936,6.544,28.576,11.404,3.563,4.173,23.576,12.967,4.073,1.938,4.139,18.692,4.081,0.894,4.098,4.074,4.183,7.174,15.545,9.473,4.256,1.708,16.982,17,154.723,31.281,1,340.14,3.841
7.4,5.558,0.0,0,0.0,10,0,0,15.982,38.25,3.842,17.101,11.606,7.066,3.925,6,16.077,4.33,15.195,22.3,5.05,0,3.913,113.715,50.313,10.922,0.935,-0.019,11.209,152.365,13.832,16.076,296.049,714.12,54.458,4.477,4.506,14.93,48.855,19.619,3.557,24.999,9.338,45.564,16.364,3.912,4.367,49.314,19.1,4.31,2.033,4.377,29.407,5.32,0.909,4.351,4.419,4.485,6.773,23.353,13.621,4.443,1.809,21.901,13,233.273,52.091,3,529.1,3.937
8.6,5.661,0.0,0,0.0,12,0,0,16.87,38.411,3.842,18.076,12.184,7.384,3.954,9,17.703,4.357,16.614,23.328,5.05,0,3.913,113.715,51.557,11.235,0.9,0.003,11.331,155.532,14.298,16.716,302.843,730.698,57.525,4.533,4.545,16.822,52.759,19.725,3.879,26.298,9.709,47.985,17.676,3.937,4.428,54.702,19.552,4.363,2.031,4.432,29.244,5.561,0.91,4.392,4.459,4.552,6.773,23.991,14.077,4.515,1.815,23.99,14,239.001,54.875,3,543.68,3.937
5.72,3.801,0.0,0,0.0,0,0,0,6.789,0.0,3.041,7.304,4.747,2.968,2.958,0,4.006,3.395,5.379,9.929,2.121,0,3.271,18.952,18.932,4.882,0.436,-0.056,3.844,51.842,5.158,7.344,107.899,255.033,20.386,3.517,3.575,1.587,15.963,6.094,1.295,10.905,4.421,18.795,2.816,2.902,3.044,4.804,6.233,2.99,1.812,3.295,9.475,2.495,0.0,2.676,3.411,2.941,6.443,8.762,5.075,3.246,1.488,7.936,2,76.65,7.103,0,179.07,3.371
7.9,5.496,0.0,0,0.0,12,0,0,18.964,13.016,3.745,21.86,12.338,7.703,4.0,13,17.611,4.432,18.511,27.357,3.873,0,3.884,122.249,53.268,12.428,0.902,0.047,11.207,160.608,14.67,18.709,301.706,727.924,61.229,4.644,4.66,15.926,51.596,18.826,4.379,32.192,11.168,50.506,17.161,3.955,4.408,44.442,19.119,4.263,2.092,4.473,27.244,5.825,1.103,4.26,4.532,4.523,7.099,24.18,14.469,4.545,1.796,27.062,17,227.759,46.746,1,529.74,3.936
5.0,5.048,0.0,0,0.0,3,0,0,13.636,13.337,3.743,15.636,9.49,5.738,3.756,4,15.881,4.18,16.746,18.735,2.739,0,3.808,142.144,39.819,8.492,0.825,-0.058,10.407,123.811,11.101,12.997,225.104,541.013,38.448,4.417,4.372,10.886,44.074,15.254,3.597,21.319,7.676,34.933,13.038,3.715,4.313,27.701,14.967,4.181,2.057,4.305,21.098,5.019,1.033,4.184,4.272,4.328,7.174,17.691,10.997,4.426,1.737,22.408,19,179.028,35.592,1,394.34,3.841
5.98,6.053,0.0,0,0.0,34,0,0,27.397,0.0,3.743,27.848,20.671,12.488,4.37,38,29.243,4.762,28.278,40.531,5.831,0,3.835,261.568,77.149,14.606,1.216,-0.069,12.611,226.07,20.942,30.618,433.678,1049.93,70.31,4.916,4.909,27.354,73.412,25.916,5.001,41.429,18.291,68.19,29.315,4.28,4.75,65.855,25.6,4.408,2.082,4.716,35.991,7.255,1.001,4.449,4.714,4.954,6.727,32.258,20.848,4.946,1.847,42.482,39,243.551,71.625,0,758.24,3.901
8.4,5.712,0.0,0,0.0,12,0,0,17.578,38.849,3.844,19.404,12.696,7.631,4.003,9,18.511,4.416,17.335,25.568,5.244,0,3.916,113.715,54.387,12.183,0.901,-0.011,11.718,163.377,14.826,18.39,318.032,767.757,62.19,4.603,4.614,17.448,56.009,20.475,3.985,29.336,10.608,51.748,18.463,3.976,4.475,56.873,20.167,4.391,2.034,4.484,30.985,5.719,0.933,4.419,4.513,4.607,6.775,25.022,14.63,4.569,1.82,25.591,14,241.674,58.275,3,565.91,3.942
8.0,5.651,0.0,0,0.0,10,0,0,17.011,38.48,3.851,18.546,12.712,7.669,3.981,6,16.825,4.391,16.465,22.322,5.657,0,3.925,104.239,52.887,11.971,0.935,0.01,12.66,160.718,15.104,15.887,311.435,751.661,59.048,4.543,4.564,16.653,53.131,20.692,3.879,25.167,9.193,44.903,17.434,3.994,4.437,53.282,20.957,4.49,2.041,4.479,30.399,5.955,0.959,4.452,4.505,4.527,6.932,25.539,14.781,4.495,1.837,22.102,14,287.39,56.731,3,569.55,3.949
5.0,5.462,0.0,0,0.0,7,0,0,12.129,24.652,3.567,11.675,10.047,6.37,3.726,8,11.918,4.087,11.517,19.517,5.196,0,3.741,73.926,43.097,7.735,0.881,-0.052,6.224,124.914,11.529,15.761,255.324,614.751,41.63,4.17,4.203,11.98,40.286,15.062,1.997,18.86,9.665,41.624,12.281,3.671,4.034,40.942,14.5,3.884,1.982,4.029,22.736,3.096,0.982,3.929,4.056,4.192,6.625,18.92,11.387,4.165,1.733,18.505,8,147.776,41.752,2,451.37,3.797
5.0,4.759,0.0,0,0.0,3,0,0,9.884,24.885,3.743,10.629,7.325,4.378,3.543,5,12.111,3.949,12.26,12.519,3.162,0,3.808,103.81,32.228,6.828,0.491,0.003,9.099,101.064,8.953,9.221,188.532,451.777,26.538,4.162,4.101,7.899,31.15,13.109,2.573,13.389,5.403,24.332,9.802,3.524,4.125,20.608,12.8,4.091,1.926,4.111,18.855,3.893,0.894,4.068,4.041,4.094,7.174,15.039,8.852,4.196,1.708,14.932,15,158.826,27.275,2,328.99,3.841
7.35,5.907,0.0,0,0.0,18,0,0,22.966,0.0,3.705,22.928,18.351,11.648,4.233,21,22.405,4.605,22.98,34.613,5.831,0,3.843,147.853,70.058,12.841,1.168,-0.046,9.813,198.758,18.915,27.523,397.283,961.13,64.23,4.73,4.739,21.237,62.99,22.847,3.972,34.818,17.105,62.178,21.794,4.145,4.485,55.518,22.267,4.198,2.028,4.518,32.594,6.015,0.997,4.104,4.54,4.676,6.8,29.82,18.737,4.718,1.818,35.019,23,209.308,57.208,0,699.78,3.901
8.24,6.34,0.0,0,0.0,24,0,0,28.827,25.789,3.84,29.701,22.647,14.312,4.481,28,31.547,4.857,30.735,43.826,7.071,0,3.917,167.747,90.001,16.904,1.183,-0.036,14.338,260.821,24.363,34.088,515.938,1250.65,90.102,5.027,5.008,32.914,91.642,30.927,5.267,45.537,20.861,84.174,32.557,4.414,4.869,94.548,30.067,4.635,2.029,4.858,45.008,7.898,1.002,4.629,4.85,5.064,6.8,39.332,24.096,5.051,1.904,47.417,26,306.309,93.42,2,919.29,3.946
5.0,4.774,0.0,0,0.0,1,0,0,11.15,13.084,3.626,12.369,8.071,4.867,3.524,4,11.958,3.945,12.785,14.955,2.55,0,3.808,94.762,31.745,6.782,0.664,-0.035,8.329,96.337,8.911,10.575,180.927,433.223,30.639,4.164,4.13,8.22,34.806,12.288,2.785,16.71,6.265,28.753,10.097,3.494,4.076,21.328,11.9,3.975,1.978,4.066,17.115,3.975,1.079,3.994,4.038,4.074,7.174,14.265,8.796,4.163,1.688,16.723,15,145.492,28.223,1,319.51,3.841
9.569,5.523,0.0,0,0.0,17,0,0,17.849,14.007,3.804,19.786,12.336,7.19,3.905,11,18.139,4.357,19.27,23.809,4.183,0,3.886,123.191,46.387,10.97,0.825,-0.125,12.408,137.674,13.333,16.366,258.742,623.09,53.118,4.566,4.568,18.332,52.174,17.573,5.315,26.215,9.334,45.983,17.363,3.871,4.412,44.668,17.233,4.349,2.102,4.461,24.589,6.742,1.135,4.317,4.483,4.476,7.324,20.95,13.18,4.52,1.774,25.68,17,219.058,46.447,1,459.08,3.912
9.77,5.423,0.0,0,0.0,12,0,0,17.115,13.537,3.804,18.578,11.998,6.972,3.861,12,17.202,4.298,18.102,21.956,4.416,1,3.886,164.047,44.273,10.752,0.796,-0.17,11.557,133.07,13.179,15.166,251.416,605.216,52.236,4.443,4.457,17.907,50.978,17.044,4.855,23.554,8.722,46.376,16.86,3.808,4.3,45.811,16.567,4.344,2.011,4.327,23.788,6.646,1.132,4.295,4.348,4.398,7.145,20.214,12.236,4.41,1.761,22.498,13,221.901,47.408,1,440.69,3.912
6.71,5.096,0.0,0,0.0,7,0,0,14.122,13.454,3.743,17.114,9.842,5.63,3.62,12,16.136,4.078,17.238,17.977,2.915,1,3.808,113.895,34.08,9.604,0.596,-0.095,9.904,101.402,10.532,12.478,192.453,461.346,47.433,4.349,4.294,11.951,48.655,12.676,4.591,21.127,7.185,36.52,11.987,3.542,4.194,28.068,12.4,4.23,1.999,4.19,17.782,6.552,1.08,4.2,4.156,4.265,7.175,15.798,9.23,4.357,1.691,20.523,13,182.281,30.852,1,333.19,3.841
9.585,4.915,0.0,0,0.0,7,0,0,11.673,13.024,3.724,11.879,8.346,4.779,3.52,12,9.679,3.96,10.471,14.407,3.536,1,3.774,116.666,30.631,7.583,0.63,-0.267,8.674,94.854,9.31,10.202,175.801,420.714,34.105,3.99,4.073,10.954,30.8,12.13,3.131,14.031,5.776,31.593,10.538,3.465,3.85,28.828,11.733,4.042,2.009,3.906,16.924,4.624,1.179,3.97,3.971,3.931,7.145,14.245,8.416,3.913,1.677,11.618,9,165.664,28.463,1,306.06,3.791
5.0,4.523,0.0,0,0.0,1,0,0,8.679,12.969,3.663,9.394,6.11,3.692,3.413,4,9.667,3.826,9.991,11.096,2.55,0,3.808,94.762,28.256,5.986,0.218,-0.078,8.152,91.123,7.934,7.624,165.48,395.532,23.02,4.014,3.972,5.314,26.091,11.788,2.298,11.968,4.556,20.76,7.814,3.401,3.978,16.153,11.367,3.937,1.926,3.955,16.408,3.439,0.886,3.961,3.902,3.927,7.174,13.078,7.832,4.034,1.678,12.233,15,141.833,22.421,1,281.94,3.841
7.53,5.077,0.0,0,0.0,3,0,0,11.169,0.0,3.682,13.434,7.771,4.908,3.472,8,12.015,3.881,13.104,15.381,3.674,0,3.808,94.762,31.432,7.471,0.469,-0.17,6.71,91.064,8.362,10.943,179.123,428.821,37.822,4.157,4.103,11.103,36.831,10.933,2.005,18.617,6.778,29.063,10.858,3.426,4.02,26.952,11.067,3.925,2.04,4.038,16.502,3.069,1.272,3.845,4.004,4.093,7.066,14.452,8.238,4.145,1.667,17.996,12,135.409,26.213,0,309.74,3.841
7.921,5.233,0.0,0,0.0,5,0,0,15.894,13.403,3.769,18.236,10.767,5.98,3.775,14,15.99,4.234,16.258,19.095,4.062,2,3.854,143.268,39.182,10.708,0.769,-0.153,11.683,121.099,12.404,12.872,223.109,536.146,52.711,4.371,4.371,16.586,43.907,15.498,4.95,21.017,7.213,41.829,16.845,3.699,4.227,44.941,15.067,4.423,1.977,4.242,21.313,7.066,1.098,4.299,4.239,4.355,7.153,18.461,10.692,4.342,1.732,18.785,10,224.64,45.613,1,383.85,3.889
9.854,5.544,0.0,0,0.0,11,0,0,18.605,13.524,3.804,19.544,13.294,7.57,3.872,11,18.056,4.338,18.93,24.831,4.416,1,3.886,116.666,44.796,11.423,0.825,-0.182,11.381,129.601,13.623,17.523,250.606,603.239,58.271,4.477,4.497,19.114,56.397,16.544,5.161,25.474,9.791,52.432,17.489,3.809,4.316,51.109,16.067,4.343,1.985,4.346,23.081,7.491,1.087,4.274,4.363,4.421,7.013,20.233,12.681,4.446,1.753,23.951,12,217.901,50.123,1,442.21,3.911
5.76,5.423,0.0,0,0.0,11,0,0,16.594,12.385,3.58,18.819,11.703,6.623,3.678,12,14.234,4.18,17.435,24.08,2.646,0,3.726,18.952,36.859,9.245,0.875,-0.026,8.489,102.267,10.667,16.945,201.16,482.591,47.545,4.492,4.443,14.078,45.659,12.059,5.02,27.131,9.351,42.663,12.941,3.601,4.155,37.947,12.067,3.955,2.052,4.291,17.552,6.431,1.044,3.822,4.283,4.216,5.858,16.194,10.591,4.372,1.686,25.391,15,146.946,36.578,1,363.02,3.767
