pXC50,MW,Sp,Sv,nBO,SCBO,nC,nBM,nAB,nSK,nBT,Se,nAT,Si,nCsp2,RBF,RBN,nH
5.3,320.38,27.5,26.676,26,36.0,18,19,18,24,42,40.363,40,44.903,16,0.119,5,16
7.0,528.69,45.421,43.255,42,56.5,28,28,27,38,70,66.389,66,74.105,23,0.1,7,28
5.1,385.5,35.54,33.762,32,43.0,24,20,18,29,55,51.796,52,58.066,20,0.055,3,23
6.0,459.61,35.108,33.172,33,44.0,20,16,10,30,50,48.029,47,51.999,17,0.12,6,17
5.6,423.53,34.642,33.275,34,46.5,22,25,25,30,53,49.68,49,55.413,18,0.075,4,19
5.3,423.43,32.625,32.659,34,46.5,22,24,23,31,50,48.56,47,53.626,21,0.06,3,16
5.0,323.32,25.154,25.18,27,38.0,18,22,22,24,38,36.076,35,39.46,18,0.053,2,11
5.0,312.38,26.745,25.871,25,33.5,17,13,11,23,42,40.432,40,45.449,11,0.048,2,17
5.0,344.39,29.705,28.875,29,40.0,21,20,18,26,45,42.371,42,46.531,20,0.067,3,16
5.4,239.25,19.21,19.074,21,29.0,13,16,16,18,30,27.611,27,30.159,12,0.033,1,9
5.7,373.41,28.71,28.185,29,39.5,18,19,17,26,44,42.327,41,45.581,16,0.091,4,15
5.1,249.33,19.415,18.589,18,24.5,10,12,11,17,29,28.564,28,31.867,9,0.103,3,11
6.0,330.43,29.603,28.289,29,39.5,19,21,21,25,47,42.912,43,48.481,15,0.085,4,18
5.3,498.69,46.603,43.933,40,53.0,29,24,22,37,74,70.636,71,80.221,21,0.108,8,34
5.0,381.26,27.068,25.943,25,31.5,15,12,11,23,42,40.803,40,45.369,9,0.071,3,17
5.0,380.43,28.125,27.842,30,42.5,16,23,21,27,42,40.313,39,44.156,16,0.119,5,12
6.5,542.77,49.25,46.12,42,56.0,30,25,22,39,76,72.712,73,82.141,23,0.132,10,34
6.7,341.39,29.495,28.655,30,42.0,21,23,22,26,45,41.262,41,45.405,20,0.067,3,15
5.4,297.36,25.739,24.85,24,32.5,17,17,17,22,40,38.331,38,42.95,14,0.125,5,16
5.0,333.42,30.017,28.708,27,37.0,20,19,18,25,46,44.029,44,49.235,17,0.109,5,19
5.3,302.39,24.387,23.336,23,33.0,14,18,16,21,37,35.556,35,39.408,13,0.081,3,14
5.2,350.42,30.711,29.597,28,38.0,21,19,18,26,47,45.323,45,50.492,18,0.106,5,19
5.1,486.35,35.858,34.723,36,51.5,24,25,21,32,52,48.694,48,53.243,21,0.038,2,16
5.0,452.56,39.796,38.299,38,52.5,26,28,27,34,62,58.218,58,65.145,22,0.113,7,24
7.8,420.97,33.54,31.787,31,41.0,18,18,16,28,52,49.734,49,55.594,11,0.096,5,21
5.6,506.72,47.58,44.702,41,49.0,28,14,12,37,79,74.73,75,85.261,12,0.089,7,38
5.3,314.81,25.699,24.59,24,32.5,15,17,17,22,39,37.353,37,42.01,13,0.128,5,15
5.4,339.5,30.972,28.707,27,35.5,19,16,15,24,48,44.662,45,50.361,12,0.083,4,21
5.3,357.23,25.637,24.46,25,35.0,16,20,20,22,38,35.382,35,39.12,14,0.053,2,13
6.8,622.2,51.83,49.389,50,67.5,33,34,33,44,78,72.487,72,80.338,28,0.103,8,28
7.9,399.93,33.444,31.907,31,40.0,19,17,16,28,53,50.432,50,56.963,12,0.075,4,22
6.2,258.3,21.943,21.348,21,28.0,14,12,10,19,35,33.487,33,37.116,10,0.086,3,14
6.6,449.55,36.614,35.321,35,48.0,23,24,22,32,55,52.822,52,58.492,21,0.073,4,20
5.3,471.55,40.665,39.433,38,52.0,27,25,22,35,63,60.662,60,67.109,22,0.127,8,25
7.6,365.88,28.012,26.712,26,36.0,15,18,16,24,42,40.865,40,45.266,12,0.143,6,16
5.9,357.87,30.637,29.063,28,36.0,19,16,16,25,48,45.236,45,50.595,13,0.104,5,20
5.9,422.51,35.733,34.682,34,45.0,22,22,22,31,57,54.731,54,61.485,16,0.123,7,23
6.4,359.42,30.506,29.697,30,42.0,20,23,22,27,47,44.465,44,49.402,19,0.064,3,17
7.3,480.01,40.625,38.874,38,49.0,25,19,16,34,64,60.534,60,67.631,18,0.094,6,26
5.0,315.41,28.233,26.95,24,31.0,17,10,6,23,45,44.24,44,49.86,10,0.089,4,21
6.2,436.56,39.341,37.584,37,51.5,26,28,27,33,61,56.891,57,63.936,22,0.115,7,24
5.0,401.19,25.813,26.239,28,37.5,16,18,17,26,37,37.338,35,40.186,15,0.054,2,9
5.7,404.88,32.756,31.712,30,38.5,20,17,17,28,51,50.0,49,55.14,14,0.157,8,21
5.4,404.51,36.0,34.498,33,44.5,23,22,21,30,57,54.225,54,60.773,17,0.088,5,24
5.0,404.56,38.069,35.837,32,42.0,24,19,18,30,60,57.665,58,65.394,18,0.15,9,28
5.0,393.55,36.108,34.133,32,41.0,21,17,16,29,59,55.876,56,63.85,13,0.119,7,27
6.6,328.43,27.148,25.863,25,35.5,16,19,17,23,41,39.44,39,43.823,14,0.073,3,16
5.9,332.39,28.5,27.676,28,38.0,19,19,18,25,44,41.363,41,45.903,18,0.068,3,16
5.3,318.4,29.012,27.687,26,36.0,20,19,18,24,44,41.927,42,46.737,18,0.114,5,18
6.9,327.85,28.216,26.622,26,34.0,17,16,16,23,44,41.018,41,46.342,11,0.068,3,18
5.3,328.83,27.665,26.316,25,34.0,17,17,16,23,42,40.243,40,45.053,13,0.119,5,17
6.9,398.99,36.268,33.751,31,39.0,21,16,16,28,58,54.654,55,62.501,11,0.103,6,27
5.0,296.36,25.5,24.676,25,33.5,16,16,15,22,41,38.363,38,42.903,11,0.049,2,16
5.0,282.23,19.744,20.455,22,28.0,14,9,6,20,31,30.822,29,33.139,10,0.0,0,9
5.8,351.46,30.824,29.552,29,38.0,18,17,16,26,50,47.225,47,53.604,12,0.12,6,21
5.7,277.75,20.261,19.374,20,28.0,12,16,16,18,28,26.684,26,28.814,12,0.071,2,8
5.0,393.5,33.12,31.61,31,43.0,21,21,18,28,50,47.433,47,52.365,19,0.06,3,19
5.3,396.55,36.319,34.353,32,41.0,21,17,16,29,60,56.985,57,64.976,11,0.117,7,28
7.0,607.69,48.324,47.274,50,68.5,32,35,33,44,73,68.421,67,75.243,29,0.096,7,23
6.2,392.43,30.392,30.208,30,39.0,18,17,16,28,49,48.545,47,54.54,13,0.143,7,19
8.5,380.48,31.392,30.058,30,42.0,20,22,20,27,47,44.509,44,49.369,18,0.064,3,17
5.0,361.26,26.636,25.234,25,36.0,17,18,16,23,35,33.673,33,36.09,15,0.057,2,10
5.0,451.47,36.415,36.127,38,54.5,25,26,21,34,55,52.12,51,56.82,22,0.055,3,17
7.9,359.41,30.71,29.896,30,42.0,21,23,22,27,47,44.473,44,49.03,20,0.085,4,17
5.2,355.8,27.807,27.197,28,37.5,18,18,17,25,42,39.913,39,43.558,16,0.048,2,14
6.3,367.49,34.12,32.321,31,43.5,23,19,17,28,52,48.578,49,54.813,14,0.077,4,21
6.8,310.38,27.466,26.402,25,33.5,18,14,11,23,43,41.254,41,45.946,14,0.093,4,18
5.3,485.64,44.29,42.1,39,52.0,28,24,22,36,70,66.978,67,75.517,21,0.114,8,31
5.3,374.35,27.313,27.826,29,39.0,18,16,12,27,42,41.902,40,45.922,17,0.071,3,13
5.3,498.61,43.256,41.736,41,55.5,28,28,27,37,68,64.498,64,72.316,24,0.118,8,27
5.0,360.49,34.296,32.267,29,39.0,23,19,18,27,53,50.578,51,56.983,18,0.132,7,24
5.9,247.31,23.029,21.897,21,30.5,17,18,17,19,34,31.731,32,35.199,16,0.059,2,13
5.0,421.53,36.284,34.989,34,45.0,22,22,22,31,58,55.505,55,62.774,16,0.121,7,24
5.3,370.36,27.858,28.111,29,40.5,19,19,17,27,42,41.574,40,45.713,15,0.048,2,13
5.3,391.88,30.62,29.763,29,37.5,17,17,17,27,48,47.062,46,52.888,12,0.146,7,19
5.3,275.41,24.449,22.654,20,26.5,14,12,11,19,37,35.894,36,40.531,10,0.162,6,17
5.3,409.48,31.034,30.373,30,39.0,18,17,16,28,48,47.52,46,52.962,13,0.146,7,18
6.4,245.69,18.409,17.988,19,27.0,11,16,16,17,27,25.6,25,28.266,11,0.037,1,8
5.2,322.42,26.932,25.622,27,36.0,17,17,16,23,41,37.229,37,41.199,13,0.024,1,14
5.3,350.3,24.034,24.968,27,36.5,16,18,17,25,37,37.203,35,40.637,15,0.054,2,10
5.5,513.65,45.745,43.815,42,54.5,29,24,23,38,73,69.305,69,77.727,21,0.137,10,31
5.8,305.79,25.114,24.009,23,29.5,15,12,11,21,39,37.469,37,41.764,10,0.077,3,16
5.0,317.67,19.642,20.578,23,29.5,12,12,11,21,30,30.356,28,32.538,10,0.0,0,7
5.3,220.26,17.977,17.622,16,22.0,10,8,6,16,28,28.596,28,32.073,6,0.107,3,12
5.4,252.3,21.523,20.908,20,29.0,14,14,12,19,32,31.269,31,34.863,12,0.063,2,12
5.0,356.42,29.932,29.159,27,36.0,18,14,12,26,47,46.785,46,52.152,12,0.149,7,20
6.7,340.37,27.409,27.106,27,38.0,17,19,16,25,43,42.018,41,46.322,14,0.14,6,16
5.0,443.95,33.864,32.636,30,39.0,18,15,12,29,52,52.505,51,57.767,12,0.154,8,22
5.0,434.52,34.25,33.303,31,42.0,19,16,12,30,53,53.4,52,58.906,12,0.151,8,22
5.9,360.41,29.75,29.192,30,42.0,19,23,22,27,46,43.683,43,48.485,18,0.065,3,16
5.3,309.37,26.739,25.85,26,35.5,18,17,15,23,42,39.331,39,43.95,14,0.024,1,16
7.7,307.44,29.12,27.321,26,34.0,18,16,16,23,47,43.578,44,49.813,11,0.085,4,21
5.9,414.38,29.563,30.342,33,45.0,19,23,22,30,46,45.222,43,49.504,18,0.065,3,13
5.25,507.63,43.478,41.999,40,52.0,26,23,22,37,70,67.81,67,76.438,18,0.186,13,30
5.8,357.45,31.813,30.509,30,42.0,21,23,22,27,49,46.022,46,51.607,20,0.061,3,19
5.0,570.67,47.693,46.54,47,61.5,29,28,27,42,77,73.171,72,81.601,21,0.13,10,30
5.0,312.42,27.819,26.531,25,33.0,16,12,10,23,45,43.123,43,49.106,7,0.067,3,20
5.15,375.44,31.75,30.893,31,43.0,21,23,22,28,49,46.534,46,51.947,20,0.061,3,18
6.3,431.92,34.557,33.535,32,41.0,20,14,12,30,54,53.094,52,59.01,11,0.056,3,22
6.8,466.95,34.142,33.405,33,44.0,18,16,12,31,52,51.833,50,56.807,11,0.038,2,19
5.5,213.26,18.517,17.886,18,24.5,12,12,11,16,29,27.167,27,30.365,10,0.034,1,11
7.0,247.7,19.375,18.714,19,25.5,12,12,11,17,29,27.491,27,30.309,10,0.034,1,10
6.8,340.41,30.046,28.961,30,42.0,21,23,22,26,46,42.036,42,46.694,19,0.043,2,16
7.6,307.35,25.978,25.323,26,35.5,18,18,17,23,40,37.447,37,41.535,16,0.05,2,14
5.0,346.38,27.989,27.665,29,40.5,18,23,23,26,43,40.8,40,45.069,18,0.047,2,14
7.638,439.5,37.688,36.665,40,53.0,26,25,24,33,61,54.567,54,60.069,19,0.016,1,21
6.187,570.69,50.739,48.793,51,68.0,35,32,30,43,81,73.203,73,81.228,26,0.037,3,30
5.7,378.46,30.631,29.532,30,42.0,20,23,22,27,45,42.625,42,46.954,20,0.067,3,15
6.921,520.57,45.631,42.422,38,45.0,25,13,12,35,73,69.941,70,79.814,11,0.096,7,35
5.606,481.43,38.489,36.723,35,42.0,21,13,12,32,61,58.96,58,66.073,11,0.098,6,26
7.745,461.44,38.58,36.293,34,42.5,22,17,17,31,60,57.305,57,64.654,13,0.1,6,26
5.0,367.51,32.426,30.422,29,39.5,20,19,17,26,50,46.989,47,52.571,15,0.06,3,21
5.796,339.45,28.904,27.369,27,37.5,18,19,17,24,44,41.222,41,45.74,15,0.045,2,17
5.3,312.42,27.819,26.531,25,33.0,16,12,10,23,45,43.123,43,49.106,7,0.067,3,20
5.3,334.41,29.262,28.203,28,38.5,19,21,21,25,46,43.247,43,48.318,16,0.043,2,18
5.3,351.35,26.892,27.073,28,40.0,17,21,18,26,41,40.353,39,43.99,17,0.146,6,13
6.7,322.35,26.193,25.864,26,36.0,17,19,18,24,40,38.807,38,42.697,17,0.125,5,14
5.3,324.34,25.676,25.533,26,36.0,17,19,18,24,39,37.993,37,41.828,17,0.128,5,13
6.7,338.37,27.438,27.059,27,37.0,18,19,18,25,42,40.876,40,45.243,17,0.119,5,15
7.2,346.38,27.989,27.665,29,41.0,18,23,22,26,43,40.8,40,45.069,18,0.116,5,14
6.0,404.95,34.415,32.654,30,38.0,19,14,12,28,55,53.425,53,60.505,10,0.145,8,25
5.854,475.4,36.597,34.718,33,41.5,22,17,17,30,57,54.523,54,61.161,14,0.105,6,24
7.2,471.97,35.477,34.47,35,46.5,20,19,17,32,53,51.396,50,56.472,14,0.057,3,18
6.8,387.48,34.029,32.751,33,43.5,22,18,17,29,54,50.232,50,56.232,14,0.093,5,21
5.0,255.36,23.597,22.268,21,28.5,14,15,15,19,38,35.811,36,40.983,10,0.079,3,17
6.8,532.46,37.642,36.025,34,41.5,20,13,11,32,58,57.541,56,64.128,11,0.172,10,24
5.0,529.57,42.159,41.756,43,58.5,28,30,29,39,65,62.53,61,69.453,25,0.092,6,22
7.4,368.45,31.722,30.64,30,38.5,20,17,17,27,51,48.527,48,54.489,13,0.078,4,21
5.15,476.89,35.995,35.797,38,52.0,25,26,24,34,53,50.596,49,54.942,24,0.075,4,15
5.0,411.46,33.756,33.213,35,49.5,22,28,27,31,52,48.785,48,53.983,21,0.096,5,17
5.0,287.35,25.074,24.214,25,36.0,17,22,22,22,38,35.043,35,39.152,17,0.053,2,13
5.15,366.46,32.239,30.971,29,38.0,20,18,18,27,51,49.342,49,55.358,16,0.137,7,22
5.2,394.47,30.881,30.048,31,43.0,19,23,22,28,46,43.945,43,48.535,18,0.065,3,15
6.1,239.31,21.074,20.214,20,27.0,13,13,12,18,33,31.043,31,35.152,11,0.03,1,13
5.9,453.32,33.068,31.943,32,44.0,21,23,22,29,49,46.803,46,51.369,20,0.082,4,17
5.0,408.87,32.574,31.745,32,44.0,21,23,22,29,49,46.898,46,51.472,20,0.082,4,17
6.1,338.43,29.302,28.199,28,36.5,18,17,17,25,47,44.309,44,50.236,13,0.064,3,19
5.0,331.37,27.978,27.323,28,39.5,20,23,23,25,42,39.447,39,43.535,20,0.071,3,14
8.086,530.5,44.006,41.755,39,49.5,26,18,17,36,68,65.625,65,73.405,15,0.132,9,29
4.4,221.28,20.063,19.171,19,27.5,14,17,17,17,30,27.84,28,31.156,14,0.067,2,11
5.15,380.59,32.841,30.157,27,33.0,17,11,10,25,51,49.051,49,55.404,7,0.118,6,24
5.0,515.66,47.074,44.858,45,61.0,32,29,26,39,74,67.767,68,75.893,25,0.068,5,29
5.8,281.4,26.358,24.795,23,31.0,16,16,16,21,42,39.694,40,45.398,11,0.048,2,19
6.2,333.36,27.461,26.992,28,39.5,20,23,23,25,41,38.632,38,42.666,20,0.073,3,13
5.0,485.99,39.563,38.257,37,47.5,24,19,17,34,62,60.047,59,66.971,17,0.145,9,25
6.1,391.83,30.807,30.197,31,43.0,21,21,18,28,45,42.913,42,46.558,21,0.067,3,14
5.5,371.42,31.71,30.896,31,43.0,22,21,18,28,48,45.473,45,50.03,21,0.063,3,17
5.3,468.6,42.523,40.552,40,53.0,28,23,20,35,68,62.992,63,70.604,20,0.029,2,28
5.0,512.59,42.949,41.924,44,58.0,28,24,20,38,69,63.941,63,71.11,20,0.029,2,25
7.6,399.55,35.972,33.707,32,44.5,24,24,23,29,53,49.662,50,55.361,21,0.094,5,21
5.0,403.55,35.222,33.223,32,44.0,22,23,22,29,53,49.982,50,55.943,19,0.057,3,21
5.2,316.35,25.773,25.424,27,38.5,17,23,23,24,39,36.589,36,40.445,17,0.103,4,12
6.229,370.42,30.415,29.828,30,40.0,19,20,20,27,49,46.971,46,52.283,14,0.102,5,19
5.0,383.89,29.432,28.152,26,35.0,16,15,12,25,44,44.084,43,48.518,12,0.136,6,18
5.3,375.45,29.063,28.314,27,38.0,16,16,12,26,44,44.196,43,48.74,12,0.136,6,17
5.0,448.55,36.012,34.83,32,43.0,20,16,12,31,56,56.283,55,62.322,12,0.143,8,24
6.854,358.48,33.33,31.542,30,41.0,22,22,22,27,52,48.687,49,54.939,18,0.115,6,22
5.0,325.77,25.591,24.955,26,35.5,17,18,17,23,38,35.702,35,38.934,16,0.026,1,12
8.1,362.78,28.04,27.649,30,42.5,20,23,21,26,41,37.927,37,40.645,20,0.024,1,11
5.6,291.41,24.904,23.369,22,29.5,14,13,11,20,39,37.222,37,41.74,9,0.051,2,17
5.0,441.51,33.222,32.661,32,41.0,18,15,12,30,53,52.872,51,58.665,11,0.113,6,21
8.4,293.41,27.358,25.795,25,33.0,17,16,16,22,44,40.694,41,46.398,11,0.068,3,19
6.056,443.38,34.171,32.33,32,43.0,21,20,18,29,48,45.644,45,49.917,19,0.083,4,16
5.7,476.65,42.171,39.739,38,49.0,26,18,16,34,66,62.069,62,69.524,14,0.106,7,28
6.5,416.61,36.966,34.54,31,39.0,20,14,12,29,59,57.061,57,64.896,10,0.153,9,28
5.6,374.5,32.455,30.675,30,42.0,21,23,22,27,48,44.996,45,50.029,20,0.063,3,18
5.5,394.91,31.551,29.976,30,42.0,20,23,22,27,45,42.436,42,46.558,20,0.067,3,15
6.9,346.38,27.989,27.665,29,41.0,18,23,22,26,43,40.8,40,45.069,18,0.116,5,14
5.4,415.54,37.551,35.805,35,45.5,24,18,17,31,60,56.0,56,63.062,14,0.117,7,25
5.7,390.46,32.756,31.914,32,44.0,21,23,22,29,51,48.636,48,54.445,19,0.059,3,19
6.0,372.47,32.819,31.531,31,43.0,21,23,22,28,51,48.123,48,54.106,19,0.059,3,20
5.3,301.81,25.455,24.095,23,31.0,15,16,16,21,39,37.134,37,41.927,11,0.051,2,16
6.9,459.45,33.574,34.085,36,47.0,21,20,18,33,53,52.276,50,57.963,18,0.057,3,17
5.0,465.38,36.33,34.987,35,48.5,22,24,23,32,53,50.763,50,56.366,18,0.132,7,18
5.3,587.61,47.284,45.594,44,57.0,26,24,22,41,75,73.651,72,82.206,18,0.2,15,31
5.0,360.41,28.694,28.297,28,37.0,17,17,16,26,46,45.149,44,50.785,12,0.13,6,18
5.4,401.87,32.75,31.691,31,39.0,21,14,12,28,51,48.898,48,53.641,15,0.039,2,20
5.2,374.46,29.818,28.82,27,38.0,17,16,12,26,45,44.978,44,49.657,12,0.133,6,18
5.0,401.87,32.75,31.691,31,39.0,21,14,12,28,51,48.898,48,53.641,15,0.039,2,20
5.15,384.42,31.955,31.391,33,45.5,22,24,23,29,49,45.691,45,50.113,21,0.082,4,16
6.3,304.16,20.87,19.911,20,28.0,13,16,16,18,30,28.396,28,31.207,12,0.067,2,10
5.0,382.28,28.983,27.879,27,34.5,16,13,11,25,44,42.996,42,47.705,11,0.091,4,17
6.553,641.67,53.387,50.216,48,61.5,32,22,17,43,82,77.578,77,86.282,20,0.085,7,34
4.3,161.18,12.994,12.833,13,19.0,8,11,10,12,20,19.4,19,21.535,8,0.05,1,7
5.4,468.99,38.87,37.368,36,46.0,23,19,18,33,61,58.752,58,65.714,17,0.115,7,25
5.3,518.61,42.961,41.967,42,55.0,26,24,22,38,69,66.145,65,74.106,20,0.116,8,27
5.3,270.73,22.131,21.219,21,29.0,15,14,12,19,32,30.273,30,33.226,15,0.031,1,11
5.0,532.64,44.722,43.494,43,56.0,27,24,22,39,72,69.029,68,77.522,20,0.111,8,29
5.0,282.67,19.216,19.505,21,27.5,12,12,11,19,29,28.556,27,30.569,10,0.034,1,8
5.1,478.48,34.597,34.695,36,47.5,22,22,21,33,53,52.407,50,56.72,18,0.132,7,17
5.15,470.51,37.097,36.827,37,47.0,22,19,18,34,60,58.712,57,65.113,16,0.117,7,23
5.329,437.58,36.688,34.981,34,47.0,21,24,22,31,57,54.512,54,61.149,17,0.088,5,23
5.1,417.44,30.716,30.518,32,43.5,20,22,21,29,46,44.76,43,48.759,18,0.109,5,14
5.4,194.25,18.057,17.15,17,25.0,13,16,16,15,27,24.738,25,27.657,13,0.037,1,10
5.5,430.98,32.449,30.679,31,42.5,18,22,21,28,46,43.833,43,48.059,16,0.13,6,15
6.6,368.51,31.466,29.718,29,37.5,18,17,17,26,49,46.2,46,52.026,13,0.082,4,20
5.3,518.96,40.489,39.897,41,55.0,27,26,24,37,61,58.505,57,63.851,24,0.098,6,20
5.0,469.59,41.767,40.046,38,51.5,27,25,23,35,65,62.211,62,69.687,22,0.138,9,27
5.4,457.63,42.836,40.385,37,49.0,27,19,16,34,68,64.65,65,73.308,15,0.103,7,31
7.1,512.48,42.79,40.513,38,49.0,26,20,18,35,65,62.414,62,69.781,19,0.138,9,27
5.8,450.56,39.461,37.935,37,47.5,25,21,21,33,64,60.505,60,67.944,16,0.125,8,27
6.1,280.33,23.767,23.103,23,32.0,16,18,18,21,36,34.338,34,38.409,16,0.111,4,13
5.0,425.55,37.017,35.562,34,43.5,21,16,15,31,61,58.531,58,66.268,8,0.082,5,27
6.4,437.23,25.972,24.293,26,36.5,15,21,21,23,34,32.084,31,34.009,15,0.088,3,8
6.6,438.54,37.83,36.574,37,51.5,24,28,27,33,59,55.327,55,62.102,22,0.068,4,22
7.4,293.3,23.426,23.316,25,36.0,16,19,16,22,36,33.822,33,36.784,15,0.028,1,11
6.257,614.29,53.853,50.264,46,57.0,30,20,18,42,86,82.116,82,93.039,16,0.105,9,40
5.4,322.42,26.932,25.622,26,36.5,17,21,21,23,40,37.229,37,41.199,16,0.075,3,14
5.0,521.74,48.586,45.723,42,50.0,28,14,12,38,81,76.832,77,87.76,12,0.086,7,39
6.6,477.5,35.148,35.002,36,47.5,22,22,21,33,54,53.182,51,58.008,18,0.13,7,18
5.7,415.54,37.551,35.805,34,46.0,24,19,16,31,59,56.0,56,63.062,15,0.068,4,25
5.0,513.71,42.313,39.936,40,52.0,23,22,20,35,67,62.683,62,70.108,13,0.075,5,27
6.796,392.48,33.517,32.441,33,43.0,21,18,16,29,54,50.52,50,56.861,16,0.037,2,21
5.0,354.51,33.103,31.111,28,36.0,19,16,16,26,54,51.774,52,59.351,11,0.148,8,26
5.638,334.41,29.262,28.203,28,37.5,19,18,17,25,46,43.247,43,48.318,15,0.087,4,18
6.2,288.33,24.523,23.908,25,36.0,17,19,16,22,37,34.269,34,37.863,17,0.054,2,12
6.854,398.53,36.006,34.22,31,39.5,22,14,11,29,58,56.178,56,63.734,14,0.121,7,27
5.6,275.34,24.074,23.214,24,35.0,16,21,20,21,37,34.043,34,38.152,16,0.081,3,13
6.4,281.34,24.495,23.655,24,31.5,16,13,11,21,39,36.262,36,40.405,12,0.051,2,15
5.3,277.31,22.767,22.402,24,35.0,15,21,20,21,35,32.487,32,35.947,15,0.057,2,11
5.3,348.38,29.159,28.59,29,39.0,20,19,18,26,45,42.698,42,46.741,19,0.044,2,16
5.15,393.48,34.449,33.191,31,41.5,22,18,17,29,54,52.451,52,58.485,14,0.185,10,23
5.15,581.11,46.421,44.664,44,60.0,29,30,28,40,70,67.232,66,74.017,24,0.157,11,26
5.886,518.46,36.205,37.357,41,54.5,24,27,27,37,57,56.083,53,61.559,21,0.088,5,16
6.3,333.33,25.676,25.832,27,39.5,17,20,17,25,38,37.142,36,40.365,16,0.079,3,11
6.8,438.53,38.034,36.772,38,51.5,25,24,21,33,60,55.334,55,61.73,20,0.05,3,22
5.46,464.66,40.762,38.341,37,46.5,23,18,17,33,65,61.054,61,69.268,14,0.108,7,28
5.119,373.5,34.336,32.563,31,41.0,22,19,18,28,54,50.789,51,57.438,17,0.093,5,23
5.0,348.39,28.955,28.391,30,40.5,19,21,21,26,46,42.691,42,47.113,15,0.043,2,16
6.8,529.63,43.66,42.578,41,51.0,26,19,18,38,71,69.392,68,78.324,17,0.113,8,30
5.3,258.4,26.08,24.026,20,25.5,16,11,11,19,42,40.367,41,46.358,10,0.143,6,22
5.377,331.37,27.978,27.323,27,39.5,20,19,17,25,41,39.447,39,43.535,14,0.073,3,14
5.602,560.74,48.398,46.023,45,58.5,29,26,25,40,77,72.483,72,81.145,19,0.104,8,32
6.095,271.13,17.352,16.653,18,25.0,10,12,10,16,22,21.022,20,21.844,10,0.0,0,4
6.0,393.5,33.12,31.61,32,42.0,21,18,16,28,51,47.433,47,52.365,16,0.059,3,19
5.5,439.59,38.017,36.024,37,52.0,24,30,30,32,58,52.974,53,59.315,21,0.086,5,21
5.0,450.38,35.75,34.128,33,41.5,21,17,17,30,55,52.832,52,59.081,14,0.091,5,22
6.481,467.97,38.347,37.015,35,47.5,24,20,17,33,58,56.836,56,63.346,18,0.138,8,23
5.0,366.83,29.358,28.504,29,40.5,19,22,21,26,44,41.687,41,45.847,17,0.068,3,15
6.5,220.24,18.75,18.338,20,29.0,14,17,16,17,28,25.182,25,27.452,14,0.0,0,8
5.0,468.6,42.523,40.552,40,53.0,28,23,20,35,68,62.992,63,70.604,20,0.029,2,28
6.0,446.95,36.557,35.236,34,42.5,22,17,17,31,58,55.945,55,62.472,14,0.138,8,24
5.15,493.67,45.631,43.186,41,54.0,29,25,24,37,72,67.643,68,76.68,22,0.097,7,31
6.1,353.44,30.512,29.42,29,37.5,19,17,17,26,49,46.418,46,52.362,13,0.082,4,20
