pXC50,P_VSA_v_2,SAacc,P_VSA_p_2,TPSA.NO.,GMTI,SpMin4_Bh.e.,X0v,SpMax5_Bh.e.,CSI,SMTIV,X0sol,SpMax5_Bh.i.,SpMaxA_EA.ri.,UNIP,Xu,Psi_i_s,SMTI,SpMin5_Bh.i.,RDCHI,SpMaxA_AEA.ri.,IDDM,Sv,Eig07_EA,SM15_AEA.bo.,SpMaxA_EA,Eta_epsi,Eig15_EA.ed.,SM10_AEA.ri.,ECC,ON1,LPRS,SpMin5_Bh.v.,SpMax6_Bh.s.,Chi0_EA.ed.,X1sol,SpMin5_Bh.e.,SpMaxA_AEA.bo.,ATS1v,Dz,IVDM,X1,IDM,SpMax4_Bh.s.,SpMin5_Bh.m.,X1Mad,SpMaxA_AEA.ed.,ATS8p,MDDD,TIC5,BID,nSK,Psi_e_0,Eig15_EA,SM09_AEA.dm.,CID,Chi0_EA.ri.,VAR,SpMax8_Bh.s.,Chi0_EA.bo.,TIC4,TIC2,VvdwZAZ,Eig07_AEA.ri.,Eig15_AEA.ri.,Uindex,SpMin4_Bh.p.
6.602,59.941,59.941,59.941,41.99,15860.0,1.719,19.214,3.587,968.0,22749.0,22.761,3.633,0.089,164.0,30.828,66.0,15348.0,1.553,4.485,0.118,4.97,39.66,1.857,1.857,0.089,33.567,-0.08,-0.08,458.0,7.222,172.887,1.745,4.255,13.189,15.508,1.596,0.129,3.74,66.0,4.94,15.508,8.681,4.674,1.774,15.293,0.191,4.135,38.664,319.735,3.501,32,11.817,-0.033,-0.033,4.185,21.654,170.0,3.912,18.805,319.735,288.152,439.59,2.857,0.949,61.432,1.901
7.31,52.91,52.91,52.91,44.98,17134.0,1.505,19.298,3.432,982.0,24666.0,22.786,3.48,0.085,165.0,30.95,66.167,15938.0,1.335,4.43,0.115,5.02,39.036,2.061,2.061,0.089,34.6,1.414,1.414,444.0,7.444,177.099,1.625,4.464,13.477,16.211,1.4,0.124,3.748,70.0,4.989,16.211,8.761,4.58,1.653,15.599,0.187,3.953,34.129,315.51,3.532,33,12.167,0.584,0.584,4.243,23.795,134.0,4.07,20.61,301.246,258.517,417.79,2.972,1.539,48.184,1.698
6.155,70.941,70.941,70.941,51.22,19433.0,1.658,18.614,3.621,1159.0,28085.0,22.719,3.685,0.081,188.0,32.008,69.167,18230.0,1.593,4.746,0.109,5.01,39.321,1.642,1.642,0.082,33.833,1.421,1.421,535.0,7.472,181.922,1.793,4.248,14.32,16.276,1.633,0.12,3.749,69.0,5.013,16.276,8.736,4.713,1.837,15.939,0.172,4.002,48.5,343.775,3.531,33,12.188,0.657,0.657,4.235,23.192,187.0,3.906,20.04,343.775,288.946,433.38,2.627,1.657,54.86,1.804
6.699,81.941,81.941,81.941,60.45,18442.0,1.716,20.031,3.582,1071.0,28437.0,24.175,3.624,0.084,178.0,32.382,73.0,17950.0,1.541,4.644,0.112,5.055,41.089,1.932,1.932,0.084,36.5,0.785,0.785,510.0,7.889,187.16,1.733,4.323,14.186,16.584,1.58,0.122,3.761,72.0,5.03,16.584,8.862,4.83,1.748,16.055,0.181,4.12,45.273,332.665,3.56,34,12.522,0.518,0.518,4.245,23.752,194.0,4.213,20.65,332.665,304.691,457.17,2.897,1.383,67.5,1.9
6.903,81.941,81.941,81.941,60.45,19510.0,1.738,20.161,3.619,1097.0,29518.0,24.46,3.68,0.083,169.0,32.809,74.5,18633.0,1.554,4.686,0.109,5.09,41.562,1.796,1.796,0.083,36.6,1.441,1.441,512.0,8.028,192.073,1.795,4.341,14.671,17.173,1.616,0.119,3.794,74.0,5.08,17.173,8.952,4.842,1.819,16.647,0.177,4.194,49.478,333.944,3.588,35,12.91,0.673,0.673,4.287,24.754,210.0,4.177,21.404,329.944,280.329,448.57,2.771,1.666,59.487,1.88
4.301,19.91,19.91,19.91,16.13,2908.0,1.313,12.139,2.904,279.0,4922.0,14.165,3.009,0.149,49.0,18.85,38.444,3001.0,0.855,3.112,0.2,4.216,23.612,1.0,1.0,0.151,20.486,-3.0,-3.0,137.0,4.306,81.754,1.308,3.776,7.79,9.453,0.934,0.213,3.214,39.333,4.178,9.165,7.219,4.277,1.417,8.665,0.325,3.372,13.285,169.911,3.01,19,6.987,-1.18,-1.18,3.668,13.004,55.0,3.488,11.212,169.911,154.26,260.21,2.0,-0.319,33.319,1.511
6.398,81.941,81.941,81.941,60.45,12753.0,1.621,16.851,3.35,898.0,19892.0,20.476,3.4,0.095,148.0,28.673,63.167,12341.0,1.231,4.268,0.128,4.826,34.509,1.601,1.601,0.097,31.2,-0.201,-0.201,425.0,6.75,153.045,1.541,4.255,12.179,14.207,1.281,0.141,3.594,62.0,4.804,14.207,8.359,4.684,1.576,13.69,0.203,3.723,37.151,286.465,3.407,29,10.688,-0.091,-0.091,4.094,20.517,144.0,3.902,17.841,284.465,240.326,375.95,2.521,0.891,53.042,1.798
7.699,70.941,70.941,70.941,51.22,11388.0,1.672,16.391,3.353,822.0,17175.0,19.769,3.419,0.098,135.0,27.717,59.833,10980.0,1.265,4.168,0.131,4.776,33.794,1.529,1.529,0.098,29.733,-0.829,-0.829,387.0,6.389,145.338,1.582,4.263,11.627,13.652,1.335,0.144,3.582,59.0,4.752,13.652,8.267,4.663,1.632,13.285,0.206,3.747,33.571,287.254,3.373,28,10.336,-0.343,-0.343,4.059,19.43,128.0,3.781,16.918,287.254,242.425,367.16,2.497,0.652,50.139,1.822
6.647,247.484,247.484,247.484,148.82,8004.0,1.422,16.948,3.261,463.0,13855.0,21.809,3.315,0.125,77.0,25.791,83.083,7764.0,1.333,3.403,0.156,4.879,33.47,2.138,2.138,0.128,35.867,-0.605,-0.605,209.0,5.896,141.857,1.582,6.432,9.564,13.84,1.352,0.157,3.64,70.0,4.736,13.84,8.609,6.463,1.522,13.038,0.278,3.355,19.333,270.725,3.445,30,11.907,-0.232,-0.232,4.142,19.322,87.0,4.412,18.621,270.725,244.725,360.38,3.116,0.747,37.061,1.661
8.398,81.941,81.941,81.941,60.45,17206.0,1.692,20.765,3.607,1035.0,25839.0,24.338,3.673,0.086,170.0,32.053,71.167,16900.0,1.563,4.496,0.114,5.052,42.143,1.611,1.611,0.086,37.7,0.587,0.587,496.0,7.944,185.266,1.81,4.285,14.17,16.55,1.625,0.124,3.785,72.0,5.02,16.55,8.863,4.665,1.84,16.034,0.182,4.325,45.218,392.03,3.56,34,12.591,0.368,0.368,4.244,23.75,188.0,4.134,21.072,390.03,325.275,462.45,2.547,1.324,67.458,1.871
6.398,59.941,59.941,59.941,41.99,12861.0,1.677,16.499,3.554,852.0,18889.0,20.15,3.606,0.097,145.0,28.642,60.833,12308.0,1.515,4.359,0.129,4.83,35.079,1.437,1.437,0.097,29.667,-0.159,-0.159,399.0,6.722,152.782,1.725,4.178,12.901,14.326,1.566,0.141,3.625,60.0,4.829,14.326,8.381,4.688,1.751,14.109,0.21,3.766,33.234,271.975,3.407,29,10.686,-0.071,-0.071,4.097,20.31,145.0,3.813,17.512,271.975,230.691,387.69,2.406,0.908,52.842,1.869
7.523,70.941,70.941,70.941,51.22,9771.0,1.598,15.391,3.356,786.0,15326.0,18.615,3.416,0.096,132.0,26.567,56.5,9652.0,1.268,4.095,0.134,4.672,31.794,1.385,1.385,0.098,28.333,-1.258,-1.258,380.0,6.083,134.262,1.581,4.229,11.063,12.669,1.334,0.15,3.495,55.0,4.648,12.669,8.04,4.535,1.631,12.297,0.203,3.619,30.509,272.913,3.302,26,9.571,-0.559,-0.559,3.972,17.979,124.0,3.784,15.756,272.913,245.403,358.46,2.384,0.457,55.658,1.737
7.301,70.941,70.941,70.941,51.22,12142.0,1.662,17.727,3.522,873.0,18468.0,20.899,3.58,0.095,149.0,28.722,61.167,12091.0,1.47,4.247,0.129,4.829,36.374,1.535,1.535,0.095,32.233,-0.477,-0.477,425.0,6.861,153.41,1.717,4.23,12.332,14.118,1.527,0.141,3.625,61.0,4.798,14.118,8.38,4.523,1.745,13.745,0.205,3.911,34.656,329.51,3.406,29,10.711,-0.238,-0.238,4.077,20.057,138.0,3.929,17.794,329.51,291.736,410.36,2.501,0.764,65.996,1.818
6.699,59.941,59.941,59.941,41.99,10699.0,1.625,16.035,3.349,799.0,15378.0,19.062,3.403,0.102,131.0,27.043,56.167,10279.0,1.253,4.115,0.137,4.724,33.079,1.427,1.427,0.102,28.267,-1.077,-1.077,375.0,6.083,139.232,1.532,3.92,11.138,13.131,1.302,0.15,3.57,56.0,4.698,13.131,8.149,4.578,1.566,12.919,0.215,3.64,32.247,278.07,3.338,27,9.979,-0.448,-0.448,4.024,18.432,124.0,3.842,15.995,272.07,225.931,358.37,2.414,0.565,47.545,1.802
6.523,92.941,92.941,92.941,69.68,14275.0,1.621,18.182,3.368,950.0,22711.0,22.054,3.414,0.092,155.0,29.997,68.333,13912.0,1.243,4.327,0.124,4.919,36.75,1.61,1.61,0.094,33.967,0.44,0.44,452.0,7.278,165.445,1.561,4.378,12.916,15.156,1.29,0.135,3.647,67.0,4.892,15.156,8.569,4.796,1.577,14.485,0.198,3.883,40.21,318.811,3.471,31,11.427,0.333,0.333,4.156,22.059,164.0,4.164,19.211,308.547,262.282,402.04,2.521,1.182,58.644,1.803
7.26,59.941,59.941,59.941,41.99,14494.0,1.705,17.206,3.586,930.0,21082.0,20.857,3.645,0.094,160.0,29.611,62.333,13867.0,1.541,4.481,0.125,4.879,36.606,1.49,1.49,0.094,30.967,0.33,0.33,436.0,6.972,160.683,1.778,4.193,13.401,14.826,1.6,0.137,3.665,62.0,4.879,14.826,8.473,4.688,1.819,14.609,0.203,3.874,35.867,291.763,3.439,30,11.067,0.144,0.144,4.13,21.017,156.0,3.865,18.142,291.763,253.234,404.99,2.475,1.144,55.784,1.889
6.155,81.941,81.941,81.941,60.45,20079.0,1.726,20.954,3.589,1153.0,30584.0,25.045,3.63,0.082,191.0,33.199,74.667,19590.0,1.548,4.706,0.109,5.097,42.616,2.0,2.0,0.082,37.8,0.785,0.785,550.0,8.056,194.841,1.741,4.323,14.272,16.978,1.586,0.119,3.795,74.0,5.064,16.978,8.942,4.83,1.755,16.451,0.176,4.169,47.657,350.469,3.588,35,12.9,0.518,0.518,4.271,24.201,215.0,4.213,21.073,350.469,324.494,474.47,3.0,1.383,70.756,1.91
7.187,81.941,81.941,81.941,60.45,18442.0,1.716,20.031,3.582,1071.0,28437.0,24.175,3.624,0.084,178.0,32.382,73.0,17950.0,1.541,4.644,0.112,5.055,41.089,1.932,1.932,0.084,36.5,0.785,0.785,510.0,7.889,187.16,1.733,4.323,14.186,16.584,1.58,0.122,3.761,72.0,5.03,16.584,8.862,4.83,1.748,16.055,0.181,4.12,45.273,332.665,3.56,34,12.522,0.518,0.518,4.245,23.752,194.0,4.213,20.65,332.665,304.691,457.17,2.897,1.383,67.5,1.9
7.222,59.941,59.941,59.941,41.99,15003.0,1.677,18.612,3.556,945.0,24993.0,22.891,3.606,0.091,158.0,30.19,68.389,14474.0,1.515,4.464,0.122,4.923,36.734,1.696,1.696,0.092,31.838,-0.083,-0.083,446.0,7.056,166.522,1.721,4.27,13.074,15.692,1.564,0.133,3.668,64.667,4.904,15.114,8.58,4.893,1.739,14.279,0.197,3.918,38.125,271.975,3.471,31,11.399,-0.037,-0.037,4.157,21.478,168.0,4.146,18.357,271.975,244.001,418.11,2.679,0.926,58.539,1.868
7.699,70.941,70.941,70.941,51.22,15956.0,1.716,19.426,3.583,999.0,22603.0,22.598,3.628,0.089,165.0,30.865,65.0,15436.0,1.543,4.514,0.118,4.97,40.428,1.574,1.574,0.089,35.533,0.68,0.68,473.0,7.389,173.062,1.742,4.241,13.601,15.652,1.587,0.127,3.752,67.0,4.951,15.652,8.68,4.529,1.763,15.28,0.191,4.121,39.113,368.438,3.501,32,11.871,0.415,0.415,4.188,22.255,170.0,3.93,20.017,368.438,316.115,449.9,2.562,1.316,61.438,1.9
6.658,81.941,81.941,81.941,60.45,13450.0,1.621,18.738,3.351,923.0,21968.0,22.347,3.399,0.093,151.0,29.321,65.583,13066.0,1.232,4.279,0.127,4.873,35.534,1.609,1.609,0.096,31.667,-0.102,-0.102,438.0,6.944,159.109,1.54,4.256,12.392,15.195,1.28,0.139,3.622,63.75,4.843,14.618,8.465,4.679,1.576,13.558,0.203,3.843,38.96,294.465,3.439,30,11.056,-0.046,-0.046,4.124,21.149,154.0,3.904,18.288,292.465,253.71,395.23,2.521,0.902,55.829,1.792
6.26,59.941,59.941,59.941,41.99,16255.0,1.742,18.173,3.617,1014.0,23072.0,21.564,3.686,0.091,175.0,30.567,62.833,15550.0,1.56,4.601,0.121,4.927,38.66,1.572,1.572,0.091,32.867,0.965,0.965,476.0,7.222,168.642,1.828,4.192,13.901,15.326,1.624,0.132,3.716,64.0,4.927,15.326,8.562,4.688,1.853,15.109,0.197,4.022,38.522,322.569,3.47,31,11.473,0.426,0.426,4.162,21.724,168.0,3.864,19.056,322.569,259.775,424.93,2.567,1.434,58.792,1.905
7.0,59.941,59.941,59.941,41.99,12861.0,1.687,16.758,3.563,852.0,18586.0,20.15,3.625,0.097,145.0,28.642,59.833,12308.0,1.52,4.359,0.129,4.83,35.606,1.437,1.437,0.097,30.267,-0.159,-0.159,399.0,6.722,152.782,1.771,4.164,12.901,14.326,1.58,0.141,3.639,60.0,4.829,14.326,8.381,4.688,1.817,14.109,0.21,3.833,33.234,282.475,3.407,29,10.719,-0.071,-0.071,4.097,20.31,145.0,3.781,17.642,282.475,236.436,390.33,2.406,0.908,52.842,1.885
7.699,89.861,89.861,59.941,41.99,14795.0,1.676,17.1,3.556,918.0,24441.0,20.15,3.608,0.092,156.0,30.108,76.167,14274.0,1.514,4.434,0.122,4.924,35.846,1.695,1.695,0.092,32.695,-0.16,-0.16,433.0,7.056,166.105,1.723,4.561,13.147,14.326,1.564,0.134,3.645,67.0,4.904,15.114,8.582,4.897,1.744,14.661,0.197,3.757,36.735,287.975,3.471,31,11.494,-0.071,-0.071,4.157,21.33,168.0,4.173,18.357,287.975,252.001,399.83,2.679,0.908,58.541,1.869
6.398,81.941,81.941,81.941,60.45,19539.0,1.743,20.738,3.597,1098.0,29901.0,24.882,3.634,0.082,185.0,33.038,74.5,19062.0,1.553,4.698,0.109,5.098,42.616,1.932,1.932,0.082,37.8,0.785,0.785,524.0,8.222,193.883,1.739,4.321,14.688,17.122,1.589,0.119,3.795,74.0,5.074,17.122,8.954,4.83,1.751,16.597,0.176,4.216,45.851,353.224,3.588,35,12.905,0.518,0.518,4.274,24.614,196.0,4.218,21.52,353.224,319.74,474.47,2.897,1.383,70.58,1.918
8.398,70.941,70.941,70.941,51.22,15956.0,1.716,18.7,3.578,999.0,23995.0,22.598,3.621,0.089,165.0,30.865,67.833,15436.0,1.539,4.514,0.118,4.97,38.848,1.574,1.574,0.089,33.733,0.68,0.68,473.0,7.389,173.062,1.731,4.318,13.601,15.652,1.58,0.129,3.714,67.0,4.951,15.652,8.68,4.75,1.75,15.28,0.191,4.018,39.113,337.65,3.501,32,11.793,0.415,0.415,4.188,22.255,170.0,3.932,19.305,337.65,288.087,431.08,2.562,1.316,61.438,1.899
6.602,89.861,89.861,59.941,41.99,15644.0,1.716,17.97,3.577,939.0,25657.0,21.02,3.621,0.089,162.0,30.746,78.0,15140.0,1.536,4.455,0.119,4.971,37.373,1.742,1.742,0.089,33.995,-0.133,-0.133,444.0,7.222,172.467,1.727,4.561,13.262,14.72,1.577,0.13,3.684,69.0,4.94,15.508,8.683,4.897,1.745,15.056,0.192,3.896,37.219,307.008,3.501,32,11.876,-0.056,-0.056,4.185,21.779,170.0,4.244,18.805,307.008,271.034,417.13,2.7,0.929,61.43,1.899
7.602,70.941,70.941,70.941,51.22,10448.0,1.618,16.313,3.406,813.0,16236.0,19.485,3.459,0.1,137.0,27.255,58.167,10356.0,1.321,4.112,0.136,4.726,33.321,1.512,1.512,0.101,29.633,-1.108,-1.108,394.0,6.278,140.406,1.608,4.231,11.202,13.08,1.375,0.15,3.541,57.0,4.691,13.08,8.156,4.534,1.642,12.707,0.215,3.742,31.498,289.71,3.338,27,9.948,-0.553,-0.553,4.006,18.479,126.0,3.88,16.164,289.71,267.445,375.76,2.488,0.458,59.045,1.756
6.939,172.775,161.435,172.775,133.63,19399.0,1.681,18.872,3.61,1081.0,34529.0,25.045,3.654,0.082,177.0,33.029,92.167,18938.0,1.524,4.654,0.11,5.096,38.928,1.701,1.701,0.083,37.133,1.795,1.795,516.0,7.944,193.62,1.748,4.897,14.432,16.936,1.575,0.12,3.706,77.0,5.064,16.936,8.949,6.999,1.752,16.221,0.176,3.958,46.501,309.076,3.588,35,12.921,0.786,0.786,4.271,23.732,219.0,4.62,20.268,309.076,273.102,439.57,2.685,1.763,70.653,1.88
7.398,85.901,85.901,70.941,51.22,15908.0,1.677,18.13,3.558,976.0,25426.0,21.728,3.609,0.089,162.0,30.862,73.667,15398.0,1.515,4.504,0.119,4.969,37.704,1.695,1.695,0.089,33.948,0.62,0.62,462.0,7.389,172.984,1.725,4.422,13.649,15.258,1.565,0.13,3.686,68.5,4.951,15.652,8.678,4.877,1.746,15.16,0.192,3.937,39.063,334.321,3.501,32,11.82,0.423,0.423,4.188,22.317,180.0,4.17,19.28,332.321,284.347,419.85,2.679,1.292,61.469,1.87
8.398,81.941,81.941,81.941,60.45,15088.0,1.68,19.351,3.435,975.0,23057.0,22.924,3.503,0.091,159.0,30.633,68.167,14750.0,1.376,4.348,0.12,4.966,39.089,1.61,1.61,0.091,35.1,0.441,0.441,465.0,7.444,171.769,1.674,4.285,13.036,15.55,1.444,0.131,3.713,68.0,4.929,15.55,8.67,4.668,1.729,15.034,0.192,4.113,40.617,350.98,3.502,32,11.829,0.333,0.333,4.184,22.336,168.0,4.011,19.658,348.98,300.226,427.85,2.522,1.189,61.538,1.848
8.0,81.941,81.941,81.941,60.45,20494.0,1.721,19.642,3.615,1127.0,31707.0,24.46,3.644,0.079,185.0,32.976,76.5,19436.0,1.567,4.731,0.106,5.099,40.509,1.932,1.932,0.08,35.4,1.81,1.81,524.0,8.0,193.571,1.733,4.525,14.57,17.157,1.597,0.116,3.77,74.0,5.08,17.157,8.945,4.83,1.745,16.632,0.171,4.006,44.297,298.265,3.588,35,12.842,0.811,0.811,4.287,24.691,190.0,4.273,20.937,298.265,248.556,443.29,2.897,1.774,59.663,1.868
7.678,136.298,134.399,136.298,95.17,15180.0,1.556,21.771,3.499,826.0,25862.0,26.198,3.544,0.09,141.0,31.673,81.278,15200.0,1.447,4.183,0.118,5.099,41.368,1.825,1.825,0.091,39.819,0.606,0.606,400.0,7.972,186.518,1.759,4.51,13.575,16.993,1.495,0.126,3.749,76.833,5.023,16.705,8.997,4.894,1.78,15.602,0.194,4.357,37.164,369.899,3.589,35,13.014,0.352,0.352,4.263,23.968,164.0,4.407,20.703,369.899,331.899,467.88,2.773,1.248,70.029,1.748
7.222,81.941,81.941,81.941,60.45,21814.0,1.702,21.022,3.651,1153.0,31939.0,25.167,3.684,0.077,192.0,33.684,75.333,20748.0,1.537,4.861,0.103,5.14,43.616,1.932,1.932,0.078,38.5,1.714,1.714,538.0,8.25,200.575,1.73,4.372,15.059,17.657,1.576,0.113,3.839,76.0,5.121,17.657,9.042,4.83,1.748,17.134,0.167,4.268,45.898,357.54,3.615,36,13.306,0.782,0.782,4.305,25.395,198.0,4.255,22.305,357.54,321.566,479.41,2.897,1.752,62.123,1.879
7.602,59.941,59.941,59.941,41.99,14795.0,1.677,18.612,3.555,918.0,24441.0,22.891,3.606,0.091,156.0,30.108,68.389,14274.0,1.515,4.434,0.122,4.924,36.734,1.695,1.695,0.092,31.838,-0.16,-0.16,433.0,7.056,166.105,1.722,4.283,13.147,15.692,1.564,0.134,3.668,64.667,4.904,15.114,8.582,4.893,1.742,14.279,0.197,3.899,36.735,287.975,3.471,31,11.404,-0.071,-0.071,4.157,21.478,168.0,4.161,18.357,287.975,252.001,418.11,2.662,0.908,58.541,1.868
7.301,103.941,103.941,103.941,78.91,23190.0,1.716,22.693,3.588,1207.0,37059.0,27.33,3.628,0.076,196.0,35.082,83.333,22796.0,1.543,4.798,0.102,5.214,45.572,1.947,1.947,0.077,42.033,1.222,1.222,580.0,8.944,214.456,1.736,4.495,15.61,18.481,1.58,0.112,3.848,82.0,5.178,18.481,9.199,4.892,1.746,17.655,0.164,4.357,51.684,379.725,3.667,38,13.993,0.68,0.68,4.35,26.823,246.0,4.306,23.39,375.725,338.97,509.35,2.924,1.575,80.4,1.9
6.699,138.358,132.688,138.358,106.27,15945.0,1.677,18.908,3.514,1002.0,26880.0,23.794,3.538,0.089,163.0,31.287,80.667,15634.0,1.289,4.375,0.118,5.01,37.96,1.614,1.614,0.09,36.233,0.461,0.461,479.0,7.556,178.138,1.607,4.634,13.198,15.922,1.346,0.13,3.676,72.5,4.964,15.922,8.766,4.946,1.633,15.16,0.191,3.957,41.761,326.149,3.531,33,12.219,0.343,0.343,4.212,22.726,178.0,4.285,19.691,324.149,285.394,419.19,2.567,1.195,64.5,1.873
8.046,70.941,70.941,70.941,51.22,15593.0,1.716,19.849,3.604,978.0,22933.0,23.02,3.653,0.086,171.0,31.102,65.667,15587.0,1.563,4.531,0.117,4.968,40.955,1.571,1.571,0.087,36.133,0.24,0.24,479.0,7.611,174.43,1.777,4.23,13.856,15.618,1.611,0.128,3.741,67.0,4.945,15.618,8.683,4.522,1.816,15.245,0.186,4.211,43.211,390.785,3.501,32,11.849,0.134,0.134,4.174,22.178,170.0,3.945,19.916,390.785,327.501,462.26,2.557,1.128,77.079,1.9
6.699,138.358,132.688,138.358,106.27,15104.0,1.625,18.038,3.509,977.0,25654.0,22.924,3.537,0.091,159.0,30.658,78.833,14766.0,1.273,4.354,0.122,4.964,36.433,1.614,1.614,0.093,34.933,0.46,0.46,466.0,7.389,171.766,1.597,4.633,13.079,15.528,1.31,0.133,3.637,70.5,4.929,15.528,8.669,4.945,1.576,14.764,0.196,3.812,41.609,306.965,3.502,32,11.836,0.342,0.342,4.185,22.277,174.0,4.255,19.243,304.965,266.21,401.89,2.566,1.195,61.542,1.838
8.301,59.941,59.941,59.941,41.99,14554.0,1.74,17.499,3.613,907.0,20810.0,21.305,3.675,0.093,143.0,29.738,64.167,13681.0,1.554,4.423,0.122,4.92,37.079,1.551,1.551,0.093,31.067,1.424,1.424,416.0,7.028,163.789,1.793,4.186,13.502,15.31,1.616,0.133,3.702,64.0,4.922,15.31,8.59,4.717,1.827,15.098,0.197,3.996,37.413,292.475,3.471,31,11.452,0.656,0.656,4.174,21.761,164.0,3.779,18.713,288.475,224.852,396.39,2.551,1.657,49.571,1.875
7.824,81.941,81.941,81.941,60.45,13514.0,1.672,17.721,3.361,923.0,20938.0,21.347,3.423,0.092,152.0,29.325,65.0,13123.0,1.268,4.289,0.124,4.875,36.036,1.602,1.602,0.094,32.5,-0.157,-0.157,438.0,6.917,159.274,1.583,4.285,12.298,14.601,1.336,0.136,3.635,64.0,4.843,14.601,8.467,4.684,1.633,14.086,0.196,3.863,37.822,305.498,3.439,30,11.068,-0.066,-0.066,4.123,20.966,148.0,3.931,18.288,303.498,259.359,393.25,2.521,0.921,55.807,1.828
6.745,81.941,81.941,81.941,60.45,14235.0,1.671,19.608,3.362,948.0,23082.0,23.217,3.422,0.09,155.0,29.964,67.417,13874.0,1.269,4.3,0.123,4.921,37.061,1.609,1.609,0.093,32.967,-0.098,-0.098,451.0,7.111,165.385,1.582,4.285,12.511,15.589,1.336,0.135,3.662,65.75,4.881,15.012,8.569,4.68,1.632,13.954,0.197,3.997,39.461,313.498,3.471,31,11.436,-0.042,-0.042,4.153,21.598,158.0,3.932,18.736,311.498,272.743,412.53,2.521,0.924,58.658,1.82
7.398,81.941,81.941,81.941,60.45,16625.0,1.677,19.161,3.555,980.0,25679.0,23.305,3.607,0.089,163.0,31.462,71.167,16146.0,1.515,4.508,0.119,5.012,39.562,1.51,1.51,0.09,35.2,0.753,0.753,465.0,7.778,179.04,1.726,4.377,14.263,16.224,1.566,0.129,3.724,70.0,4.997,16.224,8.771,4.81,1.75,15.7,0.194,4.1,38.806,329.059,3.531,33,12.152,0.492,0.492,4.219,23.393,193.0,4.178,20.252,329.059,289.085,439.87,2.467,1.369,64.487,1.87
6.699,81.941,81.941,81.941,60.45,19030.0,1.738,20.161,3.618,1062.0,28718.0,24.46,3.679,0.083,165.0,32.653,74.5,18177.0,1.554,4.635,0.11,5.092,41.562,1.785,1.785,0.083,36.6,1.427,1.427,495.0,8.028,191.239,1.795,4.357,14.752,17.173,1.616,0.119,3.794,74.0,5.08,17.173,8.956,4.84,1.821,16.647,0.177,4.26,46.415,349.944,3.588,35,12.914,0.657,0.657,4.287,24.754,210.0,4.182,21.404,345.944,289.838,448.57,2.76,1.657,59.459,1.88
7.745,81.941,81.941,81.941,60.45,16325.0,1.658,19.895,3.595,1010.0,24665.0,23.468,3.661,0.088,164.0,31.43,69.333,15990.0,1.542,4.477,0.117,5.008,40.616,1.611,1.611,0.089,36.4,0.584,0.584,483.0,7.778,178.847,1.798,4.257,14.05,16.156,1.606,0.127,3.749,70.0,4.986,16.156,8.769,4.665,1.829,15.638,0.187,4.213,44.957,372.163,3.531,33,12.211,0.367,0.367,4.217,23.301,186.0,4.133,20.625,370.163,311.408,445.15,2.547,1.324,64.431,1.847
7.602,81.941,81.941,81.941,60.45,17489.0,1.677,19.161,3.561,1046.0,27149.0,23.305,3.611,0.086,171.0,31.753,71.167,16976.0,1.517,4.624,0.115,5.01,39.562,1.697,1.697,0.086,35.2,0.785,0.785,497.0,7.722,180.67,1.729,4.302,14.07,16.19,1.566,0.125,3.724,70.0,4.997,16.19,8.768,4.83,1.748,15.659,0.186,4.01,45.324,313.059,3.531,33,12.142,0.518,0.518,4.219,23.303,193.0,4.157,20.203,313.059,285.085,439.87,2.68,1.383,64.469,1.87
7.222,56.796,56.796,56.796,43.38,13514.0,1.672,18.538,3.35,923.0,20938.0,21.847,3.416,0.092,152.0,29.325,61.667,13123.0,1.277,4.289,0.124,4.875,36.508,1.602,1.602,0.094,32.0,-0.157,-0.157,438.0,6.917,159.274,1.58,4.227,12.298,14.89,1.34,0.136,3.648,63.0,4.843,14.601,8.467,4.565,1.631,13.903,0.196,3.975,37.822,305.498,3.439,30,11.029,-0.066,-0.066,4.123,21.051,148.0,3.909,18.288,303.498,259.359,402.97,2.521,0.907,55.807,1.827
7.523,81.941,81.941,81.941,60.45,19839.0,1.722,20.954,3.585,1106.0,30289.0,25.045,3.626,0.082,189.0,33.114,74.667,19359.0,1.543,4.681,0.109,5.099,42.616,1.932,1.932,0.082,37.8,0.785,0.785,528.0,8.083,194.457,1.735,4.323,14.325,16.995,1.582,0.119,3.795,74.0,5.064,16.995,8.946,4.83,1.75,16.466,0.176,4.181,46.217,350.469,3.588,35,12.9,0.518,0.518,4.271,24.259,186.0,4.213,21.097,350.469,324.494,474.47,2.897,1.383,70.715,1.908
6.602,92.941,92.941,92.941,69.68,17489.0,1.653,18.862,3.511,1046.0,28137.0,23.305,3.557,0.086,171.0,31.753,73.167,16976.0,1.423,4.624,0.115,5.01,38.75,1.697,1.697,0.086,35.367,0.785,0.785,497.0,7.722,180.67,1.684,4.52,14.07,16.19,1.478,0.125,3.698,71.0,4.997,16.19,8.768,4.83,1.705,15.519,0.186,3.977,45.324,300.265,3.531,33,12.124,0.518,0.518,4.219,23.441,193.0,4.28,20.203,300.265,276.291,431.36,2.611,1.383,64.469,1.859
