pXC50,piID,piPC03,piPC04,SM04_EA.bo.,piPC06,piPC08,piPC10,PCD,piPC07,piPC09,nAB,nBM,Uc,piPC02,SM02_EA.bo.,Eig09_EA.bo.,nCsp2,Ui,nCIC,Eta_betaP,SM05_AEA.bo.,SpMax2_Bh.e.,X5,TRS,nCIR,SpMax2_Bh.i.,Eig09_AEA.bo.,Eig12_AEA.bo.,SpMax2_Bh.v.,Wap,SpMaxA_AEA.dm.,MPC10,Qindex,MPC08,SM03_AEA.bo.,Eta_beta,TPC,Eig12_EA.bo.,Eig04_EA.bo.,SM14_AEA.ri.,MPC06,GNar,MPC04,Xindex,SpMax2_Bh.p.,SpMin3_Bh.p.,SM04_EA.ri.,MPC05,MPC07,MPC09,X5sol,X4,SpMin3_Bh.e.,SpMin3_Bh.i.,Eig12_EA.ri.,Eig08_AEA.bo.,SRW08,PCR,Eig09_EA,SM03_AEA.dm.,MPC03,MWC05,Eig12_AEA.ri.,MWC06,IDDE,SRW10,Eig09_AEA.ri.,Eig09_EA.ed.
9.301,12.62,5.188,5.838,7.5,6.72,7.643,8.349,4.196,7.172,7.967,22,23,4.585,4.535,5.223,1.999,19,3.7,5,23.0,9.061,3.976,8.692,28,7,4.013,2.872,2.488,3.878,59012.0,0.108,5.58,27,5.313,6.36,44.0,8.424,1.466,3.265,3.265,4.942,2.14,4.615,0.251,3.871,1.959,6.153,4.836,5.118,5.434,8.692,10.777,1.778,1.733,1.074,3.007,8.805,1.498,1.476,1.476,4.29,7.847,2.083,8.76,4.632,10.491,2.451,4.056
7.523,12.818,5.221,5.864,7.557,6.75,7.652,8.361,4.245,7.213,7.984,22,23,4.585,4.588,5.276,2.057,19,3.7,5,22.5,9.187,3.985,9.049,28,7,4.02,2.92,2.571,3.894,71404.0,0.121,5.624,30,5.342,6.452,44.75,8.573,1.601,3.289,3.289,4.984,2.087,4.654,0.245,3.89,1.961,6.249,4.883,5.176,5.476,8.409,11.081,1.778,1.733,1.094,3.016,8.914,1.495,1.547,1.547,4.344,7.929,2.111,8.848,4.658,10.606,2.519,4.123
9.523,12.904,5.245,5.895,7.594,6.787,7.663,8.372,4.263,7.231,7.992,22,23,4.585,4.618,5.306,2.231,19,3.7,5,22.5,9.228,3.989,9.442,28,7,4.023,3.006,2.712,3.898,77279.0,0.117,5.652,31,5.366,6.487,45.5,8.641,1.799,3.292,3.292,5.024,2.067,4.691,0.245,3.889,1.961,6.278,4.927,5.209,5.501,8.409,11.435,1.778,1.733,1.202,3.226,8.95,1.493,1.548,1.548,4.369,7.964,2.227,8.885,4.83,10.645,2.522,4.294
7.523,12.748,5.237,5.881,7.579,6.765,7.658,8.364,4.246,7.175,7.981,22,23,4.585,4.588,5.276,2.231,19,3.7,5,22.5,9.15,3.983,8.941,28,7,4.018,3.006,2.492,3.883,64507.0,0.106,5.617,29,5.347,6.422,44.25,8.502,1.474,3.27,3.27,4.99,2.097,4.663,0.253,3.868,1.959,6.209,4.883,5.136,5.468,8.277,11.194,1.778,1.733,1.1,3.226,8.883,1.499,1.548,1.548,4.344,7.911,2.113,8.829,4.875,10.582,2.522,4.215
7.959,11.838,5.059,5.692,7.403,6.489,7.348,7.915,4.163,6.88,7.578,22,23,4.585,4.446,5.133,1.918,19,3.7,4,22.5,8.926,3.945,7.159,23,5,3.969,2.808,2.187,3.865,24583.0,0.118,4.868,22,4.787,6.249,40.5,7.675,1.053,3.078,3.078,4.554,2.094,4.357,0.271,3.861,1.901,5.931,4.554,4.635,4.796,7.248,8.822,1.748,1.716,0.603,2.988,8.609,1.542,1.372,1.372,4.078,7.629,1.573,8.517,4.423,10.265,2.358,3.598
7.0,14.195,5.325,5.987,7.607,6.937,7.995,8.848,5.257,7.468,8.396,28,29,4.907,4.661,5.349,2.066,25,4.0,6,28.5,9.147,3.978,9.83,34,8,4.008,2.913,2.564,3.9,111932.0,0.097,5.835,30,5.541,6.468,50.25,8.938,1.588,3.479,3.479,5.106,2.216,4.727,0.222,3.904,1.959,6.252,4.97,5.323,5.67,10.695,12.049,1.888,1.866,1.075,3.172,8.899,1.588,1.54,1.54,4.394,7.943,2.084,8.855,4.852,10.588,2.535,4.139
8.921,14.195,5.325,5.987,7.607,6.937,7.995,8.848,5.257,7.468,8.396,28,29,4.907,4.661,5.349,2.066,25,4.0,6,28.5,9.147,3.978,9.83,34,8,4.008,2.913,2.564,3.901,111932.0,0.097,5.835,30,5.541,6.468,50.25,8.938,1.588,3.479,3.479,5.106,2.216,4.727,0.222,3.905,1.959,6.253,4.97,5.323,5.67,10.695,12.049,1.889,1.867,1.069,3.172,8.899,1.588,1.54,1.54,4.394,7.943,2.078,8.855,4.852,10.588,2.535,4.139
8.721,13.229,5.224,5.872,7.499,6.798,7.791,8.559,4.291,7.289,8.141,22,23,4.585,4.577,5.265,2.065,20,3.7,6,22.5,9.086,3.975,9.83,34,8,4.007,2.912,2.5,3.895,111932.0,0.097,5.835,30,5.541,6.412,44.25,8.938,1.5,3.411,3.411,5.106,2.216,4.727,0.222,3.901,1.971,6.253,4.97,5.323,5.67,10.695,12.049,1.886,1.86,1.069,3.008,8.899,1.48,1.54,1.54,4.394,7.943,2.078,8.855,4.852,10.588,2.535,4.139
9.046,13.812,5.308,5.974,7.592,6.923,7.96,8.779,4.977,7.442,8.348,27,28,4.858,4.64,5.328,2.066,23,3.954,6,26.5,9.135,3.982,9.217,33,8,4.017,2.913,2.5,3.899,97754.0,0.1,5.793,30,5.517,6.449,47.75,8.835,1.5,3.479,3.479,5.094,2.222,4.718,0.225,3.903,1.917,6.239,4.927,5.303,5.642,10.083,11.872,1.844,1.828,1.0,3.147,8.874,1.563,1.54,1.54,4.382,7.932,2.0,8.846,4.56,10.562,2.535,4.14
7.523,13.971,5.33,5.997,7.628,6.947,7.999,8.83,5.034,7.472,8.399,27,28,4.858,4.668,5.357,2.067,23,3.954,6,26.5,9.177,3.986,9.6,33,8,4.022,2.913,2.567,3.901,110820.0,0.097,5.841,31,5.561,6.483,48.5,8.938,1.591,3.483,3.483,5.124,2.197,4.745,0.222,3.904,1.918,6.274,4.963,5.338,5.694,10.459,12.127,1.845,1.829,1.087,3.245,8.909,1.563,1.54,1.54,4.407,7.965,2.097,8.88,4.97,10.595,2.535,4.183
6.523,12.298,5.105,5.749,7.401,6.598,7.564,8.262,4.126,7.071,7.861,22,23,4.585,4.457,5.145,1.955,20,3.7,5,22.5,8.946,3.961,7.75,28,7,3.99,2.832,2.308,3.884,43258.0,0.119,5.442,25,5.215,6.268,40.25,8.172,1.233,3.234,3.234,4.812,2.2,4.511,0.26,3.894,1.901,6.044,4.71,5.004,5.303,8.495,9.868,1.808,1.787,0.941,2.912,8.69,1.505,1.394,1.394,4.19,7.734,1.951,8.641,4.664,10.369,2.386,3.215
8.602,12.572,5.167,5.802,7.49,6.658,7.585,8.285,4.224,7.091,7.886,22,23,4.585,4.525,5.212,2.038,20,3.7,5,22.5,9.051,3.969,8.392,28,7,3.994,2.901,2.309,3.889,54062.0,0.112,5.509,27,5.268,6.348,41.75,8.348,1.236,3.254,3.254,4.883,2.145,4.575,0.255,3.894,1.902,6.119,4.787,5.05,5.366,8.495,10.375,1.808,1.787,0.941,3.014,8.786,1.506,1.545,1.545,4.263,7.819,1.951,8.728,4.774,10.472,2.532,4.032
9.222,12.572,5.167,5.802,7.49,6.658,7.585,8.285,4.224,7.091,7.886,22,23,4.585,4.525,5.212,2.038,19,3.7,5,22.5,9.051,3.962,8.392,28,7,3.989,2.901,2.309,3.878,54062.0,0.112,5.509,27,5.268,6.348,42.25,8.348,1.236,3.254,3.254,4.883,2.145,4.575,0.255,3.883,1.89,6.105,4.787,5.05,5.366,8.495,10.375,1.747,1.717,0.935,3.014,8.786,1.506,1.545,1.545,4.263,7.819,1.945,8.728,4.774,10.472,2.512,4.032
8.131,12.572,5.167,5.802,7.49,6.658,7.585,8.285,4.224,7.091,7.886,22,23,4.585,4.525,5.212,2.038,19,3.7,5,22.5,9.051,3.969,8.392,28,7,3.997,2.901,2.309,3.87,54062.0,0.112,5.509,27,5.268,6.348,42.75,8.348,1.236,3.254,3.254,4.883,2.145,4.575,0.255,3.86,1.918,6.152,4.787,5.05,5.366,7.75,10.375,1.741,1.708,0.978,3.014,8.786,1.506,1.545,1.545,4.263,7.819,1.982,8.728,4.774,10.472,2.518,4.032
8.092,12.572,5.167,5.802,7.49,6.658,7.585,8.285,4.224,7.091,7.886,22,23,4.585,4.525,5.212,2.038,20,3.7,5,22.5,9.051,3.975,8.392,28,7,4.001,2.901,2.309,3.88,54062.0,0.112,5.509,27,5.268,6.348,42.25,8.348,1.236,3.254,3.254,4.883,2.145,4.575,0.255,3.869,1.929,6.169,4.787,5.05,5.366,7.75,10.375,1.8,1.776,0.982,3.014,8.786,1.506,1.545,1.545,4.263,7.819,1.985,8.728,4.774,10.472,2.536,4.032
8.268,12.646,5.205,5.849,7.537,6.727,7.647,8.354,4.222,7.162,7.972,22,23,4.585,4.557,5.244,2.038,18,3.7,5,22.5,9.102,3.976,8.918,28,7,4.014,2.901,2.488,3.871,58658.0,0.109,5.587,28,5.323,6.386,43.5,8.424,1.466,3.265,3.265,4.949,2.12,4.625,0.255,3.86,1.952,6.171,4.86,5.112,5.442,8.277,10.72,1.774,1.73,1.073,3.016,8.835,1.501,1.546,1.546,4.304,7.869,2.083,8.784,4.567,10.528,2.51,4.084
7.523,12.646,5.205,5.849,7.537,6.727,7.647,8.354,4.222,7.162,7.972,22,23,4.585,4.557,5.244,2.038,19,3.7,5,22.5,9.102,3.979,8.918,28,7,4.016,2.901,2.488,3.88,58658.0,0.109,5.587,28,5.323,6.386,43.5,8.424,1.466,3.265,3.265,4.949,2.12,4.625,0.255,3.869,1.959,6.175,4.86,5.112,5.442,8.277,10.72,1.778,1.733,1.076,3.016,8.835,1.501,1.546,1.546,4.304,7.869,2.085,8.784,4.567,10.528,2.516,4.084
9.155,12.533,5.18,5.822,7.497,6.694,7.635,8.343,4.192,7.155,7.963,22,23,4.585,4.525,5.212,2.009,19,3.7,5,22.5,9.056,3.976,8.55,28,7,4.014,2.864,2.488,3.877,52819.0,0.112,5.557,27,5.298,6.348,42.75,8.341,1.466,3.261,3.261,4.913,2.145,4.595,0.258,3.869,1.959,6.143,4.82,5.094,5.416,8.277,10.485,1.778,1.733,1.076,2.912,8.796,1.503,1.414,1.414,4.277,7.833,2.085,8.747,4.907,10.487,2.389,3.712
9.699,12.504,5.171,5.825,7.492,6.705,7.638,8.343,4.163,7.151,7.959,22,23,4.585,4.525,5.212,1.997,19,3.7,5,22.5,9.051,3.976,8.409,28,7,4.014,2.87,2.488,3.877,52819.0,0.112,5.557,27,5.298,6.348,42.75,8.341,1.466,3.263,3.263,4.92,2.145,4.595,0.256,3.869,1.959,6.137,4.812,5.088,5.412,8.277,10.563,1.778,1.733,1.074,3.006,8.786,1.499,1.47,1.47,4.263,7.824,2.082,8.74,4.907,10.473,2.445,4.051
7.0,12.494,5.171,5.818,7.492,6.699,7.633,8.343,4.153,7.16,7.959,22,23,4.585,4.525,5.212,1.997,19,3.7,5,22.5,9.051,3.975,8.568,28,7,4.014,2.871,2.492,3.876,52819.0,0.112,5.557,27,5.293,6.348,42.75,8.341,1.473,3.265,3.265,4.913,2.145,4.585,0.255,3.869,1.959,6.137,4.82,5.094,5.412,8.277,10.354,1.778,1.733,1.0,3.007,8.785,1.498,1.472,1.472,4.263,7.824,2.0,8.736,4.774,10.47,2.448,4.057
9.699,12.533,5.18,5.822,7.497,6.694,7.635,8.343,4.192,7.155,7.963,22,23,4.585,4.525,5.212,2.009,19,3.7,5,22.5,9.056,3.981,8.55,28,7,4.019,2.864,2.488,3.893,52819.0,0.112,5.557,27,5.298,6.348,42.5,8.341,1.466,3.261,3.261,4.913,2.145,4.595,0.258,3.894,1.961,6.164,4.82,5.094,5.416,8.55,10.485,1.778,1.733,1.076,2.912,8.796,1.503,1.414,1.414,4.277,7.833,2.085,8.747,4.907,10.487,2.414,3.712
9.699,12.504,5.171,5.825,7.492,6.705,7.638,8.343,4.163,7.151,7.959,22,23,4.585,4.525,5.212,1.997,19,3.7,5,22.5,9.051,3.98,8.409,28,7,4.017,2.87,2.488,3.89,52819.0,0.112,5.557,27,5.298,6.348,42.5,8.341,1.466,3.263,3.263,4.92,2.145,4.595,0.256,3.891,1.961,6.156,4.812,5.088,5.412,8.409,10.563,1.779,1.733,1.074,3.006,8.786,1.499,1.47,1.47,4.263,7.824,2.083,8.74,4.907,10.473,2.448,4.051
7.759,12.494,5.171,5.818,7.492,6.699,7.633,8.343,4.153,7.16,7.959,22,23,4.585,4.525,5.212,1.997,19,3.7,5,22.5,9.051,3.979,8.568,28,7,4.017,2.871,2.492,3.89,52819.0,0.112,5.557,27,5.293,6.348,42.5,8.341,1.473,3.265,3.265,4.913,2.145,4.585,0.255,3.89,1.961,6.156,4.82,5.094,5.412,8.568,10.354,1.779,1.733,1.0,3.007,8.785,1.498,1.472,1.472,4.263,7.824,2.0,8.736,4.774,10.47,2.449,4.057
4.254,8.885,4.609,5.237,6.921,6.108,6.799,6.788,2.087,6.438,6.783,10,10,3.459,3.975,4.659,0.547,5,2.585,3,8.5,8.563,3.798,4.966,16,4,3.822,1.551,0.727,3.628,6578.0,0.163,4.454,18,4.644,5.849,23.5,6.798,-0.623,2.844,2.844,4.477,2.018,4.174,0.429,3.604,1.782,5.534,4.344,4.543,4.615,5.228,6.79,1.502,1.456,-0.361,2.167,8.386,1.307,0.544,0.544,3.871,7.432,0.264,8.355,3.984,10.083,1.386,0.909
4.254,8.161,4.484,5.166,6.849,5.982,6.567,5.952,2.2,6.275,6.197,10,11,3.585,3.834,4.516,-0.703,9,2.807,2,10.0,8.364,3.579,3.63,11,3,3.609,0.674,-0.008,3.416,2178.0,0.219,2.89,12,3.829,5.645,20.0,5.961,-1.688,2.342,2.342,3.951,1.958,3.807,0.546,3.401,1.687,5.46,3.951,3.892,3.332,3.63,4.939,1.453,1.384,-1.231,1.135,8.015,1.369,-0.595,-0.595,3.497,7.055,-0.349,7.963,3.875,9.691,0.392,-0.958
4.254,8.315,4.44,4.986,6.75,5.806,6.304,6.186,1.683,6.062,6.43,6,8,3.17,3.839,4.522,0.0,9,2.585,3,10.0,8.452,3.746,4.935,18,6,3.785,1.34,0.304,3.65,5485.0,0.2,4.159,16,4.477,5.724,20.5,6.632,-1.135,2.504,2.504,4.369,2.091,4.007,0.472,3.657,1.477,5.625,4.304,4.443,4.466,4.935,5.696,1.252,1.216,-0.898,1.534,8.29,1.254,0.0,0.0,3.714,7.259,0.088,8.173,3.617,10.035,0.98,0.0
6.0,13.791,5.318,5.91,7.609,6.735,7.543,8.122,5.102,7.138,7.913,23,27,4.807,4.696,5.384,2.409,26,4.044,5,30.5,9.207,3.983,10.31,30,6,4.013,3.251,2.694,3.887,90036.0,0.09,5.366,28,5.242,6.538,56.75,8.688,1.751,3.519,3.519,5.024,2.095,4.71,0.223,3.877,1.96,6.253,4.956,5.153,5.333,10.31,12.626,1.815,1.784,1.214,3.359,8.961,1.587,1.845,1.845,4.431,7.97,2.256,8.863,4.856,10.644,2.812,5.136
5.0,11.32,5.015,5.531,7.471,6.353,7.135,7.712,2.442,6.755,7.428,11,15,4.0,4.541,5.228,2.132,9,3.392,5,16.5,9.219,4.028,9.669,29,8,4.036,3.087,2.428,3.866,106730.0,0.107,5.602,31,5.407,6.474,42.0,8.877,1.368,3.272,3.272,5.1,2.061,4.691,0.222,3.947,1.973,6.364,4.956,5.283,5.489,10.026,11.698,1.803,1.76,0.983,3.132,8.996,1.275,1.801,1.801,4.419,7.995,1.984,8.906,4.608,10.685,2.782,5.313
5.0,10.278,4.801,5.391,7.098,6.241,7.064,7.638,2.392,6.637,7.356,11,13,3.807,4.245,4.931,1.435,9,3.087,4,13.5,8.828,3.881,7.409,23,7,3.944,2.511,2.0,3.716,28628.0,0.122,5.318,23,5.142,6.147,32.25,7.886,0.961,3.016,3.016,4.812,2.075,4.419,0.303,3.71,1.803,5.995,4.691,4.97,5.209,7.409,8.753,1.535,1.492,0.77,2.895,8.66,1.303,1.244,1.244,4.111,7.679,1.763,8.59,4.31,10.352,2.246,2.936
5.0,11.641,5.046,5.621,7.313,6.376,7.142,7.709,3.152,6.761,7.426,17,19,4.322,4.457,5.145,2.014,15,3.524,5,19.5,8.997,3.95,9.023,29,8,3.989,2.895,2.389,3.859,65178.0,0.103,5.481,27,5.293,6.332,41.25,8.49,1.277,3.036,3.036,4.949,2.135,4.595,0.239,3.859,1.932,6.17,4.86,5.124,5.371,9.023,10.657,1.792,1.736,0.983,3.075,8.824,1.371,1.529,1.529,4.29,7.846,1.984,8.751,4.539,10.51,2.494,4.23
4.254,11.775,5.032,5.637,7.328,6.701,7.697,8.477,3.309,7.195,8.156,11,15,4.0,4.363,5.05,1.917,15,3.392,5,16.0,9.059,3.938,8.386,29,15,3.952,2.888,1.852,3.852,54541.0,0.143,5.961,28,5.666,6.277,33.5,8.466,0.605,3.249,3.249,5.17,2.158,4.605,0.317,3.841,1.74,6.237,4.942,5.429,5.832,8.386,9.725,1.529,1.485,0.446,2.922,8.87,1.391,1.399,1.399,4.277,7.853,1.44,8.8,4.624,10.645,2.397,3.091
