pXC50,SpDiam_EA.ri.,SM08_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,Eig01_EA.ri.,SpMax_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM15_EA.ri.,SM09_EA.ri.,SM07_EA.ri.,SM06_EA.ri.,SM05_EA.ri.,GGI5,Eig02_EA.ri.,SM04_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,MWC10,TWC,BIC0,NdssC,Eig01_AEA.ri.,SpMax_AEA.ri.,MWC09,Eig03_AEA.ed.,CATS2D_07_AL,Eig03_EA.ri.,SM04_EA.ed.,SIC0,SpDiam_AEA.ri.,MWC08,AAC,IC0,SM03_EA.ri.,Eig02_AEA.ri.,SpDiam_EA.ed.,X.,MATS5s,SdO,Eig02_AEA.ed.,SM05_AEA.ed.,SM02_EA.ed.,CATS2D_02_LL,MWC06,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig03_AEA.ri.,SM06_AEA.ed.,Eig02_EA.ed.,SM11_AEA.dm.,SM07_AEA.ed.,SM03_AEA.ed.,SM15_AEA.ed.,SpMin2_Bh.s.,nX,ATS6s,SM06_EA,SM04_AEA.ed.,SRW10,SM06_EA.ed.,nDB,SM07_EA.ed.,SM08_EA.ed.
5.367,5.278,10.269,14.686,15.808,16.96,3.278,3.278,12.448,13.533,18.103,11.277,9.034,8.19,6.774,1.584,2.934,6.286,9.351,9.351,12.334,12.861,0.252,3,4.281,4.281,11.438,6.228,6,2.823,11.069,0.266,5.372,10.552,1.564,1.564,4.379,3.981,19.322,0.0,0.134,37.215,6.504,11.145,6.969,15,8.774,11.775,11.775,11.775,3.877,12.927,10.027,10.027,14.736,7.713,29.681,1.143,0,6.435,8.281,9.4,10.53,15.536,3,17.696,20.201
6.301,5.407,10.57,15.165,16.334,17.527,3.407,3.407,12.837,13.97,18.714,11.624,9.289,8.415,6.936,1.668,3.126,6.464,10.363,10.363,12.812,13.309,0.218,4,4.426,4.426,11.872,6.577,15,2.888,11.422,0.232,5.465,10.938,1.418,1.418,4.446,4.189,20.534,0.0,0.053,26.586,6.862,11.375,7.194,21,9.073,12.678,12.678,12.678,3.943,13.184,11.457,11.457,15.023,7.904,30.239,1.2,0,6.392,8.535,9.607,10.775,16.059,3,18.334,20.9
4.456,5.319,10.013,14.542,15.702,16.883,3.319,3.319,12.241,13.366,18.062,11.063,8.798,7.911,6.554,0.813,2.708,6.017,7.558,7.558,11.843,12.401,0.274,1,4.324,4.324,10.988,5.545,2,2.451,10.679,0.285,5.525,10.152,1.703,1.703,4.199,3.729,18.723,0.0,-0.073,12.401,5.711,10.848,6.706,12,8.464,11.698,11.698,11.698,3.597,12.612,8.073,8.073,14.411,7.479,29.539,1.203,0,5.8,8.106,9.131,10.138,15.117,1,17.356,19.823
6.886,5.407,10.543,15.157,16.33,17.523,3.407,3.407,12.822,13.964,18.711,11.615,9.277,8.367,6.923,1.779,3.126,6.387,10.363,10.363,12.767,13.26,0.225,4,4.426,4.426,11.822,6.577,13,2.888,11.41,0.239,5.465,10.881,1.436,1.436,4.439,4.189,20.534,0.0,0.077,26.401,6.863,11.354,7.141,16,9.003,12.678,12.678,12.678,3.944,13.176,11.457,11.457,15.024,7.849,30.252,1.2,0,6.315,8.501,9.572,10.711,16.061,3,18.34,20.904
7.301,5.28,10.395,14.77,15.882,17.029,3.28,3.28,12.551,13.622,18.165,11.384,9.158,8.341,6.911,2.187,2.938,6.463,9.418,9.418,12.496,13.026,0.237,4,4.285,4.285,11.605,6.253,12,2.866,11.203,0.248,5.375,10.724,1.561,1.561,4.517,3.989,19.376,0.0,0.074,52.073,6.517,11.301,7.143,18,8.959,11.805,11.805,11.805,3.908,13.074,10.087,10.087,14.874,7.892,29.763,1.183,0,6.667,8.444,9.567,10.705,15.638,4,17.781,20.279
7.222,5.278,10.333,14.734,15.852,17.0,3.278,3.278,12.504,13.583,18.139,11.334,9.095,8.262,6.838,1.965,2.933,6.369,9.388,9.388,12.387,12.916,0.243,4,4.281,4.281,11.495,6.244,8,2.864,11.134,0.256,5.362,10.613,1.551,1.551,4.45,3.979,19.322,0.0,0.074,50.355,6.504,11.22,7.041,15,8.843,11.775,11.775,11.775,3.898,13.001,10.027,10.027,14.81,7.789,29.731,1.313,0,6.624,8.348,9.475,10.595,15.59,4,17.74,20.24
6.081,5.278,10.407,14.79,15.905,17.047,3.278,3.278,12.57,13.649,18.182,11.414,9.195,8.337,6.962,2.212,2.936,6.431,10.024,10.024,12.49,13.015,0.262,4,4.281,4.281,11.589,6.504,14,2.882,11.347,0.277,5.394,10.708,1.682,1.682,4.604,4.123,19.322,0.0,-0.028,75.32,6.767,11.388,7.171,12,8.93,11.775,11.775,11.775,3.965,13.191,11.137,11.137,15.017,7.912,30.02,1.313,0,6.768,8.566,9.622,10.693,15.867,6,18.07,20.556
8.398,5.282,10.7,15.216,16.361,17.524,3.282,3.282,12.935,14.053,18.683,11.761,9.478,8.55,7.179,2.208,3.273,6.571,10.086,10.086,12.512,13.042,0.244,5,4.287,4.287,11.62,6.517,17,2.939,11.396,0.255,5.378,10.742,1.606,1.606,4.748,4.281,19.376,0.0,0.031,63.693,6.996,11.461,7.228,15,8.977,11.805,11.805,11.805,3.988,13.272,11.337,11.337,15.11,7.978,30.246,1.173,0,6.735,8.634,9.689,10.743,15.927,5,18.14,20.631
7.222,5.278,10.333,14.734,15.852,17.0,3.278,3.278,12.504,13.583,18.139,11.334,9.095,8.262,6.838,1.965,2.933,6.369,9.388,9.388,12.387,12.916,0.243,4,4.281,4.281,11.495,6.244,8,2.864,11.134,0.256,5.362,10.613,1.551,1.551,4.45,3.979,19.322,0.0,0.074,50.355,6.504,11.22,7.041,15,8.843,11.775,11.775,11.775,3.898,13.001,10.027,10.027,14.81,7.789,29.731,1.313,0,6.624,8.348,9.475,10.595,15.59,4,17.74,20.24
7.796,5.28,10.336,14.744,15.864,17.012,3.28,3.28,12.511,13.595,18.152,11.347,9.109,8.256,6.852,2.042,2.937,6.348,9.418,9.418,12.404,12.931,0.259,4,4.284,4.284,11.508,6.253,10,2.866,11.149,0.273,5.375,10.622,1.634,1.634,4.45,3.987,19.369,0.0,0.015,50.556,6.516,11.228,7.043,12,8.844,11.803,11.803,11.803,3.908,13.013,10.08,10.08,14.823,7.789,29.751,1.142,0,6.548,8.359,9.48,10.599,15.611,4,17.765,20.266
5.347,5.279,10.54,15.006,16.137,17.292,3.279,3.279,12.749,13.848,18.437,11.571,9.301,8.422,7.009,2.188,3.158,6.477,10.014,10.014,12.615,13.129,0.245,4,4.283,4.283,11.701,6.502,8,2.921,11.323,0.259,5.367,10.795,1.558,1.558,4.581,4.216,19.322,0.0,0.054,50.475,6.784,11.366,7.168,17,8.981,11.775,11.775,11.775,3.957,13.162,11.206,11.206,14.983,7.901,29.985,1.208,0,6.602,8.503,9.605,10.754,15.834,4,18.017,20.53
6.097,5.278,10.407,14.79,15.905,17.047,3.278,3.278,12.57,13.649,18.182,11.414,9.195,8.337,6.962,2.212,2.936,6.431,10.024,10.024,12.49,13.015,0.262,4,4.281,4.281,11.589,6.504,14,2.882,11.347,0.277,5.394,10.708,1.682,1.682,4.604,4.123,19.322,0.0,-0.028,75.32,6.767,11.388,7.171,12,8.93,11.775,11.775,11.775,3.965,13.191,11.137,11.137,15.017,7.912,30.02,1.313,0,6.768,8.566,9.622,10.693,15.867,6,18.07,20.556
6.509,5.955,11.409,16.653,17.995,19.347,3.955,3.955,13.996,15.312,20.702,12.668,10.077,8.955,7.534,2.792,3.278,6.749,10.029,10.029,12.961,13.451,0.234,4,4.974,4.974,12.009,6.64,8,2.926,12.084,0.245,6.059,11.067,1.523,1.523,4.939,4.281,26.666,0.0,0.13,51.329,6.99,11.837,7.442,24,9.186,17.182,17.182,17.182,3.964,13.775,11.775,11.775,15.756,8.15,32.438,1.329,0,6.735,9.009,9.955,11.017,17.324,4,20.011,22.847
8.0,5.278,10.323,14.727,15.846,16.995,3.278,3.278,12.496,13.578,18.134,11.329,9.091,8.25,6.836,1.965,2.932,6.353,9.388,9.388,12.387,12.916,0.249,4,4.281,4.281,11.495,6.244,12,2.86,11.134,0.262,5.374,10.613,1.58,1.58,4.45,3.979,19.322,0.0,0.069,50.236,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.896,13.001,10.027,10.027,14.81,7.789,29.731,1.142,0,6.63,8.348,9.475,10.595,15.59,4,17.74,20.24
8.699,5.278,10.392,14.795,15.913,17.059,3.278,3.278,12.566,13.648,18.196,11.401,9.164,8.312,6.909,2.063,2.952,6.402,9.674,9.674,12.453,12.978,0.249,4,4.281,4.281,11.554,6.311,8,2.901,11.181,0.262,5.365,10.666,1.58,1.58,4.517,4.015,19.322,0.0,0.03,50.121,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.598,8.398,9.518,10.632,15.631,4,17.779,20.277
8.523,5.278,10.368,14.773,15.891,17.038,3.278,3.278,12.543,13.626,18.175,11.379,9.142,8.288,6.887,2.063,2.943,6.379,9.618,9.618,12.431,12.956,0.253,4,4.281,4.281,11.532,6.299,8,2.89,11.166,0.267,5.365,10.645,1.592,1.592,4.504,4.005,19.322,0.0,-0.007,49.845,6.504,11.25,7.067,13,8.864,11.775,11.775,11.775,3.932,13.032,10.032,10.032,14.839,7.812,29.752,1.148,0,6.651,8.384,9.503,10.617,15.62,4,17.768,20.268
7.208,5.278,10.47,14.866,15.981,17.123,3.278,3.278,12.642,13.724,18.257,11.486,9.258,8.385,7.014,2.174,2.984,6.461,10.026,10.026,12.552,13.074,0.262,4,4.282,4.282,11.648,6.504,12,2.917,11.418,0.277,5.366,10.756,1.682,1.682,4.645,4.236,19.335,0.0,0.034,74.791,6.99,11.454,7.21,13,8.964,11.788,11.788,11.788,3.968,13.272,11.774,11.774,15.116,7.95,30.303,1.182,0,6.652,8.626,9.673,10.732,15.982,6,18.213,20.721
5.578,5.278,10.519,14.951,16.074,17.223,3.278,3.278,12.709,13.799,18.363,11.54,9.288,8.423,7.018,2.226,3.098,6.497,10.018,10.018,12.649,13.164,0.248,4,4.282,4.282,11.737,6.503,12,2.923,11.374,0.261,5.363,10.833,1.6,1.6,4.613,4.203,19.33,0.0,0.104,50.906,6.81,11.42,7.216,13,9.022,11.775,11.775,11.775,3.96,13.218,11.218,11.218,15.039,7.951,30.032,1.256,0,6.675,8.547,9.658,10.8,15.875,4,18.044,20.558
6.31,5.278,10.44,14.838,15.954,17.1,3.278,3.278,12.61,13.69,18.236,11.443,9.206,8.367,6.952,2.132,2.985,6.466,10.0,10.0,12.564,13.086,0.248,4,4.282,4.282,11.661,6.496,12,2.91,11.274,0.261,5.368,10.768,1.6,1.6,4.564,4.067,19.322,0.0,0.093,50.965,6.558,11.347,7.166,13,8.977,11.775,11.775,11.775,3.947,13.13,10.414,10.414,14.939,7.907,29.86,1.223,0,6.686,8.476,9.599,10.735,15.732,4,17.882,20.381
7.699,5.28,10.337,14.745,15.865,17.013,3.28,3.28,12.513,13.596,18.153,11.348,9.11,8.259,6.852,2.042,2.937,6.354,9.418,9.418,12.416,12.943,0.255,4,4.285,4.285,11.52,6.253,11,2.866,11.154,0.268,5.375,10.634,1.62,1.62,4.45,3.988,19.375,0.0,-0.007,50.926,6.517,11.232,7.052,12,8.857,11.805,11.805,11.805,3.908,13.016,10.086,10.086,14.825,7.797,29.753,1.143,0,6.56,8.365,9.486,10.607,15.615,4,17.767,20.269
8.523,5.278,10.393,14.797,15.914,17.06,3.278,3.278,12.568,13.65,18.197,11.403,9.166,8.314,6.91,2.063,2.953,6.404,9.674,9.674,12.453,12.978,0.255,4,4.281,4.281,11.554,6.311,8,2.902,11.181,0.268,5.365,10.666,1.62,1.62,4.517,4.015,19.322,0.0,0.054,50.203,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.597,8.398,9.518,10.632,15.631,4,17.779,20.277
7.658,5.278,10.327,14.73,15.849,16.997,3.278,3.278,12.499,13.58,18.137,11.331,9.093,8.255,6.837,1.965,2.932,6.361,9.388,9.388,12.387,12.916,0.255,4,4.281,4.281,11.495,6.244,8,2.862,11.134,0.268,5.365,10.613,1.62,1.62,4.45,3.979,19.322,0.0,0.072,50.296,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.897,13.001,10.027,10.027,14.81,7.789,29.731,1.152,0,6.627,8.348,9.475,10.595,15.59,4,17.74,20.24
8.523,5.278,10.393,14.797,15.914,17.06,3.278,3.278,12.568,13.65,18.197,11.403,9.166,8.314,6.91,2.063,2.953,6.404,9.674,9.674,12.453,12.978,0.255,4,4.281,4.281,11.554,6.311,8,2.902,11.181,0.268,5.365,10.666,1.62,1.62,4.517,4.015,19.322,0.0,0.054,50.203,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.597,8.398,9.518,10.632,15.631,4,17.779,20.277
8.398,5.278,10.368,14.773,15.891,17.038,3.278,3.278,12.543,13.626,18.175,11.379,9.142,8.288,6.887,2.063,2.943,6.379,9.618,9.618,12.431,12.956,0.253,4,4.281,4.281,11.532,6.299,8,2.89,11.166,0.267,5.365,10.645,1.592,1.592,4.504,4.005,19.322,0.0,-0.007,49.845,6.504,11.25,7.067,13,8.864,11.775,11.775,11.775,3.932,13.032,10.032,10.032,14.839,7.812,29.752,1.148,0,6.651,8.384,9.503,10.617,15.62,4,17.768,20.268
6.509,5.955,11.409,16.653,17.995,19.347,3.955,3.955,13.996,15.312,20.702,12.668,10.077,8.955,7.534,2.792,3.278,6.749,10.029,10.029,12.961,13.451,0.234,4,4.974,4.974,12.009,6.64,8,2.926,12.084,0.245,6.059,11.067,1.523,1.523,4.939,4.281,26.666,0.0,0.13,51.329,6.99,11.837,7.442,24,9.186,17.182,17.182,17.182,3.964,13.775,11.775,11.775,15.756,8.15,32.438,1.329,0,6.735,9.009,9.955,11.017,17.324,4,20.011,22.847
7.658,5.278,10.327,14.73,15.849,16.997,3.278,3.278,12.499,13.58,18.137,11.331,9.093,8.255,6.837,1.965,2.932,6.361,9.388,9.388,12.387,12.916,0.255,4,4.281,4.281,11.495,6.244,8,2.862,11.134,0.268,5.365,10.613,1.62,1.62,4.45,3.979,19.322,0.0,0.072,50.296,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.897,13.001,10.027,10.027,14.81,7.789,29.731,1.152,0,6.627,8.348,9.475,10.595,15.59,4,17.74,20.24
7.509,5.405,10.469,15.105,16.282,17.478,3.405,3.405,12.76,13.907,18.67,11.545,9.192,8.286,6.819,1.723,3.111,6.312,10.243,10.243,12.706,13.2,0.241,4,4.422,4.422,11.762,6.535,13,2.866,11.322,0.257,5.51,10.822,1.518,1.518,4.308,4.167,20.497,0.0,0.031,26.299,6.82,11.254,7.064,14,8.947,12.66,12.66,12.66,3.918,13.071,11.317,11.317,14.917,7.769,30.165,1.204,0,6.457,8.411,9.479,10.62,15.98,3,18.266,20.833
6.886,5.278,10.464,14.867,15.984,17.128,3.278,3.278,12.639,13.722,18.263,11.476,9.24,8.38,6.983,2.143,3.002,6.462,9.859,9.859,12.507,13.031,0.254,5,4.282,4.282,11.607,6.376,10,2.918,11.238,0.268,5.365,10.716,1.629,1.629,4.586,4.054,19.322,0.0,0.041,62.729,6.505,11.325,7.135,13,8.931,11.775,11.775,11.775,3.95,13.109,10.047,10.047,14.917,7.88,29.811,1.18,0,6.658,8.455,9.575,10.68,15.684,5,17.826,20.321
5.77,5.405,10.497,15.114,16.288,17.484,3.405,3.405,12.776,13.917,18.674,11.563,9.219,8.333,6.859,1.675,3.111,6.385,10.243,10.243,12.768,13.266,0.236,4,4.422,4.422,11.83,6.535,16,2.866,11.366,0.25,5.525,10.897,1.523,1.523,4.365,4.167,20.497,0.0,0.046,26.539,6.82,11.319,7.149,14,9.036,12.66,12.66,12.66,3.918,13.125,11.317,11.317,14.962,7.859,30.174,1.212,0,6.549,8.483,9.556,10.714,16.001,3,18.278,20.842
5.721,5.405,10.681,15.279,16.445,17.631,3.405,3.405,12.955,14.091,18.812,11.751,9.418,8.508,7.065,2.161,3.111,6.529,11.317,11.317,12.849,13.348,0.25,4,4.422,4.422,11.913,6.82,15,3.063,11.617,0.268,5.517,10.984,1.64,1.64,4.576,4.291,20.497,0.0,0.019,52.504,7.187,11.533,7.295,18,9.129,12.66,12.66,12.66,4.167,13.376,12.405,12.405,15.249,8.006,30.695,1.205,0,6.637,8.724,9.735,10.834,16.345,5,18.683,21.245
6.62,5.405,10.467,15.104,16.281,17.478,3.405,3.405,12.758,13.906,18.67,11.544,9.191,8.282,6.819,1.723,3.111,6.304,10.243,10.243,12.699,13.193,0.246,4,4.422,4.422,11.754,6.535,13,2.866,11.318,0.263,5.508,10.813,1.535,1.535,4.308,4.167,20.497,0.0,0.029,26.212,6.82,11.25,7.055,14,8.936,12.66,12.66,12.66,3.918,13.068,11.317,11.317,14.915,7.76,30.165,1.203,0,6.44,8.405,9.474,10.612,15.978,3,18.265,20.833
5.0,5.081,9.563,13.795,14.865,15.976,3.081,3.081,11.648,12.674,17.068,10.495,8.322,7.588,6.128,1.292,2.756,5.803,7.249,7.249,11.827,12.361,0.203,1,4.169,4.169,10.937,5.491,3,2.303,10.533,0.206,5.259,10.069,1.265,1.265,3.801,3.772,18.655,0.0,-0.036,12.576,6.211,10.631,6.497,17,8.326,11.194,11.194,11.194,3.387,12.398,9.113,9.113,14.196,7.256,29.103,1.347,0,6.075,7.771,8.91,10.024,14.966,1,17.099,19.592
5.0,5.039,9.561,13.656,14.692,15.785,3.039,3.039,11.573,12.553,16.851,10.432,8.322,7.661,6.191,0.847,2.628,5.935,8.306,8.306,12.077,12.615,0.287,1,4.109,4.109,11.197,5.947,5,2.514,10.626,0.301,5.212,10.325,1.772,1.772,3.918,3.767,17.491,3.4,0.107,12.051,6.08,10.813,6.732,3,8.584,10.55,10.55,10.55,3.624,12.54,8.858,8.858,14.293,7.495,28.775,1.193,2,6.05,7.986,9.125,10.342,14.865,2,16.873,19.301
5.602,5.405,10.522,15.123,16.294,17.489,3.405,3.405,12.791,13.926,18.677,11.576,9.238,8.372,6.882,1.814,3.111,6.434,10.243,10.243,12.766,13.266,0.225,4,4.422,4.422,11.83,6.535,16,2.866,11.364,0.239,5.514,10.9,1.466,1.466,4.386,4.167,20.497,0.0,0.04,26.58,6.82,11.324,7.16,20,9.047,12.66,12.66,12.66,3.918,13.128,11.317,11.317,14.963,7.874,30.172,1.205,0,6.544,8.49,9.566,10.722,15.996,3,18.274,20.839
4.745,5.278,10.33,14.715,15.83,16.98,3.278,3.278,12.491,13.564,18.118,11.319,9.087,8.274,6.84,1.799,2.925,6.394,8.721,8.721,12.357,12.891,0.24,4,4.281,4.281,11.471,6.055,12,2.83,11.09,0.255,5.349,10.597,1.545,1.545,4.464,3.963,19.32,0.0,0.074,50.2,6.503,11.199,7.041,20,8.845,11.775,11.775,11.775,3.841,12.969,10.016,10.016,14.766,7.796,29.664,1.142,0,6.57,8.337,9.468,10.608,15.524,4,17.671,20.174
8.523,5.278,10.46,14.897,16.022,17.174,3.278,3.278,12.652,13.742,18.316,11.479,9.226,8.364,6.961,2.028,3.088,6.444,10.016,10.016,12.448,12.978,0.256,3,4.309,4.309,11.554,6.503,14,2.925,11.374,0.272,5.386,10.677,1.656,1.656,4.576,4.281,20.052,0.0,0.005,63.366,6.99,11.382,7.151,18,8.911,12.507,12.507,12.507,3.962,13.203,11.775,11.775,15.056,7.895,30.415,1.143,0,6.618,8.562,9.605,10.696,16.02,5,18.321,20.864
7.699,5.278,10.46,14.897,16.022,17.174,3.278,3.278,12.652,13.742,18.316,11.479,9.226,8.364,6.961,2.028,3.088,6.444,10.016,10.016,12.448,12.978,0.256,3,4.309,4.309,11.554,6.503,14,2.925,11.374,0.272,5.386,10.677,1.656,1.656,4.576,4.281,20.052,0.0,0.005,63.366,6.99,11.382,7.151,18,8.911,12.507,12.507,12.507,3.962,13.203,11.775,11.775,15.056,7.895,30.415,1.143,0,6.618,8.562,9.605,10.696,16.02,5,18.321,20.864
7.301,5.279,10.538,14.993,16.12,17.274,3.279,3.279,12.74,13.835,18.417,11.562,9.294,8.43,7.004,2.257,3.143,6.497,10.017,10.017,12.608,13.125,0.242,4,4.282,4.282,11.699,6.503,11,2.923,11.325,0.257,5.365,10.799,1.548,1.548,4.581,4.191,19.322,0.0,0.067,50.75,6.765,11.371,7.18,20,8.995,11.775,11.775,11.775,3.958,13.165,11.14,11.14,14.984,7.915,29.977,1.153,0,6.617,8.507,9.615,10.753,15.829,4,18.009,20.518
7.602,5.279,10.534,14.983,16.109,17.262,3.279,3.279,12.733,13.826,18.405,11.556,9.29,8.428,7.002,2.257,3.132,6.496,10.013,10.013,12.608,13.126,0.242,4,4.282,4.282,11.699,6.502,11,2.921,11.325,0.257,5.367,10.799,1.548,1.548,4.581,4.188,19.322,0.0,0.06,50.767,6.765,11.371,7.18,20,8.995,11.775,11.775,11.775,3.955,13.165,11.14,11.14,14.984,7.915,29.977,1.154,0,6.618,8.507,9.615,10.753,15.829,4,18.009,20.518
6.585,5.278,10.327,14.73,15.849,16.997,3.278,3.278,12.499,13.58,18.137,11.331,9.093,8.255,6.837,1.965,2.932,6.361,9.388,9.388,12.387,12.916,0.255,4,4.281,4.281,11.495,6.244,8,2.862,11.134,0.268,5.365,10.613,1.62,1.62,4.45,3.979,19.322,0.0,0.072,50.296,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.897,13.001,10.027,10.027,14.81,7.789,29.731,1.152,0,6.627,8.348,9.475,10.595,15.59,4,17.74,20.24
5.0,5.104,9.834,14.192,15.293,16.417,3.104,3.104,11.989,13.061,17.53,10.837,8.618,7.777,6.387,0.896,3.03,5.912,8.054,8.054,12.236,12.749,0.295,0,4.216,4.216,11.321,5.827,5,2.356,10.888,0.314,5.318,10.412,1.737,1.737,4.043,4.109,18.834,2.2,-0.032,0.0,6.654,10.93,6.758,2,8.594,11.511,11.511,11.511,3.486,12.718,10.635,10.635,14.532,7.488,29.517,1.067,1,5.79,8.087,9.181,10.322,15.389,0,17.569,20.078
4.398,4.996,9.46,13.512,14.535,15.61,2.996,2.996,11.455,12.428,16.661,10.34,8.263,7.561,6.167,0.799,2.615,5.816,8.075,8.075,11.889,12.434,0.317,1,4.053,4.053,11.018,5.715,2,2.46,10.453,0.337,5.184,10.158,1.852,1.852,3.935,3.693,16.846,4.4,-0.147,12.107,5.93,10.678,6.592,2,8.431,10.026,10.026,10.026,3.649,12.398,8.259,8.259,14.141,7.358,28.486,0.945,2,5.872,7.882,8.991,10.143,14.612,1,16.557,18.939
5.081,5.01,9.755,13.931,14.983,16.066,3.01,3.01,11.821,12.842,17.133,10.711,8.587,7.771,6.451,1.84,2.921,5.941,9.202,9.202,12.08,12.609,0.294,1,4.278,4.278,11.181,6.183,3,2.676,11.014,0.308,5.344,10.312,1.782,1.782,4.204,4.012,19.808,0.0,-0.073,36.575,6.486,11.044,6.81,4,8.546,12.298,12.298,12.298,3.801,12.86,10.099,10.099,14.706,7.552,30.004,1.063,0,6.295,8.241,9.267,10.333,15.604,3,17.873,20.397
8.022,5.059,9.628,13.797,14.845,15.946,3.059,3.059,11.684,12.682,17.019,10.527,8.369,7.669,6.174,0.663,2.739,5.875,7.41,7.41,11.861,12.403,0.242,0,4.089,4.089,10.987,5.492,3,2.599,10.409,0.258,5.149,10.121,1.447,1.447,3.829,3.779,16.757,0.0,0.043,0.0,6.117,10.601,6.532,16,8.388,10.231,10.231,10.231,3.615,12.324,8.979,8.979,14.074,7.292,28.555,1.213,0,5.636,7.793,8.917,10.11,14.635,0,16.652,19.049
5.0,5.193,10.119,14.546,15.665,16.804,3.193,3.193,12.311,13.404,17.936,11.154,8.91,8.011,6.65,1.347,3.08,6.069,9.202,9.202,12.121,12.65,0.331,1,4.249,4.249,11.226,6.261,2,2.703,11.074,0.347,5.318,10.349,1.968,1.968,4.27,4.226,19.141,3.9,-0.027,35.878,6.92,11.108,6.849,3,8.581,11.657,11.657,11.657,3.809,12.935,11.501,11.501,14.788,7.593,30.054,1.07,2,6.221,8.296,9.32,10.395,15.667,3,17.92,20.427
5.0,5.179,9.803,14.135,15.234,16.372,3.179,3.179,11.937,12.992,17.494,10.767,8.555,7.78,6.329,1.222,2.743,5.941,8.007,8.007,12.218,12.736,0.306,2,4.258,4.258,11.31,5.799,9,2.573,10.892,0.327,5.334,10.412,1.798,1.798,3.979,3.892,19.318,4.4,0.168,13.003,6.527,10.952,6.783,14,8.612,11.619,11.619,11.619,3.67,12.734,10.134,10.134,14.542,7.52,29.498,1.091,2,5.833,8.09,9.207,10.418,15.363,2,17.514,20.034
9.469,5.248,9.969,14.442,15.576,16.733,3.248,3.248,12.178,13.282,17.883,11.0,8.728,7.865,6.439,1.692,2.936,5.96,8.011,8.011,12.236,12.742,0.223,1,4.316,4.316,11.309,5.888,4,2.45,10.939,0.229,5.373,10.393,1.369,1.369,4.022,3.992,19.839,0.0,-0.056,12.934,6.66,10.915,6.718,8,8.559,12.134,12.134,12.134,3.513,12.725,10.538,10.538,14.563,7.441,29.733,1.295,0,6.219,8.048,9.146,10.251,15.543,1,17.788,20.334
7.602,5.241,9.966,14.428,15.56,16.716,3.241,3.241,12.17,13.269,17.863,10.992,8.723,7.87,6.439,1.351,2.945,5.975,8.018,8.018,12.219,12.729,0.218,1,4.309,4.309,11.298,5.889,4,2.425,10.933,0.224,5.36,10.386,1.354,1.354,4.022,4.001,19.828,0.0,-0.074,13.023,6.662,10.919,6.725,9,8.564,12.12,12.12,12.12,3.491,12.726,10.548,10.548,14.562,7.453,29.727,1.349,0,6.274,8.052,9.153,10.256,15.534,1,17.781,20.325
7.208,5.118,10.048,14.352,15.437,16.555,3.118,3.118,12.175,13.225,17.657,11.019,8.813,8.012,6.576,1.084,3.023,6.144,9.194,9.194,12.383,12.899,0.235,0,4.191,4.191,11.472,6.174,9,2.77,10.983,0.252,5.326,10.566,1.457,1.457,4.183,4.078,18.397,0.0,-0.024,0.0,6.617,11.051,6.903,15,8.754,11.116,11.116,11.116,3.811,12.826,10.481,10.481,14.626,7.634,29.442,1.208,0,5.857,8.209,9.314,10.49,15.4,0,17.516,19.991
8.699,5.278,10.375,14.779,15.897,17.044,3.278,3.278,12.55,13.632,18.181,11.385,9.148,8.294,6.894,2.063,2.945,6.384,9.618,9.618,12.431,12.956,0.259,4,4.281,4.281,11.532,6.299,8,2.893,11.166,0.273,5.365,10.645,1.634,1.634,4.511,4.006,19.322,0.0,0.013,49.949,6.504,11.25,7.067,13,8.864,11.775,11.775,11.775,3.933,13.032,10.032,10.032,14.839,7.812,29.752,1.164,0,6.611,8.384,9.503,10.617,15.62,4,17.768,20.268
6.456,5.405,10.501,15.116,16.29,17.485,3.405,3.405,12.779,13.92,18.675,11.567,9.226,8.338,6.868,1.717,3.111,6.388,10.243,10.243,12.766,13.263,0.231,4,4.422,4.422,11.827,6.535,18,2.866,11.365,0.244,5.519,10.892,1.481,1.481,4.365,4.167,20.497,0.0,0.049,26.505,6.82,11.316,7.143,14,9.029,12.66,12.66,12.66,3.918,13.124,11.317,11.317,14.961,7.851,30.174,1.211,0,6.518,8.479,9.551,10.691,16.0,3,18.278,20.842
