pXC50,P_VSA_e_3,P_VSA_LogP_3,GGI7,Eig02_AEA.ed.,SM11_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,N.069,nArNH2,Eig02_AEA.ri.,SM12_EA.bo.,SaaN,Eig02_EA.ri.,SM08_EA.bo.,Eig02_EA,SM10_AEA.bo.,Chi0_EA.dm.,SM07_EA.bo.,Yindex,P_VSA_e_5,Eig08_EA.ed.,SM03_AEA.ri.,GGI3,GATS6p,IC2,SM07_EA,Eig13_EA.ri.,Vindex,Xindex,Eig01_AEA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_AEA.ed.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpDiam_EA.ed.,SpMax_EA,JGI6,Eig05_EA,SM13_AEA.bo.,nRCOOH,SpDiam_AEA.ri.,Eig08_AEA.ed.,SpMin4_Bh.m.,SM03_EA.ed.,ATS7e,NssCH2,Eig06_EA.ri.,ICR,SpMin1_Bh.s.,Eig02_AEA.bo.,SM15_EA.ed.,GGI4,ATSC7e,ATSC7m,ATS8m,Eig13_EA,Eig13_EA.bo.,SM07_AEA.dm.,GATS8i,RBF,SM08_EA,ATS7i,HVcpx
6.67,99.365,101.973,0.373,6.112,16.779,13.875,15.381,2,2,3.868,18.261,7.764,2.797,12.542,2.904,2.904,19.359,10.977,0.823,63.858,1.395,1.395,1.625,1.282,4.557,8.721,-0.774,0.293,0.453,6.516,10.378,10.378,6.516,10.378,3.172,3.172,5.172,16.909,3.172,0.022,1.997,1.997,0,5.173,3.192,1.573,7.535,4.387,1,1.396,2.517,1.207,4.282,35.261,1.627,0.712,19.584,3.435,-0.897,-1.069,-0.897,0.892,0.128,9.929,4.595,3.117
6.26,99.365,84.747,0.491,6.086,16.069,13.247,14.763,2,2,3.796,17.535,7.966,2.706,12.036,2.844,2.844,23.355,10.418,0.876,44.0,2.083,2.083,1.688,1.217,4.382,8.438,-0.341,0.304,0.463,6.698,10.848,10.848,6.698,10.848,3.14,3.14,5.14,18.071,3.14,0.018,1.824,1.824,0,5.163,3.424,1.575,7.298,4.823,3,1.42,2.642,1.212,4.221,35.804,1.618,0.75,30.389,3.573,-0.381,-0.436,-0.381,1.109,0.17,9.694,5.081,3.167
6.59,99.365,94.223,0.248,6.028,15.604,12.866,14.389,2,2,3.742,17.06,7.775,2.646,11.756,2.795,2.795,16.845,10.114,0.84,53.683,0.672,0.672,1.25,0.82,4.39,8.077,-1.149,0.301,0.464,6.121,8.975,8.975,6.121,8.975,2.93,2.93,4.93,15.33,2.93,0.026,1.479,1.479,0,4.967,2.811,1.365,6.899,3.799,1,1.319,2.483,1.2,4.181,33.326,1.107,0.277,10.17,2.643,-1.23,-1.585,-1.23,0.752,0.091,9.302,4.028,3.065
4.27,105.614,37.905,0.184,6.02,15.316,12.663,14.125,0,0,3.747,16.729,0.0,2.653,11.576,2.795,2.795,25.458,10.021,0.542,47.145,2.683,2.683,2.75,0.74,4.454,9.075,-0.254,0.204,0.327,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.026,2.238,2.238,0,5.536,3.554,1.544,7.892,4.358,5,1.697,2.858,1.2,4.017,38.931,1.489,0.368,18.039,3.275,-0.279,-0.327,-0.279,1.061,0.077,10.357,4.59,3.425
5.35,133.781,112.909,0.299,7.111,17.124,14.132,15.673,1,0,4.229,18.65,0.0,3.001,12.759,3.313,3.313,23.706,11.168,0.502,55.313,4.69,4.69,2.938,0.892,4.374,9.422,-0.246,0.193,0.313,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.023,2.31,2.31,0,5.533,4.58,1.501,8.222,4.481,1,2.032,3.03,1.198,4.618,39.046,1.76,0.692,21.327,3.388,-0.268,-0.321,-0.268,0.891,0.096,10.689,4.713,3.508
5.82,99.365,103.699,0.155,5.475,15.287,12.578,14.134,2,2,3.565,16.761,7.757,2.509,11.548,2.596,2.596,13.926,9.856,0.906,42.683,-0.797,-0.797,1.063,0.906,4.164,7.793,-1.331,0.318,0.484,6.096,8.889,8.889,6.096,8.889,2.897,2.897,4.897,15.214,2.897,0.023,1.414,1.414,0,4.934,2.359,1.235,6.605,3.642,1,1.17,2.258,1.199,4.007,32.82,0.876,0.253,8.94,1.987,-1.414,-1.868,-1.414,0.841,0.069,9.035,3.894,2.878
5.37,99.365,103.699,0.276,5.474,15.285,12.583,14.138,2,2,3.575,16.758,7.965,2.509,11.562,2.615,2.615,17.161,9.869,0.565,11.0,2.275,2.275,0.813,0.969,4.253,7.832,-0.466,0.223,0.366,6.094,8.876,8.876,6.094,8.876,2.894,2.894,4.894,15.194,2.894,0.015,1.831,1.831,0,4.93,3.414,1.802,6.676,4.462,7,1.388,3.121,1.375,4.011,32.806,0.996,0.182,19.986,3.105,-0.514,-0.62,-0.514,0.855,0.18,9.126,4.747,3.626
5.61,102.49,85.286,0.205,5.889,15.398,12.732,14.269,0,0,3.618,16.858,0.0,2.573,11.731,2.652,2.652,18.53,10.064,0.576,0.0,2.275,2.275,2.375,0.691,4.008,8.995,-0.367,0.214,0.34,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.022,2.223,2.223,0,5.533,3.531,1.506,7.816,4.328,1,1.638,2.838,1.204,4.01,38.93,1.449,0.096,18.419,3.387,-0.4,-0.484,-0.4,1.137,0.085,10.287,4.596,3.313
5.96,132.263,103.699,0.241,5.576,15.328,12.63,14.173,2,2,3.607,16.795,7.816,2.534,11.598,2.65,2.65,17.865,9.929,0.754,36.145,1.226,1.226,1.063,1.126,4.343,7.928,-0.969,0.276,0.433,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.225,2.9,0.021,1.902,1.902,0,4.937,3.041,1.397,6.763,4.158,2,1.327,2.709,1.205,4.039,32.88,1.076,0.383,15.4,2.797,-1.0,-1.294,-1.0,1.134,0.139,9.17,4.421,3.203
5.3,99.365,103.699,0.229,5.573,15.314,12.605,14.159,2,2,3.6,16.786,8.002,2.53,11.574,2.643,2.643,17.161,9.88,0.578,11.0,2.617,2.617,1.063,1.02,4.243,7.843,-0.375,0.226,0.37,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.225,2.9,0.015,1.854,1.854,0,4.937,3.466,1.816,6.676,4.638,8,1.502,3.126,1.395,4.036,32.877,0.916,0.36,23.92,3.215,-0.386,-0.485,-0.386,1.047,0.189,9.147,4.921,3.636
6.12,99.365,103.699,0.229,5.573,15.314,12.605,14.158,2,2,3.6,16.786,7.908,2.529,11.571,2.643,2.643,19.002,9.88,0.734,22.0,1.227,1.227,1.063,1.079,4.439,7.843,-0.743,0.271,0.427,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.225,2.9,0.018,1.597,1.597,0,4.937,3.02,1.51,6.676,4.224,3,1.313,2.746,1.206,4.036,32.877,0.916,0.311,16.016,2.858,-0.834,-0.989,-0.834,1.012,0.154,9.117,4.475,3.278
6.51,99.365,94.223,0.398,6.074,15.64,12.896,14.42,2,2,3.768,17.097,7.965,2.664,11.784,2.824,2.824,24.84,10.137,0.729,44.0,2.932,2.932,1.25,1.12,4.262,8.128,-0.267,0.266,0.417,6.193,9.27,9.27,6.193,9.27,2.952,2.952,4.952,15.641,2.952,0.018,1.84,1.84,0,4.985,3.579,1.736,6.969,4.693,5,1.414,2.889,1.21,4.198,33.775,1.227,0.458,25.523,3.544,-0.3,-0.328,-0.3,0.956,0.2,9.403,4.924,3.395
5.64,99.365,103.699,0.186,5.572,15.314,12.605,14.157,2,2,3.62,16.786,7.905,2.581,11.57,2.641,2.641,17.157,9.88,0.826,11.0,0.856,0.856,1.063,0.833,4.301,7.843,-0.971,0.297,0.458,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.224,2.9,0.022,1.431,1.431,0,4.939,2.982,1.421,6.676,3.978,2,1.203,2.483,1.24,4.036,32.876,0.916,0.074,12.113,2.66,-1.0,-1.337,-1.0,0.648,0.114,9.1,4.236,3.084
5.77,99.365,103.699,0.229,5.573,15.314,12.605,14.158,2,2,3.6,16.786,7.976,2.53,11.573,2.643,2.643,17.161,9.88,0.649,11.0,2.297,2.297,1.063,1.027,4.42,7.843,-0.466,0.247,0.397,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.225,2.9,0.017,1.771,1.771,0,4.937,3.261,1.759,6.676,4.463,6,1.338,2.936,1.347,4.036,32.877,0.916,0.35,20.326,3.088,-0.515,-0.621,-0.515,1.15,0.17,9.132,4.735,3.462
5.73,99.365,179.59,0.233,5.756,15.53,12.802,14.331,2,2,3.72,16.989,7.81,2.667,11.715,2.747,2.747,21.202,10.063,0.873,85.367,0.668,0.668,1.5,0.715,4.115,8.024,-0.875,0.307,0.469,6.103,8.948,8.948,6.103,8.948,2.923,2.923,4.923,15.282,2.923,0.024,1.916,1.916,0,4.971,2.842,1.466,6.862,4.114,3,1.309,2.439,1.27,4.143,33.09,1.147,0.175,14.272,2.932,-0.913,-1.127,-0.913,0.738,0.111,9.258,4.369,3.012
9.222,145.32,84.747,0.464,6.086,15.933,13.149,14.659,2,2,3.794,17.391,7.977,2.654,11.976,2.851,2.851,23.767,10.367,0.632,89.828,3.586,3.586,1.938,1.174,4.77,8.373,0.07,0.24,0.386,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.022,2.107,2.107,1,5.049,3.841,1.748,7.191,4.785,7,1.839,3.128,1.364,4.225,34.524,1.498,0.748,40.246,4.199,0.089,0.099,0.089,1.229,0.204,9.62,5.014,3.625
9.046,145.32,84.747,0.464,6.086,15.933,13.149,14.658,2,2,3.794,17.391,7.902,2.654,11.974,2.851,2.851,23.767,10.367,0.744,89.828,2.95,2.95,1.938,1.263,4.851,8.373,-0.453,0.271,0.424,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.024,2.083,2.083,1,5.049,3.689,1.57,7.191,4.582,4,1.839,2.889,1.223,4.225,34.524,1.498,0.665,33.498,4.28,-0.48,-0.56,-0.48,1.34,0.178,9.606,4.8,3.36
7.614,145.32,84.747,0.326,6.085,15.924,13.133,14.647,2,2,3.793,17.384,7.899,2.652,11.952,2.85,2.85,19.546,10.335,0.885,22.0,0.885,0.885,1.813,1.097,4.115,8.316,-0.637,0.31,0.473,6.431,9.855,9.855,6.431,9.855,3.046,3.046,5.046,16.776,3.046,0.027,1.987,1.987,0,5.047,2.989,1.552,7.135,4.244,1,1.312,2.441,1.211,4.225,34.491,1.338,0.506,21.236,3.695,-0.694,-0.878,-0.694,1.45,0.111,9.541,4.512,3.013
5.73,99.365,103.699,0.276,5.474,15.285,12.583,14.137,2,2,3.575,16.758,7.953,2.509,11.561,2.615,2.615,17.161,9.869,0.597,11.0,2.275,2.275,0.813,0.968,4.333,7.832,-0.466,0.233,0.38,6.094,8.876,8.876,6.094,8.876,2.894,2.894,4.894,15.194,2.894,0.016,1.782,1.782,0,4.93,3.305,1.757,6.676,4.361,6,1.324,3.118,1.347,4.011,32.806,0.996,0.185,18.18,3.046,-0.515,-0.621,-0.515,0.989,0.17,9.118,4.641,3.537
9.699,145.32,84.747,0.464,6.086,15.933,13.149,14.659,2,2,3.794,17.391,7.931,2.654,11.975,2.851,2.851,23.767,10.367,0.704,89.828,3.252,3.252,1.938,1.212,4.858,8.373,-0.173,0.26,0.411,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.022,2.097,2.097,1,5.049,3.751,1.575,7.191,4.634,5,1.839,2.936,1.281,4.225,34.524,1.498,0.661,35.293,4.166,-0.204,-0.229,-0.204,1.334,0.188,9.61,4.86,3.456
6.13,99.365,103.699,0.229,5.573,15.314,12.605,14.158,2,2,3.6,16.786,7.941,2.53,11.571,2.643,2.643,17.161,9.88,0.734,11.0,1.227,1.227,1.063,1.136,4.503,7.843,-0.788,0.271,0.427,6.097,8.897,8.897,6.097,8.897,2.9,2.9,4.9,15.225,2.9,0.018,1.597,1.597,0,4.937,3.02,1.542,6.676,4.313,4,1.324,2.746,1.246,4.036,32.877,0.916,0.281,17.397,2.854,-0.834,-0.989,-0.834,1.082,0.146,9.117,4.582,3.278
6.26,99.365,84.747,0.432,6.088,15.958,13.16,14.676,2,2,3.81,17.42,7.94,2.721,11.976,2.857,2.857,24.84,10.356,0.8,44.0,2.242,2.242,1.813,1.248,4.295,8.36,-0.437,0.286,0.443,6.53,10.305,10.305,6.53,10.305,3.077,3.077,5.077,17.226,3.077,0.022,2.007,2.007,0,5.096,3.448,1.59,7.209,4.771,3,1.468,2.939,1.209,4.229,35.085,1.538,0.676,28.892,3.438,-0.482,-0.548,-0.482,1.001,0.17,9.611,5.039,3.296
5.99,102.49,37.905,0.259,5.917,15.291,12.6,14.084,0,0,3.644,16.719,0.0,2.621,11.499,2.658,2.658,16.888,9.91,0.822,0.0,1.849,1.849,2.563,0.878,4.094,8.938,-0.588,0.294,0.456,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.021,1.799,1.799,0,5.535,3.435,1.727,7.748,4.584,5,1.594,2.686,1.379,4.02,38.935,1.218,0.188,22.23,3.016,-0.646,-0.693,-0.646,0.968,0.12,10.229,4.868,3.19
5.67,99.365,146.383,0.186,5.562,15.312,12.602,14.155,2,2,3.614,16.784,7.823,2.577,11.567,2.633,2.633,16.485,9.878,0.87,42.683,0.616,0.616,1.063,0.813,4.245,7.838,-1.225,0.308,0.472,6.097,8.895,8.895,6.097,8.895,2.9,2.9,4.9,15.223,2.9,0.022,1.423,1.423,0,4.938,2.68,1.368,6.676,3.804,2,1.192,2.419,1.236,4.032,32.866,0.916,0.092,10.279,2.497,-1.285,-1.754,-1.285,0.802,0.094,9.084,4.068,2.98
5.886,99.365,113.176,0.188,5.782,17.009,13.951,15.542,2,2,3.585,18.567,8.299,2.552,12.578,2.613,2.613,14.458,10.901,0.78,0.0,2.136,2.136,2.104,1.069,4.041,8.486,-0.976,0.268,0.406,6.875,11.406,11.406,6.875,11.406,3.26,3.26,5.26,18.553,3.26,0.017,1.815,1.815,0,5.332,3.247,1.455,7.261,3.978,1,1.439,2.439,1.209,3.968,36.516,1.081,0.105,12.57,2.654,-1.0,-1.392,-1.0,0.947,0.057,9.759,4.234,2.956
5.244,119.275,103.699,0.354,6.222,16.743,13.797,15.357,2,2,3.895,18.262,12.41,2.821,12.515,2.932,2.932,23.693,10.86,0.638,22.0,3.094,3.094,1.75,1.119,4.508,8.608,-0.187,0.23,0.358,6.521,10.241,10.241,6.521,10.241,3.104,3.104,5.104,17.135,3.104,0.015,2.1,2.1,0,5.136,3.981,1.592,7.445,4.641,1,1.827,2.713,1.196,4.28,35.147,1.911,0.619,24.792,3.434,-0.201,-0.233,-0.201,1.126,0.106,9.848,4.886,3.302
4.511,99.365,113.176,0.165,5.725,17.017,13.956,15.548,2,2,3.55,18.577,8.333,2.517,12.582,2.576,2.576,14.458,10.904,0.826,0.0,2.136,2.136,1.979,1.129,4.041,8.491,-0.965,0.278,0.416,6.909,11.585,11.585,6.909,11.585,3.271,3.271,5.271,18.633,3.271,0.012,1.81,1.81,0,5.337,3.247,1.449,7.277,4.104,1,1.457,2.42,1.229,3.943,36.747,1.196,0.152,16.253,2.395,-1.0,-1.371,-1.0,0.823,0.057,9.768,4.374,2.913
4.77,134.162,103.699,0.311,5.787,16.689,13.738,15.305,2,2,3.787,18.212,12.266,2.723,12.464,2.821,2.821,24.663,10.797,0.583,22.0,2.565,2.565,1.75,1.248,4.404,8.404,-0.395,0.216,0.342,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.016,2.061,2.061,0,5.111,3.71,1.59,7.248,4.455,1,1.867,2.757,1.17,4.198,34.846,1.791,0.376,21.417,3.35,-0.432,-0.561,-0.432,0.902,0.114,9.658,4.755,3.339
5.58,102.49,37.905,0.2,5.889,15.257,12.577,14.061,0,0,3.586,16.683,0.0,2.517,11.491,2.628,2.628,18.642,9.899,0.489,11.0,2.938,2.938,2.438,0.913,3.691,8.934,0.217,0.199,0.335,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.022,1.941,1.941,0,5.533,3.559,1.871,7.748,4.895,11,1.762,3.349,1.436,3.996,38.93,1.298,0.401,29.785,3.369,0.228,0.246,0.228,0.942,0.188,10.241,5.201,3.861
7.0,117.376,115.439,0.408,6.116,16.927,13.935,15.495,2,2,3.887,18.461,7.948,2.873,12.603,2.892,2.892,21.774,10.971,0.472,170.309,4.968,4.968,2.222,1.034,4.825,8.768,0.599,0.183,0.298,6.78,11.107,11.107,6.78,11.107,3.188,3.188,5.188,17.998,3.188,0.016,2.28,2.28,2,5.237,4.645,1.683,7.588,4.685,4,2.146,3.208,1.284,4.206,36.155,1.832,0.872,23.629,3.623,0.609,0.716,0.609,0.992,0.167,10.004,4.871,3.715
6.886,102.49,122.652,0.354,6.222,16.743,13.797,15.357,2,2,3.895,18.262,8.228,2.823,12.515,2.932,2.932,23.693,10.86,0.638,22.0,3.094,3.094,1.75,0.999,4.398,8.608,-0.187,0.23,0.358,6.521,10.241,10.241,6.521,10.241,3.104,3.104,5.104,17.135,3.104,0.015,2.1,2.1,0,5.142,3.981,1.592,7.445,4.653,1,1.881,2.713,1.228,4.28,35.147,1.911,0.512,24.951,3.425,-0.201,-0.233,-0.201,1.097,0.104,9.848,4.894,3.302
5.292,134.162,103.699,0.295,6.173,16.724,13.775,15.338,2,2,3.871,18.244,12.27,2.804,12.494,2.905,2.905,23.178,10.833,0.602,22.0,2.565,2.565,1.5,1.026,4.452,8.471,-0.371,0.221,0.347,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.015,2.044,2.044,0,5.112,3.71,1.582,7.322,4.399,1,1.803,2.709,1.171,4.267,34.99,1.711,0.497,19.613,3.37,-0.407,-0.499,-0.407,1.242,0.114,9.723,4.647,3.315
6.37,99.365,103.699,0.276,5.474,15.285,12.583,14.137,2,2,3.575,16.758,7.922,2.509,11.56,2.615,2.615,17.161,9.869,0.674,11.0,1.438,1.438,0.813,1.065,4.403,7.832,-0.855,0.256,0.409,6.094,8.876,8.876,6.094,8.876,2.894,2.894,4.894,15.194,2.894,0.018,1.604,1.604,0,4.93,3.078,1.543,6.676,4.194,4,1.318,2.946,1.245,4.011,32.806,0.996,0.119,15.271,2.8,-0.904,-1.074,-0.904,0.896,0.146,9.103,4.472,3.353
5.79,102.49,37.905,0.2,5.889,15.257,12.577,14.06,0,0,3.614,16.683,0.0,2.595,11.488,2.628,2.628,16.888,9.899,0.607,0.0,2.275,2.275,2.438,0.865,3.833,8.934,-0.257,0.236,0.384,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.026,1.884,1.884,0,5.533,3.486,1.852,7.748,4.671,8,1.662,3.053,1.421,3.996,38.93,1.298,0.152,23.263,3.169,-0.282,-0.328,-0.282,1.078,0.153,10.231,4.984,3.55
7.174,185.07,113.176,0.491,6.096,16.688,13.758,15.313,2,2,3.885,18.206,12.156,2.879,12.498,2.883,2.883,26.187,10.856,0.437,118.118,5.17,5.17,1.813,1.092,5.17,8.672,0.668,0.172,0.283,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.013,2.297,2.297,1,5.111,4.665,1.595,7.496,4.667,3,2.158,3.406,1.205,4.212,34.924,2.08,0.685,23.753,3.702,0.707,0.834,0.707,1.036,0.143,9.902,4.893,3.863
5.29,102.49,37.905,0.356,7.272,15.468,12.818,14.261,0,0,4.433,16.867,0.0,3.261,11.707,3.446,3.446,18.642,10.18,0.469,11.0,6.076,6.076,3.625,0.739,4.229,9.538,0.0,0.17,0.267,7.517,13.406,13.406,7.517,13.406,3.504,3.504,5.504,21.406,3.504,0.018,2.306,2.306,0,5.544,5.061,1.637,8.375,4.758,7,2.0,2.682,1.716,4.448,39.435,1.751,0.265,26.914,3.544,0.0,0.0,0.0,1.076,0.063,10.829,4.998,3.293
4.824,134.162,94.223,0.373,6.502,16.844,13.894,15.449,2,2,4.006,18.358,12.283,2.894,12.594,3.058,3.058,26.188,10.948,0.579,33.0,2.565,2.565,2.063,1.329,4.289,8.643,0.019,0.214,0.339,6.523,10.257,10.257,6.523,10.257,3.081,3.081,5.081,17.178,3.081,0.017,2.061,2.061,0,5.113,3.811,1.59,7.496,4.688,1,1.867,2.844,1.172,4.42,35.554,2.182,0.539,28.354,3.479,0.021,0.027,0.021,0.833,0.125,9.893,5.009,3.402
5.12,135.387,108.707,0.274,5.889,15.516,12.853,14.369,1,1,3.591,16.962,0.0,2.52,11.824,2.635,2.635,25.802,10.188,0.476,22.0,3.024,3.024,2.563,0.826,3.966,9.038,-0.115,0.185,0.303,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.028,2.244,2.244,0,5.533,3.631,1.695,7.858,4.407,2,1.97,3.008,1.149,4.013,38.93,1.56,0.398,19.69,3.314,-0.125,-0.147,-0.125,0.848,0.113,10.323,4.662,3.582
5.02,99.365,103.699,0.198,5.903,15.432,12.701,14.245,2,2,3.623,16.899,7.81,2.492,11.626,2.689,2.689,12.025,9.949,0.944,0.0,-0.241,-0.241,0.938,1.091,4.014,7.912,-1.244,0.327,0.493,6.177,9.134,9.134,6.177,9.134,2.936,2.936,4.936,15.536,2.936,0.014,1.414,1.414,0,4.966,2.359,1.235,6.72,3.57,1,1.218,2.227,1.204,4.091,33.342,0.956,0.15,10.969,2.183,-1.414,-1.893,-1.414,0.976,0.071,9.153,3.839,2.845
4.7,99.365,103.699,0.245,5.969,15.469,12.733,14.275,2,2,3.675,16.935,7.907,2.59,11.652,2.725,2.725,15.676,9.975,0.901,11.0,0.918,0.918,0.938,1.073,4.301,7.967,-0.974,0.314,0.477,6.229,9.355,9.355,6.229,9.355,2.953,2.953,4.953,15.803,2.953,0.016,1.502,1.502,0,4.992,2.98,1.407,6.804,4.173,2,1.271,2.377,1.208,4.117,33.722,0.996,0.176,15.635,2.555,-1.0,-1.359,-1.0,1.066,0.114,9.226,4.471,2.974
6.45,102.49,75.81,0.42,7.116,15.804,13.109,14.601,0,0,4.318,17.238,0.0,3.262,12.009,3.319,3.319,26.858,10.412,0.577,11.0,4.438,4.438,3.188,0.861,4.02,9.427,-0.255,0.213,0.337,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.018,2.302,2.302,0,5.535,4.501,1.82,8.222,4.746,1,2.025,2.855,1.281,4.452,39.056,1.858,0.358,26.577,3.483,-0.281,-0.328,-0.281,0.685,0.085,10.695,5.001,3.388
5.658,103.715,55.916,0.463,6.116,15.468,12.845,14.274,0,0,3.883,16.855,0.0,2.861,11.746,2.891,2.891,22.809,10.233,0.518,185.946,5.12,5.12,2.792,1.124,5.109,8.891,0.351,0.196,0.315,6.909,11.585,11.585,6.909,11.585,3.271,3.271,5.271,18.633,3.271,0.014,2.275,2.275,2,5.378,4.645,1.743,7.692,4.79,2,2.125,3.042,1.222,4.202,36.769,2.107,0.965,30.772,3.671,0.362,0.402,0.362,0.92,0.148,10.129,5.003,3.63
4.94,99.365,103.699,0.198,5.903,15.432,12.701,14.245,2,2,3.607,16.899,7.891,2.429,11.626,2.689,2.689,12.149,9.949,0.944,0.0,-0.241,-0.241,0.938,1.339,4.014,7.912,-1.242,0.327,0.493,6.177,9.134,9.134,6.177,9.134,2.936,2.936,4.936,15.536,2.936,0.014,1.414,1.414,0,4.96,2.359,1.235,6.72,3.549,1,1.069,2.227,1.216,4.091,33.342,0.956,0.085,25.423,2.877,-1.414,-1.893,-1.414,1.053,0.071,9.153,3.822,2.845
4.07,99.365,111.449,0.432,6.157,16.728,13.818,15.329,2,2,3.868,18.214,7.727,2.786,12.485,2.905,2.905,14.954,10.911,0.887,52.858,1.03,1.03,1.313,0.948,4.301,8.638,-0.967,0.309,0.471,6.515,10.372,10.372,6.515,10.372,3.168,3.168,5.168,17.031,3.168,0.022,1.558,1.558,0,5.173,3.098,1.407,7.445,4.212,1,1.388,2.409,1.208,4.281,35.251,1.476,0.432,20.025,3.168,-1.0,-1.321,-1.0,1.066,0.114,9.852,4.467,2.994
5.25,102.49,37.905,0.2,5.889,15.257,12.577,14.06,0,0,3.586,16.683,0.0,2.517,11.487,2.628,2.628,18.642,9.899,0.694,11.0,2.275,2.275,2.438,0.879,4.073,8.934,-0.563,0.261,0.417,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.029,1.832,1.832,0,5.533,3.414,1.759,7.748,4.428,5,1.622,2.881,1.347,3.996,38.93,1.298,0.351,19.618,3.027,-0.611,-0.674,-0.611,1.049,0.137,10.226,4.715,3.367
6.77,170.183,113.176,0.613,6.098,16.708,13.781,15.333,2,2,3.888,18.224,12.296,2.88,12.519,2.889,2.889,26.702,10.883,0.455,118.118,5.171,5.171,2.188,1.194,5.195,8.786,0.937,0.177,0.29,6.52,10.237,10.237,6.52,10.237,3.101,3.101,5.101,17.132,3.101,0.013,2.304,2.304,1,5.133,4.665,1.694,7.6,4.825,3,2.158,3.4,1.21,4.217,35.06,2.28,0.781,28.74,3.794,0.997,1.329,0.997,1.099,0.136,10.007,5.068,3.86
4.91,102.49,37.905,0.062,5.886,15.231,12.551,14.034,0,0,3.552,16.657,0.0,2.496,11.46,2.586,2.586,15.407,9.875,1.138,42.683,-0.785,-0.785,2.438,0.797,3.828,8.918,-1.186,0.37,0.54,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.393,3.502,0.044,1.728,1.728,0,5.533,3.082,1.417,7.724,3.762,0,1.0,2.108,1.142,3.967,38.93,1.258,0.252,10.63,1.69,-1.303,-1.509,-1.303,0.654,0.03,10.195,4.051,2.704
7.796,154.072,103.699,0.523,6.142,16.703,13.776,15.328,2,2,3.905,18.219,16.522,2.876,12.515,2.92,2.92,26.293,10.878,0.473,160.801,5.121,5.121,2.313,0.939,5.113,8.788,0.911,0.182,0.297,6.503,10.18,10.18,6.503,10.18,3.084,3.084,5.084,17.074,3.084,0.018,2.329,2.329,2,5.108,4.645,1.692,7.612,4.744,3,2.154,3.248,1.222,4.234,35.027,2.28,0.838,24.573,3.76,1.0,1.279,1.0,0.977,0.158,10.011,4.943,3.801
5.0,99.365,103.699,0.214,5.965,15.467,12.731,14.273,2,2,3.672,16.932,7.866,2.588,11.649,2.72,2.72,14.597,9.974,0.932,11.0,0.568,0.568,0.938,0.881,4.156,7.962,-1.239,0.323,0.488,6.225,9.328,9.328,6.225,9.328,2.951,2.951,4.951,15.764,2.951,0.015,1.481,1.481,0,4.99,2.665,1.406,6.804,3.88,1,1.269,2.257,1.205,4.114,33.679,0.996,0.156,11.363,2.204,-1.299,-1.779,-1.299,0.735,0.094,9.211,4.149,2.881
5.69,102.49,37.905,0.264,5.917,15.297,12.611,14.093,0,0,3.651,16.723,0.0,2.61,11.517,2.678,2.678,20.795,9.933,0.636,11.0,2.649,2.649,2.5,0.938,4.192,8.999,-0.394,0.23,0.358,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.016,2.177,2.177,0,5.535,3.559,1.522,7.816,4.669,6,1.623,2.672,1.465,4.022,38.935,1.369,0.357,24.818,3.21,-0.413,-0.457,-0.413,0.819,0.075,10.291,4.932,3.243
