pXC50,CATS2D_01_DD,nRNHO,CATS2D_05_NL,CATS2D_06_NL,nRCOOH,CATS2D_04_NL,CATS2D_02_AN,CATS2D_01_AN,CATS2D_01_DN,CATS2D_02_NL,P_VSA_LogP_3,O.057,O.056,CATS2D_04_DA,CATS2D_04_AN,CATS2D_07_NL,CATS2D_08_DA,SpMAD_AEA.dm.,MATS5s,CATS2D_08_DL,CATS2D_07_DA,Eig02_AEA.dm.,MATS2s,CATS2D_03_DA,P_VSA_LogP_4,CATS2D_07_DL,CATS2D_07_AA,MATS7s,CATS2D_06_DA,Eig03_AEA.ed.,SpMAD_AEA.bo.,SsOH,Eig02_AEA.bo.,Eig02_EA.ed.,SM11_AEA.dm.,SpMax8_Bh.m.,CATS2D_09_DA,MATS7v,CATS2D_06_DL,N.,GATS2e,Eig02_EA.bo.,SM12_AEA.ri.,GATS2s,Eig03_AEA.dm.,SaaN,SsSH,Eig02_AEA.ed.,Eig02_EA.dm.,SaaS,Eig02_EA.ri.,Eig02_AEA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,MATS7e,CATS2D_09_AN,CATS2D_08_AN,Eig09_AEA.ed.,Hy,Eta_F_A,ATS7s
8.222,1,1,0,0,0,0,0,0,0,0,152.852,0,1,1,0,0,3,1.67,-0.101,9,1,3.937,0.174,2,74.163,8,5,0.107,2,6.386,1.506,9.042,4.395,10.062,10.062,2.852,2,-0.11,4,6.1,0.516,4.177,4.177,0.51,3.806,0.0,0.0,6.528,2.105,0.0,2.923,3.963,9.64,9.64,0.066,0,0,3.744,0.309,1.289,6.633
5.444,0,0,1,2,1,1,1,1,1,1,91.094,1,0,0,1,3,2,1.599,-0.103,3,5,3.865,0.25,1,138.196,3,5,0.115,1,6.358,1.517,9.268,4.399,10.234,10.234,2.77,0,-0.13,3,6.7,0.419,4.096,4.096,0.45,3.799,0.0,0.0,6.563,2.377,0.0,2.937,4.019,9.501,9.501,0.082,0,0,3.585,0.388,1.263,6.668
5.284,0,0,3,3,1,1,1,1,1,1,81.617,1,0,0,2,2,3,1.631,-0.094,2,1,3.809,0.27,1,113.051,3,5,0.038,0,6.181,1.536,9.314,4.384,9.796,9.796,2.774,2,-0.117,3,7.0,0.453,4.093,4.093,0.432,3.777,0.0,0.0,6.421,2.612,0.0,2.881,3.933,8.669,8.669,0.016,0,2,3.705,-0.146,1.336,6.569
7.495,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,3,1.676,-0.156,5,1,3.937,0.177,2,74.163,7,5,0.105,2,6.202,1.5,8.889,4.383,9.795,9.795,2.852,2,-0.052,4,7.0,0.557,4.092,4.092,0.529,3.806,0.0,0.0,6.421,2.105,0.0,2.878,3.931,8.684,8.684,0.061,0,0,3.466,0.414,1.213,6.547
5.276,0,0,1,4,1,1,1,1,1,1,66.334,1,0,0,1,2,2,1.595,-0.088,2,3,3.8,0.219,1,93.883,5,3,0.123,1,5.954,1.509,9.31,4.239,9.529,9.529,2.885,0,-0.09,3,7.1,0.47,3.876,3.876,0.417,3.57,0.0,0.0,6.361,2.377,0.0,2.79,3.861,8.34,8.34,0.156,0,0,3.717,0.377,1.132,6.36
6.523,0,0,1,2,1,1,1,1,1,1,43.712,1,0,0,2,1,2,1.691,0.116,1,1,3.81,0.093,1,113.051,2,5,-0.099,0,6.41,1.549,9.175,4.452,10.685,10.685,2.818,0,-0.165,1,4.9,0.649,4.132,4.132,0.626,3.759,0.0,0.0,6.773,2.375,0.0,2.918,4.04,9.749,9.749,-0.134,0,0,3.756,-0.118,1.38,6.968
8.046,1,1,0,0,0,0,0,0,0,0,114.947,0,1,1,0,0,4,1.673,-0.161,5,1,3.937,0.212,3,99.307,8,11,0.168,2,6.423,1.513,9.096,4.384,10.163,10.163,3.046,4,-0.158,4,6.3,0.635,4.093,4.093,0.495,3.806,0.0,0.0,6.449,2.186,0.0,2.928,4.073,9.804,9.804,0.089,0,0,4.374,0.938,1.303,6.951
8.301,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,3,1.655,-0.171,6,1,4.456,0.322,2,74.163,7,5,0.033,2,6.421,1.54,8.872,4.423,11.672,11.672,2.852,2,-0.113,4,6.5,0.464,4.093,4.093,0.46,3.937,0.0,0.0,7.113,2.612,0.0,2.894,4.157,9.794,9.794,0.022,0,0,3.744,0.408,1.317,6.628
8.046,1,1,0,0,0,0,0,0,0,0,109.139,0,1,1,0,0,6,1.674,-0.156,5,2,3.936,0.223,2,29.85,6,4,-0.087,0,6.269,1.487,8.942,4.391,9.833,9.833,2.884,5,-0.088,3,11.1,0.536,4.095,4.095,0.435,3.807,0.0,0.0,6.423,2.612,0.0,2.888,3.954,9.165,9.165,-0.05,0,0,3.744,0.441,1.283,6.367
7.854,1,1,0,0,0,0,0,0,0,0,109.139,0,1,1,0,0,3,1.659,-0.15,6,3,3.808,0.126,2,54.995,6,3,0.106,2,5.955,1.485,8.903,4.24,9.565,9.565,2.896,2,-0.066,4,9.1,0.555,3.876,3.876,0.508,3.677,0.0,0.0,6.368,2.11,0.0,2.812,3.869,8.348,8.348,0.117,0,0,3.743,1.059,1.14,6.381
5.301,0,0,4,2,1,1,1,1,1,1,43.712,1,0,0,2,1,2,1.624,-0.123,1,1,3.811,0.249,1,113.051,2,5,-0.013,0,6.351,1.57,9.069,4.385,9.893,9.893,2.951,0,-0.182,4,5.9,0.436,4.092,4.092,0.499,3.761,0.0,0.0,6.515,2.612,0.0,2.87,3.938,9.14,9.14,-0.1,0,0,3.251,-0.026,1.078,6.356
8.097,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,4,1.682,-0.199,6,1,3.937,0.224,2,99.307,8,11,0.201,2,6.422,1.519,9.045,4.383,10.157,10.157,3.03,3,-0.189,4,6.7,0.516,4.092,4.092,0.473,3.806,0.0,0.0,6.446,2.186,0.0,2.926,4.07,9.797,9.797,0.192,0,0,4.267,0.957,1.268,6.866
7.824,1,1,0,0,0,0,0,0,0,0,118.616,0,1,1,0,0,3,1.638,-0.098,7,3,3.808,0.11,2,54.995,6,3,0.138,2,5.6,1.474,8.857,4.169,9.564,9.564,2.748,2,-0.12,4,9.1,0.551,3.636,3.636,0.518,3.676,0.0,0.0,6.368,2.11,0.0,2.812,3.866,7.435,7.435,0.152,0,0,3.466,1.055,1.174,6.429
5.699,0,0,3,3,1,1,1,1,1,1,70.314,1,0,0,2,1,2,1.591,-0.065,1,1,3.808,0.261,1,113.051,3,5,0.12,0,6.158,1.53,9.233,4.383,9.792,9.792,2.682,0,-0.108,3,5.3,0.463,4.092,4.092,0.445,3.747,0.0,0.0,6.42,2.375,0.952,2.874,3.929,8.456,8.456,0.09,0,0,3.428,-0.136,1.124,6.447
7.921,1,1,0,0,0,0,0,0,0,0,118.616,0,1,1,0,0,6,1.664,-0.179,6,2,3.935,0.189,2,29.85,6,2,-0.114,0,6.26,1.472,8.92,4.377,9.744,9.744,2.852,4,-0.11,3,9.3,0.542,4.089,4.089,0.447,3.807,0.0,0.0,6.402,2.612,0.0,2.823,3.909,9.116,9.116,-0.102,0,0,3.466,0.414,1.16,6.317
8.097,1,1,0,0,0,0,0,0,0,0,152.852,0,1,1,0,0,3,1.667,-0.086,7,1,3.937,0.175,2,74.163,7,5,0.07,2,6.252,1.506,9.011,4.389,9.804,9.804,2.904,2,-0.074,4,6.1,0.516,4.25,4.25,0.509,3.806,0.0,0.0,6.423,2.105,0.0,2.9,3.941,9.222,9.222,-0.002,0,0,3.744,0.309,1.275,6.644
7.921,1,1,0,0,0,0,0,0,0,0,133.899,0,1,1,0,0,5,1.665,-0.148,5,5,3.976,0.18,2,99.307,4,5,0.028,2,6.366,1.491,8.871,4.399,10.291,10.291,2.852,2,-0.103,4,8.5,0.497,4.096,4.096,0.519,3.808,0.0,0.0,6.579,2.109,0.0,2.945,4.027,9.545,9.545,0.01,0,0,3.615,1.062,1.27,6.626
7.854,1,1,0,0,0,0,0,0,0,0,114.947,0,1,1,0,0,3,1.695,-0.083,7,1,3.938,0.175,2,74.163,6,5,0.073,2,6.298,1.502,8.922,4.385,9.831,9.831,2.852,2,-0.137,3,7.0,0.579,4.093,4.093,0.536,3.806,0.0,0.0,6.44,2.105,0.0,2.88,3.937,9.044,9.044,0.007,0,0,3.744,0.424,1.214,6.629
5.77,0,0,1,2,1,1,1,1,1,1,43.712,1,0,0,2,1,2,1.684,0.133,1,1,4.986,0.094,1,113.051,2,5,-0.003,0,8.551,1.665,8.982,5.153,18.261,18.261,3.077,0,-0.109,1,3.6,0.755,4.242,4.242,0.821,4.684,0.0,0.0,9.042,3.02,0.0,3.465,4.925,16.002,16.002,0.011,0,0,5.583,-0.038,1.728,7.794
8.155,1,1,0,0,0,0,0,1,1,2,124.423,1,1,1,0,0,3,1.682,-0.167,6,4,3.937,0.2,2,142.901,7,8,0.235,2,6.205,1.513,17.856,4.383,9.795,9.795,2.852,2,-0.073,4,6.5,0.513,4.092,4.092,0.502,3.806,0.0,0.0,6.421,2.105,0.0,2.88,3.932,8.707,8.707,0.216,1,0,3.743,1.062,1.294,6.801
4.959,0,0,3,4,1,1,1,1,1,1,81.617,1,0,0,2,1,2,1.603,-0.061,1,1,3.808,0.261,1,113.051,4,5,0.109,0,6.158,1.527,9.322,4.383,9.792,9.792,2.774,0,-0.026,3,4.9,0.452,4.092,4.092,0.444,3.747,0.0,0.0,6.42,2.375,0.0,2.878,3.93,8.462,8.462,0.089,0,0,3.466,-0.18,1.132,6.509
6.155,0,0,1,3,1,1,1,1,1,1,85.286,1,0,0,0,3,2,1.599,-0.122,3,4,3.804,0.217,1,98.588,4,2,0.075,1,6.028,1.508,9.361,4.205,9.535,9.535,2.775,0,-0.168,3,6.8,0.444,3.685,3.685,0.41,3.694,0.0,0.0,6.363,2.377,0.0,2.817,3.864,8.568,8.568,0.079,0,0,3.466,0.341,1.152,6.367
5.469,0,0,2,4,1,1,1,1,1,1,72.141,1,0,0,2,3,2,1.632,0.0,3,1,3.809,0.253,1,113.051,4,5,0.084,0,6.274,1.528,9.344,4.385,9.825,9.825,2.831,0,-0.159,2,4.9,0.502,4.093,4.093,0.459,3.75,0.0,0.0,6.436,2.375,0.0,2.88,3.936,8.911,8.911,0.038,0,0,3.72,-0.162,1.207,6.619
5.509,0,0,3,3,1,1,1,1,1,1,72.141,1,0,0,2,2,2,1.638,-0.081,2,1,3.816,0.267,1,113.051,3,11,0.185,0,6.353,1.538,9.335,4.388,9.804,9.804,2.983,1,-0.096,3,7.0,0.481,4.095,4.095,0.443,3.808,0.0,0.0,6.425,2.612,0.0,2.881,3.939,9.462,9.462,0.151,2,1,3.725,-0.132,1.325,6.818
8.046,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,3,1.678,-0.23,7,1,3.937,0.224,2,99.307,7,5,0.071,5,6.421,1.517,9.019,4.383,10.157,10.157,3.028,3,-0.187,4,6.7,0.516,4.092,4.092,0.473,3.806,0.0,0.0,6.446,2.186,0.0,2.926,4.07,9.795,9.795,0.059,0,0,4.306,0.957,1.254,6.711
7.921,1,1,0,0,0,0,0,0,0,0,124.423,0,1,1,0,0,3,1.662,-0.137,7,1,3.937,0.178,2,104.012,7,5,0.077,5,6.203,1.497,8.95,4.383,9.795,9.795,2.852,3,-0.021,4,8.0,0.53,4.092,4.092,0.517,3.806,0.0,0.0,6.421,2.105,0.0,2.879,3.931,8.689,8.689,0.05,0,0,3.744,1.032,1.274,6.626
5.046,0,0,0,0,0,0,0,0,0,0,96.195,0,0,0,0,0,3,1.581,0.157,3,0,3.808,0.179,3,148.157,3,1,-0.148,2,5.883,1.517,0.0,4.141,8.877,8.877,2.929,1,0.017,6,10.0,0.496,3.723,3.723,0.552,3.769,7.427,4.034,6.114,1.924,2.121,2.782,3.846,8.187,8.187,-0.205,0,0,3.642,1.76,1.045,6.265
4.456,0,0,0,0,0,0,0,0,0,0,135.927,0,0,0,0,0,3,1.588,0.18,6,0,3.808,0.173,3,148.157,5,1,-0.147,2,6.077,1.518,0.0,4.296,9.397,9.397,3.256,1,0.032,7,8.5,0.474,4.137,4.137,0.545,3.769,7.481,4.06,6.272,1.924,1.072,2.862,3.888,8.722,8.722,-0.186,0,0,4.245,1.578,1.193,6.4
4.796,0,0,0,0,0,0,0,0,0,0,107.499,0,0,0,0,0,3,1.594,0.152,3,0,3.808,0.18,3,148.157,4,1,-0.155,2,5.883,1.512,0.0,4.141,8.877,8.877,3.256,1,0.022,7,9.4,0.497,3.723,3.723,0.552,3.769,7.439,4.04,6.114,1.924,1.069,2.795,3.849,8.187,8.187,-0.205,0,0,4.156,1.693,1.068,6.316
5.398,0,0,0,0,0,0,0,0,0,0,91.094,0,0,2,0,0,3,1.591,0.072,7,2,3.819,0.183,3,173.301,6,3,-0.11,2,5.893,1.509,0.0,4.144,9.015,9.015,3.165,1,0.005,9,10.0,0.426,3.723,3.723,0.528,3.774,7.417,4.033,6.139,1.926,1.048,2.852,3.893,8.226,8.226,-0.183,0,0,4.562,2.383,1.175,6.569
4.921,0,0,0,0,0,0,0,0,0,0,107.499,0,0,0,0,0,4,1.616,0.077,4,0,3.808,0.207,3,148.157,3,1,-0.158,4,5.932,1.521,0.0,4.213,8.896,8.896,3.256,3,0.033,6,10.9,0.466,3.886,3.886,0.494,3.775,7.381,4.018,6.118,1.984,1.027,2.805,3.855,8.268,8.268,-0.2,0,0,4.172,1.69,1.237,6.369
4.796,0,0,0,0,0,0,0,0,0,0,107.499,0,0,0,0,0,4,1.589,0.103,5,0,3.808,0.174,3,178.006,4,1,-0.158,4,5.883,1.509,0.0,4.141,8.878,8.878,3.256,2,0.059,6,10.0,0.485,3.723,3.723,0.538,3.769,7.432,4.039,6.114,1.924,1.053,2.798,3.85,8.188,8.188,-0.182,0,0,4.395,2.383,1.182,6.424
4.367,0,0,0,0,0,0,0,0,0,0,126.451,0,0,0,0,0,3,1.592,0.169,5,0,3.808,0.184,3,148.157,5,1,-0.086,3,6.123,1.527,0.0,4.453,10.546,10.546,3.257,2,0.012,7,9.0,0.573,4.279,4.279,0.534,3.769,7.507,4.073,6.638,1.924,1.072,2.948,4.008,8.898,8.898,-0.155,0,0,4.653,1.529,1.232,6.555
4.678,0,0,0,0,0,0,0,0,0,0,107.499,0,0,0,0,0,3,1.594,0.096,3,0,3.808,0.143,3,148.157,4,1,-0.147,2,5.883,1.512,0.0,4.141,8.877,8.877,2.929,1,0.024,6,9.4,0.523,3.723,3.723,0.558,3.769,7.396,4.022,6.114,1.924,1.046,2.796,3.849,8.187,8.187,-0.181,0,0,4.156,1.693,1.145,6.338
5.046,0,0,0,0,0,0,0,0,0,0,107.499,0,0,0,0,0,3,1.58,0.004,4,0,4.455,0.343,3,148.157,4,1,-0.14,2,6.114,1.542,0.0,4.411,11.63,11.63,3.252,1,0.037,6,8.9,0.412,3.744,3.744,0.451,3.808,7.329,3.997,7.099,1.984,0.994,2.856,4.132,8.877,8.877,-0.158,0,0,4.472,1.66,1.217,6.403
5.155,0,0,0,0,0,0,0,0,0,0,91.094,0,0,2,0,0,3,1.593,-0.016,6,2,3.819,0.182,3,173.301,6,3,-0.066,2,5.894,1.508,0.0,4.144,9.017,9.017,3.162,1,0.008,9,10.0,0.426,3.723,3.723,0.53,3.774,7.419,4.034,6.14,1.926,1.048,2.854,3.895,8.228,8.228,-0.145,0,0,4.194,2.383,1.179,6.541
4.444,0,0,0,0,0,0,0,0,0,0,116.975,0,0,1,0,0,3,1.588,0.195,5,1,3.808,0.166,3,176.713,4,2,-0.145,2,6.077,1.518,0.0,4.296,9.397,9.397,3.256,1,0.045,6,10.3,0.515,4.137,4.137,0.558,3.769,11.678,4.055,6.272,1.924,1.067,2.849,3.884,8.722,8.722,-0.168,0,0,4.245,1.605,1.203,6.415
7.046,0,0,3,4,0,2,0,1,1,2,84.513,0,1,2,3,1,4,1.576,0.18,4,3,3.888,0.094,4,169.511,5,0,-0.136,4,6.632,1.497,11.257,4.216,10.56,10.56,3.275,2,-0.019,8,5.7,0.565,3.435,3.435,0.515,3.727,0.0,0.0,6.638,1.99,0.0,2.987,4.064,10.532,10.532,-0.152,0,0,4.471,1.442,1.019,6.998
4.824,0,0,0,0,0,0,0,0,0,0,116.975,0,0,0,0,0,3,1.581,0.173,4,0,3.808,0.176,3,148.157,4,1,-0.146,2,5.883,1.51,0.0,4.141,8.876,8.876,2.929,1,0.024,6,9.4,0.485,3.723,3.723,0.554,3.769,7.434,4.037,6.114,1.924,1.072,2.794,3.848,8.187,8.187,-0.192,0,0,3.665,1.694,1.121,6.311
5.301,0,0,0,0,0,0,0,0,0,0,69.594,0,0,0,0,0,3,1.672,0.293,3,0,3.809,0.041,3,148.157,2,1,-0.104,2,6.117,1.532,0.0,4.395,10.107,10.107,3.047,1,0.022,4,9.4,0.627,4.087,4.087,0.642,3.77,7.206,3.949,6.585,1.924,0.919,2.859,3.953,8.854,8.854,-0.115,0,0,4.657,1.686,1.278,6.679
4.398,0,0,0,0,0,0,0,0,0,0,135.927,0,0,0,0,0,3,1.586,0.209,5,0,3.808,0.174,3,148.157,5,1,-0.199,2,6.099,1.519,0.0,4.339,9.135,9.135,3.239,1,0.022,8,8.5,0.474,4.235,4.235,0.543,3.769,7.475,4.057,6.164,1.924,1.072,2.861,3.879,8.829,8.829,-0.261,0,0,4.412,1.578,1.183,6.44
4.824,0,0,0,0,0,0,0,0,0,0,107.499,0,0,0,0,0,3,1.586,0.179,4,0,3.808,0.189,3,148.157,4,1,-0.229,2,5.883,1.512,0.0,4.141,8.877,8.877,2.93,1,0.006,7,8.9,0.473,3.723,3.723,0.539,3.769,7.446,4.043,6.114,1.924,1.073,2.797,3.849,8.187,8.187,-0.289,0,0,4.156,1.663,1.115,6.399
