pXC50,nCsp3,nF,nN,nHet,Si,nAT,nBT,Se,nH,nX,X.,nCsp2,Sp,SCBO,Mv,nBO,nSK,Mi,RBN
7.721,8,1,3,9,76.694,68,71,68.825,30,1,1.5,21,44.887,53.0,0.638,41,38,1.128,9
6.301,1,0,2,3,26.867,24,25,24.065,10,0,0.0,10,16.512,21.5,0.661,15,14,1.119,1
7.481,3,3,2,8,42.285,37,39,38.905,12,4,10.8,14,25.921,36.0,0.706,27,25,1.143,1
7.0,9,0,8,15,73.189,64,68,66.058,26,0,0.0,14,41.08,53.0,0.639,42,38,1.144,9
6.866,2,3,2,8,36.72,32,34,34.142,9,3,9.4,13,21.994,35.0,0.718,25,23,1.147,1
7.854,6,1,3,7,53.2,47,50,47.752,20,1,2.1,14,31.171,39.0,0.645,30,27,1.132,4
5.487,0,0,3,4,31.365,28,30,28.167,11,0,0.0,13,19.517,27.0,0.675,19,17,1.12,0
4.456,0,0,3,8,31.372,28,30,29.709,7,0,0.0,13,19.812,35.0,0.739,23,21,1.12,2
5.0,5,3,3,9,52.879,46,48,47.778,18,3,6.5,14,30.046,38.0,0.654,30,28,1.15,5
7.854,7,2,3,10,73.619,65,68,66.454,27,2,3.1,21,43.063,53.0,0.65,41,38,1.133,8
7.456,4,0,4,5,48.524,43,45,42.803,20,0,0.0,14,28.569,34.0,0.628,25,23,1.128,6
7.585,4,0,3,4,43.611,39,42,38.818,17,0,0.0,14,26.801,34.0,0.653,25,22,1.118,3
5.824,5,3,3,9,52.879,46,48,47.778,18,3,6.5,14,30.046,38.0,0.654,30,28,1.15,5
4.284,1,3,2,6,38.716,34,36,35.371,11,3,8.8,16,23.847,34.5,0.708,25,23,1.139,2
7.237,3,0,4,5,42.694,38,41,38.036,16,0,0.0,14,26.046,34.0,0.657,25,22,1.124,2
8.262,6,0,4,5,44.524,39,40,38.803,20,0,0.0,8,24.569,26.0,0.59,20,19,1.142,5
8.427,6,0,4,5,44.524,39,40,38.803,20,0,0.0,8,24.569,26.0,0.59,20,19,1.142,4
8.222,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,4
7.569,2,0,4,7,58.654,53,57,53.207,20,0,0.0,24,38.671,51.5,0.697,37,33,1.107,5
7.824,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,3
7.602,6,0,5,10,59.571,53,56,53.963,21,0,0.0,16,36.585,46.0,0.667,35,32,1.124,7
6.524,2,0,3,4,25.95,23,25,23.284,9,0,0.0,8,15.756,22.0,0.668,16,14,1.128,0
7.387,5,0,4,5,41.109,36,37,35.92,18,0,0.0,8,22.807,25.0,0.597,19,18,1.142,5
6.963,8,0,3,4,47.441,42,45,41.585,21,0,0.0,9,27.324,30.0,0.608,24,21,1.13,2
4.208,1,0,2,4,38.907,35,37,35.16,14,0,0.0,16,24.489,32.5,0.675,23,21,1.112,3
7.337,5,0,2,3,58.773,53,57,52.251,24,0,0.0,21,36.841,44.0,0.652,33,29,1.109,4
7.301,2,0,4,5,30.863,27,28,27.269,12,0,0.0,8,17.523,22.0,0.626,16,15,1.143,2
4.367,1,0,2,3,37.697,34,36,33.833,14,0,0.0,16,24.034,31.5,0.674,22,20,1.109,2
4.569,0,0,3,4,35.365,32,34,32.167,11,0,0.0,16,23.517,34.5,0.715,23,21,1.105,2
6.046,0,0,2,3,34.282,31,33,30.949,12,0,0.0,16,22.273,30.5,0.69,21,19,1.106,2
6.62,4,0,3,6,54.571,49,52,48.989,21,0,0.0,18,34.426,42.5,0.662,31,28,1.114,7
7.62,10,1,3,8,69.07,61,64,61.614,28,1,1.6,15,39.671,45.0,0.625,36,33,1.132,6
7.201,7,0,4,6,57.564,51,54,50.898,24,0,0.0,14,33.546,39.0,0.623,30,27,1.129,6
6.604,9,0,3,4,56.272,50,53,49.352,25,0,0.0,12,32.847,35.0,0.611,28,25,1.125,5
6.562,11,0,3,4,63.102,56,59,55.12,29,0,0.0,12,36.37,37.0,0.6,30,27,1.127,5
8.301,7,0,4,8,72.813,65,69,65.32,28,0,0.0,22,43.978,54.0,0.65,41,37,1.12,6
7.745,5,0,3,6,51.86,46,48,46.24,21,0,0.0,14,30.233,35.0,0.629,27,25,1.127,5
7.301,7,1,3,9,73.279,65,68,65.941,28,1,1.5,21,43.125,52.0,0.644,40,37,1.127,8
6.013,6,0,3,6,55.275,49,51,49.123,23,0,0.0,14,31.995,36.0,0.622,28,26,1.128,6
7.921,5,0,4,5,41.109,36,37,35.92,18,0,0.0,8,22.807,25.0,0.597,19,18,1.142,4
7.62,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,5
6.726,10,0,3,7,68.73,61,64,61.101,29,0,0.0,15,39.733,44.0,0.619,35,32,1.127,6
8.642,4,0,4,5,37.694,33,34,33.036,16,0,0.0,8,21.046,24.0,0.605,18,17,1.142,3
8.396,5,0,4,5,41.109,36,37,35.92,18,0,0.0,8,22.807,25.0,0.597,19,18,1.142,3
7.721,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,4
8.523,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,3
6.854,4,0,5,9,43.531,38,39,38.869,17,0,0.0,8,24.608,30.0,0.621,22,21,1.146,5
7.721,3,0,4,5,34.279,30,31,30.153,14,0,0.0,8,19.284,23.0,0.614,17,16,1.143,2
6.955,3,0,3,4,40.196,36,39,35.934,15,0,0.0,14,25.04,33.0,0.665,24,21,1.117,1
7.301,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
7.244,0,0,1,4,29.787,27,29,27.618,9,0,0.0,14,19.415,29.0,0.714,20,18,1.103,1
7.013,6,0,3,6,53.86,48,51,48.24,21,0,0.0,15,32.233,40.0,0.645,30,27,1.122,6
7.495,4,0,4,5,37.694,33,34,33.036,16,0,0.0,8,21.046,24.0,0.605,18,17,1.142,4
7.347,9,0,4,5,52.355,46,48,45.571,24,0,0.0,8,29.091,30.0,0.588,24,22,1.138,6
8.523,6,0,4,6,55.883,50,53,50.011,21,1,2.0,16,35.188,43.0,0.667,32,29,1.118,5
5.959,1,0,2,4,38.907,35,37,35.16,14,0,0.0,16,24.489,32.5,0.675,23,21,1.112,3
6.996,0,0,4,5,34.448,31,33,31.385,10,0,0.0,15,22.762,34.5,0.722,23,21,1.111,2
5.237,0,0,2,3,27.867,25,26,25.065,10,0,0.0,12,17.512,23.5,0.675,16,15,1.115,2
4.638,0,0,2,4,35.491,32,34,32.276,12,0,0.0,16,22.727,32.5,0.691,22,20,1.109,2
6.699,11,0,3,7,72.145,64,67,63.985,31,0,0.0,15,41.495,45.0,0.614,36,33,1.127,7
8.097,10,0,4,7,68.604,61,65,60.992,28,0,0.0,16,40.523,47.0,0.632,37,33,1.125,4
6.123,0,0,3,5,34.285,31,33,31.244,11,0,0.0,15,23.165,31.5,0.712,22,20,1.106,3
7.432,5,0,4,5,51.939,46,48,45.687,22,0,0.0,14,30.33,35.0,0.62,26,24,1.129,6
6.987,11,1,3,8,72.485,64,67,64.498,30,1,1.6,15,41.432,46.0,0.62,37,34,1.133,7
6.762,4,0,2,4,24.787,22,23,22.142,10,0,0.0,4,15.159,16.0,0.639,13,12,1.127,0
6.632,0,0,2,5,28.87,26,28,26.836,8,0,0.0,13,18.659,30.0,0.722,20,18,1.11,1
6.0,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
7.509,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
6.959,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,3
6.796,4,0,4,5,35.279,31,33,31.153,14,0,0.0,8,20.284,25.0,0.627,19,17,1.138,2
7.485,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
7.621,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
7.79,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
7.745,4,0,4,5,35.279,31,33,31.153,14,0,0.0,8,20.284,25.0,0.627,19,17,1.138,2
7.66,4,0,4,5,35.279,31,33,31.153,14,0,0.0,8,20.284,25.0,0.627,19,17,1.138,2
8.097,9,0,5,9,68.896,61,65,61.538,27,0,0.0,16,40.222,48.0,0.635,38,34,1.129,3
8.523,9,1,4,9,66.738,59,63,59.949,25,1,1.7,16,39.154,48.0,0.646,38,34,1.131,4
8.222,7,1,4,7,58.904,52,55,52.411,23,1,1.9,15,34.483,41.0,0.638,32,29,1.133,4
8.301,5,1,4,7,52.073,46,49,46.643,19,1,2.2,15,30.961,39.0,0.655,30,27,1.132,3
8.222,5,1,4,8,65.113,58,62,58.738,23,1,1.7,22,39.938,52.0,0.67,39,35,1.123,4
7.921,7,1,4,8,60.113,53,56,53.738,23,1,1.9,15,34.938,42.0,0.639,33,30,1.134,5
7.921,7,0,4,9,61.903,55,58,55.629,24,0,0.0,15,37.102,45.0,0.644,34,31,1.126,5
8.097,7,1,4,10,62.243,55,58,56.142,23,1,1.8,15,37.04,46.0,0.651,35,32,1.132,5
8.222,8,1,4,7,62.319,55,58,55.294,25,1,1.8,15,36.245,42.0,0.631,33,30,1.133,5
8.301,9,1,4,7,65.734,58,61,58.178,27,1,1.7,15,38.006,43.0,0.624,34,31,1.133,6
7.959,5,0,4,7,64.773,58,62,58.225,24,0,0.0,22,40.0,51.0,0.664,38,34,1.117,4
8.301,7,1,4,8,61.113,54,57,54.738,23,1,1.9,16,35.938,44.0,0.646,34,31,1.132,4
8.222,9,1,5,10,69.236,61,65,62.051,26,1,1.6,16,40.159,49.0,0.642,39,35,1.135,3
8.097,10,1,5,10,72.651,64,68,64.934,28,1,1.6,16,41.921,50.0,0.635,40,36,1.135,3
7.921,9,1,4,8,65.528,58,62,58.621,25,1,1.7,16,38.699,47.0,0.645,37,33,1.13,4
7.292,5,0,4,6,62.564,56,60,55.898,24,0,0.0,21,38.546,48.0,0.657,36,32,1.117,4
8.301,5,1,4,7,62.904,56,60,56.411,23,1,1.8,21,38.483,49.0,0.664,37,33,1.123,4
8.222,6,1,4,8,57.698,51,54,51.854,21,1,2.0,16,34.176,43.0,0.654,33,30,1.131,3
7.745,7,0,4,6,69.394,62,66,61.665,28,0,0.0,21,42.069,50.0,0.643,38,34,1.119,5
7.699,10,0,5,9,72.312,64,68,64.421,29,0,0.0,16,41.983,49.0,0.629,39,35,1.13,3
8.0,5,0,5,7,61.647,55,59,55.116,23,0,0.0,20,37.79,48.0,0.66,36,32,1.121,4
8.611,5,1,4,6,39.034,34,36,34.549,15,1,2.9,8,21.983,27.0,0.628,21,19,1.148,2
6.921,4,0,4,5,35.279,31,33,31.153,14,0,0.0,8,20.284,25.0,0.627,19,17,1.138,2
6.886,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
5.481,6,3,4,8,43.128,37,39,38.458,15,3,8.1,8,23.62,30.0,0.639,24,22,1.166,2
8.097,9,0,4,5,52.355,46,48,45.571,24,0,0.0,8,29.091,30.0,0.588,24,22,1.138,3
8.461,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,3
7.602,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
5.0,4,0,3,4,39.196,35,38,34.934,15,0,0.0,12,24.04,30.5,0.655,23,20,1.12,1
6.975,4,0,3,4,39.196,35,38,34.934,15,0,0.0,12,24.04,30.5,0.655,23,20,1.12,1
8.35,7,0,4,5,56.355,50,53,49.571,24,0,0.0,14,33.091,38.0,0.621,29,26,1.127,5
7.596,4,0,4,6,37.488,33,35,33.48,14,0,0.0,9,21.739,28.0,0.641,21,19,1.136,2
5.0,6,0,3,4,35.196,31,33,30.934,15,0,0.0,6,20.04,23.0,0.611,18,16,1.135,0
8.161,5,0,3,5,39.116,35,38,35.011,15,0,0.0,10,24.688,30.0,0.661,23,20,1.118,1
6.957,3,0,3,5,36.7,33,36,33.127,13,0,0.0,12,23.926,30.5,0.685,23,20,1.112,1
6.368,3,0,3,6,33.205,30,33,30.32,11,0,0.0,10,22.813,29.0,0.709,22,19,1.107,1
7.509,9,0,4,5,49.939,44,47,43.687,22,0,0.0,8,28.33,31.0,0.603,25,22,1.135,3
8.412,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
8.373,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
5.012,5,0,3,4,42.611,38,41,37.818,17,0,0.0,12,25.801,31.5,0.644,24,21,1.121,1
5.0,4,0,3,4,50.026,45,49,44.702,19,0,0.0,18,31.563,40.5,0.667,30,26,1.112,2
8.301,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
8.222,6,1,4,6,53.279,47,50,47.2,21,1,2.1,14,31.267,38.0,0.637,29,26,1.134,4
8.427,12,0,4,5,60.185,53,56,52.338,28,0,0.0,8,33.614,34.0,0.587,28,25,1.136,3
5.0,3,0,3,4,46.611,42,46,41.818,17,0,0.0,18,29.801,39.5,0.678,29,25,1.11,2
8.31,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,4
5.344,2,0,2,6,48.866,44,46,44.331,18,0,0.0,18,31.114,38.5,0.672,28,26,1.111,6
5.638,0,0,2,3,25.452,23,24,23.182,8,0,0.0,10,16.75,24.5,0.71,16,15,1.107,1
5.721,0,0,2,3,23.452,21,22,21.182,8,0,0.0,10,14.75,20.5,0.683,14,13,1.117,1
8.398,9,1,4,7,63.319,56,60,56.294,25,1,1.8,15,37.245,44.0,0.637,35,31,1.131,5
7.855,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
7.785,8,0,4,5,46.524,41,44,40.803,20,0,0.0,8,26.569,30.0,0.61,24,21,1.135,3
5.658,1,0,2,3,28.867,26,27,26.065,10,0,0.0,10,18.512,25.5,0.687,17,16,1.11,1
5.469,1,0,2,3,26.867,24,25,24.065,10,0,0.0,10,16.512,21.5,0.661,15,14,1.119,1
7.745,8,0,4,7,63.189,56,59,56.109,26,0,0.0,15,36.762,42.0,0.625,33,30,1.128,5
5.735,7,0,3,5,39.531,35,37,34.894,17,0,0.0,6,23.449,24.5,0.619,20,18,1.129,1
6.699,3,0,4,5,31.863,28,30,28.269,12,0,0.0,8,18.523,24.0,0.64,18,16,1.138,2
7.561,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,3
6.828,4,0,3,5,35.7,32,35,32.127,13,0,0.0,10,22.926,29.0,0.675,22,19,1.116,1
8.285,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,3
8.5,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
7.886,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,3
7.8,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,3
7.617,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,3
7.526,5,0,3,4,31.78,28,30,28.051,13,0,0.0,6,18.279,21.5,0.622,17,15,1.135,0
7.602,4,0,4,5,35.279,31,33,31.153,14,0,0.0,8,20.284,25.0,0.627,19,17,1.138,2
6.886,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,4
7.347,11,0,9,16,80.103,70,75,72.043,29,0,0.0,14,44.847,57.0,0.635,46,41,1.144,7
7.658,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
8.262,9,0,4,5,52.355,46,48,45.571,24,0,0.0,8,29.091,30.0,0.588,24,22,1.138,3
6.602,5,2,3,8,52.539,46,48,47.265,19,2,4.3,14,30.108,37.0,0.646,29,27,1.142,5
7.235,6,0,5,6,44.607,39,41,39.022,19,0,0.0,8,24.813,28.0,0.603,22,20,1.144,2
7.574,9,0,4,5,52.355,46,48,45.571,24,0,0.0,8,29.091,30.0,0.588,24,22,1.138,4
5.0,6,1,3,7,55.615,49,51,49.636,22,1,2.0,14,31.932,37.0,0.63,29,27,1.135,6
5.03,6,0,2,6,49.282,44,46,44.214,20,0,0.0,12,29.875,33.5,0.639,26,24,1.12,5
7.921,10,2,3,9,69.41,61,64,62.127,27,2,3.3,15,39.608,46.0,0.632,37,34,1.138,6
7.481,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,4
8.427,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,5
6.0,5,0,4,8,52.863,47,50,47.534,20,0,0.0,14,32.125,41.0,0.652,30,27,1.125,4
7.149,1,0,3,5,37.99,34,36,34.378,13,0,0.0,15,23.733,32.5,0.68,23,21,1.117,3
7.056,5,0,4,5,49.524,44,47,43.803,20,0,0.0,14,29.569,36.0,0.637,27,24,1.126,4
7.444,7,0,3,8,72.94,65,68,65.429,29,0,0.0,21,43.188,51.0,0.638,39,36,1.122,8
7.745,4,0,4,5,46.109,41,44,40.92,18,0,0.0,14,27.807,35.0,0.646,26,23,1.125,2
7.77,9,0,4,6,53.564,47,49,46.898,24,0,0.0,8,29.546,31.0,0.591,25,23,1.14,5
6.793,7,0,5,7,58.647,52,56,52.116,23,0,0.0,15,34.79,43.0,0.64,33,29,1.128,2
6.699,8,0,3,8,76.355,68,71,68.312,31,0,0.0,21,44.949,52.0,0.633,40,37,1.123,9
6.928,1,3,3,7,37.799,33,35,34.589,10,3,9.1,15,23.091,34.5,0.714,25,23,1.145,2
8.301,8,1,4,8,62.113,55,59,55.738,23,1,1.8,16,36.938,46.0,0.652,36,32,1.129,4
8.5,6,0,4,5,42.109,37,39,36.92,18,0,0.0,8,23.807,27.0,0.608,21,19,1.138,2
8.31,7,0,4,5,45.524,40,42,39.803,20,0,0.0,8,25.569,28.0,0.6,22,20,1.138,2
8.699,5,0,6,8,60.73,54,58,54.334,22,0,0.0,19,37.034,48.0,0.662,36,32,1.125,4
7.886,6,1,4,7,55.489,49,52,49.527,21,1,2.0,15,32.722,40.0,0.646,31,28,1.132,3
8.461,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
6.285,8,0,3,4,42.026,37,39,36.702,19,0,0.0,6,23.563,24.5,0.594,20,18,1.136,1
7.824,11,1,4,8,72.359,64,68,64.389,29,1,1.6,16,42.222,49.0,0.632,39,35,1.131,4
7.409,7,0,4,7,59.773,53,56,53.225,24,0,0.0,15,35.0,41.0,0.632,32,29,1.128,5
8.199,5,0,4,6,38.638,34,36,34.36,15,1,2.9,8,22.904,27.0,0.641,21,19,1.136,2
7.638,8,0,4,9,65.318,58,61,58.512,26,0,0.0,15,38.864,46.0,0.637,35,32,1.126,5
5.0,3,0,3,5,36.7,33,36,33.127,13,0,0.0,12,23.926,30.5,0.685,23,20,1.112,1
8.699,5,1,5,8,61.987,55,59,55.629,22,1,1.8,20,37.728,49.0,0.667,37,33,1.127,4
7.43,9,0,4,5,52.355,46,48,45.571,24,0,0.0,8,29.091,30.0,0.588,24,22,1.138,4
8.523,5,1,6,9,61.07,54,58,54.847,21,1,1.9,19,36.972,49.0,0.67,37,33,1.131,4
7.056,6,0,4,6,55.149,49,52,49.014,22,0,0.0,15,32.784,39.0,0.638,30,27,1.125,3
7.921,7,1,4,8,61.113,54,57,54.738,23,1,1.9,16,35.938,44.0,0.646,34,31,1.132,3
8.155,8,1,4,8,63.528,56,59,56.621,25,1,1.8,15,36.699,43.0,0.632,34,31,1.134,5
8.699,9,1,4,9,66.738,59,63,59.949,25,1,1.7,16,39.154,48.0,0.646,38,34,1.131,4
8.699,10,1,4,8,68.944,61,65,61.505,27,1,1.6,16,40.461,48.0,0.638,38,34,1.13,4
8.137,7,0,3,4,45.026,40,43,39.702,19,0,0.0,10,26.563,30.5,0.625,24,21,1.126,1
6.854,4,0,4,5,35.279,31,33,31.153,14,0,0.0,8,20.284,25.0,0.627,19,17,1.138,2
5.155,5,0,3,4,31.78,28,30,28.051,13,0,0.0,6,18.279,22.0,0.622,17,15,1.135,0
7.77,8,0,4,5,48.939,43,45,42.687,22,0,0.0,8,27.33,29.0,0.594,23,21,1.138,3
6.097,2,0,2,3,30.282,27,28,26.949,12,0,0.0,10,18.273,22.5,0.644,16,15,1.122,2
7.77,5,0,4,5,38.694,34,36,34.036,16,0,0.0,8,22.046,26.0,0.617,20,18,1.138,2
6.215,3,0,4,5,31.863,28,30,28.269,12,0,0.0,8,18.523,24.0,0.64,18,16,1.138,2
5.002,0,1,0,3,29.835,27,29,27.585,9,1,3.7,15,19.654,28.0,0.72,20,18,1.105,1
7.518,8,0,4,6,55.564,49,52,48.898,24,0,0.0,11,31.546,34.5,0.608,28,25,1.134,6
6.156,4,0,3,5,40.405,36,39,36.262,15,0,0.0,12,24.495,31.5,0.657,24,21,1.122,2
6.456,7,0,3,4,42.026,37,39,36.702,19,0,0.0,7,23.563,24.0,0.594,20,18,1.136,2
6.822,7,0,4,5,50.939,45,48,44.687,22,0,0.0,11,29.33,32.5,0.612,26,23,1.132,5
6.398,4,0,3,4,37.196,33,35,32.934,15,0,0.0,10,22.04,26.5,0.635,20,18,1.127,2
7.523,7,0,3,7,56.195,50,53,50.2,23,0,0.0,13,33.642,40.0,0.633,30,27,1.124,5
6.0,9,0,3,4,46.441,41,44,40.585,21,0,0.0,7,26.324,27.0,0.598,23,20,1.133,2
6.0,1,3,3,8,40.009,35,38,36.916,10,3,8.6,16,24.546,37.5,0.722,28,25,1.143,2
6.0,6,0,5,7,48.817,43,46,43.349,19,0,0.0,11,28.267,34.5,0.633,27,24,1.135,1
6.783,3,0,4,6,42.903,38,40,38.363,16,0,0.0,13,25.5,33.0,0.649,24,22,1.129,3
7.305,8,0,3,4,45.441,40,42,39.585,21,0,0.0,7,25.324,25.0,0.588,21,19,1.136,2
6.873,10,0,5,7,64.478,57,61,56.883,27,0,0.0,13,37.313,43.0,0.62,34,30,1.131,4
6.824,6,0,4,6,50.734,45,48,45.131,20,0,0.0,13,30.023,37.0,0.638,28,25,1.127,3
7.009,3,0,4,6,42.903,38,40,38.363,16,0,0.0,13,25.5,33.0,0.649,24,22,1.129,3
6.955,6,0,4,6,50.734,45,48,45.131,20,0,0.0,13,30.023,37.0,0.638,28,25,1.127,3
6.558,8,0,5,7,60.062,53,56,53.0,25,0,0.0,13,34.552,40.0,0.619,31,28,1.133,4
7.125,9,0,4,5,56.355,50,54,49.571,24,0,0.0,12,33.091,38.0,0.621,30,26,1.127,2
6.848,10,0,5,7,64.478,57,61,56.883,27,0,0.0,13,37.313,43.0,0.62,34,30,1.131,4
7.72,4,0,3,4,40.611,36,38,35.818,17,0,0.0,11,23.801,27.5,0.624,21,19,1.128,3
6.23,4,0,3,4,40.611,36,38,35.818,17,0,0.0,11,23.801,27.5,0.624,21,19,1.128,2
7.556,4,0,3,4,38.196,34,37,33.934,15,0,0.0,11,23.04,28.5,0.645,22,19,1.123,3
7.419,6,0,3,4,45.026,40,43,39.702,19,0,0.0,11,26.563,30.5,0.625,24,21,1.126,2
6.745,5,0,4,6,46.318,41,44,41.247,18,0,0.0,12,27.262,34.5,0.639,26,23,1.13,5
6.301,7,0,5,7,60.647,54,59,54.116,23,0,0.0,17,36.79,46.5,0.653,36,31,1.123,2
7.222,10,0,4,6,58.979,52,55,51.781,26,0,0.0,10,33.307,36.0,0.602,29,26,1.134,4
5.951,6,0,3,4,45.026,40,43,39.702,19,0,0.0,11,26.563,30.5,0.625,24,21,1.126,2
6.939,10,0,3,4,49.856,44,47,43.469,23,0,0.0,7,28.086,28.0,0.592,24,21,1.133,2
6.699,6,0,3,4,41.611,37,40,36.818,17,0,0.0,10,24.801,29.5,0.634,23,20,1.125,1
6.301,1,0,3,4,37.78,34,37,34.051,13,0,0.0,16,24.279,33.5,0.689,24,21,1.111,1
7.097,6,0,5,7,48.817,43,46,43.349,19,0,0.0,11,28.267,34.5,0.633,27,24,1.135,3
6.0,0,0,4,5,35.448,32,35,32.385,10,0,0.0,16,23.762,36.5,0.731,25,22,1.108,1
7.0,5,0,5,7,47.817,42,44,42.349,19,0,0.0,11,27.267,32.5,0.624,25,23,1.138,4
6.301,0,0,3,5,34.309,31,34,31.491,10,1,3.2,16,23.375,33.5,0.733,24,21,1.107,1
6.222,0,0,3,5,34.207,31,34,31.396,10,1,3.2,16,23.87,33.5,0.739,24,21,1.103,1
6.854,7,0,5,8,53.441,47,50,47.56,21,0,0.0,11,30.483,36.5,0.627,29,26,1.137,5
7.0,11,0,4,6,62.394,55,58,54.665,28,0,0.0,10,35.069,37.0,0.597,30,27,1.134,5
6.824,0,0,3,5,30.87,28,31,28.36,9,0,0.0,14,21.404,31.0,0.734,22,19,1.102,1
6.699,0,0,3,5,31.159,28,31,28.611,9,0,0.0,14,20.21,31.0,0.717,22,19,1.113,1
7.398,4,0,3,4,36.196,32,34,31.934,15,0,0.0,9,21.04,25.0,0.623,19,17,1.131,2
7.347,4,0,4,6,48.318,43,46,43.247,18,0,0.0,15,29.262,38.0,0.656,28,25,1.124,4
6.523,1,0,3,4,26.95,24,26,24.284,9,0,0.0,10,16.756,23.5,0.682,17,15,1.123,0
6.886,7,0,4,6,51.149,45,47,45.014,22,0,0.0,10,28.784,32.0,0.606,25,23,1.137,5
8.0,6,0,5,7,48.817,43,46,43.349,19,0,0.0,11,28.267,34.5,0.633,27,24,1.135,1
7.0,2,0,3,6,43.614,39,42,39.589,15,0,0.0,16,26.949,36.5,0.676,27,24,1.118,3
6.097,5,0,5,7,58.647,52,55,52.116,23,0,0.0,17,34.79,42.5,0.64,32,29,1.128,5
6.0,5,0,5,7,45.402,40,43,40.465,17,0,0.0,11,26.506,33.5,0.642,26,23,1.135,1
5.854,5,0,5,7,56.232,50,54,50.232,21,0,0.0,17,34.029,43.5,0.655,33,29,1.125,2
6.301,2,0,3,4,41.196,37,40,36.934,15,0,0.0,16,26.04,34.5,0.674,25,22,1.113,2
7.421,4,0,3,4,38.196,34,37,33.934,15,0,0.0,11,23.04,28.5,0.645,22,19,1.123,3
6.827,1,0,4,6,42.488,38,41,38.48,14,0,0.0,17,26.739,37.5,0.688,27,24,1.118,3
6.553,5,0,4,5,40.694,36,39,36.036,16,0,0.0,10,24.046,29.5,0.638,23,20,1.13,2
6.623,0,0,2,3,24.452,22,24,22.182,8,0,0.0,11,15.75,22.5,0.697,16,14,1.111,0
7.429,5,0,3,4,41.611,37,40,36.818,17,0,0.0,11,24.801,29.5,0.634,23,20,1.125,2
7.959,6,0,3,4,45.026,40,43,39.702,19,0,0.0,11,26.563,30.5,0.625,24,21,1.126,2
6.155,0,0,3,5,34.207,31,34,31.396,10,1,3.2,16,23.87,33.5,0.739,24,21,1.103,1
7.377,4,0,4,7,48.823,44,49,44.44,16,0,0.0,17,32.148,45.0,0.701,33,28,1.11,2
6.553,4,0,3,5,40.405,36,39,36.262,15,0,0.0,12,24.495,31.5,0.657,24,21,1.122,1
5.886,5,0,5,7,58.647,52,55,52.116,23,0,0.0,17,34.79,42.5,0.64,32,29,1.128,5
