pXC50,SpMin3_Bh.i.,SpMin4_Bh.m.,SpMin6_Bh.v.,ATS2i,SpMin4_Bh.e.,SpMin5_Bh.i.,SpMin3_Bh.e.,SpMax5_Bh.i.,SpMin4_Bh.v.,SpMin6_Bh.m.,SpMin8_Bh.e.,SpMin4_Bh.i.,SpMin3_Bh.p.,Mp,SpMax5_Bh.p.,SpMin5_Bh.v.,SpMax5_Bh.e.,SpMax5_Bh.v.,TIC2,SpMin4_Bh.s.,TIC3,SpMax3_Bh.p.,ATS1i,SpMin3_Bh.v.,SpMin5_Bh.e.,SpMax3_Bh.v.,MDDD,SpMin8_Bh.m.,CSI,IDMT,SpMin6_Bh.e.,Chi1_EA.ed.,SpMin5_Bh.p.,Si,Eta_betaS,TIC1,AECC,nBT,SpMin8_Bh.v.,ATS2e,UNIP,ECC,Eig11_EA.bo.,ATS5i,Xu,Chi1_EA.ri.,nH,RDCHI,SpMin6_Bh.p.,ATS3e,P_VSA_m_2,SpMin4_Bh.p.,ATS3i,SpMax6_Bh.i.,VAR,ON1,SpMax4_Bh.i.,LPRS,ON0V,Chi0_EA.ed.,ISIZ,nAT,SpMin8_Bh.i.,SpMin3_Bh.s.,ATS1e,SpMin7_Bh.v.,ON1V,CIC0,Sv,SssNH
4.0,0.869,0.837,0.146,3.463,0.758,0.518,0.885,2.356,0.977,0.292,0.0,0.724,1.043,0.878,2.459,0.683,2.304,2.21,64.732,0.0,69.487,2.771,3.063,1.071,0.541,2.758,5.953,0.0,158.0,1554.69,0.0,2.642,0.589,18.694,8.5,56.732,5.769,18,0.0,3.377,29,75.0,-1.724,3.058,13.257,7.659,4,2.629,0.043,3.37,92.749,0.966,3.522,1.997,22,2.944,2.842,47.554,3.16,5.512,69.487,17,0.0,0.142,3.011,0.068,0.884,2.024,13.793,0.0
4.526,1.097,1.044,0.672,3.729,0.843,0.69,1.167,2.8,1.042,0.31,0.0,0.833,1.402,0.817,2.477,0.926,2.717,2.493,85.484,0.09,87.484,2.971,3.267,1.402,0.723,2.981,8.747,0.0,223.0,2576.27,0.519,2.817,0.918,23.319,10.0,80.729,7.133,22,0.0,3.624,39,107.0,-1.5,3.612,15.369,8.745,6,2.809,0.593,3.564,99.399,1.013,3.679,2.368,39,3.444,2.893,59.285,4.243,6.096,92.239,21,0.0,0.35,3.213,0.1,1.037,2.203,16.034,0.0
4.807,0.817,0.911,0.328,3.683,0.585,0.357,0.794,2.299,0.967,0.174,0.0,0.455,0.94,0.803,2.274,0.693,2.219,2.177,57.549,0.141,63.059,2.481,3.11,0.978,0.43,2.473,4.628,0.0,117.0,892.553,0.0,2.145,0.581,20.026,7.0,50.652,5.0,19,0.0,3.527,21,55.0,-2.102,3.235,11.19,6.551,7,2.457,0.204,3.572,43.763,0.895,3.83,2.008,18,2.444,2.66,36.89,3.21,4.512,75.059,18,0.0,0.325,3.036,0.0,1.201,2.176,12.825,0.0
4.0,1.357,1.142,0.907,3.91,1.131,0.811,1.379,2.964,1.339,0.912,0.263,1.109,1.599,0.831,2.681,1.095,2.918,2.731,100.702,0.253,114.211,3.407,3.485,1.574,0.846,3.417,13.6,0.346,307.0,5771.03,0.756,3.704,1.076,28.528,12.75,87.192,7.2,28,0.502,3.853,56,144.0,-0.569,4.147,19.48,11.537,6,3.18,0.864,4.008,109.346,1.362,4.124,2.735,45,4.389,3.361,86.853,4.91,7.908,122.211,26,0.232,0.423,3.438,0.827,1.433,2.588,20.749,0.0
4.488,1.232,0.972,0.754,3.821,0.994,0.704,1.264,2.624,1.2,0.354,0.0,0.967,1.54,0.786,2.459,0.941,2.556,2.312,91.353,0.066,91.353,3.246,3.343,1.49,0.655,3.246,11.952,0.0,276.0,3907.59,0.519,3.186,0.972,24.821,11.75,84.498,7.882,23,0.0,3.739,49,134.0,-0.878,3.604,17.319,9.763,5,2.984,0.712,3.635,99.705,1.251,3.736,2.473,50,3.889,3.057,71.171,4.526,6.895,98.107,22,0.0,0.193,3.305,0.609,1.303,2.092,16.959,0.0
5.25,1.226,1.264,1.032,4.042,1.127,0.867,1.267,2.929,1.341,1.037,0.481,1.073,1.482,0.747,2.813,1.045,2.882,2.771,101.096,0.336,125.096,3.191,3.532,1.496,0.889,3.181,9.301,0.661,237.0,3386.38,0.833,3.236,1.012,30.704,10.25,81.851,6.412,30,0.743,3.919,41,109.0,-1.05,4.055,16.73,9.609,11,2.943,0.99,4.103,101.537,1.343,4.253,2.842,36,3.694,3.207,68.695,5.45,6.808,134.606,28,0.407,0.621,3.445,0.853,1.647,3.263,19.557,0.0
4.469,1.024,1.034,0.551,3.675,0.885,0.689,1.122,2.61,1.066,0.352,0.0,0.867,1.385,0.835,2.459,0.839,2.521,2.299,79.684,0.117,81.684,2.902,3.211,1.414,0.682,2.89,6.571,0.0,169.0,1929.44,0.307,2.672,0.787,22.109,9.0,74.929,5.786,21,0.0,3.551,32,81.0,-1.724,3.654,14.115,8.1,6,2.664,0.471,3.557,95.283,1.041,3.688,2.252,22,3.139,2.953,52.674,4.076,5.654,86.439,20,0.0,0.363,3.144,0.064,1.075,2.313,15.32,0.0
4.301,1.262,1.181,1.033,3.978,1.069,0.821,1.276,2.925,1.307,1.059,0.343,1.055,1.657,0.752,2.735,1.107,2.854,2.725,92.872,0.218,112.872,3.269,3.526,1.554,0.886,3.313,12.776,0.526,313.0,4970.87,0.843,3.533,1.062,29.79,12.0,76.382,7.684,29,0.6,3.904,54,146.0,-0.806,3.978,18.676,10.653,8,3.106,0.99,4.108,97.953,1.345,4.237,2.886,46,4.139,3.171,81.048,4.983,7.465,128.382,27,0.313,0.356,3.458,0.936,1.514,2.921,19.955,0.0
4.644,1.224,1.538,1.032,4.177,1.211,1.031,1.265,3.193,1.469,1.068,0.47,1.137,1.483,0.729,2.935,1.326,3.11,2.916,120.561,0.596,138.07,3.19,3.636,1.497,1.09,3.19,10.914,0.705,287.0,4753.34,0.869,3.35,1.338,34.459,11.5,103.051,7.053,33,0.736,4.043,49,134.0,-0.475,4.5,18.429,10.648,12,3.027,0.99,4.226,103.716,1.418,4.359,2.924,48,4.083,3.26,80.211,6.426,7.126,153.58,31,0.417,0.637,3.548,0.946,1.836,3.278,21.467,0.0
5.322,1.18,1.131,0.989,3.926,0.871,0.805,1.197,2.94,1.082,0.913,0.0,0.854,1.419,0.761,2.733,1.022,2.895,2.736,90.445,0.185,112.096,3.166,3.448,1.381,0.854,3.165,10.136,0.304,270.0,4013.77,0.808,3.31,1.004,27.968,11.25,72.793,6.944,27,0.206,3.846,45,125.0,-0.972,3.878,17.568,10.304,7,2.981,0.997,4.073,98.292,1.068,4.205,2.847,42,3.889,2.959,74.313,4.652,6.984,116.096,25,0.0,0.353,3.384,0.734,1.42,2.79,18.797,0.0
5.749,1.181,1.181,0.981,3.91,0.886,0.821,1.192,2.925,1.107,0.897,0.0,0.855,1.408,0.798,2.739,1.003,2.854,2.72,92.445,0.218,108.096,3.176,3.436,1.368,0.86,3.174,10.852,0.381,296.0,4157.52,0.806,3.3,0.997,27.572,11.25,76.793,7.611,27,0.23,3.838,47,137.0,-1.038,3.844,17.74,10.474,7,3.016,0.96,4.059,92.672,1.062,4.178,2.834,50,3.861,2.94,74.962,4.652,6.911,116.096,25,0.0,0.332,3.377,0.716,1.413,2.71,19.241,0.0
4.301,1.626,1.725,1.302,4.527,1.351,1.256,1.667,3.407,1.638,1.181,0.873,1.311,1.853,0.709,3.123,1.522,3.306,3.089,166.968,0.869,186.968,3.602,3.923,1.873,1.315,3.57,19.542,1.063,482.0,10888.0,1.1,4.03,1.493,46.786,14.75,139.258,9.5,44,1.032,4.383,86,228.0,0.618,4.867,23.244,13.238,18,3.474,1.316,4.598,114.457,1.584,4.761,3.249,70,5.361,3.436,113.527,8.15,9.101,226.477,42,0.821,1.057,3.838,1.107,2.728,3.65,27.776,0.0
4.971,1.474,1.3,1.032,4.13,1.153,1.0,1.508,3.08,1.33,1.058,0.599,1.132,1.635,0.771,2.944,1.209,3.032,2.931,100.771,0.378,136.825,3.415,3.642,1.644,1.041,3.408,12.6,0.891,355.0,5763.55,0.873,3.888,1.183,33.704,12.25,75.473,7.85,34,0.856,4.035,57,157.0,-0.362,4.237,19.564,11.597,11,3.303,0.99,4.265,123.101,1.352,4.414,2.917,50,4.306,3.266,86.919,5.7,8.182,153.58,31,0.532,0.725,3.565,0.918,1.849,3.469,22.557,0.0
5.453,1.224,1.11,0.895,3.716,1.052,0.799,1.244,2.776,1.33,0.621,0.0,1.022,1.578,0.818,2.46,0.925,2.729,2.502,83.353,0.069,90.107,3.13,3.347,1.502,0.763,3.245,13.141,0.0,277.0,5090.38,0.593,3.322,0.913,24.615,12.5,76.598,7.158,23,0.046,3.694,52,136.0,-1.155,3.78,18.721,10.595,3,3.014,0.867,3.8,84.198,1.371,3.88,2.717,45,4.194,3.324,81.479,4.193,7.114,98.107,22,0.0,0.213,3.315,0.521,1.091,2.125,18.147,0.0
4.0,0.869,0.724,0.082,3.459,0.744,0.522,0.885,2.355,0.92,0.0,0.0,0.725,1.041,0.929,2.459,0.658,2.309,2.214,67.487,0.0,69.487,2.773,3.06,1.068,0.524,2.76,6.571,0.0,171.0,1970.38,0.0,2.692,0.573,18.638,9.25,60.732,5.857,18,0.0,3.399,33,82.0,-1.723,3.056,14.195,8.407,3,2.683,0.0,3.413,86.773,0.902,3.514,1.997,24,3.111,2.837,52.99,3.219,5.631,69.487,17,0.0,0.134,3.027,0.0,0.864,1.951,14.62,0.0
4.0,0.879,0.952,0.507,3.533,0.883,0.677,0.886,2.495,1.083,0.381,0.0,0.821,1.107,0.85,2.459,0.8,2.446,2.241,68.711,0.0,72.711,2.788,3.156,1.107,0.641,2.799,6.857,0.0,188.0,2009.78,0.004,2.677,0.756,20.82,8.75,64.711,6.429,20,0.0,3.473,34,90.0,-1.72,3.34,14.288,8.098,5,2.697,0.445,3.576,76.821,1.062,3.699,2.159,30,3.111,2.925,53.278,3.41,5.598,80.711,19,0.0,0.218,3.117,0.23,0.957,2.085,15.013,0.0
5.133,1.164,0.956,0.582,3.604,0.878,0.711,1.194,2.705,1.028,0.304,0.0,0.871,1.457,0.91,2.489,0.842,2.675,2.501,79.684,0.074,84.439,3.039,3.221,1.445,0.694,3.133,9.1,0.0,208.0,3475.97,0.418,3.019,0.794,21.955,10.75,74.929,6.0,21,0.0,3.579,41,102.0,-1.364,3.546,16.765,9.819,3,2.836,0.501,3.676,78.826,1.003,3.749,2.302,33,3.778,2.946,69.121,3.802,6.502,86.439,20,0.0,0.173,3.197,0.106,1.017,1.875,17.248,0.0
4.301,1.752,1.331,1.195,4.316,1.264,1.09,1.771,3.195,1.413,1.181,0.82,1.257,1.834,0.802,3.057,1.242,3.194,3.063,136.776,0.407,166.75,3.748,3.819,1.848,1.09,3.734,21.706,0.954,595.0,14001.9,1.032,4.876,1.278,40.067,17.0,107.947,9.815,41,0.988,4.255,90,265.0,1.466,4.524,25.164,15.623,10,3.73,1.209,4.523,134.989,1.452,4.616,3.071,106,5.722,3.396,130.038,7.093,10.361,192.75,37,0.784,0.996,3.768,1.107,2.232,3.519,28.814,0.0
4.0,1.415,1.31,0.97,4.143,1.211,1.006,1.473,3.095,1.377,0.972,0.502,1.169,1.63,0.76,2.96,1.222,3.044,2.944,118.419,0.384,136.07,3.362,3.631,1.644,1.052,3.345,12.753,0.827,351.0,5340.97,0.789,3.795,1.193,34.122,11.75,100.667,8.526,33,0.816,4.016,57,162.0,-0.465,4.219,19.026,10.983,12,3.253,0.944,4.146,125.556,1.383,4.326,2.793,57,4.306,3.383,82.5,5.983,8.134,153.58,31,0.449,0.704,3.553,0.857,1.947,3.236,21.766,0.0
4.828,0.867,0.934,0.189,3.462,0.726,0.57,0.885,2.407,0.974,0.302,0.0,0.698,1.042,0.878,2.459,0.743,2.349,2.227,65.487,0.0,69.487,2.77,3.063,1.067,0.607,2.756,5.953,0.0,158.0,1554.69,0.0,2.642,0.642,18.694,8.5,57.487,5.769,18,0.0,3.376,29,75.0,-1.724,3.09,13.257,7.647,4,2.629,0.089,3.373,92.749,0.962,3.517,2.0,22,2.944,2.833,47.554,3.16,5.512,69.487,17,0.0,0.117,3.011,0.0,0.873,2.024,13.793,0.0
4.301,1.178,1.076,0.98,3.908,0.875,0.827,1.189,2.917,1.032,0.892,0.0,0.862,1.415,0.832,2.813,0.998,2.893,2.779,98.587,0.163,116.096,3.171,3.434,1.37,0.847,3.172,10.914,0.278,287.0,4753.34,0.815,3.35,0.985,27.516,12.0,81.077,7.053,27,0.197,3.852,49,134.0,-0.475,3.829,18.429,11.135,6,3.027,0.946,4.083,86.696,0.99,4.174,2.826,48,4.083,2.936,80.211,4.712,7.126,116.096,25,0.0,0.334,3.388,0.699,1.407,2.625,20.069,0.0
4.471,1.214,1.204,1.032,4.091,1.115,0.851,1.245,2.927,1.338,1.066,0.457,1.061,1.539,0.735,2.812,1.107,2.878,2.767,112.475,0.311,128.127,3.176,3.582,1.543,0.886,3.184,12.532,0.577,342.0,5076.94,0.87,3.435,1.062,32.253,12.0,96.824,8.368,31,0.686,3.988,53,159.0,-0.451,4.187,18.774,10.813,10,3.123,0.99,4.143,105.298,1.372,4.264,2.925,62,4.194,3.25,81.469,5.676,7.407,140.881,29,0.433,0.577,3.512,0.949,1.586,3.052,20.655,0.0
4.924,0.975,0.857,0.0,3.648,0.732,0.209,1.058,2.198,0.913,0.0,0.0,0.763,1.282,0.772,2.3,0.635,2.174,2.148,66.304,0.022,66.304,2.841,3.084,1.304,0.314,2.821,5.455,0.0,125.0,977.15,0.0,2.243,0.504,20.236,7.0,55.407,5.818,18,0.0,3.494,23,64.0,-2.603,3.522,11.464,6.233,7,2.359,0.0,3.34,53.74,0.861,3.504,1.979,25,2.694,2.648,37.879,3.543,4.826,75.059,18,0.0,0.326,3.019,0.0,0.901,1.959,12.54,0.0
5.276,1.183,1.112,1.001,3.888,0.889,0.839,1.197,2.908,1.058,0.987,0.0,0.871,1.409,0.873,2.813,1.032,2.858,2.77,87.342,0.198,111.342,3.38,3.417,1.375,0.881,3.168,9.301,0.341,237.0,3386.38,0.827,3.236,0.99,27.009,10.25,68.096,6.412,27,0.215,3.805,41,109.0,-1.05,3.802,16.73,10.057,8,2.943,0.94,4.006,91.186,1.018,4.139,2.821,36,3.694,2.929,68.695,4.593,6.808,116.096,25,0.0,0.354,3.351,0.751,1.433,2.884,19.347,0.0
4.446,1.137,1.068,0.658,3.733,0.885,0.702,1.189,2.707,1.068,0.479,0.0,0.868,1.456,0.814,2.459,0.91,2.641,2.402,86.107,0.142,94.107,3.029,3.292,1.45,0.708,3.03,7.422,0.292,182.0,2410.59,0.458,2.821,0.879,24.236,9.25,80.107,5.867,23,0.145,3.642,35,88.0,-1.543,3.804,15.066,8.486,7,2.754,0.581,3.731,80.006,1.041,3.88,2.328,29,3.472,2.953,58.229,3.91,6.174,98.107,22,0.0,0.379,3.237,0.446,1.138,2.372,16.54,0.0
4.644,1.339,1.099,0.989,3.83,0.993,0.835,1.364,2.916,1.21,0.783,0.0,0.971,1.568,0.802,2.796,1.032,2.867,2.762,92.042,0.188,100.042,3.164,3.394,1.537,0.866,3.178,11.0,0.299,278.0,4178.98,0.721,3.282,0.99,25.378,12.0,82.432,7.167,25,0.168,3.783,47,129.0,-1.102,3.561,17.74,10.599,5,3.02,0.951,3.873,81.798,1.258,3.948,2.531,44,3.889,3.208,75.064,4.35,6.965,104.042,23,0.0,0.434,3.346,0.679,1.242,2.45,18.11,0.0
5.067,1.661,1.513,1.339,4.537,1.325,1.148,1.699,3.295,1.534,1.159,0.827,1.351,1.89,0.739,3.151,1.429,3.284,3.133,176.008,0.825,195.66,3.624,3.922,1.896,1.154,3.604,19.308,1.042,533.0,12984.9,1.153,4.728,1.376,45.525,17.0,150.357,9.346,44,1.029,4.43,89,243.0,1.0,4.722,24.582,15.319,15,3.662,1.364,4.656,100.016,1.508,4.787,3.206,82,5.556,3.472,124.655,7.376,10.04,219.66,41,0.777,1.075,3.861,1.033,2.382,3.417,28.791,0.0
5.138,0.876,0.857,0.23,3.487,0.876,0.663,0.886,2.4,1.008,0.306,0.0,0.821,1.062,0.947,2.459,0.705,2.362,2.245,63.059,0.03,67.059,2.909,3.085,1.107,0.626,2.837,6.857,0.0,188.0,2009.78,0.0,2.677,0.595,19.453,8.5,59.059,6.429,19,0.0,3.433,34,90.0,-1.72,3.173,14.288,8.351,4,2.697,0.133,3.503,79.876,0.982,3.619,1.999,30,3.111,2.925,53.278,3.352,5.598,75.059,18,0.0,0.218,3.052,0.0,0.942,2.0,15.323,0.0
4.951,1.335,1.417,1.051,4.257,1.179,0.868,1.423,3.009,1.368,1.114,0.759,1.157,1.68,0.718,2.813,1.308,2.882,2.771,118.2,0.469,142.2,3.242,3.706,1.698,0.934,3.244,11.59,1.001,294.0,4913.23,0.889,3.508,1.239,36.617,12.0,98.955,7.211,35,0.972,4.096,51,137.0,-0.933,4.441,18.597,10.739,14,3.094,1.016,4.26,112.2,1.401,4.417,2.929,45,4.139,3.311,80.859,6.65,7.451,166.465,33,0.694,0.783,3.601,1.032,1.847,3.452,22.106,0.0
4.625,1.208,1.204,1.032,4.107,1.064,0.867,1.225,2.929,1.294,1.027,0.42,1.028,1.495,0.74,2.813,1.043,2.882,2.771,101.096,0.26,125.096,3.19,3.561,1.419,0.889,3.195,12.3,0.642,311.0,5737.09,0.832,3.521,1.012,31.723,12.5,81.851,7.3,30,0.733,4.018,56,146.0,-0.931,4.115,19.434,11.569,8,3.125,0.99,4.153,100.471,1.353,4.281,2.844,43,4.194,3.267,86.797,5.129,7.449,134.606,28,0.352,0.37,3.493,0.805,1.567,2.931,20.707,0.0
4.301,1.178,1.1,0.949,3.908,0.874,0.824,1.184,2.921,1.06,0.84,0.0,0.862,1.403,0.832,2.799,1.032,2.877,2.764,96.587,0.174,114.096,3.18,3.434,1.355,0.867,3.18,11.457,0.184,313.0,4901.66,0.805,3.355,0.99,27.516,12.0,81.077,7.684,27,0.199,3.852,51,146.0,-0.558,3.832,18.578,11.178,6,3.06,0.939,4.082,86.696,1.02,4.174,2.823,49,4.056,2.935,80.813,4.712,7.078,116.096,25,0.0,0.311,3.388,0.688,1.4,2.625,20.069,0.0
4.618,1.625,1.725,1.399,4.66,1.365,1.256,1.701,3.407,1.638,1.277,0.886,1.32,1.924,0.68,3.125,1.632,3.306,3.116,198.304,0.891,223.814,3.541,4.06,1.94,1.351,3.545,27.556,1.143,650.0,15778.4,1.214,4.758,1.584,53.697,16.25,156.02,11.808,50,1.107,4.491,114,307.0,0.896,5.006,25.612,14.237,22,3.851,1.432,4.698,131.587,1.627,4.9,3.332,104,5.972,3.469,129.8,9.233,10.466,268.078,48,0.841,1.075,3.954,1.184,3.176,3.985,30.642,0.0
4.301,1.752,1.337,1.21,4.318,1.266,1.09,1.771,3.195,1.421,1.181,0.821,1.256,1.835,0.779,3.056,1.243,3.194,3.062,124.331,0.413,159.14,3.741,3.82,1.849,1.09,3.729,19.911,1.004,535.0,12237.0,1.039,4.84,1.279,40.123,16.25,98.278,9.115,41,0.998,4.246,83,237.0,1.459,4.525,24.276,14.881,11,3.665,1.22,4.509,140.964,1.459,4.619,3.072,87,5.556,3.397,123.049,7.033,10.275,192.75,37,0.784,0.996,3.761,1.107,2.251,3.65,27.987,0.0
4.883,1.013,0.85,0.584,3.655,0.907,0.711,1.021,2.45,1.141,0.079,0.0,0.829,1.254,0.873,2.415,0.755,2.325,2.177,73.956,0.0,73.956,3.134,3.182,1.207,0.66,3.086,7.265,0.0,187.0,2016.3,0.219,2.61,0.691,21.112,9.0,67.101,6.429,20,0.0,3.543,34,90.0,-1.722,3.279,14.278,8.466,5,2.7,0.439,3.446,82.275,1.077,3.604,2.02,32,3.194,2.713,53.302,3.943,5.648,80.711,19,0.0,0.277,3.125,0.0,1.199,2.099,15.001,0.0
4.81,1.14,1.181,0.814,3.921,1.007,0.821,1.197,2.925,1.214,0.776,0.0,0.946,1.47,0.787,2.735,1.107,2.854,2.715,97.342,0.253,101.342,3.083,3.41,1.487,0.886,3.081,10.203,0.209,264.0,3331.2,0.704,3.017,1.062,27.651,10.0,88.487,7.938,26,0.23,3.795,47,127.0,-1.455,4.042,16.552,9.11,9,2.952,0.761,3.807,95.482,1.197,3.935,2.604,44,3.694,3.129,65.898,4.876,6.542,116.096,25,0.0,0.55,3.345,0.638,1.29,2.63,18.067,0.0
4.301,1.583,1.309,1.052,4.238,1.387,1.023,1.56,3.107,1.531,1.065,0.744,1.381,1.685,0.799,3.033,1.186,3.083,2.975,138.059,0.524,157.71,3.806,3.7,1.734,1.032,3.688,17.244,0.832,442.0,9155.06,0.873,4.061,1.178,36.046,14.75,120.407,8.739,36,0.984,4.173,75,201.0,0.608,4.24,22.197,13.923,10,3.459,1.003,4.343,106.211,1.539,4.436,2.918,60,4.722,3.387,106.145,6.483,8.517,166.465,33,0.678,0.846,3.66,1.032,1.796,3.131,24.856,0.0
4.544,1.179,1.218,0.997,4.052,1.181,0.861,1.212,2.935,1.368,0.98,0.354,1.124,1.419,0.775,2.813,1.032,2.894,2.78,114.341,0.327,129.851,3.171,3.54,1.469,0.874,3.172,10.914,0.534,287.0,4753.34,0.821,3.35,0.99,30.987,11.75,98.832,7.053,30,0.596,3.952,49,134.0,-0.475,4.169,18.429,10.887,9,3.027,0.982,4.156,95.206,1.414,4.27,2.85,48,4.083,3.256,80.211,5.569,7.126,134.606,28,0.307,0.604,3.471,0.831,1.621,2.923,20.768,0.0
4.772,0.873,0.803,0.14,3.49,0.86,0.658,0.876,2.405,0.987,0.172,0.0,0.824,1.027,0.967,2.459,0.7,2.367,2.24,66.304,0.0,73.059,2.86,3.087,1.065,0.62,2.835,7.778,0.0,201.0,2467.46,0.0,2.731,0.598,19.499,9.5,58.794,6.467,19,0.0,3.46,37,97.0,-1.72,3.174,15.159,9.001,3,2.739,0.043,3.554,74.346,0.962,3.624,1.999,30,3.306,2.921,58.637,3.412,5.765,75.059,18,0.0,0.166,3.072,0.0,0.929,2.084,15.953,0.0
5.405,1.202,1.266,1.032,4.079,1.153,0.868,1.233,2.929,1.366,1.061,0.509,1.096,1.531,0.737,2.813,1.053,2.882,2.771,107.372,0.347,131.372,3.173,3.572,1.539,0.889,3.167,10.556,0.661,277.0,4129.03,0.837,3.382,1.018,31.913,11.25,88.127,7.111,31,0.751,3.969,46,128.0,-0.94,4.177,17.704,10.225,11,3.039,0.99,4.111,105.653,1.394,4.243,2.861,48,4.028,3.271,74.834,5.617,7.311,140.881,29,0.473,0.576,3.496,0.986,1.606,3.219,20.272,0.0
4.483,1.038,0.393,0.0,3.246,0.679,0.0,1.049,2.104,0.746,0.0,0.0,0.741,1.142,0.987,2.147,0.169,2.166,1.992,53.303,0.0,53.303,2.528,2.88,1.174,0.0,2.521,4.889,0.0,129.0,1179.5,0.0,2.392,0.051,15.199,8.0,51.303,5.083,15,0.0,3.213,25,61.0,-2.426,2.687,12.184,7.538,2,2.524,0.0,2.96,70.142,0.631,3.031,1.952,16,2.694,2.257,42.018,2.66,5.012,53.303,14,0.0,0.069,2.867,0.0,0.676,1.651,12.453,0.0
4.301,1.178,1.075,0.996,3.908,0.875,0.827,1.187,2.918,1.032,0.974,0.0,0.862,1.407,0.832,2.813,1.004,2.893,2.779,94.587,0.162,108.096,3.175,3.434,1.361,0.849,3.175,11.191,0.173,289.0,4836.26,0.816,3.419,0.985,27.516,12.0,81.077,7.105,27,0.205,3.852,50,135.0,-0.478,3.83,18.506,11.232,6,3.051,0.962,4.08,86.696,0.99,4.174,2.826,48,4.028,2.936,80.547,4.712,7.124,116.096,25,0.0,0.324,3.388,0.723,1.393,2.625,20.069,0.0
4.924,0.873,0.877,0.149,3.487,0.87,0.658,0.885,2.401,1.016,0.294,0.0,0.83,1.043,0.947,2.459,0.711,2.36,2.241,65.059,0.054,73.059,2.894,3.085,1.075,0.63,2.814,6.571,0.0,169.0,1929.44,0.0,2.672,0.6,19.453,8.5,59.059,5.786,19,0.0,3.433,32,81.0,-1.724,3.161,14.115,8.299,4,2.664,0.046,3.505,79.876,0.977,3.618,1.999,22,3.139,2.914,52.674,3.352,5.654,75.059,18,0.0,0.186,3.052,0.109,0.949,2.0,15.323,0.0
4.602,0.873,0.876,0.23,3.493,0.873,0.658,0.886,2.405,1.013,0.307,0.0,0.821,1.062,0.919,2.459,0.71,2.367,2.24,63.059,0.007,67.059,2.84,3.089,1.107,0.622,2.817,6.857,0.0,188.0,2009.78,0.0,2.677,0.606,19.555,8.75,57.059,6.429,19,0.0,3.439,34,90.0,-1.72,3.179,14.288,8.293,4,2.697,0.133,3.514,80.321,0.994,3.631,1.999,30,3.111,2.925,53.278,3.352,5.598,75.059,18,0.0,0.218,3.057,0.0,0.942,2.111,15.126,0.0
4.407,1.756,1.874,1.429,4.906,1.676,1.345,1.802,3.467,1.87,1.513,1.153,1.628,1.938,0.688,3.332,1.53,3.482,3.294,246.051,1.075,279.212,3.713,4.238,1.952,1.323,3.691,26.88,1.267,659.0,21593.0,1.163,5.885,1.508,62.74,20.5,192.095,9.581,60,1.359,4.753,106,297.0,1.262,5.193,28.367,18.259,25,4.085,1.383,5.019,114.212,1.856,5.213,3.301,121,6.667,3.753,156.871,9.933,12.431,325.212,56,1.064,1.102,4.146,1.429,3.596,4.089,36.092,0.0
4.583,1.353,1.268,1.107,4.316,1.25,1.05,1.389,3.171,1.512,1.04,0.673,1.236,1.762,0.707,2.845,1.295,3.152,2.895,144.709,0.3,156.219,3.271,3.775,1.677,1.059,3.325,23.751,0.816,502.0,13249.2,0.886,4.448,1.345,39.189,17.0,131.199,9.308,36,0.904,4.245,88,242.0,0.665,4.421,24.595,14.947,8,3.567,1.062,4.421,105.717,1.607,4.532,2.925,97,5.458,3.571,125.001,6.305,9.334,172.974,34,0.653,0.752,3.719,0.995,1.803,2.959,25.256,0.0
4.0,0.851,0.773,0.135,3.43,0.618,0.515,0.846,2.302,0.918,0.062,0.0,0.524,1.001,0.886,2.423,0.62,2.266,2.203,58.0,0.0,58.0,2.697,3.033,1.008,0.509,2.702,5.953,0.0,158.0,1554.69,0.0,2.642,0.529,17.777,9.0,55.245,5.769,17,0.0,3.335,29,75.0,-1.724,2.917,13.257,7.772,3,2.629,0.025,3.241,99.2,0.912,3.367,1.991,22,2.944,2.776,47.554,3.026,5.512,64.0,16,0.0,0.0,2.98,0.0,0.807,1.892,13.287,0.0
4.542,1.228,1.181,1.032,4.107,0.996,0.84,1.245,2.925,1.222,1.039,0.301,0.972,1.513,0.74,2.811,1.107,2.869,2.763,99.851,0.218,119.851,3.205,3.561,1.438,0.886,3.215,14.3,0.541,342.0,6007.96,0.868,3.484,1.062,31.723,12.5,81.851,8.0,30,0.608,4.018,60,160.0,-0.866,4.115,19.678,11.553,8,3.163,0.99,4.153,100.471,1.3,4.281,2.917,48,4.194,3.217,87.753,5.129,7.403,134.606,28,0.252,0.387,3.493,0.885,1.567,2.931,20.707,0.0
4.208,1.624,1.725,1.349,4.527,1.351,1.256,1.666,3.407,1.638,1.169,0.833,1.299,1.853,0.709,3.137,1.512,3.306,3.113,168.213,0.869,192.213,3.601,3.923,1.873,1.299,3.568,17.319,1.053,442.0,10298.7,1.154,4.067,1.478,46.786,14.75,139.258,8.75,44,1.032,4.383,78,210.0,0.618,4.865,22.932,13.25,18,3.421,1.361,4.598,114.457,1.584,4.761,3.288,68,5.361,3.424,112.132,8.15,9.148,226.477,42,0.775,1.057,3.838,1.046,2.728,3.65,27.776,0.0
