pXC50,CATS2D_03_DN,CATS2D_04_DD,SsOH,ATSC3s,MATS6e,GATS6e,CATS2D_05_DN,ATSC4s,Eta_C_A,MATS6s,CATS2D_02_NN,MAXDN,GATS4e,nO,X5Av,CATS2D_03_AN,Eta_sh_x,P_VSA_s_1,MATS4e,MCD,GATS2p,ATSC1s,CATS2D_04_DA,O.056,nPO4,P.117,D.Dtr05,SpMax7_Bh.s.,ATSC2e,MATS2p,MATS3e,CATS2D_04_NN,P_VSA_e_5,P_VSA_m_3,ATSC2s,nROH,X2Av,MATS4s,ATS4s,ATSC5e,O.059,MATS1p,SpMax8_Bh.s.,NssO,SssO,ATSC6s,CATS2D_01_AN,CATS2D_07_DN,SpMax6_Bh.s.,CATS2D_08_DD,BAC,P_VSA_LogP_3,Eig05_EA,SM13_AEA.bo.,Eig05_AEA.ri.,Eig05_EA.ed.,SM14_AEA.dm.,P_VSA_i_1,DBI,MATS5p,ATSC8s,ATS6s,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,ATSC3m,Eig02_EA.ri.
5.265,1,1,9.669,55.633,0.031,1.055,0,128.634,0.792,0.046,0,5.662,0.933,5,0.023,0,0.058,1.339,0.043,0.667,0.845,33.31,4,1,0,0,0.0,4.769,0.45,0.094,-0.053,0,133.699,133.699,99.464,1,0.169,0.043,6.394,0.966,0,0.037,4.678,0,0.0,179.47,2,0,5.067,0,66.0,149.142,2.489,2.489,3.51,8.379,8.379,1.339,3.606,0.032,111.454,6.354,3.868,2.885,2.885,19.002,3.032
4.519,1,1,9.676,55.752,0.029,1.044,0,127.578,0.795,0.031,0,5.664,0.928,5,0.023,0,0.058,1.339,0.049,0.667,0.845,33.31,4,1,0,0,0.0,4.769,0.45,0.094,-0.053,0,133.699,133.699,99.464,1,0.169,0.043,6.396,1.009,0,0.037,4.678,0,0.0,171.125,2,0,5.067,0,66.0,149.142,2.486,2.486,3.508,8.384,8.384,1.339,3.606,0.12,116.862,6.355,3.872,2.889,2.889,19.002,3.032
4.79,1,1,9.632,66.476,0.014,1.075,0,129.438,0.739,0.02,0,5.655,0.978,5,0.022,0,0.06,1.339,0.015,0.69,0.883,36.124,4,1,0,0,0.0,4.779,0.45,0.036,-0.052,0,133.699,133.699,98.168,1,0.165,0.02,6.361,1.003,0,0.037,4.679,0,0.0,177.463,2,0,5.067,0,51.0,158.619,2.478,2.478,3.501,8.307,8.307,1.339,3.536,0.109,123.283,6.322,3.824,2.845,2.845,17.609,3.032
5.008,1,1,9.654,73.151,0.002,1.015,0,135.361,0.726,0.028,0,5.692,1.036,6,0.022,0,0.059,1.339,-0.045,0.667,0.847,38.584,4,1,0,0,0.0,4.879,0.578,0.085,-0.05,0,144.699,144.699,104.309,1,0.16,-0.002,6.384,1.114,0,0.007,4.682,1,5.28,193.427,2,0,5.068,0,54.0,158.619,2.482,2.482,3.503,8.441,8.441,1.339,3.674,0.041,139.283,6.365,3.835,2.875,2.875,17.188,3.032
6.0,5,3,65.219,381.469,0.001,0.945,4,561.823,1.054,0.055,2,6.706,0.814,19,0.037,7,0.204,25.993,0.163,0.405,0.761,174.459,11,7,4,4,137.979,7.41,2.701,0.137,-0.227,1,452.492,452.492,304.211,7,0.203,0.153,7.113,3.849,5,-0.409,6.451,5,21.287,545.958,10,1,7.411,1,210.0,322.332,2.942,2.942,3.912,9.715,9.715,25.993,6.124,0.02,489.979,7.023,4.11,3.114,3.114,37.737,3.154
4.31,0,0,59.095,405.675,0.085,1.003,6,586.865,1.04,-0.01,0,6.365,1.055,23,0.03,0,0.123,8.034,-0.202,0.512,0.876,211.939,0,6,0,0,0.0,7.437,2.614,0.038,-0.139,2,626.179,626.179,520.927,6,0.185,-0.138,7.387,3.656,0,-0.078,7.429,0,0.0,1042.91,12,0,7.757,0,662.0,451.088,3.252,3.252,4.167,11.602,11.602,8.034,8.246,0.007,726.672,7.807,4.231,3.318,3.318,44.9,3.306
4.567,1,1,9.601,88.739,-0.034,1.081,0,149.537,0.729,-0.005,0,5.679,0.958,5,0.022,0,0.059,1.339,0.014,0.69,0.862,43.604,4,1,0,0,0.0,4.947,0.503,-0.015,-0.103,0,133.699,133.699,103.742,1,0.168,0.007,6.34,1.083,0,0.029,4.684,0,0.0,191.807,2,0,5.069,0,51.0,158.619,2.472,2.472,3.478,7.491,7.491,1.339,3.536,0.039,155.835,6.311,3.736,2.762,2.762,16.11,3.032
5.275,1,1,9.597,88.991,-0.046,1.093,0,149.383,0.724,-0.017,0,5.673,1.0,5,0.023,0,0.059,1.339,-0.029,0.69,0.862,43.604,4,1,0,0,0.0,4.948,0.503,-0.015,-0.103,0,133.699,133.699,103.631,1,0.168,-0.013,6.331,1.069,0,0.029,4.684,0,0.0,191.673,2,0,5.069,0,51.0,158.619,2.468,2.468,3.469,7.264,7.264,1.339,3.536,0.066,148.738,6.307,3.729,2.751,2.751,16.11,3.032
5.236,1,1,9.658,103.066,-0.03,1.052,0,149.061,0.737,-0.013,0,5.713,0.906,6,0.022,0,0.055,1.339,0.015,0.625,0.933,43.507,4,1,0,0,0.0,5.067,0.555,0.005,-0.163,0,158.844,158.844,108.9,1,0.161,0.025,6.423,1.125,0,0.04,4.784,0,0.0,206.185,2,0,6.312,0,70.0,158.619,2.504,2.504,3.516,7.536,7.536,1.339,4.062,0.017,143.713,6.4,3.743,2.763,2.763,19.448,3.032
4.939,1,1,9.656,74.657,0.022,0.976,0,126.484,0.752,0.044,0,5.679,0.978,6,0.022,0,0.057,1.339,-0.009,0.645,0.913,37.103,4,1,0,0,0.0,4.866,0.55,0.033,-0.121,0,144.699,144.699,102.103,1,0.162,0.014,6.379,1.049,0,0.009,4.682,1,5.396,182.202,2,0,5.068,0,55.0,158.619,2.488,2.488,3.498,7.429,7.429,1.339,3.808,0.011,119.476,6.368,3.736,2.758,2.758,21.914,3.032
5.076,5,3,57.499,262.591,0.035,0.955,4,419.143,1.083,0.124,2,6.488,0.647,12,0.036,7,0.216,22.85,0.322,0.441,0.655,120.051,13,6,3,3,176.633,6.351,2.078,0.215,-0.203,1,307.292,307.292,235.822,6,0.205,0.341,6.919,2.453,3,-0.366,6.34,3,12.035,380.002,8,1,6.4,2,132.0,233.894,2.736,2.736,3.733,9.454,9.454,22.85,5.523,-0.087,283.842,6.748,4.14,3.205,3.205,29.849,3.432
7.041,5,3,57.158,264.306,0.122,0.883,4,421.574,1.012,0.167,2,6.474,0.649,12,0.037,7,0.233,22.85,0.325,0.469,0.671,125.727,13,6,3,3,166.111,6.351,1.994,0.222,-0.221,1,307.292,307.292,233.629,6,0.204,0.341,6.895,2.357,3,-0.357,6.34,3,11.978,373.649,8,1,6.4,2,108.0,266.791,2.735,2.735,3.732,9.221,9.221,22.85,5.385,-0.09,294.699,6.699,4.119,3.173,3.173,29.392,3.432
7.285,5,3,55.17,328.691,0.146,0.832,4,430.834,0.952,0.162,2,6.534,0.69,15,0.042,7,0.226,22.85,0.301,0.379,0.71,142.6,12,6,3,3,94.82,6.437,2.014,0.195,-0.299,1,368.582,368.582,225.576,6,0.21,0.304,6.902,2.64,4,-0.412,6.4,4,16.42,389.762,8,1,6.495,1,129.0,243.37,2.725,2.725,3.709,8.882,8.882,22.85,5.05,-0.02,288.96,6.676,4.101,3.109,3.109,28.64,3.104
6.777,6,3,81.431,394.789,0.207,0.904,6,591.414,1.116,0.238,3,6.998,0.805,19,0.035,12,0.164,39.414,0.254,0.528,0.64,174.542,20,8,4,4,666.415,6.4,3.17,0.257,-0.176,2,444.687,444.687,312.362,8,0.189,0.279,7.339,4.234,7,-0.379,6.4,7,31.644,586.967,12,4,6.489,5,197.0,385.055,3.029,3.029,4.003,10.33,10.33,39.414,6.245,-0.07,545.432,7.274,4.222,3.298,3.298,51.111,3.277
4.0,0,0,36.658,141.331,-0.153,1.266,0,171.416,1.036,-0.28,0,5.641,0.894,8,0.033,0,0.18,6.287,-0.077,0.517,0.846,76.786,2,4,2,2,136.824,5.213,1.557,0.021,-0.127,0,202.897,202.897,195.503,4,0.19,-0.097,6.043,1.628,2,-0.325,4.753,2,9.623,279.797,4,4,6.23,4,79.0,148.527,2.569,2.569,3.495,8.949,8.949,6.287,4.796,-0.211,266.917,6.464,4.096,3.103,3.103,24.203,3.079
8.097,5,3,45.55,275.412,0.212,0.745,4,389.084,1.003,0.233,2,6.482,0.648,13,0.045,7,0.216,22.85,0.337,0.379,0.701,124.633,12,5,3,3,94.821,6.351,1.963,0.16,-0.29,1,300.754,300.754,214.207,5,0.22,0.36,6.848,2.255,4,-0.374,6.34,4,16.894,344.397,8,1,6.437,1,129.0,200.687,2.725,2.725,3.685,8.882,8.882,68.042,5.05,-0.028,278.143,6.639,4.1,3.109,3.109,30.044,3.104
5.967,5,3,45.161,292.615,0.242,0.746,4,397.728,0.932,0.253,2,6.473,0.591,14,0.047,7,0.231,22.85,0.408,0.393,0.699,128.645,12,5,3,3,91.521,6.437,1.973,0.196,-0.357,1,325.899,325.899,211.865,5,0.217,0.39,6.853,2.393,4,-0.433,6.351,4,16.68,352.101,8,1,6.45,1,108.0,200.687,2.698,2.698,3.663,8.507,8.507,22.85,5.0,-0.01,251.641,6.629,4.019,3.082,3.082,29.443,3.103
5.0,2,3,78.116,396.427,-0.094,1.173,2,514.3,1.129,-0.101,1,6.398,0.966,17,0.032,5,0.125,19.707,0.076,0.472,0.878,144.055,10,8,2,2,119.18,6.456,2.304,0.097,-0.083,0,459.866,459.866,248.912,8,0.184,0.067,6.981,3.62,5,-0.267,6.433,5,23.048,476.942,6,2,6.493,2,146.0,340.2,2.764,2.764,3.722,8.903,8.903,19.707,4.796,0.04,385.314,6.786,4.101,3.144,3.144,45.983,3.023
5.187,5,3,46.182,289.059,0.115,0.818,4,406.176,1.046,0.159,2,6.533,0.639,14,0.042,7,0.197,22.85,0.327,0.344,0.715,123.276,12,5,3,3,106.04,6.437,2.084,0.15,-0.334,1,325.899,325.899,220.303,5,0.216,0.334,6.889,2.596,4,-0.38,6.351,4,17.096,400.108,8,1,6.449,1,158.0,200.687,2.729,2.729,3.695,8.942,8.942,68.042,5.431,-0.031,323.453,6.776,4.104,3.11,3.11,32.716,3.105
4.0,0,1,46.356,229.924,-0.036,1.022,1,270.704,0.874,-0.02,0,5.625,0.901,10,0.024,0,0.104,3.143,0.027,0.5,1.049,92.664,6,4,1,1,63.151,6.4,1.213,-0.065,-0.17,0,290.788,290.788,151.879,5,0.164,0.025,6.266,1.862,2,-0.234,6.23,2,9.24,267.934,2,0,6.437,0,68.0,169.107,1.879,1.879,2.855,5.526,5.526,3.143,3.464,0.093,153.451,6.221,3.809,2.862,2.862,20.97,3.015
6.293,5,3,55.387,323.187,0.14,0.84,4,428.332,1.07,0.161,2,6.545,0.715,15,0.043,7,0.205,22.85,0.279,0.367,0.644,144.175,12,6,3,3,97.82,6.437,1.998,0.212,-0.283,1,368.582,368.582,225.939,6,0.221,0.292,6.905,2.642,4,-0.379,6.4,4,16.485,382.322,8,1,6.495,1,152.0,233.894,2.733,2.733,3.729,8.964,8.964,22.85,5.099,-0.039,282.845,6.693,4.104,3.111,3.111,30.811,3.104
4.0,0,0,36.956,175.992,0.02,0.947,1,175.417,0.891,0.023,0,5.525,1.03,8,0.028,0,0.102,3.143,-0.14,0.524,0.944,70.918,3,4,1,1,60.995,4.85,1.087,-0.088,-0.087,0,222.96,222.96,134.704,4,0.181,-0.129,5.886,1.351,2,-0.21,4.55,2,9.537,186.749,2,0,6.23,0,53.0,169.107,1.864,1.864,2.792,5.455,5.455,48.335,3.391,0.078,115.511,6.009,3.69,2.767,2.767,21.938,2.951
7.208,5,3,45.392,302.882,0.171,0.803,4,428.518,0.96,0.187,2,6.509,0.669,14,0.043,7,0.224,22.85,0.322,0.379,0.709,132.806,12,5,3,3,94.821,6.437,1.997,0.198,-0.303,1,325.899,325.899,218.82,5,0.212,0.331,6.903,2.454,4,-0.404,6.351,4,16.652,387.907,8,1,6.45,1,129.0,200.687,2.725,2.725,3.711,8.882,8.882,22.85,5.05,-0.034,293.274,6.688,4.102,3.109,3.109,30.144,3.104
6.0,5,3,56.409,339.021,0.118,0.85,4,507.197,0.99,0.145,2,6.6,0.788,16,0.036,7,0.17,22.85,0.238,0.447,0.737,141.047,11,6,3,3,122.95,6.495,2.259,0.17,-0.194,1,393.727,393.727,250.072,6,0.198,0.214,7.069,2.925,4,-0.367,6.437,4,16.773,444.708,8,1,7.41,1,152.0,290.752,2.746,2.746,3.752,8.975,8.975,22.85,5.523,-0.013,389.209,6.879,4.109,3.114,3.114,36.905,3.105
4.0,3,2,46.366,253.268,-0.122,1.1,1,353.598,1.027,-0.097,1,6.147,0.742,12,0.03,3,0.156,12.997,0.229,0.393,0.855,100.981,9,5,2,2,88.2,6.4,1.738,0.085,-0.131,0,308.343,308.343,200.001,5,0.199,0.23,6.697,2.257,3,-0.319,6.346,3,13.105,314.223,5,1,6.437,2,112.0,206.238,2.316,2.316,3.273,7.115,7.115,12.997,4.583,0.046,224.294,6.394,3.866,2.896,2.896,34.966,3.055
6.0,3,2,46.051,252.485,-0.119,1.075,1,354.35,0.961,-0.092,1,6.141,0.761,12,0.029,3,0.169,12.997,0.21,0.423,0.81,106.872,9,5,2,2,79.767,6.4,1.673,0.116,-0.222,0,308.343,308.343,194.701,5,0.195,0.22,6.668,2.279,3,-0.344,6.346,3,12.99,288.332,5,1,6.437,2,106.0,206.238,2.21,2.21,3.159,6.637,6.637,12.997,4.359,0.087,230.167,6.255,3.862,2.888,2.888,26.996,3.052
7.071,5,3,56.269,270.795,0.197,0.773,4,416.858,1.015,0.234,2,6.524,0.648,14,0.037,7,0.193,22.85,0.333,0.455,0.695,121.059,11,6,3,3,99.783,6.4,2.129,0.205,-0.175,1,343.437,343.437,233.998,6,0.208,0.328,6.942,2.636,4,-0.358,6.351,4,16.971,385.204,8,1,6.437,1,129.0,271.799,2.736,2.736,3.733,8.976,8.976,22.85,5.148,-0.02,274.849,6.714,4.114,3.12,3.12,34.477,3.199
8.0,5,3,55.914,335.611,0.111,0.781,4,473.725,1.056,0.144,2,6.565,0.806,13,0.044,7,0.22,22.85,0.139,0.412,0.695,169.625,11,6,3,3,190.943,6.495,2.513,0.21,-0.196,1,318.292,363.172,327.12,6,0.21,0.155,6.934,2.673,4,-0.315,6.437,4,16.742,362.429,8,1,7.41,1,155.0,262.323,2.88,2.88,3.786,9.403,9.403,54.128,5.657,-0.03,365.41,6.668,4.14,3.22,3.22,28.005,3.104
6.699,5,3,56.195,250.707,0.198,0.762,4,376.776,0.982,0.257,2,6.48,0.628,13,0.039,7,0.205,22.85,0.349,0.452,0.696,114.6,12,6,3,3,168.745,6.351,2.077,0.196,-0.19,1,318.292,318.292,225.673,6,0.21,0.394,6.844,2.342,4,-0.381,6.34,4,17.124,342.192,8,1,6.4,1,108.0,271.799,2.734,2.734,3.732,8.974,8.974,22.85,5.099,-0.025,255.064,6.646,4.11,3.117,3.117,33.737,3.109
7.796,5,3,55.941,387.122,0.129,0.82,4,476.554,0.992,0.161,2,6.584,0.746,14,0.034,7,0.192,22.85,0.185,0.441,0.713,157.803,11,6,3,3,104.017,6.495,2.205,0.181,-0.186,1,343.437,373.357,256.174,6,0.197,0.18,6.967,3.026,4,-0.365,6.437,4,16.634,452.456,8,1,7.41,1,152.0,262.323,2.737,2.737,3.733,8.976,8.976,22.85,5.196,-0.021,362.038,6.804,4.112,3.118,3.118,29.159,3.147
8.155,5,3,55.926,306.044,0.163,0.814,4,393.365,1.06,0.202,2,6.524,0.676,13,0.046,7,0.193,22.85,0.31,0.438,0.684,140.559,11,6,3,3,175.771,6.4,2.057,0.199,-0.26,1,318.292,333.252,231.632,6,0.225,0.33,6.876,2.318,4,-0.335,6.351,4,16.853,335.213,8,1,6.437,1,129.0,252.847,2.735,2.735,3.732,8.975,8.975,54.128,5.148,-0.065,318.687,6.612,4.105,3.115,3.115,30.007,3.104
7.509,5,3,56.058,280.774,0.166,0.83,4,415.651,0.96,0.216,2,6.519,0.691,14,0.038,7,0.199,22.85,0.313,0.469,0.709,125.193,11,6,3,3,97.137,6.4,2.077,0.186,-0.183,1,343.437,343.437,227.006,6,0.207,0.312,6.911,2.534,4,-0.37,6.351,4,16.89,377.971,8,1,6.437,1,108.0,281.275,2.735,2.735,3.732,8.975,8.975,22.85,5.099,-0.019,264.669,6.69,4.11,3.114,3.114,33.005,3.127
7.167,5,3,55.828,291.614,0.167,0.813,4,413.544,0.96,0.214,2,6.522,0.705,15,0.038,7,0.208,22.85,0.291,0.452,0.701,132.373,11,6,3,3,179.818,6.4,2.116,0.19,-0.251,1,352.944,352.944,227.679,6,0.203,0.303,6.905,2.619,4,-0.398,6.351,4,16.775,377.232,8,1,6.437,1,108.0,264.586,2.735,2.735,3.732,8.975,8.975,22.85,5.099,-0.029,264.987,6.678,4.11,3.115,3.115,29.832,3.135
6.254,5,3,56.233,270.182,0.142,0.863,4,419.453,1.01,0.191,2,6.523,0.657,14,0.037,7,0.193,22.85,0.324,0.455,0.695,121.059,11,6,3,3,99.968,6.4,2.129,0.205,-0.175,1,343.437,343.437,233.887,6,0.208,0.312,6.935,2.557,4,-0.358,6.351,4,16.955,402.793,8,1,6.437,1,129.0,271.799,2.736,2.736,3.733,8.977,8.977,22.85,5.148,-0.054,262.384,6.729,4.113,3.118,3.118,34.477,3.176
7.886,5,3,56.225,304.423,0.154,0.834,4,430.175,1.052,0.211,2,6.547,0.738,14,0.038,7,0.182,22.85,0.247,0.441,0.645,136.419,11,6,3,3,104.017,6.4,2.119,0.217,-0.217,1,343.437,343.437,234.288,6,0.211,0.272,6.933,2.775,4,-0.371,6.351,4,16.877,393.258,8,1,6.437,1,152.0,262.323,2.737,2.737,3.733,8.976,8.976,22.85,5.196,0.0,290.151,6.74,4.112,3.118,3.118,32.008,3.136
8.301,5,3,55.995,326.765,0.109,0.858,4,445.528,0.976,0.151,2,6.554,0.718,14,0.036,7,0.195,22.85,0.243,0.455,0.711,141.026,11,6,3,3,100.509,6.437,2.135,0.183,-0.219,1,343.437,358.397,238.684,6,0.202,0.235,6.937,2.798,4,-0.368,6.4,4,16.75,409.804,8,1,6.495,1,129.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.148,-0.02,321.263,6.724,4.111,3.115,3.115,31.17,3.136
7.585,5,3,56.307,273.866,0.144,0.828,4,416.724,0.99,0.215,2,6.536,0.694,15,0.036,7,0.189,22.85,0.285,0.441,0.683,123.692,11,6,3,3,104.017,6.4,2.244,0.221,-0.211,1,354.437,354.437,237.552,6,0.202,0.3,6.941,2.735,4,-0.372,6.351,5,22.032,387.547,8,1,6.437,1,132.0,271.799,2.735,2.735,3.732,8.975,8.975,22.85,5.244,-0.017,270.393,6.742,4.111,3.115,3.115,33.866,3.138
4.664,1,1,9.629,72.81,-0.008,1.032,0,133.601,0.715,0.026,0,5.676,0.96,6,0.022,0,0.059,1.339,-0.015,0.667,0.847,38.473,4,1,0,0,0.0,4.879,0.578,0.085,-0.104,0,144.699,144.699,104.519,1,0.16,0.003,6.369,1.095,0,0.007,4.683,1,5.104,186.145,2,0,5.068,0,54.0,158.619,2.485,2.485,3.495,7.392,7.392,1.339,3.674,0.061,132.286,6.333,3.735,2.756,2.756,17.153,3.032
5.406,1,1,9.746,60.085,0.025,1.058,0,127.015,0.718,0.035,0,5.697,0.979,5,0.022,0,0.05,1.339,0.039,0.743,0.979,33.039,4,1,0,0,0.0,4.849,0.436,-0.076,-0.069,0,133.699,133.699,91.152,1,0.161,0.046,6.441,0.981,0,0.047,4.705,0,0.0,168.511,2,0,5.068,0,38.0,206.0,2.53,2.53,3.531,7.788,7.788,1.339,3.742,0.068,113.12,6.43,3.749,2.772,2.772,22.446,3.032
5.033,1,1,9.678,65.197,0.056,0.991,0,121.721,0.777,0.056,0,5.661,0.972,5,0.023,0,0.058,1.339,0.028,0.667,0.908,34.35,4,1,0,0,0.0,4.772,0.442,0.028,-0.024,0,133.699,133.699,96.683,1,0.166,0.031,6.386,1.005,0,0.037,4.678,0,0.0,179.937,2,0,5.067,0,54.0,158.619,2.482,2.482,3.505,8.441,8.441,1.339,3.674,0.067,119.508,6.361,3.857,2.875,2.875,21.503,3.032
5.1,1,1,9.676,58.783,0.047,1.038,0,121.818,0.799,0.05,0,5.664,0.933,5,0.022,0,0.058,1.339,0.033,0.667,0.845,33.421,4,1,0,0,0.0,4.77,0.45,0.094,-0.051,0,133.699,133.699,98.797,1,0.167,0.028,6.407,1.062,0,0.037,4.678,0,0.0,177.552,2,0,5.067,0,66.0,149.142,2.494,2.494,3.514,8.501,8.501,1.339,3.606,0.153,116.862,6.345,3.951,2.964,2.964,19.148,3.032
4.824,1,1,9.692,75.041,-0.004,1.002,0,127.606,0.767,0.03,0,5.697,1.054,6,0.022,0,0.057,1.339,-0.037,0.645,0.913,37.214,4,1,0,0,0.0,4.867,0.55,0.033,-0.069,0,144.699,144.699,101.974,1,0.161,0.007,6.392,1.063,0,0.009,4.682,1,5.572,185.928,2,0,5.068,0,55.0,158.619,2.483,2.483,3.503,8.451,8.451,1.339,3.808,0.006,134.332,6.41,3.839,2.88,2.88,21.932,3.032
4.604,1,1,9.614,64.174,-0.03,1.184,0,132.802,0.727,0.004,0,5.652,0.935,5,0.023,0,0.06,1.339,0.052,0.69,0.883,36.013,4,1,0,0,0.0,4.78,0.45,0.036,-0.061,0,133.699,133.699,98.753,1,0.166,0.036,6.349,0.976,0,0.037,4.679,0,0.0,171.544,2,0,5.067,0,51.0,158.619,2.468,2.468,3.488,7.264,7.264,1.339,3.536,0.093,119.352,6.31,3.733,2.751,2.751,17.497,3.032
5.124,1,1,9.605,119.801,-0.104,1.086,0,212.098,0.682,-0.079,0,5.775,1.002,7,0.021,0,0.058,1.339,-0.072,0.645,0.934,56.674,5,1,0,0,0.0,6.312,0.669,-0.011,-0.084,0,184.446,184.446,145.21,1,0.156,-0.064,6.453,1.314,0,0.08,5.067,0,0.0,248.815,2,0,6.999,0,69.0,158.619,2.51,2.51,3.522,8.388,8.388,1.339,3.937,0.068,212.17,6.387,3.812,2.839,2.839,13.931,3.032
7.469,6,3,79.714,510.534,0.145,0.916,6,705.602,1.15,0.124,3,7.046,0.799,23,0.042,12,0.18,39.414,0.236,0.449,0.689,198.115,18,8,4,4,355.698,7.411,3.203,0.216,-0.231,2,545.267,545.267,322.944,8,0.198,0.22,7.395,4.648,7,-0.387,7.402,7,30.442,697.962,12,4,7.411,3,257.0,338.213,2.997,2.997,3.989,10.312,10.312,39.414,6.164,-0.045,595.79,7.313,4.163,3.237,3.237,52.342,3.277
5.726,6,4,86.772,484.801,0.161,0.905,6,660.53,1.145,0.157,3,6.98,0.797,22,0.05,12,0.209,39.414,0.236,0.381,0.682,197.405,16,9,4,4,308.586,6.524,3.101,0.229,-0.214,2,537.66,537.66,319.224,9,0.211,0.229,7.292,4.254,7,-0.384,6.493,7,29.478,595.758,12,4,7.402,3,226.0,371.42,2.99,2.99,3.981,10.136,10.136,39.414,6.042,-0.024,532.367,7.153,4.159,3.231,3.231,50.064,3.277
4.523,4,2,80.418,553.583,0.14,0.921,4,763.899,1.225,0.135,2,6.874,0.836,25,0.05,12,0.203,22.85,0.211,0.415,0.768,214.745,18,8,4,5,394.139,7.411,3.713,0.178,-0.276,1,340.594,343.437,356.769,8,0.217,0.214,7.462,5.406,8,-0.353,7.411,8,35.468,768.136,12,6,7.413,4,325.0,243.37,3.14,3.14,4.125,10.976,10.976,22.85,6.708,0.015,678.248,7.388,4.176,3.241,3.241,58.445,3.358
6.0,5,3,55.367,314.298,0.121,0.876,4,452.984,1.009,0.168,2,6.552,0.642,15,0.041,7,0.217,22.85,0.35,0.367,0.709,138.804,13,6,3,3,96.976,6.437,2.106,0.199,-0.296,1,368.582,368.582,237.308,6,0.211,0.329,6.967,2.835,4,-0.399,6.4,4,16.413,400.499,8,1,6.494,1,152.0,243.37,2.731,2.731,3.728,8.969,8.969,22.85,5.099,0.006,288.027,6.72,4.108,3.112,3.112,30.34,3.105
6.0,5,3,55.703,317.521,0.102,0.908,4,458.978,1.069,0.144,2,6.558,0.625,15,0.04,7,0.203,22.85,0.368,0.344,0.749,133.159,13,6,3,3,105.409,6.437,2.218,0.168,-0.201,1,368.582,368.582,246.907,6,0.214,0.341,6.989,2.831,4,-0.375,6.4,4,16.545,440.267,8,1,6.494,1,158.0,243.37,2.732,2.732,3.729,8.969,8.969,22.85,5.292,-0.019,279.857,6.81,4.108,3.113,3.113,39.689,3.105
8.523,5,3,56.262,306.202,0.149,0.803,4,443.951,1.057,0.174,2,6.561,0.733,14,0.038,7,0.18,22.85,0.244,0.429,0.759,135.954,11,6,3,3,107.641,6.437,2.159,0.17,-0.21,1,343.437,358.397,246.365,6,0.212,0.237,6.974,2.941,4,-0.315,6.4,4,16.844,407.403,8,1,6.495,1,155.0,262.323,2.738,2.738,3.733,8.977,8.977,55.07,5.292,0.006,334.427,6.761,4.112,3.118,3.118,32.793,3.148
7.456,5,3,56.01,285.147,0.166,0.827,4,412.749,0.949,0.208,2,6.525,0.708,14,0.037,7,0.2,22.85,0.304,0.469,0.705,128.551,11,6,3,3,97.137,6.4,2.071,0.188,-0.221,1,343.437,343.437,226.437,6,0.204,0.307,6.914,2.55,4,-0.389,6.351,4,16.847,382.095,8,1,6.437,1,108.0,262.323,2.735,2.735,3.732,8.975,8.975,22.85,5.099,-0.038,262.101,6.695,4.11,3.114,3.114,31.366,3.115
4.0,3,2,46.993,199.535,-0.069,0.964,1,276.02,0.967,-0.062,1,6.104,0.846,10,0.028,3,0.146,12.997,0.128,0.483,0.88,94.879,9,5,2,2,149.607,6.23,1.619,0.074,-0.169,0,258.054,258.054,186.732,5,0.196,0.21,6.556,1.814,3,-0.273,5.256,3,13.579,215.796,5,1,6.346,3,90.0,229.659,2.45,2.45,3.352,8.015,8.015,45.216,4.528,0.008,215.088,6.212,3.963,3.029,3.029,25.066,3.049
6.0,5,4,64.904,354.422,0.111,0.865,4,466.475,0.982,0.132,2,6.574,0.626,16,0.04,7,0.22,22.85,0.36,0.367,0.722,155.725,15,6,3,3,96.976,6.466,2.042,0.194,-0.336,1,411.265,411.265,234.529,7,0.204,0.352,7.011,2.912,4,-0.392,6.437,4,16.274,429.47,8,1,6.496,1,152.0,243.37,2.731,2.731,3.728,8.969,8.969,22.85,5.099,-0.013,313.254,6.75,4.107,3.112,3.112,27.963,3.104
5.314,6,5,97.261,521.413,0.169,0.91,6,718.264,1.196,0.133,3,7.09,0.773,23,0.046,13,0.2,39.414,0.267,0.386,0.705,208.6,18,10,4,4,156.908,6.521,3.217,0.217,-0.195,2,580.343,580.343,341.748,10,0.208,0.239,7.393,4.803,7,-0.363,6.493,7,29.616,686.149,12,4,7.402,3,258.0,414.463,2.979,2.979,3.964,10.192,10.192,39.414,6.083,-0.052,572.006,7.27,4.161,3.234,3.234,53.688,3.298
5.259,1,1,9.622,63.478,0.028,1.072,0,135.8,0.732,0.041,0,5.653,0.928,5,0.022,0,0.06,1.339,0.06,0.69,0.883,36.013,4,1,0,0,0.0,4.779,0.45,0.036,-0.061,0,133.699,133.699,98.864,1,0.166,0.047,6.35,0.986,0,0.037,4.679,0,0.0,181.116,2,0,5.067,0,51.0,158.619,2.472,2.472,3.494,7.491,7.491,1.339,3.536,0.057,125.394,6.317,3.744,2.762,2.762,17.497,3.032
