pXC50,CATS2D_08_AL,CATS2D_07_AL,CATS2D_05_AA,Eig02_EA.dm.,CATS2D_06_AL,P_VSA_e_3,SpAD_EA.dm.,SM02_EA.dm.,ATS6m,ATSC7p,ATS7v,C.008,ATS7p,Eig03_EA.dm.,C.040,P_VSA_s_6,SsOH,X5sol,MAXDP,P_VSA_s_5,SssNH,CATS2D_05_DA,Eig04_EA.dm.,ATSC6s,CATS2D_07_DD,Hy,nHAcc,P_VSA_m_3,P_VSA_v_2,SAacc,SAdon,SdssC,NssNH,NsOH,MATS5s,CATS2D_09_DD,GATS2p,CATS2D_05_DL,H.050,MLOGP,nHDon,nO,PHI,Uindex,X3v,CATS2D_07_DL,ATSC8i,SpMin4_Bh.p.,SpMax2_Bh.v.,C.005,CATS2D_02_PL,ATSC1i,ATSC8s,CATS2D_02_DA,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_04_DL,CATS2D_06_DA,CATS2D_06_DD,CATS2D_08_DA,CATS2D_08_DL,CATS2D_09_DA,CATS2D_09_DL,CATS2D_09_DP,DLS_01
6.4,7,6,2,1.058,7,42.27,12.022,2.623,4.206,16.252,4.255,2,4.41,0.916,2,61.29,0.0,6.672,6.03,36.022,6.117,1,0.86,80.606,0,0.162,7,61.29,103.56,103.56,36.022,-0.273,2,0,0.089,0,0.967,4,2,2.355,2,3,11.176,70.967,6.909,3,2.018,1.811,3.829,2,0,1.081,61.32,2,2,1,4,4,1,0,0,1,1,2,0,0.75
6.7,6,4,1,0.916,5,24.259,7.614,1.972,3.884,10.871,3.85,1,4.004,0.86,1,114.442,0.0,6.348,5.464,18.011,3.098,0,0.8,57.609,0,-0.349,5,36.145,60.404,60.404,18.011,-0.115,1,0,0.044,0,0.804,2,1,3.61,1,2,8.69,55.891,5.876,2,1.121,1.781,3.849,2,0,0.817,37.374,1,1,0,2,1,0,0,0,0,1,0,0,1.0
5.0,10,7,2,1.956,6,42.27,16.704,3.106,4.351,15.576,4.294,2,4.399,1.058,3,207.415,9.119,7.932,6.046,36.022,5.628,2,0.916,161.485,0,0.799,9,129.118,171.388,171.388,78.705,-1.988,2,1,0.079,0,0.918,4,3,2.649,3,5,12.498,84.231,7.156,4,1.839,1.9,3.856,2,0,1.04,111.247,3,2,1,5,2,3,1,0,5,2,4,0,0.75
6.4,10,9,2,1.058,10,42.27,12.022,2.623,4.396,17.208,4.413,2,4.52,0.916,2,139.587,0.0,8.975,6.431,36.022,6.074,1,0.86,96.666,0,0.113,7,61.29,103.56,103.56,36.022,-0.581,2,0,0.183,0,0.896,8,2,3.924,2,3,11.898,76.358,7.792,4,2.135,1.903,3.856,2,0,1.099,93.944,2,2,1,4,4,1,0,0,2,1,3,0,0.75
5.0,7,6,2,1.058,6,75.167,12.022,2.623,4.29,15.867,4.298,2,4.427,0.916,2,172.484,0.0,7.818,6.092,36.022,5.952,1,0.86,110.152,0,1.475,8,61.29,136.457,136.457,68.919,-0.576,2,0,0.121,0,0.922,4,4,2.651,4,3,12.633,80.875,7.206,4,1.934,1.902,3.856,2,1,1.086,92.96,2,2,1,5,2,2,1,0,5,2,4,0,0.75
6.6,9,8,3,1.952,8,42.27,14.99,2.999,4.149,14.885,4.266,2,4.382,0.916,1,72.29,0.0,7.128,6.054,36.022,5.89,2,0.86,92.216,0,0.135,8,72.29,114.56,114.56,36.022,-0.786,2,0,0.152,0,1.035,6,2,2.328,2,4,11.874,77.489,6.236,4,2.005,1.903,3.809,2,0,1.106,72.447,3,2,1,2,5,1,0,0,3,1,3,0,0.75
6.2,8,8,2,1.058,7,42.27,12.022,2.623,4.13,14.539,4.231,2,4.354,0.916,2,70.797,0.0,6.393,5.996,36.022,5.979,1,0.86,95.778,0,0.162,8,70.797,113.067,113.067,36.022,-0.504,2,0,0.076,0,1.039,4,2,1.606,2,4,10.796,70.967,6.041,3,1.873,1.811,3.783,2,0,1.054,69.44,2,3,1,3,4,2,0,0,1,1,2,0,1.0
5.201,4,8,1,0.986,6,19.91,10.117,3.232,4.513,21.18,4.531,1,4.703,0.8,0,55.934,0.0,9.036,2.265,0.0,0.0,0,0.0,37.059,0,-0.863,2,0.0,19.91,19.91,0.0,1.185,0,0,0.059,0,0.927,0,0,6.012,0,0,7.499,48.607,7.701,0,2.397,1.91,3.821,0,0,0.779,51.016,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.6,6,5,1,0.916,4,24.259,7.614,1.972,3.646,9.96,3.786,1,3.944,0.86,1,36.145,0.0,5.471,5.302,18.011,3.153,0,0.8,37.862,0,-0.394,5,36.145,60.404,60.404,18.011,0.017,1,0,-0.09,0,0.956,2,1,2.655,1,2,7.751,50.209,4.991,2,1.163,1.792,3.834,2,0,0.837,29.667,1,1,0,2,2,0,0,0,0,1,0,0,1.0
8.79,16,17,8,2.341,16,193.769,41.004,4.176,5.448,44.268,5.424,8,5.499,2.009,9,387.252,29.564,17.42,7.812,160.872,21.466,9,1.997,395.707,3,8.71,21,354.354,548.123,531.338,321.819,-8.56,8,3,0.184,9,1.198,17,14,-1.489,14,12,24.559,171.842,14.751,14,6.835,1.966,3.892,1,1,2.091,672.808,9,8,8,18,15,8,9,12,19,12,23,1,0.25
6.37,3,2,0,0.8,7,21.135,4.707,1.557,3.768,9.285,3.734,1,3.871,0.473,1,64.294,0.0,4.824,5.274,18.011,3.083,0,0.0,55.041,0,-0.383,3,25.145,46.28,46.28,18.011,-0.099,1,0,0.088,0,0.876,2,1,3.864,1,1,7.195,48.259,3.933,1,1.029,1.711,3.843,2,0,0.628,60.831,1,0,0,3,3,0,0,0,0,0,0,0,1.0
5.7,19,21,8,2.341,15,208.655,40.355,4.171,5.487,46.564,5.481,8,5.558,2.009,9,420.149,29.516,17.259,7.835,142.861,18.741,9,1.997,434.846,2,9.574,21,354.354,563.01,546.224,336.705,-8.995,7,3,0.159,9,1.145,16,15,-3.704,15,12,23.171,171.861,15.637,17,7.298,1.964,3.894,0,2,2.09,711.997,9,8,8,20,15,9,9,11,22,13,25,2,0.25
5.82,4,1,0,0.86,5,21.135,8.865,2.394,3.798,10.39,3.832,1,3.976,0.8,1,75.293,0.0,5.049,5.48,18.011,3.145,0,0.586,54.216,0,-0.356,4,36.145,57.28,57.28,18.011,0.004,1,0,0.022,0,0.812,2,1,3.401,1,2,7.598,51.523,4.248,0,1.173,1.695,3.839,3,0,0.671,63.172,1,0,0,3,4,0,0,0,0,0,0,0,1.0
7.71,17,17,8,2.341,15,208.655,40.355,4.171,5.539,47.213,5.441,8,5.53,2.009,9,420.149,29.701,17.612,7.846,142.861,18.96,9,1.997,395.671,3,9.587,21,354.354,563.01,546.224,336.705,-8.559,7,3,0.18,9,0.989,16,15,-3.086,15,12,25.595,171.851,16.39,15,6.988,1.966,3.901,0,2,2.136,681.151,9,8,8,19,15,8,9,12,18,12,23,2,0.25
5.34,3,4,0,0.8,7,21.135,6.54,2.146,3.681,10.206,3.811,1,3.964,0.561,1,25.145,0.0,4.61,5.387,18.011,3.213,0,0.0,50.495,0,-0.424,3,25.145,46.28,46.28,18.011,0.114,1,0,0.129,0,0.968,3,1,3.673,1,1,7.17,48.259,4.163,1,1.289,1.756,3.845,2,0,0.71,43.07,1,0,0,3,3,0,0,0,0,0,0,0,1.0
5.81,3,4,0,0.8,7,21.135,4.707,1.557,3.667,9.338,3.765,1,3.902,0.473,1,25.145,0.0,4.61,5.3,18.011,3.126,0,0.0,51.485,0,-0.424,3,25.145,46.28,46.28,18.011,-0.066,1,0,0.12,0,0.93,3,1,3.596,1,1,6.922,48.259,3.888,1,1.199,1.727,3.847,2,0,0.678,44.995,1,0,0,3,3,0,0,0,0,0,0,0,1.0
5.19,5,2,0,0.522,8,19.529,2.643,0.918,4.011,11.868,3.877,1,4.026,0.0,0,83.462,0.0,5.923,5.688,16.405,2.823,0,0.0,68.451,0,-0.301,4,44.313,63.842,63.842,16.405,0.0,1,0,-0.061,0,0.805,1,1,3.279,1,2,6.414,48.038,5.506,0,1.138,1.687,3.853,2,0,0.669,97.378,2,0,0,4,4,0,0,0,0,0,0,0,1.0
5.86,3,3,0,0.8,11,5.023,6.327,2.168,3.928,9.717,3.903,1,4.017,0.636,1,75.293,0.0,6.174,5.848,0.0,0.0,0,0.0,62.894,0,-0.798,3,36.145,41.168,39.269,0.0,-0.317,0,0,-0.048,0,0.745,0,0,3.949,0,2,5.894,44.084,4.742,0,1.336,1.818,3.87,3,0,0.663,59.424,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.74,10,2,0,0.814,7,21.135,7.916,2.457,3.869,8.732,3.847,1,3.953,0.8,0,75.293,0.0,5.216,5.417,18.011,2.819,0,0.141,63.104,0,-0.382,4,36.145,57.28,57.28,18.011,-0.461,1,0,0.007,0,0.795,3,1,4.241,1,2,7.572,58.387,4.579,0,1.252,1.784,3.861,2,0,0.748,72.335,2,0,0,2,3,1,0,0,1,0,0,0,0.75
5.71,6,4,2,0.86,6,3.124,8.047,2.324,3.87,10.344,3.903,1,4.019,0.8,1,86.293,0.0,5.099,5.712,0.0,0.0,0,0.636,59.338,0,-0.79,4,47.145,50.269,50.269,0.0,-0.352,0,0,-0.011,0,0.728,0,0,4.075,0,3,7.148,51.271,4.305,0,1.271,1.589,3.844,3,0,0.627,64.174,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.87,4,2,0,0.8,9,3.124,6.327,2.168,4.014,12.498,3.945,0,4.108,0.636,1,75.293,0.0,6.74,5.788,0.0,0.0,0,0.0,64.066,0,-0.83,3,36.145,39.269,39.269,0.0,-0.238,0,0,0.01,0,0.725,0,0,4.442,0,2,5.011,41.296,5.289,0,1.18,1.652,3.831,2,0,0.635,58.869,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.37,6,4,1,0.86,5,21.135,6.427,1.828,3.865,10.997,3.925,1,4.056,0.8,1,75.293,0.0,5.099,5.823,18.011,3.152,1,0.473,55.42,0,-0.356,4,36.145,57.28,57.28,18.011,-0.102,1,0,0.005,0,0.743,1,1,3.669,1,2,7.148,51.271,4.443,0,1.277,1.631,3.844,3,0,0.671,64.365,1,0,0,4,4,0,0,0,0,0,0,0,1.0
5.78,4,0,0,0.86,5,21.135,9.636,2.576,3.814,8.206,3.754,1,3.858,0.814,0,86.293,0.0,5.049,5.258,18.011,2.736,1,0.8,61.675,0,-0.317,5,47.145,68.28,68.28,18.011,-0.496,1,0,0.009,0,0.779,2,1,3.065,1,3,7.56,51.523,3.918,0,1.107,1.636,3.82,3,0,0.642,66.469,2,0,0,2,2,1,0,0,1,0,0,0,1.0
5.75,5,2,0,0.8,6,21.135,4.707,1.557,3.869,11.934,3.958,1,4.11,0.473,1,64.294,0.0,5.278,5.874,18.011,3.203,0,0.0,58.039,0,-0.396,3,25.145,46.28,46.28,18.011,-0.028,1,0,-0.032,0,0.749,2,1,4.428,1,1,6.772,51.292,4.78,0,1.358,1.647,3.86,2,0,0.7,59.502,1,0,0,4,5,0,0,0,0,0,0,0,0.75
5.54,5,2,0,0.8,5,21.135,4.707,1.557,3.813,11.72,3.917,1,4.075,0.473,1,64.294,0.0,5.191,5.762,18.011,3.184,0,0.0,56.684,0,-0.383,3,25.145,46.28,46.28,18.011,-0.032,1,0,-0.03,0,0.775,2,1,4.209,1,1,6.555,48.03,4.332,0,1.296,1.631,3.852,2,0,0.661,59.581,1,0,0,4,5,0,0,0,0,0,0,0,0.75
5.7,3,1,0,0.8,6,39.146,7.139,2.06,3.786,9.178,3.736,1,3.871,0.607,0,64.294,0.0,4.824,5.25,36.022,5.967,0,0.501,57.204,0,0.255,4,25.145,64.291,64.291,36.022,-0.169,2,0,0.092,0,0.859,5,2,3.316,2,1,7.41,48.259,3.991,1,1.076,1.72,3.835,2,0,0.675,64.935,2,0,0,4,7,1,0,0,1,0,0,0,1.0
5.29,6,1,0,0.8,5,21.135,4.707,1.557,3.895,10.811,3.91,1,4.056,0.473,1,103.442,0.0,4.892,5.746,18.011,3.113,0,0.0,48.406,0,-0.342,3,25.145,46.28,46.28,18.011,-0.156,1,0,-0.181,0,0.726,1,1,4.477,1,1,6.813,48.005,4.459,0,1.158,1.62,3.847,2,0,0.611,68.154,1,0,0,3,6,0,0,0,0,0,0,0,0.75
5.56,4,2,0,0.8,8,3.124,6.327,2.168,3.782,9.18,3.777,1,3.904,0.636,1,75.293,0.0,4.751,5.389,0.0,0.0,0,0.0,47.724,0,-0.815,3,36.145,39.269,39.269,0.0,-0.302,0,0,-0.038,0,0.79,0,0,4.392,0,2,6.343,44.986,3.869,0,1.088,1.594,3.84,2,0,0.576,58.755,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.72,4,0,0,0.86,5,21.135,9.636,2.576,3.998,10.674,3.949,1,4.068,0.814,0,86.293,0.0,6.599,5.48,18.011,2.776,1,0.8,64.628,0,-0.382,5,47.145,68.28,68.28,18.011,-0.509,1,0,-0.009,0,0.917,2,1,4.181,1,3,8.14,55.456,4.661,2,1.339,1.857,3.848,2,0,0.726,68.463,2,0,0,2,2,1,0,0,3,0,1,0,0.75
6.96,4,0,0,0.86,4,39.146,8.031,2.173,3.992,11.595,3.97,1,4.103,0.8,0,75.293,0.0,6.599,5.591,36.022,5.947,1,0.564,59.009,0,0.177,5,36.145,75.291,75.291,36.022,-0.259,2,0,0.009,0,0.935,4,2,4.181,2,2,8.14,55.456,4.786,2,1.34,1.857,3.849,2,0,0.772,68.83,2,0,0,4,6,1,0,0,3,0,3,0,0.75
8.04,18,18,8,2.341,16,208.655,40.355,4.171,5.45,44.639,5.436,8,5.515,2.009,9,377.465,19.429,17.306,7.882,142.861,18.952,9,1.997,363.34,2,8.632,20,311.671,520.326,503.541,294.022,-8.63,7,2,0.2,9,1.167,16,14,-2.84,14,11,24.518,179.562,15.323,16,7.016,1.983,3.934,0,2,2.195,626.793,9,8,8,16,14,8,9,11,23,11,27,2,0.25
8.95,18,19,8,2.341,15,208.655,40.355,4.171,5.483,45.435,5.433,8,5.509,2.009,9,377.465,19.417,18.68,7.971,142.861,18.975,9,1.997,367.464,2,8.677,20,311.671,520.326,503.541,294.022,-8.618,7,2,0.191,9,1.153,15,14,-3.209,14,11,23.321,154.337,16.06,16,6.965,1.966,4.037,0,2,2.107,630.57,9,8,8,16,13,8,9,11,19,11,25,2,0.25
8.745,15,24,11,2.341,19,229.79,54.557,4.468,5.528,46.288,5.498,11,5.551,2.341,12,658.077,49.048,18.708,7.878,160.872,20.084,12,2.024,630.682,3,13.527,28,515.156,744.946,728.161,440.083,-12.903,8,5,0.178,10,1.25,18,20,-5.704,18,17,30.663,235.337,15.482,18,6.83,1.987,3.898,0,2,2.449,929.178,11,11,9,20,15,14,11,12,22,14,24,2,0.25
5.398,1,7,1,0.8,6,6.249,7.621,2.314,4.038,14.591,4.022,1,4.202,0.775,1,103.442,0.0,5.66,5.929,0.0,0.0,0,0.219,54.064,0,-0.798,3,25.145,31.394,31.394,0.0,0.08,0,0,-0.001,0,0.836,0,0,4.251,0,1,6.711,44.063,5.753,0,1.346,1.751,3.846,1,0,0.673,51.702,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.42,17,25,12,2.341,19,247.801,58.931,4.541,5.613,50.686,5.581,12,5.643,2.341,13,683.222,49.306,19.926,8.041,178.882,22.742,13,2.024,684.864,3,14.181,30,540.301,788.102,771.316,458.093,-13.818,9,5,0.156,11,1.246,19,21,-5.945,19,18,33.593,267.032,16.731,18,7.442,1.987,3.902,0,2,2.671,996.509,12,12,10,23,17,15,12,13,23,15,27,2,0.25
5.0,12,20,11,2.341,16,213.005,54.557,4.468,5.454,43.302,5.406,11,5.476,2.341,12,658.077,48.864,16.021,7.476,144.086,19.701,12,2.024,645.948,3,12.894,28,515.156,728.161,728.161,423.297,-12.789,8,5,0.144,9,1.274,16,19,-5.69,17,17,31.581,294.648,13.999,13,6.077,1.963,3.848,0,2,2.281,921.968,11,11,9,18,14,13,10,12,17,13,20,2,0.25
6.29,3,1,0,0.86,8,21.135,6.427,1.828,3.827,9.686,3.795,1,3.924,0.8,1,75.293,0.0,5.206,5.373,18.011,3.081,0,0.473,58.734,0,-0.37,4,36.145,57.28,57.28,18.011,-0.125,1,0,0.089,0,0.809,2,1,3.543,1,2,8.012,54.976,4.249,0,1.098,1.721,3.847,3,0,0.679,70.989,1,0,0,3,3,0,0,1,0,0,0,0,1.0
6.23,5,6,0,0.8,7,21.135,4.707,1.557,3.803,10.685,3.927,1,4.05,0.473,1,25.145,0.0,6.017,5.497,18.011,3.171,0,0.0,52.292,0,-0.455,3,25.145,46.28,46.28,18.011,-0.073,1,0,0.106,0,0.924,4,1,4.091,1,1,6.535,46.791,4.584,2,1.406,1.754,3.861,2,0,0.707,52.607,1,0,0,3,3,0,0,0,0,0,0,0,1.0
7.9,15,17,8,2.341,15,208.655,40.355,4.171,5.426,42.553,5.387,8,5.46,2.009,9,420.149,29.307,16.974,7.702,142.861,18.502,9,1.997,401.738,2,9.646,21,354.354,563.01,546.224,336.705,-8.936,7,3,0.182,9,1.216,16,15,-4.017,15,12,23.222,164.387,14.189,13,6.569,1.963,3.891,0,2,2.013,651.758,9,8,8,18,13,9,9,11,20,13,23,2,0.25
8.9,20,21,8,2.341,16,208.655,40.355,4.171,5.496,47.225,5.497,8,5.574,2.009,9,420.149,29.565,17.326,7.876,142.861,18.857,9,1.997,423.315,3,9.539,21,354.354,563.01,546.224,336.705,-8.934,7,3,0.16,9,1.152,17,15,-3.55,15,12,23.823,175.635,15.887,18,7.41,1.966,3.894,0,2,2.128,725.96,9,8,8,20,17,8,9,12,21,12,25,2,0.25
7.8,19,21,8,2.341,15,208.655,40.355,4.171,5.487,46.564,5.481,8,5.558,2.009,9,420.149,29.516,17.259,7.835,142.861,18.741,9,1.997,434.846,2,9.574,21,354.354,563.01,546.224,336.705,-8.995,7,3,0.159,9,1.145,16,15,-3.704,15,12,23.171,171.861,15.637,17,7.298,1.964,3.894,0,2,2.09,711.997,9,8,8,20,15,9,9,11,22,13,25,2,0.25
8.0,15,17,8,2.341,15,208.655,40.355,4.171,5.426,42.553,5.387,8,5.46,2.009,9,420.149,29.307,16.974,7.702,142.861,18.502,9,1.997,401.738,2,9.646,21,354.354,563.01,546.224,336.705,-8.936,7,3,0.182,9,1.216,16,15,-4.017,15,12,23.222,164.387,14.189,13,6.569,1.963,3.891,0,2,2.013,651.758,9,8,8,18,13,9,9,11,20,13,23,2,0.25
9.7,20,21,8,2.341,16,208.655,40.355,4.171,5.496,47.225,5.497,8,5.574,2.009,9,420.149,29.565,17.326,7.876,142.861,18.857,9,1.997,423.315,3,9.539,21,354.354,563.01,546.224,336.705,-8.934,7,3,0.16,9,1.152,17,15,-3.55,15,12,23.823,175.635,15.887,18,7.41,1.966,3.894,0,2,2.128,725.96,9,8,8,20,17,8,9,12,21,12,25,2,0.25
6.24,6,5,0,1.988,6,21.135,14.795,3.378,3.897,12.149,4.028,1,4.128,0.8,1,70.025,0.0,6.144,5.639,18.011,3.059,0,0.586,73.485,0,-0.382,6,70.025,91.16,91.16,18.011,-0.216,1,0,-0.05,0,0.886,4,1,4.743,1,1,6.918,55.234,5.022,1,1.682,1.748,3.884,2,0,0.967,174.221,1,0,0,3,4,0,0,0,0,0,0,0,0.75
7.268,8,7,1,2.055,10,27.384,17.9,3.173,4.473,19.834,4.52,0,4.644,1.058,2,136.583,0.0,11.989,6.456,18.011,3.153,1,0.933,106.791,0,-0.414,9,97.435,124.818,124.818,18.011,-0.41,1,0,-0.01,0,0.968,4,1,3.715,1,5,11.047,71.168,9.6,0,2.48,1.984,3.865,0,0,1.232,77.115,1,0,0,4,2,0,0,0,0,0,1,0,0.75
6.796,8,5,1,1.2,6,27.384,13.699,2.798,4.416,20.143,4.467,0,4.613,1.058,3,125.583,0.0,11.798,6.442,18.011,3.17,1,0.933,98.587,0,-0.422,8,86.435,113.818,113.818,18.011,-0.026,1,0,-0.029,0,0.981,4,1,3.871,1,4,9.976,66.465,9.444,1,2.298,1.951,3.868,0,0,1.18,71.668,1,0,0,4,2,0,0,0,2,0,2,0,0.75
6.367,7,6,1,2.055,6,27.384,16.699,3.123,4.298,20.443,4.439,0,4.603,1.058,2,97.435,0.0,10.101,6.3,18.011,3.176,1,0.933,83.747,0,-0.408,9,97.435,124.818,124.818,18.011,-0.283,1,0,-0.171,0,1.025,3,1,2.944,1,5,9.998,69.33,8.498,0,2.357,1.909,3.861,0,0,1.231,66.76,1,0,0,4,3,0,0,0,0,0,3,0,0.75
7.187,11,9,4,2.055,8,30.508,18.299,3.164,4.42,20.891,4.465,0,4.622,1.058,2,136.583,0.0,10.791,6.334,18.011,3.093,0,0.933,78.578,0,-0.377,10,97.435,127.943,127.943,18.011,-0.4,1,0,-0.093,0,0.923,4,1,2.664,1,5,10.991,74.465,8.708,0,2.249,1.906,3.862,0,0,1.269,102.519,1,1,0,2,2,1,0,2,0,0,0,0,0.75
5.1,4,8,1,0.8,9,6.249,4.586,1.577,4.207,19.433,4.4,1,4.565,0.293,1,25.145,0.0,8.138,6.882,0.0,0.0,0,0.0,46.203,0,-0.891,3,25.145,31.394,31.394,0.0,0.191,0,0,-0.035,0,1.016,0,0,4.654,0,1,5.658,41.119,6.932,0,2.191,1.751,3.904,0,0,0.82,50.507,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.1,2,7,1,0.8,3,6.249,7.101,2.259,3.849,14.105,3.935,1,4.139,0.625,1,64.294,0.0,6.866,6.042,0.0,0.0,0,0.111,33.771,0,-0.79,3,25.145,31.394,31.394,0.0,0.261,0,0,-0.001,0,0.875,0,0,3.711,0,1,6.618,41.644,6.516,0,1.412,1.676,3.747,0,0,0.731,39.808,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.1,2,6,1,0.8,6,6.249,7.101,2.259,4.071,18.286,4.212,1,4.418,0.625,1,25.145,0.0,6.087,6.139,0.0,0.0,0,0.111,34.837,0,-0.836,3,25.145,31.394,31.394,0.0,0.299,0,0,-0.035,0,1.041,0,0,3.58,0,1,5.936,37.586,6.638,0,1.842,1.751,3.827,0,0,0.768,44.337,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.211,9,9,1,0.835,9,9.373,8.332,2.318,4.289,19.098,4.347,1,4.514,0.8,1,103.442,0.0,7.592,6.501,0.0,0.0,0,0.543,54.513,0,-0.799,4,25.145,34.518,34.518,0.0,0.179,0,0,-0.039,0,0.88,0,0,4.535,0,1,7.677,49.082,7.426,0,2.1,1.751,3.852,1,0,0.872,71.335,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.1,4,9,1,0.8,12,6.249,7.101,2.259,4.2,18.725,4.373,1,4.531,0.625,1,25.145,0.0,8.155,6.68,0.0,0.0,0,0.111,51.241,0,-0.895,3,25.145,31.394,31.394,0.0,0.279,0,0,-0.009,0,1.035,0,0,4.584,0,1,6.154,43.257,7.193,0,2.219,1.751,3.91,0,0,0.861,50.22,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.699,13,12,3,1.973,11,9.373,15.464,2.996,4.517,19.203,4.457,1,4.567,0.937,2,150.587,0.0,10.196,6.791,0.0,0.0,0,0.86,98.181,0,-0.737,7,72.29,81.663,81.663,0.0,-0.346,0,0,0.119,0,0.872,0,0,3.011,0,4,7.848,51.762,7.836,0,2.257,1.87,3.873,0,0,0.902,124.113,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.6,2,9,1,0.8,8,6.249,7.101,2.259,4.228,18.022,4.285,1,4.455,0.625,1,103.442,0.0,7.179,6.356,0.0,0.0,0,0.111,56.629,0,-0.819,3,25.145,31.394,31.394,0.0,0.188,0,0,-0.065,0,0.932,0,0,4.874,0,1,6.917,44.319,7.049,0,1.873,1.751,3.859,0,0,0.772,56.541,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.102,10,9,1,0.86,10,9.373,10.052,2.454,4.329,19.367,4.385,1,4.535,0.835,1,114.442,0.0,8.205,6.545,0.0,0.0,0,0.8,59.19,0,-0.774,5,36.145,45.518,45.518,0.0,0.15,0,0,-0.037,0,0.841,0,0,3.748,0,2,8.218,51.468,7.331,0,2.158,1.869,3.852,1,0,0.883,91.637,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.886,13,10,1,0.86,11,9.373,11.772,2.573,4.523,22.541,4.565,1,4.703,0.86,1,125.442,0.0,8.892,6.867,0.0,0.0,0,0.835,79.517,0,-0.765,6,47.145,56.518,56.518,0.0,0.131,0,0,-0.02,0,0.846,0,0,3.369,0,3,9.982,58.89,7.775,0,2.54,1.869,3.855,1,0,0.969,116.458,0,0,0,0,0,0,0,0,0,0,0,0,0.75
5.1,2,7,1,0.8,3,6.249,7.101,2.259,3.755,11.692,3.747,1,3.942,0.625,1,64.294,0.0,6.577,5.905,0.0,0.0,0,0.111,23.021,0,-0.782,3,25.145,31.394,31.394,0.0,0.274,0,0,-0.04,0,0.877,0,0,3.488,0,1,5.0,33.868,6.57,0,1.08,1.751,3.771,0,0,0.672,28.798,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.7,2,7,1,0.8,3,6.249,7.101,2.259,3.929,15.764,4.01,1,4.221,0.625,1,64.294,0.0,7.453,6.203,0.0,0.0,0,0.111,39.272,0,-0.798,3,25.145,31.394,31.394,0.0,0.278,0,0,0.034,0,0.89,0,0,3.93,0,1,5.749,37.902,7.285,0,1.487,1.749,3.795,0,0,0.752,33.748,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.1,3,10,1,0.8,8,52.203,7.101,2.259,4.319,19.962,4.363,1,4.539,0.625,1,25.145,0.0,9.529,6.655,45.954,0.0,0,0.111,41.979,0,-0.831,3,25.145,31.394,31.394,0.0,0.282,0,0,-0.004,0,0.851,0,0,4.829,0,1,6.66,43.293,8.434,0,2.169,1.751,3.91,0,0,0.811,49.072,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.1,3,10,1,0.8,8,6.249,7.101,2.259,4.255,19.707,4.359,1,4.533,0.625,1,64.294,0.0,9.176,6.634,0.0,0.0,0,0.111,44.102,0,-0.831,3,25.145,31.394,31.394,0.0,0.254,0,0,0.001,0,0.916,0,0,4.73,0,1,6.518,43.293,8.176,0,2.15,1.751,3.91,0,0,0.819,50.573,0,0,0,0,0,0,0,0,0,0,0,0,0.75
6.1,6,9,1,0.835,13,9.373,8.332,2.318,4.252,18.402,4.327,1,4.495,0.8,1,64.294,0.0,7.022,6.477,0.0,0.0,0,0.543,61.6,0,-0.825,4,25.145,34.518,34.518,0.0,0.197,0,0,-0.122,0,0.947,0,0,4.066,0,1,7.216,46.628,6.927,0,2.082,1.751,3.841,1,0,0.883,57.225,0,0,0,0,0,0,0,0,0,0,0,0,1.0
7.398,11,15,5,1.982,11,9.373,14.461,2.988,4.353,17.572,4.383,1,4.484,0.86,1,111.438,0.0,9.477,6.624,0.0,0.0,0,0.8,74.332,0,-0.751,7,72.29,81.663,81.663,0.0,-0.611,0,0,0.16,0,0.916,0,0,2.482,0,4,6.881,47.41,7.034,0,2.079,1.873,3.868,0,0,0.874,109.013,0,0,0,0,0,0,0,0,0,0,0,0,1.0
8.244,13,21,12,2.341,15,247.801,58.931,4.541,5.533,46.108,5.482,12,5.547,2.341,13,683.222,48.926,18.075,7.683,178.882,22.22,13,2.024,676.276,3,14.411,30,540.301,788.102,771.316,458.093,-13.765,9,5,0.148,11,1.256,15,21,-6.621,19,18,32.512,282.403,15.567,14,6.541,1.977,3.884,0,2,2.514,985.545,12,12,10,22,14,15,12,13,19,15,22,2,0.25
