pXC50,IDE,MSD,AECC,IAC,TIC0,HVcpx,SAdon,VAR,SpMax5_Bh.e.,nROH,NsOH,SsOH,SpMax5_Bh.i.,P_VSA_v_2,ATS8e,TIC4,TIC5,TIC3,RBN,TPSA.Tot.,X1v,Sp,ATS3e,SpMax5_Bh.v.,ATS2i,CATS2D_07_NL,CATS2D_01_AN,CATS2D_01_DN,SAacc,SAtot,ECC,SpMin3_Bh.s.,X1Per,ATS2s,P_VSA_e_5,ATS7p,P_VSA_m_3,P_VSA_p_2,VvdwMG,Vx,Eta_epsi,X1MulPer,SpMax8_Bh.i.,SpMax4_Bh.p.,S1K,P_VSA_p_1,SpMin3_Bh.i.,SpMax6_Bh.e.,SpMax6_Bh.v.,ATS8i,TIC1,VvdwZAZ,nFuranes,LLS_01,Sv,CSI,ATS1m,MATS2s,UNIP,ATSC2e,ATS5e,nCsp3,ATS6i,SpMax6_Bh.i.,ATS8p
6.585,3.807,7.42,12.967,87.417,87.417,3.603,42.683,142.0,3.451,1,1,8.794,3.519,169.825,4.367,254.856,254.856,252.856,7,85.45,9.185,32.256,4.694,3.229,4.684,0,1,1,169.825,503.063,389.0,0.984,7.265,6.238,88.562,3.623,133.443,124.944,196.851,472.076,33.91,8.805,3.02,3.314,21.855,256.76,1.508,3.283,3.047,4.53,187.572,353.69,0,0.17,32.32,805.0,3.666,0.431,134.0,1.084,4.806,6,4.993,3.329,3.572
5.585,3.758,7.217,12.379,83.404,83.404,3.547,42.683,132.0,3.302,1,1,8.78,3.349,169.825,4.328,235.819,235.819,233.819,6,85.45,8.598,30.495,4.607,3.047,4.615,0,1,1,169.825,476.986,359.0,0.984,6.784,6.214,88.562,3.518,133.443,124.944,187.259,448.671,32.61,8.209,3.014,3.299,20.879,233.218,1.508,3.22,3.002,4.496,176.335,336.39,0,0.17,30.793,744.0,3.635,0.425,127.0,1.107,4.757,5,4.896,3.283,3.52
5.886,3.815,7.411,12.893,85.691,85.691,3.625,42.683,124.0,3.477,1,1,8.828,3.514,128.94,4.32,241.814,241.814,239.814,7,113.44,10.004,33.739,4.672,3.324,4.619,0,1,1,128.94,525.341,361.0,1.002,6.989,5.681,78.828,3.682,78.828,128.94,205.926,494.219,30.052,8.379,3.009,3.407,20.689,223.651,1.527,3.183,3.002,4.482,183.166,354.11,0,0.17,31.964,751.0,3.698,0.239,124.0,0.325,4.665,6,4.778,3.254,3.685
6.569,3.828,7.486,12.966,81.824,81.824,3.638,42.683,132.0,3.508,1,1,8.836,3.54,135.944,4.616,272.56,272.56,270.56,8,94.68,9.375,34.659,4.755,3.307,4.735,0,1,1,135.944,537.452,376.0,1.023,7.436,5.761,99.562,3.811,99.562,135.944,206.845,496.462,32.133,8.866,3.021,3.408,21.031,270.735,1.523,3.237,3.004,4.846,191.073,361.57,0,0.17,33.412,780.0,3.622,0.232,131.0,0.389,4.86,7,5.03,3.303,3.709
5.0,4.073,8.913,15.4,125.154,125.154,3.862,59.088,204.0,3.631,1,1,9.737,3.634,159.94,5.365,413.558,413.558,395.558,10,115.4,14.641,50.739,5.17,3.492,5.124,1,1,1,159.94,781.775,616.0,1.231,10.1,6.177,137.286,4.587,137.286,159.94,303.987,733.488,44.786,11.963,3.35,3.602,31.629,400.217,1.791,3.544,3.31,5.611,275.121,539.41,0,0.17,47.608,1262.0,4.079,0.244,216.0,0.6,5.465,10,5.619,3.591,4.461
7.208,3.956,8.238,14.091,100.873,100.873,3.722,42.683,178.0,3.587,1,1,8.999,3.64,147.508,4.809,309.008,309.008,304.253,9,114.87,11.719,39.347,4.921,3.446,4.849,2,1,1,147.508,585.142,465.0,1.139,8.727,5.846,92.973,4.143,107.933,132.548,233.634,561.827,35.881,10.521,3.095,3.613,23.469,297.467,1.747,3.309,3.129,5.013,215.008,410.17,0,0.17,37.595,993.0,3.823,0.115,163.0,0.396,4.868,8,5.041,3.357,4.051
7.886,3.946,8.178,14.031,93.108,93.108,3.698,42.683,164.0,3.351,1,1,8.974,3.387,126.833,4.674,279.254,279.254,276.499,7,78.01,10.949,36.966,4.817,3.138,4.787,2,1,1,126.833,539.696,449.0,1.127,7.993,6.232,78.828,3.925,123.708,81.952,218.575,525.083,35.31,9.737,3.083,3.675,22.817,292.073,1.747,3.269,3.046,4.896,197.931,391.95,0,0.17,35.824,966.0,3.802,0.413,159.0,0.975,4.832,7,5.172,3.319,3.782
7.678,3.921,8.095,13.857,99.75,99.75,3.672,42.683,183.0,3.368,1,1,8.932,3.405,171.713,4.779,279.254,279.254,276.499,7,78.01,11.266,36.779,4.841,3.156,4.818,2,1,1,171.713,548.198,485.0,1.126,8.201,6.593,78.828,3.908,168.589,81.952,222.17,533.854,39.852,10.099,3.083,3.675,25.532,301.641,1.746,3.335,3.073,4.963,199.666,410.16,0,0.17,36.974,1035.0,3.898,0.45,170.0,1.702,4.879,7,5.219,3.377,3.761
7.745,3.946,8.178,14.031,95.031,95.031,3.698,42.683,164.0,3.349,1,1,8.953,3.385,126.833,4.459,262.539,262.539,259.784,7,78.01,11.016,36.063,4.78,3.122,4.721,1,1,1,126.833,535.022,449.0,1.109,7.741,6.231,78.828,3.84,123.708,81.952,217.316,522.01,35.095,9.492,2.95,3.671,23.093,256.76,1.739,3.235,2.996,4.622,192.951,389.86,0,0.17,35.125,966.0,3.839,0.399,159.0,1.026,4.755,6,4.989,3.255,3.666
7.276,3.946,8.178,14.031,95.031,95.031,3.698,42.683,164.0,3.349,1,1,8.966,3.385,126.833,4.455,262.539,262.539,259.784,7,78.01,11.431,36.557,4.776,3.123,4.719,1,1,1,126.833,541.382,449.0,1.116,7.741,6.221,78.828,3.891,123.708,81.952,220.897,530.748,34.476,9.492,2.949,3.675,23.281,256.76,1.74,3.234,2.999,4.618,192.951,393.93,0,0.17,35.323,966.0,3.916,0.408,159.0,1.007,4.75,6,4.986,3.254,3.708
7.959,3.912,7.858,13.696,68.745,68.745,3.733,42.683,117.0,3.351,1,1,8.89,3.425,70.953,4.511,260.499,270.009,238.035,11,40.54,9.217,33.336,4.892,3.183,4.822,2,1,1,70.953,504.69,315.0,1.276,7.494,5.48,67.828,3.708,67.828,70.953,190.908,457.575,27.333,8.914,2.939,3.452,18.161,353.133,1.719,3.21,2.978,4.784,148.901,336.96,0,0.5,30.353,644.0,3.36,0.212,108.0,0.25,4.769,13,4.992,3.248,3.602
7.538,3.917,7.901,13.792,71.771,71.771,3.733,42.683,126.0,3.366,1,1,9.07,3.434,70.953,4.58,286.21,295.72,263.746,11,40.54,9.717,35.097,4.994,3.194,4.896,2,1,1,70.953,530.767,331.0,1.218,7.902,5.538,67.828,3.798,67.828,70.953,200.5,480.98,28.633,9.406,3.028,3.455,19.147,376.675,1.601,3.261,3.026,4.859,153.869,354.26,0,0.5,31.88,676.0,3.4,0.208,115.0,0.261,4.876,14,5.071,3.299,3.664
5.337,3.624,6.767,11.1,75.71,75.71,3.423,0.0,104.0,3.299,0,0,0.0,3.342,135.877,4.004,195.367,195.367,186.612,3,67.16,9.226,29.068,4.476,3.052,4.492,0,0,0,135.877,417.954,333.0,0.714,6.647,6.479,9.734,3.471,99.495,46.116,179.675,430.166,32.519,8.158,2.888,3.346,20.467,207.472,1.505,3.19,2.923,4.148,124.174,320.84,0,0.5,29.932,713.0,3.763,0.487,123.0,1.458,4.513,2,4.633,3.234,3.378
6.921,3.967,8.366,14.188,93.108,93.108,3.725,42.683,154.0,3.361,1,1,9.11,3.395,126.833,4.521,280.009,280.009,277.254,7,78.01,11.033,36.966,4.883,3.138,4.803,2,1,1,126.833,539.696,454.0,1.128,8.088,6.242,78.828,3.833,123.708,81.952,218.575,525.083,35.31,9.884,3.028,3.681,22.817,292.073,1.601,3.281,3.029,4.713,195.517,391.95,0,0.17,35.824,977.0,3.802,0.404,164.0,0.97,4.847,7,5.07,3.308,3.638
7.114,3.941,8.154,13.97,97.073,97.073,3.703,42.683,170.0,3.351,1,1,8.992,3.386,137.833,4.662,286.465,286.465,283.71,8,87.24,11.062,37.421,4.822,3.126,4.805,1,1,1,137.833,554.812,461.0,1.112,8.067,6.259,89.828,3.939,134.708,92.952,222.571,534.834,36.776,9.834,3.083,3.667,23.745,292.073,1.74,3.287,3.026,4.83,203.142,400.74,0,0.17,36.539,989.0,3.839,0.392,163.0,1.101,4.887,7,5.139,3.337,3.843
7.921,3.931,8.106,13.939,96.829,96.829,3.674,42.683,170.0,3.351,1,1,9.018,3.387,126.833,4.861,282.21,282.21,279.455,7,78.01,11.366,38.728,4.864,3.141,4.848,2,1,1,126.833,565.773,460.0,1.128,8.307,6.249,78.828,4.078,123.708,81.952,228.167,548.488,36.61,10.082,3.089,3.681,23.783,315.616,1.753,3.269,3.101,5.11,208.362,409.25,0,0.17,37.351,987.0,3.828,0.416,162.0,0.974,4.923,8,5.388,3.35,3.944
8.735,4.134,9.216,15.72,90.479,90.479,3.901,149.844,144.0,3.521,3,3,26.909,3.549,177.029,4.803,288.901,311.84,263.104,17,122.82,11.199,37.427,5.068,3.343,4.964,1,2,2,177.029,631.403,393.0,1.22,7.952,5.985,144.132,3.866,144.132,177.029,221.21,531.512,32.933,9.375,3.137,3.541,24.779,388.446,1.642,3.388,3.204,5.113,172.18,392.1,0,0.0,33.528,742.0,3.66,0.473,139.0,0.822,5.008,16,5.276,3.453,3.79
7.796,4.011,8.508,14.765,97.06,97.06,3.776,42.683,190.0,3.584,1,1,8.974,3.61,161.949,4.439,263.668,263.668,256.913,6,107.7,11.244,36.693,4.78,3.394,4.743,2,1,1,161.949,525.892,502.0,1.126,8.257,6.268,77.562,3.818,122.443,117.069,218.915,525.914,36.31,10.099,2.975,3.677,22.763,244.989,1.745,3.244,3.015,4.591,198.823,385.41,0,0.17,36.287,1101.0,3.875,0.415,174.0,1.018,4.764,5,4.908,3.272,3.691
7.721,4.155,9.259,16.172,103.547,103.547,3.922,125.172,189.0,3.564,2,2,17.087,3.564,192.462,4.821,319.814,333.814,298.794,15,131.69,11.774,38.847,5.063,3.367,4.957,0,2,2,192.462,623.926,469.0,1.154,8.332,6.14,126.593,3.943,141.554,177.501,232.211,558.355,36.048,9.924,3.184,3.523,25.906,356.322,1.637,3.398,3.226,5.1,207.188,412.59,0,0.0,35.879,915.0,3.794,0.371,159.0,0.974,5.039,13,5.197,3.473,3.849
6.319,3.931,7.993,13.8,86.786,86.786,3.707,125.172,137.0,3.493,2,2,17.203,3.503,177.501,4.515,272.009,276.009,258.009,12,131.69,10.201,33.625,4.877,3.302,4.78,2,2,2,177.501,542.862,345.0,1.069,7.063,5.978,126.593,3.74,126.593,177.501,202.236,485.216,30.633,8.376,2.942,3.445,21.977,282.506,1.59,3.249,3.065,4.779,184.061,354.62,0,0.0,30.916,671.0,3.675,0.463,118.0,0.801,4.813,10,5.024,3.334,3.655
7.119,3.931,7.993,13.8,86.573,86.573,3.707,125.172,137.0,3.5,2,2,17.647,3.542,170.58,4.582,284.457,288.457,270.457,12,122.46,10.813,34.932,4.96,3.325,4.818,2,1,2,170.58,555.53,345.0,1.243,7.346,5.873,119.672,3.809,119.672,170.58,207.832,498.87,30.467,8.725,2.958,3.446,22.016,306.049,1.702,3.249,3.065,4.859,182.698,363.13,0,0.0,31.728,671.0,3.649,0.36,118.0,0.472,4.873,11,5.055,3.334,3.731
7.328,3.775,7.229,12.273,75.587,75.587,3.553,107.161,102.0,3.383,2,2,17.603,3.46,138.424,4.366,247.438,247.438,243.438,11,102.59,9.721,31.165,4.831,3.209,4.706,2,1,2,138.424,497.137,270.0,1.156,6.431,5.773,105.527,3.633,105.527,138.424,184.781,442.625,27.067,7.644,2.925,3.411,19.346,282.506,1.66,3.052,2.847,4.626,162.145,320.17,0,0.17,28.18,524.0,3.56,0.434,94.0,0.449,4.712,10,4.914,3.122,3.545
7.284,3.844,7.561,13.04,86.786,86.786,3.637,125.172,134.0,3.497,2,2,17.253,3.503,177.501,4.609,280.009,284.009,266.009,12,131.69,10.201,33.625,4.877,3.305,4.78,2,2,2,177.501,542.862,326.0,1.068,7.064,5.978,126.593,3.807,126.593,177.501,202.236,485.216,30.633,8.376,3.011,3.439,21.977,282.506,1.588,3.244,3.062,4.87,184.061,354.62,0,0.0,30.916,633.0,3.675,0.464,110.0,0.801,4.819,10,5.072,3.331,3.742
7.509,3.775,7.229,12.273,75.587,75.587,3.553,107.161,102.0,3.383,2,2,17.603,3.46,138.424,4.366,247.438,247.438,243.438,11,102.59,9.721,31.165,4.831,3.209,4.706,2,1,2,138.424,497.137,270.0,1.156,6.431,5.773,105.527,3.633,105.527,138.424,184.781,442.625,27.067,7.644,2.925,3.411,19.346,282.506,1.66,3.052,2.847,4.626,162.145,320.17,0,0.17,28.18,524.0,3.56,0.434,94.0,0.449,4.712,10,4.914,3.122,3.545
7.387,3.856,7.634,13.042,84.196,84.196,3.643,125.172,124.0,3.498,2,2,17.748,3.55,145.435,4.686,297.72,301.72,283.72,13,105.39,10.832,35.239,4.979,3.32,4.852,2,1,2,145.435,551.328,313.0,1.243,7.378,5.817,94.527,3.89,94.527,145.435,206.763,496.262,29.6,8.741,3.012,3.443,21.342,329.591,1.703,3.245,3.062,4.973,178.029,356.98,0,0.0,31.54,608.0,3.618,0.448,107.0,0.469,4.907,12,5.151,3.331,3.831
7.523,4.087,8.858,15.407,93.197,93.197,3.859,125.172,163.0,3.536,2,2,17.691,3.564,170.58,4.739,310.405,324.405,289.386,14,122.46,11.813,38.455,5.07,3.353,4.93,2,1,2,170.58,607.683,416.0,1.263,8.18,5.924,119.672,3.938,119.672,170.58,227.017,545.681,33.067,9.706,3.093,3.5,24.013,353.133,1.712,3.389,3.216,5.025,193.665,397.73,0,0.0,34.781,811.0,3.708,0.358,143.0,0.498,4.993,13,5.194,3.465,3.87
8.004,3.866,7.747,13.188,95.136,95.136,3.641,42.683,146.0,3.545,1,1,9.075,3.59,169.825,4.529,284.2,284.2,282.2,7,85.45,10.001,35.779,4.847,3.349,4.811,0,1,1,169.825,560.67,422.0,1.05,7.903,6.278,88.562,3.811,133.443,124.944,216.036,518.887,36.51,9.488,3.041,3.425,23.811,303.845,1.597,3.286,3.051,4.719,206.691,388.29,0,0.17,35.373,869.0,3.724,0.439,150.0,1.054,4.917,8,5.172,3.331,3.705
7.544,3.828,7.486,12.966,80.444,80.444,3.638,42.683,132.0,3.506,1,1,8.797,3.539,172.789,4.348,248.856,248.856,246.856,7,122.13,9.106,32.932,4.7,3.308,4.642,0,1,1,172.789,520.539,376.0,1.025,7.239,5.74,88.562,3.653,88.562,172.789,200.99,482.176,30.967,8.673,3.009,3.409,20.512,223.651,1.523,3.186,3.033,4.515,188.599,352.2,0,0.17,32.159,780.0,3.609,0.211,131.0,0.348,4.705,6,4.889,3.254,3.563
6.874,3.852,7.624,13.296,90.753,90.753,3.627,134.958,159.0,3.523,3,3,27.351,3.584,162.143,4.891,321.02,325.02,303.02,12,108.83,11.615,37.904,5.076,3.363,4.951,2,2,2,162.143,596.389,359.0,1.219,8.156,6.007,144.132,4.043,144.132,162.143,219.753,527.957,33.133,9.766,3.072,3.608,22.548,353.133,1.586,3.294,3.106,5.141,191.157,385.8,0,0.0,34.475,725.0,3.754,0.457,119.0,0.815,5.112,14,5.314,3.353,3.899
8.237,3.907,7.855,13.778,90.753,90.753,3.682,134.958,159.0,3.516,3,3,27.361,3.567,162.143,4.803,321.02,325.02,303.02,12,108.83,11.615,37.904,5.076,3.351,4.951,2,2,2,162.143,596.389,372.0,1.219,8.156,6.007,144.132,3.977,144.132,162.143,219.753,527.957,33.133,9.766,3.077,3.605,22.548,353.133,1.59,3.279,3.074,5.053,191.157,385.8,0,0.0,34.475,751.0,3.754,0.457,123.0,0.815,5.112,14,5.321,3.326,3.891
7.424,3.841,7.572,13.033,80.258,80.258,3.653,42.683,129.0,3.529,1,1,9.135,3.575,156.004,4.393,265.029,265.029,263.029,6,109.24,9.757,34.688,4.748,3.347,4.681,0,1,1,156.004,523.324,391.0,1.025,7.744,5.735,88.562,3.725,88.562,156.004,205.987,494.369,31.567,9.321,3.078,3.429,20.131,235.422,1.522,3.181,3.031,4.556,196.971,363.44,0,0.17,33.665,839.0,3.655,0.205,137.0,0.305,4.789,7,4.946,3.244,3.65
7.672,3.852,7.624,13.296,90.753,90.753,3.627,134.958,159.0,3.523,3,3,27.351,3.584,162.143,4.891,321.02,325.02,303.02,12,108.83,11.615,37.904,5.076,3.363,4.951,2,2,2,162.143,596.389,359.0,1.219,8.156,6.007,144.132,4.043,144.132,162.143,219.753,527.957,33.133,9.766,3.072,3.608,22.548,353.133,1.586,3.294,3.106,5.141,191.157,385.8,0,0.0,34.475,725.0,3.754,0.457,119.0,0.815,5.112,14,5.314,3.353,3.899
5.339,3.775,7.24,12.409,68.799,68.799,3.57,118.264,104.0,3.295,2,2,18.394,3.372,118.264,4.571,259.22,267.22,239.22,12,66.48,8.717,33.097,4.938,3.125,4.816,0,0,0,118.264,535.538,273.0,1.226,7.106,5.389,85.367,3.745,85.367,118.264,191.636,459.352,27.233,8.407,2.969,3.399,19.151,341.362,1.66,3.126,2.916,4.885,154.227,334.66,0,0.17,29.88,530.0,3.284,-0.074,97.0,0.151,4.907,13,4.97,3.214,3.581
6.19,3.983,8.338,14.174,86.534,86.534,3.756,125.172,121.0,3.475,2,2,17.054,3.506,177.501,4.653,251.437,272.457,226.947,15,131.69,10.129,33.148,4.943,3.289,4.86,1,2,2,177.501,555.809,326.0,1.158,7.055,5.945,126.593,3.686,126.593,177.501,199.227,477.874,30.433,8.323,2.991,3.458,22.714,329.591,1.593,3.301,3.098,4.951,148.632,351.2,0,0.17,29.969,612.0,3.605,0.462,115.0,0.83,4.86,14,5.148,3.386,3.61
5.914,4.271,10.09,17.259,99.968,99.968,4.032,125.172,169.0,3.552,2,2,17.134,3.591,177.501,4.929,280.754,307.683,251.934,19,131.69,12.129,40.194,5.156,3.359,5.064,1,2,2,177.501,660.116,466.0,1.278,8.722,6.038,126.593,3.957,126.593,177.501,237.596,571.495,35.633,10.284,3.249,3.53,26.714,423.76,1.632,3.463,3.281,5.236,165.772,420.4,0,0.0,36.076,884.0,3.725,0.455,165.0,0.885,5.09,18,5.388,3.502,3.899
6.959,3.931,7.993,13.8,86.786,86.786,3.707,125.172,137.0,3.493,2,2,17.203,3.503,177.501,4.515,272.009,276.009,258.009,12,131.69,10.201,33.625,4.877,3.302,4.78,2,2,2,177.501,542.862,345.0,1.069,7.063,5.978,126.593,3.74,126.593,177.501,202.236,485.216,30.633,8.376,2.942,3.445,21.977,282.506,1.59,3.249,3.065,4.779,184.061,354.62,0,0.0,30.916,671.0,3.675,0.463,118.0,0.801,4.813,10,5.024,3.334,3.655
5.301,4.134,9.216,15.72,93.314,93.314,3.901,125.172,144.0,3.52,2,2,17.098,3.545,177.501,4.8,266.896,291.386,239.967,17,131.69,11.129,36.671,5.055,3.325,4.967,1,2,2,177.501,607.962,393.0,1.228,7.889,5.993,126.593,3.831,126.593,177.501,218.412,524.684,33.033,9.303,3.132,3.494,24.714,376.675,1.612,3.397,3.211,5.103,157.386,385.8,0,0.0,33.023,742.0,3.667,0.458,139.0,0.859,4.982,16,5.275,3.461,3.765
7.387,4.087,8.858,15.407,93.628,93.628,3.859,125.172,163.0,3.518,2,2,17.246,3.521,177.501,4.682,297.659,311.659,276.639,14,131.69,11.201,37.148,4.996,3.319,4.896,2,2,2,177.501,595.016,416.0,1.145,7.896,6.023,126.593,3.877,126.593,177.501,221.421,532.027,33.233,9.356,3.086,3.5,23.974,329.591,1.605,3.389,3.215,4.958,195.619,389.22,0,0.0,33.969,811.0,3.732,0.461,143.0,0.805,4.94,12,5.166,3.46,3.804
7.886,4.077,8.889,14.909,80.75,80.75,3.848,92.274,110.0,3.468,2,2,17.432,3.54,112.538,4.745,250.149,274.639,219.22,17,79.37,11.111,35.518,5.049,3.276,4.949,1,1,2,112.538,571.76,328.0,1.28,7.69,5.763,94.527,3.79,94.527,112.538,206.552,495.748,29.3,9.044,3.075,3.473,22.117,411.989,1.672,3.329,3.131,5.069,120.783,359.86,0,0.17,31.099,616.0,3.54,0.477,118.0,0.508,4.927,17,5.185,3.401,3.724
6.0,4.075,8.922,15.231,91.841,91.841,3.83,92.274,156.0,3.586,2,2,18.51,3.626,112.538,4.986,320.785,345.275,274.256,16,79.37,13.104,41.802,5.277,3.428,5.129,1,1,2,112.538,647.884,396.0,1.359,9.288,5.875,94.527,4.065,94.527,112.538,237.528,571.329,33.9,11.003,3.2,3.594,24.155,482.615,1.686,3.432,3.247,5.314,141.39,416.7,0,0.17,36.679,783.0,3.689,0.46,140.0,0.529,5.259,21,5.526,3.517,3.972
8.086,3.825,7.432,12.96,86.732,86.732,3.619,123.946,134.0,3.454,2,2,17.486,3.494,167.917,4.512,272.825,276.825,258.825,11,131.27,10.36,33.415,4.866,3.283,4.791,2,2,2,151.131,511.185,324.0,1.082,7.168,5.958,101.449,3.774,101.449,167.917,197.641,474.003,29.967,8.539,2.993,3.486,20.249,270.735,1.607,3.275,3.081,4.776,183.367,333.57,0,0.0,30.696,653.0,3.698,0.578,109.0,0.77,4.811,10,5.014,3.353,3.685
7.398,4.062,8.818,15.08,89.866,89.866,3.832,116.947,144.0,3.537,3,3,27.814,3.585,140.335,4.868,287.189,311.679,256.26,15,90.81,12.086,38.733,5.19,3.37,5.055,1,1,2,140.335,625.205,377.0,1.32,8.496,5.858,137.21,3.916,137.21,140.335,222.34,534.269,32.767,10.101,3.077,3.559,23.118,435.531,1.692,3.38,3.202,5.183,139.089,390.89,0,0.17,34.34,743.0,3.668,0.332,133.0,0.554,5.147,19,5.349,3.457,3.852
5.62,3.61,6.456,11.429,65.454,65.454,3.472,92.366,96.0,3.313,1,1,9.088,3.392,109.152,4.353,241.323,245.323,227.323,9,74.93,8.092,29.608,4.774,3.117,4.698,0,0,0,92.366,444.684,240.0,1.081,6.601,5.335,42.683,3.567,42.683,109.152,171.723,410.764,24.767,7.835,2.948,3.356,16.155,270.735,1.578,3.105,2.896,4.653,151.865,287.37,0,0.17,27.101,490.0,3.277,-0.012,80.0,0.152,4.655,10,4.827,3.191,3.422
7.699,3.948,8.144,13.897,81.116,81.116,3.723,42.683,138.0,3.482,1,1,8.963,3.529,117.069,4.504,249.48,249.48,241.48,6,79.46,9.785,35.756,4.841,3.312,4.782,2,1,1,117.069,529.178,403.0,1.132,7.769,5.706,77.562,3.691,77.562,117.069,207.846,498.904,31.3,9.294,3.009,3.525,19.658,282.506,1.745,3.218,2.981,4.708,188.009,359.93,0,0.17,34.003,869.0,3.629,0.25,141.0,0.282,4.807,8,4.825,3.235,3.662
7.292,3.982,8.247,14.536,98.465,98.465,3.757,123.946,170.0,3.52,2,2,18.451,3.575,147.654,4.764,310.904,314.904,296.904,12,146.29,12.478,39.131,4.981,3.373,4.895,0,0,0,130.868,605.025,407.0,1.11,7.982,5.895,81.185,4.0,81.185,147.654,230.625,554.485,32.767,9.457,3.005,3.628,23.371,317.82,1.677,3.398,3.246,5.043,210.432,392.55,0,0.0,35.221,820.0,3.853,0.52,136.0,0.567,4.982,11,5.176,3.432,3.909
8.18,4.019,8.511,14.6,84.544,84.544,3.793,42.683,148.0,3.56,1,1,8.973,3.6,117.069,4.455,269.191,269.191,261.191,7,79.46,10.242,37.517,4.906,3.383,4.842,2,1,1,117.069,555.255,438.0,1.133,8.153,5.735,77.562,3.786,77.562,117.069,217.438,522.309,32.6,9.726,3.009,3.601,20.616,306.049,1.745,3.224,3.004,4.627,198.661,377.23,0,0.17,35.53,941.0,3.66,0.252,152.0,0.292,4.768,9,4.984,3.24,3.687
9.469,3.938,8.057,13.923,89.119,89.119,3.696,149.844,148.0,3.518,3,3,26.971,3.528,177.029,4.716,301.659,309.659,281.659,14,122.82,10.985,36.904,5.016,3.338,4.899,2,2,2,177.029,602.039,362.0,1.228,7.675,5.988,144.132,3.94,144.132,177.029,217.554,522.591,32.433,9.111,3.008,3.558,23.299,341.362,1.672,3.286,3.114,5.007,187.911,380.86,0,0.0,33.475,704.0,3.702,0.456,124.0,0.802,5.031,13,5.22,3.362,3.805
8.194,4.144,9.125,16.387,87.926,87.926,3.962,42.683,194.0,3.6,1,1,8.98,3.64,117.069,4.657,311.659,311.659,299.659,10,79.46,11.096,39.279,4.959,3.421,4.897,2,1,1,117.069,571.285,508.0,1.17,8.947,5.754,77.562,3.918,77.562,117.069,227.03,545.714,33.9,10.726,3.08,3.592,21.578,329.591,1.745,3.367,3.195,4.865,205.975,394.53,0,0.17,37.057,1091.0,3.689,0.228,167.0,0.296,4.874,10,4.98,3.445,3.854
7.319,3.947,8.037,14.286,77.889,77.889,3.777,42.683,140.0,3.437,1,1,8.946,3.508,128.069,4.336,240.366,240.366,236.366,7,88.69,9.235,32.688,4.704,3.23,4.671,2,1,1,128.069,482.093,400.0,1.085,7.347,5.692,88.562,3.613,88.562,128.069,192.657,461.844,30.167,8.896,2.925,3.368,18.665,235.422,1.744,3.222,2.991,4.507,180.101,334.12,0,0.17,31.665,867.0,3.611,0.199,134.0,0.373,4.614,6,4.733,3.237,3.542
8.7,4.707,13.813,23.119,140.262,140.262,4.383,125.172,264.0,3.678,2,2,17.688,3.743,268.927,5.177,460.226,478.69,433.287,21,208.59,15.913,52.813,5.362,3.52,5.246,2,2,2,263.257,830.685,971.0,1.31,11.607,6.387,173.156,4.332,173.156,268.927,313.627,757.01,49.933,13.895,3.525,3.689,34.079,435.531,1.756,3.58,3.357,5.445,300.381,547.21,0,0.0,49.758,2022.0,4.136,0.437,362.0,1.031,5.384,16,5.595,3.616,4.241
7.921,3.922,7.951,13.75,75.265,75.265,3.726,42.683,128.0,3.525,1,1,8.955,3.565,117.069,4.377,237.121,237.121,229.121,6,79.46,9.641,33.233,4.718,3.353,4.678,2,1,1,117.069,460.687,385.0,1.132,7.679,5.641,77.562,3.617,77.562,117.069,190.86,457.458,29.4,9.353,2.925,3.625,17.449,235.422,1.744,3.221,2.985,4.558,174.101,330.27,0,0.17,31.95,870.0,3.62,0.22,133.0,0.28,4.644,7,4.646,3.236,3.581
8.745,3.995,8.371,14.533,84.544,84.544,3.784,42.683,148.0,3.51,1,1,8.975,3.558,117.069,4.548,280.21,280.21,272.21,7,79.46,10.346,37.517,4.905,3.339,4.842,2,1,1,117.069,555.255,436.0,1.133,8.235,5.732,77.562,3.748,77.562,117.069,217.438,522.309,32.6,9.861,3.009,3.558,20.616,306.049,1.745,3.224,3.0,4.728,198.661,377.23,0,0.17,35.53,937.0,3.66,0.241,150.0,0.292,4.971,9,4.941,3.296,3.709
5.0,3.535,6.332,10.857,74.755,74.755,3.365,0.0,112.0,3.202,0,0,0.0,3.243,90.997,3.944,179.995,179.995,174.485,3,67.16,9.459,29.21,4.401,2.944,4.352,0,0,0,90.997,426.18,304.0,0.714,6.243,6.086,9.734,3.516,54.614,46.116,183.153,438.654,28.848,7.654,2.879,3.336,19.285,150.82,1.504,2.884,2.793,4.074,122.181,315.75,0,0.5,28.91,657.0,3.764,0.452,106.0,0.881,4.376,1,4.449,2.925,3.388
8.0,3.941,8.154,13.97,96.829,96.829,3.703,42.683,170.0,3.412,1,1,9.012,3.487,126.833,4.78,298.965,298.965,296.21,8,78.01,11.51,38.728,4.882,3.248,4.846,2,1,1,126.833,565.773,461.0,1.128,8.466,6.25,78.828,4.053,123.708,81.952,228.167,548.488,36.61,10.302,3.083,3.679,23.783,315.616,1.751,3.345,3.105,4.985,209.358,409.25,0,0.17,37.351,989.0,3.828,0.411,163.0,0.966,4.926,8,5.246,3.384,3.956
