pXC50,P_VSA_e_5,P_VSA_m_3,MATS1e,CATS2D_04_AP,CATS2D_06_AN,P_VSA_p_2,SAacc,O.,CATS2D_02_DA,CATS2D_05_DP,CATS2D_05_PP,nPO4,O.056,P.117,P_VSA_MR_3,SdsssP,ATSC1e,CATS2D_01_AN,CATS2D_08_DD,Eig03_AEA.ri.,nO,CATS2D_08_AN,NsOH,SpMax7_Bh.s.,SpMax6_Bh.s.,P_VSA_v_2,Eta_epsi_A,IC1,ATSC2e,CATS2D_01_DN,CATS2D_02_DD,CATS2D_06_DN,NdsssP,nP,CATS2D_08_PN,nROH,SsssCH,nOHs,CATS2D_08_DP,nC..N.N2,ATSC1s,SaasN,nN.,nCconj,TPSA.NO.,CATS2D_02_AP,Eig03_EA.ri.,ATSC3e,CATS2D_09_DP,CATS2D_03_AP,Eta_betaS_A,Psi_i_s,TPSA.Tot.,P_VSA_s_6,SpMax5_Bh.s.,GATS1e,CATS2D_09_AP,CATS2D_09_DA,nHet,P_VSA_p_4,SAdon,IC3,P_VSA_LogP_3,Eig03_EA,SM11_AEA.bo.,CATS2D_07_DD,H.050,Hy,nHDon
4.194,78.828,78.828,-0.045,0,0,81.952,81.952,7.0,0,0,0,0,0,0,0.0,0.0,0.022,0,0,3.468,3,0,1,3.763,4.244,81.952,0.586,3.453,0.097,0,0,0,0,0,0,0,0.0,0,0,0,7.631,0.0,0,3,53.68,0,2.413,0.122,0,0,0.635,53.667,53.68,78.828,4.342,0.793,0,0,4,0.0,42.683,4.6,66.334,2.516,2.516,0,1,-0.383,1
4.194,103.973,103.973,-0.093,0,0,120.759,103.973,11.4,0,0,0,0,0,0,0.0,0.0,0.097,0,0,3.388,4,0,1,4.281,4.343,120.759,0.65,3.457,0.256,0,0,0,0,0,0,0,0.0,0,0,0,12.367,0.0,0,2,79.39,0,2.389,0.367,0,0,0.625,57.167,79.39,103.973,4.61,0.779,0,0,5,0.0,59.469,4.936,84.857,2.384,2.384,0,2,0.304,2
4.194,36.145,51.105,-0.008,0,0,91.28,102.442,3.7,1,0,0,0,0,0,0.0,0.0,0.094,0,0,3.67,2,0,0,4.346,4.663,106.24,0.628,3.746,0.346,0,0,0,0,0,0,0,0.0,0,0,0,9.071,3.971,0,0,73.97,0,2.604,0.478,0,0,0.656,75.167,99.27,84.431,4.771,0.686,0,1,9,0.0,18.011,5.306,103.81,2.705,2.705,0,1,-0.31,1
4.194,9.507,9.507,-0.089,1,0,90.249,90.249,2.9,1,0,0,0,0,0,0.0,0.0,0.047,0,0,3.478,1,0,0,3.715,4.244,90.249,0.637,3.674,0.086,0,0,0,0,0,0,0,0.0,0,0,0,10.01,0.0,0,0,75.84,1,2.406,0.279,0,0,0.625,52.444,75.84,129.398,4.488,0.813,0,0,5,0.0,32.897,4.653,99.231,2.524,2.524,0,2,0.304,2
4.194,60.254,60.254,0.224,0,0,117.69,110.243,7.3,0,0,0,0,0,0,50.747,0.0,0.199,0,0,3.648,3,0,0,4.373,4.634,117.69,0.685,3.185,0.305,0,0,0,0,0,0,0,0.0,0,0,0,4.825,1.494,0,1,102.03,0,2.608,0.434,0,0,0.643,69.389,140.83,148.807,4.706,0.473,0,0,9,0.0,0.0,4.851,104.239,2.67,2.67,0,1,-0.252,0
4.194,36.145,36.145,-0.02,0,0,73.453,73.453,4.7,0,0,0,0,0,0,0.0,0.0,0.024,0,0,3.583,2,0,0,3.839,4.257,73.453,0.618,3.836,0.279,0,0,0,0,0,0,0,-0.112,0,0,0,8.465,0.0,0,0,56.57,0,2.47,0.206,0,0,0.654,58.5,110.11,67.204,4.438,0.741,0,0,7,0.0,0.0,4.99,64.507,2.649,2.649,0,0,-0.722,0
4.194,36.145,36.145,-0.072,0,0,103.226,103.226,5.1,1,0,0,0,0,0,0.0,0.0,0.058,0,0,3.552,2,0,0,4.041,4.393,103.226,0.624,3.671,0.207,0,0,0,0,0,0,0,-0.463,0,0,0,8.931,0.0,0,0,74.15,0,2.512,0.412,0,0,0.62,57.444,74.15,106.353,4.496,0.767,0,1,6,0.0,36.022,4.766,66.334,2.567,2.567,0,2,0.321,2
4.194,36.145,36.145,-0.006,0,0,73.453,73.453,4.4,0,0,0,0,0,0,0.0,0.0,0.008,0,0,3.496,2,0,0,4.049,4.129,73.453,0.598,3.689,0.293,0,0,0,0,0,0,0,-0.282,0,0,0,8.745,0.0,0,0,56.57,0,2.442,0.115,0,0,0.654,58.333,81.87,67.204,4.407,0.732,0,0,6,0.0,0.0,4.953,56.857,2.528,2.528,0,0,-0.76,0
4.194,108.434,108.434,-0.042,0,0,108.434,108.434,16.7,0,0,0,0,0,0,0.0,0.0,0.126,0,0,3.268,6,0,0,4.104,4.35,108.434,0.65,2.966,0.591,0,0,0,0,0,0,0,0.0,0,0,0,9.052,0.0,0,1,78.9,0,2.182,0.516,0,0,0.613,56.833,78.9,108.434,4.488,0.742,0,0,6,0.0,0.0,4.01,9.476,2.314,2.314,0,0,-0.689,0
4.194,59.797,59.797,-0.054,0,0,145.93,144.031,5.9,2,0,0,0,0,0,0.0,0.0,0.12,0,0,3.537,3,0,0,4.581,4.701,145.93,0.646,4.135,0.314,0,0,0,0,0,0,0,0.0,0,0,0,12.905,1.852,0,1,116.04,1,2.496,0.523,0,0,0.656,74.333,169.58,126.02,4.896,0.758,2,2,10,0.0,50.908,5.265,78.073,2.564,2.564,0,3,0.915,3
4.194,75.435,75.435,-0.018,0,0,119.604,119.604,4.9,1,0,0,0,0,0,0.0,0.0,0.014,0,0,3.603,3,0,0,4.166,4.332,119.604,0.572,3.191,0.414,0,0,0,0,0,0,0,0.0,0,0,0,6.389,0.0,0,2,87.54,0,2.514,0.467,0,0,0.667,69.0,115.78,92.22,4.365,0.693,0,0,9,0.0,18.011,5.172,0.0,2.657,2.657,0,1,-0.283,1
4.194,72.29,72.29,0.045,0,0,141.821,140.044,7.8,1,0,0,0,0,0,0.0,0.0,0.164,0,0,3.455,4,0,0,4.346,4.42,141.821,0.645,3.986,0.542,0,0,0,0,0,0,0,0.0,0,0,0,10.815,1.543,0,1,108.23,0,2.353,0.48,0,0,0.625,72.167,161.77,122.034,4.638,0.694,0,0,11,0.0,18.011,5.064,37.905,2.517,2.517,0,1,-0.217,1
4.435,154.72,154.72,0.036,0,0,163.514,157.844,14.6,0,0,0,0,0,0,50.747,0.0,0.282,0,0,3.567,6,0,1,4.762,4.94,163.514,0.728,4.07,0.572,0,0,0,0,0,0,0,0.0,0,0,0,27.173,0.0,0,3,114.35,0,2.507,0.651,0,0,0.643,79.944,142.59,193.869,6.467,0.616,0,1,10,0.0,42.683,4.949,66.334,2.603,2.603,0,1,-0.217,1
4.464,42.683,42.683,-0.028,0,0,94.081,92.795,3.3,1,0,0,0,0,0,0.0,0.0,0.072,0,0,3.414,1,0,1,3.674,3.789,94.081,0.646,2.938,0.135,0,0,0,0,0,0,0,0.0,0,0,0,8.027,0.0,0,0,63.31,0,2.347,0.251,0,0,0.675,45.0,63.31,92.795,4.159,0.858,0,0,5,0.0,42.683,4.32,85.286,2.457,2.457,0,1,-0.271,1
4.194,59.797,59.797,-0.1,2,0,127.491,127.491,7.7,1,0,0,0,0,0,0.0,0.0,0.088,0,0,3.555,3,0,0,3.975,4.086,127.491,0.643,4.118,0.216,0,0,0,0,0,0,0,0.0,0,0,0,11.969,0.0,0,2,98.22,0,2.54,0.43,0,0,0.656,57.833,126.46,109.48,4.75,0.767,0,0,7,0.0,50.908,5.029,73.065,2.563,2.563,0,3,1.039,3
4.48,0.0,0.0,-0.049,0,0,36.022,36.022,0.0,0,0,0,0,0,0,0.0,0.0,0.044,0,0,2.895,0,0,0,3.209,3.216,36.022,0.507,2.942,0.085,0,0,0,0,0,0,0,0.0,0,0,0,5.956,0.0,0,0,29.26,0,1.872,0.115,0,0,0.615,25.0,29.26,32.897,3.383,1.236,0,0,2,0.0,32.897,3.866,61.326,1.917,1.917,0,2,0.455,2
4.194,25.145,25.145,0.012,0,0,58.716,58.716,2.4,0,0,0,0,0,0,0.0,0.0,0.014,0,0,3.388,1,0,0,3.785,3.858,58.716,0.579,3.59,0.121,0,0,0,0,0,0,0,0.0,0,0,0,4.702,0.0,0,1,42.85,0,2.3,0.137,0,0,0.615,49.5,96.39,58.716,3.976,0.583,0,0,5,0.0,0.0,4.755,37.905,2.466,2.466,0,0,-0.782,0
4.194,132.087,132.087,-0.072,0,0,168.108,168.108,13.5,2,0,0,0,0,0,0.0,0.0,0.179,0,1,3.774,7,0,0,4.708,4.745,168.108,0.665,3.667,0.657,0,0,0,0,0,0,0,0.0,0,0,0,13.983,0.0,0,3,123.94,0,2.776,0.751,0,0,0.641,85.667,123.94,132.087,5.051,0.758,0,0,9,0.0,36.022,5.364,97.026,2.77,2.77,0,2,0.239,2
4.194,69.458,69.458,0.093,0,0,155.884,153.985,4.5,4,0,0,0,0,0,0.0,0.0,0.126,0,0,3.597,3,0,0,4.689,4.709,155.884,0.61,3.668,0.448,0,0,0,0,0,0,0,0.314,0,0,0,19.838,2.195,0,0,118.87,0,2.544,0.476,0,0,0.638,87.75,152.55,119.569,4.9,0.56,0,0,11,0.0,34.416,5.234,119.522,2.627,2.627,0,2,0.201,2
4.301,50.29,125.09,-0.024,0,0,89.864,162.766,3.9,1,0,0,0,0,0,0.0,0.0,0.34,0,0,3.805,2,0,0,7.423,7.433,164.665,0.737,3.838,0.72,0,0,0,0,0,0,0,0.0,0,0,0,47.855,1.733,0,2,68.92,0,2.733,1.467,0,0,0.654,104.167,68.92,141.753,8.156,0.563,0,0,11,0.0,18.011,5.055,47.381,2.839,2.839,0,1,-0.275,1
4.194,25.145,40.105,-0.035,0,0,59.941,74.901,3.2,1,0,0,0,0,0,0.0,0.0,0.036,0,0,3.015,1,0,0,3.674,3.762,74.901,0.619,3.357,0.137,0,0,0,0,0,0,0,0.0,0,0,0,6.489,0.0,0,1,41.99,0,1.97,0.201,0,0,0.611,46.167,41.99,56.891,4.148,0.584,0,0,4,0.0,18.011,4.503,56.857,2.041,2.041,0,1,-0.28,1
4.194,97.435,97.435,-0.039,0,0,118.57,118.57,10.0,2,0,0,0,0,0,0.0,0.0,0.074,0,0,3.675,5,0,0,4.275,4.496,118.57,0.617,3.537,0.45,0,0,0,0,0,0,0,0.0,0,0,0,8.882,0.0,0,1,84.94,0,2.601,0.478,0,0,0.643,70.583,84.94,97.435,4.743,0.72,0,1,7,0.0,18.011,4.783,66.334,2.712,2.712,0,1,-0.323,1
4.393,110.544,110.544,0.105,0,0,165.284,159.614,11.6,2,0,0,0,0,0,50.747,0.0,0.191,0,0,3.682,5,0,0,4.622,5.07,165.284,0.678,3.964,0.4,0,0,0,0,0,0,0,0.0,0,0,0,16.197,0.0,0,6,132.68,0,2.681,0.4,0,0,0.625,78.833,132.68,141.603,6.818,0.507,0,1,8,0.0,18.011,4.815,47.381,2.683,2.683,0,1,-0.288,1
4.194,112.037,112.037,0.092,0,0,153.728,148.058,10.4,1,0,0,0,0,0,50.747,0.0,0.178,0,0,3.613,5,0,0,4.373,4.69,153.728,0.63,3.542,0.47,0,0,0,0,0,0,0,-0.238,0,0,0,10.014,0.0,0,1,113.25,0,2.564,0.571,0,0,0.62,72.833,113.25,112.037,4.762,0.555,0,3,8,0.0,36.022,5.038,75.81,2.634,2.634,0,2,0.304,2
4.194,78.828,78.828,-0.115,0,0,144.684,144.684,8.6,1,0,0,0,0,0,0.0,0.0,0.097,0,0,3.383,3,0,1,4.053,4.311,144.684,0.651,3.862,0.237,0,0,0,0,0,0,0,0.0,0,0,0,11.883,0.0,0,3,95.24,0,2.343,0.281,0,0,0.625,58.5,95.24,126.673,4.814,0.872,0,1,6,0.0,60.694,4.936,56.857,2.408,2.408,0,2,0.348,2
4.194,64.683,64.683,-0.065,0,0,67.807,67.807,8.6,0,0,0,0,0,0,11.0,0.0,0.042,0,0,3.055,3,0,1,3.615,3.721,67.807,0.59,3.233,0.236,0,0,0,0,0,0,0,0.0,0,0,0,6.505,0.0,0,1,41.93,0,1.981,0.465,0,0,0.639,40.833,74.02,109.875,4.238,0.948,0,1,5,0.0,42.683,4.365,28.429,2.114,2.114,0,1,-0.225,1
4.194,11.0,11.0,0.006,0,0,46.225,44.448,3.6,0,0,0,0,0,0,0.0,0.0,0.09,0,0,3.098,1,0,0,3.548,3.769,46.225,0.662,3.526,0.27,0,0,0,0,0,0,0,0.0,0,0,0,4.958,1.762,0,0,39.94,0,1.851,0.425,0,0,0.662,39.222,39.94,122.746,4.022,0.703,0,0,6,0.0,0.0,4.522,28.429,2.225,2.225,0,0,-0.634,0
4.194,58.145,58.145,0.006,0,0,64.393,64.393,7.3,0,0,0,0,0,0,0.0,0.0,0.011,0,0,3.447,4,0,0,4.157,4.214,64.393,0.552,2.82,0.387,0,0,0,0,0,0,0,0.404,0,0,0,9.6,0.0,0,0,51.24,0,2.353,0.458,0,0,0.65,54.167,51.24,58.145,4.348,0.834,0,0,6,0.0,0.0,4.421,18.952,2.503,2.503,0,0,-0.751,0
4.301,25.145,25.145,0.096,0,0,46.035,46.035,2.6,0,0,0,0,0,0,0.0,0.0,0.05,0,0,3.407,1,0,0,3.674,3.674,46.035,0.573,2.111,0.09,0,0,0,0,0,0,0,0.0,0,0,0,5.381,0.0,0,1,32.34,0,2.38,0.157,0,0,0.591,48.167,32.34,25.145,4.09,0.621,0,0,3,0.0,17.888,3.688,142.144,2.424,2.424,0,1,-0.399,1
4.415,0.0,29.92,-0.03,0,0,31.965,61.886,0.0,0,0,0,0,0,0,0.0,0.0,0.177,0,0,3.02,0,0,0,3.494,3.848,61.886,0.869,3.419,0.295,0,0,0,0,0,0,0,0.0,0,0,0,21.935,0.0,0,2,25.25,0,1.905,0.483,0,0,0.633,44.111,81.73,101.034,4.127,0.598,0,0,7,0.0,0.0,4.17,28.429,2.101,2.101,0,0,-0.521,0
4.301,59.797,74.757,-0.078,0,0,80.932,95.892,9.7,2,0,0,0,0,0,0.0,0.0,0.161,0,0,3.451,3,0,0,4.084,4.575,95.892,0.728,3.612,0.351,0,0,0,0,0,0,0,0.0,0,0,0,16.675,0.0,0,4,68.0,0,2.436,0.489,0,0,0.659,61.333,100.09,119.949,4.825,0.685,0,0,7,0.0,18.011,4.696,80.336,2.466,2.466,0,1,-0.22,1
4.194,118.118,118.118,-0.1,0,0,169.026,169.026,8.9,3,0,0,0,0,0,0.0,0.0,0.082,1,0,3.327,4,1,1,4.202,4.573,169.026,0.596,3.39,0.305,1,0,0,0,0,1,1,-1.22,0,0,0,17.963,0.0,0,1,109.49,1,2.305,0.351,1,0,0.598,61.167,137.73,151.015,4.896,0.748,1,2,7,0.0,93.591,4.792,0.0,2.334,2.334,0,4,1.865,4
4.194,0.0,0.0,-0.053,2,0,52.807,52.807,0.0,0,0,0,0,0,0,0.0,0.0,0.042,0,0,3.473,0,0,0,3.678,3.865,52.807,0.553,3.31,0.099,0,0,0,0,0,0,0,0.0,0,0,0,7.788,0.0,0,0,42.15,0,2.46,0.117,0,0,0.643,41.667,42.15,49.683,3.95,1.06,0,0,3,0.0,32.897,4.84,108.707,2.481,2.481,0,2,0.237,2
4.301,11.0,11.0,0.0,0,0,47.695,45.796,2.3,1,0,0,0,0,0,0.0,0.0,0.033,0,0,3.562,1,0,0,3.734,3.862,47.695,0.56,3.541,0.211,0,0,0,0,0,0,0,0.0,0,0,0,8.63,2.191,0,0,39.08,0,2.397,0.145,0,0,0.641,46.0,67.32,27.785,4.001,0.942,0,0,5,0.0,18.011,4.8,55.03,2.666,2.666,0,1,-0.326,1
4.194,47.145,47.145,-0.037,0,0,83.166,83.166,5.8,0,0,0,0,0,0,0.0,0.0,0.02,0,0,3.722,3,0,0,4.055,4.226,83.166,0.58,3.522,0.216,0,1,0,0,0,0,0,-0.134,0,0,0,8.353,0.0,0,0,59.59,0,2.683,0.373,0,0,0.634,61.5,91.68,92.337,4.424,0.821,0,0,6,0.0,36.022,4.936,75.81,2.746,2.746,0,2,0.212,2
4.194,74.417,74.417,-0.054,1,0,177.268,177.268,8.0,2,0,0,0,0,0,0.0,0.0,0.19,0,0,3.662,4,0,1,4.496,4.571,177.268,0.655,3.854,0.479,0,0,0,0,0,0,0,0.0,0,0,0,15.799,0.0,0,0,129.41,1,2.544,0.463,0,0,0.669,72.5,154.71,177.268,4.736,0.908,0,0,10,0.0,75.581,4.903,108.707,2.727,2.727,0,3,0.94,3
4.194,9.507,9.507,0.01,0,0,61.273,59.496,3.4,0,0,0,0,0,0,0.0,0.0,0.139,0,0,3.383,1,0,0,3.99,4.019,61.273,0.728,3.573,0.251,0,0,0,0,0,0,0,0.0,0,0,0,5.438,1.451,0,1,56.21,0,2.301,0.438,0,0,0.655,49.944,95.01,176.357,4.457,0.703,0,0,8,0.0,0.0,4.858,59.121,2.43,2.43,0,1,-0.151,0
4.194,25.145,25.145,0.055,0,0,75.256,58.593,3.3,1,0,0,0,0,0,0.0,0.0,0.042,0,0,3.341,1,0,0,3.64,3.674,75.256,0.601,3.598,0.138,0,0,0,0,0,0,0,0.0,0,0,0,5.185,0.0,0,1,58.64,0,2.169,0.141,0,0,0.603,39.0,83.94,58.593,3.726,0.621,0,0,5,0.0,16.663,4.348,37.905,2.357,2.357,0,1,-0.198,1
4.301,22.0,22.0,-0.043,2,0,120.569,119.405,5.3,1,0,0,0,0,0,0.0,0.0,0.094,0,0,3.652,2,0,0,4.255,4.385,120.569,0.635,3.898,0.306,0,0,0,0,0,0,0,0.0,0,0,0,10.907,0.0,0,0,98.46,1,2.57,0.325,0,1,0.663,54.833,98.46,119.405,4.496,0.899,1,1,7,0.0,32.897,4.557,61.326,2.692,2.692,0,2,0.364,2
4.301,77.336,77.336,-0.068,0,0,95.775,93.999,10.3,1,0,0,0,0,0,0.0,0.0,0.15,1,0,3.446,3,0,1,3.674,4.228,95.775,0.706,3.353,0.294,1,0,0,0,0,0,1,0.0,0,0,0,11.562,1.344,0,1,68.26,0,2.379,0.466,0,0,0.65,51.611,68.26,133.147,4.746,0.778,0,0,6,0.0,42.683,4.582,78.073,2.486,2.486,0,1,-0.222,1
4.194,85.367,85.367,-0.086,0,0,108.401,108.401,4.1,0,0,0,0,1,0,42.683,0.0,0.045,0,0,3.452,2,0,2,3.883,4.273,108.401,0.573,3.508,0.18,0,0,0,0,0,0,1,0.026,0,0,0,10.881,0.0,0,0,59.83,0,2.334,0.367,0,0,0.654,55.5,88.07,102.152,4.365,0.985,0,0,6,0.0,85.367,4.921,107.19,2.53,2.53,0,2,0.251,2
4.194,61.29,61.29,-0.049,0,0,97.311,97.311,6.3,2,0,0,0,0,0,0.0,0.0,0.034,0,0,3.71,3,0,0,3.968,4.391,97.311,0.603,3.552,0.206,0,0,0,0,0,0,0,0.0,0,0,0,6.847,0.0,0,2,67.43,0,2.654,0.267,0,0,0.625,63.833,95.67,61.29,4.609,0.723,0,1,6,0.0,36.022,5.054,85.286,2.733,2.733,0,2,0.212,2
4.194,25.145,25.145,0.023,0,0,63.494,61.595,3.2,0,0,0,0,0,0,0.0,0.0,0.061,0,0,3.504,1,0,0,3.366,3.83,63.494,0.639,3.598,0.254,0,0,0,0,0,0,0,0.0,0,0,0,5.649,1.895,0,1,52.19,0,2.373,0.229,0,0,0.697,41.722,119.23,97.035,3.983,0.663,0,0,7,0.0,0.0,4.543,0.0,2.579,2.579,0,1,-0.146,0
4.301,75.435,75.435,-0.009,0,0,116.48,116.48,4.6,1,0,0,0,0,0,0.0,0.0,0.025,0,0,3.627,3,0,0,4.191,4.326,116.48,0.563,3.532,0.301,0,0,0,0,0,0,0,0.164,0,0,0,7.471,0.0,0,6,83.77,0,2.594,0.496,0,0,0.644,75.417,83.77,92.22,4.72,0.647,0,0,7,0.0,18.011,5.145,47.381,2.643,2.643,0,1,-0.382,1
4.301,169.322,169.322,0.166,0,0,198.673,187.333,10.7,1,0,0,0,0,0,101.494,0.0,0.304,1,0,3.901,6,1,1,4.813,6.351,198.673,0.678,3.798,0.546,1,0,0,0,0,0,1,-1.463,0,0,0,23.86,0.0,0,1,140.97,0,2.805,0.612,0,0,0.632,96.944,166.27,208.471,6.999,0.431,0,3,11,0.0,60.694,5.414,104.239,2.918,2.918,0,2,0.231,2
4.194,36.145,51.105,0.039,0,0,87.298,101.094,5.1,0,0,0,0,0,0,0.0,0.0,0.127,0,0,3.542,2,0,0,3.943,4.442,102.258,0.662,3.656,0.371,0,0,0,0,0,0,0,-0.374,0,0,0,8.751,0.0,0,0,69.38,0,2.475,0.53,0,0,0.635,60.167,94.68,101.094,4.489,0.598,0,0,8,0.0,0.0,4.785,56.857,2.575,2.575,0,0,-0.658,0
4.301,64.683,64.683,-0.059,0,0,67.807,67.807,7.3,0,0,0,0,0,0,0.0,0.0,0.043,0,0,3.389,3,0,1,3.745,3.952,67.807,0.592,3.362,0.287,0,0,0,0,0,0,0,0.028,0,0,0,6.642,0.0,0,0,41.93,0,2.271,0.221,0,0,0.652,48.583,41.93,64.683,4.107,0.885,0,0,5,0.0,42.683,4.577,56.857,2.465,2.465,0,1,-0.326,1
4.194,0.0,0.0,-0.241,1,0,99.365,82.58,0.0,1,1,0,0,0,0,0.0,0.0,0.095,0,0,3.429,0,0,0,3.904,4.155,99.365,0.665,3.381,0.112,0,0,0,0,0,0,0,0.0,0,0,0,11.752,0.0,0,0,80.72,0,2.327,0.264,0,0,0.658,45.056,80.72,160.877,4.632,0.936,0,0,6,0.0,82.58,4.306,113.176,2.47,2.47,0,5,2.943,5
4.194,79.047,94.007,-0.008,0,0,98.447,113.407,13.0,1,0,0,0,0,0,0.0,0.0,0.188,1,0,2.975,3,0,1,3.471,3.683,113.407,0.727,3.621,0.349,1,0,0,0,0,0,1,-1.0,0,0,0,24.585,0.0,0,1,58.89,0,1.924,0.659,0,0,0.633,45.0,58.89,113.407,4.592,0.658,0,0,5,0.0,42.683,4.35,37.905,2.01,2.01,0,1,-0.134,1
4.194,50.29,50.29,-0.017,0,0,73.324,73.324,4.2,0,0,0,0,0,0,0.0,0.0,0.044,0,0,3.637,2,0,0,4.23,4.273,73.324,0.616,3.086,0.247,0,0,0,0,0,0,0,0.0,0,0,0,5.188,0.0,0,6,53.51,0,2.487,0.568,0,0,0.667,61.389,81.75,145.373,4.654,0.588,0,0,8,0.0,0.0,4.127,0.0,2.707,2.707,0,0,-0.696,0
4.194,45.652,45.652,0.001,0,0,114.448,112.549,6.1,0,0,0,0,0,0,0.0,0.0,0.091,0,0,3.471,3,0,0,3.916,4.099,114.448,0.627,3.691,0.45,0,0,0,0,0,0,0,0.0,0,0,0,7.796,1.943,0,0,95.93,0,2.44,0.59,0,0,0.661,63.333,146.53,112.549,4.463,0.776,0,0,10,0.0,0.0,4.915,40.168,2.485,2.485,0,0,-0.636,0
4.194,141.748,141.748,0.044,0,0,149.515,149.515,9.1,0,0,0,0,0,0,11.0,0.0,0.117,0,0,3.906,7,0,0,4.674,4.853,149.515,0.607,3.473,0.786,0,0,0,0,0,0,0,0.0,0,0,0,21.399,0.0,0,3,115.22,0,2.826,0.673,0,0,0.649,102.583,123.6,141.748,6.999,0.603,0,0,11,0.0,0.0,5.182,91.094,2.947,2.947,0,0,-0.733,0
4.301,50.29,65.25,-0.011,0,0,77.674,92.634,2.8,1,0,0,0,0,0,0.0,0.0,0.016,0,0,3.606,2,0,0,4.406,4.608,92.634,0.579,3.399,0.297,0,0,0,0,0,0,0,0.0,0,0,0,7.469,0.0,0,4,57.58,0,2.573,0.415,0,0,0.641,87.333,85.82,65.25,4.691,0.634,0,0,8,0.0,18.011,5.149,123.191,2.649,2.649,0,1,-0.409,1
4.194,50.29,50.29,0.018,0,0,69.819,69.819,4.3,1,0,0,0,0,0,0.0,0.0,0.035,0,0,3.58,2,0,0,3.628,3.819,69.819,0.565,3.181,0.17,0,0,0,0,0,0,0,2.427,0,0,0,4.988,0.0,0,1,51.1,0,2.562,0.336,0,0,0.646,50.75,79.34,50.29,3.987,0.585,0,0,5,0.0,18.011,4.349,37.905,2.588,2.588,0,1,-0.342,1
4.194,194.01,194.01,-0.046,0,0,337.517,331.847,10.1,4,0,0,0,1,0,93.43,0.0,0.318,0,0,3.749,7,0,1,6.45,6.999,337.517,0.629,3.741,0.652,0,0,0,0,0,0,1,-4.982,1,0,0,39.424,0.0,0,1,234.49,1,2.715,1.174,1,0,0.635,105.287,234.49,259.804,7.422,0.718,0,3,15,56.782,180.521,5.547,61.636,2.764,2.764,3,9,5.755,9
4.194,67.951,82.911,-0.039,0,0,99.209,114.169,10.0,1,0,0,0,0,0,0.0,0.0,0.17,0,0,2.884,2,0,1,3.674,3.695,114.169,0.732,3.341,0.225,0,0,0,0,0,0,1,0.0,0,0,0,20.313,0.0,0,2,61.69,0,1.823,0.443,0,0,0.615,41.5,61.69,96.158,4.11,0.676,0,0,5,0.0,60.816,3.922,37.905,1.921,1.921,0,2,0.679,2
4.301,25.145,25.145,0.014,0,0,45.055,45.055,2.1,0,0,0,0,0,0,0.0,0.0,0.025,0,0,3.537,1,0,0,3.795,3.969,45.055,0.552,3.258,0.156,0,0,0,0,0,0,0,0.72,0,0,0,4.114,0.0,0,1,33.2,0,2.51,0.187,0,0,0.635,49.111,33.2,81.079,4.3,0.583,0,0,4,0.0,0.0,4.773,28.429,2.553,2.553,0,0,-0.823,0
4.194,61.29,61.29,0.011,0,0,80.955,80.955,8.8,0,0,0,0,0,0,0.0,0.0,0.105,0,0,3.332,3,0,0,3.985,4.306,80.955,0.682,3.011,0.305,0,0,0,0,0,0,0,0.0,0,0,0,6.957,0.0,0,5,61.19,0,2.265,0.434,0,0,0.63,58.611,61.19,117.101,4.686,0.617,0,0,6,0.0,0.0,4.676,104.239,2.399,2.399,0,0,-0.729,0
4.194,22.0,22.0,0.008,0,0,94.533,93.369,3.9,2,0,0,0,0,0,22.0,0.0,0.061,0,0,3.676,2,0,0,3.849,3.978,94.533,0.594,3.435,0.441,0,0,0,0,0,0,0,0.0,0,0,0,6.648,0.0,0,0,76.81,0,2.542,0.597,0,0,0.722,53.583,105.05,72.234,4.247,0.875,0,0,9,0.0,18.011,4.78,0.0,2.751,2.751,0,1,-0.236,1
4.194,25.145,25.145,0.03,0,0,90.756,90.756,3.3,0,0,0,0,0,0,0.0,0.0,0.063,0,0,3.205,1,0,0,3.674,4.196,90.756,0.655,3.005,0.073,0,0,0,0,0,0,0,0.0,0,0,0,6.942,0.0,0,2,65.25,0,2.169,0.231,0,0,0.588,51.444,65.25,112.016,4.608,0.555,0,0,5,0.0,17.888,4.282,85.286,2.238,2.238,0,1,-0.271,1
4.194,36.145,36.145,-0.056,0,0,74.065,74.065,5.6,2,0,0,0,0,0,0.0,0.0,0.04,0,0,3.378,2,0,0,3.663,3.674,74.065,0.617,3.647,0.28,0,0,0,0,0,0,0,0.0,0,0,1,5.112,0.0,0,0,53.93,0,2.224,0.284,0,0,0.667,47.167,82.17,52.93,4.345,0.812,0,0,6,0.0,18.011,4.705,64.507,2.471,2.471,0,1,-0.244,1
4.194,25.145,25.145,0.051,0,0,95.166,93.267,1.7,1,0,0,0,0,0,0.0,0.0,0.039,0,0,3.692,1,0,0,4.296,4.676,95.166,0.598,3.698,0.194,0,0,0,0,0,0,0,0.0,0,0,0,9.625,1.967,0,0,72.7,0,2.652,0.209,0,0,0.629,74.833,126.24,91.023,4.701,0.684,0,0,8,0.0,18.011,5.28,123.191,2.713,2.713,0,1,-0.373,1
