pXC50,N.,X.,nN,nF,nX,nCL,nC,Me,nHet,H.,nBM,AMW,RBN,C.,nDB,Sp,nCsp2,Mv,nS,RBF,Mi,MW,nCsp3,nAB,Sv,nBO,Si,Se,nAT,nSK
7.237,4.4,0.0,3,0,0,0,28,0.998,7,48.5,19,6.995,11,41.2,1,44.256,17,0.615,0,0.155,1.126,475.64,11,18,41.825,38,76.561,67.869,68,35
8.155,4.9,1.6,3,1,1,0,26,1.005,7,45.9,19,7.37,9,42.6,1,40.216,17,0.63,0,0.141,1.129,449.57,9,18,38.44,36,68.86,61.287,61,33
8.301,3.5,0.0,2,0,0,0,24,1.003,7,45.6,18,7.695,9,42.1,1,38.614,15,0.639,1,0.15,1.118,438.59,9,17,36.411,34,63.737,57.192,57,31
8.262,0.0,0.0,0,0,0,0,28,0.991,4,50.0,19,6.759,11,43.8,1,42.0,19,0.614,0,0.167,1.117,432.6,9,18,39.288,34,71.481,63.447,64,32
7.229,1.7,6.8,1,3,4,1,26,1.035,10,39.0,20,8.847,8,44.1,2,39.847,20,0.668,0,0.131,1.134,521.95,6,18,39.421,38,66.906,61.087,59,36
6.544,1.6,0.0,1,0,0,0,27,1.002,6,46.8,20,7.219,8,43.5,2,40.938,20,0.629,0,0.125,1.119,447.57,7,18,38.971,35,69.358,62.109,62,33
5.726,1.7,0.0,1,0,0,0,26,1.004,6,45.8,20,7.348,8,44.1,2,39.176,20,0.635,0,0.131,1.118,433.54,6,18,37.444,34,65.943,59.225,59,32
6.658,0.0,1.8,0,0,1,0,26,1.004,6,41.8,20,9.299,8,47.3,2,39.955,19,0.68,1,0.14,1.101,511.46,5,17,37.393,34,60.582,55.218,55,32
5.0,3.6,1.8,2,0,1,0,25,1.008,7,41.8,20,9.007,9,45.5,2,38.557,18,0.668,0,0.158,1.114,495.4,5,17,36.722,34,61.243,55.462,55,32
5.78,3.2,0.0,2,0,0,0,27,1.005,7,45.2,23,7.429,12,43.5,1,41.182,20,0.637,0,0.185,1.12,460.57,7,22,39.465,37,69.441,62.327,62,34
8.201,0.0,5.6,0,3,3,0,21,1.038,10,42.6,13,8.528,12,38.9,1,35.085,13,0.638,1,0.218,1.141,460.51,8,12,34.474,32,61.593,56.065,54,31
7.921,3.9,5.9,2,3,3,0,21,1.045,11,37.3,18,9.186,8,41.2,1,34.358,15,0.671,1,0.151,1.14,468.49,6,17,34.222,34,58.135,53.291,51,32
6.097,3.1,0.0,2,0,0,0,28,1.003,7,46.2,23,7.302,12,43.1,1,42.943,20,0.631,0,0.176,1.121,474.6,8,22,40.992,38,72.856,65.211,65,35
5.222,0.0,0.0,0,0,0,0,26,1.0,6,51.5,14,6.706,13,39.4,2,41.671,15,0.595,0,0.194,1.126,442.6,11,12,39.244,33,74.315,65.985,66,32
8.523,3.9,5.9,2,3,3,0,21,1.04,11,37.3,18,9.501,8,41.2,1,35.551,15,0.68,2,0.151,1.134,484.56,6,17,34.694,34,57.845,53.04,51,32
7.134,2.1,6.4,1,3,3,0,21,1.038,8,38.3,18,8.626,7,44.7,1,31.25,16,0.666,0,0.143,1.138,405.4,5,17,31.299,31,53.507,48.785,47,29
6.9,0.0,5.7,0,3,3,0,21,1.047,11,39.6,14,8.953,12,39.6,2,34.779,14,0.654,1,0.222,1.139,474.49,7,12,34.662,33,60.387,55.509,53,32
4.886,0.0,0.0,0,0,0,0,22,1.008,6,48.1,14,7.157,11,40.7,2,34.625,15,0.614,0,0.2,1.123,386.48,7,12,33.137,29,60.654,54.451,54,28
7.207,0.0,4.9,0,3,3,0,26,1.032,10,41.0,19,8.567,12,42.6,1,40.847,19,0.656,1,0.19,1.131,522.58,7,18,40.001,38,69.008,62.949,61,36
7.102,0.0,6.4,0,3,3,0,19,1.042,9,40.4,13,8.861,9,40.4,1,31.108,13,0.653,1,0.188,1.139,416.45,6,12,30.706,29,53.553,48.971,47,28
5.959,3.2,1.6,2,1,1,0,27,1.014,8,43.5,23,7.719,12,43.5,1,41.12,20,0.643,0,0.185,1.125,478.56,7,22,39.848,38,69.781,62.84,62,35
5.097,3.2,1.6,2,1,1,0,27,1.014,8,43.5,23,7.719,12,43.5,1,41.12,20,0.643,0,0.185,1.125,478.56,7,22,39.848,38,69.781,62.84,62,35
7.373,2.0,6.0,1,3,3,0,22,1.028,8,40.0,18,8.71,7,44.0,1,34.205,16,0.666,1,0.135,1.133,435.5,6,17,33.298,32,56.633,51.418,50,30
7.229,3.6,3.6,2,0,2,2,26,1.016,8,39.3,24,8.882,8,46.4,2,39.921,22,0.685,0,0.136,1.112,497.4,4,22,38.352,37,62.289,56.88,56,34
7.06,3.4,1.7,2,0,1,1,27,1.007,7,42.4,24,8.085,8,45.8,2,40.824,22,0.662,0,0.129,1.115,476.99,5,22,39.051,37,65.761,59.44,59,34
7.762,1.7,0.0,1,0,0,0,25,0.998,6,48.3,18,7.327,11,41.7,1,40.131,16,0.624,1,0.177,1.118,439.62,9,17,37.443,33,67.069,59.858,60,31
6.886,2.9,4.3,2,3,3,0,32,1.022,10,39.1,21,8.59,6,46.4,1,47.949,18,0.676,1,0.082,1.124,592.68,10,18,46.614,46,77.586,70.498,69,42
7.585,4.0,6.0,2,3,3,0,21,1.034,10,38.0,18,9.371,7,42.0,1,35.097,15,0.68,2,0.135,1.133,468.56,6,17,33.979,33,56.636,51.712,50,31
8.228,1.6,3.1,1,1,2,1,29,1.011,8,42.2,24,8.439,9,45.3,2,44.926,22,0.666,1,0.134,1.115,540.09,7,22,42.654,40,71.352,64.694,64,37
4.523,1.9,0.0,1,0,0,0,20,0.998,5,51.9,12,6.644,10,38.5,1,32.722,10,0.591,0,0.189,1.129,345.48,10,11,30.729,26,58.734,51.898,52,25
5.0,6.3,12.5,3,6,6,0,21,1.064,12,31.3,19,10.155,5,43.8,2,33.051,17,0.703,1,0.1,1.159,487.46,4,17,33.722,35,55.609,51.065,48,33
5.959,1.4,0.0,1,0,0,0,30,0.99,5,51.4,14,6.607,9,41.7,2,46.529,14,0.602,0,0.118,1.122,475.68,16,12,43.363,39,80.81,71.316,72,35
6.904,1.3,0.0,1,0,0,0,32,0.988,5,52.6,14,6.458,11,41.0,2,50.052,14,0.595,0,0.134,1.124,503.74,18,12,46.417,41,87.64,77.083,78,37
6.658,1.3,0.0,1,0,0,0,32,0.988,5,52.6,14,6.458,11,41.0,2,50.052,14,0.595,0,0.134,1.124,503.74,18,12,46.417,41,87.64,77.083,78,37
5.0,5.1,5.1,3,3,3,0,26,1.029,11,37.3,26,9.248,7,44.1,3,41.864,22,0.687,2,0.113,1.128,545.65,4,23,40.527,40,66.549,60.698,59,37
6.0,2.1,6.3,1,3,3,0,22,1.032,8,37.5,19,9.031,6,45.8,2,33.443,18,0.683,1,0.12,1.13,433.48,4,17,32.771,32,54.218,49.534,48,30
6.625,4.3,2.1,2,0,1,1,20,1.013,8,40.4,18,9.255,7,42.6,1,34.381,15,0.684,2,0.143,1.109,435.0,5,17,32.13,30,52.146,47.614,47,28
7.699,2.2,6.7,1,3,3,0,20,1.044,9,35.6,18,9.41,7,44.4,1,31.137,16,0.688,1,0.149,1.134,423.44,4,17,30.959,31,51.012,46.978,45,29
6.991,4.3,4.3,2,0,2,2,20,1.02,9,38.3,18,9.988,7,42.6,1,35.239,15,0.701,2,0.143,1.108,469.44,5,17,32.958,31,52.09,47.938,47,29
6.943,4.3,4.3,2,0,2,2,20,1.025,9,38.3,18,9.646,7,42.6,1,34.046,15,0.691,1,0.143,1.114,453.37,5,17,32.485,31,52.379,48.189,47,29
7.602,4.0,2.0,2,0,1,1,21,1.01,8,42.0,18,8.981,7,42.0,1,36.142,15,0.673,2,0.135,1.111,449.03,6,17,33.657,31,55.561,50.498,50,29
7.032,3.8,0.0,2,0,0,0,22,1.001,7,45.3,18,8.087,7,41.5,1,37.046,15,0.648,2,0.127,1.114,428.62,7,17,34.356,31,59.032,53.058,53,29
8.699,3.8,5.7,2,3,3,0,22,1.03,10,39.6,18,9.105,8,41.5,1,36.858,15,0.67,2,0.145,1.133,482.59,7,17,35.506,34,60.051,54.596,53,32
5.571,1.6,0.0,1,0,0,0,28,1.004,6,44.3,24,7.501,10,45.9,1,41.176,22,0.647,0,0.156,1.114,457.56,6,23,39.444,37,67.943,61.225,61,34
5.0,1.4,0.0,1,0,0,0,33,1.0,6,44.3,29,7.452,12,47.1,2,47.699,26,0.65,0,0.162,1.111,521.65,7,27,45.497,43,77.773,69.992,70,39
6.399,2.2,6.7,1,3,3,0,20,1.05,9,35.6,18,9.053,7,44.4,1,29.943,16,0.677,0,0.149,1.14,407.37,4,17,30.487,31,51.301,47.229,45,29
6.854,3.2,0.0,2,0,0,0,28,1.008,8,41.9,24,8.107,10,45.2,2,43.068,21,0.663,1,0.152,1.112,502.63,7,22,41.125,40,68.946,62.52,62,36
4.301,0.0,0.0,0,0,0,0,27,1.005,6,45.9,19,7.353,10,44.3,1,40.387,19,0.634,0,0.156,1.116,448.55,8,18,38.664,36,68.069,61.334,61,33
4.301,0.0,0.0,0,0,0,0,31,0.998,6,49.3,19,6.913,13,42.5,1,47.432,19,0.613,0,0.171,1.12,504.67,12,18,44.771,40,81.73,72.869,73,37
4.301,1.5,0.0,1,0,0,0,27,1.005,7,47.7,15,7.163,10,41.5,3,42.154,15,0.619,0,0.147,1.123,465.59,12,12,40.212,37,72.983,65.32,65,34
4.301,1.6,1.6,1,0,1,1,27,1.01,8,42.6,20,8.394,11,44.3,2,42.682,20,0.663,1,0.172,1.112,512.06,7,18,40.458,38,67.807,61.625,61,35
5.658,0.0,0.0,0,0,0,0,32,0.993,4,45.5,26,7.252,11,48.5,2,45.239,27,0.648,0,0.159,1.107,478.62,5,24,42.761,39,73.066,65.563,66,36
5.658,0.0,0.0,0,0,0,0,32,0.993,4,45.5,26,7.252,11,48.5,2,45.239,27,0.648,0,0.159,1.107,478.62,5,24,42.761,39,73.066,65.563,66,36
5.42,5.3,0.0,3,0,0,0,23,1.004,7,47.4,18,7.185,9,40.4,1,36.972,15,0.618,0,0.153,1.128,409.53,8,17,35.245,32,64.315,57.218,57,30
6.22,0.0,7.4,0,3,4,1,22,1.029,8,44.4,13,8.239,10,40.7,1,35.148,13,0.634,0,0.182,1.141,444.91,9,12,34.212,31,61.614,55.541,54,30
7.921,1.5,0.0,1,0,0,0,28,1.011,9,45.6,19,7.73,13,41.2,2,45.256,17,0.634,1,0.183,1.119,525.67,11,17,43.114,40,76.112,68.723,68,37
8.284,1.6,0.0,1,0,0,0,28,1.005,7,43.5,23,7.897,10,45.2,1,42.824,20,0.655,1,0.152,1.111,489.63,8,22,40.631,39,68.863,62.302,62,35
4.824,0.0,4.0,0,1,2,1,21,1.022,7,44.0,13,8.178,8,42.0,1,33.205,13,0.642,0,0.154,1.126,408.88,8,12,32.106,30,56.313,51.076,50,28
8.252,3.2,0.0,2,0,0,0,26,1.011,8,45.2,19,7.493,11,41.9,1,40.637,17,0.632,0,0.169,1.123,464.56,9,18,39.18,37,69.651,62.654,62,34
5.334,1.3,0.0,1,0,0,0,35,0.997,6,46.1,29,7.233,12,46.1,2,51.222,26,0.639,0,0.15,1.113,549.71,9,27,48.551,45,84.604,75.76,76,41
7.824,1.9,5.6,1,3,3,0,21,1.033,9,44.4,13,7.916,11,38.9,1,33.989,12,0.622,0,0.2,1.147,427.46,9,12,33.594,31,61.962,55.763,54,30
7.824,1.9,5.6,1,3,3,0,22,1.027,8,44.4,14,7.842,9,40.7,2,34.534,14,0.627,0,0.164,1.144,423.47,8,12,33.879,31,61.753,55.436,54,30
4.824,0.0,7.8,0,3,4,1,21,1.043,10,39.2,13,9.352,9,41.2,1,34.727,13,0.668,1,0.17,1.136,476.93,8,12,34.06,33,57.913,53.178,51,31
6.188,1.6,1.6,1,1,1,0,29,1.01,7,43.8,24,7.65,12,45.3,2,42.875,22,0.646,0,0.179,1.12,489.58,7,22,41.354,39,71.698,64.621,64,36
7.155,0.0,4.8,0,3,3,0,30,1.02,7,40.3,25,8.17,8,48.4,1,42.29,25,0.667,0,0.123,1.124,506.55,5,24,41.384,40,69.67,63.218,62,37
4.824,0.0,7.5,0,3,4,1,22,1.037,9,41.5,13,8.658,8,41.5,1,34.841,13,0.649,0,0.145,1.14,458.89,9,12,34.4,33,60.408,54.985,53,31
6.638,4.3,10.9,2,3,5,2,20,1.074,13,28.3,20,10.984,8,43.5,3,32.358,16,0.725,0,0.167,1.141,505.25,4,17,33.351,35,52.482,49.422,46,33
6.959,1.6,4.9,1,3,3,0,27,1.022,8,42.6,20,7.96,10,44.3,2,40.296,20,0.646,0,0.159,1.134,485.54,7,18,39.406,37,69.168,62.32,61,35
5.699,2.0,7.8,1,4,4,0,21,1.04,9,41.2,14,8.381,8,41.2,2,32.711,14,0.642,0,0.154,1.151,427.43,7,12,32.735,31,58.677,53.065,51,30
6.886,2.1,0.0,1,0,0,0,21,1.012,6,43.8,17,7.655,8,43.8,1,31.892,14,0.643,0,0.157,1.119,367.43,7,16,30.863,30,53.697,48.574,48,27
4.824,0.0,1.7,0,0,1,1,24,1.004,6,49.2,13,7.339,8,40.7,1,38.551,13,0.615,0,0.131,1.122,432.98,11,12,36.303,32,66.219,59.214,59,30
8.222,1.7,5.0,1,3,3,0,25,1.027,9,43.3,17,7.959,10,41.7,1,38.75,14,0.635,0,0.159,1.14,477.52,11,16,38.12,37,68.377,61.647,60,34
6.824,3.3,5.0,2,3,3,0,24,1.024,9,45.0,17,7.742,10,40.0,1,38.301,14,0.624,0,0.161,1.144,464.53,10,16,37.427,35,68.666,61.421,60,33
8.081,1.7,6.7,1,4,4,0,24,1.029,9,45.0,14,7.825,11,40.0,2,37.995,14,0.622,0,0.18,1.149,469.52,10,12,37.316,34,68.923,61.716,60,33
7.553,1.6,0.0,1,0,0,0,26,1.015,9,43.5,19,8.026,11,41.9,2,41.733,17,0.646,1,0.169,1.117,497.61,9,17,40.06,38,69.282,62.956,62,35
8.208,1.7,0.0,1,0,0,0,25,0.996,5,49.2,17,6.908,10,42.4,1,38.483,15,0.615,0,0.161,1.121,407.55,10,16,36.256,33,66.149,58.781,59,30
7.959,1.7,0.0,1,0,0,0,27,1.004,6,45.0,23,7.426,11,45.0,1,40.176,20,0.641,0,0.175,1.116,445.55,7,22,38.444,36,66.943,60.225,60,33
6.959,2.9,0.0,2,0,0,0,29,1.001,7,47.1,23,7.186,12,42.6,1,44.705,20,0.625,0,0.169,1.122,488.63,9,22,42.519,39,76.272,68.094,68,36
5.0,5.8,11.5,3,6,6,0,21,1.064,14,32.7,20,10.338,7,40.4,3,35.915,16,0.695,2,0.13,1.157,537.55,5,17,36.151,37,60.153,55.352,52,35
8.523,4.0,6.0,2,3,3,0,21,1.039,10,38.0,18,9.05,7,42.0,1,33.904,15,0.67,1,0.135,1.139,452.49,6,17,33.507,33,56.925,51.963,50,31
6.824,2.2,6.7,1,3,3,0,20,1.038,9,35.6,18,9.767,7,44.4,1,32.33,16,0.698,2,0.149,1.127,439.51,4,17,31.431,31,50.722,46.727,45,29
5.959,3.1,0.0,2,0,0,0,28,1.015,9,43.1,23,7.763,12,43.1,1,43.091,20,0.645,0,0.174,1.121,504.58,8,22,41.895,41,72.86,65.982,65,37
5.77,3.1,0.0,2,0,0,0,28,1.015,9,43.1,23,7.763,12,43.1,1,43.091,20,0.645,0,0.174,1.121,504.58,8,22,41.895,41,72.86,65.982,65,37
7.796,4.7,1.6,3,1,1,0,27,1.003,7,46.9,19,7.244,10,42.2,1,41.978,17,0.624,0,0.149,1.129,463.6,10,18,39.967,37,72.276,64.17,64,34
4.301,1.4,0.0,1,0,0,0,33,1.001,7,43.7,26,7.799,12,46.5,2,49.347,26,0.658,1,0.16,1.108,553.72,7,24,46.684,44,78.693,71.069,71,40
4.301,0.0,0.0,0,0,0,0,30,1.0,6,48.6,19,7.009,12,42.9,1,45.671,19,0.618,0,0.164,1.119,490.64,11,18,43.244,39,78.315,69.985,70,36
5.796,3.8,0.0,2,0,0,0,22,1.011,7,45.3,18,7.481,9,41.5,1,34.659,15,0.63,0,0.164,1.125,396.48,7,17,33.412,31,59.611,53.56,53,29
5.602,3.6,5.4,2,3,3,0,23,1.035,10,41.1,18,8.294,10,41.1,1,36.233,15,0.644,0,0.172,1.144,464.48,8,17,36.088,35,64.045,57.981,56,33
6.721,3.0,6.1,2,1,4,3,28,1.019,10,42.4,20,8.817,11,42.4,2,45.762,20,0.662,0,0.162,1.125,581.93,8,18,43.67,40,74.234,67.251,66,38
5.387,0.0,4.0,0,0,2,2,21,1.018,7,44.0,13,8.507,8,42.0,1,34.125,13,0.651,0,0.154,1.118,425.33,8,12,32.551,30,55.917,50.887,50,28
4.824,1.6,4.8,1,3,3,0,28,1.034,10,38.7,24,8.509,8,45.2,2,41.443,22,0.666,0,0.123,1.132,527.53,6,22,41.308,41,70.171,64.091,62,38
7.699,1.6,0.0,1,0,0,0,28,1.002,6,46.0,23,7.295,12,44.4,1,41.938,20,0.634,0,0.182,1.117,459.58,8,22,39.971,37,70.358,63.109,63,34
8.699,1.6,0.0,1,0,0,0,28,1.002,6,46.0,23,7.295,12,44.4,1,41.938,20,0.634,0,0.182,1.117,459.58,8,22,39.971,37,70.358,63.109,63,34
6.591,1.4,0.0,1,0,0,0,30,0.998,6,47.8,23,7.067,12,43.5,1,45.461,20,0.624,0,0.167,1.119,487.64,10,22,43.024,39,77.189,68.876,69,36
8.638,1.4,0.0,1,0,0,0,29,0.998,7,49.3,18,7.179,13,40.8,1,46.87,16,0.616,1,0.176,1.12,509.72,13,17,43.738,39,79.524,70.836,71,36
6.538,0.0,1.6,0,1,1,0,30,1.01,6,41.0,25,7.943,8,49.2,2,42.108,23,0.669,0,0.125,1.111,484.55,5,22,40.806,39,67.784,61.636,61,36
5.0,1.3,0.0,1,0,0,0,35,0.997,6,46.1,29,7.233,12,46.1,2,51.222,26,0.639,0,0.15,1.113,549.71,9,27,48.551,45,84.604,75.76,76,41
6.367,3.9,3.9,3,3,3,0,33,1.021,11,42.1,25,7.996,12,43.4,2,50.284,22,0.648,0,0.15,1.134,607.68,11,23,49.217,48,86.204,77.618,76,44
5.0,1.2,0.0,1,0,0,0,38,0.993,6,48.2,26,6.962,13,44.7,2,56.506,26,0.625,0,0.146,1.116,591.8,12,24,53.131,48,94.849,84.41,85,44
5.0,1.3,0.0,1,0,0,0,37,0.996,6,46.3,30,7.197,13,46.3,2,53.983,28,0.638,0,0.155,1.113,575.75,9,28,51.078,47,89.019,79.643,80,43
4.301,1.5,4.4,1,3,3,0,30,1.027,10,41.2,24,8.17,10,44.1,2,44.966,22,0.652,0,0.141,1.132,555.59,8,22,44.362,43,77.002,69.858,68,40
5.0,1.3,0.0,1,0,0,0,35,0.997,6,46.1,29,7.233,12,46.1,2,51.222,26,0.639,0,0.15,1.113,549.71,9,27,48.551,45,84.604,75.76,76,41
5.178,0.0,0.0,0,0,0,0,22,1.001,4,45.8,15,7.301,8,45.8,2,32.193,15,0.639,0,0.163,1.113,350.44,5,12,30.654,27,53.405,48.029,48,26
4.301,0.0,1.6,0,0,1,1,25,1.002,6,50.0,13,7.21,9,40.3,1,40.313,13,0.61,0,0.141,1.123,447.01,12,12,37.83,33,69.634,62.098,62,31
5.0,1.2,0.0,1,0,0,0,36,0.994,6,48.1,25,6.985,12,44.4,2,53.745,24,0.625,0,0.141,1.116,565.76,12,23,50.605,46,90.434,80.527,81,42
5.0,1.2,0.0,1,0,0,0,36,0.994,6,48.1,25,6.985,12,44.4,2,53.745,24,0.625,0,0.141,1.116,565.76,12,23,50.605,46,90.434,80.527,81,42
5.0,1.3,1.3,1,1,1,0,35,1.004,7,44.7,29,7.47,12,46.1,2,51.159,26,0.644,0,0.15,1.118,567.7,9,27,48.934,46,84.943,76.272,76,42
5.0,1.3,0.0,1,0,0,0,35,0.997,6,46.1,29,7.233,12,46.1,2,51.222,26,0.639,0,0.15,1.113,549.71,9,27,48.551,45,84.604,75.76,76,41
5.0,2.7,0.0,2,0,0,0,34,1.0,7,45.3,29,7.343,12,45.3,2,50.466,25,0.641,0,0.152,1.116,550.7,9,27,48.046,45,83.687,74.978,75,41
4.301,3.8,3.8,2,0,2,2,24,1.019,8,38.5,23,9.065,7,46.2,1,37.159,20,0.689,0,0.127,1.113,471.36,4,22,35.825,35,57.874,52.996,52,32
4.301,3.5,0.0,2,0,0,0,26,1.01,7,42.1,24,7.799,8,45.6,2,38.659,21,0.656,0,0.133,1.116,444.52,5,22,37.412,36,63.611,57.56,57,33
5.0,1.3,0.0,1,0,0,0,35,0.997,6,46.1,29,7.233,12,46.1,2,51.222,26,0.639,0,0.15,1.113,549.71,9,27,48.551,45,84.604,75.76,76,41
5.0,4.7,0.0,3,0,0,0,26,1.0,7,48.4,19,7.025,8,40.6,2,41.495,17,0.614,0,0.121,1.127,449.6,9,17,39.299,35,72.145,63.985,64,33
5.686,4.5,0.0,3,0,0,0,27,0.998,7,49.3,19,6.92,9,40.3,2,43.256,17,0.609,0,0.13,1.128,463.63,10,17,40.825,36,75.561,66.869,67,34
4.301,3.5,0.0,2,0,0,0,26,1.01,7,42.1,24,7.799,8,45.6,2,38.659,21,0.656,0,0.133,1.116,444.52,5,22,37.412,36,63.611,57.56,57,33
4.301,3.5,1.8,2,1,1,0,26,1.019,8,40.4,24,8.114,8,45.6,2,38.597,21,0.663,0,0.133,1.122,462.51,5,22,37.795,37,63.951,58.072,57,34
4.301,3.8,3.8,2,1,2,1,24,1.023,8,38.5,23,8.748,7,46.2,1,36.239,20,0.68,0,0.127,1.121,454.91,4,22,35.381,35,58.27,53.185,52,32
5.314,4.7,0.0,3,0,0,0,26,1.0,7,48.4,19,7.025,8,40.6,2,41.495,17,0.614,0,0.121,1.127,449.6,9,17,39.299,35,72.145,63.985,64,33
5.542,4.5,0.0,3,0,0,0,27,0.998,7,49.3,19,6.92,9,40.3,2,43.256,17,0.609,0,0.13,1.128,463.63,10,17,40.825,36,75.561,66.869,67,34
7.229,2.0,7.8,1,4,4,0,21,1.04,9,41.2,14,8.381,8,41.2,2,32.711,14,0.642,0,0.154,1.151,427.43,7,12,32.735,31,58.677,53.065,51,30
6.745,1.3,2.6,1,2,2,0,32,1.001,7,50.0,14,6.919,11,41.0,2,49.927,14,0.605,0,0.134,1.132,539.72,18,12,47.183,43,88.319,78.108,78,39
6.26,1.4,1.4,1,1,1,0,30,0.998,6,50.0,14,6.857,9,41.7,2,46.466,14,0.608,0,0.118,1.127,493.67,16,12,43.746,40,81.149,71.829,72,36
5.658,1.4,1.4,1,1,1,0,30,0.998,6,50.0,14,6.857,9,41.7,2,46.466,14,0.608,0,0.118,1.127,493.67,16,12,43.746,40,81.149,71.829,72,36
6.553,1.4,1.4,1,1,1,0,30,0.998,6,50.0,14,6.857,9,41.7,2,46.466,14,0.608,0,0.118,1.127,493.67,16,12,43.746,40,81.149,71.829,72,36
7.027,1.3,1.3,1,1,1,0,31,0.996,6,50.7,14,6.769,10,41.3,2,48.228,14,0.604,0,0.127,1.128,507.7,17,12,45.273,41,84.564,74.712,75,37
4.602,4.8,0.0,4,0,0,0,32,0.998,9,50.6,19,6.78,11,38.6,2,52.762,17,0.598,0,0.128,1.132,562.78,15,17,49.669,44,93.929,82.832,83,41
7.26,1.3,2.7,1,2,2,0,31,1.003,7,49.3,14,7.009,10,41.3,2,48.165,14,0.609,0,0.127,1.132,525.69,17,12,45.656,42,84.904,75.225,75,38
7.553,1.3,2.6,1,2,2,0,32,1.001,7,50.0,14,6.919,11,41.0,2,49.927,14,0.605,0,0.134,1.132,539.72,18,12,47.183,43,88.319,78.108,78,39
4.807,0.0,0.0,0,0,0,0,25,1.019,10,49.3,12,7.168,11,36.2,0,42.489,12,0.596,0,0.155,1.133,494.59,13,12,41.104,37,78.152,70.294,69,35
4.301,3.3,1.6,2,0,1,1,27,1.018,9,41.0,24,8.344,9,44.3,2,41.733,21,0.664,0,0.141,1.118,508.99,6,22,40.481,39,68.179,62.094,61,36
6.833,0.0,10.9,0,5,5,0,19,1.058,10,37.0,13,9.488,9,41.3,1,30.529,13,0.669,1,0.191,1.153,436.43,6,12,30.758,30,53.023,48.669,46,29
7.341,0.0,5.5,0,3,3,0,22,1.038,10,41.8,13,8.591,9,40.0,1,36.085,13,0.645,1,0.158,1.138,472.52,9,12,35.474,34,62.593,57.065,55,32
7.652,0.0,5.7,0,3,3,0,22,1.027,8,43.4,14,8.312,9,41.5,2,35.176,15,0.642,1,0.167,1.135,440.52,7,12,34.045,31,60.174,54.411,53,30
4.301,3.3,1.6,2,0,1,1,27,1.018,9,41.0,24,8.344,9,44.3,2,41.733,21,0.664,0,0.141,1.118,508.99,6,22,40.481,39,68.179,62.094,61,36
4.602,4.3,0.0,3,0,0,0,28,0.996,7,50.0,19,6.824,9,40.0,2,45.017,17,0.605,0,0.125,1.128,477.66,11,17,42.352,37,78.976,69.752,70,35
5.939,4.2,0.0,3,0,0,0,29,0.997,7,49.3,20,6.897,10,40.8,3,46.017,19,0.611,0,0.137,1.126,489.67,10,17,43.352,38,79.976,70.752,71,36
4.301,3.8,5.8,2,1,3,2,24,1.029,9,36.5,23,9.411,7,46.2,1,37.097,20,0.696,0,0.127,1.119,489.35,4,22,36.208,36,58.214,53.509,52,33
4.301,3.8,5.8,2,2,3,1,24,1.033,9,36.5,23,9.094,7,46.2,1,36.176,20,0.688,0,0.127,1.127,472.9,4,22,35.764,36,58.61,53.698,52,33
8.066,0.0,4.7,0,3,3,0,25,1.015,8,48.4,13,7.572,13,39.1,1,41.222,13,0.612,1,0.2,1.138,484.63,12,12,39.152,34,72.835,64.945,64,33
5.866,4.7,0.0,3,0,0,0,26,1.0,7,48.4,19,7.025,8,40.6,2,41.495,17,0.614,0,0.121,1.127,449.6,9,17,39.299,35,72.145,63.985,64,33
4.301,3.8,5.8,2,0,3,3,24,1.025,9,36.5,23,9.727,7,46.2,1,38.017,20,0.705,0,0.127,1.112,505.8,4,22,36.652,36,57.818,53.32,52,33
4.301,3.3,1.6,2,1,1,0,27,1.021,9,41.0,24,8.074,9,44.3,2,40.813,21,0.656,0,0.141,1.124,492.54,6,22,40.036,39,68.575,62.283,61,36
4.602,4.1,0.0,3,0,0,0,29,1.0,8,50.0,19,6.861,11,39.2,2,47.233,17,0.603,0,0.145,1.13,507.69,12,17,44.594,39,83.6,73.963,74,37
5.665,4.5,0.0,3,0,0,0,27,0.998,7,49.3,19,6.92,8,40.3,2,43.256,17,0.609,0,0.116,1.128,463.63,10,17,40.825,36,75.561,66.869,67,34
7.699,2.0,7.8,1,4,4,0,21,1.04,9,41.2,14,8.381,8,41.2,2,32.711,14,0.642,0,0.154,1.151,427.43,7,12,32.735,31,58.677,53.065,51,30
4.636,0.0,0.0,0,0,0,0,25,1.023,11,48.6,12,7.294,11,35.7,0,42.943,12,0.597,0,0.153,1.134,510.59,13,12,41.818,38,79.362,71.622,70,36
4.7,2.1,2.1,1,0,1,1,22,1.005,5,42.6,19,8.125,6,46.8,1,32.841,18,0.665,0,0.122,1.111,381.88,4,18,31.261,29,52.223,47.243,47,27
6.301,2.1,6.3,1,3,3,0,20,1.03,8,41.7,14,8.572,9,41.7,2,32.205,15,0.652,1,0.184,1.138,411.48,5,12,31.298,29,54.633,49.418,48,28
6.148,0.0,0.0,0,0,0,0,19,1.005,5,45.5,14,7.829,9,43.2,2,30.08,15,0.644,1,0.2,1.112,344.46,4,12,28.314,25,48.91,44.222,44,24
7.303,0.0,4.5,0,0,2,2,19,1.02,7,40.9,14,9.394,9,43.2,2,31.796,15,0.681,1,0.2,1.109,413.34,4,12,29.969,27,48.798,44.869,44,26
