pXC50,Chi0_EA.dm.,Eig08_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Chi1_EA.dm.,Eig09_AEA.ed.,Eig09_AEA.dm.,Eig09_EA.ed.,SM04_AEA.ri.,Eig08_AEA.ri.,Eig09_AEA.ri.,Eig08_EA.ed.,SM03_AEA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_EA.ri.,Eig10_AEA.dm.,Eig08_EA,SM02_AEA.dm.,Eig07_AEA.dm.,Eig10_AEA.ed.,Eig08_AEA.bo.,Eig09_EA.ri.,Eig09_AEA.bo.,Eig15_AEA.dm.,Eta_betaS,ZM2Mad,Eig08_AEA.ed.,Eig15_AEA.bo.,SpMax7_Bh.i.,ATS2m,X3,SpMax8_Bh.v.,Sv,SpMax8_Bh.m.,IVDM,X1,Eig07_EA.bo.,MW,Psi_i_0,Eig15_EA.bo.,Eig07_EA,SM15_AEA.bo.,Eta_FL,Eig13_AEA.bo.,Eig15_EA.ed.,SM10_AEA.ri.,Eig07_AEA.bo.,ATS1m,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi1_EA.ri.,SpMax8_Bh.p.,X4,Eig15_EA,SM09_AEA.dm.,Eig14_AEA.bo.,Psi_e_0,Eig13_EA.bo.,Chi0_EA.ri.,SpMaxA_AEA.bo.,SpMax7_Bh.m.,X0sol,CID,SMTIV
5.8,13.727,1.883,0.993,0.993,14.03,3.414,1.605,2.275,2.275,2.0,1.929,2.594,2.594,0.818,0.818,1.0,1.0,1.0,1.0,2.096,3.022,2.773,0.884,2.5,-0.282,14.0,204.112,3.88,0.5,2.925,3.998,8.781,2.678,25.234,2.799,4.428,11.007,1.904,361.26,15.697,-1.493,1.414,1.414,6.253,1.111,-2.669,-2.669,2.915,3.553,15.301,15.301,15.301,15.301,15.301,13.065,2.675,6.929,-1.0,-1.0,0.627,8.456,-0.461,15.711,0.19,2.851,17.914,3.863,9840.0
5.8,12.596,1.53,1.329,1.329,15.484,3.879,1.519,3.111,3.111,2.45,2.334,3.822,3.822,2.623,2.623,1.412,1.159,1.488,1.488,1.742,3.531,2.879,1.332,2.821,0.279,17.0,184.415,4.196,1.152,2.981,3.899,10.264,2.715,29.896,2.687,4.694,13.152,2.187,359.41,18.62,-0.293,1.538,1.538,8.263,1.72,-0.524,-0.524,2.979,3.551,18.524,18.524,18.524,18.524,18.524,15.141,2.735,8.512,-0.224,-0.224,1.179,9.935,0.605,18.83,0.154,2.813,18.803,4.038,14627.0
7.6,14.447,1.506,0.906,0.906,15.203,3.595,1.253,2.279,2.279,2.359,1.909,2.936,2.936,1.562,1.562,1.358,0.921,1.354,1.354,1.819,3.246,2.839,0.905,2.429,-0.611,14.25,153.981,3.646,0.474,3.004,3.761,8.4,2.629,26.402,2.624,4.428,10.969,2.037,310.38,15.983,-1.185,1.579,1.579,5.924,0.806,-2.127,-2.127,2.911,3.375,15.137,15.137,15.137,15.137,15.137,12.454,2.641,7.043,-1.0,-1.0,0.55,8.504,-0.73,15.232,0.183,2.766,16.56,3.863,9156.0
5.8,14.099,1.42,1.091,1.091,19.218,3.449,1.134,2.439,2.439,2.22,2.066,2.648,2.648,2.275,2.275,1.212,1.12,1.237,1.237,1.714,3.414,2.557,1.06,2.5,-0.278,16.25,161.646,3.501,0.842,3.063,3.817,9.275,2.715,32.267,2.687,4.698,13.169,1.844,360.49,19.168,-0.692,1.406,1.406,7.184,1.381,-1.161,-1.161,2.757,3.517,18.491,18.491,18.491,18.491,18.491,14.661,2.735,7.367,-0.532,-0.532,1.044,9.968,0.294,18.739,0.148,2.819,19.062,4.024,14612.0
5.8,15.889,1.407,1.044,1.044,20.315,3.615,1.24,2.62,2.62,2.329,2.012,2.96,2.96,2.178,2.178,1.319,1.033,1.341,1.341,1.67,3.5,2.5,1.007,2.476,-0.612,15.5,202.118,3.775,0.5,2.925,3.99,9.528,2.618,25.622,2.663,4.481,11.31,1.876,322.42,16.609,-0.908,1.474,1.474,5.622,1.107,-2.062,-2.062,2.795,3.538,16.085,16.085,16.085,16.085,16.085,14.011,2.616,8.736,-0.756,-0.756,0.754,8.531,-0.307,16.439,0.175,2.687,15.742,3.909,8316.0
7.071,41.162,2.3,1.859,1.859,60.808,4.711,2.283,4.911,4.911,2.889,2.802,5.843,5.843,4.619,4.619,1.832,2.019,1.926,1.926,2.429,4.489,3.111,1.75,3.071,1.256,26.0,286.815,5.094,2.048,3.376,4.367,14.846,2.936,45.002,3.143,5.187,18.512,2.653,539.14,27.685,1.0,2.103,2.103,7.64,2.263,2.136,2.136,3.416,3.963,26.11,26.11,26.11,26.11,26.11,22.382,2.941,13.025,1.0,1.0,2.216,14.156,1.256,26.866,0.104,3.271,26.725,4.384,35021.0
5.8,16.962,1.442,0.491,0.491,22.451,3.67,1.292,1.315,1.315,1.932,1.511,2.492,2.492,-0.436,-0.436,0.918,0.602,0.954,0.954,1.808,3.019,2.426,0.491,1.954,-0.51,14.25,182.363,3.844,0.0,2.721,3.956,8.086,2.026,20.578,2.378,4.245,9.714,1.786,317.67,13.477,-1.165,1.345,1.345,5.451,0.373,-3.0,-3.0,2.719,3.414,13.179,13.179,13.179,13.179,13.179,12.27,1.945,7.156,-1.0,-1.0,0.043,8.492,-1.0,13.704,0.209,2.584,13.525,3.768,7826.0
5.8,16.251,1.595,1.03,1.03,17.843,3.601,1.401,2.533,2.533,2.346,2.032,2.929,2.929,2.321,2.321,1.339,1.149,1.358,1.358,1.663,3.434,2.64,1.025,2.584,-0.335,16.5,166.664,3.629,0.816,3.018,3.824,8.797,2.526,27.106,2.573,4.569,12.097,1.999,340.37,16.92,-1.011,1.458,1.458,7.18,1.056,-1.675,-1.675,2.845,3.481,16.922,16.922,16.922,16.922,16.922,13.771,2.529,7.226,-0.762,-0.762,1.0,9.232,-0.273,17.203,0.171,2.827,17.811,3.948,12334.0
5.8,26.813,2.255,1.132,1.132,36.242,3.732,1.908,2.136,2.136,2.452,2.018,4.285,4.285,1.967,1.967,1.43,1.646,1.472,1.472,2.401,3.457,2.914,0.98,2.216,0.299,18.75,243.976,4.454,1.0,3.221,4.118,9.642,2.767,32.636,2.888,4.727,13.599,2.519,443.95,19.539,-0.426,1.923,1.923,7.516,1.229,-0.861,-0.861,3.296,3.839,18.668,18.668,18.668,18.668,18.668,16.048,2.78,7.827,-0.354,-0.354,1.0,10.928,0.014,19.653,0.162,3.149,22.517,4.064,19169.0
5.8,28.424,2.277,1.205,1.205,37.912,3.757,2.246,2.45,2.45,2.459,2.119,4.299,4.299,1.968,1.968,1.438,1.907,1.478,1.478,2.422,3.644,3.123,1.092,2.91,0.604,19.25,234.682,4.458,1.0,3.241,4.072,9.808,2.84,33.303,2.888,4.78,14.137,2.557,434.52,20.087,-0.33,1.944,1.944,8.159,1.479,-0.553,-0.553,3.315,3.821,19.538,19.538,19.538,19.538,19.538,16.282,2.85,8.434,-0.279,-0.279,1.228,11.289,0.061,20.441,0.157,3.099,22.724,4.098,20646.0
5.8,17.311,1.539,1.182,1.182,24.218,3.81,1.24,2.689,2.689,2.441,2.179,4.009,4.009,2.585,2.585,1.409,1.088,1.493,1.493,2.058,3.479,2.977,1.178,2.658,-0.131,18.25,185.166,4.38,1.042,3.107,3.92,9.814,2.715,29.192,2.741,4.694,13.097,2.381,360.41,18.452,-0.442,1.743,1.743,8.358,1.322,-0.77,-0.77,3.165,3.563,18.309,18.309,18.309,18.309,18.309,15.271,2.707,8.669,-0.335,-0.335,1.182,9.884,0.085,18.591,0.156,2.9,18.803,4.038,16307.0
5.8,19.34,1.844,1.452,1.452,26.901,4.361,1.539,3.974,3.974,2.474,2.407,4.27,4.27,2.687,2.687,1.429,1.189,1.534,1.534,2.058,3.81,2.989,1.367,2.868,0.51,20.5,216.642,4.458,1.176,3.108,4.133,10.777,2.715,30.342,2.743,4.82,14.309,2.594,414.38,19.7,-0.308,1.928,1.928,8.997,2.187,-0.579,-0.579,3.36,3.683,19.781,19.781,19.781,19.781,19.781,17.231,2.707,9.187,-0.237,-0.237,1.322,11.482,1.053,20.315,0.141,2.909,18.803,4.132,25229.0
5.0,34.329,2.24,1.597,1.597,51.895,4.44,1.87,4.417,4.417,2.769,2.567,5.211,5.211,3.725,3.725,1.715,1.693,1.816,1.816,2.319,4.148,3.206,1.537,3.039,0.864,24.5,234.712,4.757,2.103,3.418,4.192,12.456,3.106,41.999,3.108,5.153,18.034,2.466,507.63,25.769,1.064,1.993,1.993,9.642,2.385,1.738,1.738,3.34,3.872,25.342,25.342,25.342,25.342,25.342,20.792,3.124,10.618,0.728,0.728,2.206,13.677,1.341,26.028,0.113,3.214,25.167,4.338,40870.0
5.9,17.311,1.535,1.181,1.181,24.218,3.817,1.24,2.803,2.803,2.463,2.179,4.114,4.114,2.587,2.587,1.454,1.185,1.474,1.474,1.983,3.479,2.953,1.178,2.658,-0.132,17.0,179.265,4.41,0.889,3.11,3.898,9.814,2.715,30.509,2.722,4.694,13.097,2.384,357.45,18.809,-0.531,1.749,1.749,8.122,1.35,-1.005,-1.005,3.168,3.542,18.309,18.309,18.309,18.309,18.309,15.127,2.735,8.653,-0.43,-0.43,1.184,9.91,0.104,18.502,0.155,2.912,18.803,4.038,15187.0
5.8,34.392,2.188,1.842,1.842,40.97,4.876,2.17,5.498,5.498,2.971,2.791,6.275,6.275,4.975,4.975,1.903,2.013,2.029,2.029,2.527,4.794,3.399,1.743,3.236,1.254,29.5,296.821,5.221,2.5,3.468,4.382,15.69,3.072,46.54,3.153,5.344,20.568,2.732,570.67,29.386,1.5,2.296,2.296,11.494,2.563,2.407,2.407,3.513,4.034,29.04,29.04,29.04,29.04,29.04,24.616,3.05,13.377,1.07,1.07,2.551,15.483,1.589,29.947,0.1,3.318,28.89,4.48,57837.0
5.0,10.781,1.329,1.083,1.083,11.314,3.498,1.101,2.497,2.497,2.215,2.024,3.528,3.528,1.08,1.08,1.206,0.412,1.236,1.236,1.521,3.278,2.733,1.016,2.579,-0.946,15.75,215.53,4.222,0.657,3.009,3.996,8.063,2.57,26.906,2.499,4.459,11.139,2.262,346.46,16.503,-1.0,1.518,1.518,6.124,0.861,-2.705,-2.705,3.013,3.672,15.091,15.091,15.091,15.091,15.091,13.604,2.618,7.397,-1.0,-1.0,0.756,9.066,-0.851,15.533,0.188,2.657,17.785,3.898,10405.0
5.0,16.291,1.547,0.917,0.917,21.804,3.396,1.512,2.222,2.222,1.947,1.868,2.362,2.362,1.399,1.399,0.945,1.046,1.0,1.0,1.614,3.069,2.521,0.869,2.5,-0.501,16.0,157.178,3.659,0.5,3.104,3.762,8.578,2.591,26.531,2.703,4.443,11.113,1.708,312.42,16.252,-1.0,1.52,1.52,5.462,0.963,-2.428,-2.428,2.703,3.408,15.56,15.56,15.56,15.56,15.56,12.86,2.558,7.119,-0.829,-0.829,0.772,8.495,-0.785,15.944,0.182,2.761,16.397,3.866,8585.0
5.0,17.267,1.801,1.365,1.365,22.095,4.109,1.535,3.599,3.599,2.486,2.347,4.198,4.198,2.803,2.803,1.473,1.185,1.507,1.507,1.983,3.817,2.967,1.33,2.805,0.219,17.75,191.021,4.459,1.0,3.111,3.957,10.363,2.715,30.893,2.723,4.736,13.508,2.608,375.44,19.23,-0.412,1.911,1.911,8.341,1.536,-0.849,-0.849,3.342,3.584,18.809,18.809,18.809,18.809,18.809,15.696,2.735,8.806,-0.332,-0.332,1.337,10.322,0.342,19.05,0.15,2.933,18.803,4.07,17540.0
5.8,7.745,1.0,-0.301,-0.301,6.909,2.455,0.285,-0.693,-0.693,1.609,0.709,1.587,1.587,-1.552,-1.552,0.607,-0.528,0.621,0.621,1.013,2.321,2.054,-0.299,1.031,-1.746,10.75,109.322,3.247,-0.5,2.503,3.406,6.068,1.991,17.886,2.106,3.954,7.843,1.384,213.26,11.262,-2.189,1.0,1.0,4.477,0.129,-4.789,-4.789,2.419,3.058,11.069,11.069,11.069,11.069,11.069,9.14,1.975,5.137,-1.899,-1.899,-0.128,5.893,-1.802,11.234,0.249,2.202,10.958,3.533,3341.0
5.8,7.745,1.582,1.371,1.371,6.909,3.986,1.398,3.114,3.114,2.459,2.345,3.659,3.659,2.868,2.868,1.449,1.229,1.48,1.48,1.618,3.607,2.895,1.33,2.683,-0.346,17.25,185.82,4.143,1.031,3.055,3.905,10.42,2.717,28.961,2.701,4.66,12.776,2.328,340.41,18.473,-0.487,1.618,1.618,7.638,2.054,-0.871,-0.871,3.106,3.527,18.102,18.102,18.102,18.102,18.102,15.169,2.73,8.993,-0.35,-0.35,1.092,9.59,0.852,18.311,0.15,2.894,17.51,4.023,12805.0
5.0,10.638,1.492,1.236,1.236,9.826,3.972,1.285,3.058,3.058,2.382,2.215,3.928,3.928,2.53,2.53,1.365,1.091,1.411,1.411,1.989,3.484,2.868,1.208,2.697,-0.258,17.5,183.285,4.383,0.92,2.973,3.905,9.65,2.724,27.665,2.757,4.624,12.508,2.538,346.38,17.529,-0.529,1.889,1.889,8.228,1.126,-1.023,-1.023,3.269,3.515,17.394,17.394,17.394,17.394,17.394,14.991,2.724,8.595,-0.42,-0.42,0.937,9.529,-0.416,17.75,0.16,2.819,18.259,4.001,12062.0
7.553,22.317,2.32,1.742,1.742,33.429,5.228,1.989,5.578,5.578,3.021,2.707,6.962,6.962,4.482,4.482,1.991,1.703,2.037,2.037,2.507,4.884,3.4,1.667,3.066,1.134,23.25,307.921,5.647,2.062,3.234,4.355,15.77,2.916,36.665,2.958,4.965,15.983,2.849,439.5,23.765,0.887,2.232,2.232,8.087,2.631,1.776,1.776,3.523,3.825,22.786,22.786,22.786,22.786,22.786,20.376,2.902,15.019,0.655,0.655,2.223,12.431,1.676,23.145,0.129,3.026,22.275,4.275,17519.0
5.921,30.079,2.551,2.086,2.086,44.101,5.689,2.334,7.135,7.135,3.227,3.078,7.822,7.822,5.862,5.862,2.15,2.204,2.274,2.274,2.684,5.368,3.548,2.064,3.515,1.399,29.75,369.693,5.872,2.677,3.467,4.544,19.217,3.151,48.793,3.228,5.355,20.936,3.062,570.69,31.088,1.735,2.4,2.4,11.085,2.867,3.029,3.029,3.73,4.067,29.799,29.799,29.799,29.799,29.799,25.984,3.132,18.325,1.334,1.334,2.856,16.107,1.998,30.356,0.101,3.307,29.198,4.529,36698.0
5.8,16.513,1.539,1.182,1.182,22.779,3.81,1.275,2.689,2.689,2.469,2.172,4.009,4.009,2.585,2.585,1.45,1.088,1.493,1.493,2.058,3.479,2.977,1.166,2.658,0.185,17.25,199.943,4.38,1.042,2.965,4.002,9.814,2.717,29.532,2.757,4.694,13.097,2.381,378.46,18.562,-0.442,1.743,1.743,8.008,1.322,-0.77,-0.77,3.165,3.631,18.309,18.309,18.309,18.309,18.309,15.525,2.733,8.669,-0.335,-0.335,1.182,9.941,0.085,18.73,0.156,2.842,18.286,4.038,16947.0
5.8,16.291,1.547,0.917,0.917,21.804,3.396,1.512,2.222,2.222,1.947,1.868,2.362,2.362,1.399,1.399,0.945,1.046,1.0,1.0,1.614,3.069,2.521,0.869,2.5,-0.501,16.0,157.178,3.659,0.5,3.104,3.762,8.578,2.591,26.531,2.703,4.443,11.113,1.708,312.42,16.252,-1.0,1.52,1.52,5.462,0.963,-2.428,-2.428,2.703,3.408,15.56,15.56,15.56,15.56,15.56,12.86,2.558,7.119,-0.829,-0.829,0.772,8.495,-0.785,15.944,0.182,2.761,16.397,3.866,8585.0
8.0,23.408,1.311,1.154,1.154,42.894,3.474,1.242,2.558,2.558,2.182,2.109,2.64,2.64,2.304,2.304,1.176,1.175,1.205,1.205,1.468,3.466,2.676,1.097,2.636,-0.46,15.75,151.81,3.499,0.673,2.967,3.759,8.063,2.505,25.864,2.563,4.522,11.614,2.015,322.35,16.107,-1.005,1.414,1.414,7.588,0.918,-1.972,-1.972,2.861,3.421,16.154,16.154,16.154,16.154,16.154,13.391,2.49,6.91,-0.754,-0.754,0.82,8.791,-0.518,16.447,0.167,2.787,16.941,3.911,11571.0
7.5,21.251,1.468,1.186,1.186,40.027,3.497,1.311,2.622,2.622,2.402,2.127,3.134,3.134,2.436,2.436,1.394,1.206,1.416,1.416,1.534,3.466,2.863,1.113,2.661,0.075,17.5,175.729,3.724,0.835,3.025,3.875,9.417,2.637,27.665,2.687,4.65,12.687,2.301,346.38,17.683,-0.764,1.534,1.534,8.175,1.372,-1.425,-1.425,3.034,3.525,17.809,17.809,17.809,17.809,17.809,14.898,2.624,8.151,-0.584,-0.584,1.258,9.521,0.086,18.125,0.153,2.831,17.933,4.005,14511.0
5.8,22.364,1.554,1.177,1.177,32.577,3.604,1.519,2.769,2.769,2.343,2.135,2.988,2.988,2.275,2.275,1.235,1.0,1.414,1.414,1.979,3.414,2.846,1.124,2.733,0.413,18.25,186.272,3.71,1.0,3.206,3.979,9.73,2.846,32.654,2.924,4.74,13.563,2.087,404.95,19.732,-0.319,1.533,1.533,6.254,1.489,-0.618,-0.618,2.916,3.635,18.938,18.938,18.938,18.938,18.938,15.445,2.835,7.506,-0.286,-0.286,1.207,10.356,0.453,19.345,0.147,3.078,20.433,4.057,16860.0
5.0,25.914,2.025,1.417,1.417,33.11,4.133,1.708,3.629,3.629,2.534,2.359,4.533,4.533,3.135,3.135,1.464,1.47,1.615,1.615,2.205,3.903,2.99,1.323,2.833,0.23,20.0,232.1,4.529,1.121,3.206,4.207,11.028,2.855,34.718,2.882,4.839,14.529,2.242,475.4,21.322,-0.091,1.952,1.952,7.11,1.692,-0.18,-0.18,3.116,3.809,20.334,20.334,20.334,20.334,20.334,17.491,2.873,8.937,-0.085,-0.085,1.551,11.116,0.608,21.132,0.139,3.022,21.217,4.138,19846.0
5.0,12.293,0.835,0.345,0.345,14.709,2.86,0.603,0.647,0.647,1.776,1.269,2.164,2.164,-0.219,-0.219,0.784,0.14,0.832,0.832,1.213,2.632,2.33,0.318,1.567,-1.169,13.0,133.685,3.385,-0.011,2.921,3.589,7.051,2.354,22.268,2.411,4.171,9.203,1.329,255.36,13.517,-1.761,1.083,1.083,5.03,0.439,-3.54,-3.54,2.353,3.224,12.939,12.939,12.939,12.939,12.939,10.859,2.359,6.165,-1.265,-1.265,0.13,6.979,-1.245,13.229,0.228,2.645,13.405,3.69,4446.0
5.8,30.806,2.317,1.606,1.606,38.283,3.738,1.809,3.367,3.367,2.73,2.574,4.801,4.801,2.608,2.608,1.657,1.715,1.825,1.825,2.592,3.576,3.112,1.501,2.67,0.744,20.75,255.843,4.682,1.348,3.22,4.319,10.637,2.793,36.025,3.041,4.918,15.346,2.481,532.46,22.123,0.153,1.879,1.879,6.569,1.727,0.351,0.351,3.232,3.922,21.19,21.19,21.19,21.19,21.19,18.01,2.783,9.186,0.136,0.136,1.618,12.008,0.691,21.919,0.132,3.278,22.7,4.179,28255.0
5.0,30.805,2.249,1.775,1.775,46.278,4.546,1.888,4.537,4.537,3.0,2.733,5.878,5.878,4.415,4.415,1.957,1.829,2.039,2.039,2.418,4.413,3.38,1.698,3.207,1.0,26.25,271.652,4.994,2.5,3.321,4.349,14.157,2.897,41.756,2.959,5.205,18.652,3.079,529.57,26.449,1.5,2.28,2.28,11.496,2.709,2.387,2.387,3.687,3.921,25.814,25.814,25.814,25.814,25.814,22.486,2.895,11.472,1.0,1.0,2.566,14.942,1.72,26.516,0.105,3.234,25.07,4.393,43633.0
5.8,14.422,1.308,1.046,1.046,11.476,3.746,1.144,2.734,2.734,2.17,2.0,3.092,3.092,2.275,2.275,1.151,1.0,1.236,1.236,1.726,3.471,2.696,1.0,2.5,0.113,18.25,187.777,4.146,0.899,3.164,3.946,10.099,2.715,30.64,2.764,4.694,13.152,2.036,368.45,19.038,-0.304,1.61,1.61,6.653,1.583,-0.584,-0.584,2.93,3.58,18.524,18.524,18.524,18.524,18.524,15.639,2.735,8.367,-0.264,-0.264,1.175,9.998,0.48,19.088,0.154,2.866,17.933,4.038,13245.0
5.357,25.112,2.342,1.879,1.879,35.76,4.841,2.23,5.104,5.104,2.925,2.787,5.772,5.772,3.529,3.529,1.765,1.817,1.988,1.988,2.592,4.262,3.329,1.678,3.232,0.973,22.25,251.391,4.968,1.744,3.035,4.228,12.973,2.807,35.797,2.913,5.014,16.402,2.74,476.89,23.015,0.623,2.012,2.012,10.152,2.578,1.345,1.345,3.423,3.816,22.878,22.878,22.878,22.878,22.878,19.613,2.796,11.14,0.538,0.538,2.5,12.643,1.567,23.346,0.122,3.156,22.579,4.268,29191.0
5.8,23.925,1.66,1.414,1.414,32.402,4.095,1.546,3.588,3.588,2.467,2.41,3.679,3.679,3.44,3.44,1.423,1.447,1.531,1.531,1.882,4.051,2.955,1.401,2.854,0.618,21.25,220.664,4.15,2.118,3.131,4.067,11.9,2.722,33.213,2.783,4.907,15.187,2.324,411.46,21.358,0.927,1.565,1.565,9.696,2.5,1.372,1.372,3.05,3.714,21.43,21.43,21.43,21.43,21.43,17.873,2.735,10.064,0.618,0.618,2.197,11.359,1.474,21.771,0.133,2.94,21.209,4.182,22307.0
5.8,3.162,1.114,1.0,1.0,2.5,3.356,1.0,2.136,2.136,2.074,2.0,2.668,2.668,2.136,2.136,1.068,1.0,1.1,1.1,1.185,3.247,2.585,1.0,2.5,-0.932,13.75,154.242,3.51,0.564,2.925,3.699,8.453,2.651,24.214,2.687,4.418,10.843,1.759,287.35,15.358,-1.393,1.185,1.185,6.966,0.868,-2.347,-2.347,2.675,3.357,15.397,15.397,15.397,15.397,15.397,12.625,2.624,7.537,-0.932,-0.932,0.626,8.044,-0.61,15.56,0.19,2.687,14.941,3.851,7049.0
5.0,26.546,1.567,1.0,1.0,34.768,3.414,1.311,2.275,2.275,2.351,2.0,3.648,3.648,1.972,1.972,1.319,1.014,1.417,1.417,2.109,3.319,2.823,1.0,2.5,-0.133,17.5,171.074,4.125,0.802,3.168,3.859,9.507,2.715,30.971,2.787,4.685,13.084,2.058,366.46,18.659,-0.615,1.604,1.604,7.932,1.509,-1.081,-1.081,2.919,3.552,18.342,18.342,18.342,18.342,18.342,15.025,2.735,7.403,-0.506,-0.506,1.098,9.878,0.388,18.986,0.149,2.9,19.225,4.022,15682.0
5.8,17.267,1.801,1.372,1.372,22.095,4.109,1.539,3.598,3.598,2.457,2.348,4.079,4.079,2.685,2.685,1.42,1.088,1.517,1.517,2.058,3.81,2.988,1.329,2.808,0.213,18.5,213.647,4.416,1.042,3.106,4.054,10.363,2.715,30.048,2.753,4.736,13.508,2.598,394.47,19.077,-0.389,1.944,1.944,8.236,1.535,-0.731,-0.731,3.351,3.681,18.809,18.809,18.809,18.809,18.809,16.021,2.735,8.822,-0.31,-0.31,1.307,10.316,0.34,19.259,0.151,2.956,19.156,4.07,18742.0
6.8,20.842,1.625,1.362,1.362,27.457,4.368,1.531,3.805,3.805,2.469,2.304,4.133,4.133,2.587,2.587,1.449,1.274,1.474,1.474,2.279,3.651,2.953,1.277,2.744,0.307,18.75,226.06,4.433,1.183,3.01,4.167,10.615,2.759,31.943,2.792,4.788,14.046,2.385,453.32,19.916,-0.269,1.752,1.752,8.461,1.718,-0.488,-0.488,3.169,3.762,19.679,19.679,19.679,19.679,19.679,16.48,2.771,9.282,-0.21,-0.21,1.317,10.627,0.581,20.172,0.147,3.064,21.38,4.104,20324.0
6.1,19.564,1.983,1.467,1.467,26.323,4.157,1.535,3.699,3.699,2.474,2.358,4.139,4.139,2.803,2.803,1.47,1.185,1.484,1.484,2.144,3.817,2.955,1.236,2.847,0.397,19.0,209.712,4.435,1.138,3.033,4.045,10.749,2.767,31.745,2.895,4.788,14.046,2.498,408.87,19.807,-0.217,1.831,1.831,8.732,1.854,-0.334,-0.334,3.274,3.672,19.679,19.679,19.679,19.679,19.679,16.383,2.79,9.27,-0.176,-0.176,1.346,10.618,0.767,20.122,0.146,3.054,20.88,4.104,20810.0
5.0,3.784,1.118,1.0,1.0,1.825,3.457,1.0,2.275,2.275,2.0,2.0,2.901,2.901,2.275,2.275,1.0,1.0,1.04,1.04,1.445,3.414,2.5,1.0,2.5,-0.605,16.0,168.927,3.91,0.755,2.925,3.825,9.348,2.715,27.323,2.687,4.592,12.204,2.038,331.37,17.231,-0.865,1.414,1.414,7.858,1.155,-1.517,-1.517,2.872,3.47,17.154,17.154,17.154,17.154,17.154,14.339,2.735,7.648,-0.65,-0.65,1.099,9.185,-0.199,17.429,0.163,2.687,16.355,3.967,11639.0
6.377,34.549,2.318,1.711,1.711,46.674,4.569,2.29,4.732,4.732,2.826,2.606,5.397,5.397,3.968,3.968,1.766,2.215,1.885,1.885,2.49,4.338,3.12,1.479,3.058,1.023,24.25,263.019,4.869,1.819,3.303,4.276,13.196,2.94,41.755,3.119,5.092,17.427,2.617,530.5,25.373,0.72,2.116,2.116,8.985,2.058,1.318,1.318,3.356,3.916,24.488,24.488,24.488,24.488,24.488,20.636,2.941,10.596,0.612,0.612,2.0,13.269,1.0,25.536,0.119,3.212,26.656,4.31,32774.0
5.0,26.932,1.609,1.0,1.0,36.798,3.302,1.358,2.136,2.136,1.995,1.984,2.476,2.476,1.811,1.811,0.983,1.077,1.036,1.036,2.14,3.273,2.242,0.98,2.17,-0.323,16.25,201.5,3.45,0.372,3.067,4.127,8.559,2.57,30.157,2.604,4.56,11.915,1.782,380.59,18.061,-0.972,1.423,1.423,4.316,0.997,-2.339,-2.339,2.727,3.665,16.419,16.419,16.419,16.419,16.419,14.413,2.618,6.671,-0.805,-0.805,0.447,9.286,-0.42,17.048,0.166,2.866,18.571,3.941,12486.0
5.0,25.266,2.303,1.877,1.877,30.58,4.979,2.04,5.314,5.314,2.957,2.847,5.967,5.967,4.702,4.702,1.932,1.903,1.974,1.974,2.417,4.761,3.342,1.809,3.314,1.122,26.25,289.671,5.064,2.528,3.446,4.336,15.698,3.023,44.858,3.04,5.233,19.081,2.702,515.66,28.163,1.507,2.125,2.125,10.362,2.777,2.716,2.716,3.395,3.937,26.999,26.999,26.999,26.999,26.999,22.853,3.03,14.368,1.067,1.067,2.655,14.516,1.857,27.369,0.107,3.287,26.509,4.42,35103.0
5.8,13.493,1.0,0.926,0.926,13.971,3.414,0.992,2.275,2.275,2.0,1.871,2.386,2.386,-0.363,-0.363,1.0,0.06,1.0,1.0,1.115,2.802,2.5,0.873,2.311,-1.0,13.5,149.963,3.641,0.0,3.009,3.719,7.664,2.57,24.795,2.499,4.278,9.876,1.605,281.4,14.845,-1.276,1.103,1.103,5.241,0.5,-3.0,-3.0,2.572,3.308,13.541,13.541,13.541,13.541,13.541,11.76,2.618,6.533,-1.0,-1.0,0.209,7.715,-1.0,13.793,0.209,2.687,15.198,3.775,5641.0
5.8,3.255,1.139,1.0,1.0,1.325,3.457,1.0,2.275,2.275,2.0,2.0,2.901,2.901,2.275,2.275,1.0,1.0,1.04,1.04,1.464,3.414,2.5,1.0,2.5,-0.604,16.0,170.176,3.91,0.755,2.925,3.834,9.348,2.715,26.992,2.687,4.592,12.204,2.038,333.36,17.176,-0.865,1.414,1.414,7.821,1.155,-1.517,-1.517,2.872,3.474,17.154,17.154,17.154,17.154,17.154,14.384,2.735,7.648,-0.65,-0.65,1.099,9.21,-0.199,17.451,0.163,2.687,15.485,3.967,11991.0
5.0,31.688,2.125,1.533,1.533,45.905,4.041,2.062,3.523,3.523,2.618,2.447,4.366,4.366,3.368,3.368,1.555,1.929,1.693,1.693,2.186,3.907,3.009,1.4,2.82,0.794,23.0,235.802,4.446,1.723,3.206,4.185,12.115,2.91,38.257,3.013,5.026,16.529,2.521,485.99,23.634,0.507,1.867,1.867,8.856,2.199,0.771,0.771,3.314,3.832,23.162,23.162,23.162,23.162,23.162,19.543,2.926,9.491,0.383,0.383,2.0,12.575,1.0,23.947,0.124,3.237,23.545,4.258,29467.0
