pXC50,ATSC3i,IC5,TIC5,ATSC4i,TIC4,ATSC4m,CATS2D_08_LL,ATS2e,ATS4e,ATSC2p,ATS3e,ATS2i,ATS2v,SpMin4_Bh.e.,SpMin8_Bh.p.,SpMin4_Bh.v.,SpMin4_Bh.i.,ATS3v,TIC3,ATSC5i,ATSC2i,SpMin3_Bh.p.,ATS8v,X2v,ATSC4p,ATS1i,ATS1v,X1Kup,BLTA96,BLTD48,BLTF96,MLOGP,MLOGP2,IC4,X1v,CATS2D_09_LL,X1MulPer,ATS1e,ATSC1i,ATS3p,SpMax6_Bh.m.,X1Per,CATS2D_07_LL,ATS5e,Chi1_EA.bo.,Psi_i_1,ATS5i,SpMin4_Bh.p.,ATS2p,Sv,ATSC8i,ATS4i,SpMin2_Bh.v.,SpMax8_Bh.i.,ATSC3v,ATSC2m,ATS1p,SpMin4_Bh.s.,Si,ATSC4v,nBT,SpMin3_Bh.v.,SpMax6_Bh.e.,SpMax7_Bh.i.,H.046
6.572,1.631,5.315,302.965,1.659,302.965,33.728,6,4.685,5.014,9.239,4.961,4.852,4.044,1.631,1.293,1.855,1.557,4.189,300.21,1.581,1.295,1.875,3.619,7.91,12.011,4.238,3.667,10.6,-4.65,-4.57,-4.3,3.423,11.717,5.315,10.715,3,10.314,4.128,0.777,4.242,3.191,8.551,11,5.0,13.354,18.29,5.221,1.829,4.09,36.224,0.98,5.202,2.003,3.145,15.688,22.337,3.693,1.064,63.817,15.372,60,1.88,3.32,3.302,8
5.156,1.237,5.033,221.46,1.248,221.46,27.064,1,4.451,4.77,7.286,4.715,4.619,3.758,1.414,1.034,1.626,1.356,3.91,221.46,1.195,0.987,1.807,3.117,5.953,9.5,3.98,3.378,7.921,-3.25,-3.24,-3.11,2.025,4.099,5.033,8.029,0,7.734,3.875,0.593,3.968,2.949,6.339,2,4.748,10.194,13.645,4.98,1.595,3.804,27.149,0.624,4.954,1.891,2.852,12.414,18.542,3.399,0.932,49.488,12.451,46,1.822,3.137,3.002,5
7.377,1.641,5.182,243.556,1.805,243.556,26.442,6,4.552,4.904,8.045,4.784,4.689,3.948,1.416,1.098,1.626,1.36,4.094,241.556,1.726,1.755,1.865,3.503,7.123,10.932,4.062,3.55,9.116,-5.57,-5.44,-5.08,4.338,18.817,5.182,9.273,3,8.95,3.972,0.842,4.102,3.159,7.305,9,4.889,12.642,16.793,5.103,1.597,3.944,31.584,1.188,5.062,1.99,2.959,11.433,16.592,3.541,0.932,53.298,11.349,50,1.87,3.282,3.17,5
6.796,1.41,5.17,227.46,1.38,227.46,24.331,5,4.443,4.768,7.244,4.723,4.585,3.87,1.416,1.068,1.626,1.36,4.005,227.46,1.301,1.082,1.863,3.318,6.587,9.682,3.989,3.482,8.533,-5.14,-5.03,-4.71,3.908,15.273,5.17,8.639,2,8.335,3.896,0.639,4.037,2.959,6.836,7,4.759,11.122,15.42,4.979,1.596,3.892,29.29,0.812,4.938,1.97,2.95,11.035,15.361,3.492,0.932,49.203,11.241,47,1.869,3.132,2.969,5
6.648,1.788,5.006,300.374,1.887,300.374,41.474,6,4.736,5.176,9.818,5.03,4.907,4.102,1.712,1.252,1.867,1.65,4.266,297.619,1.642,1.368,1.899,3.629,9.358,14.702,4.286,3.706,10.792,-4.86,-4.77,-4.47,3.627,13.158,5.006,10.904,3,10.351,4.174,0.817,4.328,3.189,8.627,9,5.051,13.909,18.992,5.261,1.856,4.144,37.75,1.019,5.407,2.014,3.115,16.527,23.981,3.736,1.06,67.232,19.829,63,1.913,3.307,3.255,5
6.827,1.641,5.012,235.556,1.795,235.556,26.556,6,4.552,4.891,8.045,4.783,4.689,3.948,1.416,1.073,1.627,1.361,4.089,235.556,1.547,1.755,1.867,3.448,7.152,11.002,4.062,3.55,9.11,-5.57,-5.44,-5.08,4.338,18.817,5.012,9.267,3,8.941,3.972,0.842,4.101,3.137,7.296,9,4.854,12.654,16.788,5.077,1.6,3.944,31.584,0.929,5.063,1.99,2.925,11.404,16.592,3.541,0.932,53.298,11.403,50,1.871,3.24,3.13,5
6.565,1.344,5.029,231.329,1.38,231.329,26.833,4,4.468,4.819,7.394,4.746,4.619,3.887,1.416,1.065,1.627,1.36,4.029,228.574,1.297,1.044,1.865,3.351,6.699,10.156,4.04,3.497,8.648,-4.24,-4.18,-3.95,3.011,9.063,5.029,8.739,2,8.425,3.934,0.632,4.078,2.977,6.938,7,4.799,11.116,15.534,5.03,1.598,3.922,29.928,0.731,5.006,1.987,2.925,12.032,16.888,3.516,0.932,51.362,12.738,49,1.871,3.15,3.067,5
6.0,1.434,5.054,242.568,1.519,242.568,29.195,8,4.508,4.879,7.838,4.784,4.679,3.919,1.423,1.094,1.634,1.367,4.07,239.814,1.422,1.113,1.869,3.409,7.06,10.962,4.074,3.525,8.972,-4.57,-4.5,-4.23,3.343,11.175,5.054,9.042,5,8.671,3.957,0.658,4.142,3.007,7.178,10,4.864,11.116,15.846,5.115,1.611,3.976,30.74,0.809,5.087,2.019,2.945,13.427,18.551,3.563,0.936,53.567,14.74,51,1.875,3.192,3.122,8
6.567,1.641,5.182,243.556,1.795,243.556,26.558,6,4.552,4.891,8.045,4.783,4.689,3.948,1.416,1.098,1.627,1.36,4.089,243.556,1.557,1.755,1.867,3.477,7.155,11.0,4.062,3.55,9.11,-5.57,-5.44,-5.08,4.338,18.817,5.182,9.267,3,8.941,3.972,0.842,4.101,3.147,7.297,9,4.868,12.66,16.788,5.076,1.599,3.944,31.584,1.01,5.063,1.99,2.958,11.404,16.592,3.541,0.932,53.298,11.433,50,1.871,3.254,3.157,5
9.461,3.018,5.364,359.408,3.568,359.408,66.881,13,4.99,5.629,13.635,5.353,5.148,4.348,1.643,1.434,1.822,1.596,4.602,355.408,3.443,3.023,1.909,4.329,12.053,23.679,4.428,3.849,12.657,-6.62,-6.44,-5.97,5.392,29.072,5.364,13.222,6,12.394,4.316,1.405,4.666,3.32,10.021,19,5.701,18.546,24.106,5.966,1.801,4.373,42.555,3.143,5.857,2.023,3.304,24.194,28.861,3.857,1.133,77.456,30.591,71,1.924,3.381,3.342,18
5.569,1.743,5.012,235.556,2.066,235.556,43.932,0,4.604,5.27,10.39,5.047,4.791,3.965,1.424,1.144,1.647,1.357,4.228,223.556,1.993,1.185,1.765,2.776,8.387,18.124,4.04,3.443,8.694,-4.83,-4.74,-4.45,3.599,12.953,5.012,8.722,0,8.394,3.915,0.628,4.367,2.948,6.842,4,5.305,10.873,15.527,5.627,1.608,4.069,27.278,0.582,5.523,1.925,2.922,21.093,22.842,3.521,1.043,52.816,25.483,50,1.785,3.119,3.109,21
5.602,0.813,4.741,156.465,0.791,156.465,16.285,4,4.079,4.313,4.825,4.288,4.187,3.544,1.184,0.87,1.424,1.138,3.562,150.465,0.66,0.661,1.783,3.018,4.48,6.158,3.707,3.205,6.177,-3.8,-3.76,-3.57,2.566,6.585,4.741,6.256,1,6.059,3.62,0.421,3.607,2.776,5.027,8,4.118,7.842,11.158,4.324,1.42,3.562,22.327,0.557,4.5,1.976,2.582,7.323,9.81,3.205,0.605,36.618,7.168,35,1.742,2.886,2.925,0
7.523,2.645,5.378,397.99,3.205,397.99,64.407,31,4.998,5.639,14.239,5.417,5.173,4.391,1.793,1.49,1.926,1.758,4.626,388.48,3.289,1.821,1.92,4.419,12.137,24.661,4.502,3.919,13.726,-5.77,-5.64,-5.25,4.543,20.636,5.378,13.792,22,13.331,4.374,1.017,4.752,3.253,10.958,40,5.709,17.305,24.631,5.997,1.905,4.482,44.955,2.468,5.89,2.07,3.314,29.499,32.832,3.981,1.222,82.889,35.517,79,1.936,3.381,3.416,18
6.0,2.585,5.312,377.122,3.093,377.122,62.17,25,4.961,5.607,13.506,5.389,5.133,4.357,1.768,1.417,1.916,1.73,4.604,362.103,3.189,1.76,1.905,4.353,11.734,24.354,4.462,3.884,13.286,-6.53,-6.35,-5.89,5.297,28.057,5.312,13.355,20,12.916,4.337,0.978,4.722,3.24,10.627,35,5.684,16.952,23.937,5.956,1.903,4.444,43.428,2.569,5.854,2.052,3.305,28.198,31.395,3.943,1.116,79.474,34.615,76,1.926,3.414,3.319,19
8.77,2.706,5.478,416.313,3.281,412.313,67.854,19,5.055,5.769,15.585,5.484,5.281,4.293,1.678,1.454,1.871,1.62,4.584,364.274,3.287,1.877,1.914,4.14,12.511,28.184,4.509,3.793,12.893,-7.15,-6.94,-6.42,5.918,35.019,5.425,12.938,12,12.299,4.358,1.044,4.758,3.235,10.266,21,5.845,15.386,21.446,6.167,1.839,4.429,40.853,2.071,6.056,2.028,3.268,33.026,36.93,3.896,1.273,86.257,40.793,79,1.938,3.418,3.379,39
5.658,2.268,5.252,325.65,2.626,325.65,57.393,0,4.894,5.519,12.019,5.303,5.087,4.183,1.588,1.376,1.794,1.532,4.447,321.65,2.553,1.605,1.895,3.774,10.312,20.944,4.34,3.677,11.172,-3.69,-3.65,-3.48,2.458,6.041,5.252,11.288,0,10.867,4.209,0.893,4.572,3.115,8.825,6,5.583,14.856,19.97,5.884,1.768,4.266,35.616,1.446,5.774,1.985,3.206,25.667,31.171,3.732,1.167,70.268,30.943,66,1.91,3.248,3.226,18
6.149,2.416,5.118,332.66,2.931,332.66,67.661,6,4.891,5.61,13.659,5.328,5.091,4.22,1.617,1.343,1.807,1.562,4.509,324.66,2.812,1.63,1.884,3.885,11.944,26.295,4.355,3.71,11.245,-5.49,-5.37,-5.01,4.265,18.186,5.118,11.698,6,10.674,4.221,0.901,4.664,3.191,8.83,9,5.622,14.22,19.843,5.907,1.775,4.336,37.12,1.812,5.879,1.976,3.181,27.938,31.88,3.807,1.149,73.311,35.676,68,1.909,3.258,3.258,23
6.92,2.366,5.636,355.059,2.841,355.059,57.989,14,4.876,5.536,12.369,5.304,5.049,4.278,1.66,1.394,1.835,1.615,4.522,341.549,2.812,1.629,1.914,3.99,10.972,22.637,4.355,3.775,11.948,-5.37,-5.25,-4.91,4.137,17.117,5.636,12.017,12,11.616,4.23,0.89,4.643,3.223,9.511,19,5.584,15.296,21.942,5.876,1.825,4.36,38.374,1.758,5.785,2.029,3.212,26.141,28.867,3.83,1.138,70.643,32.237,68,1.925,3.397,3.309,19
5.602,0.813,4.741,156.465,0.789,156.465,16.298,4,4.079,4.302,4.825,4.288,4.187,3.544,1.205,0.88,1.438,1.163,3.552,153.71,0.626,0.661,1.783,2.932,4.511,6.19,3.707,3.205,6.171,-3.8,-3.76,-3.57,2.566,6.585,4.741,6.25,1,6.05,3.62,0.421,3.606,2.803,5.02,8,4.082,7.858,11.154,4.3,1.438,3.562,22.327,0.47,4.502,1.977,2.595,7.29,9.81,3.205,0.611,36.618,7.382,35,1.743,2.926,2.925,0
5.041,2.131,4.99,389.242,2.485,389.242,49.531,29,4.939,5.391,12.386,5.21,5.12,4.299,1.835,1.584,1.948,1.809,4.483,369.732,2.744,1.678,1.964,4.397,10.134,19.608,4.527,3.94,13.745,-6.92,-6.72,-6.22,5.688,32.355,4.99,13.86,26,13.233,4.407,1.017,4.574,3.441,11.12,23,5.505,16.347,23.098,5.75,1.947,4.372,48.67,1.992,5.597,2.046,3.407,22.645,30.582,3.99,1.048,87.098,26.582,81,1.984,3.517,3.54,10
8.161,2.902,5.324,393.99,3.206,393.99,72.167,20,5.099,5.754,16.416,5.564,5.28,4.437,1.642,1.445,1.825,1.598,4.677,374.97,2.82,1.979,1.92,4.29,13.706,26.642,4.514,3.894,13.965,-6.1,-5.95,-5.53,4.87,23.713,5.324,14.043,14,13.6,4.387,1.041,4.823,3.203,11.049,31,5.675,18.355,25.509,5.967,1.807,4.536,42.702,2.28,6.027,2.153,3.304,34.37,38.146,3.961,1.244,83.431,38.423,80,1.935,3.338,3.313,30
8.222,1.052,4.658,153.71,1.106,153.71,25.076,0,4.203,4.632,5.931,4.547,4.382,3.587,1.229,0.804,1.521,1.14,3.769,153.71,1.003,0.795,1.591,1.801,5.535,9.429,3.703,3.148,6.191,-4.45,-4.38,-4.13,3.22,10.369,4.658,6.584,0,5.986,3.587,0.447,3.888,2.86,4.894,1,4.598,7.907,11.059,4.882,1.483,3.672,20.778,0.116,4.858,1.854,2.635,11.671,14.532,3.205,0.676,36.973,12.712,35,1.629,2.781,2.743,4
8.481,2.901,5.586,458.035,3.563,448.035,73.236,22,5.125,5.838,16.684,5.554,5.352,4.354,1.686,1.516,1.879,1.628,4.654,396.816,3.738,2.008,1.921,4.271,13.235,30.577,4.582,3.859,13.884,-7.54,-7.32,-6.75,6.311,39.834,5.464,13.925,16,13.229,4.429,1.121,4.826,3.294,11.064,25,5.951,16.33,22.796,6.262,1.847,4.492,43.906,2.388,6.121,2.029,3.312,35.234,39.553,3.965,1.277,93.088,44.19,85,1.943,3.474,3.445,41
6.456,2.345,5.465,349.735,2.815,349.735,58.799,12,4.874,5.547,12.34,5.299,5.062,4.23,1.639,1.393,1.818,1.591,4.495,337.471,2.807,1.626,1.903,3.966,10.622,22.487,4.36,3.74,11.592,-5.51,-5.39,-5.03,4.284,18.352,5.465,11.668,10,11.207,4.229,0.906,4.621,3.215,9.23,17,5.614,14.91,20.794,5.91,1.798,4.32,37.901,1.731,5.8,2.018,3.203,26.293,29.797,3.803,1.079,72.059,32.455,68,1.917,3.371,3.309,19
5.921,0.965,4.771,162.219,1.139,162.219,24.095,1,4.171,4.67,6.039,4.501,4.309,3.673,1.329,0.744,1.55,1.275,3.874,162.219,1.099,0.697,1.549,2.151,5.908,10.203,3.712,3.235,6.441,-5.18,-5.07,-4.75,3.95,15.605,4.771,6.818,0,6.195,3.62,0.399,3.981,2.801,5.086,2,4.644,8.222,11.782,4.904,1.512,3.746,22.472,0.185,4.869,1.856,2.568,11.234,12.334,3.283,0.734,37.684,13.177,36,1.551,2.889,2.837,9
7.42,2.561,5.273,469.321,2.852,469.321,57.56,37,5.084,5.524,15.035,5.389,5.263,4.465,1.887,1.669,1.996,1.859,4.604,456.566,2.676,1.949,1.99,4.602,12.917,22.44,4.662,4.084,15.975,-7.59,-7.36,-6.79,6.358,40.427,5.273,16.063,37,15.397,4.54,1.158,4.723,3.507,12.944,37,5.443,18.854,27.116,5.657,1.988,4.55,55.25,2.568,5.781,2.044,3.483,28.028,35.133,4.141,1.183,99.344,31.759,93,2.013,3.659,3.648,18
5.538,1.859,4.836,338.52,2.148,338.52,45.368,9,4.845,5.269,10.96,5.107,5.061,4.07,1.613,1.484,1.809,1.559,4.288,320.52,2.368,1.484,1.921,4.015,8.294,17.172,4.412,3.724,11.631,-5.84,-5.7,-5.31,4.606,21.216,4.836,11.745,8,11.118,4.277,0.939,4.383,3.279,9.452,9,5.432,13.345,18.13,5.684,1.792,4.161,40.67,1.522,5.476,1.966,3.322,20.498,29.723,3.785,1.048,79.098,24.166,71,1.932,3.496,3.407,16
5.398,1.916,4.586,321.011,2.253,321.011,47.501,7,4.845,5.321,10.901,5.116,5.061,4.083,1.613,1.416,1.809,1.56,4.328,315.011,2.469,1.493,1.929,3.992,8.901,18.774,4.412,3.724,11.414,-5.84,-5.7,-5.31,4.606,21.216,4.586,11.524,8,10.783,4.277,0.939,4.416,3.23,9.186,9,5.516,13.376,18.161,5.771,1.791,4.165,40.67,1.526,5.527,1.977,3.226,20.429,29.739,3.785,0.989,79.098,26.139,71,1.937,3.453,3.407,10
5.328,1.837,4.868,316.434,2.037,316.434,42.903,7,4.802,5.225,10.558,5.09,5.004,4.072,1.615,1.415,1.811,1.562,4.281,310.434,2.153,1.448,1.941,3.915,8.354,16.662,4.352,3.698,11.217,-5.24,-5.13,-4.8,4.013,16.103,4.868,11.331,7,10.809,4.224,0.886,4.377,3.216,9.065,7,5.332,13.431,18.309,5.591,1.795,4.153,38.616,1.342,5.432,2.023,3.224,20.075,28.032,3.75,0.973,73.268,23.014,67,1.945,3.306,3.326,12
5.328,1.973,4.867,330.928,2.226,330.928,47.165,9,4.848,5.317,11.138,5.158,5.052,4.108,1.644,1.415,1.871,1.587,4.349,324.928,2.267,1.512,1.874,3.984,8.708,18.169,4.395,3.735,11.717,-5.44,-5.32,-4.97,4.214,17.759,4.867,11.831,8,11.299,4.265,0.925,4.446,3.272,9.481,9,5.403,13.931,18.975,5.671,1.873,4.194,40.143,1.434,5.534,1.953,3.364,21.671,29.475,3.79,1.048,76.683,25.392,70,1.912,3.376,3.407,14
9.699,3.134,5.59,391.275,3.642,391.275,66.827,13,5.024,5.664,14.145,5.374,5.192,4.359,1.648,1.473,1.826,1.601,4.611,379.275,3.292,3.103,1.926,4.3,12.018,23.653,4.468,3.864,12.932,-6.62,-6.44,-5.97,5.392,29.072,5.59,13.149,6,12.631,4.35,1.453,4.679,3.238,10.26,22,5.73,18.561,24.267,6.011,1.808,4.387,43.255,2.875,5.899,2.023,3.339,25.476,32.332,3.876,1.13,80.927,31.702,74,1.942,3.39,3.381,21
7.398,1.868,5.438,375.224,2.003,375.224,41.804,16,4.836,5.205,11.528,5.121,5.001,4.207,1.703,1.397,1.884,1.654,4.327,369.224,1.905,1.466,1.986,4.052,9.704,16.254,4.407,3.839,12.415,-6.18,-6.02,-5.6,4.952,24.518,5.438,12.515,11,12.002,4.297,0.878,4.419,3.371,10.034,19,5.145,14.907,21.142,5.358,1.871,4.272,43.309,1.527,5.433,2.043,3.262,20.013,26.855,3.882,1.123,76.979,22.01,72,1.99,3.455,3.438,9
9.174,2.819,5.528,436.714,3.472,426.714,71.514,20,5.091,5.82,16.182,5.52,5.318,4.328,1.683,1.465,1.875,1.625,4.63,375.495,3.569,1.944,1.915,4.2,13.06,29.798,4.546,3.826,13.304,-7.35,-7.13,-6.59,6.116,37.405,5.401,13.349,13,12.645,4.394,1.082,4.803,3.268,10.585,23,5.91,15.876,22.142,6.228,1.844,4.465,42.379,2.206,6.107,2.028,3.277,34.429,38.247,3.932,1.275,89.673,43.114,82,1.938,3.432,3.379,41
8.097,3.026,4.973,422.72,3.675,422.72,77.347,30,5.135,5.844,16.785,5.542,5.341,4.469,1.713,1.539,1.898,1.657,4.741,406.295,3.474,2.085,1.923,4.423,15.162,29.82,4.627,3.97,14.521,-6.46,-6.29,-5.83,5.229,27.343,4.973,14.586,34,13.725,4.486,1.178,4.883,3.335,11.475,30,5.824,18.231,25.508,6.123,1.861,4.57,48.589,2.691,6.127,2.094,3.321,34.973,39.561,4.05,1.246,95.965,43.895,89,1.938,3.476,3.464,36
7.585,0.699,4.72,136.881,0.743,132.881,15.519,1,3.976,4.289,4.397,4.257,4.082,3.561,1.091,0.687,1.303,1.085,3.686,124.127,0.704,0.51,1.551,2.128,5.394,6.923,3.555,3.159,5.819,-5.64,-5.51,-5.14,4.41,19.445,4.582,6.593,0,5.635,3.481,0.299,3.794,2.708,4.619,2,4.205,7.395,10.789,4.419,1.359,3.634,20.616,0.161,4.46,1.837,2.493,8.076,5.611,3.204,0.297,31.752,8.097,31,1.579,2.83,2.62,4
7.699,2.263,5.447,332.265,2.674,332.265,55.801,12,4.827,5.496,12.014,5.269,5.005,4.196,1.635,1.376,1.815,1.587,4.446,320.001,2.592,1.551,1.903,3.882,10.244,21.353,4.317,3.708,11.211,-5.31,-5.2,-4.86,4.08,16.643,5.447,11.273,10,10.889,4.186,0.864,4.577,3.188,8.945,17,5.539,14.441,20.179,5.838,1.794,4.288,36.374,1.594,5.758,2.007,3.193,25.311,28.066,3.768,1.06,68.643,30.952,65,1.917,3.29,3.308,19
7.854,2.563,5.734,407.122,3.059,404.367,61.693,22,4.958,5.601,13.713,5.386,5.129,4.363,1.745,1.432,1.873,1.709,4.601,386.103,3.064,1.747,1.926,4.152,11.825,24.543,4.463,3.888,13.282,-6.26,-6.1,-5.66,5.029,25.29,5.695,13.344,25,12.904,4.337,0.976,4.728,3.241,10.617,22,5.65,16.919,23.969,5.94,1.86,4.453,43.428,1.964,5.855,2.07,3.307,28.562,31.245,3.948,1.187,79.474,34.968,76,1.934,3.414,3.332,19
7.979,2.729,5.485,411.387,3.325,403.387,70.367,16,5.036,5.725,14.349,5.453,5.24,4.339,1.681,1.448,1.872,1.631,4.619,383.122,3.484,1.896,1.912,4.244,12.317,25.833,4.51,3.851,13.238,-6.19,-6.03,-5.61,4.961,24.615,5.378,13.32,16,12.712,4.372,1.058,4.746,3.236,10.518,22,5.811,16.589,23.103,6.093,1.847,4.439,43.008,2.48,5.983,2.031,3.251,30.501,36.015,3.925,1.124,84.719,38.036,79,1.927,3.422,3.382,25
6.388,1.651,5.031,226.379,1.807,226.379,40.284,0,4.572,5.174,8.982,5.006,4.762,3.878,1.423,1.04,1.647,1.357,4.106,226.379,1.649,1.178,1.779,2.758,7.559,15.073,4.021,3.375,8.217,-3.62,-3.59,-3.42,2.39,5.712,5.031,8.275,0,8.02,3.892,0.639,4.239,2.844,6.504,4,5.165,10.655,14.651,5.487,1.609,3.969,25.773,0.49,5.438,1.914,2.885,18.753,22.496,3.437,1.038,50.9,21.917,48,1.803,3.03,2.993,10
6.524,1.583,4.944,212.574,1.711,212.574,37.34,0,4.529,5.088,8.591,4.949,4.718,3.857,1.422,1.022,1.645,1.357,4.076,208.574,1.586,1.134,1.764,2.67,7.34,14.108,3.972,3.359,8.073,-3.52,-3.5,-3.34,2.293,5.259,4.944,8.128,0,7.871,3.846,0.611,4.199,2.859,6.379,4,5.084,10.404,14.434,5.397,1.608,3.944,25.246,0.44,5.338,1.908,2.87,17.528,21.033,3.419,1.032,48.484,20.218,46,1.783,3.025,2.97,10
8.616,2.842,5.76,478.109,3.383,466.109,82.316,21,5.141,5.783,16.362,5.549,5.361,4.366,1.693,1.574,1.895,1.631,4.637,442.599,3.509,2.029,1.904,4.499,13.351,28.048,4.599,3.895,14.369,-6.48,-6.31,-5.86,5.255,27.61,5.616,15.508,20,13.81,4.454,1.149,4.793,3.4,11.405,23,5.888,17.542,23.844,6.185,1.859,4.498,46.141,2.817,6.05,2.002,3.378,33.586,46.251,3.99,1.283,94.222,40.707,86,1.923,3.429,3.475,28
8.294,2.378,5.422,352.434,2.884,340.434,62.65,4,4.915,5.626,12.471,5.336,5.133,4.166,1.55,1.418,1.769,1.48,4.471,322.925,2.875,1.653,1.878,3.772,10.461,23.262,4.37,3.663,11.243,-4.98,-4.88,-4.58,3.748,14.05,5.237,11.332,4,10.825,4.225,0.926,4.613,3.145,8.942,6,5.719,14.145,19.312,6.024,1.728,4.275,35.955,1.452,5.895,1.972,3.227,27.513,32.345,3.741,1.137,73.889,34.555,68,1.894,3.304,3.335,22
9.041,2.532,5.544,393.612,3.038,381.612,65.901,10,4.995,5.685,13.62,5.413,5.216,4.23,1.622,1.441,1.828,1.56,4.523,364.103,3.032,1.778,1.9,4.025,11.168,24.599,4.453,3.739,12.243,-5.4,-5.28,-4.93,4.167,17.364,5.375,12.332,8,11.805,4.306,1.002,4.673,3.235,9.776,12,5.774,15.145,20.646,6.082,1.802,4.347,39.008,1.801,5.957,1.987,3.24,29.639,35.022,3.821,1.235,80.719,36.558,74,1.923,3.405,3.378,26
5.187,0.849,4.522,126.606,0.803,126.606,15.254,0,3.996,4.245,4.935,4.293,4.157,3.423,0.997,0.517,1.203,0.961,3.526,124.606,0.722,0.648,1.568,0.941,4.162,6.17,3.551,3.025,5.415,-3.58,-3.55,-3.38,2.347,5.506,4.522,5.446,0,5.301,3.435,0.378,3.628,2.509,4.343,0,4.184,6.581,9.531,4.449,1.219,3.499,17.897,0.065,4.463,1.841,2.247,8.677,11.002,3.069,0.415,31.199,8.481,30,1.605,2.65,2.688,4
8.533,2.778,5.639,428.578,3.413,418.578,69.706,28,5.04,5.714,14.426,5.457,5.227,4.4,1.766,1.46,1.927,1.721,4.663,389.558,3.616,1.915,1.944,4.455,12.495,26.505,4.527,3.922,13.955,-6.79,-6.6,-6.12,5.56,30.917,5.508,14.037,23,13.513,4.398,1.057,4.783,3.241,11.123,38,5.817,17.647,24.903,6.095,1.912,4.49,45.482,2.847,5.965,2.045,3.321,30.521,35.066,3.987,1.092,85.304,38.126,81,1.962,3.423,3.385,19
7.951,2.343,5.338,336.304,2.878,324.304,61.677,4,4.896,5.603,12.149,5.31,5.107,4.16,1.444,1.389,1.668,1.378,4.467,298.794,2.91,1.637,1.832,3.712,10.902,23.322,4.352,3.675,11.296,-4.98,-4.88,-4.58,3.748,14.05,5.148,11.383,4,10.932,4.212,0.916,4.602,3.166,8.932,6,5.717,14.68,20.184,6.023,1.633,4.266,35.428,1.336,5.862,1.95,3.223,26.746,31.565,3.746,1.071,71.474,34.322,67,1.843,3.298,3.296,19
8.249,2.552,5.525,381.224,3.143,369.224,66.191,14,4.96,5.671,13.196,5.379,5.161,4.276,1.638,1.426,1.831,1.581,4.557,348.959,3.183,1.768,1.924,4.089,11.381,24.914,4.431,3.784,12.3,-5.53,-5.4,-5.04,4.3,18.487,5.351,12.389,12,11.882,4.296,0.98,4.694,3.235,9.776,18,5.748,15.646,21.796,6.049,1.815,4.375,39.955,1.955,5.937,2.028,3.229,28.969,33.215,3.853,1.137,77.889,36.61,73,1.938,3.392,3.375,19
5.945,2.143,5.006,300.374,2.376,300.374,53.088,3,4.826,5.462,11.322,5.242,5.034,4.103,1.615,1.246,1.805,1.56,4.347,296.374,2.188,1.529,1.884,3.711,10.335,19.525,4.294,3.614,10.439,-4.26,-4.2,-3.97,3.031,9.185,5.006,10.51,3,10.008,4.153,0.858,4.486,3.08,8.263,12,5.43,13.398,18.214,5.715,1.775,4.198,33.901,1.433,5.746,1.972,3.086,23.802,29.26,3.685,1.148,68.059,28.944,63,1.902,3.207,3.229,12
8.516,2.455,5.484,372.928,2.961,360.928,64.293,6,4.956,5.656,13.046,5.376,5.175,4.198,1.596,1.428,1.804,1.531,4.497,343.418,2.955,1.716,1.889,3.913,10.815,23.901,4.412,3.702,11.743,-5.19,-5.08,-4.76,3.959,15.677,5.308,11.832,6,11.315,4.267,0.964,4.643,3.223,9.359,10,5.748,14.645,19.979,6.055,1.771,4.311,37.482,1.653,5.927,1.979,3.229,28.581,33.688,3.782,1.207,77.304,35.54,71,1.91,3.36,3.373,24
6.25,1.075,4.658,153.71,1.12,151.71,23.272,0,4.193,4.623,5.921,4.534,4.383,3.54,1.231,0.818,1.527,1.14,3.719,147.71,1.016,0.812,1.597,1.377,4.955,9.037,3.704,3.112,6.061,-3.93,-3.88,-3.68,2.696,7.268,4.597,6.106,0,5.893,3.578,0.459,3.839,2.567,4.844,0,4.585,7.497,10.582,4.884,1.49,3.628,19.951,0.136,4.859,1.868,2.635,11.753,14.789,3.17,0.678,37.029,12.719,35,1.634,2.781,2.747,4
8.056,3.014,5.438,413.294,3.558,413.294,73.064,24,5.063,5.738,15.178,5.449,5.249,4.4,1.65,1.467,1.836,1.601,4.661,397.558,3.305,2.576,1.919,4.427,13.371,26.191,4.533,3.903,13.518,-6.45,-6.28,-5.83,5.218,27.228,5.438,13.659,13,13.005,4.403,1.281,4.769,3.262,10.713,30,5.757,18.208,24.563,6.046,1.815,4.467,45.158,3.218,6.001,2.068,3.314,29.831,36.325,3.95,1.244,86.739,37.534,80,1.935,3.381,3.39,27
6.0,2.306,5.081,325.206,2.712,325.206,67.979,9,4.887,5.6,13.295,5.323,5.087,4.213,1.617,1.343,1.807,1.561,4.499,317.206,2.54,1.58,1.886,3.863,11.84,24.879,4.343,3.7,11.201,-5.7,-5.57,-5.19,4.472,20.0,5.081,11.594,6,10.641,4.209,0.871,4.643,3.186,8.792,11,5.602,14.22,19.793,5.886,1.775,4.32,36.761,1.629,5.871,1.976,3.181,27.472,31.584,3.783,1.149,72.335,35.03,67,1.91,3.258,3.258,23
