pXC50,nCsp3,H.,Mv,nCsp2,nBM,RBF,nAB,AMW,N.,Mp,nH,SCBO,nC,nN,nDB,RBN,Sp,C.,Me,Mi,MW,nAT,nB,nBO,nBR,nBT
4.097,7,44.4,0.645,10,9,0.106,6,8.456,4.4,0.688,20,33.0,17,2,3,5,30.977,37.8,1.014,1.12,380.53,45,0,27,0,47
4.097,1,38.3,0.69,23,26,0.059,23,8.095,6.4,0.716,18,47.5,24,3,3,3,33.637,51.1,1.002,1.107,380.45,47,0,33,0,51
4.258,4,44.9,0.642,16,16,0.2,12,7.807,8.2,0.682,22,38.0,20,4,4,10,33.432,40.8,1.002,1.124,382.53,49,0,28,0,50
4.738,1,28.6,0.74,13,13,0.033,12,10.546,3.6,0.74,8,29.0,14,1,1,1,20.727,50.0,1.052,1.133,295.3,28,0,22,0,30
4.097,2,40.0,0.659,13,15,0.139,12,8.18,5.7,0.669,14,31.0,15,2,3,5,23.398,42.9,1.023,1.124,286.31,35,0,22,0,36
4.097,4,45.6,0.646,23,24,0.066,23,7.168,5.3,0.688,26,47.5,27,3,1,4,39.228,47.4,0.988,1.114,408.56,57,0,35,0,61
4.246,6,46.9,0.634,23,21,0.09,18,7.103,3.1,0.672,30,49.0,29,2,3,6,43.034,45.3,0.993,1.116,454.61,64,0,37,0,67
4.097,10,50.0,0.598,8,6,0.224,0,6.926,4.2,0.629,24,31.0,18,2,6,11,30.205,37.5,1.005,1.133,332.44,48,0,25,0,49
4.097,8,53.2,0.6,19,16,0.109,12,6.22,3.2,0.658,33,41.0,27,2,4,7,40.813,43.5,0.974,1.12,385.62,62,0,31,0,64
4.097,9,51.0,0.596,10,9,0.16,6,6.764,2.0,0.632,25,31.0,19,1,3,8,30.961,38.8,1.0,1.129,331.45,49,0,25,0,50
4.728,2,37.8,0.696,16,15,0.103,11,8.821,0.0,0.724,14,34.5,18,0,4,4,26.796,48.6,1.015,1.099,326.39,37,0,25,0,39
4.097,12,47.1,0.607,14,14,0.083,12,7.466,5.7,0.626,33,47.0,26,4,2,6,43.836,37.1,1.02,1.15,522.63,70,0,39,0,72
4.097,3,35.3,0.69,13,10,0.0,6,8.832,0.0,0.685,12,32.0,16,0,4,0,23.295,47.1,1.037,1.11,300.28,34,0,25,0,37
4.47,5,48.8,0.615,13,13,0.091,12,6.963,2.3,0.651,21,30.0,18,1,1,4,27.983,41.9,0.998,1.123,299.4,43,0,23,0,44
4.097,3,42.3,0.682,6,7,0.111,5,9.902,11.5,0.769,11,20.5,9,3,2,3,20.006,34.6,1.003,1.112,257.44,26,0,16,0,27
4.538,12,48.8,0.623,24,26,0.103,24,6.79,7.3,0.67,40,61.0,36,6,2,9,54.978,43.9,0.983,1.123,556.82,82,0,47,0,87
4.137,6,43.2,0.654,10,9,0.026,6,8.264,2.7,0.684,16,29.0,16,1,3,1,25.318,43.2,1.013,1.119,305.78,37,0,23,0,39
4.097,2,28.9,0.724,17,16,0.049,12,9.798,5.3,0.704,11,40.0,19,2,4,2,26.756,50.0,1.053,1.135,372.32,38,0,30,0,41
4.097,7,45.2,0.624,17,16,0.188,12,7.557,6.5,0.643,28,46.0,24,4,4,12,39.887,38.7,1.016,1.133,468.56,62,0,36,0,64
4.097,2,37.9,0.673,11,10,0.133,6,8.457,3.4,0.677,11,26.0,13,1,4,4,19.631,44.8,1.029,1.118,245.25,29,0,19,0,30
4.599,2,33.3,0.733,15,15,0.105,12,12.559,5.6,0.768,12,35.0,17,2,3,4,27.648,47.2,1.026,1.106,452.11,36,0,26,2,38
4.318,10,53.3,0.586,6,4,0.222,0,6.944,0.0,0.636,24,25.0,16,0,4,10,28.603,35.6,1.0,1.128,312.47,45,0,21,0,45
4.097,2,36.8,0.693,17,16,0.049,12,8.378,5.3,0.709,14,37.0,19,2,4,2,26.943,50.0,1.013,1.108,318.35,38,0,27,0,41
4.097,14,55.8,0.574,6,6,0.036,6,6.067,1.9,0.626,29,29.0,20,1,0,2,32.574,38.5,0.983,1.129,315.5,52,0,26,0,55
4.209,0,25.8,0.739,15,13,0.091,6,10.073,6.5,0.71,8,35.0,15,2,7,3,22.023,48.4,1.059,1.113,312.25,31,0,25,0,33
5.276,18,57.1,0.564,3,2,0.034,0,5.938,0.0,0.617,32,29.0,21,0,2,2,34.546,37.5,0.984,1.13,332.53,56,0,27,0,59
4.101,0,39.0,0.68,20,20,0.093,18,8.107,4.9,0.7,16,38.0,20,2,2,4,28.705,48.8,1.009,1.111,332.38,41,0,27,0,43
4.097,2,33.3,0.669,9,15,0.147,11,9.251,21.2,0.648,11,32.5,11,7,4,5,21.381,33.3,1.054,1.156,305.29,33,0,23,0,34
4.097,2,42.1,0.664,16,21,0.049,20,7.589,10.5,0.7,16,36.0,18,4,1,2,26.591,47.4,0.992,1.118,288.38,38,0,25,0,41
4.097,1,37.5,0.682,16,15,0.119,11,8.935,7.5,0.701,15,36.5,17,3,4,5,28.051,42.5,1.025,1.119,357.42,40,0,27,0,42
4.52,4,39.6,0.681,17,18,0.1,12,8.949,2.1,0.717,19,43.0,21,1,6,5,34.426,43.8,1.018,1.107,429.55,48,0,31,0,50
4.097,2,39.5,0.677,17,22,0.087,21,8.485,14.0,0.708,17,40.5,19,6,1,4,30.461,44.2,1.005,1.126,364.87,43,0,29,0,46
4.097,0,32.4,0.686,13,17,0.132,12,9.956,10.8,0.673,12,37.0,13,4,5,5,24.898,35.1,1.062,1.136,368.36,37,0,26,0,38
4.097,2,33.3,0.669,9,15,0.147,11,9.251,21.2,0.648,11,32.5,11,7,4,5,21.381,33.3,1.054,1.156,305.29,33,0,23,0,34
4.097,1,37.3,0.695,22,26,0.111,22,9.156,7.8,0.725,19,50.0,23,4,4,6,36.983,45.1,1.017,1.114,466.98,51,0,35,0,54
4.097,0,37.9,0.679,13,17,0.097,16,8.182,17.2,0.7,11,29.0,13,5,1,3,20.313,44.8,1.006,1.129,237.29,29,0,20,0,31
4.903,2,35.6,0.676,16,23,0.104,21,8.72,17.8,0.677,16,44.5,18,8,2,5,30.455,40.0,1.03,1.139,392.42,45,0,32,0,48
4.097,7,41.8,0.665,18,19,0.052,12,8.174,1.8,0.696,23,48.0,25,1,7,3,38.301,45.5,1.01,1.11,449.56,55,0,35,0,58
4.097,0,17.6,0.86,7,8,0.056,6,15.539,17.6,0.929,3,20.0,7,3,2,1,15.79,41.2,1.058,1.096,264.17,17,0,15,0,18
4.255,4,37.5,0.66,13,17,0.12,12,9.135,8.3,0.659,18,43.0,17,4,5,6,31.636,35.4,1.048,1.135,438.46,48,0,32,0,50
5.301,18,57.1,0.56,2,2,0.017,0,5.938,3.6,0.613,32,29.0,20,2,2,1,34.341,35.7,0.984,1.136,332.54,56,0,27,0,59
4.914,19,57.6,0.558,2,2,0.016,0,5.874,3.4,0.612,34,30.0,21,2,2,1,36.103,35.6,0.983,1.137,346.57,59,0,28,0,62
5.022,20,58.1,0.555,2,2,0.031,0,5.816,3.2,0.611,36,31.0,22,2,2,2,37.864,35.5,0.982,1.137,360.6,62,0,29,0,65
5.77,22,58.8,0.551,2,2,0.056,0,5.716,2.9,0.609,40,33.0,24,2,2,4,41.387,35.3,0.98,1.137,388.66,68,0,31,0,71
5.466,19,56.9,0.562,2,2,0.033,0,5.992,1.7,0.613,33,30.0,21,1,2,2,35.552,36.2,0.987,1.134,347.55,58,0,28,0,61
5.18,19,56.9,0.565,1,3,0.033,0,6.338,1.7,0.624,33,31.0,20,1,3,2,36.199,34.5,0.988,1.133,367.61,58,0,28,0,61
4.152,20,57.4,0.562,1,3,0.047,0,6.256,1.6,0.622,35,32.0,21,1,3,3,37.961,34.4,0.987,1.133,381.64,61,0,29,0,64
5.004,18,53.8,0.589,7,9,0.043,6,6.61,1.5,0.646,35,40.0,25,1,3,3,41.961,38.5,0.987,1.125,429.68,65,0,34,0,69
4.759,18,56.1,0.566,1,3,0.033,0,6.467,3.5,0.622,32,31.0,19,2,3,2,35.444,33.3,0.992,1.136,368.6,57,0,28,0,60
5.367,20,59.6,0.551,1,1,0.017,0,5.589,0.0,0.611,34,27.0,21,0,1,1,34.853,36.8,0.977,1.131,318.55,57,0,26,0,60
4.0,20,58.1,0.555,2,2,0.031,0,5.816,3.2,0.611,36,31.0,22,2,2,2,37.864,35.5,0.982,1.137,360.6,62,0,29,0,65
5.394,21,57.8,0.56,1,3,0.045,0,6.182,1.6,0.621,37,33.0,22,1,3,3,39.722,34.4,0.985,1.133,395.67,64,0,30,0,67
4.959,22,58.2,0.558,1,3,0.057,0,6.115,1.5,0.619,39,34.0,23,1,3,4,41.483,34.3,0.984,1.133,409.7,67,0,31,0,70
4.693,20,54.9,0.583,7,9,0.053,6,6.447,1.4,0.641,39,42.0,27,1,3,4,45.483,38.0,0.985,1.126,457.74,71,0,36,0,75
5.368,20,57.1,0.561,1,3,0.045,0,6.296,3.2,0.619,36,33.0,21,2,3,3,38.966,33.3,0.989,1.137,396.66,63,0,30,0,66
4.423,22,58.0,0.556,1,3,0.056,0,6.155,2.9,0.616,40,35.0,23,2,3,4,42.489,33.3,0.986,1.137,424.72,69,0,32,0,72
4.457,22,58.0,0.554,2,2,0.056,0,5.865,2.9,0.606,40,34.0,24,2,2,4,41.841,34.8,0.985,1.138,404.66,69,0,32,0,72
4.381,21,56.9,0.559,2,2,0.059,0,6.025,1.5,0.608,37,33.0,23,1,2,4,39.529,35.4,0.989,1.136,391.61,65,0,31,0,68
4.453,21,56.9,0.562,1,3,0.059,0,6.333,1.5,0.618,37,34.0,22,1,3,4,40.177,33.8,0.991,1.134,411.67,65,0,31,0,68
4.851,20,56.3,0.563,1,3,0.06,0,6.448,3.1,0.616,36,34.0,21,2,3,4,39.421,32.8,0.994,1.138,412.66,64,0,31,0,67
4.801,16,56.0,0.57,3,2,0.0,0,6.089,0.0,0.62,28,27.0,19,0,2,0,31.023,38.0,0.987,1.129,304.47,50,0,25,0,53
4.91,20,58.6,0.553,1,1,0.033,0,5.768,0.0,0.609,34,28.0,21,0,1,2,35.307,36.2,0.983,1.133,334.55,58,0,27,0,61
5.032,20,57.9,0.565,1,1,0.017,0,6.193,0.0,0.627,33,28.0,21,0,1,1,35.711,36.8,0.982,1.13,352.99,57,0,27,0,60
5.602,20,57.9,0.569,1,1,0.017,0,6.973,0.0,0.635,33,28.0,21,0,1,1,36.205,36.8,0.981,1.128,397.44,57,0,27,1,60
4.801,19,57.1,0.564,2,2,0.017,0,5.938,0.0,0.617,32,29.0,21,0,2,1,34.546,37.5,0.984,1.13,332.53,56,0,27,0,59
5.201,19,56.1,0.566,2,2,0.033,0,6.115,0.0,0.614,32,30.0,21,0,2,2,35.0,36.8,0.99,1.131,348.53,57,0,28,0,60
5.284,20,57.6,0.556,1,1,0.032,0,5.942,0.0,0.606,34,29.0,21,0,1,2,35.762,35.6,0.989,1.134,350.55,59,0,28,0,62
4.328,19,56.1,0.566,2,2,0.017,0,6.115,0.0,0.614,32,30.0,21,0,2,1,35.0,36.8,0.99,1.131,348.53,57,0,28,0,60
4.18,20,59.6,0.551,1,1,0.017,0,5.589,0.0,0.611,34,27.0,21,0,1,1,34.853,36.8,0.977,1.131,318.55,57,0,26,0,60
4.097,3,40.7,0.673,22,21,0.088,18,8.288,5.6,0.706,22,47.0,25,3,3,5,38.125,46.3,1.007,1.117,447.57,54,0,35,0,57
4.097,9,47.5,0.627,16,15,0.094,12,7.404,4.9,0.671,29,44.0,25,3,3,6,40.926,41.0,0.998,1.122,451.64,61,0,35,0,64
4.097,9,47.5,0.627,16,15,0.094,12,7.404,4.9,0.671,29,44.0,25,3,3,6,40.926,41.0,0.998,1.122,451.64,61,0,35,0,64
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.097,4,40.0,0.673,16,15,0.042,12,8.522,6.7,0.702,18,39.0,20,3,3,2,31.603,44.4,1.014,1.122,383.48,45,0,30,0,48
4.097,1,37.0,0.701,22,21,0.082,18,8.793,4.3,0.73,17,44.0,23,2,3,4,33.597,50.0,1.011,1.109,404.49,46,0,32,0,49
4.097,6,43.1,0.654,16,15,0.093,12,8.069,5.9,0.689,22,41.0,22,3,3,5,35.125,43.1,1.008,1.124,411.54,51,0,32,0,54
4.097,7,45.5,0.64,16,15,0.103,12,7.701,5.5,0.68,25,42.0,23,3,3,6,37.404,41.8,1.002,1.12,423.58,55,0,33,0,58
4.097,6,43.1,0.662,16,15,0.093,12,8.392,5.9,0.707,22,41.0,22,3,3,5,36.046,43.1,1.004,1.116,427.99,51,0,32,0,54
4.097,7,46.3,0.638,16,15,0.088,12,7.548,5.6,0.684,25,41.0,23,3,3,5,36.949,42.6,0.995,1.119,407.58,54,0,32,0,57
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.097,6,42.3,0.655,16,15,0.091,12,8.222,5.8,0.684,22,42.0,22,3,3,5,35.58,42.3,1.014,1.126,427.54,52,0,33,0,55
4.097,8,45.6,0.638,16,15,0.083,12,7.712,5.3,0.678,26,43.0,24,3,3,5,38.648,42.1,1.003,1.126,439.6,57,0,34,0,60
4.097,8,45.6,0.646,16,15,0.083,12,8.001,5.3,0.694,26,43.0,24,3,3,5,39.568,42.1,0.999,1.119,456.05,57,0,34,0,60
4.097,4,42.6,0.665,16,15,0.102,12,8.552,6.4,0.708,20,38.0,20,3,3,5,33.284,42.6,1.007,1.117,401.95,47,0,29,0,49
4.097,5,45.1,0.64,16,15,0.113,12,7.795,5.9,0.679,23,39.0,21,3,3,6,34.642,41.2,1.004,1.121,397.54,51,0,30,0,53
4.097,6,47.2,0.632,16,15,0.127,12,7.464,5.7,0.678,25,39.0,22,3,3,7,35.949,41.5,0.995,1.121,395.57,53,0,30,0,55
4.097,6,45.3,0.639,16,15,0.127,12,7.803,5.7,0.677,24,40.0,22,3,3,7,35.887,41.5,1.005,1.127,413.56,53,0,31,0,55
4.097,6,45.3,0.647,16,15,0.127,12,8.113,5.7,0.694,24,40.0,22,3,3,7,36.807,41.5,1.002,1.12,430.01,53,0,31,0,55
4.097,7,48.2,0.625,16,15,0.121,12,7.314,5.4,0.673,27,40.0,23,3,3,7,37.711,41.1,0.994,1.122,409.6,56,0,31,0,58
4.097,8,47.5,0.622,16,15,0.143,12,7.469,4.9,0.662,29,43.0,24,3,3,9,40.381,39.3,1.003,1.125,455.63,61,0,34,0,63
4.097,8,49.2,0.619,16,15,0.148,12,7.18,5.1,0.669,29,41.0,24,3,3,9,39.472,40.7,0.992,1.123,423.63,59,0,32,0,61
4.097,9,50.0,0.614,16,15,0.141,12,7.059,4.8,0.665,31,42.0,25,3,3,9,41.233,40.3,0.99,1.123,437.66,62,0,33,0,64
4.097,7,44.4,0.654,16,15,0.088,12,8.186,5.6,0.7,24,42.0,23,3,3,5,37.807,42.6,1.001,1.117,442.02,54,0,33,0,57
4.097,8,47.4,0.632,16,15,0.083,12,7.397,5.3,0.679,27,42.0,24,3,3,5,38.711,42.1,0.994,1.12,421.61,57,0,33,0,60
4.097,7,44.4,0.654,16,15,0.105,12,8.186,5.6,0.7,24,42.0,23,3,3,6,37.807,42.6,1.001,1.117,442.02,54,0,33,0,57
4.097,7,46.3,0.638,16,15,0.088,12,7.548,5.6,0.684,25,41.0,23,3,3,5,36.949,42.6,0.995,1.119,407.58,54,0,32,0,57
4.097,8,47.4,0.632,16,15,0.083,12,7.397,5.3,0.679,27,42.0,24,3,3,5,38.711,42.1,0.994,1.12,421.61,57,0,33,0,60
4.097,8,46.6,0.633,16,15,0.098,12,7.545,5.2,0.675,27,43.0,24,3,3,6,39.165,41.4,0.999,1.121,437.61,58,0,34,0,61
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.097,7,42.6,0.653,16,15,0.088,12,8.214,5.6,0.682,23,43.0,23,3,3,5,36.824,42.6,1.014,1.131,443.56,54,0,34,0,57
4.097,7,42.6,0.653,16,15,0.088,12,8.214,5.6,0.682,23,43.0,23,3,3,5,36.824,42.6,1.014,1.131,443.56,54,0,34,0,57
4.097,7,45.0,0.65,20,20,0.078,17,7.627,5.0,0.695,27,48.5,27,3,3,5,41.711,45.0,0.994,1.114,457.64,60,0,37,0,64
4.097,7,45.0,0.65,20,20,0.078,17,7.627,5.0,0.695,27,48.5,27,3,3,5,41.711,45.0,0.994,1.114,457.64,60,0,37,0,64
4.097,9,46.4,0.632,14,14,0.102,12,7.636,5.4,0.672,26,41.0,23,3,2,6,37.648,41.1,1.003,1.128,427.59,56,0,33,0,59
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.097,8,45.6,0.638,16,15,0.1,12,7.712,5.3,0.678,26,43.0,24,3,3,6,38.648,42.1,1.003,1.126,439.6,57,0,34,0,60
4.097,9,44.4,0.64,17,16,0.091,12,7.899,4.8,0.672,28,48.0,26,3,4,6,42.318,41.3,1.011,1.127,497.64,63,0,38,0,66
4.097,5,41.7,0.663,16,15,0.078,12,8.281,6.3,0.695,20,40.0,21,3,3,4,33.364,43.8,1.01,1.123,397.51,48,0,31,0,51
4.097,4,42.6,0.655,16,15,0.102,12,8.202,6.4,0.689,20,38.0,20,3,3,5,32.364,42.6,1.011,1.126,385.5,47,0,29,0,49
4.097,7,44.4,0.646,16,15,0.088,12,7.881,5.6,0.683,24,42.0,23,3,3,5,36.887,42.6,1.005,1.125,425.57,54,0,33,0,57
4.097,4,53.8,0.581,6,6,0.038,6,6.394,0.0,0.625,14,15.0,10,0,0,1,16.239,38.5,0.994,1.128,166.24,26,0,12,0,26
4.097,2,44.4,0.651,15,17,0.079,16,7.343,5.6,0.689,16,31.0,17,2,1,3,24.796,47.2,0.992,1.114,264.35,36,0,22,0,38
4.398,3,50.0,0.616,12,12,0.057,12,6.686,2.9,0.663,17,24.0,15,1,0,2,22.551,44.1,0.985,1.119,227.33,34,0,18,0,35
4.089,18,58.2,0.561,3,2,0.017,0,5.755,0.0,0.62,32,28.0,21,0,2,1,34.091,38.2,0.978,1.128,316.53,55,0,26,0,58
4.285,0,37.5,0.697,15,19,0.088,17,8.886,6.3,0.73,12,32.5,15,2,2,3,23.375,46.9,1.011,1.107,284.36,32,0,22,0,34
5.469,18,58.8,0.556,1,1,0.0,0,5.696,0.0,0.614,30,25.0,19,0,1,0,31.33,37.3,0.979,1.13,290.49,51,0,24,0,54
5.018,1,37.9,0.699,13,13,0.065,12,8.873,3.4,0.737,11,27.0,14,1,1,2,21.369,48.3,1.009,1.1,257.33,29,0,20,0,31
4.097,4,48.7,0.61,11,13,0.125,12,6.907,12.8,0.65,19,28.0,15,5,1,5,25.358,38.5,0.992,1.138,269.39,39,0,21,0,40
4.097,0,30.4,0.716,11,10,0.083,6,9.443,4.3,0.7,7,24.0,11,1,4,2,16.108,47.8,1.046,1.112,217.19,23,0,17,0,24
4.62,0,38.9,0.653,7,7,0.056,6,8.508,5.6,0.647,7,15.0,7,1,1,1,11.653,38.9,1.041,1.132,153.15,18,0,11,0,18
4.682,18,56.9,0.576,1,1,0.0,0,7.243,0.0,0.641,29,26.0,19,0,1,0,32.682,37.3,0.983,1.127,369.38,51,0,25,1,54
5.052,0,36.0,0.721,13,13,0.037,12,9.092,4.0,0.766,9,25.0,13,1,1,1,19.154,52.0,1.002,1.092,227.3,25,0,18,0,27
4.097,4,42.1,0.652,13,13,0.1,10,7.903,0.0,0.667,16,32.0,17,0,3,4,25.364,44.7,1.019,1.115,300.33,38,0,24,0,40
4.333,1,33.3,0.699,13,15,0.118,12,9.779,6.1,0.695,11,32.0,14,2,3,4,22.949,42.4,1.048,1.123,322.72,33,0,23,0,34
4.097,3,38.1,0.665,15,14,0.091,12,8.58,0.0,0.66,16,36.0,18,0,2,4,27.727,42.9,1.04,1.119,360.34,42,0,28,0,44
4.097,7,45.0,0.644,19,22,0.078,22,7.717,6.7,0.682,27,48.0,26,4,0,5,40.926,43.3,1.0,1.122,463.02,60,0,37,0,64
4.14,12,53.3,0.588,6,6,0.0,6,6.409,0.0,0.633,24,27.0,18,0,0,0,28.5,40.0,0.991,1.125,288.42,45,0,24,0,48
4.265,5,46.7,0.609,6,4,0.133,0,7.542,0.0,0.62,14,20.0,11,0,4,4,18.602,36.7,1.027,1.132,226.25,30,0,16,0,30
4.509,2,40.0,0.656,13,13,0.083,12,8.294,0.0,0.659,14,29.0,15,0,1,3,23.057,42.9,1.033,1.119,290.29,35,0,22,0,36
4.097,6,44.4,0.636,17,15,0.107,12,7.638,0.0,0.654,24,41.0,23,0,3,6,35.318,42.6,1.017,1.119,412.47,54,0,32,0,56
4.097,2,35.1,0.704,15,18,0.075,17,9.173,8.1,0.725,13,36.5,17,3,1,3,26.835,45.9,1.021,1.111,339.4,37,0,27,0,40
4.879,0,36.0,0.73,13,13,0.037,12,10.968,4.0,0.786,9,25.0,13,1,1,1,19.648,52.0,1.002,1.089,274.19,25,0,18,0,27
4.097,2,39.4,0.662,12,13,0.029,11,8.221,9.1,0.672,13,29.5,14,3,2,1,22.188,42.4,1.021,1.127,271.3,33,0,22,0,35
4.097,6,50.0,0.606,12,12,0.111,12,6.873,0.0,0.641,22,29.0,18,0,0,5,28.193,40.9,1.001,1.123,302.4,44,0,23,0,45
4.097,7,48.9,0.619,12,12,0.122,12,7.381,4.3,0.663,23,32.0,19,2,0,6,31.154,40.4,0.998,1.126,346.89,47,0,26,0,49
4.097,7,48.8,0.621,12,12,0.043,12,6.87,2.3,0.663,21,31.0,19,1,0,2,28.529,44.2,0.991,1.118,295.41,43,0,25,0,46
4.097,5,46.3,0.639,14,13,0.045,12,7.156,2.4,0.677,19,32.0,19,1,1,2,27.767,46.3,0.993,1.114,293.39,41,0,25,0,44
4.121,1,40.9,0.683,9,8,0.087,6,8.694,4.5,0.734,9,19.0,10,1,2,2,16.154,45.5,1.002,1.104,191.27,22,0,14,0,23
4.442,1,34.6,0.713,11,13,0.036,12,9.358,11.5,0.746,9,26.0,12,3,1,1,19.404,46.2,1.014,1.11,243.31,26,0,19,0,28
4.159,3,36.7,0.701,8,8,0.129,6,10.628,6.7,0.745,11,25.0,11,2,2,4,22.335,36.7,1.036,1.116,318.83,30,0,20,0,31
4.376,2,45.5,0.63,7,7,0.043,6,7.373,9.1,0.66,10,17.0,9,2,1,1,14.511,40.9,1.003,1.13,162.21,22,0,13,0,23
4.097,4,46.3,0.657,21,20,0.105,16,7.734,3.7,0.723,25,44.0,25,2,4,6,39.063,46.3,0.982,1.104,417.66,54,0,32,0,57
4.776,16,57.1,0.567,3,2,0.0,0,5.887,0.0,0.624,28,26.0,19,0,2,0,30.569,38.8,0.98,1.127,288.47,49,0,24,0,52
4.097,8,55.6,0.598,2,2,0.2,0,8.239,5.6,0.707,20,17.0,10,2,2,7,25.455,27.8,0.985,1.123,296.6,36,0,15,0,35
4.979,0,32.0,0.754,13,13,0.037,12,10.47,4.0,0.8,8,26.0,13,1,1,1,20.011,52.0,1.015,1.089,261.74,25,0,19,0,27
