pXC50,Sv,MW,nSK,SCBO,RBN,nBO
5.097,30.25,465.37,31,42.0,4,33
5.583,48.589,504.83,37,47.0,1,42
5.564,47.062,490.8,36,46.0,1,41
4.854,27.19,379.38,26,37.0,4,28
5.959,32.011,466.48,31,45.5,6,34
4.536,15.252,188.19,14,21.0,1,15
4.738,31.181,352.46,26,36.0,7,27
5.996,36.337,437.47,33,52.0,6,37
4.717,32.896,380.47,28,39.0,8,29
5.717,47.249,510.86,36,45.5,1,41
4.684,29.654,338.43,25,35.0,6,26
4.703,32.708,366.49,27,37.0,8,28
6.187,26.568,321.35,24,36.0,4,26
5.481,22.171,242.34,18,25.0,5,19
4.42,28.185,373.41,26,40.0,5,28
5.602,13.469,208.11,13,17.0,2,13
4.569,10.44,142.12,10,13.5,2,10
6.027,37.105,445.5,33,49.0,9,36
5.585,45.755,479.77,35,44.5,1,40
5.268,27.117,310.36,24,39.0,2,27
5.377,20.117,226.29,17,25.0,1,19
4.457,22.612,263.31,20,31.0,2,22
4.824,27.574,397.37,27,38.0,4,29
4.167,24.897,329.37,23,34.0,4,25
5.387,21.055,308.35,20,31.0,4,22
4.301,36.137,422.51,31,43.0,10,32
6.194,54.325,583.89,43,57.5,2,49
6.092,54.325,583.89,43,57.5,2,49
5.83,39.422,454.55,34,50.0,8,37
4.994,17.59,200.25,15,22.0,1,16
6.377,43.851,595.74,40,60.5,9,44
6.495,21.644,240.32,18,26.0,1,20
5.297,21.719,303.14,20,31.0,1,22
6.301,20.83,270.24,20,31.0,1,22
5.69,22.305,264.29,20,31.0,2,22
5.57,28.412,320.41,24,35.0,6,26
6.481,27.074,320.36,24,36.0,5,26
5.281,22.305,264.29,20,31.0,2,22
4.699,80.319,1130.85,74,98.0,31,77
4.845,46.761,557.65,42,65.5,8,47
6.222,45.112,667.5,43,60.0,12,45
7.745,53.883,663.74,48,65.0,17,50
7.155,37.576,483.67,32,42.5,12,33
8.301,64.239,812.8,57,84.5,13,63
5.076,52.936,643.76,46,59.0,19,48
7.796,55.492,606.87,45,62.0,15,48
7.638,51.651,692.88,46,67.0,12,50
6.886,34.52,437.53,31,47.0,4,35
7.745,33.632,460.48,32,46.5,6,35
5.367,43.048,559.79,37,54.5,7,41
6.854,39.796,525.66,36,56.0,7,40
7.854,26.719,341.44,23,31.0,3,25
7.523,22.438,308.34,21,31.5,2,23
5.932,21.988,279.26,21,34.0,2,23
5.668,24.59,284.32,22,36.5,1,25
5.242,32.993,362.5,27,38.0,3,29
5.301,38.434,489.55,35,52.5,8,38
6.357,20.778,250.26,19,30.0,1,21
4.0,29.314,356.47,25,37.5,7,27
4.523,39.631,477.62,34,49.0,7,38
5.268,39.577,485.59,35,52.5,8,38
5.174,41.631,501.64,36,52.5,8,40
5.31,33.729,586.3,31,47.5,6,34
5.071,40.292,501.59,36,53.5,9,39
5.319,40.292,501.59,36,53.5,9,39
4.0,26.657,365.46,24,36.0,7,26
5.495,38.05,471.56,34,51.5,8,37
4.526,40.297,452.72,31,38.5,9,33
5.06,39.577,485.59,35,52.5,8,38
7.097,21.218,293.33,20,30.5,2,22
5.566,28.453,422.89,27,40.0,4,29
5.097,27.313,360.4,25,38.0,4,27
5.678,39.261,523.99,36,53.5,8,39
4.77,40.297,452.72,31,38.5,9,33
5.167,42.458,536.08,37,53.5,8,41
5.337,40.292,501.59,36,53.5,9,39
7.9,32.022,451.99,28,38.0,5,30
5.602,35.747,556.5,36,51.0,8,38
5.495,32.598,455.91,30,41.5,6,32
7.569,39.223,521.64,36,57.0,6,41
5.947,23.085,273.3,21,35.0,1,24
6.036,30.095,359.4,27,42.0,5,30
4.609,14.031,173.18,13,20.0,0,14
4.239,17.996,258.17,17,24.5,2,18
6.167,34.084,406.46,30,43.0,9,32
5.796,20.778,250.26,19,30.0,1,21
5.595,34.842,412.46,31,47.0,7,34
4.158,33.529,372.63,25,29.0,7,26
4.148,28.842,340.4,25,36.0,4,27
6.569,31.622,373.43,28,43.0,6,31
5.277,16.342,238.23,16,25.0,1,17
4.438,19.02,232.25,17,24.0,4,18
4.167,40.056,440.63,32,41.0,8,34
4.06,36.002,406.64,28,36.0,6,30
4.383,26.81,327.36,24,34.0,5,25
4.0,36.675,441.53,32,43.0,11,33
4.0,29.357,362.49,25,35.0,7,27
4.451,37.529,420.67,29,37.0,7,31
5.009,39.916,483.57,35,47.0,12,36
4.585,26.756,335.33,25,38.5,4,27
5.921,44.497,525.66,38,50.0,13,39
6.796,51.7,643.72,46,61.5,16,49
4.0,10.725,138.13,10,14.0,1,10
4.016,25.283,313.33,23,33.0,4,24
5.0,21.186,283.26,20,26.0,7,20
4.131,27.81,339.37,25,36.0,4,27
4.77,25.998,329.33,24,34.0,6,25
4.6,30.81,375.4,28,42.0,6,30
4.762,45.211,541.66,39,51.0,14,40
5.699,48.045,566.72,41,54.0,13,43
5.824,43.685,527.63,38,50.0,14,39
6.77,46.081,588.7,41,56.0,15,42
5.046,27.611,339.38,25,36.0,6,27
6.77,73.912,987.05,68,85.0,16,69
4.886,36.142,471.48,34,49.0,8,37
6.432,47.163,591.63,43,61.5,11,47
4.463,27.178,439.26,26,38.5,7,28
4.921,31.316,388.88,28,43.5,4,31
4.319,38.308,507.4,34,46.0,11,36
4.886,67.079,867.92,61,76.0,27,61
6.155,60.341,748.83,54,73.0,19,57
4.699,15.775,331.94,15,22.0,1,16
4.553,14.552,208.6,14,21.0,1,15
4.602,15.38,243.04,15,22.0,1,16
4.699,14.75,253.05,14,21.0,1,15
5.178,43.354,550.52,39,57.0,10,42
7.401,49.79,706.59,47,70.0,10,52
4.137,13.725,174.16,13,20.0,1,14
4.602,18.252,224.22,17,27.5,1,19
4.854,18.252,224.22,17,27.5,1,19
4.235,60.296,718.88,52,69.0,23,54
6.361,45.957,648.47,43,58.0,14,45
5.367,27.832,326.36,25,40.0,3,28
5.914,33.37,495.27,30,43.0,7,32
4.745,16.079,222.63,15,22.0,1,16
5.783,45.011,628.49,41,52.0,14,42
4.26,14.108,192.15,14,21.0,1,15
4.854,20.778,250.26,19,30.0,2,21
4.357,68.538,820.97,60,83.0,22,64
4.258,28.082,361.53,24,35.0,6,26
5.721,51.846,688.6,48,67.0,16,51
4.796,39.398,492.48,35,52.0,8,38
5.42,37.377,558.34,36,47.0,11,37
5.699,43.451,532.55,38,56.0,10,41
6.032,51.912,674.71,47,72.0,10,52
6.187,44.274,547.58,39,58.0,10,43
5.796,42.246,598.41,38,57.0,8,42
5.095,32.64,429.39,30,45.0,6,33
5.39,50.516,625.65,45,68.0,11,50
4.602,23.788,288.32,21,29.0,3,22
6.721,52.317,732.63,49,72.5,11,54
4.538,20.278,248.34,18,24.5,4,19
4.0,11.44,154.13,11,15.0,1,11
4.29,20.773,261.34,19,26.5,2,21
5.153,29.353,351.47,26,37.5,4,29
4.007,21.708,280.34,20,26.5,6,21
4.921,30.478,430.33,29,39.5,8,30
4.369,22.3,275.37,20,27.5,2,22
4.658,20.425,302.18,20,28.5,3,21
4.31,21.278,260.35,19,26.5,2,21
4.31,20.466,262.32,19,26.5,2,21
