pXC50,SaaNH,NaaNH,C.035,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_AEA.ed.,SpMax1_Bh.s.,Eig02_EA.ri.,nN.CO.2,PCR,PCD,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig02_AEA.ri.,nCONN,piID,H.049,MPC09,SpMax2_Bh.s.,N.072,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA,SM10_AEA.bo.,TWC,MPC06,Rperim,MWC09,X4A,MWC08,SsssN,MWC10,SM08_EA,SdO,nCIC,TRS,O.058,SM14_EA,SM15_EA,MPC08,SM06_EA,MWC07,SM04_EA.ed.,SM05_AEA.ed.,Eig03_AEA.ed.,SM06_AEA.ed.,SM08_EA.bo.,SaaN,SM13_EA,X5A,SM03_EA.ed.,SM07_AEA.ed.,MPC07,nCIR,SM11_EA,SM12_EA,MATS2e,NdssC,X3A,SM04_AEA.ed.,D.Dtr05,MPC10,SM10_EA,SM08_EA.ed.,SM07_EA,N.075,NaaN,nAB
8.0,2.908,1,1,9.886,9.886,6.443,7.444,2.848,1,1.33,2.244,3.968,3.968,3.912,1,9.044,0,4.595,7.411,2,3.803,3.803,2.944,2.944,12.521,4.477,15,11.091,0.106,10.173,2.311,12.013,10.08,23.88,3,17,2,17.009,18.185,4.635,7.901,9.253,10.752,10.782,5.929,12.598,12.1,4.198,15.827,0.065,7.597,14.435,4.564,4,13.482,14.665,0.177,2,0.177,8.999,36.168,4.477,12.348,19.966,8.832,1,1,11
6.347,0.0,0,0,9.122,9.122,6.211,7.428,2.693,0,1.392,2.64,3.627,3.627,3.709,0,9.379,0,4.533,4.874,0,3.677,3.677,2.719,2.719,12.376,4.431,16,10.95,0.109,10.045,2.096,11.86,9.818,12.299,3,18,1,16.648,17.809,4.511,7.698,9.137,10.542,10.558,5.563,12.351,11.922,4.556,15.474,0.07,7.391,14.172,4.454,4,13.151,14.33,0.095,2,0.173,8.806,0.0,4.344,12.045,19.778,8.539,1,1,12
9.824,3.094,1,1,10.004,10.004,6.466,7.444,2.904,1,1.301,2.185,3.987,3.987,3.955,1,9.437,0,5.056,7.411,2,3.876,3.876,2.981,2.981,12.71,4.762,15,11.277,0.107,10.355,2.811,12.206,10.192,25.373,3,17,2,17.132,18.312,5.004,8.025,9.429,10.897,10.898,6.022,12.708,12.185,4.431,15.945,0.066,7.738,14.542,4.875,4,13.593,14.78,0.285,2,0.169,9.123,50.686,5.024,12.459,20.169,8.934,1,1,11
8.036,0.0,0,0,9.91,9.91,6.444,7.428,2.804,0,1.42,3.123,3.956,3.956,3.875,1,10.565,0,5.176,5.207,2,3.718,3.718,2.909,2.909,12.733,4.787,19,11.298,0.102,10.363,2.733,12.235,10.189,12.746,4,23,1,17.229,18.426,5.106,7.993,9.429,10.898,10.854,6.053,12.674,12.092,0.0,16.025,0.065,7.711,14.52,4.949,7,13.637,14.843,0.307,3,0.165,9.074,31.95,5.13,12.488,20.342,8.904,0,0,12
7.699,0.0,0,0,9.615,9.615,6.343,7.428,2.759,0,1.424,3.159,3.954,3.954,3.824,1,10.603,0,5.136,5.174,2,3.743,3.743,2.858,2.858,12.701,4.762,19,11.266,0.103,10.337,2.854,12.2,10.139,12.786,4,23,1,17.147,18.34,5.081,7.962,9.406,10.841,10.815,5.898,12.623,12.025,0.0,15.945,0.066,7.662,14.458,4.913,7,13.566,14.768,0.364,3,0.165,9.047,31.693,5.112,12.424,20.247,8.856,0,0,12
8.097,2.906,1,1,9.172,9.172,6.204,7.815,2.792,1,1.344,2.412,3.968,3.968,3.844,1,9.418,0,4.796,7.444,2,3.941,3.941,2.871,2.871,12.558,4.564,15,11.13,0.107,10.217,2.265,12.046,10.108,45.247,3,17,2,16.974,18.144,4.691,7.96,9.304,10.765,10.839,5.926,12.642,12.248,4.201,15.797,0.065,7.644,14.466,4.635,4,13.469,14.644,0.221,2,0.179,9.067,44.043,4.82,12.349,19.892,8.872,1,1,11
8.469,3.001,1,1,11.658,11.658,7.001,7.762,3.005,1,1.315,2.342,5.164,5.164,4.228,1,9.77,0,5.124,7.444,2,4.234,4.234,3.31,3.31,12.767,4.804,15,11.334,0.107,10.419,2.68,12.26,10.539,47.687,3,17,4,17.594,18.785,5.011,8.295,9.495,11.138,11.108,6.228,12.956,12.853,4.341,16.398,0.066,8.074,14.828,4.942,4,14.02,15.217,0.383,2,0.17,9.296,58.702,5.215,12.859,20.573,9.286,1,1,11
7.155,0.0,0,0,8.795,8.795,6.072,6.47,2.676,0,1.44,3.254,3.18,3.18,3.71,0,10.647,0,4.927,5.029,0,3.696,3.696,2.733,2.733,12.372,4.511,22,10.951,0.118,10.076,0.0,11.839,9.7,0.0,4,24,0,16.146,17.242,4.82,7.704,9.191,10.367,10.52,5.58,12.253,12.413,9.283,15.02,0.075,7.248,14.013,4.663,5,12.811,13.952,0.135,0,0.181,8.828,0.0,4.949,11.796,19.06,8.401,2,2,17
6.83,0.0,0,0,9.85,9.85,6.422,5.129,2.846,0,1.54,4.307,3.343,3.343,3.898,0,12.283,0,5.497,4.782,0,3.998,3.998,2.925,2.925,12.767,4.92,24,11.336,0.107,10.419,0.0,12.26,10.121,0.0,5,28,0,16.917,18.075,5.366,8.011,9.5,10.817,10.846,5.998,12.628,12.985,9.837,15.746,0.066,7.653,14.438,5.159,8,13.432,14.608,0.13,0,0.169,9.106,93.164,5.565,12.335,19.958,8.838,2,2,21
7.932,0.0,0,0,10.23,10.23,6.552,6.498,2.825,0,1.399,3.074,3.586,3.586,3.96,0,10.783,2,5.037,6.453,0,3.457,3.457,3.022,3.022,12.717,4.691,20,11.289,0.111,10.384,0.0,12.201,10.194,0.0,4,22,0,17.026,18.187,4.99,8.062,9.476,10.862,10.904,5.957,12.693,12.472,12.939,15.855,0.071,7.714,14.51,4.836,5,13.536,14.711,-0.053,0,0.176,9.156,128.506,5.112,12.426,20.062,8.925,3,3,16
7.086,0.0,0,0,10.323,10.323,6.567,7.815,2.871,0,1.429,3.274,3.964,3.964,3.948,1,10.901,0,5.333,7.428,2,3.831,3.831,2.984,2.984,12.817,4.883,19,11.381,0.102,10.446,2.42,12.32,10.278,35.167,4,23,1,17.314,18.51,5.231,8.081,9.509,10.995,10.947,6.161,12.769,12.315,0.0,16.111,0.064,7.813,14.618,5.069,7,13.726,14.93,0.263,3,0.163,9.163,36.756,5.342,12.577,20.443,8.999,0,0,12
6.068,0.0,0,0,8.85,8.85,6.083,7.43,2.633,0,1.467,3.13,3.545,3.545,3.695,0,9.837,0,4.454,5.167,1,3.706,3.706,2.727,2.727,12.286,4.369,15,10.861,0.111,9.969,0.0,11.764,9.657,11.306,3,17,1,16.269,17.393,4.595,7.604,9.066,10.318,10.424,5.378,12.173,12.462,13.156,15.127,0.072,7.195,13.95,4.522,4,12.873,14.024,0.471,1,0.172,8.714,40.589,4.357,11.811,19.195,8.392,3,3,16
7.77,0.0,0,0,9.399,9.399,6.269,7.452,2.802,0,1.439,3.22,3.407,3.407,3.858,0,10.549,1,5.075,6.47,0,3.941,3.941,2.89,2.89,12.667,4.771,15,11.237,0.107,10.319,0.0,12.159,10.09,11.801,3,17,1,16.949,18.117,5.05,7.958,9.401,10.787,10.813,5.998,12.603,12.78,0.0,15.772,0.068,7.653,14.42,4.927,4,13.442,14.621,-0.153,0,0.173,9.059,54.56,5.063,12.327,19.999,8.823,0,0,16
5.199,0.0,0,0,7.939,7.939,5.767,5.066,2.579,0,1.505,3.342,3.93,3.93,3.598,0,9.959,1,4.344,4.747,0,3.52,3.52,2.612,2.612,12.111,4.143,16,10.693,0.118,9.819,0.0,11.575,9.525,0.0,3,18,0,16.077,17.191,4.29,7.498,8.939,10.188,10.331,5.295,12.078,12.376,8.864,14.94,0.076,7.076,13.853,4.205,4,12.7,13.849,0.196,0,0.184,8.624,0.0,4.174,11.657,19.041,8.245,2,2,17
7.509,0.0,0,0,9.421,9.421,6.292,7.433,2.698,0,1.49,3.86,3.712,3.712,3.805,0,11.738,2,5.159,5.09,0,3.643,3.643,2.855,2.855,12.676,4.727,21,11.253,0.118,10.367,0.0,12.148,10.097,12.772,4,23,1,16.766,17.906,5.063,8.039,9.478,10.78,10.874,6.014,12.637,12.681,9.071,15.611,0.074,7.653,14.432,4.92,5,13.333,14.495,0.085,1,0.18,9.154,77.935,5.242,12.263,19.858,8.819,2,2,22
8.796,0.0,0,0,8.933,8.933,6.105,5.195,2.707,0,1.47,3.724,3.281,3.281,3.739,0,11.644,0,5.371,4.773,0,3.714,3.714,2.757,2.757,12.65,4.812,27,11.226,0.113,10.331,0.0,12.127,9.951,0.0,5,29,0,16.56,17.69,5.247,7.919,9.435,10.627,10.726,5.811,12.472,12.631,13.9,15.407,0.072,7.476,14.248,5.05,6,13.141,14.305,0.142,0,0.178,9.025,60.724,5.476,12.094,19.563,8.638,3,3,22
4.894,0.0,0,0,11.086,11.086,6.776,7.435,2.948,0,1.265,2.2,3.909,3.909,4.093,0,10.493,1,5.438,6.493,1,3.637,3.637,3.16,3.16,13.022,4.977,24,11.588,0.107,10.672,0.0,12.517,10.788,12.139,5,26,1,18.187,19.45,5.323,8.498,9.748,11.396,11.3,6.077,13.158,12.528,13.064,16.924,0.067,8.263,15.055,5.159,6,14.419,15.676,0.166,1,0.173,9.494,364.947,5.537,13.199,21.382,9.498,3,3,10
6.456,3.022,1,1,10.098,10.098,6.489,7.444,2.861,1,1.331,2.289,3.968,3.968,3.932,1,9.196,0,4.691,7.411,2,3.819,3.819,2.967,2.967,12.558,4.522,15,11.129,0.106,10.209,2.401,12.05,10.104,24.062,3,17,2,17.031,18.207,4.718,7.926,9.29,10.786,10.807,5.941,12.623,12.114,4.325,15.849,0.066,7.633,14.461,4.625,4,13.505,14.688,0.106,2,0.176,9.024,38.093,4.585,12.372,20.008,8.852,1,1,11
6.513,0.0,0,0,11.086,11.086,6.776,7.435,2.947,0,1.265,2.2,3.909,3.909,4.092,0,10.493,1,5.438,6.493,1,3.637,3.637,3.16,3.16,13.022,4.977,24,11.588,0.107,10.672,0.0,12.517,10.788,12.13,5,26,1,18.187,19.45,5.323,8.498,9.748,11.396,11.3,6.077,13.158,12.528,12.936,16.924,0.067,8.263,15.055,5.159,6,14.419,15.676,0.073,1,0.173,9.494,364.947,5.537,13.199,21.382,9.498,3,3,10
6.051,0.0,0,0,10.546,10.546,6.639,7.429,2.894,0,1.407,3.225,3.863,3.863,4.021,0,11.149,1,5.273,6.494,1,3.649,3.649,3.08,3.08,12.841,4.852,20,11.411,0.108,10.5,0.0,12.33,10.318,11.911,4,22,1,17.177,18.344,5.142,8.181,9.584,10.988,11.032,6.098,12.823,12.6,12.743,16.001,0.068,7.849,14.639,4.99,5,13.674,14.851,0.011,1,0.175,9.279,140.452,5.338,12.557,20.198,9.062,3,3,16
7.252,0.0,0,0,9.4,9.4,6.288,7.433,2.693,0,1.496,3.884,3.695,3.695,3.799,0,11.711,2,5.106,5.09,0,3.64,3.64,2.849,2.849,12.647,4.7,21,11.225,0.118,10.337,0.0,12.119,10.068,12.561,4,23,1,16.75,17.891,5.024,8.002,9.449,10.755,10.838,6.013,12.606,12.679,9.031,15.594,0.075,7.618,14.406,4.89,5,13.313,14.476,0.051,1,0.182,9.113,74.462,5.187,12.241,19.849,8.781,2,2,22
5.0,0.0,0,0,6.453,6.453,5.226,6.481,2.194,0,1.424,2.379,3.16,3.16,3.277,0,7.985,0,3.091,6.465,0,3.214,3.214,2.341,2.341,11.729,3.689,10,10.305,0.12,9.444,0.0,11.194,9.2,0.0,2,12,0,15.734,16.84,3.401,7.166,8.555,9.848,10.007,5.018,11.749,12.192,7.848,14.609,0.073,6.763,13.516,3.367,3,12.383,13.52,0.153,0,0.181,8.298,0.0,2.303,11.333,18.629,7.958,2,2,11
7.301,3.49,1,0,9.078,9.078,6.151,5.148,2.719,0,1.637,5.08,3.31,3.31,3.762,0,13.055,0,5.464,4.79,0,3.887,3.887,2.787,2.787,12.708,4.89,25,11.278,0.108,10.364,0.0,12.197,10.023,0.0,5,29,0,16.803,17.962,5.333,7.934,9.45,10.716,10.755,5.958,12.526,12.99,9.661,15.629,0.068,7.545,14.327,5.118,8,13.312,14.494,0.219,0,0.171,9.029,38.559,5.525,12.225,19.833,8.712,2,2,27
7.654,0.0,0,0,9.16,9.16,6.169,5.13,2.739,0,1.529,4.272,3.327,3.327,3.796,0,12.346,0,5.517,4.783,0,3.921,3.921,2.828,2.828,12.751,4.927,25,11.321,0.108,10.408,0.0,12.241,10.07,0.0,5,29,0,16.832,17.988,5.38,7.988,9.493,10.759,10.812,5.966,12.578,12.961,9.866,15.66,0.068,7.6,14.373,5.153,8,13.35,14.528,0.135,0,0.171,9.088,40.487,5.602,12.265,19.85,8.773,2,2,21
7.638,3.616,1,0,9.084,9.084,6.153,5.136,2.73,0,1.53,4.165,3.344,3.344,3.772,0,12.031,0,5.429,4.767,0,3.796,3.796,2.796,2.796,12.702,4.875,24,11.272,0.107,10.356,0.0,12.193,10.022,0.0,5,28,0,16.808,17.967,5.313,7.927,9.44,10.714,10.75,5.959,12.523,12.906,9.805,15.635,0.066,7.545,14.326,5.094,8,13.32,14.499,0.233,0,0.17,9.02,87.731,5.46,12.228,19.833,8.726,2,2,21
7.301,0.0,0,0,10.991,10.991,6.758,6.497,2.933,0,1.408,3.179,3.907,3.907,4.064,0,10.967,2,5.124,6.452,0,3.652,3.652,3.125,3.125,12.857,4.745,20,11.424,0.107,10.504,0.0,12.353,10.712,0.0,4,22,0,18.157,19.423,5.03,8.385,9.579,11.318,11.192,6.052,13.071,12.582,12.917,16.891,0.069,8.191,14.986,4.883,5,14.376,15.637,-0.067,0,0.173,9.363,126.671,5.193,13.147,21.365,9.413,3,3,16
8.143,0.0,0,0,10.998,10.998,6.751,7.431,3.115,0,1.465,4.065,3.967,3.967,4.119,1,12.802,0,5.829,7.426,3,3.801,3.801,3.117,3.117,13.129,5.247,31,11.697,0.107,10.778,2.77,12.623,10.527,27.442,6,35,2,17.44,18.62,5.677,8.388,9.857,11.248,11.237,6.341,13.035,12.417,0.0,16.251,0.068,8.074,14.863,5.476,9,13.897,15.091,0.178,4,0.17,9.482,66.074,5.966,12.778,20.594,9.232,0,0,24
8.744,0.0,0,0,10.234,10.234,6.553,6.498,2.826,0,1.29,2.187,3.586,3.586,3.961,0,9.736,2,5.05,6.453,0,3.352,3.352,3.023,3.023,12.672,4.663,20,11.243,0.108,10.331,0.0,12.16,10.149,0.0,4,22,0,17.013,18.177,4.984,7.999,9.418,10.82,10.843,5.961,12.641,12.364,12.958,15.839,0.069,7.664,14.466,4.82,5,13.512,14.691,-0.045,0,0.174,9.085,108.903,5.106,12.395,20.055,8.876,3,3,10
7.854,0.0,0,0,10.415,10.415,6.612,7.428,2.878,0,1.307,2.133,3.865,3.865,3.993,0,9.084,2,4.691,6.494,1,3.385,3.385,3.046,3.046,12.589,4.522,14,11.159,0.107,10.239,0.0,12.082,10.14,11.856,3,16,1,17.068,18.24,4.718,7.951,9.318,10.812,10.815,6.053,12.633,12.374,11.939,15.89,0.066,7.656,14.474,4.625,4,13.549,14.73,-0.056,1,0.172,9.033,100.019,4.625,12.415,20.107,8.885,3,3,10
6.348,0.0,0,0,9.572,9.572,6.335,7.435,2.724,0,1.369,2.748,3.991,3.991,3.804,1,10.192,1,5.153,7.423,3,3.711,3.711,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.324,12.193,10.133,24.673,4,23,2,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,11.953,4.042,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.167,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,1,1,12
9.42,0.0,0,0,9.593,9.593,6.34,7.428,2.707,0,1.383,3.077,3.957,3.957,3.795,1,11.115,1,5.537,5.017,2,3.647,3.647,2.841,2.841,12.835,4.97,25,11.401,0.105,10.474,3.031,12.333,10.204,13.167,5,29,1,17.184,18.377,5.421,8.055,9.548,10.913,10.892,5.989,12.689,11.973,4.36,15.981,0.067,7.719,14.517,5.209,8,13.603,14.809,0.319,3,0.168,9.139,40.389,5.591,12.473,20.298,8.895,1,1,12
9.328,0.0,0,0,9.593,9.593,6.34,7.428,2.708,0,1.388,3.083,3.957,3.957,3.795,1,11.024,1,5.513,5.017,2,3.647,3.647,2.841,2.841,12.83,4.956,24,11.396,0.105,10.467,3.017,12.329,10.203,13.112,5,28,1,17.186,18.379,5.403,8.048,9.539,10.912,10.887,5.989,12.686,11.972,4.342,15.984,0.065,7.719,14.516,5.198,8,13.608,14.811,0.312,3,0.167,9.132,93.595,5.553,12.474,20.298,8.906,1,1,12
6.818,0.0,0,0,9.597,9.597,6.341,7.431,2.811,0,1.476,3.869,3.959,3.959,3.832,1,12.001,1,5.553,7.427,3,3.677,3.677,2.857,2.857,12.884,4.997,25,11.451,0.106,10.527,2.685,12.38,10.281,25.808,5,29,2,17.229,18.416,5.429,8.134,9.603,10.986,10.978,6.092,12.777,12.2,4.236,16.032,0.067,7.803,14.605,5.231,8,13.666,14.865,0.289,4,0.17,9.222,45.094,5.613,12.54,20.336,8.983,1,1,18
8.146,0.0,0,0,9.591,9.591,6.339,7.431,2.712,0,1.47,3.843,3.959,3.959,3.796,1,12.019,1,5.509,7.426,3,3.647,3.647,2.84,2.84,12.873,4.99,25,11.44,0.108,10.52,2.705,12.367,10.246,25.797,5,29,2,17.195,18.385,5.407,8.115,9.599,10.951,10.95,5.984,12.738,12.149,4.247,15.995,0.068,7.766,14.558,5.215,8,13.625,14.827,0.3,4,0.17,9.206,48.008,5.583,12.501,20.304,8.944,1,1,18
6.45,0.0,0,0,9.606,9.606,6.343,7.431,2.813,0,1.473,3.928,3.959,3.959,3.839,1,12.239,1,5.642,7.427,3,3.728,3.728,2.87,2.87,12.934,5.063,25,11.502,0.107,10.579,2.64,12.429,10.327,25.988,5,29,2,17.246,18.431,5.489,8.193,9.657,11.029,11.041,6.092,12.834,12.268,4.242,16.052,0.067,7.867,14.655,5.293,8,13.695,14.889,0.145,4,0.172,9.289,50.394,5.737,12.574,20.344,9.039,1,1,18
8.509,0.0,0,0,9.565,9.565,6.333,7.428,2.7,0,1.426,3.124,3.954,3.954,3.786,1,10.459,1,5.056,5.19,2,3.647,3.647,2.831,2.831,12.653,4.71,19,11.219,0.103,10.289,2.734,12.153,10.095,12.647,4,23,1,17.125,18.321,5.011,7.907,9.358,10.801,10.759,5.894,12.574,11.943,4.127,15.922,0.066,7.609,14.416,4.868,7,13.535,14.742,0.309,3,0.166,8.986,29.764,5.004,12.389,20.235,8.8,1,1,12
5.958,0.0,0,0,9.574,9.574,6.336,7.428,2.719,0,1.42,3.167,3.954,3.954,3.805,1,10.711,1,5.198,5.19,2,3.727,3.727,2.849,2.849,12.716,4.796,19,11.283,0.104,10.354,2.689,12.214,10.15,12.771,4,23,1,17.144,18.337,5.1,7.982,9.426,10.852,10.837,5.895,12.642,12.03,4.134,15.944,0.066,7.687,14.475,4.956,7,13.568,14.769,0.108,3,0.168,9.07,35.064,5.209,12.428,20.245,8.868,1,1,12
6.515,0.0,0,0,9.572,9.572,6.335,8.201,2.721,0,1.369,2.748,3.991,3.991,3.803,1,10.192,1,5.153,7.435,3,3.711,3.711,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.237,12.193,10.133,24.622,4,23,2,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,11.953,4.025,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.121,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,1,1,12
4.305,0.0,0,0,11.165,11.165,6.805,6.497,2.95,0,1.306,2.074,3.88,3.88,4.09,0,8.853,2,4.575,6.452,0,3.596,3.596,3.155,3.155,12.647,4.454,14,11.212,0.104,10.281,0.0,12.148,10.614,0.0,3,16,0,18.076,19.336,4.635,8.237,9.346,11.204,11.049,6.118,12.956,12.415,11.951,16.815,0.065,8.085,14.891,4.543,4,14.305,15.563,-0.107,0,0.17,9.185,85.653,4.431,13.071,21.246,9.323,3,3,10
5.27,0.0,0,0,11.323,11.323,6.835,6.497,2.977,0,1.287,2.176,3.881,3.881,4.129,0,9.769,1,5.204,6.452,0,3.606,3.606,3.198,3.198,12.87,4.804,19,11.434,0.105,10.508,0.0,12.37,10.709,0.0,4,21,0,18.117,19.373,5.124,8.378,9.574,11.31,11.186,6.189,13.067,12.501,12.847,16.86,0.064,8.186,14.981,4.949,5,14.361,15.614,0.037,0,0.169,9.351,179.424,5.231,13.137,21.278,9.42,3,3,10
6.804,0.0,0,0,12.175,12.175,7.083,7.717,3.052,0,1.472,3.861,4.687,4.687,4.251,1,12.037,0,5.598,7.428,2,4.122,4.122,3.322,3.322,12.978,5.043,25,11.542,0.105,10.616,2.585,12.478,10.662,38.929,5,29,3,17.824,19.035,5.485,8.402,9.684,11.297,11.202,6.338,13.055,12.923,0.0,16.607,0.066,8.179,14.938,5.288,8,14.188,15.407,0.369,3,0.168,9.394,47.001,5.659,13.013,20.953,9.37,0,0,18
5.328,0.0,0,0,12.175,12.175,7.083,7.717,3.052,0,1.469,3.921,4.687,4.687,4.251,1,12.275,0,5.684,7.428,2,4.123,4.123,3.322,3.322,13.024,5.106,25,11.588,0.106,10.664,2.54,12.522,10.694,39.166,5,29,3,17.833,19.043,5.541,8.448,9.733,11.328,11.252,6.34,13.098,12.956,0.0,16.619,0.066,8.223,14.973,5.347,8,14.205,15.421,0.23,3,0.17,9.451,52.301,5.778,13.034,20.957,9.409,0,0,18
5.547,0.0,0,0,10.33,10.33,6.568,7.815,2.888,0,1.418,3.301,4.315,4.315,4.046,1,11.199,0,5.565,7.718,2,4.301,4.301,3.112,3.112,12.952,5.056,19,11.511,0.101,10.58,2.165,12.458,10.563,59.294,4,23,3,17.579,18.769,5.501,8.345,9.635,11.201,11.143,6.475,12.971,12.834,0.0,16.384,0.063,8.118,14.822,5.318,7,14.012,15.207,0.287,3,0.161,9.351,44.14,5.602,12.863,20.626,9.306,0,0,12
6.678,0.0,0,0,12.284,12.284,7.119,7.815,3.059,0,1.456,3.821,4.687,4.687,4.264,1,12.193,0,5.802,7.717,2,4.312,4.312,3.336,3.336,13.102,5.176,25,11.664,0.104,10.733,2.181,12.605,10.77,62.409,5,29,3,17.922,19.132,5.659,8.511,9.796,11.419,11.326,6.567,13.18,13.079,0.0,16.707,0.065,8.299,15.062,5.447,8,14.292,15.509,0.303,3,0.166,9.515,53.993,5.894,13.118,21.06,9.487,0,0,18
6.785,0.0,0,0,10.231,10.231,6.476,7.718,2.883,0,1.421,3.219,4.315,4.315,4.044,1,10.868,0,5.328,7.428,2,4.113,4.113,3.11,3.11,12.807,4.905,19,11.368,0.102,10.443,2.569,12.31,10.428,36.257,4,23,3,17.437,18.626,5.303,8.215,9.502,11.046,10.992,6.325,12.814,12.629,0.0,16.243,0.064,7.972,14.661,5.136,7,13.873,15.068,0.351,3,0.163,9.206,37.149,5.313,12.725,20.455,9.164,0,0,12
7.682,0.0,0,0,9.601,9.601,6.342,7.432,2.742,0,1.462,3.88,3.959,3.959,3.818,2,12.275,0,5.583,7.427,4,3.727,3.727,2.857,2.857,12.922,5.056,25,11.491,0.108,10.574,2.718,12.413,10.292,25.922,5,29,2,17.208,18.395,5.455,8.179,9.658,10.991,11.018,5.982,12.798,12.217,0.0,16.01,0.068,7.832,14.609,5.273,8,13.648,14.846,0.214,4,0.175,9.281,56.324,5.673,12.531,20.309,8.999,0,0,18
8.337,0.0,0,0,10.324,10.324,6.567,7.815,2.871,0,1.45,3.782,3.969,3.969,3.948,2,12.193,0,5.7,7.432,4,3.837,3.837,2.984,2.984,13.008,5.13,25,11.574,0.106,10.649,2.359,12.504,10.404,49.165,5,29,2,17.368,18.56,5.572,8.261,9.725,11.116,11.11,6.19,12.907,12.459,0.0,16.167,0.067,7.943,14.735,5.375,8,13.795,14.996,0.298,4,0.17,9.356,58.015,5.787,12.666,20.497,9.115,0,0,18
6.997,0.0,0,0,9.591,9.591,6.339,7.448,2.82,1,1.462,3.812,3.959,3.959,3.829,2,12.072,0,5.525,7.428,4,3.681,3.681,2.848,2.848,12.919,5.017,25,11.488,0.109,10.57,2.617,12.412,10.32,38.027,5,29,3,17.239,18.424,5.416,8.189,9.652,11.021,11.032,6.049,12.823,12.225,0.0,16.045,0.068,7.847,14.643,5.236,8,13.687,14.882,0.351,5,0.172,9.284,53.324,5.591,12.567,20.341,9.028,0,0,18
6.325,0.0,0,0,9.597,9.597,6.341,7.431,2.814,0,1.476,3.91,3.959,3.959,3.851,1,12.125,0,5.58,7.427,3,3.79,3.79,2.874,2.874,12.919,5.024,25,11.486,0.106,10.563,2.782,12.414,10.317,26.049,5,29,2,17.247,18.433,5.447,8.178,9.64,11.019,11.024,6.111,12.818,12.265,0.0,16.053,0.067,7.847,14.64,5.252,8,13.693,14.888,0.302,4,0.17,9.271,47.289,5.656,12.57,20.345,9.029,0,0,18
6.445,0.0,0,0,9.591,9.591,6.339,7.432,2.727,0,1.471,3.885,3.959,3.959,3.801,2,12.141,0,5.525,7.427,4,3.662,3.662,2.841,2.841,12.906,5.024,25,11.472,0.108,10.556,2.752,12.4,10.284,25.864,5,29,2,17.211,18.398,5.425,8.16,9.634,10.985,10.997,5.984,12.78,12.217,0.0,16.014,0.068,7.811,14.595,5.226,8,13.651,14.849,0.381,4,0.17,9.256,50.345,5.609,12.53,20.312,8.992,0,0,18
7.26,0.0,0,0,9.586,9.586,6.338,7.428,2.722,0,1.48,3.878,3.963,3.963,3.797,1,11.964,0,5.505,5.005,2,3.647,3.647,2.836,2.836,12.824,4.949,25,11.392,0.107,10.469,2.925,12.319,10.201,13.149,5,29,1,17.173,18.365,5.371,8.059,9.548,10.907,10.895,5.965,12.69,12.119,0.0,15.97,0.068,7.719,14.516,5.17,8,13.593,14.799,0.232,3,0.171,9.146,43.188,5.565,12.465,20.289,8.891,0,0,18
7.244,0.0,0,0,9.597,9.597,6.341,7.431,2.807,0,1.476,3.869,3.959,3.959,3.832,1,12.001,2,5.553,7.427,3,3.677,3.677,2.857,2.857,12.884,4.997,25,11.451,0.106,10.527,2.753,12.38,10.281,25.82,5,29,2,17.229,18.416,5.429,8.134,9.603,10.986,10.978,6.092,12.777,12.2,3.917,16.032,0.067,7.803,14.605,5.231,8,13.666,14.865,0.239,4,0.17,9.222,45.094,5.613,12.54,20.336,8.983,1,1,18
8.387,0.0,0,0,9.591,9.591,6.339,7.432,2.726,0,1.465,3.819,3.959,3.959,3.8,2,12.037,0,5.489,7.427,4,3.647,3.647,2.839,2.839,12.871,4.99,25,11.44,0.108,10.521,2.763,12.364,10.244,25.742,5,29,2,17.19,18.38,5.394,8.119,9.604,10.947,10.953,5.982,12.739,12.146,0.0,15.989,0.069,7.766,14.557,5.209,8,13.618,14.821,0.36,4,0.173,9.213,51.024,5.541,12.496,20.3,8.94,0,0,18
6.951,0.0,0,0,9.572,9.572,6.335,7.428,2.716,0,1.423,3.148,3.954,3.954,3.801,1,10.593,1,5.153,6.471,2,3.717,3.717,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.58,12.193,10.133,12.67,4,23,1,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,12.018,4.106,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.194,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,1,1,12
