pXC50,H.050,nHDon,CATS2D_08_DA,ATSC8s,Hy,CATS2D_08_AP,Eig10_EA.bo.,Eig11_EA.bo.,DLS_07,P_VSA_MR_5,ATS8s,DBI,PHI,Eig13_EA.bo.,GGI9,CATS2D_09_DL,CATS2D_02_DP,GGI8,S2K,Uindex,CATS2D_09_DA,CATS2D_03_DA,Eig04_EA.dm.,RBN,Eig04_AEA.dm.,Eig06_AEA.dm.,S3K,BAC,SAdon,Eig05_EA.dm.,Eig09_EA.dm.,CATS2D_02_DA,IC3,GGI10,DLS_02,TPSA.NO.,TPSA.Tot.,TIE,IAC,IDDE,TIC0,LLS_02,Eig08_EA.dm.,ON0V,SpMax6_Bh.v.,SpMin6_Bh.i.,SpMin6_Bh.p.,SpMin6_Bh.v.,SsNH2,Eig07_EA.dm.,S1K,SpMax7_Bh.e.,SpMax7_Bh.i.,SpMax8_Bh.e.,SpMax8_Bh.i.,SpMin7_Bh.p.,SpMin8_Bh.e.,SpMin8_Bh.i.,SpMin8_Bh.v.,TIC2,VvdwZAZ,ATSC5s,SpMin6_Bh.e.,Chi1_EA.ed.,Eig09_EA.bo.,Eig10_EA.dm.,Eig11_EA.dm.,Eta_F,Eta_FL
5.238,1,1,1,50.132,-0.217,0,1.142,0.927,1.0,29.715,5.595,3.742,6.435,0.519,0.185,0,0,0.329,8.812,49.818,1,1,1.059,6,3.53,3.109,4.776,42.0,17.888,0.86,0.0,1,5.166,0.193,1.0,99.77,160.1,65.536,78.606,4.209,78.606,1.0,0.0,8.367,2.963,1.198,1.487,1.489,0.0,0.0,20.449,2.992,3.025,2.785,2.843,1.307,0.832,0.817,1.034,205.358,346.44,93.832,1.205,5.046,1.863,0.0,0.0,29.28,7.494
5.59,1,1,1,27.588,-0.302,0,1.83,1.581,1.0,29.183,5.591,2.739,5.146,0.927,0.248,2,0,0.192,8.069,39.434,0,0,0.0,6,2.903,2.566,3.966,2.0,16.786,0.0,0.0,1,5.297,0.107,1.0,72.53,97.83,34.572,79.285,4.444,79.285,0.75,0.0,8.193,2.859,1.125,1.379,1.342,0.0,0.0,18.493,2.937,3.014,2.905,2.967,1.366,0.952,0.897,1.162,205.159,324.03,29.986,1.144,5.788,1.921,0.0,0.0,28.743,8.243
4.252,1,1,0,118.79,-0.349,0,1.65,1.557,1.0,41.185,5.992,3.464,4.662,1.0,0.178,0,0,0.427,7.126,41.459,1,0,0.0,3,3.247,2.677,3.449,26.0,18.011,0.0,0.0,1,4.889,0.108,1.0,83.55,91.93,76.043,86.683,4.348,86.683,0.88,0.0,9.95,3.125,1.176,1.412,1.453,0.0,0.0,19.628,3.189,3.216,3.111,3.206,1.376,1.153,1.064,1.429,242.499,377.41,184.424,1.22,5.312,1.765,0.0,0.0,31.193,6.547
4.262,3,3,2,171.675,0.748,1,2.257,2.218,0.5,45.991,6.56,4.848,7.561,2.022,0.433,4,0,0.619,11.311,61.607,1,1,0.532,7,3.309,2.776,5.834,38.0,49.302,0.313,0.0,3,5.692,0.343,0.5,146.91,155.29,94.716,115.12,4.833,115.12,0.63,0.0,12.7,3.408,1.449,1.635,1.666,5.131,0.0,28.073,3.391,3.411,3.308,3.344,1.521,1.216,1.167,1.469,352.68,503.18,148.692,1.435,7.676,2.33,0.0,0.0,52.578,11.156
4.262,0,0,0,77.285,-0.751,0,1.431,1.071,1.0,37.882,6.019,4.183,7.496,0.429,0.346,0,0,0.364,9.877,52.161,0,0,0.51,8,2.729,2.561,5.907,41.0,0.0,0.0,0.0,0,4.89,0.238,1.0,45.67,73.91,55.33,90.901,4.211,90.901,1.0,0.0,11.243,3.087,1.204,1.51,1.548,0.0,0.0,22.007,3.244,3.328,2.938,3.009,1.377,1.043,1.005,1.308,251.445,382.56,47.718,1.277,5.377,1.5,0.0,0.0,25.566,6.822
4.397,0,0,0,56.569,-0.769,0,1.421,0.769,1.0,20.709,5.821,4.062,7.252,0.368,0.206,0,0,0.323,9.653,46.665,0,0,0.0,8,2.69,2.354,5.759,21.0,0.0,0.0,0.0,0,4.922,0.179,1.0,36.44,64.68,47.342,82.261,4.31,82.261,0.88,0.0,9.743,3.085,1.156,1.357,1.386,0.0,0.0,20.284,2.995,3.039,2.889,3.009,1.239,0.934,0.886,1.153,223.029,360.54,32.812,1.202,5.255,1.5,0.0,0.0,21.045,6.055
4.262,1,1,0,27.791,-0.383,0,1.032,1.0,1.0,29.826,5.195,2.915,5.811,-0.307,0.107,0,0,0.098,8.248,39.681,0,0,0.0,4,2.495,1.873,5.03,5.0,18.011,0.0,0.0,1,4.559,0.115,1.0,32.34,32.34,35.186,66.456,4.002,66.456,1.0,0.0,7.843,2.91,1.006,1.303,1.32,0.0,0.0,16.906,2.946,3.006,2.854,2.925,1.141,0.886,0.821,1.107,181.624,320.56,34.59,1.071,4.797,1.254,0.0,0.0,20.349,5.945
4.262,0,0,0,11.5,-0.836,1,-0.357,-0.462,1.0,0.0,4.759,3.0,3.262,-1.0,0.142,0,0,0.157,4.946,29.944,0,0,0.0,1,2.493,1.467,2.467,21.0,0.0,0.0,0.0,0,4.387,0.0,1.0,19.39,19.39,21.23,53.933,2.946,53.933,1.0,0.0,8.45,2.815,0.921,1.239,1.308,0.0,0.0,13.191,2.874,3.009,2.874,3.009,1.217,0.934,0.804,1.167,146.356,268.31,22.556,0.981,3.567,0.639,0.0,0.0,17.926,5.482
4.252,2,2,1,58.118,0.468,0,-0.85,-1.097,1.0,35.661,5.106,2.121,3.447,-1.941,0.0,0,0,0.076,4.704,28.437,0,0,0.0,1,3.139,2.147,2.638,26.0,60.694,0.0,0.0,1,3.968,0.0,1.0,53.09,113.42,30.313,49.533,3.617,49.533,1.0,0.0,5.7,2.455,0.592,1.005,0.974,0.0,0.0,12.457,2.588,2.606,2.429,2.537,0.726,0.332,0.301,0.636,111.096,230.3,14.18,0.641,2.92,-0.445,0.0,0.0,12.884,3.985
5.568,1,1,0,58.333,-0.352,0,1.758,1.625,1.0,63.899,5.929,3.742,6.479,1.5,0.291,2,0,0.334,9.475,54.511,0,3,0.657,5,3.0,2.808,4.619,38.0,18.011,0.0,0.0,1,5.118,0.242,0.83,92.96,92.96,71.939,86.861,4.62,86.861,1.0,0.0,10.243,2.917,1.255,1.498,1.51,0.0,0.0,22.566,3.111,3.183,3.0,3.057,1.41,1.025,0.93,1.293,234.104,407.54,117.965,1.317,5.989,2.013,0.0,0.0,39.218,9.524
4.751,4,4,3,100.687,1.633,0,2.016,1.5,0.5,75.075,5.922,3.937,6.25,1.395,0.217,4,0,0.379,9.119,54.803,2,1,0.0,6,2.704,2.502,4.936,37.0,93.762,0.0,0.0,5,5.133,0.254,0.67,149.96,158.34,78.62,95.524,4.537,95.524,0.75,0.0,10.05,3.078,1.279,1.555,1.567,0.0,0.0,22.616,3.161,3.248,3.075,3.146,1.424,0.991,0.902,1.28,250.07,384.11,102.441,1.335,5.927,2.129,0.0,0.0,40.509,9.764
4.252,2,2,0,22.433,0.212,0,1.5,1.5,1.0,48.662,5.526,3.317,5.971,0.855,0.101,3,0,0.218,8.975,42.283,0,0,0.0,6,2.556,1.946,4.773,2.0,36.022,0.0,0.0,2,4.71,0.089,1.0,51.11,83.2,32.665,75.532,4.522,75.532,1.0,0.0,8.4,3.01,1.026,1.308,1.3,0.0,0.0,18.627,2.918,2.976,2.854,2.925,1.127,0.886,0.821,1.107,180.775,338.38,31.765,1.077,5.797,1.929,0.0,0.0,28.866,8.334
4.262,0,0,0,6.534,-0.865,0,-0.285,-0.735,1.0,20.946,4.197,2.236,2.119,-1.355,0.0,0,0,0.01,3.566,20.915,0,0,0.0,1,2.315,1.398,1.405,0.0,0.0,0.0,0.0,0,4.205,0.0,1.0,12.47,12.47,18.971,46.803,3.146,46.803,1.0,0.0,6.2,2.635,0.821,1.062,1.107,0.0,0.0,10.101,2.795,2.883,2.559,2.66,0.962,0.559,0.477,0.879,120.733,219.59,15.771,0.886,3.313,0.618,0.0,0.0,7.961,2.688
4.252,2,2,2,45.56,0.391,2,1.126,0.903,1.0,9.195,5.385,3.162,5.519,-0.254,0.175,1,0,0.27,7.644,41.97,0,1,0.54,5,2.979,2.383,4.264,27.0,32.897,0.0,0.0,1,4.642,0.069,1.0,94.11,150.59,50.928,77.381,4.324,77.381,1.0,0.0,8.217,2.816,1.111,1.359,1.357,5.535,0.0,18.05,2.874,3.009,2.854,2.925,1.239,0.886,0.804,1.107,190.968,314.96,49.334,1.153,4.515,1.437,0.0,0.0,22.491,6.197
4.262,1,1,0,8.896,-0.225,0,-0.038,-0.91,1.0,0.0,3.831,1.871,2.877,-1.605,0.025,0,0,0.059,4.408,25.568,0,2,0.0,1,2.59,1.516,1.969,10.0,42.683,0.0,0.0,0,4.644,0.0,1.0,50.44,78.68,31.604,43.584,3.392,43.584,1.0,0.0,4.593,2.351,0.622,0.907,0.867,0.0,0.0,11.748,2.399,2.455,2.304,2.333,0.687,0.0,0.0,0.456,104.487,216.19,44.343,0.632,3.3,0.389,0.0,0.0,15.717,4.871
4.262,3,3,0,28.681,0.665,0,1.5,1.441,0.5,95.833,6.139,4.528,8.669,1.056,0.227,7,0,0.357,11.893,49.741,0,0,0.0,13,2.552,2.274,6.871,4.0,54.032,0.0,0.0,0,5.018,0.264,0.5,36.09,36.09,55.549,97.17,4.113,97.17,0.5,0.0,14.417,3.27,1.371,1.637,1.664,0.0,0.0,24.783,3.304,3.397,3.228,3.304,1.542,1.262,1.192,1.489,336.938,497.24,28.467,1.437,6.912,1.972,0.0,0.0,13.155,3.306
4.262,2,2,0,19.312,0.445,0,0.087,0.0,1.0,62.982,4.99,1.732,6.692,-1.0,0.014,2,0,0.046,8.894,33.636,0,1,0.0,2,1.754,1.256,6.04,0.0,34.429,0.0,0.0,3,3.405,0.015,1.0,78.85,78.85,25.477,59.675,3.156,59.675,1.0,0.0,7.3,2.91,1.016,1.376,1.429,0.0,0.0,14.296,2.836,2.966,2.524,2.66,1.325,0.585,0.466,0.967,126.619,255.92,16.977,1.109,4.316,0.654,0.0,0.0,7.723,2.577
4.262,0,0,0,70.307,-0.767,0,1.946,1.814,1.0,17.65,5.933,3.937,4.433,1.308,0.459,0,0,0.457,7.05,43.171,0,0,1.423,4,3.545,2.84,3.035,34.0,0.0,0.86,0.0,0,4.57,0.157,1.0,88.13,88.13,61.693,67.375,4.091,67.375,0.88,0.0,9.5,3.134,1.181,1.437,1.372,0.0,0.286,19.493,3.042,3.059,2.976,3.006,1.198,0.932,0.899,1.14,187.582,359.11,68.958,1.183,5.677,2.403,0.0,0.0,38.047,8.941
5.207,2,2,0,64.27,0.403,0,1.22,0.79,1.0,66.762,5.548,2.739,4.229,0.15,0.179,1,0,0.315,6.432,37.957,3,0,0.86,2,3.518,2.866,2.818,27.0,74.355,0.785,0.0,1,4.982,0.103,1.0,121.55,175.09,57.023,70.898,4.547,70.898,0.88,0.0,7.05,2.807,0.889,1.149,1.132,0.0,0.0,17.095,2.985,3.001,2.831,2.862,1.134,0.724,0.66,1.009,174.608,314.8,80.724,0.94,4.535,1.33,0.0,0.0,27.094,6.611
4.771,0,0,0,44.546,-0.841,0,1.5,1.348,0.5,55.588,5.961,4.416,10.426,0.974,0.231,0,0,0.313,13.517,64.479,0,0,0.0,15,2.501,2.194,7.686,29.0,0.0,0.0,0.0,0,4.902,0.177,0.5,44.34,44.34,67.308,96.743,4.863,96.743,0.75,0.0,13.617,3.285,1.393,1.684,1.706,0.0,0.0,25.454,3.359,3.433,3.24,3.305,1.562,1.221,1.154,1.493,310.46,451.75,49.982,1.457,6.794,1.683,0.0,0.0,26.123,6.484
5.265,3,3,0,54.155,0.876,0,1.535,1.5,1.0,83.916,5.969,4.183,7.633,1.396,0.267,3,0,0.308,10.814,57.877,0,1,0.0,7,2.72,2.3,6.877,17.0,53.91,0.0,0.0,4,5.119,0.173,1.0,108.37,108.37,62.351,83.921,4.567,83.921,1.0,0.0,10.017,3.043,1.096,1.423,1.436,0.0,0.0,21.88,3.165,3.233,3.042,3.134,1.379,1.012,0.92,1.291,236.096,385.94,91.538,1.148,6.067,1.745,0.0,0.0,35.552,9.297
4.262,1,1,3,130.394,-0.25,0,1.5,1.16,1.0,52.542,6.099,3.937,6.045,0.68,0.191,0,0,0.311,8.722,46.968,0,2,0.601,6,2.987,2.601,4.513,17.0,18.011,0.498,0.0,1,5.162,0.147,0.83,108.91,117.29,76.621,92.267,4.307,92.267,0.88,0.0,9.183,3.162,1.283,1.571,1.567,0.0,0.0,20.791,3.133,3.201,2.874,2.979,1.355,1.054,1.034,1.291,246.913,368.66,125.851,1.33,5.62,2.011,0.0,0.0,32.427,7.608
4.675,2,2,0,52.811,0.21,0,1.961,1.5,1.0,40.476,5.76,3.391,6.489,0.834,0.214,5,0,0.354,9.269,47.032,0,2,0.397,7,2.776,2.408,4.756,17.0,74.355,0.043,0.0,2,5.092,0.145,0.83,63.17,63.17,54.073,84.258,4.548,84.258,0.88,0.0,8.886,2.947,1.034,1.334,1.346,0.0,0.0,21.003,2.959,2.999,2.878,2.925,1.148,0.886,0.824,1.107,220.665,378.92,59.825,1.096,5.758,1.97,0.0,0.0,30.785,8.137
4.262,0,0,0,66.756,-0.742,0,1.426,0.822,1.0,29.057,5.908,4.123,7.271,0.429,0.266,0,0,0.364,9.681,49.417,0,0,0.51,8,2.707,2.543,5.903,30.0,0.0,0.0,0.0,0,4.965,0.204,1.0,45.67,73.91,51.335,87.39,4.236,87.39,1.0,0.0,10.326,3.071,1.167,1.446,1.473,0.0,0.0,21.031,2.999,3.063,2.91,3.009,1.264,0.934,0.821,1.308,238.507,365.26,42.164,1.236,5.291,1.5,0.0,0.0,24.898,6.766
4.262,0,0,0,26.233,-0.815,0,0.809,0.498,1.0,97.859,5.339,3.0,4.965,-0.371,0.101,0,0,0.217,7.136,36.881,0,0,0.8,2,3.056,2.652,3.398,20.0,0.0,0.172,0.0,0,4.645,0.095,1.0,54.06,54.06,37.069,62.316,3.882,62.316,1.0,0.0,8.8,2.993,1.079,1.376,1.429,0.0,0.0,16.004,3.111,3.191,2.912,2.982,1.303,0.887,0.804,1.165,195.092,325.7,41.795,1.153,4.129,1.0,0.0,0.0,15.388,4.302
5.145,1,1,0,50.938,-0.238,0,1.0,0.412,1.0,65.309,5.485,3.391,6.204,-0.248,0.131,0,0,0.166,8.388,42.187,0,1,0.8,6,2.885,2.232,4.658,17.0,18.011,0.248,0.0,1,4.849,0.114,1.0,76.46,104.7,50.265,82.84,4.214,82.84,1.0,0.0,9.35,2.99,1.064,1.376,1.429,0.0,0.0,18.491,3.111,3.206,2.947,3.036,1.359,0.989,0.928,1.269,219.611,330.36,81.48,1.153,4.818,1.263,0.0,0.0,18.315,5.125
4.262,1,1,1,48.162,-0.382,0,1.957,1.5,1.0,63.412,6.032,3.391,7.385,0.793,0.351,1,0,0.526,10.428,53.867,0,0,0.86,8,2.993,2.626,5.085,35.0,31.672,0.86,0.0,1,4.873,0.252,0.83,69.36,94.66,53.644,94.31,4.863,94.31,0.75,0.12,12.15,3.045,1.154,1.522,1.538,0.0,0.393,23.369,3.218,3.272,3.166,3.252,1.418,1.185,1.111,1.436,260.4,425.06,49.944,1.215,5.978,2.0,0.0,0.0,35.339,8.807
4.262,2,2,0,101.681,0.616,0,-1.0,-1.215,1.0,40.549,5.043,3.391,4.207,-1.92,0.0,0,0,0.061,4.991,28.101,0,0,0.0,3,1.552,0.804,4.207,21.0,60.694,0.0,0.0,0,3.765,0.0,1.0,32.26,32.26,34.44,49.923,2.896,49.923,1.0,0.0,4.795,2.065,0.208,0.898,0.819,0.0,0.0,11.8,2.119,2.278,2.094,2.271,0.568,0.12,0.0,0.626,100.478,189.9,80.015,0.29,2.485,-1.0,0.0,0.0,5.978,1.429
4.262,0,0,0,116.873,-0.707,0,1.426,0.822,1.0,20.232,6.065,4.123,7.216,0.429,0.266,0,0,0.364,9.636,49.417,0,0,0.51,8,2.786,2.577,5.871,30.0,0.0,0.0,0.0,0,4.931,0.204,1.0,45.67,73.91,60.792,89.689,4.236,89.689,1.0,0.0,9.469,3.063,1.149,1.328,1.341,0.0,0.0,20.968,2.923,3.009,2.894,2.957,1.239,0.891,0.821,1.113,221.96,354.03,56.329,1.172,5.291,1.5,0.0,0.0,25.905,6.929
5.206,0,0,0,39.958,-0.828,0,-0.212,-0.611,1.0,86.312,5.246,3.606,7.028,-1.09,0.056,0,0,0.123,8.922,45.544,0,0,0.0,6,2.385,1.645,5.384,32.0,0.0,0.0,0.0,0,4.649,0.033,1.0,52.51,52.51,38.162,49.956,4.037,49.956,1.0,0.0,7.1,2.792,0.934,1.255,1.264,0.0,0.0,14.968,2.912,2.981,2.776,2.867,1.029,0.754,0.692,0.957,151.057,284.88,24.943,1.032,3.799,0.303,0.0,0.0,13.975,4.218
4.473,2,2,1,44.445,0.251,0,1.342,0.658,1.0,32.837,5.49,3.24,5.732,-0.049,0.238,1,0,0.231,8.188,44.465,0,1,0.467,7,2.753,2.309,4.534,23.0,59.346,0.0,0.0,0,4.891,0.09,1.0,76.6,76.6,43.458,71.207,4.393,71.207,1.0,0.0,8.817,2.809,1.109,1.434,1.42,0.0,0.0,18.201,2.922,2.968,2.854,2.925,1.23,0.886,0.821,1.132,207.313,318.18,41.196,1.18,4.882,1.5,0.0,0.0,26.693,7.399
4.678,1,1,0,67.839,-0.283,0,1.314,1.181,1.0,44.62,5.753,2.55,5.005,0.952,0.256,2,0,0.348,7.815,41.594,0,0,0.941,3,3.285,2.491,3.626,10.0,18.011,0.8,0.0,3,5.084,0.131,0.83,106.77,106.77,59.754,81.907,4.64,81.907,0.88,0.0,8.9,2.952,1.126,1.518,1.483,0.0,0.113,19.212,3.111,3.202,3.02,3.055,1.376,0.954,0.923,1.21,228.001,350.24,79.615,1.158,5.674,1.908,0.0,0.0,31.718,7.729
4.262,0,0,0,7.75,-0.807,0,-0.494,-0.644,1.0,21.426,2.97,1.871,1.616,-1.392,0.0,0,0,0.0,3.024,20.755,0,0,0.0,0,2.377,1.565,1.093,2.0,0.0,0.0,0.0,0,4.533,0.0,0.83,34.89,34.89,19.194,39.86,3.735,39.86,1.0,0.0,5.067,2.523,0.586,0.799,0.823,0.0,0.0,9.086,2.511,2.58,2.456,2.535,0.747,0.449,0.374,0.708,110.772,191.83,18.475,0.638,3.181,0.0,0.0,0.0,14.974,4.853
4.262,1,1,0,51.85,-0.31,0,0.798,-0.029,1.0,36.021,5.406,3.082,4.117,-0.821,0.054,0,0,0.131,6.2,34.113,0,0,0.149,3,2.519,2.15,3.149,12.0,18.011,0.0,0.0,1,4.466,0.0,1.0,64.63,64.63,40.232,56.66,3.845,56.66,1.0,0.0,7.0,2.723,0.821,1.113,1.122,0.0,0.0,14.606,2.854,2.925,2.73,2.801,1.062,0.695,0.636,0.982,147.589,268.82,51.492,0.886,4.283,1.387,0.0,0.0,22.236,6.282
5.207,3,3,0,135.487,0.988,0,1.12,0.98,1.0,109.702,6.127,4.062,8.068,-0.049,0.16,2,0,0.308,10.283,60.916,3,0,1.894,9,3.545,3.298,5.151,79.0,50.908,1.773,0.202,2,4.972,0.091,1.0,131.51,156.81,102.619,85.807,4.379,85.807,1.0,0.34,9.283,3.145,1.201,1.427,1.395,5.184,0.619,21.97,3.091,3.134,2.912,2.953,1.265,0.857,0.804,1.105,229.611,373.34,91.618,1.229,5.098,1.288,0.0,0.0,28.12,6.216
4.262,3,3,2,121.768,0.731,1,2.254,2.055,1.0,74.655,6.386,4.301,7.14,1.75,0.373,3,0,0.479,11.026,57.284,1,1,0.98,7,3.309,2.773,5.412,18.0,50.908,0.532,0.0,2,5.611,0.294,0.5,129.84,129.84,78.246,101.513,5.022,101.513,0.75,0.0,11.783,3.263,1.292,1.545,1.508,5.254,0.0,25.902,3.337,3.373,3.273,3.319,1.52,1.179,1.136,1.435,324.645,473.24,117.695,1.319,7.605,2.276,0.0,0.0,48.667,11.127
4.262,3,3,0,43.048,0.65,0,1.899,1.5,0.5,76.778,6.123,4.243,9.48,1.321,0.278,6,0,0.39,13.204,58.992,0,0,0.0,13,2.642,2.353,7.763,7.0,54.032,0.0,0.0,0,5.028,0.231,0.5,36.09,36.09,54.61,88.614,4.765,88.614,0.63,0.0,13.25,3.349,1.429,1.627,1.658,0.0,0.0,25.129,3.375,3.457,3.261,3.348,1.586,1.259,1.164,1.523,298.299,473.08,37.467,1.481,7.141,1.975,0.0,0.0,32.066,8.533
4.253,0,0,0,29.551,-0.686,0,0.743,0.618,1.0,20.746,5.028,3.24,5.271,-0.531,0.15,0,0,0.175,7.225,37.157,0,0,0.0,5,2.821,2.04,4.072,10.0,0.0,0.0,0.0,0,4.722,0.108,1.0,50.27,83.95,46.012,73.39,4.089,73.39,1.0,0.0,7.043,2.764,1.023,1.237,1.281,0.0,0.0,16.781,2.869,2.921,2.771,2.854,1.01,0.737,0.665,1.006,173.367,302.45,57.485,1.045,4.29,0.897,0.0,0.0,19.448,5.235
4.975,3,3,4,224.302,0.791,2,1.583,1.5,0.0,115.247,6.65,5.339,13.354,1.136,0.362,0,0,0.452,16.181,102.096,0,2,1.48,17,3.559,2.8,9.444,105.0,50.908,1.004,0.058,4,5.304,0.248,0.5,144.56,144.56,191.392,119.269,5.037,119.269,0.63,0.227,14.567,3.415,1.508,1.755,1.777,6.207,0.555,31.361,3.434,3.483,3.321,3.385,1.627,1.308,1.243,1.553,368.448,530.32,221.96,1.564,7.149,1.769,0.0,0.0,36.666,7.23
4.262,3,3,0,70.745,0.735,0,1.604,1.589,0.5,93.363,6.137,5.148,10.155,1.208,0.414,5,0,0.489,13.067,69.997,0,0,0.4,13,2.761,2.126,8.068,53.0,54.032,0.0,0.0,0,5.388,0.335,0.5,36.09,36.09,93.351,102.045,4.822,102.045,0.63,0.0,13.345,3.253,1.367,1.621,1.64,0.0,0.0,27.202,3.392,3.457,3.246,3.324,1.571,1.217,1.117,1.514,335.009,470.57,79.112,1.457,6.476,1.899,0.0,0.0,30.875,7.184
4.262,0,0,0,25.383,-0.851,0,0.801,-0.094,1.0,89.731,5.256,2.739,4.765,-0.445,0.062,0,0,0.156,6.952,34.414,0,0,0.172,1,3.025,2.017,3.344,10.0,0.0,0.0,0.0,0,4.47,0.04,1.0,50.82,50.82,35.387,57.626,3.516,57.626,1.0,0.0,8.1,2.999,1.079,1.298,1.323,0.0,0.0,15.079,3.091,3.163,2.912,2.981,1.09,0.819,0.708,1.124,174.114,314.7,36.896,1.136,4.203,1.247,0.0,0.0,13.603,3.708
4.252,1,1,0,33.273,-0.358,0,1.432,1.32,1.0,57.175,5.464,3.536,5.447,0.511,0.166,2,0,0.283,8.155,42.718,1,1,0.546,5,2.846,2.565,4.126,10.0,18.011,0.0,0.0,1,4.989,0.103,1.0,81.43,81.43,51.553,75.978,4.522,75.978,1.0,0.0,9.283,2.986,1.092,1.442,1.422,0.0,0.0,18.702,3.046,3.127,2.895,2.946,1.286,0.886,0.832,1.107,237.828,351.32,61.91,1.181,5.412,1.5,0.0,0.0,26.091,6.802
4.252,0,0,0,63.588,-0.765,0,1.948,1.618,1.0,22.275,5.915,3.317,5.866,1.404,0.365,0,0,0.514,8.917,47.221,0,0,0.86,4,3.275,2.928,3.691,27.0,0.0,0.8,0.0,0,5.013,0.193,0.67,70.16,70.16,79.94,100.826,4.515,100.826,0.75,0.0,11.576,3.027,1.208,1.513,1.533,0.0,0.293,23.023,3.205,3.242,3.111,3.206,1.489,1.197,1.125,1.433,286.652,439.31,114.002,1.233,6.252,2.086,0.0,0.0,33.905,7.606
4.262,2,2,0,5.67,0.366,0,-1.033,-1.5,1.0,13.336,3.091,1.581,1.777,-2.183,0.0,0,0,0.0,3.123,19.796,0,0,0.0,0,1.787,1.0,1.313,2.0,32.897,0.0,0.0,0,4.47,0.0,0.67,30.12,30.12,12.429,34.052,3.64,34.052,1.0,0.0,4.583,2.378,0.505,0.905,0.947,5.802,0.0,8.535,2.488,2.57,2.227,2.343,0.719,0.237,0.102,0.585,92.211,168.52,11.83,0.614,2.916,-0.638,0.0,0.0,13.096,4.645
4.262,1,1,1,61.069,-0.272,0,1.191,1.0,1.0,20.094,5.692,3.317,7.009,0.41,0.209,0,0,0.21,9.666,47.133,0,2,0.86,8,2.704,2.275,5.401,14.0,18.011,0.8,0.0,0,4.669,0.124,1.0,88.78,88.78,49.667,81.076,4.162,81.076,1.0,0.0,9.067,2.976,1.115,1.5,1.508,0.0,0.0,19.576,3.111,3.206,2.945,3.013,1.376,0.904,0.841,1.168,208.767,336.85,60.936,1.165,5.239,1.483,0.0,0.0,26.433,7.276
4.43,1,1,0,100.411,-0.392,0,1.832,1.751,1.0,50.957,6.31,3.464,7.662,1.5,0.329,0,0,0.452,10.856,56.166,0,0,0.771,8,3.009,2.668,5.689,28.0,18.011,0.506,0.0,2,5.207,0.247,0.67,53.93,53.93,71.688,95.843,4.771,95.843,0.75,0.0,11.186,3.068,1.172,1.52,1.541,0.0,0.0,23.997,3.153,3.224,3.107,3.191,1.358,1.112,1.037,1.36,259.851,433.7,80.123,1.239,6.451,2.081,0.0,0.0,38.295,9.276
5.247,1,1,1,26.655,-0.336,0,1.83,1.581,1.0,38.008,5.598,2.739,4.963,0.927,0.248,3,0,0.192,7.897,39.434,0,0,0.0,6,2.759,2.408,3.864,2.0,16.786,0.0,0.0,1,5.304,0.107,1.0,72.53,97.83,33.116,77.65,4.444,77.65,0.75,0.0,9.05,2.995,1.19,1.464,1.482,0.0,0.0,18.226,2.981,3.05,2.929,3.01,1.371,1.062,0.997,1.292,221.349,326.12,27.848,1.242,5.788,1.921,0.0,0.0,28.637,8.211
4.262,0,0,0,8.217,-0.776,0,0.428,-0.532,1.0,2.144,3.676,2.236,2.016,-1.247,0.0,0,0,0.02,3.607,24.063,0,0,0.0,1,2.442,1.558,1.245,6.0,0.0,0.0,0.0,0,4.423,0.0,1.0,52.33,52.33,26.209,42.718,3.787,42.718,1.0,0.0,5.7,2.658,0.758,1.043,1.031,0.0,0.0,10.62,2.554,2.601,2.441,2.457,0.888,0.573,0.532,0.735,110.341,202.17,47.263,0.812,3.456,0.884,0.0,0.0,18.926,5.813
4.262,1,1,1,123.064,-0.265,0,1.478,1.261,1.0,46.322,6.214,3.674,6.772,1.0,0.24,0,0,0.51,9.53,48.947,0,1,0.8,5,2.885,2.484,4.852,17.0,18.011,0.4,0.0,1,4.8,0.123,1.0,88.18,96.56,82.699,99.332,4.567,99.332,1.0,0.0,9.626,3.092,1.141,1.389,1.429,0.0,0.0,22.028,3.111,3.206,3.111,3.206,1.376,1.153,1.064,1.38,232.323,383.67,133.868,1.161,5.85,1.833,0.0,0.0,33.616,7.669
4.954,3,3,0,11.461,1.005,0,0.0,-0.12,1.0,0.0,4.722,1.871,2.57,-0.958,0.06,3,0,0.139,4.424,26.12,0,0,0.0,1,2.272,1.512,1.927,2.0,78.705,0.0,0.0,0,4.323,0.025,1.0,44.29,44.29,21.207,48.184,3.041,48.184,1.0,0.0,5.867,2.715,0.821,1.062,1.085,0.0,0.0,11.617,2.684,2.772,2.665,2.746,0.932,0.616,0.527,0.921,123.754,230.19,20.402,0.886,3.876,1.5,0.0,0.0,19.1,6.026
4.262,5,5,0,122.943,2.718,0,-0.284,-0.595,1.0,71.093,5.84,4.796,6.32,-1.0,0.211,3,0,0.267,7.774,62.023,0,1,1.061,5,3.482,2.07,6.516,84.0,136.275,0.14,0.0,3,4.784,0.099,1.0,129.72,129.72,101.282,66.991,4.056,66.991,1.0,0.0,7.65,2.939,1.005,1.239,1.296,4.967,0.0,18.698,2.874,3.009,2.782,2.86,1.172,0.701,0.644,1.071,188.15,306.93,169.653,1.025,3.938,1.078,0.0,0.0,22.854,5.45
