pXC50,MSD,Yindex,IDE,Eig07_EA,SM15_AEA.bo.,DECC,AECC,Eig07_AEA.ri.,UNIP,Eig08_EA.ri.,HVcpx,Eig07_EA.ed.,SM02_AEA.ri.,Vindex,Chi0_EA.dm.,Eig07_EA.ri.,SpMax3_Bh.i.,Eig08_EA.ed.,SM03_AEA.ri.,RDCHI,Eig08_AEA.ri.,X4sol,Eig06_EA,SM14_AEA.bo.,SpMax8_Bh.e.,Eig08_AEA.ed.,CSI,Xindex,ICR,Eig09_EA.ri.,X0v,ECC,IDMT,Eig11_AEA.ri.,Eig07_AEA.ed.,GMTI,X4v,SpMax5_Bh.m.,CATS2D_08_DP,SMTI,AMR,MDDD,SpMax3_Bh.v.,IDET,SpMax8_Bh.v.,SpMin3_Bh.v.,Eta_alpha,Xu,Eig06_AEA.ed.,SpMax8_Bh.m.,X2sol,SpAD_AEA.ed.,SpMax3_Bh.p.,SpMax8_Bh.p.,SpMax7_Bh.p.,Eig11_EA.ri.,Eig10_EA.ri.,MW,Eig11_EA.ed.,SM06_AEA.ri.,SpMin3_Bh.p.,CATS2D_04_DL,Psi_i_1,SMTIV,X1sol,X3sol,Eig09_AEA.ed.,ATSC5m,Eig12_EA.ed.
5.7,6.793,0.742,3.628,1.923,1.923,1.627,11.172,2.871,120.0,1.43,3.435,5.475,5.475,0.271,26.813,1.786,3.717,4.285,4.285,3.765,2.452,8.746,2.01,2.01,2.975,4.454,652.0,0.427,2.862,0.98,17.979,324.0,20177.7,1.258,4.85,9330.0,3.522,3.294,0,9645.0,109.73,26.749,3.599,1473.02,2.767,1.798,13.748,27.427,5.057,2.888,14.542,47.55,3.658,2.78,2.867,0.323,0.768,443.95,0.96,0.96,1.758,1,15.237,19169.0,14.782,10.895,3.732,35.288,0.502
5.7,6.969,0.735,3.661,1.944,1.944,1.667,11.267,2.906,128.0,1.438,3.454,5.527,5.527,0.269,28.424,1.814,3.721,4.299,4.299,3.837,2.459,9.133,2.011,2.011,3.095,4.458,679.0,0.424,2.857,1.092,17.792,338.0,22424.2,1.731,4.862,10219.0,3.508,3.275,0,10568.0,110.663,28.631,3.601,1592.7,2.84,1.8,13.933,28.22,5.062,2.888,14.421,48.942,3.66,2.85,2.965,0.74,0.778,434.52,1.377,1.377,1.761,2,15.603,20646.0,15.031,10.541,3.757,33.506,0.512
5.7,7.122,0.444,3.718,1.743,1.743,1.953,11.852,2.739,119.0,1.409,3.514,4.688,4.688,0.169,17.311,1.727,3.867,4.009,4.009,3.994,2.441,8.669,1.99,1.99,2.865,4.38,703.0,0.272,2.94,1.178,14.432,320.0,17354.7,2.0,4.542,10041.0,2.733,3.19,1,9415.0,101.729,26.123,3.729,1304.95,2.715,1.897,12.567,26.359,4.901,2.741,11.982,46.346,3.71,2.707,2.735,1.0,1.003,360.41,2.275,2.275,1.928,8,14.85,16307.0,13.097,9.814,3.81,19.873,1.81
7.5,7.757,0.421,3.838,1.928,1.928,2.08,12.767,2.906,143.0,1.429,3.614,5.261,5.261,0.161,19.34,1.865,3.869,4.27,4.27,4.163,2.474,8.669,2.0,2.0,2.865,4.458,830.0,0.262,3.057,1.367,15.066,383.0,24285.4,2.009,4.747,13182.0,2.784,3.277,1,12499.0,102.662,30.667,3.729,1669.73,2.715,1.897,13.424,28.802,5.034,2.743,11.982,51.254,3.71,2.707,2.735,1.003,1.078,414.38,2.535,2.535,1.929,7,15.944,25229.0,13.097,9.814,4.361,18.142,2.275
6.409,10.066,0.355,4.276,1.993,1.993,3.229,17.459,2.925,220.0,1.715,4.047,5.729,5.729,0.14,34.329,1.848,3.921,5.211,5.211,4.954,2.769,10.267,2.266,2.266,3.331,4.757,1367.0,0.23,3.517,1.537,20.576,646.0,51192.2,2.369,4.961,24809.0,3.856,3.435,0,23907.0,139.919,61.746,3.743,2847.78,3.106,1.959,17.086,34.912,5.15,3.108,15.003,59.7,3.721,3.124,3.144,1.342,1.442,507.63,3.03,3.03,1.951,5,20.475,40870.0,17.64,12.136,4.44,39.939,2.587
6.0,5.203,0.566,3.097,1.931,1.931,0.729,8.567,2.879,112.0,1.633,3.092,5.861,5.861,0.189,19.624,1.817,3.936,5.293,5.293,3.901,2.668,11.311,2.053,2.053,2.959,4.912,591.0,0.283,1.779,1.449,16.486,257.0,17584.5,2.325,5.115,10630.0,4.649,3.336,0,9555.0,109.33,12.693,3.723,1347.2,2.803,1.923,14.0,26.865,5.323,2.853,13.893,56.111,3.718,2.795,2.991,1.306,1.417,403.48,3.594,3.594,1.93,4,18.837,15267.0,14.581,12.719,4.491,37.077,2.841
7.796,7.946,0.464,3.905,2.091,2.091,2.239,13.559,3.079,155.0,1.539,3.688,6.08,6.08,0.172,29.241,2.055,3.953,4.291,4.291,4.463,2.546,9.738,2.325,2.325,3.111,4.413,980.0,0.272,3.257,1.463,20.326,461.0,34092.3,2.0,5.142,16918.0,5.325,3.582,0,16355.0,132.933,43.471,3.762,2190.48,2.935,1.966,16.333,31.678,5.306,2.943,16.741,56.114,3.726,2.955,3.029,1.0,1.137,481.68,2.476,2.476,1.907,3,20.846,27752.0,17.247,12.29,4.144,45.995,2.275
8.222,8.558,0.378,4.024,2.091,2.091,2.37,15.083,3.077,179.0,1.539,3.838,6.079,6.079,0.142,35.117,2.05,3.919,4.29,4.29,4.805,2.546,10.729,2.319,2.319,3.111,4.413,1189.0,0.227,3.385,1.477,20.969,543.0,41716.9,2.151,5.142,21841.0,5.548,3.565,0,20321.0,141.961,49.648,3.722,2534.94,2.952,1.963,17.067,33.466,5.241,2.967,15.318,60.016,3.726,2.97,3.065,1.134,1.269,488.7,2.999,2.999,1.954,3,22.404,30966.0,17.691,13.248,4.144,48.347,2.476
5.568,7.64,0.416,3.822,2.127,2.127,2.211,12.606,3.113,154.0,1.521,3.589,6.56,6.56,0.154,23.378,2.075,3.946,4.599,4.599,4.302,2.55,10.563,2.261,2.261,3.031,4.591,913.0,0.245,3.037,1.487,17.726,416.0,30181.2,2.227,5.312,16209.0,4.409,3.345,0,15188.0,120.824,35.897,3.83,2017.91,2.868,1.945,15.19,30.697,5.499,2.913,13.615,59.551,3.82,2.871,2.963,1.202,1.372,451.49,3.66,3.66,1.961,1,19.247,27964.0,14.508,11.807,4.464,29.477,2.879
7.538,8.791,0.413,4.012,2.307,2.307,2.243,14.048,3.255,205.0,2.074,3.76,6.441,6.441,0.151,36.154,2.169,3.94,6.023,6.023,4.983,3.127,12.364,2.416,2.416,3.296,5.023,1257.0,0.237,3.224,1.991,25.198,590.0,62758.7,2.54,5.236,29309.0,6.524,3.536,0,28126.0,162.088,62.651,3.769,3454.68,3.107,1.992,19.786,37.344,5.53,3.215,18.888,72.097,3.773,3.079,3.27,1.519,1.767,577.82,4.626,4.626,1.995,8,26.135,43328.0,19.58,14.677,4.982,61.045,4.481
5.796,8.836,0.417,4.014,2.362,2.362,2.239,14.093,3.32,211.0,2.077,3.747,6.764,6.764,0.152,37.782,2.237,3.947,6.187,6.187,5.01,3.126,12.364,2.418,2.418,3.295,5.134,1288.0,0.238,3.24,1.991,25.499,606.0,66775.8,2.787,5.322,30782.0,6.608,3.536,0,29614.0,162.304,63.691,3.769,3624.47,3.106,1.983,20.071,37.974,5.531,3.213,18.888,74.08,3.773,3.079,3.27,1.678,1.75,595.81,4.963,4.963,1.996,6,26.504,47397.0,19.58,14.677,4.995,62.827,4.626
6.6,7.056,0.449,3.687,1.749,1.749,1.959,11.37,2.748,118.0,1.454,3.444,4.71,4.71,0.17,17.311,1.738,3.886,4.114,4.114,3.984,2.463,8.653,1.913,1.913,2.865,4.41,675.0,0.273,2.852,1.178,14.784,307.0,17230.3,2.0,4.558,9969.0,3.088,3.266,1,9347.0,107.698,25.783,3.765,1294.26,2.715,1.897,12.833,26.316,4.9,2.722,11.982,46.374,3.761,2.735,2.871,1.0,1.132,357.45,2.275,2.275,1.896,12,15.367,15187.0,13.097,9.814,3.817,22.617,1.751
5.0,5.258,0.736,3.239,1.52,1.52,1.361,8.696,2.479,71.0,0.945,3.116,3.61,3.61,0.255,16.291,1.437,3.642,2.362,2.362,3.412,1.947,7.119,1.543,1.543,2.844,3.659,426.0,0.387,2.541,0.869,13.359,200.0,9094.07,1.323,4.104,5072.0,3.256,3.103,0,5032.0,87.831,16.253,3.435,819.495,2.591,1.73,10.733,22.155,4.211,2.703,9.789,39.434,3.418,2.558,2.799,0.364,0.831,312.42,0.97,0.97,1.742,0,13.401,8585.0,11.113,8.578,3.396,31.822,-0.278
6.685,7.166,0.448,3.697,1.911,1.911,1.939,11.429,2.87,124.0,1.473,3.45,5.315,5.315,0.17,17.267,1.83,3.888,4.198,4.198,4.019,2.486,8.653,1.963,1.963,2.865,4.459,700.0,0.273,2.833,1.33,15.084,320.0,19134.4,2.0,4.804,10812.0,3.091,3.266,1,10184.0,107.914,26.857,3.765,1397.53,2.715,1.896,13.119,27.066,4.932,2.723,11.982,48.466,3.761,2.735,2.871,1.0,1.132,375.44,2.275,2.275,1.896,11,15.741,17540.0,13.097,9.814,4.109,22.441,1.751
5.7,6.535,0.623,3.583,1.727,1.727,1.8,11.667,2.665,127.0,1.447,3.468,4.369,4.369,0.224,27.729,1.567,3.759,3.599,3.599,3.992,2.523,8.544,1.855,1.855,2.992,3.904,735.0,0.349,3.003,1.352,17.036,350.0,21304.2,1.714,4.409,10659.0,3.143,3.408,0,10494.0,110.214,23.404,3.541,1558.72,2.787,1.884,14.048,28.004,4.541,3.068,12.771,47.452,3.553,2.786,2.931,0.7,1.124,431.92,1.868,1.868,1.87,4,16.338,19431.0,14.89,10.397,3.74,35.401,1.39
5.7,6.616,0.628,3.596,1.853,1.853,1.811,11.226,2.814,132.0,1.531,3.433,4.613,4.613,0.226,27.564,1.78,3.802,4.367,4.367,3.988,2.599,9.287,1.972,1.972,2.97,4.408,728.0,0.351,2.916,1.429,18.009,348.0,23323.5,1.707,4.523,11466.0,3.495,3.498,0,11322.0,112.878,24.302,3.677,1671.98,2.785,1.905,14.614,28.701,4.858,3.072,15.776,49.49,3.692,2.786,2.925,0.694,1.126,466.95,2.07,2.07,1.875,2,16.717,22780.0,15.963,10.78,3.878,32.323,1.41
5.7,4.035,0.869,2.822,1.0,1.0,1.063,6.438,1.951,39.0,0.607,2.755,2.136,2.136,0.292,7.745,0.949,3.468,1.587,1.587,2.913,1.609,5.137,1.0,1.0,2.35,3.247,226.0,0.435,2.203,-0.299,8.656,103.0,2851.37,-0.033,3.247,2021.0,1.98,2.687,0,1961.0,60.132,8.531,3.182,338.691,1.991,1.556,7.533,15.919,3.481,2.106,6.962,27.628,3.176,1.975,2.14,-0.946,-0.668,213.26,-2.347,-2.347,1.578,0,9.385,3341.0,7.843,6.068,2.455,11.374,-2.881
5.7,6.151,0.474,3.501,1.618,1.618,1.633,10.231,2.586,98.0,1.449,3.365,4.312,4.312,0.172,7.745,1.563,3.825,3.659,3.659,3.904,2.459,8.993,1.687,1.687,2.821,4.143,606.0,0.269,2.777,1.33,13.99,266.0,13955.2,1.956,4.401,8827.0,3.416,3.236,0,7985.0,98.818,21.467,3.689,1137.9,2.717,1.938,12.433,24.998,4.566,2.701,11.628,46.425,3.682,2.73,2.838,0.954,1.09,340.41,2.448,2.448,1.941,0,15.766,12805.0,12.776,10.42,3.986,18.632,1.587
5.8,5.429,0.594,3.289,1.414,1.414,1.376,8.783,2.382,75.0,1.289,3.157,3.328,3.328,0.21,9.373,1.354,3.749,3.035,3.035,3.552,2.308,7.26,1.542,1.542,2.735,3.844,448.0,0.324,2.541,0.991,12.266,202.0,9273.61,1.609,4.033,5771.0,2.863,2.995,0,5414.0,85.113,16.699,3.609,832.115,2.578,1.871,10.819,22.298,4.314,2.622,9.648,40.663,3.606,2.577,2.733,0.607,0.952,307.35,1.587,1.587,1.867,0,13.541,9340.0,10.81,8.49,3.582,16.544,-0.344
5.0,5.233,0.696,3.145,1.889,1.889,1.142,7.885,2.826,80.0,1.365,2.983,5.438,5.438,0.231,10.638,1.761,3.874,3.928,3.928,3.637,2.382,8.595,2.03,2.03,2.872,4.383,444.0,0.345,2.411,1.208,13.457,205.0,12426.2,1.935,4.888,6983.0,2.695,3.003,1,6705.0,95.202,19.941,3.735,1022.0,2.724,1.923,12.067,24.278,5.002,2.757,11.841,45.569,3.712,2.724,2.746,0.932,1.066,346.38,2.497,2.497,1.937,2,14.367,12062.0,12.508,9.65,3.972,15.109,0.245
7.456,4.824,0.639,2.988,2.232,2.232,1.025,7.727,3.181,101.0,1.991,2.893,7.831,7.831,0.195,22.317,2.111,3.874,6.962,6.962,3.91,3.021,15.019,2.392,2.392,3.08,5.647,598.0,0.28,2.28,1.667,17.923,255.0,20584.4,2.419,5.903,12383.0,6.732,3.371,0,11023.0,120.91,22.498,3.716,1577.92,2.916,2.024,15.533,28.323,6.05,2.958,15.933,68.402,3.698,2.902,2.976,1.405,1.422,439.5,4.192,4.192,2.024,3,22.398,17519.0,15.983,15.77,5.228,41.505,3.037
6.208,6.34,0.471,3.484,2.4,2.4,1.484,10.884,3.375,172.0,2.15,3.324,8.415,8.415,0.153,30.079,2.342,3.972,7.822,7.822,4.618,3.227,18.325,2.503,2.503,3.319,5.872,1091.0,0.226,2.751,2.064,24.126,468.0,49138.1,2.695,6.05,26543.0,8.327,3.657,0,23670.0,161.613,41.589,3.858,3146.34,3.151,2.005,20.433,35.915,6.122,3.228,19.933,85.013,3.858,3.132,3.234,1.668,1.827,570.69,5.157,5.157,2.019,2,28.16,36698.0,20.936,19.217,5.689,59.91,4.576
6.8,7.122,0.444,3.718,1.743,1.743,1.953,11.852,2.716,119.0,1.45,3.514,4.688,4.688,0.169,16.513,1.672,3.866,4.009,4.009,3.994,2.469,9.18,1.99,1.99,2.868,4.38,703.0,0.272,2.94,1.166,14.886,320.0,17354.7,2.0,4.542,10041.0,3.785,3.377,1,9415.0,105.985,26.123,3.763,1304.95,2.717,1.914,13.052,26.359,4.901,2.757,11.899,46.346,3.773,2.733,2.735,0.993,1.0,378.46,2.275,2.275,1.913,9,15.241,16947.0,13.158,10.168,3.81,23.318,1.81
7.215,9.207,0.392,4.113,1.904,1.904,2.621,15.324,2.859,196.0,1.595,3.852,5.243,5.243,0.15,41.049,1.808,3.924,4.126,4.126,4.896,2.613,10.498,2.25,2.25,3.247,4.366,1208.0,0.243,3.422,1.461,21.847,567.0,48066.8,2.171,4.843,23602.0,4.869,3.471,0,22544.0,145.603,53.119,3.699,2739.34,2.96,1.895,17.233,34.526,5.244,3.051,15.366,59.658,3.692,2.951,2.991,1.161,1.289,510.71,2.645,2.645,1.892,3,21.723,35224.0,18.067,13.037,4.174,42.877,2.493
5.244,8.251,0.428,3.928,1.632,1.632,2.348,13.206,2.616,160.0,1.516,3.666,4.232,4.232,0.161,36.644,1.598,3.924,3.877,3.877,4.637,2.55,9.731,1.91,1.91,3.157,4.174,963.0,0.257,3.125,1.435,19.809,449.0,35611.4,2.154,4.386,18231.0,4.538,3.454,0,17310.0,134.386,44.408,3.699,2203.69,2.926,1.892,15.9,32.005,4.846,3.024,14.209,54.969,3.692,2.902,2.968,1.148,1.279,466.65,2.559,2.559,1.889,3,20.169,26718.0,16.635,12.052,3.999,36.532,2.493
5.495,8.25,0.428,3.928,1.902,1.902,2.348,13.206,2.846,160.0,1.592,3.665,5.242,5.242,0.161,35.674,1.692,3.924,3.951,3.951,4.616,2.613,10.051,2.093,2.093,3.025,4.231,963.0,0.257,3.125,1.352,20.591,449.0,35590.5,2.154,4.843,18219.0,4.746,3.636,0,17302.0,137.532,44.284,3.699,2203.5,2.821,1.891,16.495,32.0,4.919,3.049,15.431,55.345,3.692,2.846,2.918,1.148,1.277,505.5,2.56,2.56,1.887,3,20.237,29162.0,17.069,12.728,4.174,40.687,2.493
5.399,8.25,0.428,3.928,1.902,1.902,2.348,13.206,2.844,160.0,1.552,3.665,5.242,5.242,0.161,34.691,1.689,3.876,3.951,3.951,4.616,2.588,10.051,2.093,2.093,3.024,4.231,963.0,0.257,3.125,1.352,20.292,449.0,35590.5,2.129,4.843,18219.0,4.435,3.635,0,17302.0,134.292,44.284,3.667,2203.5,2.82,1.891,16.329,32.0,4.919,3.04,15.431,55.345,3.662,2.844,2.906,1.113,1.254,507.47,2.56,2.56,1.886,3,19.788,30466.0,17.069,12.728,4.174,38.906,2.493
5.0,7.114,0.511,3.732,1.881,1.881,1.924,12.281,2.825,136.0,1.54,3.57,5.933,5.933,0.186,20.498,1.761,3.848,4.488,4.488,4.107,2.592,9.708,2.259,2.259,3.064,4.539,840.0,0.292,3.028,1.473,18.448,393.0,26461.3,2.146,5.04,13574.0,4.466,3.429,0,13080.0,120.544,32.273,3.686,1851.15,2.907,1.872,15.152,29.711,5.215,2.94,15.803,55.588,3.699,2.898,2.977,1.129,1.398,455.55,2.785,2.785,1.872,1,18.576,23918.0,15.614,12.286,4.448,36.728,2.275
5.7,5.258,0.736,3.239,1.52,1.52,1.361,8.696,2.479,71.0,0.945,3.116,3.61,3.61,0.255,16.291,1.437,3.642,2.362,2.362,3.412,1.947,7.119,1.543,1.543,2.844,3.659,426.0,0.387,2.541,0.869,13.359,200.0,9094.07,1.323,4.104,5072.0,3.256,3.103,0,5032.0,87.831,16.253,3.435,819.495,2.591,1.73,10.733,22.155,4.211,2.703,9.789,39.434,3.418,2.558,2.799,0.364,0.831,312.42,0.97,0.97,1.742,0,13.401,8585.0,11.113,8.578,3.396,31.822,-0.278
7.409,8.221,0.374,3.952,1.994,1.994,2.268,14.029,2.908,171.0,1.665,3.745,5.995,5.995,0.142,25.72,1.809,3.922,4.856,4.856,4.538,2.687,10.488,2.19,2.19,2.971,4.773,1059.0,0.229,3.231,1.425,17.198,477.0,34744.6,2.364,5.078,18991.0,3.253,3.297,0,17498.0,117.837,38.875,3.802,2216.96,2.802,1.905,15.471,31.858,5.167,2.927,13.897,59.047,3.788,2.773,2.797,1.325,1.398,460.43,3.181,3.181,1.935,1,18.47,33120.0,15.687,12.193,4.226,17.513,3.087
7.569,8.577,0.406,4.021,2.03,2.03,2.4,14.853,2.94,175.0,1.691,3.825,5.762,5.762,0.156,33.85,1.834,3.883,5.287,5.287,4.539,2.753,10.329,2.27,2.27,3.107,4.758,1080.0,0.253,3.282,1.453,21.365,505.0,36195.6,2.233,4.934,18409.0,4.923,3.656,0,17575.0,142.796,42.429,3.67,2255.55,2.899,1.963,16.781,32.065,5.171,3.072,16.295,56.527,3.659,2.941,2.949,1.192,1.353,499.14,2.988,2.988,1.956,2,20.029,27851.0,17.296,13.669,4.422,41.111,2.275
6.678,8.154,0.377,3.927,1.986,1.986,2.206,13.5,2.9,170.0,1.621,3.707,5.974,5.974,0.143,25.72,1.802,3.922,4.645,4.645,4.525,2.645,10.488,2.16,2.16,2.966,4.687,1018.0,0.23,3.125,1.425,17.198,459.0,34514.0,2.364,5.096,18867.0,3.277,3.295,0,17382.0,117.837,38.218,3.802,2202.99,2.8,1.905,15.471,31.811,5.183,2.92,13.897,59.052,3.788,2.774,2.799,1.325,1.398,460.43,3.175,3.175,1.935,1,18.47,32790.0,15.687,12.193,4.223,17.564,3.084
6.77,8.92,0.357,4.074,2.025,2.025,2.516,14.919,2.949,200.0,1.768,3.82,6.058,6.058,0.137,28.547,1.866,3.928,5.43,5.43,4.715,2.84,10.639,2.263,2.263,2.989,4.929,1211.0,0.221,3.26,1.435,18.454,552.0,45805.3,2.425,5.157,23764.0,3.462,3.373,0,22145.0,123.594,47.855,3.806,2712.99,2.809,1.908,16.543,34.221,5.341,2.932,14.519,64.03,3.79,2.777,2.982,1.398,1.416,510.44,3.579,3.579,1.939,1,19.837,44616.0,16.081,12.603,4.588,19.985,3.166
5.7,7.127,0.537,3.726,1.533,1.533,1.98,12.107,2.499,115.0,1.235,3.539,3.887,3.887,0.2,22.364,1.483,3.917,2.988,2.988,4.033,2.343,7.775,1.832,1.832,3.104,3.71,714.0,0.319,3.071,1.124,16.361,339.0,19367.2,1.726,4.202,10104.0,3.655,3.323,0,9876.0,113.914,29.893,3.722,1408.43,2.846,1.964,13.281,27.139,4.792,2.924,12.189,45.261,3.689,2.835,2.87,0.736,1.0,404.95,1.734,1.734,1.972,7,16.187,16860.0,13.852,10.11,3.604,34.788,1.546
6.602,7.163,0.489,3.754,1.952,1.952,2.233,12.633,2.861,129.0,1.464,3.589,5.661,5.661,0.179,25.914,1.659,3.907,4.533,4.533,4.147,2.534,8.796,2.096,2.096,3.061,4.529,819.0,0.283,3.095,1.323,18.577,379.0,22764.7,1.984,4.89,12191.0,3.924,3.435,0,11623.0,118.666,33.431,3.719,1632.89,2.855,1.941,14.886,28.486,4.937,2.882,13.396,50.647,3.724,2.873,2.941,0.983,1.195,475.4,2.275,2.275,1.94,1,17.465,19846.0,14.696,11.162,4.133,35.628,1.833
5.7,7.168,0.493,3.746,1.824,1.824,2.16,12.563,2.772,143.0,1.526,3.584,4.66,4.66,0.18,32.403,1.725,3.822,4.368,4.368,4.275,2.612,10.214,1.97,1.97,3.074,4.409,872.0,0.284,3.129,1.39,18.295,402.0,26786.0,1.991,4.536,14194.0,3.617,3.49,0,13411.0,121.278,30.906,3.719,1858.0,2.864,1.854,15.348,29.871,4.859,3.048,14.613,51.739,3.692,2.84,2.952,0.959,1.163,471.97,2.498,2.498,1.839,2,17.469,25386.0,16.361,12.274,3.879,30.436,1.92
5.7,7.511,0.399,3.843,1.671,1.671,2.392,13.379,2.658,129.0,1.355,3.679,5.181,5.181,0.15,23.097,1.648,3.871,3.246,3.246,4.277,2.428,9.581,1.977,1.977,3.054,4.101,865.0,0.241,3.224,1.133,16.019,388.0,21599.5,1.952,4.887,12630.0,3.934,3.242,0,11618.0,109.968,35.838,3.607,1560.1,2.866,1.943,13.667,28.033,5.195,2.866,12.532,50.255,3.591,2.861,2.941,0.946,0.961,387.48,2.344,2.344,1.942,3,17.46,18912.0,14.314,11.239,3.791,29.947,2.275
5.0,4.312,0.913,2.931,1.083,1.083,1.208,7.316,2.02,50.0,0.784,2.825,2.338,2.338,0.298,12.293,1.012,3.686,2.164,2.164,3.051,1.776,6.165,1.515,1.515,2.671,3.385,296.0,0.438,2.479,0.318,11.143,139.0,4721.0,0.555,3.691,2834.0,2.295,2.904,0,2858.0,76.664,12.554,3.377,501.252,2.354,1.745,9.0,18.391,4.164,2.411,8.276,33.252,3.372,2.359,2.583,-0.381,-0.104,255.36,-1.034,-1.034,1.727,1,11.008,4446.0,9.203,7.051,2.86,16.879,-1.65
6.41,7.106,0.531,3.736,1.688,1.688,1.937,12.296,2.579,115.0,1.382,3.553,4.679,4.679,0.2,27.706,1.488,3.829,3.037,3.037,3.94,2.396,8.451,1.807,1.807,2.854,3.626,698.0,0.32,3.087,1.0,15.572,332.0,17447.2,1.77,4.645,9236.0,3.117,3.136,0,9046.0,108.544,28.955,3.717,1311.19,2.715,1.889,13.0,26.375,4.768,2.687,12.032,44.213,3.731,2.735,2.735,0.771,1.0,383.52,2.053,2.053,1.888,2,14.795,15589.0,13.517,10.032,3.591,27.918,0.782
5.0,9.182,0.43,4.121,1.879,1.879,2.74,15.576,2.716,181.0,1.441,3.875,5.104,5.104,0.169,32.798,1.659,3.852,5.003,5.003,4.535,2.707,9.512,2.091,2.091,3.016,4.653,1069.0,0.279,3.331,1.373,19.951,514.0,35786.4,2.092,4.841,17345.0,3.479,3.582,0,17054.0,131.889,46.606,3.66,2175.92,2.821,1.941,15.995,31.747,4.96,3.064,14.502,52.064,3.633,2.849,3.097,1.074,1.107,489.45,2.509,2.509,1.935,2,17.693,29983.0,16.555,11.812,3.933,41.905,2.275
6.2,8.526,0.466,4.012,1.879,1.879,2.531,14.594,2.787,159.0,1.657,3.756,5.225,5.225,0.18,30.806,1.678,3.879,4.801,4.801,4.403,2.73,9.248,1.944,1.944,3.025,4.682,981.0,0.292,3.243,1.501,19.66,467.0,31187.9,1.871,4.879,15582.0,4.481,3.539,0,15165.0,122.946,41.84,3.699,1989.89,2.793,1.793,15.738,30.806,4.917,3.041,14.119,51.458,3.704,2.783,2.939,0.842,1.182,532.46,2.382,2.382,1.809,2,17.825,28255.0,15.556,11.088,3.738,36.829,1.871
8.194,6.669,0.538,3.6,1.921,1.921,1.684,11.267,2.878,113.0,1.377,3.452,5.601,5.601,0.191,30.585,1.831,3.893,4.139,4.139,4.116,2.406,8.743,2.219,2.219,3.111,4.362,728.0,0.297,2.921,1.152,17.818,338.0,21734.9,1.984,4.922,11514.0,4.178,3.291,0,11027.0,121.284,30.551,3.671,1565.88,2.91,1.893,14.233,28.183,5.039,2.898,13.097,51.019,3.68,2.941,2.941,0.983,1.099,406.59,2.275,2.275,1.892,1,18.245,16720.0,14.529,11.12,4.066,38.714,2.275
5.0,8.641,0.383,4.011,2.28,2.28,2.26,14.769,3.229,204.0,1.957,3.82,6.633,6.633,0.144,30.805,2.147,3.938,5.878,5.878,4.832,3.0,11.083,2.389,2.389,3.09,4.994,1254.0,0.229,3.234,1.698,20.861,576.0,51240.4,2.412,5.267,25702.0,3.874,3.615,0,24093.0,140.252,46.154,3.827,2972.38,2.897,1.982,17.99,35.356,5.369,2.959,16.067,65.954,3.821,2.895,3.016,1.387,1.398,529.57,3.71,3.71,1.98,5,21.427,43633.0,17.441,13.168,4.546,29.88,3.324
5.7,5.641,0.649,3.309,1.61,1.61,1.303,9.037,2.556,84.0,1.151,3.159,4.536,4.536,0.219,14.422,1.514,3.845,3.092,3.092,3.791,2.17,8.216,2.039,2.039,2.854,4.146,527.0,0.331,2.63,1.0,15.047,244.0,14532.4,1.99,4.594,7997.0,3.618,3.058,0,7690.0,99.287,23.457,3.664,1161.32,2.715,1.897,12.552,25.331,5.013,2.764,11.101,46.671,3.653,2.735,2.913,0.982,1.0,368.45,2.275,2.275,1.919,0,15.885,13245.0,12.758,9.689,3.746,26.039,2.122
6.301,8.58,0.35,4.015,2.286,2.286,2.263,15.0,3.249,192.0,1.932,3.793,6.496,6.496,0.131,43.225,2.187,3.94,5.88,5.88,4.847,2.997,12.46,2.448,2.448,3.15,5.009,1275.0,0.209,3.255,1.736,21.483,570.0,47316.9,2.534,5.194,25210.0,5.338,3.535,1,23064.0,148.988,49.958,3.803,2822.87,2.91,1.959,17.967,34.692,5.509,3.052,17.182,66.671,3.788,2.941,3.093,1.534,1.63,509.67,4.199,4.199,1.954,3,23.226,35136.0,18.441,14.736,4.868,41.294,3.472
6.357,7.157,0.474,3.736,2.012,2.012,1.934,12.382,2.96,144.0,1.765,3.522,5.881,5.881,0.17,25.112,1.894,3.89,5.772,5.772,4.306,2.925,10.478,2.159,2.159,2.937,4.968,921.0,0.264,3.069,1.678,18.145,421.0,30760.9,2.245,4.985,16087.0,3.919,3.386,0,15175.0,123.999,37.311,3.794,2095.78,2.807,1.951,16.052,31.06,5.204,2.913,14.657,59.757,3.789,2.796,2.825,1.224,1.341,476.89,2.955,2.955,1.954,5,19.144,29191.0,15.869,12.363,4.841,18.749,2.874
5.7,7.161,0.431,3.744,1.565,1.565,1.886,12.29,2.529,133.0,1.423,3.588,3.998,3.998,0.158,23.925,1.513,3.866,3.679,3.679,4.313,2.467,10.064,2.031,2.031,2.972,4.15,849.0,0.25,3.039,1.401,16.481,381.0,24713.6,2.027,4.354,14015.0,3.193,3.31,0,12898.0,116.248,31.95,3.731,1740.9,2.722,1.882,14.467,29.194,5.166,2.783,13.568,53.349,3.728,2.735,2.829,1.021,1.339,411.46,2.486,2.486,1.896,2,17.339,22307.0,15.187,11.9,4.095,21.906,2.314
