pXC50,ATSC1i,Eig12_EA.bo.,Eig12_EA.ri.,ATS7e,ATSC6i,ATSC2i,ATSC7i,Eig06_AEA.dm.,Eig15_AEA.bo.,ATS8i,Eta_betaS,Chi1_EA.ed.,ATSC8i,Eig06_EA,SM14_AEA.bo.,SpMaxA_AEA.bo.,Chi0_EA.bo.,S1K,Chi0_EA.ed.,Uindex,ATS7i,GMTI,RDCHI,Eig15_EA.ri.,ATS6v,CENT,S2K,Eig12_EA,Eig12_EA.ed.,SM06_AEA.dm.,SM07_AEA.ri.,SpMaxA_EA.bo.,Eig14_EA.ri.,ATS6e,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.ri.,ATS5m,ATS8v,LPRS,ATS1s,IDMT,SMTI,ATS7v,ATSC8m,Xu,X1,ATS6i,SpMaxA_EA.ri.,Eta_epsi,ATS4m,ATS8p,SpMax8_Bh.s.,X0,Dz,IDDM,XMOD,TIC1,SpMin3_Bh.v.,Se,ATS1i,CID,GMTIV,SMTIV,ATS3s
4.0,0.781,1.5,1.0,4.648,1.367,1.212,1.284,2.362,1.323,4.801,20.5,5.973,1.16,2.092,2.092,0.135,18.715,22.366,12.756,52.191,4.852,15104.0,4.316,0.068,3.935,1808.0,9.755,1.0,2.275,1.0,2.275,0.135,0.611,4.703,21.593,21.593,21.593,21.593,21.593,22.144,4.144,3.758,170.478,5.266,29196.9,14481.0,3.853,21.63,30.325,15.457,4.893,0.091,32.886,4.363,3.873,4.249,22.665,68.833,4.968,103.625,205.229,1.937,52.633,4.173,4.196,48536.0,26109.0,5.937
5.7,0.571,-0.58,-0.376,4.043,0.674,0.841,0.647,1.762,0.388,4.078,14.5,4.172,0.497,1.565,1.565,0.186,12.066,13.86,8.597,32.196,4.266,4586.0,3.448,-1.0,3.367,565.0,6.119,-0.48,-1.176,-0.48,-1.176,0.171,-0.753,4.041,14.24,14.24,14.24,14.24,14.24,14.673,3.603,3.002,95.417,4.852,7524.63,4425.0,3.228,14.28,20.972,10.204,4.219,0.116,21.686,3.506,3.112,3.674,14.656,45.333,4.364,67.226,122.609,1.78,34.469,3.794,3.784,13851.0,7835.0,5.42
4.0,0.823,0.96,0.746,4.874,1.606,1.266,1.41,2.323,1.238,4.936,20.75,5.454,1.181,2.061,2.061,0.134,18.537,20.542,12.07,47.054,5.162,11627.0,4.056,0.0,3.97,1408.0,8.962,0.775,1.896,0.775,1.896,0.125,0.292,4.963,20.712,20.712,20.712,20.712,20.712,21.579,4.055,3.7,153.899,5.228,21963.0,11160.0,3.808,25.523,28.173,14.622,5.208,0.091,32.8,4.15,3.765,3.927,21.087,65.5,4.882,93.341,190.777,1.831,55.327,4.234,4.139,29674.0,18017.0,5.823
4.0,0.638,0.754,0.485,4.3,1.199,1.008,0.912,2.147,1.0,4.38,16.5,5.158,0.78,1.879,1.879,0.153,15.483,17.687,10.78,40.541,4.509,10105.0,4.0,-0.347,3.652,1072.0,7.493,0.524,1.329,0.524,1.329,0.15,-0.227,4.596,18.256,18.256,18.256,18.256,18.256,18.498,3.772,3.406,136.17,5.058,17399.9,9456.0,3.465,14.08,26.365,13.081,4.859,0.103,26.833,3.913,3.503,3.838,18.803,56.5,4.73,84.918,155.301,1.875,45.778,4.033,4.037,26058.0,15356.0,5.66
4.0,0.318,-1.5,-1.0,3.29,0.452,0.516,0.297,1.112,-0.42,2.945,10.0,3.166,0.147,1.073,1.073,0.256,9.199,9.761,6.624,21.701,3.525,1967.0,2.895,-1.795,2.862,242.0,3.853,-1.0,-2.704,-1.0,-2.704,0.253,-1.44,3.658,11.069,11.069,11.069,11.069,11.069,11.348,3.629,1.751,62.976,4.484,2795.9,1917.0,2.45,13.321,15.824,7.843,3.889,0.172,14.767,3.529,2.051,2.821,10.958,32.75,3.975,56.34,74.587,1.62,24.967,3.448,3.533,5856.0,3392.0,5.012
4.0,0.931,1.6,1.115,4.809,1.703,1.458,1.512,2.842,2.5,4.87,23.75,7.109,1.4,2.292,2.292,0.116,22.083,28.272,15.001,70.796,4.965,27718.0,4.945,1.0,4.098,3531.0,12.411,1.117,2.958,1.117,2.958,0.112,1.0,4.98,25.678,25.678,25.678,25.678,25.678,26.262,4.417,3.99,223.674,5.484,57197.6,26447.0,4.009,25.878,36.192,18.619,5.153,0.075,41.348,4.421,4.028,4.784,27.993,87.0,5.248,130.221,223.813,1.962,62.771,4.303,4.382,98607.0,50140.0,6.298
4.0,0.341,-1.5,-1.0,3.28,0.482,0.564,0.312,1.0,-0.5,2.781,9.75,3.061,0.123,1.0,1.0,0.269,8.776,8.392,6.471,19.83,3.59,1668.0,2.829,-1.849,2.773,206.0,3.336,-1.0,-2.433,-1.0,-2.433,0.265,-1.712,3.699,10.621,10.621,10.621,10.621,10.621,10.787,2.878,0.982,57.111,4.463,2237.84,1610.0,2.105,2.988,14.833,7.449,3.961,0.175,14.3,3.088,1.289,2.909,10.088,31.0,3.885,45.689,58.877,1.582,24.738,3.451,3.477,3965.0,2555.0,4.921
5.7,0.906,1.244,0.838,4.649,1.556,1.411,1.319,2.42,1.382,4.751,19.75,5.527,1.144,2.13,2.13,0.14,17.787,20.941,11.848,49.71,4.875,13489.0,4.155,0.094,3.877,1498.0,8.437,0.905,2.227,0.905,2.227,0.139,0.265,4.79,20.679,20.679,20.679,20.679,20.679,20.978,4.091,3.539,162.47,5.325,25596.3,12896.0,3.702,21.751,29.302,14.867,5.005,0.096,33.162,4.166,3.595,4.636,22.121,69.5,4.928,94.234,198.974,1.903,51.258,4.161,4.163,44994.0,23689.0,6.089
4.0,0.562,-1.0,-0.873,4.037,0.709,0.844,0.611,1.199,-0.118,4.248,12.75,3.528,0.509,1.11,1.11,0.214,11.033,14.474,7.39,33.611,4.252,3067.0,3.124,-1.235,3.319,427.0,6.483,-0.946,-2.0,-0.946,-2.0,0.196,-1.04,4.076,12.43,12.43,12.43,12.43,12.43,13.086,3.768,2.958,82.751,4.736,5428.48,3159.0,3.149,20.259,19.059,9.059,4.28,0.133,21.052,3.569,3.187,3.467,13.828,40.833,4.219,64.201,123.206,1.563,35.211,3.782,3.661,9059.0,5639.0,5.364
4.0,0.817,0.477,0.371,4.929,1.511,1.183,1.399,2.545,1.431,4.943,21.5,5.432,1.154,2.061,2.061,0.144,18.937,24.193,12.275,61.128,5.175,12852.0,4.076,0.233,4.066,1682.0,10.441,0.418,0.87,0.418,0.87,0.139,0.316,4.94,21.452,21.452,21.452,21.452,21.452,22.453,4.274,3.787,167.958,5.286,26977.6,12833.0,3.956,32.351,29.723,15.322,5.135,0.092,35.786,4.331,3.848,4.456,23.303,71.833,4.976,109.871,205.564,1.853,55.498,4.204,4.18,46055.0,24492.0,6.042
4.0,0.326,-1.5,-1.0,3.372,0.395,0.498,0.302,1.112,-0.42,3.126,9.5,3.166,0.171,1.073,1.073,0.256,9.199,9.761,6.624,21.701,3.607,1967.0,2.895,-1.814,2.877,242.0,3.853,-1.0,-2.704,-1.0,-2.704,0.253,-1.439,3.569,11.069,11.069,11.069,11.069,11.069,11.3,3.647,1.829,62.976,4.49,2795.9,1917.0,2.53,14.621,15.824,7.843,3.772,0.172,14.767,3.558,2.15,2.875,10.958,32.75,3.975,56.34,68.096,1.529,24.967,3.45,3.533,5826.0,3380.0,5.008
4.0,0.645,0.0,0.0,4.255,0.893,0.944,0.839,1.892,0.608,4.314,16.25,4.495,0.683,1.681,1.681,0.168,13.629,16.58,9.418,39.197,4.454,6207.0,3.6,-0.73,3.601,840.0,7.091,0.0,0.0,0.0,0.0,0.154,-0.629,4.295,15.947,15.947,15.947,15.947,15.947,16.38,4.037,3.253,114.045,5.021,11148.6,6081.0,3.501,34.113,23.383,11.525,4.488,0.114,24.633,3.943,3.371,3.744,17.104,52.25,4.558,81.217,151.015,1.78,38.803,3.906,3.906,21081.0,11348.0,5.611
4.0,0.524,-0.288,-0.233,4.25,0.72,0.796,0.781,1.947,0.5,4.293,14.0,4.217,0.638,1.58,1.58,0.195,12.6,14.332,8.82,34.508,4.454,5272.0,3.558,-1.0,3.431,704.0,6.021,-0.241,-0.547,-0.241,-0.547,0.176,-0.946,4.127,14.845,14.845,14.845,14.845,14.845,15.075,3.429,3.185,102.359,4.959,8951.65,5121.0,3.348,13.268,21.969,10.648,4.268,0.131,22.633,3.409,3.262,3.674,15.527,47.5,4.43,66.404,129.63,1.834,37.262,3.824,3.824,14747.0,8700.0,5.609
5.4,0.94,1.5,1.0,4.518,1.387,1.779,1.132,2.446,1.178,4.498,20.75,5.54,1.001,2.119,2.119,0.139,17.526,20.853,11.66,49.827,4.758,14031.0,4.187,-0.216,3.751,1547.0,8.026,1.0,2.275,1.0,2.275,0.138,0.083,4.692,20.281,20.281,20.281,20.281,20.281,20.784,4.04,3.465,163.55,5.292,26439.2,13371.0,3.574,14.554,29.489,14.719,4.916,0.096,33.376,4.142,3.5,4.696,22.173,71.0,4.93,93.973,183.027,1.899,48.887,4.104,4.162,53036.0,26207.0,5.989
4.0,0.283,-2.259,-1.539,1.948,0.171,0.45,0.063,0.828,-0.768,0.899,8.0,2.476,0.011,0.813,0.813,0.304,7.612,7.479,5.181,16.395,2.221,1078.0,2.58,-2.0,1.891,113.0,2.532,-1.607,-4.89,-1.607,-4.89,0.284,-1.952,2.8,8.947,8.947,8.947,8.947,8.947,9.172,3.355,0.067,45.532,4.257,1337.68,1065.0,0.824,0.8,12.65,6.343,3.033,0.212,12.067,3.311,0.135,2.442,8.836,26.75,3.679,47.386,69.684,1.527,20.084,3.262,3.339,3357.0,1937.0,4.75
4.0,0.626,0.0,0.0,4.708,1.355,0.978,1.239,2.292,0.82,4.812,17.5,4.574,0.911,2.004,2.004,0.163,14.696,16.787,9.634,37.444,4.901,6311.0,3.465,-0.445,4.035,948.0,5.952,0.0,0.0,0.0,0.0,0.151,-0.256,4.729,17.085,17.085,17.085,17.085,17.085,17.502,4.165,3.337,121.355,5.121,11519.8,6161.0,3.845,31.163,23.82,12.363,4.91,0.115,26.619,4.205,3.477,4.206,18.585,56.833,4.674,80.402,159.103,1.823,40.905,3.946,3.996,21741.0,11542.0,5.83
5.5,0.618,0.614,0.464,4.449,1.048,0.947,0.917,2.454,1.084,4.518,18.25,4.958,0.839,2.074,2.074,0.145,16.207,18.132,10.672,42.414,4.605,9287.0,3.827,-0.172,3.741,1148.0,7.054,0.53,0.899,0.53,0.899,0.134,0.0,4.543,18.765,18.765,18.765,18.765,18.765,19.108,3.905,3.488,139.134,5.217,17106.3,8943.0,3.656,15.23,26.396,13.457,4.73,0.1,29.133,4.051,3.509,4.293,19.836,62.5,4.776,85.726,150.761,1.87,44.244,3.998,4.071,32824.0,16953.0,5.976
4.0,0.724,0.791,0.56,4.638,1.305,1.115,1.241,1.97,0.827,4.827,16.75,4.942,1.145,1.535,1.535,0.159,15.192,16.492,10.422,37.742,4.861,7623.0,3.756,-0.593,3.85,1072.0,6.734,0.558,1.302,0.558,1.302,0.153,-0.062,4.62,17.706,17.706,17.706,17.706,17.706,17.95,3.893,3.71,125.034,5.078,13235.1,7224.0,3.805,21.357,24.707,12.631,4.82,0.109,26.767,3.912,3.835,3.753,18.096,56.0,4.67,79.545,161.686,1.84,44.24,4.036,4.001,20292.0,11930.0,5.682
4.0,0.484,-1.5,-0.931,3.596,0.644,0.764,0.523,1.511,-0.172,3.683,11.25,3.157,0.449,1.414,1.414,0.241,9.646,10.124,6.727,23.63,3.837,2270.0,2.936,-1.516,2.966,285.0,3.757,-1.0,-2.429,-1.0,-2.429,0.238,-1.379,3.86,11.569,11.569,11.569,11.569,11.569,11.809,3.088,1.882,68.687,4.655,3380.34,2227.0,2.605,8.229,16.696,8.254,4.112,0.162,17.214,3.283,1.975,3.238,11.828,37.0,4.065,51.753,98.117,1.677,27.353,3.547,3.585,7047.0,4000.0,5.307
4.0,0.579,0.852,0.594,4.286,0.865,0.938,0.87,1.697,0.749,4.463,15.25,4.81,0.819,1.56,1.56,0.166,14.451,14.766,10.012,34.001,4.499,7152.0,3.785,-0.682,3.55,812.0,6.363,0.6,1.401,0.6,1.401,0.155,-0.404,4.255,16.654,16.654,16.654,16.654,16.654,16.812,3.465,3.348,114.996,4.942,11565.0,6649.0,3.503,15.016,23.657,11.793,4.462,0.114,23.867,3.608,3.46,3.674,16.355,50.5,4.557,72.651,140.851,1.938,40.818,3.935,3.932,17738.0,10582.0,5.59
4.0,0.402,-0.455,-0.257,4.134,0.765,0.637,0.699,2.423,0.432,4.131,13.75,4.054,0.641,1.901,1.901,0.184,13.199,15.979,8.734,36.491,4.28,4832.0,3.346,-0.751,3.63,640.0,6.308,-0.279,-0.508,-0.279,-0.508,0.167,-0.525,4.253,15.248,15.248,15.248,15.248,15.248,15.689,4.243,3.223,104.979,4.936,8757.11,4819.0,3.469,18.829,21.931,10.99,4.385,0.125,22.067,4.106,3.387,3.621,16.56,48.75,4.497,80.313,141.099,1.718,34.582,3.715,3.862,17951.0,9394.0,5.615
4.0,0.689,1.578,0.993,4.663,1.411,1.127,1.357,2.381,1.32,4.775,18.75,5.304,1.252,2.0,2.0,0.142,16.611,19.286,11.181,41.517,4.844,11576.0,4.007,-0.024,4.028,1404.0,6.933,1.058,2.516,1.058,2.516,0.139,0.38,4.712,19.867,19.867,19.867,19.867,19.867,20.417,4.171,3.816,151.983,5.119,20681.7,10830.0,3.952,24.986,27.872,14.309,4.896,0.095,29.967,4.297,3.937,4.126,21.043,63.5,4.878,101.488,185.637,1.903,49.182,4.1,4.145,33045.0,18464.0,5.919
4.0,0.675,1.5,0.965,4.618,1.263,1.055,1.243,2.348,1.0,4.759,17.75,5.047,1.144,1.831,1.831,0.155,15.555,18.206,10.648,42.112,4.79,8732.0,3.782,-0.601,3.909,1208.0,6.771,1.0,2.136,1.0,2.136,0.152,-0.351,4.591,18.471,18.471,18.471,18.471,18.471,18.831,4.074,3.701,137.64,5.108,16260.3,8451.0,3.857,20.022,26.089,13.342,4.756,0.102,28.567,4.091,3.796,4.31,19.889,61.0,4.779,92.263,155.432,1.895,44.767,4.002,4.067,28581.0,15439.0,5.94
4.0,0.431,-0.923,-0.664,3.776,0.672,0.674,0.517,1.25,0.361,3.763,12.25,3.9,0.389,1.143,1.143,0.209,11.192,11.515,8.08,27.67,3.966,3243.0,3.205,-1.0,3.226,378.0,4.967,-0.663,-1.489,-0.663,-1.489,0.187,-0.973,4.031,13.137,13.137,13.137,13.137,13.137,13.301,3.399,2.643,81.399,4.745,5057.97,3134.0,2.961,7.127,18.808,9.326,4.225,0.14,18.567,3.391,2.796,3.558,13.079,40.5,4.221,57.853,90.336,1.713,30.167,3.627,3.695,9370.0,5428.0,5.275
5.7,0.615,0.98,0.701,4.436,1.062,1.004,0.958,2.121,0.939,4.427,17.75,4.839,0.779,1.806,1.806,0.156,15.197,15.318,10.201,33.825,4.625,8017.0,3.754,-0.585,3.695,900.0,5.527,0.731,1.936,0.731,1.936,0.15,-0.149,4.472,17.792,17.792,17.792,17.792,17.792,18.126,3.873,3.367,124.551,5.075,12930.0,7343.0,3.575,13.729,24.577,12.631,4.65,0.108,26.3,4.005,3.452,3.852,17.836,57.0,4.674,79.52,154.877,1.773,40.807,3.952,4.015,22594.0,12479.0,5.76
4.0,0.839,1.0,0.717,4.546,1.274,1.323,1.095,2.023,0.888,4.585,18.75,5.255,0.952,1.808,1.808,0.148,16.673,18.293,11.138,40.461,4.832,9961.0,4.027,-0.421,3.724,1123.0,8.297,0.869,2.136,0.869,2.136,0.138,0.094,4.671,18.679,18.679,18.679,18.679,18.679,19.378,3.853,3.476,135.914,5.063,17286.4,9351.0,3.561,19.911,26.339,13.225,4.932,0.094,28.867,3.905,3.607,3.674,18.64,57.5,4.726,86.742,182.261,1.853,49.858,4.159,4.04,23854.0,14660.0,5.643
4.0,1.021,1.942,1.331,5.154,2.049,1.697,2.038,2.69,2.5,5.287,27.0,7.882,1.861,2.473,2.473,0.097,25.342,25.97,16.801,54.555,5.384,35101.0,5.342,1.0,4.378,3971.0,11.134,1.371,3.387,1.371,3.387,0.095,1.0,5.151,28.737,28.737,28.737,28.737,28.737,29.32,4.283,4.217,237.485,5.48,64621.1,31383.0,4.31,34.888,37.461,20.178,5.366,0.071,42.2,4.293,4.309,4.354,27.761,87.0,5.322,125.639,260.441,1.978,72.76,4.51,4.465,79981.0,47581.0,6.126
4.0,0.765,1.139,0.731,4.617,1.396,1.207,1.176,2.332,1.098,4.535,18.5,5.314,0.931,2.08,2.08,0.148,16.41,19.496,11.178,45.027,4.9,11625.0,4.052,-0.24,3.806,1231.0,7.897,0.824,2.132,0.824,2.132,0.147,0.01,4.737,19.309,19.309,19.309,19.309,19.309,19.754,3.981,3.543,149.011,5.173,21093.7,11012.0,3.622,16.726,27.806,13.919,4.966,0.099,29.633,4.127,3.664,3.941,20.543,61.5,4.833,90.186,187.257,1.886,49.982,4.134,4.101,30994.0,18166.0,5.773
4.0,0.406,-1.306,-0.853,3.789,0.552,0.654,0.517,1.406,-0.104,3.845,11.25,3.386,0.416,1.225,1.225,0.223,10.282,10.879,7.172,25.732,4.014,2801.0,3.078,-1.524,3.097,334.0,4.208,-0.88,-2.0,-0.88,-2.0,0.22,-1.094,3.862,12.223,12.223,12.223,12.223,12.223,12.297,3.117,2.539,75.527,4.679,4276.05,2730.0,2.89,8.416,17.868,8.737,4.067,0.15,17.767,3.269,2.658,3.432,12.535,38.0,4.145,53.909,98.187,1.687,29.949,3.617,3.639,7619.0,4573.0,5.328
4.0,0.682,0.012,0.008,4.348,0.98,1.025,0.932,2.117,0.671,4.404,16.75,4.524,0.759,1.682,1.682,0.179,13.737,17.862,9.429,41.685,4.529,6786.0,3.623,-0.73,3.687,926.0,7.119,0.01,0.026,0.01,0.026,0.174,-0.6,4.404,16.212,16.212,16.212,16.212,16.212,16.899,4.148,3.356,120.257,4.974,12495.3,6676.0,3.615,40.729,24.145,11.826,4.593,0.109,26.267,4.082,3.49,3.744,18.027,54.75,4.618,92.098,157.716,1.783,40.989,3.928,3.941,24297.0,12802.0,5.755
4.0,0.925,1.5,0.968,4.272,1.314,1.826,1.1,2.398,1.319,4.321,19.0,5.425,0.994,2.138,2.138,0.139,17.071,20.305,11.429,47.439,4.45,13186.0,4.16,-0.05,3.634,1414.0,8.04,1.0,2.231,1.0,2.231,0.137,0.206,4.48,19.781,19.781,19.781,19.781,19.781,20.325,3.974,3.388,156.944,5.215,24181.3,12475.0,3.47,11.08,28.786,14.309,4.684,0.093,31.59,4.178,3.403,4.613,21.303,68.5,4.884,95.403,149.301,1.873,44.945,3.996,4.132,52797.0,25221.0,5.957
5.5,0.86,1.842,1.3,4.826,1.563,1.366,1.477,2.804,1.771,5.003,23.0,6.604,1.465,2.449,2.449,0.112,21.229,23.704,14.055,54.681,4.997,21126.0,4.625,0.482,4.102,2386.0,9.917,1.321,3.612,1.321,3.612,0.104,1.074,4.887,24.35,24.35,24.35,24.35,24.35,24.731,4.165,4.007,198.083,5.421,40774.5,19799.0,4.072,25.042,33.281,17.406,5.085,0.077,37.181,4.268,4.057,4.582,25.233,79.0,5.134,109.421,206.432,1.978,58.963,4.28,4.322,65105.0,34895.0,6.225
4.0,0.701,1.768,1.139,4.53,1.121,1.136,1.096,2.645,1.945,4.587,21.5,6.346,0.954,2.2,2.2,0.119,19.023,20.065,13.127,43.768,4.735,20296.0,4.68,0.442,3.901,1920.0,8.086,1.207,3.587,1.207,3.587,0.117,1.0,4.541,22.668,22.668,22.668,22.668,22.668,23.148,3.93,3.623,179.975,5.284,34307.0,18090.0,3.797,18.011,31.565,16.102,4.713,0.078,31.9,4.059,3.734,4.124,22.363,70.0,5.016,103.485,160.688,1.991,51.323,4.167,4.255,56034.0,30226.0,5.911
5.5,0.9,0.734,0.578,4.77,1.485,1.649,1.535,2.511,1.015,4.861,20.25,5.308,1.485,2.197,2.197,0.141,16.899,21.779,11.117,54.802,4.965,10558.0,3.969,-0.267,3.926,1532.0,8.838,0.619,1.541,0.619,1.541,0.132,-0.081,4.678,19.281,19.281,19.281,19.281,19.281,20.026,4.019,3.796,153.062,5.288,21556.3,10519.0,3.898,21.755,28.078,14.13,4.851,0.096,33.162,3.993,3.755,4.765,21.889,69.833,4.875,93.828,181.544,1.845,46.429,4.043,4.115,48806.0,22808.0,6.263
4.0,0.846,1.739,1.23,4.932,1.703,1.353,1.621,2.524,2.294,5.016,23.5,7.043,1.399,2.269,2.269,0.111,21.495,22.5,14.701,49.295,5.159,23666.0,4.849,0.743,4.149,2534.0,9.591,1.229,2.795,1.229,2.795,0.109,1.041,4.97,24.894,24.894,24.894,24.894,24.894,25.175,4.178,3.969,199.567,5.373,42262.1,21307.0,4.057,26.369,33.517,17.636,5.171,0.078,36.3,4.141,4.045,4.302,24.485,77.0,5.143,109.862,236.226,1.899,60.225,4.324,4.335,60587.0,34295.0,6.029
4.0,0.538,-0.453,-0.323,4.278,0.951,0.819,0.886,2.261,0.722,4.389,14.25,4.233,0.764,1.618,1.618,0.182,13.176,14.867,9.086,36.579,4.491,5033.0,3.409,-0.739,3.577,741.0,5.98,-0.332,-0.869,-0.332,-0.869,0.176,-0.618,4.317,15.455,15.455,15.455,15.455,15.455,15.557,3.64,3.278,105.725,4.987,9044.8,4996.0,3.484,13.569,22.132,11.08,4.523,0.124,22.667,3.758,3.366,3.825,16.397,49.0,4.494,68.514,133.24,1.709,37.153,3.827,3.869,15166.0,8764.0,5.634
4.0,0.417,-1.5,-0.982,3.623,0.619,0.627,0.411,1.226,-0.095,3.544,11.5,3.322,0.319,1.0,1.0,0.232,10.576,11.111,7.252,25.637,3.846,2637.0,3.029,-1.389,3.033,342.0,4.349,-1.0,-2.647,-1.0,-2.647,0.23,-1.201,3.998,12.439,12.439,12.439,12.439,12.439,12.658,3.21,2.322,74.769,4.765,4119.84,2606.0,2.633,5.947,17.688,8.792,4.232,0.159,18.533,3.462,2.416,3.259,12.535,39.0,4.14,55.564,103.291,1.55,30.276,3.637,3.64,7584.0,4515.0,5.254
4.0,0.766,1.5,1.0,4.746,1.329,1.219,1.319,2.57,1.754,4.949,21.25,6.251,1.269,2.197,2.197,0.127,19.35,20.976,13.054,45.893,4.948,15750.0,4.421,0.429,3.983,1828.0,8.922,1.0,2.355,1.0,2.355,0.123,0.61,4.754,21.988,21.988,21.988,21.988,21.988,22.428,4.095,3.823,169.8,5.249,28624.1,14641.0,3.924,25.312,30.215,15.602,4.942,0.089,33.286,4.129,3.929,4.102,22.079,69.333,4.968,100.712,209.766,1.901,53.665,4.205,4.213,46373.0,25317.0,5.921
4.0,0.452,-1.115,-0.832,3.94,0.684,0.721,0.594,1.526,-0.281,4.097,11.25,3.321,0.497,1.354,1.354,0.227,10.329,11.148,6.967,25.64,4.152,2666.0,3.023,-1.636,3.225,346.0,4.054,-0.843,-2.127,-0.843,-2.127,0.208,-1.177,4.094,12.016,12.016,12.016,12.016,12.016,12.109,3.258,2.666,74.896,4.683,4137.91,2625.0,3.043,10.798,17.691,8.648,4.33,0.158,18.367,3.302,2.894,3.357,12.698,38.0,4.146,53.281,113.371,1.795,31.833,3.688,3.634,6478.0,4183.0,5.325
4.0,0.494,-0.445,-0.326,4.362,0.901,0.771,0.736,2.137,0.276,4.257,14.0,3.487,0.518,1.575,1.575,0.207,12.829,13.835,7.984,31.78,4.586,3424.0,3.083,-0.999,3.492,479.0,5.007,-0.356,-0.761,-0.356,-0.761,0.204,-0.82,4.486,14.265,14.265,14.265,14.265,14.265,14.663,3.718,2.704,91.021,4.899,6154.94,3502.0,3.167,14.029,19.817,10.1,4.678,0.145,22.767,3.846,2.845,3.755,15.146,47.0,4.363,64.802,125.471,1.603,35.814,3.777,3.779,11267.0,6457.0,5.652
5.5,0.243,-3.0,-1.945,1.02,0.06,0.368,0.016,0.119,0.0,0.0,7.0,2.01,0.0,-0.235,-0.235,0.383,6.083,6.975,4.281,15.049,1.365,589.0,2.276,0.0,0.868,67.0,2.411,-2.0,-6.866,-2.0,-6.866,0.38,0.0,2.111,7.345,7.345,7.345,7.345,7.345,7.596,2.5,0.0,35.288,4.231,776.824,642.0,0.13,0.0,10.614,5.288,2.353,0.239,10.833,3.15,0.0,1.778,7.845,23.75,3.439,41.658,51.245,1.142,16.527,3.049,3.148,2393.0,1360.0,4.813
4.0,0.73,0.895,0.746,4.694,1.467,1.173,1.242,2.283,1.0,4.705,18.0,5.321,0.972,1.938,1.938,0.143,16.744,19.223,11.164,44.988,4.933,11591.0,4.054,-0.347,3.883,1269.0,7.726,0.766,1.806,0.766,1.806,0.134,-0.134,4.873,19.256,19.256,19.256,19.256,19.256,19.385,3.876,3.559,148.87,5.158,21015.1,10974.0,3.698,20.001,27.795,13.902,5.141,0.101,29.933,4.001,3.657,3.966,20.543,61.5,4.832,85.837,173.046,1.882,51.796,4.159,4.101,28884.0,17463.0,5.856
4.0,0.941,1.5,1.0,4.412,1.342,1.807,1.144,2.408,1.204,4.515,20.25,5.652,1.067,2.004,2.004,0.135,17.648,20.641,11.899,49.861,4.614,14540.0,4.253,-0.065,3.709,1585.0,8.249,1.0,2.275,1.0,2.275,0.133,0.206,4.623,20.488,20.488,20.488,20.488,20.488,20.973,3.964,3.53,164.333,5.276,27113.0,13776.0,3.604,13.975,29.673,14.809,4.86,0.092,32.61,4.071,3.573,4.7,22.01,70.0,4.929,93.693,157.317,1.944,48.56,4.098,4.165,52644.0,26440.0,6.013
4.0,0.416,-1.152,-0.798,3.594,0.531,0.666,0.395,1.548,-0.096,3.393,13.0,3.522,0.253,1.532,1.532,0.218,10.905,9.914,7.467,22.622,3.791,2991.0,3.154,-1.429,2.97,316.0,3.716,-0.833,-2.237,-0.833,-2.237,0.215,-0.951,3.812,12.723,12.723,12.723,12.723,12.723,13.057,3.151,2.179,74.47,4.679,4030.12,2742.0,2.669,5.082,17.658,8.916,4.023,0.146,18.033,3.355,2.204,3.244,11.949,39.5,4.149,56.674,96.872,1.669,27.611,3.578,3.666,8714.0,4781.0,5.147
4.0,0.561,0.462,0.362,4.403,1.008,0.885,0.87,2.274,1.0,4.41,17.0,4.667,0.726,2.008,2.008,0.169,14.915,17.12,9.89,38.046,4.6,7976.0,3.731,-0.621,3.618,974.0,6.446,0.392,0.964,0.392,0.964,0.168,-0.282,4.545,17.264,17.264,17.264,17.264,17.264,17.641,3.92,3.456,126.183,5.053,13738.6,7539.0,3.516,14.683,24.882,12.432,4.721,0.111,27.967,4.049,3.503,4.271,18.311,58.5,4.675,87.881,150.905,1.735,42.327,3.929,3.999,28128.0,14318.0,5.796
4.0,0.704,1.137,0.744,4.437,1.073,1.039,1.023,1.8,1.138,4.47,17.75,5.327,0.869,1.549,1.549,0.155,15.856,17.366,11.253,40.001,4.613,8883.0,3.932,-0.252,3.702,1254.0,7.676,0.765,2.0,0.765,2.0,0.146,0.506,4.411,18.673,18.673,18.673,18.673,18.673,19.116,3.998,3.39,132.879,5.184,15596.2,8383.0,3.592,14.526,25.82,13.237,4.566,0.106,27.5,3.989,3.431,3.696,18.64,60.0,4.721,89.138,149.195,1.703,40.313,3.952,4.036,30495.0,15749.0,5.702
4.2,0.583,-0.996,-0.749,3.927,0.725,0.873,0.625,1.536,0.5,3.993,13.0,3.711,0.524,1.498,1.498,0.202,11.399,13.922,7.764,32.394,4.174,4430.0,3.319,-1.0,3.237,530.0,5.058,-0.784,-2.239,-0.784,-2.239,0.196,-0.88,4.159,13.618,13.618,13.618,13.618,13.618,13.823,3.417,2.862,95.269,4.832,7450.5,4355.0,3.014,12.224,20.863,9.922,4.393,0.133,22.3,3.602,2.971,3.674,15.035,46.0,4.364,71.375,123.467,1.807,35.556,3.795,3.778,15055.0,8137.0,5.606
