pXC50,N.,nCsp,nTB,Mp,AMW,Mv,nH,Si,nHM,X.,H.,Se,nAT,nBR,nBT,Sp,Mi,Sv,C.
5.2,6.9,0,0,0.656,6.975,0.618,28,65.394,0,0.0,48.3,57.665,58,0,60,38.069,1.127,35.837,41.4
5.2,12.5,0,0,0.645,7.028,0.61,27,63.85,0,0.0,48.2,55.876,56,0,59,36.108,1.14,34.133,37.5
6.0,10.3,0,0,0.696,8.421,0.663,16,43.823,1,0.0,41.0,39.44,39,0,41,27.148,1.124,25.863,41.0
5.2,9.8,0,0,0.695,8.107,0.675,16,45.903,0,0.0,39.0,41.363,41,0,44,28.5,1.12,27.676,46.3
6.4,12.2,0,0,0.688,7.996,0.649,18,46.342,1,2.4,43.9,41.018,41,0,44,28.216,1.13,26.622,41.5
5.2,10.5,0,0,0.671,7.799,0.649,16,42.903,0,0.0,42.1,38.363,38,0,41,25.5,1.129,24.676,42.1
5.2,0.0,0,0,0.681,9.732,0.705,9,33.139,0,10.3,31.0,30.822,29,0,31,19.744,1.143,20.455,48.3
5.7,14.3,1,1,0.729,9.226,0.699,10,31.368,1,0.0,35.7,28.462,28,0,29,20.409,1.12,19.568,42.9
5.4,11.5,0,0,0.779,10.683,0.745,8,28.814,2,3.8,30.8,26.684,26,0,28,20.261,1.108,19.374,46.2
5.2,9.5,0,0,0.683,9.164,0.658,17,47.601,2,2.4,40.5,43.302,42,0,43,28.676,1.133,27.647,35.7
5.2,10.4,0,0,0.721,9.07,0.706,23,75.243,1,3.0,34.3,68.421,67,0,73,48.324,1.123,47.274,47.8
5.5,9.1,0,0,0.713,8.647,0.683,17,49.369,1,2.3,38.6,44.509,44,0,47,31.392,1.122,30.058,45.5
6.0,6.1,1,1,0.807,10.947,0.765,10,36.09,3,6.1,30.3,33.673,33,0,35,26.636,1.094,25.234,51.5
6.5,9.8,1,1,0.714,8.852,0.708,17,56.82,0,0.0,33.3,52.12,51,0,55,36.415,1.114,36.127,49.0
6.3,7.4,0,0,0.747,8.975,0.706,10,29.787,1,0.0,37.0,27.142,27,0,29,20.159,1.103,19.052,48.1
5.8,6.8,0,0,0.698,8.168,0.679,17,49.03,0,0.0,38.6,44.473,44,0,47,30.71,1.114,29.896,47.7
5.2,10.2,3,2,0.696,7.5,0.66,21,54.813,0,0.0,42.9,48.578,49,0,52,34.12,1.119,32.321,46.9
5.4,4.9,0,0,0.67,7.57,0.644,18,45.946,0,0.0,43.9,41.254,41,0,43,27.466,1.121,26.402,43.9
4.8,9.1,0,0,0.73,10.12,0.722,7,24.605,1,4.5,31.8,22.833,22,0,23,16.063,1.118,15.88,45.5
5.2,7.0,0,0,0.661,6.785,0.616,35,79.929,0,0.0,49.3,70.09,71,0,76,46.904,1.126,43.724,42.3
5.2,3.9,0,0,0.672,7.068,0.633,24,56.983,0,0.0,47.1,50.578,51,0,53,34.296,1.117,32.267,45.1
5.2,12.7,0,0,0.66,7.664,0.636,24,62.774,0,1.8,43.6,55.505,55,0,58,36.284,1.141,34.989,40.0
5.7,10.8,0,0,0.728,8.714,0.692,14,41.199,1,0.0,37.8,37.229,37,0,41,26.932,1.113,25.622,45.9
6.959,11.5,0,0,0.674,7.74,0.649,22,58.73,0,0.0,42.3,52.334,52,0,56,35.034,1.129,33.772,42.3
7.0,20.8,1,1,0.768,10.054,0.743,7,26.827,1,0.0,29.2,24.469,24,0,26,18.438,1.118,17.821,45.8
6.745,18.5,1,1,0.724,8.714,0.71,9,30.322,0,0.0,33.3,27.276,27,0,29,19.551,1.123,19.161,48.1
7.237,16.1,1,1,0.702,8.558,0.69,11,34.947,0,0.0,35.5,31.487,31,0,33,21.767,1.127,21.402,45.2
6.367,18.5,1,1,0.722,9.38,0.724,8,30.662,0,3.7,29.6,27.789,27,0,29,19.489,1.136,19.544,48.1
6.337,16.1,1,1,0.741,9.076,0.706,11,34.657,1,0.0,35.5,31.236,31,0,34,22.96,1.118,21.875,45.2
7.108,13.2,1,1,0.692,8.036,0.67,15,42.777,0,0.0,39.5,38.254,38,0,41,26.29,1.126,25.456,44.7
7.284,17.1,1,1,0.696,8.424,0.682,15,46.358,0,0.0,36.6,41.574,41,0,44,28.54,1.131,27.972,43.9
6.602,16.2,1,1,0.69,8.28,0.674,14,41.86,0,0.0,37.8,37.473,37,0,40,25.534,1.131,24.95,43.2
8.0,15.6,1,1,0.696,8.254,0.678,17,50.774,0,0.0,37.8,45.458,45,0,49,31.301,1.128,30.499,44.4
7.585,18.2,1,1,0.694,8.464,0.682,16,49.857,0,0.0,36.4,44.676,44,0,48,30.546,1.133,29.993,43.2
8.523,18.2,1,1,0.694,8.464,0.682,16,49.857,0,0.0,36.4,44.676,44,0,48,30.546,1.133,29.993,43.2
8.398,14.9,1,1,0.682,7.946,0.66,19,53.189,0,0.0,40.4,47.342,47,0,51,32.063,1.132,31.025,42.6
6.569,14.6,1,1,0.677,8.114,0.661,19,54.398,0,0.0,39.6,48.669,48,0,52,32.517,1.133,31.74,41.7
6.62,14.0,1,1,0.676,7.75,0.651,21,56.604,0,0.0,42.0,50.225,50,0,54,33.824,1.132,32.552,42.0
7.102,14.6,1,1,0.689,8.031,0.667,19,54.189,0,0.0,39.6,48.342,48,0,52,33.063,1.129,32.025,43.8
7.708,18.8,1,1,0.699,8.572,0.688,17,54.355,0,0.0,35.4,48.778,48,0,52,33.551,1.132,33.015,43.8
7.244,15.2,1,1,0.69,8.423,0.679,17,51.983,0,0.0,37.0,46.785,46,0,50,31.756,1.13,31.213,43.5
6.721,13.7,1,1,0.672,7.912,0.652,21,57.813,0,0.0,41.2,51.552,51,0,54,34.279,1.134,33.267,41.2
6.337,14.0,1,1,0.667,7.799,0.646,24,64.727,0,0.0,42.1,57.538,57,0,61,38.046,1.136,36.815,40.4
6.108,14.3,1,1,0.671,7.653,0.645,24,63.517,0,0.0,42.9,56.211,56,0,60,37.591,1.134,36.1,41.1
5.921,14.5,1,1,0.665,7.573,0.638,24,62.517,0,0.0,43.6,55.211,55,0,58,36.591,1.137,35.1,40.0
6.066,13.6,1,1,0.667,7.501,0.638,26,66.933,0,0.0,44.1,59.094,59,0,63,39.353,1.134,37.627,40.7
7.714,14.6,1,1,0.689,8.031,0.667,19,54.189,0,0.0,39.6,48.342,48,0,52,33.063,1.129,32.025,43.8
6.501,14.3,1,1,0.698,8.2,0.678,16,47.275,0,0.0,38.1,42.356,42,0,46,29.296,1.126,28.477,45.2
7.081,12.8,1,1,0.706,8.649,0.679,18,52.82,1,0.0,38.3,47.643,47,0,51,33.159,1.124,31.906,42.6
5.222,14.6,1,1,0.689,8.031,0.667,19,54.189,0,0.0,39.6,48.342,48,0,52,33.063,1.129,32.025,43.8
5.301,15.6,1,1,0.696,8.254,0.678,17,50.774,0,0.0,37.8,45.458,45,0,49,31.301,1.128,30.499,44.4
5.523,13.5,1,1,0.678,7.99,0.659,21,58.813,0,0.0,40.4,52.552,52,0,56,35.279,1.131,34.267,42.3
5.523,12.7,1,1,0.673,7.81,0.651,23,62.229,0,0.0,41.8,55.436,55,0,59,37.04,1.131,35.794,41.8
4.824,12.3,1,1,0.675,8.027,0.658,23,64.438,0,0.0,40.4,57.763,57,0,61,38.495,1.13,37.509,42.1
5.516,13.0,1,1,0.68,8.213,0.666,21,61.023,0,0.0,38.9,54.88,54,0,58,36.733,1.13,35.982,42.6
5.2,10.7,0,0,0.702,11.345,0.735,7,32.538,1,14.3,25.0,30.356,28,0,30,19.642,1.162,20.578,42.9
5.2,15.2,1,1,0.713,10.053,0.717,10,37.309,1,3.0,30.3,34.465,33,0,34,23.534,1.131,23.659,42.4
5.2,14.3,1,1,0.642,7.866,0.629,12,32.073,0,0.0,42.9,28.596,28,0,28,17.977,1.145,17.622,35.7
4.572,15.4,0,0,0.714,10.165,0.71,8,29.372,1,0.0,30.8,27.233,26,0,27,18.557,1.13,18.471,38.5
4.524,11.1,0,0,0.715,9.752,0.703,9,30.289,1,0.0,33.3,28.015,27,0,28,19.313,1.122,18.976,40.7
5.357,8.8,0,0,0.737,9.57,0.721,11,37.704,1,0.0,32.4,34.898,34,0,36,25.074,1.109,24.503,47.1
5.18,8.8,0,0,0.736,10.099,0.732,10,38.044,1,2.9,29.4,35.411,34,0,36,25.011,1.119,24.886,47.1
5.469,7.9,0,0,0.718,9.353,0.704,13,42.329,1,0.0,34.2,39.109,38,0,40,27.29,1.114,26.745,44.7
5.194,9.7,0,0,0.773,10.69,0.747,9,34.209,2,0.0,29.0,32.091,31,0,33,23.96,1.104,23.163,45.2
5.292,9.7,0,0,0.734,10.172,0.732,9,34.498,1,0.0,29.0,32.342,31,0,33,22.767,1.113,22.691,45.2
5.292,10.7,0,0,0.706,9.975,0.703,9,31.498,1,0.0,32.1,29.342,28,0,29,19.767,1.125,19.691,39.3
5.222,9.7,0,0,0.694,9.462,0.684,11,34.913,1,0.0,35.5,32.225,31,0,32,21.528,1.126,21.218,38.7
5.409,9.7,0,0,0.712,9.334,0.694,11,34.704,1,0.0,35.5,31.898,31,0,33,22.074,1.119,21.503,41.9
5.444,8.8,0,0,0.701,8.923,0.677,13,38.119,1,0.0,38.2,34.782,34,0,35,23.835,1.121,23.03,41.2
5.167,8.6,0,0,0.678,9.239,0.67,13,39.538,1,0.0,37.1,36.436,35,0,36,23.744,1.13,23.459,37.1
5.092,9.4,0,0,0.704,9.542,0.694,11,35.913,1,0.0,34.4,33.225,32,0,33,22.528,1.122,22.218,40.6
5.244,8.8,0,0,0.685,9.04,0.669,13,38.329,1,0.0,38.2,35.109,34,0,35,23.29,1.127,22.745,38.2
4.851,8.8,0,0,0.685,9.04,0.669,13,38.329,1,0.0,38.2,35.109,34,0,35,23.29,1.127,22.745,38.2
5.114,8.1,0,0,0.677,8.686,0.656,15,41.744,1,0.0,40.5,37.993,37,0,38,25.051,1.128,24.271,37.8
5.292,8.1,0,0,0.677,8.686,0.656,15,41.744,1,0.0,40.5,37.993,37,0,38,25.051,1.128,24.271,37.8
5.347,7.5,0,0,0.67,8.385,0.645,17,45.159,1,0.0,42.5,40.876,40,0,41,26.813,1.129,25.798,37.5
5.215,7.0,0,0,0.665,8.127,0.635,19,48.574,1,0.0,44.2,43.76,43,0,44,28.574,1.13,27.325,37.2
7.495,5.1,0,0,0.719,9.087,0.699,14,43.245,1,0.0,35.9,39.891,39,0,41,28.046,1.109,27.25,46.2
4.131,7.9,0,0,0.687,8.93,0.691,13,42.618,0,0.0,34.2,39.36,38,0,40,26.097,1.122,26.272,44.7
6.854,7.5,0,0,0.685,8.434,0.677,15,44.824,0,0.0,37.5,40.916,40,0,42,27.404,1.121,27.084,45.0
4.301,5.1,0,0,0.719,9.087,0.699,14,43.245,1,0.0,35.9,39.891,39,0,41,28.046,1.109,27.25,46.2
5.2,13.5,1,1,0.669,8.036,0.653,15,41.986,0,0.0,40.5,37.582,37,0,38,24.745,1.135,24.171,40.5
5.2,12.9,1,1,0.694,8.139,0.674,12,34.863,0,0.0,38.7,31.269,31,0,32,21.523,1.125,20.908,45.2
5.2,8.7,1,1,0.651,7.748,0.634,20,52.152,0,0.0,43.5,46.785,46,0,47,29.932,1.134,29.159,39.1
5.2,9.8,0,0,0.669,8.302,0.661,16,46.322,0,0.0,39.0,42.018,41,0,43,27.409,1.13,27.106,41.5
5.2,5.9,0,0,0.664,8.705,0.64,22,57.767,2,2.0,43.1,52.505,51,0,52,33.864,1.133,32.636,35.3
5.2,7.7,1,1,0.659,8.356,0.64,22,58.906,1,0.0,42.3,53.4,52,0,53,34.25,1.133,33.303,36.5
5.6,14.0,0,0,0.692,8.382,0.679,16,48.485,0,0.0,37.2,43.683,43,0,46,29.75,1.128,29.192,44.2
5.2,14.0,0,0,0.688,9.637,0.706,13,49.504,0,7.0,30.2,45.222,43,0,46,29.563,1.151,30.342,44.2
5.1,10.4,0,0,0.649,7.577,0.627,30,76.438,0,1.5,44.8,67.81,67,0,70,43.478,1.141,41.999,38.8
7.201,0.0,0,0,0.737,9.619,0.748,10,39.332,0,0.0,27.8,37.382,36,0,40,26.534,1.093,26.923,55.6
5.2,11.6,0,0,0.699,7.987,0.674,17,48.192,0,0.0,39.5,43.138,43,0,46,30.051,1.121,28.983,46.5
5.4,10.9,0,0,0.692,7.771,0.663,19,51.607,0,0.0,41.3,46.022,46,0,49,31.813,1.122,30.509,45.7
5.2,11.1,0,0,0.662,7.926,0.646,30,81.601,0,0.0,41.7,73.171,72,0,77,47.693,1.133,46.54,40.3
5.0,14.3,0,0,0.67,8.249,0.641,18,47.82,1,0.0,42.9,42.643,42,0,44,28.159,1.139,26.906,35.7
5.0,14.0,1,1,0.647,7.266,0.617,20,49.106,0,0.0,46.5,43.123,43,0,45,27.819,1.142,26.531,37.2
6.873,9.1,0,0,0.966,23.81,0.879,4,23.947,5,18.2,18.2,23.502,22,4,23,21.262,1.089,19.341,40.9
5.2,9.3,1,1,0.657,8.591,0.647,22,61.429,1,1.9,40.7,55.749,54,0,56,35.466,1.138,34.964,37.0
5.15,10.9,0,0,0.69,8.162,0.672,18,51.947,0,2.2,39.1,46.534,46,0,49,31.75,1.129,30.893,45.7
5.2,9.6,1,1,0.665,8.306,0.645,22,59.01,1,1.9,42.3,53.094,52,0,54,34.557,1.135,33.535,38.5
5.2,12.0,1,1,0.683,9.339,0.668,19,56.807,2,2.0,38.0,51.833,50,0,52,34.142,1.136,33.405,36.0
5.5,11.1,0,0,0.686,7.899,0.662,11,30.365,0,0.0,40.7,27.167,27,0,29,18.517,1.125,17.886,44.4
6.2,9.5,0,0,0.715,8.105,0.69,16,46.694,0,0.0,38.1,42.036,42,0,46,30.046,1.112,28.961,50.0
5.8,8.1,0,0,0.702,8.307,0.684,14,41.535,0,2.7,37.8,37.447,37,0,40,25.978,1.123,25.323,48.6
5.553,15.0,0,0,0.7,8.659,0.692,14,45.069,0,0.0,35.0,40.8,40,0,43,27.989,1.127,27.665,45.0
6.9,24.2,1,1,0.721,9.162,0.718,10,37.402,0,0.0,30.3,33.698,33,0,36,23.807,1.133,23.698,45.5
7.959,15.6,1,1,0.708,8.166,0.684,17,50.564,0,0.0,37.8,45.131,45,0,49,31.847,1.124,30.784,46.7
7.62,17.4,1,1,0.666,7.575,0.638,20,52.478,0,0.0,43.5,46.116,46,0,49,30.614,1.141,29.332,39.1
8.155,18.4,1,1,0.691,8.112,0.67,19,55.561,0,0.0,38.8,49.334,49,0,53,33.858,1.134,32.827,42.9
6.863,14.9,1,1,0.694,7.861,0.666,19,52.979,0,0.0,40.4,47.014,47,0,50,32.608,1.127,31.311,44.7
8.301,17.1,1,1,0.73,9.167,0.709,14,46.093,1,2.4,34.1,41.571,41,0,44,29.943,1.124,29.085,46.3
5.469,18.6,1,1,0.7,8.289,0.681,16,48.647,0,0.0,37.2,43.349,43,0,46,30.091,1.131,29.278,44.2
8.097,15.7,1,1,0.688,8.088,0.668,20,57.687,0,0.0,39.2,51.443,51,0,54,35.069,1.131,34.047,43.1
9.456,17.8,1,1,0.701,8.543,0.689,16,50.857,0,0.0,35.6,45.676,45,0,48,31.546,1.13,30.993,44.4
7.26,15.9,1,1,0.701,8.078,0.677,17,49.564,0,0.0,38.6,44.131,44,0,47,30.847,1.126,29.784,45.5
7.921,15.6,1,1,0.708,8.166,0.684,17,50.564,0,0.0,37.8,45.131,45,0,49,31.847,1.124,30.784,46.7
8.721,17.8,1,1,0.673,8.054,0.656,18,51.272,0,0.0,40.0,45.56,45,0,48,30.307,1.139,29.52,40.0
7.456,15.9,0,0,0.661,7.669,0.637,19,50.189,0,0.0,43.2,44.342,44,0,47,29.063,1.141,28.025,38.6
7.959,14.9,0,0,0.682,7.946,0.66,19,53.189,0,0.0,40.4,47.342,47,0,50,32.063,1.132,31.025,42.6
5.699,14.9,0,0,0.656,7.478,0.629,21,53.604,0,0.0,44.7,47.225,47,0,50,30.824,1.141,29.552,38.3
7.77,17.1,0,0,0.699,9.812,0.671,16,46.615,1,2.4,39.0,41.687,41,1,44,28.654,1.137,27.524,39.0
6.26,15.3,1,1,0.671,7.722,0.646,25,67.016,0,0.0,42.4,59.312,59,0,62,39.597,1.136,38.122,40.7
6.301,14.5,1,1,0.667,7.574,0.639,27,70.431,0,0.0,43.5,62.196,62,0,65,41.358,1.136,39.649,40.3
6.721,15.9,1,1,0.668,7.914,0.649,26,71.723,0,0.0,41.3,63.741,63,0,66,42.057,1.138,40.858,39.7
6.432,14.8,1,1,0.673,7.928,0.653,25,69.225,0,0.0,41.0,61.64,61,0,64,41.051,1.135,39.837,41.0
5.585,5.6,0,0,0.698,8.139,0.679,21,60.069,0,0.0,38.9,54.567,54,0,61,37.688,1.112,36.665,48.1
5.0,5.5,0,0,0.695,7.818,0.668,30,81.228,0,0.0,41.1,73.203,73,0,81,50.739,1.113,48.793,47.9
6.721,15.4,1,1,0.683,8.24,0.668,20,58.896,0,0.0,38.5,52.771,52,0,55,35.523,1.133,34.762,42.3
5.2,9.5,0,0,0.729,9.011,0.703,15,46.954,1,2.4,35.7,42.625,42,0,45,30.631,1.118,29.532,47.6
8.301,17.1,1,1,0.709,8.327,0.689,15,46.149,0,0.0,36.6,41.247,41,0,44,29.086,1.126,28.257,46.3
8.046,15.2,1,1,0.69,8.423,0.679,17,51.983,0,0.0,37.0,46.785,46,0,49,31.756,1.13,31.213,43.5
7.638,15.4,1,1,0.68,7.664,0.651,22,58.893,0,0.0,42.3,52.0,52,0,55,35.375,1.133,33.859,42.3
5.2,14.0,1,1,0.647,7.266,0.617,20,49.106,0,0.0,46.5,43.123,43,0,45,27.819,1.142,26.531,37.2
7.1,10.5,0,0,0.689,8.483,0.681,14,42.697,0,0.0,36.8,38.807,38,0,40,26.193,1.124,25.864,44.7
8.0,15.0,0,0,0.7,8.659,0.692,14,45.069,0,0.0,35.0,40.8,40,0,43,27.989,1.127,27.665,45.0
5.2,11.3,0,0,0.649,7.641,0.616,25,60.505,1,1.9,47.2,53.425,53,0,55,34.415,1.142,32.654,35.8
5.0,7.4,0,0,0.678,8.804,0.643,24,61.161,1,3.7,44.4,54.523,54,1,57,36.597,1.133,34.718,40.7
5.217,14.0,1,1,0.71,9.439,0.689,18,56.472,2,2.0,36.0,51.396,50,0,53,35.477,1.129,34.47,40.0
5.2,10.0,1,1,0.681,7.75,0.655,21,56.232,0,0.0,42.0,50.232,50,0,54,34.029,1.125,32.751,44.0
5.0,13.9,0,0,0.655,7.093,0.619,17,40.983,0,0.0,47.2,35.811,36,0,38,23.597,1.138,22.268,38.9
5.2,8.9,0,0,0.672,9.508,0.643,24,64.128,2,5.4,42.9,57.541,56,1,58,37.642,1.145,36.025,35.7
5.0,11.5,0,0,0.691,8.681,0.685,22,69.453,0,4.9,36.1,62.53,61,0,65,42.159,1.139,41.756,45.9
5.2,8.3,0,0,0.661,7.676,0.638,21,54.489,0,2.1,43.8,48.527,48,0,51,31.722,1.135,30.64,41.7
5.2,8.2,0,0,0.735,9.732,0.731,15,54.942,1,6.1,30.6,50.596,49,0,53,35.995,1.121,35.797,51.0
5.2,12.1,0,0,0.683,9.344,0.674,12,37.412,1,0.0,36.4,34.327,33,0,34,22.534,1.134,22.239,36.4
5.2,14.6,0,0,0.703,8.572,0.692,17,53.983,0,0.0,35.4,48.785,48,0,52,33.756,1.125,33.213,45.8
5.2,14.0,0,0,0.673,8.829,0.674,18,57.623,0,6.0,36.0,51.763,50,0,53,33.637,1.152,33.702,42.0
5.2,14.3,0,0,0.716,8.21,0.692,13,39.152,0,0.0,37.1,35.043,35,0,38,25.074,1.119,24.214,48.6
5.0,8.2,0,0,0.658,7.479,0.632,22,55.358,0,0.0,44.9,49.342,49,0,51,32.239,1.13,30.971,40.8
5.2,14.0,0,0,0.718,9.174,0.699,15,48.535,1,2.3,34.9,43.945,43,0,46,30.881,1.129,30.048,44.2
6.097,3.7,0,0,0.704,10.119,0.737,7,30.0,0,0.0,25.9,28.716,27,0,29,19.017,1.111,19.891,48.1
5.2,8.7,0,0,0.719,9.855,0.694,17,51.369,1,2.2,37.0,46.803,46,1,49,33.068,1.117,31.943,45.7
5.2,8.7,0,0,0.708,8.888,0.69,17,51.472,1,2.2,37.0,46.898,46,0,49,32.574,1.119,31.745,45.7
6.1,13.6,0,0,0.666,7.692,0.641,19,50.236,0,2.3,43.2,44.309,44,0,47,29.302,1.142,28.199,40.9
5.0,7.7,0,0,0.717,8.497,0.701,14,43.535,0,2.6,35.9,39.447,39,0,42,27.978,1.116,27.323,51.3
6.114,0.0,0,0,0.703,9.008,0.707,10,33.123,0,0.0,33.3,31.055,30,0,32,21.08,1.104,21.208,50.0
5.0,7.7,1,1,0.677,8.162,0.642,29,73.405,2,3.1,44.6,65.625,65,0,68,44.006,1.129,41.755,40.0
5.716,0.0,0,0,0.703,9.008,0.707,10,33.123,0,0.0,33.3,31.055,30,0,32,21.08,1.104,21.208,50.0
5.0,8.2,0,0,0.67,7.767,0.615,24,55.404,2,0.0,49.0,49.051,49,0,51,32.841,1.131,30.157,34.7
4.699,6.5,0,0,0.762,10.555,0.723,11,34.124,1,3.2,35.5,31.178,31,1,34,23.625,1.101,22.417,51.6
5.0,7.4,0,0,0.692,7.583,0.66,29,75.893,0,0.0,42.6,67.767,68,0,74,47.074,1.116,44.858,47.1
5.2,8.5,1,1,0.719,8.052,0.691,18,52.109,0,0.0,38.3,46.92,47,0,52,33.807,1.109,32.488,51.1
5.2,12.5,0,0,0.659,7.035,0.62,19,45.398,0,0.0,47.5,39.694,40,0,42,26.358,1.135,24.795,40.0
5.2,7.9,0,0,0.723,8.773,0.71,13,42.666,0,5.3,34.2,38.632,38,0,41,27.461,1.123,26.992,52.6
5.0,8.5,0,0,0.671,8.237,0.648,25,66.971,1,3.4,42.4,60.047,59,0,62,39.563,1.135,38.257,40.7
5.2,2.7,0,0,0.779,10.613,0.747,12,40.656,3,8.1,32.4,37.913,37,0,40,28.818,1.099,27.621,51.4
5.0,14.3,0,0,0.685,8.438,0.676,13,39.571,0,0.0,37.1,35.698,35,0,38,23.983,1.131,23.644,42.9
5.6,10.0,0,0,0.762,10.939,0.73,10,33.207,1,3.3,33.3,30.396,30,1,33,22.87,1.107,21.911,50.0
5.2,7.1,0,0,0.733,9.329,0.719,14,46.558,1,2.4,33.3,42.913,42,0,45,30.807,1.109,30.197,50.0
5.2,6.7,0,0,0.705,8.254,0.687,17,50.03,0,0.0,37.8,45.473,45,0,48,31.71,1.112,30.896,48.9
5.155,17.2,0,0,0.709,11.178,0.695,10,32.998,1,3.4,34.5,30.044,29,1,31,20.574,1.138,20.142,37.9
5.2,9.5,0,0,0.682,8.136,0.665,25,71.11,0,1.6,39.7,63.941,63,0,69,42.949,1.129,41.924,44.4
5.2,6.0,0,0,0.719,7.991,0.674,21,55.361,1,0.0,42.0,49.662,50,0,53,35.972,1.107,33.707,48.0
5.2,10.0,0,0,0.704,8.071,0.664,21,55.943,1,0.0,42.0,49.982,50,0,53,35.222,1.119,33.223,44.0
5.2,9.4,1,1,0.661,8.451,0.646,22,60.219,1,1.9,41.5,54.422,53,0,55,35.012,1.136,34.25,37.7
6.419,13.3,0,0,1.063,28.914,0.946,2,16.193,4,26.7,13.3,15.887,15,4,16,15.943,1.08,14.197,46.7
6.743,11.5,0,0,0.855,18.878,0.762,9,28.937,4,15.4,34.6,26.64,26,4,27,22.233,1.113,19.799,38.5
5.2,9.1,0,0,0.7,7.782,0.67,18,49.109,0,0.0,40.9,43.92,44,0,47,30.807,1.116,29.488,47.7
4.886,6.3,0,0,0.691,9.974,0.679,12,36.213,2,6.3,37.5,33.462,32,0,34,22.114,1.132,21.718,37.5
6.857,13.0,0,0,0.89,20.73,0.794,7,25.522,4,17.4,30.4,23.756,23,4,24,20.472,1.11,18.272,39.1
5.0,8.7,0,0,0.661,8.053,0.648,19,52.283,0,2.2,41.3,46.971,46,0,49,30.415,1.137,29.828,41.3
5.2,7.0,0,0,0.684,8.928,0.655,18,48.518,2,2.3,41.9,44.084,43,0,44,29.432,1.128,28.152,37.2
5.2,11.6,1,1,0.676,8.731,0.658,17,48.74,1,0.0,39.5,44.196,43,0,44,29.063,1.133,28.314,37.2
5.2,7.3,1,1,0.655,8.155,0.633,24,62.322,1,0.0,43.6,56.283,55,0,56,36.012,1.133,34.83,36.4
5.26,8.2,0,0,0.68,7.316,0.644,22,54.939,0,0.0,44.9,48.687,49,0,52,33.33,1.121,31.542,44.9
5.2,8.6,0,0,0.731,9.308,0.713,12,38.934,1,2.9,34.3,35.702,35,0,38,25.591,1.112,24.955,48.6
5.2,8.1,0,0,0.673,7.876,0.632,17,41.74,1,0.0,45.9,37.222,37,0,39,24.904,1.128,23.369,37.8
5.0,9.8,0,0,0.651,8.657,0.64,21,58.665,1,3.9,41.2,52.872,51,0,53,33.222,1.15,32.661,35.3
5.0,8.9,0,0,0.759,9.853,0.718,16,49.917,3,4.4,35.6,45.644,45,0,48,34.171,1.109,32.33,46.7
5.2,6.5,2,1,0.68,7.688,0.641,28,69.524,1,0.0,45.2,62.069,62,0,66,42.171,1.121,39.739,41.9
7.854,18.4,1,1,0.686,8.036,0.665,15,43.149,0,0.0,39.5,38.247,38,0,41,26.086,1.135,25.257,42.1
6.775,21.6,1,1,0.718,8.875,0.709,12,41.817,0,0.0,32.4,37.582,37,0,40,26.568,1.13,26.225,45.9
7.886,16.3,1,1,0.665,7.475,0.635,19,48.979,0,0.0,44.2,43.014,43,0,45,28.608,1.139,27.311,39.5
6.863,22.0,1,1,0.691,8.425,0.677,15,46.73,0,0.0,36.6,41.567,41,0,44,28.336,1.14,27.773,41.5
7.347,25.7,1,1,0.709,9.067,0.706,11,39.9,0,0.0,31.4,35.8,35,0,38,24.813,1.14,24.719,42.9
5.3,10.5,0,0,0.649,7.309,0.606,28,64.896,1,0.0,49.1,57.061,57,0,59,36.966,1.139,34.54,35.1
5.2,8.9,0,0,0.721,8.322,0.682,18,50.029,1,0.0,40.0,44.996,45,0,48,32.455,1.112,30.675,46.7
5.2,9.5,0,0,0.751,9.403,0.714,15,46.558,2,2.4,35.7,42.436,42,0,45,31.551,1.109,29.976,47.6
6.678,16.1,1,1,0.671,7.784,0.647,26,70.514,0,0.0,41.9,62.414,62,0,66,41.603,1.137,40.143,40.3
7.022,16.7,1,1,0.697,8.926,0.696,16,54.275,0,0.0,33.3,49.331,48,0,51,33.455,1.131,33.423,43.8
7.824,18.4,1,1,0.719,8.615,0.703,13,42.734,0,0.0,34.2,38.363,38,0,41,27.324,1.125,26.73,47.4
7.6,15.0,0,0,0.7,8.659,0.692,14,45.069,0,0.0,35.0,40.8,40,0,43,27.989,1.127,27.665,45.0
6.155,15.3,1,1,0.683,8.162,0.666,23,66.81,0,0.0,39.0,59.756,59,0,63,40.29,1.132,39.31,42.4
9.585,19.0,1,1,0.68,8.295,0.667,16,47.857,0,0.0,38.1,42.676,42,0,45,28.546,1.139,27.993,40.5
6.721,16.3,1,1,0.686,9.193,0.694,16,56.161,0,4.1,32.7,50.912,49,0,52,33.637,1.146,34.001,42.9
5.2,8.9,1,1,0.671,7.42,0.639,25,63.062,0,0.0,44.6,56.0,56,0,60,37.551,1.126,35.805,42.9
5.2,12.5,0,0,0.682,8.135,0.665,19,54.445,0,2.1,39.6,48.636,48,0,51,32.756,1.134,31.914,43.8
5.2,12.5,0,0,0.684,7.76,0.657,20,54.106,0,0.0,41.7,48.123,48,0,51,32.819,1.127,31.531,43.8
5.0,9.5,0,0,0.689,7.312,0.65,28,70.557,0,0.0,44.4,62.33,63,0,69,43.41,1.12,40.923,46.0
5.2,14.0,0,0,0.671,9.189,0.682,17,57.963,0,8.0,34.0,52.276,50,0,53,33.574,1.159,34.085,42.0
