pXC50,nCIR,LLS_02,TRS,nCIC,SssNH,ATSC5e,nR.Cs,Eig04_AEA.dm.,DELS,SpMax3_Bh.i.,X1A,CATS2D_04_DL,Eig02_AEA.bo.,C.003,nCrt,ATSC5s,Eig09_EA.bo.,Eig09_AEA.bo.,nHDon,MATS4e,N.067,nRNHR,Hy,MATS4s,ATS8e,CATS2D_03_DL,MATS1v,Eig09_EA.ed.,SM04_AEA.ri.,ATSC8v,H.050,SpMax3_Bh.m.,Eig08_AEA.bo.,Eig11_AEA.ri.,DLS_02,Eig10_EA,SM04_AEA.dm.,ATSC7p,Eig10_AEA.ri.,ATS7s,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,nCt,ATSC8p,CATS2D_05_DL,ATS4s,NssNH,ATSC7i,ATSC7e,Xindex,MPC10,Eig14_AEA.ed.,Eig11_EA.bo.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_04_DA,CATS2D_07_DD,Vindex,ATS5s,CATS2D_02_DL,Eig12_AEA.ed.,SM02_AEA.bo.,ATS6v
7.702,6,0.5,29,5,3.747,0.5,0,3.083,36.194,3.917,0.442,5,4.309,2,0,74.634,2.624,3.382,2,0.02,0,0,-0.017,0.005,5.41,7,0.041,5.289,5.289,28.276,2,3.824,3.402,2.773,0.5,1.913,1.913,22.067,2.91,6.423,1.903,5.111,5.111,2,20.44,3,6.428,1,2.729,0.408,0.23,5.659,3.863,2.048,3.235,5.235,3.235,0,0,0.145,6.438,5,4.39,5.425,4.675
8.0,3,1.0,18,3,0.0,0.356,0,2.597,35.463,3.842,0.445,2,4.284,0,0,86.0,1.5,2.5,1,-0.189,0,0,-0.408,-0.157,4.019,2,0.059,2.275,2.275,5.898,1,3.754,2.557,2.0,1.0,1.0,1.0,6.59,2.0,5.806,1.0,2.275,2.275,0,4.912,1,6.013,0,0.773,0.47,0.322,4.489,2.21,1.441,3.084,5.084,3.084,0,0,0.201,5.716,1,3.414,4.931,3.569
10.0,11,0.63,29,5,5.772,2.15,1,3.859,91.046,3.923,0.418,9,4.632,4,4,349.267,2.196,3.162,2,-0.001,1,1,0.175,0.013,5.347,9,0.066,5.532,5.532,22.732,2,3.812,3.272,2.483,0.67,1.636,1.636,18.628,2.631,7.139,1.626,4.657,4.657,4,17.873,6,6.784,2,3.852,3.075,0.264,6.026,3.974,1.682,3.723,5.723,3.723,1,1,0.17,6.75,6,4.332,5.286,4.435
8.398,5,0.63,23,4,0.0,0.398,0,3.081,33.756,3.901,0.444,0,4.195,1,0,61.757,2.046,3.019,1,-0.04,0,0,-0.465,-0.038,4.971,1,0.026,4.6,4.6,17.322,1,3.819,3.262,2.247,0.5,1.314,1.314,14.509,2.305,6.057,1.298,3.393,3.393,1,13.055,0,6.199,0,1.719,0.284,0.249,5.193,3.414,1.652,3.233,5.233,3.233,0,0,0.153,6.153,1,3.604,5.201,4.264
8.538,10,1.0,23,4,3.242,0.646,0,3.478,33.3,3.805,0.422,4,4.632,4,4,112.553,1.515,2.639,1,0.073,0,0,-0.439,0.091,5.265,2,0.06,3.232,3.232,22.519,1,3.62,3.082,1.779,1.0,1.075,1.075,17.427,2.081,6.084,1.077,2.917,2.917,5,14.892,2,6.434,1,2.08,0.347,0.338,5.823,3.063,0.936,3.734,5.734,3.734,0,0,0.223,6.46,4,3.502,5.037,4.318
6.674,10,0.88,23,4,3.038,1.125,0,3.474,40.518,3.872,0.421,4,4.604,4,4,153.522,1.988,2.988,1,0.095,0,0,-0.43,0.134,5.869,0,0.012,5.516,5.516,38.786,1,3.717,3.198,2.226,0.83,1.623,1.623,26.524,2.621,6.624,1.618,4.654,4.654,6,25.133,2,6.756,1,3.198,0.738,0.322,5.966,3.474,1.259,3.726,5.726,3.726,1,0,0.21,6.76,3,4.075,5.159,4.698
6.812,10,0.88,23,4,0.0,0.413,0,2.694,17.636,3.831,0.427,0,4.558,7,5,39.726,1.502,2.51,0,-0.08,0,0,-0.924,-0.048,5.477,0,0.042,4.119,4.119,27.869,0,3.615,2.653,1.898,0.83,1.307,1.307,23.058,2.307,6.188,1.307,3.41,3.41,7,19.118,0,6.38,0,2.639,0.355,0.329,5.805,3.178,0.9,3.738,5.738,3.738,0,0,0.215,6.418,0,3.541,4.949,4.545
10.0,11,0.63,29,5,7.081,0.637,2,3.459,33.984,3.917,0.418,11,4.589,4,4,84.363,2.119,3.101,2,0.048,1,1,0.028,0.013,5.657,8,0.06,5.326,5.326,33.584,2,3.798,3.271,2.551,0.67,1.619,1.619,24.904,2.608,6.472,1.598,4.821,4.821,4,23.228,12,6.575,2,2.89,0.517,0.26,5.932,3.976,1.698,3.714,5.714,3.714,1,1,0.167,6.555,6,4.377,5.26,4.607
5.0,6,0.88,18,3,0.0,0.141,0,2.437,15.96,3.437,0.432,2,4.123,0,0,29.329,-0.112,1.203,1,-0.09,0,0,-0.334,-0.085,2.93,2,0.073,-0.22,-0.22,1.694,1,3.653,1.966,0.268,1.0,-0.396,-0.396,3.8,0.6,4.782,-0.385,-1.099,-1.099,0,2.195,2,5.374,0,0.338,0.149,0.427,4.466,1.736,-0.794,3.167,5.167,3.167,0,0,0.286,5.194,1,2.294,4.575,2.998
5.914,10,1.0,23,4,2.929,0.958,2,3.461,38.64,3.831,0.428,3,4.597,4,4,136.469,1.8,2.821,1,0.043,0,0,-0.412,0.083,5.589,0,0.012,4.654,4.654,30.119,1,3.679,3.052,2.218,0.83,1.61,1.61,21.621,2.614,6.453,1.61,3.836,3.836,4,19.506,2,6.641,1,2.653,0.687,0.323,5.914,3.367,1.31,3.724,5.724,3.724,1,0,0.211,6.636,2,4.059,5.094,4.55
10.0,11,0.88,29,5,6.4,0.565,2,3.309,26.794,3.89,0.422,7,4.558,4,4,85.072,1.658,2.684,2,-0.033,0,0,0.125,-0.002,5.044,8,0.075,3.331,3.331,18.822,2,3.767,2.866,2.0,1.0,1.139,1.139,14.5,2.141,5.932,1.139,2.833,2.833,4,12.796,4,6.262,2,1.786,0.315,0.284,5.771,3.175,1.255,3.715,5.715,3.715,0,0,0.185,6.304,6,3.525,5.027,4.2
7.387,12,0.63,35,6,3.328,0.955,0,3.461,43.389,3.924,0.426,4,4.581,4,4,107.786,1.988,2.988,1,0.026,0,0,-0.46,0.052,5.889,2,0.043,5.408,5.408,43.761,1,3.76,3.171,2.478,0.5,1.628,1.628,27.428,2.625,6.611,1.622,4.654,4.654,4,29.507,4,6.73,1,3.408,0.792,0.24,6.131,3.558,1.496,3.724,5.724,3.724,1,0,0.155,6.752,2,4.074,5.236,4.756
10.0,12,0.63,35,6,6.526,0.583,2,3.31,29.226,3.916,0.422,8,4.558,4,4,90.761,1.973,2.974,2,-0.028,0,0,0.049,0.0,5.202,8,0.075,4.515,4.515,22.321,2,3.796,3.148,2.292,0.5,1.592,1.592,17.278,2.589,6.13,1.587,4.371,4.371,4,15.691,6,6.387,2,2.159,0.363,0.228,5.932,3.527,1.658,3.715,5.715,3.715,0,0,0.144,6.433,6,3.976,5.231,4.388
7.398,3,1.0,18,3,0.0,0.368,0,2.627,35.127,3.859,0.448,2,4.173,0,0,87.071,1.5,2.5,1,-0.153,0,0,-0.408,-0.115,4.131,2,0.059,2.275,2.275,6.91,1,3.773,2.691,2.0,1.0,1.0,1.0,6.444,2.0,5.792,1.0,2.275,2.275,0,5.639,1,5.965,0,0.754,0.412,0.315,4.394,2.302,1.5,3.058,5.058,3.058,0,0,0.196,5.753,1,3.247,4.916,3.581
6.235,11,0.75,29,5,0.0,0.508,0,3.416,27.462,3.876,0.424,0,4.583,4,3,69.104,1.701,2.686,0,-0.167,0,0,-0.871,-0.079,5.571,0,0.032,4.651,4.651,31.338,0,3.742,2.988,2.178,0.67,1.356,1.356,25.943,2.347,6.365,1.342,3.251,3.251,4,21.008,0,6.473,0,3.029,0.455,0.293,6.038,3.367,1.5,3.713,5.713,3.713,0,0,0.193,6.519,0,3.56,5.121,4.681
5.377,10,1.0,23,4,0.0,0.318,2,2.486,19.695,3.56,0.417,2,4.234,2,2,34.846,0.65,1.672,1,-0.065,0,0,-0.37,-0.063,4.04,4,0.072,1.523,1.523,6.228,1,3.382,2.124,0.694,0.83,0.0,0.0,6.639,0.998,5.208,0.0,0.0,0.0,2,4.348,1,5.888,0,0.752,0.193,0.385,5.176,2.362,-0.307,3.606,5.606,3.606,0,0,0.261,5.748,2,2.491,4.625,3.535
5.357,10,1.0,23,4,0.0,0.3,2,2.837,21.192,3.556,0.417,0,4.243,2,2,38.916,0.658,1.703,0,-0.083,0,0,-0.836,-0.082,3.903,0,0.054,1.523,1.523,5.412,0,3.393,2.135,0.75,0.83,0.0,0.0,6.25,1.034,5.182,0.0,0.0,0.0,2,3.873,0,5.87,0,0.699,0.178,0.385,5.176,2.362,-0.316,3.651,5.651,3.651,0,0,0.261,5.72,0,2.491,4.654,3.494
6.0,10,0.75,23,4,0.0,0.609,0,3.408,29.1,3.818,0.44,0,4.567,3,3,64.098,1.621,2.624,0,-0.124,0,0,-0.846,-0.075,5.712,0,0.015,3.531,3.531,36.732,0,3.808,2.669,2.192,0.67,1.465,1.465,26.294,2.429,6.334,1.376,3.046,3.046,3,26.132,0,6.467,0,2.947,0.482,0.313,5.922,3.365,1.217,3.711,5.711,3.711,0,0,0.204,6.54,0,3.56,5.037,4.635
7.0,10,1.0,23,4,0.0,0.487,0,3.099,22.911,3.728,0.429,0,4.56,3,3,60.923,1.196,2.299,0,-0.118,0,0,-0.843,-0.06,5.128,0,0.02,2.978,2.978,18.213,0,3.535,2.406,1.73,1.0,1.003,1.003,15.19,2.024,5.927,1.014,1.875,1.875,3,11.843,0,6.306,0,1.814,0.351,0.35,5.727,3.04,0.752,3.709,5.709,3.709,0,0,0.233,6.37,0,3.173,4.875,4.272
7.0,10,1.0,23,4,0.0,0.516,0,3.1,23.704,3.792,0.433,0,4.56,3,3,58.449,1.319,2.406,0,-0.108,0,0,-0.853,-0.059,5.303,0,0.019,3.033,3.033,22.427,0,3.576,2.632,1.798,1.0,1.123,1.123,17.163,2.115,6.066,1.11,2.779,2.779,3,14.866,0,6.35,0,2.051,0.391,0.331,5.775,3.048,0.87,3.709,5.709,3.709,0,0,0.217,6.408,0,3.367,4.92,4.358
8.426,12,0.63,35,6,0.0,0.557,0,3.407,28.237,3.901,0.423,0,4.587,3,3,80.797,1.988,2.963,0,-0.117,0,0,-0.882,-0.029,5.592,0,0.04,4.654,4.654,34.524,0,3.786,2.989,2.345,0.5,1.554,1.554,26.552,2.555,6.401,1.551,3.939,3.939,3,23.809,0,6.49,0,3.141,0.422,0.256,6.176,3.483,1.603,3.713,5.713,3.713,0,0,0.168,6.571,0,3.766,5.242,4.732
7.0,11,0.88,26,5,0.0,0.513,0,3.211,23.038,3.864,0.416,0,4.567,3,3,61.409,1.305,2.406,0,-0.104,0,0,-0.843,-0.055,4.986,0,0.042,3.098,3.098,16.175,0,3.696,2.64,1.73,1.0,1.076,1.076,14.507,2.082,5.864,1.075,2.766,2.766,3,10.573,0,6.292,0,1.737,0.356,0.312,5.82,3.048,0.753,3.711,5.711,3.711,0,0,0.208,6.357,0,3.367,4.927,4.248
7.0,11,0.75,29,5,0.0,0.492,0,3.14,24.368,3.901,0.425,0,4.561,3,3,65.299,1.639,2.644,0,-0.113,0,0,-0.863,-0.056,5.28,0,0.033,3.471,3.471,23.592,0,3.77,2.87,2.097,1.0,1.248,1.248,18.123,2.243,6.112,1.238,3.025,3.025,3,15.931,0,6.366,0,2.19,0.378,0.284,5.905,3.247,1.317,3.709,5.709,3.709,0,0,0.185,6.422,0,3.556,5.059,4.417
6.337,10,1.0,23,4,3.246,0.579,2,3.224,25.355,3.801,0.42,4,4.254,3,3,76.338,1.18,2.221,1,0.055,0,0,-0.408,0.05,5.115,2,0.042,2.998,2.998,18.991,1,3.612,2.516,1.599,1.0,0.941,0.941,14.991,1.944,5.91,0.94,2.556,2.556,4,12.538,2,6.203,1,1.734,0.386,0.337,5.583,2.697,0.613,3.664,5.664,3.664,0,0,0.222,6.208,4,3.026,4.875,4.136
7.0,10,1.0,23,4,0.0,0.513,0,3.1,23.366,3.763,0.431,0,4.56,3,3,58.398,1.305,2.406,0,-0.11,0,0,-0.848,-0.059,5.225,0,0.02,2.996,2.996,20.7,0,3.557,2.51,1.73,1.0,1.095,1.095,16.434,2.095,6.024,1.089,2.371,2.371,3,13.616,0,6.329,0,1.962,0.398,0.341,5.756,3.047,0.757,3.709,5.709,3.709,0,0,0.225,6.386,0,3.365,4.898,4.326
10.0,11,0.63,29,5,6.541,1.072,2,3.594,60.747,3.914,0.418,12,4.609,4,4,171.125,2.12,3.101,2,-0.002,1,1,0.108,0.011,5.521,9,0.064,5.325,5.325,26.967,2,3.796,3.271,2.48,0.67,1.607,1.607,19.695,2.592,6.716,1.581,4.547,4.547,4,21.207,6,6.642,2,2.871,0.999,0.265,5.951,3.954,1.682,3.714,5.714,3.714,1,1,0.17,6.647,6,4.328,5.26,4.483
6.717,10,0.88,23,4,3.253,0.713,1,3.381,30.748,3.803,0.418,4,4.624,4,4,97.064,1.272,2.296,1,0.013,0,0,-0.429,0.026,5.242,2,0.06,3.148,3.148,22.288,1,3.637,2.652,1.679,1.0,1.032,1.032,17.896,2.019,6.024,0.995,2.835,2.835,5,15.476,2,6.349,1,1.949,0.363,0.342,5.765,3.057,0.706,3.725,5.725,3.725,0,0,0.225,6.388,4,3.367,4.963,4.279
6.0,10,1.0,23,4,3.217,0.413,2,3.074,21.637,3.623,0.422,2,4.548,3,3,56.648,1.111,2.26,1,-0.082,0,0,-0.383,-0.045,4.631,4,0.045,2.623,2.623,10.704,1,3.47,2.441,1.293,1.0,0.644,0.644,9.574,1.648,5.634,0.644,1.541,1.541,3,6.838,2,6.141,1,1.21,0.281,0.366,5.509,2.664,0.304,3.702,5.702,3.702,0,0,0.246,6.171,3,2.981,4.812,3.948
8.155,10,0.88,23,4,0.0,0.712,4,3.437,32.965,3.829,0.427,2,4.608,4,4,122.42,1.732,2.732,1,-0.016,0,0,-0.457,0.004,5.47,2,0.047,4.0,4.0,27.855,1,3.656,2.829,2.138,0.83,1.271,1.271,21.304,2.279,6.262,1.263,2.994,2.994,4,18.692,2,6.465,0,2.461,0.446,0.327,5.905,3.173,1.246,3.724,5.724,3.724,0,0,0.214,6.519,1,3.83,5.063,4.457
8.155,10,0.88,23,4,0.0,0.726,2,3.43,32.993,3.83,0.427,2,4.604,4,4,114.748,1.666,2.732,1,-0.031,0,0,-0.457,-0.003,5.5,2,0.048,4.0,4.0,28.163,1,3.656,2.755,2.138,0.83,1.271,1.271,21.691,2.279,6.309,1.263,2.994,2.994,4,18.857,2,6.489,0,2.517,0.504,0.327,5.905,3.173,1.188,3.724,5.724,3.724,0,0,0.214,6.538,1,3.83,5.043,4.488
6.638,3,1.0,11,2,0.0,0.098,0,1.532,12.979,3.079,0.444,2,3.82,0,0,12.2,-1.5,0.467,2,-0.221,0,0,0.59,-0.215,1.02,3,0.109,-2.625,-2.625,0.357,2,2.999,0.5,-0.884,0.83,-1.281,-1.281,0.691,-0.306,3.497,-1.285,-3.839,-3.839,0,0.197,2,4.866,0,0.075,0.114,0.587,1.609,0.0,-2.61,2.96,4.96,2.96,0,0,0.41,4.445,3,1.0,4.182,1.759
6.0,10,0.88,23,4,0.0,0.581,0,3.408,27.147,3.81,0.436,0,4.567,3,3,62.701,1.574,2.576,0,-0.123,0,0,-0.867,-0.062,5.65,0,0.018,3.483,3.483,32.658,0,3.625,2.668,2.085,0.83,1.229,1.229,24.039,2.217,6.314,1.212,3.019,3.019,3,21.923,0,6.445,0,2.811,0.463,0.325,5.889,3.172,1.108,3.711,5.711,3.711,0,0,0.212,6.509,0,3.515,4.997,4.594
10.0,11,0.63,29,5,5.78,1.138,2,3.416,57.521,3.902,0.42,7,4.568,4,4,210.153,1.971,2.867,2,0.045,0,0,0.162,0.044,5.2,8,0.071,4.515,4.515,19.517,2,3.784,2.975,2.148,0.67,1.45,1.45,15.53,2.439,6.143,1.432,3.659,3.659,4,14.799,4,6.555,2,2.145,0.556,0.272,5.875,3.531,1.616,3.716,5.716,3.716,0,0,0.176,6.562,6,3.946,5.15,4.28
6.419,10,1.0,23,4,6.229,0.967,0,3.445,39.284,3.829,0.428,5,4.552,4,4,129.884,1.8,2.821,2,0.059,0,0,0.146,0.1,5.577,4,0.032,4.514,4.514,29.108,2,3.672,2.91,2.144,1.0,1.585,1.585,20.982,2.585,6.433,1.582,3.836,3.836,4,18.701,4,6.603,2,2.565,0.686,0.324,5.829,3.176,1.188,3.719,5.719,3.719,1,0,0.211,6.602,5,3.981,5.043,4.517
8.413,10,1.0,23,4,0.0,0.631,0,3.339,25.791,3.767,0.428,0,4.574,4,4,76.036,1.224,2.244,0,-0.103,0,0,-0.848,-0.052,5.275,0,0.02,3.03,3.03,21.249,0,3.581,2.617,1.649,1.0,0.896,0.896,17.8,1.91,6.048,0.902,2.119,2.119,4,13.845,0,6.408,0,2.088,0.384,0.345,5.771,3.045,0.671,3.723,5.723,3.723,0,0,0.228,6.427,0,3.366,4.913,4.348
7.638,7,0.63,28,5,0.0,0.512,0,3.091,39.386,3.902,0.432,0,4.628,1,0,70.278,2.204,3.121,1,-0.067,0,0,-0.445,-0.049,5.022,1,0.028,5.108,5.108,16.714,1,3.82,3.276,2.455,0.83,1.551,1.551,14.157,2.537,6.132,1.534,4.397,4.397,1,13.236,0,6.258,0,1.704,0.354,0.236,5.727,3.497,1.896,3.452,5.452,3.452,0,0,0.148,6.222,1,4.009,5.276,4.301
5.301,6,1.0,18,3,0.0,0.216,0,2.492,14.772,3.467,0.426,0,4.053,0,0,37.08,0.0,1.127,0,-0.15,0,0,-0.818,-0.136,2.884,0,0.021,0.0,0.0,1.966,0,3.415,1.615,0.22,0.83,-0.199,-0.199,3.869,0.68,4.761,-0.141,-0.478,-0.478,0,1.694,0,5.685,0,0.303,0.19,0.469,4.331,1.821,-0.859,3.618,5.618,3.618,0,0,0.325,5.614,0,2.191,4.538,3.185
8.0,5,0.63,23,4,0.0,0.399,0,3.079,32.415,3.913,0.446,0,4.215,0,0,61.554,1.904,2.813,1,-0.073,0,0,-0.458,-0.073,4.929,1,0.026,3.574,3.574,16.518,1,3.821,3.293,2.145,0.5,1.274,1.274,13.524,2.262,6.094,1.254,2.887,2.887,0,12.567,0,6.151,0,1.618,0.385,0.253,5.193,3.414,1.5,3.234,5.234,3.234,0,0,0.156,6.115,1,3.462,5.173,4.22
6.0,10,0.88,23,4,0.0,0.582,0,3.408,27.7,3.819,0.438,0,4.567,3,3,64.682,1.584,2.585,0,-0.12,0,0,-0.871,-0.072,5.708,0,0.017,3.508,3.508,35.04,0,3.635,2.668,2.181,0.67,1.335,1.335,24.855,2.34,6.331,1.338,3.021,3.021,3,23.628,0,6.46,0,2.909,0.464,0.319,5.908,3.2,1.209,3.711,5.711,3.711,0,0,0.208,6.537,0,3.543,5.017,4.62
8.854,11,0.88,29,5,6.815,0.574,2,3.324,27.403,3.894,0.422,9,4.584,4,4,81.518,1.623,2.629,2,0.003,1,1,0.125,0.013,5.054,8,0.075,3.331,3.331,19.756,2,3.773,2.867,2.0,1.0,1.139,1.139,14.848,2.144,5.931,1.142,2.833,2.833,4,13.604,6,6.267,2,1.765,0.371,0.284,5.771,3.175,1.211,3.714,5.714,3.714,1,1,0.185,6.295,6,3.525,5.027,4.196
6.369,11,0.63,29,5,0.0,0.438,0,3.065,20.194,3.891,0.427,0,4.559,7,5,43.934,1.879,2.823,0,-0.084,0,0,-0.935,-0.061,5.852,0,0.05,4.714,4.714,43.174,0,3.774,3.058,2.31,0.67,1.535,1.535,31.673,2.526,6.499,1.517,3.897,3.897,7,29.921,0,6.454,0,3.681,0.416,0.291,6.215,3.443,1.5,3.744,5.744,3.744,0,0,0.192,6.52,0,3.719,5.139,4.833
7.161,5,0.63,23,4,0.0,0.398,0,3.081,33.756,3.901,0.444,0,4.195,1,0,61.757,2.046,3.019,1,-0.04,0,0,-0.465,-0.038,4.971,1,0.026,4.6,4.6,17.322,1,3.819,3.262,2.247,0.5,1.314,1.314,14.509,2.305,6.057,1.298,3.393,3.393,1,13.055,0,6.199,0,1.719,0.284,0.249,5.193,3.414,1.652,3.233,5.233,3.233,0,0,0.153,6.153,1,3.604,5.201,4.264
5.268,6,1.0,18,3,0.0,0.204,0,2.478,13.771,3.465,0.43,0,4.025,1,1,32.358,-0.159,1.053,0,-0.149,0,0,-0.807,-0.157,2.884,0,0.021,-0.356,-0.356,1.985,0,3.409,1.562,0.205,0.83,-0.347,-0.347,3.434,0.614,4.649,-0.317,-0.905,-0.905,1,1.721,0,5.507,0,0.3,0.15,0.456,4.234,1.496,-0.868,3.181,5.181,3.181,0,0,0.312,5.377,0,2.0,4.46,3.023
10.0,11,0.63,29,5,5.622,2.532,2,3.872,94.756,3.911,0.418,9,4.632,4,4,394.882,2.196,3.162,2,0.011,1,1,0.201,0.025,5.286,9,0.064,5.532,5.532,20.945,2,3.874,3.272,2.482,0.67,1.636,1.636,18.09,2.622,7.135,1.602,4.657,4.657,4,17.475,6,6.765,2,3.709,3.179,0.264,6.026,3.974,1.682,3.717,5.717,3.717,1,1,0.17,6.744,5,4.332,5.286,4.399
10.0,12,0.63,34,6,3.764,0.718,1,3.418,34.748,3.914,0.42,4,4.639,4,4,92.243,2.19,3.16,1,-0.06,1,1,-0.465,-0.027,5.639,5,0.057,5.522,5.522,36.937,1,3.827,3.218,2.29,0.5,1.627,1.627,27.284,2.624,6.403,1.618,4.655,4.655,4,26.103,4,6.513,1,3.028,0.599,0.249,6.116,3.55,1.5,3.726,5.726,3.726,1,0,0.162,6.58,3,4.077,5.228,4.69
9.301,11,0.63,29,5,5.328,2.22,2,3.778,88.87,3.907,0.418,7,4.601,4,4,366.987,2.005,2.975,2,0.022,0,0,0.189,0.03,5.27,8,0.068,5.325,5.325,19.733,2,3.788,3.266,2.48,0.67,1.607,1.607,16.962,2.598,7.122,1.591,4.547,4.547,4,15.806,4,6.732,2,3.712,3.06,0.265,5.951,3.954,1.682,3.716,5.716,3.716,0,0,0.17,6.712,6,4.328,5.26,4.373
10.0,12,0.63,34,6,3.633,0.819,2,3.421,38.675,3.902,0.42,4,4.639,4,4,105.639,2.19,3.16,1,-0.033,1,1,-0.438,-0.006,5.594,5,0.054,5.522,5.522,35.973,1,3.889,3.218,2.285,0.5,1.627,1.627,26.721,2.616,6.394,1.594,4.655,4.655,4,25.938,4,6.487,1,2.869,0.617,0.249,6.116,3.55,1.5,3.72,5.72,3.72,1,0,0.162,6.573,2,4.077,5.228,4.662
6.229,10,0.88,23,4,0.0,0.759,3,3.432,34.074,3.845,0.427,0,4.606,4,4,121.99,1.732,2.732,0,-0.033,0,0,-0.831,-0.006,5.474,0,0.031,4.0,4.0,26.983,0,3.696,2.909,2.138,0.83,1.271,1.271,20.73,2.271,6.318,1.27,2.994,2.994,4,17.655,0,6.496,0,2.446,0.537,0.327,5.905,3.173,1.189,3.723,5.723,3.723,0,0,0.214,6.539,0,3.83,5.063,4.471
6.412,10,0.88,23,4,3.265,0.665,1,3.381,28.165,3.803,0.418,4,4.624,4,4,88.009,1.272,2.296,1,0.019,0,0,-0.429,0.032,5.24,2,0.058,3.148,3.148,22.833,1,3.776,2.652,1.676,0.67,1.032,1.032,18.878,2.016,6.004,0.984,2.835,2.835,5,16.691,2,6.324,1,1.997,0.345,0.342,5.765,3.057,0.706,3.724,5.724,3.724,0,0,0.225,6.363,4,3.367,4.963,4.287
8.394,10,1.0,23,4,0.0,0.631,0,3.339,25.791,3.767,0.428,0,4.574,4,4,76.036,1.224,2.244,0,-0.103,0,0,-0.848,-0.052,5.275,0,0.02,3.03,3.03,21.249,0,3.581,2.617,1.649,1.0,0.896,0.896,17.8,1.91,6.048,0.902,2.119,2.119,4,13.845,0,6.408,0,2.088,0.384,0.345,5.771,3.045,0.671,3.723,5.723,3.723,0,0,0.228,6.427,0,3.366,4.913,4.348
5.809,10,1.0,23,4,6.135,0.956,2,3.397,39.016,3.827,0.428,5,4.57,4,4,137.871,1.8,2.821,2,0.067,0,0,0.146,0.099,5.535,4,0.032,4.514,4.514,28.403,2,3.674,2.973,2.144,1.0,1.585,1.585,20.408,2.585,6.421,1.582,3.836,3.836,4,18.291,4,6.583,2,2.519,0.676,0.324,5.829,3.176,1.247,3.719,5.719,3.719,1,0,0.211,6.587,5,3.981,5.063,4.494
5.602,6,1.0,18,3,0.0,0.216,0,2.492,14.772,3.467,0.426,0,4.053,0,0,37.08,0.0,1.127,0,-0.15,0,0,-0.818,-0.136,2.884,0,0.021,0.0,0.0,1.966,0,3.415,1.615,0.22,0.83,-0.199,-0.199,3.869,0.68,4.761,-0.141,-0.478,-0.478,0,1.694,0,5.685,0,0.303,0.19,0.469,4.331,1.821,-0.859,3.618,5.618,3.618,0,0,0.325,5.614,0,2.191,4.538,3.185
5.201,8,0.63,34,6,0.0,0.817,0,3.199,48.736,3.874,0.43,0,4.778,0,0,93.867,2.676,3.354,1,-0.199,0,0,-0.424,-0.117,5.172,1,0.03,5.477,5.477,18.957,1,3.951,3.531,2.472,0.5,1.857,1.857,19.127,2.777,6.391,1.615,5.167,5.167,0,16.52,0,6.359,0,2.15,0.531,0.226,6.026,3.786,2.025,3.616,5.616,3.616,0,0,0.144,6.378,1,4.543,5.412,4.588
9.699,13,0.75,35,6,6.557,0.585,2,3.317,29.009,3.913,0.418,9,4.563,4,4,89.57,1.973,2.974,2,-0.035,0,0,0.072,-0.007,5.182,9,0.08,4.515,4.515,22.421,2,3.792,3.118,2.274,0.67,1.594,1.594,16.361,2.592,6.068,1.589,3.818,3.818,4,15.715,5,6.361,2,2.017,0.355,0.243,5.945,3.531,1.66,3.716,5.716,3.716,0,0,0.156,6.404,6,3.974,5.192,4.322
7.699,3,1.0,18,3,0.0,0.607,0,3.057,43.168,3.851,0.446,2,4.258,0,0,111.905,1.5,2.5,1,-0.307,0,0,-0.309,-0.225,3.999,2,0.047,2.275,2.275,4.202,1,3.779,2.824,2.0,1.0,1.0,1.0,5.905,2.0,5.622,1.0,2.275,2.275,0,4.191,1,6.002,0,0.718,0.481,0.305,4.533,2.33,1.5,3.043,5.043,3.043,0,0,0.187,5.702,1,3.414,4.973,3.513
7.222,3,1.0,18,3,0.0,0.304,0,2.453,26.795,3.829,0.447,6,4.097,0,0,54.965,1.5,2.5,2,-0.193,0,0,0.214,-0.126,4.0,6,0.07,2.275,2.275,5.506,2,3.736,2.5,1.75,1.0,1.0,1.0,6.292,2.0,5.54,1.0,2.136,2.136,0,4.718,2,5.779,0,0.735,0.375,0.322,4.344,2.0,1.0,2.939,4.939,2.939,0,1,0.201,5.543,3,2.807,4.808,3.505
7.658,3,1.0,18,3,0.0,0.449,0,2.646,41.751,3.829,0.445,3,4.284,0,0,103.166,1.5,2.5,2,-0.241,0,0,0.213,-0.215,3.973,4,0.089,2.275,2.275,4.85,2,3.748,2.557,2.0,1.0,1.0,1.0,6.22,2.0,5.802,1.0,2.275,2.275,0,4.492,1,6.02,0,0.73,0.492,0.322,4.489,2.21,1.441,3.084,5.084,3.084,0,0,0.201,5.714,3,3.414,4.931,3.539
7.456,3,1.0,18,3,0.0,0.438,0,2.908,38.74,3.828,0.445,2,4.284,0,0,96.517,1.5,2.5,1,-0.269,0,0,-0.37,-0.232,3.932,2,0.059,2.275,2.275,5.08,1,3.797,2.557,2.0,1.0,1.0,1.0,6.221,2.0,5.752,1.0,2.275,2.275,0,4.549,1,5.988,0,0.7,0.466,0.322,4.489,2.21,1.441,3.083,5.083,3.083,0,0,0.201,5.691,1,3.414,4.931,3.55
