pXC50,S.107,C.044,NaaS,nR05,SRW05,CATS2D_04_PL,NaaN,CATS2D_05_AA,TPSA.Tot.,CATS2D_04_AP,nS,CATS2D_01_AA,P_VSA_i_1,CATS2D_02_AL,D.Dtr05,SM13_EA.bo.,MATS2m,SM12_EA.bo.,Eig01_AEA.bo.,SpMax_AEA.bo.,CATS2D_03_AP,SpMax4_Bh.m.,CATS2D_04_AA,CATS2D_03_DA,CATS2D_07_AA,SpDiam_EA.bo.,nThiazoles,SaaN,SpDiam_AEA.dm.,P_VSA_m_4,Eig02_EA.bo.,SM12_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,C.034,SaaS,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,NaaaC,JGI5,SpMax1_Bh.m.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,nHM,SpMax2_Bh.m.,D.Dtr09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,P_VSA_MR_8,Eig01_AEA.ed.,SpMax_AEA.ed.,CATS2D_07_DA,TRS,P_VSA_MR_7,SM15_EA.bo.,Rperim,CATS2D_04_DL,SRW09,SpDiam_EA.ed.,X2sol,SpMin1_Bh.v.,DLS_06,X5v,SRW07
7.398,0,0,0,1,2.398,2,0,0,138.1,0,1,0,5.807,1,71.069,20.105,0.034,18.602,4.801,4.801,0,3.759,0,0,0,7.66,0,0.0,6.661,5.807,3.737,3.737,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.034,4.728,3.737,3.737,3.737,1,4.028,120.673,15.16,15.16,15.16,0.0,7.98,7.98,2,29,5.807,23.146,23,12,7.066,23.921,20.022,2.175,0.83,8.233,4.844
7.301,0,0,0,1,2.398,1,0,0,138.1,0,1,0,5.807,1,69.368,20.176,0.031,18.676,4.809,4.809,0,3.795,0,0,0,7.671,0,0.0,6.662,5.807,3.781,3.781,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.031,6.88,3.781,3.781,3.781,2,4.726,118.731,15.781,15.781,15.781,45.954,8.17,8.17,0,29,5.807,23.211,23,9,7.081,24.547,20.861,2.177,0.83,8.776,4.844
7.161,0,0,0,0,0.0,3,2,0,139.33,0,1,0,5.807,2,0.0,20.222,0.115,18.74,4.801,4.801,1,3.667,2,0,0,7.66,0,8.353,6.661,5.807,4.076,4.076,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.024,4.728,3.314,3.314,3.314,1,3.966,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,18,41.278,23.246,18,3,0.0,18.536,15.377,2.101,1.0,2.16,0.0
6.886,1,2,1,2,3.045,0,2,1,192.12,1,2,1,37.085,3,166.545,20.152,0.151,18.642,4.81,4.81,1,3.792,3,2,2,7.32,0,7.238,6.663,37.085,3.781,3.781,4.663,4.663,0,0.746,4.673,4.673,4.673,0,0.03,4.777,3.781,3.781,3.781,2,4.039,109.406,15.781,15.781,15.781,31.278,8.17,8.17,1,28,39.133,23.195,22,8,7.564,24.547,19.952,2.177,0.67,8.314,5.416
6.011,0,0,0,1,2.398,2,0,0,138.1,0,1,0,5.807,1,64.362,20.225,0.042,18.711,4.843,4.843,0,3.737,0,0,0,7.704,0,0.0,6.684,5.807,3.781,3.781,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.033,4.73,3.781,3.781,3.781,1,4.028,110.237,15.781,15.781,15.781,0.0,8.17,8.17,0,29,5.807,23.286,23,11,7.081,24.547,19.504,2.177,0.83,8.177,4.844
7.155,0,0,0,1,2.398,2,0,0,117.87,0,1,0,5.807,1,73.157,20.101,0.034,18.597,4.801,4.801,0,3.762,0,0,0,7.66,0,0.0,6.661,5.807,3.719,3.719,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.033,4.729,3.719,3.719,3.719,1,4.023,124.417,15.062,15.062,15.062,0.0,7.963,7.963,0,29,5.807,23.143,23,7,7.066,23.819,19.826,2.179,0.83,8.252,4.844
7.538,0,0,0,1,2.398,1,0,0,206.64,0,2,0,11.615,1,80.747,20.971,0.047,19.434,4.944,4.944,0,3.996,0,0,0,7.836,0,0.0,6.75,89.912,4.598,4.598,4.75,4.75,0,0.0,4.836,4.836,4.836,0,0.039,4.781,3.737,3.737,3.737,4,4.681,138.245,15.16,15.16,15.16,0.0,7.98,7.98,0,29,89.912,24.066,23,10,7.066,23.921,25.176,2.175,0.5,9.929,4.844
7.066,0,0,0,0,0.0,2,0,0,105.84,0,1,0,5.807,1,0.0,20.046,-0.098,18.526,4.802,4.802,0,2.687,0,0,2,7.661,0,0.0,6.661,5.807,3.632,3.632,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.08,4.728,3.315,3.315,3.315,1,3.767,0.0,11.658,11.658,11.658,0.0,7.111,7.111,3,6,5.807,23.111,6,4,0.0,18.544,7.609,2.062,1.0,0.79,0.0
8.097,1,1,1,1,2.398,0,1,2,263.58,0,2,0,37.085,4,110.959,20.462,0.112,18.939,4.837,4.837,1,3.607,0,4,2,7.748,1,3.92,6.665,37.085,4.241,4.241,4.665,4.665,1,0.875,4.748,4.748,4.748,2,0.022,4.784,3.355,3.355,3.355,2,4.155,195.78,11.786,11.786,11.786,31.278,7.132,7.132,1,11,22.593,23.537,9,0,6.862,19.001,18.622,1.981,0.33,3.181,4.727
7.523,0,0,0,1,2.398,1,0,0,138.1,0,1,0,5.807,1,69.713,20.167,0.047,18.666,4.809,4.809,0,3.791,0,0,0,7.671,0,0.0,6.663,44.956,3.751,3.751,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.031,4.73,3.737,3.737,3.737,2,4.031,118.403,15.16,15.16,15.16,0.0,7.98,7.98,0,29,44.956,23.204,23,9,7.066,23.921,20.581,2.175,0.83,8.466,4.844
6.62,1,2,1,2,3.045,0,2,1,192.12,1,2,1,37.085,3,167.295,20.142,0.151,18.631,4.81,4.81,1,3.791,3,2,2,7.32,0,7.25,6.663,37.085,3.737,3.737,4.663,4.663,0,0.756,4.673,4.673,4.673,0,0.03,4.777,3.737,3.737,3.737,2,4.039,109.078,15.16,15.16,15.16,31.278,7.98,7.98,1,28,39.133,23.188,22,8,7.554,23.921,20.043,2.175,0.67,8.342,5.416
8.046,1,1,1,1,2.398,0,1,0,297.69,0,2,0,37.085,2,125.502,20.464,0.114,18.942,4.837,4.837,1,3.661,0,6,1,7.748,1,3.912,6.665,37.085,4.242,4.242,4.665,4.665,1,0.811,4.748,4.748,4.748,2,0.024,4.784,3.355,3.355,3.355,2,4.157,220.476,11.786,11.786,11.786,31.278,7.132,7.132,2,11,22.593,23.538,9,1,6.862,19.001,20.646,2.009,0.17,3.621,4.727
7.161,0,0,0,0,0.0,6,0,0,413.44,0,4,0,23.23,0,0.0,21.557,-0.048,20.013,4.917,4.917,0,4.681,0,4,4,7.804,0,0.0,6.743,101.527,4.804,4.804,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.05,4.791,3.464,3.464,3.464,6,4.764,0.0,12.54,12.54,12.54,0.0,7.322,7.322,2,12,101.527,24.659,12,8,0.0,20.197,31.244,2.097,0.17,5.369,0.0
7.796,1,2,1,1,2.398,0,2,1,339.68,1,2,1,37.085,3,162.256,20.072,0.13,18.546,4.81,4.81,1,3.666,3,7,3,7.32,0,6.791,6.454,37.085,3.478,3.478,4.663,4.663,0,0.531,4.673,4.673,4.673,0,0.024,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,3,5,39.133,23.142,5,0,6.605,18.726,20.717,1.991,0.17,2.773,4.595
7.0,1,0,0,2,3.045,0,0,3,184.49,1,2,1,38.027,5,172.774,20.036,0.165,18.534,4.817,4.817,1,3.789,3,1,2,7.27,0,0.0,7.232,38.027,3.737,3.737,5.232,5.232,0,0.0,4.632,4.632,4.632,0,0.029,4.748,3.737,3.737,3.737,2,4.029,112.989,15.16,15.16,15.16,32.22,7.98,7.98,1,28,5.807,23.061,22,7,7.644,23.921,20.546,2.175,0.67,8.767,5.476
6.81,0,0,0,0,0.0,2,0,0,231.68,0,1,0,5.807,1,0.0,20.029,-0.04,18.509,4.801,4.801,0,3.664,0,3,0,7.66,0,0.0,6.661,5.807,3.429,3.429,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.031,4.728,3.313,3.313,3.313,1,3.776,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.097,6,2,0.0,18.533,18.062,2.076,0.33,2.13,0.0
6.076,0,0,0,0,0.0,2,0,0,193.91,0,1,0,5.807,2,0.0,20.168,-0.036,18.687,4.801,4.801,0,3.739,0,5,0,7.66,0,0.0,6.661,5.807,3.846,3.846,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.027,4.728,3.313,3.313,3.313,1,3.915,0.0,11.657,11.657,11.657,0.0,7.111,7.111,3,18,23.696,23.197,18,6,0.0,18.533,17.967,2.066,0.17,2.633,0.0
6.553,0,0,0,1,2.398,2,0,0,155.53,0,1,0,5.807,3,72.091,20.118,0.033,18.617,4.801,4.801,0,3.753,0,0,2,7.66,0,0.0,6.661,5.807,3.794,3.794,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.036,4.728,3.794,3.794,3.794,1,4.034,123.333,15.832,15.832,15.832,0.0,8.177,8.177,1,29,5.807,23.157,23,14,7.081,24.603,20.48,2.173,0.67,8.184,4.844
6.553,0,0,0,1,2.398,2,0,0,117.87,0,1,0,5.807,1,66.282,20.103,0.046,18.6,4.801,4.801,0,3.754,0,0,0,7.66,0,0.0,6.661,5.807,3.719,3.719,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.031,4.728,3.719,3.719,3.719,1,4.023,112.34,15.062,15.062,15.062,0.0,7.963,7.963,0,29,5.807,23.145,23,5,7.066,23.819,19.131,2.179,0.83,8.011,4.844
5.921,0,0,0,1,2.398,2,0,0,158.33,0,1,0,5.807,1,65.728,20.228,0.038,18.715,4.843,4.843,0,3.737,0,0,0,7.704,0,0.0,6.684,5.807,3.794,3.794,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.034,4.73,3.794,3.794,3.794,1,4.033,112.569,15.832,15.832,15.832,0.0,8.177,8.177,0,29,5.807,23.289,23,16,7.081,24.603,20.053,2.173,0.5,8.235,4.844
6.939,0,0,0,0,0.0,1,0,0,159.0,0,1,0,62.589,0,0.0,20.093,0.001,18.574,4.809,4.809,0,3.584,0,2,0,7.671,0,0.0,6.662,5.807,3.751,3.751,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.027,10.695,3.327,3.327,3.327,2,4.727,0.0,11.698,11.698,11.698,56.782,7.118,7.118,0,6,5.807,23.156,6,1,0.0,18.711,12.839,2.051,0.67,2.192,0.0
5.678,0,0,0,0,0.0,2,0,0,97.64,0,1,0,5.807,0,0.0,20.05,-0.033,18.534,4.801,4.801,0,2.858,0,0,0,7.66,0,0.0,6.661,5.807,3.583,3.583,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.046,4.728,3.317,3.317,3.317,1,3.787,0.0,11.658,11.658,11.658,0.0,7.111,7.111,0,6,5.807,23.111,6,2,0.0,18.567,8.1,2.064,1.0,0.918,0.0
7.509,1,2,1,2,3.045,0,2,1,241.45,1,2,1,37.085,4,216.43,20.157,0.131,18.648,4.81,4.81,1,3.795,3,2,2,7.32,0,7.028,6.663,37.085,3.794,3.794,4.663,4.663,0,0.654,4.673,4.673,4.673,0,0.033,4.777,3.794,3.794,3.794,2,4.04,140.593,15.832,15.832,15.832,31.278,8.177,8.177,2,28,39.133,23.198,22,13,7.564,24.603,22.537,2.173,0.33,8.608,5.416
6.921,0,0,0,0,0.0,2,0,1,155.17,0,1,0,5.807,1,0.0,20.087,-0.048,18.587,4.802,4.802,0,3.532,0,1,2,7.661,0,0.0,6.661,5.807,3.663,3.663,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.034,4.728,3.315,3.315,3.315,1,3.885,0.0,11.658,11.658,11.658,0.0,7.111,7.111,3,12,5.807,23.137,12,8,0.0,18.556,12.944,2.07,0.83,1.74,0.0
8.0,1,0,0,0,0.0,2,0,0,204.98,0,4,0,88.788,0,0.0,20.783,0.021,19.254,4.858,4.858,0,3.727,0,1,0,7.709,0,0.0,6.686,88.788,4.657,4.657,4.686,4.686,0,0.0,4.709,4.709,4.709,0,0.036,4.749,3.394,3.394,3.394,4,4.715,0.0,12.508,12.508,12.508,77.173,7.308,7.308,0,18,44.425,23.865,18,4,0.0,19.852,17.718,2.1,0.83,3.395,0.0
6.812,0,0,0,0,0.0,2,0,0,163.1,2,2,0,11.615,0,0.0,20.897,-0.086,19.353,4.943,4.943,0,3.275,0,0,0,7.814,0,0.0,6.768,11.615,4.602,4.602,4.768,4.768,0,0.0,4.814,4.814,4.814,0,0.048,4.773,3.552,3.552,3.552,2,4.68,0.0,13.184,13.184,13.184,0.0,7.492,7.492,0,6,11.615,24.0,6,2,0.0,21.301,11.108,2.107,0.67,2.057,0.0
7.854,1,1,1,1,2.398,0,1,0,188.1,0,2,0,37.085,2,53.399,20.461,0.126,18.937,4.837,4.837,1,3.471,0,3,1,7.748,1,3.888,6.665,37.085,4.242,4.242,4.665,4.665,1,0.899,4.748,4.748,4.748,2,0.029,4.784,3.355,3.355,3.355,2,4.156,96.068,11.786,11.786,11.786,31.278,7.132,7.132,2,11,22.593,23.537,9,1,6.862,19.001,12.464,1.999,0.83,2.396,4.727
6.187,0,0,0,0,0.0,4,0,0,276.36,0,2,0,11.615,0,0.0,20.84,-0.029,19.307,4.843,4.843,0,3.734,0,4,4,7.704,0,0.0,6.684,11.615,4.704,4.704,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.032,4.737,3.377,3.377,3.377,2,4.722,0.0,12.24,12.24,12.24,0.0,7.248,7.248,2,12,11.615,23.929,12,6,0.0,19.753,21.493,2.07,0.17,2.966,0.0
7.638,0,0,0,1,2.398,1,0,0,138.1,0,1,0,5.807,1,69.713,20.167,0.031,18.666,4.809,4.809,0,3.794,0,0,0,7.671,0,0.0,6.662,5.807,3.751,3.751,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.031,6.88,3.737,3.737,3.737,2,4.726,118.403,15.16,15.16,15.16,45.954,7.98,7.98,0,29,5.807,23.204,23,9,7.066,23.921,20.952,2.175,0.83,8.803,4.844
6.921,0,0,0,0,0.0,2,0,0,134.94,0,1,0,5.807,2,0.0,20.05,-0.021,18.531,4.802,4.802,0,3.278,0,0,3,7.661,0,0.0,6.661,5.807,3.651,3.651,4.661,4.661,0,0.0,4.661,4.661,4.661,0,0.038,4.728,3.315,3.315,3.315,1,3.792,0.0,11.658,11.658,11.658,0.0,7.111,7.111,4,6,5.807,23.114,6,4,0.0,18.551,10.02,2.068,1.0,1.126,0.0
7.658,2,0,1,1,2.398,1,0,2,212.4,0,5,0,120.304,3,60.402,20.977,0.219,19.42,5.009,5.009,0,3.854,0,0,0,7.549,0,0.0,7.172,120.304,4.605,4.605,5.361,5.361,0,0.735,4.865,4.865,4.865,0,0.041,4.866,3.611,3.611,3.611,5,4.684,116.713,13.956,13.956,13.956,108.451,7.733,7.733,0,17,11.853,24.101,15,1,6.917,22.409,17.797,2.078,0.83,8.097,4.727
7.018,1,0,0,0,0.0,1,0,0,150.43,0,3,0,82.98,0,0.0,20.093,0.015,18.575,4.809,4.809,0,3.636,0,1,0,7.671,0,0.0,6.663,82.98,3.738,3.738,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.036,6.88,3.326,3.326,3.326,4,4.726,0.0,11.698,11.698,11.698,123.127,7.118,7.118,0,12,22.212,23.155,12,1,0.0,18.704,12.778,2.046,0.83,2.725,0.0
8.046,1,1,1,1,2.398,0,1,2,206.56,0,2,0,37.085,4,78.461,20.459,0.104,18.935,4.837,4.837,1,3.538,0,4,2,7.748,1,3.941,6.665,37.085,4.241,4.241,4.665,4.665,1,0.943,4.748,4.748,4.748,2,0.019,4.784,3.355,3.355,3.355,2,4.155,139.581,11.786,11.786,11.786,31.278,7.132,7.132,1,11,22.593,23.536,9,0,6.862,19.001,14.573,1.98,0.5,2.657,4.727
6.979,0,0,0,0,0.0,3,0,0,284.56,0,2,0,11.615,0,0.0,20.865,-0.011,19.322,4.916,4.916,0,3.731,0,4,2,7.804,0,0.0,6.743,50.764,4.598,4.598,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.045,4.777,3.464,3.464,3.464,3,4.681,0.0,12.54,12.54,12.54,0.0,7.322,7.322,1,6,50.764,23.967,6,4,0.0,20.197,20.036,2.096,0.17,3.086,0.0
7.337,0,0,0,1,2.398,3,0,0,206.64,0,2,0,11.615,1,78.682,20.899,0.045,19.364,4.916,4.916,0,3.851,0,0,0,7.804,0,0.0,6.743,50.764,4.598,4.598,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.043,4.778,3.737,3.737,3.737,3,4.681,134.514,15.16,15.16,15.16,0.0,7.98,7.98,0,29,50.764,23.987,23,12,7.066,23.921,24.471,2.175,0.5,9.406,4.844
8.155,1,2,1,1,2.398,0,2,3,215.88,1,3,1,42.893,4,105.878,20.811,0.143,19.28,4.864,4.864,1,3.778,4,2,8,7.718,0,6.747,6.687,42.893,4.661,4.661,4.687,4.687,0,0.471,4.718,4.718,4.718,0,0.029,4.796,3.403,3.403,3.403,3,4.717,0.0,12.512,12.512,12.512,31.278,7.309,7.309,4,11,61.346,23.893,11,2,6.605,19.878,17.301,2.063,0.5,3.054,4.595
3.45,0,0,0,0,0.0,4,0,0,94.56,0,1,0,5.807,0,0.0,20.023,-0.037,18.499,4.801,4.801,0,2.687,0,0,0,7.66,0,0.0,6.661,5.807,3.424,3.424,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.083,4.728,3.313,3.313,3.313,1,3.742,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,6,5.807,23.095,6,4,0.0,18.531,6.879,2.073,1.0,0.849,0.0
6.504,0,0,0,0,0.0,2,0,0,94.84,0,1,0,5.807,3,0.0,20.028,0.029,18.507,4.801,4.801,0,3.293,0,0,0,7.66,0,0.0,6.661,5.807,3.429,3.429,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.029,4.728,3.313,3.313,3.313,1,3.777,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.097,6,2,0.0,18.533,10.716,2.077,1.0,1.733,0.0
6.876,0,0,0,0,0.0,3,0,0,166.18,0,2,0,11.615,1,0.0,20.865,0.052,19.321,4.917,4.917,0,3.695,0,0,0,7.804,0,0.0,6.743,50.764,4.598,4.598,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.051,4.777,3.465,3.465,3.465,3,4.681,0.0,12.541,12.541,12.541,0.0,7.322,7.322,0,6,50.764,23.967,6,6,0.0,20.201,14.812,2.098,0.83,2.891,0.0
8.0,1,0,0,1,2.398,0,0,4,216.01,1,3,1,43.834,5,81.876,20.841,0.158,19.304,4.893,4.893,1,3.753,4,2,4,7.765,0,0.0,7.233,43.834,4.628,4.628,5.233,5.233,0,0.0,4.765,4.765,4.765,0,0.029,4.774,3.422,3.422,3.422,3,4.713,0.0,12.558,12.558,12.558,32.22,7.317,7.317,2,11,11.615,23.932,11,0,6.823,20.034,15.573,2.058,0.67,3.37,4.727
7.222,0,0,0,1,2.398,1,0,0,158.33,0,1,0,5.807,1,70.735,20.179,0.029,18.68,4.809,4.809,0,3.796,0,0,0,7.671,0,0.0,6.662,5.807,3.794,3.794,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.032,6.88,3.794,3.794,3.794,2,4.726,121.063,15.832,15.832,15.832,45.954,8.177,8.177,0,29,5.807,23.213,23,14,7.081,24.603,21.41,2.173,0.5,8.834,4.844
7.194,0,0,0,0,0.0,2,0,0,101.52,0,1,0,62.589,0,0.0,20.309,0.019,18.826,4.809,4.809,1,3.758,0,0,0,7.671,0,0.0,6.662,5.807,4.174,4.174,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.028,10.695,3.327,3.327,3.327,2,4.727,0.0,11.698,11.698,11.698,56.782,7.118,7.118,0,18,7.707,23.333,18,1,0.0,18.713,16.32,2.128,0.83,3.765,0.0
7.377,1,0,0,1,2.398,0,0,3,144.03,1,2,1,38.027,5,65.537,19.955,0.272,18.434,4.817,4.817,1,3.279,3,1,2,7.271,0,0.0,7.034,38.027,3.488,3.488,5.232,5.232,0,0.0,4.632,4.632,4.632,0,0.021,4.748,3.35,3.35,3.35,2,3.909,0.0,11.768,11.768,11.768,32.22,7.13,7.13,1,5,5.807,23.009,5,0,6.823,18.981,10.887,1.993,0.83,2.263,4.727
8.301,1,2,1,1,2.398,0,2,2,259.32,1,3,1,42.893,2,96.663,20.803,0.15,19.27,4.864,4.864,1,3.771,4,3,4,7.717,0,6.723,6.687,42.893,4.661,4.661,4.687,4.687,0,0.466,4.717,4.717,4.717,0,0.028,4.796,3.402,3.402,3.402,3,4.717,0.0,12.511,12.511,12.511,31.278,7.309,7.309,2,11,61.346,23.886,11,2,6.605,19.873,16.842,2.066,0.5,2.912,4.595
7.229,0,0,0,0,0.0,2,0,0,101.52,0,1,0,62.589,0,0.0,20.297,0.016,18.814,4.809,4.809,1,3.754,0,0,0,7.671,0,0.0,6.662,5.807,4.152,4.152,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.027,10.695,3.327,3.327,3.327,2,4.727,0.0,11.698,11.698,11.698,56.782,7.118,7.118,0,18,7.707,23.321,18,1,0.0,18.712,15.937,2.119,0.83,3.335,0.0
7.42,1,1,1,1,2.398,1,1,0,142.65,0,2,0,37.085,2,92.807,20.635,0.209,19.138,4.837,4.837,2,3.759,0,1,1,7.748,1,4.056,6.665,37.085,4.242,4.242,4.665,4.665,1,0.981,4.748,4.748,4.748,2,0.037,4.784,3.355,3.355,3.355,2,4.158,162.266,11.786,11.786,11.786,31.278,7.132,7.132,2,23,24.492,23.679,21,1,6.862,19.006,18.484,2.137,0.67,4.427,4.727
8.337,1,2,1,1,2.398,2,2,2,180.99,1,3,1,42.893,2,104.91,20.972,0.176,19.452,4.865,4.865,1,3.977,4,2,4,7.719,0,7.007,6.687,42.893,4.662,4.662,4.687,4.687,0,0.557,4.719,4.719,4.719,0,0.025,4.796,3.405,3.405,3.405,3,4.717,0.0,12.513,12.513,12.513,31.278,7.309,7.309,2,29,63.245,24.036,25,2,6.605,20.032,20.042,2.154,0.67,5.301,4.595
8.046,1,1,1,2,3.045,0,2,1,161.63,0,2,0,37.085,8,92.752,20.605,0.081,19.098,4.838,4.838,1,3.475,2,1,4,7.749,1,7.882,6.665,37.085,4.275,4.275,4.665,4.665,1,0.875,4.749,4.749,4.749,2,0.027,4.784,3.377,3.377,3.377,2,4.165,173.425,12.136,12.136,12.136,31.278,7.133,7.133,1,22,39.378,23.657,18,0,7.743,19.658,13.6,1.988,0.83,3.037,5.533
7.721,1,1,1,1,2.398,1,1,0,142.65,0,2,0,37.085,2,81.069,20.606,0.187,19.109,4.837,4.837,2,3.746,0,1,1,7.748,1,4.017,6.665,37.085,4.242,4.242,4.665,4.665,1,0.973,4.748,4.748,4.748,2,0.026,4.784,3.355,3.355,3.355,2,4.158,142.614,11.786,11.786,11.786,31.278,7.132,7.132,2,23,24.492,23.652,21,1,6.862,19.001,16.623,2.119,0.83,3.735,4.727
7.638,0,0,0,0,0.0,2,0,0,205.08,0,2,0,50.999,1,0.0,20.032,0.024,18.512,4.801,4.801,0,3.596,0,1,0,7.66,0,0.0,6.661,50.999,3.462,3.462,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.033,4.728,3.313,3.313,3.313,2,3.956,0.0,11.657,11.657,11.657,45.192,7.111,7.111,1,6,5.807,23.099,6,6,0.0,18.535,12.431,2.064,0.67,1.461,0.0
7.456,0,0,0,0,0.0,2,0,0,161.99,0,2,0,50.999,1,0.0,20.028,0.0,18.506,4.801,4.801,0,3.501,0,0,0,7.66,0,0.0,6.661,50.999,3.46,3.46,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.04,4.728,3.313,3.313,3.313,2,3.945,0.0,11.657,11.657,11.657,45.192,7.111,7.111,0,6,5.807,23.097,6,5,0.0,18.535,10.545,2.064,0.83,1.148,0.0
6.301,0,0,0,0,0.0,1,0,0,123.09,0,2,0,11.615,0,0.0,21.043,-0.1,19.52,5.32,5.32,0,3.735,0,0,0,7.766,0,0.0,7.429,11.615,4.668,4.668,5.429,5.429,0,0.0,4.766,4.766,4.766,0,0.036,4.756,4.29,4.29,4.29,2,4.718,0.0,19.749,19.749,19.749,0.0,9.351,9.351,0,6,28.02,24.107,6,1,0.0,31.37,12.666,2.076,0.83,2.298,0.0
7.046,0,0,0,0,0.0,3,0,0,72.42,0,1,0,5.807,0,0.0,20.351,0.102,18.862,4.803,4.803,0,3.587,0,0,0,7.663,0,0.0,6.661,5.807,4.301,4.301,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.04,4.729,3.327,3.327,3.327,1,4.041,0.0,11.785,11.785,11.785,0.0,7.112,7.112,0,18,7.707,23.379,18,2,0.0,19.005,14.388,2.157,1.0,3.068,0.0
7.796,0,0,0,0,0.0,1,0,0,177.64,0,3,0,17.422,0,0.0,21.392,-0.124,19.851,4.964,4.964,0,3.849,0,0,4,7.839,0,0.0,6.753,17.422,4.713,4.713,4.753,4.753,0,0.0,4.839,4.839,4.839,0,0.032,4.765,3.537,3.537,3.537,3,4.729,0.0,13.548,13.548,13.548,0.0,7.554,7.554,2,18,50.232,24.494,18,4,0.0,21.614,18.522,2.112,0.67,3.659,0.0
6.74,0,0,0,0,0.0,3,0,0,72.42,0,1,0,5.807,0,0.0,20.322,0.056,18.834,4.803,4.803,0,3.571,0,0,0,7.663,0,0.0,6.661,5.807,4.265,4.265,4.661,4.661,0,0.0,4.663,4.663,4.663,0,0.031,4.728,3.32,3.32,3.32,1,4.029,0.0,11.665,11.665,11.665,0.0,7.112,7.112,0,18,7.707,23.351,18,2,0.0,18.644,12.908,2.15,1.0,2.756,0.0
4.0,0,0,0,1,2.398,0,1,0,60.34,0,1,1,6.046,4,76.74,20.345,-0.019,18.855,4.802,4.802,0,3.604,0,0,2,7.662,0,3.591,7.18,6.046,4.286,4.286,5.18,5.18,0,0.0,4.662,4.662,4.662,0,0.044,4.735,3.433,3.433,3.433,1,4.033,0.0,12.52,12.52,12.52,0.0,7.299,7.299,0,17,22.709,23.369,17,0,6.88,20.267,11.636,2.085,1.0,1.963,4.727
6.187,0,0,0,1,2.398,2,0,0,129.9,0,1,0,5.807,1,69.703,20.101,0.039,18.598,4.801,4.801,0,3.745,0,1,0,7.66,0,0.0,6.661,5.807,3.719,3.719,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.033,4.728,3.719,3.719,3.719,1,4.022,118.341,15.062,15.062,15.062,0.0,7.963,7.963,2,29,23.696,23.144,23,8,7.066,23.819,19.473,2.179,0.83,7.999,4.844
6.921,0,0,0,0,0.0,2,0,0,161.75,0,2,0,11.615,4,0.0,20.814,0.011,19.296,4.854,4.854,0,3.749,5,0,0,7.704,0,0.0,6.69,11.615,4.66,4.66,4.69,4.69,0,0.0,4.704,4.704,4.704,0,0.031,4.74,3.39,3.39,3.39,2,4.724,0.0,12.498,12.498,12.498,0.0,7.307,7.307,0,18,20.662,23.885,18,6,0.0,19.83,18.351,2.08,0.67,2.89,0.0
6.821,0,0,0,1,2.398,1,0,0,138.1,0,1,0,5.807,1,69.368,20.176,0.047,18.676,4.809,4.809,0,3.792,0,0,0,7.671,0,0.0,6.663,44.956,3.781,3.781,4.663,4.663,0,0.0,4.671,4.671,4.671,0,0.031,4.73,3.781,3.781,3.781,2,4.032,118.731,15.781,15.781,15.781,0.0,8.17,8.17,0,29,44.956,23.211,23,9,7.081,24.547,20.49,2.177,0.83,8.439,4.844
