pXC50,SsssCH,CATS2D_09_AA,CATS2D_07_AA,CATS2D_04_DL,MATS7e,MATS5e,GATS8s,Eig02_AEA.dm.,SpAD_EA.dm.,ATSC8s,MATS7s,SpMAD_EA.dm.,ATSC6e,GATS8e,SpMax4_Bh.e.,MATS3i,ATSC6s,CATS2D_06_AL,ATSC5s,SpMin2_Bh.e.,SsssN,CATS2D_06_AA,SpMin5_Bh.s.,SpMax4_Bh.v.,SaaS,SpMaxA_EA,SpMax4_Bh.m.,SssssC,SM08_EA.dm.,SM10_EA.dm.,GATS7e,ATSC7s,SpMaxA_EA.ed.,SaaaC,SM06_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Eig05_EA.ri.,MATS8p,MATS5s,ATS7m,Eig10_EA.ri.,HDcpx,IDM,Psi_e_0,Psi_e_1,Eig09_EA.bo.,GATS7s,C.008,MATS8i,Eig11_EA.ri.,MAXDP,SM02_EA.dm.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,ON1,SpMax4_Bh.p.,GATS4v,Eig09_AEA.bo.,IDE
7.7,0.425,0,1,6,-0.11,0.133,1.291,3.719,14.222,136.484,-0.082,0.29,0.69,1.247,3.888,-0.095,104.14,9,166.498,1.928,2.568,0,1.192,3.766,0.0,0.071,3.793,-1.027,6.173,7.469,1.486,119.448,0.283,0.0,4.925,4.086,6.086,4.086,2.455,0.045,0.193,4.52,1.775,1.83,9.693,16.942,7.298,2.132,1.619,1,0.081,1.512,6.889,2.937,24.209,24.209,24.209,24.209,24.209,9.986,3.769,0.921,3.1,4.244
8.4,0.397,0,1,6,-0.054,0.098,1.083,3.719,14.222,133.51,-0.05,0.29,0.679,1.034,3.884,-0.083,109.315,8,172.03,1.915,2.562,0,1.191,3.766,0.0,0.071,3.793,-1.053,6.173,7.469,1.312,139.39,0.283,0.0,4.925,4.086,6.086,4.086,2.455,0.038,0.175,4.569,1.69,1.83,9.693,16.926,7.321,2.132,1.507,1,0.062,1.512,6.872,2.937,24.209,24.209,24.209,24.209,24.209,9.986,3.769,0.906,3.1,4.244
6.0,-0.351,1,1,2,-0.136,0.096,1.012,3.887,12.047,104.671,-0.156,0.241,1.1,0.902,3.75,-0.029,108.661,11,140.575,1.933,4.269,2,1.02,3.618,0.0,0.073,3.74,-0.975,2.738,2.955,1.205,122.214,0.305,0.0,2.568,3.932,5.932,3.932,2.461,-0.033,0.065,4.636,1.74,1.832,9.711,16.818,7.374,2.394,1.392,1,-0.001,1.505,6.994,2.479,24.341,24.341,24.341,24.341,24.341,9.958,3.62,1.171,3.244,3.998
8.1,0.392,0,1,6,-0.13,0.098,1.086,3.719,14.222,129.367,-0.112,0.29,0.775,1.04,3.884,-0.079,122.284,10,169.481,1.915,2.561,0,1.191,3.766,0.0,0.071,3.793,-1.061,6.173,7.469,1.387,128.913,0.283,0.0,4.925,4.086,6.086,4.086,2.455,0.071,0.166,4.526,1.513,1.831,9.694,16.93,7.328,2.112,1.568,1,0.068,1.495,6.877,2.937,24.187,24.187,24.187,24.187,24.187,10.014,3.769,0.926,3.041,4.235
6.2,-0.208,2,0,0,-0.058,0.125,1.07,4.034,35.221,166.703,-0.068,0.652,1.301,1.024,3.823,-0.03,128.729,12,188.63,1.9,6.063,4,1.085,3.691,0.0,0.057,3.849,0.0,15.049,18.784,0.993,136.566,0.194,0.0,11.348,5.363,7.363,5.363,2.355,0.111,0.103,4.885,1.684,1.854,9.998,18.733,8.074,2.481,0.968,1,0.135,1.547,6.609,4.621,26.549,26.549,26.549,26.549,26.549,11.083,3.74,0.97,3.267,4.307
8.4,0.529,0,1,2,0.039,-0.032,0.762,3.606,4.586,68.039,-0.002,0.121,0.561,0.824,3.699,-0.072,65.257,6,75.766,1.907,4.322,0,1.08,3.545,0.0,0.09,3.628,-0.515,2.015,2.275,0.866,75.292,0.347,0.0,1.786,3.682,5.682,3.682,2.184,0.072,-0.055,4.322,1.247,1.778,9.058,13.457,5.612,1.787,0.847,0,0.088,1.193,6.02,1.577,18.594,18.594,18.594,18.594,18.594,8.194,3.553,1.017,2.772,3.893
7.8,0.322,0,1,0,-0.003,0.014,0.823,3.344,4.586,63.264,-0.055,0.139,0.428,0.8,3.629,-0.105,55.768,4,64.42,1.898,4.255,0,0.901,3.488,0.0,0.091,3.601,0.0,2.015,2.275,0.979,62.746,0.291,0.0,1.786,3.682,5.682,3.682,2.132,-0.038,-0.015,4.204,1.153,1.742,8.633,11.535,4.828,1.636,1.02,1,-0.033,1.0,5.883,1.577,16.208,16.208,16.208,16.208,16.208,6.889,3.496,1.016,2.622,3.681
8.8,0.521,0,1,0,0.002,0.036,0.854,3.598,4.586,60.898,-0.024,0.127,0.531,0.833,3.673,-0.081,65.262,6,69.068,1.903,4.295,0,0.974,3.523,0.0,0.095,3.621,-0.533,2.015,2.275,1.01,67.144,0.362,0.0,1.786,3.682,5.682,3.682,2.183,-0.074,0.001,4.26,1.193,1.764,8.894,12.691,5.317,1.763,0.966,0,-0.065,1.0,5.97,1.577,17.472,17.472,17.472,17.472,17.472,7.694,3.53,1.08,2.748,3.807
7.9,0.386,0,1,0,0.002,0.013,0.842,3.344,4.586,61.487,-0.036,0.135,0.443,0.821,3.639,-0.099,57.71,5,63.211,1.898,4.273,0,0.969,3.496,0.0,0.088,3.605,0.0,2.015,2.275,0.981,65.587,0.282,0.0,1.786,3.682,5.682,3.682,2.146,-0.061,-0.014,4.223,1.191,1.75,8.721,11.921,4.98,1.65,0.979,1,-0.052,1.0,5.911,1.577,16.628,16.628,16.628,16.628,16.628,7.222,3.504,1.013,2.633,3.746
7.5,0.404,0,1,1,0.018,-0.019,0.808,3.344,4.586,64.279,-0.025,0.131,0.45,0.831,3.656,-0.093,56.609,5,68.779,1.898,4.286,0,0.985,3.508,0.0,0.086,3.608,0.0,2.015,2.275,0.932,67.652,0.274,0.0,1.786,3.682,5.682,3.682,2.15,0.008,-0.043,4.251,1.193,1.757,8.805,12.304,5.127,1.667,0.936,1,0.023,1.0,5.936,1.577,17.166,17.166,17.166,17.166,17.166,7.472,3.517,0.997,2.65,3.819
9.15,0.096,0,1,2,0.009,-0.032,0.869,3.682,9.526,75.659,-0.021,0.232,0.647,0.848,3.75,-0.053,98.045,9,80.485,1.939,4.239,1,0.961,3.621,0.0,0.086,3.672,-0.338,5.292,6.524,0.939,85.695,0.343,0.0,4.129,3.839,5.839,3.839,2.19,-0.052,-0.032,4.367,1.312,1.792,9.221,14.119,5.962,1.979,0.901,0,-0.046,1.212,6.067,2.436,20.173,20.173,20.173,20.173,20.173,8.403,3.623,1.039,2.877,3.888
8.0,0.592,0,1,0,0.001,-0.002,0.829,3.344,4.586,62.064,-0.05,0.143,0.368,0.808,3.621,-0.128,51.934,4,61.943,1.898,4.246,0,0.87,3.48,0.0,0.094,3.594,0.0,2.015,2.275,0.954,63.667,0.3,0.0,1.786,3.682,5.682,3.682,2.05,-0.045,-0.025,4.184,1.0,1.734,8.541,11.149,4.654,1.618,0.995,0,-0.036,0.983,5.852,1.577,15.667,15.667,15.667,15.667,15.667,6.778,3.489,0.992,2.608,3.628
7.8,0.755,0,1,0,-0.014,-0.03,0.872,3.627,10.043,81.101,-0.072,0.279,0.555,0.795,3.639,-0.071,67.375,6,69.01,1.898,4.287,1,0.936,3.49,0.0,0.083,3.603,0.0,7.213,8.964,0.91,76.334,0.267,0.0,5.507,3.682,5.682,3.682,2.125,-0.018,-0.02,4.305,1.194,1.763,8.88,12.63,5.217,1.944,1.085,0,-0.024,1.038,5.94,2.7,17.723,17.723,17.723,17.723,17.723,7.611,3.498,1.047,2.819,3.935
7.4,-0.287,2,0,1,-0.058,0.137,0.944,3.866,21.897,154.539,-0.071,0.447,1.358,0.958,3.783,-0.016,136.339,12,176.74,1.897,5.962,4,0.988,3.635,0.0,0.063,3.727,0.0,8.268,10.085,0.955,138.109,0.214,0.0,6.501,4.034,6.034,4.034,2.355,0.136,0.13,4.753,1.547,1.836,9.766,17.155,7.289,2.481,0.889,1,0.116,1.442,6.343,3.517,23.998,23.998,23.998,23.998,23.998,10.306,3.637,0.969,3.232,4.167
7.9,0.827,0,1,2,-0.014,-0.018,0.884,3.514,8.698,77.858,-0.068,0.242,0.501,0.833,3.657,-0.053,63.607,6,63.896,1.898,4.315,0,0.95,3.496,0.0,0.083,3.607,0.0,5.284,6.514,1.022,75.605,0.267,0.0,4.121,3.682,5.682,3.682,2.2,-0.025,-0.013,4.305,1.195,1.763,8.88,12.632,5.219,1.944,1.1,0,-0.026,1.072,5.945,2.388,17.723,17.723,17.723,17.723,17.723,7.611,3.502,1.026,2.819,3.935
7.6,0.66,0,1,0,0.042,-0.065,0.877,3.682,11.888,61.934,0.002,0.33,0.579,0.84,3.644,-0.069,65.264,5,59.256,1.898,4.323,1,0.965,3.499,0.0,0.083,3.613,0.0,8.118,9.974,0.805,68.17,0.267,0.0,6.272,4.013,6.013,4.013,2.161,-0.004,-0.05,4.267,1.193,1.764,8.892,12.605,5.155,1.788,0.953,0,0.019,1.0,5.967,2.969,17.604,17.604,17.604,17.604,17.604,7.806,3.506,1.045,2.788,3.849
8.7,0.0,0,0,0,-0.017,0.052,0.625,3.498,7.5,45.031,-0.048,0.242,0.423,0.684,3.54,-0.053,72.934,1,77.224,1.921,2.317,1,0.825,3.41,0.0,0.107,3.609,-0.874,9.348,11.511,0.794,51.32,0.385,1.889,7.185,4.797,6.797,4.797,2.078,-0.008,0.026,3.688,0.992,1.704,8.275,10.517,4.661,1.506,0.731,0,-0.046,0.983,5.536,2.963,15.287,15.287,15.287,15.287,15.287,6.042,3.434,1.112,2.554,3.796
7.5,1.1,0,1,0,0.035,0.004,0.907,3.344,4.586,51.911,-0.015,0.139,0.418,0.868,3.635,-0.095,49.615,5,43.981,1.899,4.408,0,0.97,3.494,0.0,0.091,3.6,0.0,2.015,2.275,1.074,55.927,0.291,0.0,1.786,3.682,5.682,3.682,2.073,-0.066,0.005,4.2,1.103,1.742,8.63,11.535,4.759,1.621,1.103,0,-0.056,1.0,5.904,1.577,16.205,16.205,16.205,16.205,16.205,7.028,3.504,0.989,2.61,3.713
7.9,-0.311,3,0,0,-0.062,0.138,1.06,3.877,24.496,179.193,-0.074,0.454,1.422,0.991,3.82,0.023,132.56,13,198.179,1.899,7.836,4,1.085,3.651,0.0,0.057,3.737,0.0,8.275,10.091,0.959,141.369,0.194,0.0,6.511,4.034,6.034,4.034,2.444,0.138,0.12,4.86,1.684,1.854,9.998,18.706,8.028,2.481,0.965,1,0.139,1.547,6.575,3.578,26.549,26.549,26.549,26.549,26.549,11.083,3.648,0.993,3.267,4.307
7.3,0.152,1,0,0,-0.027,0.085,0.972,3.755,17.785,117.599,-0.042,0.404,1.173,0.969,3.743,0.006,105.955,12,121.017,1.893,6.108,4,0.984,3.591,0.0,0.07,3.714,0.0,8.218,10.057,0.922,97.87,0.234,0.0,6.414,4.034,6.034,4.034,2.339,0.143,0.073,4.634,1.441,1.811,9.446,15.256,6.463,2.128,0.794,1,0.135,1.426,6.274,3.319,21.621,21.621,21.621,21.621,21.621,9.111,3.593,0.958,3.114,3.964
7.8,-0.287,2,0,1,-0.058,0.137,0.944,3.866,21.897,154.539,-0.071,0.447,1.358,0.958,3.783,-0.016,136.339,12,176.74,1.897,5.962,4,0.988,3.635,0.0,0.063,3.727,0.0,8.268,10.085,0.955,138.109,0.214,0.0,6.501,4.034,6.034,4.034,2.355,0.136,0.13,4.753,1.547,1.836,9.766,17.155,7.289,2.481,0.889,1,0.116,1.442,6.343,3.517,23.998,23.998,23.998,23.998,23.998,10.306,3.637,0.969,3.232,4.167
7.3,-0.83,3,0,0,-0.064,0.151,0.926,3.879,22.776,194.006,-0.071,0.43,1.465,0.937,3.854,-0.008,149.083,12,204.649,1.902,7.582,4,1.085,3.683,0.0,0.059,3.765,0.0,8.275,10.091,0.948,152.916,0.198,0.0,6.51,4.034,6.034,4.034,2.483,0.128,0.155,4.828,1.843,1.849,9.941,18.339,7.968,2.481,0.895,2,0.121,1.547,6.461,3.536,26.049,26.049,26.049,26.049,26.049,10.75,3.673,0.955,3.338,4.284
7.3,-0.38,2,0,1,-0.035,0.131,0.961,3.863,21.556,164.024,-0.054,0.449,1.427,0.969,3.78,-0.016,148.591,12,189.537,1.897,5.9,4,0.987,3.633,0.0,0.065,3.726,0.0,8.264,10.083,0.888,133.592,0.218,0.0,6.496,4.034,6.034,4.034,2.354,0.152,0.135,4.728,1.547,1.832,9.706,16.772,7.172,2.481,0.792,1,0.127,1.441,6.324,3.507,23.588,23.588,23.588,23.588,23.588,9.972,3.635,0.951,3.232,4.123
7.3,-0.311,3,0,0,-0.062,0.138,1.06,3.877,24.496,179.193,-0.074,0.454,1.422,0.991,3.82,0.023,132.56,13,198.179,1.899,7.836,4,1.085,3.651,0.0,0.057,3.737,0.0,8.275,10.091,0.959,141.369,0.194,0.0,6.511,4.034,6.034,4.034,2.444,0.138,0.12,4.86,1.684,1.854,9.998,18.706,8.028,2.481,0.965,1,0.139,1.547,6.575,3.578,26.549,26.549,26.549,26.549,26.549,11.083,3.648,0.993,3.267,4.307
7.4,-0.283,3,0,0,-0.08,0.142,0.933,3.874,22.776,151.617,-0.09,0.456,1.291,0.948,3.789,-0.053,130.048,12,173.251,1.898,7.542,4,0.992,3.638,0.0,0.062,3.729,0.0,8.275,10.091,1.02,147.32,0.21,0.0,6.51,4.034,6.034,4.034,2.403,0.123,0.13,4.778,1.548,1.841,9.826,17.539,7.44,2.481,0.988,1,0.107,1.482,6.358,3.536,24.529,24.529,24.529,24.529,24.529,10.417,3.639,0.954,3.25,4.199
7.0,-0.38,2,0,1,-0.035,0.131,0.961,3.863,21.556,164.024,-0.054,0.449,1.427,0.969,3.78,-0.016,148.591,12,189.537,1.897,5.9,4,0.987,3.633,0.0,0.065,3.726,0.0,8.264,10.083,0.888,133.592,0.218,0.0,6.496,4.034,6.034,4.034,2.354,0.152,0.135,4.728,1.547,1.832,9.706,16.772,7.172,2.481,0.792,1,0.127,1.441,6.324,3.507,23.588,23.588,23.588,23.588,23.588,9.972,3.635,0.951,3.232,4.123
9.049,0.152,1,0,0,-0.027,0.085,0.972,3.755,17.785,117.599,-0.042,0.404,1.173,0.969,3.743,0.006,105.955,12,121.017,1.893,6.108,4,0.984,3.591,0.0,0.07,3.714,0.0,8.218,10.057,0.922,97.87,0.234,0.0,6.414,4.034,6.034,4.034,2.339,0.143,0.073,4.634,1.441,1.811,9.446,15.256,6.463,2.128,0.794,1,0.135,1.426,6.274,3.319,21.621,21.621,21.621,21.621,21.621,9.111,3.593,0.958,3.114,3.964
6.3,-0.83,3,0,0,-0.064,0.151,0.926,3.879,22.776,194.006,-0.071,0.43,1.465,0.937,3.854,-0.008,149.083,12,204.649,1.902,7.582,4,1.085,3.683,0.0,0.059,3.765,0.0,8.275,10.091,0.948,152.916,0.198,0.0,6.51,4.034,6.034,4.034,2.483,0.128,0.155,4.828,1.843,1.849,9.941,18.339,7.968,2.481,0.895,2,0.121,1.547,6.461,3.536,26.049,26.049,26.049,26.049,26.049,10.75,3.673,0.955,3.338,4.284
