pXC50,SpMax4_Bh.p.,SpMin3_Bh.s.,SpMax4_Bh.v.,SpMin4_Bh.s.,nCrs,NssNH,SsssN,MATS6m,SssNH,ATSC5v,SM11_EA.dm.,ON1V,Eig04_EA.ri.,ATSC2v,C.008,SpMin4_Bh.i.,ATSC5p,X1Kup,ATSC1p,SM09_EA.dm.,nCONN,X1MulPer,Eig04_AEA.ri.,CATS2D_04_DA,SM15_EA.dm.,X1Per,ATSC4v,Eig04_EA,SM12_AEA.bo.,ATSC3v,ATSC4p,SpMin8_Bh.s.,ATSC2p,ATS1v,Hy,ATSC3i,SM07_EA.dm.,CATS2D_07_AL,SpMax3_Bh.m.,ATS2v,Sp,C.041,ATS2p,P_VSA_p_1,CATS2D_02_DD,CATS2D_05_LL,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,Psi_i_1,NRS,C.031,ATSC3p,nBT,X1v,ATS3e,ATSC5i,ATS3p,SpMin5_Bh.s.,SpMin1_Bh.e.,ISIZ,nAT,P_VSA_LogP_7,ATSC4i,P_VSA_e_3,SpMin7_Bh.i.,SpMin8_Bh.m.
6.5,3.421,1.01,3.444,0.715,0,1,0.0,-0.041,3.149,12.406,2.343,2.81,2.134,9.845,0,1.415,8.268,8.604,4.061,1.936,0,8.425,3.261,0,3.162,7.067,12.212,2.278,2.278,12.663,8.2,0.218,6.945,3.485,1.659,1.286,1.527,0,3.729,3.797,32.881,1,3.875,223.651,1,10,223.651,223.651,223.651,223.651,14.451,3,0,8.579,51,8.685,4.661,1.316,3.946,0.569,1.982,275.121,49,188.338,1.273,101.265,0.982,1.181
6.11,3.187,1.103,3.189,0.955,2,0,5.031,0.057,0.0,14.349,0.158,2.764,2.313,9.92,1,1.456,9.884,8.232,4.091,0.237,0,7.995,3.347,0,0.068,6.613,16.116,2.366,2.366,14.41,11.085,0.218,6.88,3.429,-0.858,1.415,0.346,5,3.67,3.844,29.87,0,3.916,247.193,0,10,247.193,247.193,247.193,247.193,14.66,3,0,10.026,47,8.302,4.746,1.254,4.087,0.85,1.996,240.215,44,247.193,1.438,37.308,0.821,1.181
5.577,3.326,0.911,3.325,0.85,0,1,2.144,-0.07,2.95,13.548,0.082,2.957,2.036,10.458,0,1.457,10.442,8.335,4.701,0.125,0,7.969,3.139,0,0.035,6.701,15.086,2.219,2.219,13.718,11.235,0.407,7.422,3.443,-0.317,1.228,0.188,6,3.794,3.779,33.415,0,3.857,294.278,0,4,294.278,294.278,294.278,294.278,13.813,2,0,10.371,52,9.219,4.733,1.112,3.991,0.798,1.914,289.294,51,282.506,1.248,68.988,0.925,1.278
6.64,3.524,1.21,3.506,1.078,2,0,5.269,0.109,0.0,18.371,0.158,3.497,2.354,12.824,1,1.572,12.643,9.668,5.154,0.237,0,9.341,3.385,0,0.068,7.788,19.858,2.4,2.4,18.044,13.393,0.408,8.716,3.567,-0.874,1.704,0.346,5,3.683,3.979,35.154,0,4.066,317.82,0,13,317.82,317.82,317.82,317.82,16.669,3,0,12.302,56,9.734,4.947,1.577,4.242,0.916,1.996,303.58,53,317.82,1.767,37.308,1.048,1.189
6.523,3.449,1.215,3.456,1.152,5,0,4.479,-0.007,0.0,17.255,1.768,4.331,2.341,14.871,0,1.528,11.625,11.119,6.091,1.404,0,10.872,3.398,0,2.538,8.997,20.22,2.419,2.419,20.116,13.626,0.664,9.946,3.661,-0.819,1.838,1.074,5,3.726,4.045,39.347,0,4.128,388.446,0,6,388.446,388.446,388.446,388.446,18.318,3,0,13.51,65,11.241,5.126,1.491,4.289,0.825,2.033,369.16,62,388.446,1.741,23.034,1.064,1.513
6.903,3.42,1.205,3.426,1.066,6,0,4.38,0.132,0.0,20.99,1.768,4.158,2.35,14.365,3,1.498,14.119,11.007,6.109,1.404,0,10.686,3.444,0,2.538,8.826,21.189,2.508,2.508,19.013,14.652,0.603,9.709,3.672,-0.792,1.834,1.074,5,3.744,4.059,39.802,0,4.116,388.446,0,7,388.446,388.446,388.446,388.446,18.581,3,0,12.936,66,11.168,5.133,1.737,4.303,0.825,2.034,376.569,63,388.446,1.839,23.034,1.064,1.513
5.612,3.331,0.939,3.33,0.895,2,1,2.374,-0.002,2.97,15.457,0.082,3.357,2.136,12.149,0,1.457,11.87,9.433,5.227,0.125,0,9.097,3.234,0,0.035,7.575,17.903,2.278,2.278,16.742,13.26,0.414,8.67,3.55,-0.346,1.489,0.188,6,3.811,3.925,36.177,0,4.007,317.82,0,5,317.82,317.82,317.82,317.82,16.011,3,0,12.461,57,10.313,4.916,1.27,4.16,0.842,1.919,317.975,55,306.049,1.487,68.988,1.124,1.277
5.396,3.322,0.887,3.316,0.714,0,1,2.072,-0.108,2.836,10.828,0.082,2.481,1.999,8.172,0,1.388,9.712,7.511,4.136,0.125,0,7.175,3.118,0,0.035,5.978,12.474,2.209,2.209,10.991,10.386,0.197,6.932,3.372,-0.26,1.008,0.188,4,3.833,3.701,30.694,0,3.758,223.651,0,1,223.651,223.651,223.651,223.651,12.941,2,0,9.553,45,9.136,4.576,0.921,3.881,0.692,1.914,240.215,44,269.605,1.027,113.043,0.83,1.1
9.222,3.59,1.211,3.542,1.082,4,0,2.479,0.0,0.0,16.827,0.082,3.571,2.315,12.811,2,1.572,13.222,10.016,6.254,0.125,0,9.669,3.413,0,0.035,7.949,16.983,2.469,2.469,17.276,13.881,0.425,10.441,3.619,-0.778,1.643,0.188,3,3.723,4.016,36.37,0,4.095,317.82,0,10,317.82,317.82,317.82,317.82,17.715,3,0,14.322,58,11.549,5.006,1.461,4.233,0.94,2.033,317.975,55,317.82,1.579,3.124,1.111,1.184
6.27,3.108,1.02,3.121,0.931,1,0,4.956,0.141,0.0,11.96,0.158,2.514,2.282,8.732,1,1.426,8.301,7.732,3.734,0.237,0,7.502,3.322,0,0.068,6.205,13.919,2.349,2.349,12.415,9.613,0.218,6.133,3.378,-0.851,1.246,0.346,5,3.662,3.757,28.108,0,3.827,223.651,0,8,223.651,223.651,223.651,223.651,13.993,3,0,8.726,44,7.802,4.612,1.058,3.974,0.517,2.007,219.66,41,223.651,1.258,37.308,0.821,1.181
5.808,3.344,1.13,3.34,0.896,2,1,2.085,-0.096,2.932,12.609,0.082,2.898,2.135,9.714,1,1.494,12.0,8.855,4.735,0.125,0,8.526,3.239,0,0.035,6.939,13.21,2.29,2.29,13.407,11.524,0.24,8.797,3.526,-0.272,1.483,0.188,2,4.175,3.898,34.586,0,3.999,250.382,0,2,235.422,235.422,237.601,235.422,15.797,3,0,13.086,50,11.275,4.788,1.175,4.062,0.77,1.914,268.078,48,254.929,1.24,113.043,1.087,1.098
8.801,3.638,1.239,3.627,1.174,6,0,4.205,0.031,0.0,19.716,0.082,4.146,2.414,15.265,1,1.584,14.509,11.017,6.582,0.125,0,10.622,3.421,0,0.035,8.789,21.737,2.426,2.426,21.158,16.79,0.668,11.148,3.689,-0.819,1.941,0.188,7,3.754,4.09,39.989,0,4.202,376.675,0,14,376.675,376.675,376.675,376.675,18.859,4,0,16.193,64,12.415,5.105,1.677,4.383,1.033,2.028,361.775,61,376.675,1.905,4.643,1.159,1.334
9.404,3.594,1.211,3.553,1.082,4,0,2.473,-0.049,0.0,18.366,0.082,3.731,2.361,13.332,2,1.574,14.664,10.504,6.665,0.125,0,10.112,3.473,0,0.035,8.335,17.876,2.545,2.545,17.717,14.592,0.455,10.95,3.671,-0.759,1.696,0.188,5,3.728,4.063,38.585,0,4.13,341.362,0,7,341.362,341.362,341.362,341.362,18.607,3,0,14.674,62,12.078,5.048,1.626,4.28,0.939,2.03,347.076,59,341.362,1.68,3.124,1.155,1.284
9.795,3.599,1.328,3.569,1.081,9,0,2.612,-0.023,0.0,22.608,0.082,4.086,2.517,14.692,4,1.652,17.603,11.531,7.183,0.125,0,11.133,3.676,0,0.035,9.123,20.526,2.753,2.753,19.474,16.63,0.556,11.949,3.757,-0.774,1.9,0.188,6,3.796,4.149,41.347,0,4.218,364.904,0,11,364.904,364.904,364.904,364.904,20.831,4,0,15.991,67,13.1,5.156,1.949,4.388,0.933,2.03,376.569,63,364.904,1.937,3.124,1.064,1.3
6.74,3.168,1.097,3.161,0.906,2,0,5.093,-0.041,0.0,12.744,0.158,2.465,1.817,9.184,1,1.393,9.396,7.336,3.726,0.237,0,7.075,2.991,0,0.068,5.81,15.191,2.116,2.116,13.598,11.13,0.172,6.584,3.327,-0.836,1.268,0.346,3,3.826,3.772,27.216,0,3.861,223.651,0,7,223.651,223.651,223.651,223.651,13.379,2,0,10.065,42,8.144,4.662,1.075,4.034,0.655,2.069,206.131,39,223.651,1.267,52.203,0.763,0.945
8.6,3.69,1.239,3.677,1.178,7,1,2.574,0.044,2.784,18.19,0.082,3.871,2.449,14.29,2,1.586,13.488,10.525,6.256,0.125,0,10.137,3.485,0,0.035,8.389,19.445,2.506,2.506,18.898,15.075,0.443,10.545,3.655,-0.394,1.757,0.188,5,3.756,4.023,38.228,0,4.134,341.362,0,14,341.362,341.362,341.362,341.362,18.255,4,0,14.227,61,11.952,5.013,1.562,4.275,1.032,2.027,339.763,58,341.362,1.711,19.529,1.159,1.182
7.84,3.233,1.151,3.228,0.968,4,0,2.562,0.1,0.0,21.136,0.082,3.263,2.352,12.736,0,1.524,14.687,9.471,4.909,0.125,0,9.183,3.361,0,0.035,7.547,22.932,2.369,2.369,19.317,15.972,0.345,8.981,3.565,-0.909,1.672,0.188,3,3.675,4.04,33.387,0,4.128,282.506,0,19,282.506,282.506,282.506,282.506,17.252,2,0,13.662,53,9.514,4.95,1.759,4.37,0.923,2.046,275.121,49,282.506,1.974,34.184,1.046,1.19
7.26,3.652,1.162,3.644,1.046,4,0,5.352,0.102,0.0,17.86,0.158,3.414,2.468,12.13,1,1.501,12.359,9.83,4.942,0.237,0,9.617,3.49,0,0.068,7.894,18.195,2.505,2.505,17.067,12.456,0.266,8.374,3.58,-0.874,1.641,0.346,5,3.752,3.965,34.393,0,4.052,294.278,0,13,294.278,294.278,294.278,294.278,17.525,4,0,11.733,55,9.896,4.905,1.546,4.201,0.891,1.996,289.294,51,294.278,1.658,37.308,1.064,1.185
6.183,3.355,1.144,3.362,1.108,2,1,2.384,-0.069,2.667,13.538,14.758,3.36,2.354,10.899,0,1.507,11.741,9.791,5.416,12.074,0,9.615,3.467,0,20.124,7.872,14.719,2.54,2.54,15.102,12.54,0.258,9.169,3.595,-0.316,1.657,9.389,2,3.802,3.961,35.983,0,4.004,315.616,0,3,270.735,270.735,278.495,270.735,17.038,3,0,12.236,56,10.711,4.9,1.481,4.115,0.886,1.929,310.764,54,270.735,1.676,67.089,1.076,1.203
4.403,3.332,0.945,3.331,0.869,0,1,2.346,-0.074,2.906,13.842,0.082,3.002,2.129,10.023,0,1.409,10.857,8.743,4.625,0.125,0,8.56,3.226,0,0.035,7.011,14.138,2.268,2.268,13.522,10.804,0.263,7.638,3.477,0.289,1.266,0.188,2,3.795,3.821,33.108,0,3.879,258.964,0,1,258.964,258.964,258.964,258.964,14.896,3,0,10.359,52,9.644,4.8,1.117,3.988,0.825,1.914,282.193,50,247.193,1.201,83.875,1.064,1.142
6.698,3.339,1.143,3.338,0.912,2,1,2.442,-0.069,2.962,13.716,0.082,3.257,2.138,11.212,0,1.507,10.746,9.082,4.889,0.125,0,8.821,3.235,0,0.035,7.295,15.129,2.277,2.277,15.038,11.424,0.331,8.066,3.505,-0.332,1.349,0.188,4,3.801,3.867,34.415,0,3.945,294.278,0,1,294.278,294.278,294.278,294.278,15.301,3,0,11.227,54,9.957,4.837,1.157,4.051,0.85,1.914,296.423,52,282.506,1.269,68.988,1.095,1.272
6.812,3.45,1.283,3.454,1.067,5,0,4.416,0.088,0.0,21.502,1.768,4.269,2.448,15.417,2,1.516,14.845,11.255,6.471,1.404,0,10.95,3.474,0,2.538,9.039,22.875,2.508,2.508,21.059,16.06,0.676,10.646,3.696,-0.415,1.927,1.074,2,3.751,4.098,40.557,0,4.175,388.446,0,10,388.446,388.446,388.446,388.446,18.981,3,0,14.556,67,11.379,5.174,1.765,4.372,0.825,2.074,384.0,64,388.446,1.939,6.249,1.064,1.504
7.469,3.45,1.283,3.454,1.067,5,0,4.518,0.06,0.0,21.065,1.768,4.336,2.392,15.532,2,1.516,14.555,11.129,6.423,1.404,0,10.765,3.434,0,2.538,8.94,22.899,2.487,2.487,20.959,16.008,0.679,10.611,3.68,-0.853,1.91,1.074,2,3.747,4.082,40.103,0,4.167,400.217,0,10,400.217,400.217,400.217,400.217,18.553,3,0,14.437,66,11.232,5.152,1.731,4.361,0.825,2.074,376.569,63,400.217,1.923,6.249,1.064,1.513
9.092,3.595,1.224,3.553,1.084,5,0,2.515,-0.034,0.0,20.991,0.082,3.947,2.513,14.256,3,1.592,16.297,10.933,7.011,0.125,0,10.482,3.674,0,0.035,8.662,19.981,2.751,2.751,18.792,15.986,0.51,11.517,3.709,-0.767,1.808,0.188,5,3.76,4.105,40.347,0,4.174,364.904,0,7,364.904,364.904,364.904,364.904,19.295,3,0,15.288,65,12.505,5.105,1.792,4.342,0.974,2.03,369.16,62,364.904,1.836,3.124,1.161,1.342
6.291,3.181,1.095,3.179,0.951,2,0,5.1,-0.058,0.0,13.968,0.158,2.707,1.903,10.287,1,1.455,9.579,7.855,4.189,0.237,0,7.629,2.952,0,0.068,6.315,15.784,2.0,2.0,14.532,10.83,0.228,6.941,3.379,-0.891,1.36,0.346,3,3.634,3.795,28.625,0,3.878,258.964,0,10,258.964,258.964,258.964,258.964,13.816,3,0,9.973,46,7.918,4.723,1.221,4.036,0.852,1.991,233.329,43,258.964,1.357,6.249,0.821,1.181
6.243,3.454,1.28,3.46,1.127,5,0,4.434,-0.003,0.0,17.913,1.768,4.047,2.388,14.685,1,1.496,12.44,10.651,6.081,1.404,0,10.344,3.404,0,2.538,8.575,20.932,2.42,2.42,19.988,14.557,0.669,10.078,3.641,-0.848,1.785,1.074,2,3.753,4.043,38.341,0,4.128,376.675,0,8,376.675,376.675,376.675,376.675,17.891,3,0,13.855,63,10.761,5.08,1.499,4.3,0.825,2.074,354.413,60,376.675,1.765,6.249,1.133,1.513
8.31,3.184,1.103,3.185,0.954,2,0,5.021,0.013,0.0,14.348,0.158,2.764,2.265,9.92,1,1.455,9.899,8.232,4.091,0.237,0,7.995,3.296,0,0.068,6.614,16.116,2.316,2.316,14.41,11.085,0.218,6.88,3.429,-0.858,1.415,0.346,5,3.665,3.844,29.87,0,3.916,247.193,0,10,247.193,247.193,247.193,247.193,14.66,3,0,10.026,47,8.302,4.746,1.265,4.087,0.85,1.997,240.215,44,247.193,1.439,37.308,0.864,1.181
9.269,3.187,1.103,3.189,0.955,2,0,5.031,0.057,0.0,14.349,0.158,2.764,2.313,9.92,1,1.456,9.884,8.232,4.091,0.237,0,7.995,3.347,0,0.068,6.613,16.116,2.366,2.366,14.41,11.085,0.218,6.88,3.429,-0.858,1.415,0.346,5,3.67,3.844,29.87,0,3.916,247.193,0,10,247.193,247.193,247.193,247.193,14.66,3,0,10.026,47,8.302,4.746,1.254,4.087,0.85,1.996,240.215,44,247.193,1.438,37.308,0.821,1.181
5.629,3.329,0.937,3.326,0.876,2,1,2.372,0.0,2.919,14.467,0.082,3.186,2.13,11.488,0,1.407,11.242,9.056,4.906,0.125,0,8.785,3.227,0,0.035,7.293,16.336,2.269,2.269,15.822,12.22,0.413,8.353,3.51,0.251,1.406,0.188,4,3.808,3.879,34.415,0,3.962,282.506,0,5,282.506,282.506,282.506,282.506,15.401,3,0,11.843,54,9.922,4.872,1.169,4.089,0.756,1.919,296.423,52,270.735,1.362,83.875,1.123,1.225
8.662,3.579,1.234,3.568,1.136,3,0,4.072,0.092,0.0,19.228,0.082,3.812,2.414,13.845,1,1.578,13.859,10.555,6.293,0.125,0,10.182,3.421,0,0.035,8.37,20.561,2.426,2.426,19.211,16.028,0.518,10.437,3.661,-0.785,1.821,0.188,9,3.753,4.056,38.682,0,4.147,353.133,0,10,353.133,353.133,353.133,353.133,18.399,4,0,15.048,62,11.992,5.047,1.625,4.334,1.015,2.026,347.076,59,353.133,1.809,4.643,1.15,1.275
8.821,3.182,1.101,3.182,0.952,2,0,5.069,0.074,0.0,15.911,0.158,2.86,2.228,10.811,1,1.454,10.91,8.336,4.604,0.237,0,8.065,3.31,0,0.068,6.689,16.895,2.366,2.366,14.941,11.659,0.246,7.471,3.444,-0.858,1.419,0.346,5,3.655,3.853,30.841,0,3.921,282.506,0,8,282.506,282.506,282.506,282.506,14.704,3,0,10.407,50,8.441,4.778,1.327,4.093,0.849,1.988,261.066,47,282.506,1.456,6.249,0.821,1.181
8.523,3.691,1.211,3.689,1.061,4,0,2.534,-0.021,0.0,19.506,0.082,3.876,2.36,13.901,2,1.589,15.555,11.273,6.278,0.125,0,10.979,3.47,0,0.035,9.038,19.453,2.541,2.541,19.164,15.81,0.426,11.075,3.741,-0.863,1.779,0.188,4,3.778,4.123,41.222,0,4.223,341.362,0,21,341.362,341.362,341.362,341.362,19.578,4,0,15.446,64,12.171,5.034,1.679,4.353,1.04,1.981,354.413,60,373.581,1.725,3.124,1.221,1.199
6.0,3.219,1.012,3.209,0.937,4,0,2.561,0.012,0.0,17.345,0.082,2.74,1.918,11.462,0,1.327,11.867,7.504,4.509,0.125,0,7.237,2.997,0,0.035,5.954,19.512,2.068,2.068,16.667,13.406,0.313,8.006,3.324,-0.879,1.416,0.188,2,3.283,3.81,26.836,0,3.897,270.735,0,5,270.735,270.735,270.735,270.735,13.505,1,0,11.778,45,7.582,4.795,1.402,4.152,0.803,2.004,226.477,42,270.735,1.62,3.124,0.771,1.091
9.398,3.595,1.211,3.554,1.082,4,0,2.474,-0.036,0.0,18.719,0.082,3.724,2.36,13.332,2,1.575,14.656,10.498,6.665,0.125,0,10.104,3.472,0,0.035,8.326,18.068,2.544,2.544,17.656,14.643,0.453,10.95,3.671,-0.759,1.696,0.188,4,3.728,4.063,38.585,0,4.13,341.362,0,9,341.362,341.362,341.362,341.362,18.603,3,0,14.668,62,12.072,5.048,1.61,4.28,0.939,2.03,347.076,59,341.362,1.679,3.124,1.12,1.273
6.94,3.267,1.169,3.27,0.979,4,0,2.559,0.041,0.0,22.878,0.082,3.504,2.516,14.074,0,1.53,16.002,9.945,5.568,0.125,0,9.596,3.505,0,0.035,7.9,24.198,2.496,2.496,20.383,17.022,0.479,9.992,3.614,-0.913,1.745,0.188,3,3.682,4.086,35.358,0,4.173,317.82,0,21,317.82,317.82,317.82,317.82,17.945,2,0,14.642,57,9.995,5.011,1.883,4.411,0.931,2.048,303.58,53,317.82,2.046,3.124,1.157,1.324
5.301,3.467,1.127,3.455,1.004,0,1,1.642,0.011,3.351,14.001,1.754,3.438,2.187,11.06,0,1.56,9.817,9.721,5.155,1.37,0,9.497,3.24,1,2.535,7.924,14.659,2.294,2.294,14.255,10.555,0.418,8.118,3.58,-0.371,1.567,1.001,6,3.773,3.905,36.0,0,3.954,309.238,0,6,294.278,294.278,294.278,294.278,16.216,3,0,10.414,57,9.861,4.862,1.28,4.055,0.845,1.905,317.975,55,270.735,1.465,37.921,1.028,1.238
7.31,3.318,1.143,3.318,0.893,2,1,2.43,-0.089,2.808,12.163,0.082,2.948,2.132,9.47,0,1.507,9.847,8.426,4.374,0.125,0,8.251,3.227,1,0.035,6.788,12.981,2.268,2.268,13.011,10.058,0.177,7.257,3.431,-0.277,1.169,0.188,5,3.789,3.779,31.347,0,3.837,247.193,0,0,247.193,247.193,247.193,247.193,14.362,3,0,9.995,49,9.318,4.731,0.999,3.917,0.781,1.914,261.066,47,223.651,1.086,83.875,1.086,1.118
8.219,3.535,1.192,3.492,1.056,3,1,2.567,0.109,2.513,17.034,0.082,3.579,2.406,12.907,1,1.547,12.223,9.479,5.739,0.125,0,9.063,3.41,0,0.035,7.56,17.927,2.413,2.413,17.108,13.723,0.439,9.548,3.559,-0.37,1.59,0.188,5,3.751,3.932,35.466,0,4.039,317.82,0,12,317.82,317.82,317.82,317.82,16.054,3,0,12.981,56,10.908,4.913,1.432,4.194,0.972,2.023,310.764,54,317.82,1.562,19.529,1.148,1.181
5.301,3.473,1.128,3.46,1.025,0,1,1.682,-0.003,3.391,15.089,1.754,3.516,2.211,11.737,0,1.565,10.65,9.878,5.448,1.37,0,9.637,3.245,0,2.535,8.049,15.95,2.294,2.294,15.348,11.543,0.431,8.711,3.601,-0.405,1.595,1.001,7,3.775,3.931,36.756,0,3.992,321.009,0,9,306.049,306.049,306.049,306.049,16.408,3,0,11.371,58,10.001,4.883,1.336,4.103,0.847,1.949,325.212,56,294.278,1.516,21.135,1.04,1.244
5.611,3.325,0.89,3.319,0.715,0,1,2.077,-0.094,2.898,11.168,0.082,2.516,1.999,8.715,0,1.415,9.691,7.606,4.083,0.125,0,7.259,3.117,0,0.035,6.055,12.845,2.209,2.209,11.719,10.533,0.243,6.967,3.382,0.337,1.072,0.188,2,3.847,3.724,31.245,0,3.806,223.651,0,1,223.651,223.651,223.651,223.651,13.098,2,0,9.832,46,9.221,4.609,0.947,3.913,0.691,1.914,247.133,45,211.88,1.06,129.829,0.831,1.134
6.19,3.316,1.143,3.318,0.892,2,1,2.43,-0.095,2.797,11.751,0.082,2.934,2.13,9.392,0,1.475,9.239,8.399,4.091,0.125,0,8.232,3.227,1,0.035,6.777,12.751,2.268,2.268,12.911,9.66,0.184,6.881,3.418,0.352,1.157,0.188,6,3.789,3.767,31.142,0,3.826,235.422,0,0,235.422,235.422,235.422,235.422,14.32,3,1,9.687,49,9.29,4.731,0.987,3.906,0.781,1.913,261.066,47,223.651,1.057,117.201,1.08,1.1
7.58,3.194,1.129,3.194,0.996,2,0,5.103,-0.063,0.0,14.824,0.158,2.894,2.133,11.237,1,1.465,10.19,8.312,4.541,0.237,0,8.063,3.168,0,0.068,6.679,17.22,2.193,2.193,15.68,11.789,0.218,7.551,3.43,-0.896,1.443,0.346,3,3.702,3.842,30.387,0,3.932,282.506,0,13,282.506,282.506,282.506,282.506,14.481,3,0,10.736,49,8.375,4.788,1.251,4.088,0.881,1.975,254.084,46,282.506,1.451,6.249,0.821,1.181
8.3,3.38,1.149,3.375,0.961,3,0,4.992,-0.055,0.0,14.225,0.373,3.447,2.055,11.98,0,1.45,9.753,8.9,5.02,0.441,0,8.711,3.075,0,0.264,7.185,16.546,2.088,2.088,16.1,11.207,0.437,7.92,3.445,-0.858,1.423,0.515,4,3.666,3.795,32.364,0,3.895,329.591,0,8,329.591,329.591,329.591,329.591,14.233,3,0,10.794,53,9.003,4.862,1.134,4.044,0.825,1.948,289.294,51,329.591,1.333,6.249,1.064,1.225
7.553,3.554,1.168,3.543,0.906,6,0,5.152,0.071,0.0,18.536,0.158,3.693,2.383,12.142,1,1.657,14.019,10.536,5.128,0.237,0,10.266,3.457,0,0.068,8.44,19.029,2.513,2.513,17.649,14.374,0.478,8.8,3.645,-0.785,1.836,0.346,6,3.791,4.049,37.29,0,4.138,294.278,0,5,294.278,294.278,294.278,294.278,18.56,4,1,12.823,58,11.378,4.978,1.72,4.294,0.825,1.977,310.764,54,313.784,1.878,70.879,1.064,1.213
6.983,3.551,1.113,3.54,0.926,6,0,5.198,0.06,0.0,18.673,0.158,3.753,2.309,12.723,1,1.658,13.797,10.414,5.325,0.237,0,10.098,3.426,0,0.068,8.318,19.232,2.494,2.494,17.456,14.24,0.598,8.831,3.627,-0.778,1.832,0.346,5,3.79,4.029,37.052,0,4.118,317.82,0,3,317.82,317.82,317.82,317.82,18.167,4,0,12.448,59,11.264,4.984,1.666,4.274,0.825,1.939,317.975,55,325.555,1.854,56.605,1.064,1.395
7.84,3.373,1.15,3.368,0.96,3,0,4.999,-0.008,0.0,14.341,0.373,3.447,1.99,11.98,0,1.445,9.839,8.9,5.02,0.441,0,8.71,3.002,0,0.264,7.186,16.556,2.011,2.011,16.1,11.219,0.436,7.92,3.445,-0.858,1.423,0.515,4,3.665,3.795,32.364,0,3.895,329.591,0,8,329.591,329.591,329.591,329.591,14.233,3,0,10.794,53,9.003,4.862,1.154,4.044,0.825,1.949,289.294,51,329.591,1.336,6.249,1.064,1.235
7.08,3.414,1.092,3.4,1.022,6,0,5.076,-0.1,0.0,14.956,0.158,3.613,1.697,12.491,0,1.48,10.377,8.925,4.993,0.237,0,8.741,2.701,0,0.068,7.257,16.208,1.704,1.704,16.601,11.01,0.555,8.159,3.432,-0.896,1.473,0.346,2,3.605,3.79,31.91,0,3.912,329.591,0,14,329.591,329.591,329.591,329.591,14.036,3,0,10.973,52,8.986,4.877,1.2,4.056,0.825,1.948,282.193,50,329.591,1.348,6.249,1.044,1.333
7.658,3.552,1.099,3.54,0.86,6,0,5.14,0.074,0.0,17.697,0.158,3.604,2.341,11.389,1,1.658,13.283,10.369,4.894,0.237,0,10.111,3.45,0,0.068,8.307,18.115,2.515,2.515,16.722,13.696,0.482,8.252,3.626,-0.751,1.813,0.346,5,3.791,4.028,36.535,0,4.107,282.506,0,3,282.506,282.506,282.506,282.506,18.376,4,0,12.27,57,11.228,4.958,1.656,4.265,0.825,1.938,303.58,53,278.471,1.855,87.665,1.064,1.239
9.04,3.288,1.046,3.286,0.872,3,0,4.72,-0.01,0.0,11.701,0.373,2.981,1.75,10.7,0,1.388,8.021,7.616,4.442,0.441,0,7.318,2.808,0,0.264,6.178,14.62,1.865,1.865,14.165,9.877,0.469,6.857,3.31,-0.886,1.217,0.515,3,3.471,3.644,29.148,0,3.762,306.049,0,6,306.049,306.049,306.049,306.049,11.872,2,0,9.544,47,7.688,4.675,0.945,3.911,0.825,1.94,254.084,46,306.049,1.174,6.249,0.823,1.282
5.77,3.281,0.965,3.22,0.825,6,0,5.126,0.089,0.0,14.591,0.158,3.009,1.848,9.954,1,1.236,11.021,8.229,4.188,0.237,0,7.991,2.988,0,0.068,6.533,15.512,2.127,2.127,14.336,12.316,0.25,6.917,3.387,-0.717,1.408,0.346,1,3.756,3.792,29.381,0,3.887,247.193,0,2,247.193,247.193,247.193,247.193,14.394,3,0,10.475,46,9.41,4.785,1.217,4.038,0.825,1.889,233.329,43,278.471,1.376,39.82,0.909,0.965
8.398,3.547,1.123,3.536,0.825,6,0,5.165,0.039,0.0,19.27,0.158,3.711,2.297,12.432,1,1.639,14.345,10.484,5.397,0.237,0,10.194,3.432,0,0.068,8.396,19.074,2.515,2.515,17.241,14.249,0.573,8.884,3.638,-0.751,1.804,0.346,5,3.79,4.035,37.506,0,4.112,317.82,0,4,317.82,317.82,317.82,317.82,18.412,4,1,12.302,60,11.377,4.981,1.751,4.27,0.825,1.94,325.212,56,325.555,1.853,56.605,1.064,1.395
8.624,3.414,1.101,3.403,1.035,3,0,4.992,-0.034,0.0,14.225,0.373,3.447,2.019,11.98,0,1.483,9.753,8.9,5.02,0.441,0,8.711,3.061,0,0.264,7.185,16.546,2.088,2.088,16.1,11.207,0.548,7.92,3.445,-0.858,1.423,0.515,5,3.636,3.795,32.364,0,3.895,329.591,0,6,329.591,329.591,329.591,329.591,14.233,3,0,10.794,53,9.003,4.862,1.134,4.044,0.825,1.944,289.294,51,329.591,1.333,6.249,1.064,1.304
6.9,3.553,1.149,3.542,0.931,6,0,5.166,0.076,0.0,18.33,0.158,3.693,2.373,12.084,1,1.658,13.761,10.536,5.128,0.237,0,10.267,3.458,0,0.068,8.437,18.767,2.513,2.513,17.57,14.186,0.482,8.741,3.645,-0.785,1.842,0.346,8,3.791,4.048,37.29,0,4.136,294.278,0,5,294.278,294.278,294.278,294.278,18.56,4,0,12.889,58,11.378,4.981,1.69,4.295,0.825,1.969,310.764,54,313.784,1.885,70.879,1.064,1.243
