pXC50,Sp,nAT,nBT,nH,nCsp3,nHM,nS,SCBO,nBM,nN,nDB,nC,Sv,nSK,nBO,Se,MW,nO,nHet,Me,nAB,O.
8.538,61.626,94.0,100.0,46,16,0,0,68.0,25,6,3,39,57.809,48,54,93.265,646.91,3,9,0.992,22,3.2
6.0,132.927,206.0,212.0,99,32,2,2,141.5,46,13,11,77,126.027,107,113,207.381,1511.03,15,30,1.007,35,7.3
7.289,101.603,153.0,159.0,70,21,3,2,113.5,41,11,8,59,96.389,83,89,154.377,1192.99,10,24,1.009,33,6.5
8.041,96.433,147.0,152.0,68,21,2,2,107.0,37,10,9,56,91.728,79,84,148.396,1121.48,11,23,1.009,28,7.5
6.559,99.046,152.0,157.0,68,21,2,2,114.0,39,12,11,56,95.389,84,89,154.697,1197.5,14,28,1.018,28,9.2
6.092,105.228,161.0,166.0,72,21,3,2,119.0,39,15,11,58,101.092,89,94,163.883,1287.04,13,31,1.018,28,8.1
9.222,53.336,81.0,85.0,39,11,0,0,60.0,25,5,3,34,50.207,42,46,80.512,565.78,3,8,0.994,22,3.7
6.0,100.302,152.0,157.0,69,20,3,2,111.5,38,12,9,57,95.599,83,88,153.923,1197.97,11,26,1.013,29,7.2
7.244,92.91,141.0,146.0,64,19,2,2,105.0,37,10,9,54,88.675,77,82,142.628,1093.42,11,23,1.012,28,7.8
8.469,53.336,81.0,85.0,39,11,0,0,60.0,25,5,3,34,50.207,42,46,80.512,565.78,3,8,0.994,22,3.7
7.027,102.791,155.0,161.0,69,20,3,2,117.5,42,13,9,59,98.288,86,92,157.21,1239.0,10,27,1.014,33,6.5
8.056,59.097,88.0,93.0,41,10,0,0,69.0,31,5,3,39,55.734,47,52,87.396,627.85,3,8,0.993,28,3.4
6.607,100.376,155.0,160.0,74,26,3,2,106.0,31,13,9,55,94.959,81,86,156.465,1177.01,10,26,1.009,22,6.5
6.662,99.137,151.0,157.0,68,20,2,2,114.0,41,12,9,57,94.959,83,89,153.043,1177.51,12,26,1.014,32,7.9
7.796,57.336,85.0,90.0,39,9,0,0,68.0,31,5,3,38,54.207,46,51,84.512,613.82,3,8,0.994,28,3.5
7.77,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
8.097,60.859,91.0,96.0,43,11,0,0,70.0,31,5,3,40,57.261,48,53,90.279,641.88,3,8,0.992,28,3.3
8.854,60.319,92.0,97.0,44,14,0,0,68.0,26,6,4,38,56.997,48,53,91.708,648.88,4,10,0.997,22,4.3
6.963,91.984,143.0,147.0,69,23,2,2,97.0,30,11,8,51,87.035,74,78,144.17,1060.45,10,23,1.008,22,7.0
6.701,102.66,157.0,163.0,72,22,2,2,116.0,41,12,9,59,98.013,85,91,158.81,1205.57,12,26,1.012,32,7.6
9.523,56.262,82.0,87.0,36,7,0,0,68.0,32,3,2,39,53.547,46,51,81.821,613.78,3,7,0.998,30,3.7
4.84,44.222,67.0,71.0,31,10,0,0,50.0,19,3,1,29,42.162,36,40,67.239,491.63,2,7,1.004,18,3.0
7.602,51.574,78.0,82.0,37,10,0,0,59.0,25,5,3,33,48.68,41,45,77.629,551.75,3,8,0.995,22,3.8
8.495,53.336,81.0,85.0,39,11,0,0,60.0,25,5,3,34,50.207,42,46,80.512,565.78,3,8,0.994,22,3.7
7.886,43.5,67.0,70.0,32,10,0,0,49.0,19,4,3,27,41.32,35,38,67.087,476.63,4,8,1.001,16,6.0
7.301,53.336,81.0,85.0,39,11,0,0,60.0,25,5,3,34,50.207,42,46,80.512,565.78,3,8,0.994,22,3.7
6.0,132.177,207.0,213.0,95,32,2,2,147.5,44,17,15,73,127.579,112,118,210.89,1594.99,20,39,1.019,29,9.7
6.0,134.433,208.0,215.0,96,32,3,2,148.5,46,17,13,75,128.789,112,119,211.115,1607.47,17,37,1.015,33,8.2
8.432,50.671,75.0,79.0,34,9,1,0,59.0,25,5,3,32,47.981,41,45,75.069,572.16,3,9,1.001,22,4.0
6.0,141.569,220.0,227.0,100,34,3,2,157.5,45,19,16,78,136.503,120,127,224.184,1723.56,20,42,1.019,29,9.1
9.066,61.569,94.0,100.0,44,14,0,0,71.0,26,8,4,38,58.513,50,56,94.028,676.9,4,12,1.0,22,4.3
6.504,105.069,159.0,165.0,72,21,3,2,118.5,42,13,9,60,100.147,87,93,160.908,1251.04,11,27,1.012,33,6.9
6.0,130.069,200.0,206.0,91,32,3,2,143.0,42,16,14,70,124.348,109,115,203.974,1667.81,20,39,1.02,28,10.0
8.022,93.217,142.0,147.0,66,20,2,2,103.0,36,10,8,54,88.487,76,81,143.185,1079.44,10,22,1.008,28,7.0
6.0,110.285,169.0,175.0,74,22,2,2,129.5,43,16,14,62,106.716,95,101,172.316,1347.66,15,33,1.02,29,8.9
6.209,102.791,155.0,161.0,69,20,3,2,117.5,42,13,9,59,98.288,86,92,157.21,1239.0,10,27,1.014,33,6.5
8.301,44.052,68.0,71.0,33,10,0,0,49.0,19,5,3,27,41.627,35,38,67.861,475.65,3,8,0.998,16,4.4
8.06,93.217,142.0,147.0,66,20,2,2,103.0,36,10,8,54,88.487,76,81,143.185,1079.44,10,22,1.008,28,7.0
6.0,140.416,218.0,225.0,101,34,3,2,154.5,47,18,14,78,134.579,117,124,221.312,1678.56,18,39,1.015,33,8.3
6.827,102.853,155.0,161.0,70,20,3,2,116.5,42,13,9,59,97.905,85,91,156.697,1221.01,10,26,1.011,33,6.5
7.301,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
7.569,93.217,142.0,147.0,66,20,2,2,103.0,36,10,8,54,88.487,76,81,143.185,1079.44,10,22,1.008,28,7.0
7.292,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
8.097,65.188,99.0,105.0,47,16,1,1,74.0,27,7,5,39,61.447,52,58,99.098,726.0,5,13,1.001,22,5.1
7.921,102.728,159.0,165.0,76,22,0,0,114.0,42,10,8,63,97.746,83,89,159.45,1133.49,10,20,1.003,34,6.3
7.959,96.433,147.0,152.0,68,21,2,2,107.0,37,10,9,56,91.728,79,84,148.396,1121.48,11,23,1.009,28,7.5
7.553,98.194,150.0,155.0,70,22,2,2,108.0,37,10,9,57,93.255,80,85,151.279,1135.51,11,23,1.009,28,7.3
7.046,98.194,150.0,155.0,70,22,2,2,108.0,37,10,9,57,93.255,80,85,151.279,1135.51,11,23,1.009,28,7.3
7.301,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
7.585,96.433,147.0,152.0,68,21,2,2,107.0,37,10,9,56,91.728,79,84,148.396,1121.48,11,23,1.009,28,7.5
7.301,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
8.921,51.574,78.0,82.0,37,10,0,0,59.0,25,5,3,33,48.68,41,45,77.629,551.75,3,8,0.995,22,3.8
8.745,49.813,75.0,79.0,35,9,0,0,58.0,25,5,3,32,47.153,40,44,74.745,537.72,3,8,0.997,22,4.0
8.046,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
6.971,92.91,141.0,146.0,64,19,2,2,105.0,37,10,9,54,88.675,77,82,142.628,1093.42,11,23,1.012,28,7.8
6.495,108.234,165.0,171.0,73,22,3,2,124.0,40,16,12,60,104.114,92,98,167.985,1326.08,13,32,1.018,28,7.9
6.371,103.308,156.0,162.0,70,20,3,2,117.5,42,13,9,59,98.62,86,92,158.025,1237.01,11,27,1.013,33,7.1
8.131,96.433,147.0,152.0,68,21,2,2,107.0,37,10,9,56,91.728,79,84,148.396,1121.48,11,23,1.009,28,7.5
8.456,56.336,84.0,89.0,39,10,0,0,66.5,30,5,3,37,53.207,45,50,83.512,601.81,3,8,0.994,27,3.6
6.0,109.989,167.0,173.0,74,22,3,2,125.5,41,15,12,62,105.619,93,99,169.766,1337.1,13,31,1.017,29,7.8
7.678,92.91,141.0,146.0,64,19,2,2,105.0,37,10,9,54,88.675,77,82,142.628,1093.42,11,23,1.012,28,7.8
6.355,101.847,153.0,159.0,69,20,3,2,115.5,42,12,9,59,96.884,84,90,154.596,1205.99,10,25,1.01,33,6.5
6.0,127.41,200.0,206.0,92,32,2,2,142.0,42,16,14,70,123.031,108,114,203.904,1541.92,20,38,1.02,28,10.0
6.955,105.313,159.0,165.0,71,20,3,2,120.5,43,14,10,60,100.641,88,94,161.126,1264.04,11,28,1.013,33,6.9
6.336,84.586,129.0,133.0,59,18,3,2,93.0,30,12,8,46,80.535,70,74,130.85,1023.76,9,24,1.014,22,7.0
8.456,60.665,92.0,97.0,43,13,1,1,70.0,27,7,5,36,57.393,49,54,92.33,685.93,5,13,1.004,22,5.4
6.138,101.847,153.0,159.0,69,20,3,2,115.5,42,12,9,59,96.884,84,90,154.596,1205.99,10,25,1.01,33,6.5
6.662,99.842,150.0,156.0,68,20,3,2,112.5,41,11,8,58,94.862,82,88,151.494,1178.96,10,24,1.01,33,6.7
6.048,152.348,239.0,246.0,113,40,3,2,163.5,47,18,14,84,145.884,126,133,242.595,1810.74,21,42,1.015,33,8.8
6.182,97.149,148.0,153.0,70,23,3,2,104.5,35,11,8,55,91.674,78,83,149.05,1128.95,9,23,1.007,27,6.1
6.252,101.558,155.0,160.0,70,20,3,2,114.0,38,15,10,56,97.136,85,90,157.345,1229.0,11,29,1.015,28,7.1
9.398,50.569,76.0,80.0,36,9,0,0,59.0,28,4,2,33,47.659,40,44,75.527,536.73,3,7,0.994,26,3.9
6.719,101.558,155.0,160.0,70,20,3,2,114.0,38,15,10,56,97.136,85,90,157.345,1229.0,11,29,1.015,28,7.1
6.0,137.262,215.0,221.0,98,34,3,2,151.0,40,19,16,74,132.691,117,123,219.628,1689.5,21,43,1.022,24,9.8
7.222,92.91,141.0,146.0,64,19,2,2,105.0,37,10,9,54,88.675,77,82,142.628,1093.42,11,23,1.012,28,7.8
7.337,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
7.086,94.671,144.0,149.0,66,20,2,2,106.0,37,10,9,55,90.201,78,83,145.512,1107.45,11,23,1.01,28,7.6
6.0,100.597,154.0,159.0,69,20,2,2,115.5,40,13,11,57,96.695,85,90,156.472,1208.53,13,28,1.016,29,8.4
6.0,127.87,202.0,207.0,93,32,2,2,141.0,39,17,15,69,123.767,109,114,206.334,1560.93,21,40,1.021,24,10.4
6.0,131.882,205.0,211.0,95,32,3,2,143.5,42,16,13,73,126.483,110,116,208.341,1584.43,18,37,1.016,29,8.8
6.0,84.938,131.0,135.0,61,19,2,2,93.0,30,11,8,47,80.928,70,74,132.636,1004.33,10,23,1.012,22,7.6
8.004,110.512,165.0,172.0,74,19,2,2,128.0,50,12,10,67,105.11,91,98,166.039,1271.67,10,24,1.006,40,6.1
6.0,106.166,157.0,163.0,72,21,3,2,116.0,42,11,8,61,99.405,85,91,158.006,1310.48,10,24,1.006,34,6.4
6.0,132.524,202.0,208.0,95,31,3,2,141.0,45,14,11,74,125.026,107,113,204.112,1627.87,16,33,1.01,34,7.9
9.4,95.245,149.0,155.0,71,22,0,0,106.0,36,13,8,56,90.989,78,84,149.894,1070.4,9,22,1.006,28,6.0
6.0,89.546,136.0,141.0,64,19,2,2,98.0,35,10,7,52,84.53,72,77,136.646,1021.4,8,20,1.005,28,5.9
6.0,138.126,214.0,219.0,105,37,3,2,140.0,40,16,12,75,129.461,109,114,215.522,1662.0,15,34,1.007,28,7.0
6.0,129.41,201.0,207.0,96,31,2,2,139.0,45,14,11,74,122.995,105,111,202.715,1485.98,15,31,1.009,34,7.5
6.0,92.66,137.0,142.0,63,19,3,2,100.0,35,10,7,52,86.562,74,79,138.043,1163.29,9,22,1.008,28,6.6
6.0,118.694,173.0,181.0,77,20,3,2,135.5,54,12,9,71,111.48,96,104,173.875,1449.64,10,25,1.005,45,5.8
6.0,93.762,142.0,147.0,66,19,2,2,103.5,37,10,8,55,88.772,76,81,142.857,1075.45,9,21,1.006,29,6.3
6.0,86.018,129.0,134.0,59,16,2,2,96.5,36,9,7,51,81.455,70,75,129.777,990.33,8,19,1.006,29,6.2
6.0,117.791,175.0,183.0,79,20,2,2,136.0,55,11,9,73,111.669,96,104,175.588,1334.77,10,23,1.003,46,5.7
6.0,103.052,156.0,162.0,73,21,2,2,114.0,42,11,8,61,97.374,83,89,156.61,1168.59,9,22,1.004,34,5.8
6.0,108.967,164.0,171.0,74,20,2,2,125.5,48,12,9,65,103.825,90,97,165.366,1263.65,11,25,1.008,39,6.7
6.0,111.705,171.0,177.0,80,24,2,2,123.0,43,12,9,65,106.12,91,97,172.344,1285.71,12,26,1.008,34,7.0
6.0,102.501,155.0,161.0,72,21,2,2,114.0,42,10,8,61,97.067,83,89,155.835,1169.57,10,22,1.005,34,6.5
6.0,86.018,129.0,134.0,59,16,2,2,96.5,36,9,7,51,81.455,70,75,129.777,990.33,8,19,1.006,29,6.2
6.0,110.382,163.0,169.0,74,21,3,2,121.5,44,11,9,64,103.647,89,95,164.217,1364.53,11,25,1.007,35,6.7
6.0,110.512,165.0,172.0,74,19,2,2,128.0,50,12,10,67,105.11,91,98,166.039,1271.67,10,24,1.006,40,6.1
6.0,143.37,222.0,229.0,105,33,2,2,156.0,52,15,12,83,136.553,117,124,224.006,1649.17,17,34,1.009,40,7.7
6.662,99.131,150.0,156.0,67,19,2,2,114.5,42,11,9,58,94.938,83,89,151.941,1174.5,12,25,1.013,33,8.0
6.0,107.722,163.0,169.0,75,21,2,2,120.5,44,11,9,64,102.33,88,94,164.148,1238.64,11,24,1.007,35,6.7
6.0,134.081,208.0,214.0,98,31,2,2,145.5,47,14,12,77,127.951,110,116,210.253,1556.03,17,33,1.011,35,8.2
6.0,107.722,163.0,169.0,75,21,2,2,120.5,44,11,9,64,102.33,88,94,164.148,1238.64,11,24,1.007,35,6.7
6.0,133.075,203.0,209.0,96,31,3,2,141.0,45,15,11,74,125.333,107,113,204.886,1626.89,15,33,1.009,34,7.4
6.0,114.774,176.0,182.0,84,26,2,2,124.0,43,12,9,67,108.459,92,98,176.784,1297.77,11,25,1.004,34,6.3
6.0,102.728,149.0,156.0,67,18,3,2,115.5,46,10,7,61,95.901,82,89,149.483,1259.42,8,21,1.003,39,5.4
6.0,131.626,205.0,211.0,98,32,2,2,141.0,45,14,11,75,125.236,107,113,206.926,1516.01,16,32,1.009,34,7.8
6.0,93.762,142.0,147.0,66,19,2,2,103.5,37,10,8,55,88.772,76,81,142.857,1075.45,9,21,1.006,29,6.3
5.301,40.858,61.0,65.0,29,8,0,0,47.0,22,4,0,27,38.317,32,36,60.407,428.6,0,5,0.99,22,0.0
5.479,52.643,81.0,86.0,41,15,0,0,56.0,19,5,3,33,49.019,40,45,80.068,539.79,2,7,0.988,16,2.5
5.35,52.643,81.0,86.0,41,15,0,0,56.0,19,5,3,33,49.019,40,45,80.068,539.79,2,7,0.988,16,2.5
7.9,73.501,115.0,119.0,56,18,0,0,80.0,28,8,6,44,69.818,59,63,115.312,809.08,7,15,1.003,22,6.1
7.06,48.0,71.0,75.0,34,10,1,1,53.5,23,4,2,30,44.604,37,41,70.392,514.75,2,7,0.991,21,2.8
7.387,52.523,78.0,83.0,38,13,1,1,57.5,23,4,2,33,48.658,40,45,77.159,554.82,2,7,0.989,21,2.6
6.788,59.54,94.0,98.0,47,17,0,0,64.0,23,7,3,35,56.26,47,51,94.021,645.89,5,12,1.0,20,5.3
