pXC50,CATS2D_09_LL,IC3,Eig04_EA.bo.,SM14_AEA.ri.,P_VSA_e_2,X1A,P_VSA_p_3,P_VSA_v_3,LOC,SpMin2_Bh.p.,nBnz,SpMin2_Bh.e.,Eig04_AEA.bo.,SpMax1_Bh.m.,D.Dtr06,SpMaxA_AEA.dm.,SpMax7_Bh.s.,GGI10,Eig06_AEA.bo.,SpMax2_Bh.p.,C.024,SpMin6_Bh.i.,ATSC5m,Eig08_EA.ed.,SM03_AEA.ri.,SpDiam_EA.bo.,ATSC6p,SpMin5_Bh.v.,ATSC5p,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,GGI9,NaaCH,ZM1V,SpMin6_Bh.e.,CATS2D_06_AP,RBN,NRS,SpMin5_Bh.p.,SpMax2_Bh.m.,ATSC5i,SpMin2_Bh.v.,ZM1MulPer,D.Dtr09,IC2,ATSC6v,ATS8m,ZM1Kup,ATSC4i,ATSC3i,ATSC7p,SpMax3_Bh.m.,ATSC6i,D.Dtr05,SpMin2_Bh.i.,SpMAD_AEA.ri.,ATS3p,X3v,RBF,Eig04_EA,SM12_AEA.bo.,C.034,nH,MSD,ATS4p,SaaaC,RDCHI,SpMax4_Bh.p.,SpMax6_Bh.s.,IC5,Eig12_EA.bo.,IDE,GGI8,Eig12_EA,SM06_AEA.dm.,SpMax4_Bh.v.,P_VSA_m_2,CATS2D_04_AP,SpMax2_Bh.v.,GMTI,ATSC4p,IC4,HVcpx,ATSC7v,P_VSA_p_1,ATS7i,Eig10_AEA.ri.,ATS5p,NsOH,SpMin4_Bh.e.,NaaaC,piPC02,SM02_EA.bo.,CSI,Hypnotic.80,GMTIV,SpMax4_Bh.m.,SpMin4_Bh.p.,SpMax2_Bh.i.,SMTI,PJI2,Depressant.80,ATSC1m,SpMin6_Bh.s.,Eig12_EA.ed.,SM07_AEA.ri.,ATS3v,SpMax1_Bh.p.,SpMaxA_EA,ATS4v,nPyrroles,CATS2D_08_LL,SpMin6_Bh.p.,Eig03_EA.bo.,SM13_AEA.ri.,SpMax4_Bh.i.,C.019,MW,SpMin4_Bh.v.,Chi0_EA.ri.,XMOD,P_VSA_LogP_7,UNIP,CIC0,SpMaxA_AEA.ri.,ECC,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.ed.,ATSC3v,CID,S2K,ATS6e,X1,Eig13_AEA.ri.,P_VSA_s_4,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.
7.842,8,4.807,2.677,2.677,110.308,0.45,149.457,149.457,0.418,1.991,2,1.908,3.322,4.155,131.889,0.145,3.674,0.073,2.645,3.851,8,0.961,20.641,2.174,2.174,7.556,5.981,1.397,6.771,4.556,4.556,4.556,0.075,9,290.0,1.017,0,6,2,1.373,3.838,0.809,1.993,307.866,86.764,4.281,8.39,3.016,284.605,0.877,0.945,5.669,3.542,0.754,45.54,1.879,1.456,3.752,3.656,0.15,1.896,1.896,1,17,6.256,3.652,1.942,3.563,3.27,3.894,4.88,-0.3,3.495,0.121,-0.257,-0.257,3.263,145.104,0,3.843,5198.0,7.408,4.88,3.327,7.635,176.567,4.416,1.556,3.47,0,1.471,2,4.056,4.741,477.0,0,13763.0,3.441,1.683,3.952,4947.0,0.857,1,7.315,0.297,-0.576,-0.576,3.649,4.03,0.136,3.526,1,6,1.185,3.045,3.045,3.449,0,300.81,1.681,14.974,67.098,164.795,80.0,3.71,0.178,219.0,-1.571,-1.571,9.016,9.991,3.788,6.873,4.206,10.343,0.21,84.857,11.382,11.382,11.382
6.146,3,4.609,3.038,3.038,130.685,0.453,176.639,176.639,1.016,1.993,2,1.888,3.73,6.88,283.703,0.113,4.326,0.21,3.31,3.876,4,1.133,50.524,4.246,4.246,7.167,13.279,1.543,13.426,4.167,4.167,4.167,0.208,4,474.0,1.2,0,8,2,1.527,3.961,1.644,1.979,504.445,0.0,4.196,17.176,3.762,509.31,1.601,1.422,12.381,3.85,1.497,0.0,1.882,1.454,4.186,5.657,0.136,2.405,2.405,0,27,7.548,4.231,0.0,4.053,3.241,4.408,5.038,0.562,3.791,0.275,0.498,0.498,3.255,151.82,0,3.873,11940.0,13.038,4.784,3.599,16.405,306.049,5.238,2.037,4.195,0,1.389,0,4.248,4.934,796.0,0,36009.0,3.539,1.65,3.947,11783.0,1.0,0,10.802,0.576,0.979,0.979,4.127,3.934,0.098,4.152,0,4,1.522,3.148,3.148,3.508,0,479.41,1.647,21.421,101.466,306.049,141.0,4.212,0.128,381.0,0.52,0.52,11.836,14.125,4.121,10.597,5.001,14.498,1.229,84.562,15.517,15.517,15.517
6.58,7,4.937,2.592,2.592,121.107,0.442,121.107,121.107,0.444,2.034,2,1.899,3.504,3.946,389.771,0.119,3.826,0.115,3.065,3.833,8,1.064,34.361,3.137,3.137,6.839,11.895,1.46,12.322,3.839,3.839,3.839,0.084,8,352.0,1.153,0,4,4,1.464,3.87,1.748,2.038,375.044,0.0,4.07,16.788,3.477,412.782,1.831,1.864,10.634,3.683,1.627,0.0,1.867,1.484,4.222,5.789,0.068,2.349,2.349,0,28,7.275,4.184,0.0,4.107,3.534,4.262,5.022,1.0,3.766,0.197,1.0,1.0,3.538,130.48,0,3.837,11059.0,13.145,5.022,3.601,15.685,344.551,5.09,2.098,4.132,0,1.675,0,4.159,4.844,761.0,0,25028.0,3.581,1.846,3.96,10358.0,1.0,0,12.703,0.825,2.136,2.136,4.113,3.913,0.097,4.058,0,5,1.376,3.108,3.108,3.756,0,381.54,1.859,19.634,85.427,329.591,124.0,4.346,0.128,348.0,1.666,1.666,11.588,17.721,4.075,8.957,4.936,13.704,1.717,85.183,15.316,15.316,15.316
6.0,10,5.412,2.846,2.846,143.276,0.447,143.276,143.276,0.903,2.009,2,1.901,3.73,3.945,368.784,0.096,4.008,0.211,3.227,3.837,8,1.512,48.751,4.249,4.249,6.867,16.469,1.817,16.779,3.867,3.867,3.867,0.167,8,376.0,1.577,0,9,4,1.784,3.866,2.225,2.011,397.233,0.0,4.499,24.7,3.828,412.739,2.186,2.114,15.448,3.764,2.145,110.072,1.875,1.468,4.433,6.94,0.117,2.573,2.573,0,40,8.796,4.467,0.0,4.596,3.539,4.292,5.476,1.438,4.051,0.292,1.123,1.123,3.546,170.66,0,3.84,18874.0,16.579,5.476,3.83,23.051,459.073,5.502,2.355,4.472,0,1.667,0,4.277,4.963,1081.0,0,36629.0,3.603,1.862,3.965,18003.0,0.9,0,18.219,0.994,2.583,2.583,4.312,3.912,0.082,4.32,0,9,1.768,3.009,3.009,3.773,0,464.72,1.874,23.707,102.785,459.073,182.0,4.831,0.107,505.0,2.432,2.432,13.83,22.486,4.256,12.055,5.334,16.529,2.047,111.659,18.224,18.224,18.224
7.854,7,4.918,2.604,2.604,144.927,0.453,144.927,144.927,1.351,2.015,2,1.902,3.522,3.943,323.445,0.115,3.892,0.173,3.132,3.838,8,1.256,42.217,3.166,3.166,6.867,15.757,1.799,15.19,3.867,3.867,3.867,0.12,8,340.0,1.351,0,8,3,1.767,3.868,1.966,2.016,360.036,0.0,4.072,23.387,3.565,374.406,1.868,1.771,14.875,3.622,2.002,0.0,1.875,1.459,4.275,5.572,0.119,2.376,2.376,0,35,7.64,4.341,0.0,4.112,3.466,4.226,4.991,1.0,3.827,0.279,0.819,0.819,3.469,154.3,0,3.841,11978.0,14.435,4.991,3.637,22.329,411.989,5.458,2.099,4.383,0,1.627,0,4.174,4.86,790.0,0,24965.0,3.521,1.832,3.95,11859.0,1.0,0,15.744,0.869,1.875,1.875,4.174,3.911,0.095,4.215,0,4,1.584,3.102,3.102,3.719,0,409.63,1.852,20.837,90.225,411.989,140.0,4.652,0.124,380.0,0.791,0.791,12.068,18.544,4.122,10.83,5.237,14.512,1.591,120.484,15.664,15.664,15.664
6.833,0,4.487,1.975,1.975,61.948,0.457,61.948,61.948,1.69,1.813,1,1.55,2.844,3.957,36.187,0.231,3.209,0.0,1.948,3.369,3,0.682,13.107,-0.35,-0.35,7.059,3.301,1.193,4.066,4.059,4.059,4.059,0.0,3,208.0,0.727,0,4,1,1.179,3.46,0.517,1.824,221.467,53.941,4.323,5.128,2.013,236.137,0.582,0.658,2.795,3.33,0.467,27.841,1.469,1.442,3.319,2.354,0.133,1.601,1.601,0,14,4.176,3.203,0.0,2.779,2.904,3.501,4.487,-1.588,2.903,0.076,-1.396,-1.396,2.905,97.97,0,3.377,1557.0,4.611,4.487,2.817,4.443,141.253,4.017,0.114,3.051,0,1.136,0,3.541,4.22,220.0,0,4277.0,2.975,1.432,3.692,1638.0,0.8,0,6.408,0.105,-2.92,-2.92,3.26,3.909,0.193,3.124,0,0,0.972,2.433,2.433,3.247,0,206.27,1.464,10.534,46.351,141.253,36.0,3.288,0.254,106.0,-4.621,-4.621,6.414,6.655,3.445,4.532,3.814,7.309,-0.753,36.825,7.897,7.897,7.897
9.301,0,4.579,2.679,2.679,130.88,0.431,170.029,170.029,0.503,1.95,2,1.901,3.447,4.163,136.48,0.177,3.645,0.012,2.901,3.761,7,1.017,39.949,3.072,3.072,7.021,12.531,1.429,13.673,4.021,4.021,4.021,0.046,7,308.0,1.119,0,1,2,1.376,3.871,1.55,1.974,326.663,0.0,3.996,16.107,3.318,276.354,1.605,1.464,11.971,3.709,1.387,0.0,1.888,1.504,4.247,6.36,0.021,2.267,2.267,0,21,4.755,4.243,0.0,3.436,3.226,3.706,4.851,0.0,3.041,0.226,0.0,0.0,3.218,104.909,0,3.752,5116.0,14.704,4.851,2.932,15.419,247.193,4.96,1.837,4.207,0,1.36,0,4.06,4.745,395.0,0,11971.0,3.489,1.558,3.871,4848.0,1.0,1,9.466,0.621,0.0,0.0,4.081,4.014,0.123,4.045,0,2,1.367,2.899,2.899,3.446,0,344.94,1.58,16.266,75.751,279.413,64.0,3.976,0.159,179.0,-0.655,-0.655,9.252,15.148,3.893,6.481,4.781,11.204,0.661,80.979,12.863,12.863,12.863
5.545,7,4.842,2.928,2.928,132.99,0.452,132.99,132.99,0.961,2.02,2,1.922,3.601,3.966,260.327,0.12,4.143,0.186,3.286,3.874,5,1.134,37.298,3.19,3.19,7.078,10.338,1.574,11.795,4.078,4.078,4.078,0.188,5,382.0,1.204,0,7,2,1.557,3.9,1.569,2.02,404.874,0.0,4.416,14.89,3.488,434.92,1.595,1.44,10.16,3.544,1.397,0.0,1.904,1.451,4.138,5.11,0.121,2.254,2.254,0,28,7.28,4.171,0.0,3.95,3.246,4.392,5.146,0.557,3.741,0.226,0.494,0.494,3.262,154.125,0,3.876,10126.0,12.28,4.963,3.55,15.012,317.82,5.141,1.889,4.091,0,1.397,0,4.19,4.875,705.0,0,25789.0,3.357,1.653,3.965,9944.0,0.875,0,12.784,0.631,0.926,0.926,4.073,3.933,0.102,4.067,0,4,1.526,3.148,3.148,3.513,0,384.52,1.651,19.722,86.287,317.82,126.0,4.334,0.134,336.0,0.519,0.519,11.108,14.59,4.056,9.414,4.942,13.55,1.229,91.98,14.596,14.596,14.596
5.447,5,4.798,2.928,2.928,124.035,0.452,169.989,169.989,0.961,1.987,2,1.893,3.601,6.88,260.327,0.12,4.143,0.186,3.286,3.876,5,1.127,44.892,3.19,3.19,7.078,11.249,1.541,12.039,4.078,4.078,4.078,0.188,5,430.0,1.195,0,7,2,1.526,3.96,1.502,1.983,458.11,0.0,4.348,14.799,3.687,453.575,1.493,1.357,11.306,3.828,1.328,0.0,1.881,1.458,4.134,5.41,0.127,2.254,2.254,0,25,7.28,4.149,0.0,3.95,3.24,4.389,5.119,0.557,3.741,0.226,0.494,0.494,3.251,145.17,0,3.867,10126.0,12.289,4.925,3.55,14.664,282.506,5.073,1.888,4.064,0,1.387,0,4.19,4.875,705.0,0,30115.0,3.533,1.643,3.943,9944.0,0.875,0,9.859,0.574,0.926,0.926,4.058,3.933,0.102,4.044,0,4,1.502,3.148,3.148,3.503,0,449.38,1.644,19.886,94.659,282.506,126.0,4.12,0.134,336.0,0.519,0.519,11.108,13.649,4.056,9.743,4.865,13.55,1.229,83.155,14.596,14.596,14.596
6.697,7,5.001,2.598,2.598,130.647,0.447,130.647,130.647,0.588,2.009,2,1.899,3.512,3.945,311.436,0.112,3.827,0.114,3.072,3.835,8,1.138,40.884,3.338,3.338,6.862,14.157,1.822,14.47,3.862,3.862,3.862,0.095,8,344.0,1.2,0,5,4,1.806,3.866,1.858,2.01,363.389,0.0,4.191,20.434,3.581,378.406,1.984,1.912,13.22,3.683,1.77,0.0,1.872,1.455,4.35,6.272,0.076,2.359,2.359,0,33,7.642,4.358,0.0,4.248,3.536,4.263,5.076,1.031,3.831,0.205,1.0,1.0,3.54,140.02,0,3.838,13144.0,15.217,5.076,3.64,19.766,388.446,5.331,2.223,4.303,0,1.689,0,4.19,4.875,824.0,0,26745.0,3.584,1.873,3.956,12393.0,1.0,0,15.093,0.825,2.275,2.275,4.238,3.914,0.092,4.213,0,6,1.513,3.107,3.107,3.758,0,407.61,1.886,21.331,91.904,388.446,140.0,4.592,0.121,380.0,1.886,1.886,12.609,20.199,4.142,10.32,5.109,14.742,1.805,96.066,16.254,16.254,16.254
7.406,9,4.669,2.321,2.321,116.284,0.451,116.284,116.284,0.0,1.998,2,1.909,3.048,4.07,124.782,0.144,3.623,0.04,2.645,3.851,9,0.961,17.322,2.136,2.136,7.457,5.71,1.399,6.348,4.457,4.457,4.457,0.064,10,234.0,1.017,0,6,2,1.375,3.838,0.819,2.006,245.846,82.554,4.023,8.298,2.808,250.401,0.903,0.971,5.214,3.442,0.756,43.499,1.879,1.434,3.689,3.263,0.15,1.683,1.683,1,18,6.105,3.564,2.246,3.525,3.256,3.674,4.88,-0.607,3.447,0.097,-0.489,-0.489,3.252,151.08,0,3.843,4683.0,6.886,4.88,3.262,7.467,188.338,4.418,1.467,3.437,0,1.472,2,4.003,4.687,433.0,1,10518.0,3.277,1.683,3.952,4419.0,1.0,1,8.278,0.297,-1.123,-1.123,3.582,4.019,0.138,3.436,1,6,1.188,2.877,2.877,3.45,0,266.37,1.681,14.365,61.458,176.567,75.0,3.856,0.183,197.0,-1.788,-1.788,8.843,10.067,3.746,6.483,4.201,9.933,0.136,94.334,10.915,10.915,10.915
7.292,8,5.202,2.769,2.769,134.184,0.441,134.184,134.184,0.362,2.018,2,1.941,3.439,4.082,259.947,0.108,3.782,0.079,3.046,3.91,8,1.058,29.93,3.072,3.072,7.473,10.548,1.64,11.989,4.473,4.473,4.473,0.081,9,304.0,1.133,0,6,3,1.627,3.919,1.462,2.027,322.163,119.284,4.574,15.214,3.317,348.089,1.598,1.624,8.921,3.667,1.342,64.089,1.917,1.477,4.145,5.354,0.111,2.246,2.246,1,25,7.685,4.106,2.592,4.096,3.484,4.031,5.241,0.917,3.845,0.169,0.693,0.693,3.468,154.094,0,3.908,10218.0,12.263,5.241,3.663,12.404,297.467,4.912,2.0,4.0,0,1.658,2,4.245,4.931,763.0,0,23240.0,3.448,1.82,4.016,9431.0,0.889,0,11.303,0.686,1.58,1.58,4.014,4.048,0.106,3.93,1,8,1.363,3.118,3.118,3.649,0,348.5,1.833,18.301,78.689,270.735,123.0,4.356,0.14,344.0,0.796,0.796,10.881,16.223,4.008,7.988,4.756,12.793,1.322,97.458,14.335,14.335,14.335
7.263,7,4.827,2.874,2.874,103.977,0.446,182.274,182.274,0.58,1.99,2,1.901,3.507,4.218,146.586,0.138,4.138,0.131,2.749,3.85,6,0.962,25.447,2.351,2.351,7.659,6.433,1.386,7.235,4.659,4.659,4.659,0.127,7,402.0,1.01,0,6,2,1.372,3.866,0.807,1.988,432.045,97.762,4.471,8.096,3.229,412.919,0.931,1.046,6.046,3.719,0.821,51.392,1.875,1.484,3.807,4.09,0.15,2.161,2.161,1,15,6.635,3.71,1.561,3.659,3.29,4.234,4.88,-0.101,3.591,0.146,-0.085,-0.085,3.28,138.773,0,3.848,6444.0,7.765,4.88,3.394,7.439,167.984,4.423,1.699,3.56,0,1.458,2,4.155,4.84,556.0,0,22957.0,3.468,1.656,3.959,6208.0,1.0,1,5.16,0.281,-0.186,-0.186,3.735,4.04,0.129,3.612,1,5,1.15,3.136,3.136,3.449,0,353.24,1.649,16.09,75.966,141.253,93.0,3.476,0.167,258.0,-0.917,-0.917,9.29,9.133,3.87,7.427,4.247,11.148,0.422,65.905,12.321,12.321,12.321
6.041,0,4.565,2.206,2.206,105.371,0.427,105.371,105.371,0.432,2.023,2,1.923,3.153,4.015,83.512,0.155,3.536,0.0,2.933,3.747,8,1.066,29.32,2.755,2.755,7.015,10.327,1.395,11.791,4.015,4.015,4.015,0.0,8,212.0,1.151,0,0,1,1.354,3.731,1.52,2.037,222.168,0.0,3.846,14.985,1.409,219.29,1.503,1.344,8.115,3.591,1.275,0.0,1.887,1.506,4.081,4.679,0.0,2.086,2.086,0,20,3.995,4.141,0.0,3.158,3.072,3.649,5.003,-0.556,2.728,0.02,-0.503,-0.503,3.056,111.62,0,3.74,3389.0,11.593,4.884,2.678,11.786,235.422,4.774,1.143,4.11,0,1.2,0,3.97,4.654,280.0,1,6248.0,3.048,1.446,3.827,3193.0,0.6,1,9.292,0.62,-1.24,-1.24,3.97,4.0,0.142,3.99,0,0,1.34,2.792,2.792,3.292,0,264.4,1.48,14.136,60.193,235.422,51.0,4.087,0.184,125.0,-1.944,-1.944,8.243,13.648,3.767,4.727,4.719,9.826,0.213,90.455,11.397,11.397,11.397
7.804,5,5.001,2.702,2.702,117.911,0.456,157.06,157.06,0.382,2.011,2,1.92,3.342,4.164,164.424,0.13,3.895,0.061,2.828,3.868,8,1.074,27.148,2.801,2.801,7.58,8.428,1.641,9.299,4.58,4.58,4.58,0.056,9,302.0,1.147,0,9,2,1.633,3.845,1.056,2.012,320.242,108.802,4.406,11.855,3.147,296.605,1.121,1.2,7.341,3.572,0.991,57.512,1.896,1.44,3.951,4.366,0.184,1.911,1.911,1,23,7.635,3.861,1.966,3.94,3.32,4.071,5.129,0.292,3.785,0.097,0.267,0.267,3.32,152.708,0,3.858,8179.0,9.729,5.129,3.53,10.503,247.193,4.74,1.865,3.765,0,1.485,2,4.107,4.792,644.0,0,19578.0,3.508,1.702,3.964,7759.0,0.875,0,10.194,0.625,0.582,0.582,3.819,4.031,0.122,3.711,1,3,1.374,2.889,2.889,3.554,0,342.9,1.712,17.101,76.098,235.422,113.0,4.095,0.158,297.0,-0.482,-0.482,10.529,13.766,3.916,8.997,4.537,11.843,0.738,84.857,12.888,12.888,12.888
8.479,4,4.948,2.794,2.794,108.919,0.445,148.068,148.068,0.532,1.844,1,1.664,3.556,4.204,57.898,0.162,3.848,0.101,2.793,3.899,3,0.899,21.413,2.179,2.179,7.185,6.48,1.422,6.934,4.185,4.185,4.185,0.076,5,346.0,0.961,0,6,2,1.328,4.067,0.762,1.854,369.931,86.187,4.76,7.957,3.096,335.201,0.854,0.902,5.847,3.536,0.742,107.774,1.613,1.469,3.687,4.313,0.158,2.2,2.2,0,15,6.084,3.613,0.0,3.515,3.255,4.038,4.948,-0.361,3.452,0.132,-0.318,-0.318,3.263,113.663,0,3.825,5017.0,7.449,4.948,3.253,6.662,153.024,4.341,1.49,3.469,0,1.403,0,3.966,4.649,447.0,1,16324.0,3.46,1.59,3.899,4806.0,1.0,1,5.976,0.299,-0.723,-0.723,3.596,3.932,0.138,3.502,0,4,1.182,2.915,2.915,3.452,0,322.84,1.612,14.888,71.992,160.76,76.0,3.367,0.18,206.0,-1.804,-1.804,8.708,8.388,3.783,6.771,4.18,10.237,0.295,43.727,11.382,11.382,11.382
6.0,3,4.565,2.858,2.858,93.236,0.434,171.534,171.534,0.49,1.981,2,1.866,3.608,4.212,189.719,0.128,3.76,0.012,2.956,3.823,7,0.985,22.657,2.904,2.904,7.634,8.813,1.429,7.716,4.634,4.634,4.634,0.099,7,368.0,1.036,0,3,3,1.376,3.872,1.171,1.982,392.831,89.315,3.954,11.971,3.833,337.675,1.26,1.258,10.407,3.748,1.198,46.436,1.846,1.518,4.003,5.076,0.067,2.356,2.356,1,18,5.133,3.916,1.899,3.592,3.281,3.846,4.678,0.265,3.136,0.199,0.225,0.225,3.287,133.056,0,3.815,5954.0,8.198,4.678,2.992,13.992,200.109,4.927,1.967,3.935,0,1.398,2,4.216,4.902,416.0,0,16683.0,3.558,1.633,3.906,5650.0,1.0,1,7.087,0.396,0.589,0.589,3.901,4.023,0.122,3.817,0,5,1.255,3.415,3.415,3.467,0,361.3,1.615,17.058,78.694,200.109,70.0,3.812,0.156,190.0,-0.851,-0.851,9.861,11.617,3.93,6.825,4.631,11.72,0.527,71.357,13.371,13.371,13.371
6.968,7,4.501,2.118,2.118,102.519,0.465,102.519,102.519,0.463,1.972,2,1.863,2.956,3.861,132.052,0.155,3.594,0.049,2.581,3.805,9,0.821,15.065,1.66,1.66,6.647,4.804,1.132,5.252,3.647,3.647,3.647,0.049,9,218.0,0.883,0,6,2,1.145,3.819,0.675,1.973,231.991,0.0,3.8,6.867,2.667,240.218,0.759,0.826,4.503,3.407,0.62,0.0,1.845,1.396,3.522,2.537,0.167,1.668,1.668,0,17,5.961,3.359,0.0,3.299,2.986,3.674,4.729,-1.126,3.429,0.066,-0.89,-0.89,2.98,120.53,0,3.807,3375.0,5.99,4.729,3.279,6.336,176.567,4.26,0.531,3.244,1,1.149,0,3.738,4.419,365.0,1,8599.0,3.024,1.385,3.905,3329.0,1.0,1,7.718,0.185,-2.039,-2.039,3.414,3.858,0.14,3.215,0,5,1.062,2.559,2.559,3.231,0,243.33,1.404,12.643,55.046,176.567,66.0,3.717,0.19,174.0,-2.347,-2.347,7.924,8.832,3.623,6.915,4.058,8.843,0.0,85.286,9.433,9.433,9.433
7.663,4,4.901,2.874,2.874,113.003,0.446,191.3,191.3,0.532,1.838,1,1.638,3.506,4.228,57.386,0.15,3.874,0.094,2.737,3.911,4,0.963,25.488,2.257,2.257,7.659,6.379,1.49,7.209,4.659,4.659,4.659,0.111,6,364.0,1.011,0,6,2,1.427,4.205,0.74,1.846,388.833,85.828,4.615,7.479,3.226,319.668,0.757,0.862,5.582,3.719,0.685,107.527,1.59,1.48,3.723,4.604,0.162,2.154,2.154,2,14,6.01,3.638,1.646,3.498,3.287,4.144,4.958,-0.342,3.424,0.107,-0.298,-0.298,3.275,116.522,0,3.824,4963.0,6.897,4.958,3.217,6.736,141.253,4.277,1.462,3.52,0,1.441,2,4.069,4.754,445.0,0,16610.0,3.467,1.584,3.895,4756.0,1.0,1,4.586,0.281,-0.67,-0.67,3.606,4.04,0.14,3.521,1,4,1.15,3.136,3.136,3.444,0,341.28,1.609,15.088,74.279,148.989,75.0,3.312,0.181,205.0,-1.402,-1.402,8.703,8.619,3.783,7.004,4.112,10.254,0.24,54.601,11.355,11.355,11.355
8.545,8,4.672,2.794,2.794,96.064,0.431,135.212,135.212,0.503,1.964,2,1.873,3.556,4.071,121.232,0.143,3.873,0.141,2.942,3.905,6,1.007,26.01,3.026,3.026,7.185,6.386,1.444,8.133,4.185,4.185,4.185,0.107,6,348.0,1.067,0,4,2,1.424,3.935,0.927,1.962,371.161,179.112,4.384,8.689,3.307,355.652,1.075,1.091,5.91,3.531,0.793,92.648,1.861,1.515,3.918,4.707,0.093,2.2,2.2,0,17,6.069,3.83,0.0,3.668,3.258,4.051,4.672,0.283,3.443,0.24,0.246,0.246,3.269,117.199,0,3.905,6470.0,9.181,4.672,3.28,7.63,188.338,4.467,1.607,3.596,0,1.411,0,4.111,4.796,503.0,1,17735.0,3.441,1.666,4.005,5995.0,1.0,1,7.102,0.528,0.572,0.572,3.834,3.946,0.122,3.71,0,8,1.233,2.916,2.916,3.458,0,328.82,1.635,16.106,72.903,188.338,86.0,3.714,0.159,225.0,-0.835,-0.835,9.255,10.452,3.889,6.06,4.273,11.204,0.573,59.982,12.87,12.87,12.87
9.046,8,5.047,2.608,2.608,136.166,0.444,136.166,136.166,0.805,2.041,2,1.928,3.528,3.956,435.653,0.109,3.816,0.148,3.162,3.866,8,1.218,40.582,3.298,3.298,6.867,16.808,1.801,15.734,3.867,3.867,3.867,0.084,8,334.0,1.266,0,6,4,1.769,3.878,1.938,2.049,353.465,0.0,4.342,24.127,3.618,364.761,2.011,1.973,16.294,3.685,2.043,0.0,1.904,1.48,4.396,6.532,0.086,2.393,2.393,0,36,7.863,4.392,0.0,4.321,3.58,4.261,5.148,1.0,3.878,0.263,1.0,1.0,3.575,142.415,0,3.864,14274.0,16.112,5.148,3.702,23.889,423.76,5.493,2.193,4.4,0,1.706,0,4.22,4.905,891.0,0,27275.0,3.594,1.868,3.966,13539.0,0.889,0,16.233,0.825,2.275,2.275,4.266,3.939,0.089,4.248,0,8,1.474,3.108,3.108,3.767,0,420.65,1.884,21.484,93.165,423.76,149.0,4.754,0.118,413.0,2.136,2.136,12.767,22.092,4.17,10.543,5.236,15.097,1.984,99.709,16.826,16.826,16.826
6.0,8,4.879,2.89,2.89,115.487,0.442,154.635,154.635,0.444,2.031,2,1.902,3.633,4.011,394.409,0.119,3.755,0.132,3.154,3.846,8,1.064,33.751,3.284,3.284,6.83,12.238,1.457,12.449,3.83,3.83,3.83,0.076,8,352.0,1.153,0,4,4,1.462,3.915,1.555,2.037,375.123,0.0,4.084,17.375,3.554,352.874,1.677,1.703,11.41,3.7,1.496,0.0,1.872,1.488,4.259,6.039,0.068,2.369,2.369,0,28,7.43,4.21,0.0,4.137,3.54,4.181,4.879,1.0,3.812,0.193,1.0,1.0,3.543,124.86,0,3.842,11251.0,13.633,4.879,3.669,16.15,329.591,5.086,2.0,4.144,0,1.674,0,4.159,4.844,798.0,0,26084.0,3.637,1.835,3.956,10537.0,0.889,0,12.514,0.825,2.136,2.136,4.129,3.915,0.097,4.057,0,7,1.376,3.108,3.108,3.752,0,397.99,1.852,19.669,87.635,329.591,126.0,4.346,0.128,365.0,1.666,1.666,11.516,18.237,4.075,9.189,4.922,13.687,1.717,85.183,15.315,15.315,15.315
9.748,8,4.734,2.368,2.368,96.705,0.446,96.705,96.705,0.432,1.995,2,1.907,3.289,3.93,167.155,0.149,3.674,0.054,2.875,3.841,8,0.821,19.682,2.136,2.136,6.911,6.335,1.293,7.069,3.911,3.911,3.911,0.086,8,238.0,0.886,0,4,2,1.262,3.83,0.906,2.01,252.658,0.0,4.221,8.901,2.904,260.218,1.044,1.064,5.758,3.486,0.781,0.0,1.878,1.45,3.795,3.624,0.098,2.059,2.059,0,19,5.767,3.667,0.0,3.437,3.141,3.758,4.875,-0.563,3.396,0.114,-0.482,-0.482,3.139,114.716,0,3.835,4374.0,8.073,4.875,3.261,7.926,200.109,4.46,1.003,3.521,1,1.312,0,3.892,4.575,416.0,1,10170.0,3.176,1.542,3.934,4168.0,1.0,1,8.746,0.221,-1.222,-1.222,3.687,3.902,0.135,3.517,0,8,1.062,2.824,2.824,3.406,0,269.37,1.561,14.005,60.752,200.109,69.0,3.902,0.178,191.0,-1.961,-1.961,8.434,11.493,3.745,6.184,4.295,9.81,0.116,75.81,10.904,10.904,10.904
