pXC50,GATS5s,GATS6s,nDB,SRW07,SRW09,SdO,GATS4p,SaaN,PW5,MATS4p,nImidazoles,GATS5e,SpMAD_EA.dm.,SM06_EA.dm.,SM04_EA.dm.,SpMaxA_EA.dm.,SM08_EA.dm.,SM12_EA.dm.,SM10_EA.dm.,SM02_EA.dm.,Eig01_EA.dm.,SM14_EA.dm.,SpMax_EA.dm.,X4A,SpAD_EA.dm.,GATS4v,NdssC,SpDiam_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Eig02_EA.dm.,Eig03_EA.dm.,C.032,SpMin1_Bh.i.,MATS7p,MATS4v,C.034,O.058,GATS6e,X3A,SdssC,NdO,D.Dtr05,nR05,C.028,GATS4i,GATS7v,SRW05,SpMin1_Bh.e.,Eig02_AEA.dm.,X5A,F.084,SM07_EA.dm.,nPyrimidines,Eig04_EA.dm.,SM05_EA.dm.,SM09_EA.dm.,SM11_EA.dm.,SM13_EA.dm.,SM15_EA.dm.,SM03_EA.dm.,MATS7v,P_VSA_LogP_6,Eig03_AEA.dm.,JGI6,N.075,NaaN,GATS7p
5.1,0.629,0.814,1,5.974,8.233,12.921,1.038,0.0,0.148,-0.116,0,0.846,0.227,5.726,4.104,0.068,7.388,10.731,9.059,2.67,2.308,12.404,2.308,0.089,7.724,1.003,1,4.616,4.038,6.038,4.038,1.081,0.473,0,2.029,-0.088,-0.117,4,1,1.019,0.149,-0.003,1,86.04,3,0,1.124,1.162,3.434,2.037,3.764,0.055,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.127,8.577,3.431,0.02,0,0,1.106
6.735,1.16,1.109,0,4.844,7.096,0.0,0.748,13.257,0.114,0.186,0,1.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.752,0,0.0,3.574,5.574,3.574,0.0,0.0,0,1.926,-0.194,0.2,0,0,1.134,0.167,0.0,0,39.995,1,1,0.8,1.245,2.398,1.951,3.094,0.065,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,2.328,2.67,0.019,3,3,1.113
7.2,0.372,0.434,0,4.727,6.862,0.0,0.922,8.7,0.109,-0.011,1,0.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.981,0,0.0,3.209,5.209,3.209,0.0,0.0,0,1.902,-0.222,-0.059,1,0,0.402,0.18,0.0,0,66.493,1,1,0.93,1.229,2.398,1.926,2.936,0.071,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.221,32.677,2.879,0.01,2,2,1.211
5.169,0.512,0.762,2,0.0,0.0,12.051,0.975,8.649,0.099,-0.013,0,0.607,0.215,1.742,1.826,0.029,1.707,1.735,1.708,2.012,1.058,1.783,1.058,0.117,7.957,1.005,1,2.117,3.49,5.49,3.49,0.86,0.86,0,1.989,0.105,-0.02,0,1,0.95,0.189,-0.366,1,0.0,0,1,0.942,0.917,0.0,2.013,3.311,0.076,1,0.188,1,0.8,0.268,0.125,0.082,0.054,0.035,0.325,0.041,17.288,3.2,0.018,2,2,0.847
5.1,1.482,0.96,1,0.0,0.0,12.684,1.077,4.576,0.11,-0.141,0,1.336,0.091,2.271,1.845,0.046,2.72,3.658,3.184,1.45,1.277,4.138,1.277,0.109,2.555,1.1,1,2.555,3.729,5.729,3.729,0.0,0.0,0,2.049,-0.058,-0.164,0,1,0.8,0.169,-0.14,1,0.0,0,2,1.14,1.098,0.0,2.066,3.332,0.065,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.082,0.0,3.154,0.02,1,1,1.106
5.869,1.329,1.209,3,5.533,7.719,12.24,1.156,4.154,0.122,-0.154,1,1.377,0.133,1.362,1.327,0.042,1.43,1.6,1.512,1.376,1.058,1.691,1.058,0.102,3.317,1.072,4,2.117,3.713,5.713,3.713,0.6,0.0,0,1.875,-0.09,-0.108,0,1,1.151,0.164,1.61,1,68.809,2,1,1.178,1.128,3.045,1.896,3.263,0.065,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102,0.0,3.022,0.019,1,1,1.038
5.1,1.114,1.533,1,4.949,7.222,12.071,0.929,4.415,0.128,-0.09,0,1.006,0.201,4.312,3.1,0.086,5.601,8.273,6.927,2.076,1.987,9.631,1.987,0.102,4.622,1.01,1,3.497,3.676,5.676,3.676,0.324,0.0,0,1.918,0.031,-0.104,2,1,1.396,0.164,-0.015,1,19.565,1,1,1.131,1.023,2.398,1.935,3.255,0.067,0,4.654,0,0.0,3.168,6.091,7.5,8.894,10.279,1.593,0.128,4.901,2.915,0.016,1,1,1.187
6.4,0.855,0.809,3,0.0,0.0,24.549,0.99,4.016,0.11,-0.036,0,0.844,0.115,1.112,1.195,0.032,1.054,0.969,1.007,1.356,0.98,0.935,0.98,0.109,3.56,1.03,3,1.96,3.768,5.768,3.768,0.8,0.0,0,2.001,-0.137,-0.099,0,2,0.88,0.172,-1.419,2,0.0,0,0,0.926,1.072,0.0,2.02,3.393,0.066,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.109,11.771,3.269,0.023,1,1,1.125
5.3,0.9,0.695,3,0.0,0.0,24.615,0.995,4.033,0.11,-0.034,0,0.855,0.115,1.112,1.195,0.032,1.054,0.969,1.007,1.356,0.98,0.935,0.98,0.109,3.56,1.031,3,1.96,3.766,5.766,3.766,0.8,0.0,0,2.005,-0.194,-0.092,0,2,0.732,0.172,-1.275,2,0.0,0,0,0.928,1.131,0.0,2.024,3.361,0.066,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.167,11.771,3.222,0.023,1,1,1.169
7.456,1.407,1.18,4,5.476,7.6,23.682,0.935,0.0,0.112,-0.114,0,1.362,0.326,2.432,2.219,0.061,2.698,3.372,3.014,2.074,1.283,3.764,1.283,0.108,6.839,1.059,5,2.394,3.717,5.675,3.717,1.058,0.953,0,1.742,-0.138,-0.136,1,2,1.106,0.169,0.499,2,74.351,2,0,1.274,1.192,3.045,1.762,3.593,0.071,0,1.592,0,0.126,1.104,2.097,2.612,3.13,3.648,0.623,-0.106,4.656,3.029,0.024,0,0,1.364
5.1,1.203,1.137,4,5.938,8.138,39.451,0.927,4.379,0.12,0.039,1,1.073,0.229,3.709,2.939,0.04,4.644,6.733,5.666,2.467,1.745,7.823,1.745,0.101,10.077,0.913,5,3.033,3.839,5.839,3.839,1.2,0.8,0,1.944,-0.011,0.051,2,3,1.075,0.161,-0.662,3,213.756,3,0,0.951,0.973,3.434,1.961,3.8,0.063,1,3.796,0,0.791,2.615,4.954,6.094,7.223,8.345,1.404,-0.003,47.679,3.383,0.019,1,1,1.0
7.6,1.315,1.052,1,4.727,6.843,12.477,1.126,9.192,0.106,-0.025,0,1.369,0.066,1.338,1.255,0.033,1.422,1.599,1.51,1.176,1.058,1.69,1.058,0.115,2.117,0.956,1,2.117,3.571,5.571,3.571,0.0,0.0,0,1.926,-0.26,-0.001,1,1,1.127,0.181,-0.173,1,79.97,1,1,1.074,1.207,2.398,1.948,3.207,0.074,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.214,3.686,2.717,0.013,2,2,1.277
5.6,1.529,1.233,1,4.844,7.05,12.338,1.079,8.444,0.103,-0.088,0,1.602,0.119,3.244,2.415,0.052,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.115,3.806,1.003,1,2.912,3.564,5.564,3.564,0.247,0.0,0,1.93,0.169,-0.014,1,1,1.226,0.173,-0.28,1,68.307,1,0,1.18,0.85,2.398,1.954,3.35,0.072,0,3.407,1,0.0,2.324,4.464,5.504,6.531,7.551,1.195,0.105,7.962,2.882,0.016,2,2,0.696
5.05,0.918,0.881,1,0.0,0.0,12.497,0.928,8.133,0.099,0.054,0,0.965,0.395,5.136,3.887,0.062,6.482,9.26,7.863,2.919,2.035,10.666,2.035,0.124,13.036,0.906,1,4.069,4.073,6.073,4.073,1.656,0.86,0,1.865,-0.157,0.06,0,1,0.965,0.191,-0.602,1,0.0,0,1,0.997,1.134,0.0,1.877,3.578,0.079,0,3.407,0,0.86,2.324,4.464,5.504,6.531,7.551,1.195,-0.157,11.418,3.326,0.016,2,2,1.168
5.1,1.705,1.417,1,4.595,6.605,12.154,1.099,4.1,0.095,-0.114,0,1.604,0.131,3.244,2.415,0.057,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.12,3.806,1.03,1,2.912,3.563,5.563,3.563,0.247,0.0,0,1.994,0.068,-0.037,1,1,1.34,0.181,-0.264,1,60.531,1,0,1.154,0.969,2.398,2.013,3.135,0.077,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.01,6.42,2.742,0.017,1,1,0.892
5.7,0.954,1.156,0,4.443,6.293,0.0,0.976,21.228,0.102,-0.045,0,1.01,0.03,0.008,0.05,0.015,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.117,0.8,0.898,0,0.8,3.152,5.152,3.152,0.0,0.0,1,1.859,0.018,0.023,1,0,1.265,0.182,0.0,0,59.256,1,2,1.127,1.057,2.398,1.893,2.775,0.075,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059,19.119,2.527,0.013,5,5,0.98
5.0,1.051,1.236,0,5.476,7.627,0.0,0.944,8.316,0.107,0.039,0,1.104,0.115,0.963,1.159,0.029,0.787,0.504,0.634,1.376,0.86,0.395,0.86,0.107,3.44,0.892,0,1.72,3.478,5.478,3.478,0.86,0.0,0,1.905,-0.031,0.069,3,0,1.025,0.17,0.0,0,114.081,2,0,1.071,1.0,3.045,1.92,3.344,0.07,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055,38.591,2.899,0.019,2,2,0.979
5.104,0.911,1.004,3,0.0,0.0,35.095,1.112,4.056,0.087,-0.194,0,1.002,0.413,7.188,5.052,0.113,9.348,13.675,11.511,3.121,2.95,15.838,2.95,0.122,10.727,1.147,1,5.9,5.18,7.18,5.18,1.081,0.86,0,1.996,-0.02,-0.211,0,3,0.982,0.193,-0.448,3,0.0,0,1,1.178,1.076,0.0,1.986,3.584,0.079,0,0.0,0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,-0.163,4.815,3.323,0.015,1,1,0.871
5.6,1.264,1.225,3,0.0,0.0,35.517,1.33,3.998,0.095,-0.299,0,1.215,0.33,4.99,3.669,0.075,6.385,9.218,7.799,2.606,2.035,10.638,2.035,0.122,8.897,1.162,1,4.069,4.685,6.685,4.685,1.081,0.86,0,1.979,0.061,-0.23,0,3,1.155,0.182,-0.605,3,0.0,0,1,1.314,0.935,0.0,1.975,4.087,0.079,0,0.0,0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.006,4.815,3.568,0.02,1,1,0.804
5.104,1.047,0.987,3,0.0,0.0,36.575,1.103,4.157,0.103,-0.116,0,1.087,0.617,7.338,5.353,0.092,9.42,13.691,11.545,3.64,2.95,15.846,2.95,0.118,19.751,1.04,1,5.9,5.192,7.192,5.192,2.035,1.987,0,1.998,0.021,-0.072,0,3,0.879,0.177,-0.473,3,0.0,0,0,1.125,1.02,0.0,1.979,4.087,0.073,0,4.654,0,0.86,3.168,6.091,7.5,8.894,10.279,1.593,-0.113,7.143,3.641,0.016,1,1,0.795
6.678,1.01,1.268,0,4.727,6.804,0.0,1.002,8.598,0.096,-0.018,0,1.022,0.057,0.593,0.739,0.029,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.12,1.72,1.0,0,1.72,3.148,5.148,3.148,0.0,0.0,0,1.969,0.055,-0.014,1,0,1.371,0.185,0.0,0,66.035,1,1,1.0,0.909,2.398,1.988,2.981,0.079,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,2.757,2.815,0.014,2,2,0.898
5.1,1.357,1.291,1,4.844,7.066,12.821,0.918,4.43,0.128,-0.049,0,1.319,0.139,3.793,2.76,0.07,4.893,7.186,6.029,1.863,1.812,8.356,1.812,0.101,3.625,0.876,1,3.225,4.221,6.221,4.221,0.0,0.0,0,1.936,-0.041,-0.047,0,1,1.258,0.163,-0.192,1,35.412,1,1,1.12,1.178,2.398,1.953,3.587,0.064,0,3.99,0,0.0,2.703,5.245,6.476,7.691,8.896,1.404,-0.036,0.0,3.122,0.019,1,1,1.114
5.1,2.021,1.768,2,2.708,4.977,25.663,1.258,4.045,0.105,-0.103,0,1.73,0.073,0.016,0.097,0.018,0.003,0.0,0.0,0.495,0.4,0.0,0.4,0.115,1.6,1.077,0,0.8,4.745,6.745,4.745,0.4,0.0,0,2.078,-0.256,-0.094,0,2,1.506,0.177,0.0,2,0.0,0,0,1.094,1.299,0.0,2.08,2.87,0.075,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,2.507,0.011,1,1,1.075
5.0,0.928,0.947,3,0.0,0.0,35.878,1.095,8.079,0.092,-0.126,0,0.9,0.104,0.602,0.787,0.027,0.471,0.283,0.367,1.138,0.86,0.217,0.86,0.117,3.32,1.102,1,1.72,4.375,6.375,4.375,0.4,0.4,1,1.901,-0.13,-0.141,0,3,0.92,0.182,-0.908,3,0.0,0,0,0.983,1.137,0.0,1.916,3.717,0.073,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.199,34.147,3.251,0.019,2,2,1.011
5.0,1.016,1.191,2,0.0,0.0,13.003,0.872,8.932,0.107,0.016,0,1.013,0.303,7.188,5.05,0.092,9.348,13.675,11.511,3.073,2.95,15.838,2.95,0.112,9.686,0.933,2,5.9,4.328,6.328,4.328,1.2,0.4,1,1.95,-0.104,-0.048,0,1,1.178,0.177,0.175,1,0.0,0,0,1.02,1.081,0.0,1.967,3.774,0.07,0,1.001,1,0.293,0.653,1.37,1.754,2.143,2.535,0.325,-0.072,4.227,3.302,0.021,2,2,1.066
5.1,1.107,1.619,1,5.861,8.021,13.403,0.899,4.507,0.1,0.042,0,1.046,0.219,2.949,2.452,0.037,3.559,4.902,4.22,2.194,1.419,5.594,1.419,0.107,8.335,0.911,1,2.837,3.728,5.728,3.728,0.916,0.86,0,1.902,0.08,0.095,2,1,0.96,0.174,0.041,1,223.626,3,1,1.009,0.91,3.434,1.927,3.079,0.068,0,0.515,0,0.8,0.581,0.441,0.373,0.314,0.264,0.57,0.117,49.947,3.042,0.016,1,1,0.969
5.8,0.717,0.96,2,0.0,0.0,22.755,1.05,8.501,0.09,-0.09,0,0.827,0.427,7.439,5.373,0.095,9.539,13.789,11.658,3.427,2.95,15.928,2.95,0.127,13.239,1.044,0,5.9,4.36,6.36,4.36,2.612,0.657,1,1.891,0.054,-0.083,0,0,1.08,0.193,0.0,2,0.0,0,0,1.026,0.887,0.0,1.923,3.804,0.082,0,6.556,1,0.4,4.506,8.548,10.509,12.452,14.386,2.361,0.035,4.227,2.9,0.013,2,2,0.814
5.6,1.602,1.406,1,4.727,6.862,12.181,1.125,4.188,0.098,-0.137,0,1.606,0.127,3.244,2.415,0.055,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.117,3.806,1.055,1,2.912,3.563,5.563,3.563,0.247,0.0,0,1.936,-0.001,-0.076,1,1,1.372,0.178,-0.275,1,62.79,1,0,1.239,1.018,2.398,1.957,3.244,0.075,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.078,19.121,2.744,0.015,1,1,0.858
5.6,1.589,1.276,1,4.727,6.862,12.138,1.154,4.178,0.098,-0.179,0,1.454,0.127,3.244,2.415,0.055,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.117,3.806,1.087,1,2.912,3.563,5.563,3.563,0.247,0.0,0,1.935,-0.047,-0.123,1,1,1.085,0.178,-0.334,1,62.79,1,0,1.261,1.064,2.398,1.957,3.244,0.075,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.065,19.121,2.965,0.015,1,1,0.924
6.8,1.41,0.838,1,4.595,6.581,11.312,1.076,12.572,0.095,-0.12,0,1.395,0.154,2.923,2.264,0.05,3.619,5.047,4.33,1.752,1.437,5.769,1.437,0.12,4.473,1.065,1,2.873,3.608,5.608,3.608,0.4,0.4,1,1.914,-0.094,-0.096,1,1,0.9,0.181,-1.006,1,62.342,1,0,1.081,1.041,2.398,1.941,3.006,0.078,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089,6.371,2.879,0.013,3,3,1.041
5.198,0.945,0.802,0,4.595,6.581,0.0,1.013,4.358,0.092,-0.025,0,0.979,0.062,0.157,0.354,0.019,0.069,0.013,0.03,0.781,0.657,0.006,0.657,0.12,2.115,0.99,0,1.315,3.118,5.118,3.118,0.4,0.0,0,1.974,0.039,0.005,1,0,0.878,0.186,0.0,0,96.783,1,0,1.048,0.926,2.398,1.99,2.982,0.077,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,5.085,2.835,0.023,1,1,0.946
5.1,0.76,0.606,0,5.476,7.644,0.0,1.072,8.753,0.101,-0.08,0,0.834,0.299,4.977,3.647,0.058,6.38,9.217,7.797,2.648,2.035,10.638,2.035,0.112,10.469,1.067,0,4.069,4.057,6.057,4.057,0.86,0.86,0,1.872,0.004,-0.068,1,0,0.902,0.178,0.0,0,123.648,2,2,1.051,0.987,3.045,1.894,3.448,0.071,0,0.188,0,0.8,0.268,0.125,0.082,0.054,0.035,0.325,0.013,2.757,2.929,0.013,2,2,1.0
6.0,1.005,1.355,1,4.844,7.018,12.196,1.208,8.51,0.107,-0.22,0,1.047,0.119,3.244,2.415,0.052,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.113,3.806,1.126,1,2.912,3.575,5.575,3.575,0.247,0.0,0,1.968,-0.016,-0.15,1,1,1.347,0.176,-0.525,1,67.94,1,0,1.24,1.058,2.398,1.99,3.315,0.075,1,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.063,23.708,3.121,0.02,2,2,0.996
6.2,1.668,1.291,1,4.844,7.018,12.211,1.212,8.56,0.102,-0.225,0,1.596,0.123,3.244,2.415,0.053,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.116,3.806,1.109,1,2.912,3.563,5.563,3.563,0.247,0.0,0,1.968,-0.01,-0.129,1,1,1.267,0.176,-0.293,1,65.027,1,0,1.291,1.071,2.398,1.99,3.315,0.074,0,3.407,0,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.089,8.748,2.759,0.018,2,2,0.995
6.155,1.057,1.361,2,4.844,7.018,12.272,1.191,0.0,0.119,-0.199,0,0.966,0.291,1.831,1.916,0.042,1.782,1.78,1.767,2.038,1.058,1.816,1.058,0.11,7.277,1.169,2,2.117,3.657,5.657,3.657,0.86,0.86,0,1.924,-0.358,-0.227,0,1,1.726,0.175,0.425,1,45.868,1,0,1.17,1.32,2.398,1.935,3.28,0.073,0,0.0,0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.351,0.0,2.755,0.017,0,0,1.336
7.387,1.002,0.903,0,4.844,7.096,0.0,0.699,13.162,0.114,0.218,0,1.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.718,0,0.0,3.574,5.574,3.574,0.0,0.0,0,1.909,-0.124,0.237,0,0,0.861,0.167,0.0,0,39.995,1,1,0.767,1.217,2.398,1.93,3.102,0.065,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.259,2.328,2.91,0.019,3,3,1.05
6.824,0.73,1.111,2,4.844,7.034,11.194,1.417,0.0,0.114,-0.235,0,0.765,0.673,7.583,5.322,0.175,9.873,14.462,12.167,3.276,3.151,16.757,3.151,0.111,12.107,1.254,2,6.3,4.654,6.654,4.654,1.277,0.86,0,1.843,-0.23,-0.242,0,1,1.099,0.174,1.064,1,33.622,1,0,1.26,1.246,2.398,1.861,3.456,0.071,0,2.526,0,0.765,0.724,4.983,7.471,9.933,12.371,0.325,-0.302,0.0,3.121,0.018,0,0,1.159
6.523,0.832,0.427,1,4.727,6.862,11.363,1.037,9.321,0.104,-0.116,1,0.816,0.159,1.479,1.616,0.029,1.36,1.169,1.257,1.771,0.98,1.094,0.98,0.111,5.4,1.051,1,1.96,3.5,5.5,3.5,0.86,0.86,0,1.911,-0.077,-0.15,1,1,0.557,0.175,-0.466,1,77.801,1,2,1.188,1.045,2.398,1.927,3.289,0.07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.116,2.757,3.146,0.012,2,2,1.034
5.1,0.844,0.755,2,2.708,5.198,12.172,1.121,8.066,0.097,-0.149,0,0.819,0.395,8.066,5.473,0.106,10.736,16.1,13.417,3.329,3.825,18.783,3.825,0.118,14.229,1.148,2,5.335,4.461,6.461,4.461,1.656,0.986,0,1.904,0.11,-0.164,0,1,0.77,0.183,-0.166,1,0.0,0,0,1.052,0.925,0.0,1.931,3.574,0.076,1,9.391,1,0.4,6.701,12.075,14.758,17.441,20.124,3.949,0.137,23.892,3.318,0.019,2,2,0.844
5.1,0.776,0.559,0,4.595,6.555,0.0,0.838,17.818,0.099,0.085,1,0.91,0.162,4.962,3.566,0.058,6.378,9.217,7.797,2.295,2.035,10.638,2.035,0.118,5.669,0.912,0,4.069,4.057,6.057,4.057,0.4,0.4,1,1.924,0.071,0.004,0,0,0.749,0.185,0.0,0,96.051,1,2,0.884,0.989,2.398,1.942,3.32,0.074,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,15.998,3.008,0.017,4,4,0.903
5.1,0.936,0.915,1,0.0,0.0,12.453,0.998,8.112,0.103,-0.006,0,0.954,0.407,5.136,3.887,0.064,6.482,9.26,7.863,2.919,2.035,10.666,2.035,0.123,13.036,0.949,1,4.069,4.073,6.073,4.073,1.656,0.86,0,1.865,-0.11,0.024,0,1,0.979,0.189,-0.611,1,0.0,0,1,1.062,1.115,0.0,1.876,3.578,0.08,0,3.407,0,0.86,2.324,4.464,5.504,6.531,7.551,1.195,-0.142,11.418,3.327,0.016,2,2,1.096
5.1,1.071,0.822,1,4.727,6.823,12.066,0.829,11.751,0.088,0.115,0,0.965,0.204,4.042,2.929,0.068,5.251,7.771,6.501,2.08,1.907,9.051,1.907,0.115,5.712,0.796,1,3.306,3.599,5.599,3.599,0.8,0.149,0,1.918,-0.022,0.202,0,1,0.85,0.183,-0.173,1,60.508,1,1,0.903,0.984,2.398,1.94,3.404,0.073,2,4.412,0,0.0,3.047,5.75,7.068,8.374,9.674,1.668,-0.12,29.92,3.078,0.016,3,3,0.893
5.1,1.281,1.198,2,0.0,0.0,12.769,0.994,0.0,0.113,-0.019,0,1.364,0.107,0.732,0.938,0.028,0.57,0.334,0.438,1.235,0.86,0.252,0.86,0.109,3.32,0.917,2,1.72,3.71,5.71,3.71,0.8,0.0,0,1.984,-0.08,0.058,0,1,1.137,0.168,-0.214,1,0.0,0,0,0.975,1.043,0.0,1.991,3.357,0.065,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.1,0.0,3.221,0.026,0,0,1.036
5.1,0.969,1.041,3,0.0,0.0,35.169,1.09,4.037,0.089,-0.19,0,0.979,0.548,7.29,5.251,0.109,9.398,13.686,11.535,3.432,2.95,15.844,2.95,0.125,14.797,1.121,1,5.9,5.18,7.18,5.18,2.035,1.081,0,1.996,-0.016,-0.2,0,3,1.003,0.188,-0.491,3,0.0,0,1,1.135,1.076,0.0,1.986,4.087,0.078,0,0.0,0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.169,4.815,3.569,0.016,1,1,0.862
5.0,1.281,1.198,2,0.0,0.0,12.769,0.994,0.0,0.113,-0.019,0,1.364,0.107,0.732,0.938,0.028,0.57,0.334,0.438,1.235,0.86,0.252,0.86,0.109,3.32,0.917,2,1.72,3.71,5.71,3.71,0.8,0.0,0,1.984,-0.08,0.058,0,1,1.137,0.168,-0.214,1,0.0,0,0,0.975,1.043,0.0,1.991,3.357,0.065,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.1,0.0,3.221,0.026,0,0,1.036
6.9,0.956,0.926,0,4.844,7.066,0.0,0.789,14.839,0.116,0.119,1,1.039,0.041,0.016,0.097,0.01,0.003,0.0,0.0,0.495,0.4,0.0,0.4,0.109,1.6,0.806,0,0.8,3.449,5.449,3.449,0.4,0.0,1,1.899,-0.095,0.129,1,0,0.864,0.175,0.0,0,96.809,1,2,1.026,1.099,2.398,1.919,3.297,0.069,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.114,4.656,2.916,0.013,3,3,1.065
6.77,0.844,0.441,1,5.352,7.424,11.338,1.021,9.283,0.099,-0.104,1,0.834,0.176,2.853,2.352,0.042,3.428,4.682,4.044,1.996,1.392,5.331,1.392,0.11,5.806,1.043,1,2.783,3.5,5.5,3.5,0.98,0.532,0,1.902,-0.103,-0.139,1,1,0.583,0.174,-0.466,1,145.328,2,2,1.176,1.084,3.045,1.925,3.33,0.069,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.159,26.299,3.163,0.012,2,2,1.055
5.1,0.891,0.818,0,4.727,6.804,0.0,0.945,8.603,0.092,-0.113,0,0.722,0.086,0.593,0.739,0.043,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.116,1.72,1.155,0,1.72,3.238,5.238,3.238,0.0,0.0,0,1.935,0.087,-0.226,0,0,0.944,0.183,0.0,0,38.285,1,0,1.167,1.034,2.398,1.961,2.915,0.074,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.162,11.771,2.681,0.021,2,2,0.858
5.0,1.968,1.282,2,4.595,6.581,24.886,0.957,3.94,0.084,0.013,0,1.621,0.186,1.891,1.803,0.039,1.987,2.186,2.086,1.758,1.058,2.287,1.058,0.126,5.033,0.863,2,2.117,3.695,5.695,3.695,1.058,0.4,0,1.881,-0.204,0.107,0,2,1.142,0.184,-0.846,2,74.159,1,1,0.893,1.099,2.398,1.892,3.587,0.079,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.203,11.771,3.041,0.013,1,1,1.123
5.377,1.374,0.903,5,6.075,8.148,53.709,1.016,0.0,0.097,-0.006,0,1.237,0.276,7.81,5.467,0.068,10.178,14.919,12.548,3.35,3.272,17.29,3.272,0.109,13.247,0.994,3,6.545,5.264,7.264,5.264,1.2,1.058,0,2.025,-0.061,-0.015,2,4,0.871,0.172,-0.011,4,471.68,4,0,1.082,1.076,3.714,2.008,3.784,0.068,0,1.074,0,0.8,0.801,1.404,1.768,2.15,2.538,0.57,-0.099,5.513,3.655,0.017,0,0,0.963
5.1,1.021,0.425,0,5.82,7.673,0.0,0.927,12.459,0.084,-0.005,0,1.148,0.325,8.058,5.42,0.147,10.734,16.1,13.416,3.052,3.825,18.783,3.825,0.109,8.451,0.901,0,5.335,4.46,6.46,4.46,0.4,0.0,0,1.91,-0.108,0.022,0,0,0.569,0.172,0.0,0,49.869,1,0,1.149,1.113,3.932,1.938,3.182,0.069,0,9.388,0,0.0,6.69,12.074,14.758,17.441,20.124,3.903,-0.139,2.328,2.872,0.02,3,3,1.041
5.2,0.927,0.89,1,0.0,0.0,12.176,1.102,8.779,0.104,-0.125,0,0.831,0.243,1.743,1.834,0.029,1.708,1.735,1.708,2.054,1.058,1.783,1.058,0.118,8.757,1.111,1,2.117,3.585,5.585,3.585,0.86,0.86,1,1.899,-0.038,-0.15,0,1,1.136,0.186,-0.216,1,0.0,0,0,1.15,1.009,0.0,1.926,3.247,0.077,0,0.188,1,0.8,0.268,0.125,0.082,0.054,0.035,0.325,-0.056,4.227,3.188,0.017,2,2,1.014
