pXC50,Eig11_AEA.bo.,Eig12_AEA.bo.,SpMax8_Bh.m.,Eig11_EA.bo.,nCrs,CATS2D_05_DA,ATS3m,Eig12_AEA.ri.,ZM2Per,ZM1Mad,SpMax4_Bh.e.,ATSC8s,X4sol,SM04_AEA.bo.,ATSC5m,CATS2D_05_AA,Eig10_AEA.bo.,MPC03,Eig15_AEA.bo.,MWC03,ZM2,ATS8s,MWC04,MWC05,Eig01_AEA.bo.,SpMax_AEA.bo.,Eig14_AEA.bo.,piPC02,SM02_EA.bo.,Eig12_AEA.ed.,Eig13_AEA.bo.,O.058,MAXDP,MATS4e,SM04_EA.bo.,Eta_B,ATSC7m,NdO,Eig03_AEA.dm.,Eig09_AEA.bo.,MAXDN,Eig09_EA.bo.,MWC06,Eig12_AEA.dm.,Eta_C_A,TIC1,Eig11_EA.ed.,SM06_AEA.ri.,Eig11_EA,SM05_AEA.dm.,nCs,GATS1p,Eig04_AEA.dm.,X4,X0sol,ATSC8e,X1sol,Eig01_AEA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpDiam_EA.ed.,SpMax_AEA.ed.,SpMax_EA.ed.,SM15_EA.ed.,SM11_EA.bo.
7.959,2.524,2.5,3.289,1.517,5,0,4.561,2.144,830.83,293.024,3.628,76.647,12.683,7.8,60.117,0,2.872,4.431,2.02,6.172,239.0,6.047,7.088,8.003,4.932,4.932,2.281,4.562,5.25,3.732,2.444,1,5.16,-0.086,7.493,0.902,57.739,1,3.747,3.003,2.631,2.14,8.93,1.646,1.188,250.244,3.052,3.052,1.479,1.479,8,0.853,3.368,11.65,26.639,0.562,18.622,8.096,15.69,15.69,24.74,8.096,15.69,41.308,17.265
8.0,2.836,2.524,3.138,1.686,5,0,4.525,2.014,835.41,274.116,3.628,95.605,12.355,7.84,53.94,0,3.002,4.419,2.025,6.155,235.0,5.96,7.074,7.992,4.932,4.932,2.285,4.572,5.26,3.732,2.5,1,5.103,-0.062,7.503,0.902,47.193,1,3.747,3.097,2.666,2.14,8.921,1.516,1.049,235.702,3.006,3.006,1.416,1.416,8,0.857,3.361,11.555,25.579,0.6,17.519,8.096,15.69,15.69,24.74,8.096,15.69,41.308,17.266
6.9,2.815,2.53,2.871,1.767,0,0,4.221,2.022,819.08,204.94,3.799,52.981,10.429,7.823,28.422,0,2.9,4.357,2.25,6.12,227.0,5.79,7.027,7.931,4.752,4.752,2.5,4.618,5.306,3.643,2.5,1,4.857,-0.157,7.562,1.003,35.61,1,3.372,3.003,2.671,2.119,8.843,1.414,0.841,221.416,3.026,3.026,1.414,1.414,2,0.987,2.775,10.429,23.872,0.418,16.341,7.696,13.677,13.677,21.934,7.696,13.677,39.375,17.214
5.792,2.9,2.531,2.922,2.052,5,0,4.329,2.266,853.94,222.551,3.799,81.734,12.333,7.868,35.895,0,3.003,4.477,2.448,6.221,251.0,6.04,7.132,8.043,4.82,4.82,2.5,4.666,5.354,3.732,2.5,1,5.119,-0.05,7.588,0.882,41.293,1,3.372,3.04,2.63,2.182,8.964,1.416,0.917,244.859,3.026,3.026,1.415,1.415,7,0.989,2.776,12.333,25.407,0.547,18.048,7.984,15.154,15.154,23.413,7.984,15.154,40.805,17.236
7.824,2.843,2.795,3.02,1.917,8,0,4.304,2.354,797.55,223.356,3.85,120.793,11.02,7.693,46.58,1,2.872,4.331,2.0,6.142,232.0,6.241,7.02,7.883,4.497,4.497,2.065,4.508,5.196,3.84,2.529,2,6.302,-0.127,7.308,0.993,36.136,2,3.118,3.016,2.423,2.259,8.763,1.532,1.045,262.534,3.63,3.63,1.414,1.414,9,1.162,3.056,11.321,25.07,0.839,17.458,6.503,10.182,10.182,16.98,6.503,10.182,35.259,16.587
8.523,2.64,2.523,3.142,1.693,5,0,4.579,2.177,829.83,283.423,3.671,81.73,12.434,7.885,59.612,0,2.996,4.454,2.006,6.205,247.0,6.007,7.138,8.057,4.932,4.932,2.278,4.593,5.281,3.738,2.5,1,5.172,-0.124,7.544,1.229,61.289,1,3.67,3.044,2.635,2.221,8.996,1.513,1.221,250.795,3.199,3.199,1.495,1.495,7,0.929,3.042,11.634,26.665,0.574,17.692,8.096,15.69,15.69,24.74,8.096,15.69,41.351,17.333
8.0,2.766,2.524,3.243,1.832,6,1,4.616,2.372,889.77,298.022,3.732,88.271,13.636,7.856,61.015,0,2.996,4.522,2.199,6.256,260.0,6.122,7.174,8.093,4.932,4.932,2.299,4.613,5.301,3.74,2.5,1,5.218,-0.044,7.525,0.954,57.289,1,3.47,3.035,2.644,2.189,9.021,1.565,1.139,272.738,3.199,3.199,1.495,1.495,8,0.933,2.889,12.836,27.277,0.738,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.285
8.523,2.989,2.659,3.311,2.139,5,0,4.654,2.449,978.03,317.313,3.806,94.746,13.954,7.942,54.474,0,3.019,4.543,2.5,6.282,267.0,6.13,7.201,8.119,4.932,4.932,2.5,4.721,5.409,3.937,2.523,1,5.227,-0.11,7.665,1.06,50.34,1,3.374,3.098,2.661,2.272,9.047,1.56,1.068,256.31,4.003,4.003,1.512,1.512,7,0.808,2.931,12.988,28.648,0.742,19.736,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.364
7.721,2.871,2.796,3.012,1.918,3,0,4.279,2.354,865.68,223.356,3.861,103.061,11.02,7.763,38.743,1,2.881,4.331,2.083,6.142,232.0,6.174,7.02,7.883,4.497,4.497,2.5,4.608,5.296,3.84,2.747,2,6.264,-0.13,7.467,0.993,27.167,2,3.118,3.016,2.693,2.26,8.763,1.52,0.868,248.355,3.63,3.63,1.414,1.414,4,1.06,3.056,11.321,25.07,0.774,17.458,6.503,10.182,10.182,16.98,6.503,10.182,35.259,16.698
8.553,2.843,2.795,3.02,1.917,8,0,4.304,2.354,797.55,223.356,3.85,120.793,11.02,7.693,46.58,1,2.872,4.331,2.0,6.142,232.0,6.241,7.02,7.883,4.497,4.497,2.065,4.508,5.196,3.84,2.529,2,6.302,-0.127,7.308,0.993,36.136,2,3.118,3.016,2.423,2.259,8.763,1.532,1.045,262.534,3.63,3.63,1.414,1.414,9,1.162,3.056,11.321,25.07,0.839,17.458,6.503,10.182,10.182,16.98,6.503,10.182,35.259,16.587
6.703,2.796,2.655,3.004,1.916,3,0,4.172,2.354,748.48,204.691,3.726,99.242,9.74,7.598,41.165,1,2.871,4.19,1.902,6.028,207.0,6.079,6.897,7.748,4.497,4.497,1.968,4.44,5.127,3.693,2.153,2,6.115,-0.095,7.252,0.873,32.862,2,3.116,2.935,2.5,2.039,8.622,1.514,0.968,249.157,3.38,3.38,1.414,1.414,7,1.192,3.044,10.04,23.916,0.739,16.491,6.503,10.179,10.179,16.975,6.503,10.179,35.229,16.576
6.785,2.796,2.726,3.081,1.916,3,0,4.193,2.354,754.24,208.691,3.75,84.77,9.916,7.608,43.27,1,2.872,4.205,1.932,6.047,211.0,6.06,6.913,7.762,4.497,4.497,2.017,4.451,5.139,3.753,2.286,2,6.157,-0.084,7.257,0.873,35.459,2,3.116,2.944,2.466,2.039,8.634,1.514,0.995,256.603,3.534,3.534,1.414,1.414,8,1.202,3.044,10.217,24.623,0.664,16.991,6.503,10.179,10.179,16.975,6.503,10.179,35.229,16.576
8.523,2.9,2.532,3.239,2.09,5,0,4.596,2.383,919.83,294.81,3.799,87.298,13.636,7.907,55.506,0,3.003,4.522,2.5,6.256,260.0,6.076,7.174,8.093,4.932,4.932,2.5,4.694,5.382,3.74,2.522,1,5.213,-0.088,7.63,0.954,50.509,1,3.372,3.097,2.65,2.24,9.021,1.515,1.033,248.721,3.199,3.199,1.495,1.495,7,0.852,2.777,12.836,27.277,0.632,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.346
7.721,2.872,2.796,3.125,2.038,5,0,4.342,2.414,844.76,230.442,3.824,167.959,11.597,7.752,48.128,2,3.016,4.369,2.0,6.176,240.0,6.347,7.064,7.934,4.497,4.497,2.26,4.551,5.239,4.125,2.713,3,6.414,-0.091,7.355,1.082,39.659,3,3.608,3.175,2.593,2.262,8.824,1.557,1.025,263.813,4.294,4.294,1.523,1.523,7,1.156,3.109,11.854,25.941,1.013,17.868,6.753,10.986,10.986,18.347,6.753,10.986,36.123,16.61
8.046,2.524,2.5,3.108,1.517,5,0,4.544,2.04,811.95,275.423,3.631,78.559,12.283,7.814,57.879,0,2.922,4.431,2.0,6.168,238.0,5.961,7.091,8.011,4.932,4.932,2.254,4.562,5.25,3.732,2.367,1,5.137,-0.142,7.502,1.03,56.599,1,3.427,3.005,2.633,2.14,8.942,1.483,1.16,242.791,3.199,3.199,1.477,1.477,7,0.912,2.782,11.483,25.742,0.557,17.392,8.096,15.69,15.69,24.74,8.096,15.69,41.312,17.282
8.046,2.993,2.675,3.28,2.139,5,0,4.644,2.449,964.21,306.586,3.825,87.672,14.098,7.95,59.753,0,3.026,4.564,2.5,6.301,272.0,6.163,7.217,8.135,4.932,4.932,2.5,4.73,5.418,3.937,2.523,1,5.254,-0.116,7.671,1.022,52.118,1,3.373,3.098,2.654,2.281,9.061,1.553,1.058,277.904,4.086,4.086,1.515,1.515,7,0.881,2.783,13.298,28.855,0.698,19.985,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.367
8.699,2.996,2.702,3.21,2.139,7,0,4.702,2.449,1024.69,324.44,3.833,192.586,12.623,8.022,55.716,0,3.037,4.595,2.281,6.34,283.0,6.237,7.29,8.232,5.002,5.002,2.5,4.67,5.359,3.937,2.523,1,6.047,-0.085,7.629,1.358,58.527,1,3.747,3.098,5.686,2.247,9.19,1.637,1.187,256.399,4.468,4.468,1.518,1.518,9,0.886,3.473,12.974,26.079,1.34,17.899,8.557,16.911,16.911,26.029,8.557,16.911,42.703,17.428
8.222,2.766,2.524,3.25,1.832,7,0,4.611,2.383,858.97,294.81,3.786,83.747,13.636,7.856,63.168,0,2.996,4.522,2.199,6.256,260.0,6.143,7.174,8.093,4.932,4.932,2.299,4.613,5.301,3.74,2.5,1,5.231,-0.07,7.525,0.954,59.41,1,3.447,3.035,2.629,2.189,9.021,1.516,1.178,268.13,3.199,3.199,1.495,1.495,9,0.916,2.808,12.836,27.277,0.614,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.285
6.627,2.9,2.532,3.215,2.09,5,0,4.593,2.356,915.57,294.422,3.799,84.403,13.636,7.907,55.696,0,3.003,4.522,2.5,6.256,260.0,6.062,7.174,8.093,4.932,4.932,2.5,4.694,5.382,3.74,2.522,1,5.215,-0.062,7.63,0.954,52.639,1,3.372,3.097,2.647,2.24,9.021,1.515,1.034,249.825,3.199,3.199,1.495,1.495,7,0.852,2.777,12.836,27.277,0.61,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.346
7.745,2.717,2.523,3.206,1.784,8,0,4.555,2.293,834.65,285.423,3.798,77.487,12.737,7.844,58.041,0,2.996,4.5,2.02,6.225,252.0,6.005,7.149,8.073,4.932,4.932,2.283,4.593,5.281,3.738,2.5,1,5.176,-0.128,7.522,0.954,55.418,1,3.45,3.038,2.624,2.201,9.006,1.514,1.146,239.854,3.199,3.199,1.495,1.495,10,0.887,2.814,11.937,25.863,0.55,18.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.286
7.959,2.773,2.524,3.215,1.856,5,0,4.548,2.316,814.37,279.423,3.673,81.828,12.532,7.82,59.955,0,2.997,4.431,2.02,6.18,241.0,6.101,7.101,8.015,4.932,4.932,2.284,4.572,5.26,3.737,2.5,1,5.165,-0.05,7.501,1.047,55.185,1,3.379,3.027,2.631,2.144,8.945,1.514,1.186,251.55,3.199,3.199,1.495,1.495,8,0.929,2.774,11.732,26.449,0.527,17.875,8.096,15.69,15.69,24.74,8.096,15.69,41.309,17.266
6.244,2.524,2.5,2.931,1.517,5,0,4.486,2.0,788.25,265.423,3.628,72.063,11.914,7.774,54.663,0,2.829,4.382,2.0,6.116,226.0,5.867,7.038,7.955,4.932,4.932,2.02,4.53,5.218,3.732,2.284,1,5.062,-0.095,7.478,0.94,47.151,1,3.35,3.002,2.634,2.14,8.884,1.386,1.082,222.992,2.934,2.934,1.354,1.354,7,0.874,2.771,11.114,24.165,0.517,16.481,8.096,15.69,15.69,24.74,8.096,15.69,41.306,17.255
7.886,2.766,2.524,3.245,1.832,7,2,4.609,2.376,858.53,294.81,3.785,84.885,13.636,7.856,63.926,0,2.996,4.522,2.199,6.256,260.0,6.158,7.174,8.093,4.932,4.932,2.299,4.613,5.301,3.74,2.5,1,5.232,-0.097,7.525,0.954,59.425,1,3.445,3.035,2.628,2.189,9.021,1.516,1.18,268.13,3.199,3.199,1.495,1.495,9,0.916,2.805,12.836,27.277,0.606,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.285
6.46,3.032,2.985,3.471,2.298,5,3,4.729,2.712,1189.53,343.028,3.893,332.877,16.079,8.083,71.673,3,3.372,4.625,2.831,6.482,326.0,7.03,7.336,8.178,4.543,4.543,2.917,4.885,5.574,4.414,2.974,6,6.937,-0.196,7.648,1.336,72.649,6,3.635,3.544,2.729,2.715,9.037,2.138,1.188,403.127,4.367,4.367,1.732,1.732,13,1.016,3.595,15.209,40.978,1.748,27.916,7.597,13.729,13.729,20.773,7.597,13.729,39.3,16.66
9.699,3.232,3.085,3.582,2.481,4,5,4.815,2.7,1179.53,367.787,3.867,309.258,16.471,8.022,58.927,7,3.232,4.554,2.5,6.354,287.0,6.797,7.256,8.137,4.96,4.96,2.66,4.758,5.447,4.618,2.869,5,6.721,-0.04,7.663,1.517,62.616,5,3.681,3.252,5.125,2.483,9.04,2.375,1.1,301.941,4.963,4.963,1.87,1.87,6,0.996,3.67,13.481,34.716,2.172,23.271,7.74,14.012,14.012,22.447,7.74,14.012,39.62,17.457
8.356,3.316,3.178,3.452,2.577,5,3,4.724,2.747,1205.66,330.722,3.893,334.342,15.795,8.118,74.551,3,3.529,4.654,2.852,6.515,337.0,7.063,7.372,8.213,4.552,4.552,2.974,4.914,5.604,4.668,2.98,6,6.924,-0.159,7.684,1.442,75.175,6,3.65,3.545,2.73,2.818,9.074,2.229,1.206,429.584,5.178,5.178,1.908,1.908,14,1.13,3.595,15.795,42.202,1.741,28.402,7.597,13.729,13.729,20.772,7.597,13.729,39.307,16.825
10.28,3.222,3.032,3.475,2.451,5,3,4.731,2.747,1186.83,347.028,3.893,331.944,16.301,8.088,74.32,3,3.435,4.625,2.832,6.491,329.0,7.043,7.344,8.181,4.543,4.543,2.974,4.892,5.582,4.629,2.98,6,6.913,-0.162,7.643,1.353,73.819,6,3.65,3.544,2.725,2.715,9.038,2.224,1.207,416.019,5.15,5.15,1.803,1.803,14,1.026,3.595,15.432,41.685,1.68,28.399,7.597,13.729,13.729,20.772,7.597,13.729,39.299,16.618
9.699,3.232,3.082,3.582,2.481,5,5,4.831,2.7,1185.29,371.787,3.867,333.614,17.192,8.026,61.879,7,3.232,4.564,2.505,6.368,291.0,6.862,7.268,8.146,4.96,4.96,2.66,4.766,5.455,4.618,2.874,5,6.807,-0.013,7.662,1.517,67.956,5,3.681,3.252,5.137,2.483,9.047,2.375,1.136,311.229,4.963,4.963,1.879,1.879,7,1.006,3.67,14.202,35.423,2.315,23.771,7.74,14.012,14.012,22.447,7.74,14.012,39.62,17.457
7.31,3.133,2.893,3.529,2.222,2,4,4.805,2.415,1130.52,347.706,3.836,305.576,15.979,8.006,55.952,4,3.232,4.477,2.423,6.279,266.0,6.695,7.188,8.069,5.02,5.02,2.5,4.714,5.403,4.618,2.66,5,6.47,-0.097,7.66,1.541,58.952,5,3.736,3.232,5.107,2.481,8.98,1.922,1.086,278.975,4.902,4.902,1.817,1.817,4,0.974,3.681,12.849,33.069,2.045,21.66,8.092,15.434,15.434,24.527,8.092,15.434,41.084,17.506
8.699,2.964,2.9,3.24,2.043,5,0,4.514,2.457,944.38,268.562,3.799,106.262,14.253,7.942,47.93,0,3.006,4.564,2.5,6.312,275.0,6.406,7.231,8.148,4.935,4.935,2.51,4.721,5.409,3.944,2.535,2,6.285,-0.072,7.633,1.06,56.233,2,3.749,3.041,2.593,2.24,9.079,1.671,1.11,285.888,4.425,4.425,1.518,1.518,8,0.96,3.372,13.514,28.915,0.649,20.278,8.105,15.768,15.768,24.817,8.105,15.768,41.387,17.338
9.398,3.232,2.945,3.537,2.36,3,7,4.768,2.547,1124.69,346.399,3.827,323.206,15.626,7.964,47.749,4,3.232,4.443,2.5,6.26,261.0,6.751,7.16,8.033,4.959,4.959,2.539,4.705,5.394,4.618,2.66,5,6.355,-0.072,7.628,1.503,51.92,5,3.681,3.252,5.161,2.481,8.933,2.025,1.038,279.989,4.92,4.92,1.819,1.819,5,0.939,3.667,12.611,33.017,2.055,21.698,7.739,14.006,14.006,22.44,7.739,14.006,39.611,17.454
5.939,3.032,2.985,3.441,2.298,5,3,4.69,2.713,1189.53,320.722,3.893,347.187,15.209,8.083,68.761,3,3.372,4.625,2.831,6.482,326.0,7.044,7.336,8.178,4.543,4.543,2.917,4.885,5.574,4.414,2.974,6,6.926,-0.195,7.648,1.336,72.572,6,3.635,3.544,2.735,2.715,9.037,2.138,1.155,403.127,4.367,4.367,1.732,1.732,13,1.112,3.595,15.209,40.625,1.931,27.508,7.597,13.729,13.729,20.773,7.597,13.729,39.3,16.66
6.354,2.843,2.795,3.02,1.917,8,0,4.304,2.354,797.55,223.356,3.85,120.793,11.02,7.693,46.58,1,2.872,4.331,2.0,6.142,232.0,6.241,7.02,7.883,4.497,4.497,2.065,4.508,5.196,3.84,2.529,2,6.302,-0.127,7.308,0.993,36.136,2,3.118,3.016,2.423,2.259,8.763,1.532,1.045,262.534,3.63,3.63,1.414,1.414,9,1.162,3.056,11.321,25.07,0.839,17.458,6.503,10.182,10.182,16.98,6.503,10.182,35.259,16.587
6.481,2.837,2.797,3.153,1.91,3,0,4.416,2.312,908.15,244.602,3.843,152.572,10.793,7.762,46.631,1,2.88,4.304,2.072,6.146,233.0,6.313,7.017,7.864,4.287,4.287,2.5,4.57,5.257,4.037,2.747,3,6.229,-0.128,7.355,1.175,29.689,3,3.576,3.229,2.721,2.339,8.733,1.889,0.925,264.155,3.753,3.753,1.449,1.449,4,0.991,3.163,11.11,26.863,1.091,18.084,6.503,10.179,10.179,16.978,6.503,10.179,35.063,15.984
7.444,2.872,2.804,3.211,1.914,3,0,4.417,2.375,872.81,240.771,3.848,127.966,11.041,7.763,50.435,1,2.881,4.317,2.096,6.151,234.0,6.366,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.307,-0.113,7.361,1.158,33.027,3,3.576,2.998,2.709,2.161,8.746,1.669,0.972,265.999,3.602,3.602,1.414,1.414,4,1.007,3.226,11.054,27.733,0.842,18.495,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
6.162,2.872,2.804,3.293,1.914,3,0,4.625,2.313,949.79,310.473,3.844,226.95,11.3,7.763,48.235,1,2.881,4.317,2.096,6.151,234.0,6.504,7.022,7.876,4.385,4.385,2.5,4.57,5.257,3.902,2.747,3,6.902,-0.163,7.361,1.158,24.559,3,3.576,2.998,2.741,2.161,8.746,1.868,0.981,258.747,3.602,3.602,1.414,1.414,4,0.841,3.292,11.054,27.863,1.638,18.662,6.51,10.205,10.205,17.055,6.51,10.205,35.211,16.09
7.149,2.9,2.532,3.244,2.09,5,0,4.594,2.391,901.27,293.423,3.825,83.694,13.636,7.907,56.747,0,3.003,4.522,2.5,6.256,260.0,6.088,7.174,8.093,4.932,4.932,2.5,4.694,5.382,3.74,2.522,1,5.219,-0.112,7.63,0.954,51.106,1,3.372,3.097,2.643,2.24,9.021,1.515,1.042,244.665,3.199,3.199,1.495,1.495,7,0.836,2.777,12.836,27.277,0.557,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.346
6.298,2.9,2.532,3.043,2.09,5,0,4.453,2.356,915.57,244.07,3.799,89.444,13.236,7.907,41.68,0,3.003,4.522,2.5,6.256,260.0,6.08,7.174,8.093,4.932,4.932,2.5,4.694,5.382,3.74,2.522,1,5.187,-0.063,7.63,0.954,44.606,1,3.372,3.097,2.685,2.24,9.021,1.515,0.974,249.825,3.199,3.199,1.495,1.495,7,0.928,2.777,12.836,26.777,0.645,18.765,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.346
8.523,2.766,2.524,3.256,1.832,9,1,4.612,2.389,862.41,295.143,3.788,82.489,13.636,7.856,63.26,0,2.996,4.522,2.199,6.256,260.0,6.145,7.174,8.093,4.932,4.932,2.299,4.613,5.301,3.74,2.5,1,5.23,-0.093,7.525,0.954,58.36,1,3.463,3.035,2.63,2.189,9.021,1.515,1.179,265.781,3.199,3.199,1.495,1.495,11,0.916,2.842,12.836,27.277,0.573,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.285
6.08,2.796,2.553,2.966,1.914,3,1,4.151,2.353,742.72,200.691,3.692,94.885,9.563,7.589,38.978,2,2.871,4.174,1.733,6.009,203.0,6.083,6.88,7.734,4.497,4.497,1.942,4.428,5.115,3.598,2.066,2,6.065,-0.107,7.248,0.873,31.246,2,3.116,2.922,2.549,2.039,8.611,1.466,0.94,241.147,3.153,3.153,1.414,1.414,6,1.18,3.044,9.864,23.209,0.803,15.991,6.503,10.179,10.179,16.975,6.503,10.179,35.229,16.576
7.301,2.872,2.796,3.112,2.038,3,0,4.348,2.414,865.66,232.523,3.798,163.821,11.597,7.752,47.68,3,3.016,4.369,2.0,6.176,240.0,6.358,7.064,7.934,4.497,4.497,2.26,4.551,5.239,4.125,2.713,3,6.406,-0.083,7.355,1.082,39.014,3,3.627,3.175,2.604,2.262,8.824,1.557,0.981,260.041,4.294,4.294,1.523,1.523,4,1.196,3.109,11.854,25.941,1.186,17.868,6.753,10.986,10.986,18.347,6.753,10.986,36.123,16.61
8.699,2.9,2.569,3.23,1.959,5,0,4.472,2.383,918.36,251.881,3.799,106.064,13.841,7.91,45.274,0,2.967,4.543,2.5,6.275,265.0,6.212,7.194,8.115,4.933,4.933,2.5,4.694,5.382,3.74,2.53,2,5.98,-0.1,7.62,0.916,52.116,2,3.747,3.007,2.596,2.24,9.045,1.66,1.028,264.774,3.269,3.269,1.518,1.518,7,0.93,3.372,13.24,27.338,0.707,19.572,8.105,15.762,15.762,24.811,8.105,15.762,41.381,17.336
5.571,2.994,2.579,3.287,2.14,5,0,4.624,2.45,950.53,302.865,3.811,120.733,13.636,7.942,55.852,0,3.097,4.543,2.5,6.282,267.0,6.262,7.203,8.121,4.932,4.932,2.5,4.721,5.409,3.937,2.523,1,5.965,-0.043,7.665,1.06,52.629,1,3.385,3.156,2.675,2.447,9.051,1.644,1.056,257.155,4.306,4.306,1.51,1.51,7,0.836,2.907,13.1,27.277,0.847,19.053,8.096,15.69,15.69,24.74,8.096,15.69,41.315,17.38
8.097,2.835,2.524,3.263,1.983,7,0,4.541,2.342,830.32,285.423,3.847,76.889,12.591,7.852,58.236,0,3.002,4.454,2.025,6.221,251.0,6.037,7.143,8.062,4.932,4.932,2.285,4.593,5.281,3.741,2.5,1,5.171,-0.085,7.518,0.971,53.233,1,3.384,3.097,2.624,2.237,8.992,1.515,1.14,242.203,3.199,3.199,1.495,1.495,10,0.887,2.782,11.791,25.863,0.53,18.037,8.096,15.69,15.69,24.74,8.096,15.69,41.309,17.268
8.155,2.9,2.532,3.043,2.09,5,0,4.456,2.383,919.83,244.459,3.799,92.425,13.236,7.907,41.533,0,3.003,4.522,2.5,6.256,260.0,6.094,7.174,8.093,4.932,4.932,2.5,4.694,5.382,3.74,2.522,1,5.185,-0.088,7.63,0.954,42.807,1,3.372,3.097,2.688,2.24,9.021,1.515,0.973,248.721,3.199,3.199,1.495,1.495,7,0.928,2.777,12.836,26.777,0.668,18.765,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.346
7.854,2.741,2.524,3.23,1.809,9,0,4.575,2.34,840.41,289.423,3.805,80.147,13.459,7.849,59.931,0,2.996,4.511,2.048,6.24,256.0,6.078,7.162,8.083,4.932,4.932,2.286,4.603,5.291,3.739,2.5,1,5.209,-0.098,7.521,0.954,58.162,1,3.446,3.036,2.623,2.194,9.014,1.514,1.184,246.149,3.199,3.199,1.495,1.495,11,0.904,2.805,12.659,26.57,0.547,18.553,8.096,15.69,15.69,24.74,8.096,15.69,41.314,17.286
7.62,2.9,2.531,2.914,2.052,5,0,4.332,2.266,858.2,222.94,3.799,84.541,12.333,7.868,35.782,0,3.003,4.477,2.448,6.221,251.0,6.054,7.132,8.043,4.82,4.82,2.5,4.666,5.354,3.732,2.5,1,5.117,-0.076,7.588,0.882,39.728,1,3.372,3.04,2.633,2.182,8.964,1.416,0.917,243.755,3.026,3.026,1.415,1.415,7,0.989,2.776,12.333,25.407,0.568,18.048,7.984,15.154,15.154,23.413,7.984,15.154,40.805,17.236
5.41,2.616,2.479,3.049,1.655,2,0,4.297,1.993,857.17,234.131,3.733,77.574,10.24,7.604,24.939,1,2.801,4.19,1.37,6.009,203.0,5.925,6.901,7.786,4.582,4.582,1.897,4.422,5.109,3.58,1.965,0,4.802,-0.15,7.29,0.763,23.523,0,3.257,2.861,4.255,2.015,8.683,1.227,0.879,183.556,3.026,3.026,1.306,1.306,2,0.884,3.195,9.545,20.648,0.763,14.967,6.803,11.226,11.226,18.573,6.803,11.226,36.397,16.504
9.796,3.232,3.018,3.465,2.409,5,5,4.764,2.642,1140.87,339.442,3.867,326.477,16.138,8.041,57.763,7,3.252,4.564,2.597,6.361,289.0,6.839,7.255,8.134,4.957,4.957,2.66,4.766,5.455,4.554,2.782,5,6.779,-0.046,7.653,1.372,61.513,5,3.83,3.349,5.107,2.483,9.032,2.371,1.047,321.872,4.902,4.902,1.819,1.819,7,1.08,3.681,13.985,34.259,1.939,23.338,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
9.959,3.232,3.017,3.48,2.408,6,5,4.793,2.667,1146.63,343.442,3.867,333.06,16.315,8.048,62.324,7,3.252,4.575,2.608,6.375,293.0,6.886,7.266,8.144,4.957,4.957,2.66,4.775,5.464,4.544,2.787,5,6.847,-0.037,7.656,1.372,67.196,5,3.83,3.349,5.116,2.483,9.039,2.371,1.079,330.559,4.902,4.902,1.819,1.819,8,1.088,3.681,14.162,34.967,1.936,23.838,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
9.469,3.232,3.019,3.449,2.41,4,5,4.747,2.621,1135.11,335.442,3.867,302.775,15.416,8.038,54.879,7,3.252,4.554,2.595,6.347,285.0,6.773,7.244,8.125,4.957,4.957,2.66,4.758,5.447,4.573,2.779,5,6.693,-0.073,7.654,1.372,56.45,5,3.83,3.35,5.095,2.483,9.024,2.372,1.011,312.525,4.902,4.902,1.819,1.819,6,1.071,3.681,13.264,33.552,1.81,22.838,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
9.854,3.252,3.232,3.504,2.433,4,5,4.839,2.746,1170.19,355.442,3.869,309.271,17.103,8.093,66.963,7,3.323,4.615,2.724,6.422,307.0,6.955,7.319,8.196,4.957,4.957,2.876,4.808,5.497,4.732,2.879,5,6.975,-0.012,7.679,1.585,78.46,5,3.83,3.377,5.143,2.483,9.096,2.377,1.168,356.027,5.104,5.104,1.879,1.879,6,1.104,3.681,14.951,36.707,1.784,24.625,7.738,14.004,14.004,22.423,7.738,14.004,39.612,17.441
