pXC50,nROH,SsOH,NsOH,O.057,Eig10_AEA.dm.,ATS5s,nArNHR,nPyrimidines,IC4,C.035,Eig08_AEA.bo.,nDB,nTriazoles,SpMax8_Bh.v.,Eig12_AEA.bo.,CATS2D_02_AA,SpMin3_Bh.i.,CATS2D_04_AN,nCconj,nBnz,IC5,NdO,O.058,Eig12_EA.bo.,Eig12_EA.ri.,Eig12_AEA.ri.,Eig12_EA.ed.,SM07_AEA.ri.,SpMax3_Bh.p.,ATS1s,ATS5m,C.044,P_VSA_i_2,CATS2D_03_DA,CATS2D_01_AN,CATS2D_01_DN,CATS2D_02_NL,CATS2D_01_AA,H.051,SpAD_AEA.ed.,Eig10_AEA.ri.,ATS3v,ATS6v,P_VSA_e_5,Eig06_AEA.dm.,CATS2D_03_AA,Eig10_EA.ri.,N.075,NaaN,Eig08_AEA.dm.,SpAD_AEA.dm.,CATS2D_09_NL,SpMax7_Bh.m.,CATS2D_08_NL,Eig11_AEA.bo.,P_VSA_i_3,Eig10_EA,SM04_AEA.dm.,nCbH,RDSQ,CATS2D_03_NL,ATS5v,Pol,MPC01,MWC01,nBO
5.518,1,9.161,1,1,0.776,5.678,0,0,5.129,0,2.715,2,0,2.452,1.246,0,1.508,0,2,3,5.129,2,2,-0.282,-0.158,0.718,-0.486,-0.486,3.497,4.943,3.832,0,163.66,0,1,1,1,0,0,38.8,1.696,3.787,3.383,92.973,1.837,0,0.685,0,0,1.538,39.332,2,2.854,2,1.301,210.684,0.708,0.708,10,181.483,2,3.528,36,3.258,3.258,25
4.86,1,9.139,1,1,0.688,5.652,0,0,4.958,0,2.686,2,0,2.447,1.031,0,1.504,0,2,3,5.072,2,2,-0.694,-0.482,0.54,-1.132,-1.132,3.454,4.934,3.48,0,124.127,0,1,1,1,0,0,36.85,1.649,3.727,3.328,92.973,1.618,0,0.648,0,0,1.379,37.635,2,2.673,2,1.289,222.455,0.648,0.648,11,170.265,2,3.458,34,3.219,3.219,24
8.523,1,9.074,1,1,1.249,6.351,0,0,5.083,0,2.909,2,0,2.753,2.132,0,1.593,1,2,2,5.083,2,2,1.066,0.641,1.639,1.731,1.731,3.682,5.206,4.019,0,130.172,0,1,1,2,0,0,47.231,1.936,3.89,3.728,103.973,2.57,0,0.926,0,0,1.712,47.393,1,2.913,1,2.247,256.997,1.0,1.0,6,237.574,1,3.812,44,3.434,3.434,30
8.046,1,9.081,1,1,1.264,6.364,0,0,5.083,0,2.938,2,0,2.753,2.149,0,1.592,1,2,2,5.083,2,2,1.066,0.642,1.64,1.734,1.734,3.68,5.206,4.061,0,130.172,0,1,1,2,0,0,47.419,1.938,3.897,3.796,103.973,2.352,0,0.928,0,0,1.742,47.288,1,2.913,1,2.248,256.997,1.0,1.0,6,239.992,1,3.868,45,3.434,3.434,30
7.921,1,9.123,1,1,1.058,6.043,0,0,5.203,0,2.906,2,0,2.761,1.702,0,1.593,1,2,2,5.203,2,2,0.581,0.438,1.389,0.818,0.818,3.688,5.085,4.0,0,122.373,0,1,1,2,0,0,43.906,1.716,3.87,3.665,103.973,2.275,0,0.708,0,0,1.596,43.66,1,3.063,2,2.243,284.375,0.781,0.781,7,214.263,1,3.796,41,3.367,3.367,28
6.0,2,18.304,2,2,1.411,6.505,0,0,5.316,0,2.897,3,0,2.734,2.274,0,1.636,3,3,2,5.316,3,3,1.093,0.632,1.627,1.831,1.831,3.681,5.274,4.079,0,122.612,0,2,2,3,0,0,49.554,2.103,3.949,3.695,171.801,2.542,0,1.1,0,0,1.875,49.379,2,3.059,3,2.358,301.283,1.11,1.11,7,249.9,2,3.827,47,3.466,3.466,31
7.796,1,9.003,1,1,1.249,6.341,0,0,5.083,0,2.909,2,0,2.738,2.132,0,1.608,1,2,2,5.083,2,2,1.066,0.723,1.733,1.731,1.731,3.674,5.241,3.989,0,138.353,0,1,1,1,0,0,47.231,1.937,3.872,3.703,113.48,2.57,0,0.926,0,0,1.712,47.393,1,2.913,1,2.247,266.505,1.0,1.0,6,237.574,0,3.79,44,3.434,3.434,30
4.523,0,0.0,0,0,0.448,4.959,0,0,4.694,1,2.173,1,0,2.149,0.624,1,1.507,0,1,1,4.694,1,1,-1.271,-0.838,0.123,-2.126,-2.126,3.224,4.673,3.244,0,85.153,0,0,0,0,0,0,31.522,1.131,3.442,2.981,25.145,1.36,0,0.138,1,1,1.001,31.241,0,2.68,0,0.699,142.856,0.143,0.143,4,132.164,0,3.203,26,3.045,3.045,20
4.523,0,0.0,0,0,0.449,5.135,0,0,4.789,1,2.194,1,0,2.152,0.669,1,1.508,0,1,1,4.789,1,1,-1.056,-0.721,0.197,-1.873,-1.873,3.347,4.716,3.387,0,87.688,0,0,0,0,0,0,32.58,1.359,3.503,3.14,25.145,1.511,0,0.397,1,1,1.008,32.285,0,2.682,0,0.701,166.398,0.43,0.43,4,140.838,0,3.316,27,3.091,3.091,21
4.523,0,0.0,0,0,0.626,5.218,0,0,4.879,1,2.339,1,0,2.278,0.699,1,1.51,0,1,1,4.879,1,1,-1.029,-0.714,0.197,-1.801,-1.801,3.461,4.762,3.465,0,90.222,0,0,0,0,0,0,34.069,1.36,3.565,3.261,25.145,1.546,0,0.401,1,1,1.009,33.737,0,2.682,0,1.291,189.94,0.439,0.439,4,149.27,0,3.395,28,3.135,3.135,22
4.523,0,0.0,0,0,0.453,5.293,0,0,4.629,1,2.399,1,0,2.28,0.698,1,1.51,0,1,1,4.629,1,1,-1.0,-0.719,0.197,-1.873,-1.873,3.474,4.771,3.512,0,94.407,0,0,0,0,0,0,34.478,1.36,3.592,3.277,25.145,1.546,0,0.399,1,1,1.009,34.256,0,2.682,0,0.823,189.94,0.435,0.435,4,150.939,0,3.419,28,3.135,3.135,22
4.523,0,0.0,0,0,0.697,5.181,0,0,4.741,1,2.418,1,0,2.149,0.699,1,1.506,0,1,1,4.741,1,1,-1.0,-0.713,0.197,-1.873,-1.873,3.732,4.727,3.501,0,81.826,0,0,0,0,0,0,35.557,1.36,3.54,3.233,25.145,1.546,0,0.401,1,1,1.011,36.137,0,2.682,0,1.31,166.398,0.439,0.439,4,156.59,0,3.389,28,3.178,3.178,23
4.523,0,0.0,0,0,0.712,5.279,0,0,4.837,1,2.423,1,0,2.246,1.0,1,1.519,0,1,1,4.837,1,1,0.0,0.0,1.0,0.0,0.0,3.732,4.772,3.574,0,84.361,0,0,0,0,0,0,36.459,1.506,3.62,3.348,25.145,1.546,0,0.518,1,1,1.049,36.694,0,2.682,0,1.766,189.94,0.572,0.572,4,166.227,0,3.466,29,3.219,3.219,24
4.523,0,0.0,0,0,0.712,5.281,0,0,4.965,1,2.409,1,0,2.281,0.765,1,1.516,0,1,1,4.965,1,1,-0.44,-0.4,0.6,-0.651,-0.651,3.535,4.806,3.506,0,92.757,0,0,0,0,0,0,35.227,1.472,3.629,3.344,25.145,1.546,0,0.482,1,1,1.047,34.894,0,2.739,0,1.73,213.483,0.528,0.528,4,157.564,0,3.458,29,3.178,3.178,23
4.523,0,0.0,0,0,0.714,5.368,0,0,4.773,1,2.432,1,0,2.556,1.618,1,1.51,0,1,1,4.773,1,1,0.618,0.399,1.36,1.071,1.071,3.734,4.816,3.642,0,86.895,0,0,0,0,0,0,38.073,1.618,3.72,3.451,25.145,1.546,0,0.618,1,1,1.318,38.544,0,2.682,0,1.928,213.483,0.658,0.658,4,176.878,0,3.538,30,3.258,3.258,25
4.523,0,0.0,0,0,0.712,5.349,0,0,4.76,1,2.573,1,0,2.218,0.926,1,1.554,0,1,1,4.76,1,1,-0.49,-0.376,0.564,-0.981,-0.981,3.732,4.776,3.65,0,84.361,0,0,0,0,0,3,37.801,1.366,3.634,3.416,25.145,1.809,0,0.408,1,1,1.359,37.85,0,2.691,0,1.31,189.94,0.451,0.451,4,169.709,0,3.596,31,3.219,3.219,24
4.523,0,0.0,0,0,0.718,5.429,0,0,4.856,1,2.584,1,0,2.269,1.31,1,1.554,0,1,1,4.856,1,1,0.108,0.092,1.087,0.226,0.226,3.732,4.818,3.793,0,86.895,0,0,0,0,0,2,39.177,1.397,3.694,3.619,25.145,1.841,0,0.433,1,1,1.36,39.026,0,2.779,0,1.563,213.483,0.48,0.48,4,181.067,0,3.736,33,3.258,3.258,25
4.821,0,0.0,0,0,0.784,5.497,0,0,4.946,1,2.591,1,0,2.562,1.31,1,1.554,0,1,1,4.946,1,1,0.109,0.094,1.087,0.229,0.229,3.732,4.86,3.866,0,89.43,0,0,0,0,0,2,40.522,1.596,3.75,3.755,25.145,1.85,0,0.609,1,1,1.36,40.347,0,2.779,0,1.932,237.025,0.69,0.69,4,191.53,0,3.814,34,3.296,3.296,26
4.523,0,0.0,0,0,0.787,5.905,0,0,4.76,1,2.698,1,0,2.221,1.31,1,1.549,0,1,1,4.76,1,1,0.108,0.093,1.087,0.228,0.228,3.732,4.951,4.158,0,83.295,0,0,0,0,0,0,42.886,1.592,3.679,3.582,25.145,1.983,0,0.606,1,1,1.361,42.561,0,2.779,0,1.934,154.627,0.689,0.689,4,208.055,0,3.72,37,3.332,3.332,27
4.523,0,0.0,0,0,0.961,5.883,0,0,4.903,1,2.857,1,0,2.65,1.31,1,1.554,0,1,1,4.903,1,1,0.116,0.099,1.089,0.248,0.248,3.732,5.001,4.005,0,90.3,0,0,0,0,0,3,44.487,1.659,3.757,3.657,36.145,2.321,1,0.669,1,1,1.682,44.104,0,2.76,0,2.091,200.94,0.738,0.738,3,215.061,0,3.811,38,3.367,3.367,28
5.509,0,0.0,0,0,0.755,5.49,0,0,4.76,1,2.532,1,0,2.216,1.135,1,1.51,0,1,1,4.76,1,1,-0.327,-0.224,0.691,-0.641,-0.641,3.734,4.86,3.657,0,84.005,0,0,0,0,0,0,39.773,1.51,3.665,3.407,25.145,2.265,0,0.543,1,1,1.166,39.851,0,2.682,0,1.31,178.169,0.644,0.644,2,180.789,0,3.531,33,3.258,3.258,25
4.523,0,0.0,0,0,0.771,5.58,0,0,4.76,1,2.667,1,0,2.22,1.263,1,1.554,0,1,1,4.76,1,1,-0.101,-0.066,0.826,-0.212,-0.212,3.733,4.884,3.895,0,78.03,0,0,0,0,0,3,41.871,1.522,3.722,3.53,25.145,2.362,0,0.548,1,1,1.702,41.712,0,2.74,0,1.311,205.547,0.658,0.658,2,194.726,0,3.674,36,3.296,3.296,26
5.252,0,0.0,0,0,0.756,5.451,0,0,4.741,1,2.532,1,0,2.165,1.135,1,1.506,0,1,1,4.741,1,1,-0.327,-0.189,0.628,-0.641,-0.641,3.733,4.841,3.719,0,75.495,0,0,0,0,0,0,39.773,1.504,3.636,3.336,25.145,2.279,0,0.535,1,1,1.207,39.961,0,2.682,0,1.31,182.005,0.644,0.644,2,180.789,0,3.464,33,3.258,3.258,25
5.137,0,0.0,0,0,0.761,5.554,0,0,4.76,1,2.434,1,0,2.157,1.108,1,1.52,0,1,1,4.76,1,1,-0.353,-0.244,0.673,-0.727,-0.727,3.734,4.86,3.733,0,84.005,0,0,0,0,0,0,39.763,1.521,3.665,3.351,25.145,2.283,0,0.551,1,1,1.1,39.814,0,2.682,0,1.31,178.169,0.652,0.652,2,180.965,0,3.522,33,3.258,3.258,25
4.764,0,0.0,0,0,0.77,5.749,0,0,4.76,1,2.716,1,0,2.159,1.31,1,1.517,0,1,1,4.76,1,1,0.109,0.093,1.087,0.229,0.229,3.734,4.953,3.824,0,83.295,0,0,0,0,0,0,42.678,1.582,3.694,3.391,25.145,2.033,0,0.598,1,1,1.466,42.549,0,2.73,0,1.961,154.627,0.683,0.683,3,201.833,0,3.551,36,3.332,3.332,27
4.827,0,0.0,0,0,0.754,5.309,0,0,4.741,1,2.433,1,0,2.153,1.063,1,1.505,0,1,1,4.741,1,1,-0.395,-0.266,0.599,-0.69,-0.69,3.732,4.812,3.552,0,81.471,0,0,0,0,0,0,37.838,1.483,3.573,3.265,25.145,1.731,0,0.521,1,1,1.012,38.15,0,2.682,0,1.31,154.627,0.618,0.618,3,168.674,0,3.408,31,3.219,3.219,24
8.699,1,9.036,1,1,1.371,6.512,0,0,5.003,0,3.093,2,0,2.753,2.247,0,1.592,1,2,2,5.003,2,2,1.066,0.641,1.639,1.743,1.743,3.68,5.295,4.142,0,126.572,0,1,1,2,0,0,50.399,2.104,3.879,3.702,103.973,2.592,0,1.101,0,0,2.339,49.9,1,2.913,1,2.304,198.142,1.115,1.115,6,262.194,1,3.8,46,3.497,3.497,32
4.046,1,9.335,1,1,1.099,5.919,0,0,4.745,0,2.798,2,0,2.715,2.5,0,1.743,0,2,3,4.784,2,2,1.462,0.996,2.0,2.275,2.275,3.704,5.184,3.906,0,158.628,0,1,1,2,0,0,47.317,2.018,4.128,3.894,92.973,2.159,0,1.008,0,0,1.58,48.002,2,2.759,2,2.51,328.395,1.0,1.0,11,240.75,2,4.02,45,3.434,3.434,30
5.553,1,9.203,1,1,1.0,5.681,0,0,4.619,0,2.551,2,0,2.715,1.109,0,1.677,0,2,3,4.721,2,2,-0.366,-0.275,0.725,-0.683,-0.683,3.637,5.038,3.709,0,138.443,0,1,1,2,0,0,40.126,2.0,3.851,3.591,92.973,1.85,0,1.0,0,0,1.374,40.782,2,2.687,1,2.5,234.226,1.0,1.0,12,191.9,2,3.737,37,3.296,3.296,26
5.398,1,9.269,1,1,1.044,5.731,0,0,4.946,0,2.609,2,0,2.642,1.178,0,1.702,0,2,3,4.993,2,2,-0.189,-0.15,0.85,-0.333,-0.333,3.662,5.076,3.803,0,140.977,0,1,1,2,0,0,42.278,2.003,3.922,3.768,92.973,2.121,0,1.0,0,0,1.58,42.457,2,2.704,2,2.5,257.769,1.0,1.0,11,205.933,2,3.835,39,3.332,3.332,27
4.0,0,0.0,0,0,0.51,5.425,1,1,4.453,1,2.5,0,0,2.328,0.741,3,1.336,0,0,1,4.453,0,0,-0.751,-0.58,0.368,-1.531,-1.531,3.316,4.875,3.335,1,94.374,0,0,0,0,0,3,35.51,0.987,3.545,3.248,0.0,1.82,0,0.037,2,2,1.0,34.77,0,2.508,0,0.97,117.711,0.039,0.039,4,162.062,0,3.327,31,3.178,3.178,23
4.0,0,0.0,0,0,0.686,5.182,1,1,4.771,0,2.598,0,0,2.405,1.01,2,1.439,0,0,2,4.889,0,0,-0.543,-0.382,0.536,-1.029,-1.029,3.397,4.822,3.324,0,100.195,2,0,0,0,0,3,36.565,1.633,3.644,3.326,0.0,1.618,0,0.645,3,3,1.146,36.069,0,2.531,0,1.358,129.482,0.668,0.668,7,169.573,0,3.405,32,3.219,3.219,24
4.0,0,0.0,0,0,0.686,5.203,1,1,4.822,1,2.598,0,0,2.371,1.01,1,1.449,0,0,2,4.936,0,0,-0.543,-0.385,0.542,-1.029,-1.029,3.407,4.809,3.332,0,117.862,1,0,0,0,1,3,36.565,1.663,3.683,3.363,0.0,1.618,1,0.664,2,2,1.146,36.069,0,2.548,0,1.358,153.024,0.668,0.668,7,169.573,0,3.455,32,3.219,3.219,24
4.0,0,0.0,0,0,0.686,5.2,1,1,4.822,1,2.598,0,0,2.435,1.01,3,1.441,0,0,2,4.936,0,0,-0.543,-0.385,0.543,-1.029,-1.029,3.401,4.806,3.32,1,117.004,0,0,0,0,0,3,36.565,1.637,3.689,3.38,0.0,1.618,0,0.648,2,2,1.146,36.069,0,2.541,0,1.358,153.024,0.668,0.668,7,169.573,0,3.458,32,3.219,3.219,24
4.0,0,0.0,0,0,0.911,5.683,0,1,4.514,1,2.59,1,1,2.337,0.92,4,1.263,0,1,1,4.514,1,1,-0.578,-0.438,0.499,-1.123,-1.123,3.238,4.993,3.495,1,90.032,1,0,0,0,1,3,39.133,1.668,3.596,3.255,25.145,2.121,1,0.677,3,3,1.155,38.669,0,2.687,0,1.218,131.085,0.71,0.71,4,183.058,0,3.347,35,3.258,3.258,25
4.0,0,0.0,0,0,0.338,5.34,0,1,4.482,1,2.5,1,1,2.271,0.746,4,1.222,0,1,1,4.482,1,1,-1.051,-0.753,0.28,-1.611,-1.611,3.235,4.776,3.276,1,88.563,1,0,0,0,1,3,31.95,0.769,3.424,3.13,25.145,1.323,1,-0.185,3,3,1.0,32.417,0,2.459,0,0.846,142.856,-0.194,-0.194,5,140.543,0,3.208,27,3.091,3.091,21
5.896,0,0.0,0,0,1.0,5.394,1,0,4.631,0,2.5,1,0,2.715,1.304,1,1.471,0,1,2,4.631,1,1,-0.054,-0.039,0.905,-0.094,-0.094,3.687,4.953,3.749,1,119.954,0,0,0,0,0,3,40.551,1.842,3.767,3.5,36.145,2.019,0,0.821,1,1,1.461,40.124,0,2.747,0,1.487,240.089,0.965,0.965,8,187.288,0,3.617,35,3.296,3.296,26
4.886,0,0.0,0,0,0.294,5.108,0,0,4.582,0,2.375,2,0,2.221,0.5,0,1.447,0,3,1,4.582,1,1,-1.469,-0.97,0.0,-2.347,-2.347,3.386,4.746,3.043,0,113.673,0,0,0,0,0,0,27.481,0.684,3.312,2.892,25.145,1.003,0,-0.282,1,1,1.0,28.224,0,2.614,0,0.505,142.856,-0.297,-0.297,4,113.762,0,2.983,21,2.996,2.996,19
4.806,1,8.868,1,1,0.768,5.208,0,0,4.735,0,2.545,2,0,2.557,0.939,0,1.451,0,2,3,4.852,1,1,-0.851,-0.57,0.411,-1.345,-1.345,3.398,4.868,3.173,0,128.47,0,1,1,2,0,0,34.792,1.513,3.669,3.211,67.828,1.618,0,0.525,0,0,1.233,35.243,3,2.687,2,1.15,209.081,0.543,0.543,11,155.68,2,3.308,31,3.178,3.178,23
4.794,0,9.449,1,1,0.173,5.38,0,0,4.482,0,1.675,1,0,2.084,0.627,0,1.176,0,1,2,4.482,1,1,-1.216,-0.814,0.165,-2.015,-2.015,3.106,4.768,3.298,0,86.516,0,0,0,0,0,0,31.551,0.522,3.569,3.121,67.828,1.511,0,-0.229,0,0,1.309,31.676,0,2.65,0,0.936,252.065,-0.347,-0.347,6,133.203,0,3.187,29,3.045,3.045,20
4.751,0,19.043,2,2,-0.203,5.112,0,0,4.756,0,1.453,1,0,2.278,0.21,0,1.272,0,1,2,4.756,0,0,-1.232,-1.0,0.0,-2.499,-2.499,3.184,4.79,2.985,0,95.869,0,0,0,0,0,0,29.211,0.565,3.517,3.131,85.367,1.557,0,-0.39,0,0,0.637,28.638,0,2.552,0,0.684,238.391,-0.405,-0.405,6,121.225,0,3.145,26,2.996,2.996,19
4.738,0,0.0,0,0,-0.04,4.854,1,0,4.533,0,2.421,0,0,2.149,0.753,1,1.346,0,0,2,4.681,0,0,-0.94,-0.641,0.299,-1.732,-1.732,3.294,4.656,3.11,0,95.241,2,0,0,0,0,0,31.775,0.673,3.485,2.909,11.0,1.476,2,-0.226,2,2,1.113,31.876,0,2.406,0,1.045,105.169,-0.247,-0.247,8,141.962,0,3.079,30,3.091,3.091,21
4.495,0,9.787,1,1,0.543,5.011,0,1,4.478,1,2.201,0,1,2.241,0.752,4,1.304,0,0,1,4.478,0,0,-0.657,-0.521,0.403,-1.322,-1.322,3.376,4.77,3.557,1,114.037,1,0,0,0,1,3,33.957,0.707,3.538,3.039,42.683,2.161,1,-0.085,3,3,1.0,35.998,0,2.687,0,1.034,160.394,-0.135,-0.135,4,147.316,0,3.143,28,3.135,3.135,22
4.201,0,9.806,1,1,0.955,5.173,0,1,4.572,1,2.201,0,1,2.418,0.824,4,1.318,0,0,1,4.572,0,0,-0.556,-0.407,0.449,-0.974,-0.974,3.365,4.884,3.448,1,81.155,1,0,0,0,1,3,35.243,1.248,3.576,3.096,53.683,2.165,1,0.34,3,3,1.104,37.222,0,2.687,0,1.118,206.708,0.412,0.412,4,156.414,0,3.263,30,3.178,3.178,23
5.022,0,9.789,1,1,1.0,5.557,0,1,4.779,1,2.609,2,1,2.356,1.0,5,1.303,0,0,1,4.779,2,0,-0.556,-0.398,0.485,-1.086,-1.086,3.363,4.975,3.697,1,67.785,1,0,0,0,3,3,37.571,1.441,3.591,3.077,93.43,2.283,1,0.488,3,3,1.409,40.035,0,2.67,0,1.135,211.141,0.586,0.586,4,170.271,0,3.311,33,3.219,3.219,24
5.187,0,9.797,1,1,0.757,5.115,0,1,4.736,1,2.201,0,1,2.236,0.76,4,1.303,0,0,1,4.736,0,0,-0.655,-0.408,0.403,-1.319,-1.319,3.372,4.819,3.682,1,62.553,1,0,0,0,1,3,36.077,0.842,3.602,3.062,42.683,2.189,1,0.058,3,3,1.943,38.442,0,2.899,0,1.099,226.921,0.094,0.094,3,158.687,0,3.203,31,3.178,3.178,23
4.745,0,9.808,1,1,0.948,5.083,0,1,4.478,1,2.202,0,1,2.244,1.0,4,1.302,0,0,1,4.478,0,0,-0.445,-0.269,0.473,-0.839,-0.839,3.362,4.819,3.547,1,62.553,1,0,0,0,1,3,36.274,0.773,3.616,3.075,42.683,2.306,1,-0.015,3,3,1.409,38.432,0,2.918,0,1.032,226.921,-0.022,-0.022,3,160.665,0,3.188,32,3.178,3.178,23
7.292,0,9.804,1,1,0.871,5.188,0,1,4.736,1,2.2,0,1,2.232,0.753,4,1.302,0,0,1,4.736,0,0,-0.655,-0.432,0.403,-1.319,-1.319,3.366,4.819,3.875,1,62.553,1,0,0,0,1,3,36.093,0.843,3.6,3.055,42.683,2.307,1,0.058,3,3,1.562,38.434,0,2.836,0,1.102,226.921,0.095,0.095,3,159.708,0,3.239,31,3.178,3.178,23
4.523,0,9.835,1,1,0.398,5.248,0,1,4.391,1,2.2,0,1,2.331,0.896,4,1.342,0,0,1,4.391,0,0,-0.552,-0.42,0.529,-1.136,-1.136,3.383,4.857,3.565,1,79.573,1,0,0,0,1,3,35.91,0.653,3.655,3.193,42.683,2.147,1,-0.235,3,3,1.821,37.892,0,2.775,0,1.0,219.25,-0.261,-0.261,3,159.001,0,3.395,30,3.178,3.178,23
4.886,0,9.909,1,1,0.564,5.155,0,1,4.595,1,2.242,0,1,2.442,1.012,4,1.337,0,0,1,4.595,0,0,-0.431,-0.283,0.544,-0.855,-0.855,3.417,4.831,3.562,1,71.063,1,0,0,0,1,2,35.342,1.322,3.594,3.17,42.683,2.163,1,0.344,3,3,1.019,36.977,0,2.687,0,1.152,223.085,0.358,0.358,4,157.162,0,3.274,30,3.178,3.178,23
7.886,0,9.935,1,1,0.871,5.3,0,1,4.83,1,2.241,0,1,2.426,1.061,4,1.337,0,0,1,4.83,0,0,-0.392,-0.262,0.592,-0.797,-0.797,3.416,4.859,3.953,1,65.088,1,0,0,0,1,2,37.415,1.322,3.666,3.197,42.683,2.438,1,0.344,3,3,1.563,39.303,0,2.836,0,1.334,250.463,0.358,0.358,3,169.759,0,3.366,33,3.219,3.219,24
4.0,0,0.0,0,0,0.395,5.002,0,1,4.476,1,2.199,0,1,2.247,0.75,4,1.303,0,0,1,4.476,0,0,-0.697,-0.532,0.379,-1.345,-1.345,3.363,4.748,3.345,1,76.832,1,0,0,0,1,3,31.771,0.654,3.478,2.98,0.0,1.977,1,-0.24,3,3,1.0,34.119,0,2.67,0,0.778,129.482,-0.264,-0.264,5,137.314,0,3.143,26,3.091,3.091,21
6.959,0,0.0,0,0,1.0,5.322,0,0,4.729,0,2.5,2,0,2.55,1.259,0,1.345,0,2,2,4.901,1,1,-0.084,-0.063,0.93,-0.134,-0.134,3.655,4.889,3.48,1,126.221,0,0,0,0,0,0,35.404,1.595,3.595,3.152,25.145,1.68,1,0.55,1,1,1.247,36.437,0,2.687,0,2.168,166.398,0.672,0.672,9,160.417,0,3.303,29,3.219,3.219,24
6.469,0,0.0,0,0,0.413,5.303,0,0,4.801,0,2.601,1,0,2.379,0.794,0,1.381,0,1,2,4.801,1,1,-0.911,-0.4,0.332,-1.6,-1.6,3.35,4.776,3.8,1,90.276,0,0,0,0,0,0,36.951,1.241,3.655,3.253,25.145,1.546,0,0.304,1,1,1.395,36.859,0,2.951,0,1.077,236.76,0.347,0.347,8,170.674,0,3.346,32,3.219,3.219,24
6.26,0,0.0,0,0,0.518,5.365,0,0,4.982,0,2.376,2,0,2.575,0.77,0,1.47,0,3,2,4.982,1,1,-0.778,-0.435,0.298,-1.533,-1.533,3.418,4.803,3.4,0,117.48,0,0,0,0,0,0,32.741,0.902,3.662,3.237,25.145,2.121,0,0.063,0,0,1.005,33.343,0,2.789,0,1.176,268.238,0.097,0.097,7,144.231,0,3.35,28,3.135,3.135,22
6.108,0,18.991,2,2,0.297,5.145,0,0,4.923,0,2.587,1,0,2.46,0.882,0,1.448,0,1,3,5.044,0,0,-0.665,-0.461,0.398,-1.243,-1.243,3.395,4.855,3.126,0,114.898,0,0,0,0,0,0,33.321,0.974,3.63,3.188,85.367,1.618,0,0.023,0,0,1.226,32.826,0,2.562,0,1.036,214.849,0.024,0.024,10,148.133,0,3.261,30,3.135,3.135,22
6.032,0,0.0,0,0,0.16,5.122,1,0,4.494,0,1.531,1,0,2.163,0.384,0,1.333,0,1,1,4.494,1,1,-1.326,-1.086,0.094,-2.015,-2.015,3.178,4.665,3.257,1,74.097,0,0,0,0,0,6,30.306,0.283,3.494,3.039,25.145,1.868,0,-0.563,1,1,0.629,29.74,0,2.523,0,0.621,205.547,-0.636,-0.636,3,122.808,0,3.143,25,2.996,2.996,19
5.738,0,0.0,0,0,0.347,5.034,0,0,4.807,0,2.64,1,0,2.147,0.796,0,1.363,0,1,2,4.807,1,1,-0.621,-0.342,0.269,-1.242,-1.242,3.327,4.715,3.405,1,84.616,0,0,0,0,0,0,34.042,0.818,3.556,3.095,25.145,1.574,0,-0.019,1,1,1.395,34.175,0,2.833,0,1.076,185.84,-0.027,-0.027,7,149.377,0,3.082,29,3.135,3.135,22
5.562,1,9.133,1,1,1.202,5.926,0,0,5.17,0,2.955,4,0,2.715,2.447,1,1.682,0,5,2,5.17,2,2,1.381,0.993,1.995,2.136,2.136,3.72,5.167,3.922,0,154.123,0,1,1,2,1,3,48.514,2.006,3.911,3.747,102.481,2.372,1,1.0,0,0,1.721,49.082,0,2.875,1,2.5,279.047,1.0,1.0,9,244.294,2,3.846,43,3.466,3.466,31
5.402,0,9.208,1,1,0.214,4.911,0,0,4.563,0,2.464,1,0,2.399,0.882,0,1.493,0,1,3,4.688,0,0,-0.927,-0.618,0.382,-1.598,-1.598,3.447,4.749,2.992,0,124.374,0,0,0,0,0,0,31.133,0.856,3.565,3.05,42.683,1.446,0,-0.09,0,0,1.0,31.119,0,2.657,0,1.008,183.937,-0.096,-0.096,11,134.125,0,3.137,26,3.091,3.091,21
5.218,1,18.31,2,2,0.499,5.486,0,0,4.75,0,2.5,3,0,2.383,0.687,0,1.43,0,4,2,4.75,2,2,-1.019,-0.778,0.234,-2.0,-2.0,3.379,4.933,3.335,0,104.387,0,1,1,1,0,0,34.162,0.866,3.607,3.144,135.657,1.969,0,-0.072,0,0,1.0,34.411,2,2.687,2,1.114,280.745,-0.082,-0.082,7,147.941,2,3.254,30,3.135,3.135,22
4.0,0,0.0,0,0,0.756,5.115,0,1,4.726,1,2.201,0,1,2.262,0.76,4,1.304,0,0,1,4.726,0,0,-0.655,-0.41,0.416,-1.319,-1.319,3.375,4.808,3.679,1,64.881,1,0,0,0,1,3,36.077,0.843,3.618,3.088,0.0,2.169,1,0.058,3,3,1.922,38.411,0,2.947,0,1.099,184.237,0.094,0.094,3,158.687,0,3.244,31,3.178,3.178,23
4.0,0,0.0,0,0,1.079,5.423,1,1,4.764,1,2.906,0,1,2.715,1.796,4,1.779,0,0,2,4.897,0,0,0.686,0.481,1.435,1.377,1.377,3.799,5.005,3.795,1,129.505,1,0,0,0,1,3,42.929,2.0,3.842,3.671,0.0,2.232,1,1.0,3,3,1.597,45.609,0,2.776,0,2.304,211.88,1.0,1.0,10,214.106,0,3.675,36,3.401,3.401,29
