pXC50,Eig10_AEA.ri.,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_AEA.bo.,Eig08_EA.bo.,Eig04_EA.bo.,SM14_AEA.ri.,Wap,Eig12_EA.ri.,Eig08_EA.ri.,Eig12_AEA.ri.,Eig08_EA,SM02_AEA.dm.,Eig08_AEA.ri.,GGI9,Eig08_AEA.ed.,Eig10_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.,Eig09_EA.bo.,Eig10_EA,SM04_AEA.dm.,Eig07_EA.bo.,Eig10_AEA.ed.,Eig08_AEA.dm.,Eig12_EA.ed.,SM07_AEA.ri.,SpMin3_Bh.e.,Eig12_EA.bo.,Eig13_AEA.ed.,SpMaxA_AEA.bo.,Eig10_EA.bo.,Eig12_AEA.bo.,SpMax3_Bh.p.,Xindex,IC5,D.Dtr06,Eig07_AEA.bo.,nAB,Eta_beta,Eig06_EA.ed.,SM15_AEA.dm.,Eig04_AEA.bo.,SpMin3_Bh.i.,Eig11_AEA.ri.,Ui,Eig04_EA.ri.,Eig11_EA.ri.,Eig09_AEA.ri.,Eig09_AEA.bo.,nCsp2,Eig05_AEA.bo.,PCD,MDDD,X2sol,Eta_betaP,HVcpx,Eig05_AEA.ri.,Eig06_EA,SM14_AEA.bo.,SpMax3_Bh.v.,Eig09_EA.ed.,SM04_AEA.ri.,TPC
6.456,2.0,1.0,2.275,2.275,2.565,1.589,3.01,3.01,12207.0,0.877,1.082,1.9,1.147,1.147,2.093,0.206,3.83,2.5,2.786,2.786,1.5,1.0,1.0,1.881,3.441,1.809,2.136,2.136,1.613,1.18,2.767,0.155,1.5,2.301,3.647,0.317,4.925,200.288,2.794,17,37.0,4.247,4.247,3.805,1.585,2.0,3.524,2.387,1.0,2.04,2.544,16,3.517,3.042,29.942,12.411,20.0,3.576,3.123,1.728,1.728,3.622,2.472,2.472,7.159
6.886,2.0,1.0,2.282,2.282,2.716,1.724,3.054,3.054,13872.0,0.881,1.199,1.906,1.243,1.243,2.232,0.216,4.025,2.5,3.275,3.275,1.587,1.0,1.0,1.933,3.503,1.884,2.275,2.275,1.613,1.182,2.816,0.15,1.5,2.302,3.648,0.311,4.954,209.124,2.846,17,37.5,5.94,5.94,3.815,1.586,2.0,3.524,2.415,1.0,2.084,2.563,16,3.657,3.069,31.776,13.033,20.0,3.644,3.274,2.109,2.109,3.624,2.767,2.767,7.256
7.699,2.197,1.177,2.885,2.885,3.005,2.209,3.371,3.371,32620.0,1.0,1.504,2.0,1.519,1.519,2.51,0.213,4.435,2.698,4.171,4.171,1.911,1.201,1.201,2.427,3.825,1.911,2.282,2.282,1.615,1.5,3.414,0.132,1.715,2.5,3.65,0.257,5.29,296.61,3.118,22,43.5,6.602,6.602,3.912,1.587,2.083,3.807,2.479,1.073,2.342,2.813,20,3.791,4.291,35.542,14.391,24.0,3.741,3.409,2.142,2.142,3.629,3.44,3.44,7.89
7.886,2.09,1.078,2.797,2.797,2.992,2.196,3.247,3.247,28953.0,0.976,1.395,2.0,1.506,1.506,2.451,0.221,4.414,2.566,4.166,4.166,1.881,1.147,1.147,2.298,3.824,1.816,2.276,2.276,1.616,1.491,3.414,0.136,1.589,2.5,3.649,0.26,5.22,200.558,3.032,21,41.0,6.534,6.534,3.87,1.589,2.004,3.755,2.467,1.0,2.325,2.794,18,3.768,4.02,33.387,14.692,22.0,3.683,3.361,2.119,2.119,3.627,3.341,3.341,7.807
6.638,2.083,1.071,2.767,2.767,2.818,1.926,3.19,3.19,15547.0,0.88,1.208,1.905,1.414,1.414,2.307,0.232,4.114,2.563,3.561,3.561,1.724,1.136,1.136,1.959,3.824,2.163,2.275,2.275,1.613,1.182,2.858,0.145,1.587,2.302,3.647,0.31,5.103,216.969,2.852,17,38.5,6.561,6.561,3.856,1.585,2.0,3.524,2.401,1.0,2.214,2.716,16,3.764,3.099,32.409,14.282,20.0,3.66,3.344,2.131,2.131,3.623,3.272,3.272,7.347
7.42,2.086,1.075,2.778,2.778,2.82,1.948,3.056,3.056,17080.0,0.884,1.248,1.91,1.414,1.414,2.314,0.273,4.455,2.563,4.043,4.043,1.856,1.142,1.142,2.427,3.831,2.407,2.275,2.275,1.614,1.183,3.019,0.14,1.588,2.303,3.649,0.299,5.179,229.619,3.231,17,39.0,6.53,6.53,3.837,1.586,2.0,3.524,2.437,1.0,2.305,2.781,16,3.703,3.068,35.84,14.752,20.0,3.735,3.322,2.158,2.158,3.627,3.521,3.521,7.394
5.951,2.304,1.202,3.274,3.274,2.897,2.013,3.541,3.541,32397.0,1.07,1.411,2.082,1.472,1.472,2.432,0.216,4.512,2.811,4.179,4.179,1.956,1.383,1.383,2.75,3.992,2.229,2.766,2.766,1.868,1.587,3.414,0.121,1.909,2.563,3.841,0.255,5.301,392.25,3.462,23,47.5,6.631,6.631,3.989,1.851,2.192,3.858,2.424,1.143,2.345,2.833,22,3.801,3.903,42.644,16.281,26.0,3.792,3.36,2.163,2.163,3.837,3.561,3.561,7.896
7.959,2.116,1.094,2.769,2.769,2.819,1.928,3.191,3.191,17004.0,1.0,1.223,2.0,1.414,1.414,2.308,0.242,4.114,2.563,3.561,3.561,1.728,1.162,1.162,1.96,3.831,2.163,2.275,2.275,1.674,1.393,2.938,0.14,1.587,2.467,3.669,0.308,5.179,226.494,2.855,17,39.0,6.593,6.593,3.88,1.64,2.076,3.524,2.412,1.061,2.244,2.723,16,3.776,3.099,34.907,14.414,20.0,3.665,3.348,2.133,2.133,3.639,3.274,3.274,7.416
6.842,2.201,1.189,2.885,2.885,3.005,2.209,3.371,3.371,32620.0,1.0,1.506,2.0,1.519,1.519,2.512,0.213,4.435,2.698,4.171,4.171,1.911,1.201,1.201,2.427,3.825,1.905,2.282,2.282,1.598,1.5,3.414,0.132,1.715,2.5,3.56,0.257,5.29,296.61,3.118,22,44.0,6.602,6.602,3.912,1.564,2.084,3.807,2.535,1.073,2.357,2.813,20,3.791,4.291,35.542,13.689,24.0,3.741,3.411,2.142,2.142,3.603,3.44,3.44,7.89
8.398,2.308,1.283,3.282,3.282,3.007,2.21,3.518,3.518,38792.0,1.072,1.51,2.082,1.554,1.554,2.523,0.236,4.438,2.764,4.256,4.256,1.945,1.338,1.338,2.427,4.061,1.908,2.759,2.759,1.747,1.587,3.414,0.125,1.765,2.563,3.649,0.25,5.232,324.337,3.118,22,45.0,6.692,6.692,4.056,1.711,2.187,3.807,2.642,1.173,2.457,2.874,20,3.878,4.298,41.335,14.914,24.0,3.807,3.45,2.176,2.176,3.661,3.468,3.468,8.017
6.777,2.198,1.191,2.881,2.881,3.005,2.208,3.369,3.369,29972.0,1.0,1.511,2.0,1.517,1.517,2.515,0.177,4.429,2.69,4.121,4.121,1.903,1.195,1.195,2.427,3.815,1.653,2.275,2.275,1.68,1.5,3.162,0.136,1.709,2.5,3.632,0.258,5.269,283.422,3.118,22,42.5,5.163,5.163,3.882,1.629,2.083,3.807,2.453,1.073,2.371,2.801,20,3.575,4.286,33.996,13.203,23.5,3.725,3.243,2.101,2.101,3.654,3.432,3.432,7.82
7.553,2.316,1.292,3.282,3.282,3.007,2.21,3.518,3.518,38792.0,1.072,1.513,2.082,1.554,1.554,2.527,0.236,4.438,2.764,4.256,4.256,1.945,1.338,1.338,2.427,4.061,1.908,2.759,2.759,1.759,1.587,3.414,0.125,1.765,2.563,3.658,0.25,5.233,324.337,3.118,22,45.0,6.692,6.692,4.056,1.718,2.188,3.807,2.642,1.175,2.473,2.874,20,3.878,4.298,41.335,14.914,24.0,3.807,3.45,2.176,2.176,3.669,3.468,3.468,8.017
7.538,2.357,1.319,3.441,3.441,3.118,2.296,3.578,3.578,45158.0,1.072,1.618,2.083,1.618,1.618,2.618,0.276,4.525,2.803,4.424,4.424,2.207,1.422,1.422,2.427,4.064,1.953,2.759,2.759,1.777,1.587,3.601,0.119,1.905,2.563,3.677,0.245,5.191,352.223,3.266,22,46.5,6.695,6.695,4.057,1.735,2.195,3.807,2.642,1.184,2.513,3.005,20,3.878,4.303,46.0,15.792,24.0,3.88,3.452,2.21,2.21,3.688,4.217,4.217,8.13
7.409,2.428,1.405,3.464,3.464,3.118,2.267,3.55,3.55,48704.0,1.174,1.618,2.187,1.618,1.618,2.618,0.285,4.53,2.82,4.426,4.426,2.208,1.451,1.451,2.427,4.226,2.203,2.881,2.881,1.782,1.595,3.601,0.115,1.919,2.65,3.682,0.241,5.293,366.563,3.251,22,46.75,6.693,6.693,4.056,1.739,2.301,3.807,2.642,1.283,2.518,3.006,20,3.878,4.304,49.333,16.29,24.0,3.936,3.451,2.222,2.222,3.691,4.241,4.241,8.183
6.959,2.512,1.506,3.982,3.982,3.118,2.427,3.583,3.583,79314.0,1.252,1.624,2.259,1.649,1.649,2.64,0.29,4.609,2.999,4.433,4.433,2.211,1.521,1.521,2.826,4.431,2.337,2.892,2.892,1.895,1.739,3.601,0.105,2.15,2.729,3.831,0.203,5.466,562.597,3.509,28,55.25,7.113,7.113,4.056,1.864,2.369,4.087,2.642,1.337,2.618,3.024,26,3.885,5.051,56.984,17.4,30.5,4.052,3.482,2.472,2.472,3.829,4.321,4.321,8.529
7.276,2.511,1.506,4.137,4.137,3.118,2.242,3.545,3.545,56349.0,1.181,1.658,2.193,1.723,1.723,2.693,0.301,4.617,2.96,4.527,4.527,2.209,1.519,1.519,2.427,4.434,2.347,2.883,2.883,1.776,1.705,3.601,0.11,1.992,2.686,3.676,0.234,5.395,395.704,3.239,22,48.5,6.692,6.692,4.056,1.733,2.348,3.807,2.642,1.312,2.618,3.011,20,3.878,4.306,56.748,16.985,24.0,4.04,3.451,2.234,2.234,3.687,4.412,4.412,8.282
6.939,2.418,1.386,3.39,3.39,3.118,2.404,3.504,3.504,41099.0,1.178,1.618,2.183,1.618,1.618,2.618,0.334,4.438,2.825,4.404,4.404,2.186,1.421,1.421,2.427,4.063,2.016,2.871,2.871,1.751,1.71,3.414,0.12,1.845,2.684,3.65,0.245,5.336,470.47,3.175,23,47.25,6.772,6.772,4.023,1.716,2.268,3.858,2.63,1.263,2.49,2.984,22,3.892,4.457,46.311,15.374,26.0,3.866,3.428,2.241,2.241,3.661,3.462,3.462,8.061
6.428,2.42,1.388,3.39,3.39,3.118,2.404,3.504,3.504,41099.0,1.177,1.618,2.183,1.618,1.618,2.618,0.334,4.438,2.825,4.404,4.404,2.186,1.421,1.421,2.427,4.063,2.016,2.871,2.871,1.758,1.71,3.414,0.12,1.845,2.684,3.66,0.245,5.437,470.47,3.175,23,46.75,6.772,6.772,4.023,1.724,2.267,3.858,2.629,1.261,2.49,2.984,22,3.892,4.457,46.311,15.374,26.0,3.866,3.449,2.241,2.241,3.671,3.462,3.462,8.061
6.932,2.419,1.387,3.39,3.39,3.118,2.404,3.504,3.504,41099.0,1.174,1.618,2.181,1.618,1.618,2.618,0.334,4.438,2.825,4.404,4.404,2.186,1.421,1.421,2.427,4.063,2.016,2.871,2.871,1.755,1.71,3.414,0.12,1.845,2.684,3.655,0.245,5.437,470.47,3.175,23,47.25,6.772,6.772,4.023,1.721,2.265,3.858,2.627,1.259,2.49,2.984,22,3.892,4.457,46.311,15.374,26.0,3.866,3.438,2.241,2.241,3.667,3.462,3.462,8.061
7.013,2.419,1.388,3.39,3.39,3.118,2.404,3.504,3.504,41099.0,1.179,1.618,2.184,1.618,1.618,2.618,0.334,4.438,2.825,4.404,4.404,2.186,1.421,1.421,2.427,4.063,2.016,2.871,2.871,1.765,1.71,3.414,0.12,1.845,2.684,3.673,0.245,5.469,470.47,3.175,23,46.75,6.772,6.772,4.023,1.733,2.269,3.858,2.631,1.264,2.49,2.984,23,3.892,4.457,46.311,15.374,26.0,3.866,3.448,2.241,2.241,3.684,3.462,3.462,8.061
5.616,2.42,1.388,3.39,3.39,3.118,2.404,3.504,3.504,41099.0,1.176,1.618,2.182,1.618,1.618,2.618,0.334,4.438,2.825,4.404,4.404,2.186,1.421,1.421,2.427,4.063,2.016,2.871,2.871,1.773,1.71,3.414,0.12,1.845,2.684,3.686,0.245,5.469,470.47,3.175,23,46.75,6.772,6.772,4.023,1.743,2.266,3.858,2.629,1.261,2.49,2.984,23,3.892,4.457,46.311,15.374,26.0,3.866,3.459,2.241,2.241,3.695,3.462,3.462,8.061
6.284,2.42,1.389,3.39,3.39,3.118,2.404,3.504,3.504,41099.0,1.181,1.618,2.186,1.618,1.618,2.618,0.334,4.438,2.825,4.404,4.404,2.186,1.421,1.421,2.427,4.063,2.016,2.871,2.871,1.79,1.71,3.414,0.12,1.845,2.684,3.714,0.245,5.369,470.47,3.175,23,46.25,6.772,6.772,4.023,1.763,2.27,3.858,2.634,1.266,2.49,2.984,24,3.892,4.457,46.311,15.374,26.0,3.866,3.468,2.241,2.241,3.717,3.462,3.462,8.061
7.31,2.381,1.36,3.326,3.326,3.028,2.235,3.494,3.494,39718.0,1.0,1.539,2.0,1.566,1.566,2.552,0.238,4.402,2.808,4.207,4.207,2.076,1.382,1.382,2.427,4.043,1.908,2.275,2.275,1.761,1.5,3.414,0.123,1.77,2.5,3.668,0.239,5.315,457.053,3.118,23,46.25,6.712,6.712,4.021,1.729,2.195,3.858,2.631,1.19,2.453,2.911,23,3.837,4.488,44.382,14.834,26.0,3.883,3.39,2.241,2.241,3.678,3.436,3.436,8.017
6.991,2.383,1.362,3.326,3.326,3.028,2.235,3.494,3.494,39718.0,1.0,1.542,2.0,1.566,1.566,2.554,0.238,4.402,2.808,4.207,4.207,2.076,1.382,1.382,2.427,4.043,1.908,2.275,2.275,1.781,1.5,3.414,0.123,1.77,2.5,3.702,0.239,5.211,457.053,3.118,23,45.75,6.712,6.712,4.021,1.753,2.195,3.858,2.634,1.19,2.455,2.911,24,3.837,4.488,44.382,14.834,26.0,3.883,3.409,2.241,2.241,3.705,3.436,3.436,8.017
7.186,2.086,1.072,2.551,2.551,2.763,1.832,2.818,2.818,27710.0,1.0,1.454,2.0,1.492,1.492,2.469,0.218,4.319,2.5,4.033,4.033,1.588,1.131,1.131,2.26,3.583,1.699,2.275,2.275,1.768,1.0,2.968,0.146,1.5,2.0,3.682,0.279,5.008,337.33,3.188,12,34.25,5.46,5.46,3.68,1.731,2.0,3.17,2.464,1.0,2.182,2.6,12,3.366,2.466,28.561,12.431,16.0,3.553,3.005,2.0,2.0,3.677,3.346,3.346,7.815
6.79,2.275,1.273,2.998,2.998,3.001,2.111,3.194,3.194,35904.0,1.0,1.625,2.0,1.676,1.676,2.649,0.205,4.53,2.651,4.641,4.641,1.871,1.278,1.278,2.329,3.97,2.044,2.275,2.275,1.811,1.5,3.414,0.13,1.692,2.5,3.726,0.217,5.107,378.722,3.252,17,39.75,6.052,6.052,3.86,1.773,2.082,3.524,2.496,1.067,2.411,2.805,16,3.678,2.962,42.408,15.395,19.5,3.866,3.376,2.129,2.129,3.712,4.09,4.09,7.969
6.231,2.0,1.0,2.5,2.5,2.898,1.953,3.145,3.145,26948.0,1.0,1.521,2.0,1.544,1.544,2.538,0.153,4.285,2.5,4.031,4.031,1.583,1.0,1.0,2.288,3.472,1.729,2.275,2.275,1.81,1.399,3.264,0.131,1.5,2.462,3.716,0.248,5.011,336.546,3.13,17,37.75,4.801,4.801,3.723,1.773,2.0,3.524,2.495,1.0,2.187,2.565,16,3.666,3.102,37.284,13.804,19.5,3.801,3.224,1.956,1.956,3.708,3.088,3.088,7.724
5.321,2.0,1.0,2.5,2.5,2.898,1.953,3.145,3.145,26948.0,0.983,1.484,1.984,1.544,1.544,2.52,0.153,4.285,2.5,4.031,4.031,1.583,1.0,1.0,2.288,3.472,1.729,2.275,2.275,1.81,1.399,3.264,0.131,1.5,2.462,3.713,0.248,4.97,336.546,3.13,17,38.25,4.801,4.801,3.723,1.772,2.0,3.524,2.495,1.0,2.175,2.565,15,3.666,3.102,37.284,13.804,19.5,3.801,3.22,1.956,1.956,3.706,3.088,3.088,7.724
6.013,2.627,1.609,4.616,4.616,3.0,2.02,3.14,3.14,102325.0,1.035,2.0,2.054,2.0,2.0,3.0,0.251,5.061,2.959,6.076,6.076,2.0,1.64,1.64,2.318,4.529,2.044,2.967,2.967,1.811,1.5,3.414,0.119,2.0,2.5,3.723,0.197,4.871,660.09,3.249,11,34.75,7.107,7.107,3.861,1.773,2.337,3.087,2.607,1.301,2.96,3.0,10,3.679,2.169,41.253,16.607,13.5,3.811,3.504,2.348,2.348,3.711,4.871,4.871,8.825
5.924,2.0,1.0,2.5,2.5,2.788,1.813,2.817,2.817,26948.0,0.946,1.431,1.952,1.544,1.544,2.496,0.153,4.285,2.5,4.031,4.031,1.5,1.0,1.0,2.016,3.472,2.04,2.275,2.275,1.707,1.0,3.264,0.129,1.464,2.078,3.705,0.248,4.914,336.546,2.964,11,33.5,4.801,4.801,3.682,1.653,2.0,3.087,2.488,1.0,2.158,2.5,10,3.518,2.1,37.284,13.804,14.0,3.801,3.198,1.956,1.956,3.687,3.088,3.088,7.724
5.0,2.0,1.0,2.275,2.275,2.75,1.78,3.168,3.168,14359.0,0.579,1.267,1.555,1.379,1.379,2.304,0.191,4.3,2.487,3.988,3.988,1.5,1.0,1.0,2.085,3.414,2.038,1.669,1.669,1.759,1.0,2.817,0.16,1.432,2.0,3.714,0.303,4.865,209.978,2.993,11,33.75,4.816,4.816,3.813,1.772,2.0,3.392,2.495,1.0,2.03,2.5,10,3.674,2.203,32.362,15.131,16.5,3.656,3.27,1.956,1.956,3.705,2.928,2.928,7.275
5.547,2.0,1.0,2.275,2.275,2.5,1.5,2.816,2.816,9958.0,0.031,1.033,1.034,1.107,1.107,2.093,0.153,3.934,2.204,3.012,3.012,1.453,1.0,1.0,1.891,3.414,1.398,0.078,0.078,1.441,0.034,2.559,0.157,1.058,1.196,3.699,0.314,4.729,181.773,2.856,11,28.75,4.737,4.737,3.678,1.414,1.6,3.087,2.137,0.598,2.0,2.496,10,3.271,1.948,27.264,12.858,13.5,3.565,2.966,1.843,1.843,3.63,2.275,2.275,6.999
5.924,2.0,1.0,2.275,2.275,2.667,1.696,2.981,2.981,14359.0,0.584,1.283,1.563,1.379,1.379,2.316,0.191,4.3,2.478,3.988,3.988,1.5,1.0,1.0,2.021,3.414,1.484,1.669,1.669,1.759,1.0,2.817,0.149,1.42,2.0,3.71,0.303,4.631,209.978,2.958,11,30.25,4.816,4.816,3.728,1.715,2.0,3.087,2.496,1.0,2.04,2.5,10,3.663,2.023,32.362,13.693,13.5,3.656,3.28,1.956,1.956,3.701,2.928,2.928,7.275
6.229,2.13,1.122,3.028,3.028,2.925,2.079,3.195,3.195,32343.0,1.0,1.553,2.0,1.563,1.563,2.564,0.228,4.317,2.5,4.148,4.148,1.902,1.124,1.124,2.287,3.629,2.029,2.275,2.275,1.811,1.461,3.286,0.122,1.5,2.499,3.743,0.235,5.171,372.206,3.191,17,38.75,5.695,5.695,3.876,1.773,2.0,3.524,2.496,1.0,2.457,2.858,16,3.678,3.04,45.547,14.62,19.5,3.933,3.439,1.997,1.997,3.715,3.183,3.183,7.829
6.662,2.12,1.103,3.028,3.028,2.925,2.079,3.195,3.195,32343.0,1.0,1.511,2.0,1.563,1.563,2.548,0.228,4.317,2.5,4.148,4.148,1.902,1.124,1.124,2.287,3.629,2.156,2.275,2.275,1.811,1.461,3.286,0.122,1.5,2.499,3.741,0.235,5.131,372.206,3.191,17,39.25,5.695,5.695,3.876,1.773,2.0,3.524,2.481,1.0,2.449,2.858,16,3.678,3.04,45.547,15.269,20.0,3.933,3.428,1.997,1.997,3.713,3.183,3.183,7.829
6.971,2.128,1.118,3.028,3.028,2.925,2.079,3.195,3.195,32343.0,1.0,1.531,2.0,1.563,1.563,2.554,0.228,4.317,2.5,4.148,4.148,1.902,1.124,1.124,2.287,3.629,2.035,2.275,2.275,1.811,1.461,3.286,0.122,1.5,2.499,3.743,0.235,5.131,372.206,3.191,17,39.75,5.695,5.695,3.876,1.773,2.0,3.524,2.401,1.0,2.436,2.858,16,3.678,3.04,45.547,14.62,20.0,3.933,3.419,1.997,1.997,3.715,3.183,3.183,7.829
7.398,2.13,1.122,3.028,3.028,2.876,1.909,2.816,2.816,32343.0,1.0,1.553,2.0,1.563,1.563,2.564,0.228,4.317,2.5,4.148,4.148,1.509,1.124,1.124,2.275,3.629,2.029,2.275,2.275,1.811,1.082,3.286,0.122,1.5,2.215,3.728,0.235,5.161,372.206,3.177,11,32.75,5.695,5.695,3.679,1.773,2.0,3.087,2.496,1.0,2.457,2.515,10,3.521,2.106,45.547,14.62,13.5,3.933,3.439,1.997,1.997,3.712,3.183,3.183,7.829
7.821,2.115,1.105,2.733,2.733,2.875,1.909,2.816,2.816,27993.0,1.0,1.535,2.0,1.554,1.554,2.551,0.218,4.317,2.5,4.148,4.148,1.5,1.11,1.11,2.276,3.507,2.029,2.275,2.275,1.752,1.066,3.278,0.125,1.466,2.195,3.728,0.238,5.083,235.569,3.178,11,32.25,5.698,5.698,3.679,1.703,2.0,3.087,2.496,1.0,2.274,2.501,10,3.541,2.096,42.737,14.266,13.5,3.873,3.447,1.997,1.997,3.712,3.104,3.104,7.728
7.114,2.0,1.0,2.287,2.287,2.875,1.908,2.816,2.816,23887.0,0.97,1.53,1.978,1.552,1.552,2.548,0.207,4.318,2.5,4.148,4.148,1.5,1.0,1.0,2.277,3.414,2.029,2.275,2.275,1.811,1.0,3.263,0.129,1.463,2.036,3.727,0.241,5.103,227.81,3.179,11,31.75,5.703,5.703,3.679,1.773,2.0,3.087,2.497,1.0,2.156,2.5,10,3.578,2.083,40.378,13.913,13.5,3.856,3.457,1.997,1.997,3.712,3.093,3.093,7.617
7.551,2.062,1.05,2.502,2.502,2.862,1.895,2.816,2.816,25473.0,1.0,1.513,2.0,1.543,1.543,2.535,0.202,4.316,2.499,4.139,4.139,1.5,1.068,1.068,2.225,3.414,2.0,2.275,2.275,1.716,1.03,3.268,0.129,1.46,2.131,3.718,0.245,5.001,225.201,3.12,11,31.75,5.42,5.42,3.68,1.672,2.0,3.087,2.495,1.0,2.182,2.5,10,3.537,2.091,38.604,13.925,13.5,3.807,3.369,1.973,1.973,3.709,3.077,3.077,7.672
6.371,2.0,1.0,2.275,2.275,2.765,1.792,2.818,2.818,23076.0,0.807,1.459,1.81,1.513,1.513,2.489,0.142,4.289,2.494,4.032,4.032,1.5,1.0,1.0,2.017,3.414,1.713,2.006,2.006,1.657,1.0,3.199,0.133,1.452,2.0,3.714,0.252,4.914,214.91,2.963,11,31.25,4.803,4.803,3.682,1.622,2.0,3.087,2.495,1.0,2.138,2.5,10,3.528,2.086,34.737,13.451,13.5,3.738,3.23,1.956,1.956,3.706,3.031,3.031,7.613
6.303,2.0,1.0,2.275,2.275,2.8,1.829,2.816,2.816,14585.0,0.64,1.447,1.631,1.513,1.513,2.485,0.202,4.289,2.494,4.075,4.075,1.5,1.0,1.0,2.013,3.414,1.78,1.725,1.725,1.739,1.0,2.779,0.142,1.45,2.0,3.709,0.298,4.881,210.338,2.97,11,30.25,4.791,4.791,3.679,1.686,2.0,3.087,2.422,1.0,2.11,2.5,10,3.362,2.023,34.097,13.168,13.5,3.721,3.155,1.957,1.957,3.696,3.02,3.02,7.275
6.389,2.389,1.349,4.081,4.081,3.148,2.298,3.243,3.243,39839.0,1.0,1.696,2.0,1.797,1.797,2.748,0.216,4.72,2.729,4.806,4.806,2.019,1.444,1.444,2.395,4.319,2.064,2.275,2.275,1.811,1.5,3.414,0.126,1.765,2.5,3.725,0.214,5.107,392.584,3.259,17,40.5,6.501,6.501,3.896,1.773,2.083,3.524,2.496,1.067,2.619,2.949,16,3.759,3.002,44.858,15.395,19.5,3.919,3.437,2.385,2.385,3.712,4.544,4.544,8.051
5.627,2.389,1.349,4.074,4.074,3.092,2.263,3.233,3.233,39839.0,1.067,1.648,2.082,1.741,1.741,2.691,0.225,4.654,2.744,4.769,4.769,2.019,1.443,1.443,2.352,4.319,2.054,2.561,2.561,1.811,1.5,3.414,0.127,1.794,2.5,3.725,0.216,5.24,391.365,3.256,17,40.5,6.723,6.723,3.902,1.773,2.146,3.524,2.496,1.143,2.59,2.939,16,3.746,3.012,44.201,15.395,19.5,3.882,3.45,2.379,2.379,3.712,4.419,4.419,8.051
6.762,2.136,1.128,3.081,3.081,3.175,2.28,3.196,3.196,36464.0,1.0,1.747,2.0,1.884,1.884,2.82,0.273,4.529,2.5,4.766,4.766,1.908,1.13,1.13,2.429,3.96,2.146,2.275,2.275,1.811,1.462,3.414,0.118,1.5,2.5,3.743,0.231,5.171,386.176,3.279,17,39.5,5.833,5.833,3.903,1.773,2.0,3.524,2.497,1.0,2.54,2.874,16,3.679,3.078,48.465,14.62,19.5,3.985,3.468,2.125,2.125,3.715,4.146,4.146,7.921
6.742,2.183,1.176,3.11,3.11,3.191,2.285,3.196,3.196,39590.0,1.0,1.788,2.0,1.914,1.914,2.863,0.219,4.53,2.503,4.768,4.768,1.914,1.191,1.191,2.447,3.963,2.187,2.275,2.275,1.811,1.469,3.414,0.115,1.5,2.5,3.761,0.225,5.245,403.829,3.29,17,40.0,5.78,5.78,3.905,1.773,2.021,3.524,2.497,1.008,2.555,2.88,16,3.679,3.051,52.522,14.973,19.5,4.047,3.477,2.123,2.123,3.72,4.15,4.15,7.967
6.077,2.047,1.028,2.91,2.91,2.952,2.031,3.195,3.195,34480.0,1.0,1.588,2.0,1.605,1.605,2.602,0.184,4.354,2.5,4.258,4.258,1.745,1.065,1.065,2.32,3.914,2.042,2.275,2.275,1.81,1.433,3.414,0.124,1.5,2.485,3.716,0.242,5.083,364.473,3.247,17,39.75,6.508,6.508,3.853,1.773,2.0,3.524,2.495,1.0,2.288,2.698,16,3.679,3.165,43.297,14.595,20.0,3.916,3.393,2.176,2.176,3.708,3.793,3.793,7.915
7.199,2.132,1.122,3.081,3.081,3.175,2.28,3.196,3.196,36464.0,1.0,1.736,2.0,1.884,1.884,2.814,0.273,4.529,2.5,4.766,4.766,1.908,1.13,1.13,2.429,3.96,2.173,2.275,2.275,1.811,1.462,3.414,0.118,1.5,2.5,3.743,0.231,5.131,386.176,3.279,17,40.5,5.833,5.833,3.903,1.773,2.0,3.524,2.477,1.0,2.537,2.874,16,3.679,3.078,48.465,14.62,20.0,3.985,3.467,2.125,2.125,3.715,4.146,4.146,7.921
6.238,2.108,1.097,2.931,2.931,2.909,2.02,3.191,3.191,29583.0,1.0,1.537,2.0,1.554,1.554,2.551,0.207,4.316,2.5,4.139,4.139,1.867,1.105,1.105,2.287,3.578,2.0,2.275,2.275,1.811,1.454,3.277,0.125,1.5,2.496,3.724,0.241,5.093,354.491,3.176,17,38.25,5.406,5.406,3.829,1.773,2.0,3.524,2.495,1.0,2.369,2.801,16,3.677,3.07,41.388,14.278,19.5,3.867,3.359,1.974,1.974,3.711,3.133,3.133,7.777
6.456,2.125,1.113,2.939,2.939,2.93,2.036,3.19,3.19,32823.0,1.0,1.567,2.0,1.593,1.593,2.585,0.237,4.414,2.525,4.325,4.325,1.895,1.122,1.122,2.386,3.578,2.003,2.275,2.275,1.821,1.487,3.277,0.122,1.5,2.5,3.731,0.236,5.171,369.677,3.206,17,38.75,5.404,5.404,3.828,1.782,2.0,3.524,2.447,1.0,2.375,2.81,16,3.604,3.065,45.641,14.62,19.5,3.929,3.355,2.126,2.126,3.718,3.149,3.149,7.851
