pXC50,nHet,MW,nCsp2,O.,nBO,X.,Sv,nX,N.,nO,nSK,SCBO,nAB,Se,Si,nBT,nBM,nC,nAT,nCsp3,Mv,Sp,H.,RBF,nCL,nDB,Mp,nN,Me,nH
7.377,21,1020.34,27,9.2,75,0.0,84.96,0,5.0,13,72,95.0,22,142.436,160.002,144.0,31,51,141.0,24,0.603,89.2,48.9,0.215,0,9,0.633,7,1.01,69
9.13,9,544.71,17,6.6,44,0.0,47.088,0,5.3,5,40,55.0,12,76.181,85.683,80.0,17,31,76.0,14,0.62,49.478,47.4,0.113,0,5,0.651,4,1.002,36
8.561,10,564.77,17,6.6,43,0.0,47.275,0,5.3,5,40,54.0,12,76.258,85.603,79.0,17,30,76.0,13,0.622,50.125,47.4,0.127,0,5,0.66,4,1.003,36
9.07,10,571.74,19,6.3,46,0.0,49.11,0,6.3,5,42,59.0,16,79.283,89.182,83.0,21,32,79.0,13,0.622,51.483,46.8,0.108,0,5,0.652,5,1.004,37
8.12,9,552.68,23,6.8,45,0.0,47.035,0,5.5,5,41,59.0,18,73.414,81.853,77.0,23,32,73.0,9,0.644,48.955,43.8,0.104,0,5,0.671,4,1.006,32
9.08,7,477.66,11,5.7,40,0.0,42.352,0,4.3,4,35,47.5,11,69.752,78.976,75.0,13,28,70.0,17,0.605,45.017,50.0,0.093,0,2,0.643,3,0.996,35
8.4,10,452.52,22,3.7,38,0.0,36.762,0,14.8,2,34,52.5,23,54.771,60.896,58.0,26,24,54.0,2,0.681,37.523,37.0,0.069,0,3,0.695,8,1.014,20
9.3,11,610.72,25,8.9,49,0.0,50.991,0,5.1,7,45,65.0,22,79.952,88.687,83.0,27,34,79.0,9,0.645,52.625,43.0,0.12,0,5,0.666,4,1.012,34
7.3,8,623.86,16,5.5,53,0.0,55.701,0,3.3,5,46,63.0,12,90.498,102.261,98.0,16,38,91.0,22,0.612,59.279,49.5,0.082,0,4,0.651,3,0.994,45
9.0,11,688.84,27,7.7,57,0.0,58.572,0,4.4,7,51,73.5,23,91.603,101.933,97.0,28,40,91.0,13,0.644,60.909,44.0,0.113,0,5,0.669,4,1.007,40
8.2,11,688.84,27,7.7,57,0.0,58.572,0,4.4,7,51,73.5,23,91.603,101.933,97.0,28,40,91.0,13,0.644,60.909,44.0,0.113,0,5,0.669,4,1.007,40
5.4,13,749.94,29,7.8,59,0.0,63.888,0,4.9,8,55,77.5,27,102.683,114.886,106.0,32,42,102.0,13,0.626,66.654,46.1,0.17,0,5,0.653,5,1.007,47
7.35,12,574.7,18,7.9,46,0.0,47.792,0,7.9,6,42,58.5,17,76.945,86.059,80.0,21,30,76.0,12,0.629,49.421,44.7,0.1,0,4,0.65,6,1.012,34
6.664,11,668.67,17,7.1,52,2.4,54.017,2,3.5,6,46,63.0,16,85.705,95.528,91.0,19,35,85.0,18,0.635,56.926,45.9,0.099,2,3,0.67,3,1.008,39
7.553,9,585.76,17,7.3,49,0.0,50.835,0,3.7,6,43,60.0,16,82.174,92.225,88.0,19,34,82.0,17,0.62,53.449,47.6,0.102,0,3,0.652,3,1.002,39
6.295,13,631.75,17,9.6,52,0.0,52.254,0,6.0,8,46,65.0,16,84.265,93.81,89.0,21,33,83.0,16,0.63,53.847,44.6,0.112,0,5,0.649,5,1.015,37
8.489,12,588.73,18,7.6,47,0.0,49.319,0,7.6,6,43,59.5,17,79.829,89.474,83.0,21,31,79.0,13,0.624,51.182,45.6,0.096,0,4,0.648,6,1.01,36
6.703,29,1260.59,31,10.0,93,0.0,103.012,0,6.5,17,89,117.0,22,172.686,193.493,174.0,35,60,170.0,29,0.606,107.086,47.6,0.161,0,13,0.63,11,1.016,81
7.456,9,609.78,22,7.1,50,0.0,52.835,0,3.6,6,45,63.0,18,84.174,94.225,89.0,22,36,84.0,14,0.629,55.449,46.4,0.079,0,4,0.66,3,1.002,39
7.36,10,562.73,17,7.6,44,0.0,48.33,0,5.1,6,41,55.0,12,79.392,89.308,82.0,17,31,79.0,14,0.612,50.694,48.1,0.11,0,5,0.642,4,1.005,38
8.469,25,1106.4,29,10.1,81,0.0,90.433,0,6.0,15,78,103.0,22,151.294,169.417,152.0,33,53,149.0,24,0.607,94.12,47.7,0.211,0,11,0.632,9,1.015,71
5.959,23,1063.37,28,9.7,78,0.0,87.696,0,5.5,14,75,99.0,22,146.865,164.709,148.0,32,52,145.0,24,0.605,91.66,48.3,0.209,0,10,0.632,8,1.013,70
6.0,53,2116.5,52,11.6,156,0.0,169.409,0,7.2,32,150,196.0,32,282.417,314.592,282.0,56,97,276.0,45,0.614,173.66,45.7,0.23,0,24,0.629,20,1.023,126
7.745,21,1020.34,27,9.2,75,0.0,84.96,0,5.0,13,72,95.0,22,142.436,160.002,144.0,31,51,141.0,24,0.603,89.2,48.9,0.215,0,9,0.633,7,1.01,69
4.921,23,1139.47,34,9.0,85,0.0,94.75,0,5.2,14,81,109.0,28,156.632,175.54,159.0,38,58,155.0,24,0.611,99.183,47.7,0.208,0,10,0.64,8,1.011,74
6.265,11,668.67,17,7.1,52,2.4,54.017,2,3.5,6,46,63.0,16,85.705,95.528,91.0,19,35,85.0,18,0.635,56.926,45.9,0.099,2,3,0.67,3,1.008,39
5.569,10,580.69,24,8.0,48,0.0,48.75,0,5.3,6,43,63.0,22,75.741,84.062,80.0,26,33,75.0,9,0.65,50.409,42.7,0.125,0,4,0.672,4,1.01,32
6.466,6,408.49,23,3.9,35,0.0,34.73,0,7.8,2,31,49.0,22,51.131,56.734,55.0,25,25,51.0,2,0.681,36.023,39.2,0.055,0,3,0.706,4,1.003,20
5.439,15,747.99,21,7.5,56,0.0,63.985,0,6.5,8,54,71.0,16,107.654,121.713,109.0,23,39,107.0,18,0.598,67.188,49.5,0.211,0,7,0.628,7,1.006,53
5.921,8,421.97,9,7.0,31,1.8,34.599,1,5.3,4,29,37.0,6,57.425,64.674,59.0,9,21,57.0,12,0.607,36.591,49.1,0.119,1,3,0.642,3,1.007,28
5.0,10,565.68,24,6.8,47,0.0,47.529,0,6.8,5,42,62.0,22,73.632,81.936,78.0,26,32,73.0,8,0.651,49.199,42.5,0.115,0,4,0.674,5,1.009,31
6.097,9,456.41,9,7.0,32,3.5,35.427,2,5.3,4,30,38.0,6,57.749,64.618,59.0,9,21,57.0,12,0.622,37.449,47.4,0.119,2,3,0.657,3,1.013,27
8.6,11,533.58,22,6.3,43,3.1,42.528,2,7.8,4,39,56.0,18,65.563,72.576,68.0,22,28,64.0,6,0.664,43.097,39.1,0.074,0,4,0.673,5,1.024,25
9.357,8,483.62,21,4.6,39,0.0,41.573,0,7.7,3,36,52.0,18,65.094,73.102,68.0,22,28,65.0,7,0.64,43.529,44.6,0.088,0,4,0.67,5,1.001,29
6.295,12,630.76,17,9.5,52,0.0,52.76,0,4.8,8,46,65.0,16,85.047,94.727,90.0,21,34,84.0,17,0.628,54.603,45.2,0.111,0,5,0.65,4,1.012,38
5.796,22,977.22,28,10.1,72,0.0,79.348,0,6.2,13,69,93.0,22,131.119,146.424,132.0,32,47,129.0,19,0.615,82.398,46.5,0.212,0,10,0.639,8,1.016,60
5.0,13,717.9,27,6.3,59,0.0,60.921,0,7.3,6,53,77.0,26,96.581,108.218,102.0,31,40,96.0,13,0.635,63.472,44.8,0.118,0,5,0.661,7,1.006,43
9.05,6,503.75,11,3.8,42,0.0,46.218,0,3.8,3,37,49.5,11,77.076,88.012,83.0,13,31,78.0,20,0.593,49.847,52.6,0.084,0,2,0.639,3,0.988,41
8.15,6,461.66,11,4.3,39,0.0,41.637,0,4.3,3,34,46.5,11,68.425,77.766,74.0,13,28,69.0,17,0.603,44.563,50.7,0.095,0,2,0.646,3,0.992,35
5.0,8,516.7,17,5.4,42,0.0,45.374,0,5.4,4,38,53.0,16,73.854,83.474,78.0,19,30,74.0,13,0.613,48.023,48.6,0.115,0,3,0.649,4,0.998,36
6.65,9,498.64,21,4.5,40,0.0,42.594,0,9.0,3,37,53.0,18,67.196,75.6,70.0,22,28,67.0,7,0.636,44.534,44.8,0.114,0,4,0.665,6,1.003,30
6.086,10,573.76,18,6.2,46,0.0,49.637,0,6.2,5,42,58.0,16,81.167,91.597,85.0,20,32,81.0,14,0.613,52.245,48.1,0.118,0,4,0.645,5,1.002,39
7.018,25,1092.37,29,10.3,80,0.0,88.906,0,6.2,15,77,102.0,22,148.41,166.002,149.0,33,52,146.0,23,0.609,92.359,47.3,0.215,0,11,0.633,9,1.017,69
7.35,11,718.92,25,7.1,59,0.0,62.152,0,4.0,7,53,75.0,22,99.254,111.178,105.0,27,42,99.0,17,0.628,65.194,46.5,0.133,0,5,0.659,4,1.003,46
9.301,8,483.62,22,4.6,39,0.0,41.573,0,7.7,3,36,52.0,18,65.094,73.102,68.0,22,28,65.0,6,0.64,43.529,44.6,0.088,0,4,0.67,5,1.001,29
6.0,3,248.3,15,3.2,22,0.0,21.392,0,6.5,1,19,31.0,16,30.949,34.282,34.0,17,16,31.0,1,0.69,22.273,38.7,0.0,0,1,0.718,2,0.998,12
7.076,24,1013.3,28,10.4,72,0.0,78.668,0,6.4,13,69,93.0,22,127.505,141.433,128.0,32,45,125.0,17,0.629,82.171,44.8,0.219,0,10,0.657,8,1.02,56
10.3,13,565.65,22,5.8,47,0.0,45.793,0,13.0,4,42,62.0,18,70.178,78.059,74.0,24,29,69.0,7,0.664,46.722,39.1,0.081,0,6,0.677,9,1.017,27
9.602,11,692.88,23,7.4,57,0.0,59.625,0,4.2,7,51,71.0,18,95.37,106.763,101.0,23,40,95.0,17,0.628,62.432,46.3,0.069,0,5,0.657,4,1.004,44
5.564,10,559.73,18,6.4,45,0.0,48.11,0,6.4,5,41,57.0,16,78.283,88.182,82.0,20,31,78.0,13,0.617,50.483,47.4,0.11,0,4,0.647,5,1.004,37
6.77,9,594.77,22,6.1,49,0.0,51.615,0,4.9,5,44,62.0,18,82.065,92.099,87.0,22,35,82.0,13,0.629,54.239,46.3,0.069,0,4,0.661,4,1.001,38
7.409,9,595.75,22,7.4,49,0.0,51.309,0,3.7,6,44,62.0,18,81.29,90.81,86.0,22,35,81.0,13,0.633,53.688,45.7,0.07,0,4,0.663,3,1.004,37
5.66,9,650.89,18,5.3,55,0.0,57.722,0,4.3,5,48,67.0,16,93.599,105.759,101.0,20,39,94.0,21,0.614,61.285,48.9,0.099,0,4,0.652,4,0.996,46
7.28,6,435.62,11,4.6,36,0.0,39.111,0,4.6,3,32,43.5,11,64.541,73.351,69.0,13,26,65.0,15,0.602,41.802,50.8,0.116,0,2,0.643,3,0.993,33
7.583,9,472.6,19,4.8,38,0.0,40.068,0,9.5,3,35,50.5,17,63.312,71.185,66.0,21,26,63.0,7,0.636,41.773,44.4,0.091,0,4,0.663,6,1.005,28
6.048,11,668.67,17,7.1,52,2.4,54.017,2,3.5,6,46,63.0,16,85.705,95.528,91.0,19,35,85.0,18,0.635,56.926,45.9,0.099,2,3,0.67,3,1.008,39
5.108,7,435.01,9,6.6,32,1.6,36.631,1,3.3,4,30,38.0,6,61.091,69.006,63.0,9,23,61.0,14,0.601,39.108,50.8,0.111,1,3,0.641,2,1.001,31
7.11,9,599.79,17,7.1,49,0.0,52.362,0,3.5,6,44,60.0,12,85.058,95.64,90.0,17,35,85.0,18,0.616,55.211,48.2,0.078,0,5,0.65,3,1.001,41
7.381,11,621.19,17,7.4,50,1.2,51.157,1,4.9,6,44,61.0,16,81.716,91.252,87.0,19,33,81.0,16,0.632,53.551,45.7,0.103,1,3,0.661,4,1.009,37
5.309,10,594.72,24,7.7,49,0.0,50.276,0,5.1,6,44,64.0,22,78.625,87.478,83.0,26,34,78.0,10,0.645,52.171,43.6,0.133,0,4,0.669,4,1.008,34
9.097,8,475.67,18,3.2,37,0.0,40.045,0,7.9,2,34,48.5,17,62.843,70.813,66.0,20,26,63.0,8,0.636,42.722,46.0,0.121,0,3,0.678,5,0.998,29
4.979,8,466.42,9,7.0,31,1.8,34.797,1,5.3,4,29,37.0,6,57.331,64.572,59.0,9,21,57.0,12,0.61,37.086,49.1,0.119,0,3,0.651,3,1.006,28
9.398,7,508.67,22,4.3,42,0.0,44.605,0,5.7,3,38,55.0,18,69.76,78.434,74.0,22,31,70.0,9,0.637,47.046,45.7,0.081,0,4,0.672,4,0.997,32
5.0,13,648.86,19,7.0,50,0.0,53.56,0,7.0,6,46,63.0,16,86.672,97.225,90.0,21,33,86.0,14,0.623,56.353,46.5,0.133,0,5,0.655,6,1.008,40
7.827,14,723.91,25,7.1,56,0.0,61.163,0,7.1,7,53,74.0,22,98.792,110.843,101.0,28,39,98.0,13,0.624,63.688,45.9,0.208,0,5,0.65,7,1.008,45
7.48,6,497.69,17,4.2,42,0.0,44.637,0,4.2,3,37,52.5,17,71.425,80.766,77.0,19,31,72.0,14,0.62,47.563,48.6,0.091,0,2,0.661,3,0.992,35
5.0,13,732.91,27,7.1,60,0.0,62.141,0,6.1,7,54,78.0,26,98.69,110.344,104.0,31,41,98.0,14,0.634,64.682,44.9,0.125,0,5,0.66,6,1.007,44
5.208,23,1139.47,34,9.0,85,0.0,94.75,0,5.2,14,81,109.0,28,156.632,175.54,159.0,38,58,155.0,24,0.611,99.183,47.7,0.208,0,10,0.64,8,1.011,74
7.523,22,1033.34,28,9.2,76,0.0,85.455,0,5.7,13,73,97.0,22,142.654,160.085,144.0,32,51,141.0,23,0.606,89.444,48.2,0.208,0,10,0.634,8,1.012,68
7.638,20,1018.37,27,8.4,75,0.0,85.772,0,4.9,12,72,95.0,22,143.992,162.207,146.0,31,52,143.0,25,0.6,90.506,49.7,0.212,0,9,0.633,7,1.007,71
5.0,13,717.9,27,6.3,59,0.0,60.921,0,7.3,6,53,77.0,26,96.581,108.218,102.0,31,40,96.0,13,0.635,63.472,44.8,0.118,0,5,0.661,7,1.006,43
6.84,9,599.79,17,7.1,49,0.0,52.362,0,3.5,6,44,60.0,12,85.058,95.64,90.0,17,35,85.0,18,0.616,55.211,48.2,0.078,0,5,0.65,3,1.001,41
6.167,4,293.4,12,2.4,25,0.0,25.993,0,7.3,1,22,33.5,15,40.702,46.026,44.0,16,18,41.0,6,0.634,27.563,46.3,0.045,0,1,0.672,3,0.993,19
7.292,12,733.94,29,6.9,58,0.0,63.173,0,5.0,7,54,76.5,27,101.356,113.677,105.0,32,42,101.0,13,0.625,66.199,46.5,0.162,0,5,0.655,5,1.004,47
7.745,8,517.63,27,4.5,43,0.0,44.046,0,7.6,3,39,59.0,24,66.211,73.687,70.0,28,31,66.0,4,0.667,45.767,40.9,0.086,0,4,0.693,5,1.003,27
6.0,4,436.67,15,1.4,34,1.4,40.623,1,2.9,1,32,43.0,16,67.948,78.019,71.0,17,28,69.0,13,0.589,44.109,53.6,0.183,0,1,0.639,2,0.985,37
8.027,15,696.91,20,8.6,51,0.0,57.043,0,6.5,8,49,65.0,16,94.094,105.474,95.0,22,34,93.0,14,0.613,59.784,47.3,0.2,0,6,0.643,6,1.012,44
5.0,12,631.8,19,8.0,50,0.0,53.593,0,5.7,7,46,63.0,16,87.705,98.431,91.0,21,34,87.0,15,0.616,55.915,47.1,0.132,0,5,0.643,5,1.008,41
5.0,11,561.7,18,7.9,45,0.0,47.298,0,6.6,6,41,57.0,16,76.727,85.976,80.0,20,30,76.0,12,0.622,49.176,46.1,0.1,0,4,0.647,5,1.01,35
5.0,11,575.73,18,7.6,46,0.0,48.825,0,6.3,6,42,58.0,16,79.61,89.391,83.0,20,31,79.0,13,0.618,50.938,46.8,0.108,0,4,0.645,5,1.008,37
6.65,22,977.22,28,10.1,72,0.0,79.348,0,6.2,13,69,93.0,22,131.119,146.424,132.0,32,47,129.0,19,0.615,82.398,46.5,0.212,0,10,0.639,8,1.016,60
7.6,6,398.5,21,3.8,33,0.0,34.256,0,7.7,2,30,45.0,18,52.014,58.149,55.0,21,24,52.0,3,0.659,35.784,42.3,0.055,0,3,0.688,4,1.0,22
6.157,6,408.49,23,3.9,35,0.0,34.73,0,7.8,2,31,49.0,22,51.131,56.734,55.0,25,25,51.0,2,0.681,36.023,39.2,0.055,0,3,0.706,4,1.003,20
6.0,4,368.94,15,2.0,28,2.0,31.907,1,3.9,1,26,37.0,16,50.458,57.132,53.0,17,22,51.0,7,0.626,34.461,49.0,0.132,1,1,0.676,2,0.989,25
6.0,3,306.44,15,2.2,25,0.0,28.026,0,4.4,1,23,34.0,16,44.367,50.358,47.0,17,20,45.0,5,0.623,30.08,48.9,0.064,0,1,0.668,2,0.986,22
8.6,11,541.61,23,9.0,44,0.0,44.191,0,7.5,6,40,58.0,18,68.192,75.315,71.0,23,29,67.0,6,0.66,45.131,40.3,0.085,0,5,0.674,5,1.018,27
6.0,5,403.38,15,2.0,29,3.9,32.734,2,3.9,1,27,38.0,16,50.782,57.076,53.0,17,22,51.0,7,0.642,35.319,47.1,0.132,2,1,0.693,2,0.996,24
6.0,4,352.49,15,2.0,28,2.0,31.463,1,3.9,1,26,37.0,16,50.647,57.528,53.0,17,22,51.0,7,0.617,33.54,49.0,0.132,0,1,0.658,2,0.993,25
6.0,4,352.49,15,2.0,28,2.0,31.463,1,3.9,1,26,37.0,16,50.647,57.528,53.0,17,22,51.0,7,0.617,33.54,49.0,0.151,0,1,0.658,2,0.993,25
6.0,3,346.51,15,1.9,29,0.0,32.079,0,3.8,1,26,38.0,16,51.134,58.188,55.0,17,23,52.0,8,0.617,34.603,50.0,0.109,0,1,0.665,2,0.983,26
6.0,3,418.68,15,1.4,33,0.0,40.24,0,2.9,1,31,42.0,16,67.436,77.68,71.0,17,28,69.0,13,0.583,44.171,55.1,0.183,0,1,0.64,2,0.977,38
6.0,5,423.3,21,2.3,30,4.7,30.381,2,4.7,1,27,42.0,22,43.342,47.709,46.0,23,22,43.0,1,0.707,31.847,37.2,0.087,0,1,0.741,2,1.008,16
6.0,5,487.56,15,1.4,35,2.9,41.895,2,2.9,1,33,44.0,16,68.083,77.568,71.0,17,28,69.0,13,0.607,45.887,52.2,0.183,2,1,0.665,2,0.987,36
6.0,4,460.39,15,2.0,28,2.0,32.396,1,3.9,1,26,37.0,16,50.203,56.909,53.0,17,22,51.0,7,0.635,36.262,49.0,0.132,0,1,0.711,2,0.984,25
6.0,5,471.11,15,1.4,35,2.9,41.451,2,2.9,1,33,44.0,16,68.272,77.963,71.0,17,28,69.0,13,0.601,44.966,52.2,0.183,1,1,0.652,2,0.989,36
6.0,3,474.8,15,1.2,37,0.0,46.347,0,2.5,1,35,46.0,16,78.97,91.34,83.0,17,32,81.0,17,0.572,51.217,56.8,0.205,0,1,0.632,2,0.975,46
7.77,9,600.83,18,5.7,48,0.0,53.196,0,4.5,5,44,60.0,16,87.716,99.344,92.0,20,35,88.0,17,0.604,56.523,50.0,0.141,0,4,0.642,4,0.997,44
6.0,4,382.97,15,1.9,29,1.9,33.434,1,3.7,1,27,38.0,16,53.341,60.548,56.0,17,23,54.0,8,0.619,36.222,50.0,0.125,1,1,0.671,2,0.988,27
6.0,3,422.69,14,0.0,33,1.4,40.435,1,2.9,0,31,41.0,16,68.505,79.225,72.0,16,28,70.0,14,0.578,44.415,55.7,0.194,0,0,0.635,2,0.979,39
6.0,4,427.42,15,1.9,29,1.9,33.631,1,3.7,1,27,38.0,16,53.247,60.445,56.0,17,23,54.0,8,0.623,36.716,50.0,0.143,0,1,0.68,2,0.986,27
6.0,4,382.97,15,1.9,29,1.9,33.434,1,3.7,1,27,38.0,16,53.341,60.548,56.0,17,23,54.0,8,0.619,36.222,50.0,0.125,1,1,0.671,2,0.988,27
6.0,3,306.44,15,2.2,25,0.0,28.026,0,4.4,1,23,34.0,16,44.367,50.358,47.0,17,20,45.0,5,0.623,30.08,48.9,0.106,0,1,0.668,2,0.986,22
6.0,4,352.49,15,2.0,28,2.0,31.463,1,3.9,1,26,37.0,16,50.647,57.528,53.0,17,22,51.0,7,0.617,33.54,49.0,0.132,0,1,0.658,2,0.993,25
6.0,4,368.94,15,2.0,28,2.0,31.907,1,3.9,1,26,37.0,16,50.458,57.132,53.0,17,22,51.0,7,0.626,34.461,49.0,0.132,1,1,0.676,2,0.989,25
6.0,3,248.3,15,3.2,22,0.0,21.392,0,6.5,1,19,31.0,16,30.949,34.282,34.0,17,16,31.0,1,0.69,22.273,38.7,0.029,0,1,0.718,2,0.998,12
6.0,3,430.69,15,1.4,35,0.0,41.24,0,2.9,1,32,44.0,16,68.436,78.68,73.0,17,29,70.0,14,0.589,45.171,54.3,0.164,0,1,0.645,2,0.978,38
6.0,5,374.97,13,2.1,27,2.1,30.567,1,4.2,1,25,35.5,15,47.651,53.637,50.0,16,20,48.0,7,0.637,33.347,47.9,0.14,1,1,0.695,2,0.993,23
6.0,4,453.12,15,1.4,34,1.4,41.067,1,2.9,1,32,43.0,16,67.759,77.624,71.0,17,28,69.0,13,0.595,45.029,53.6,0.183,1,1,0.653,2,0.982,37
7.709,9,592.19,17,6.3,47,1.3,49.948,1,3.8,5,42,58.0,16,80.17,89.96,85.0,19,33,80.0,16,0.624,52.853,47.5,0.129,1,3,0.661,3,1.002,38
