pXC50,CATS2D_03_DD,CATS2D_01_DD,nN.N,P_VSA_v_2,SAacc,P_VSA_p_2,O.057,CATS2D_03_DA,Eig08_AEA.dm.,SaasC,Psi_e_A,Psi_i_A,SpMax3_Bh.s.,SpMax4_Bh.s.,P_VSA_LogP_4,SpMax2_Bh.s.,nBeta.Lactams,TPSA.NO.,SsssCH,P_VSA_e_5,SdssC,ATS5s,Hy,P_VSA_e_3,CATS2D_04_DA,nDB,P_VSA_s_6,P_VSA_m_3,D.Dtr04,Eig07_AEA.dm.,ATSC1e,SsOH,O.,MATS1s,CATS2D_05_DL,NsOH,TPSA.Tot.,MAXDN,SAdon,nR04,nHDon,CATS2D_07_DL,H.050,MATS1i,CATS2D_02_DL,CATS2D_03_DL,P_VSA_s_5,CATS2D_04_DL,NssNH,Eig09_AEA.dm.,Eig05_AEA.dm.,ALOGP2,Eig10_AEA.dm.,GGI3,Me,CATS2D_06_DL,MATS1p,SpMax5_Bh.s.,C.009,N.072,ATS4s,CATS2D_09_DL,ATS4m,Eig06_AEA.dm.,ATSC1s,NdssC,nArOH,nN.CO.2,CATS2D_02_DA,ATSC3e,SM03_EA.ri.,CATS2D_05_DA,MATS1m,GGI4,SpAD_EA.dm.,ATSC5s,P_VSA_MR_2,Eig06_AEA.ed.,MATS1v,nHAcc,C.008,Eig04_EA.dm.,SpMax1_Bh.s.,Eig07_EA.dm.,JGI2,ATSC4e,ATS5e,nHet,AAC,IC0,MAXDP,Eig11_AEA.dm.,PDI,Ram,BIC3,Eta_epsi_A,ATS6s,ATSC3s,SssNH,Eig03_AEA.dm.,Eta_sh_p,P_VSA_i_4,CATS2D_08_DL,BAC,BIC0,SdS,BIC4,Eig05_EA.ed.,SM14_AEA.dm.,DELS,SM05_EA,Eig12_AEA.dm.,CATS2D_05_DN,ATSC4s,H.054,SIC0,GGI5,ATS3m,SssCH2,SM05_EA.ri.,BIC5,CATS2D_06_DA,Eig06_EA.ed.,SM15_AEA.dm.,SIC4,SM06_EA.ri.,Eig03_EA.dm.,SpMax7_Bh.s.,ATS4v,P_VSA_MR_8,H.047,Eig13_AEA.dm.,SpDiam_EA.ed.,MLOGP2,Eig05_EA.dm.,ALOGP,SM03_EA,CATS2D_02_AN,BLTA96,BLTD48,BLTF96,MLOGP
5.509,0,0,0,185.437,185.437,170.477,1,1,2.011,-0.281,8.346,2.846,7.475,7.427,166.854,7.719,0,112.9,0.0,137.286,-1.678,6.173,0.239,33.191,1,6,167.426,152.246,0.0,2.18,0.197,8.993,10.6,-0.121,2,1,121.28,5.146,60.694,0,2,2,2,-0.012,3,5,18.011,5,1,1.672,2.921,16.558,1.535,2.813,1.034,1,-0.016,6.999,0,0,6.29,3,4.266,2.353,39.778,4,0,0,1,0.612,4.32,0,0.146,2.182,3.673,155.144,137.286,5.382,0.063,8,0,0.0,8.201,0.0,0.096,0.917,4.699,9,1.804,1.804,6.078,1.405,1.003,12,0.83,0.7,6.183,84.664,2.711,3.574,0.129,48.151,2,38.0,0.3,0.0,0.88,7.789,7.789,63.593,6.938,1.323,0,160.407,0,0.325,1.569,4.318,0.0,6.73,0.887,2,6.646,6.646,0.954,8.143,0.0,4.801,4.045,0.0,13,1.128,20.173,10.269,0.0,4.069,4.443,0,-4.43,-4.36,-4.11,3.205
6.22,0,0,0,175.582,169.912,175.582,1,0,1.866,1.614,8.097,2.597,6.999,6.469,110.137,7.429,0,120.4,0.0,118.575,-0.475,6.002,0.225,57.007,1,4,152.024,118.575,0.0,1.926,0.203,9.868,8.5,-0.063,4,1,120.4,2.58,60.572,0,2,3,2,0.199,3,5,17.888,2,1,1.81,2.659,19.746,1.431,1.875,1.022,4,0.133,4.989,0,1,6.046,1,4.037,2.022,11.77,1,1,0,1,0.373,4.058,2,0.023,1.831,7.184,66.047,67.828,4.592,0.061,7,0,0.0,7.815,0.0,0.08,0.553,4.638,8,1.639,1.639,5.869,1.316,0.985,10,0.851,0.663,6.109,41.03,2.416,2.983,0.092,57.007,3,18.0,0.272,0.0,0.885,7.401,7.401,40.108,6.524,1.155,0,78.962,0,0.295,1.264,4.104,0.0,6.441,0.885,3,4.697,4.697,0.962,7.92,0.0,4.717,3.954,0.0,13,1.0,18.036,14.236,0.0,4.444,4.111,0,-5.0,-4.9,-4.6,3.773
5.664,1,0,0,93.267,59.696,93.267,0,1,1.61,4.162,7.664,2.164,4.949,4.702,50.668,5.014,0,73.04,0.0,25.145,-0.294,5.818,0.834,114.076,2,2,41.808,25.145,0.0,1.8,0.061,0.0,2.1,-0.07,8,0,73.04,1.961,51.459,0,3,4,3,0.148,6,7,97.413,6,1,1.546,2.395,33.973,1.544,2.458,1.003,7,0.08,4.628,0,1,5.802,4,4.193,2.207,7.304,1,0,0,1,0.246,4.016,0,-0.001,1.682,1.96,30.804,25.145,4.957,0.07,3,0,0.0,7.429,0.0,0.069,0.217,4.646,6,1.565,1.565,6.01,1.292,1.078,10,0.85,0.607,5.875,31.397,2.661,3.074,0.109,68.122,2,5.0,0.259,0.0,0.891,6.009,6.009,19.223,6.608,1.124,0,27.334,0,0.282,0.844,4.235,0.0,6.501,0.891,0,5.794,5.794,0.969,8.008,0.0,4.249,4.009,45.954,12,1.0,19.305,17.706,0.0,5.829,4.111,0,-5.44,-5.32,-4.97,4.208
5.493,0,0,0,67.053,67.053,67.053,0,0,1.248,3.146,7.778,2.278,4.905,4.575,20.819,4.974,0,41.82,0.0,53.806,0.0,5.471,-0.354,13.247,0,1,106.202,53.806,0.0,1.52,0.085,8.919,5.6,-0.004,3,1,41.82,1.082,42.806,0,1,2,1,0.122,0,1,0.0,1,0,1.106,2.44,23.197,1.0,1.0,1.007,3,0.08,4.299,0,0,5.477,2,3.639,1.895,12.556,0,0,0,0,0.139,3.472,1,0.01,1.129,5.696,31.52,53.806,3.87,0.046,3,0,0.0,6.546,0.0,0.076,0.247,4.347,4,1.549,1.549,2.919,0.683,0.973,6,0.835,0.617,5.432,20.78,0.0,2.973,0.097,13.247,2,7.0,0.278,0.0,0.868,5.064,5.064,14.457,6.019,0.466,0,26.473,0,0.3,0.556,3.781,0.418,5.861,0.878,0,3.187,3.187,0.936,7.409,0.0,4.023,3.63,0.0,12,0.0,18.06,18.314,0.0,4.816,3.611,0,-5.51,-5.39,-5.03,4.28
5.644,1,0,0,161.848,161.848,161.848,2,1,1.573,2.661,7.842,2.342,6.461,4.842,138.792,6.47,0,94.28,0.0,110.512,-0.558,5.87,0.857,51.337,3,4,143.96,110.512,0.0,1.971,0.081,20.038,5.8,-0.078,5,2,94.28,2.4,103.255,0,3,9,3,0.129,3,4,17.888,3,1,1.529,2.46,14.44,1.391,2.132,1.002,9,0.108,4.771,0,1,5.99,1,3.939,2.043,14.962,3,1,0,1,0.425,4.138,1,0.015,1.51,3.16,52.56,181.138,4.251,0.073,6,0,0.0,7.431,0.0,0.079,0.472,4.783,6,1.516,1.516,5.256,1.298,0.943,9,0.838,0.59,5.897,76.776,2.279,2.95,0.073,51.337,6,10.0,0.252,0.0,0.87,6.289,6.289,32.286,6.735,1.118,0,73.534,0,0.266,0.893,4.047,5.248,6.63,0.876,0,4.042,4.042,0.919,8.075,0.0,4.464,3.994,0.0,9,0.618,20.321,7.487,0.0,3.8,4.205,0,-3.97,-3.92,-3.72,2.736
5.632,0,0,0,60.844,60.844,60.844,0,0,1.0,2.001,7.706,2.206,4.765,4.501,37.431,4.844,0,50.42,0.0,9.507,0.853,5.083,-0.271,51.337,0,1,82.105,9.507,0.0,1.262,0.061,0.0,3.1,-0.115,3,0,50.42,1.322,17.888,0,1,0,1,0.029,0,2,17.888,4,1,0.696,1.962,15.97,0.547,1.292,1.012,2,-0.013,4.087,0,0,5.235,0,3.476,1.523,4.902,1,0,0,2,0.272,3.436,0,0.021,0.764,1.565,20.611,9.507,4.279,0.01,4,0,0.0,5.248,0.0,0.067,0.265,4.03,5,1.676,1.676,2.021,0.068,1.008,6,0.832,0.633,4.969,23.515,2.819,2.745,0.125,51.337,0,5.0,0.309,0.0,0.848,4.281,4.281,13.329,5.969,-0.329,0,21.639,0,0.335,0.448,3.635,0.0,5.756,0.848,0,4.144,4.144,0.92,7.273,0.0,3.674,3.311,0.0,8,-0.66,15.917,16.42,0.0,3.996,3.611,0,-5.28,-5.17,-4.83,4.052
6.59,0,0,0,153.489,153.489,153.489,2,0,1.578,3.063,7.804,2.304,5.02,4.862,157.644,6.467,0,90.63,0.0,85.367,0.0,5.778,0.882,68.122,4,1,135.601,85.367,0.0,1.935,0.089,20.245,4.3,-0.184,6,2,90.63,1.553,103.255,0,3,3,3,0.089,5,5,17.888,6,1,1.514,2.265,18.668,1.425,2.188,1.005,8,0.102,4.646,0,0,5.893,3,3.931,2.026,13.205,0,2,0,1,0.205,3.906,0,0.008,1.502,0.0,42.994,85.367,4.739,0.069,6,0,0.0,6.472,0.0,0.072,0.366,4.608,6,1.542,1.542,4.201,1.072,0.978,9,0.836,0.612,5.678,31.406,2.881,2.748,0.088,68.122,0,10.0,0.259,0.0,0.897,5.618,5.618,25.329,6.415,0.825,0,51.015,0,0.279,0.854,3.997,0.0,6.27,0.912,0,5.128,5.128,0.966,7.764,0.0,4.186,3.876,0.0,11,0.488,17.858,14.928,0.0,4.321,4.007,0,-5.09,-4.99,-4.67,3.864
5.949,0,0,0,135.779,134.003,120.819,1,1,1.598,0.736,8.107,2.607,6.471,4.917,110.014,7.429,0,79.51,0.0,67.828,-0.679,5.768,0.312,52.991,1,2,116.114,82.788,0.0,1.664,0.143,10.326,5.0,-0.091,4,1,79.51,2.345,60.572,0,2,3,2,0.071,2,2,17.888,5,1,1.315,2.074,10.596,1.049,2.576,1.022,1,0.047,4.707,0,1,5.999,3,3.815,1.979,11.095,1,1,0,2,0.422,3.776,2,0.016,1.188,1.96,78.877,67.828,4.474,0.033,6,0,0.0,8.201,0.0,0.09,0.69,4.405,7,1.73,1.73,5.544,1.0,0.964,8,0.833,0.656,5.493,43.451,2.234,2.884,0.126,67.951,3,17.0,0.303,0.0,0.876,4.986,4.986,33.62,6.347,0.664,0,76.645,0,0.325,0.657,3.89,0.0,6.165,0.876,0,4.328,4.328,0.94,7.626,0.0,4.516,3.629,0.0,9,0.395,18.303,10.385,0.0,3.255,3.892,0,-4.45,-4.38,-4.13,3.223
4.698,0,0,0,81.331,81.331,36.45,0,0,1.306,-0.186,8.525,3.025,7.999,5.05,49.375,7.999,0,28.49,0.0,0.0,0.0,5.996,-0.601,36.45,0,1,195.775,44.88,0.0,1.724,0.283,0.0,0.0,-0.102,0,0,28.49,5.852,0.0,0,0,0,0,-0.076,0,0,0.0,0,0,1.057,2.711,35.539,0.51,2.125,1.066,0,-0.049,4.984,0,0,5.929,0,4.135,2.099,36.966,0,0,0,0,0.697,3.709,0,0.001,1.804,8.451,97.031,44.88,4.537,-0.035,6,0,0.0,8.513,0.0,0.102,0.977,4.225,9,1.997,1.997,5.048,0.51,0.957,9,0.884,0.794,5.646,70.563,0.0,3.077,0.313,81.331,0,51.0,0.375,0.0,0.884,5.817,5.817,43.561,6.635,0.478,0,101.414,0,0.399,0.875,4.073,0.0,5.957,0.884,0,4.283,4.283,0.941,7.351,0.0,4.589,3.534,0.0,7,0.305,20.116,25.051,0.0,5.962,4.205,0,-6.24,-6.07,-5.64,5.005
5.032,0,0,0,90.3,90.3,90.3,0,0,2.153,3.674,7.883,2.383,4.938,4.717,61.679,7.426,0,68.39,0.0,72.29,0.63,5.759,-0.346,18.011,1,4,72.29,72.29,0.0,2.3,0.046,0.0,8.7,-0.066,4,0,96.63,1.905,18.011,0,1,1,1,-0.028,2,1,18.011,2,1,1.88,2.922,16.305,1.114,2.104,1.01,3,0.01,4.498,0,1,5.807,0,3.953,2.584,6.67,4,0,0,1,0.304,3.917,0,0.056,1.441,11.83,51.278,72.29,4.959,0.018,5,0,0.86,7.432,0.0,0.078,0.327,4.621,6,1.59,1.59,5.347,1.0,0.967,9,0.813,0.616,5.761,28.463,2.727,3.361,0.166,18.011,1,30.0,0.271,0.0,0.831,6.12,6.12,28.585,6.365,0.988,0,41.155,0,0.288,0.994,4.015,0.0,6.199,0.838,0,5.686,5.686,0.881,7.613,0.86,4.282,3.848,32.22,15,0.935,15.738,6.404,0.0,4.038,4.007,0,-3.76,-3.72,-3.54,2.531
5.559,0,0,0,124.379,124.379,124.379,1,0,1.529,2.173,8.024,2.524,5.0,4.775,93.351,6.469,0,80.15,0.0,89.828,-0.375,5.344,0.378,34.551,1,2,106.491,89.828,0.0,1.609,0.148,9.564,12.1,-0.13,2,1,80.15,2.042,60.572,0,2,1,2,0.091,3,5,17.888,3,1,1.298,2.006,4.77,0.776,1.132,1.028,1,0.014,4.501,0,1,5.536,1,3.419,1.985,11.76,1,1,0,1,0.358,3.523,1,0.018,0.791,5.806,50.589,89.828,4.143,0.038,6,0,0.0,7.429,0.0,0.086,0.48,4.081,6,1.662,1.662,4.936,0.544,0.955,6,0.874,0.672,5.188,28.885,2.389,2.949,0.069,34.551,2,5.0,0.306,0.0,0.918,4.088,4.088,25.39,6.019,0.12,0,44.681,0,0.329,0.385,3.621,0.159,5.872,0.918,1,3.719,3.719,0.988,7.356,0.532,3.97,3.322,0.0,7,-0.335,15.793,2.935,0.0,2.184,3.611,0,-2.94,-2.95,-2.85,1.713
6.042,0,0,0,102.648,102.648,102.648,0,1,1.873,3.094,7.995,2.495,6.999,4.947,98.116,7.427,0,75.6,0.0,69.458,0.192,5.981,-0.302,33.191,1,5,123.786,69.458,0.0,2.054,0.105,0.0,6.8,-0.139,2,0,112.22,4.803,18.011,0,1,2,1,-0.036,3,3,18.011,4,1,1.452,2.673,27.003,1.332,2.528,1.019,1,-0.038,4.781,0,0,6.041,0,4.226,2.301,16.385,3,0,0,0,0.344,4.195,0,0.109,2.246,0.8,82.533,69.458,4.919,0.044,5,0,0.0,7.719,0.0,0.09,0.479,4.647,8,1.832,1.832,5.991,1.231,1.03,11,0.873,0.662,5.982,31.841,3.085,3.103,0.151,33.191,1,26.0,0.31,0.0,0.889,6.683,6.683,41.882,6.878,0.993,0,58.495,0,0.336,1.149,4.324,0.0,6.608,0.896,2,5.647,5.647,0.964,8.007,0.0,4.454,3.985,31.278,10,0.694,20.173,11.207,0.0,5.196,4.369,0,-4.58,-4.5,-4.24,3.348
6.14,0,0,0,189.943,189.943,145.063,2,0,1.311,-0.309,8.784,3.284,7.999,7.429,117.973,7.999,0,81.92,0.0,110.512,-2.757,6.025,1.159,34.551,2,3,172.055,155.392,0.0,1.543,0.309,18.716,8.6,-0.119,1,2,81.92,6.095,103.255,0,3,3,3,0.058,4,6,17.888,7,1,1.09,2.269,5.369,0.832,1.875,1.055,0,0.121,6.469,0,1,5.967,2,3.742,1.593,57.902,4,1,0,1,1.005,3.815,1,-0.036,1.227,11.986,193.061,155.392,3.873,0.087,8,0,0.379,8.514,0.0,0.108,1.006,4.431,8,1.903,1.903,4.817,0.51,0.902,8,0.884,0.736,5.742,167.172,2.094,3.256,0.192,79.432,3,39.0,0.353,0.0,0.894,4.629,4.629,51.401,6.608,0.51,0,160.111,0,0.371,0.702,3.811,0.661,6.179,0.894,0,3.12,3.12,0.94,7.561,0.782,4.7,3.456,0.0,4,0.213,19.767,5.461,0.0,2.317,4.111,0,-3.57,-3.54,-3.38,2.337
5.818,0,0,0,102.38,102.38,102.38,1,0,1.103,2.151,8.017,2.517,4.874,4.747,93.351,6.469,0,61.69,0.0,67.828,-0.238,5.409,0.378,80.505,1,2,123.64,67.828,0.0,1.561,0.106,9.766,6.1,-0.106,3,1,61.69,1.905,60.572,0,2,1,2,0.201,2,5,63.842,3,1,1.0,2.433,14.927,0.679,1.563,1.022,4,0.086,4.662,0,1,5.514,2,4.156,1.787,10.444,1,1,0,1,0.403,3.349,0,-0.008,1.036,4.376,43.699,67.828,3.623,0.056,4,0,0.0,7.429,0.0,0.069,0.394,4.056,6,1.844,1.844,4.699,0.323,0.943,6,0.864,0.648,5.162,46.269,2.407,2.698,0.246,34.551,1,17.0,0.342,0.0,0.879,5.475,5.475,23.053,5.889,0.239,0,42.301,0,0.365,0.375,3.992,0.239,5.561,0.879,0,3.062,3.062,0.94,7.086,0.0,3.773,3.411,45.954,7,-0.271,16.456,14.983,0.0,3.864,3.611,0,-5.1,-5.0,-4.68,3.871
5.762,0,0,0,176.523,176.523,176.523,2,0,1.79,2.228,7.645,2.145,5.09,4.716,174.43,6.446,0,110.0,0.0,85.367,0.0,5.922,0.908,91.156,4,1,152.386,85.367,0.0,1.823,0.075,19.37,3.2,-0.024,2,2,110.0,1.711,103.255,0,3,4,3,-0.236,4,3,17.888,3,1,1.463,2.399,30.24,1.323,1.5,1.0,4,-0.063,4.372,0,0,6.131,0,4.031,1.99,11.888,0,2,0,2,0.351,3.65,0,0.052,1.137,3.2,55.905,179.536,4.495,-0.008,9,0,0.0,6.493,0.0,0.059,0.759,4.998,9,1.546,1.546,3.937,1.298,0.94,8,0.693,0.57,5.851,43.371,2.905,2.976,0.046,91.156,0,5.0,0.25,0.0,0.698,5.82,5.82,29.135,6.256,1.298,0,79.115,0,0.26,0.917,4.179,13.355,5.868,0.698,1,4.613,4.613,0.724,7.411,0.0,4.225,4.072,0.0,11,1.255,16.163,16.145,0.0,5.499,3.892,0,-5.25,-5.14,-4.81,4.018
5.707,0,0,0,164.489,164.489,164.489,2,1,1.517,3.105,7.897,2.397,5.017,4.806,157.644,6.466,0,99.86,0.0,96.367,0.0,5.71,0.974,68.122,4,1,146.601,96.367,0.0,1.73,0.122,20.037,6.8,-0.187,2,2,99.86,1.658,103.255,0,3,2,3,0.003,4,5,17.888,5,1,1.502,2.208,11.531,1.111,2.125,1.013,5,0.031,4.65,0,0,5.862,3,3.835,2.017,13.82,0,2,0,1,0.362,3.75,0,0.01,1.249,1.72,54.65,96.367,4.738,0.035,7,0,0.0,6.472,0.0,0.076,0.492,4.548,7,1.629,1.629,4.056,1.055,0.931,8,0.861,0.625,5.564,35.232,2.813,2.751,0.138,68.122,0,18.0,0.281,0.0,0.903,5.606,5.606,27.471,6.275,0.445,0,56.625,0,0.298,0.854,3.921,0.0,6.048,0.903,1,5.128,5.128,0.96,7.513,0.0,4.304,3.73,0.0,11,0.125,16.807,6.651,0.0,3.396,3.892,0,-3.81,-3.77,-3.58,2.579
5.427,0,0,0,95.245,95.245,95.245,1,1,1.312,0.882,7.633,2.133,4.675,4.433,63.502,4.95,0,56.65,2.182,42.683,0.564,5.2,1.103,52.562,1,2,104.538,42.683,0.0,1.527,0.074,9.61,2.6,-0.023,6,1,88.74,1.454,78.582,0,3,2,3,0.134,4,6,35.899,5,2,0.77,2.013,10.551,0.625,1.035,0.994,3,0.082,4.342,0,2,5.433,2,3.443,1.533,9.332,1,1,0,0,0.206,3.484,0,0.011,0.653,3.759,29.821,77.997,4.21,0.066,4,1,0.0,6.469,0.0,0.067,0.304,4.216,5,1.591,1.591,3.61,0.272,0.94,6,0.892,0.562,5.069,33.203,6.179,2.95,0.118,52.562,1,5.0,0.288,5.256,0.92,4.095,4.095,14.891,5.994,0.052,0,42.376,0,0.301,0.424,3.583,5.289,5.837,0.92,0,3.882,3.882,0.961,7.327,0.0,3.599,3.394,45.192,5,-0.621,15.971,6.608,0.0,3.248,3.611,0,-3.8,-3.76,-3.58,2.571
4.643,0,0,0,73.337,73.337,73.337,0,0,1.532,3.293,7.614,2.114,4.677,4.32,37.431,4.975,0,55.74,0.0,22.0,0.859,5.14,-0.265,51.337,0,1,55.448,22.0,0.0,1.541,0.071,0.0,5.7,-0.107,3,0,83.98,1.223,17.888,0,1,0,1,0.028,1,2,17.888,4,1,1.388,1.996,13.382,0.778,1.299,1.013,0,0.016,4.155,0,0,5.275,0,3.551,1.93,5.419,1,0,0,1,0.215,3.555,0,0.068,0.911,5.411,20.263,22.0,4.404,0.023,5,0,0.0,5.039,0.0,0.07,0.225,4.185,6,1.733,1.733,1.884,0.572,1.035,7,0.868,0.637,5.088,16.943,3.023,2.961,0.047,51.337,0,2.0,0.312,0.0,0.889,4.312,4.312,14.333,6.196,0.347,0,17.633,0,0.338,0.455,3.777,0.277,5.865,0.889,1,4.284,4.284,0.962,7.343,0.532,3.728,3.474,31.278,7,-0.31,15.847,9.863,0.0,3.658,3.761,0,-4.37,-4.3,-4.06,3.14
6.125,0,0,0,210.317,202.993,210.317,1,1,1.734,0.83,8.278,2.778,6.999,6.469,143.218,7.429,0,151.11,0.0,118.575,-0.534,5.75,0.414,91.742,3,4,185.105,118.575,0.0,1.926,0.289,9.669,10.0,-0.054,1,1,151.11,2.601,60.572,0,2,2,2,0.291,2,3,17.888,1,1,1.316,2.39,4.206,1.155,1.597,1.042,2,0.116,5.192,0,1,5.93,1,3.803,2.018,19.775,1,1,0,1,0.635,3.814,2,0.035,1.134,9.389,65.488,67.828,4.297,0.028,9,0,0.0,7.815,0.0,0.074,0.813,4.295,11,1.828,1.828,4.884,1.0,0.937,8,0.859,0.717,5.794,61.518,2.226,2.952,0.11,91.742,2,18.0,0.317,0.0,0.871,5.58,5.58,38.931,6.236,1.0,0,93.675,0,0.343,0.882,3.866,-0.224,6.1,0.871,3,4.118,4.118,0.944,7.555,0.148,4.702,3.569,0.0,10,0.704,15.511,9.315,0.0,2.051,3.892,0,-4.28,-4.22,-3.98,3.052
4.698,0,0,0,150.373,150.373,105.492,0,0,1.733,1.93,8.25,2.75,7.999,7.429,67.454,7.999,0,75.61,0.0,36.145,-0.363,5.968,0.289,69.348,1,2,114.474,81.025,0.0,2.113,0.207,0.0,4.0,-0.091,3,0,103.85,5.671,35.899,0,2,0,2,-0.017,4,3,35.899,4,2,1.721,2.591,24.688,1.421,1.944,1.033,0,0.023,4.908,0,1,6.014,4,4.03,2.495,26.075,1,0,0,2,0.716,3.899,0,0.035,1.102,14.546,76.527,116.338,5.047,0.02,9,0,0.4,8.513,0.0,0.059,0.805,4.602,10,1.89,1.89,5.039,1.18,0.972,9,0.874,0.683,5.778,64.37,5.245,2.919,0.117,114.228,2,31.0,0.317,0.0,0.874,6.381,6.381,47.58,6.608,1.0,0,91.785,0,0.335,1.028,4.043,0.568,6.104,0.874,1,6.132,6.132,0.924,7.528,0.86,4.662,3.833,31.278,10,0.85,18.669,13.759,0.219,4.969,4.205,0,-4.94,-4.84,-4.54,3.709
5.333,0,0,0,203.169,203.169,188.209,1,0,2.526,0.473,8.294,2.794,7.48,7.43,173.179,7.715,0,129.02,0.0,162.431,-2.829,6.545,0.259,25.778,2,6,177.391,177.391,0.0,2.715,0.225,9.308,9.8,-0.078,1,1,137.4,4.704,60.694,0,2,0,2,-0.213,4,2,18.011,1,1,2.322,3.266,4.314,2.003,3.563,1.028,2,-0.091,7.422,0,1,6.61,0,4.493,2.954,35.074,4,0,0,2,0.903,4.491,0,0.154,2.964,10.985,216.673,197.744,5.541,0.003,11,0,0.8,8.201,0.0,0.1,1.341,5.218,12,1.838,1.838,7.078,1.534,0.969,15,0.84,0.66,6.365,105.329,2.585,3.532,0.197,40.738,0,92.0,0.294,0.0,0.84,7.374,7.374,73.562,7.14,1.436,0,214.033,0,0.31,1.972,4.504,1.039,6.89,0.84,3,7.036,7.036,0.885,8.264,0.8,6.351,4.366,0.0,16,1.301,21.575,1.021,0.4,2.077,4.635,0,-2.24,-2.28,-2.25,1.011
5.345,0,0,0,77.503,77.503,77.503,0,0,1.168,4.221,7.961,2.461,4.935,4.862,78.433,6.999,0,59.06,0.0,44.313,0.0,5.633,-0.155,79.145,0,2,100.247,44.313,0.0,1.667,0.113,0.0,6.1,-0.177,1,0,123.92,4.601,16.405,0,1,1,1,-0.048,1,5,62.359,1,1,0.779,2.407,24.443,0.673,1.688,1.032,0,-0.056,4.48,0,0,5.602,0,4.485,1.973,14.909,0,0,0,2,0.402,3.818,0,0.001,1.888,0.0,65.822,44.313,4.759,0.04,4,0,0.0,7.717,0.0,0.096,0.401,4.154,9,2.157,2.157,5.5,0.618,1.024,9,0.881,0.697,5.459,35.701,2.512,2.929,0.247,33.191,1,26.0,0.393,0.0,0.881,5.799,5.799,29.746,6.686,0.24,0,37.298,0,0.428,0.701,4.352,0.0,6.093,0.881,1,4.883,4.883,0.959,7.423,0.0,3.9,3.659,108.509,5,-0.04,20.048,7.6,0.0,4.944,4.205,0,-3.99,-3.94,-3.73,2.757
7.222,0,0,0,107.097,107.097,107.097,0,0,2.286,0.0,7.65,2.15,6.448,4.72,62.615,7.425,0,66.84,-0.962,103.973,0.087,6.849,-0.421,3.124,0,3,119.74,103.973,0.0,2.775,0.085,11.584,4.9,-0.06,3,1,92.14,1.957,42.683,0,1,1,1,-0.05,2,5,0.0,4,0,2.137,3.358,19.672,2.045,4.847,0.985,2,0.022,4.503,0,0,6.639,0,4.665,3.223,13.937,2,0,0,0,0.516,4.77,1,0.063,3.827,17.787,156.25,167.23,5.282,0.021,5,2,0.8,7.433,0.0,0.125,0.623,5.997,6,1.356,1.356,6.428,1.685,0.859,14,0.851,0.514,6.769,59.432,0.0,3.657,0.272,3.124,1,117.0,0.211,0.0,0.863,6.725,6.725,46.437,7.496,1.139,0,91.619,0,0.214,2.459,4.56,8.024,7.458,0.863,1,6.639,6.639,0.874,8.86,2.178,4.262,4.829,32.22,15,0.936,26.353,15.105,0.277,4.435,4.796,0,-5.12,-5.01,-4.69,3.887
5.801,0,0,0,175.195,175.195,175.195,3,0,2.311,0.779,7.976,2.476,6.466,6.446,163.572,6.493,0,100.13,0.0,175.195,1.094,6.119,0.812,0.0,4,4,175.195,175.195,0.0,2.453,0.109,30.972,10.9,-0.162,2,3,100.13,2.056,128.05,0,3,4,3,0.081,6,3,0.0,6,0,2.221,2.755,24.389,1.771,3.313,1.01,8,0.083,4.902,0,0,6.41,2,4.293,2.678,19.311,4,3,0,0,0.393,4.47,0,0.006,3.089,6.742,76.987,245.821,5.365,0.071,6,0,0.68,7.427,0.0,0.085,1.149,4.963,6,1.388,1.388,6.502,1.462,0.92,14,0.819,0.609,6.309,47.998,0.0,3.174,0.23,0.0,10,68.0,0.228,0.0,0.839,7.546,7.546,49.017,7.04,1.266,0,138.091,0,0.24,1.861,4.266,0.256,6.874,0.839,2,6.661,6.661,0.884,8.243,0.68,4.431,4.213,0.0,7,0.829,19.848,7.377,0.0,4.939,4.575,0,-3.95,-3.9,-3.7,2.716
6.258,0,0,0,182.229,182.229,182.229,2,1,2.353,-1.92,8.32,2.82,6.999,6.471,181.606,7.428,0,116.84,0.0,165.824,-0.554,6.439,0.946,16.405,4,4,283.27,165.824,0.0,2.6,0.313,20.309,13.6,-0.181,6,2,125.22,5.347,101.772,0,3,6,3,0.044,3,7,16.405,1,1,1.976,3.009,30.858,1.774,3.75,1.052,3,0.001,6.466,0,0,6.469,3,4.737,2.731,47.251,2,2,0,2,0.993,4.315,1,0.031,2.973,1.72,180.905,165.824,5.173,0.086,7,0,0.0,7.717,0.0,0.096,1.447,4.745,11,1.925,1.925,5.958,1.592,0.979,14,0.901,0.757,6.043,127.456,2.239,3.223,0.24,16.405,5,65.0,0.326,0.0,0.917,7.55,7.55,67.625,7.066,1.184,0,190.166,0,0.353,1.493,4.579,0.0,6.693,0.917,0,6.126,6.126,0.992,8.085,0.0,4.945,4.122,0.0,9,1.141,20.971,7.505,0.0,5.555,4.575,0,-3.97,-3.92,-3.72,2.74
