pXC50,NNRS,RCI,Eig02_AEA.bo.,RFD,Eig02_AEA.dm.,SM03_AEA.bo.,SM04_AEA.bo.,Eig02_AEA.ri.,Eig04_AEA.bo.,Eig02_EA,SM10_AEA.bo.,piPC02,SM02_EA.bo.,P_VSA_LogP_4,P_VSA_e_2,SM02_AEA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,X2sol,TIE,Eig02_EA.ri.,Eig04_EA.bo.,SM14_AEA.ri.,ATS7m,SpAD_EA.bo.,Rperim,SpMax2_Bh.m.,SM02_EA.ri.,X0sol,SpMax3_Bh.m.,MW,Eta_alpha,SpMax8_Bh.s.,Eig04_AEA.ri.,IDDM,Eig09_AEA.dm.,XMOD,SM05_AEA.bo.,SpMax2_Bh.e.,P_VSA_p_3,P_VSA_v_3,HDcpx,SpAD_EA.ri.,SpMax4_Bh.m.,X2v,Eig09_AEA.ed.,X2,P_VSA_i_2,NRS,Eig11_AEA.bo.,nC..N.N2,Eig08_AEA.ed.,Eig08_AEA.bo.,SpAD_AEA.ri.,SpMax6_Bh.v.,piPC01,SCBO,SMTIV,Eig14_AEA.ed.,SpMaxA_EA.bo.,Eig14_AEA.bo.,ATS1m,Eta_betaP,SpMin2_Bh.i.,Eig04_EA,SM12_AEA.bo.,Eig08_EA.ri.,SpAD_AEA.bo.
5.0,0.75,1.095,4.142,0.095,3.107,5.981,7.271,3.833,3.53,2.885,2.885,4.171,4.856,30.272,110.257,4.804,3.691,3.691,10.251,25.394,2.745,2.811,2.811,3.29,51.863,21,3.895,4.24,16.355,3.627,320.48,11.6,3.639,3.271,4.555,1.146,73.081,8.599,3.963,110.257,110.257,1.661,38.44,3.312,6.497,3.414,10.251,110.257,3,2.0,0,3.583,2.583,40.027,2.91,3.584,35.0,9890.0,2.288,0.166,0.812,3.456,14.5,1.853,2.319,2.319,1.11,40.277
5.0,0.75,1.095,4.445,0.095,3.222,6.114,7.435,4.05,3.576,3.076,3.076,4.245,4.931,30.272,106.657,4.898,3.854,3.854,10.082,42.711,2.893,2.822,2.822,3.518,55.988,21,3.918,4.311,15.648,3.649,360.42,11.957,3.913,3.357,4.672,1.201,79.37,8.793,3.966,106.657,106.657,1.683,41.185,3.355,6.521,3.583,12.04,106.657,3,2.074,0,4.147,2.643,44.39,2.91,3.638,37.0,15602.0,2.726,0.154,0.883,3.556,14.5,1.851,2.428,2.428,1.204,44.75
5.0,0.75,1.095,4.142,0.095,3.111,5.981,7.271,3.829,3.53,2.885,2.885,4.171,4.856,30.272,111.838,4.804,3.691,3.691,10.251,24.867,2.724,2.811,2.811,3.306,51.863,21,3.885,4.217,16.355,3.617,322.45,11.433,3.644,3.243,4.555,1.146,74.196,8.599,3.948,111.838,111.838,1.661,37.947,3.305,6.175,3.414,10.251,111.838,3,2.0,0,3.583,2.583,39.979,2.91,3.584,35.0,10598.0,2.288,0.166,0.812,3.472,15.0,1.848,2.319,2.319,1.109,40.277
5.0,0.75,1.095,4.142,0.095,3.221,5.981,7.271,3.827,3.53,2.885,2.885,4.171,4.856,30.272,136.672,4.804,3.691,3.691,10.744,25.006,2.718,2.811,2.811,3.415,51.863,21,4.004,4.207,16.709,3.699,338.52,11.933,3.635,3.229,4.555,1.206,78.657,8.599,3.943,136.672,136.672,1.661,37.694,3.437,7.054,3.414,10.251,104.453,3,2.0,0,3.583,2.583,39.965,2.91,3.584,35.0,10598.0,2.288,0.166,0.812,3.552,15.0,1.85,2.319,2.319,1.108,40.277
5.0,0.8,1.074,4.268,0.074,3.109,6.183,7.469,3.91,3.58,2.934,2.934,4.385,5.072,30.272,149.464,5.001,3.903,3.903,12.135,28.92,2.883,2.829,2.829,3.475,63.884,27,3.953,4.423,18.761,3.74,368.52,13.6,3.674,3.35,4.778,1.208,85.287,8.795,4.008,149.464,149.464,1.702,46.281,3.568,7.39,3.583,12.135,149.464,4,2.5,0,4.146,2.786,47.844,2.938,3.784,43.0,16336.0,3.164,0.14,2.0,3.603,20.5,1.857,2.416,2.416,1.422,48.261
5.0,0.75,1.095,4.144,0.095,3.107,5.999,7.284,3.834,3.533,2.885,2.885,4.186,4.871,30.272,112.791,4.828,3.692,3.692,10.632,27.662,2.747,2.812,2.812,3.34,53.187,21,3.898,4.268,17.062,3.631,334.51,12.1,3.674,3.281,4.612,1.146,76.081,8.608,3.967,112.791,112.791,1.672,39.761,3.347,6.893,3.414,10.632,112.791,3,2.071,0,3.583,2.589,41.331,2.91,3.611,36.0,11038.0,2.409,0.16,1.004,3.492,14.5,1.853,2.332,2.332,1.119,41.578
5.0,0.75,1.095,4.131,0.095,3.117,5.964,7.255,3.823,3.512,2.88,2.88,4.155,4.84,30.272,104.832,4.779,3.675,3.675,9.46,27.951,2.715,2.805,2.805,3.242,50.697,21,3.887,4.192,14.778,3.617,310.41,10.886,3.644,3.178,4.496,1.146,70.719,8.583,3.946,104.832,104.832,1.65,36.885,3.303,5.953,3.414,10.082,104.832,3,2.0,0,3.583,2.573,38.907,2.91,3.555,34.0,9914.0,2.0,0.172,0.669,3.429,14.5,1.847,2.253,2.253,1.107,39.11
6.073,0.333,1.308,3.925,0.308,2.788,5.597,6.933,3.476,3.057,2.5,2.5,3.812,4.494,2.757,64.787,4.363,3.382,3.382,6.18,11.61,2.438,2.289,2.289,0.791,33.528,13,3.573,3.803,9.544,3.095,184.26,6.8,2.732,2.533,3.786,-0.466,42.023,8.313,3.664,64.787,64.787,1.515,23.818,3.029,3.741,2.281,6.18,64.787,1,0.24,0,2.416,0.873,24.412,2.249,3.135,22.0,1897.0,1.096,0.288,-0.5,2.928,9.5,1.742,1.571,1.571,-0.291,24.74
5.0,0.75,1.095,4.149,0.095,3.103,6.006,7.292,3.833,3.54,2.885,2.885,4.186,4.871,30.272,124.14,4.828,3.71,3.71,10.251,25.175,2.745,2.815,2.815,3.28,52.556,21,3.897,4.24,16.355,3.629,318.46,11.6,3.666,3.271,4.555,1.146,73.081,8.617,3.961,124.14,124.14,1.661,38.44,3.314,6.272,3.414,10.251,124.14,3,2.072,0,3.583,2.597,40.027,2.91,3.611,36.0,10264.0,2.288,0.166,0.913,3.451,16.0,1.853,2.319,2.319,1.11,40.723
5.0,1.0,1.0,3.795,0.0,2.634,5.259,6.508,3.389,2.533,2.419,2.419,3.418,4.094,42.656,57.703,4.119,3.183,3.183,5.408,11.211,2.334,1.5,1.5,1.762,25.677,11,3.664,3.512,9.096,2.967,175.26,6.2,2.506,2.132,3.679,-0.766,39.775,7.793,3.749,57.703,57.703,1.48,19.182,2.808,3.258,1.568,5.408,57.703,2,-0.355,0,1.64,0.556,20.203,2.412,2.944,18.0,1777.0,0.198,0.252,-0.889,2.848,7.5,1.424,1.202,1.202,-0.616,20.51
5.0,0.8,1.077,4.132,0.077,3.195,6.306,7.592,3.865,3.698,2.891,2.891,4.477,5.165,74.105,132.04,5.131,3.731,3.731,13.999,56.487,2.816,2.898,2.898,3.949,71.704,26,3.896,4.573,22.46,3.79,462.63,16.019,4.055,3.569,5.061,1.697,104.769,8.915,3.964,132.04,132.04,1.752,53.779,3.731,9.086,4.232,14.621,132.04,4,2.5,0,4.514,3.172,56.156,3.26,3.902,48.5,31051.0,3.317,0.119,2.118,3.805,18.0,1.895,2.617,2.617,1.69,56.616
5.0,0.5,1.222,4.097,0.222,3.155,5.652,6.999,3.978,3.318,3.045,3.045,3.79,4.472,42.683,75.208,4.388,3.123,3.123,7.779,21.657,2.792,2.648,2.648,2.595,33.633,9,3.679,3.845,11.759,3.363,219.34,7.633,3.467,2.884,3.973,-0.535,46.69,8.379,3.815,75.208,75.208,1.55,24.723,2.99,5.604,2.375,7.779,75.208,1,0.0,0,2.472,0.984,25.997,2.57,3.135,22.0,2782.0,1.137,0.265,-0.225,3.043,8.5,1.702,1.915,1.915,-0.3,26.333
5.471,1.0,1.0,4.102,0.0,3.77,6.361,7.629,3.751,3.929,2.823,2.823,4.46,5.147,41.747,190.788,5.196,3.689,3.689,14.375,89.178,2.647,3.111,3.111,4.134,73.258,24,3.88,4.6,24.296,3.772,503.64,17.438,4.437,3.467,5.178,2.203,112.833,8.925,3.94,190.788,190.788,1.775,55.772,3.753,9.3,4.217,15.619,190.788,4,2.501,0,4.845,3.239,58.152,3.312,3.97,52.0,41202.0,3.414,0.095,2.5,3.849,22.5,1.907,2.501,2.501,1.759,59.765
6.569,0.5,1.211,4.011,0.211,2.99,6.094,7.411,3.567,3.593,2.62,2.62,4.273,4.959,0.0,119.233,4.883,3.614,3.614,11.309,37.377,2.472,2.895,2.895,3.498,55.961,19,3.854,4.301,17.725,3.764,372.9,12.633,3.762,3.261,4.671,1.286,81.869,8.766,3.906,158.382,158.382,1.684,40.695,3.515,7.264,3.664,11.522,119.233,2,2.039,0,3.832,2.5,43.712,2.95,3.638,37.0,14436.0,2.543,0.163,1.043,3.585,14.5,1.845,2.354,2.354,1.336,43.644
5.0,0.333,1.308,3.996,0.308,2.91,5.7,7.042,3.567,3.294,2.602,2.602,3.897,4.58,2.757,71.437,4.46,3.479,3.479,6.983,14.937,2.51,2.602,2.602,2.101,36.564,13,3.601,3.898,11.121,3.215,214.29,7.633,3.03,2.867,3.972,0.104,48.73,8.426,3.68,71.437,71.437,1.556,26.179,3.03,4.107,2.454,6.983,71.437,1,0.557,0,2.804,1.555,27.202,2.709,3.219,24.0,2861.0,1.282,0.257,-0.305,3.069,10.0,1.742,1.892,1.892,0.32,27.46
6.545,0.5,1.211,4.107,0.211,3.164,6.087,7.4,3.79,3.578,2.813,2.813,4.259,4.945,0.0,121.093,4.883,3.668,3.668,10.784,42.291,2.745,2.855,2.855,3.367,55.933,19,3.879,4.348,17.225,3.606,352.49,12.419,3.688,3.223,4.674,1.19,78.464,8.753,3.939,121.093,121.093,1.684,41.982,3.423,7.237,3.664,11.406,121.093,2,2.076,0,3.864,2.703,43.736,2.953,3.638,37.0,13189.0,2.553,0.162,0.916,3.528,14.0,1.89,2.284,2.284,1.392,43.972
6.456,0.5,1.211,4.035,0.211,2.959,6.059,7.366,3.601,3.512,2.651,2.651,4.245,4.931,0.0,132.214,4.868,3.634,3.634,11.058,29.958,2.513,2.845,2.845,3.302,55.453,19,3.85,4.302,17.933,3.602,350.5,12.467,3.674,3.14,4.672,1.178,79.808,8.716,3.909,132.214,132.214,1.682,41.061,3.388,6.905,3.599,11.058,132.214,2,2.009,0,3.682,2.5,43.086,2.978,3.638,37.0,13092.0,2.558,0.162,0.919,3.541,15.0,1.851,2.204,2.204,1.325,43.121
5.0,0.333,1.308,4.003,0.308,2.91,5.7,7.042,3.574,3.196,2.61,2.61,3.897,4.58,2.757,71.437,4.46,3.493,3.493,6.983,14.894,2.516,2.484,2.484,2.185,36.55,13,3.603,3.898,11.121,3.199,214.29,7.633,3.022,2.775,3.971,0.098,48.73,8.426,3.681,71.437,71.437,1.555,26.171,3.042,4.107,2.407,6.983,71.437,1,0.599,0,2.831,1.573,27.194,2.691,3.219,24.0,2885.0,1.263,0.257,-0.305,3.069,10.0,1.742,1.811,1.811,0.34,27.45
5.717,0.667,1.133,4.011,0.133,2.99,5.769,7.047,3.566,3.418,2.619,2.619,3.927,4.61,0.0,101.11,4.603,3.614,3.614,8.446,28.848,2.472,2.541,2.541,3.037,42.106,15,3.85,4.032,13.786,3.511,288.4,9.919,3.639,3.02,4.367,0.898,64.368,8.36,3.902,101.11,101.11,1.62,31.899,3.225,5.581,3.215,9.068,101.11,2,1.1,0,3.414,2.45,33.913,2.8,3.384,28.5,8005.0,2.0,0.177,0.5,3.333,10.5,1.778,2.112,2.112,1.0,34.05
7.569,0.4,1.35,4.327,0.4,3.52,6.152,7.494,4.172,3.568,3.211,3.211,4.238,4.924,29.85,99.152,4.931,3.57,3.57,11.669,36.439,3.085,2.83,2.83,3.543,55.366,19,3.864,4.462,17.292,3.67,335.49,12.033,3.715,3.393,4.619,1.524,74.441,8.869,3.944,99.152,99.152,1.685,44.29,3.345,8.109,4.414,11.669,99.152,2,2.241,0,4.437,2.668,45.416,3.021,3.611,36.0,8840.0,2.778,0.16,0.945,3.52,11.0,1.831,2.394,2.394,1.377,46.234
5.513,0.5,1.2,4.439,0.2,3.815,5.972,7.367,4.155,3.349,3.17,3.17,3.998,4.682,44.313,81.278,4.705,4.047,4.047,10.505,67.363,3.041,2.409,2.409,3.634,43.537,10,3.944,4.142,15.001,3.533,351.43,10.59,4.132,2.997,4.49,1.094,76.509,8.808,3.906,81.278,81.278,1.66,33.666,3.311,7.233,3.347,10.695,73.528,1,1.0,0,3.466,2.312,36.551,2.788,3.401,29.0,9719.0,2.194,0.196,0.469,3.649,9.5,1.7,2.109,2.109,1.128,36.309
8.3,1.0,1.0,4.064,0.0,2.94,6.387,7.637,3.778,3.896,2.81,2.81,4.554,5.242,58.406,232.865,5.231,3.538,3.538,16.376,69.477,2.716,3.443,3.443,4.096,79.716,24,3.855,4.651,27.288,3.836,518.76,18.933,4.172,3.513,5.25,1.797,117.27,8.92,3.921,232.865,232.865,1.789,59.409,3.738,9.968,4.098,16.376,232.865,4,2.625,0,4.363,3.021,60.692,3.357,4.043,56.0,41927.0,3.414,0.093,2.5,3.876,27.0,1.894,2.516,2.516,1.604,61.588
7.1,1.0,1.0,4.01,0.0,2.943,6.302,7.545,3.782,3.84,2.811,2.811,4.437,5.124,29.85,193.002,5.173,3.458,3.458,16.376,75.767,2.725,3.125,3.125,4.094,74.334,23,3.823,4.642,27.288,3.789,527.82,18.867,4.089,3.471,5.249,1.953,117.724,8.819,3.911,193.002,193.002,1.788,58.938,3.731,11.04,4.099,16.376,193.002,4,2.566,0,4.363,2.968,60.515,3.35,3.97,52.0,40673.0,3.414,0.093,2.5,3.894,20.0,1.849,2.523,2.523,1.611,60.634
6.2,1.0,1.0,4.23,0.0,2.943,6.34,7.598,3.879,3.891,2.88,2.88,4.511,5.198,29.85,224.246,5.182,3.719,3.719,15.574,64.296,2.876,3.442,3.442,4.063,76.189,24,3.862,4.622,25.874,3.837,491.73,18.033,3.967,3.504,5.175,1.797,110.917,8.888,3.921,224.246,224.246,1.775,57.176,3.726,9.702,3.862,15.574,224.246,4,2.5,0,4.346,2.969,58.18,3.32,3.989,53.0,35213.0,3.328,0.098,2.5,3.824,25.5,1.89,2.506,2.506,1.604,58.717
6.6,0.8,1.077,4.263,0.077,3.22,6.373,7.637,3.901,3.842,2.908,2.908,4.494,5.182,29.85,183.025,5.223,3.837,3.837,16.953,68.362,2.894,3.126,3.126,4.115,77.517,26,3.923,4.732,27.029,3.79,523.83,19.033,3.984,3.535,5.254,2.031,116.568,8.932,3.987,183.025,183.025,1.789,62.447,3.727,11.956,4.414,16.953,183.025,4,2.798,0,4.66,3.206,63.496,3.358,3.989,53.0,37948.0,3.414,0.091,2.5,3.901,19.5,1.871,2.538,2.538,2.004,63.605
8.0,0.5,1.207,4.533,0.207,3.272,6.358,7.668,4.098,3.768,3.126,3.126,4.486,5.173,90.567,144.939,5.165,4.352,4.352,15.415,45.222,3.046,3.071,3.071,3.823,72.073,29,4.041,4.6,22.717,3.709,460.66,16.067,3.922,3.539,5.02,1.898,105.092,9.015,4.034,144.939,144.939,1.746,54.583,3.563,10.207,4.618,14.773,113.661,3,2.739,0,4.821,3.118,57.87,3.189,3.892,48.0,25340.0,3.407,0.117,2.081,3.865,18.0,1.793,2.597,2.597,1.609,58.638
5.0,0.5,1.222,3.655,0.222,2.551,5.484,6.8,3.304,3.014,2.345,2.345,3.695,4.376,71.117,53.124,4.256,3.07,3.07,6.309,17.93,2.246,2.086,2.086,2.022,30.203,9,3.501,3.689,10.129,3.252,191.26,6.533,3.041,2.713,3.778,-0.808,41.883,8.156,3.636,53.124,53.124,1.511,21.624,2.857,3.547,2.0,6.309,53.124,1,-0.014,0,2.375,0.724,22.515,2.235,3.045,20.0,2165.0,0.825,0.3,-0.5,2.918,8.5,1.584,1.741,1.741,-0.527,22.867
6.758,0.5,1.222,3.639,0.222,2.532,5.402,6.72,3.23,2.735,2.265,2.265,3.644,4.324,42.683,50.019,4.182,3.064,3.064,5.468,14.956,2.182,1.835,1.835,1.569,28.353,9,3.433,3.611,9.259,3.21,176.24,6.133,2.697,2.3,3.669,-0.881,39.238,8.084,3.557,50.019,50.019,1.487,19.983,2.819,3.082,2.0,5.468,50.019,1,-0.099,0,2.0,0.68,20.647,2.262,2.996,19.0,1765.0,0.234,0.322,-0.714,2.828,8.5,1.59,1.319,1.319,-0.574,20.793
7.004,0.5,1.2,3.686,0.2,2.869,5.314,6.625,3.185,2.898,2.292,2.292,3.481,4.159,18.011,41.876,4.103,2.963,2.963,5.621,11.099,2.03,2.057,2.057,0.575,25.059,10,3.525,3.469,9.052,3.231,181.64,5.914,2.252,2.481,3.564,-0.774,38.952,7.968,3.473,81.025,81.025,1.461,17.627,2.77,3.0,1.588,5.25,41.876,1,-0.5,1,2.248,0.503,19.305,1.869,2.89,17.0,1584.0,0.0,0.31,0.0,2.862,8.0,1.321,1.503,1.503,-0.724,19.444
8.328,0.5,1.2,3.836,0.2,3.02,5.61,6.958,3.396,3.352,2.488,2.488,3.726,4.407,18.011,57.781,4.363,3.167,3.167,7.406,21.802,2.265,2.578,2.578,1.931,31.748,10,3.626,3.793,12.37,3.269,239.73,7.748,3.375,2.894,3.975,0.011,50.641,8.339,3.542,96.929,96.929,1.563,23.389,3.103,4.197,2.451,7.035,57.781,1,0.057,1,2.681,1.055,25.394,2.627,3.091,21.0,2978.0,1.149,0.253,-0.497,3.121,8.5,1.423,1.988,1.988,-0.107,25.669
5.0,1.0,1.0,4.015,0.0,3.011,6.005,7.276,3.683,3.506,2.726,2.726,4.127,4.812,0.0,130.179,4.86,3.615,3.615,10.937,71.91,2.612,2.723,2.723,3.784,53.7,18,3.863,4.32,19.062,3.697,405.53,13.471,4.257,3.317,4.824,1.458,89.846,8.581,3.919,130.179,130.179,1.715,42.368,3.382,7.416,3.449,11.912,130.179,3,2.0,0,3.739,2.504,44.803,3.0,3.638,37.0,19169.0,2.473,0.131,1.323,3.632,13.0,1.884,2.391,2.391,1.288,44.844
7.595,0.5,1.2,3.797,0.2,2.982,5.569,6.871,3.422,3.054,2.5,2.5,3.676,4.357,18.011,76.386,4.376,3.089,3.089,7.371,21.052,2.304,2.069,2.069,2.604,32.277,10,3.505,3.82,12.414,3.378,233.35,8.033,3.467,2.948,4.058,-0.011,50.871,8.208,3.624,76.386,76.386,1.578,24.977,3.125,4.416,2.543,7.371,76.386,1,0.35,1,2.68,1.353,26.42,2.611,3.135,22.0,3136.0,1.115,0.227,-0.358,3.104,8.5,1.536,2.002,2.002,0.068,26.808
6.914,0.667,1.143,3.783,0.143,2.864,5.534,6.823,3.595,3.162,2.63,2.63,3.651,4.331,18.011,62.175,4.376,3.036,3.036,7.056,16.082,2.539,2.277,2.277,2.462,31.633,14,3.728,3.861,10.958,3.375,215.33,7.7,2.991,2.961,3.972,0.0,48.184,8.138,3.853,62.175,62.175,1.551,25.072,3.037,4.638,2.618,7.056,62.175,2,0.585,1,2.685,1.154,26.076,2.568,3.135,22.0,2811.0,1.29,0.217,-0.435,3.066,8.0,1.808,2.0,2.0,0.0,26.389
6.724,0.5,1.2,3.692,0.2,2.736,5.43,6.699,3.229,2.877,2.304,2.304,3.57,4.248,18.011,70.572,4.284,2.992,2.992,6.519,17.88,2.125,2.031,2.031,2.463,29.867,10,3.546,3.731,11.38,3.359,217.35,7.7,3.14,2.599,3.963,-0.013,48.124,8.007,3.696,70.572,70.572,1.549,23.335,3.084,4.146,2.237,6.519,70.572,1,0.491,1,2.652,1.153,24.257,2.626,3.091,21.0,2787.0,1.017,0.23,-0.5,3.026,8.0,1.627,1.618,1.618,-0.087,24.46
6.788,0.667,1.133,3.715,0.133,2.935,5.588,6.855,3.492,3.176,2.56,2.56,3.701,4.382,29.011,66.339,4.449,2.998,2.998,7.751,20.221,2.378,2.301,2.301,2.883,35.048,15,3.7,3.908,12.372,3.421,245.36,8.533,3.476,2.968,4.144,0.836,55.138,8.156,3.822,66.339,66.339,1.583,27.926,3.123,4.882,2.979,7.751,66.339,2,0.76,1,3.0,1.618,29.371,2.631,3.219,24.0,4243.0,1.376,0.196,-0.218,3.19,8.0,1.585,2.006,2.006,0.549,29.379
6.554,0.667,1.118,4.096,0.118,3.389,5.785,7.07,3.904,3.187,2.927,2.927,3.861,4.543,47.86,77.382,4.62,3.281,3.281,9.14,32.931,2.854,2.31,2.31,3.279,40.669,17,3.76,4.103,14.82,3.416,286.42,9.933,3.548,2.975,4.371,1.068,63.349,8.387,3.856,77.382,77.382,1.633,32.839,3.191,5.818,3.149,9.14,77.382,2,1.148,1,3.582,2.35,34.099,2.921,3.367,28.0,6073.0,2.0,0.17,0.45,3.322,9.5,1.66,2.012,2.012,0.995,34.445
7.55,0.5,1.2,3.795,0.2,3.224,5.596,6.891,3.376,3.16,2.457,2.457,3.701,4.382,18.011,71.442,4.413,3.09,3.09,6.53,29.909,2.266,2.175,2.175,2.934,33.695,10,3.558,3.828,11.544,3.355,255.3,8.105,3.502,2.925,4.137,0.51,55.798,8.222,3.636,71.442,71.442,1.591,25.678,3.1,3.975,2.69,7.713,71.442,1,0.619,1,2.761,1.591,27.867,2.562,3.178,23.0,4952.0,1.341,0.215,-0.267,3.183,8.5,1.474,2.064,2.064,0.377,28.074
7.018,0.667,1.125,3.713,0.125,2.983,5.614,6.875,3.458,3.176,2.542,2.542,3.726,4.407,40.011,70.454,4.483,2.998,2.998,8.104,22.257,2.32,2.3,2.3,3.029,36.404,16,3.666,3.918,13.079,3.42,261.36,8.867,3.487,2.968,4.222,0.927,59.138,8.168,3.777,70.454,70.454,1.599,28.742,3.149,4.815,3.088,8.104,70.454,2,0.791,1,3.247,2.0,30.721,2.686,3.258,25.0,5264.0,1.555,0.186,0.0,3.256,8.0,1.652,2.006,2.006,0.828,30.893
8.796,0.5,1.2,3.705,0.2,2.877,5.404,6.722,3.195,3.043,2.301,2.301,3.541,4.22,18.011,48.596,4.182,3.0,3.0,6.17,14.009,2.043,2.185,2.185,0.587,26.585,10,3.548,3.581,9.922,3.253,195.67,6.414,3.005,2.627,3.68,-0.67,41.37,8.073,3.508,87.745,87.745,1.492,19.212,2.999,3.424,1.749,5.799,48.596,1,-0.304,1,2.333,0.776,20.9,1.961,2.944,18.0,1814.0,0.464,0.292,-0.824,2.927,8.0,1.404,1.721,1.721,-0.469,21.155
7.703,0.5,1.2,3.779,0.2,3.23,5.569,6.867,3.335,3.202,2.441,2.441,3.676,4.357,18.011,58.816,4.376,3.071,3.071,6.72,28.758,2.172,2.264,2.264,2.904,32.372,10,3.618,3.764,11.336,3.413,259.71,7.986,3.508,2.962,4.055,0.402,54.63,8.199,3.632,97.965,97.965,1.57,24.054,3.246,4.159,2.412,7.532,58.816,1,0.212,1,2.693,1.166,26.716,2.555,3.135,22.0,4634.0,1.231,0.227,-0.268,3.184,8.0,1.471,2.009,2.009,-0.14,26.799
8.201,0.5,1.2,3.739,0.2,2.843,5.435,6.749,3.338,2.871,2.401,2.401,3.57,4.248,18.011,61.222,4.227,3.033,3.033,5.981,14.662,2.247,2.02,2.02,0.963,27.946,10,3.437,3.658,10.129,3.121,191.26,6.533,3.029,2.436,3.784,-0.417,42.538,8.099,3.525,61.222,61.222,1.518,20.863,2.955,3.24,2.17,5.981,61.222,1,-0.296,1,2.411,0.851,22.075,2.537,2.996,19.0,2010.0,0.571,0.272,-0.636,2.925,8.5,1.412,1.492,1.492,-0.425,22.367
6.0,0.5,1.19,4.148,0.19,3.05,5.973,7.274,3.748,3.457,2.792,2.792,4.111,4.796,2.328,100.437,4.779,3.77,3.77,10.71,25.52,2.671,2.771,2.771,3.651,49.141,21,3.853,4.201,16.311,3.672,326.86,11.314,3.576,3.163,4.495,1.146,72.485,8.608,3.811,139.586,139.586,1.666,36.593,3.381,6.494,3.562,10.302,100.437,2,1.557,0,3.803,2.753,39.169,2.91,3.526,33.0,7742.0,2.338,0.159,0.71,3.473,14.5,1.857,2.243,2.243,1.308,39.514
5.0,0.5,1.211,4.011,0.211,2.901,6.043,7.352,3.581,3.511,2.62,2.62,4.23,4.916,0.0,120.131,4.844,3.614,3.614,10.888,30.957,2.519,2.845,2.845,3.247,54.185,19,3.847,4.314,17.225,3.629,334.5,12.133,3.674,3.144,4.615,1.15,75.141,8.702,3.911,120.131,120.131,1.672,40.641,3.387,7.17,3.592,10.888,120.131,2,2.006,0,3.68,2.5,41.86,2.949,3.611,36.0,11232.0,2.461,0.168,0.884,3.483,15.0,1.857,2.172,2.172,1.335,42.031
5.5,0.6,1.154,4.497,0.154,3.179,6.26,7.556,4.026,3.69,3.046,3.046,4.466,5.153,45.342,150.482,5.072,4.431,4.431,13.486,37.227,2.968,2.948,2.948,3.7,68.073,26,4.017,4.494,21.045,3.718,412.58,14.933,3.871,3.293,4.931,1.602,94.55,8.889,4.055,150.482,150.482,1.728,49.532,3.451,8.234,4.142,13.486,150.482,3,2.493,0,4.196,3.109,51.668,3.216,3.85,46.0,21935.0,3.291,0.127,2.0,3.706,20.5,2.011,2.349,2.349,1.565,51.706
5.0,1.0,1.0,4.171,0.0,3.335,5.964,7.229,3.853,3.497,2.909,2.909,4.016,4.7,75.813,100.916,4.824,3.506,3.506,11.299,51.131,2.746,2.627,2.627,3.451,49.512,18,3.805,4.271,19.225,3.65,373.51,12.5,3.947,3.246,4.729,1.579,83.587,8.524,3.852,100.916,100.916,1.691,40.183,3.402,6.785,3.482,11.299,100.916,3,1.934,0,3.643,2.584,42.259,2.945,3.584,35.0,16526.0,2.644,0.128,1.295,3.582,11.5,1.71,2.28,2.28,1.324,43.195
8.244,0.5,1.2,3.881,0.2,3.241,5.65,6.965,3.427,3.247,2.549,2.549,3.75,4.431,18.011,52.841,4.437,3.204,3.204,7.559,34.757,2.206,2.422,2.422,3.072,34.375,10,3.674,3.8,12.707,3.459,294.15,8.7,3.647,2.963,4.136,0.51,60.27,8.314,3.635,131.138,131.138,1.588,24.989,3.379,4.658,2.6,8.037,52.841,1,0.289,1,2.877,1.507,28.436,2.585,3.178,23.0,5721.0,1.339,0.221,-0.167,3.297,8.0,1.472,2.026,2.026,0.153,28.66
6.312,0.5,1.2,4.103,0.2,3.391,5.625,6.947,3.893,3.177,3.041,3.041,3.676,4.357,18.011,64.437,4.401,3.133,3.133,5.812,28.508,2.46,2.304,2.304,2.983,32.663,10,3.611,3.804,9.966,3.366,243.26,7.557,3.54,2.968,4.06,0.51,51.252,8.297,3.651,64.437,64.437,1.569,24.764,3.045,3.835,2.574,8.122,64.437,1,0.194,1,2.712,1.148,27.205,2.553,3.135,22.0,4681.0,1.383,0.217,-0.271,3.126,8.0,1.465,2.006,2.006,-0.159,27.478
8.0,0.25,1.438,4.25,0.5,3.559,6.104,7.446,3.99,3.698,3.02,3.02,4.208,4.894,29.85,149.795,4.879,3.587,3.587,12.129,38.597,2.932,3.029,3.029,3.86,53.117,15,4.118,4.35,19.215,3.776,449.37,13.176,3.713,3.35,4.616,1.604,88.059,8.823,3.858,93.013,93.013,1.686,40.409,3.534,8.123,3.849,11.017,93.013,1,1.618,0,4.375,2.817,43.21,3.089,3.584,35.0,9349.0,2.618,0.168,0.85,3.744,11.0,1.735,2.415,2.415,1.237,43.534
6.721,0.5,1.211,4.011,0.211,2.905,6.043,7.352,3.58,3.511,2.62,2.62,4.23,4.916,0.0,118.845,4.844,3.614,3.614,10.888,29.043,2.515,2.845,2.845,3.25,54.185,19,3.847,4.29,17.225,3.601,335.49,12.033,3.674,3.135,4.615,1.177,75.753,8.702,3.91,118.845,118.845,1.672,40.17,3.386,6.799,3.592,10.888,118.845,2,2.006,0,3.68,2.5,41.878,2.948,3.611,36.0,11450.0,2.461,0.168,0.884,3.495,15.0,1.854,2.172,2.172,1.321,42.031
